Fp1   -2,4370 -2,8531 -3,1438 -3,3322 -3,4398 -3,4755 -3,4404 -3,3435 -3,2081 -3,0593 -2,9086 -2,7555 -2,5933 -2,4065 -2,1702 -1,8625 -1,4747 -1,0175 -0,5254 -0,0471 0,3781 0,7355 1,0358 1,3135 1,6163 1,9828 2,4179 2,8867 3,3332 3,7073 3,9801 4,1480 4,2269 4,2386 4,1961 4,0938 3,9057 3,5943 3,1308 2,5215 1,8189 1,0994 0,4242 -0,1771 -0,7012 -1,1646 -1,6029 -2,0567 -2,5436 -3,0453 -3,5271 -3,9690 -4,3706 -4,7356 -5,0647 -5,3564 -5,6052 -5,8044 -5,9507 -6,0429 -6,0804 -6,0674 -6,0143 -5,9311 -5,8235 -5,6902 -5,5148 -5,2635 -4,8986 -4,4003 -3,7818 -3,0916 -2,4002 -1,7800 -1,2894 -0,9656 -0,8115 -0,7863 -0,8223 -0,8571 -0,8494 -0,7742 -0,6177 -0,3777 -0,0639 0,2997 0,6762 1,0280 1,3296 1,5742 1,7733 1,9444 2,0972 2,2344 2,3600 2,4815 2,6078 2,7405 2,8633 2,9434 2,9455 2,8491 2,6597 2,4030 2,1060 1,7833 1,4392 1,0828 0,7411 0,4504 0,2363 0,1045 0,0542 0,0886 0,2086 0,3954 0,6064 0,7933 0,9309 1,0291 1,1202 1,2354 1,3947 1,6108 1,8940 2,2527 2,6930 3,2143 3,8003 4,4138 5,0092 5,5589 6,0716 6,5844 7,1315 7,7130 8,2861 8,7841 9,1487 9,3540 9,4033 9,3105 9,0969 8,8030 8,4873 8,2038 7,9731 7,7673 7,5219 7,1645 6,6408 5,9341 5,0751 4,1368 3,2117 2,3823 1,7015 1,1882 0,8369 0,6381 0,5866 0,6645 0,8235 1,0007 1,1548 1,2819 1,4011 1,5306 1,6810 1,8604 2,0769 2,3320 2,6111 2,8847 3,1248 3,3195 3,4744 3,6060 3,7296 3,8466 3,9403 3,9850 3,9598 3,8605 3,7046 3,5172 3,3123 3,0937 2,8654 2,6309 2,3879 2,1337 1,8693 1,5977 1,3246 1,0570 0,7911 0,5050 0,1742 -0,2130 -0,6570 -1,1541 -1,6963 -2,2658 -2,8309 -3,3525 -3,7994 -4,1567 -4,4246 -4,6117 -4,7282 -4,7870 -4,8064 -4,8056 -4,8013 -4,8107 -4,8509 -4,9260 -5,0242 -5,1354 -5,2630 -5,4025 -5,5206 -5,5670 -5,5075 -5,3417 -5,0981 -4,8153 -4,5267 -4,2530 -4,0033 -3,7847 -3,6067 -3,4703 -3,3575 -3,2446 -3,1260 -3,0191 -2,9516 -2,9507 -3,0386 -3,2234 -3,4920 -3,8146 -4,1594 -4,5048 -4,8422 -5,1719 -5,4878 -5,7638 -5,9646 -6,0756 -6,1169 -6,1273 -6,1387 -6,1703 -6,2363 -6,3517 -6,5317 -6,7808 -7,0889 -7,4415 -7,8301 -8,2484 -8,6846 -9,1191 -9,5275 -9,8836 -10,1590 -10,3214 -10,3479 -10,2495 -10,0760 -9,8952 -9,7709 -9,7448 -9,8172 -9,9473 -10,0810 -10,1743 -10,1973 -10,1339 -9,9830 -9,7552 -9,4683 -9,1454 -8,8143 -8,5066 -8,2447 -8,0225 -7,8095 -7,5845 -7,3594 -7,1656 -7,0295 -6,9660 -6,9813 -7,0727 -7,2303 -7,4385 -7,6750 -7,9089 -8,1080 -8,2488 -8,3208 -8,3282 -8,2860 -8,2062 -8,0869 -7,9190 -7,6983 -7,4246 -7,1004 -6,7360 -6,3555 -5,9942 -5,6819 -5,4200 -5,1838 -4,9597 -4,7791 -4,6969 -4,7354 -4,8605 -5,0144 -5,1552 -5,2637 -5,3354 -5,3798 -5,4151 -5,4588 -5,5236 -5,6168 -5,7355 -5,8611 -5,9611 -6,0033 -5,9809 -5,9244 -5,8801 -5,8718 -5,8819 -5,8639 -5,7699 -5,5751 -5,2871 -4,9457 -4,6124 -4,3442 -4,1603 -4,0375 -3,9376 -3,8370 -3,7318 -3,6220 -3,5041 -3,3751 -3,2361 -3,0923 -2,9499 -2,8085 -2,6550 -2,4696 -2,2370 -1,9585 -1,6654 -1,4166 -1,2685 -1,2453 -1,3347 -1,5068 -1,7314 -1,9847 -2,2539 -2,5412 -2,8563 -3,2022 -3,5700 -3,9417 -4,2944 -4,6061 -4,8625 -5,0566 -5,1905 -5,2820 -5,3615 -5,4513 -5,5495 -5,6295 -5,6499 -5,5781 -5,4240 -5,2517 -5,1438 -5,1498 -5,2641 -5,4442 -5,6449 -5,8362 -5,9941 -6,0969 -6,1372 -6,1272 -6,0856 -6,0302 -5,9893 -6,0012 -6,0945 -6,2651 -6,4697 -6,6442 -6,7381 -6,7344 -6,6430 -6,4846 -6,2814 -6,0481 -5,7925 -5,5264 -5,2745 -5,0657 -4,9125 -4,7979 -4,6858 -4,5486 -4,3865 -4,2202 -4,0707 -3,9533 -3,8820 -3,8677 -3,9077 -3,9858 -4,0759 -4,1459 -4,1683 -4,1336 -4,0540 -3,9536 -3,8611 -3,8064 -3,8083 -3,8571 -3,9192 -3,9627 -3,9757 -3,9680 -3,9650 -3,9909 -4,0441 -4,0888 -4,0751 -3,9713 -3,7875 -3,5706 -3,3795 -3,2644 -3,2599 -3,3776 -3,5994 -3,8831 -4,1769 -4,4345 -4,6261 -4,7393 -4,7696 -4,7167 -4,5996 -4,4669 -4,3753 -4,3583 -4,4163 -4,5244 -4,6421 -4,7295 -4,7682 -4,7636 -4,7292 -4,6742 -4,5992 -4,4979 -4,3651 -4,2122 -4,0761 -4,0050 -4,0254 -4,1238 -4,2624 -4,4122 -4,5694 -4,7512 -4,9783 -5,2575 -5,5745 -5,9035 -6,2191 -6,4983 -6,7219 -6,8793 -6,9704 -7,0009 -6,9773 -6,9037 -6,7800 -6,6043 -6,3761 -6,0975 -5,7729 -5,4116 -5,0280 -4,6351 -4,2396 -3,8441 -3,4480 -3,0462 -2,6309 -2,1957 -1,7400 -1,2741 -0,8192 -0,4029 -0,0553 0,1939 0,3222 0,3245 0,2163 0,0289 -0,2042 -0,4557 -0,7060 -0,9475 -1,1913 -1,4622 -1,7802 -2,1504 -2,5653 -3,0071 -3,4534 -3,8867 -4,3015 -4,7032 -5,1009 -5,4922 -5,8527 -6,1505 -6,3711 -6,5205 -6,6077 -6,6359 -6,6056 -6,5160 -6,3625 -6,1426 -5,8661 -5,5586 -5,2517 -4,9755 -4,7550 -4,6048 -4,5236 -4,4942 -4,4955 -4,5158 -4,5525 -4,6050 -4,6738 -4,7618 -4,8731 -5,0103 -5,1738 -5,3599 -5,5562 -5,7416 -5,8918 -5,9944 -6,0611 -6,1243 -6,2163 -6,3487 -6,5069 -6,6621 -6,7902 -6,8800 -6,9304 -6,9432 -6,9184 -6,8581 -6,7670 -6,6493 -6,5076 -6,3505 -6,1998 -6,0804 -5,9964 -5,9173 -5,7911 -5,5696 -5,2292 -4,7821 -4,2762
Fz    -0,7573 -1,1999 -1,5940 -1,9254 -2,1812 -2,3541 -2,4462 -2,4721 -2,4568 -2,4279 -2,4080 -2,4092 -2,4250 -2,4264 -2,3735 -2,2357 -2,0034 -1,6897 -1,3292 -0,9647 -0,6275 -0,3287 -0,0611 0,2009 0,4965 0,8604 1,3026 1,8020 2,3160 2,8004 3,2238 3,5684 3,8224 3,9787 4,0373 4,0013 3,8681 3,6261 3,2624 2,7784 2,1991 1,5673 0,9255 0,3012 -0,2932 -0,8548 -1,3888 -1,9089 -2,4313 -2,9645 -3,5063 -4,0480 -4,5743 -5,0614 -5,4852 -5,8347 -6,1148 -6,3368 -6,5065 -6,6176 -6,6546 -6,6032 -6,4586 -6,2303 -5,9428 -5,6271 -5,3011 -4,9551 -4,5619 -4,1019 -3,5821 -3,0393 -2,5276 -2,0955 -1,7741 -1,5790 -1,5076 -1,5334 -1,6153 -1,7192 -1,8275 -1,9310 -2,0178 -2,0686 -2,0594 -1,9729 -1,8115 -1,5986 -1,3699 -1,1564 -0,9693 -0,8030 -0,6509 -0,5102 -0,3779 -0,2465 -0,1055 0,0486 0,2026 0,3300 0,4007 0,3884 0,2775 0,0665 -0,2373 -0,6272 -1,0984 -1,6378 -2,2137 -2,7823 -3,3061 -3,7634 -4,1414 -4,4295 -4,6252 -4,7422 -4,8059 -4,8384 -4,8440 -4,8055 -4,6979 -4,5056 -4,2251 -3,8569 -3,3979 -2,8405 -2,1767 -1,4059 -0,5445 0,3709 1,2943 2,1918 3,0564 3,9025 4,7443 5,5710 6,3428 7,0072 7,5231 7,8729 8,0566 8,0822 7,9669 7,7427 7,4487 7,1183 6,7707 6,4053 6,0012 5,5263 4,9538 4,2740 3,4976 2,6529 1,7850 0,9517 0,2140 -0,3783 -0,7975 -1,0352 -1,0975 -1,0107 -0,8250 -0,5983 -0,3724 -0,1610 0,0408 0,2407 0,4434 0,6574 0,8954 1,1652 1,4615 1,7676 2,0673 2,3539 2,6295 2,8995 3,1690 3,4369 3,6894 3,8984 4,0319 4,0698 4,0117 3,8716 3,6636 3,3960 3,0710 2,6869 2,2432 1,7462 1,2064 0,6307 0,0238 -0,6078 -1,2626 -1,9504 -2,6813 -3,4535 -4,2589 -5,0919 -5,9459 -6,8030 -7,6318 -8,3935 -9,0546 -9,5998 -10,0361 -10,3835 -10,6587 -10,8693 -11,0170 -11,1023 -11,1280 -11,1023 -11,0347 -10,9256 -10,7621 -10,5309 -10,2346 -9,8888 -9,5084 -9,1038 -8,6839 -8,2528 -7,8067 -7,3343 -6,8225 -6,2615 -5,6519 -5,0120 -4,3782 -3,7938 -3,2924 -2,8899 -2,5842 -2,3577 -2,1834 -2,0397 -1,9199 -1,8287 -1,7725 -1,7556 -1,7812 -1,8508 -1,9603 -2,1005 -2,2571 -2,4119 -2,5513 -2,6779 -2,8089 -2,9633 -3,1536 -3,3862 -3,6651 -3,9956 -4,3825 -4,8216 -5,2987 -5,7985 -6,3102 -6,8227 -7,3205 -7,7826 -8,1892 -8,5302 -8,8061 -9,0209 -9,1798 -9,2937 -9,3801 -9,4585 -9,5504 -9,6720 -9,8204 -9,9738 -10,1119 -10,2318 -10,3408 -10,4388 -10,5079 -10,5186 -10,4479 -10,2946 -10,0823 -9,8452 -9,6074 -9,3709 -9,1233 -8,8554 -8,5729 -8,2935 -8,0423 -7,8501 -7,7441 -7,7355 -7,8170 -7,9676 -8,1593 -8,3611 -8,5435 -8,6844 -8,7723 -8,8077 -8,8020 -8,7665 -8,7004 -8,5895 -8,4134 -8,1547 -7,8047 -7,3710 -6,8836 -6,3905 -5,9366 -5,5398 -5,1855 -4,8542 -4,5524 -4,3121 -4,1580 -4,0852 -4,0684 -4,0799 -4,0959 -4,1026 -4,1015 -4,1037 -4,1159 -4,1361 -4,1560 -4,1647 -4,1476 -4,0880 -3,9760 -3,8211 -3,6597 -3,5394 -3,4889 -3,4982 -3,5246 -3,5156 -3,4340 -3,2722 -3,0506 -2,8101 -2,5931 -2,4237 -2,3014 -2,2142 -2,1537 -2,1188 -2,1074 -2,1138 -2,1323 -2,1597 -2,1967 -2,2440 -2,2937 -2,3249 -2,3109 -2,2313 -2,0869 -1,9087 -1,7493 -1,6584 -1,6579 -1,7376 -1,8696 -2,0263 -2,1876 -2,3437 -2,4955 -2,6506 -2,8167 -2,9983 -3,1929 -3,3878 -3,5651 -3,7099 -3,8123 -3,8709 -3,8964 -3,9123 -3,9476 -4,0255 -4,1545 -4,3259 -4,5223 -4,7349 -4,9725 -5,2502 -5,5704 -5,9145 -6,2520 -6,5544 -6,8045 -6,9945 -7,1237 -7,1994 -7,2328 -7,2307 -7,1996 -7,1604 -7,1466 -7,1822 -7,2636 -7,3563 -7,4121 -7,3960 -7,3011 -7,1408 -6,9363 -6,7140 -6,5009 -6,3190 -6,1853 -6,1137 -6,1089 -6,1575 -6,2248 -6,2668 -6,2546 -6,1918 -6,1055 -6,0268 -5,9830 -5,9943 -6,0671 -6,1933 -6,3531 -6,5167 -6,6490 -6,7194 -6,7128 -6,6347 -6,5070 -6,3647 -6,2495 -6,1929 -6,1964 -6,2344 -6,2793 -6,3194 -6,3596 -6,4133 -6,4908 -6,5871 -6,6798 -6,7404 -6,7480 -6,7008 -6,6154 -6,5186 -6,4393 -6,4043 -6,4315 -6,5219 -6,6603 -6,8239 -6,9887 -7,1351 -7,2523 -7,3375 -7,3909 -7,4165 -7,4240 -7,4241 -7,4222 -7,4201 -7,4141 -7,3923 -7,3433 -7,2682 -7,1805 -7,0948 -7,0169 -6,9415 -6,8575 -6,7559 -6,6405 -6,5340 -6,4717 -6,4816 -6,5686 -6,7182 -6,9122 -7,1377 -7,3849 -7,6460 -7,9148 -8,1840 -8,4448 -8,6873 -8,8969 -9,0575 -9,1623 -9,2188 -9,2405 -9,2331 -9,1881 -9,0911 -8,9349 -8,7228 -8,4616 -8,1569 -7,8171 -7,4529 -7,0689 -6,6592 -6,2126 -5,7251 -5,2092 -4,6924 -4,2060 -3,7791 -3,4384 -3,2013 -3,0678 -3,0212 -3,0387 -3,1016 -3,1986 -3,3223 -3,4655 -3,6195 -3,7781 -3,9397 -4,1100 -4,3011 -4,5212 -4,7665 -5,0288 -5,3058 -5,5988 -5,9073 -6,2298 -6,5676 -6,9290 -7,3259 -7,7535 -8,1749 -8,5356 -8,7933 -8,9363 -8,9837 -8,9719 -8,9342 -8,8865 -8,8285 -8,7539 -8,6596 -8,5465 -8,4186 -8,2828 -8,1485 -8,0214 -7,8985 -7,7718 -7,6393 -7,5102 -7,4012 -7,3320 -7,3182 -7,3645 -7,4651 -7,6118 -7,7993 -8,0267 -8,2925 -8,5861 -8,8816 -9,1529 -9,3960 -9,6340 -9,8957 -10,1909 -10,5067 -10,8212 -11,1207 -11,4018 -11,6609 -11,8856 -12,0589 -12,1686 -12,2126 -12,1940 -12,1169 -11,9860 -11,8115 -11,6085 -11,3866 -11,1391 -10,8471 -10,4910 -10,0611 -9,5649 -9,0287
F3    -1,3337 -1,8201 -2,2345 -2,5802 -2,8492 -3,0260 -3,1026 -3,0891 -3,0125 -2,9034 -2,7827 -2,6591 -2,5296 -2,3774 -2,1782 -1,9163 -1,5917 -1,2202 -0,8298 -0,4497 -0,0944 0,2379 0,5586 0,8879 1,2525 1,6743 2,1530 2,6587 3,1419 3,5527 3,8561 4,0390 4,1091 4,0848 3,9855 3,8239 3,5982 3,2941 2,8945 2,3952 1,8151 1,1915 0,5643 -0,0364 -0,5951 -1,1133 -1,6086 -2,1042 -2,6109 -3,1199 -3,6168 -4,0998 -4,5739 -5,0326 -5,4559 -5,8257 -6,1360 -6,3917 -6,5994 -6,7587 -6,8599 -6,8911 -6,8480 -6,7377 -6,5784 -6,3934 -6,1907 -5,9468 -5,6179 -5,1721 -4,6160 -3,9967 -3,3805 -2,8266 -2,3759 -2,0521 -1,8565 -1,7648 -1,7396 -1,7491 -1,7734 -1,7971 -1,8021 -1,7652 -1,6610 -1,4741 -1,2110 -0,8965 -0,5609 -0,2278 0,0944 0,4056 0,7039 0,9845 1,2442 1,4830 1,7037 1,9066 2,0807 2,2016 2,2373 2,1601 1,9594 1,6474 1,2468 0,7788 0,2623 -0,2767 -0,8030 -1,2838 -1,7012 -2,0525 -2,3346 -2,5342 -2,6361 -2,6424 -2,5807 -2,4900 -2,3944 -2,2866 -2,1378 -1,9217 -1,6280 -1,2564 -0,8073 -0,2777 0,3361 1,0292 1,7783 2,5415 3,2729 3,9433 4,5542 5,1364 5,7263 6,3355 6,9391 7,4905 7,9411 8,2517 8,3973 8,3733 8,2055 7,9486 7,6644 7,3942 7,1425 6,8756 6,5376 6,0776 5,4707 4,7238 3,8705 2,9651 2,0748 1,2645 0,5837 0,0607 -0,2940 -0,4754 -0,4786 -0,3134 -0,0194 0,3412 0,7086 1,0455 1,3398 1,5951 1,8228 2,0404 2,2703 2,5310 2,8245 3,1327 3,4302 3,7016 3,9481 4,1814 4,4133 4,6463 4,8684 5,0548 5,1788 5,2274 5,2058 5,1253 4,9904 4,7989 4,5480 4,2349 3,8622 3,4458 3,0096 2,5699 2,1301 1,6842 1,2163 0,7026 0,1238 -0,5244 -1,2345 -1,9940 -2,7846 -3,5789 -4,3413 -5,0373 -5,6408 -6,1385 -6,5298 -6,8246 -7,0379 -7,1844 -7,2770 -7,3238 -7,3306 -7,3090 -7,2772 -7,2483 -7,2241 -7,2029 -7,1850 -7,1616 -7,1063 -6,9896 -6,7984 -6,5427 -6,2438 -5,9213 -5,5861 -5,2414 -4,8868 -4,5268 -4,1753 -3,8471 -3,5461 -3,2672 -3,0082 -2,7718 -2,5618 -2,3830 -2,2455 -2,1644 -2,1531 -2,2156 -2,3448 -2,5232 -2,7290 -2,9443 -3,1537 -3,3355 -3,4677 -3,5459 -3,5909 -3,6358 -3,7099 -3,8333 -4,0178 -4,2696 -4,5885 -4,9641 -5,3785 -5,8143 -6,2581 -6,6985 -7,1267 -7,5351 -7,9123 -8,2402 -8,4945 -8,6502 -8,6948 -8,6432 -8,5353 -8,4194 -8,3398 -8,3273 -8,3837 -8,4803 -8,5775 -8,6447 -8,6632 -8,6231 -8,5227 -8,3674 -8,1659 -7,9296 -7,6736 -7,4161 -7,1709 -6,9387 -6,7083 -6,4720 -6,2421 -6,0489 -5,9232 -5,8810 -5,9185 -6,0195 -6,1687 -6,3558 -6,5709 -6,7976 -7,0142 -7,1975 -7,3254 -7,3830 -7,3660 -7,2745 -7,1073 -6,8682 -6,5697 -6,2258 -5,8437 -5,4305 -5,0056 -4,6028 -4,2556 -3,9786 -3,7639 -3,6019 -3,5032 -3,4899 -3,5625 -3,6877 -3,8221 -3,9364 -4,0186 -4,0690 -4,0998 -4,1280 -4,1665 -4,2187 -4,2793 -4,3347 -4,3605 -4,3237 -4,1949 -3,9713 -3,6888 -3,4056 -3,1685 -2,9892 -2,8460 -2,7023 -2,5277 -2,3107 -2,0622 -1,8130 -1,5956 -1,4224 -1,2822 -1,1558 -1,0302 -0,8990 -0,7573 -0,6026 -0,4376 -0,2708 -0,1155 0,0160 0,1227 0,2192 0,3277 0,4660 0,6345 0,8063 0,9323 0,9657 0,8837 0,6926 0,4201 0,1017 -0,2305 -0,5588 -0,8851 -1,2227 -1,5816 -1,9599 -2,3461 -2,7221 -3,0672 -3,3625 -3,5941 -3,7592 -3,8737 -3,9690 -4,0751 -4,2042 -4,3437 -4,4595 -4,5161 -4,5073 -4,4671 -4,4475 -4,4843 -4,5807 -4,7143 -4,8568 -4,9864 -5,0854 -5,1369 -5,1325 -5,0776 -4,9881 -4,8873 -4,8085 -4,7883 -4,8466 -4,9750 -5,1383 -5,2901 -5,3954 -5,4408 -5,4270 -5,3585 -5,2384 -5,0680 -4,8538 -4,6194 -4,4058 -4,2543 -4,1836 -4,1769 -4,1925 -4,1889 -4,1475 -4,0771 -4,0022 -3,9498 -3,9432 -3,9952 -4,1031 -4,2499 -4,4102 -4,5558 -4,6643 -4,7257 -4,7413 -4,7192 -4,6742 -4,6272 -4,5968 -4,5865 -4,5826 -4,5666 -4,5284 -4,4742 -4,4256 -4,4068 -4,4243 -4,4602 -4,4846 -4,4769 -4,4410 -4,4024 -4,3919 -4,4334 -4,5417 -4,7196 -4,9530 -5,2142 -5,4728 -5,7039 -5,8918 -6,0276 -6,1038 -6,1152 -6,0703 -5,9987 -5,9359 -5,9030 -5,9046 -5,9351 -5,9795 -6,0187 -6,0389 -6,0354 -6,0072 -5,9525 -5,8692 -5,7588 -5,6292 -5,4978 -5,3956 -5,3570 -5,3988 -5,5082 -5,6571 -5,8247 -6,0090 -6,2212 -6,4747 -6,7733 -7,1074 -7,4574 -7,7990 -8,1053 -8,3553 -8,5422 -8,6741 -8,7648 -8,8221 -8,8421 -8,8116 -8,7194 -8,5637 -8,3497 -8,0826 -7,7685 -7,4185 -7,0431 -6,6448 -6,2229 -5,7803 -5,3268 -4,8791 -4,4553 -4,0683 -3,7232 -3,4192 -3,1543 -2,9323 -2,7680 -2,6819 -2,6864 -2,7750 -2,9231 -3,0992 -3,2766 -3,4380 -3,5787 -3,7087 -3,8466 -4,0088 -4,2059 -4,4426 -4,7179 -5,0247 -5,3529 -5,6916 -6,0319 -6,3688 -6,6932 -6,9789 -7,1909 -7,3107 -7,3465 -7,3214 -7,2567 -7,1652 -7,0515 -6,9133 -6,7467 -6,5560 -6,3555 -6,1648 -6,0049 -5,8946 -5,8441 -5,8506 -5,9015 -5,9845 -6,0942 -6,2277 -6,3801 -6,5436 -6,7096 -6,8740 -7,0436 -7,2343 -7,4613 -7,7289 -8,0241 -8,3183 -8,5846 -8,8188 -9,0410 -9,2771 -9,5370 -9,8076 -10,0613 -10,2707 -10,4191 -10,5024 -10,5252 -10,4936 -10,4137 -10,2956 -10,1541 -10,0045 -9,8593 -9,7316 -9,6296 -9,5420 -9,4294 -9,2417 -8,9440 -8,5319 -8,0334 -7,5043
F7    -1,6260 -1,9454 -2,1966 -2,4042 -2,5822 -2,7286 -2,8337 -2,8947 -2,9222 -2,9327 -2,9369 -2,9354 -2,9153 -2,8463 -2,6883 -2,4115 -2,0103 -1,5045 -0,9365 -0,3657 0,1461 0,5566 0,8650 1,1177 1,3877 1,7392 2,2007 2,7582 3,3598 3,9243 4,3615 4,6007 4,6135 4,4185 4,0681 3,6261 3,1461 2,6607 2,1799 1,7035 1,2299 0,7595 0,2992 -0,1318 -0,5167 -0,8647 -1,2159 -1,6194 -2,1030 -2,6540 -3,2298 -3,7867 -4,2916 -4,7185 -5,0554 -5,3098 -5,5002 -5,6430 -5,7494 -5,8210 -5,8457 -5,8068 -5,7010 -5,5489 -5,3927 -5,2780 -5,2229 -5,1985 -5,1381 -4,9725 -4,6700 -4,2492 -3,7591 -3,2497 -2,7603 -2,3140 -1,9113 -1,5392 -1,1974 -0,9076 -0,6970 -0,5722 -0,5035 -0,4344 -0,3131 -0,1182 0,1402 0,4435 0,7802 1,1373 1,4967 1,8389 2,1440 2,3945 2,5783 2,6883 2,7265 2,7100 2,6650 2,6094 2,5403 2,4402 2,2955 2,1039 1,8596 1,5467 1,1598 0,7297 0,3207 0,0000 -0,1974 -0,2823 -0,2901 -0,2469 -0,1631 -0,0557 0,0371 0,0762 0,0541 0,0027 -0,0294 -0,0036 0,1011 0,2985 0,6050 1,0365 1,5993 2,2784 3,0303 3,7883 4,4860 5,0876 5,6055 6,0868 6,5728 7,0686 7,5485 7,9818 8,3465 8,6226 8,7836 8,8022 8,6699 8,4144 8,0964 7,7814 7,5041 7,2473 6,9557 6,5723 6,0636 5,4317 4,7187 3,9997 3,3612 2,8719 2,5557 2,3847 2,2991 2,2466 2,2146 2,2250 2,2999 2,4356 2,6041 2,7689 2,8969 2,9624 2,9530 2,8799 2,7826 2,7167 2,7234 2,8039 2,9268 3,0596 3,1903 3,3302 3,4990 3,7009 3,9132 4,0965 4,2153 4,2550 4,2278 4,1637 4,0902 4,0214 3,9604 3,9010 3,8331 3,7493 3,6426 3,4996 3,3023 3,0381 2,7023 2,2933 1,8138 1,2814 0,7288 0,1894 -0,3153 -0,7756 -1,1882 -1,5559 -1,8857 -2,1858 -2,4667 -2,7418 -3,0150 -3,2692 -3,4705 -3,5848 -3,5990 -3,5400 -3,4721 -3,4613 -3,5419 -3,7149 -3,9593 -4,2301 -4,4611 -4,5968 -4,6256 -4,5764 -4,4873 -4,3869 -4,2990 -4,2439 -4,2321 -4,2653 -4,3461 -4,4732 -4,6284 -4,7777 -4,8852 -4,9293 -4,9172 -4,8829 -4,8689 -4,9111 -5,0393 -5,2752 -5,6132 -6,0033 -6,3706 -6,6641 -6,8768 -7,0207 -7,1079 -7,1619 -7,2272 -7,3492 -7,5457 -7,8013 -8,0867 -8,3804 -8,6804 -9,0023 -9,3659 -9,7744 -10,1970 -10,5823 -10,8933 -11,1219 -11,2798 -11,3897 -11,4710 -11,5153 -11,4909 -11,3798 -11,1967 -10,9775 -10,7691 -10,6203 -10,5590 -10,5763 -10,6366 -10,6955 -10,7112 -10,6543 -10,5130 -10,2898 -9,9973 -9,6558 -9,2926 -8,9441 -8,6507 -8,4388 -8,3040 -8,2172 -8,1507 -8,0977 -8,0703 -8,0824 -8,1330 -8,2043 -8,2784 -8,3539 -8,4445 -8,5622 -8,7017 -8,8361 -8,9236 -8,9253 -8,8222 -8,6191 -8,3425 -8,0433 -7,7852 -7,6087 -7,5004 -7,4096 -7,2994 -7,1691 -7,0328 -6,8913 -6,7410 -6,6109 -6,5707 -6,6824 -6,9381 -7,2571 -7,5430 -7,7369 -7,8314 -7,8520 -7,8315 -7,7905 -7,7376 -7,6808 -7,6338 -7,6106 -7,6196 -7,6540 -7,6873 -7,6831 -7,6190 -7,5000 -7,3478 -7,1805 -7,0004 -6,7969 -6,5621 -6,3106 -6,0866 -5,9487 -5,9315 -6,0137 -6,1252 -6,1842 -6,1330 -5,9530 -5,6628 -5,3072 -4,9412 -4,6114 -4,3446 -4,1455 -4,0016 -3,8895 -3,7863 -3,6802 -3,5756 -3,4920 -3,4553 -3,4811 -3,5659 -3,6973 -3,8642 -4,0541 -4,2499 -4,4388 -4,6248 -4,8285 -5,0750 -5,3741 -5,7108 -6,0525 -6,3639 -6,6163 -6,7888 -6,8749 -6,8930 -6,8811 -6,8712 -6,8733 -6,8831 -6,8907 -6,8858 -6,8698 -6,8659 -6,9018 -6,9833 -7,0866 -7,1764 -7,2325 -7,2585 -7,2634 -7,2398 -7,1653 -7,0216 -6,8107 -6,5606 -6,3204 -6,1436 -6,0668 -6,0992 -6,2209 -6,3977 -6,6044 -6,8309 -7,0690 -7,3017 -7,4988 -7,6165 -7,6143 -7,4831 -7,2523 -6,9680 -6,6708 -6,3913 -6,1528 -5,9729 -5,8625 -5,8241 -5,8488 -5,9175 -6,0106 -6,1189 -6,2410 -6,3706 -6,4872 -6,5627 -6,5805 -6,5453 -6,4738 -6,3800 -6,2732 -6,1633 -6,0603 -5,9646 -5,8630 -5,7371 -5,5771 -5,3958 -5,2355 -5,1534 -5,1849 -5,3174 -5,4992 -5,6688 -5,7873 -5,8547 -5,9001 -5,9567 -6,0390 -6,1346 -6,2192 -6,2839 -6,3420 -6,4133 -6,5069 -6,6122 -6,6982 -6,7256 -6,6744 -6,5626 -6,4302 -6,3104 -6,2212 -6,1729 -6,1708 -6,2160 -6,3047 -6,4285 -6,5755 -6,7312 -6,8822 -7,0225 -7,1534 -7,2792 -7,4096 -7,5577 -7,7215 -7,8758 -7,9946 -8,0736 -8,1290 -8,1807 -8,2442 -8,3305 -8,4442 -8,5865 -8,7632 -8,9878 -9,2696 -9,5965 -9,9329 -10,2422 -10,5048 -10,7105 -10,8404 -10,8610 -10,7354 -10,4476 -10,0193 -9,5041 -8,9667 -8,4621 -8,0204 -7,6428 -7,3111 -7,0011 -6,6845 -6,3240 -5,8829 -5,3503 -4,7553 -4,1588 -3,6358 -3,2525 -3,0429 -2,9978 -3,0722 -3,2077 -3,3589 -3,5058 -3,6432 -3,7692 -3,8903 -4,0267 -4,2062 -4,4507 -4,7682 -5,1506 -5,5786 -6,0272 -6,4686 -6,8756 -7,2271 -7,5090 -7,7111 -7,8321 -7,8853 -7,8924 -7,8752 -7,8523 -7,8349 -7,8148 -7,7609 -7,6365 -7,4226 -7,1290 -6,7948 -6,4824 -6,2600 -6,1787 -6,2570 -6,4731 -6,7727 -7,0896 -7,3664 -7,5719 -7,7086 -7,8027 -7,8862 -7,9889 -8,1367 -8,3432 -8,5951 -8,8481 -9,0452 -9,1495 -9,1630 -9,1192 -9,0589 -9,0082 -8,9693 -8,9304 -8,8861 -8,8454 -8,8198 -8,8089 -8,7921 -8,7382 -8,6249 -8,4522 -8,2355 -7,9927 -7,7437 -7,5104 -7,2994 -7,0867 -6,8291 -6,4952 -6,0871 -5,6401 -5,2081
