Fp1   -2,5794 -2,6732 -2,7556 -2,8180 -2,8613 -2,8910 -2,9084 -2,9058 -2,8694 -2,7859 -2,6424 -2,4244 -2,1234 -1,7427 -1,2897 -0,7692 -0,1922 0,4118 0,9957 1,5147 1,9492 2,3042 2,5894 2,7984 2,9100 2,9095 2,8109 2,6536 2,4740 2,2926 2,1318 2,0256 1,9908 1,9986 1,9878 1,9003 1,7064 1,4085 1,0364 0,6364 0,2545 -0,0779 -0,3464 -0,5493 -0,6938 -0,7941 -0,8689 -0,9394 -1,0287 -1,1606 -1,3612 -1,6553 -2,0506 -2,5251 -3,0298 -3,4989 -3,8674 -4,0964 -4,1897 -4,1856 -4,1386 -4,0999 -4,0991 -4,1347 -4,1807 -4,1972 -4,1478 -4,0241 -3,8559 -3,6887 -3,5499 -3,4462 -3,3771 -3,3366 -3,3093 -3,2709 -3,1921 -3,0437 -2,8029 -2,4587 -2,0168 -1,5010 -0,9530 -0,4250 0,0298 0,3707 0,5827 0,6794 0,6892 0,6420 0,5673 0,4959 0,4556 0,4681 0,5438 0,6727 0,8270 0,9800 1,1162 1,2218 1,2708 1,2312 1,0896 0,8697 0,6230 0,3973 0,2104 0,0501 -0,1057 -0,2774 -0,4846 -0,7463 -1,0723 -1,4535 -1,8635 -2,2689 -2,6376 -2,9431 -3,1643 -3,2846 -3,2962 -3,2023 -3,0166 -2,7593 -2,4500 -2,0940 -1,6717 -1,1509 -0,5122 0,2317 1,0400 1,8684 2,6930 3,5064 4,2974 5,0422 5,7138 6,2981 6,8003 7,2343 7,6058 7,9086 8,1299 8,2541 8,2631 8,1399 7,8828 7,5139 7,0672 6,5664 6,0160 5,4067 4,7234 3,9601 3,1366 2,3001 1,5102 0,8180 0,2504 -0,1921 -0,5262 -0,7756 -0,9653 -1,1159 -1,2357 -1,3112 -1,3040 -1,1691 -0,8901 -0,5030 -0,0836 0,2913 0,5779 0,7753 0,9087 0,9999 1,0513 1,0510 0,9850 0,8462 0,6382 0,3758 0,0760 -0,2554 -0,6260 -1,0413 -1,4924 -1,9628 -2,4464 -2,9537 -3,4987 -4,0758 -4,6538 -5,1901 -5,6512 -6,0222 -6,3124 -6,5531 -6,7846 -7,0354 -7,3139 -7,6209 -7,9597 -8,3328 -8,7322 -9,1312 -9,4813 -9,7266 -9,8325 -9,8096 -9,7071 -9,5787 -9,4536 -9,3330 -9,2002 -9,0372 -8,8434 -8,6344 -8,4165 -8,1684 -7,8550 -7,4508 -6,9513 -6,3748 -5,7540 -5,1217 -4,5047 -3,9278 -3,4144 -2,9778 -2,6140 -2,3004 -2,0037 -1,6912 -1,3450 -0,9740 -0,6074 -0,2680 0,0372 0,3017 0,5112 0,6574 0,7511 0,8195 0,8903 0,9726 1,0475 1,0739 1,0079 0,8233 0,5223 0,1358 -0,2856 -0,6878 -1,0274 -1,2819 -1,4583 -1,5941 -1,7364 -1,9132 -2,1202 -2,3285 -2,5071 -2,6489 -2,7757 -2,9168 -3,0893 -3,2941 -3,5175 -3,7395 -3,9434 -4,1186 -4,2573 -4,3554 -4,4202 -4,4805 -4,5826 -4,7693 -5,0552 -5,4194 -5,8186 -6,2070 -6,5495 -6,8299 -7,0507 -7,2212 -7,3422 -7,4031 -7,3885 -7,2924 -7,1319 -6,9373 -6,7281 -6,5073 -6,2715 -6,0152 -5,7319 -5,4241 -5,1143 -4,8373 -4,6126 -4,4223 -4,2198 -3,9651 -3,6493 -3,2886 -2,9055 -2,5194 -2,1431 -1,7756 -1,4032 -1,0197 -0,6436 -0,3102 -0,0481 0,1374 0,2647 0,3635 0,4600 0,5729 0,7116 0,8688 1,0209 1,1418 1,2102 1,2067 1,1238 0,9826 0,8251 0,6827 0,5585 0,4363 0,2961 0,1196 -0,1048 -0,3764 -0,6860 -1,0169 -1,3411 -1,6250 -1,8435 -1,9878 -2,0644 -2,0917 -2,0898 -2,0711 -2,0412 -2,0023 -1,9503 -1,8817 -1,8106 -1,7751 -1,8168 -1,9543 -2,1733 -2,4344 -2,6866 -2,8777 -2,9681 -2,9525 -2,8685 -2,7835 -2,7690 -2,8703 -3,0868 -3,3766 -3,6799 -3,9393 -4,1101 -4,1699 -4,1224 -3,9913 -3,8128 -3,6299 -3,4870 -3,4260 -3,4757 -3,6362 -3,8756 -4,1402 -4,3706 -4,5181 -4,5611 -4,5068 -4,3733 -4,1692 -3,8956 -3,5620 -3,1965 -2,8424 -2,5413 -2,3103 -2,1378 -1,9993 -1,8766 -1,7707 -1,7067 -1,7184 -1,8186 -1,9833 -2,1648 -2,3212 -2,4339 -2,5054 -2,5524 -2,5971 -2,6579 -2,7382 -2,8221 -2,8839 -2,9030 -2,8726 -2,7974 -2,6811 -2,5200 -2,3087 -2,0491 -1,7547 -1,4475 -1,1490 -0,8722 -0,6229 -0,4019 -0,2072 -0,0318 0,1396 0,3264 0,5373 0,7626 0,9829 1,1785 1,3301 1,4206 1,4405 1,3880 1,2663 1,0874 0,8762 0,6612 0,4577 0,2677 0,0928 -0,0585 -0,1794 -0,2759 -0,3675 -0,4760 -0,6130 -0,7706 -0,9197 -1,0182 -1,0248 -0,9180 -0,7117 -0,4510 -0,1877 0,0439 0,2373 0,4084 0,5803 0,7652 0,9488 1,0924 1,1564 1,1278 1,0302 0,9071 0,7926 0,6953 0,6101 0,5359 0,4736 0,4158 0,3463 0,2441 0,0922 -0,1052 -0,3070 -0,4512 -0,4907 -0,4195 -0,2733 -0,1139 -0,0078 -0,0025 -0,1110 -0,3138 -0,5738 -0,8569 -1,1444 -1,4310 -1,7166 -2,0003 -2,2782 -2,5388 -2,7607 -2,9202 -3,0077 -3,0307 -2,9972 -2,8988 -2,7151 -2,4339 -2,0611 -1,6133 -1,1043 -0,5353 0,1057 0,8299 1,6314 2,4858 3,3620 4,2262 5,0408 5,7713 6,3896 6,8643 7,1599 7,2582 7,1711 6,9257 6,5432 6,0376 5,4230 4,7194 3,9533 3,1504 2,3263 1,4843 0,6211 -0,2644 -1,1663 -2,0752 -2,9810 -3,8649 -4,7012 -5,4726 -6,1772 -6,8169 -7,3841 -7,8613 -8,2282 -8,4640 -8,5485 -8,4709 -8,2379 -7,8773 -7,4419 -7,0062 -6,6425 -6,3900 -6,2403 -6,1475 -6,0509 -5,8986 -5,6714 -5,3950 -5,1225 -4,9005 -4,7514 -4,6776 -4,6634 -4,6727 -4,6602 -4,5979 -4,4931 -4,3769 -4,2784 -4,2100 -4,1682 -4,1330 -4,0667 -3,9280 -3,6951 -3,3848 -3,0647 -2,8401 -2,8032 -2,9813 -3,3319 -3,7754 -4,2298 -4,6264 -4,9237 -5,1209 -5,2526 -5,3682 -5,5114 -5,7040 -5,9386 -6,1928 -6,4529 -6,7194 -6,9922 -7,2536 -7,4723 -7,6293 -7,7323 -7,7948 -7,8101
Fz    -5,9164 -6,2482 -6,4798 -6,6003 -6,6121 -6,5267 -6,3582 -6,1222 -5,8345 -5,5048 -5,1299 -4,6972 -4,1943 -3,6157 -2,9624 -2,2408 -1,4674 -0,6739 0,0961 0,8046 1,4355 1,9965 2,5032 2,9589 3,3471 3,6463 3,8529 3,9877 4,0790 4,1469 4,2068 4,2728 4,3461 4,4050 4,4179 4,3636 4,2368 4,0420 3,7869 3,4807 3,1329 2,7548 2,3573 1,9478 1,5301 1,1037 0,6658 0,2159 -0,2407 -0,6957 -1,1445 -1,5886 -2,0335 -2,4851 -2,9432 -3,3913 -3,7980 -4,1373 -4,4083 -4,6353 -4,8502 -5,0746 -5,3125 -5,5552 -5,7879 -5,9883 -6,1275 -6,1872 -6,1785 -6,1387 -6,1040 -6,0880 -6,0792 -6,0521 -5,9837 -5,8633 -5,6915 -5,4736 -5,2165 -4,9276 -4,6133 -4,2785 -3,9276 -3,5674 -3,2098 -2,8710 -2,5633 -2,2916 -2,0619 -1,8858 -1,7686 -1,6942 -1,6261 -1,5244 -1,3673 -1,1612 -0,9292 -0,6918 -0,4623 -0,2527 -0,0776 0,0483 0,1170 0,1313 0,1034 0,0447 -0,0461 -0,1858 -0,3995 -0,7110 -1,1331 -1,6602 -2,2682 -2,9195 -3,5732 -4,1948 -4,7594 -5,2485 -5,6462 -5,9377 -6,1107 -6,1542 -6,0601 -5,8295 -5,4761 -5,0160 -4,4544 -3,7874 -3,0153 -2,1524 -1,2271 -0,2759 0,6674 1,5807 2,4529 3,2754 4,0350 4,7160 5,3092 5,8149 6,2347 6,5641 6,7946 6,9169 6,9174 6,7806 6,4996 6,0821 5,5428 4,8967 4,1645 3,3762 2,5623 1,7465 0,9470 0,1850 -0,5120 -1,1153 -1,6057 -1,9772 -2,2331 -2,3817 -2,4350 -2,4062 -2,3066 -2,1402 -1,9011 -1,5775 -1,1644 -0,6770 -0,1537 0,3566 0,8154 1,2113 1,5561 1,8613 2,1224 2,3213 2,4354 2,4457 2,3456 2,1460 1,8692 1,5366 1,1633 0,7591 0,3315 -0,1136 -0,5788 -1,0793 -1,6361 -2,2628 -2,9590 -3,7114 -4,5001 -5,3023 -6,0948 -6,8588 -7,5862 -8,2811 -8,9579 -9,6406 -10,3519 -11,0934 -11,8351 -12,5226 -13,0932 -13,4963 -13,7161 -13,7756 -13,7169 -13,5785 -13,3854 -13,1502 -12,8738 -12,5490 -12,1701 -11,7360 -11,2415 -10,6712 -10,0110 -9,2643 -8,4569 -7,6308 -6,8294 -6,0817 -5,3965 -4,7697 -4,1911 -3,6456 -3,1135 -2,5744 -2,0127 -1,4198 -0,7963 -0,1552 0,4808 1,0873 1,6412 2,1151 2,4802 2,7210 2,8490 2,8978 2,9017 2,8764 2,8136 2,6882 2,4767 2,1749 1,8013 1,3860 0,9595 0,5456 0,1575 -0,2021 -0,5414 -0,8787 -1,2351 -1,6209 -2,0280 -2,4338 -2,8150 -3,1606 -3,4757 -3,7738 -4,0668 -4,3580 -4,6411 -4,9071 -5,1516 -5,3761 -5,5852 -5,7837 -5,9768 -6,1734 -6,3900 -6,6476 -6,9616 -7,3352 -7,7570 -8,2013 -8,6326 -9,0177 -9,3336 -9,5627 -9,6834 -9,6721 -9,5170 -9,2306 -8,8510 -8,4299 -8,0155 -7,6423 -7,3307 -7,0854 -6,8889 -6,7106 -6,5274 -6,3331 -6,1252 -5,8906 -5,6103 -5,2806 -4,9231 -4,5715 -4,2496 -3,9606 -3,6914 -3,4225 -3,1392 -2,8447 -2,5636 -2,3283 -2,1545 -2,0302 -1,9272 -1,8191 -1,6906 -1,5393 -1,3740 -1,2064 -1,0442 -0,8938 -0,7665 -0,6772 -0,6323 -0,6232 -0,6335 -0,6524 -0,6775 -0,7115 -0,7618 -0,8442 -0,9761 -1,1681 -1,4182 -1,7087 -2,0055 -2,2709 -2,4826 -2,6383 -2,7479 -2,8250 -2,8807 -2,9218 -2,9560 -2,9921 -3,0345 -3,0832 -3,1403 -3,2139 -3,3150 -3,4501 -3,6129 -3,7828 -3,9300 -4,0247 -4,0488 -4,0102 -3,9462 -3,9088 -3,9445 -4,0783 -4,3047 -4,5935 -4,9037 -5,1942 -5,4269 -5,5702 -5,6060 -5,5370 -5,3883 -5,1989 -5,0092 -4,8554 -4,7643 -4,7416 -4,7658 -4,7942 -4,7781 -4,6830 -4,5023 -4,2559 -3,9721 -3,6699 -3,3547 -3,0281 -2,7013 -2,3999 -2,1525 -1,9747 -1,8641 -1,8068 -1,7863 -1,7957 -1,8430 -1,9404 -2,0885 -2,2759 -2,4909 -2,7297 -2,9942 -3,2851 -3,5965 -3,9175 -4,2317 -4,5155 -4,7394 -4,8791 -4,9253 -4,8859 -4,7751 -4,6007 -4,3619 -4,0619 -3,7194 -3,3661 -3,0317 -2,7293 -2,4570 -2,2120 -1,9979 -1,8188 -1,6743 -1,5623 -1,4857 -1,4550 -1,4832 -1,5730 -1,7118 -1,8800 -2,0647 -2,2647 -2,4874 -2,7416 -3,0273 -3,3294 -3,6228 -3,8847 -4,1026 -4,2717 -4,3909 -4,4618 -4,4908 -4,4927 -4,4920 -4,5148 -4,5718 -4,6469 -4,7044 -4,7067 -4,6337 -4,4899 -4,2921 -4,0560 -3,7897 -3,4937 -3,1626 -2,7928 -2,3939 -1,9959 -1,6485 -1,4043 -1,2932 -1,3056 -1,4008 -1,5355 -1,6880 -1,8571 -2,0488 -2,2666 -2,5090 -2,7685 -3,0369 -3,3094 -3,5787 -3,8297 -4,0477 -4,2292 -4,3846 -4,5333 -4,6976 -4,8934 -5,1172 -5,3492 -5,5703 -5,7729 -5,9579 -6,1315 -6,2997 -6,4608 -6,6046 -6,7220 -6,8094 -6,8649 -6,8826 -6,8545 -6,7746 -6,6351 -6,4197 -6,1057 -5,6733 -5,1144 -4,4331 -3,6424 -2,7567 -1,7871 -0,7459 0,3448 1,4524 2,5374 3,5551 4,4652 5,2487 5,9072 6,4411 6,8362 7,0727 7,1407 7,0414 6,7785 6,3593 5,8005 5,1280 4,3702 3,5513 2,6864 1,7778 0,8183 -0,1982 -1,2659 -2,3670 -3,4762 -4,5622 -5,5948 -6,5555 -7,4407 -8,2553 -8,9997 -9,6615 -10,2167 -10,6353 -10,8880 -10,9565 -10,8447 -10,5836 -10,2279 -9,8455 -9,4978 -9,2201 -9,0122 -8,8477 -8,6922 -8,5179 -8,3150 -8,0983 -7,8948 -7,7225 -7,5853 -7,4796 -7,3968 -7,3233 -7,2482 -7,1755 -7,1235 -7,1093 -7,1326 -7,1767 -7,2188 -7,2355 -7,2013 -7,0929 -6,8989 -6,6346 -6,3540 -6,1427 -6,0799 -6,1975 -6,4704 -6,8411 -7,2514 -7,6598 -8,0469 -8,4114 -8,7567 -9,0816 -9,3834 -9,6573 -9,8902 -10,0650 -10,1779 -10,2434 -10,2805 -10,2981 -10,2925 -10,2560 -10,1846 -10,0790 -9,9393
F3    -4,6384 -4,7876 -4,8751 -4,8946 -4,8538 -4,7717 -4,6687 -4,5541 -4,4195 -4,2453 -4,0066 -3,6780 -3,2429 -2,7002 -2,0623 -1,3508 -0,5942 0,1730 0,9119 1,5875 2,1804 2,6878 3,1114 3,4453 3,6759 3,7928 3,8018 3,7290 3,6088 3,4719 3,3486 3,2666 3,2316 3,2138 3,1640 3,0417 2,8283 2,5268 2,1577 1,7520 1,3413 0,9494 0,5902 0,2697 -0,0114 -0,2575 -0,4787 -0,6910 -0,9132 -1,1632 -1,4565 -1,8018 -2,1954 -2,6190 -3,0434 -3,4308 -3,7401 -3,9445 -4,0458 -4,0711 -4,0604 -4,0491 -4,0538 -4,0703 -4,0837 -4,0737 -4,0180 -3,9054 -3,7499 -3,5848 -3,4404 -3,3345 -3,2743 -3,2596 -3,2794 -3,3098 -3,3179 -3,2720 -3,1506 -2,9459 -2,6615 -2,3082 -1,9070 -1,4913 -1,1031 -0,7815 -0,5491 -0,4088 -0,3533 -0,3726 -0,4506 -0,5601 -0,6658 -0,7316 -0,7336 -0,6720 -0,5670 -0,4420 -0,3116 -0,1867 -0,0859 -0,0371 -0,0626 -0,1619 -0,3082 -0,4683 -0,6311 -0,8143 -1,0451 -1,3409 -1,7062 -2,1359 -2,6153 -3,1205 -3,6256 -4,1088 -4,5499 -4,9256 -5,2094 -5,3773 -5,4135 -5,3115 -5,0735 -4,7137 -4,2585 -3,7302 -3,1322 -2,4532 -1,6857 -0,8391 0,0609 0,9826 1,8989 2,7870 3,6255 4,3953 5,0828 5,6826 6,1982 6,6370 7,0023 7,2910 7,4979 7,6170 7,6357 7,5352 7,2998 6,9279 6,4309 5,8277 5,1430 4,4021 3,6213 2,8075 1,9721 1,1421 0,3608 -0,3239 -0,8788 -1,2979 -1,5964 -1,7959 -1,9127 -1,9543 -1,9224 -1,8141 -1,6201 -1,3286 -0,9399 -0,4799 0,0037 0,4605 0,8584 1,1938 1,4809 1,7273 1,9203 2,0382 2,0662 2,0026 1,8575 1,6500 1,3998 1,1156 0,7929 0,4228 0,0011 -0,4691 -0,9830 -1,5393 -2,1390 -2,7773 -3,4393 -4,1073 -4,7704 -5,4249 -6,0667 -6,6896 -7,2884 -7,8601 -8,4045 -8,9271 -9,4392 -9,9482 -10,4480 -10,9160 -11,3200 -11,6294 -11,8289 -11,9257 -11,9425 -11,8999 -11,8042 -11,6503 -11,4303 -11,1420 -10,7948 -10,4061 -9,9829 -9,5129 -8,9744 -8,3538 -7,6536 -6,8922 -6,0957 -5,2915 -4,5068 -3,7698 -3,1030 -2,5151 -1,9956 -1,5196 -1,0568 -0,5810 -0,0820 0,4255 0,9083 1,3370 1,6965 1,9816 2,1923 2,3356 2,4286 2,4947 2,5529 2,6060 2,6351 2,6059 2,4825 2,2444 1,8951 1,4646 1,0008 0,5525 0,1527 -0,1895 -0,4874 -0,7687 -1,0622 -1,3839 -1,7297 -2,0761 -2,3910 -2,6522 -2,8603 -3,0326 -3,1931 -3,3627 -3,5492 -3,7419 -3,9196 -4,0645 -4,1693 -4,2363 -4,2769 -4,3150 -4,3834 -4,5087 -4,6967 -4,9310 -5,1830 -5,4230 -5,6283 -5,7867 -5,8975 -5,9642 -5,9858 -5,9538 -5,8573 -5,6921 -5,4695 -5,2110 -4,9335 -4,6442 -4,3473 -4,0484 -3,7518 -3,4610 -3,1857 -2,9433 -2,7440 -2,5742 -2,4026 -2,2046 -1,9795 -1,7446 -1,5191 -1,3125 -1,1204 -0,9256 -0,7115 -0,4813 -0,2625 -0,0864 0,0358 0,1178 0,1854 0,2612 0,3558 0,4709 0,6045 0,7514 0,9014 1,0407 1,1506 1,2094 1,2029 1,1346 1,0199 0,8733 0,7037 0,5175 0,3197 0,1113 -0,1086 -0,3398 -0,5840 -0,8411 -1,0994 -1,3365 -1,5296 -1,6644 -1,7379 -1,7560 -1,7263 -1,6546 -1,5511 -1,4333 -1,3201 -1,2280 -1,1753 -1,1833 -1,2656 -1,4173 -1,6174 -1,8384 -2,0496 -2,2180 -2,3187 -2,3504 -2,3368 -2,3154 -2,3231 -2,3834 -2,4964 -2,6432 -2,7978 -2,9304 -3,0093 -3,0104 -2,9278 -2,7731 -2,5682 -2,3409 -2,1234 -1,9521 -1,8563 -1,8462 -1,9105 -2,0223 -2,1439 -2,2352 -2,2667 -2,2294 -2,1299 -1,9766 -1,7744 -1,5315 -1,2680 -1,0152 -0,8044 -0,6534 -0,5633 -0,5243 -0,5238 -0,5561 -0,6289 -0,7580 -0,9502 -1,1940 -1,4649 -1,7378 -1,9939 -2,2229 -2,4256 -2,6141 -2,8009 -2,9835 -3,1398 -3,2409 -3,2678 -3,2216 -3,1168 -2,9670 -2,7775 -2,5501 -2,2912 -2,0117 -1,7224 -1,4310 -1,1454 -0,8744 -0,6256 -0,3990 -0,1864 0,0225 0,2316 0,4340 0,6141 0,7562 0,8507 0,8947 0,8883 0,8327 0,7287 0,5758 0,3779 0,1520 -0,0776 -0,2945 -0,4958 -0,6825 -0,8488 -0,9846 -1,0844 -1,1545 -1,2132 -1,2807 -1,3632 -1,4431 -1,4836 -1,4462 -1,3118 -1,0915 -0,8195 -0,5370 -0,2805 -0,0717 0,0867 0,2063 0,3015 0,3763 0,4199 0,4167 0,3603 0,2605 0,1376 0,0063 -0,1336 -0,2912 -0,4710 -0,6722 -0,8954 -1,1455 -1,4316 -1,7626 -2,1310 -2,4992 -2,8118 -3,0266 -3,1387 -3,1808 -3,2042 -3,2532 -3,3490 -3,4930 -3,6764 -3,8864 -4,1095 -4,3366 -4,5658 -4,8006 -5,0468 -5,3072 -5,5730 -5,8176 -6,0071 -6,1193 -6,1502 -6,0987 -5,9508 -5,6829 -5,2763 -4,7275 -4,0488 -3,2621 -2,3896 -1,4464 -0,4447 0,5961 1,6462 2,6699 3,6269 4,4773 5,1972 5,7842 6,2428 6,5683 6,7502 6,7816 6,6583 6,3753 5,9344 5,3517 4,6580 3,8899 3,0757 2,2277 1,3450 0,4234 -0,5328 -1,5069 -2,4769 -3,4257 -4,3402 -5,2051 -6,0052 -6,7320 -7,3821 -7,9503 -8,4265 -8,7971 -9,0489 -9,1730 -9,1699 -9,0518 -8,8419 -8,5772 -8,3059 -8,0737 -7,9062 -7,7992 -7,7233 -7,6392 -7,5134 -7,3360 -7,1290 -6,9341 -6,7912 -6,7266 -6,7494 -6,8460 -6,9794 -7,1054 -7,1944 -7,2421 -7,2598 -7,2593 -7,2451 -7,2162 -7,1663 -7,0812 -6,9413 -6,7325 -6,4640 -6,1831 -5,9684 -5,8939 -5,9955 -6,2618 -6,6469 -7,0865 -7,5158 -7,8873 -8,1811 -8,4002 -8,5612 -8,6909 -8,8155 -8,9463 -9,0820 -9,2205 -9,3648 -9,5153 -9,6623 -9,7917 -9,9013 -10,0038 -10,1074 -10,1958
F7    -2,5249 -2,4309 -2,3172 -2,1682 -1,9981 -1,8480 -1,7607 -1,7551 -1,8178 -1,9100 -1,9814 -1,9828 -1,8796 -1,6589 -1,3271 -0,9055 -0,4236 0,0924 0,6235 1,1532 1,6611 2,1211 2,5067 2,7975 2,9785 3,0392 2,9824 2,8382 2,6550 2,4763 2,3294 2,2252 2,1485 2,0551 1,8923 1,6256 1,2545 0,8160 0,3669 -0,0466 -0,4044 -0,7063 -0,9621 -1,1789 -1,3502 -1,4599 -1,4995 -1,4823 -1,4414 -1,4171 -1,4490 -1,5681 -1,7796 -2,0599 -2,3748 -2,6927 -2,9827 -3,2216 -3,4070 -3,5543 -3,6829 -3,8071 -3,9281 -4,0255 -4,0614 -3,9939 -3,7971 -3,4805 -3,0880 -2,6706 -2,2645 -1,8996 -1,6129 -1,4349 -1,3676 -1,3801 -1,4256 -1,4588 -1,4424 -1,3487 -1,1645 -0,8973 -0,5719 -0,2245 0,0929 0,3206 0,4245 0,4224 0,3647 0,2963 0,2463 0,2382 0,2878 0,3942 0,5368 0,6831 0,7983 0,8531 0,8280 0,7162 0,5214 0,2600 -0,0309 -0,2937 -0,4722 -0,5458 -0,5505 -0,5629 -0,6608 -0,8900 -1,2526 -1,7110 -2,2078 -2,6898 -3,1251 -3,5021 -3,8154 -4,0541 -4,2004 -4,2370 -4,1598 -3,9816 -3,7301 -3,4391 -3,1295 -2,7870 -2,3656 -1,8165 -1,1119 -0,2515 0,7400 1,8250 2,9604 4,0914 5,1468 6,0505 6,7454 7,2148 7,4865 7,6140 7,6478 7,6228 7,5619 7,4759 7,3589 7,1981 6,9919 6,7506 6,4781 6,1664 5,8100 5,4096 4,9584 4,4439 3,8711 3,2724 2,6973 2,1919 1,7807 1,4568 1,1881 0,9389 0,6902 0,4456 0,2307 0,0884 0,0624 0,1731 0,4084 0,7340 1,1070 1,4836 1,8257 2,1098 2,3271 2,4710 2,5337 2,5169 2,4382 2,3216 2,1873 2,0438 1,8849 1,6950 1,4587 1,1675 0,8241 0,4391 0,0202 -0,4358 -0,9373 -1,4796 -2,0291 -2,5362 -2,9683 -3,3288 -3,6440 -3,9429 -4,2471 -4,5652 -4,8887 -5,2042 -5,5143 -5,8441 -6,2285 -6,6829 -7,1824 -7,6652 -8,0568 -8,3066 -8,4092 -8,3936 -8,2973 -8,1513 -7,9756 -7,7862 -7,6104 -7,4838 -7,4174 -7,3714 -7,2718 -7,0567 -6,7073 -6,2411 -5,6853 -5,0646 -4,4110 -3,7704 -3,1888 -2,6927 -2,2828 -1,9431 -1,6525 -1,3925 -1,1541 -0,9417 -0,7601 -0,5975 -0,4321 -0,2541 -0,0659 0,1316 0,3407 0,5610 0,7843 0,9953 1,1773 1,3133 1,3831 1,3604 1,2193 0,9530 0,5943 0,2109 -0,1254 -0,3703 -0,5211 -0,6156 -0,7098 -0,8458 -1,0297 -1,2312 -1,4014 -1,5001 -1,5142 -1,4596 -1,3705 -1,2856 -1,2343 -1,2286 -1,2621 -1,3171 -1,3741 -1,4211 -1,4654 -1,5385 -1,6777 -1,8963 -2,1719 -2,4600 -2,7135 -2,8997 -3,0117 -3,0699 -3,1075 -3,1451 -3,1756 -3,1677 -3,0848 -2,9118 -2,6710 -2,4104 -2,1695 -1,9541 -1,7409 -1,5026 -1,2265 -0,9187 -0,6065 -0,3373 -0,1573 -0,0805 -0,0766 -0,0918 -0,0756 0,0069 0,1688 0,3999 0,6766 0,9835 1,3217 1,6897 2,0616 2,3922 2,6395 2,7821 2,8287 2,8158 2,7910 2,7925 2,8373 2,9167 3,0027 3,0644 3,0779 3,0264 2,9083 2,7487 2,5906 2,4666 2,3824 2,3237 2,2665 2,1838 2,0592 1,8965 1,7044 1,4792 1,2153 0,9238 0,6330 0,3730 0,1629 0,0112 -0,0797 -0,1100 -0,0841 -0,0101 0,0974 0,2081 0,2749 0,2555 0,1444 -0,0215 -0,1900 -0,3289 -0,4318 -0,5000 -0,5349 -0,5499 -0,5684 -0,6065 -0,6607 -0,7094 -0,7220 -0,6709 -0,5459 -0,3617 -0,1503 0,0520 0,2142 0,3193 0,3663 0,3630 0,3146 0,2202 0,0797 -0,0944 -0,2762 -0,4359 -0,5542 -0,6250 -0,6471 -0,6192 -0,5426 -0,4219 -0,2627 -0,0749 0,1237 0,3078 0,4509 0,5380 0,5776 0,5930 0,6006 0,5980 0,5659 0,4827 0,3484 0,1972 0,0803 0,0343 0,0640 0,1470 0,2489 0,3410 0,4151 0,4839 0,5653 0,6652 0,7737 0,8754 0,9611 1,0331 1,1062 1,2012 1,3323 1,4944 1,6672 1,8324 1,9867 2,1408 2,3085 2,4947 2,6918 2,8827 3,0476 3,1708 3,2507 3,3051 3,3626 3,4469 3,5680 3,7198 3,8737 3,9803 3,9924 3,8965 3,7157 3,4861 3,2355 2,9847 2,7534 2,5591 2,4152 2,3285 2,2950 2,3042 2,3532 2,4525 2,6111 2,8217 3,0628 3,3080 3,5368 3,7393 3,9093 4,0363 4,1123 4,1457 4,1595 4,1713 4,1822 4,1832 4,1705 4,1507 4,1358 4,1351 4,1472 4,1561 4,1375 4,0677 3,9294 3,7167 3,4342 3,0957 2,7378 2,4319 2,2570 2,2476 2,3723 2,5594 2,7309 2,8217 2,7859 2,6048 2,2958 1,9032 1,4701 1,0145 0,5347 0,0332 -0,4700 -0,9447 -1,3622 -1,6974 -1,9256 -2,0279 -1,9979 -1,8391 -1,5551 -1,1528 -0,6569 -0,1112 0,4393 0,9715 1,4950 2,0365 2,6109 3,2061 3,7961 4,3569 4,8677 5,3079 5,6630 5,9260 6,0914 6,1562 6,1375 6,0810 6,0341 6,0067 5,9613 5,8387 5,5917 5,2008 4,6696 4,0116 3,2442 2,3895 1,4775 0,5447 -0,3784 -1,2802 -2,1563 -2,9890 -3,7487 -4,4088 -4,9525 -5,3724 -5,6655 -5,8301 -5,8689 -5,7977 -5,6467 -5,4468 -5,2108 -4,9321 -4,6062 -4,2507 -3,9038 -3,6039 -3,3755 -3,2272 -3,1445 -3,0883 -3,0179 -2,9139 -2,7796 -2,6378 -2,5264 -2,4742 -2,4735 -2,4856 -2,4748 -2,4369 -2,3955 -2,3718 -2,3596 -2,3281 -2,2429 -2,0820 -1,8409 -1,5337 -1,1939 -0,8806 -0,6694 -0,6246 -0,7795 -1,1377 -1,6691 -2,2939 -2,8937 -3,3703 -3,6979 -3,9179 -4,0948 -4,2804 -4,4971 -4,7386 -4,9823 -5,2044 -5,3872 -5,5231 -5,6147 -5,6818 -5,7739 -5,9532 -6,2361 -6,5553
