Fp1   1,0998 2,3817 3,3539 3,8329 3,6578 2,7799 1,3746 -0,1654 -1,4061 -2,0817 -2,1701 -1,8182 -1,2411 -0,6769 -0,3613 -0,4564 -0,9680 -1,7458 -2,5686 -3,2306 -3,5890 -3,5637 -3,1086 -2,2184 -0,9662 0,5188 2,1222 3,7290 5,1312 6,0284 6,1675 5,5025 4,2523 2,8000 1,5015 0,5371 -0,1232 -0,6310 -1,1293 -1,6879 -2,3042 -2,9100 -3,3876 -3,5994 -3,4165 -2,7797 -1,7939 -0,7492 -0,0191 0,0960 -0,4956 -1,6110 -2,8401 -3,7367 -4,0509 -3,8181 -3,2562 -2,5936 -1,9700 -1,4501 -1,0924 -0,9607 -1,0650 -1,3694 -1,8720 -2,5679 -3,3081 -3,8065 -3,8367 -3,3913 -2,6619 -1,9149 -1,3763 -1,1491 -1,1588 -1,1834 -1,0084 -0,5955 -0,0949 0,2793 0,3410 -0,0635 -1,0353 -2,5467 -4,3802 -6,1548 -7,4272 -7,8248 -7,1934 -5,6897 -3,7157 -1,7170 -0,0183 1,1889 1,7872 1,7360 1,1101 0,0740 -1,1983 -2,5746 -3,9617 -5,2826 -6,4562 -7,3940 -8,0083 -8,2068 -7,8994 -7,0581 -5,7845 -4,3031 -2,8693 -1,6893 -0,9055 -0,6021 -0,8024 -1,4814 -2,5728 -3,9340 -5,3253 -6,4800 -7,2043 -7,4168 -7,1331 -6,4271 -5,4111 -4,2588 -3,2025 -2,4568 -2,1117 -2,0853 -2,2004 -2,3111 -2,3398 -2,2386 -1,9850 -1,6109 -1,1943 -0,8126 -0,4999 -0,2478 -0,0581 0,0127 -0,1380 -0,6156 -1,4556 -2,5387 -3,5813 -4,2754 -4,4770 -4,2390 -3,6876 -2,9394 -2,1213 -1,3614 -0,7105 -0,1232 0,4263 0,8331 0,9035 0,4860 -0,4335 -1,7128 -3,1166 -4,4125 -5,4018 -5,8999 -5,7707 -5,0077 -3,7625 -2,2971 -0,9106 0,1205 0,5756 0,3352 -0,5497 -1,8631 -3,3461 -4,8166 -6,1858 -7,3937 -8,3376 -8,8747 -8,9110 -8,4631 -7,6118 -6,4424 -5,0986 -3,8588 -3,0739 -2,9979 -3,6630 -4,8765 -6,3387 -7,7993 -9,1109 -10,1561 -10,7865 -10,8622 -10,3384 -9,3168 -8,0161 -6,6982 -5,6106 -4,9202 -4,6402 -4,6531 -4,8260 -5,0942 -5,4611 -5,9297 -6,4133 -6,7426 -6,8162 -6,7295 -6,7176 -6,9764 -7,5178 -8,1499 -8,5770 -8,5437 -7,9548 -6,9329 -5,7746 -4,8235 -4,3366 -4,3983 -4,9155 -5,7010 -6,5879 -7,4923 -8,3886 -9,2412 -9,9629 -10,4265 -10,5192 -10,1957 -9,4764 -8,4140 -7,0864 -5,6135 -4,1559 -2,8940 -1,9982 -1,5965 -1,7665 -2,5506 -3,9283 -5,7203 -7,5530 -9,0120 -9,8637 -10,1138 -9,8688 -9,1875 -8,0695 -6,5374 -4,7155 -2,8633 -1,3357 -0,4668 -0,4512 -1,3093 -2,9073 -4,9417 -6,9213 -8,2812 -8,6316 -7,9534 -6,5708 -4,9631 -3,5692 -2,6642 -2,3252 -2,4673 -2,9193 -3,5004 -4,0465 -4,4145 -4,5163 -4,3343 -3,8929 -3,2346 -2,4338 -1,6227 -0,9735 -0,6411 -0,7326 -1,3075 -2,3481 -3,7009 -5,0618 -6,0634 -6,4356 -6,1285 -5,3236 -4,3583 -3,6067 -3,3250 -3,5105 -3,8920 -4,1026 -3,9022 -3,2872 -2,4468 -1,6258 -0,9849 -0,5315 -0,1568 0,2211 0,5320 0,6012 0,3202 -0,2593 -0,9734 -1,6420 -2,1465 -2,4466 -2,5412 -2,4576 -2,2990 -2,2501 -2,4715 -2,9679 -3,5850 -4,1352 -4,5149 -4,7204 -4,7798 -4,6861 -4,3974 -3,8781 -3,1432 -2,2713 -1,3591 -0,4745 0,3254 0,9664 1,3883 1,5797 1,5477 1,2918 0,8287 0,1958 -0,5891 -1,5303 -2,6040 -3,7263 -4,7408 -5,4113 -5,4803 -4,7827 -3,3122 -1,2258 1,1745 3,5041 5,4203 6,7233 7,3471 7,2981 6,6249 5,4009 3,6963 1,5930 -0,7380 -2,9833 -4,7630 -5,8060 -6,0890 -5,8212 -5,2965 -4,7443 -4,2655 -3,8153 -3,2227 -2,2826 -0,8883 0,8799 2,7466 4,3329 5,3263 5,5959 5,1791 4,2414 3,0396 1,8327 0,8017 0,0085 -0,6385 -1,3492 -2,3053 -3,5012 -4,6900 -5,4846 -5,5461 -4,7242 -3,0982 -0,9559 1,2830 3,2046 4,5217 5,0976 4,9307 4,1470 2,9600 1,6108 0,3561 -0,5519 -0,9809 -1,0203 -0,9178 -0,9245 -1,1850 -1,6819 -2,2218 -2,5211 -2,3698 -1,7372 -0,7484 0,4136 1,6136 2,8040 3,9378 4,8880 5,5076 5,7326 5,6045 5,2359 4,7795 4,4236 4,3660 4,6981 5,2659 5,6744 5,4643 4,3496 2,4072 0,1098 -1,8492 -2,8603 -2,6687 -1,4590 0,3127 2,2026 3,9248 5,2827 6,0651 6,1019 5,4387 4,3904 3,3756 2,7039 2,4696 2,5533 2,7129 2,7195 2,4707 2,0284 1,5659 1,2523 1,1397 1,1263 1,0129 0,6150 -0,1063 -0,9556 -1,5614 -1,5789 -0,8706 0,4778 2,2363 4,0960 5,7388 6,9222 7,5132 7,4630 6,7995 5,6720 4,3697 3,2201 2,4068 1,8673 1,3602 0,6400 -0,3861 -1,6214 -2,8836 -4,0410 -5,0439 -5,8629 -6,4556 -6,7924 -6,8610 -6,6459 -6,1404 -5,3780 -4,4460 -3,4954 -2,7309 -2,3495 -2,4539 -2,9791 -3,6689 -4,1519 -4,0915 -3,3221 -1,9404 -0,3160 1,0592 1,8349 1,9578 1,6224 1,1385 0,8061 0,8013 1,1207 1,6313 2,1799 2,6728 3,0797 3,3836 3,5113 3,2992 2,5583 1,2057 -0,6541 -2,7666 -4,8154 -6,4630 -7,3710 -7,2674 -6,0617 -3,9371 -1,3270 1,2413 3,3207 4,6258 5,0308 4,5357 3,2310 1,2496 -1,2674 -4,1421 -7,0964 -9,7489 -11,7238 -12,8127 -13,0550 -12,6817 -11,9983 -11,2729 -10,6491 -10,1383 -9,7404 -9,5559 -9,6824 -9,9995 -10,1833 -9,9761 -9,3831 -8,6219 -7,9501 -7,5202 -7,3350 -7,3223 -7,4333 -7,6494 -7,9263 -8,1959 -8,4453 -8,7577 -9,2535 -9,9971 -10,9088 -11,7212 -12,0553 -11,5946 -10,2577 -8,2945 -6,2323 -4,6367 -3,8294 -3,7761 -4,2052 -4,8155 -5,4238 -6,0098 -6,6727 -7,5305 -8,6025 -9,7176 -10,5412 -10,7682 -10,3232 -9,3621 -8,1093 -6,7345 -5,3464 -4,0150 -2,7919 -1,7707
Fz    -2,8277 -2,6964 -2,4201 -2,0298 -1,5911 -1,1791 -0,8464 -0,6192 -0,5097 -0,5196 -0,6393 -0,8542 -1,1420 -1,4696 -1,7992 -2,0937 -2,3150 -2,4266 -2,3976 -2,2045 -1,8451 -1,3516 -0,7857 -0,2201 0,2745 0,6507 0,9157 1,1389 1,4082 1,7658 2,1749 2,5476 2,8061 2,9107 2,8491 2,6304 2,2917 1,8989 1,5275 1,2270 1,0002 0,8247 0,6882 0,6014 0,5845 0,6444 0,7583 0,8735 0,9254 0,8649 0,6740 0,3620 -0,0480 -0,5312 -1,0585 -1,5729 -1,9774 -2,1699 -2,1054 -1,8291 -1,4514 -1,0865 -0,8143 -0,6945 -0,7744 -1,0465 -1,4090 -1,6941 -1,7558 -1,5466 -1,1255 -0,6003 -0,0677 0,4136 0,8311 1,2179 1,6162 2,0190 2,3528 2,5175 2,4495 2,1671 1,7664 1,3693 1,0604 0,8481 0,6693 0,4468 0,1442 -0,2380 -0,7022 -1,2625 -1,9101 -2,5935 -3,2387 -3,7633 -4,0735 -4,0851 -3,7738 -3,2035 -2,5033 -1,8308 -1,3445 -1,1664 -1,3334 -1,7715 -2,3233 -2,8154 -3,1257 -3,2161 -3,1170 -2,8869 -2,5832 -2,2505 -1,9292 -1,6773 -1,5674 -1,6377 -1,8509 -2,1188 -2,3594 -2,5242 -2,5888 -2,5411 -2,3877 -2,1698 -1,9549 -1,7971 -1,6968 -1,5897 -1,3804 -1,0001 -0,4506 0,1885 0,7854 1,2044 1,3550 1,2137 0,8149 0,2337 -0,4322 -1,0856 -1,6424 -2,0337 -2,2108 -2,1523 -1,8594 -1,3496 -0,6605 0,1438 0,9719 1,7119 2,2573 2,5526 2,6229 2,5565 2,4527 2,3816 2,3699 2,3931 2,3874 2,3037 2,1512 1,9819 1,8476 1,7768 1,7714 1,8041 1,8196 1,7546 1,5770 1,3046 0,9773 0,6256 0,2748 -0,0523 -0,3507 -0,6310 -0,8917 -1,1084 -1,2551 -1,3305 -1,3603 -1,3755 -1,3926 -1,4104 -1,4228 -1,4281 -1,4290 -1,4342 -1,4679 -1,5717 -1,7913 -2,1532 -2,6361 -3,1578 -3,6001 -3,8573 -3,8759 -3,6733 -3,3344 -2,9781 -2,7104 -2,5945 -2,6473 -2,8428 -3,1114 -3,3501 -3,4633 -3,4098 -3,2166 -2,9553 -2,7087 -2,5417 -2,4773 -2,5033 -2,6114 -2,8279 -3,1962 -3,7261 -4,3624 -5,0122 -5,5935 -6,0491 -6,3325 -6,4039 -6,2450 -5,8766 -5,3628 -4,7958 -4,2672 -3,8498 -3,5943 -3,5189 -3,5973 -3,7717 -3,9767 -4,1430 -4,1943 -4,0645 -3,7340 -3,2501 -2,7135 -2,2301 -1,8569 -1,5945 -1,4337 -1,4058 -1,5802 -2,0172 -2,7204 -3,6184 -4,5672 -5,3845 -5,9178 -6,1068 -5,9942 -5,6837 -5,2769 -4,8192 -4,2912 -3,6545 -2,9157 -2,1502 -1,4758 -1,0075 -0,8166 -0,8994 -1,1734 -1,5131 -1,7996 -1,9546 -1,9591 -1,8571 -1,7287 -1,6369 -1,5869 -1,5305 -1,4091 -1,1898 -0,8716 -0,4777 -0,0559 0,3274 0,6186 0,8084 0,9201 0,9697 0,9489 0,8388 0,6286 0,3209 -0,0762 -0,5493 -1,0632 -1,5530 -1,9474 -2,2009 -2,3031 -2,2728 -2,1449 -1,9420 -1,6567 -1,2781 -0,8323 -0,3858 -0,0042 0,2863 0,4913 0,6120 0,6330 0,5396 0,3212 -0,0320 -0,5078 -1,0547 -1,6002 -2,0763 -2,4228 -2,5845 -2,5197 -2,2112 -1,6764 -0,9874 -0,2811 0,2678 0,5125 0,4124 0,0609 -0,3686 -0,7145 -0,8895 -0,8978 -0,8092 -0,7073 -0,6441 -0,6180 -0,5806 -0,4802 -0,3185 -0,1574 -0,0649 -0,0638 -0,1297 -0,2193 -0,2938 -0,3245 -0,2834 -0,1445 0,0817 0,3291 0,5149 0,5945 0,5728 0,4788 0,3478 0,2215 0,1340 0,0927 0,0918 0,1380 0,2510 0,4436 0,7152 1,0569 1,4493 1,8597 2,2413 2,5298 2,6506 2,5405 2,1632 1,5233 0,6925 -0,1878 -0,9505 -1,4522 -1,6012 -1,3884 -0,9088 -0,3396 0,1233 0,3430 0,2881 0,0146 -0,3800 -0,7856 -1,0898 -1,1979 -1,0661 -0,7214 -0,2533 0,2028 0,5035 0,5705 0,4497 0,2758 0,1600 0,1114 0,0648 -0,0378 -0,1961 -0,3667 -0,5153 -0,6342 -0,7086 -0,6952 -0,5541 -0,2898 0,0459 0,3847 0,6746 0,8904 1,0248 1,0768 1,0565 1,0176 1,0712 1,3275 1,8253 2,5103 3,2472 3,8704 4,2605 4,3864 4,2908 4,0566 3,7832 3,5802 3,5577 3,7874 4,2533 4,8406 5,3858 5,7508 5,8675 5,7378 5,4160 4,9934 4,5797 4,2703 4,1035 4,0483 4,0366 4,0102 3,9510 3,8797 3,8266 3,8006 3,7782 3,7179 3,5952 3,4235 3,2377 3,0606 2,8879 2,7034 2,4996 2,2799 2,0476 1,8011 1,5446 1,3059 1,1501 1,1659 1,4222 1,9298 2,6414 3,4854 4,3887 5,2758 6,0639 6,6737 7,0479 7,1586 7,0047 6,6186 6,0689 5,4389 4,7988 4,1914 3,6289 3,0947 2,5563 1,9865 1,3757 0,7286 0,0636 -0,5667 -1,0762 -1,3942 -1,5203 -1,5210 -1,4795 -1,4559 -1,4716 -1,5041 -1,4987 -1,3922 -1,1404 -0,7359 -0,2037 0,4204 1,1016 1,8013 2,4668 3,0323 3,4351 3,6344 3,6216 3,4225 3,0973 2,7389 2,4527 2,3152 2,3467 2,5320 2,8621 3,3382 3,9381 4,5967 5,2227 5,7257 6,0303 6,0934 5,9360 5,6503 5,3491 5,0901 4,8505 4,5580 4,1380 3,5534 2,8299 2,0433 1,2694 0,5442 -0,1283 -0,7343 -1,2322 -1,5821 -1,7897 -1,9185 -2,0536 -2,2455 -2,4853 -2,7145 -2,8518 -2,8385 -2,6848 -2,4737 -2,3206 -2,3285 -2,5478 -2,9455 -3,4168 -3,8521 -4,2072 -4,5064 -4,7908 -5,0812 -5,3794 -5,6681 -5,8947 -5,9778 -5,8495 -5,5018 -4,9990 -4,4429 -3,9148 -3,4575 -3,1034 -2,8897 -2,8434 -2,9666 -3,2234 -3,5360 -3,8122 -3,9849 -4,0287 -3,9581 -3,8234 -3,6891 -3,5896 -3,5085 -3,4016 -3,2405 -3,0409 -2,8649 -2,7900 -2,8599 -3,0621 -3,3615 -3,7405 -4,1961 -4,7074 -5,2153 -5,6263 -5,8350 -5,7651
F3    -2,1556 -3,4502 -4,4772 -4,9159 -4,6226 -3,6883 -2,3934 -1,1043 -0,1394 0,3464 0,3862 0,1315 -0,2430 -0,6120 -0,9251 -1,1722 -1,3337 -1,3790 -1,2865 -1,0481 -0,6823 -0,2576 0,1083 0,2831 0,1749 -0,2090 -0,7379 -1,1960 -1,3563 -1,0541 -0,2518 0,9243 2,2184 3,3445 4,1012 4,4409 4,4475 4,2513 3,9516 3,5780 3,1000 2,4873 1,7745 1,0675 0,4813 0,0697 -0,1802 -0,2995 -0,3022 -0,1947 -0,0071 0,1796 0,2359 0,0402 -0,4355 -1,0838 -1,7040 -2,1013 -2,1709 -1,9283 -1,4890 -1,0071 -0,6075 -0,3642 -0,3202 -0,5029 -0,9111 -1,4842 -2,0876 -2,5442 -2,6963 -2,4580 -1,8439 -0,9803 -0,0805 0,6333 1,0235 1,0736 0,8645 0,5328 0,2411 0,1604 0,4404 1,1401 2,1518 3,1841 3,8569 3,8889 3,2417 2,0922 0,6800 -0,8056 -2,2305 -3,4872 -4,4845 -5,1328 -5,3388 -5,0420 -4,2683 -3,1504 -1,9110 -0,8159 -0,0979 0,1156 -0,1736 -0,8489 -1,7081 -2,5196 -3,1013 -3,3814 -3,3996 -3,2557 -3,0365 -2,7705 -2,4521 -2,0966 -1,7552 -1,4776 -1,2832 -1,1756 -1,1720 -1,3034 -1,5832 -1,9778 -2,4132 -2,8117 -3,1253 -3,3308 -3,3950 -3,2577 -2,8597 -2,1929 -1,3363 -0,4521 0,2671 0,6629 0,6529 0,2380 -0,5122 -1,4781 -2,5170 -3,4882 -4,2387 -4,5842 -4,3623 -3,5352 -2,2403 -0,7431 0,6695 1,7935 2,5465 2,9329 2,9988 2,8192 2,4998 2,1677 1,9548 1,9670 2,2325 2,6687 3,1310 3,5133 3,7843 3,9326 3,9249 3,7205 3,2967 2,6593 1,8437 0,9102 -0,0568 -0,9532 -1,6798 -2,1604 -2,3416 -2,2015 -1,7695 -1,1209 -0,3507 0,4402 1,1385 1,6079 1,6953 1,2875 0,3947 -0,8219 -2,1103 -3,2147 -3,9331 -4,1601 -3,9300 -3,4200 -2,8881 -2,5628 -2,5399 -2,7539 -3,0473 -3,2753 -3,3667 -3,3266 -3,2007 -3,0397 -2,8971 -2,8523 -2,9957 -3,3547 -3,8222 -4,1757 -4,1950 -3,8086 -3,1496 -2,4690 -1,9875 -1,7998 -1,8663 -2,0772 -2,3479 -2,6845 -3,1622 -3,8324 -4,6523 -5,5103 -6,2978 -6,9364 -7,3582 -7,4892 -7,2676 -6,6878 -5,8341 -4,8596 -3,9243 -3,1531 -2,6379 -2,4476 -2,6162 -3,1175 -3,8531 -4,6667 -5,3790 -5,8203 -5,8594 -5,4313 -4,5504 -3,2954 -1,7906 -0,2133 1,1928 2,1461 2,4123 1,8914 0,6516 -1,0877 -3,0124 -4,8148 -6,3024 -7,4359 -8,2829 -8,9155 -9,2947 -9,2366 -8,5118 -7,0159 -4,8942 -2,5414 -0,4741 0,8523 1,1965 0,6086 -0,5962 -1,9747 -3,1324 -3,8357 -4,0358 -3,8345 -3,4095 -2,9272 -2,4841 -2,1030 -1,7652 -1,4328 -1,0515 -0,5596 0,0700 0,7766 1,4198 1,8586 2,0261 1,9473 1,7130 1,4194 1,1023 0,7223 0,2163 -0,4370 -1,1969 -1,9739 -2,6431 -3,0729 -3,1877 -3,0204 -2,6899 -2,3067 -1,9053 -1,4671 -0,9781 -0,4439 0,1266 0,7165 1,2703 1,6948 1,9064 1,8702 1,5797 1,0252 0,2181 -0,7715 -1,8283 -2,8148 -3,5602 -3,8705 -3,5917 -2,6817 -1,2575 0,3886 1,8418 2,7094 2,7941 2,1803 1,1674 0,1014 -0,7707 -1,3459 -1,6302 -1,6926 -1,6332 -1,5403 -1,4337 -1,2596 -0,9709 -0,6085 -0,2919 -0,1304 -0,1293 -0,1693 -0,0712 0,3169 1,0556 2,0770 3,1799 4,0794 4,5182 4,3705 3,6616 2,5327 1,1930 -0,1458 -1,3278 -2,2563 -2,8598 -3,0716 -2,8383 -2,1360 -0,9973 0,4568 2,0222 3,4659 4,5974 5,3137 5,6013 5,5113 5,1308 4,5500 3,8216 2,9401 1,8658 0,5844 -0,8134 -2,0967 -2,9741 -3,2571 -2,9811 -2,3853 -1,7668 -1,3337 -1,1526 -1,1639 -1,2045 -1,0431 -0,4692 0,5814 1,9538 3,3124 4,2660 4,5279 4,0468 3,0349 1,8556 0,8304 0,1136 -0,2830 -0,4048 -0,3089 -0,0650 0,2415 0,5350 0,7925 1,0516 1,3656 1,7595 2,2233 2,7219 3,1991 3,5861 3,8192 3,8482 3,6453 3,2490 2,7998 2,4803 2,4009 2,5394 2,7679 2,9495 3,0350 3,0779 3,1596 3,2958 3,4158 3,4410 3,3732 3,2955 3,3139 3,5222 3,9895 4,7268 5,6468 6,5679 7,2677 7,5576 7,3612 6,7536 5,9240 5,0773 4,3422 3,7517 3,2982 2,9827 2,8033 2,7113 2,6039 2,3829 2,0286 1,6238 1,3090 1,1953 1,2973 1,5405 1,8310 2,1155 2,3847 2,6481 2,9116 3,1643 3,3800 3,5321 3,6048 3,6007 3,5529 3,5351 3,6361 3,8905 4,2388 4,5845 4,8832 5,1508 5,3881 5,5291 5,4650 5,1020 4,4157 3,4918 2,5180 1,7060 1,1912 0,9803 0,9732 1,0283 1,0307 0,9327 0,7460 0,4994 0,1987 -0,1934 -0,7545 -1,5501 -2,5407 -3,5456 -4,3021 -4,5607 -4,1689 -3,1348 -1,6395 0,0179 1,5041 2,5404 3,0019 2,9744 2,6834 2,3377 2,0359 1,7919 1,5975 1,4545 1,3812 1,4111 1,5734 1,8645 2,2464 2,6766 3,1254 3,5735 4,0284 4,5404 5,1690 5,9326 6,7844 7,6043 8,1943 8,3162 7,7913 6,6024 4,9160 3,0156 1,1896 -0,3626 -1,5573 -2,3899 -2,8771 -3,0255 -2,8551 -2,4442 -1,9432 -1,5399 -1,3786 -1,4884 -1,7885 -2,1465 -2,4313 -2,5547 -2,4946 -2,2902 -2,0282 -1,8258 -1,7898 -1,9685 -2,3447 -2,8702 -3,4974 -4,1812 -4,8746 -5,5479 -6,1993 -6,8067 -7,2560 -7,3552 -6,9552 -6,0642 -4,8573 -3,5884 -2,4667 -1,5865 -0,9623 -0,6156 -0,6210 -1,0636 -1,9310 -3,0409 -4,0902 -4,7868 -4,9675 -4,6588 -4,0613 -3,4464 -3,0247 -2,8707 -2,9209 -3,0310 -3,0715 -3,0041 -2,8934 -2,8493 -2,9490 -3,2079 -3,6056 -4,1342 -4,8165 -5,6618 -6,5919 -7,4063 -7,8345
F7    -1,6863 -1,2354 -0,7907 -0,4539 -0,3080 -0,3814 -0,6220 -0,9210 -1,1701 -1,3094 -1,3463 -1,3364 -1,3386 -1,3842 -1,4794 -1,6190 -1,7890 -1,9614 -2,0876 -2,1073 -1,9711 -1,6555 -1,1642 -0,5339 0,1665 0,8606 1,4939 2,0385 2,4729 2,7619 2,8558 2,7255 2,4093 2,0050 1,6090 1,2746 1,0148 0,8226 0,6871 0,5991 0,5473 0,5154 0,4830 0,4376 0,3935 0,3883 0,4449 0,5355 0,5869 0,5224 0,3068 -0,0298 -0,4058 -0,7336 -0,9590 -1,0673 -1,0659 -0,9694 -0,7962 -0,5784 -0,3713 -0,2333 -0,1980 -0,2789 -0,4826 -0,7807 -1,0766 -1,2374 -1,1738 -0,8909 -0,4735 -0,0315 0,3491 0,6294 0,8225 0,9936 1,2246 1,5502 1,9269 2,2583 2,4353 2,3733 2,0515 1,5369 0,9616 0,4599 0,1142 -0,0531 -0,0695 -0,0053 0,0506 0,0340 -0,0708 -0,2406 -0,4381 -0,6197 -0,7330 -0,7416 -0,6636 -0,5685 -0,5311 -0,5982 -0,7864 -1,0875 -1,4596 -1,8199 -2,0706 -2,1515 -2,0720 -1,8944 -1,6916 -1,5164 -1,3963 -1,3406 -1,3495 -1,4238 -1,5703 -1,7900 -2,0565 -2,3179 -2,5246 -2,6419 -2,6427 -2,5044 -2,2284 -1,8594 -1,4812 -1,1817 -1,0056 -0,9225 -0,8439 -0,6801 -0,3926 -0,0096 0,3918 0,7218 0,9161 0,9622 0,8997 0,7885 0,6645 0,5213 0,3315 0,0847 -0,1857 -0,3995 -0,4519 -0,2545 0,2228 0,9324 1,7583 2,5451 3,1435 3,4674 3,5274 3,4079 3,2046 2,9808 2,7648 2,5533 2,3175 2,0419 1,7630 1,5540 1,4769 1,5552 1,7729 2,0767 2,3849 2,6123 2,7005 2,6303 2,4086 2,0567 1,6189 1,1615 0,7406 0,3759 0,0616 -0,2061 -0,4161 -0,5460 -0,5758 -0,5034 -0,3447 -0,1223 0,1334 0,3710 0,5265 0,5508 0,4274 0,1660 -0,2153 -0,6970 -1,2427 -1,7782 -2,2053 -2,4473 -2,4842 -2,3587 -2,1607 -1,9975 -1,9536 -2,0499 -2,2384 -2,4495 -2,6390 -2,7949 -2,9261 -3,0483 -3,1656 -3,2641 -3,3334 -3,3825 -3,4285 -3,4797 -3,5364 -3,5987 -3,6703 -3,7543 -3,8436 -3,9235 -3,9889 -4,0536 -4,1347 -4,2317 -4,3223 -4,3781 -4,3882 -4,3706 -4,3550 -4,3576 -4,3787 -4,4103 -4,4316 -4,4080 -4,3040 -4,1024 -3,8079 -3,4403 -3,0328 -2,6341 -2,3029 -2,0925 -2,0347 -2,1362 -2,3831 -2,7419 -3,1588 -3,5716 -3,9325 -4,2205 -4,4210 -4,5029 -4,4330 -4,2111 -3,8812 -3,5151 -3,1897 -2,9618 -2,8520 -2,8510 -2,9337 -3,0587 -3,1704 -3,2158 -3,1645 -3,0113 -2,7712 -2,4770 -2,1686 -1,8754 -1,6152 -1,4086 -1,2798 -1,2334 -1,2290 -1,1913 -1,0585 -0,8178 -0,4976 -0,1479 0,1716 0,4108 0,5582 0,6407 0,6820 0,6647 0,5447 0,2964 -0,0556 -0,4393 -0,7670 -0,9753 -1,0422 -0,9851 -0,8587 -0,7361 -0,6662 -0,6460 -0,6363 -0,5926 -0,4882 -0,3301 -0,1626 -0,0441 -0,0053 -0,0255 -0,0529 -0,0543 -0,0402 -0,0416 -0,0763 -0,1404 -0,2160 -0,2811 -0,3230 -0,3472 -0,3748 -0,4294 -0,5260 -0,6562 -0,7802 -0,8484 -0,8385 -0,7758 -0,7216 -0,7290 -0,7982 -0,8716 -0,8677 -0,7297 -0,4656 -0,1473 0,1411 0,3525 0,4844 0,5598 0,6043 0,6237 0,5986 0,5044 0,3332 0,0907 -0,2162 -0,5690 -0,9140 -1,1604 -1,2113 -1,0144 -0,5915 -0,0154 0,6293 1,2550 1,7700 2,1078 2,2580 2,2462 2,0968 1,8347 1,4976 1,1219 0,7303 0,3476 0,0244 -0,1690 -0,1778 0,0038 0,3228 0,6843 0,9810 1,1214 1,0581 0,8183 0,5110 0,2807 0,2358 0,4009 0,7146 1,0663 1,3430 1,4600 1,3867 1,1587 0,8464 0,5050 0,1527 -0,2132 -0,5873 -0,9368 -1,2011 -1,3189 -1,2715 -1,0972 -0,8502 -0,5495 -0,1796 0,2581 0,7074 1,0700 1,2528 1,2169 0,9911 0,6433 0,2475 -0,1166 -0,3607 -0,4226 -0,3133 -0,1172 0,0616 0,1565 0,1595 0,1110 0,0701 0,0807 0,1655 0,3394 0,6098 0,9728 1,4173 1,9196 2,4378 2,9249 3,3355 3,6198 3,7378 3,6946 3,5602 3,4461 3,4464 3,5740 3,7461 3,8340 3,7396 3,4495 3,0395 2,6427 2,4002 2,4095 2,6786 3,1100 3,5495 3,8724 4,0339 4,0524 3,9690 3,8301 3,6818 3,5575 3,4671 3,4035 3,3490 3,2723 3,1252 2,8663 2,4988 2,0794 1,6859 1,3764 1,1635 1,0197 0,9153 0,8628 0,9210 1,1544 1,5881 2,1968 2,9264 3,7150 4,4910 5,1667 5,6514 5,8779 5,8178 5,4835 4,9386 4,3056 3,7232 3,2751 2,9547 2,6869 2,3785 1,9647 1,4303 0,7995 0,1129 -0,5815 -1,2211 -1,7269 -2,0340 -2,1284 -2,0434 -1,8242 -1,5128 -1,1547 -0,8023 -0,5105 -0,3253 -0,2603 -0,2802 -0,3032 -0,2263 0,0385 0,5259 1,1841 1,8816 2,4730 2,8767 3,0894 3,1459 3,0896 2,9743 2,8633 2,8055 2,8197 2,9067 3,0718 3,3234 3,6530 4,0221 4,3663 4,6124 4,6994 4,5945 4,3085 3,9091 3,5087 3,2177 3,0941 3,1239 3,2383 3,3496 3,3859 3,3093 3,1064 2,7701 2,2981 1,7059 1,0324 0,3312 -0,3448 -0,9575 -1,4843 -1,9112 -2,2365 -2,4725 -2,6320 -2,7238 -2,7705 -2,8179 -2,9158 -3,0974 -3,3643 -3,6602 -3,8667 -3,8662 -3,6353 -3,2707 -2,9280 -2,7427 -2,7834 -3,0382 -3,4320 -3,8687 -4,2666 -4,5673 -4,7351 -4,7614 -4,6636 -4,4811 -4,2731 -4,0984 -3,9815 -3,9077 -3,8454 -3,7630 -3,6418 -3,4901 -3,3393 -3,2142 -3,1129 -3,0081 -2,8626 -2,6561 -2,4102 -2,1911 -2,0845 -2,1563 -2,4177 -2,8137 -3,2474 -3,6343 -3,9375 -4,1514 -4,2658 -4,2564 -4,0998 -3,7940 -3,3774
