Fp1   -4,1811 -4,6816 -5,1341 -5,4090 -5,4028 -5,1034 -4,5893 -3,9554 -3,2382 -2,4124 -1,4568 -0,4289 0,5259 1,2462 1,6219 1,5928 1,1341 0,2906 -0,7868 -1,8770 -2,7806 -3,3779 -3,6253 -3,5319 -3,1381 -2,4922 -1,6370 -0,6269 0,4323 1,3723 2,0260 2,3246 2,3356 2,2073 2,0749 2,0107 2,0372 2,1498 2,3294 2,5737 2,9109 3,3592 3,8831 4,3845 4,7281 4,8044 4,5989 4,1842 3,6516 3,0765 2,5369 2,1138 1,8523 1,7308 1,6797 1,6123 1,4423 1,1125 0,6238 0,0281 -0,6006 -1,1906 -1,6903 -2,0685 -2,2905 -2,3116 -2,1286 -1,8324 -1,5842 -1,5261 -1,7068 -2,0766 -2,5402 -3,0208 -3,4968 -3,9957 -4,5463 -5,1222 -5,6209 -5,9052 -5,8768 -5,5221 -4,9210 -4,2283 -3,6125 -3,1790 -2,9388 -2,8333 -2,7844 -2,7440 -2,7181 -2,7430 -2,8450 -3,0258 -3,2752 -3,5828 -3,9308 -4,2826 -4,5880 -4,7967 -4,8750 -4,8242 -4,6906 -4,5481 -4,4547 -4,4319 -4,5005 -4,7219 -5,1637 -5,8016 -6,4774 -6,9981 -7,2851 -7,4107 -7,5164 -7,7289 -8,1143 -8,6556 -9,2587 -9,7866 -10,1101 -10,1560 -9,9265 -9,4791 -8,8767 -8,1474 -7,3020 -6,3849 -5,4873 -4,7087 -4,1074 -3,6614 -3,2598 -2,7531 -2,0580 -1,2242 -0,3859 0,3442 0,9323 1,4012 1,7659 2,0052 2,1021 2,0838 2,0054 1,9183 1,8619 1,8630 1,9187 1,9788 1,9642 1,8132 1,5032 1,0383 0,4489 -0,1842 -0,7367 -1,1015 -1,2553 -1,2757 -1,2874 -1,3782 -1,5616 -1,8055 -2,0799 -2,3873 -2,7543 -3,1911 -3,6649 -4,1119 -4,4649 -4,6770 -4,7305 -4,6381 -4,4436 -4,2163 -4,0298 -3,9285 -3,9122 -3,9613 -4,0704 -4,2365 -4,4154 -4,5256 -4,5225 -4,4502 -4,4047 -4,4556 -4,6119 -4,8467 -5,1290 -5,4288 -5,7328 -6,0699 -6,5004 -7,0686 -7,7615 -8,5057 -9,1978 -9,7320 -10,0088 -9,9670 -9,6338 -9,1218 -8,5663 -8,0675 -7,6870 -7,4676 -7,4322 -7,5753 -7,8645 -8,2442 -8,6629 -9,1224 -9,6841 -10,4107 -11,3041 -12,2643 -13,0777 -13,4786 -13,2881 -12,5133 -11,3190 -9,9358 -8,5947 -7,5002 -6,8025 -6,5464 -6,6536 -6,9892 -7,4520 -7,9889 -8,5422 -9,0176 -9,3123 -9,3733 -9,2494 -9,0789 -9,0019 -9,0844 -9,3099 -9,6054 -9,8729 -10,0251 -10,0085 -9,7948 -9,3732 -8,7834 -8,1539 -7,6785 -7,5366 -7,8073 -8,4243 -9,2071 -9,9542 -10,5344 -10,9153 -11,1243 -11,2053 -11,2065 -11,1686 -11,1116 -11,0474 -10,9997 -10,9944 -11,0376 -11,1190 -11,2323 -11,3806 -11,5631 -11,7679 -11,9770 -12,1616 -12,2679 -12,2397 -12,0761 -11,8553 -11,6950 -11,6871 -11,8378 -12,0542 -12,2231 -12,3114 -12,3655 -12,4291 -12,4849 -12,4686 -12,3332 -12,0975 -11,8350 -11,6127 -11,4319 -11,2358 -10,9831 -10,6932 -10,4094 -10,1482 -9,9069 -9,7037 -9,5847 -9,5932 -9,7380 -9,9935 -10,3200 -10,6655 -10,9399 -11,0261 -10,8537 -10,4579 -9,9590 -9,4930 -9,1528 -8,9575 -8,8530 -8,7490 -8,5845 -8,3727 -8,1773 -8,0555 -8,0352 -8,1167 -8,2670 -8,4200 -8,5100 -8,5235 -8,5164 -8,5633 -8,6989 -8,9258 -9,2410 -9,6067 -9,9246 -10,0894 -10,0784 -9,9749 -9,8990 -9,9192 -10,0312 -10,2036 -10,4126 -10,6348 -10,8354 -10,9815 -11,0525 -11,0253 -10,8784 -10,6479 -10,4691 -10,5262 -10,9445 -11,7101 -12,6641 -13,5650 -14,1815 -14,3637 -14,0769 -13,3984 -12,4760 -11,4860 -10,6036 -9,9576 -9,5781 -9,4006 -9,3312 -9,3173 -9,3826 -9,6122 -10,0767 -10,7374 -11,4306 -11,9611 -12,2119 -12,1756 -11,9313 -11,6129 -11,3611 -11,2780 -11,4035 -11,7090 -12,1232 -12,5690 -12,9711 -13,2670 -13,4266 -13,4409 -13,2966 -12,9773 -12,4903 -11,8887 -11,2748 -10,7812 -10,5300 -10,5821 -10,9240 -11,4911 -12,1753 -12,8224 -13,2661 -13,3883 -13,1484 -12,5758 -11,7608 -10,8454 -9,9904 -9,3335 -8,9633 -8,8951 -9,0522 -9,2977 -9,5116 -9,6426 -9,6979 -9,7057 -9,6774 -9,5870 -9,3983 -9,1164 -8,8044 -8,5604 -8,4854 -8,6372 -8,9923 -9,4644 -9,9597 -10,4061 -10,7366 -10,8636 -10,6922 -10,1718 -9,3401 -8,3249 -7,3188 -6,5359 -6,1359 -6,1400 -6,4155 -6,7564 -7,0066 -7,1365 -7,2197 -7,3552 -7,6250 -8,0944 -8,7836 -9,6109 -10,3965 -10,9501 -11,1674 -11,0581 -10,6956 -10,1605 -9,5313 -8,8879 -8,2918 -7,7619 -7,2697 -6,7729 -6,2806 -5,8961 -5,7692 -5,9736 -6,4504 -7,0748 -7,7301 -8,3115 -8,7288 -8,9289 -8,8801 -8,5506 -7,9510 -7,1817 -6,4148 -5,8352 -5,5690 -5,6400 -6,0058 -6,6179 -7,4165 -8,2860 -9,0437 -9,4925 -9,5364 -9,2697 -8,9314 -8,7559 -8,8657 -9,2692 -9,9091 -10,6992 -11,5237 -12,2319 -12,6933 -12,8675 -12,7992 -12,5598 -12,2138 -11,8198 -11,4310 -11,0734 -10,7173 -10,2843 -9,7124 -9,0193 -8,2909 -7,6129 -7,0185 -6,4908 -5,9911 -5,4750 -4,8979 -4,2406 -3,5312 -2,8295 -2,2065 -1,7475 -1,5456 -1,6664 -2,1133 -2,8128 -3,6233 -4,3598 -4,8389 -4,9475 -4,7004 -4,2259 -3,6848 -3,2008 -2,8470 -2,6673 -2,6834 -2,8673 -3,1348 -3,3965 -3,6243 -3,8683 -4,2085 -4,6981 -5,3529 -6,1571 -7,0484 -7,8945 -8,5149 -8,7705 -8,6417 -8,2073 -7,5770 -6,8795 -6,2764 -5,9190 -5,8784 -6,1116 -6,4996 -6,9314 -7,3373 -7,6562 -7,8383 -7,8892 -7,8577 -7,7833 -7,6908 -7,6253 -7,6550 -7,8315 -8,1708 -8,6702 -9,3023 -9,9742 -10,5321 -10,8467 -10,9037 -10,8184 -10,7720 -10,9099 -11,2569 -11,7235 -12,1943 -12,5932 -12,8884 -13,0948 -13,2719 -13,4796 -13,7320 -14,0064 -14,2793 -14,5496 -14,8354 -15,1441 -15,4482 -15,6897 -15,7988 -15,7222 -15,4484 -14,9946 -14,3857 -13,6625 -12,8848 -12,1092 -11,3865 -10,7932 -10,4307
Fz    -0,9066 -0,8254 -0,7272 -0,5989 -0,4257 -0,2082 0,0343 0,2796 0,5178 0,7567 1,0097 1,2781 1,5445 1,7825 1,9630 2,0526 2,0160 1,8325 1,5179 1,1285 0,7350 0,3873 0,1025 -0,1239 -0,3052 -0,4598 -0,6014 -0,7279 -0,8249 -0,8846 -0,9123 -0,9113 -0,8718 -0,7854 -0,6657 -0,5440 -0,4472 -0,3852 -0,3508 -0,3274 -0,3036 -0,2807 -0,2653 -0,2645 -0,2950 -0,3822 -0,5341 -0,7292 -0,9350 -1,1280 -1,2893 -1,3919 -1,4108 -1,3442 -1,2132 -1,0455 -0,8685 -0,7067 -0,5752 -0,4786 -0,4144 -0,3794 -0,3755 -0,4076 -0,4737 -0,5585 -0,6446 -0,7276 -0,8104 -0,8863 -0,9384 -0,9531 -0,9338 -0,9026 -0,8894 -0,9177 -0,9937 -1,1004 -1,2030 -1,2653 -1,2652 -1,2029 -1,1034 -1,0122 -0,9756 -1,0187 -1,1396 -1,3160 -1,5120 -1,6925 -1,8400 -1,9571 -2,0531 -2,1327 -2,1990 -2,2611 -2,3290 -2,4055 -2,4923 -2,6002 -2,7474 -2,9461 -3,1973 -3,5013 -3,8569 -4,2514 -4,6675 -5,1009 -5,5574 -6,0290 -6,4788 -6,8599 -7,1497 -7,3626 -7,5335 -7,6947 -7,8617 -8,0348 -8,2074 -8,3681 -8,4993 -8,5776 -8,5758 -8,4656 -8,2273 -7,8564 -7,3662 -6,7909 -6,1790 -5,5852 -5,0680 -4,6783 -4,4352 -4,3107 -4,2491 -4,2003 -4,1341 -4,0371 -3,9063 -3,7439 -3,5533 -3,3361 -3,0881 -2,8053 -2,4915 -2,1548 -1,7942 -1,3974 -0,9492 -0,4454 0,0987 0,6488 1,1618 1,6034 1,9668 2,2773 2,5732 2,8778 3,1819 3,4431 3,6081 3,6473 3,5677 3,4004 3,1809 2,9378 2,6945 2,4810 2,3296 2,2515 2,2260 2,2161 2,1931 2,1452 2,0663 1,9407 1,7445 1,4636 1,1066 0,6943 0,2417 -0,2442 -0,7529 -1,2630 -1,7502 -2,2018 -2,6204 -3,0124 -3,3786 -3,7195 -4,0403 -4,3432 -4,6237 -4,8807 -5,1248 -5,3736 -5,6399 -5,9279 -6,2377 -6,5673 -6,9059 -7,2331 -7,5252 -7,7548 -7,8949 -7,9366 -7,9081 -7,8678 -7,8719 -7,9447 -8,0714 -8,2141 -8,3381 -8,4330 -8,5148 -8,6078 -8,7260 -8,8635 -8,9929 -9,0755 -9,0862 -9,0314 -8,9388 -8,8376 -8,7525 -8,7065 -8,7185 -8,7914 -8,9036 -9,0162 -9,0935 -9,1210 -9,1068 -9,0678 -9,0123 -8,9423 -8,8743 -8,8422 -8,8702 -8,9549 -9,0776 -9,2215 -9,3746 -9,5260 -9,6628 -9,7675 -9,8251 -9,8447 -9,8741 -9,9822 -10,2213 -10,5967 -11,0647 -11,5566 -12,0108 -12,3918 -12,6872 -12,8928 -13,0123 -13,0666 -13,0921 -13,1253 -13,1892 -13,2845 -13,3870 -13,4574 -13,4644 -13,4046 -13,2979 -13,1629 -13,0006 -12,8045 -12,5772 -12,3268 -12,0542 -11,7573 -11,4445 -11,1394 -10,8738 -10,6722 -10,5372 -10,4533 -10,4076 -10,3950 -10,4068 -10,4202 -10,4031 -10,3290 -10,1908 -10,0028 -9,7905 -9,5706 -9,3486 -9,1366 -8,9588 -8,8324 -8,7525 -8,6989 -8,6519 -8,6005 -8,5350 -8,4348 -8,2736 -8,0419 -7,7583 -7,4448 -7,0999 -6,7091 -6,2790 -5,8525 -5,4912 -5,2434 -5,1205 -5,0951 -5,1183 -5,1477 -5,1663 -5,1828 -5,2191 -5,3001 -5,4398 -5,6296 -5,8437 -6,0590 -6,2695 -6,4786 -6,6768 -6,8371 -6,9433 -7,0078 -7,0496 -7,0660 -7,0441 -6,9910 -6,9368 -6,9040 -6,8816 -6,8377 -6,7525 -6,6288 -6,4772 -6,3023 -6,1009 -5,8732 -5,6340 -5,4128 -5,2478 -5,1746 -5,2071 -5,3190 -5,4526 -5,5496 -5,5754 -5,5262 -5,4222 -5,2942 -5,1635 -5,0253 -4,8566 -4,6445 -4,4027 -4,1601 -3,9397 -3,7522 -3,6066 -3,5237 -3,5337 -3,6523 -3,8566 -4,0873 -4,2829 -4,4152 -4,4968 -4,5633 -4,6502 -4,7807 -4,9636 -5,1929 -5,4461 -5,6984 -5,9406 -6,1764 -6,4128 -6,6537 -6,8884 -7,0871 -7,2188 -7,2734 -7,2666 -7,2345 -7,2214 -7,2613 -7,3608 -7,4992 -7,6456 -7,7707 -7,8507 -7,8731 -7,8450 -7,7891 -7,7242 -7,6517 -7,5574 -7,4230 -7,2434 -7,0363 -6,8320 -6,6477 -6,4759 -6,2963 -6,0998 -5,8991 -5,7155 -5,5568 -5,4112 -5,2602 -5,0934 -4,9080 -4,7106 -4,5240 -4,3756 -4,2697 -4,1819 -4,0806 -3,9463 -3,7715 -3,5528 -3,2896 -2,9882 -2,6637 -2,3379 -2,0401 -1,8091 -1,6842 -1,6795 -1,7644 -1,8792 -1,9714 -2,0179 -2,0165 -1,9693 -1,8863 -1,7948 -1,7240 -1,6796 -1,6482 -1,6174 -1,5842 -1,5499 -1,5158 -1,4836 -1,4548 -1,4254 -1,3881 -1,3402 -1,2823 -1,2080 -1,1076 -0,9891 -0,8808 -0,8004 -0,7364 -0,6677 -0,5934 -0,5405 -0,5530 -0,6657 -0,8778 -1,1487 -1,4235 -1,6586 -1,8333 -1,9579 -2,0694 -2,2135 -2,4290 -2,7372 -3,1298 -3,5624 -3,9644 -4,2702 -4,4558 -4,5541 -4,6315 -4,7498 -4,9437 -5,2195 -5,5641 -5,9588 -6,3843 -6,8141 -7,2177 -7,5747 -7,8761 -8,1162 -8,2893 -8,3938 -8,4351 -8,4195 -8,3431 -8,1964 -7,9836 -7,7307 -7,4656 -7,1957 -6,9058 -6,5703 -6,1719 -5,7117 -5,2066 -4,6824 -4,1678 -3,6858 -3,2516 -2,8856 -2,6188 -2,4741 -2,4437 -2,4877 -2,5523 -2,5896 -2,5644 -2,4604 -2,2916 -2,1009 -1,9317 -1,8001 -1,6974 -1,6144 -1,5566 -1,5333 -1,5439 -1,5795 -1,6371 -1,7244 -1,8475 -2,0055 -2,1986 -2,4287 -2,6835 -2,9268 -3,1120 -3,2161 -3,2572 -3,2702 -3,2738 -3,2734 -3,2778 -3,2927 -3,3043 -3,2850 -3,2204 -3,1345 -3,0786 -3,0930 -3,1903 -3,3666 -3,6056 -3,8730 -4,1281 -4,3468 -4,5294 -4,6875 -4,8368 -5,0027 -5,2134 -5,4732 -5,7519 -6,0096 -6,2280 -6,4192 -6,6187 -6,8679 -7,1842 -7,5482 -7,9253 -8,2949 -8,6606 -9,0461 -9,4773 -9,9525 -10,4313 -10,8589 -11,2010 -11,4586 -11,6581 -11,8294 -11,9892 -12,1371 -12,2567 -12,3251 -12,3295 -12,2776 -12,1943 -12,1108 -12,0513 -12,0252 -12,0314 -12,0619 -12,0994
F3    -0,7317 -0,5526 -0,3378 -0,1082 0,1182 0,3214 0,4808 0,5846 0,6307 0,6263 0,5903 0,5493 0,5274 0,5380 0,5810 0,6399 0,6884 0,7067 0,6969 0,6819 0,6871 0,7155 0,7399 0,7176 0,6095 0,3919 0,0729 -0,2940 -0,6319 -0,8811 -1,0127 -1,0154 -0,8931 -0,6826 -0,4535 -0,2715 -0,1632 -0,1154 -0,1001 -0,1007 -0,1211 -0,1700 -0,2398 -0,3078 -0,3610 -0,4136 -0,4934 -0,6209 -0,8010 -1,0215 -1,2521 -1,4517 -1,5856 -1,6310 -1,5711 -1,4004 -1,1440 -0,8547 -0,5877 -0,3776 -0,2321 -0,1414 -0,0958 -0,0943 -0,1415 -0,2416 -0,3966 -0,6066 -0,8628 -1,1384 -1,3901 -1,5753 -1,6783 -1,7207 -1,7434 -1,7801 -1,8411 -1,9150 -1,9817 -2,0255 -2,0410 -2,0352 -2,0336 -2,0746 -2,1839 -2,3485 -2,5216 -2,6526 -2,7101 -2,6886 -2,6047 -2,4899 -2,3795 -2,2996 -2,2601 -2,2619 -2,3030 -2,3786 -2,4849 -2,6267 -2,8183 -3,0765 -3,4183 -3,8585 -4,3924 -4,9839 -5,5806 -6,1395 -6,6367 -7,0625 -7,4122 -7,6848 -7,8848 -8,0162 -8,0767 -8,0603 -7,9638 -7,7965 -7,5930 -7,4110 -7,3067 -7,3008 -7,3597 -7,4067 -7,3596 -7,1650 -6,8165 -6,3460 -5,7978 -5,2151 -4,6470 -4,1498 -3,7711 -3,5282 -3,4028 -3,3557 -3,3417 -3,3205 -3,2635 -3,1525 -2,9764 -2,7284 -2,4070 -2,0245 -1,6156 -1,2216 -0,8624 -0,5236 -0,1695 0,2331 0,6946 1,1964 1,6989 2,1593 2,5509 2,8670 3,1121 3,2962 3,4296 3,5142 3,5445 3,5188 3,4430 3,3254 3,1728 2,9892 2,7834 2,5794 2,4038 2,2597 2,1211 1,9561 1,7536 1,5296 1,3073 1,0883 0,8480 0,5559 0,1951 -0,2340 -0,7192 -1,2449 -1,8008 -2,3793 -2,9636 -3,5231 -4,0243 -4,4395 -4,7527 -4,9657 -5,0972 -5,1746 -5,2236 -5,2616 -5,2960 -5,3320 -5,3862 -5,4897 -5,6732 -5,9471 -6,2983 -6,7013 -7,1226 -7,5157 -7,8244 -8,0105 -8,0812 -8,0855 -8,0799 -8,0979 -8,1399 -8,1870 -8,2207 -8,2323 -8,2170 -8,1677 -8,0769 -7,9445 -7,7873 -7,6452 -7,5735 -7,6211 -7,8074 -8,1098 -8,4718 -8,8241 -9,1109 -9,3059 -9,4085 -9,4259 -9,3668 -9,2520 -9,1204 -9,0125 -8,9438 -8,8984 -8,8507 -8,7845 -8,6947 -8,5877 -8,4871 -8,4240 -8,4204 -8,4817 -8,5992 -8,7546 -8,9288 -9,1123 -9,3068 -9,5163 -9,7366 -9,9524 -10,1452 -10,3026 -10,4230 -10,5134 -10,5831 -10,6398 -10,6897 -10,7415 -10,8026 -10,8715 -10,9332 -10,9622 -10,9297 -10,8135 -10,6144 -10,3650 -10,1132 -9,8893 -9,6925 -9,5082 -9,3279 -9,1461 -8,9516 -8,7338 -8,4960 -8,2588 -8,0479 -7,8813 -7,7667 -7,7075 -7,7062 -7,7613 -7,8631 -7,9948 -8,1347 -8,2526 -8,3124 -8,2877 -8,1746 -7,9910 -7,7706 -7,5556 -7,3807 -7,2604 -7,1886 -7,1455 -7,1087 -7,0651 -7,0077 -6,9181 -6,7670 -6,5395 -6,2536 -5,9432 -5,6250 -5,2905 -4,9303 -4,5599 -4,2184 -3,9458 -3,7613 -3,6546 -3,5912 -3,5257 -3,4242 -3,2824 -3,1312 -3,0246 -3,0131 -3,1185 -3,3308 -3,6216 -3,9573 -4,3034 -4,6216 -4,8721 -5,0307 -5,1012 -5,1049 -5,0666 -5,0184 -5,0087 -5,0791 -5,2224 -5,3737 -5,4582 -5,4413 -5,3314 -5,1526 -4,9301 -4,6887 -4,4577 -4,2738 -4,1718 -4,1717 -4,2728 -4,4433 -4,6164 -4,7140 -4,6853 -4,5238 -4,2620 -3,9621 -3,6992 -3,5334 -3,4812 -3,5140 -3,5865 -3,6671 -3,7483 -3,8331 -3,9185 -3,9961 -4,0675 -4,1421 -4,2188 -4,2796 -4,3029 -4,2859 -4,2535 -4,2440 -4,2845 -4,3761 -4,4967 -4,6197 -4,7294 -4,8225 -4,9071 -4,9962 -5,0972 -5,2162 -5,3656 -5,5518 -5,7643 -5,9847 -6,1981 -6,3912 -6,5460 -6,6431 -6,6698 -6,6216 -6,4990 -6,3113 -6,0870 -5,8728 -5,7154 -5,6431 -5,6583 -5,7409 -5,8533 -5,9483 -5,9786 -5,9113 -5,7405 -5,4904 -5,2021 -4,9092 -4,6278 -4,3708 -4,1659 -4,0456 -4,0189 -4,0624 -4,1380 -4,2107 -4,2520 -4,2469 -4,1987 -4,1165 -3,9982 -3,8353 -3,6252 -3,3728 -3,0868 -2,7854 -2,5025 -2,2815 -2,1563 -2,1354 -2,2068 -2,3546 -2,5656 -2,8187 -3,0700 -3,2626 -3,3552 -3,3415 -3,2369 -3,0554 -2,8114 -2,5326 -2,2527 -1,9959 -1,7840 -1,6501 -1,6234 -1,7061 -1,8746 -2,0963 -2,3337 -2,5413 -2,6774 -2,7267 -2,7004 -2,6127 -2,4701 -2,2881 -2,0976 -1,9187 -1,7391 -1,5362 -1,3165 -1,1281 -1,0385 -1,1008 -1,3280 -1,6859 -2,1093 -2,5270 -2,8810 -3,1446 -3,3319 -3,4812 -3,6285 -3,7958 -3,9904 -4,2082 -4,4359 -4,6548 -4,8516 -5,0240 -5,1831 -5,3496 -5,5442 -5,7739 -6,0296 -6,3006 -6,5878 -6,8932 -7,2023 -7,4840 -7,7019 -7,8233 -7,8279 -7,7183 -7,5219 -7,2769 -7,0129 -6,7489 -6,5060 -6,3057 -6,1501 -6,0127 -5,8531 -5,6404 -5,3669 -5,0447 -4,6910 -4,3171 -3,9285 -3,5315 -3,1413 -2,7869 -2,4984 -2,2841 -2,1200 -1,9630 -1,7790 -1,5630 -1,3383 -1,1424 -1,0152 -0,9892 -1,0775 -1,2649 -1,5120 -1,7738 -2,0201 -2,2383 -2,4252 -2,5847 -2,7253 -2,8522 -2,9601 -3,0398 -3,0927 -3,1306 -3,1631 -3,1875 -3,1975 -3,2100 -3,2711 -3,4175 -3,6445 -3,9160 -4,1847 -4,3984 -4,5058 -4,4741 -4,3080 -4,0570 -3,7973 -3,5962 -3,4865 -3,4721 -3,5417 -3,6746 -3,8439 -4,0280 -4,2183 -4,4144 -4,6185 -4,8389 -5,0887 -5,3708 -5,6685 -5,9560 -6,2145 -6,4405 -6,6472 -6,8556 -7,0785 -7,3170 -7,5700 -7,8382 -8,1253 -8,4390 -8,7859 -9,1546 -9,5089 -9,8052 -10,0172 -10,1430 -10,2028 -10,2332 -10,2738 -10,3509 -10,4659 -10,5959 -10,7066 -10,7766 -10,8116 -10,8339 -10,8616 -10,9026 -10,9568 -11,0136 -11,0469
