Fp1   0,0242 -0,4020 -0,7620 -0,9955 -1,0959 -1,1167 -1,1588 -1,3338 -1,6761 -2,0637 -2,2715 -2,1379 -1,6690 -0,9925 -0,2537 0,4417 1,0289 1,4710 1,7459 1,8242 1,6648 1,2469 0,6081 -0,1463 -0,8704 -1,4230 -1,7067 -1,6896 -1,4134 -0,9814 -0,5229 -0,1490 0,0758 0,1454 0,1126 0,0600 0,0500 0,1012 0,2084 0,3631 0,5531 0,7639 0,9898 1,2304 1,4760 1,7038 1,8973 2,0800 2,3169 2,6484 3,0164 3,2892 3,3742 3,2971 3,1661 3,0712 3,0161 2,9395 2,7985 2,6249 2,4900 2,4236 2,3884 2,3269 2,2165 2,0885 2,0230 2,1098 2,3707 2,7215 3,0352 3,2237 3,2412 3,0429 2,5707 1,7795 0,6848 -0,5977 -1,8577 -2,8685 -3,4830 -3,6629 -3,4367 -2,8669 -2,0612 -1,1837 -0,4222 0,0751 0,2457 0,1102 -0,2578 -0,7550 -1,2618 -1,6609 -1,8664 -1,8588 -1,7099 -1,5711 -1,6068 -1,9156 -2,4863 -3,1908 -3,8128 -4,1142 -3,9354 -3,2752 -2,2819 -1,1799 -0,1872 0,5660 1,0704 1,3929 1,6248 1,8530 2,1241 2,4191 2,6830 2,8698 2,9637 2,9845 2,9691 2,9258 2,8117 2,5801 2,2632 1,9975 1,9635 2,3003 3,0541 4,1691 5,5023 6,8623 8,0777 9,0541 9,7707 10,2408 10,5098 10,6826 10,8930 11,2078 11,5707 11,8511 11,9346 11,7852 11,4452 10,9818 10,4388 9,8290 9,1533 8,4213 7,6673 6,9590 6,3840 6,0198 5,9087 6,0440 6,3677 6,7822 7,1732 7,4536 7,6110 7,6905 7,7162 7,6461 7,4042 6,9288 6,2012 5,2675 4,2282 3,1937 2,2557 1,4796 0,8933 0,4795 0,1865 -0,0514 -0,2950 -0,5884 -0,9611 -1,4374 -2,0208 -2,6614 -3,2474 -3,6464 -3,7724 -3,6204 -3,2622 -2,8354 -2,5039 -2,3767 -2,4588 -2,6749 -2,9145 -3,0543 -2,9864 -2,6674 -2,1386 -1,4940 -0,8480 -0,3261 -0,0337 0,0045 -0,1135 -0,1891 -0,0208 0,4815 1,2593 2,1563 2,9927 3,6291 4,0074 4,1399 4,0599 3,7895 3,3567 2,8297 2,3270 1,9828 1,8791 1,9964 2,2251 2,4241 2,4812 2,3611 2,1453 2,0293 2,2311 2,8579 3,8359 4,9612 6,0091 6,8004 7,2139 7,2002 6,8089 6,1851 5,5003 4,8592 4,2814 3,7708 3,3657 3,1135 3,0213 3,0350 3,0608 3,0120 2,8630 2,6828 2,5839 2,6074 2,6689 2,6315 2,4331 2,1332 1,8296 1,5669 1,3431 1,1703 1,1014 1,1942 1,4472 1,7740 2,0382 2,1216 1,9819 1,6533 1,2186 0,8041 0,5612 0,5824 0,8138 1,0699 1,1464 0,9275 0,4210 -0,2771 -1,0376 -1,7085 -2,0990 -2,0323 -1,4619 -0,5196 0,5695 1,6065 2,4668 3,0913 3,4766 3,6681 3,7225 3,6618 3,4744 3,1585 2,7417 2,2547 1,6996 1,0565 0,3136 -0,4980 -1,2745 -1,8515 -2,0836 -1,9325 -1,4847 -0,8943 -0,3021 0,2278 0,7130 1,1849 1,6147 1,9207 2,0504 2,0420 1,9947 1,9709 1,9415 1,8479 1,7016 1,5980 1,6297 1,8059 2,0437 2,2089 2,1803 1,9307 1,5525 1,1708 0,8287 0,4722 0,0367 -0,4675 -0,9424 -1,2393 -1,2296 -0,8941 -0,3531 0,2022 0,5996 0,7244 0,5252 0,0277 -0,6559 -1,3534 -1,8966 -2,1968 -2,2888 -2,2974 -2,3395 -2,4296 -2,4644 -2,3031 -1,8596 -1,1483 -0,2857 0,5521 1,2046 1,5987 1,7810 1,8749 1,9844 2,1351 2,2765 2,3164 2,1712 1,7960 1,1771 0,3217 -0,7207 -1,8220 -2,7738 -3,3516 -3,4035 -2,9073 -1,9784 -0,8216 0,3426 1,3230 1,9816 2,2642 2,2169 1,9478 1,5736 1,2052 0,9447 0,8445 0,8788 0,9727 1,0279 0,9168 0,5241 -0,1436 -0,8845 -1,3647 -1,2956 -0,5964 0,5770 1,9284 3,1470 3,9941 4,3329 4,1412 3,5396 2,7827 2,1605 1,8606 1,8967 2,1535 2,4840 2,7695 2,9355 2,9514 2,8207 2,5741 2,2742 1,9945 1,7619 1,5268 1,1962 0,6843 -0,0430 -0,9341 -1,8617 -2,6756 -3,2506 -3,5130 -3,4550 -3,1262 -2,5943 -1,9081 -1,0921 -0,1638 0,8355 1,8145 2,6509 3,2475 3,5744 3,6624 3,5418 3,1796 2,5004 1,4912 0,2649 -1,0016 -2,1540 -3,0704 -3,6502 -3,8560 -3,7482 -3,4494 -3,0719 -2,6640 -2,2016 -1,6413 -1,0036 -0,3990 0,0264 0,1664 0,0006 -0,3988 -0,9088 -1,4271 -1,9108 -2,3505 -2,7308 -3,0374 -3,2781 -3,4748 -3,6589 -3,8903 -4,2453 -4,7655 -5,4248 -6,1346 -6,7574 -7,1205 -7,0623 -6,5070 -5,5261 -4,3370 -3,2163 -2,3622 -1,7939 -1,3715 -0,9312 -0,4204 0,0842 0,4599 0,6225 0,5522 0,2714 -0,1775 -0,7233 -1,2668 -1,7237 -2,0527 -2,2205 -2,1646 -1,8219 -1,1935 -0,3698 0,5100 1,3146 1,9675 2,4748 2,8972 3,2756 3,5924 3,8040 3,8918 3,8779 3,7982 3,6602 3,4273 3,0579 2,5554 1,9764 1,4122 0,9684 0,7354 0,7614 1,0431 1,5210 2,0978 2,6945 3,2845 3,8715 4,4757 5,1449 5,9309 6,8188 7,6868 8,3645 8,7243 8,7025 8,2581 7,3675 6,0689 4,4751 2,7335 1,0007 -0,5597 -1,8042 -2,6432 -3,0419 -3,0179 -2,6572 -2,1095 -1,5427 -1,0821 -0,7832 -0,6619 -0,7450 -1,0747 -1,6680 -2,4835 -3,4456 -4,5094 -5,6920 -7,0296 -8,5103 -10,0566 -11,5628 -12,9269 -14,0523 -14,8436 -15,2202 -15,1621 -14,7520 -14,1432 -13,4702 -12,8050 -12,1918 -11,6835 -11,3057 -11,0056 -10,6823 -10,2660 -9,7582 -9,2191 -8,7243 -8,3353 -8,1073 -8,1011 -8,3678 -8,9077 -9,6198 -10,2874 -10,6466 -10,5080 -9,8255 -8,6791 -7,2318 -5,6936 -4,2665 -3,0918 -2,2344 -1,6942 -1,4209 -1,3356 -1,3619 -1,4478
Fz    -3,8372 -3,7032 -3,5715 -3,4863 -3,4860 -3,5885 -3,7821 -4,0404 -4,3338 -4,6188 -4,8284 -4,8925 -4,7694 -4,4556 -3,9812 -3,4098 -2,8240 -2,2987 -1,8864 -1,6150 -1,4815 -1,4539 -1,4939 -1,5715 -1,6560 -1,7085 -1,6930 -1,5919 -1,4067 -1,1453 -0,8098 -0,3950 0,1105 0,7188 1,4235 2,1916 2,9808 3,7596 4,5054 5,1931 5,7919 6,2775 6,6453 6,9079 7,0791 7,1733 7,2149 7,2382 7,2738 7,3309 7,3949 7,4459 7,4822 7,5248 7,5949 7,6848 7,7559 7,7714 7,7285 7,6540 7,5695 7,4672 7,3201 7,1144 6,8605 6,5748 6,2675 5,9504 5,6332 5,3074 4,9493 4,5421 4,0948 3,6418 3,2119 2,7956 2,3562 1,8709 1,3555 0,8489 0,3843 -0,0274 -0,4005 -0,7636 -1,1448 -1,5631 -2,0247 -2,5133 -2,9818 -3,3652 -3,6115 -3,7026 -3,6518 -3,4962 -3,2872 -3,0781 -2,9102 -2,7998 -2,7319 -2,6699 -2,5745 -2,4252 -2,2318 -2,0199 -1,8046 -1,5855 -1,3568 -1,1202 -0,8956 -0,7088 -0,5618 -0,4213 -0,2362 0,0325 0,3932 0,8233 1,2837 1,7424 2,1928 2,6480 3,1244 3,6388 4,2077 4,8407 5,5435 6,3199 7,1623 8,0474 8,9408 9,8070 10,6174 11,3518 12,0060 12,6086 13,2205 13,9024 14,6749 15,5055 16,3253 17,0558 17,6292 18,0018 18,1719 18,1904 18,1406 18,0962 18,1015 18,1760 18,3165 18,4881 18,6284 18,6764 18,5982 18,3906 18,0743 17,6831 17,2533 16,8171 16,3923 15,9672 15,4954 14,9186 14,2038 13,3633 12,4481 11,5220 10,6252 9,7632 8,9314 8,1391 7,4038 6,7346 6,1149 5,4948 4,8120 4,0296 3,1551 2,2336 1,3315 0,5224 -0,1297 -0,5837 -0,8243 -0,8610 -0,7317 -0,4952 -0,2087 0,0858 0,3636 0,6203 0,8687 1,1250 1,3938 1,6744 1,9774 2,3283 2,7529 3,2639 3,8541 4,4963 5,1563 5,8192 6,5059 7,2545 8,0654 8,8640 9,5366 10,0023 10,2474 10,3136 10,2749 10,2073 10,1572 10,1346 10,1362 10,1652 10,2299 10,3371 10,4884 10,6780 10,9037 11,1834 11,5453 11,9948 12,4972 12,9845 13,3661 13,5531 13,5027 13,2390 12,8280 12,3415 11,8393 11,3665 10,9492 10,5807 10,2151 9,7893 9,2595 8,6242 7,9200 7,2047 6,5321 5,9252 5,3761 4,8761 4,4351 4,0710 3,7935 3,5946 3,4433 3,2970 3,1330 2,9685 2,8447 2,7966 2,8391 2,9648 3,1437 3,3269 3,4622 3,5228 3,5190 3,4803 3,4241 3,3404 3,2033 2,9968 2,7297 2,4282 2,1234 1,8488 1,6377 1,5122 1,4742 1,5022 1,5520 1,5664 1,5005 1,3458 1,1233 0,8583 0,5712 0,2866 0,0326 -0,1706 -0,3110 -0,3751 -0,3508 -0,2483 -0,1045 0,0483 0,2116 0,4077 0,6467 0,9106 1,1604 1,3530 1,4620 1,4920 1,4713 1,4380 1,4347 1,4979 1,6425 1,8589 2,1129 2,3472 2,5059 2,5703 2,5691 2,5578 2,5911 2,7023 2,8988 3,1700 3,4950 3,8383 4,1523 4,3977 4,5583 4,6309 4,6112 4,4999 4,3104 4,0578 3,7379 3,3230 2,7853 2,1259 1,3820 0,6236 -0,0644 -0,6267 -1,0676 -1,4193 -1,6963 -1,8996 -2,0480 -2,1814 -2,3397 -2,5383 -2,7509 -2,9132 -2,9544 -2,8303 -2,5301 -2,0635 -1,4496 -0,7251 0,0420 0,7584 1,3426 1,7549 1,9907 2,0627 1,9968 1,8277 1,5921 1,3264 1,0579 0,7952 0,5313 0,2498 -0,0709 -0,4484 -0,8747 -1,2935 -1,6026 -1,6983 -1,5400 -1,1724 -0,6911 -0,1982 0,2221 0,5125 0,6402 0,5948 0,4013 0,1287 -0,1258 -0,2721 -0,2602 -0,0873 0,2179 0,6142 1,0567 1,5078 1,9578 2,4255 2,9357 3,5011 4,1157 4,7463 5,3382 5,8398 6,2193 6,4588 6,5472 6,4876 6,3095 6,0606 5,7809 5,4834 5,1613 4,8091 4,4295 4,0272 3,6112 3,2031 2,8395 2,5663 2,4304 2,4527 2,5921 2,7518 2,8338 2,7972 2,6765 2,5551 2,5125 2,5880 2,7816 3,0701 3,4127 3,7540 4,0355 4,2058 4,2368 4,1428 3,9784 3,8007 3,6300 3,4515 3,2492 3,0256 2,7973 2,5855 2,4020 2,2310 2,0327 1,7779 1,4771 1,1680 0,8747 0,5808 0,2479 -0,1453 -0,5821 -1,0188 -1,4099 -1,7253 -1,9550 -2,1013 -2,1718 -2,1837 -2,1585 -2,1036 -2,0023 -1,8259 -1,5608 -1,2331 -0,9117 -0,6785 -0,5839 -0,6237 -0,7487 -0,8949 -1,0099 -1,0651 -1,0647 -1,0433 -1,0366 -1,0470 -1,0409 -0,9717 -0,8098 -0,5695 -0,3098 -0,0959 0,0466 0,1415 0,2346 0,3561 0,5031 0,6505 0,7738 0,8639 0,9290 0,9878 1,0596 1,1583 1,2942 1,4809 1,7325 2,0519 2,4225 2,8109 3,1801 3,5016 3,7622 3,9755 4,1851 4,4460 4,7889 5,1945 5,6003 5,9401 6,1877 6,3665 6,5216 6,6886 6,8855 7,1108 7,3425 7,5545 7,7491 7,9691 8,2796 8,7340 9,3395 10,0379 10,7219 11,2772 11,6190 11,7102 11,5699 11,2580 10,8332 10,3234 9,7469 9,1487 8,5908 8,1062 7,6718 7,2185 6,6684 5,9837 5,1967 4,3936 3,6570 3,0220 2,4821 2,0210 1,6243 1,2715 0,9328 0,5768 0,1825 -0,2471 -0,6824 -1,0813 -1,4120 -1,6654 -1,8582 -2,0329 -2,2471 -2,5522 -2,9846 -3,5657 -4,2972 -5,1555 -6,0973 -7,0709 -8,0228 -8,9039 -9,6815 -10,3360 -10,8418 -11,1612 -11,2607 -11,1247 -10,7505 -10,1494 -9,3608 -8,4597 -7,5449 -6,7139 -6,0256 -5,4845 -5,0606 -4,7186 -4,4389 -4,2282 -4,1121 -4,1200 -4,2753 -4,5814 -5,0018 -5,4578 -5,8447 -6,0567 -6,0194 -5,7148 -5,1812 -4,4942 -3,7390 -2,9840 -2,2712 -1,6269
F3    -4,6901 -4,1634 -3,7750 -3,5276 -3,3201 -3,0162 -2,5168 -1,8114 -1,0106 -0,3374 -0,0354 -0,2355 -0,8764 -1,7249 -2,4899 -2,9644 -3,1016 -2,9940 -2,7954 -2,6262 -2,5132 -2,4045 -2,2426 -2,0200 -1,7634 -1,4902 -1,2010 -0,9013 -0,6037 -0,3028 0,0424 0,4909 1,0886 1,8431 2,6958 3,5195 4,1691 4,5379 4,5834 4,3429 3,9315 3,4938 3,1460 2,9576 2,9620 3,1608 3,5154 3,9479 4,3614 4,6648 4,8060 4,8024 4,7246 4,6376 4,5591 4,4694 4,3611 4,2761 4,2754 4,3532 4,3884 4,2083 3,7214 2,9967 2,2269 1,6098 1,2375 1,0791 1,0605 1,1414 1,3023 1,4824 1,5801 1,5380 1,3995 1,2623 1,1963 1,2092 1,2488 1,2248 1,0452 0,6379 -0,0458 -1,0004 -2,1216 -3,2198 -4,0974 -4,6149 -4,7115 -4,4127 -3,8388 -3,1777 -2,6035 -2,2096 -2,0186 -2,0302 -2,2265 -2,5321 -2,8126 -2,9410 -2,8622 -2,6095 -2,2997 -2,0873 -2,0756 -2,2637 -2,5773 -2,9298 -3,2528 -3,5048 -3,6590 -3,6762 -3,5074 -3,1293 -2,5507 -1,7939 -0,8920 0,0995 1,0920 1,9740 2,6622 3,1654 3,5843 4,0404 4,6005 5,2400 5,8516 6,3120 6,5612 6,6142 6,5252 6,3896 6,3727 6,6755 7,4334 8,6272 10,0748 11,5034 12,6485 13,3524 13,6310 13,6417 13,5791 13,6058 13,8386 14,3452 15,1321 16,1299 17,2047 18,2086 19,0140 19,5056 19,5869 19,2100 18,3865 17,1860 15,7375 14,2158 12,7893 11,5472 10,4663 9,4523 8,4184 7,3435 6,2879 5,3692 4,7015 4,3372 4,2590 4,4080 4,7072 5,0769 5,4309 5,6523 5,5967 5,1504 4,2969 3,1426 1,8899 0,7640 -0,0735 -0,5747 -0,8035 -0,9011 -1,0205 -1,2502 -1,5836 -1,9332 -2,1549 -2,1017 -1,6999 -0,9940 -0,1410 0,6361 1,1495 1,3491 1,3399 1,3139 1,4625 1,9157 2,7123 3,7864 4,9621 5,9896 6,6347 6,7666 6,3997 5,6858 4,8559 4,1383 3,7021 3,6419 3,9888 4,7162 5,7148 6,7862 7,7003 8,3000 8,5901 8,7493 9,0364 9,6535 10,6487 11,8768 13,0280 13,7447 13,7741 13,0610 11,7443 10,1004 8,4739 7,1932 6,4838 6,4133 6,8810 7,6497 8,4294 9,0006 9,2903 9,3308 9,1650 8,8093 8,2754 7,5892 6,8028 6,0091 5,3150 4,7714 4,3589 4,0491 3,8389 3,7099 3,5986 3,4413 3,2398 3,0639 2,9843 3,0035 3,0485 3,0245 2,8925 2,7205 2,6583 2,8259 3,2143 3,6981 4,1247 4,3883 4,4413 4,2646 3,8739 3,3612 2,8720 2,5082 2,2772 2,1371 2,0526 1,9863 1,8514 1,5256 0,9403 0,1385 -0,7612 -1,6325 -2,3731 -2,9059 -3,1878 -3,2177 -3,0162 -2,5956 -1,9677 -1,1810 -0,3330 0,4567 1,0885 1,5185 1,7632 1,8671 1,8672 1,7919 1,6768 1,5689 1,5288 1,6249 1,8921 2,2747 2,6194 2,7597 2,6234 2,2603 1,7879 1,3359 1,0310 0,9958 1,3222 2,0266 3,0264 4,1555 5,2029 5,9634 6,2918 6,1504 5,6122 4,7902 3,7587 2,5691 1,3286 0,2197 -0,5744 -0,9662 -1,0076 -0,8587 -0,7136 -0,7223 -0,9339 -1,2783 -1,6005 -1,7356 -1,5959 -1,2296 -0,8114 -0,5488 -0,5590 -0,8128 -1,1888 -1,5648 -1,8526 -1,9808 -1,8936 -1,5858 -1,1242 -0,6066 -0,0903 0,4173 0,9010 1,3044 1,5546 1,6033 1,4545 1,1674 0,8315 0,5208 0,2620 0,0549 -0,0747 -0,0594 0,1538 0,5317 0,9425 1,2105 1,1837 0,7903 0,0801 -0,7828 -1,5819 -2,1293 -2,3432 -2,2779 -2,0592 -1,7830 -1,4797 -1,1384 -0,7331 -0,2442 0,3221 0,9305 1,5534 2,2354 3,0880 4,1660 5,3538 6,3918 7,0120 7,0660 6,5722 5,6863 4,6418 3,6926 3,0481 2,8002 2,8871 3,1213 3,2766 3,2019 2,8884 2,4274 1,9133 1,3953 0,8916 0,4236 0,0432 -0,1608 -0,1047 0,1993 0,5946 0,8578 0,8482 0,5983 0,2804 0,0989 0,1936 0,5921 1,1951 1,8104 2,2603 2,4891 2,5554 2,5211 2,3744 2,0546 1,5283 0,8421 0,1208 -0,4754 -0,8231 -0,9083 -0,8298 -0,7155 -0,6421 -0,6158 -0,5947 -0,5322 -0,4181 -0,2868 -0,1947 -0,1911 -0,2972 -0,5107 -0,8441 -1,3578 -2,1283 -3,1660 -4,3623 -5,5156 -6,4147 -6,9181 -6,9823 -6,6372 -5,9442 -4,9557 -3,6999 -2,2276 -0,6736 0,7621 1,8946 2,6154 2,9209 2,9131 2,7481 2,5549 2,3844 2,2010 1,9173 1,4540 0,7904 -0,0178 -0,8477 -1,5386 -1,9437 -1,9896 -1,7169 -1,2712 -0,8256 -0,4864 -0,2702 -0,1482 -0,0807 -0,0140 0,1200 0,3730 0,7375 1,1388 1,4752 1,6585 1,6255 1,3489 0,8754 0,3517 -0,0166 -0,0518 0,3201 1,0405 1,9550 2,8979 3,7403 4,3875 4,8045 5,0480 5,2198 5,3931 5,6097 5,9089 6,3178 6,8226 7,3618 7,8533 8,2484 8,5759 8,9261 9,3839 9,9748 10,6552 11,3299 11,8806 12,1943 12,1797 11,7733 10,9464 9,7296 8,2558 6,7716 5,5589 4,8070 4,5434 4,6517 4,9252 5,1359 5,1170 4,8215 4,3148 3,7156 3,1411 2,6804 2,3778 2,2208 2,1553 2,1195 2,0530 1,8875 1,5689 1,1087 0,5899 0,1050 -0,3046 -0,6469 -0,9346 -1,1654 -1,3543 -1,5677 -1,8989 -2,4079 -3,0922 -3,9192 -4,8799 -5,9900 -7,2250 -8,4715 -9,5586 -10,3324 -10,7130 -10,7243 -10,4700 -10,0609 -9,5563 -8,9654 -8,2844 -7,5380 -6,7898 -6,1083 -5,5286 -5,0444 -4,6208 -4,2085 -3,7624 -3,2733 -2,8173 -2,5775 -2,7676 -3,4896 -4,6420 -5,9429 -7,0470 -7,6955 -7,8026 -7,4355 -6,7395 -5,8704 -4,9501 -4,0409 -3,1561
F7    -1,0759 -1,0335 -0,9371 -0,8344 -0,7800 -0,8120 -0,9425 -1,1722 -1,4973 -1,8813 -2,2349 -2,4488 -2,4377 -2,1514 -1,5829 -0,7942 0,0890 0,9304 1,6209 2,0771 2,2523 2,1612 1,8620 1,4122 0,8549 0,2339 -0,3960 -0,9766 -1,4586 -1,8033 -1,9868 -2,0142 -1,9211 -1,7562 -1,5606 -1,3378 -1,0410 -0,6131 -0,0416 0,6249 1,3041 1,9105 2,3728 2,6486 2,7467 2,7393 2,7339 2,8094 2,9726 3,1664 3,3104 3,3428 3,2470 3,0514 2,8135 2,5929 2,4238 2,3142 2,2651 2,2725 2,3190 2,3873 2,4691 2,5502 2,5984 2,5827 2,5061 2,4164 2,3757 2,4040 2,4572 2,4660 2,3855 2,2102 1,9572 1,6439 1,2761 0,8575 0,4157 0,0136 -0,2863 -0,4633 -0,5218 -0,4596 -0,2902 -0,0852 0,0380 -0,0116 -0,2320 -0,5335 -0,8029 -0,9561 -0,9488 -0,7731 -0,4586 -0,0714 0,2960 0,5505 0,6319 0,5369 0,3134 0,0190 -0,3172 -0,6718 -0,9827 -1,1550 -1,1063 -0,8111 -0,3209 0,2563 0,7997 1,2142 1,4571 1,5421 1,5107 1,4004 1,2437 1,0834 0,9649 0,9211 0,9826 1,1945 1,6035 2,2248 3,0242 3,9367 4,9098 5,9222 6,9583 7,9727 8,8821 9,5877 10,0203 10,1831 10,1609 10,0876 10,0965 10,2830 10,6839 11,2623 11,9059 12,4712 12,8580 13,0511 13,0957 13,0461 12,9420 12,8078 12,6419 12,4082 12,0676 11,6305 11,1580 10,7122 10,3279 10,0275 9,8278 9,7221 9,6715 9,6161 9,4956 9,2673 8,9179 8,4633 7,9344 7,3508 6,7061 5,9855 5,1946 4,3752 3,6020 2,9568 2,4819 2,1440 1,8429 1,4609 0,9284 0,2636 -0,4419 -1,0697 -1,5131 -1,7140 -1,6877 -1,5030 -1,2401 -0,9726 -0,7679 -0,6822 -0,7397 -0,9050 -1,0839 -1,1716 -1,1077 -0,8991 -0,6025 -0,2894 -0,0153 0,1937 0,3433 0,4569 0,5542 0,6443 0,7384 0,8661 1,0663 1,3495 1,6747 1,9722 2,1847 2,2849 2,2561 2,0756 1,7440 1,3225 0,9168 0,6284 0,5172 0,5830 0,7694 1,0026 1,2454 1,5168 1,8521 2,2554 2,6992 3,1481 3,5709 3,9458 4,2636 4,5255 4,7370 4,9055 5,0390 5,1302 5,1451 5,0521 4,8662 4,6397 4,4090 4,1737 3,9235 3,6564 3,3699 3,0602 2,7427 2,4634 2,2827 2,2454 2,3509 2,5383 2,7051 2,7524 2,6368 2,3996 2,1493 2,0052 2,0440 2,2725 2,6352 3,0393 3,3798 3,5708 3,5749 3,4077 3,1269 2,8122 2,5170 2,2336 1,9234 1,5742 1,2147 0,8928 0,6472 0,4919 0,4197 0,4067 0,4089 0,3780 0,2893 0,1512 -0,0094 -0,1696 -0,3271 -0,4993 -0,7092 -0,9690 -1,2681 -1,5716 -1,8454 -2,0858 -2,3054 -2,4789 -2,5326 -2,4108 -2,1366 -1,7900 -1,4444 -1,1383 -0,8853 -0,6833 -0,5164 -0,3678 -0,2297 -0,1002 0,0218 0,1388 0,2578 0,3821 0,5024 0,6042 0,6847 0,7534 0,8216 0,8957 0,9800 1,0818 1,2057 1,3395 1,4616 1,5707 1,6882 1,8199 1,9403 2,0306 2,1038 2,1742 2,2252 2,2196 2,1233 1,9162 1,5994 1,1983 0,7553 0,3169 -0,0730 -0,3734 -0,5644 -0,6705 -0,7501 -0,8546 -0,9933 -1,1296 -1,2006 -1,1462 -0,9477 -0,6572 -0,3819 -0,2148 -0,1687 -0,1814 -0,1815 -0,1371 -0,0533 0,0570 0,2037 0,4245 0,7501 1,1608 1,5729 1,8640 1,9185 1,6686 1,1118 0,3122 -0,6086 -1,5057 -2,2576 -2,7798 -3,0130 -2,9365 -2,5948 -2,0885 -1,5363 -1,0406 -0,6693 -0,4560 -0,4076 -0,5073 -0,7132 -0,9566 -1,1500 -1,2096 -1,0807 -0,7452 -0,2158 0,4637 1,2056 1,8765 2,3362 2,5045 2,4101 2,1809 1,9707 1,8887 1,9767 2,2132 2,5262 2,8266 3,0467 3,1501 3,1286 3,0102 2,8516 2,7031 2,5876 2,5114 2,4681 2,4211 2,3013 2,0464 1,6485 1,1700 0,7158 0,3733 0,1610 0,0405 -0,0331 -0,0963 -0,1898 -0,3419 -0,5416 -0,7380 -0,8582 -0,8316 -0,6209 -0,2497 0,2015 0,6273 0,9450 1,1344 1,2334 1,2864 1,2925 1,2055 0,9921 0,6844 0,3652 0,1094 -0,0618 -0,1812 -0,3001 -0,4549 -0,6606 -0,9099 -1,1857 -1,4809 -1,7836 -2,0429 -2,1836 -2,1592 -1,9758 -1,6777 -1,3224 -0,9587 -0,6242 -0,3523 -0,1672 -0,0729 -0,0545 -0,0945 -0,1927 -0,3614 -0,5891 -0,8191 -0,9752 -1,0106 -0,9245 -0,7381 -0,4824 -0,2057 0,0399 0,2283 0,3742 0,5258 0,7290 0,9785 1,2124 1,3533 1,3480 1,1887 0,9184 0,6157 0,3565 0,1811 0,1019 0,1242 0,2349 0,3854 0,5073 0,5474 0,4967 0,3953 0,3007 0,2542 0,2849 0,4212 0,6662 0,9754 1,2811 1,5372 1,7360 1,8945 2,0420 2,2123 2,4248 2,6782 2,9676 3,2924 3,6445 4,0068 4,3649 4,7143 5,0530 5,3732 5,6613 5,9005 6,0804 6,2149 6,3490 6,5432 6,8437 7,2554 7,7406 8,2396 8,6984 9,0940 9,4387 9,7519 10,0268 10,2304 10,3409 10,3716 10,3477 10,2688 10,0899 9,7278 9,0952 8,1622 7,0058 5,7974 4,7157 3,8580 3,2270 2,7839 2,4997 2,3580 2,3234 2,3365 2,3450 2,3204 2,2506 2,1327 1,9676 1,7527 1,4855 1,1751 0,8410 0,4986 0,1492 -0,2240 -0,6570 -1,1972 -1,8806 -2,7000 -3,5875 -4,4415 -5,1949 -5,8525 -6,4492 -6,9752 -7,3493 -7,4654 -7,2679 -6,7788 -6,0666 -5,2150 -4,3208 -3,4885 -2,7971 -2,2705 -1,8910 -1,6412 -1,5354 -1,6090 -1,8639 -2,2302 -2,5954 -2,8701 -3,0180 -3,0306 -2,9019 -2,6443 -2,3121 -1,9820 -1,7083 -1,4977 -1,3132 -1,1032 -0,8383 -0,5217
