Fp1   -4,1380 -3,9872 -3,7228 -3,3714 -2,9774 -2,5747 -2,1704 -1,7551 -1,3414 -0,9883 -0,7678 -0,7016 -0,7395 -0,7974 -0,8208 -0,8181 -0,8308 -0,8901 -1,0158 -1,2256 -1,5265 -1,8987 -2,2807 -2,5697 -2,6608 -2,4921 -2,0627 -1,4280 -0,6754 0,1164 0,8926 1,6039 2,1944 2,6141 2,8415 2,8935 2,8251 2,7221 2,6782 2,7563 2,9605 3,2326 3,4670 3,5511 3,4289 3,1347 2,7626 2,4115 2,1485 1,9933 1,9245 1,9142 1,9541 2,0506 2,2085 2,4203 2,6545 2,8541 2,9530 2,8982 2,6638 2,2461 1,6590 0,9514 0,2065 -0,4994 -1,1268 -1,6489 -2,0177 -2,1768 -2,1066 -1,8368 -1,4171 -0,8949 -0,3238 0,2251 0,6765 0,9796 1,1309 1,1726 1,1695 1,1783 1,2283 1,3055 1,3578 1,3335 1,2093 0,9834 0,6707 0,3150 -0,0147 -0,2541 -0,3733 -0,3797 -0,2975 -0,1483 0,0546 0,2967 0,5479 0,7598 0,8758 0,8565 0,7214 0,5642 0,5082 0,6301 0,9103 1,2502 1,5353 1,6837 1,6613 1,4930 1,2547 1,0187 0,8056 0,6010 0,4039 0,2464 0,1771 0,2357 0,4354 0,7594 1,1714 1,6339 2,1248 2,6396 3,1814 3,7490 4,3192 4,8280 5,1728 5,2513 5,0227 4,5333 3,8764 3,1427 2,4226 1,8288 1,4632 1,3510 1,4327 1,6239 1,8648 2,1118 2,3132 2,4105 2,3689 2,2011 1,9558 1,6761 1,3789 1,0770 0,7895 0,5255 0,2799 0,0556 -0,1193 -0,2010 -0,1614 -0,0085 0,2154 0,4521 0,6658 0,8670 1,0831 1,3121 1,5177 1,6498 1,6454 1,4343 0,9906 0,3878 -0,2184 -0,6770 -0,9144 -0,9334 -0,7695 -0,4597 -0,0440 0,4170 0,8438 1,1678 1,3538 1,3926 1,2903 1,0717 0,7801 0,4675 0,1889 -0,0108 -0,1147 -0,1283 -0,0749 -0,0026 0,0285 -0,0220 -0,1585 -0,3539 -0,5600 -0,7221 -0,7971 -0,7608 -0,6074 -0,3519 -0,0301 0,3041 0,5845 0,7687 0,8827 1,0064 1,2022 1,4734 1,7757 2,0431 2,2196 2,2907 2,2910 2,2794 2,2924 2,3102 2,2736 2,1487 1,9640 1,7762 1,6223 1,5169 1,4734 1,5040 1,5981 1,7188 1,8299 1,9126 1,9568 1,9517 1,8878 1,7530 1,5238 1,1754 0,7068 0,1424 -0,4903 -1,1758 -1,9036 -2,6583 -3,4209 -4,1717 -4,8870 -5,5352 -6,0724 -6,4354 -6,5559 -6,4116 -6,0667 -5,6467 -5,2801 -5,0630 -5,0367 -5,1605 -5,3258 -5,4283 -5,4283 -5,3420 -5,2018 -5,0472 -4,9282 -4,8867 -4,9457 -5,1180 -5,4071 -5,7989 -6,2596 -6,7353 -7,1566 -7,4564 -7,5988 -7,6023 -7,5349 -7,4782 -7,4871 -7,5711 -7,7014 -7,8329 -7,9188 -7,9179 -7,8135 -7,6388 -7,4748 -7,4071 -7,4788 -7,6836 -7,9860 -8,3302 -8,6486 -8,8907 -9,0330 -9,0498 -8,9002 -8,5612 -8,0589 -7,4660 -6,8778 -6,3775 -6,0100 -5,7834 -5,6851 -5,6938 -5,7845 -5,9348 -6,1399 -6,4230 -6,8140 -7,3166 -7,8998 -8,5100 -9,0857 -9,5748 -9,9500 -10,2091 -10,3605 -10,4191 -10,4108 -10,3666 -10,3157 -10,2751 -10,2380 -10,1885 -10,1393 -10,1402 -10,2411 -10,4530 -10,7469 -11,0717 -11,3714 -11,6056 -11,7718 -11,9013 -12,0266 -12,1495 -12,2408 -12,2690 -12,2308 -12,1574 -12,0914 -12,0598 -12,0709 -12,1255 -12,2219 -12,3515 -12,5048 -12,6784 -12,8573 -13,0033 -13,0790 -13,0795 -13,0344 -12,9801 -12,9305 -12,8749 -12,8020 -12,7068 -12,5675 -12,3454 -12,0313 -11,6726 -11,3426 -11,0851 -10,8889 -10,7067 -10,4901 -10,2101 -9,8713 -9,5244 -9,2540 -9,1377 -9,2059 -9,4355 -9,7696 -10,1408 -10,4895 -10,7827 -11,0270 -11,2586 -11,5134 -11,7982 -12,0787 -12,2915 -12,3750 -12,2984 -12,0711 -11,7376 -11,3644 -11,0198 -10,7325 -10,4653 -10,1453 -9,7229 -9,2023 -8,6362 -8,0841 -7,5691 -7,0872 -6,6424 -6,2589 -5,9798 -5,8613 -5,9575 -6,2929 -6,8331 -7,4838 -8,1322 -8,6879 -9,0930 -9,3111 -9,3172 -9,1221 -8,8035 -8,4765 -8,2283 -8,0932 -8,0639 -8,1087 -8,1953 -8,2988 -8,3995 -8,4971 -8,6242 -8,8195 -9,0931 -9,4311 -9,8085 -10,1785 -10,4787 -10,6707 -10,7683 -10,8219 -10,8844 -10,9930 -11,1718 -11,4317 -11,7523 -12,0640 -12,2777 -12,3491 -12,3135 -12,2577 -12,2524 -12,3050 -12,3702 -12,3874 -12,3097 -12,1232 -11,8432 -11,4875 -11,0794 -10,6704 -10,3297 -10,1074 -10,0048 -9,9612 -9,8821 -9,7013 -9,4167 -9,0808 -8,7764 -8,5760 -8,4966 -8,4954 -8,5153 -8,5094 -8,4165 -8,1588 -7,7234 -7,2225 -6,8274 -6,6682 -6,8084 -7,2573 -7,9704 -8,8540 -9,7965 -10,7115 -11,5595 -12,3406 -13,0703 -13,7586 -14,4037 -14,9940 -15,5163 -15,9553 -16,2730 -16,4020 -16,2856 -15,9280 -15,3948 -14,7827 -14,1936 -13,7082 -13,3577 -13,1189 -12,9293 -12,7056 -12,3686 -11,8721 -11,2215 -10,4868 -9,8024 -9,3254 -9,1673 -9,3518 -9,8141 -10,4260 -11,0515 -11,5985 -12,0258 -12,3370 -12,5683 -12,7393 -12,8093 -12,7096 -12,4174 -11,9758 -11,4519 -10,8989 -10,3610 -9,8880 -9,5204 -9,2510 -9,0379 -8,8716 -8,7828 -8,7838 -8,8433 -8,9111 -8,9511 -8,9607 -8,9696 -9,0175 -9,1266 -9,2898 -9,4873 -9,7151 -9,9805 -10,2763 -10,5812 -10,8740 -11,1239 -11,2887 -11,3424 -11,2917 -11,1708 -11,0256 -10,8862 -10,7493 -10,5991 -10,4401 -10,2990 -10,2214 -10,2770 -10,5206 -10,9232 -11,3640 -11,6964 -11,8185 -11,7024 -11,3882 -10,9753 -10,6050 -10,4044 -10,4303 -10,6667 -11,0495 -11,4838 -11,8718 -12,1488 -12,2891 -12,2885 -12,1713 -11,9954 -11,8098 -11,6136 -11,3776 -11,0954 -10,8082 -10,5913 -10,5158 -10,6222 -10,9118 -11,3450 -11,8506 -12,3440 -12,7463 -13,0094 -13,1298 -13,1303 -13,0321 -12,8402 -12,5481 -12,1632 -11,7346 -11,3358
Fz    -2,5302 -2,4035 -2,2426 -2,0661 -1,8900 -1,7153 -1,5244 -1,2958 -1,0294 -0,7575 -0,5317 -0,3879 -0,3211 -0,2953 -0,2802 -0,2815 -0,3264 -0,4302 -0,5931 -0,8157 -1,0974 -1,4156 -1,7112 -1,9039 -1,9311 -1,7746 -1,4567 -1,0232 -0,5229 0,0069 0,5361 1,0273 1,4361 1,7292 1,9005 1,9694 1,9714 1,9515 1,9522 1,9959 2,0808 2,1836 2,2571 2,2438 2,1162 1,8997 1,6478 1,4052 1,2001 1,0436 0,9268 0,8328 0,7587 0,7143 0,7042 0,7177 0,7344 0,7335 0,6953 0,5997 0,4301 0,1764 -0,1623 -0,5676 -0,9979 -1,4074 -1,7647 -2,0450 -2,2123 -2,2300 -2,0939 -1,8376 -1,5053 -1,1330 -0,7505 -0,3909 -0,0908 0,1235 0,2491 0,3078 0,3307 0,3469 0,3800 0,4402 0,5147 0,5806 0,6206 0,6221 0,5750 0,4815 0,3673 0,2729 0,2286 0,2402 0,2992 0,3966 0,5262 0,6781 0,8313 0,9492 0,9879 0,9215 0,7705 0,6042 0,5109 0,5508 0,7200 0,9543 1,1721 1,3107 1,3365 1,2487 1,0798 0,8758 0,6697 0,4795 0,3177 0,1972 0,1304 0,1293 0,1980 0,3225 0,4744 0,6332 0,7984 0,9773 1,1696 1,3644 1,5423 1,6724 1,7085 1,6061 1,3572 1,0022 0,5982 0,1895 -0,1775 -0,4308 -0,5019 -0,3829 -0,1341 0,1662 0,4643 0,7294 0,9294 1,0276 1,0023 0,8620 0,6364 0,3542 0,0333 -0,3066 -0,6357 -0,9296 -1,1840 -1,4061 -1,5990 -1,7553 -1,8642 -1,9200 -1,9310 -1,9171 -1,8858 -1,8230 -1,7171 -1,5819 -1,4490 -1,3517 -1,3296 -1,4343 -1,7019 -2,1119 -2,5842 -3,0208 -3,3468 -3,5245 -3,5446 -3,4128 -3,1478 -2,7877 -2,3909 -2,0187 -1,7171 -1,5140 -1,4231 -1,4393 -1,5371 -1,6815 -1,8393 -1,9856 -2,1045 -2,1827 -2,2164 -2,2286 -2,2609 -2,3433 -2,4780 -2,6457 -2,8190 -2,9703 -3,0774 -3,1225 -3,0944 -2,9977 -2,8540 -2,6988 -2,5748 -2,5095 -2,4878 -2,4541 -2,3500 -2,1480 -1,8643 -1,5509 -1,2683 -1,0557 -0,9205 -0,8486 -0,8337 -0,8961 -1,0554 -1,2812 -1,4927 -1,6172 -1,6360 -1,5753 -1,4668 -1,3272 -1,1715 -1,0229 -0,9001 -0,8078 -0,7461 -0,7154 -0,7100 -0,7247 -0,7694 -0,8654 -1,0263 -1,2517 -1,5396 -1,8947 -2,3205 -2,8055 -3,3254 -3,8558 -4,3791 -4,8794 -5,3304 -5,6860 -5,8888 -5,9059 -5,7565 -5,5074 -5,2506 -5,0770 -5,0384 -5,1161 -5,2390 -5,3394 -5,3908 -5,3997 -5,3824 -5,3646 -5,3814 -5,4578 -5,5994 -5,8018 -6,0528 -6,3300 -6,6037 -6,8377 -6,9894 -7,0219 -6,9226 -6,7169 -6,4640 -6,2329 -6,0726 -5,9940 -5,9742 -5,9774 -5,9747 -5,9542 -5,9238 -5,9127 -5,9632 -6,1045 -6,3329 -6,6205 -6,9333 -7,2328 -7,4773 -7,6366 -7,6958 -7,6419 -7,4620 -7,1624 -6,7794 -6,3684 -5,9839 -5,6633 -5,4218 -5,2613 -5,1828 -5,1861 -5,2613 -5,3860 -5,5400 -5,7239 -5,9535 -6,2392 -6,5769 -6,9526 -7,3463 -7,7309 -8,0724 -8,3339 -8,4832 -8,5078 -8,4249 -8,2756 -8,1051 -7,9440 -7,8003 -7,6714 -7,5683 -7,5216 -7,5611 -7,6923 -7,8914 -8,1156 -8,3210 -8,4848 -8,6180 -8,7521 -8,9093 -9,0886 -9,2765 -9,4577 -9,6191 -9,7542 -9,8609 -9,9378 -9,9873 -10,0151 -10,0237 -10,0105 -9,9744 -9,9224 -9,8600 -9,7835 -9,6895 -9,5867 -9,4955 -9,4355 -9,4127 -9,4167 -9,4283 -9,4244 -9,3749 -9,2511 -9,0523 -8,8177 -8,6041 -8,4524 -8,3679 -8,3221 -8,2687 -8,1640 -7,9877 -7,7608 -7,5418 -7,3937 -7,3495 -7,4101 -7,5612 -7,7810 -8,0433 -8,3272 -8,6246 -8,9338 -9,2446 -9,5367 -9,7850 -9,9600 -10,0297 -9,9714 -9,7816 -9,4764 -9,0943 -8,6985 -8,3482 -8,0560 -7,7888 -7,5107 -7,2147 -6,9170 -6,6277 -6,3373 -6,0354 -5,7270 -5,4308 -5,1870 -5,0612 -5,1220 -5,4007 -5,8552 -6,3805 -6,8694 -7,2637 -7,5462 -7,7028 -7,7069 -7,5506 -7,2872 -7,0175 -6,8277 -6,7503 -6,7672 -6,8374 -6,9208 -6,9791 -6,9751 -6,8958 -6,7756 -6,6860 -6,6977 -6,8437 -7,1034 -7,4109 -7,6869 -7,8838 -8,0122 -8,1128 -8,2085 -8,2964 -8,3748 -8,4552 -8,5444 -8,6212 -8,6489 -8,6089 -8,5220 -8,4467 -8,4474 -8,5511 -8,7328 -8,9341 -9,0945 -9,1703 -9,1302 -8,9511 -8,6407 -8,2553 -7,8770 -7,5760 -7,3815 -7,2639 -7,1573 -7,0082 -6,7983 -6,5402 -6,2729 -6,0430 -5,8725 -5,7487 -5,6452 -5,5387 -5,4018 -5,2024 -4,9391 -4,6686 -4,4719 -4,4089 -4,5149 -4,8110 -5,2973 -5,9387 -6,6727 -7,4353 -8,1793 -8,8714 -9,4830 -9,9925 -10,3927 -10,6928 -10,9112 -11,0641 -11,1485 -11,1411 -11,0274 -10,8284 -10,5941 -10,3782 -10,2189 -10,1273 -10,0878 -10,0680 -10,0209 -9,8877 -9,6148 -9,1692 -8,5536 -7,8228 -7,0897 -6,5039 -6,2035 -6,2623 -6,6561 -7,2655 -7,9184 -8,4608 -8,8165 -9,0028 -9,1014 -9,1951 -9,3073 -9,3917 -9,3770 -9,2160 -8,8954 -8,4339 -7,8910 -7,3559 -6,9072 -6,5749 -6,3519 -6,2367 -6,2327 -6,3191 -6,4607 -6,6410 -6,8662 -7,1455 -7,4746 -7,8265 -8,1536 -8,4073 -8,5623 -8,6271 -8,6322 -8,6088 -8,5887 -8,6097 -8,6907 -8,8003 -8,8731 -8,8628 -8,7765 -8,6622 -8,5662 -8,5034 -8,4639 -8,4319 -8,3999 -8,3940 -8,4819 -8,7137 -9,0558 -9,4077 -9,6661 -9,7668 -9,6923 -9,4618 -9,1301 -8,7931 -8,5572 -8,4922 -8,6170 -8,9043 -9,2836 -9,6674 -9,9895 -10,2143 -10,3291 -10,3451 -10,2911 -10,1871 -10,0242 -9,7829 -9,4687 -9,1299 -8,8403 -8,6647 -8,6381 -8,7611 -8,9965 -9,2783 -9,5358 -9,7147 -9,7917 -9,7685 -9,6512 -9,4467 -9,1749 -8,8664 -8,5558 -8,2848 -8,0926
F3    -2,4008 -2,3503 -2,2415 -2,0702 -1,8503 -1,6026 -1,3354 -1,0453 -0,7430 -0,4682 -0,2697 -0,1688 -0,1442 -0,1509 -0,1594 -0,1815 -0,2527 -0,3928 -0,5965 -0,8510 -1,1434 -1,4466 -1,7030 -1,8386 -1,8065 -1,6096 -1,2847 -0,8819 -0,4512 -0,0272 0,3730 0,7373 1,0536 1,3166 1,5320 1,7102 1,8607 1,9947 2,1224 2,2441 2,3473 2,4084 2,3913 2,2580 2,0006 1,6568 1,2881 0,9520 0,6916 0,5292 0,4591 0,4595 0,5134 0,6126 0,7500 0,9116 1,0724 1,1995 1,2615 1,2320 1,0912 0,8256 0,4370 -0,0407 -0,5466 -1,0222 -1,4316 -1,7498 -1,9448 -1,9896 -1,8906 -1,6862 -1,4162 -1,1011 -0,7519 -0,3929 -0,0692 0,1746 0,3199 0,3802 0,3866 0,3727 0,3689 0,3887 0,4216 0,4486 0,4596 0,4479 0,4071 0,3446 0,2872 0,2685 0,3085 0,4059 0,5474 0,7168 0,8952 1,0625 1,2025 1,3011 1,3385 1,2969 1,1883 1,0667 1,0068 1,0604 1,2238 1,4426 1,6497 1,7953 1,8504 1,8112 1,7038 1,5654 1,4164 1,2581 1,0913 0,9322 0,8101 0,7567 0,7899 0,8986 1,0484 1,2065 1,3602 1,5149 1,6809 1,8598 2,0322 2,1553 2,1710 2,0293 1,7224 1,2953 0,8132 0,3279 -0,1096 -0,4255 -0,5496 -0,4715 -0,2492 0,0434 0,3623 0,6864 0,9861 1,2143 1,3294 1,3206 1,2062 1,0112 0,7523 0,4495 0,1349 -0,1653 -0,4435 -0,6981 -0,9172 -1,0800 -1,1677 -1,1745 -1,1152 -1,0193 -0,9048 -0,7660 -0,5975 -0,4178 -0,2609 -0,1612 -0,1612 -0,3136 -0,6463 -1,1228 -1,6490 -2,1200 -2,4591 -2,6275 -2,6178 -2,4456 -2,1465 -1,7768 -1,4037 -1,0833 -0,8458 -0,6990 -0,6342 -0,6305 -0,6654 -0,7228 -0,7908 -0,8606 -0,9267 -0,9813 -1,0154 -1,0356 -1,0628 -1,1126 -1,1869 -1,2837 -1,4016 -1,5366 -1,6784 -1,8046 -1,8826 -1,8876 -1,8171 -1,6969 -1,5776 -1,5052 -1,4766 -1,4383 -1,3361 -1,1531 -0,9110 -0,6570 -0,4450 -0,3140 -0,2708 -0,2876 -0,3261 -0,3755 -0,4546 -0,5662 -0,6703 -0,7162 -0,6853 -0,5915 -0,4554 -0,2947 -0,1327 0,0031 0,0979 0,1589 0,2028 0,2437 0,2889 0,3312 0,3429 0,2922 0,1665 -0,0261 -0,2746 -0,5741 -0,9203 -1,3030 -1,7072 -2,1193 -2,5262 -2,9116 -3,2543 -3,5221 -3,6727 -3,6781 -3,5546 -3,3650 -3,1944 -3,1237 -3,1985 -3,3984 -3,6449 -3,8564 -3,9946 -4,0585 -4,0598 -4,0194 -3,9704 -3,9444 -3,9638 -4,0459 -4,1961 -4,3984 -4,6239 -4,8434 -5,0301 -5,1579 -5,2059 -5,1733 -5,0910 -5,0074 -4,9593 -4,9525 -4,9664 -4,9737 -4,9534 -4,8949 -4,8066 -4,7252 -4,7025 -4,7740 -4,9411 -5,1827 -5,4724 -5,7753 -6,0440 -6,2360 -6,3295 -6,3123 -6,1752 -5,9250 -5,5931 -5,2270 -4,8778 -4,5840 -4,3604 -4,2094 -4,1378 -4,1562 -4,2626 -4,4342 -4,6430 -4,8761 -5,1325 -5,4065 -5,6831 -5,9472 -6,1886 -6,4010 -6,5790 -6,7124 -6,7852 -6,7887 -6,7344 -6,6495 -6,5637 -6,4938 -6,4333 -6,3624 -6,2786 -6,2120 -6,2055 -6,2847 -6,4459 -6,6607 -6,8925 -7,1182 -7,3363 -7,5575 -7,7869 -8,0128 -8,2086 -8,3471 -8,4199 -8,4487 -8,4677 -8,4954 -8,5227 -8,5281 -8,5003 -8,4474 -8,3945 -8,3709 -8,3859 -8,4186 -8,4344 -8,4121 -8,3565 -8,2926 -8,2450 -8,2245 -8,2305 -8,2496 -8,2444 -8,1651 -7,9951 -7,7723 -7,5622 -7,4121 -7,3256 -7,2673 -7,1878 -7,0491 -6,8441 -6,6020 -6,3747 -6,2074 -6,1185 -6,1065 -6,1617 -6,2669 -6,4026 -6,5611 -6,7505 -6,9837 -7,2660 -7,5887 -7,9190 -8,1987 -8,3661 -8,3827 -8,2424 -7,9656 -7,5988 -7,2148 -6,8833 -6,6273 -6,4191 -6,2150 -5,9896 -5,7459 -5,4953 -5,2370 -4,9687 -4,7009 -4,4558 -4,2751 -4,2270 -4,3846 -4,7779 -5,3527 -5,9810 -6,5321 -6,9318 -7,1580 -7,2038 -7,0621 -6,7574 -6,3789 -6,0492 -5,8557 -5,8193 -5,9058 -6,0484 -6,1764 -6,2381 -6,2135 -6,1243 -6,0292 -5,9917 -6,0475 -6,1926 -6,3926 -6,5960 -6,7480 -6,8148 -6,8080 -6,7708 -6,7385 -6,7256 -6,7558 -6,8746 -7,1044 -7,3925 -7,6342 -7,7486 -7,7330 -7,6573 -7,6018 -7,5970 -7,6216 -7,6364 -7,6098 -7,5260 -7,3776 -7,1625 -6,9022 -6,6485 -6,4576 -6,3702 -6,4015 -6,5115 -6,6043 -6,5926 -6,4549 -6,2319 -5,9981 -5,8261 -5,7471 -5,7430 -5,7811 -5,8378 -5,8713 -5,8058 -5,5952 -5,2871 -4,9884 -4,7916 -4,7492 -4,8797 -5,1798 -5,6343 -6,2157 -6,8847 -7,5941 -8,2890 -8,9157 -9,4391 -9,8513 -10,1633 -10,3967 -10,5773 -10,7172 -10,7951 -10,7703 -10,6241 -10,3838 -10,1086 -9,8558 -9,6537 -9,5030 -9,3926 -9,2952 -9,1539 -8,8990 -8,4823 -7,9044 -7,2292 -6,5790 -6,0974 -5,8937 -6,0051 -6,3882 -6,9302 -7,4849 -7,9289 -8,2058 -8,3404 -8,4175 -8,5118 -8,6137 -8,6418 -8,5248 -8,2469 -7,8233 -7,2815 -6,6796 -6,1150 -5,6864 -5,4363 -5,3405 -5,3589 -5,4623 -5,6163 -5,7902 -5,9836 -6,2162 -6,4918 -6,7967 -7,1191 -7,4347 -7,6894 -7,8285 -7,8454 -7,7825 -7,6957 -7,6352 -7,6392 -7,7025 -7,7593 -7,7263 -7,5635 -7,3031 -7,0312 -6,8283 -6,7217 -6,6916 -6,6975 -6,7047 -6,7229 -6,8177 -7,0527 -7,4223 -7,8521 -8,2425 -8,5085 -8,5983 -8,5033 -8,2729 -8,0173 -7,8606 -7,8740 -8,0522 -8,3359 -8,6465 -8,9151 -9,0995 -9,1811 -9,1633 -9,0795 -8,9796 -8,8884 -8,7838 -8,6324 -8,4380 -8,2457 -8,1071 -8,0575 -8,1232 -8,3087 -8,5716 -8,8400 -9,0558 -9,1926 -9,2491 -9,2320 -9,1420 -8,9786 -8,7505 -8,4742 -8,1773 -7,9002 -7,6797
F7    -1,7096 -1,5394 -1,2859 -0,9799 -0,6602 -0,3444 -0,0268 0,2918 0,5783 0,7783 0,8576 0,8371 0,7785 0,7336 0,6982 0,6134 0,4185 0,0947 -0,3459 -0,8801 -1,4650 -2,0267 -2,4725 -2,7122 -2,6838 -2,3842 -1,8664 -1,2067 -0,4910 0,1885 0,7536 1,1605 1,3975 1,4789 1,4430 1,3415 1,2194 1,1061 1,0221 0,9879 1,0156 1,0768 1,0963 1,0059 0,8045 0,5559 0,3352 0,1856 0,1154 0,1102 0,1353 0,1525 0,1492 0,1397 0,1441 0,1767 0,2447 0,3471 0,4657 0,5631 0,6039 0,5661 0,4226 0,1473 -0,2562 -0,7533 -1,2995 -1,8377 -2,2889 -2,5770 -2,6708 -2,5923 -2,3883 -2,1072 -1,7861 -1,4464 -1,1079 -0,8090 -0,5997 -0,5013 -0,4909 -0,5197 -0,5389 -0,5272 -0,4989 -0,4780 -0,4820 -0,5328 -0,6485 -0,8177 -0,9995 -1,1507 -1,2444 -1,2661 -1,2083 -1,0714 -0,8649 -0,6113 -0,3472 -0,1158 0,0336 0,0577 -0,0420 -0,2015 -0,3246 -0,3293 -0,1815 0,0948 0,4355 0,7657 1,0221 1,1677 1,1892 1,0819 0,8536 0,5502 0,2545 0,0447 -0,0397 0,0008 0,1353 0,3110 0,4743 0,5998 0,7020 0,8137 0,9570 1,1328 1,3170 1,4556 1,4764 1,3230 0,9896 0,5306 0,0284 -0,4521 -0,8629 -1,1423 -1,2286 -1,1115 -0,8455 -0,5097 -0,1688 0,1331 0,3623 0,4897 0,5063 0,4402 0,3414 0,2413 0,1342 0,0005 -0,1717 -0,3931 -0,6702 -0,9878 -1,3006 -1,5398 -1,6352 -1,5580 -1,3589 -1,1446 -0,9961 -0,9188 -0,8723 -0,8243 -0,7623 -0,6838 -0,6148 -0,6216 -0,7683 -1,0622 -1,4525 -1,8664 -2,2372 -2,5082 -2,6298 -2,5667 -2,3167 -1,9190 -1,4399 -0,9470 -0,5005 -0,1539 0,0612 0,1520 0,1511 0,0929 0,0145 -0,0460 -0,0647 -0,0387 0,0121 0,0435 0,0082 -0,1130 -0,3011 -0,5140 -0,7076 -0,8581 -0,9693 -1,0532 -1,1107 -1,1313 -1,1003 -1,0178 -0,9163 -0,8379 -0,7889 -0,7322 -0,6187 -0,4166 -0,1304 0,1940 0,4879 0,6964 0,8056 0,8392 0,8262 0,7740 0,6737 0,5330 0,3967 0,3188 0,3091 0,3246 0,3167 0,2654 0,1680 0,0331 -0,1062 -0,1978 -0,2068 -0,1319 0,0108 0,1977 0,3900 0,5362 0,5876 0,5060 0,2628 -0,1617 -0,7673 -1,5178 -2,3373 -3,1282 -3,7928 -4,2479 -4,4396 -4,3571 -4,0419 -3,5849 -3,0985 -2,6795 -2,3956 -2,2933 -2,3864 -2,6265 -2,9114 -3,1438 -3,2778 -3,3111 -3,2567 -3,1407 -3,0051 -2,8890 -2,8203 -2,8201 -2,9000 -3,0663 -3,3256 -3,6657 -4,0378 -4,3682 -4,5874 -4,6596 -4,5983 -4,4613 -4,3299 -4,2748 -4,3256 -4,4589 -4,6073 -4,6878 -4,6419 -4,4715 -4,2397 -4,0368 -3,9348 -3,9644 -4,1178 -4,3558 -4,6183 -4,8515 -5,0220 -5,1004 -5,0519 -4,8539 -4,5157 -4,0849 -3,6375 -3,2518 -2,9830 -2,8540 -2,8585 -2,9717 -3,1633 -3,4085 -3,6923 -4,0095 -4,3539 -4,7064 -5,0406 -5,3305 -5,5496 -5,6803 -5,7280 -5,7123 -5,6459 -5,5365 -5,4075 -5,3003 -5,2524 -5,2740 -5,3452 -5,4374 -5,5429 -5,6809 -5,8705 -6,1024 -6,3440 -6,5624 -6,7424 -6,8931 -7,0406 -7,2040 -7,3752 -7,5205 -7,5986 -7,5760 -7,4399 -7,2101 -6,9335 -6,6666 -6,4624 -6,3599 -6,3710 -6,4724 -6,6181 -6,7678 -6,9028 -7,0233 -7,1344 -7,2337 -7,3132 -7,3640 -7,3792 -7,3618 -7,3276 -7,2857 -7,2132 -7,0696 -6,8410 -6,5624 -6,2954 -6,0856 -5,9435 -5,8611 -5,8285 -5,8299 -5,8373 -5,8228 -5,7757 -5,7046 -5,6306 -5,5813 -5,5799 -5,6331 -5,7295 -5,8534 -6,0012 -6,1808 -6,3948 -6,6312 -6,8659 -7,0718 -7,2296 -7,3261 -7,3430 -7,2582 -7,0700 -6,8161 -6,5523 -6,3052 -6,0594 -5,7937 -5,5123 -5,2419 -5,0108 -4,8362 -4,7236 -4,6617 -4,6246 -4,6048 -4,6324 -4,7405 -4,9333 -5,2037 -5,5590 -6,0133 -6,5630 -7,1681 -7,7387 -8,1450 -8,2717 -8,0761 -7,5954 -6,9368 -6,2655 -5,7540 -5,5128 -5,5432 -5,7385 -5,9606 -6,1402 -6,2924 -6,4479 -6,6129 -6,7867 -6,9545 -7,0684 -7,0988 -7,0873 -7,1157 -7,2471 -7,4972 -7,8216 -8,1184 -8,2795 -8,2677 -8,1214 -7,8932 -7,6235 -7,3610 -7,1659 -7,0829 -7,1128 -7,2195 -7,3656 -7,5234 -7,6644 -7,7559 -7,7489 -7,5875 -7,2673 -6,8603 -6,4588 -6,1234 -5,8894 -5,7875 -5,8304 -5,9880 -6,2001 -6,4184 -6,6248 -6,8257 -7,0268 -7,1926 -7,2396 -7,0831 -6,6950 -6,1405 -5,5657 -5,1237 -4,9110 -4,9738 -5,3265 -5,9229 -6,6393 -7,3190 -7,8502 -8,2323 -8,5648 -8,9503 -9,4196 -9,9387 -10,4435 -10,8674 -11,1616 -11,3017 -11,2891 -11,1548 -10,9444 -10,6835 -10,3800 -10,0590 -9,7548 -9,4700 -9,1769 -8,8478 -8,4711 -8,0686 -7,7005 -7,4186 -7,2217 -7,0776 -6,9666 -6,8896 -6,8676 -6,9460 -7,1695 -7,5376 -7,9979 -8,4737 -8,8902 -9,1882 -9,3262 -9,2843 -9,0823 -8,7879 -8,4878 -8,2508 -8,1024 -8,0092 -7,8908 -7,6751 -7,3626 -7,0416 -6,8292 -6,7928 -6,9197 -7,1372 -7,3483 -7,4718 -7,4795 -7,3940 -7,2506 -7,0810 -6,9304 -6,8676 -6,9581 -7,2202 -7,6010 -7,9979 -8,3123 -8,4997 -8,5817 -8,5956 -8,5365 -8,3594 -8,0297 -7,5681 -7,0504 -6,5810 -6,2608 -6,1407 -6,1967 -6,3747 -6,6396 -6,9621 -7,2869 -7,5552 -7,7492 -7,8855 -7,9733 -8,0070 -7,9946 -7,9633 -7,9430 -7,9712 -8,0950 -8,3350 -8,6608 -9,0177 -9,3530 -9,6119 -9,7459 -9,7432 -9,6342 -9,4535 -9,2019 -8,8615 -8,4531 -8,0583 -7,7656 -7,6114 -7,5859 -7,6736 -7,8671 -8,1472 -8,4660 -8,7617 -8,9857 -9,1146 -9,1473 -9,0957 -8,9750 -8,7974 -8,5826 -8,3611
