Fp1   2,0048 1,2656 0,6050 0,0823 -0,2157 -0,1833 0,2196 0,8889 1,6039 2,1497 2,4332 2,4948 2,3983 2,1284 1,6230 0,8648 -0,0971 -1,1496 -2,0888 -2,6572 -2,6967 -2,2740 -1,6234 -0,9675 -0,4164 -0,0088 0,2060 0,1493 -0,2199 -0,8169 -1,4242 -1,8135 -1,8834 -1,6673 -1,2361 -0,6279 0,1340 0,9694 1,7140 2,2098 2,4099 2,3562 2,0754 1,5441 0,7576 -0,2158 -1,2757 -2,3355 -3,3087 -4,0844 -4,5380 -4,5872 -4,2577 -3,6848 -3,0378 -2,4350 -1,9249 -1,5172 -1,2036 -0,9640 -0,7768 -0,6318 -0,5542 -0,6110 -0,8674 -1,3201 -1,8564 -2,2758 -2,4018 -2,1933 -1,7450 -1,2214 -0,8114 -0,6582 -0,7701 -1,0232 -1,2690 -1,4332 -1,5383 -1,6783 -1,9724 -2,4916 -3,1896 -3,8859 -4,3436 -4,4396 -4,2718 -4,0549 -3,9097 -3,7914 -3,6105 -3,3728 -3,1870 -3,1708 -3,3686 -3,7473 -4,2396 -4,7684 -5,2422 -5,5625 -5,6736 -5,6046 -5,4316 -5,1792 -4,7751 -4,1156 -3,1785 -2,0851 -1,0673 -0,3715 -0,1770 -0,5414 -1,3555 -2,3518 -3,1915 -3,5809 -3,3726 -2,6252 -1,5741 -0,5227 0,2648 0,6260 0,5532 0,1887 -0,2854 -0,7513 -1,1562 -1,4690 -1,6594 -1,7097 -1,6443 -1,5342 -1,4877 -1,6416 -2,1065 -2,8742 -3,7805 -4,5849 -5,1000 -5,2497 -5,0467 -4,5682 -3,9427 -3,2894 -2,6638 -2,0992 -1,6595 -1,4024 -1,3333 -1,4289 -1,6614 -1,9750 -2,2749 -2,4653 -2,4908 -2,3359 -2,0007 -1,5076 -0,9196 -0,3245 0,1982 0,5957 0,8484 0,9945 1,1569 1,5062 2,1481 3,0269 3,9421 4,6770 5,1071 5,2068 5,0176 4,6438 4,2275 3,8797 3,6388 3,4874 3,3818 3,2607 3,0518 2,7070 2,2315 1,6616 1,0259 0,3493 -0,3069 -0,8283 -1,0819 -0,9644 -0,4202 0,5507 1,8571 3,3042 4,6443 5,6551 6,1892 6,1748 5,6218 4,6829 3,6505 2,7807 2,1176 1,5366 0,9262 0,2944 -0,2748 -0,7146 -0,9984 -1,0958 -0,9773 -0,6761 -0,2812 0,1474 0,6217 1,1773 1,7871 2,3179 2,5850 2,4842 2,1066 1,7159 1,5679 1,7284 2,0634 2,3703 2,4807 2,2771 1,7037 0,8131 -0,2274 -1,2038 -1,9359 -2,3299 -2,4056 -2,2556 -1,9466 -1,4698 -0,8054 -0,0285 0,6667 1,0325 0,8619 0,0757 -1,2222 -2,7682 -4,2419 -5,3832 -6,0549 -6,2338 -5,9465 -5,2108 -4,0744 -2,7217 -1,5011 -0,7967 -0,8477 -1,6539 -2,9824 -4,4435 -5,6275 -6,2500 -6,2122 -5,5756 -4,5382 -3,4226 -2,5841 -2,2487 -2,4319 -2,9863 -3,6690 -4,1970 -4,3555 -4,1187 -3,6769 -3,3246 -3,2900 -3,6412 -4,2969 -5,0764 -5,7778 -6,2610 -6,4629 -6,3588 -5,9618 -5,3666 -4,7407 -4,2334 -3,9087 -3,7520 -3,7007 -3,6900 -3,6890 -3,6874 -3,6814 -3,6906 -3,7644 -3,9502 -4,2381 -4,5414 -4,7518 -4,8217 -4,7829 -4,6952 -4,6038 -4,5361 -4,5149 -4,5697 -4,7312 -4,9953 -5,2949 -5,5098 -5,5211 -5,2727 -4,7744 -4,0751 -3,2582 -2,4267 -1,6651 -1,0416 -0,6445 -0,5631 -0,8119 -1,2858 -1,7933 -2,1499 -2,2622 -2,1178 -1,7166 -1,0470 -0,1350 0,9040 1,8650 2,5261 2,7619 2,5914 2,1088 1,4191 0,6515 -0,0295 -0,4770 -0,6303 -0,5198 -0,2160 0,2124 0,7225 1,2944 1,8809 2,3929 2,7879 3,1295 3,5044 3,9147 4,2735 4,4825 4,5159 4,4333 4,3195 4,2364 4,2185 4,2716 4,3692 4,4636 4,5013 4,4375 4,2600 4,0255 3,8887 4,0828 4,8070 6,0590 7,5476 8,8045 9,4223 9,2164 8,2269 6,6551 4,8229 3,1182 1,8915 1,3550 1,5434 2,3361 3,4976 4,7453 5,8610 6,7745 7,5353 8,2031 8,7612 9,1135 9,1663 8,9203 8,4738 7,9490 7,4483 7,0679 6,9003 6,9924 7,3148 7,8152 8,4849 9,3258 10,2874 11,2806 12,2386 13,1444 13,9871 14,6955 15,1334 15,1565 14,6735 13,7002 12,3827 10,9517 9,6301 8,5641 7,8151 7,3939 7,3012 7,5550 8,1749 9,1309 10,3157 11,5692 12,7170 13,6046 14,1180 14,2013 13,8887 13,3068 12,6245 12,0003 11,5591 11,3560 11,3382 11,3705 11,3202 11,1223 10,7941 10,4043 10,0243 9,7250 9,5947 9,6822 9,9062 10,0788 10,0482 9,8101 9,5013 9,3140 9,3970 9,7921 10,4262 11,1441 11,7708 12,1745 12,2898 12,1230 11,7523 11,2802 10,7630 10,1925 9,5424 8,8236 8,1013 7,4824 7,0910 7,0231 7,3080 7,9032 8,7166 9,6360 10,5324 11,2368 11,5624 11,4168 10,8915 10,2078 9,5773 9,1407 9,0058 9,2743 10,0030 11,1566 12,6098 14,2143 15,8612 17,4632 18,8975 19,9979 20,6033 20,6307 20,1216 19,2137 18,0668 16,8196 15,6054 14,5617 13,7845 13,2613 12,8667 12,4559 11,9744 11,4767 11,0544 10,7676 10,6340 10,6521 10,8188 11,1282 11,5552 12,0367 12,4711 12,7438 12,7754 12,5589 12,1459 11,6247 11,1328 10,8485 10,9062 11,3084 11,9354 12,6350 13,2799 13,7775 14,0877 14,2470 14,3472 14,4683 14,6068 14,6613 14,4969 14,0407 13,3208 12,4322 11,4775 10,5267 9,6219 8,8311 8,2816 8,1163 8,4267 9,2133 10,3688 11,7026 13,0341 14,2935 15,5121 16,6910 17,6956 18,3107 18,4072 18,0519 17,4552 16,8357 16,3357 15,9909 15,7155 15,3585 14,8269 14,1584 13,4902 12,9830 12,7557 12,8504 13,2249 13,7787 14,4086 15,0560 15,7058 16,3452 16,9482 17,4857 17,8984 18,0597 17,8218 17,1421 16,1611 15,1393 14,3199 13,8380 13,7066 13,8600 14,2327 14,8017 15,5378 16,3408 17,0564 17,5552 17,7937 17,8179 17,7201 17,5899 17,4749 17,3713 17,2615 17,1386 16,9769
Fz    0,3981 -0,1120 -0,5079 -0,7703 -0,8795 -0,8136 -0,5847 -0,2693 0,0204 0,2090 0,3063 0,3769 0,4532 0,4849 0,3849 0,1026 -0,3598 -0,9536 -1,5686 -2,0465 -2,2586 -2,1881 -1,9285 -1,5974 -1,2657 -0,9633 -0,7211 -0,5858 -0,5894 -0,7051 -0,8385 -0,8780 -0,7552 -0,4559 0,0105 0,6307 1,3699 2,1347 2,7767 3,1679 3,2721 3,1286 2,7861 2,2764 1,6391 0,9376 0,2419 -0,3880 -0,8964 -1,2278 -1,3353 -1,2017 -0,8584 -0,3765 0,1690 0,7237 1,2412 1,6695 1,9694 2,1331 2,1724 2,0965 1,8983 1,5634 1,0982 0,5534 0,0234 -0,3791 -0,5729 -0,5563 -0,4091 -0,2571 -0,2306 -0,4150 -0,8068 -1,3205 -1,8425 -2,2833 -2,6019 -2,8100 -2,9598 -3,1091 -3,2796 -3,4337 -3,4941 -3,4152 -3,2402 -3,0615 -2,9234 -2,7871 -2,5973 -2,3575 -2,1329 -1,9934 -1,9617 -2,0127 -2,1113 -2,2379 -2,3776 -2,4973 -2,5498 -2,5091 -2,3834 -2,1801 -1,8777 -1,4551 -0,9421 -0,4316 -0,0426 0,1292 0,0319 -0,3329 -0,8911 -1,4945 -1,9647 -2,1571 -2,0115 -1,5743 -0,9762 -0,3723 0,1114 0,4033 0,4988 0,4521 0,3358 0,2036 0,0874 0,0165 0,0314 0,1666 0,4180 0,7378 1,0543 1,2917 1,4027 1,4072 1,3952 1,4696 1,6752 1,9886 2,3622 2,7434 3,0672 3,2814 3,3870 3,4218 3,4094 3,3502 3,2415 3,0817 2,8711 2,6251 2,3810 2,1862 2,0817 2,0971 2,2551 2,5645 3,0033 3,5117 4,0027 4,3905 4,6253 4,7266 4,7895 4,9400 5,2610 5,7410 6,2763 6,7249 6,9802 7,0137 6,8698 6,6408 6,4263 6,2861 6,2211 6,1960 6,1720 6,1181 6,0034 5,8008 5,5037 5,1242 4,6761 4,1761 3,6659 3,2217 2,9280 2,8368 2,9681 3,3291 3,8965 4,5789 5,2287 5,7002 5,8998 5,7928 5,3963 4,7977 4,1517 3,5985 3,1739 2,8197 2,4728 2,1275 1,8118 1,5352 1,2850 1,0679 0,9167 0,8512 0,8690 0,9765 1,1975 1,5422 1,9726 2,3900 2,6594 2,6798 2,4648 2,1530 1,9130 1,8292 1,8730 1,9521 1,9575 1,7922 1,4077 0,8388 0,1876 -0,4302 -0,9231 -1,2374 -1,3706 -1,3645 -1,2532 -1,0229 -0,6438 -0,1385 0,3962 0,8096 0,9380 0,6741 0,0354 -0,8351 -1,7386 -2,4984 -3,0024 -3,2083 -3,1180 -2,7443 -2,1218 -1,3547 -0,6310 -0,1532 -0,0405 -0,2871 -0,7800 -1,3452 -1,8027 -2,0200 -1,9405 -1,5863 -1,0518 -0,4890 -0,0625 0,1170 0,0297 -0,2656 -0,6534 -0,9903 -1,1632 -1,1556 -1,0637 -1,0344 -1,1699 -1,4783 -1,8880 -2,2851 -2,5595 -2,6515 -2,5624 -2,3269 -1,9948 -1,6368 -1,3321 -1,1274 -1,0212 -0,9855 -0,9812 -0,9715 -0,9442 -0,9167 -0,9248 -1,0085 -1,1973 -1,4948 -1,8648 -2,2343 -2,5271 -2,7010 -2,7564 -2,7195 -2,6293 -2,5347 -2,4850 -2,5162 -2,6341 -2,8040 -2,9625 -3,0435 -2,9988 -2,8108 -2,4890 -2,0585 -1,5534 -1,0091 -0,4610 0,0358 0,3957 0,5428 0,4685 0,2475 0,0011 -0,1618 -0,1879 -0,0744 0,1673 0,5270 0,9819 1,4819 1,9529 2,3201 2,5449 2,6385 2,6337 2,5556 2,4258 2,2791 2,1606 2,1008 2,1003 2,1422 2,2129 2,3205 2,4920 2,7349 3,0175 3,3099 3,6217 3,9744 4,3550 4,7145 5,0014 5,1926 5,2953 5,3309 5,3288 5,3260 5,3517 5,4056 5,4543 5,4503 5,3590 5,1775 4,9411 4,7299 4,6654 4,8638 5,3471 5,9921 6,5836 6,9324 6,9557 6,6701 6,1470 5,4944 4,8571 4,3882 4,1915 4,2842 4,6022 5,0346 5,4692 5,8402 6,1453 6,4152 6,6697 6,8971 7,0696 7,1746 7,2300 7,2656 7,2943 7,3126 7,3294 7,3811 7,5059 7,7063 7,9572 8,2437 8,5618 8,8992 9,2389 9,5772 9,9277 10,2949 10,6382 10,8736 10,9157 10,7195 10,2999 9,7216 9,0739 8,4505 7,9312 7,5653 7,3653 7,3245 7,4460 7,7458 8,2252 8,8467 9,5340 10,1838 10,6870 10,9621 10,9838 10,7991 10,5073 10,2110 9,9790 9,8419 9,7968 9,8029 9,7887 9,6809 9,4345 9,0531 8,5916 8,1348 7,7754 7,5919 7,6026 7,7286 7,8303 7,8034 7,6475 7,4572 7,3632 7,4644 7,7812 8,2549 8,7834 9,2622 9,6138 9,7997 9,8202 9,7044 9,4833 9,1664 8,7496 8,2458 7,7041 7,2003 6,8171 6,6231 6,6512 6,8854 7,2719 7,7485 8,2691 8,7948 9,2605 9,5750 9,6771 9,5880 9,3923 9,1748 8,9929 8,9042 8,9800 9,2751 9,7935 10,4833 11,2682 12,0841 12,8782 13,5886 14,1405 14,4656 14,5265 14,3340 13,9397 13,4079 12,7965 12,1622 11,5631 11,0407 10,5950 10,1856 9,7718 9,3544 8,9781 8,7003 8,5566 8,5454 8,6344 8,7814 8,9555 9,1464 9,3523 9,5565 9,7159 9,7810 9,7324 9,5912 9,4038 9,2329 9,1516 9,2141 9,4157 9,6887 9,9390 10,0849 10,0838 9,9438 9,7124 9,4491 9,2008 8,9832 8,7727 8,5214 8,1897 7,7688 7,2867 6,7963 6,3497 5,9825 5,7271 5,6294 5,7339 6,0583 6,5814 7,2451 7,9703 8,6906 9,3857 10,0706 10,7295 11,2640 11,5319 11,4522 11,0689 10,5148 9,9329 9,4265 9,0345 8,7187 8,3990 8,0238 7,6053 7,2000 6,8763 6,6909 6,6805 6,8560 7,1975 7,6584 8,1790 8,6986 9,1620 9,5329 9,8006 9,9535 9,9482 9,7263 9,2789 8,6842 8,0787 7,5959 7,3211 7,2740 7,4240 7,7313 8,1718 8,7165 9,3022 9,8375 10,2413 10,4745 10,5449 10,4915 10,3676 10,2242 10,0974 10,0135 9,9861 9,9947
F3    1,1835 0,5511 -0,0305 -0,4715 -0,6842 -0,6127 -0,2869 0,1567 0,5314 0,7121 0,7122 0,6399 0,5759 0,5031 0,3447 0,0358 -0,4462 -1,0629 -1,6821 -2,1143 -2,2336 -2,0693 -1,7678 -1,4702 -1,2412 -1,0935 -1,0378 -1,0935 -1,2562 -1,4622 -1,5976 -1,5578 -1,3002 -0,8378 -0,1954 0,6040 1,5060 2,3869 3,0780 3,4630 3,5492 3,4161 3,1030 2,5806 1,8279 0,9030 -0,0695 -0,9529 -1,6440 -2,0925 -2,2982 -2,2943 -2,1259 -1,8298 -1,4215 -0,9015 -0,2938 0,3225 0,8395 1,1854 1,3583 1,3995 1,3402 1,1837 0,9347 0,6277 0,3268 0,1028 -0,0063 -0,0325 -0,0696 -0,2179 -0,5311 -0,9967 -1,5444 -2,0826 -2,5398 -2,8730 -3,0611 -3,1228 -3,1243 -3,1446 -3,2274 -3,3526 -3,4462 -3,4421 -3,3452 -3,2119 -3,0672 -2,8685 -2,5638 -2,1662 -1,7580 -1,4368 -1,2649 -1,2522 -1,3701 -1,5728 -1,8072 -2,0127 -2,1364 -2,1605 -2,0990 -1,9596 -1,7198 -1,3543 -0,8883 -0,4140 -0,0522 0,0940 -0,0451 -0,4890 -1,1729 -1,9310 -2,5395 -2,8038 -2,6430 -2,1204 -1,4018 -0,6738 -0,0898 0,2589 0,3712 0,3281 0,2333 0,1679 0,1886 0,3390 0,6521 1,1239 1,6792 2,1841 2,4982 2,5300 2,2812 1,8582 1,4343 1,1701 1,1379 1,3164 1,6415 2,0383 2,4248 2,7305 2,9255 3,0132 3,0049 2,9165 2,7655 2,5562 2,2885 1,9847 1,6988 1,5018 1,4518 1,5679 1,8343 2,2249 2,7150 3,2725 3,8455 4,3640 4,7659 5,0429 5,2648 5,5360 5,9176 6,3823 6,8253 7,1255 7,2169 7,1197 6,9179 6,7116 6,5735 6,5312 6,5769 6,6806 6,7898 6,8255 6,7027 6,3856 5,9179 5,3784 4,8140 4,2292 3,6390 3,1185 2,7809 2,7053 2,9113 3,3813 4,0526 4,7994 5,4639 5,9112 6,0566 5,8650 5,3585 4,6444 3,8946 3,2467 2,7278 2,2837 1,8577 1,4342 1,0277 0,6565 0,3426 0,1355 0,0959 0,2406 0,5309 0,9197 1,3808 1,8960 2,4287 2,8942 3,1535 3,0826 2,6891 2,1455 1,6822 1,4432 1,4325 1,5549 1,6727 1,6447 1,3741 0,8556 0,1721 -0,5529 -1,1993 -1,6786 -1,9541 -2,0377 -1,9508 -1,6896 -1,2502 -0,6820 -0,0961 0,3578 0,5258 0,3132 -0,2549 -1,0351 -1,8321 -2,4771 -2,8772 -3,0233 -2,9548 -2,7146 -2,3438 -1,9159 -1,5433 -1,3264 -1,3003 -1,4343 -1,6657 -1,9213 -2,1207 -2,1850 -2,0611 -1,7472 -1,3086 -0,8753 -0,6002 -0,5821 -0,8214 -1,2446 -1,7423 -2,1924 -2,4857 -2,5685 -2,4821 -2,3510 -2,3082 -2,4162 -2,6395 -2,8657 -2,9709 -2,8974 -2,6808 -2,4034 -2,1370 -1,9294 -1,8030 -1,7427 -1,7101 -1,6763 -1,6288 -1,5711 -1,5281 -1,5351 -1,6155 -1,7650 -1,9602 -2,1833 -2,4270 -2,6746 -2,8946 -3,0526 -3,1210 -3,0845 -2,9569 -2,7945 -2,6774 -2,6721 -2,7977 -3,0130 -3,2363 -3,3786 -3,3745 -3,2019 -2,8815 -2,4628 -2,0048 -1,5445 -1,0885 -0,6526 -0,2934 -0,0781 -0,0304 -0,1135 -0,2534 -0,3823 -0,4669 -0,4871 -0,4013 -0,1638 0,2236 0,6930 1,1406 1,4752 1,6585 1,7040 1,6368 1,4806 1,2887 1,1560 1,1737 1,3701 1,6987 2,0763 2,4220 2,6899 2,8806 3,0162 3,1174 3,2229 3,4004 3,6994 4,0989 4,5218 4,8905 5,1663 5,3494 5,4582 5,5166 5,5511 5,5833 5,6143 5,6188 5,5558 5,3962 5,1541 4,8945 4,7236 4,7680 5,1219 5,7699 6,5568 7,2576 7,6939 7,7965 7,5817 7,1055 6,4582 5,7806 5,2365 4,9458 4,9352 5,1400 5,4499 5,7655 6,0346 6,2484 6,4118 6,5237 6,5770 6,5705 6,5239 6,4795 6,4747 6,5118 6,5690 6,6411 6,7591 6,9618 7,2547 7,6084 7,9825 8,3300 8,6086 8,8122 8,9813 9,1744 9,4169 9,6596 9,7955 9,7238 9,4079 8,8923 8,2726 7,6519 7,1140 6,7089 6,4465 6,3054 6,2643 6,3412 6,5924 7,0565 7,7089 8,4627 9,2004 9,8085 10,2046 10,3562 10,2970 10,1182 9,9249 9,7922 9,7485 9,7738 9,8050 9,7609 9,5800 9,2432 8,7795 8,2572 7,7610 7,3785 7,1871 7,2088 7,3719 7,5478 7,6366 7,6134 7,5159 7,4178 7,3902 7,4644 7,6310 7,8605 8,1148 8,3513 8,5329 8,6385 8,6643 8,6106 8,4647 8,2038 7,8202 7,3492 6,8744 6,4998 6,3040 6,3098 6,4848 6,7632 7,0859 7,4335 7,8038 8,1534 8,3902 8,4384 8,3005 8,0510 7,7784 7,5543 7,4533 7,5595 7,9259 8,5385 9,3230 10,1825 11,0289 11,7887 12,4015 12,8266 13,0431 13,0379 12,8078 12,3750 11,7890 11,1119 10,4053 9,7209 9,0900 8,5180 7,9948 7,5191 7,1154 6,8238 6,6748 6,6721 6,7868 6,9629 7,1358 7,2647 7,3516 7,4286 7,5193 7,6080 7,6480 7,6045 7,4844 7,3321 7,2145 7,2073 7,3640 7,6730 8,0486 8,3730 8,5467 8,5244 8,3337 8,0585 7,7885 7,5754 7,4243 7,3061 7,1743 6,9780 6,6798 6,2794 5,8160 5,3456 4,9218 4,5998 4,4380 4,4808 4,7421 5,1962 5,7785 6,4028 6,9918 7,5092 7,9659 8,3715 8,6706 8,7547 8,5540 8,1103 7,5530 7,0193 6,6005 6,3152 6,0982 5,8474 5,5115 5,1182 4,7301 4,4036 4,1776 4,0751 4,1074 4,2724 4,5516 4,9093 5,2955 5,6574 5,9630 6,2073 6,3772 6,4152 6,2455 5,8504 5,3049 4,7384 4,2748 3,9960 3,9228 4,0194 4,2335 4,5324 4,8898 5,2548 5,5616 5,7671 5,8696 5,8924 5,8620 5,8114 5,7795 5,7910 5,8420 5,9020 5,9225
F7    0,4465 0,1468 -0,0393 -0,1604 -0,2474 -0,2905 -0,2563 -0,1445 -0,0055 0,0993 0,1401 0,1305 0,1016 0,0603 -0,0113 -0,1061 -0,1783 -0,1999 -0,1921 -0,1774 -0,1381 -0,0455 0,0901 0,2123 0,2597 0,2042 0,0520 -0,1714 -0,4291 -0,6662 -0,8154 -0,8292 -0,7136 -0,5309 -0,3609 -0,2479 -0,1852 -0,1463 -0,1077 -0,0390 0,0960 0,3087 0,5661 0,8076 0,9751 1,0275 0,9343 0,6796 0,2841 -0,1869 -0,6424 -0,9923 -1,1742 -1,1707 -1,0056 -0,7287 -0,4040 -0,0937 0,1666 0,3722 0,5202 0,5881 0,5500 0,3979 0,1466 -0,1719 -0,5131 -0,8193 -1,0373 -1,1517 -1,1833 -1,1656 -1,1383 -1,1401 -1,1854 -1,2554 -1,3150 -1,3388 -1,3275 -1,3090 -1,3257 -1,4143 -1,5820 -1,7888 -1,9597 -2,0364 -2,0182 -1,9387 -1,8166 -1,6467 -1,4322 -1,2097 -1,0290 -0,9080 -0,8232 -0,7456 -0,6709 -0,6119 -0,5752 -0,5506 -0,5236 -0,4953 -0,4759 -0,4585 -0,4112 -0,3026 -0,1261 0,0858 0,2590 0,3178 0,2453 0,0981 -0,0361 -0,0885 -0,0320 0,1260 0,3716 0,7020 1,1106 1,5701 2,0348 2,4429 2,7318 2,8774 2,9048 2,8459 2,7012 2,4621 2,1558 1,8515 1,6299 1,5538 1,6449 1,8635 2,1171 2,3076 2,3797 2,3331 2,2097 2,0754 1,9943 1,9972 2,0650 2,1561 2,2420 2,3039 2,3132 2,2464 2,1169 1,9764 1,8935 1,9315 2,1139 2,4019 2,7288 3,0499 3,3539 3,6421 3,9118 4,1537 4,3519 4,4817 4,5187 4,4723 4,4191 4,4900 4,7952 5,3444 6,0290 6,6747 7,1168 7,2529 7,0643 6,6226 6,0663 5,5445 5,1672 4,9876 5,0074 5,1865 5,4492 5,7063 5,8978 6,0206 6,1110 6,2039 6,3116 6,4275 6,5355 6,6205 6,6718 6,6868 6,6721 6,6270 6,5206 6,2934 5,8921 5,3102 4,6021 3,8685 3,2207 2,7217 2,3433 1,9928 1,5890 1,1172 0,6251 0,1813 -0,1468 -0,3002 -0,2571 -0,0518 0,2554 0,6182 1,0125 1,4199 1,8064 2,1200 2,3221 2,4166 2,4405 2,4360 2,4307 2,4338 2,4427 2,4346 2,3567 2,1484 1,7819 1,2879 0,7481 0,2573 -0,1206 -0,3714 -0,5201 -0,5995 -0,6174 -0,5468 -0,3428 0,0219 0,5131 1,0187 1,3778 1,4446 1,1514 0,5455 -0,2136 -0,9107 -1,3622 -1,4788 -1,2690 -0,8016 -0,1722 0,5058 1,1047 1,5026 1,6206 1,4606 1,1129 0,7187 0,4058 0,2493 0,2822 0,5061 0,8666 1,2528 1,5481 1,6738 1,5987 1,3450 1,0035 0,7144 0,5850 0,6109 0,6848 0,6835 0,5470 0,2921 -0,0219 -0,3254 -0,5564 -0,6710 -0,6414 -0,4460 -0,0738 0,4529 1,0599 1,6406 2,0998 2,3893 2,5182 2,5332 2,4888 2,4299 2,3741 2,3010 2,1740 1,9830 1,7639 1,5773 1,4630 1,4155 1,4047 1,4087 1,4223 1,4400 1,4410 1,3925 1,2744 1,1087 0,9625 0,9104 0,9884 1,1738 1,4116 1,6589 1,8955 2,1085 2,2872 2,4185 2,4814 2,4583 2,3511 2,1916 2,0466 1,9965 2,0969 2,3577 2,7406 3,1647 3,5368 3,8007 3,9539 4,0136 3,9906 3,8979 3,7651 3,6362 3,5417 3,4827 3,4592 3,4875 3,5686 3,6577 3,6813 3,5991 3,4446 3,2936 3,2118 3,2444 3,4132 3,7013 4,0598 4,4361 4,7842 5,0569 5,2086 5,2181 5,1108 4,9483 4,7935 4,6854 4,6347 4,6274 4,6398 4,6591 4,6903 4,7524 4,8678 5,0426 5,2490 5,4278 5,5159 5,4851 5,3570 5,1777 4,9862 4,8092 4,6714 4,5944 4,5935 4,6861 4,8878 5,1827 5,5132 5,8217 6,0895 6,3150 6,4694 6,5021 6,3880 6,1505 5,8402 5,5130 5,2193 4,9917 4,8474 4,7976 4,8309 4,8918 4,9176 4,9080 4,9388 5,1019 5,4427 5,9395 6,5209 7,0905 7,5502 7,8244 7,8809 7,7319 7,4227 7,0207 6,5968 6,2047 5,8708 5,6015 5,4030 5,2970 5,3135 5,4685 5,7553 6,1494 6,6083 7,0671 7,4408 7,6501 7,6640 7,5211 7,3073 7,1069 6,9634 6,8750 6,8164 6,7513 6,6342 6,4238 6,1133 5,7518 5,4167 5,1625 5,0079 4,9587 5,0088 5,1159 5,1990 5,1777 5,0264 4,7967 4,5780 4,4302 4,3564 4,3279 4,3192 4,3269 4,3628 4,4361 4,5422 4,6610 4,7507 4,7447 4,5732 4,2044 3,6680 3,0422 2,4324 1,9580 1,7181 1,7528 2,0473 2,5626 3,2428 3,9932 4,6726 5,1388 5,3213 5,2477 5,0056 4,6901 4,3824 4,1566 4,0899 4,2415 4,6150 5,1471 5,7371 6,2970 6,7804 7,1666 7,4205 7,4835 7,3185 6,9514 6,4584 5,9242 5,4185 5,0029 4,7301 4,6127 4,5948 4,5689 4,4365 4,1643 3,7942 3,4081 3,0791 2,8404 2,6987 2,6652 2,7550 2,9582 3,2239 3,4703 3,6149 3,6184 3,5135 3,3798 3,2901 3,2824 3,3598 3,4919 3,6258 3,7186 3,7575 3,7417 3,6659 3,5367 3,3939 3,3002 3,3032 3,3943 3,4987 3,5161 3,3793 3,0818 2,6603 2,1637 1,6331 1,0933 0,5674 0,1072 -0,2114 -0,3330 -0,2489 0,0108 0,3840 0,7978 1,2023 1,5670 1,8391 1,9262 1,7404 1,2602 0,5521 -0,2613 -1,0558 -1,7551 -2,3511 -2,8836 -3,3937 -3,8934 -4,3643 -4,7634 -5,0406 -5,1684 -5,1604 -5,0625 -4,9252 -4,7786 -4,6284 -4,4705 -4,3109 -4,1718 -4,0871 -4,0987 -4,2452 -4,5405 -4,9579 -5,4260 -5,8474 -6,1491 -6,3220 -6,4057 -6,4344 -6,3981 -6,2577 -5,9923 -5,6225 -5,1973 -4,7811 -4,4367 -4,2021 -4,0864 -4,0911 -4,2212 -4,4709 -4,8025 -5,1556 -5,4838
