Fp1   4,3516 3,8766 3,5257 3,3049 3,1661 3,0343 2,8448 2,5609 2,1873 1,7609 1,3228 0,9064 0,5486 0,2946 0,1856 0,2332 0,3848 0,5265 0,5473 0,4075 0,1497 -0,1476 -0,4222 -0,6380 -0,7709 -0,8095 -0,7705 -0,7050 -0,6769 -0,7322 -0,8954 -1,1770 -1,5621 -2,0022 -2,4239 -2,7440 -2,9056 -2,9117 -2,8062 -2,6304 -2,4004 -2,1145 -1,7850 -1,4500 -1,1328 -0,8068 -0,4247 0,0351 0,5600 1,1302 1,7380 2,3787 3,0361 3,6734 4,2296 4,6399 4,8686 4,9129 4,7852 4,5200 4,1978 3,9200 3,7474 3,6892 3,7279 3,8170 3,8762 3,8186 3,5721 3,0862 2,3533 1,4244 0,3973 -0,5992 -1,4353 -2,0502 -2,4970 -2,8748 -3,2026 -3,4020 -3,4096 -3,2597 -3,0639 -2,9418 -2,9625 -3,1382 -3,4626 -3,9165 -4,4122 -4,7933 -4,9534 -4,9136 -4,7630 -4,5885 -4,4642 -4,4322 -4,4584 -4,4220 -4,1671 -3,5906 -2,7100 -1,6753 -0,7203 -0,0735 0,1320 -0,1162 -0,7352 -1,5601 -2,3933 -3,1080 -3,6882 -4,1709 -4,5967 -5,0169 -5,5054 -6,1492 -7,0033 -8,0147 -9,0166 -9,8362 -10,3778 -10,5957 -10,4286 -9,8019 -8,7218 -7,3378 -5,8751 -4,5305 -3,4340 -2,6403 -2,1207 -1,7996 -1,6249 -1,5806 -1,6544 -1,8304 -2,0952 -2,4356 -2,8435 -3,3294 -3,9035 -4,5200 -5,0614 -5,4115 -5,5448 -5,5324 -5,4699 -5,4131 -5,3788 -5,3764 -5,4116 -5,4741 -5,5676 -5,7386 -6,0048 -6,2644 -6,3590 -6,2134 -5,8501 -5,3136 -4,6502 -3,9254 -3,2101 -2,5500 -1,9553 -1,4071 -0,8677 -0,3042 0,2727 0,7973 1,1706 1,2923 1,1143 0,6680 0,0401 -0,6438 -1,2258 -1,5651 -1,6139 -1,4384 -1,1532 -0,8501 -0,5768 -0,3289 -0,0594 0,2883 0,7560 1,3455 1,9976 2,6228 3,1643 3,6166 3,9827 4,2105 4,1868 3,8374 3,2513 2,6623 2,2886 2,2316 2,5154 3,1274 3,9663 4,8055 5,3969 5,6388 5,6278 5,5464 5,5166 5,5419 5,5420 5,4192 5,1023 4,5427 3,7045 2,6079 1,3831 0,2397 -0,6278 -1,1231 -1,2884 -1,2752 -1,2485 -1,2829 -1,3285 -1,2768 -1,0625 -0,7025 -0,2487 0,2688 0,8112 1,2605 1,4692 1,3925 1,1017 0,6922 0,2509 -0,1368 -0,4208 -0,5845 -0,5847 -0,3557 0,1219 0,7928 1,5483 2,2566 2,7989 3,1085 3,1702 2,9899 2,6021 2,0840 1,5453 1,1110 0,8731 0,8264 0,8827 0,9620 1,0451 1,1394 1,2293 1,2720 1,2193 1,0337 0,7061 0,2800 -0,1619 -0,5548 -0,8814 -1,1443 -1,3464 -1,5014 -1,6350 -1,7648 -1,8859 -1,9880 -2,0827 -2,1921 -2,3224 -2,4813 -2,6948 -2,9776 -3,3142 -3,6816 -4,0638 -4,4414 -4,7805 -5,0375 -5,1702 -5,1541 -4,9902 -4,6958 -4,2965 -3,8311 -3,3552 -2,9294 -2,5894 -2,3362 -2,1625 -2,0605 -1,9912 -1,8719 -1,6200 -1,1977 -0,6184 0,0378 0,6144 0,9587 1,0206 0,8333 0,4371 -0,1179 -0,7220 -1,2166 -1,4846 -1,5329 -1,4804 -1,4679 -1,5689 -1,7731 -2,0551 -2,4270 -2,8952 -3,4120 -3,9017 -4,3114 -4,6349 -4,8887 -5,0645 -5,1398 -5,1425 -5,1644 -5,2941 -5,5547 -5,9027 -6,2519 -6,4978 -6,5703 -6,4941 -6,3865 -6,3781 -6,5247 -6,7862 -7,0783 -7,3250 -7,4596 -7,4119 -7,1245 -6,5824 -5,8370 -5,0019 -4,2015 -3,5134 -2,9471 -2,4635 -2,0199 -1,6012 -1,2142 -0,8748 -0,6145 -0,4788 -0,5002 -0,6752 -0,9724 -1,3590 -1,8017 -2,2532 -2,6684 -3,0264 -3,3291 -3,5886 -3,8087 -3,9770 -4,0889 -4,1707 -4,2676 -4,4063 -4,5756 -4,7475 -4,9113 -5,0795 -5,2697 -5,4912 -5,7454 -6,0260 -6,3177 -6,5996 -6,8444 -6,9953 -6,9574 -6,6484 -6,0686 -5,3152 -4,5437 -3,9116 -3,5129 -3,3171 -3,1849 -2,9836 -2,6803 -2,3240 -1,9842 -1,7157 -1,5461 -1,4688 -1,4392 -1,3976 -1,3053 -1,1528 -0,9468 -0,7178 -0,5279 -0,4454 -0,5056 -0,7007 -0,9920 -1,3248 -1,6484 -1,9401 -2,2192 -2,5233 -2,8532 -3,1495 -3,3374 -3,3793 -3,2847 -3,0897 -2,8445 -2,6089 -2,4315 -2,3255 -2,2680 -2,2285 -2,1956 -2,1795 -2,2039 -2,2812 -2,3663 -2,3527 -2,1443 -1,7338 -1,1999 -0,6433 -0,1498 0,2123 0,4113 0,4666 0,4323 0,3717 0,3489 0,4179 0,5938 0,8315 1,0499 1,1848 1,2028 1,0818 0,8103 0,4090 -0,0547 -0,4804 -0,7733 -0,8986 -0,9033 -0,8622 -0,8046 -0,7058 -0,5269 -0,2646 0,0072 0,1603 0,1058 -0,1406 -0,5031 -0,9447 -1,4871 -2,1407 -2,8635 -3,5866 -4,2554 -4,8608 -5,4530 -6,1041 -6,8447 -7,6298 -8,3458 -8,8491 -9,0195 -8,7979 -8,1924 -7,2639 -6,1016 -4,7892 -3,3840 -1,9361 -0,5096 0,8282 2,0110 2,9787 3,6994 4,1767 4,4491 4,5910 4,6952 4,8398 5,0544 5,3145 5,5690 5,7556 5,8041 5,6695 5,3611 4,9167 4,3786 3,8171 3,3279 2,9722 2,7420 2,5911 2,4753 2,3739 2,2986 2,2761 2,3200 2,4292 2,5872 2,7457 2,8465 2,8681 2,8264 2,7486 2,6558 2,5451 2,3820 2,1205 1,7472 1,3136 0,9035 0,5737 0,3342 0,1648 0,0267 -0,1310 -0,3525 -0,6400 -0,9370 -1,1606 -1,2532 -1,2007 -1,0272 -0,7856 -0,5468 -0,3839 -0,3506 -0,4650 -0,7091 -1,0273 -1,3385 -1,5712 -1,6841 -1,6680 -1,5470 -1,3725 -1,2033 -1,0846 -1,0315 -1,0195 -0,9890 -0,8767 -0,6571 -0,3469 0,0167 0,3821 0,6802 0,8457 0,8535 0,7295 0,5136 0,2224 -0,1324 -0,4941 -0,7581 -0,8374 -0,7211 -0,4631 -0,1340 0,2044 0,4901 0,6550 0,6465 0,4471 0,0686 -0,4525 -1,0461 -1,6115 -2,0436 -2,2749 -2,2984 -2,1513 -1,8920
Fz    3,2617 2,7647 2,2903 1,8762 1,5309 1,2344 0,9561 0,6761 0,4021 0,1532 -0,0730 -0,2917 -0,4906 -0,6277 -0,6694 -0,6173 -0,5079 -0,3980 -0,3402 -0,3634 -0,4672 -0,6210 -0,7677 -0,8453 -0,8179 -0,6855 -0,4841 -0,2859 -0,1741 -0,1921 -0,3215 -0,5047 -0,6794 -0,8035 -0,8617 -0,8587 -0,8286 -0,8315 -0,9016 -0,9999 -1,0310 -0,9103 -0,6286 -0,2565 0,1203 0,4596 0,7554 1,0074 1,2216 1,4275 1,6752 2,0074 2,4350 2,9301 3,4268 3,8389 4,0972 4,1825 4,1308 4,0223 3,9610 4,0257 4,2233 4,4956 4,7652 4,9598 5,0143 4,8868 4,5684 4,0664 3,3980 2,6095 1,7846 1,0195 0,3803 -0,1337 -0,5844 -1,0235 -1,4079 -1,6136 -1,5503 -1,2429 -0,8080 -0,3889 -0,1116 -0,0596 -0,2586 -0,6654 -1,1540 -1,5428 -1,7018 -1,6321 -1,4150 -1,1352 -0,8786 -0,7385 -0,7538 -0,8533 -0,8935 -0,7492 -0,3752 0,1682 0,7296 1,1406 1,3011 1,1919 0,8455 0,3417 -0,2084 -0,7213 -1,1713 -1,5586 -1,8839 -2,1700 -2,4730 -2,8580 -3,3660 -3,9763 -4,6052 -5,1630 -5,5945 -5,8571 -5,8819 -5,5823 -4,9330 -4,0298 -3,0409 -2,1184 -1,3708 -0,8628 -0,5860 -0,4657 -0,4300 -0,4448 -0,4903 -0,5459 -0,6006 -0,6721 -0,8104 -1,0773 -1,5054 -2,0486 -2,5783 -2,9618 -3,1467 -3,1736 -3,1226 -3,0600 -3,0325 -3,0835 -3,2382 -3,4743 -3,7361 -3,9857 -4,2058 -4,3508 -4,3588 -4,2114 -3,9282 -3,5286 -3,0381 -2,4955 -1,9427 -1,4232 -0,9742 -0,6072 -0,2969 0,0109 0,3599 0,7354 1,0512 1,1937 1,1062 0,8268 0,4511 0,0856 -0,1815 -0,3024 -0,2777 -0,1454 0,0426 0,2407 0,4292 0,6358 0,9139 1,2764 1,6766 2,0616 2,4131 2,7302 3,0055 3,2361 3,4341 3,5942 3,6555 3,5397 3,2447 2,8603 2,4863 2,1919 2,0504 2,1288 2,4159 2,7950 3,1084 3,2657 3,2903 3,2675 3,2660 3,2950 3,3082 3,2524 3,1048 2,8549 2,4743 1,9410 1,2902 0,6157 0,0188 -0,4297 -0,6937 -0,7740 -0,7003 -0,4895 -0,1203 0,4337 1,1495 1,9275 2,6184 3,0954 3,3032 3,2452 2,9783 2,6190 2,2830 2,0097 1,7749 1,5526 1,3442 1,1836 1,1434 1,3005 1,6711 2,1877 2,7328 3,1792 3,4220 3,4125 3,1664 2,7377 2,2040 1,6595 1,1926 0,8640 0,6932 0,6465 0,6601 0,7012 0,7939 0,9642 1,1874 1,4029 1,5485 1,5804 1,4956 1,3442 1,1980 1,0951 1,0240 0,9567 0,8803 0,7945 0,6885 0,5402 0,3591 0,1989 0,1023 0,0699 0,0853 0,1268 0,1679 0,1921 0,1862 0,1242 -0,0173 -0,2375 -0,5112 -0,7953 -1,0313 -1,1595 -1,1500 -1,0148 -0,7933 -0,5318 -0,2739 -0,0573 0,0895 0,1514 0,1295 0,0416 -0,0618 -0,0866 0,0590 0,3932 0,8442 1,2773 1,5362 1,5214 1,2515 0,8280 0,3571 -0,0782 -0,4070 -0,5723 -0,5621 -0,4321 -0,2803 -0,1883 -0,1769 -0,2098 -0,2433 -0,2642 -0,2859 -0,3301 -0,4119 -0,5318 -0,6843 -0,8632 -1,0449 -1,1990 -1,3334 -1,4932 -1,7037 -1,9442 -2,1753 -2,3627 -2,4715 -2,4731 -2,3787 -2,2497 -2,1564 -2,1275 -2,1402 -2,1458 -2,1030 -1,9921 -1,8133 -1,5839 -1,3330 -1,0927 -0,8874 -0,7187 -0,5580 -0,3619 -0,0994 0,2290 0,5895 0,9332 1,2090 1,3668 1,3770 1,2487 1,0125 0,6899 0,2906 -0,1663 -0,6379 -1,0702 -1,4155 -1,6469 -1,7618 -1,7664 -1,6624 -1,4610 -1,2013 -0,9529 -0,7985 -0,7981 -0,9510 -1,1964 -1,4606 -1,7024 -1,9206 -2,1426 -2,4073 -2,7320 -3,0762 -3,3522 -3,4690 -3,3597 -3,0052 -2,4553 -1,8156 -1,2106 -0,7475 -0,4827 -0,3910 -0,3780 -0,3519 -0,2827 -0,1880 -0,0959 -0,0297 0,0048 0,0290 0,0793 0,1809 0,3352 0,5267 0,7315 0,9115 1,0097 0,9720 0,7844 0,4808 0,1176 -0,2489 -0,5691 -0,8123 -0,9799 -1,0967 -1,1842 -1,2460 -1,2789 -1,2814 -1,2388 -1,1197 -0,9066 -0,6232 -0,3220 -0,0546 0,1441 0,2570 0,2905 0,2737 0,2383 0,2147 0,2515 0,4030 0,6835 1,0497 1,4290 1,7540 1,9760 2,0775 2,0786 2,0182 1,9322 1,8522 1,8088 1,8202 1,8754 1,9408 1,9874 2,0022 1,9719 1,8791 1,7201 1,5134 1,2910 1,0899 0,9486 0,8917 0,9140 0,9926 1,1073 1,2480 1,4135 1,5996 1,7780 1,8938 1,8874 1,7240 1,4071 0,9714 0,4750 -0,0112 -0,4259 -0,7369 -0,9446 -1,0853 -1,2267 -1,4327 -1,7205 -2,0539 -2,3671 -2,5881 -2,6522 -2,5119 -2,1520 -1,5996 -0,9085 -0,1254 0,7300 1,6427 2,5761 3,4792 4,2967 4,9761 5,4917 5,8577 6,1120 6,2904 6,4182 6,5130 6,5903 6,6672 6,7532 6,8298 6,8538 6,7939 6,6520 6,4408 6,1663 5,8428 5,4982 5,1573 4,8342 4,5386 4,2806 4,0720 3,9241 3,8374 3,7975 3,7943 3,8308 3,9078 4,0156 4,1379 4,2507 4,3326 4,3704 4,3368 4,1844 3,8777 3,4295 2,9104 2,4158 2,0144 1,7285 1,5467 1,4329 1,3333 1,2034 1,0384 0,8710 0,7401 0,6669 0,6560 0,7012 0,7776 0,8419 0,8492 0,7727 0,6128 0,4007 0,1940 0,0517 0,0001 0,0265 0,1049 0,2158 0,3412 0,4521 0,5154 0,5125 0,4500 0,3639 0,3134 0,3554 0,5166 0,7906 1,1445 1,5224 1,8553 2,0911 2,2184 2,2445 2,1578 1,9517 1,6841 1,4720 1,4116 1,5217 1,7606 2,0663 2,3770 2,6318 2,7739 2,7740 2,6454 2,4278 2,1625 1,8860 1,6327 1,4351 1,3168 1,2890 1,3518 1,4875
F3    2,6719 2,2517 1,8628 1,5192 1,2181 0,9394 0,6584 0,3632 0,0742 -0,1693 -0,3500 -0,4837 -0,5886 -0,6620 -0,6862 -0,6446 -0,5418 -0,4121 -0,3024 -0,2497 -0,2678 -0,3381 -0,4150 -0,4521 -0,4261 -0,3382 -0,2106 -0,0878 -0,0193 -0,0273 -0,1014 -0,2195 -0,3640 -0,5200 -0,6661 -0,7776 -0,8617 -0,9620 -1,0928 -1,1939 -1,1691 -0,9576 -0,5842 -0,1504 0,2463 0,5786 0,8638 1,1144 1,3433 1,5879 1,8976 2,3034 2,8045 3,3615 3,8943 4,3022 4,4995 4,4543 4,2084 3,8681 3,5773 3,4646 3,5822 3,8980 4,3315 4,7730 5,1008 5,2166 5,0608 4,6054 3,8732 2,9629 2,0232 1,1909 0,5402 0,0551 -0,3584 -0,7910 -1,2210 -1,5125 -1,5411 -1,2994 -0,8944 -0,4787 -0,1775 -0,0619 -0,1741 -0,5187 -0,9864 -1,3538 -1,4465 -1,2621 -0,8999 -0,4548 -0,0248 0,2558 0,2869 0,1095 -0,0879 -0,0770 0,2737 0,9130 1,6183 2,1128 2,2160 1,8939 1,2175 0,3447 -0,5095 -1,1732 -1,5850 -1,7659 -1,7863 -1,7743 -1,8997 -2,3222 -3,1208 -4,2075 -5,3447 -6,3001 -6,9510 -7,2583 -7,1946 -6,7192 -5,8426 -4,6943 -3,4754 -2,3707 -1,5297 -1,0476 -0,8954 -0,9357 -1,0540 -1,2150 -1,3995 -1,5548 -1,6136 -1,5513 -1,4244 -1,3569 -1,4787 -1,8320 -2,3221 -2,7764 -3,0576 -3,1399 -3,0885 -2,9863 -2,9099 -2,9396 -3,1217 -3,4184 -3,7560 -4,1282 -4,5652 -5,0010 -5,2912 -5,3594 -5,2161 -4,8706 -4,3211 -3,6016 -2,7921 -1,9983 -1,3222 -0,8251 -0,4922 -0,2377 0,0262 0,3185 0,5615 0,6201 0,4231 0,0237 -0,4804 -1,0065 -1,4635 -1,7479 -1,7988 -1,6471 -1,3947 -1,1482 -0,9582 -0,7863 -0,5544 -0,2374 0,1299 0,5178 0,9324 1,3927 1,9064 2,4716 3,0646 3,5902 3,8600 3,7089 3,1795 2,4934 1,8240 1,2238 0,7498 0,5093 0,5496 0,7677 0,9832 1,1044 1,1938 1,3741 1,6969 2,0855 2,3871 2,4810 2,3336 1,9488 1,3121 0,4366 -0,5649 -1,5090 -2,2321 -2,6529 -2,7940 -2,7629 -2,6761 -2,5592 -2,3229 -1,8493 -1,1001 -0,1587 0,8026 1,6032 2,1045 2,2114 1,9255 1,4026 0,8561 0,4086 0,0787 -0,1578 -0,3400 -0,4810 -0,5174 -0,3456 0,0773 0,6867 1,3492 1,9173 2,2564 2,2642 1,8963 1,1959 0,3064 -0,5846 -1,3329 -1,8648 -2,1676 -2,2867 -2,2947 -2,2296 -2,0861 -1,8659 -1,6041 -1,3465 -1,1313 -0,9930 -0,9514 -0,9923 -1,0770 -1,1810 -1,3104 -1,4740 -1,6563 -1,8311 -1,9874 -2,1259 -2,2340 -2,2930 -2,3112 -2,3148 -2,3172 -2,3270 -2,3531 -2,3844 -2,4035 -2,4179 -2,4588 -2,5624 -2,7524 -3,0182 -3,2952 -3,4898 -3,5353 -3,4222 -3,1904 -2,9063 -2,6392 -2,4453 -2,3528 -2,3578 -2,4370 -2,5541 -2,6439 -2,6069 -2,3565 -1,8808 -1,2535 -0,6173 -0,1568 -0,0169 -0,2141 -0,6516 -1,2013 -1,7418 -2,1571 -2,3577 -2,3212 -2,1136 -1,8680 -1,7184 -1,7224 -1,8349 -1,9720 -2,0949 -2,2167 -2,3539 -2,5004 -2,6463 -2,8186 -3,0653 -3,3834 -3,7177 -4,0369 -4,3496 -4,6588 -4,9521 -5,2169 -5,4309 -5,5511 -5,5409 -5,4122 -5,2311 -5,0815 -5,0183 -5,0402 -5,1054 -5,1665 -5,1826 -5,1174 -4,9490 -4,6820 -4,3567 -4,0369 -3,7655 -3,5325 -3,2906 -2,9948 -2,6350 -2,2425 -1,8711 -1,5832 -1,4417 -1,4748 -1,6469 -1,8955 -2,1885 -2,5296 -2,9220 -3,3382 -3,7281 -4,0496 -4,2860 -4,4404 -4,5171 -4,5145 -4,4383 -4,3141 -4,1860 -4,1004 -4,0859 -4,1396 -4,2320 -4,3338 -4,4355 -4,5403 -4,6567 -4,8083 -5,0199 -5,2738 -5,4999 -5,6076 -5,5102 -5,1591 -4,5877 -3,9095 -3,2748 -2,8234 -2,6308 -2,6594 -2,7863 -2,9017 -2,9686 -3,0010 -3,0292 -3,0770 -3,1452 -3,2089 -3,2291 -3,1730 -3,0311 -2,8145 -2,5466 -2,2680 -2,0415 -1,9347 -1,9956 -2,2396 -2,6419 -3,1289 -3,5950 -3,9551 -4,1855 -4,3142 -4,3789 -4,3958 -4,3617 -4,2742 -4,1327 -3,9343 -3,6924 -3,4502 -3,2541 -3,1235 -3,0557 -3,0422 -3,0674 -3,1033 -3,1291 -3,1389 -3,1031 -2,9545 -2,6440 -2,1989 -1,7124 -1,2886 -1,0027 -0,8841 -0,9158 -1,0479 -1,2192 -1,3768 -1,4826 -1,5107 -1,4543 -1,3356 -1,1956 -1,0761 -1,0160 -1,0433 -1,1572 -1,3263 -1,5046 -1,6433 -1,7027 -1,6702 -1,5683 -1,4318 -1,2781 -1,1017 -0,8878 -0,6401 -0,4084 -0,2797 -0,3293 -0,5731 -0,9723 -1,4757 -2,0292 -2,5576 -2,9844 -3,2735 -3,4441 -3,5620 -3,7174 -3,9763 -4,3383 -4,7407 -5,0928 -5,3092 -5,3297 -5,1229 -4,6863 -4,0518 -3,2853 -2,4578 -1,6105 -0,7583 0,0831 0,8857 1,6002 2,1697 2,5716 2,8295 2,9842 3,0735 3,1339 3,2050 3,3142 3,4567 3,6006 3,7039 3,7302 3,6668 3,5230 3,3025 3,0025 2,6484 2,2959 1,9867 1,7265 1,5069 1,3234 1,1810 1,0984 1,0882 1,1343 1,2154 1,3282 1,4698 1,6294 1,7986 1,9673 2,1205 2,2410 2,2986 2,2401 2,0119 1,6071 1,0934 0,5820 0,1647 -0,1208 -0,2856 -0,3718 -0,4360 -0,5284 -0,6606 -0,7937 -0,8744 -0,8777 -0,8107 -0,6992 -0,5846 -0,5127 -0,5190 -0,6155 -0,7883 -1,0107 -1,2511 -1,4700 -1,6331 -1,7281 -1,7622 -1,7461 -1,6936 -1,6273 -1,5773 -1,5704 -1,6172 -1,6965 -1,7561 -1,7419 -1,6247 -1,4014 -1,0914 -0,7396 -0,4067 -0,1378 0,0580 0,1784 0,1857 0,0324 -0,2615 -0,5868 -0,8209 -0,9048 -0,8457 -0,6851 -0,4781 -0,2848 -0,1610 -0,1432 -0,2386 -0,4330 -0,7020 -1,0140 -1,3246 -1,5768 -1,7163 -1,7118 -1,5550 -1,2646
F7    2,1332 1,9706 1,9448 2,0803 2,3099 2,4946 2,5010 2,2732 1,8431 1,2987 0,7391 0,2383 -0,1571 -0,4040 -0,4583 -0,3052 0,0094 0,3888 0,7313 0,9686 1,0722 1,0354 0,8645 0,5925 0,2846 0,0044 -0,2218 -0,4035 -0,5695 -0,7571 -1,0133 -1,3766 -1,8266 -2,2709 -2,6045 -2,7709 -2,7681 -2,6255 -2,3997 -2,1578 -1,9224 -1,6588 -1,3367 -0,9641 -0,5612 -0,1382 0,3081 0,7780 1,2306 1,5763 1,7383 1,7155 1,5766 1,4080 1,2610 1,1558 1,1313 1,2507 1,5416 1,9455 2,3244 2,5228 2,4439 2,0863 1,5342 0,9101 0,3217 -0,1640 -0,5236 -0,7689 -0,9464 -1,1445 -1,4523 -1,8685 -2,2756 -2,5244 -2,5264 -2,2860 -1,8995 -1,5374 -1,3932 -1,5906 -2,0981 -2,7424 -3,3132 -3,6640 -3,7522 -3,6226 -3,3725 -3,1325 -3,0399 -3,1898 -3,6036 -4,2326 -4,9363 -5,4587 -5,5343 -5,0862 -4,2988 -3,4915 -2,9317 -2,7144 -2,7474 -2,8506 -2,8958 -2,8449 -2,7008 -2,5110 -2,3926 -2,4863 -2,8842 -3,5854 -4,4687 -5,3222 -5,9412 -6,1963 -6,0656 -5,6715 -5,2364 -4,9498 -4,8748 -4,9447 -5,0427 -5,1015 -5,1104 -5,0556 -4,9115 -4,6615 -4,2805 -3,7475 -3,1273 -2,5694 -2,1976 -2,0499 -2,1160 -2,3965 -2,9091 -3,6266 -4,4221 -5,0837 -5,3988 -5,2565 -4,7128 -4,0003 -3,4303 -3,1963 -3,2666 -3,4562 -3,5727 -3,5220 -3,3227 -3,0586 -2,8207 -2,6332 -2,4369 -2,1783 -1,8628 -1,5363 -1,2810 -1,2008 -1,3758 -1,8429 -2,5714 -3,4101 -4,1043 -4,4236 -4,2966 -3,8159 -3,1274 -2,3347 -1,4854 -0,6319 0,0967 0,5556 0,7434 0,8224 0,9536 1,1418 1,2666 1,2548 1,1734 1,1437 1,2026 1,2684 1,2582 1,2050 1,1992 1,2289 1,1521 0,8284 0,2312 -0,5618 -1,4228 -2,1910 -2,6709 -2,7225 -2,3924 -1,8179 -1,0189 0,0515 1,3297 2,6275 3,7185 4,4331 4,7201 4,6261 4,2414 3,6751 3,0430 2,4571 2,0167 1,7778 1,7175 1,7616 1,8398 1,8961 1,8946 1,8420 1,7664 1,6732 1,5502 1,3999 1,2393 1,0743 0,8902 0,6587 0,3426 -0,0640 -0,4646 -0,6696 -0,5151 0,0139 0,7481 1,4299 1,8831 2,0919 2,1524 2,1884 2,2696 2,3780 2,4442 2,3959 2,2089 1,9372 1,6636 1,4390 1,3221 1,4492 1,9513 2,7644 3,6002 4,1355 4,2135 3,8965 3,3661 2,7855 2,2412 1,7821 1,4745 1,3831 1,5084 1,7667 2,0290 2,1725 2,1207 1,8740 1,5025 1,0914 0,6941 0,3290 0,0039 -0,2583 -0,4274 -0,4999 -0,4954 -0,4259 -0,3061 -0,1761 -0,0815 -0,0560 -0,1303 -0,3245 -0,6274 -0,9834 -1,3027 -1,5059 -1,5552 -1,4385 -1,1621 -0,7692 -0,3294 0,0959 0,4587 0,7136 0,8335 0,8316 0,7601 0,6806 0,6337 0,6253 0,6217 0,5623 0,4021 0,1496 -0,1300 -0,3403 -0,3883 -0,2186 0,1331 0,5186 0,7638 0,7939 0,6741 0,5431 0,4974 0,5449 0,6597 0,8341 1,0548 1,2442 1,2651 1,0207 0,5263 -0,1301 -0,8502 -1,5205 -2,0098 -2,2386 -2,2273 -2,0477 -1,7781 -1,5297 -1,4236 -1,4941 -1,6625 -1,8095 -1,8470 -1,7481 -1,5540 -1,3543 -1,2304 -1,2100 -1,2812 -1,4310 -1,6524 -1,9200 -2,1669 -2,2923 -2,1947 -1,8201 -1,2089 -0,5013 0,1299 0,5691 0,7933 0,8472 0,8045 0,7546 0,7901 0,9543 1,1761 1,2958 1,1950 0,8881 0,4907 0,1330 -0,1116 -0,2644 -0,4091 -0,6148 -0,8844 -1,1567 -1,3459 -1,3919 -1,2926 -1,1078 -0,9228 -0,7971 -0,7491 -0,7819 -0,9025 -1,1080 -1,3634 -1,5996 -1,7395 -1,7583 -1,7201 -1,7110 -1,7339 -1,6980 -1,5110 -1,1655 -0,7374 -0,3344 -0,0581 0,0330 -0,0358 -0,1656 -0,2559 -0,2559 -0,1571 0,0241 0,2454 0,4448 0,5694 0,5919 0,5102 0,3488 0,1530 -0,0301 -0,1638 -0,2195 -0,1722 -0,0172 0,2040 0,4049 0,4745 0,3231 -0,0510 -0,5514 -1,0447 -1,4145 -1,5803 -1,5113 -1,2439 -0,8697 -0,4802 -0,1253 0,1684 0,3704 0,4469 0,3839 0,2065 -0,0271 -0,2510 -0,4189 -0,5060 -0,5044 -0,4234 -0,2704 -0,0335 0,3088 0,7665 1,3161 1,8842 2,3588 2,6392 2,6995 2,6084 2,4850 2,4371 2,5261 2,7418 3,0028 3,2094 3,2985 3,2451 3,0472 2,7302 2,3533 1,9961 1,7362 1,6217 1,6430 1,7439 1,8704 2,0006 2,1338 2,2612 2,3502 2,3647 2,3011 2,1885 2,0516 1,8750 1,6039 1,1970 0,6837 0,1604 -0,2594 -0,5051 -0,5872 -0,5923 -0,6284 -0,7463 -0,8989 -0,9867 -0,9403 -0,7496 -0,4325 -0,0040 0,5439 1,2442 2,0989 3,0190 3,8673 4,5549 5,0625 5,3943 5,5487 5,5340 5,4042 5,2615 5,2125 5,3207 5,5780 5,9052 6,1927 6,3474 6,3134 6,0828 5,7005 5,2457 4,8027 4,4429 4,2056 4,0824 4,0328 4,0237 4,0569 4,1649 4,3686 4,6433 4,9347 5,1845 5,3326 5,3218 5,1355 4,8252 4,4833 4,1949 4,0154 3,9608 4,0097 4,1212 4,2471 4,3351 4,3509 4,3055 4,2457 4,2090 4,1902 4,1479 4,0390 3,8497 3,6150 3,4132 3,3241 3,3862 3,5867 3,8714 4,1593 4,3725 4,4654 4,4315 4,3039 4,1436 3,9994 3,8861 3,8075 3,7781 3,8108 3,8999 4,0189 4,1309 4,2097 4,2528 4,2732 4,2729 4,2256 4,1045 3,9276 3,7530 3,6312 3,5713 3,5435 3,5028 3,4207 3,3193 3,2651 3,3064 3,4251 3,5603 3,6657 3,7449 3,8490 4,0359 4,3131 4,6136 4,8298 4,8745 4,7155 4,3726 3,9072 3,4165 3,0133 2,7826 2,7465 2,8714 3,1036
