Fp1   -3,5033 -3,3754 -3,2079 -2,9769 -2,6909 -2,3940 -2,1284 -1,8986 -1,6779 -1,4324 -1,1284 -0,7448 -0,3003 0,1456 0,5271 0,8092 1,0042 1,1528 1,2878 1,4254 1,5840 1,7869 2,0397 2,3163 2,5710 2,7485 2,7746 2,5739 2,1283 1,5099 0,8479 0,2740 -0,0974 -0,1724 0,0879 0,6177 1,2573 1,8391 2,2472 2,4062 2,2635 1,8102 1,0910 0,1758 -0,8557 -1,8871 -2,7570 -3,3107 -3,4735 -3,2901 -2,9078 -2,5085 -2,2288 -2,1218 -2,1729 -2,3364 -2,5589 -2,7866 -2,9710 -3,0758 -3,0789 -2,9858 -2,8429 -2,7171 -2,6534 -2,6505 -2,6698 -2,6624 -2,5915 -2,4541 -2,2948 -2,1878 -2,1822 -2,2677 -2,3954 -2,5086 -2,5463 -2,4497 -2,1852 -1,7608 -1,2238 -0,6507 -0,1364 0,2279 0,3879 0,3455 0,1460 -0,1410 -0,4384 -0,6923 -0,9008 -1,0954 -1,2907 -1,4593 -1,5577 -1,5776 -1,5692 -1,6157 -1,7919 -2,1437 -2,6802 -3,3621 -4,1048 -4,7991 -5,3337 -5,6085 -5,5538 -5,1636 -4,5181 -3,7505 -2,9809 -2,2755 -1,6536 -1,1142 -0,6528 -0,2634 0,0609 0,3174 0,4883 0,5562 0,5253 0,4310 0,3278 0,2597 0,2311 0,2124 0,1706 0,0880 -0,0235 -0,1167 -0,1442 -0,1135 -0,0921 -0,1490 -0,2922 -0,4582 -0,5505 -0,4862 -0,2250 0,2223 0,7971 1,4052 1,9360 2,3037 2,5024 2,6319 2,8501 3,2828 3,9606 4,8232 5,7762 6,7461 7,6931 8,5972 9,4488 10,2435 10,9780 11,6484 12,2515 12,7786 13,2046 13,4907 13,6009 13,5173 13,2489 12,8328 12,3261 11,7936 11,2886 10,8265 10,3740 9,8818 9,3318 8,7477 8,1710 7,6307 7,1211 6,6014 6,0196 5,3422 4,5704 3,7380 2,9015 2,1275 1,4701 0,9505 0,5502 0,2175 -0,1130 -0,4904 -0,9298 -1,4253 -1,9678 -2,5381 -3,0969 -3,5967 -4,0084 -4,3374 -4,6081 -4,8312 -4,9955 -5,0852 -5,0963 -5,0410 -4,9479 -4,8514 -4,7725 -4,7069 -4,6223 -4,4765 -4,2538 -3,9855 -3,7346 -3,5613 -3,4939 -3,5311 -3,6699 -3,9124 -4,2465 -4,6340 -5,0235 -5,3703 -5,6396 -5,8087 -5,8832 -5,9059 -5,9417 -6,0560 -6,2936 -6,6645 -7,1465 -7,6958 -8,2542 -8,7581 -9,1503 -9,3956 -9,4960 -9,4839 -9,3918 -9,2349 -9,0273 -8,7981 -8,5831 -8,4195 -8,3517 -8,4162 -8,6092 -8,8771 -9,1409 -9,3434 -9,4977 -9,6884 -10,0019 -10,4552 -10,9967 -11,5510 -12,0450 -12,4085 -12,5692 -12,4663 -12,0900 -11,5061 -10,8325 -10,1965 -9,6967 -9,3791 -9,2460 -9,2838 -9,4783 -9,8099 -10,2439 -10,7228 -11,1708 -11,5062 -11,6541 -11,5587 -11,1976 -10,5934 -9,8153 -8,9732 -8,2005 -7,6214 -7,3188 -7,3150 -7,5782 -8,0450 -8,6405 -9,2941 -9,9441 -10,5398 -11,0467 -11,4492 -11,7467 -11,9528 -12,0932 -12,1964 -12,2812 -12,3452 -12,3603 -12,2925 -12,1343 -11,9121 -11,6646 -11,4245 -11,2140 -11,0491 -10,9463 -10,9203 -10,9737 -11,0966 -11,2705 -11,4750 -11,7054 -11,9797 -12,3052 -12,6433 -12,9252 -13,0847 -13,0770 -12,9009 -12,6132 -12,3045 -12,0549 -11,9086 -11,8755 -11,9437 -12,0887 -12,2846 -12,5200 -12,7981 -13,1117 -13,4195 -13,6563 -13,7771 -13,7844 -13,7126 -13,6073 -13,5195 -13,4922 -13,5429 -13,6558 -13,7801 -13,8438 -13,7903 -13,6053 -13,3056 -12,9096 -12,4288 -11,8874 -11,3414 -10,8676 -10,5276 -10,3346 -10,2552 -10,2427 -10,2593 -10,2801 -10,2898 -10,2753 -10,2292 -10,1637 -10,1106 -10,1015 -10,1533 -10,2632 -10,3966 -10,4907 -10,4919 -10,4027 -10,2853 -10,2098 -10,1943 -10,2079 -10,2243 -10,2505 -10,2987 -10,3492 -10,3457 -10,2237 -9,9496 -9,5396 -9,0412 -8,5008 -7,9468 -7,3999 -6,8959 -6,4892 -6,2271 -6,1285 -6,1845 -6,3643 -6,6316 -6,9568 -7,3071 -7,6289 -7,8497 -7,8994 -7,7259 -7,3079 -6,6772 -5,9304 -5,1945 -4,5679 -4,0930 -3,7781 -3,6286 -3,6360 -3,7521 -3,8939 -3,9779 -3,9502 -3,7927 -3,5158 -3,1444 -2,7004 -2,2020 -1,6829 -1,2044 -0,8473 -0,6971 -0,8172 -1,2105 -1,7976 -2,4398 -2,9890 -3,3350 -3,4274 -3,2763 -2,9411 -2,5078 -2,0643 -1,6812 -1,3992 -1,2232 -1,1348 -1,1091 -1,1231 -1,1555 -1,1860 -1,2017 -1,1977 -1,1730 -1,1369 -1,1228 -1,1850 -1,3756 -1,7088 -2,1446 -2,6176 -3,0842 -3,5393 -3,9961 -4,4544 -4,8779 -5,1967 -5,3378 -5,2563 -4,9452 -4,4254 -3,7428 -2,9803 -2,2522 -1,6649 -1,2689 -1,0416 -0,9137 -0,8121 -0,6943 -0,5647 -0,4615 -0,4225 -0,4593 -0,5615 -0,7176 -0,9279 -1,2004 -1,5416 -1,9391 -2,3486 -2,7011 -2,9255 -2,9717 -2,8311 -2,5313 -2,1193 -1,6560 -1,1997 -0,7747 -0,3637 0,0627 0,5096 0,9454 1,3233 1,6057 1,7833 1,8891 1,9832 2,1153 2,3050 2,5426 2,7927 3,0100 3,1633 3,2537 3,3192 3,4053 3,5138 3,5856 3,5356 3,2973 2,8430 2,1891 1,3963 0,5610 -0,2066 -0,8046 -1,1478 -1,1759 -0,8710 -0,2762 0,5109 1,3800 2,2426 3,0291 3,6746 4,1167 4,3039 4,2057 3,8163 3,1607 2,3126 1,3955 0,5523 -0,0961 -0,4789 -0,5797 -0,4302 -0,0991 0,3287 0,7759 1,1829 1,5045 1,7038 1,7548 1,6453 1,3684 0,9193 0,3062 -0,4469 -1,3056 -2,2186 -3,1077 -3,8798 -4,4529 -4,7729 -4,8232 -4,6310 -4,2513 -3,7404 -3,1604 -2,5998 -2,1624 -1,9273 -1,9202 -2,1103 -2,4334 -2,8253 -3,2407 -3,6514 -4,0484 -4,4428 -4,8580 -5,3159 -5,8251 -6,3712 -6,9213 -7,4356 -7,8731 -8,1941 -8,3727 -8,4121 -8,3410 -8,2017 -8,0388 -7,9003 -7,8374 -7,8810 -8,0058 -8,1257 -8,1383 -7,9909 -7,7138 -7,3944 -7,1259 -6,9752 -6,9770 -7,1292 -7,3856 -7,6661 -7,8921
Fz    -2,5977 -2,5744 -2,5418 -2,4844 -2,3881 -2,2523 -2,0830 -1,8832 -1,6542 -1,3969 -1,1088 -0,7917 -0,4644 -0,1553 0,1142 0,3305 0,4869 0,5893 0,6561 0,7098 0,7735 0,8697 1,0141 1,2054 1,4191 1,6056 1,6987 1,6429 1,4257 1,0859 0,6932 0,3263 0,0602 -0,0474 0,0227 0,2395 0,5348 0,8345 1,0808 1,2356 1,2769 1,1999 1,0195 0,7630 0,4617 0,1534 -0,1143 -0,2949 -0,3638 -0,3324 -0,2379 -0,1202 -0,0052 0,0946 0,1732 0,2265 0,2489 0,2339 0,1813 0,1049 0,0307 -0,0166 -0,0320 -0,0338 -0,0520 -0,1118 -0,2241 -0,3882 -0,5912 -0,8091 -1,0174 -1,2013 -1,3540 -1,4730 -1,5618 -1,6246 -1,6563 -1,6450 -1,5886 -1,5018 -1,4023 -1,2950 -1,1750 -1,0428 -0,9076 -0,7770 -0,6471 -0,5038 -0,3341 -0,1389 0,0668 0,2643 0,4415 0,5924 0,7057 0,7550 0,7081 0,5500 0,2925 -0,0403 -0,4271 -0,8467 -1,2673 -1,6489 -1,9564 -2,1630 -2,2462 -2,1936 -2,0191 -1,7636 -1,4725 -1,1752 -0,8859 -0,6161 -0,3830 -0,2055 -0,0951 -0,0555 -0,0893 -0,1970 -0,3652 -0,5607 -0,7363 -0,8495 -0,8806 -0,8316 -0,7141 -0,5428 -0,3397 -0,1317 0,0562 0,2023 0,2918 0,3248 0,3180 0,2995 0,3027 0,3553 0,4664 0,6225 0,7918 0,9376 1,0389 1,1053 1,1741 1,2922 1,4943 1,7867 2,1457 2,5300 2,9091 3,2829 3,6724 4,0944 4,5464 5,0066 5,4385 5,7999 6,0567 6,1958 6,2297 6,1895 6,1116 6,0278 5,9598 5,9154 5,8886 5,8709 5,8615 5,8604 5,8544 5,8145 5,7107 5,5279 5,2699 4,9535 4,5998 4,2278 3,8486 3,4653 3,0757 2,6753 2,2612 1,8362 1,4042 0,9644 0,5150 0,0589 -0,3981 -0,8505 -1,2890 -1,6998 -2,0707 -2,3957 -2,6731 -2,9066 -3,1082 -3,2967 -3,4880 -3,6845 -3,8734 -4,0346 -4,1511 -4,2134 -4,2173 -4,1581 -4,0282 -3,8217 -3,5406 -3,1994 -2,8253 -2,4492 -2,0944 -1,7732 -1,4917 -1,2572 -1,0845 -0,9906 -0,9795 -1,0338 -1,1227 -1,2159 -1,2898 -1,3314 -1,3454 -1,3533 -1,3780 -1,4280 -1,4930 -1,5555 -1,6059 -1,6486 -1,6978 -1,7679 -1,8645 -1,9815 -2,1058 -2,2223 -2,3166 -2,3791 -2,4108 -2,4246 -2,4385 -2,4704 -2,5429 -2,6804 -2,8972 -3,1888 -3,5322 -3,8923 -4,2365 -4,5468 -4,8191 -5,0579 -5,2728 -5,4729 -5,6601 -5,8249 -5,9492 -6,0158 -6,0199 -5,9709 -5,8881 -5,7937 -5,7057 -5,6342 -5,5839 -5,5572 -5,5545 -5,5760 -5,6176 -5,6605 -5,6686 -5,6025 -5,4403 -5,1920 -4,8971 -4,6073 -4,3624 -4,1791 -4,0575 -3,9922 -3,9766 -4,0049 -4,0717 -4,1666 -4,2736 -4,3818 -4,4957 -4,6305 -4,7982 -4,9963 -5,2061 -5,4027 -5,5678 -5,6947 -5,7853 -5,8405 -5,8509 -5,7971 -5,6676 -5,4747 -5,2494 -5,0240 -4,8243 -4,6710 -4,5842 -4,5819 -4,6708 -4,8403 -5,0649 -5,3097 -5,5438 -5,7545 -5,9431 -6,1084 -6,2420 -6,3287 -6,3466 -6,2787 -6,1357 -5,9612 -5,8094 -5,7219 -5,7200 -5,8084 -5,9777 -6,2062 -6,4633 -6,7148 -6,9287 -7,0774 -7,1402 -7,1144 -7,0256 -6,9162 -6,8267 -6,7897 -6,8276 -6,9455 -7,1278 -7,3407 -7,5377 -7,6744 -7,7228 -7,6734 -7,5245 -7,2772 -6,9437 -6,5585 -6,1711 -5,8235 -5,5295 -5,2733 -5,0262 -4,7691 -4,5069 -4,2673 -4,0818 -3,9682 -3,9329 -3,9787 -4,1008 -4,2795 -4,4796 -4,6530 -4,7484 -4,7345 -4,6227 -4,4657 -4,3256 -4,2340 -4,1862 -4,1685 -4,1794 -4,2193 -4,2709 -4,2973 -4,2588 -4,1334 -3,9276 -3,6710 -3,4005 -3,1462 -2,9279 -2,7591 -2,6484 -2,5962 -2,5930 -2,6229 -2,6657 -2,7026 -2,7225 -2,7224 -2,7053 -2,6814 -2,6656 -2,6658 -2,6765 -2,6895 -2,7058 -2,7339 -2,7789 -2,8374 -2,9025 -2,9725 -3,0498 -3,1299 -3,2007 -3,2501 -3,2696 -3,2527 -3,1982 -3,1145 -3,0141 -2,8999 -2,7634 -2,5939 -2,3934 -2,1851 -2,0071 -1,8939 -1,8590 -1,8896 -1,9581 -2,0366 -2,1042 -2,1521 -2,1899 -2,2409 -2,3244 -2,4415 -2,5774 -2,7136 -2,8387 -2,9482 -3,0419 -3,1214 -3,1902 -3,2551 -3,3216 -3,3913 -3,4689 -3,5717 -3,7269 -3,9583 -4,2692 -4,6378 -5,0319 -5,4285 -5,8181 -6,1917 -6,5286 -6,7992 -6,9758 -7,0429 -6,9986 -6,8501 -6,6086 -6,2898 -5,9203 -5,5347 -5,1638 -4,8247 -4,5193 -4,2400 -3,9771 -3,7226 -3,4725 -3,2298 -3,0089 -2,8355 -2,7380 -2,7344 -2,8220 -2,9770 -3,1649 -3,3540 -3,5235 -3,6602 -3,7526 -3,7914 -3,7737 -3,7032 -3,5874 -3,4400 -3,2747 -3,0927 -2,8827 -2,6327 -2,3362 -1,9921 -1,6065 -1,1975 -0,7935 -0,4246 -0,1174 0,1076 0,2423 0,2996 0,3120 0,3171 0,3390 0,3803 0,4289 0,4642 0,4547 0,3603 0,1479 -0,1918 -0,6387 -1,1457 -1,6480 -2,0796 -2,3961 -2,5827 -2,6422 -2,5799 -2,4060 -2,1492 -1,8543 -1,5589 -1,2746 -0,9974 -0,7337 -0,5095 -0,3581 -0,3046 -0,3605 -0,5246 -0,7847 -1,1187 -1,4920 -1,8555 -2,1527 -2,3339 -2,3710 -2,2663 -2,0521 -1,7870 -1,5474 -1,4097 -1,4263 -1,6051 -1,9102 -2,2816 -2,6575 -2,9855 -3,2289 -3,3737 -3,4266 -3,4068 -3,3412 -3,2609 -3,1930 -3,1534 -3,1483 -3,1764 -3,2289 -3,2955 -3,3734 -3,4620 -3,5522 -3,6277 -3,6774 -3,7061 -3,7342 -3,7846 -3,8689 -3,9845 -4,1222 -4,2731 -4,4332 -4,6041 -4,7893 -4,9938 -5,2238 -5,4828 -5,7649 -6,0516 -6,3118 -6,5107 -6,6226 -6,6381 -6,5657 -6,4311 -6,2679 -6,0993 -5,9257 -5,7297 -5,4907 -5,2032 -4,8876 -4,5841 -4,3357 -4,1764 -4,1260 -4,1810 -4,3086 -4,4567
F3    -2,6532 -2,6479 -2,6032 -2,5174 -2,3959 -2,2535 -2,1024 -1,9422 -1,7624 -1,5487 -1,2861 -0,9708 -0,6273 -0,3005 -0,0325 0,1534 0,2599 0,3178 0,3719 0,4618 0,6156 0,8512 1,1705 1,5492 1,9335 2,2469 2,4045 2,3417 2,0481 1,5770 1,0207 0,4791 0,0442 -0,2133 -0,2646 -0,1360 0,1067 0,3946 0,6784 0,9242 1,0997 1,1765 1,1393 0,9861 0,7280 0,3985 0,0546 -0,2434 -0,4561 -0,5764 -0,6212 -0,6166 -0,5883 -0,5594 -0,5494 -0,5749 -0,6499 -0,7769 -0,9316 -1,0622 -1,1113 -1,0483 -0,8917 -0,7017 -0,5485 -0,4824 -0,5237 -0,6683 -0,8924 -1,1565 -1,4164 -1,6380 -1,8000 -1,8913 -1,9102 -1,8597 -1,7402 -1,5561 -1,3282 -1,0927 -0,8826 -0,7134 -0,5879 -0,5075 -0,4675 -0,4475 -0,4160 -0,3465 -0,2285 -0,0733 0,0909 0,2347 0,3453 0,4244 0,4702 0,4635 0,3734 0,1787 -0,1225 -0,5215 -1,0052 -1,5488 -2,1067 -2,6202 -3,0325 -3,2936 -3,3629 -3,2196 -2,8786 -2,3881 -1,8074 -1,1874 -0,5705 0,0038 0,4975 0,8815 1,1416 1,2732 1,2768 1,1620 0,9542 0,6922 0,4216 0,1817 -0,0058 -0,1337 -0,1959 -0,1868 -0,1091 0,0212 0,1714 0,2926 0,3368 0,2865 0,1670 0,0319 -0,0602 -0,0672 0,0233 0,1941 0,4085 0,6199 0,7903 0,9139 1,0260 1,1857 1,4416 1,8068 2,2553 2,7449 3,2494 3,7751 4,3465 4,9772 5,6541 6,3406 6,9879 7,5458 7,9751 8,2626 8,4247 8,4900 8,4764 8,3872 8,2251 7,9989 7,7203 7,4071 7,0861 6,7828 6,5055 6,2430 5,9806 5,7151 5,4566 5,2165 4,9941 4,7711 4,5186 4,2111 3,8343 3,3840 2,8689 2,3114 1,7392 1,1719 0,6176 0,0765 -0,4605 -1,0083 -1,5744 -2,1509 -2,7205 -3,2628 -3,7561 -4,1835 -4,5407 -4,8368 -5,0848 -5,2886 -5,4415 -5,5370 -5,5811 -5,5933 -5,5913 -5,5745 -5,5260 -5,4254 -5,2602 -5,0319 -4,7563 -4,4563 -4,1536 -3,8664 -3,6130 -3,4170 -3,3063 -3,2990 -3,3866 -3,5372 -3,7164 -3,9006 -4,0750 -4,2307 -4,3723 -4,5178 -4,6874 -4,8905 -5,1202 -5,3537 -5,5625 -5,7256 -5,8375 -5,9091 -5,9581 -5,9989 -6,0394 -6,0817 -6,1181 -6,1299 -6,0989 -6,0247 -5,9268 -5,8378 -5,7952 -5,8281 -5,9419 -6,1177 -6,3246 -6,5361 -6,7457 -6,9653 -7,2037 -7,4545 -7,7061 -7,9545 -8,1964 -8,4150 -8,5768 -8,6425 -8,5874 -8,4131 -8,1452 -7,8246 -7,4977 -7,2090 -6,9949 -6,8753 -6,8468 -6,8879 -6,9671 -7,0460 -7,0828 -7,0412 -6,9018 -6,6722 -6,3915 -6,1134 -5,8733 -5,6726 -5,4961 -5,3366 -5,2016 -5,1077 -5,0768 -5,1301 -5,2794 -5,5238 -5,8508 -6,2357 -6,6424 -7,0245 -7,3305 -7,5151 -7,5559 -7,4624 -7,2728 -7,0357 -6,7859 -6,5344 -6,2838 -6,0494 -5,8570 -5,7239 -5,6487 -5,6192 -5,6323 -5,6980 -5,8212 -5,9895 -6,1776 -6,3574 -6,5090 -6,6305 -6,7308 -6,8134 -6,8725 -6,8956 -6,8641 -6,7639 -6,6079 -6,4401 -6,3108 -6,2534 -6,2828 -6,4014 -6,5974 -6,8415 -7,0922 -7,3081 -7,4602 -7,5356 -7,5330 -7,4628 -7,3500 -7,2279 -7,1296 -7,0854 -7,1171 -7,2288 -7,4020 -7,5977 -7,7613 -7,8378 -7,7913 -7,6146 -7,3230 -6,9455 -6,5225 -6,1049 -5,7406 -5,4524 -5,2270 -5,0292 -4,8285 -4,6195 -4,4235 -4,2706 -4,1754 -4,1325 -4,1353 -4,1857 -4,2811 -4,4032 -4,5223 -4,6055 -4,6252 -4,5721 -4,4690 -4,3676 -4,3200 -4,3439 -4,4205 -4,5239 -4,6440 -4,7779 -4,9073 -4,9872 -4,9587 -4,7765 -4,4327 -3,9606 -3,4180 -2,8650 -2,3490 -1,9041 -1,5536 -1,3088 -1,1677 -1,1171 -1,1359 -1,2050 -1,3114 -1,4425 -1,5843 -1,7268 -1,8631 -1,9764 -2,0351 -2,0099 -1,8985 -1,7282 -1,5383 -1,3656 -1,2411 -1,1873 -1,2072 -1,2748 -1,3421 -1,3592 -1,2923 -1,1347 -0,9106 -0,6674 -0,4494 -0,2749 -0,1383 -0,0307 0,0411 0,0498 -0,0399 -0,2477 -0,5581 -0,9181 -1,2570 -1,5117 -1,6439 -1,6478 -1,5521 -1,4086 -1,2716 -1,1823 -1,1601 -1,2005 -1,2787 -1,3618 -1,4232 -1,4518 -1,4513 -1,4380 -1,4324 -1,4500 -1,4998 -1,5895 -1,7344 -1,9566 -2,2691 -2,6600 -3,0974 -3,5475 -3,9865 -4,3976 -4,7642 -5,0655 -5,2789 -5,3873 -5,3814 -5,2587 -5,0274 -4,7146 -4,3682 -4,0417 -3,7712 -3,5620 -3,3899 -3,2154 -3,0018 -2,7299 -2,4064 -2,0642 -1,7514 -1,5136 -1,3767 -1,3440 -1,4045 -1,5391 -1,7235 -1,9337 -2,1521 -2,3644 -2,5534 -2,6978 -2,7750 -2,7661 -2,6615 -2,4706 -2,2178 -1,9241 -1,5995 -1,2489 -0,8784 -0,4996 -0,1331 0,1916 0,4449 0,6127 0,7001 0,7223 0,6989 0,6562 0,6235 0,6244 0,6701 0,7615 0,8936 1,0535 1,2076 1,2975 1,2549 1,0255 0,5921 -0,0109 -0,7015 -1,3762 -1,9462 -2,3575 -2,5866 -2,6287 -2,4927 -2,2054 -1,8124 -1,3621 -0,8888 -0,4175 0,0199 0,3793 0,6114 0,6748 0,5445 0,2193 -0,2719 -0,8725 -1,5070 -2,0927 -2,5539 -2,8356 -2,9124 -2,7935 -2,5219 -2,1656 -1,8075 -1,5332 -1,4084 -1,4540 -1,6441 -1,9333 -2,2812 -2,6574 -3,0368 -3,3984 -3,7233 -3,9945 -4,2020 -4,3436 -4,4218 -4,4456 -4,4341 -4,4096 -4,3834 -4,3570 -4,3349 -4,3250 -4,3278 -4,3349 -4,3391 -4,3444 -4,3677 -4,4276 -4,5305 -4,6693 -4,8345 -5,0236 -5,2389 -5,4818 -5,7543 -6,0650 -6,4268 -6,8383 -7,2683 -7,6615 -7,9615 -8,1324 -8,1638 -8,0615 -7,8448 -7,5539 -7,2448 -6,9659 -6,7362 -6,5429 -6,3570 -6,1584 -5,9550 -5,7793 -5,6691 -5,6534 -5,7480 -5,9474 -6,2201 -6,5189
F7    -1,8821 -1,9090 -1,9456 -1,9628 -1,9452 -1,8936 -1,8154 -1,7147 -1,5959 -1,4682 -1,3366 -1,1960 -1,0401 -0,8650 -0,6649 -0,4350 -0,1727 0,1271 0,4632 0,8175 1,1614 1,4750 1,7525 1,9932 2,1971 2,3639 2,4820 2,5264 2,4799 2,3500 2,1595 1,9337 1,6987 1,4825 1,3004 1,1398 0,9695 0,7683 0,5369 0,2848 0,0168 -0,2676 -0,5691 -0,8834 -1,1922 -1,4557 -1,6235 -1,6618 -1,5759 -1,4081 -1,2145 -1,0415 -0,9176 -0,8524 -0,8375 -0,8575 -0,9044 -0,9757 -1,0622 -1,1451 -1,2014 -1,2155 -1,1866 -1,1278 -1,0613 -1,0111 -0,9926 -1,0070 -1,0464 -1,1024 -1,1680 -1,2338 -1,2826 -1,2930 -1,2552 -1,1742 -1,0505 -0,8703 -0,6208 -0,3063 0,0498 0,4093 0,7295 0,9766 1,1333 1,1958 1,1671 1,0580 0,8919 0,6954 0,4850 0,2682 0,0529 -0,1522 -0,3433 -0,5238 -0,7041 -0,8976 -1,1134 -1,3483 -1,5861 -1,8049 -1,9869 -2,1246 -2,2176 -2,2620 -2,2435 -2,1476 -1,9788 -1,7616 -1,5222 -1,2734 -1,0099 -0,7140 -0,3744 -0,0038 0,3677 0,7110 1,0100 1,2606 1,4659 1,6347 1,7804 1,9130 2,0268 2,0967 2,0910 1,9894 1,7985 1,5570 1,3195 1,1309 1,0091 0,9509 0,9488 0,9982 1,0905 1,2131 1,3565 1,5170 1,6910 1,8709 2,0462 2,2163 2,4055 2,6658 3,0508 3,5804 4,2259 4,9226 5,6017 6,2218 6,7705 7,2448 7,6452 7,9880 8,3053 8,6239 8,9477 9,2603 9,5366 9,7530 9,8949 9,9604 9,9607 9,9181 9,8574 9,7956 9,7394 9,6822 9,6010 9,4608 9,2295 8,8951 8,4786 8,0242 7,5683 7,1146 6,6381 6,1155 5,5543 4,9956 4,4933 4,0856 3,7752 3,5351 3,3302 3,1317 2,9187 2,6794 2,4107 2,1086 1,7642 1,3713 0,9345 0,4695 -0,0032 -0,4656 -0,9050 -1,3113 -1,6713 -1,9673 -2,1876 -2,3403 -2,4515 -2,5435 -2,6186 -2,6661 -2,6806 -2,6737 -2,6715 -2,7008 -2,7729 -2,8742 -2,9719 -3,0360 -3,0619 -3,0661 -3,0645 -3,0600 -3,0488 -3,0283 -2,9996 -2,9708 -2,9654 -3,0140 -3,1281 -3,2887 -3,4634 -3,6329 -3,7983 -3,9695 -4,1512 -4,3377 -4,5099 -4,6389 -4,7022 -4,6952 -4,6270 -4,5116 -4,3671 -4,2155 -4,0767 -3,9678 -3,9100 -3,9256 -4,0254 -4,2044 -4,4447 -4,7245 -5,0313 -5,3643 -5,7217 -6,0885 -6,4430 -6,7655 -7,0396 -7,2521 -7,3936 -7,4592 -7,4534 -7,3875 -7,2707 -7,1078 -6,9058 -6,6751 -6,4317 -6,2059 -6,0435 -5,9856 -6,0447 -6,1933 -6,3732 -6,5185 -6,5810 -6,5465 -6,4313 -6,2612 -6,0587 -5,8479 -5,6585 -5,5185 -5,4423 -5,4249 -5,4440 -5,4660 -5,4583 -5,4067 -5,3265 -5,2532 -5,2221 -5,2517 -5,3414 -5,4780 -5,6410 -5,8043 -5,9419 -6,0365 -6,0813 -6,0807 -6,0481 -6,0007 -5,9545 -5,9263 -5,9312 -5,9767 -6,0605 -6,1692 -6,2810 -6,3768 -6,4466 -6,4841 -6,4906 -6,4826 -6,4856 -6,5157 -6,5720 -6,6374 -6,6841 -6,6915 -6,6650 -6,6303 -6,6079 -6,5996 -6,5963 -6,5934 -6,5963 -6,6124 -6,6392 -6,6633 -6,6713 -6,6563 -6,6186 -6,5709 -6,5407 -6,5554 -6,6267 -6,7480 -6,8966 -7,0435 -7,1656 -7,2488 -7,2868 -7,2850 -7,2573 -7,2038 -7,0975 -6,9044 -6,6203 -6,2855 -5,9702 -5,7422 -5,6314 -5,6142 -5,6320 -5,6283 -5,5746 -5,4720 -5,3365 -5,1895 -5,0566 -4,9658 -4,9484 -5,0365 -5,2450 -5,5500 -5,8899 -6,1929 -6,4075 -6,5146 -6,5155 -6,4120 -6,2040 -5,9023 -5,5379 -5,1555 -4,7975 -4,4880 -4,2268 -3,9998 -3,7941 -3,6056 -3,4366 -3,2900 -3,1643 -3,0534 -2,9483 -2,8414 -2,7345 -2,6389 -2,5666 -2,5248 -2,5187 -2,5524 -2,6264 -2,7344 -2,8591 -2,9690 -3,0269 -3,0106 -2,9237 -2,7843 -2,6071 -2,4003 -2,1731 -1,9365 -1,6999 -1,4680 -1,2442 -1,0373 -0,8629 -0,7372 -0,6679 -0,6478 -0,6542 -0,6552 -0,6250 -0,5575 -0,4685 -0,3910 -0,3642 -0,4165 -0,5497 -0,7370 -0,9321 -1,0850 -1,1609 -1,1567 -1,1006 -1,0316 -0,9771 -0,9476 -0,9407 -0,9444 -0,9424 -0,9239 -0,8879 -0,8418 -0,8012 -0,7826 -0,7881 -0,8019 -0,8108 -0,8225 -0,8609 -0,9472 -1,0810 -1,2395 -1,3984 -1,5527 -1,7123 -1,8865 -2,0765 -2,2724 -2,4497 -2,5722 -2,6071 -2,5363 -2,3569 -2,0771 -1,7202 -1,3284 -0,9528 -0,6343 -0,3968 -0,2524 -0,2013 -0,2266 -0,2983 -0,3898 -0,4855 -0,5787 -0,6662 -0,7466 -0,8202 -0,8878 -0,9490 -0,9987 -1,0241 -1,0062 -0,9285 -0,7899 -0,6096 -0,4177 -0,2384 -0,0846 0,0412 0,1482 0,2519 0,3621 0,4777 0,5928 0,7087 0,8319 0,9650 1,1079 1,2630 1,4312 1,6074 1,7803 1,9359 2,0601 2,1411 2,1701 2,1420 2,0521 1,8918 1,6520 1,3343 0,9590 0,5626 0,1882 -0,1240 -0,3450 -0,4643 -0,4898 -0,4349 -0,3072 -0,1114 0,1401 0,4298 0,7507 1,1103 1,5099 1,9261 2,3137 2,6243 2,8193 2,8726 2,7772 2,5581 2,2670 1,9592 1,6771 1,4494 1,2934 1,2152 1,2045 1,2345 1,2692 1,2757 1,2350 1,1447 1,0164 0,8705 0,7271 0,5995 0,4882 0,3759 0,2315 0,0276 -0,2446 -0,5743 -0,9393 -1,3124 -1,6672 -1,9812 -2,2330 -2,4040 -2,4929 -2,5253 -2,5437 -2,5845 -2,6602 -2,7527 -2,8255 -2,8481 -2,8124 -2,7326 -2,6385 -2,5677 -2,5539 -2,6197 -2,7749 -3,0126 -3,3078 -3,6285 -3,9506 -4,2638 -4,5683 -4,8673 -5,1599 -5,4389 -5,6914 -5,8995 -6,0456 -6,1157 -6,0979 -5,9834 -5,7765 -5,5019 -5,2014 -4,9215 -4,6988 -4,5507 -4,4780 -4,4731 -4,5210 -4,5985 -4,6826
