Fp1   -0,2365 -0,6700 -1,0773 -1,3774 -1,4978 -1,4099 -1,1475 -0,7927 -0,4462 -0,1987 -0,0979 -0,1269 -0,2254 -0,3379 -0,4399 -0,5261 -0,5866 -0,5916 -0,4952 -0,2623 0,1058 0,5721 1,0818 1,5830 2,0382 2,4238 2,7179 2,8827 2,8655 2,6326 2,2067 1,6583 1,0654 0,4873 -0,0284 -0,4253 -0,6470 -0,6833 -0,5988 -0,4983 -0,4547 -0,4692 -0,4972 -0,5059 -0,5157 -0,5915 -0,7950 -1,1517 -1,6518 -2,2638 -2,9406 -3,6088 -4,1636 -4,5005 -4,5687 -4,4037 -4,1106 -3,8075 -3,5684 -3,4031 -3,2814 -3,1762 -3,0838 -3,0125 -2,9578 -2,8808 -2,7013 -2,3209 -1,6706 -0,7588 0,3088 1,3641 2,2584 2,9319 3,4055 3,7132 3,8564 3,8271 3,6585 3,4300 3,2272 3,1022 3,0626 3,0914 3,1719 3,2950 3,4539 3,6271 3,7703 3,8337 3,7908 3,6535 3,4693 3,3053 3,2359 3,3270 3,6069 4,0427 4,5439 4,9881 5,2562 5,2746 5,0440 4,6286 4,1215 3,6161 3,1756 2,7993 2,4256 1,9913 1,4980 1,0170 0,6320 0,3840 0,2667 0,2587 0,3442 0,5077 0,7220 0,9439 1,1247 1,2448 1,3315 1,4264 1,5481 1,6976 1,8752 2,0777 2,2864 2,4644 2,5739 2,5999 2,5553 2,4682 2,3784 2,3389 2,4089 2,6416 3,0588 3,6134 4,1877 4,6516 4,9421 5,0998 5,2411 5,4857 5,8869 6,4156 6,9881 7,4928 7,8103 7,8508 7,6097 7,1887 6,7456 6,4160 6,2726 6,3336 6,5863 6,9979 7,5034 8,0001 8,3866 8,6194 8,7218 8,7396 8,6923 8,5593 8,2991 7,8856 7,3463 6,7707 6,2624 5,8757 5,6023 5,4197 5,3300 5,3375 5,4118 5,4945 5,5310 5,4878 5,3650 5,2133 5,1165 5,1374 5,2765 5,4713 5,6258 5,6631 5,5728 5,4093 5,2484 5,1384 5,0824 5,0589 5,0489 5,0321 4,9649 4,7756 4,3932 3,7931 3,0225 2,1924 1,4436 0,8933 0,5867 0,4976 0,5722 0,7652 1,0406 1,3592 1,6781 1,9495 2,1146 2,1215 1,9696 1,7281 1,4943 1,3309 1,2399 1,1906 1,1617 1,1509 1,1652 1,2244 1,3573 1,5796 1,8805 2,2327 2,6117 3,0159 3,4662 3,9675 4,4767 4,9274 5,2841 5,5598 5,7848 5,9653 6,0659 6,0301 5,8245 5,4706 5,0406 4,6254 4,2976 4,0721 3,8936 3,6902 3,4420 3,1765 2,9132 2,6320 2,2941 1,8925 1,4842 1,1606 0,9778 0,9139 0,8869 0,8120 0,6466 0,4020 0,1347 -0,0693 -0,1245 0,0130 0,3178 0,7122 1,1171 1,4852 1,7855 1,9811 2,0455 1,9942 1,8857 1,7908 1,7537 1,7645 1,7656 1,6892 1,4956 1,1877 0,8104 0,4471 0,2034 0,1657 0,3607 0,7479 1,2496 1,7987 2,3652 2,9330 3,4570 3,8697 4,1393 4,2951 4,3845 4,4274 4,4241 4,3892 4,3547 4,3380 4,3161 4,2511 4,1390 4,0214 3,9553 3,9889 4,1554 4,4672 4,9041 5,4130 5,9239 6,3724 6,7197 6,9728 7,1816 7,4044 7,6702 7,9685 8,2544 8,4573 8,4992 8,3267 7,9420 7,4176 6,8760 6,4290 6,1205 5,9281 5,8241 5,8349 6,0318 6,4594 7,0749 7,7454 8,2937 8,5706 8,5251 8,2273 7,8166 7,4230 7,1243 6,9467 6,8828 6,9084 6,9911 7,0934 7,1824 7,2432 7,2733 7,2695 7,2274 7,1446 7,0142 6,8167 6,5243 6,1166 5,6062 5,0583 4,5769 4,2655 4,1895 4,3641 4,7682 5,3572 6,0582 6,7740 7,4247 7,9846 8,4707 8,8993 9,2526 9,4760 9,5153 9,3638 9,0720 8,7177 8,3788 8,1266 8,0186 8,0780 8,2715 8,5082 8,6744 8,6982 8,5989 8,4680 8,4013 8,4476 8,6075 8,8563 9,1587 9,4742 9,7652 10,0080 10,1951 10,3377 10,4727 10,6518 10,9055 11,2115 11,5028 11,7156 11,8310 11,8743 11,8753 11,8302 11,7076 11,4970 11,2509 11,0641 11,0062 11,0829 11,2469 11,4263 11,5579 11,6137 11,6073 11,5766 11,5465 11,5021 11,4014 11,2017 10,8697 10,3895 9,7801 9,1033 8,4538 7,9415 7,6579 7,6304 7,8034 8,0754 8,3528 8,5687 8,6858 8,7178 8,7421 8,8667 9,1752 9,6851 10,3283 10,9681 11,4593 11,7137 11,7246 11,5386 11,2027 10,7385 10,1627 9,5243 8,9231 8,4850 8,3126 8,4564 8,9101 9,6066 10,4319 11,2614 11,9832 12,5068 12,7853 12,8372 12,7285 12,5233 12,2444 11,8756 11,3987 10,8363 10,2667 9,7975 9,5143 9,4379 9,5295 9,7251 9,9514 10,1276 10,1798 10,0610 9,7638 9,3244 8,8122 8,2973 7,8166 7,3691 6,9421 6,5356 6,1670 5,8663 5,6667 5,5889 5,6313 5,7828 6,0281 6,3324 6,6373 6,8824 7,0311 7,0724 7,0133 6,8806 6,7115 6,5207 6,2951 6,0383 5,7979 5,6330 5,5781 5,6517 5,8827 6,3047 6,9296 7,7394 8,7046 9,7947 10,9736 12,1991 13,4303 14,6266 15,7355 16,6843 17,3886 17,7746 17,8070 17,5105 16,9676 16,2829 15,5440 14,8060 14,0994 13,4455 12,8583 12,3316 11,8347 11,3308 10,7992 10,2360 9,6459 9,0449 8,4628 7,9354 7,4866 7,1104 6,7789 6,4648 6,1555 5,8542 5,5700 5,3104 5,0817 4,8763 4,6559 4,3727 4,0268 3,6918 3,4649 3,3913 3,4433 3,5643 3,7135 3,8621 3,9698 3,9917 3,9142 3,7665 3,5944 3,4396 3,3363 3,2996 3,3153 3,3604 3,4324 3,5513 3,7411 4,0146 4,3548 4,7040 4,9846 5,1408 5,1568 5,0491 4,8535 4,6137 4,3643 4,1220 3,8947 3,6926 3,5333 3,4471 3,4714 3,6184 3,8490 4,0870 4,2609 4,3393 4,3362 4,2830
Fz    -0,0901 -0,2639 -0,4880 -0,7256 -0,9152 -1,0181 -1,0353 -0,9876 -0,8978 -0,7864 -0,6668 -0,5394 -0,3973 -0,2396 -0,0777 0,0636 0,1526 0,1683 0,1181 0,0358 -0,0392 -0,0782 -0,0686 -0,0058 0,1105 0,2736 0,4652 0,6529 0,7903 0,8390 0,7977 0,7000 0,5810 0,4568 0,3388 0,2616 0,2803 0,4240 0,6497 0,8541 0,9442 0,8937 0,7412 0,5453 0,3371 0,1072 -0,1716 -0,5304 -0,9954 -1,5647 -2,1932 -2,8057 -3,3200 -3,6678 -3,8160 -3,7820 -3,6219 -3,3956 -3,1393 -2,8669 -2,5935 -2,3497 -2,1698 -2,0753 -2,0735 -2,1473 -2,2325 -2,2228 -2,0156 -1,5625 -0,8989 -0,1320 0,6109 1,2416 1,7264 2,0603 2,2416 2,2791 2,2121 2,1080 2,0342 2,0354 2,1234 2,2743 2,4356 2,5520 2,5943 2,5627 2,4747 2,3638 2,2722 2,2337 2,2670 2,3826 2,5934 2,9152 3,3492 3,8633 4,3833 4,8031 5,0156 4,9576 4,6451 4,1698 3,6608 3,2361 2,9618 2,8261 2,7534 2,6629 2,5222 2,3497 2,1756 2,0114 1,8536 1,7044 1,5752 1,4725 1,3932 1,3336 1,2988 1,3096 1,3976 1,5799 1,8415 2,1494 2,4665 2,7529 2,9701 3,0879 3,0966 3,0117 2,8590 2,6560 2,4192 2,1788 1,9784 1,8622 1,8615 1,9760 2,1645 2,3673 2,5479 2,7228 2,9506 3,2848 3,7318 4,2548 4,8053 5,3358 5,7921 6,1170 6,2767 6,2895 6,2217 6,1602 6,1887 6,3676 6,7146 7,1914 7,7008 8,1119 8,3261 8,3322 8,2001 8,0249 7,8718 7,7511 7,6225 7,4259 7,1251 6,7255 6,2598 5,7635 5,2695 4,8243 4,4968 4,3421 4,3571 4,4900 4,6860 4,9098 5,1425 5,3790 5,6132 5,8130 5,9229 5,8960 5,7239 5,4565 5,1993 5,0661 5,1166 5,3277 5,6095 5,8509 5,9700 5,9303 5,7206 5,3321 4,7661 4,0611 3,3035 2,6070 2,0731 1,7504 1,6268 1,6599 1,8092 2,0336 2,2771 2,4797 2,6083 2,6692 2,6798 2,6348 2,5142 2,3195 2,0835 1,8486 1,6450 1,4902 1,3994 1,3792 1,4138 1,4725 1,5337 1,5920 1,6531 1,7328 1,8565 2,0562 2,3523 2,7142 3,0537 3,2847 3,3923 3,4325 3,4716 3,5337 3,5951 3,6140 3,5649 3,4565 3,3333 3,2610 3,2989 3,4620 3,7015 3,9383 4,1198 4,2247 4,2363 4,1419 3,9542 3,7227 3,5247 3,4274 3,4422 3,5083 3,5262 3,4192 3,1813 2,8777 2,6041 2,4361 2,4041 2,4945 2,6601 2,8374 2,9732 3,0397 3,0188 2,8898 2,6483 2,3303 2,0079 1,7594 1,6404 1,6603 1,7755 1,9132 2,0102 2,0395 2,0186 2,0015 2,0582 2,2467 2,5879 3,0535 3,5798 4,1041 4,5952 5,0447 5,4371 5,7487 5,9778 6,1508 6,2854 6,3685 6,3775 6,3055 6,1605 5,9480 5,6592 5,2911 4,8822 4,5059 4,2293 4,0900 4,1027 4,2571 4,5063 4,7749 4,9931 5,1159 5,1210 5,0209 4,8675 4,7284 4,6613 4,7042 4,8601 5,0776 5,2534 5,2777 5,1008 4,7735 4,4292 4,2054 4,1671 4,2967 4,5500 4,9016 5,3380 5,8258 6,3015 6,6848 6,9026 6,9175 6,7511 6,4780 6,1820 5,9140 5,6833 5,4762 5,2828 5,1085 4,9650 4,8485 4,7314 4,5888 4,4320 4,3041 4,2470 4,2744 4,3615 4,4499 4,4652 4,3409 4,0511 3,6365 3,1936 2,8294 2,6164 2,5792 2,7090 2,9803 3,3497 3,7565 4,1520 4,5275 4,8958 5,2455 5,5245 5,6613 5,6143 5,4094 5,1252 4,8454 4,6370 4,5562 4,6402 4,8838 5,2280 5,5710 5,8103 5,8985 5,8719 5,8251 5,8547 6,0115 6,2868 6,6312 6,9906 7,3287 7,6251 7,8597 8,0037 8,0295 7,9408 7,7871 7,6303 7,4938 7,3529 7,1729 6,9502 6,7200 6,5257 6,3814 6,2639 6,1502 6,0621 6,0588 6,1877 6,4541 6,8222 7,2260 7,5930 7,8742 8,0585 8,1598 8,1923 8,1586 8,0602 7,8996 7,6689 7,3493 6,9294 6,4181 5,8544 5,3086 4,8551 4,5279 4,3034 4,1382 4,0193 3,9617 3,9741 4,0658 4,2802 4,6862 5,3286 6,1792 7,1188 7,9740 8,5948 8,9126 8,9457 8,7669 8,4591 8,0804 7,6609 7,2267 6,8257 6,5245 6,3811 6,4326 6,6950 7,1468 7,7178 8,3016 8,7814 9,0679 9,1446 9,0792 8,9719 8,8789 8,7811 8,6205 8,3670 8,0513 7,7429 7,5063 7,3731 7,3445 7,4119 7,5601 7,7401 7,8616 7,8277 7,5777 7,1080 6,4788 5,7971 5,1678 4,6484 4,2427 3,9225 3,6486 3,3921 3,1592 2,9886 2,9130 2,9361 3,0473 3,2338 3,4700 3,7125 3,9078 4,0063 3,9734 3,8013 3,5232 3,2042 2,8961 2,6090 2,3363 2,0873 1,8859 1,7618 1,7558 1,9191 2,2876 2,8550 3,5863 4,4486 5,4127 6,4352 7,4596 8,4380 9,3394 10,1321 10,7646 11,1730 11,3082 11,1541 10,7380 10,1310 9,4350 8,7595 8,1927 7,7840 7,5452 7,4505 7,4372 7,4293 7,3816 7,3019 7,2202 7,1428 7,0432 6,8878 6,6640 6,3907 6,1063 5,8536 5,6646 5,5506 5,5041 5,4999 5,4944 5,4310 5,2482 4,8887 4,3298 3,6233 2,9004 2,3150 1,9654 1,8628 1,9583 2,1819 2,4538 2,6894 2,8213 2,8208 2,6954 2,4727 2,1974 1,9247 1,6983 1,5399 1,4634 1,4899 1,6391 1,9119 2,2813 2,6925 3,0723 3,3552 3,5094 3,5415 3,4867 3,3903 3,2825 3,1686 3,0499 2,9488 2,8978 2,9080 2,9617 3,0256 3,0519 2,9785 2,7482 2,3508 1,8473 1,3337 0,8700
F3    -0,3031 -0,4424 -0,6191 -0,7775 -0,8417 -0,7628 -0,5525 -0,2750 -0,0105 0,1750 0,2487 0,2193 0,1252 0,0135 -0,0758 -0,1230 -0,1416 -0,1710 -0,2404 -0,3395 -0,4261 -0,4576 -0,4135 -0,2958 -0,1208 0,0912 0,3218 0,5401 0,6885 0,7153 0,6275 0,4858 0,3467 0,2257 0,1200 0,0517 0,0752 0,2271 0,4654 0,6717 0,7307 0,6162 0,4029 0,2043 0,0906 0,0521 0,0222 -0,0810 -0,3268 -0,7570 -1,3692 -2,0939 -2,7985 -3,3460 -3,6639 -3,7625 -3,7028 -3,5591 -3,3903 -3,2259 -3,0807 -2,9753 -2,9318 -2,9591 -3,0473 -3,1574 -3,2131 -3,1205 -2,8062 -2,2537 -1,5272 -0,7561 -0,0665 0,4815 0,8876 1,1598 1,2875 1,2664 1,1395 0,9937 0,9139 0,9461 1,0923 1,3227 1,5868 1,8298 2,0102 2,1078 2,1301 2,1163 2,1172 2,1683 2,2836 2,4672 2,7247 3,0654 3,4949 4,0006 4,5287 4,9678 5,1779 5,0660 4,6471 4,0371 3,3974 2,8711 2,5307 2,3563 2,2647 2,1806 2,0859 2,0054 1,9550 1,9150 1,8524 1,7590 1,6558 1,5678 1,5097 1,4946 1,5373 1,6512 1,8504 2,1377 2,4872 2,8525 3,1856 3,4482 3,6153 3,6780 3,6460 3,5483 3,4210 3,2877 3,1529 3,0167 2,8932 2,8184 2,8332 2,9464 3,1118 3,2534 3,3217 3,3345 3,3688 3,5123 3,8105 4,2525 4,7948 5,3766 5,9144 6,3143 6,5184 6,5469 6,4886 6,4590 6,5623 6,8616 7,3600 7,9975 8,6530 9,1705 9,4290 9,4073 9,1837 8,8798 8,5925 8,3516 8,1194 7,8339 7,4678 7,0490 6,6279 6,2359 5,8786 5,5677 5,3436 5,2434 5,2558 5,3328 5,4303 5,5245 5,6143 5,7264 5,8941 6,1143 6,3367 6,4968 6,5526 6,5138 6,4507 6,4571 6,5929 6,8529 7,1684 7,4364 7,5629 7,4930 7,2052 6,6940 5,9779 5,1236 4,2435 3,4570 2,8486 2,4426 2,2087 2,1019 2,1011 2,2120 2,4413 2,7746 3,1682 3,5532 3,8443 3,9622 3,8791 3,6457 3,3580 3,0990 2,9095 2,7963 2,7479 2,7414 2,7500 2,7639 2,7953 2,8599 2,9690 3,1376 3,3843 3,7300 4,1873 4,7221 5,2386 5,6322 5,8570 5,9306 5,8912 5,7726 5,6066 5,4207 5,2246 5,0164 4,8092 4,6439 4,5711 4,6107 4,7257 4,8554 4,9734 5,0768 5,1352 5,0870 4,8869 4,5550 4,1844 3,8913 3,7413 3,7112 3,7127 3,6585 3,5184 3,3264 3,1463 3,0323 3,0134 3,0915 3,2366 3,3866 3,4749 3,4593 3,3152 3,0323 2,6381 2,2100 1,8471 1,6305 1,5982 1,7310 1,9590 2,1928 2,3627 2,4376 2,4243 2,3623 2,3177 2,3603 2,5314 2,8286 3,2205 3,6726 4,1629 4,6689 5,1418 5,5180 5,7659 5,8948 5,9167 5,8345 5,6813 5,5339 5,4680 5,5088 5,6152 5,7057 5,7154 5,6290 5,4711 5,2893 5,1460 5,0948 5,1478 5,2699 5,4095 5,5243 5,5864 5,5950 5,5864 5,6111 5,6983 5,8423 6,0107 6,1471 6,1733 6,0149 5,6507 5,1528 4,6807 4,4101 4,4291 4,7018 5,1344 5,6555 6,2250 6,7970 7,3015 7,6575 7,8002 7,7072 7,4159 7,0192 6,6300 6,3348 6,1654 6,0945 6,0537 5,9778 5,8501 5,7060 5,5886 5,5153 5,4815 5,4784 5,5056 5,5702 5,6713 5,7813 5,8417 5,7844 5,5813 5,2828 4,9937 4,8044 4,7466 4,8128 4,9982 5,3064 5,7179 6,1827 6,6527 7,0978 7,4867 7,7763 7,9196 7,8757 7,6282 7,2085 6,6887 6,1523 5,6820 5,3609 5,2608 5,4134 5,7826 6,2582 6,6977 7,0061 7,1860 7,3096 7,4561 7,6704 7,9527 8,2671 8,5741 8,8613 9,1419 9,4185 9,6486 9,7575 9,6981 9,4938 9,2174 8,9360 8,6788 8,4466 8,2430 8,0927 8,0231 8,0253 8,0495 8,0554 8,0654 8,1445 8,3276 8,5865 8,8517 9,0466 9,1260 9,1084 9,0580 9,0267 9,0176 8,9985 8,9363 8,8070 8,5850 8,2443 7,7753 7,1972 6,5658 5,9764 5,5329 5,2878 5,2137 5,2387 5,3020 5,3750 5,4520 5,5562 5,7500 6,1140 6,7058 7,5194 8,4623 9,3820 10,1343 10,6350 10,8710 10,8882 10,7563 10,5271 10,2210 9,8531 9,4753 9,1715 9,0038 8,9878 9,1155 9,3687 9,7096 10,0720 10,3671 10,5193 10,5231 10,4522 10,3951 10,3758 10,3356 10,1857 9,8793 9,4477 8,9817 8,5800 8,3076 8,1908 8,2272 8,3795 8,5635 8,6695 8,6042 8,3239 7,8500 7,2628 6,6684 6,1495 5,7310 5,3874 5,0818 4,7965 4,5318 4,3041 4,1507 4,1109 4,1977 4,4010 4,7023 5,0718 5,4633 5,8199 6,0851 6,2172 6,2075 6,0933 5,9419 5,8040 5,6821 5,5473 5,3708 5,1420 4,8817 4,6525 4,5454 4,6341 4,9414 5,4539 6,1582 7,0463 8,0938 9,2484 10,4429 11,6129 12,6914 13,5938 14,2309 14,5409 14,5080 14,1640 13,5826 12,8655 12,1231 11,4493 10,9000 10,4902 10,2008 9,9864 9,7925 9,5880 9,3807 9,1845 8,9834 8,7450 8,4594 8,1529 7,8670 7,6317 7,4580 7,3437 7,2795 7,2550 7,2567 7,2586 7,2233 7,1033 6,8419 6,4029 5,8225 5,2165 4,7157 4,3863 4,2152 4,1594 4,1871 4,2695 4,3610 4,4132 4,4080 4,3644 4,3156 4,2919 4,3115 4,3656 4,4247 4,4833 4,5830 4,7754 5,0699 5,4222 5,7576 6,0044 6,1210 6,1031 5,9748 5,7811 5,5794 5,4160 5,2990 5,2082 5,1382 5,1122 5,1538 5,2677 5,4419 5,6389 5,7856 5,7953 5,6175 5,2685 4,8132 4,3174
F7    -0,3382 -0,5633 -0,7605 -0,8797 -0,8761 -0,7414 -0,5101 -0,2411 0,0073 0,1927 0,2981 0,3346 0,3291 0,3100 0,2949 0,2824 0,2554 0,2019 0,1349 0,0835 0,0687 0,0929 0,1474 0,2264 0,3320 0,4664 0,6216 0,7667 0,8435 0,7974 0,6219 0,3648 0,0905 -0,1555 -0,3470 -0,4531 -0,4318 -0,2661 -0,0090 0,2268 0,3443 0,3285 0,2401 0,1516 0,0841 -0,0022 -0,1681 -0,4602 -0,8945 -1,4423 -2,0322 -2,5725 -2,9752 -3,1763 -3,1600 -2,9753 -2,7178 -2,4780 -2,2986 -2,1764 -2,0987 -2,0685 -2,0960 -2,1821 -2,3145 -2,4526 -2,5104 -2,3752 -1,9617 -1,2616 -0,3621 0,5835 1,4252 2,0775 2,5228 2,7693 2,8192 2,6827 2,4097 2,0898 1,8193 1,6721 1,6828 1,8343 2,0631 2,2964 2,4939 2,6477 2,7566 2,8231 2,8586 2,8823 2,9195 2,9988 3,1535 3,4189 3,8121 4,3049 4,8133 5,2136 5,3817 5,2476 4,8302 4,2239 3,5547 2,9369 2,4398 2,0666 1,7690 1,4972 1,2440 1,0430 0,9269 0,8944 0,9176 0,9811 1,0990 1,2878 1,5337 1,7933 2,0247 2,2183 2,3995 2,5953 2,8082 3,0277 3,2451 3,4474 3,6037 3,6672 3,6031 3,4174 3,1484 2,8357 2,5102 2,2077 1,9760 1,8656 1,9090 2,0958 2,3674 2,6472 2,8872 3,0989 3,3436 3,6854 4,1438 4,6851 5,2464 5,7557 6,1450 6,3633 6,3946 6,2733 6,0816 5,9286 5,9229 6,1393 6,5916 7,2221 7,9026 8,4635 8,7661 8,7732 8,5536 8,2220 7,8743 7,5590 7,2828 7,0294 6,7849 6,5517 6,3446 6,1742 6,0415 5,9601 5,9696 6,0997 6,3277 6,5897 6,8238 6,9925 7,0918 7,1586 7,2463 7,3743 7,5076 7,5841 7,5578 7,4333 7,2712 7,1498 7,1123 7,1378 7,1540 7,0849 6,8971 6,6047 6,2359 5,8039 5,3050 4,7421 4,1462 3,5796 3,1186 2,8207 2,6997 2,7348 2,8952 3,1452 3,4375 3,7186 3,9465 4,0986 4,1635 4,1377 4,0422 3,9327 3,8734 3,8965 3,9896 4,1205 4,2656 4,4066 4,5154 4,5665 4,5598 4,5174 4,4709 4,4551 4,5036 4,6459 4,8954 5,2194 5,5322 5,7470 5,8368 5,8351 5,7831 5,6888 5,5305 5,2868 4,9585 4,5743 4,1923 3,8933 3,7526 3,7897 3,9367 4,0866 4,1745 4,1936 4,1535 4,0537 3,8921 3,6910 3,5070 3,4031 3,3999 3,4560 3,4939 3,4490 3,3011 3,0732 2,8114 2,5709 2,4055 2,3482 2,3891 2,4815 2,5783 2,6572 2,7038 2,6949 2,6219 2,5154 2,4294 2,4061 2,4584 2,5660 2,6730 2,7080 2,6194 2,4064 2,1313 1,9101 1,8639 2,0537 2,4485 2,9516 3,4599 3,9117 4,2990 4,6382 4,9280 5,1451 5,2801 5,3538 5,3891 5,3858 5,3368 5,2521 5,1565 5,0646 4,9622 4,8244 4,6526 4,4793 4,3413 4,2635 4,2632 4,3486 4,5023 4,6802 4,8403 4,9623 5,0402 5,0777 5,0884 5,0910 5,1109 5,1810 5,3205 5,5006 5,6383 5,6395 5,4649 5,1635 4,8465 4,6158 4,5055 4,4896 4,5399 4,6663 4,8995 5,2447 5,6533 6,0300 6,2661 6,2903 6,1132 5,8297 5,5582 5,3711 5,2793 5,2623 5,2990 5,3762 5,4790 5,5806 5,6492 5,6753 5,6839 5,7124 5,7778 5,8633 5,9210 5,8869 5,7009 5,3282 4,7844 4,1502 3,5537 3,1206 2,9274 2,9883 3,2757 3,7428 4,3241 4,9348 5,5035 6,0085 6,4660 6,8877 7,2505 7,4960 7,5666 7,4581 7,2307 6,9634 6,7161 6,5306 6,4381 6,4484 6,5299 6,6086 6,6010 6,4718 6,2672 6,0899 6,0411 6,1754 6,4889 6,9317 7,4364 7,9390 8,3861 8,7347 8,9523 9,0286 8,9944 8,9180 8,8588 8,8227 8,7705 8,6673 8,5142 8,3414 8,1807 8,0448 7,9287 7,8358 7,8021 7,8748 8,0653 8,3368 8,6271 8,8738 9,0330 9,0908 9,0628 8,9823 8,8780 8,7532 8,5876 8,3539 8,0288 7,6026 7,0876 6,5205 5,9634 5,5012 5,2146 5,1371 5,2354 5,4364 5,6712 5,8913 6,0659 6,2002 6,3548 6,6234 7,0818 7,7352 8,4918 9,1943 9,7014 9,9527 9,9736 9,8372 9,6124 9,3313 8,9978 8,6186 8,2313 7,8992 7,6846 7,6374 7,7928 8,1528 8,6715 9,2662 9,8344 10,2745 10,5244 10,5871 10,5080 10,3219 10,0251 9,5952 9,0390 8,4205 7,8439 7,4094 7,1747 7,1433 7,2783 7,5208 7,7938 8,0075 8,0829 7,9742 7,6839 7,2709 6,8375 6,4826 6,2557 6,1487 6,1134 6,0838 6,0062 5,8746 5,7340 5,6394 5,6220 5,6929 5,8466 6,0517 6,2521 6,3865 6,4088 6,2954 6,0474 5,7071 5,3530 5,0484 4,8046 4,6078 4,4588 4,3694 4,3446 4,3916 4,5380 4,8204 5,2552 5,8368 6,5560 7,3961 8,3194 9,2741 10,2170 11,1175 11,9402 12,6312 13,1216 13,3469 13,2700 12,9077 12,3391 11,6822 11,0515 10,5212 10,1179 9,8407 9,6717 9,5654 9,4581 9,3110 9,1408 8,9919 8,8834 8,7920 8,6746 8,5002 8,2637 7,9784 7,6661 7,3508 7,0584 6,8195 6,6583 6,5720 6,5232 6,4440 6,2477 5,8728 5,3451 4,7912 4,3637 4,1443 4,1214 4,2441 4,4679 4,7506 5,0334 5,2509 5,3597 5,3496 5,2343 5,0486 4,8460 4,6770 4,5694 4,5363 4,5955 4,7644 5,0407 5,3968 5,7836 6,1368 6,4001 6,5543 6,6229 6,6515 6,6773 6,7057 6,7101 6,6602 6,5532 6,4164 6,2891 6,2112 6,2129 6,2886 6,3790 6,3914 6,2572 5,9760 5,5980 5,1711
