Fp1   0,0975 0,9345 1,6099 2,0551 2,2436 2,2029 1,9906 1,6567 1,2307 0,7475 0,2773 -0,0862 -0,2735 -0,2765 -0,1435 0,0554 0,2466 0,3583 0,3447 0,2139 0,0170 -0,1764 -0,2797 -0,2183 -0,0027 0,2642 0,4733 0,5820 0,6202 0,6587 0,7573 0,9168 1,0759 1,1399 1,0091 0,6118 -0,0587 -0,9250 -1,8289 -2,5770 -3,0188 -3,0926 -2,8305 -2,3507 -1,8037 -1,2952 -0,8878 -0,6578 -0,6772 -0,9308 -1,3046 -1,6618 -1,9168 -2,0571 -2,1241 -2,1741 -2,2298 -2,2389 -2,0802 -1,6388 -0,9094 -0,0343 0,7717 1,3350 1,5726 1,4819 1,1142 0,5518 -0,1049 -0,7520 -1,3177 -1,7855 -2,1537 -2,3771 -2,3839 -2,1517 -1,7439 -1,2662 -0,8093 -0,4441 -0,2480 -0,2962 -0,5928 -1,0223 -1,4172 -1,6735 -1,7899 -1,8438 -1,9575 -2,2417 -2,7314 -3,3743 -4,0854 -4,8000 -5,4905 -6,1748 -6,9210 -7,8137 -8,8807 -10,0498 -11,1843 -12,1532 -12,8700 -13,3093 -13,5025 -13,4854 -13,2471 -12,7694 -12,1053 -11,3724 -10,6533 -9,9205 -9,0740 -8,0510 -6,8976 -5,7352 -4,6830 -3,8187 -3,1759 -2,7352 -2,4161 -2,1046 -1,7168 -1,2336 -0,6681 -0,0317 0,6479 1,3007 1,8168 2,0723 1,9854 1,5644 0,9082 0,1721 -0,4760 -0,9117 -1,0930 -1,0592 -0,9054 -0,7494 -0,6872 -0,7490 -0,8954 -1,0582 -1,1812 -1,2274 -1,1938 -1,1654 -1,3059 -1,7354 -2,4327 -3,2663 -4,0825 -4,7365 -5,0782 -4,9736 -4,3670 -3,3294 -2,0579 -0,7998 0,2664 1,0908 1,7083 2,1584 2,4476 2,5541 2,4554 2,1757 1,8203 1,5533 1,5224 1,7735 2,2200 2,6975 3,0537 3,2031 3,1426 2,9355 2,6515 2,3124 1,9095 1,4488 0,9463 0,3963 -0,2245 -0,9169 -1,6301 -2,2784 -2,7839 -3,1041 -3,2321 -3,1822 -2,9783 -2,6589 -2,2830 -1,9272 -1,6713 -1,5485 -1,5083 -1,4737 -1,4452 -1,5260 -1,8209 -2,3128 -2,8499 -3,2326 -3,3118 -3,0557 -2,5479 -1,9249 -1,3219 -0,8520 -0,5949 -0,5756 -0,7413 -0,9758 -1,1485 -1,1413 -0,8554 -0,2474 0,6331 1,6612 2,6919 3,5951 4,2739 4,6935 4,8930 4,9487 4,9201 4,8300 4,6874 4,5152 4,3306 4,0887 3,6890 3,0852 2,3663 1,6834 1,1046 0,5867 0,0741 -0,4331 -0,9007 -1,2906 -1,5695 -1,7135 -1,6981 -1,5089 -1,1811 -0,8042 -0,4859 -0,3162 -0,3383 -0,5342 -0,8345 -1,1465 -1,3999 -1,5769 -1,6887 -1,7409 -1,7274 -1,6313 -1,4284 -1,1102 -0,7124 -0,3207 -0,0400 0,0763 0,0691 0,0130 -0,0694 -0,1919 -0,3572 -0,5786 -0,8814 -1,2323 -1,5077 -1,5598 -1,3219 -0,8595 -0,3190 0,1779 0,5976 0,9838 1,4087 1,9335 2,5882 3,3450 4,0912 4,6511 4,8549 4,5994 3,8819 2,8266 1,6711 0,6685 -0,0237 -0,3662 -0,3962 -0,2060 0,0640 0,2826 0,4167 0,5521 0,8118 1,2621 1,8821 2,5905 3,2920 3,9023 4,3473 4,5692 4,5413 4,2703 3,7987 3,2117 2,6220 2,1367 1,8370 1,7792 1,9878 2,4234 2,9629 3,4431 3,7533 3,9079 4,0341 4,2753 4,6893 5,2171 5,7319 6,1283 6,3742 6,4912 6,5250 6,5506 6,6811 7,0342 7,6657 8,5174 9,4303 10,2138 10,7037 10,7992 10,5128 10,0003 9,5172 9,3143 9,5268 10,1113 10,8707 11,5540 11,9559 11,9617 11,5549 10,8307 9,9908 9,2585 8,7750 8,5771 8,6233 8,8085 9,0044 9,1297 9,1833 9,2253 9,3381 9,5839 9,9730 10,4531 10,9186 11,2531 11,3913 11,3487 11,1970 11,0173 10,8706 10,7910 10,7724 10,7540 10,6322 10,3145 9,7921 9,1633 8,5675 8,1003 7,7954 7,6459 7,6121 7,6314 7,6413 7,6120 7,5782 7,6193 7,7851 8,0399 8,2761 8,3868 8,3382 8,1804 7,9867 7,7877 7,5764 7,3770 7,2803 7,3971 7,7855 8,4211 9,2103 10,0165 10,6934 11,1221 11,2239 10,9506 10,3035 9,3932 8,4331 7,6244 7,0652 6,7768 6,7712 7,0631 7,6239 8,3511 9,0977 9,7340 10,1881 10,4398 10,4990 10,3867 10,1123 9,6793 9,1321 8,5573 8,0152 7,5112 7,0537 6,6987 6,5129 6,5111 6,6439 6,8313 6,9966 7,0825 7,0497 6,8954 6,7112 6,6901 6,9973 7,6414 8,4821 9,3087 9,9030 10,0851 9,7643 8,9806 7,9033 6,7760 5,8204 5,1528 4,7753 4,6339 4,6692 4,8289 5,0682 5,3479 5,6247 5,8529 5,9957 6,0184 5,8774 5,5356 4,9889 4,2759 3,4773 2,7193 2,1547 1,9042 1,9976 2,3781 2,9585 3,6507 4,3491 4,9304 5,3077 5,4818 5,5340 5,5599 5,6054 5,6602 5,6886 5,6498 5,5047 5,2260 4,8059 4,2616 3,6438 3,0320 2,5277 2,2528 2,3123 2,7266 3,4075 4,1938 4,9003 5,3801 5,5832 5,5491 5,3612 5,1339 4,9897 4,9812 5,0388 5,0218 4,8179 4,3969 3,8071 3,1531 2,5596 2,1269 1,9034 1,8902 2,0617 2,3782 2,8053 3,3372 3,9857 4,7335 5,5101 6,2072 6,7034 6,9052 6,8129 6,5517 6,3164 6,2757 6,5050 6,9670 7,5441 8,1043 8,5420 8,7858 8,8059 8,6244 8,3057 7,9345 7,5918 7,3320 7,1779 7,1348 7,1913 7,2887 7,3079 7,1228 6,6828 6,0379 5,2943 4,5579 3,8994 3,3513 2,9375 2,6981 2,6616 2,7950 2,9916 3,1123 3,0499 2,7798 2,3644 1,9068 1,4943 1,1644 0,8973 0,6292 0,2834 -0,2041 -0,8645 -1,6651 -2,4924 -3,1872 -3,6092 -3,6844 -3,4175 -2,8860 -2,2367 -1,6652 -1,3401 -1,3046 -1,4529 -1,6173 -1,6839 -1,6477 -1,5842 -1,5605 -1,5551 -1,4709 -1,2288 -0,8435 -0,4181 -0,0719
Fz    0,0839 0,1615 0,0647 -0,1317 -0,3509 -0,5354 -0,6696 -0,7790 -0,9020 -1,0587 -1,2265 -1,3385 -1,3234 -1,1568 -0,8729 -0,5371 -0,2209 0,0166 0,1584 0,2433 0,3333 0,4677 0,6489 0,8475 1,0152 1,1126 1,1381 1,1201 1,0838 1,0295 0,9425 0,8182 0,6687 0,5061 0,3309 0,1441 -0,0427 -0,2125 -0,3445 -0,4194 -0,4371 -0,4106 -0,3425 -0,2282 -0,0746 0,0990 0,2471 0,2893 0,1618 -0,1173 -0,4577 -0,7615 -0,9648 -1,0454 -1,0193 -0,9268 -0,8041 -0,6548 -0,4390 -0,0977 0,3859 0,9380 1,4276 1,7505 1,8719 1,8162 1,6408 1,4084 1,1638 0,9202 0,6530 0,3224 -0,0697 -0,4502 -0,7211 -0,8289 -0,7795 -0,6107 -0,3739 -0,1347 0,0226 0,0144 -0,1821 -0,4898 -0,7891 -1,0152 -1,1818 -1,3417 -1,5502 -1,8454 -2,2394 -2,7251 -3,2893 -3,9128 -4,5616 -5,2018 -5,8382 -6,5244 -7,3104 -8,1781 -9,0353 -9,7679 -10,2906 -10,5744 -10,6470 -10,5608 -10,3601 -10,0853 -9,7922 -9,5435 -9,3690 -9,2358 -9,0637 -8,7774 -8,3515 -7,8123 -7,2058 -6,5674 -5,9251 -5,3126 -4,7616 -4,2835 -3,8738 -3,5248 -3,2196 -2,9206 -2,5834 -2,1887 -1,7752 -1,4440 -1,3103 -1,4267 -1,7396 -2,1090 -2,3826 -2,4704 -2,3597 -2,0809 -1,6834 -1,2339 -0,8016 -0,4253 -0,1036 0,1749 0,4072 0,5962 0,7679 0,9300 1,0380 1,0490 0,9885 0,9298 0,9273 0,9922 1,1242 1,3382 1,6523 2,0557 2,4904 2,8763 3,1674 3,3802 3,5607 3,7312 3,8693 3,9267 3,8631 3,6718 3,3823 3,0468 2,7236 2,4503 2,2165 1,9701 1,6576 1,2602 0,8038 0,3375 -0,1127 -0,5646 -1,0458 -1,5645 -2,1234 -2,7344 -3,3985 -4,0762 -4,6911 -5,1744 -5,5110 -5,7439 -5,9418 -6,1562 -6,3955 -6,6264 -6,7925 -6,8385 -6,7341 -6,4798 -6,0954 -5,6305 -5,1793 -4,8585 -4,7437 -4,8183 -4,9883 -5,1430 -5,2016 -5,1301 -4,9351 -4,6502 -4,3324 -4,0499 -3,8538 -3,7544 -3,7079 -3,6286 -3,4326 -3,0757 -2,5587 -1,9143 -1,1912 -0,4415 0,2871 0,9509 1,5022 1,8907 2,0888 2,1258 2,0771 2,0030 1,9013 1,7300 1,4626 1,1009 0,6505 0,1338 -0,3802 -0,8114 -1,1465 -1,4440 -1,7563 -2,0856 -2,4084 -2,6983 -2,9302 -3,0879 -3,1697 -3,1992 -3,2418 -3,3874 -3,7069 -4,2199 -4,8799 -5,5891 -6,2358 -6,7248 -7,0009 -7,0726 -7,0011 -6,8560 -6,6711 -6,4278 -6,0722 -5,5614 -4,9005 -4,1530 -3,4224 -2,8065 -2,3575 -2,0922 -2,0108 -2,0781 -2,2246 -2,3982 -2,5851 -2,7684 -2,9048 -2,9496 -2,8874 -2,7312 -2,5017 -2,2202 -1,9129 -1,5978 -1,2698 -0,9002 -0,4521 0,0914 0,6957 1,2738 1,7224 1,9635 1,9696 1,7752 1,4606 1,1039 0,7451 0,3981 0,0790 -0,1946 -0,4284 -0,6469 -0,8433 -0,9530 -0,8999 -0,6610 -0,2916 0,0983 0,4025 0,5662 0,5856 0,4897 0,3268 0,1463 -0,0142 -0,1269 -0,1725 -0,1463 -0,0585 0,0758 0,2449 0,4316 0,5934 0,6771 0,6708 0,6378 0,6897 0,9104 1,2994 1,7797 2,2470 2,6155 2,8398 2,9153 2,8782 2,8105 2,8263 3,0219 3,4118 3,9113 4,3909 4,7507 4,9444 4,9669 4,8593 4,7169 4,6601 4,7839 5,1247 5,6517 6,2712 6,8470 7,2505 7,4107 7,3254 7,0496 6,6774 6,2969 5,9489 5,6486 5,4205 5,2849 5,2380 5,2615 5,3328 5,4251 5,5158 5,6007 5,6936 5,8038 5,9167 6,0083 6,0675 6,0829 6,0215 5,8442 5,5434 5,1634 4,7755 4,4338 4,1573 3,9471 3,8121 3,7760 3,8515 4,0090 4,1841 4,3122 4,3554 4,3129 4,2088 4,0774 3,9613 3,8954 3,8759 3,8527 3,7595 3,5621 3,2890 3,0080 2,7759 2,6121 2,5118 2,4778 2,5312 2,6919 2,9585 3,3115 3,7223 4,1470 4,5245 4,7931 4,9025 4,8164 4,5306 4,1035 3,6431 3,2458 2,9595 2,7985 2,7633 2,8434 3,0155 3,2442 3,4795 3,6598 3,7343 3,6880 3,5506 3,3739 3,1843 2,9658 2,7018 2,4117 2,1325 1,8939 1,7205 1,6357 1,6499 1,7542 1,9355 2,1883 2,5002 2,8217 3,0625 3,1516 3,1300 3,1643 3,4240 3,9422 4,5906 5,1527 5,4242 5,2961 4,7874 4,0254 3,1916 2,4571 1,9212 1,5919 1,4227 1,3687 1,4052 1,5110 1,6535 1,7901 1,8823 1,9086 1,8582 1,7154 1,4596 1,0900 0,6360 0,1418 -0,3399 -0,7375 -0,9757 -1,0224 -0,9121 -0,7135 -0,4827 -0,2519 -0,0532 0,0768 0,1269 0,1356 0,1709 0,2779 0,4396 0,5894 0,6604 0,6167 0,4504 0,1682 -0,2145 -0,6699 -1,1565 -1,6311 -2,0537 -2,3729 -2,5322 -2,5112 -2,3523 -2,1331 -1,9152 -1,7099 -1,4840 -1,2038 -0,8736 -0,5312 -0,2258 -0,0020 0,1132 0,1173 0,0295 -0,1160 -0,2807 -0,4346 -0,5613 -0,6454 -0,6653 -0,6075 -0,4731 -0,2568 0,0640 0,5097 1,0679 1,6842 2,2798 2,7723 3,0912 3,1976 3,1143 2,9292 2,7472 2,6384 2,6271 2,7084 2,8637 3,0609 3,2480 3,3658 3,3821 3,3086 3,1797 3,0246 2,8670 2,7304 2,6262 2,5378 2,4226 2,2300 1,9193 1,4744 0,9187 0,3166 -0,2587 -0,7716 -1,2429 -1,7258 -2,2530 -2,7992 -3,2907 -3,6529 -3,8585 -3,9458 -3,9948 -4,0738 -4,2033 -4,3636 -4,5222 -4,6556 -4,7618 -4,8605 -4,9778 -5,1318 -5,3202 -5,5097 -5,6449 -5,6906 -5,6629 -5,6122 -5,5783 -5,5731 -5,5992 -5,6645 -5,7716 -5,9003 -6,0135 -6,0882 -6,1402 -6,2213 -6,3855 -6,6373 -6,9017 -7,0548 -6,9967 -6,7046 -6,2326 -5,6761
F3    -0,3326 0,0259 0,2674 0,3225 0,1750 -0,1192 -0,4460 -0,6746 -0,7032 -0,4952 -0,1074 0,3230 0,6517 0,8095 0,8164 0,7186 0,5297 0,2551 -0,0386 -0,2237 -0,2008 0,0249 0,3590 0,6840 0,9006 0,9398 0,7736 0,4329 0,0120 -0,3557 -0,5475 -0,4980 -0,2156 0,2236 0,6840 0,9989 1,0355 0,7636 0,2758 -0,2688 -0,7329 -1,0375 -1,1477 -1,0693 -0,8554 -0,5954 -0,4007 -0,3788 -0,5810 -0,9772 -1,4843 -1,9992 -2,4223 -2,7043 -2,8777 -3,0081 -3,1065 -3,1038 -2,8951 -2,3933 -1,5749 -0,5192 0,6016 1,5981 2,3440 2,7937 2,9402 2,7786 2,3220 1,6230 0,7558 -0,2005 -1,1386 -1,9037 -2,3483 -2,4404 -2,2974 -2,0870 -1,9124 -1,7998 -1,7548 -1,7988 -1,9413 -2,1368 -2,3121 -2,4244 -2,4588 -2,4040 -2,2668 -2,0885 -1,9399 -1,9017 -2,0239 -2,2954 -2,6747 -3,1629 -3,8403 -4,8145 -6,1041 -7,5681 -8,9640 -10,0818 -10,8228 -11,1995 -11,3008 -11,2285 -11,0392 -10,7448 -10,3468 -9,8418 -9,2032 -8,3750 -7,3012 -5,9963 -4,6051 -3,3730 -2,5369 -2,2339 -2,4724 -3,1372 -4,0195 -4,8808 -5,5223 -5,8126 -5,6868 -5,1607 -4,3376 -3,3713 -2,4127 -1,5853 -0,9890 -0,6999 -0,7330 -1,0037 -1,3540 -1,6172 -1,6589 -1,4149 -0,9363 -0,3736 0,1145 0,4457 0,6289 0,7284 0,8200 0,9708 1,2149 1,4988 1,6819 1,6494 1,4283 1,1620 0,9876 0,9782 1,1839 1,6476 2,3704 3,2861 4,2524 5,0833 5,6317 5,8477 5,7594 5,4169 4,8583 4,1206 3,2704 2,4085 1,6458 1,0813 0,7823 0,7525 0,9165 1,1602 1,3787 1,4783 1,3822 1,0794 0,6588 0,2573 -0,0331 -0,2042 -0,3102 -0,4397 -0,6927 -1,1418 -1,8002 -2,6221 -3,5225 -4,3976 -5,1486 -5,7073 -6,0572 -6,2344 -6,2866 -6,2187 -5,9917 -5,5709 -4,9783 -4,3299 -3,8277 -3,6599 -3,8671 -4,3089 -4,7495 -4,9785 -4,9071 -4,5905 -4,1560 -3,7112 -3,3178 -3,0115 -2,8136 -2,7191 -2,6791 -2,6189 -2,4913 -2,3045 -2,1022 -1,9277 -1,7925 -1,6571 -1,4542 -1,1485 -0,7620 -0,3253 0,1733 0,7747 1,4946 2,2837 3,0341 3,6199 3,9252 3,8537 3,3576 2,4897 1,4221 0,3679 -0,5426 -1,3041 -1,9664 -2,5637 -3,1115 -3,6193 -4,0873 -4,5053 -4,8477 -5,0754 -5,1629 -5,1210 -4,9918 -4,8426 -4,7651 -4,8307 -5,0167 -5,2133 -5,3255 -5,3335 -5,2624 -5,1601 -5,0962 -5,1196 -5,2067 -5,2703 -5,2165 -5,0034 -4,6678 -4,2931 -3,9476 -3,6575 -3,4168 -3,1921 -2,9512 -2,7242 -2,6015 -2,6463 -2,8261 -3,0201 -3,0820 -2,9199 -2,5371 -2,0087 -1,4321 -0,8887 -0,4323 -0,0892 0,1497 0,3256 0,4725 0,5786 0,6016 0,5222 0,3684 0,2000 0,0885 0,0866 0,1864 0,3223 0,4255 0,4581 0,4047 0,2679 0,0836 -0,0818 -0,1759 -0,1919 -0,1494 -0,0625 0,0650 0,2285 0,4172 0,6123 0,7771 0,8597 0,8169 0,6384 0,3459 -0,0177 -0,3827 -0,6459 -0,6988 -0,4920 -0,0786 0,4103 0,8455 1,1700 1,4018 1,5809 1,7181 1,7847 1,7446 1,6034 1,4333 1,3433 1,4212 1,7043 2,1865 2,8291 3,5610 4,2865 4,9138 5,3799 5,6493 5,7150 5,6217 5,4752 5,4075 5,5264 5,8718 6,3769 6,8744 7,1814 7,1934 6,8996 6,3466 5,6298 4,8925 4,2787 3,8858 3,7626 3,9018 4,2247 4,6124 4,9684 5,2649 5,5332 5,7946 6,0064 6,0970 6,0368 5,8573 5,6210 5,3895 5,2062 5,0899 5,0335 5,0049 4,9492 4,8075 4,5574 4,2280 3,8710 3,5337 3,2568 3,0694 2,9823 2,9971 3,1106 3,3123 3,5870 3,9091 4,2307 4,4842 4,5924 4,4925 4,1819 3,7358 3,2645 2,8544 2,5440 2,3296 2,1789 2,0674 2,0304 2,1658 2,5556 3,1853 3,9520 4,7429 5,4770 6,0874 6,5053 6,6637 6,4992 5,9815 5,1791 4,2647 3,4320 2,8220 2,5000 2,4567 2,6230 2,9015 3,1904 3,4002 3,4954 3,5282 3,6012 3,7762 4,0219 4,2406 4,3408 4,2994 4,1570 3,9607 3,7377 3,5327 3,4249 3,4716 3,6471 3,8600 4,0208 4,0766 3,9965 3,7575 3,3721 2,9276 2,5565 2,3399 2,2660 2,2865 2,3811 2,5747 2,9092 3,3857 3,9362 4,4596 4,8776 5,1547 5,2875 5,2895 5,1752 4,9509 4,6339 4,2735 3,9367 3,6789 3,5271 3,4723 3,4640 3,4161 3,2348 2,8531 2,2539 1,4801 0,6256 -0,1790 -0,7781 -1,0339 -0,8914 -0,4102 0,2549 0,9053 1,3659 1,5493 1,4948 1,3374 1,2106 1,1655 1,1824 1,2370 1,3349 1,4794 1,6196 1,6443 1,4423 0,9809 0,3341 -0,3468 -0,8834 -1,1279 -1,0165 -0,5867 0,0506 0,7533 1,3837 1,8218 1,9575 1,7160 1,1301 0,3660 -0,3578 -0,8804 -1,1460 -1,1899 -1,1050 -0,9927 -0,9044 -0,8111 -0,6424 -0,3645 -0,0061 0,3809 0,7705 1,1915 1,7173 2,4021 3,2136 4,0319 4,6975 5,0658 5,0656 4,7381 4,2154 3,6574 3,2055 2,9574 2,9315 3,0521 3,1937 3,2428 3,1307 2,8462 2,4375 1,9980 1,6287 1,3925 1,2942 1,2982 1,3519 1,3778 1,2731 0,9561 0,4205 -0,2610 -0,9713 -1,5848 -2,0050 -2,2099 -2,2664 -2,2784 -2,3082 -2,3447 -2,3426 -2,2910 -2,2493 -2,3091 -2,5185 -2,8445 -3,2017 -3,5052 -3,7093 -3,8242 -3,9071 -4,0255 -4,2143 -4,4580 -4,7032 -4,8882 -4,9713 -4,9284 -4,7342 -4,3760 -3,8988 -3,4326 -3,1611 -3,2296 -3,6546 -4,3106 -4,9931 -5,5108 -5,7785 -5,8489 -5,8278 -5,7573 -5,6075 -5,3523 -5,0062 -4,5980 -4,1439
F7    1,1155 0,9678 0,6648 0,3186 0,0283 -0,1640 -0,2930 -0,4375 -0,6541 -0,9289 -1,1749 -1,2726 -1,1307 -0,7329 -0,1358 0,5670 1,2732 1,8774 2,2901 2,4772 2,4687 2,3237 2,0969 1,8362 1,5936 1,4149 1,3085 1,2400 1,1764 1,1082 1,0253 0,9067 0,7350 0,4978 0,1778 -0,2405 -0,7425 -1,2554 -1,6670 -1,8987 -1,9547 -1,9075 -1,8519 -1,8436 -1,8632 -1,8579 -1,8188 -1,8019 -1,8643 -1,9971 -2,1354 -2,2187 -2,2386 -2,2435 -2,2937 -2,3904 -2,4462 -2,3568 -2,0967 -1,7168 -1,2794 -0,8256 -0,3874 -0,0152 0,2183 0,2627 0,1218 -0,1691 -0,5731 -1,0547 -1,5585 -1,9860 -2,2181 -2,2015 -1,9969 -1,7175 -1,4401 -1,1871 -0,9620 -0,7787 -0,6620 -0,6306 -0,6676 -0,7004 -0,6433 -0,4859 -0,3160 -0,2332 -0,2751 -0,4353 -0,7017 -1,0719 -1,5564 -2,1582 -2,8428 -3,5448 -4,1969 -4,7472 -5,1734 -5,5047 -5,8051 -6,1104 -6,3913 -6,5763 -6,5921 -6,4127 -6,0930 -5,7246 -5,3609 -5,0128 -4,6894 -4,4079 -4,1762 -3,9834 -3,8035 -3,6030 -3,3437 -2,9866 -2,5175 -1,9785 -1,4502 -0,9957 -0,6402 -0,3942 -0,2604 -0,2195 -0,2379 -0,2858 -0,3409 -0,3893 -0,4345 -0,4781 -0,4808 -0,3770 -0,1257 0,2815 0,8488 1,5756 2,4057 3,2027 3,8347 4,2641 4,5172 4,6188 4,5996 4,5247 4,4700 4,4759 4,5390 4,6372 4,7414 4,8191 4,8511 4,8449 4,8285 4,8269 4,8471 4,8821 4,9189 4,9515 4,9986 5,0943 5,2425 5,3832 5,4094 5,2342 4,8655 4,4076 3,9708 3,5881 3,2307 2,8762 2,5224 2,1546 1,7499 1,3169 0,9192 0,6412 0,5050 0,4379 0,3444 0,1797 -0,0449 -0,2908 -0,5204 -0,7170 -0,8896 -1,0673 -1,2906 -1,6007 -2,0185 -2,5249 -3,0576 -3,5196 -3,8137 -3,9133 -3,8864 -3,8146 -3,7149 -3,5605 -3,3469 -3,1147 -2,9109 -2,7426 -2,5725 -2,3460 -2,0210 -1,6012 -1,1528 -0,7583 -0,4506 -0,2116 -0,0182 0,1376 0,2643 0,3788 0,4957 0,6252 0,7761 0,9454 1,1190 1,2942 1,4893 1,7227 1,9830 2,2244 2,4000 2,5017 2,5573 2,5834 2,5547 2,4333 2,2211 1,9629 1,6945 1,4199 1,1466 0,8968 0,6596 0,3704 -0,0324 -0,5468 -1,1044 -1,6127 -2,0076 -2,2829 -2,4716 -2,6195 -2,7742 -2,9735 -3,2381 -3,5705 -3,9457 -4,3093 -4,5925 -4,7332 -4,7094 -4,5613 -4,3606 -4,1544 -3,9382 -3,6695 -3,3050 -2,8415 -2,3301 -1,8636 -1,5492 -1,4660 -1,6208 -1,9362 -2,2812 -2,5320 -2,6373 -2,6254 -2,5398 -2,3926 -2,1865 -1,9444 -1,7026 -1,4886 -1,3144 -1,1888 -1,1187 -1,0914 -1,0667 -0,9910 -0,8245 -0,5675 -0,2696 -0,0092 0,1481 0,1909 0,1647 0,1339 0,1439 0,2022 0,2871 0,3810 0,4865 0,6016 0,6919 0,7055 0,6205 0,4695 0,3023 0,1370 -0,0401 -0,2497 -0,5040 -0,8076 -1,1650 -1,5751 -2,0137 -2,4304 -2,7621 -2,9541 -2,9817 -2,8584 -2,6221 -2,3135 -1,9671 -1,6126 -1,2772 -0,9821 -0,7338 -0,5138 -0,2848 -0,0146 0,2967 0,6106 0,8673 1,0137 1,0248 0,9130 0,7243 0,5261 0,3884 0,3516 0,3977 0,4603 0,4779 0,4413 0,3888 0,3633 0,3953 0,5237 0,7976 1,2329 1,7774 2,3296 2,7914 3,1087 3,2867 3,3753 3,4298 3,4808 3,5300 3,5512 3,5038 3,3708 3,1791 2,9767 2,8015 2,6657 2,5505 2,4201 2,2481 2,0301 1,7737 1,4845 1,1732 0,8745 0,6430 0,5202 0,5107 0,5746 0,6387 0,6413 0,5801 0,5103 0,4982 0,5816 0,7645 1,0273 1,3261 1,5902 1,7468 1,7590 1,6405 1,4370 1,1960 0,9534 0,7427 0,6005 0,5552 0,6099 0,7329 0,8806 1,0331 1,1946 1,3657 1,5312 1,6790 1,8193 1,9757 2,1560 2,3386 2,4946 2,6184 2,7294 2,8503 2,9880 3,1208 3,1996 3,1778 3,0502 2,8604 2,6691 2,5167 2,4087 2,3273 2,2598 2,2145 2,2103 2,2542 2,3356 2,4373 2,5421 2,6349 2,7037 2,7329 2,7032 2,6112 2,4844 2,3679 2,2910 2,2474 2,2024 2,1131 1,9571 1,7535 1,5537 1,4015 1,2983 1,2040 1,0776 0,9286 0,8229 0,8308 0,9757 1,2248 1,5164 1,7955 2,0303 2,2105 2,3472 2,4721 2,6192 2,8010 3,0075 3,2229 3,4349 3,6297 3,7801 3,8436 3,7777 3,5656 3,2337 2,8382 2,4290 2,0305 1,6578 1,3254 1,0294 0,7456 0,4606 0,1943 -0,0140 -0,1365 -0,1725 -0,1436 -0,0823 -0,0256 -0,0046 -0,0254 -0,0586 -0,0595 -0,0114 0,0523 0,0773 0,0353 -0,0680 -0,2190 -0,4169 -0,6700 -0,9741 -1,2998 -1,6009 -1,8297 -1,9459 -1,9311 -1,8025 -1,6091 -1,4121 -1,2587 -1,1534 -1,0543 -0,9047 -0,6689 -0,3494 0,0068 0,3183 0,5081 0,5471 0,4672 0,3316 0,1828 0,0182 -0,1786 -0,3882 -0,5507 -0,6165 -0,5804 -0,4638 -0,2851 -0,0603 0,1801 0,3932 0,5383 0,5873 0,5240 0,3462 0,0770 -0,2304 -0,5128 -0,7231 -0,8410 -0,8750 -0,8566 -0,8261 -0,8187 -0,8532 -0,9239 -1,0056 -1,0763 -1,1339 -1,1933 -1,2743 -1,3928 -1,5587 -1,7772 -2,0485 -2,3653 -2,7093 -3,0478 -3,3457 -3,5955 -3,8282 -4,0901 -4,4055 -4,7551 -5,0803 -5,3101 -5,3887 -5,2953 -5,0541 -4,7271 -4,3861 -4,0890 -3,8756 -3,7711 -3,7815 -3,8831 -4,0236 -4,1389 -4,1786 -4,1255 -3,9954 -3,8246 -3,6587 -3,5406 -3,4935 -3,5099 -3,5597 -3,6143 -3,6620 -3,7054 -3,7510 -3,8002 -3,8396 -3,8403 -3,7806 -3,6712 -3,5491 -3,4528 -3,4132 -3,4489 -3,5431 -3,6317 -3,6410
