Fp1   0,4008 0,2613 0,1168 -0,0014 -0,0606 -0,0394 0,0684 0,2474 0,4557 0,6383 0,7532 0,7835 0,7276 0,5927 0,3993 0,1803 -0,0349 -0,2350 -0,4259 -0,6210 -0,8337 -1,0658 -1,2952 -1,4758 -1,5597 -1,5239 -1,3773 -1,1486 -0,8741 -0,5930 -0,3414 -0,1443 -0,0106 0,0705 0,1234 0,1720 0,2308 0,3051 0,3894 0,4636 0,5004 0,4837 0,4231 0,3578 0,3417 0,4135 0,5779 0,8082 1,0639 1,3110 1,5291 1,7065 1,8380 1,9293 1,9958 2,0539 2,1100 2,1569 2,1788 2,1646 2,1182 2,0584 2,0154 2,0273 2,1300 2,3407 2,6495 3,0207 3,3964 3,7121 3,9246 4,0286 4,0551 4,0595 4,1008 4,2179 4,4159 4,6678 4,9272 5,1459 5,2960 5,3842 5,4432 5,5095 5,6047 5,7279 5,8587 5,9676 6,0282 6,0216 5,9360 5,7671 5,5235 5,2317 4,9285 4,6366 4,3515 4,0554 3,7354 3,3935 3,0490 2,7339 2,4793 2,3042 2,2154 2,2133 2,2930 2,4360 2,6081 2,7691 2,8928 2,9800 3,0590 3,1772 3,3842 3,7092 4,1500 4,6755 5,2369 5,7877 6,3040 6,7876 7,2600 7,7514 8,2873 8,8752 9,4992 10,1192 10,6762 11,1140 11,4064 11,5656 11,6262 11,6284 11,6035 11,5583 11,4727 11,3181 11,0710 10,7164 10,2547 9,7056 9,1065 8,5155 8,0015 7,6183 7,3822 7,2700 7,2315 7,2083 7,1607 7,0843 7,0010 6,9364 6,9038 6,8985 6,9014 6,8866 6,8299 6,7194 6,5672 6,4055 6,2678 6,1776 6,1511 6,1968 6,3036 6,4335 6,5306 6,5424 6,4439 6,2493 6,0061 5,7720 5,5930 5,4919 5,4639 5,4745 5,4695 5,3942 5,2106 4,9074 4,5102 4,0825 3,7027 3,4245 3,2512 3,1428 3,0425 2,9003 2,6816 2,3682 1,9611 1,4853 0,9873 0,5166 0,0999 -0,2690 -0,6189 -0,9842 -1,3865 -1,8180 -2,2363 -2,5769 -2,7768 -2,7968 -2,6331 -2,3199 -1,9236 -1,5234 -1,1807 -0,9152 -0,7058 -0,5136 -0,3028 -0,0501 0,2490 0,5782 0,9063 1,1984 1,4288 1,5904 1,6976 1,7807 1,8742 1,9997 2,1529 2,3064 2,4231 2,4717 2,4364 2,3218 2,1529 1,9670 1,7980 1,6627 1,5554 1,4531 1,3295 1,1693 0,9729 0,7482 0,5006 0,2342 -0,0420 -0,3165 -0,5842 -0,8476 -1,1082 -1,3594 -1,5881 -1,7797 -1,9213 -2,0021 -2,0128 -1,9531 -1,8404 -1,7086 -1,5924 -1,5126 -1,4703 -1,4534 -1,4434 -1,4157 -1,3408 -1,1939 -0,9705 -0,6957 -0,4195 -0,1989 -0,0761 -0,0625 -0,1321 -0,2276 -0,2805 -0,2342 -0,0621 0,2265 0,5957 1,0051 1,4272 1,8476 2,2601 2,6632 3,0539 3,4210 3,7468 4,0143 4,2081 4,3174 4,3430 4,3030 4,2360 4,1958 4,2373 4,3950 4,6671 5,0131 5,3700 5,6804 5,9192 6,1030 6,2776 6,4923 6,7785 7,1397 7,5481 7,9438 8,2403 8,3593 8,2789 8,0496 7,7660 7,5261 7,4003 7,4147 7,5512 7,7630 7,9979 8,2166 8,4029 8,5633 8,7161 8,8786 9,0589 9,2527 9,4452 9,6166 9,7518 9,8490 9,9205 9,9894 10,0801 10,2049 10,3551 10,5098 10,6432 10,7275 10,7413 10,6799 10,5595 10,4131 10,2802 10,1979 10,1946 10,2815 10,4421 10,6341 10,8063 10,9162 10,9360 10,8552 10,6838 10,4507 10,1882 9,9135 9,6308 9,3504 9,0953 8,8859 8,7278 8,6193 8,5705 8,6063 8,7456 8,9811 9,2813 9,6007 9,8859 10,0883 10,1847 10,1920 10,1651 10,1748 10,2725 10,4614 10,6969 10,9147 11,0612 11,1051 11,0384 10,8798 10,6757 10,4892 10,3743 10,3533 10,4132 10,5167 10,6206 10,6930 10,7198 10,7032 10,6582 10,6102 10,5886 10,6112 10,6682 10,7240 10,7292 10,6405 10,4386 10,1386 9,7874 9,4472 9,1647 8,9523 8,7931 8,6562 8,5157 8,3684 8,2342 8,1388 8,1011 8,1319 8,2305 8,3787 8,5477 8,7113 8,8539 8,9715 9,0744 9,1838 9,3215 9,4999 9,7187 9,9654 10,2223 10,4676 10,6667 10,7762 10,7699 10,6546 10,4619 10,2365 10,0218 9,8429 9,6972 9,5611 9,4034 9,1993 8,9413 8,6475 8,3650 8,1562 8,0698 8,1173 8,2683 8,4604 8,6235 8,7086 8,7052 8,6384 8,5546 8,5046 8,5293 8,6458 8,8331 9,0371 9,1989 9,2825 9,2824 9,2166 9,1182 9,0269 8,9758 8,9805 9,0342 9,1089 9,1649 9,1694 9,1064 8,9725 8,7730 8,5251 8,2568 7,9984 7,7738 7,5944 7,4554 7,3395 7,2281 7,1098 6,9845 6,8598 6,7450 6,6482 6,5767 6,5289 6,4895 6,4405 6,3773 6,3109 6,2598 6,2405 6,2627 6,3230 6,4048 6,4890 6,5619 6,6158 6,6492 6,6716 6,7089 6,7989 6,9731 7,2392 7,5824 7,9754 8,3856 8,7804 9,1351 9,4330 9,6644 9,8295 9,9424 10,0242 10,0885 10,1352 10,1533 10,1205 10,0070 9,7902 9,4747 9,1021 8,7367 8,4248 8,1634 7,9098 7,6229 7,2907 6,9266 6,5536 6,1952 5,8688 5,5832 5,3406 5,1380 4,9663 4,8143 4,6749 4,5470 4,4323 4,3299 4,2383 4,1585 4,0887 4,0173 3,9233 3,7856 3,5949 3,3604 3,1042 2,8533 2,6356 2,4767 2,3880 2,3548 2,3395 2,2948 2,1774 1,9609 1,6521 1,2979 0,9709 0,7286 0,5807 0,4930 0,4163 0,3076 0,1411 -0,0870 -0,3618 -0,6585 -0,9472 -1,1985 -1,4000 -1,5724 -1,7602 -1,9969 -2,2780 -2,5641 -2,8034 -2,9511 -2,9797 -2,8812 -2,6671 -2,3683 -2,0349 -1,7285 -1,5058 -1,3998 -1,4111 -1,5108 -1,6444 -1,7450 -1,7604 -1,6775 -1,5233 -1,3455 -1,1900
Fz    0,9446 0,8166 0,6701 0,5269 0,4115 0,3440 0,3377 0,3899 0,4746 0,5496 0,5750 0,5246 0,3843 0,1559 -0,1316 -0,4243 -0,6712 -0,8528 -0,9794 -1,0730 -1,1546 -1,2398 -1,3282 -1,3970 -1,4111 -1,3463 -1,1991 -0,9797 -0,7085 -0,4167 -0,1389 0,0989 0,2832 0,4139 0,5007 0,5562 0,5893 0,6042 0,5990 0,5649 0,4909 0,3764 0,2394 0,1177 0,0571 0,0946 0,2471 0,5043 0,8299 1,1792 1,5158 1,8148 2,0623 2,2557 2,4018 2,5108 2,5922 2,6515 2,6880 2,6995 2,6858 2,6501 2,6016 2,5614 2,5604 2,6262 2,7723 2,9944 3,2639 3,5327 3,7539 3,9028 3,9841 4,0281 4,0763 4,1608 4,2891 4,4458 4,6032 4,7337 4,8232 4,8797 4,9314 5,0126 5,1473 5,3366 5,5580 5,7774 5,9646 6,0992 6,1652 6,1465 6,0319 5,8254 5,5466 5,2145 4,8384 4,4278 4,0038 3,5980 3,2448 2,9752 2,8080 2,7414 2,7552 2,8222 2,9197 3,0294 3,1306 3,2008 3,2263 3,2097 3,1735 3,1582 3,2102 3,3617 3,6185 3,9631 4,3641 4,7942 5,2447 5,7251 6,2547 6,8525 7,5249 8,2590 9,0261 9,7860 10,4914 11,0998 11,5895 11,9634 12,2397 12,4417 12,5903 12,6914 12,7326 12,6947 12,5590 12,3085 11,9340 11,4419 10,8606 10,2452 9,6671 9,1902 8,8522 8,6611 8,5983 8,6258 8,7025 8,7996 8,9008 8,9967 9,0807 9,1481 9,1961 9,2241 9,2308 9,2109 9,1600 9,0802 8,9788 8,8669 8,7630 8,6883 8,6533 8,6475 8,6413 8,5988 8,4944 8,3260 8,1151 7,8942 7,6927 7,5303 7,4119 7,3221 7,2276 7,0900 6,8792 6,5815 6,2092 5,8049 5,4272 5,1196 4,8895 4,7093 4,5343 4,3218 4,0413 3,6772 3,2278 2,7071 2,1467 1,5886 1,0657 0,5885 0,1478 -0,2732 -0,6838 -1,0738 -1,4113 -1,6504 -1,7465 -1,6733 -1,4334 -1,0607 -0,6117 -0,1488 0,2801 0,6549 0,9772 1,2585 1,5157 1,7685 2,0293 2,2963 2,5575 2,8016 3,0228 3,2224 3,4073 3,5892 3,7812 3,9906 4,2099 4,4136 4,5657 4,6339 4,6009 4,4680 4,2534 3,9863 3,6982 3,4150 3,1515 2,9101 2,6862 2,4774 2,2871 2,1163 1,9549 1,7845 1,5880 1,3533 1,0740 0,7525 0,4071 0,0705 -0,2232 -0,4518 -0,6081 -0,6943 -0,7142 -0,6732 -0,5855 -0,4758 -0,3703 -0,2862 -0,2278 -0,1931 -0,1767 -0,1654 -0,1369 -0,0681 0,0526 0,2159 0,3903 0,5331 0,6080 0,5998 0,5185 0,3986 0,2922 0,2551 0,3296 0,5316 0,8525 1,2734 1,7743 2,3309 2,9114 3,4848 4,0262 4,5179 4,9506 5,3227 5,6326 5,8744 6,0451 6,1550 6,2335 6,3231 6,4658 6,6886 6,9921 7,3497 7,7165 8,0492 8,3250 8,5520 8,7623 8,9926 9,2663 9,5866 9,9377 10,2837 10,5687 10,7340 10,7519 10,6429 10,4650 10,2910 10,1835 10,1732 10,2541 10,3958 10,5615 10,7231 10,8686 11,0023 11,1372 11,2870 11,4599 11,6500 11,8382 12,0038 12,1369 12,2425 12,3357 12,4350 12,5547 12,6955 12,8439 12,9836 13,1017 13,1878 13,2354 13,2444 13,2213 13,1770 13,1250 13,0811 13,0611 13,0750 13,1182 13,1722 13,2155 13,2331 13,2159 13,1596 13,0663 12,9475 12,8180 12,6819 12,5338 12,3767 12,2283 12,1078 12,0234 11,9754 11,9693 12,0186 12,1330 12,3057 12,5174 12,7426 12,9515 13,1128 13,2081 13,2469 13,2677 13,3189 13,4323 13,6069 13,8143 14,0178 14,1876 14,3003 14,3368 14,2877 14,1631 13,9951 13,8232 13,6751 13,5570 13,4594 13,3683 13,2755 13,1789 13,0793 12,9801 12,8930 12,8350 12,8160 12,8289 12,8514 12,8526 12,7978 12,6572 12,4182 12,0982 11,7404 11,3879 11,0622 10,7646 10,4891 10,2349 10,0130 9,8406 9,7279 9,6728 9,6663 9,6969 9,7499 9,8098 9,8679 9,9240 9,9836 10,0545 10,1455 10,2631 10,4084 10,5766 10,7592 10,9475 11,1295 11,2788 11,3578 11,3404 11,2254 11,0301 10,7840 10,5245 10,2848 10,0807 9,9066 9,7409 9,5600 9,3518 9,1271 8,9194 8,7715 8,7148 8,7561 8,8766 9,0382 9,1933 9,3026 9,3509 9,3528 9,3443 9,3646 9,4422 9,5867 9,7831 9,9939 10,1769 10,3013 10,3546 10,3426 10,2875 10,2222 10,1786 10,1751 10,2113 10,2690 10,3181 10,3293 10,2814 10,1580 9,9482 9,6560 9,3079 8,9477 8,6235 8,3727 8,2083 8,1159 8,0624 8,0117 7,9369 7,8260 7,6830 7,5256 7,3749 7,2407 7,1178 6,9970 6,8800 6,7789 6,7050 6,6643 6,6584 6,6821 6,7235 6,7722 6,8240 6,8811 6,9485 7,0313 7,1337 7,2608 7,4169 7,6019 7,8147 8,0574 8,3311 8,6298 8,9403 9,2430 9,5171 9,7503 9,9460 10,1189 10,2831 10,4438 10,5934 10,7098 10,7600 10,7162 10,5723 10,3506 10,0905 9,8216 9,5464 9,2483 8,9155 8,5520 8,1691 7,7773 7,3871 7,0098 6,6584 6,3494 6,0951 5,8958 5,7409 5,6170 5,5115 5,4135 5,3120 5,1965 5,0584 4,8895 4,6818 4,4313 4,1401 3,8167 3,4758 3,1399 2,8354 2,5889 2,4199 2,3286 2,2876 2,2518 2,1761 2,0266 1,7885 1,4749 1,1303 0,8164 0,5795 0,4239 0,3165 0,2130 0,0794 -0,1035 -0,3422 -0,6331 -0,9630 -1,3072 -1,6359 -1,9311 -2,2008 -2,4708 -2,7570 -3,0485 -3,3160 -3,5277 -3,6592 -3,6971 -3,6400 -3,4980 -3,2921 -3,0534 -2,8199 -2,6308 -2,5152 -2,4815 -2,5129 -2,5697 -2,5984 -2,5545 -2,4252 -2,2328 -2,0210 -1,8363
F3    0,5018 0,2841 0,0989 -0,0279 -0,0800 -0,0540 0,0396 0,1732 0,3067 0,4019 0,4360 0,4022 0,3044 0,1554 -0,0162 -0,1686 -0,2700 -0,3209 -0,3502 -0,3935 -0,4775 -0,6117 -0,7812 -0,9476 -1,0645 -1,1008 -1,0494 -0,9233 -0,7479 -0,5531 -0,3625 -0,1892 -0,0392 0,0864 0,1919 0,2861 0,3783 0,4714 0,5514 0,5899 0,5636 0,4741 0,3516 0,2450 0,2007 0,2439 0,3750 0,5742 0,8068 1,0347 1,2300 1,3810 1,4901 1,5696 1,6368 1,7074 1,7875 1,8712 1,9471 2,0051 2,0422 2,0640 2,0859 2,1295 2,2150 2,3538 2,5479 2,7876 3,0454 3,2794 3,4522 3,5471 3,5741 3,5670 3,5726 3,6309 3,7561 3,9314 4,1213 4,2883 4,4098 4,4877 4,5466 4,6208 4,7388 4,9118 5,1277 5,3571 5,5637 5,7119 5,7700 5,7173 5,5561 5,3166 5,0421 4,7629 4,4840 4,1974 3,8984 3,5920 3,2951 3,0335 2,8304 2,6969 2,6318 2,6242 2,6532 2,6914 2,7142 2,7082 2,6771 2,6388 2,6195 2,6483 2,7509 2,9421 3,2246 3,5890 4,0151 4,4817 4,9793 5,5117 6,0917 6,7348 7,4457 8,2061 8,9756 9,7021 10,3338 10,8313 11,1816 11,4018 11,5283 11,6007 11,6488 11,6812 11,6831 11,6268 11,4801 11,2142 10,8187 10,3112 9,7369 9,1624 8,6603 8,2855 8,0616 7,9831 8,0218 8,1356 8,2847 8,4440 8,5996 8,7421 8,8656 8,9653 9,0358 9,0697 9,0562 8,9833 8,8492 8,6723 8,4824 8,3078 8,1717 8,0893 8,0607 8,0650 8,0654 8,0216 7,9059 7,7168 7,4807 7,2398 7,0318 6,8783 6,7798 6,7141 6,6415 6,5159 6,2990 5,9739 5,5569 5,0978 4,6594 4,2868 3,9889 3,7409 3,5008 3,2263 2,8848 2,4574 1,9433 1,3663 0,7732 0,2172 -0,2649 -0,6654 -1,0036 -1,3131 -1,6210 -1,9285 -2,2045 -2,3960 -2,4476 -2,3242 -2,0265 -1,5942 -1,0961 -0,6091 -0,1939 0,1219 0,3431 0,4944 0,6072 0,7091 0,8142 0,9221 1,0283 1,1305 1,2292 1,3289 1,4432 1,5937 1,7999 2,0633 2,3590 2,6404 2,8572 2,9768 2,9962 2,9373 2,8325 2,7101 2,5851 2,4585 2,3218 2,1623 1,9682 1,7347 1,4683 1,1843 0,8977 0,6150 0,3319 0,0360 -0,2836 -0,6267 -0,9794 -1,3188 -1,6204 -1,8603 -2,0180 -2,0801 -2,0426 -1,9163 -1,7338 -1,5406 -1,3729 -1,2416 -1,1381 -1,0516 -0,9785 -0,9160 -0,8520 -0,7654 -0,6376 -0,4661 -0,2693 -0,0838 0,0482 0,0939 0,0475 -0,0595 -0,1644 -0,1976 -0,1112 0,1071 0,4418 0,8682 1,3638 1,9034 2,4592 3,0092 3,5400 4,0387 4,4887 4,8737 5,1806 5,4024 5,5445 5,6314 5,7058 5,8183 6,0105 6,2988 6,6668 7,0713 7,4610 7,7967 8,0656 8,2852 8,4939 8,7298 9,0121 9,3373 9,6828 10,0101 10,2660 10,4003 10,3945 10,2757 10,1060 9,9609 9,9045 9,9655 10,1279 10,3445 10,5609 10,7391 10,8698 10,9707 11,0701 11,1879 11,3278 11,4758 11,6110 11,7215 11,8146 11,9099 12,0255 12,1705 12,3446 12,5355 12,7203 12,8750 12,9783 13,0101 12,9605 12,8419 12,6889 12,5433 12,4359 12,3799 12,3773 12,4232 12,5036 12,5940 12,6660 12,6932 12,6583 12,5592 12,4093 12,2292 12,0351 11,8293 11,6062 11,3698 11,1427 10,9543 10,8257 10,7675 10,7897 10,9021 11,1008 11,3586 11,6366 11,8994 12,1163 12,2634 12,3357 12,3592 12,3839 12,4600 12,6091 12,8124 13,0249 13,2029 13,3216 13,3721 13,3515 13,2659 13,1393 13,0090 12,9070 12,8451 12,8164 12,8057 12,7994 12,7898 12,7716 12,7379 12,6840 12,6148 12,5451 12,4879 12,4450 12,4069 12,3539 12,2561 12,0829 11,8229 11,4996 11,1641 10,8618 10,6066 10,3844 10,1728 9,9588 9,7481 9,5587 9,4056 9,2967 9,2367 9,2231 9,2394 9,2635 9,2827 9,2992 9,3269 9,3886 9,5064 9,6884 9,9238 10,1895 10,4598 10,7167 10,9505 11,1459 11,2773 11,3258 11,2923 11,1932 11,0549 10,9059 10,7636 10,6245 10,4677 10,2686 10,0128 9,7061 9,3815 9,0932 8,8941 8,8144 8,8543 8,9887 9,1722 9,3520 9,4889 9,5720 9,6143 9,6372 9,6591 9,6957 9,7593 9,8507 9,9553 10,0530 10,1307 10,1854 10,2201 10,2388 10,2434 10,2354 10,2188 10,2018 10,1901 10,1780 10,1508 10,0884 9,9669 9,7661 9,4852 9,1501 8,8061 8,5017 8,2710 8,1240 8,0505 8,0288 8,0329 8,0393 8,0339 8,0102 7,9659 7,9009 7,8173 7,7161 7,5997 7,4777 7,3681 7,2889 7,2538 7,2706 7,3350 7,4301 7,5346 7,6311 7,7066 7,7552 7,7824 7,8069 7,8574 7,9603 8,1272 8,3543 8,6300 8,9394 9,2632 9,5768 9,8548 10,0777 10,2411 10,3615 10,4696 10,5921 10,7321 10,8644 10,9428 10,9175 10,7578 10,4678 10,0869 9,6731 9,2740 8,9077 8,5680 8,2439 7,9278 7,6114 7,2854 6,9481 6,6090 6,2836 5,9889 5,7347 5,5194 5,3345 5,1755 5,0463 4,9526 4,8888 4,8344 4,7604 4,6385 4,4491 4,1864 3,8598 3,4958 3,1370 2,8294 2,6053 2,4743 2,4259 2,4319 2,4533 2,4497 2,3873 2,2401 1,9958 1,6676 1,3002 0,9562 0,6850 0,4999 0,3805 0,2923 0,2021 0,0835 -0,0835 -0,3115 -0,5992 -0,9256 -1,2559 -1,5627 -1,8437 -2,1162 -2,3927 -2,6640 -2,9017 -3,0690 -3,1320 -3,0707 -2,8897 -2,6203 -2,3108 -2,0133 -1,7744 -1,6264 -1,5802 -1,6204 -1,7088 -1,7953 -1,8314 -1,7867 -1,6641 -1,5006 -1,3490 -1,2558
F7    0,3928 0,3343 0,2509 0,1725 0,1264 0,1250 0,1684 0,2462 0,3379 0,4190 0,4747 0,5021 0,5003 0,4676 0,4082 0,3326 0,2450 0,1373 0,0007 -0,1611 -0,3342 -0,5037 -0,6531 -0,7612 -0,8093 -0,7952 -0,7333 -0,6437 -0,5471 -0,4626 -0,3983 -0,3483 -0,3024 -0,2536 -0,1972 -0,1296 -0,0464 0,0529 0,1545 0,2283 0,2473 0,2088 0,1353 0,0619 0,0211 0,0342 0,1084 0,2355 0,3931 0,5573 0,7139 0,8571 0,9843 1,0947 1,1898 1,2697 1,3322 1,3742 1,3975 1,4087 1,4149 1,4217 1,4366 1,4709 1,5379 1,6485 1,8087 2,0170 2,2571 2,4968 2,7031 2,8594 2,9728 3,0657 3,1626 3,2791 3,4160 3,5621 3,7005 3,8150 3,8965 3,9523 4,0037 4,0730 4,1701 4,2880 4,4107 4,5263 4,6326 4,7282 4,7983 4,8163 4,7674 4,6658 4,5413 4,4096 4,2593 4,0674 3,8202 3,5258 3,2144 2,9274 2,6988 2,5425 2,4522 2,4089 2,3878 2,3650 2,3256 2,2687 2,2071 2,1665 2,1833 2,2950 2,5252 2,8733 3,3191 3,8309 4,3713 4,9068 5,4189 5,9083 6,3929 6,8996 7,4485 8,0398 8,6515 9,2469 9,7854 10,2336 10,5735 10,8037 10,9346 10,9883 10,9932 10,9638 10,8879 10,7419 10,5094 10,1859 9,7797 9,3106 8,8090 8,3181 7,8863 7,5493 7,3211 7,2005 7,1718 7,1997 7,2425 7,2721 7,2766 7,2556 7,2173 7,1746 7,1373 7,1044 7,0607 6,9844 6,8635 6,7068 6,5359 6,3719 6,2328 6,1352 6,0893 6,0901 6,1149 6,1307 6,1075 6,0307 5,9054 5,7464 5,5702 5,3957 5,2414 5,1114 4,9870 4,8355 4,6291 4,3613 4,0512 3,7379 3,4626 3,2451 3,0730 2,9131 2,7326 2,5094 2,2320 1,8972 1,5108 1,0914 0,6700 0,2777 -0,0723 -0,3900 -0,6970 -1,0102 -1,3290 -1,6317 -1,8816 -2,0407 -2,0835 -2,0035 -1,8127 -1,5403 -1,2298 -0,9313 -0,6876 -0,5204 -0,4277 -0,3901 -0,3753 -0,3467 -0,2791 -0,1684 -0,0267 0,1290 0,2807 0,4141 0,5262 0,6290 0,7410 0,8704 1,0069 1,1261 1,2028 1,2242 1,1950 1,1364 1,0758 1,0337 1,0132 1,0030 0,9865 0,9443 0,8570 0,7135 0,5207 0,2981 0,0629 -0,1765 -0,4167 -0,6563 -0,8947 -1,1291 -1,3514 -1,5462 -1,6943 -1,7819 -1,8068 -1,7756 -1,6932 -1,5636 -1,4045 -1,2480 -1,1226 -1,0385 -0,9911 -0,9710 -0,9700 -0,9773 -0,9736 -0,9328 -0,8353 -0,6847 -0,5104 -0,3509 -0,2352 -0,1735 -0,1577 -0,1639 -0,1554 -0,0944 0,0380 0,2338 0,4703 0,7306 1,0104 1,3093 1,6227 1,9449 2,2716 2,5944 2,8993 3,1712 3,3961 3,5614 3,6601 3,7001 3,7067 3,7146 3,7575 3,8599 4,0287 4,2459 4,4738 4,6751 4,8327 4,9600 5,0936 5,2695 5,5013 5,7729 6,0481 6,2813 6,4228 6,4348 6,3152 6,1015 5,8558 5,6488 5,5402 5,5572 5,6839 5,8739 6,0739 6,2455 6,3785 6,4901 6,6059 6,7389 6,8828 7,0214 7,1440 7,2556 7,3716 7,5037 7,6487 7,7926 7,9220 8,0263 8,0974 8,1339 8,1368 8,1027 8,0302 7,9277 7,8127 7,7042 7,6163 7,5579 7,5367 7,5568 7,6090 7,6699 7,7126 7,7156 7,6659 7,5628 7,4181 7,2501 7,0706 6,8767 6,6594 6,4227 6,1877 5,9774 5,8038 5,6744 5,6084 5,6350 5,7703 5,9982 6,2781 6,5605 6,7966 6,9503 7,0144 7,0179 7,0166 7,0660 7,1898 7,3676 7,5502 7,6853 7,7368 7,6925 7,5637 7,3834 7,2035 7,0813 7,0552 7,1266 7,2655 7,4307 7,5868 7,7119 7,7968 7,8402 7,8454 7,8241 7,7977 7,7859 7,7953 7,8176 7,8287 7,7938 7,6844 7,4972 7,2600 7,0183 6,8083 6,6418 6,5143 6,4169 6,3442 6,2997 6,2919 6,3211 6,3763 6,4441 6,5150 6,5816 6,6411 6,6967 6,7554 6,8273 6,9266 7,0632 7,2329 7,4200 7,6070 7,7810 7,9409 8,0937 8,2367 8,3529 8,4302 8,4726 8,4919 8,4992 8,5020 8,5004 8,4836 8,4319 8,3249 8,1535 7,9256 7,6693 7,4296 7,2539 7,1713 7,1872 7,2898 7,4551 7,6481 7,8304 7,9742 8,0696 8,1203 8,1354 8,1279 8,1111 8,0882 8,0531 8,0065 7,9603 7,9250 7,9036 7,8953 7,9000 7,9178 7,9499 7,9979 8,0555 8,1071 8,1371 8,1366 8,0979 8,0119 7,8752 7,6966 7,4953 7,2921 7,1001 6,9224 6,7556 6,5960 6,4447 6,3077 6,1901 6,0872 5,9876 5,8903 5,8099 5,7619 5,7501 5,7700 5,8185 5,8960 6,0037 6,1390 6,2908 6,4398 6,5670 6,6579 6,7052 6,7157 6,7138 6,7317 6,7945 6,9093 7,0651 7,2418 7,4208 7,5903 7,7459 7,8914 8,0346 8,1790 8,3192 8,4479 8,5619 8,6589 8,7331 8,7757 8,7697 8,6881 8,5075 8,2305 7,8939 7,5536 7,2525 7,0005 6,7813 6,5773 6,3824 6,1977 6,0250 5,8633 5,7060 5,5436 5,3708 5,1864 4,9879 4,7725 4,5446 4,3191 4,1178 3,9589 3,8498 3,7834 3,7356 3,6688 3,5466 3,3513 3,0930 2,8057 2,5338 2,3177 2,1866 2,1548 2,2162 2,3411 2,4831 2,5896 2,6116 2,5197 2,3195 2,0523 1,7759 1,5337 1,3356 1,1662 1,0056 0,8408 0,6676 0,4868 0,3023 0,1205 -0,0442 -0,1712 -0,2511 -0,3052 -0,3810 -0,5221 -0,7390 -1,0045 -1,2682 -1,4790 -1,6003 -1,6167 -1,5333 -1,3741 -1,1767 -0,9858 -0,8428 -0,7736 -0,7781 -0,8316 -0,9001 -0,9528 -0,9672 -0,9326 -0,8554 -0,7598 -0,6790
