Fp1   -0,4833 -0,5810 -0,6637 -0,7093 -0,7167 -0,6990 -0,6722 -0,6433 -0,6076 -0,5542 -0,4728 -0,3546 -0,1931 0,0118 0,2487 0,4923 0,7027 0,8381 0,8770 0,8316 0,7404 0,6499 0,5951 0,5831 0,6000 0,6339 0,6833 0,7453 0,8094 0,8615 0,8827 0,8460 0,7227 0,5019 0,2123 -0,0807 -0,3047 -0,4119 -0,3975 -0,3035 -0,2067 -0,1824 -0,2627 -0,4230 -0,6043 -0,7476 -0,8132 -0,7852 -0,6742 -0,5214 -0,3870 -0,3215 -0,3412 -0,4293 -0,5572 -0,6976 -0,8281 -0,9347 -1,0144 -1,0691 -1,0987 -1,0979 -1,0595 -0,9789 -0,8618 -0,7382 -0,6588 -0,6648 -0,7634 -0,9256 -1,1004 -1,2356 -1,3044 -1,3164 -1,2988 -1,2709 -1,2350 -1,1845 -1,1157 -1,0296 -0,9219 -0,7840 -0,6202 -0,4567 -0,3282 -0,2550 -0,2319 -0,2363 -0,2437 -0,2381 -0,2158 -0,1839 -0,1554 -0,1446 -0,1664 -0,2337 -0,3525 -0,5175 -0,7115 -0,9110 -1,0933 -1,2410 -1,3443 -1,4062 -1,4431 -1,4772 -1,5299 -1,6239 -1,7818 -2,0114 -2,2934 -2,5951 -2,8991 -3,2075 -3,5205 -3,8231 -4,0921 -4,3128 -4,4908 -4,6431 -4,7803 -4,8977 -4,9801 -5,0098 -4,9745 -4,8724 -4,7141 -4,5198 -4,3140 -4,1160 -3,9248 -3,7126 -3,4375 -3,0652 -2,5825 -1,9982 -1,3325 -0,6047 0,1690 0,9682 1,7622 2,5169 3,2110 3,8401 4,4105 4,9327 5,4179 5,8729 6,3008 6,7055 7,0845 7,4196 7,6835 7,8578 7,9406 7,9367 7,8469 7,6732 7,4348 7,1728 6,9352 6,7564 6,6484 6,6042 6,5976 6,5866 6,5310 6,4090 6,2170 5,9627 5,6679 5,3717 5,1227 4,9596 4,9001 4,9448 5,0833 5,2971 5,5604 5,8426 6,1154 6,3726 6,6353 6,9230 7,2217 7,4865 7,6706 7,7535 7,7548 7,7261 7,7234 7,7787 7,8874 8,0138 8,1135 8,1595 8,1485 8,0864 7,9759 7,8127 7,5884 7,3001 6,9537 6,5585 6,1246 5,6749 5,2532 4,9054 4,6542 4,4939 4,3994 4,3357 4,2666 4,1615 4,0013 3,7837 3,5199 3,2296 2,9398 2,6801 2,4716 2,3173 2,2070 2,1310 2,0902 2,0870 2,1096 2,1264 2,0895 1,9475 1,6670 1,2502 0,7343 0,1815 -0,3377 -0,7693 -1,0939 -1,3229 -1,4805 -1,5840 -1,6423 -1,6670 -1,6743 -1,6732 -1,6611 -1,6401 -1,6301 -1,6648 -1,7768 -1,9847 -2,2833 -2,6358 -2,9775 -3,2409 -3,3899 -3,4313 -3,3969 -3,3173 -3,2061 -3,0660 -2,9057 -2,7410 -2,5805 -2,4233 -2,2734 -2,1449 -2,0450 -1,9538 -1,8308 -1,6496 -1,4211 -1,1809 -0,9628 -0,7929 -0,6928 -0,6683 -0,7028 -0,7679 -0,8327 -0,8628 -0,8266 -0,7089 -0,5171 -0,2719 0,0117 0,3291 0,6598 0,9478 1,1291 1,1718 1,0796 0,8762 0,5967 0,2842 -0,0179 -0,2747 -0,4756 -0,6425 -0,8100 -0,9923 -1,1693 -1,2991 -1,3435 -1,2938 -1,1785 -1,0466 -0,9421 -0,8938 -0,9123 -0,9834 -1,0787 -1,1781 -1,2812 -1,4027 -1,5626 -1,7686 -1,9992 -2,2116 -2,3670 -2,4461 -2,4427 -2,3532 -2,1832 -1,9623 -1,7390 -1,5586 -1,4458 -1,3992 -1,3945 -1,3990 -1,3910 -1,3626 -1,3113 -1,2376 -1,1473 -1,0505 -0,9579 -0,8715 -0,7776 -0,6538 -0,4790 -0,2391 0,0682 0,4268 0,8010 1,1466 1,4274 1,6278 1,7546 1,8307 1,8855 1,9422 2,0087 2,0797 2,1438 2,1834 2,1748 2,1010 1,9677 1,8087 1,6746 1,6131 1,6484 1,7687 1,9327 2,0884 2,1912 2,2186 2,1807 2,1122 2,0462 1,9921 1,9404 1,8844 1,8320 1,7942 1,7598 1,6859 1,5229 1,2525 0,9037 0,5366 0,2113 -0,0307 -0,1707 -0,2114 -0,1686 -0,0613 0,0902 0,2623 0,4266 0,5546 0,6263 0,6407 0,6186 0,5900 0,5750 0,5790 0,5975 0,6132 0,5910 0,5015 0,3480 0,1544 -0,0562 -0,2568 -0,4038 -0,4466 -0,3612 -0,1718 0,0623 0,2824 0,4573 0,5910 0,7107 0,8378 0,9637 1,0586 1,1046 1,1128 1,1090 1,1119 1,1269 1,1437 1,1370 1,0829 0,9813 0,8554 0,7321 0,6264 0,5376 0,4586 0,3900 0,3431 0,3295 0,3514 0,4002 0,4616 0,5236 0,5799 0,6280 0,6667 0,6976 0,7249 0,7479 0,7558 0,7355 0,6871 0,6278 0,5826 0,5683 0,5799 0,5918 0,5758 0,5142 0,3970 0,2176 -0,0245 -0,3155 -0,6227 -0,9003 -1,1023 -1,1971 -1,1766 -1,0539 -0,8542 -0,6115 -0,3732 -0,1992 -0,1471 -0,2417 -0,4459 -0,6630 -0,7830 -0,7447 -0,5615 -0,2958 -0,0161 0,2261 0,4041 0,5173 0,5794 0,5981 0,5669 0,4742 0,3134 0,0878 -0,1834 -0,4673 -0,7313 -0,9576 -1,1455 -1,2996 -1,4217 -1,5179 -1,6067 -1,7078 -1,8258 -1,9541 -2,0807 -2,1934 -2,2927 -2,3959 -2,5163 -2,6460 -2,7603 -2,8297 -2,8227 -2,7072 -2,4625 -2,1016 -1,6792 -1,2672 -0,9173 -0,6483 -0,4535 -0,3051 -0,1642 -0,0029 0,1830 0,3851 0,6017 0,8425 1,1096 1,3767 1,5953 1,7264 1,7637 1,7273 1,6434 1,5378 1,4420 1,3880 1,3878 1,4209 1,4495 1,4447 1,3949 1,2986 1,1611 0,9970 0,8219 0,6436 0,4696 0,3199 0,2206 0,1866 0,2167 0,2956 0,3897 0,4517 0,4454 0,3681 0,2501 0,1376 0,0745 0,0847 0,1607 0,2672 0,3611 0,4073 0,3821 0,2820 0,1334 -0,0202 -0,1393 -0,1954 -0,1787 -0,1162 -0,0673 -0,0823 -0,1728 -0,3249 -0,5236 -0,7523 -0,9862 -1,2030 -1,4014 -1,6089 -1,8664 -2,1926 -2,5629 -2,9267 -3,2438 -3,5074 -3,7345 -3,9406 -4,1247 -4,2740 -4,3739 -4,4150 -4,3978 -4,3346 -4,2448 -4,1485 -4,0626 -3,9990 -3,9657 -3,9660 -3,9897
Fz    -0,8212 -0,9288 -1,0171 -1,0647 -1,0603 -1,0070 -0,9187 -0,8108 -0,6958 -0,5809 -0,4670 -0,3479 -0,2124 -0,0498 0,1423 0,3492 0,5349 0,6533 0,6752 0,6113 0,5086 0,4264 0,4079 0,4602 0,5564 0,6610 0,7490 0,8103 0,8485 0,8762 0,9018 0,9200 0,9111 0,8510 0,7273 0,5482 0,3379 0,1288 -0,0490 -0,1811 -0,2767 -0,3595 -0,4456 -0,5297 -0,5891 -0,6007 -0,5560 -0,4624 -0,3401 -0,2248 -0,1640 -0,1983 -0,3399 -0,5658 -0,8272 -1,0695 -1,2542 -1,3701 -1,4298 -1,4578 -1,4779 -1,5011 -1,5189 -1,5112 -1,4648 -1,3931 -1,3310 -1,3111 -1,3437 -1,4156 -1,4980 -1,5577 -1,5703 -1,5321 -1,4597 -1,3778 -1,3099 -1,2748 -1,2851 -1,3369 -1,3987 -1,4213 -1,3701 -1,2470 -1,0863 -0,9337 -0,8236 -0,7703 -0,7733 -0,8271 -0,9240 -1,0485 -1,1757 -1,2805 -1,3534 -1,4048 -1,4546 -1,5186 -1,6036 -1,7104 -1,8371 -1,9791 -2,1292 -2,2768 -2,4116 -2,5269 -2,6203 -2,6988 -2,7804 -2,8844 -3,0199 -3,1907 -3,4078 -3,6844 -4,0165 -4,3796 -4,7391 -5,0654 -5,3439 -5,5694 -5,7378 -5,8423 -5,8730 -5,8202 -5,6836 -5,4813 -5,2464 -5,0135 -4,8040 -4,6178 -4,4284 -4,1849 -3,8312 -3,3336 -2,6990 -1,9667 -1,1830 -0,3757 0,4493 1,2912 2,1361 2,9583 3,7346 4,4523 5,1066 5,6993 6,2425 6,7569 7,2650 7,7827 8,3102 8,8278 9,3034 9,7073 10,0191 10,2210 10,2954 10,2366 10,0658 9,8309 9,5881 9,3852 9,2566 9,2196 9,2644 9,3530 9,4355 9,4684 9,4266 9,3120 9,1604 9,0355 9,0037 9,1002 9,3107 9,5805 9,8420 10,0442 10,1699 10,2346 10,2747 10,3376 10,4662 10,6746 10,9363 11,1987 11,4099 11,5368 11,5764 11,5524 11,4959 11,4244 11,3368 11,2199 11,0604 10,8544 10,6050 10,3160 9,9932 9,6480 9,2897 8,9181 8,5234 8,0914 7,6119 7,0947 6,5777 6,1092 5,7209 5,4153 5,1721 4,9599 4,7462 4,5004 4,2000 3,8428 3,4468 3,0407 2,6552 2,3190 2,0524 1,8633 1,7537 1,7262 1,7812 1,9060 2,0673 2,2126 2,2829 2,2333 2,0527 1,7637 1,4067 1,0264 0,6629 0,3374 0,0472 -0,2223 -0,4795 -0,7201 -0,9345 -1,1164 -1,2605 -1,3542 -1,3834 -1,3504 -1,2865 -1,2451 -1,2806 -1,4274 -1,6898 -2,0388 -2,4151 -2,7519 -3,0095 -3,1909 -3,3254 -3,4369 -3,5227 -3,5599 -3,5324 -3,4449 -3,3112 -3,1439 -2,9624 -2,7945 -2,6597 -2,5516 -2,4422 -2,3038 -2,1268 -1,9170 -1,6851 -1,4494 -1,2390 -1,0788 -0,9730 -0,9066 -0,8550 -0,7891 -0,6797 -0,5080 -0,2751 0,0022 0,3083 0,6372 0,9718 1,2635 1,4514 1,4971 1,3941 1,1595 0,8294 0,4530 0,0815 -0,2482 -0,5291 -0,7849 -1,0452 -1,3137 -1,5624 -1,7482 -1,8337 -1,8076 -1,6929 -1,5370 -1,3872 -1,2741 -1,2065 -1,1718 -1,1480 -1,1243 -1,1075 -1,1154 -1,1661 -1,2631 -1,3859 -1,4989 -1,5732 -1,5984 -1,5748 -1,5045 -1,3975 -1,2790 -1,1818 -1,1304 -1,1353 -1,1911 -1,2740 -1,3470 -1,3760 -1,3392 -1,2287 -1,0525 -0,8329 -0,5987 -0,3771 -0,1832 -0,0137 0,1484 0,3254 0,5444 0,8280 1,1746 1,5494 1,8948 2,1562 2,3043 2,3406 2,2912 2,1969 2,1001 2,0300 1,9989 2,0052 2,0311 2,0484 2,0364 1,9996 1,9668 1,9720 2,0356 2,1564 2,3170 2,4929 2,6585 2,7899 2,8715 2,9036 2,9033 2,8930 2,8852 2,8794 2,8744 2,8787 2,9029 2,9403 2,9585 2,9178 2,8018 2,6301 2,4454 2,2897 2,1903 2,1555 2,1731 2,2151 2,2532 2,2730 2,2755 2,2670 2,2477 2,2102 2,1455 2,0514 1,9332 1,7961 1,6422 1,4759 1,2999 1,1070 0,8865 0,6372 0,3657 0,0832 -0,1867 -0,3990 -0,5030 -0,4828 -0,3806 -0,2723 -0,2190 -0,2406 -0,3161 -0,4028 -0,4645 -0,4931 -0,5044 -0,5122 -0,5106 -0,4814 -0,4057 -0,2703 -0,0752 0,1549 0,3773 0,5549 0,6702 0,7257 0,7374 0,7267 0,7142 0,7177 0,7466 0,7968 0,8530 0,8978 0,9207 0,9257 0,9271 0,9359 0,9521 0,9693 0,9790 0,9701 0,9274 0,8425 0,7245 0,5969 0,4853 0,4021 0,3339 0,2507 0,1325 -0,0164 -0,1794 -0,3429 -0,5021 -0,6595 -0,8205 -0,9868 -1,1500 -1,2897 -1,3764 -1,3803 -1,2842 -1,0962 -0,8545 -0,6192 -0,4528 -0,3926 -0,4217 -0,4655 -0,4293 -0,2577 0,0327 0,3733 0,6903 0,9355 1,0933 1,1753 1,2041 1,1914 1,1295 1,0030 0,8038 0,5420 0,2501 -0,0253 -0,2449 -0,3979 -0,5043 -0,5993 -0,7122 -0,8580 -1,0380 -1,2361 -1,4233 -1,5779 -1,6990 -1,8023 -1,9134 -2,0555 -2,2316 -2,4213 -2,5968 -2,7310 -2,7936 -2,7483 -2,5656 -2,2445 -1,8267 -1,3813 -0,9698 -0,6242 -0,3475 -0,1185 0,0973 0,3264 0,5740 0,8322 1,0960 1,3683 1,6472 1,9116 2,1254 2,2589 2,3031 2,2659 2,1641 2,0253 1,8906 1,8013 1,7721 1,7786 1,7769 1,7381 1,6626 1,5632 1,4503 1,3279 1,1913 1,0319 0,8532 0,6808 0,5508 0,4903 0,5111 0,6045 0,7320 0,8320 0,8549 0,7921 0,6715 0,5376 0,4322 0,3777 0,3689 0,3846 0,4099 0,4381 0,4566 0,4468 0,4044 0,3450 0,2912 0,2599 0,2493 0,2253 0,1341 -0,0551 -0,3242 -0,6285 -0,9298 -1,2016 -1,4229 -1,5871 -1,7154 -1,8550 -2,0529 -2,3233 -2,6403 -2,9621 -3,2625 -3,5413 -3,8100 -4,0677 -4,2961 -4,4742 -4,5914 -4,6485 -4,6573 -4,6380 -4,6076 -4,5713 -4,5256 -4,4656 -4,3918 -4,3101 -4,2211
F3    -0,0859 -0,2370 -0,3771 -0,4818 -0,5373 -0,5419 -0,5029 -0,4333 -0,3509 -0,2702 -0,1908 -0,0976 0,0294 0,2048 0,4284 0,6768 0,9001 1,0372 1,0467 0,9321 0,7409 0,5423 0,3950 0,3218 0,3085 0,3273 0,3586 0,3960 0,4446 0,5131 0,5999 0,6860 0,7418 0,7387 0,6586 0,4969 0,2632 -0,0156 -0,2990 -0,5488 -0,7468 -0,8937 -0,9951 -1,0507 -1,0546 -1,0068 -0,9209 -0,8167 -0,7108 -0,6225 -0,5785 -0,6029 -0,7023 -0,8594 -1,0388 -1,2006 -1,3168 -1,3817 -1,4088 -1,4216 -1,4425 -1,4808 -1,5284 -1,5659 -1,5793 -1,5745 -1,5736 -1,5943 -1,6346 -1,6766 -1,6970 -1,6729 -1,5889 -1,4478 -1,2719 -1,0938 -0,9469 -0,8625 -0,8664 -0,9616 -1,1075 -1,2297 -1,2618 -1,1811 -1,0138 -0,8130 -0,6312 -0,5034 -0,4467 -0,4641 -0,5444 -0,6614 -0,7782 -0,8628 -0,9057 -0,9243 -0,9502 -1,0106 -1,1176 -1,2677 -1,4485 -1,6457 -1,8455 -2,0331 -2,1945 -2,3200 -2,4043 -2,4510 -2,4769 -2,5070 -2,5617 -2,6582 -2,8211 -3,0749 -3,4231 -3,8377 -4,2673 -4,6591 -4,9815 -5,2259 -5,3952 -5,4940 -5,5240 -5,4832 -5,3726 -5,2049 -5,0080 -4,8154 -4,6512 -4,5162 -4,3793 -4,1806 -3,8543 -3,3611 -2,7099 -1,9520 -1,1513 -0,3520 0,4329 1,2077 1,9730 2,7196 3,4362 4,1132 4,7403 5,3093 5,8216 6,2896 6,7320 7,1662 7,5958 8,0032 8,3585 8,6368 8,8251 8,9154 8,9012 8,7840 8,5851 8,3468 8,1170 7,9334 7,8167 7,7678 7,7666 7,7803 7,7788 7,7454 7,6804 7,6023 7,5441 7,5480 7,6519 7,8694 8,1730 8,5005 8,7822 8,9704 9,0552 9,0631 9,0447 9,0616 9,1689 9,3884 9,6950 10,0303 10,3307 10,5511 10,6784 10,7287 10,7268 10,6865 10,6069 10,4813 10,3109 10,1107 9,8999 9,6889 9,4778 9,2586 9,0141 8,7229 8,3696 7,9496 7,4710 6,9595 6,4601 6,0187 5,6561 5,3612 5,1037 4,8533 4,5880 4,2893 3,9419 3,5430 3,1078 2,6626 2,2378 1,8643 1,5657 1,3520 1,2229 1,1779 1,2179 1,3348 1,4996 1,6596 1,7517 1,7287 1,5816 1,3376 1,0394 0,7285 0,4356 0,1691 -0,0841 -0,3406 -0,6023 -0,8577 -1,0968 -1,3198 -1,5282 -1,7068 -1,8252 -1,8615 -1,8259 -1,7618 -1,7297 -1,7840 -1,9505 -2,2132 -2,5164 -2,7913 -2,9940 -3,1249 -3,2169 -3,3021 -3,3851 -3,4458 -3,4640 -3,4332 -3,3542 -3,2324 -3,0876 -2,9519 -2,8510 -2,7833 -2,7227 -2,6414 -2,5256 -2,3700 -2,1715 -1,9416 -1,7145 -1,5296 -1,4046 -1,3296 -1,2768 -1,2102 -1,0957 -0,9149 -0,6743 -0,3993 -0,1116 0,1845 0,4813 0,7441 0,9242 0,9897 0,9338 0,7681 0,5188 0,2212 -0,0889 -0,3834 -0,6524 -0,9070 -1,1645 -1,4243 -1,6597 -1,8300 -1,9009 -1,8630 -1,7378 -1,5696 -1,4086 -1,2938 -1,2404 -1,2335 -1,2413 -1,2399 -1,2281 -1,2230 -1,2467 -1,3109 -1,4070 -1,5107 -1,5977 -1,6530 -1,6650 -1,6221 -1,5259 -1,4031 -1,2954 -1,2368 -1,2437 -1,3135 -1,4212 -1,5250 -1,5849 -1,5774 -1,5008 -1,3738 -1,2234 -1,0686 -0,9153 -0,7568 -0,5797 -0,3728 -0,1297 0,1578 0,4966 0,8777 1,2644 1,6025 1,8456 1,9756 2,0037 1,9610 1,8882 1,8247 1,7974 1,8192 1,8901 1,9908 2,0867 2,1484 2,1740 2,1900 2,2319 2,3204 2,4470 2,5799 2,6848 2,7418 2,7461 2,7042 2,6345 2,5638 2,5146 2,4910 2,4822 2,4832 2,5054 2,5652 2,6596 2,7544 2,8008 2,7685 2,6621 2,5114 2,3513 2,2117 2,1148 2,0688 2,0603 2,0630 2,0555 2,0324 2,0000 1,9643 1,9244 1,8764 1,8195 1,7555 1,6792 1,5777 1,4412 1,2665 1,0545 0,8151 0,5699 0,3410 0,1433 -0,0063 -0,0820 -0,0638 0,0338 0,1536 0,2248 0,2051 0,0991 -0,0499 -0,1831 -0,2567 -0,2645 -0,2321 -0,1855 -0,1320 -0,0641 0,0289 0,1566 0,3191 0,4966 0,6528 0,7551 0,7909 0,7696 0,7142 0,6514 0,6064 0,6004 0,6403 0,7110 0,7845 0,8370 0,8634 0,8793 0,9079 0,9611 1,0330 1,1068 1,1632 1,1848 1,1581 1,0804 0,9646 0,8335 0,7116 0,6133 0,5330 0,4500 0,3502 0,2380 0,1258 0,0198 -0,0845 -0,1985 -0,3353 -0,5050 -0,7082 -0,9281 -1,1297 -1,2688 -1,3106 -1,2464 -1,0996 -0,9179 -0,7596 -0,6700 -0,6499 -0,6418 -0,5643 -0,3706 -0,0799 0,2448 0,5416 0,7739 0,9315 1,0234 1,0673 1,0717 1,0281 0,9209 0,7425 0,5025 0,2326 -0,0204 -0,2205 -0,3652 -0,4832 -0,6120 -0,7734 -0,9675 -1,1784 -1,3773 -1,5305 -1,6240 -1,6739 -1,7131 -1,7767 -1,8896 -2,0522 -2,2396 -2,4180 -2,5580 -2,6329 -2,6111 -2,4602 -2,1688 -1,7674 -1,3188 -0,8851 -0,5028 -0,1792 0,1027 0,3710 0,6459 0,9291 1,2113 1,4879 1,7641 2,0421 2,3032 2,5097 2,6280 2,6458 2,5706 2,4209 2,2249 2,0225 1,8561 1,7513 1,7021 1,6800 1,6589 1,6263 1,5717 1,4824 1,3487 1,1641 0,9250 0,6428 0,3530 0,1057 -0,0571 -0,1137 -0,0710 0,0283 0,1216 0,1663 0,1599 0,1244 0,0818 0,0453 0,0184 -0,0043 -0,0270 -0,0418 -0,0391 -0,0302 -0,0411 -0,0836 -0,1433 -0,1928 -0,2087 -0,1882 -0,1632 -0,1922 -0,3204 -0,5517 -0,8605 -1,2118 -1,5632 -1,8664 -2,0886 -2,2348 -2,3494 -2,4893 -2,6882 -2,9403 -3,2149 -3,4838 -3,7364 -3,9706 -4,1751 -4,3284 -4,4159 -4,4421 -4,4277 -4,3999 -4,3843 -4,3952 -4,4269 -4,4586 -4,4669 -4,4389 -4,3774 -4,2901
F7    -0,2931 -0,3982 -0,5149 -0,6150 -0,6922 -0,7496 -0,7783 -0,7507 -0,6392 -0,4448 -0,2053 0,0305 0,2355 0,4084 0,5547 0,6740 0,7638 0,8286 0,8794 0,9197 0,9331 0,8943 0,7925 0,6384 0,4586 0,2967 0,2105 0,2443 0,3952 0,6100 0,8128 0,9413 0,9649 0,8847 0,7227 0,5033 0,2432 -0,0388 -0,3118 -0,5458 -0,7335 -0,8905 -1,0335 -1,1597 -1,2391 -1,2240 -1,0811 -0,8210 -0,4976 -0,1834 0,0565 0,1763 0,1530 -0,0010 -0,2342 -0,4806 -0,6943 -0,8591 -0,9766 -1,0561 -1,1049 -1,1223 -1,1013 -1,0416 -0,9567 -0,8698 -0,8072 -0,7937 -0,8438 -0,9527 -1,0962 -1,2413 -1,3560 -1,4151 -1,4052 -1,3331 -1,2250 -1,1108 -1,0065 -0,9100 -0,8115 -0,7092 -0,6138 -0,5373 -0,4800 -0,4288 -0,3694 -0,3018 -0,2443 -0,2260 -0,2722 -0,3827 -0,5192 -0,6220 -0,6540 -0,6337 -0,6198 -0,6622 -0,7759 -0,9458 -1,1332 -1,2864 -1,3714 -1,3985 -1,4120 -1,4526 -1,5286 -1,6188 -1,6952 -1,7380 -1,7426 -1,7354 -1,7789 -1,9404 -2,2476 -2,6746 -3,1579 -3,6298 -4,0489 -4,4074 -4,7129 -4,9685 -5,1641 -5,2779 -5,2918 -5,2127 -5,0743 -4,9147 -4,7534 -4,5859 -4,3881 -4,1205 -3,7415 -3,2306 -2,6032 -1,9028 -1,1764 -0,4542 0,2521 0,9401 1,6049 2,2356 2,8225 3,3575 3,8306 4,2363 4,5858 4,9045 5,2148 5,5290 5,8558 6,2041 6,5770 6,9615 7,3172 7,5777 7,6770 7,5807 7,3031 6,9074 6,4922 6,1590 5,9686 5,9150 5,9372 5,9612 5,9338 5,8298 5,6484 5,4099 5,1565 4,9494 4,8565 4,9264 5,1575 5,4924 5,8523 6,1817 6,4655 6,7122 6,9320 7,1325 7,3249 7,5189 7,7084 7,8663 7,9611 7,9809 7,9468 7,9030 7,8920 7,9349 8,0263 8,1406 8,2457 8,3117 8,3109 8,2220 8,0426 7,7906 7,4865 7,1341 6,7224 6,2501 5,7493 5,2832 4,9136 4,6608 4,4952 4,3647 4,2259 4,0579 3,8525 3,5945 3,2605 2,8408 2,3589 1,8652 1,4129 1,0367 0,7451 0,5286 0,3726 0,2708 0,2308 0,2619 0,3505 0,4490 0,4902 0,4246 0,2497 0,0010 -0,2789 -0,5557 -0,8089 -1,0438 -1,2932 -1,5934 -1,9550 -2,3550 -2,7481 -3,0863 -3,3292 -3,4413 -3,3966 -3,1934 -2,8650 -2,4812 -2,1410 -1,9457 -1,9553 -2,1583 -2,4773 -2,8094 -3,0719 -3,2305 -3,2983 -3,3079 -3,2810 -3,2260 -3,1541 -3,0808 -3,0154 -2,9586 -2,9082 -2,8631 -2,8141 -2,7352 -2,5977 -2,3967 -2,1587 -1,9258 -1,7355 -1,6103 -1,5554 -1,5564 -1,5805 -1,5896 -1,5569 -1,4728 -1,3390 -1,1631 -0,9589 -0,7402 -0,5021 -0,2208 0,1055 0,4248 0,6580 0,7488 0,6808 0,4674 0,1354 -0,2868 -0,7680 -1,2704 -1,7564 -2,1926 -2,5368 -2,7323 -2,7327 -2,5368 -2,1929 -1,7743 -1,3529 -0,9884 -0,7294 -0,6120 -0,6470 -0,8084 -1,0457 -1,3165 -1,6060 -1,9159 -2,2375 -2,5348 -2,7528 -2,8463 -2,8099 -2,6841 -2,5286 -2,3850 -2,2619 -2,1477 -2,0336 -1,9296 -1,8617 -1,8474 -1,8711 -1,8895 -1,8605 -1,7711 -1,6443 -1,5212 -1,4309 -1,3753 -1,3381 -1,2951 -1,2192 -1,0878 -0,8859 -0,6012 -0,2257 0,2259 0,6965 1,0926 1,3270 1,3656 1,2379 1,0182 0,8004 0,6708 0,6776 0,8167 1,0400 1,2744 1,4501 1,5310 1,5287 1,4889 1,4609 1,4722 1,5231 1,6016 1,7017 1,8189 1,9331 2,0069 2,0099 1,9417 1,8234 1,6695 1,4797 1,2582 1,0315 0,8424 0,7259 0,6889 0,7082 0,7453 0,7645 0,7436 0,6716 0,5519 0,4146 0,3067 0,2609 0,2778 0,3315 0,3855 0,4108 0,3971 0,3501 0,2839 0,2210 0,1846 0,1821 0,2068 0,2510 0,3011 0,3304 0,3164 0,2608 0,1910 0,1508 0,1863 0,3253 0,5556 0,8178 1,0239 1,1006 1,0283 0,8460 0,6307 0,4667 0,4059 0,4372 0,4976 0,5210 0,4785 0,3851 0,2809 0,2137 0,2302 0,3617 0,6023 0,8992 1,1740 1,3620 1,4379 1,4098 1,3000 1,1346 0,9369 0,7211 0,4934 0,2637 0,0566 -0,0890 -0,1415 -0,1009 -0,0007 0,1164 0,2247 0,3208 0,4108 0,5033 0,6060 0,7189 0,8316 0,9286 0,9923 1,0074 0,9672 0,8740 0,7348 0,5602 0,3609 0,1425 -0,0900 -0,3229 -0,5341 -0,6975 -0,7887 -0,7952 -0,7285 -0,6218 -0,5115 -0,4206 -0,3642 -0,3553 -0,3830 -0,3902 -0,2980 -0,0613 0,2958 0,6968 1,0595 1,3292 1,4863 1,5380 1,5012 1,3892 1,2084 0,9625 0,6581 0,3222 0,0183 -0,1746 -0,2162 -0,1364 -0,0136 0,0708 0,0612 -0,0677 -0,3083 -0,6149 -0,9188 -1,1692 -1,3581 -1,5095 -1,6587 -1,8309 -2,0219 -2,2035 -2,3528 -2,4630 -2,5199 -2,4897 -2,3386 -2,0585 -1,6722 -1,2278 -0,7912 -0,4274 -0,1711 -0,0093 0,1087 0,2370 0,4042 0,6089 0,8385 1,0805 1,3135 1,4995 1,6029 1,6201 1,5839 1,5431 1,5339 1,5597 1,5935 1,5999 1,5568 1,4648 1,3490 1,2554 1,2254 1,2622 1,3271 1,3673 1,3355 1,1977 0,9454 0,6054 0,2311 -0,1112 -0,3540 -0,4566 -0,4351 -0,3483 -0,2488 -0,1603 -0,0982 -0,0807 -0,1105 -0,1648 -0,2141 -0,2373 -0,2225 -0,1750 -0,1306 -0,1375 -0,2157 -0,3425 -0,4724 -0,5597 -0,5785 -0,5483 -0,5294 -0,5703 -0,6659 -0,7781 -0,8817 -0,9784 -1,0798 -1,1963 -1,3404 -1,5288 -1,7733 -2,0711 -2,4049 -2,7442 -3,0557 -3,3202 -3,5398 -3,7274 -3,8928 -4,0341 -4,1392 -4,1955 -4,1974 -4,1517 -4,0740 -3,9802 -3,8840 -3,8031 -3,7586 -3,7649 -3,8215
