Fp1   -2,4081 -1,5763 -0,7869 -0,1983 0,0848 0,0356 -0,3098 -0,8466 -1,4025 -1,8082 -1,9781 -1,9249 -1,7400 -1,5658 -1,5419 -1,7549 -2,2099 -2,8085 -3,3467 -3,5786 -3,3385 -2,6450 -1,6839 -0,6807 0,2131 0,9501 1,5639 2,1302 2,7257 3,3846 4,0686 4,6781 5,0967 5,2479 5,1211 4,7313 4,0647 3,1091 1,9465 0,7734 -0,2093 -0,9162 -1,3687 -1,5974 -1,5905 -1,3505 -0,9820 -0,6760 -0,5572 -0,5435 -0,4047 0,0136 0,6495 1,2924 1,7455 1,9257 1,8441 1,5409 1,0773 0,5608 0,1371 -0,0530 0,0747 0,5166 1,1958 1,9909 2,7538 3,3366 3,6344 3,6244 3,3754 2,9900 2,5033 1,8595 1,0144 0,0405 -0,8839 -1,5640 -1,8558 -1,6916 -1,1039 -0,2360 0,7052 1,5344 2,1534 2,5753 2,8911 3,1810 3,4390 3,5850 3,5294 3,2365 2,7630 2,2138 1,6510 1,0871 0,5544 0,1392 -0,0575 0,0047 0,2678 0,6300 1,0219 1,3925 1,6507 1,7021 1,5576 1,3341 1,1161 0,8699 0,5225 0,0723 -0,3977 -0,7906 -1,0655 -1,2321 -1,3120 -1,3516 -1,4188 -1,5096 -1,4944 -1,2248 -0,6700 0,1046 1,0553 2,1839 3,4395 4,6432 5,5715 6,1256 6,3919 6,5428 6,6910 6,8265 6,8833 6,8471 6,7759 6,7325 6,7312 6,7501 6,7632 6,7581 6,7418 6,7402 6,7702 6,8028 6,7610 6,5864 6,3171 6,0569 5,8632 5,6934 5,4527 5,0831 4,6220 4,1745 3,8335 3,6468 3,6253 3,7140 3,7917 3,7939 3,8242 4,0738 4,6147 5,2857 5,8040 5,9895 5,8666 5,5843 5,2859 5,0415 4,8677 4,7766 4,7904 4,9167 5,1306 5,3710 5,5269 5,4587 5,0898 4,4915 3,8477 3,3176 2,9580 2,7653 2,7196 2,7802 2,9101 3,1157 3,4135 3,7586 4,0422 4,1544 4,0391 3,7349 3,3826 3,1491 3,1178 3,2337 3,3371 3,2744 3,0163 2,6832 2,4509 2,4252 2,5925 2,8501 3,0677 3,1437 3,0277 2,7180 2,2752 1,8438 1,6265 1,7853 2,3403 3,1736 4,1153 4,9947 5,6478 5,9642 5,9655 5,8076 5,6592 5,5772 5,5086 5,3723 5,1087 4,6905 4,1377 3,5167 2,9259 2,4973 2,3655 2,5911 3,1229 3,8338 4,5839 5,2764 5,8736 6,3803 6,8356 7,2905 7,7716 8,2852 8,8315 9,3743 9,8366 10,1570 10,3203 10,3430 10,2639 10,1281 9,9823 9,9100 10,0075 10,2933 10,6895 11,0890 11,4092 11,6116 11,7016 11,7122 11,6967 11,7177 11,8040 11,9186 11,9972 12,0133 11,9727 11,8548 11,6068 11,2082 10,7147 10,2237 9,7959 9,4246 9,0837 8,8120 8,7254 8,9051 9,3047 9,8136 10,3569 10,8985 11,4112 11,8682 12,2235 12,4061 12,3584 12,0717 11,5808 10,9507 10,2689 9,6229 9,0749 8,6556 8,3660 8,1786 8,0473 7,9484 7,9342 8,1144 8,5548 9,2019 9,9133 10,5422 10,9815 11,1724 11,1262 10,9333 10,7374 10,6862 10,8488 11,1578 11,4519 11,5589 11,3314 10,6642 9,5262 8,0032 6,3050 4,6786 3,2955 2,2527 1,6382 1,5161 1,8614 2,5691 3,5323 4,6786 5,9060 7,0111 7,7494 7,9913 7,7942 7,3437 6,8645 6,5576 6,5713 6,9847 7,7704 8,7673 9,7357 10,4783 10,9333 11,1710 11,3071 11,4137 11,4962 11,5222 11,4494 11,2485 10,9272 10,5321 10,1380 9,8295 9,6652 9,6453 9,6996 9,7218 9,6548 9,5348 9,4375 9,3919 9,3511 9,2457 9,0496 8,7696 8,3994 7,9368 7,4492 7,0764 6,9408 7,0762 7,4475 7,9913 8,6183 9,2174 9,7088 10,1078 10,5099 10,9893 11,5245 12,0231 12,3849 12,5198 12,3552 11,8929 11,2755 10,7716 10,6492 11,0087 11,7273 12,5489 13,2004 13,4706 13,2867 12,7659 12,1526 11,6572 11,3420 11,1511 11,0154 10,9021 10,7915 10,6585 10,4856 10,2621 9,9680 9,6043 9,2393 8,9791 8,8995 9,0393 9,4393 10,1395 11,1180 12,2324 13,2290 13,8383 13,9170 13,5315 12,8981 12,2467 11,7296 11,3889 11,1571 10,9084 10,5653 10,1884 9,9352 9,9240 10,1590 10,5559 11,0042 11,4169 11,7372 11,9230 11,9556 11,8554 11,6721 11,4531 11,2337 11,0778 11,1017 11,3910 11,8972 12,4789 13,0528 13,6504 14,3319 15,0957 15,8647 16,5263 16,9781 17,1474 17,0110 16,6408 16,2019 15,8719 15,7460 15,7745 15,7729 15,5410 15,0173 14,3192 13,6359 13,0903 12,7029 12,4500 12,3125 12,2683 12,2680 12,2589 12,2249 12,1656 12,0585 11,8957 11,7327 11,6439 11,6473 11,7018 11,7307 11,6194 11,2474 10,5811 9,7396 8,9380 8,3505 8,0138 7,8505 7,7754 7,7611 7,7997 7,8527 7,8741 7,8539 7,8242 7,8453 7,9825 8,2752 8,7012 9,1620 9,5408 9,8166 10,0994 10,5251 11,1238 11,7990 12,4056 12,8189 12,9563 12,8097 12,4709 12,0866 11,7923 11,6960 11,8767 12,3521 13,0394 13,7548 14,2685 14,3946 14,0564 13,2974 12,2568 11,1437 10,1959 9,6019 9,4309 9,6280 10,0589 10,5748 11,0712 11,4979 11,8370 12,0936 12,2864 12,4231 12,4849 12,4324 12,2404 11,9405 11,6228 11,3967 11,3321 11,3942 11,4375 11,3092 10,9576 10,4175 9,7411 8,9943 8,2783 7,6876 7,2302 6,8040 6,2695 5,5580 4,7248 3,9136 3,2825 2,9547 2,9919 3,3713 3,9925 4,7086 5,3593 5,8111 6,0043 5,9784 5,8568 5,7980 5,9402 6,3476 6,9668 7,6597 8,3109 8,8978 9,4625 10,0291 10,5431 10,8837 10,9297 10,6228 10,0025 9,1936 8,3436 7,5582 6,8956 6,4015 6,1059 5,9842 5,9740 6,0348 6,1557 6,3177 6,4740
Fz    -1,8586 -1,4216 -0,9956 -0,6943 -0,5894 -0,6849 -0,9245 -1,2053 -1,4083 -1,4539 -1,3366 -1,1131 -0,8731 -0,7149 -0,7184 -0,9198 -1,2958 -1,7552 -2,1526 -2,3410 -2,2422 -1,8821 -1,3547 -0,7506 -0,1159 0,5348 1,1785 1,7664 2,2514 2,6260 2,9150 3,1303 3,2434 3,2060 2,9903 2,6045 2,0836 1,4803 0,8607 0,2917 -0,1825 -0,5511 -0,8114 -0,9328 -0,8540 -0,5319 -0,0024 0,6160 1,1979 1,6918 2,1122 2,4575 2,6668 2,6706 2,4644 2,1158 1,7136 1,3301 1,0263 0,8523 0,8353 0,9785 1,2595 1,6302 2,0390 2,4481 2,8157 3,0838 3,2146 3,2340 3,2183 3,2261 3,2393 3,1796 2,9920 2,7104 2,4460 2,3194 2,3988 2,6748 3,0667 3,4546 3,7303 3,8337 3,7563 3,5385 3,2621 3,0139 2,8358 2,7090 2,5829 2,4258 2,2568 2,1231 2,0508 2,0441 2,1202 2,3124 2,6389 3,0713 3,5286 3,9137 4,1630 4,2486 4,1445 3,8355 3,3652 2,8331 2,3193 1,8375 1,3737 0,9429 0,5896 0,3445 0,1930 0,0965 0,0289 -0,0278 -0,0851 -0,1053 0,0129 0,3690 0,9835 1,7993 2,7416 3,7514 4,7714 5,7300 6,5605 7,2399 7,8032 8,3108 8,7900 9,2065 9,5075 9,6943 9,8287 9,9677 10,1206 10,2694 10,3969 10,4909 10,5472 10,5668 10,5368 10,4244 10,2070 9,9134 9,6264 9,4229 9,3035 9,1908 8,9998 8,7100 8,3874 8,1371 8,0230 8,0332 8,1108 8,1872 8,2052 8,1647 8,1498 8,2790 8,6076 9,0748 9,5393 9,8714 10,0218 10,0243 9,9488 9,8516 9,7575 9,6705 9,5903 9,5173 9,4508 9,3869 9,3138 9,2090 9,0479 8,8208 8,5325 8,1722 7,7069 7,1238 6,4535 5,7431 5,0401 4,3983 3,8583 3,4167 3,0338 2,6721 2,3261 2,0388 1,8913 1,9445 2,1732 2,4627 2,6685 2,6957 2,5548 2,3535 2,2238 2,2518 2,4615 2,8299 3,3047 3,8152 4,2731 4,5893 4,7304 4,7617 4,8189 5,0246 5,4207 5,9721 6,6124 7,2607 7,8101 8,1559 8,2700 8,2306 8,1598 8,1329 8,1432 8,1298 8,0247 7,7856 7,4127 6,9444 6,4500 6,0382 5,8369 5,9286 6,3021 6,8637 7,4891 8,0792 8,5834 8,9810 9,2607 9,4132 9,4383 9,3665 9,2604 9,1719 9,1143 9,0894 9,1112 9,1984 9,3570 9,5633 9,7708 9,9568 10,1371 10,3198 10,4809 10,5903 10,6342 10,6101 10,5105 10,3219 10,0389 9,6748 9,2530 8,7996 8,3483 7,9466 7,6402 7,4428 7,3214 7,2181 7,0969 6,9730 6,8886 6,8651 6,8937 6,9691 7,1082 7,3157 7,5567 7,7888 8,0014 8,2087 8,4145 8,5859 8,6527 8,5480 8,2637 7,8620 7,4344 7,0597 6,7917 6,6543 6,6378 6,7054 6,8108 6,9197 7,0299 7,1765 7,4107 7,7575 8,1796 8,5878 8,9010 9,0970 9,2011 9,2460 9,2605 9,2726 9,3020 9,3418 9,3451 9,2412 8,9788 8,5431 7,9380 7,1732 6,2699 5,2767 4,2771 3,3635 2,6068 2,0675 1,8123 1,8846 2,2601 2,8541 3,5696 4,3195 4,9994 5,4765 5,6432 5,4879 5,1069 4,6619 4,3276 4,2417 4,4692 4,9966 5,7466 6,6006 7,4311 8,1499 8,7476 9,2897 9,8629 10,5093 11,2037 11,8755 12,4300 12,7657 12,8111 12,5622 12,0866 11,4895 10,8666 10,2688 9,6960 9,1277 8,5740 8,0850 7,7003 7,4048 7,1443 6,8790 6,6151 6,3909 6,2450 6,2022 6,2840 6,5099 6,8709 7,3111 7,7549 8,1512 8,4800 8,7294 8,8933 8,9890 9,0487 9,0825 9,0675 8,9810 8,8257 8,6152 8,3601 8,0915 7,8951 7,9007 8,2153 8,8433 9,6631 10,4787 11,1041 11,4314 11,4627 11,2961 11,0589 10,8247 10,5838 10,2912 9,9290 9,5221 9,1135 8,7417 8,4344 8,1986 8,0050 7,8064 7,5920 7,4154 7,3672 7,5350 7,9749 8,6875 9,5984 10,5646 11,4139 12,0040 12,2794 12,2873 12,1368 11,9381 11,7640 11,6282 11,4779 11,2234 10,8036 10,2409 9,6296 9,0735 8,6412 8,3674 8,2634 8,3164 8,4824 8,6945 8,8886 9,0299 9,1260 9,2175 9,3556 9,5898 9,9571 10,4543 11,0188 11,5616 12,0371 12,4764 12,9459 13,4828 14,0674 14,6388 15,1191 15,4261 15,5015 15,3618 15,1046 14,8406 14,6177 14,3965 14,0746 13,5524 12,7972 11,8643 10,8687 9,9301 9,1256 8,4850 8,0111 7,6892 7,4897 7,3818 7,3476 7,3748 7,4383 7,5117 7,5887 7,6684 7,7271 7,7252 7,6310 7,4234 7,0859 6,6172 6,0484 5,4366 4,8232 4,2024 3,5593 2,9436 2,4728 2,2573 2,3362 2,6819 3,2421 3,9687 4,8192 5,7475 6,6995 7,6143 8,4280 9,1061 9,6871 10,2724 10,9461 11,6998 12,4368 13,0277 13,3602 13,3776 13,1147 12,6961 12,2770 11,9734 11,8371 11,8732 12,0592 12,3433 12,6338 12,8099 12,7652 12,4487 11,8820 11,1537 10,3991 9,7640 9,3479 9,1638 9,1521 9,2278 9,3208 9,3913 9,4244 9,4221 9,4001 9,3752 9,3483 9,2947 9,1702 8,9391 8,6118 8,2591 7,9875 7,8817 7,9420 8,0787 8,1750 8,1509 7,9686 7,6201 7,1420 6,6164 6,1251 5,6967 5,2975 4,8702 4,3782 3,8259 3,2518 2,7123 2,2725 1,9946 1,9178 2,0489 2,3628 2,7881 3,2111 3,5221 3,6707 3,6790 3,6056 3,5041 3,4038 3,3039 3,1901 3,0715 2,9940 3,0087 3,1391 3,3752 3,6783 3,9848 4,2217 4,3324 4,2930 4,1057 3,7849 3,3731 2,9655 2,6776 2,5669 2,6040 2,7185 2,8560 2,9934 3,1196
F3    -1,1983 -0,9382 -0,6856 -0,5265 -0,5123 -0,6496 -0,9041 -1,1918 -1,3894 -1,3998 -1,2101 -0,8850 -0,5309 -0,2627 -0,1699 -0,2893 -0,5934 -0,9878 -1,3250 -1,4559 -1,3057 -0,9119 -0,3852 0,1673 0,6858 1,1509 1,5536 1,8745 2,0974 2,2378 2,3361 2,4113 2,4321 2,3397 2,0919 1,6861 1,1554 0,5593 -0,0247 -0,5197 -0,8827 -1,1209 -1,2613 -1,2961 -1,1696 -0,8334 -0,3174 0,2681 0,8115 1,2757 1,6849 2,0377 2,2610 2,2663 2,0339 1,6224 1,1140 0,5828 0,1000 -0,2731 -0,4964 -0,5451 -0,4141 -0,1263 0,2843 0,7847 1,3157 1,7792 2,0896 2,2381 2,2886 2,3065 2,2922 2,1870 1,9502 1,6267 1,3345 1,1861 1,2199 1,3930 1,6119 1,7740 1,8144 1,7298 1,5679 1,4075 1,3370 1,4164 1,6352 1,9074 2,1166 2,1848 2,1160 1,9738 1,8185 1,6858 1,6115 1,6403 1,7989 2,0625 2,3511 2,5750 2,6879 2,6828 2,5485 2,2697 1,8763 1,4472 1,0423 0,6583 0,2681 -0,1226 -0,4688 -0,7263 -0,8907 -0,9905 -1,0595 -1,1338 -1,2384 -1,3349 -1,3070 -1,0350 -0,4811 0,3093 1,2635 2,3102 3,3687 4,3488 5,1789 5,8385 6,3677 6,8323 7,2592 7,5990 7,7732 7,7660 7,6469 7,5052 7,3913 7,3237 7,3122 7,3577 7,4503 7,5721 7,6884 7,7477 7,7107 7,5878 7,4456 7,3536 7,3096 7,2315 7,0275 6,6787 6,2649 5,9109 5,6946 5,6081 5,5931 5,5828 5,5266 5,4299 5,3753 5,4716 5,7659 6,2022 6,6587 7,0263 7,2686 7,4208 7,5434 7,6742 7,8117 7,9307 8,0059 8,0208 7,9626 7,8219 7,5965 7,2964 6,9440 6,5764 6,2347 5,9281 5,6214 5,2766 4,8810 4,4331 3,9401 3,4323 2,9436 2,4786 2,0220 1,5731 1,1662 0,8767 0,8026 1,0024 1,4311 1,9425 2,3571 2,5496 2,5136 2,3577 2,2264 2,2188 2,3638 2,6388 2,9987 3,3963 3,7733 4,0588 4,2157 4,2886 4,3863 4,6071 4,9776 5,4593 5,9953 6,5225 6,9496 7,1752 7,1662 7,0029 6,8213 6,7166 6,6992 6,7182 6,7089 6,6277 6,4694 6,2615 6,0546 5,9341 6,0090 6,3483 6,9276 7,6412 8,3600 8,9882 9,4795 9,8160 9,9886 9,9924 9,8317 9,5414 9,1930 8,8564 8,5730 8,3785 8,3163 8,4134 8,6553 8,9809 9,3118 9,6116 9,8981 10,1864 10,4513 10,6522 10,7694 10,8085 10,7783 10,6732 10,4832 10,2036 9,8298 9,3582 8,8071 8,2325 7,7073 7,2792 6,9466 6,6736 6,4325 6,2356 6,1180 6,0938 6,1451 6,2583 6,4466 6,7113 7,0065 7,2698 7,4718 7,6213 7,7375 7,8112 7,7877 7,6001 7,2293 6,7239 6,1713 5,6641 5,2797 5,0587 4,9954 5,0518 5,1867 5,3787 5,6372 5,9966 6,4930 7,1223 7,8103 8,4359 8,9022 9,1824 9,2968 9,2772 9,1628 9,0045 8,8502 8,7232 8,6060 8,4532 8,2300 7,9283 7,5445 7,0613 6,4593 5,7483 4,9846 4,2475 3,6050 3,1197 2,8645 2,8879 3,1704 3,6382 4,2143 4,8308 5,3928 5,7641 5,8214 5,5360 5,0029 4,4028 3,9409 3,7825 4,0028 4,5781 5,4077 6,3399 7,2113 7,9086 8,4198 8,8308 9,2565 9,7605 10,3263 10,8796 11,3167 11,5334 11,4714 11,1536 10,6732 10,1473 9,6609 9,2336 8,8267 8,3928 7,9349 7,5097 7,1658 6,8945 6,6462 6,3828 6,1093 5,8642 5,6891 5,6117 5,6522 5,8209 6,0929 6,4002 6,6669 6,8505 6,9452 6,9592 6,9128 6,8505 6,8222 6,8424 6,8786 6,8864 6,8441 6,7497 6,6097 6,4570 6,3758 6,4849 6,8728 7,5324 8,3512 9,1581 9,7927 10,1638 10,2802 10,2363 10,1507 10,0893 10,0351 9,9283 9,7275 9,4349 9,0798 8,6993 8,3352 8,0180 7,7371 7,4541 7,1645 6,9335 6,8615 7,0242 7,4420 8,0782 8,8399 9,5867 10,1657 10,4678 10,4784 10,2800 10,0003 9,7547 9,6155 9,5903 9,6091 9,5530 9,3268 8,9218 8,4130 7,8997 7,4598 7,1448 6,9827 6,9710 7,0698 7,2073 7,3121 7,3519 7,3527 7,3841 7,5272 7,8491 8,3837 9,1022 9,8999 10,6383 11,2316 11,6963 12,1138 12,5496 13,0101 13,4567 13,8321 14,0664 14,1047 13,9698 13,7714 13,6241 13,5633 13,5254 13,3847 13,0244 12,4061 11,5947 10,7263 9,9386 9,3094 8,8490 8,5320 8,3208 8,1763 8,0727 8,0123 8,0077 8,0467 8,0923 8,1135 8,0858 7,9712 7,7276 7,3360 6,8067 6,1739 5,4929 4,8307 4,2429 3,7380 3,2615 2,7477 2,2075 1,7453 1,4830 1,4874 1,7651 2,2914 3,0240 3,9023 4,8563 5,8214 6,7320 7,5098 8,0982 8,5244 8,9041 9,3536 9,9010 10,4873 11,0202 11,4099 11,5953 11,5828 11,4529 11,3079 11,2117 11,1808 11,2136 11,3069 11,4444 11,5736 11,6045 11,4447 11,0410 10,3980 9,5832 8,7244 7,9802 7,4743 7,2447 7,2551 7,4402 7,7329 8,0643 8,3662 8,5989 8,7714 8,9196 9,0656 9,1951 9,2655 9,2370 9,1050 8,9134 8,7443 8,6746 8,7137 8,7901 8,8083 8,7095 8,4758 8,1180 7,6877 7,2692 6,9300 6,6800 6,4757 6,2554 5,9740 5,6259 5,2511 4,9147 4,6794 4,5835 4,6289 4,7935 5,0434 5,3202 5,5369 5,6188 5,5504 5,3763 5,1568 4,9292 4,7029 4,4684 4,2184 3,9811 3,8224 3,8006 3,9301 4,1870 4,5277 4,8914 5,2066 5,4149 5,4898 5,4245 5,2136 4,8767 4,4991 4,2045 4,0704 4,0899 4,2145 4,4072 4,6471 4,9013
F7    0,2045 0,2754 0,3433 0,3601 0,3158 0,2120 0,0460 -0,1519 -0,2912 -0,2698 -0,0444 0,3487 0,8087 1,1966 1,3788 1,2753 0,8875 0,3065 -0,3045 -0,7745 -1,0110 -1,0369 -0,9449 -0,8205 -0,6983 -0,5714 -0,4314 -0,3005 -0,2121 -0,1599 -0,0920 0,0328 0,2055 0,3874 0,5475 0,6708 0,7388 0,7208 0,5976 0,3819 0,0999 -0,2316 -0,5902 -0,9095 -1,0774 -1,0024 -0,6953 -0,2748 0,1203 0,4340 0,7095 0,9977 1,2672 1,4281 1,4260 1,2758 1,0255 0,7345 0,4662 0,2620 0,1364 0,1031 0,1753 0,3501 0,6163 0,9601 1,3334 1,6338 1,7636 1,7179 1,5900 1,4824 1,4110 1,2978 1,0575 0,6941 0,3160 0,0583 -0,0080 0,1022 0,3106 0,5078 0,6021 0,5675 0,4502 0,3416 0,3421 0,5241 0,8953 1,3818 1,8581 2,2130 2,4016 2,4416 2,3711 2,2276 2,0610 1,9327 1,8883 1,9280 2,0053 2,0679 2,0949 2,0763 1,9666 1,6973 1,2513 0,6934 0,1100 -0,4568 -1,0001 -1,4949 -1,8781 -2,0909 -2,1366 -2,0784 -1,9919 -1,9313 -1,9059 -1,8567 -1,6796 -1,3009 -0,7357 -0,0687 0,6104 1,2386 1,7738 2,1891 2,4803 2,6780 2,8533 3,0926 3,4358 3,8297 4,1670 4,3837 4,5026 4,5792 4,6347 4,6536 4,6180 4,5348 4,4443 4,3938 4,3958 4,4212 4,4377 4,4500 4,5071 4,6563 4,8722 5,0474 5,0647 4,8792 4,5527 4,2147 3,9713 3,8475 3,8088 3,8053 3,8002 3,7957 3,8415 4,0031 4,3129 4,7374 5,1857 5,5592 5,8066 5,9353 5,9855 6,0009 6,0110 6,0298 6,0680 6,1348 6,2182 6,2782 6,2759 6,1991 6,0562 5,8710 5,6773 5,4907 5,2960 5,0762 4,8226 4,5163 4,1372 3,6922 3,2096 2,7135 2,2180 1,7446 1,3389 1,0765 1,0395 1,2645 1,7036 2,2330 2,6908 2,9388 2,9392 2,7794 2,6095 2,5581 2,6848 2,9708 3,3506 3,7558 4,1202 4,3766 4,4871 4,4698 4,3817 4,2745 4,1696 4,0780 4,0326 4,0766 4,2095 4,3729 4,5140 4,6419 4,8034 5,0170 5,2396 5,3913 5,4071 5,2632 4,9783 4,6022 4,2005 3,8617 3,6953 3,7797 4,1086 4,5982 5,1400 5,6553 6,1105 6,4859 6,7502 6,8725 6,8481 6,7071 6,4946 6,2395 5,9568 5,6827 5,4830 5,4176 5,4990 5,6792 5,8874 6,0911 6,3053 6,5356 6,7430 6,8782 6,9304 6,9260 6,8841 6,7941 6,6388 6,4104 6,1059 5,7330 5,3257 4,9387 4,6172 4,3744 4,1923 4,0398 3,9057 3,8177 3,8111 3,8797 3,9722 4,0477 4,1150 4,1997 4,3009 4,4084 4,5376 4,7166 4,9438 5,1645 5,2861 5,2295 4,9842 4,6168 4,2259 3,9016 3,7113 3,6819 3,7862 3,9588 4,1349 4,2822 4,4093 4,5542 4,7612 5,0460 5,3725 5,6667 5,8638 5,9436 5,9230 5,8332 5,7127 5,6058 5,5559 5,5967 5,7369 5,9507 6,1893 6,3877 6,4617 6,3279 5,9447 5,3387 4,6021 3,8553 3,1969 2,6928 2,3997 2,3672 2,6063 3,0739 3,6930 4,3742 5,0104 5,4693 5,6262 5,4325 4,9512 4,3271 3,7369 3,3364 3,2121 3,3671 3,7414 4,2391 4,7545 5,2151 5,6208 6,0317 6,5001 7,0081 7,4776 7,8277 8,0078 7,9980 7,8172 7,5313 7,2374 7,0271 6,9406 6,9346 6,9039 6,7563 6,4806 6,1362 5,7782 5,4091 5,0016 4,5389 4,0349 3,5361 3,1090 2,8178 2,7056 2,7787 3,0022 3,3138 3,6497 3,9734 4,2797 4,5693 4,8358 5,0753 5,2878 5,4613 5,5651 5,5696 5,4676 5,2640 4,9655 4,6106 4,2989 4,1604 4,2809 4,6510 5,1689 5,6901 6,1014 6,3752 6,5676 6,7787 7,0945 7,5294 8,0069 8,4013 8,6052 8,5737 8,3310 7,9540 7,5470 7,1929 6,9011 6,6185 6,3070 6,0008 5,7834 5,7260 5,8547 6,1529 6,5624 6,9883 7,3335 7,5438 7,6225 7,6139 7,5880 7,6266 7,7859 8,0410 8,2758 8,3511 8,1916 7,8243 7,3489 6,8730 6,4694 6,1754 6,0013 5,9366 5,9512 5,9923 5,9944 5,9180 5,7886 5,6899 5,7202 5,9540 6,4214 7,0897 7,8580 8,5951 9,2128 9,7125 10,1558 10,5884 10,9974 11,3334 11,5435 11,5760 11,4001 11,0545 10,6511 10,3018 10,0512 9,8670 9,6705 9,3859 8,9871 8,5137 8,0483 7,6684 7,4066 7,2569 7,2043 7,2350 7,3267 7,4471 7,5696 7,6856 7,7891 7,8523 7,8296 7,6761 7,3566 6,8578 6,2023 5,4512 4,6959 4,0299 3,5101 3,1420 2,8820 2,6407 2,3365 1,9774 1,6644 1,5047 1,5429 1,7667 2,1460 2,6487 3,2346 3,8616 4,5021 5,1311 5,7079 6,2024 6,6384 7,0805 7,5678 8,0754 8,5470 8,9352 9,2005 9,3173 9,3055 9,2363 9,1913 9,2133 9,2974 9,4184 9,5597 9,7175 9,8730 9,9606 9,8802 9,5457 8,9347 8,1149 7,2380 6,4866 5,9920 5,7818 5,8022 5,9815 6,2617 6,5865 6,8936 7,1484 7,3672 7,5898 7,8321 8,0626 8,2093 8,2014 8,0210 7,7225 7,4142 7,2124 7,1745 7,2663 7,4028 7,5108 7,5446 7,4858 7,3629 7,2433 7,1855 7,2023 7,2554 7,2752 7,1991 7,0170 6,7943 6,6364 6,6225 6,7632 7,0016 7,2531 7,4461 7,5218 7,4290 7,1509 6,7337 6,2715 5,8545 5,5293 5,2977 5,1301 4,9865 4,8583 4,7831 4,8063 4,9385 5,1560 5,4166 5,6641 5,8388 5,9001 5,8357 5,6467 5,3378 4,9433 4,5555 4,2888 4,2081 4,3064 4,5470 4,9008 5,3391 5,8066
