Fp1   -0,1727 -0,4201 -0,6954 -0,9294 -1,0607 -1,0661 -0,9707 -0,8301 -0,6948 -0,5914 -0,5246 -0,4836 -0,4459 -0,3846 -0,2800 -0,1287 0,0551 0,2470 0,4214 0,5594 0,6543 0,7103 0,7374 0,7461 0,7498 0,7600 0,7753 0,7787 0,7437 0,6442 0,4705 0,2374 -0,0246 -0,2789 -0,4873 -0,6166 -0,6499 -0,5937 -0,4734 -0,3223 -0,1714 -0,0446 0,0478 0,1167 0,1964 0,3244 0,5142 0,7456 0,9714 1,1343 1,1977 1,1716 1,1025 1,0374 0,9974 0,9766 0,9543 0,9067 0,8161 0,6779 0,5061 0,3315 0,1894 0,1096 0,1122 0,2048 0,3821 0,6282 0,9160 1,2024 1,4432 1,6210 1,7585 1,9053 2,1097 2,3909 2,7301 3,0886 3,4276 3,7110 3,9052 3,9938 3,9939 3,9459 3,8860 3,8271 3,7608 3,6661 3,5145 3,2741 2,9225 2,4655 1,9417 1,4012 0,8793 0,3841 -0,0977 -0,5834 -1,0788 -1,5735 -2,0455 -2,4642 -2,7972 -3,0250 -3,1490 -3,1885 -3,1733 -3,1357 -3,0960 -3,0541 -2,9943 -2,8947 -2,7329 -2,4868 -2,1387 -1,6886 -1,1621 -0,6017 -0,0499 0,4594 0,9084 1,3038 1,6706 2,0337 2,4060 2,7852 3,1555 3,4926 3,7701 3,9647 4,0635 4,0717 4,0173 3,9425 3,8790 3,8293 3,7666 3,6502 3,4446 3,1363 2,7422 2,3056 1,8822 1,5285 1,2906 1,1893 1,2084 1,3024 1,4155 1,4962 1,5082 1,4435 1,3298 1,2236 1,1839 1,2425 1,3930 1,5996 1,8105 1,9725 2,0484 2,0300 1,9364 1,8023 1,6648 1,5507 1,4685 1,4087 1,3542 1,2887 1,1983 1,0672 0,8795 0,6314 0,3443 0,0565 -0,2014 -0,4169 -0,5872 -0,7114 -0,7952 -0,8548 -0,9047 -0,9404 -0,9394 -0,8831 -0,7741 -0,6326 -0,4861 -0,3647 -0,2923 -0,2788 -0,3208 -0,4104 -0,5410 -0,7091 -0,9159 -1,1682 -1,4732 -1,8301 -2,2217 -2,6123 -2,9599 -3,2343 -3,4288 -3,5589 -3,6504 -3,7216 -3,7781 -3,8207 -3,8508 -3,8678 -3,8694 -3,8499 -3,8023 -3,7332 -3,6662 -3,6251 -3,6219 -3,6610 -3,7463 -3,8798 -4,0556 -4,2570 -4,4603 -4,6413 -4,7820 -4,8802 -4,9529 -5,0254 -5,1206 -5,2513 -5,4124 -5,5792 -5,7167 -5,7917 -5,7883 -5,7211 -5,6305 -5,5584 -5,5282 -5,5409 -5,5862 -5,6482 -5,7036 -5,7246 -5,6851 -5,5651 -5,3570 -5,0714 -4,7362 -4,3874 -4,0586 -3,7644 -3,4936 -3,2311 -2,9840 -2,7810 -2,6544 -2,6242 -2,6907 -2,8311 -3,0030 -3,1592 -3,2714 -3,3433 -3,3936 -3,4298 -3,4467 -3,4407 -3,4154 -3,3756 -3,3227 -3,2511 -3,1474 -3,0042 -2,8360 -2,6746 -2,5520 -2,4885 -2,4869 -2,5281 -2,5767 -2,5985 -2,5775 -2,5224 -2,4549 -2,3929 -2,3477 -2,3355 -2,3732 -2,4661 -2,6057 -2,7729 -2,9423 -3,0952 -3,2281 -3,3472 -3,4639 -3,5935 -3,7471 -3,9199 -4,0832 -4,1883 -4,1907 -4,0761 -3,8602 -3,5735 -3,2502 -2,9212 -2,6080 -2,3256 -2,0811 -1,8626 -1,6386 -1,3766 -1,0617 -0,7075 -0,3519 -0,0386 0,2009 0,3572 0,4394 0,4662 0,4624 0,4551 0,4620 0,4833 0,5097 0,5355 0,5648 0,6103 0,6892 0,8190 1,0120 1,2653 1,5587 1,8619 2,1451 2,3898 2,5941 2,7649 2,9078 3,0265 3,1282 3,2216 3,3052 3,3619 3,3676 3,3097 3,2001 3,0777 2,9977 3,0077 3,1257 3,3345 3,5925 3,8487 4,0569 4,1928 4,2606 4,2840 4,2945 4,3245 4,3976 4,5203 4,6789 4,8375 4,9417 4,9354 4,7886 4,5127 4,1474 3,7380 3,3233 2,9361 2,6052 2,3500 2,1665 2,0245 1,8896 1,7465 1,5988 1,4545 1,3216 1,2100 1,1249 1,0567 0,9806 0,8716 0,7234 0,5565 0,4110 0,3290 0,3352 0,4267 0,5792 0,7622 0,9455 1,0993 1,2059 1,2778 1,3523 1,4670 1,6420 1,8746 2,1444 2,4269 2,7061 2,9746 3,2304 3,4713 3,6906 3,8770 4,0225 4,1285 4,1974 4,2197 4,1726 4,0341 3,8038 3,5106 3,2007 2,9202 2,7064 2,5822 2,5543 2,6172 2,7523 2,9291 3,1192 3,3094 3,4991 3,6914 3,8851 4,0696 4,2270 4,3420 4,4069 4,4193 4,3822 4,3070 4,2195 4,1544 4,1327 4,1403 4,1370 4,0795 3,9332 3,6810 3,3344 2,9351 2,5409 2,2045 1,9537 1,7841 1,6696 1,5790 1,4875 1,3857 1,2801 1,1851 1,1179 1,0931 1,1112 1,1559 1,2134 1,2806 1,3452 1,3760 1,3425 1,2377 1,0870 0,9398 0,8441 0,8246 0,8830 1,0096 1,1865 1,3875 1,5830 1,7497 1,8747 1,9541 1,9941 2,0095 2,0177 2,0327 2,0558 2,0683 2,0405 1,9550 1,8224 1,6792 1,5750 1,5575 1,6582 1,8819 2,2046 2,5888 3,0027 3,4245 3,8393 4,2442 4,6487 5,0610 5,4747 5,8663 6,2005 6,4439 6,5761 6,5940 6,5147 6,3746 6,2114 6,0337 5,8112 5,5004 5,0814 4,5720 4,0133 3,4445 2,8879 2,3565 1,8642 1,4218 1,0339 0,6993 0,4073 0,1394 -0,1170 -0,3599 -0,5792 -0,7666 -0,9217 -1,0521 -1,1665 -1,2716 -1,3747 -1,4829 -1,5985 -1,7185 -1,8363 -1,9373 -2,0023 -2,0178 -1,9846 -1,9207 -1,8637 -1,8635 -1,9610 -2,1666 -2,4544 -2,7779 -3,0941 -3,3763 -3,6123 -3,8072 -3,9855 -4,1766 -4,3924 -4,6244 -4,8554 -5,0660 -5,2406 -5,3787 -5,5026 -5,6509 -5,8577 -6,1369 -6,4859 -6,8906 -7,3251 -7,7541 -8,1407 -8,4520 -8,6680 -8,7933 -8,8520 -8,8693 -8,8643 -8,8566 -8,8615 -8,8771 -8,8807 -8,8377 -8,7179 -8,5134 -8,2434 -7,9385 -7,6231 -7,3142 -7,0283 -6,7795 -6,5712 -6,3978 -6,2543 -6,1409 -6,0603 -6,0145
Fz    0,3957 0,2019 0,0001 -0,1702 -0,2735 -0,2996 -0,2715 -0,2313 -0,2128 -0,2282 -0,2758 -0,3487 -0,4338 -0,5094 -0,5493 -0,5328 -0,4531 -0,3181 -0,1459 0,0398 0,2134 0,3519 0,4396 0,4737 0,4679 0,4448 0,4205 0,3961 0,3590 0,2930 0,1917 0,0630 -0,0800 -0,2237 -0,3511 -0,4418 -0,4798 -0,4580 -0,3814 -0,2659 -0,1351 -0,0136 0,0796 0,1411 0,1921 0,2675 0,3931 0,5677 0,7616 0,9291 1,0374 1,0913 1,1241 1,1664 1,2263 1,2933 1,3492 1,3745 1,3517 1,2731 1,1458 0,9905 0,8345 0,7078 0,6375 0,6372 0,7048 0,8326 1,0104 1,2182 1,4282 1,6247 1,8153 2,0241 2,2731 2,5656 2,8832 3,1988 3,4881 3,7299 3,9046 4,0017 4,0309 4,0178 3,9880 3,9555 3,9204 3,8735 3,7965 3,6616 3,4406 3,1228 2,7248 2,2783 1,8073 1,3184 0,8084 0,2784 -0,2588 -0,7816 -1,2688 -1,7018 -2,0633 -2,3427 -2,5447 -2,6878 -2,7960 -2,8905 -2,9818 -3,0664 -3,1320 -3,1647 -3,1520 -3,0808 -2,9378 -2,7172 -2,4272 -2,0811 -1,6881 -1,2576 -0,8024 -0,3301 0,1624 0,6791 1,2148 1,7531 2,2718 2,7512 3,1794 3,5507 3,8617 4,1131 4,3173 4,4973 4,6693 4,8264 4,9420 4,9871 4,9456 4,8191 4,6259 4,3944 4,1543 3,9332 3,7542 3,6316 3,5657 3,5447 3,5506 3,5623 3,5593 3,5309 3,4881 3,4652 3,5013 3,6153 3,7983 4,0205 4,2381 4,4030 4,4778 4,4474 4,3205 4,1235 3,8928 3,6643 3,4617 3,2949 3,1658 3,0689 2,9881 2,8964 2,7623 2,5642 2,3053 2,0095 1,7022 1,3991 1,1124 0,8575 0,6451 0,4748 0,3425 0,2540 0,2242 0,2614 0,3562 0,4846 0,6162 0,7171 0,7569 0,7182 0,5991 0,4077 0,1583 -0,1295 -0,4355 -0,7475 -1,0654 -1,3957 -1,7405 -2,0867 -2,4087 -2,6807 -2,8891 -3,0358 -3,1300 -3,1792 -3,1891 -3,1699 -3,1344 -3,0922 -3,0465 -2,9910 -2,9120 -2,8018 -2,6688 -2,5289 -2,3975 -2,2920 -2,2362 -2,2538 -2,3551 -2,5304 -2,7531 -2,9889 -3,2084 -3,3966 -3,5522 -3,6784 -3,7815 -3,8723 -3,9586 -4,0353 -4,0838 -4,0780 -4,0007 -3,8617 -3,6946 -3,5362 -3,4104 -3,3286 -3,2970 -3,3175 -3,3783 -3,4508 -3,4984 -3,4894 -3,4071 -3,2541 -3,0496 -2,8226 -2,6042 -2,4131 -2,2482 -2,1025 -1,9809 -1,8978 -1,8636 -1,8782 -1,9316 -2,0062 -2,0764 -2,1146 -2,1067 -2,0630 -2,0061 -1,9504 -1,9008 -1,8659 -1,8601 -1,8932 -1,9647 -2,0617 -2,1595 -2,2326 -2,2682 -2,2681 -2,2432 -2,2087 -2,1791 -2,1597 -2,1445 -2,1225 -2,0875 -2,0432 -1,9988 -1,9583 -1,9190 -1,8818 -1,8524 -1,8360 -1,8388 -1,8673 -1,9207 -1,9898 -2,0604 -2,1169 -2,1486 -2,1589 -2,1660 -2,1917 -2,2394 -2,2825 -2,2805 -2,2042 -2,0437 -1,8045 -1,5045 -1,1672 -0,8157 -0,4750 -0,1692 0,0935 0,3266 0,5546 0,7974 1,0582 1,3238 1,5755 1,7971 1,9786 2,1155 2,2063 2,2552 2,2733 2,2725 2,2606 2,2447 2,2339 2,2372 2,2620 2,3166 2,4111 2,5547 2,7475 2,9791 3,2340 3,4962 3,7523 3,9924 4,2097 4,3998 4,5639 4,7080 4,8395 4,9589 5,0556 5,1131 5,1238 5,0973 5,0587 5,0428 5,0831 5,1975 5,3809 5,6085 5,8461 6,0616 6,2374 6,3729 6,4767 6,5608 6,6367 6,7078 6,7693 6,8139 6,8294 6,7898 6,6622 6,4290 6,1016 5,7115 5,2914 4,8681 4,4664 4,1145 3,8367 3,6375 3,4949 3,3749 3,2522 3,1135 2,9511 2,7626 2,5544 2,3402 2,1316 1,9331 1,7459 1,5781 1,4509 1,3925 1,4242 1,5482 1,7452 1,9833 2,2279 2,4452 2,6044 2,6903 2,7180 2,7283 2,7644 2,8547 3,0082 3,2172 3,4668 3,7459 4,0502 4,3793 4,7289 5,0818 5,4053 5,6615 5,8234 5,8811 5,8352 5,6917 5,4609 5,1638 4,8369 4,5231 4,2578 4,0622 3,9428 3,8959 3,9157 3,9961 4,1276 4,2995 4,5007 4,7175 4,9332 5,1314 5,2959 5,4112 5,4693 5,4712 5,4246 5,3409 5,2350 5,1285 5,0476 5,0056 4,9875 4,9576 4,8798 4,7301 4,5010 4,2039 3,8666 3,5268 3,2244 2,9898 2,8342 2,7495 2,7146 2,7047 2,7022 2,6998 2,6956 2,6933 2,7001 2,7176 2,7402 2,7710 2,8249 2,9044 2,9842 3,0284 3,0169 2,9583 2,8840 2,8253 2,7974 2,8020 2,8369 2,8959 2,9642 3,0220 3,0560 3,0620 3,0405 2,9960 2,9380 2,8769 2,8232 2,7861 2,7682 2,7631 2,7643 2,7733 2,8006 2,8642 2,9843 3,1758 3,4403 3,7651 4,1324 4,5292 4,9428 5,3556 5,7527 6,1305 6,4906 6,8309 7,1423 7,4127 7,6316 7,7922 7,8881 7,9193 7,9026 7,8650 7,8180 7,7423 7,6076 7,4025 7,1401 6,8401 6,5092 6,1405 5,7264 5,2700 4,7814 4,2754 3,7711 3,2857 2,8288 2,4085 2,0392 1,7405 1,5305 1,4143 1,3789 1,4003 1,4537 1,5164 1,5693 1,5997 1,6020 1,5792 1,5429 1,5069 1,4771 1,4492 1,4099 1,3368 1,2021 0,9879 0,6980 0,3579 0,0035 -0,3325 -0,6265 -0,8650 -1,0472 -1,1896 -1,3179 -1,4515 -1,5986 -1,7635 -1,9464 -2,1415 -2,3457 -2,5674 -2,8216 -3,1144 -3,4412 -3,8001 -4,1948 -4,6198 -5,0530 -5,4608 -5,8067 -6,0615 -6,2203 -6,3040 -6,3466 -6,3843 -6,4483 -6,5500 -6,6733 -6,7819 -6,8332 -6,7935 -6,6533 -6,4296 -6,1520 -5,8501 -5,5535 -5,2939 -5,0950 -4,9611 -4,8805 -4,8378 -4,8211 -4,8208 -4,8278
F3    0,0184 -0,1120 -0,2653 -0,3988 -0,4712 -0,4682 -0,4137 -0,3537 -0,3204 -0,3145 -0,3171 -0,3081 -0,2741 -0,2074 -0,1065 0,0192 0,1528 0,2785 0,3883 0,4800 0,5532 0,6067 0,6383 0,6488 0,6455 0,6378 0,6253 0,5931 0,5190 0,3877 0,2042 -0,0058 -0,2104 -0,3831 -0,5031 -0,5563 -0,5408 -0,4721 -0,3775 -0,2825 -0,2020 -0,1423 -0,1058 -0,0873 -0,0689 -0,0281 0,0492 0,1613 0,2888 0,4006 0,4722 0,5047 0,5215 0,5480 0,5974 0,6703 0,7573 0,8369 0,8766 0,8472 0,7433 0,5880 0,4187 0,2706 0,1675 0,1186 0,1213 0,1714 0,2686 0,4059 0,5674 0,7453 0,9519 1,2118 1,5403 1,9234 2,3179 2,6735 2,9571 3,1545 3,2620 3,2880 3,2576 3,2036 3,1517 3,1133 3,0838 3,0449 2,9680 2,8196 2,5762 2,2408 1,8450 1,4272 1,0055 0,5706 0,1020 -0,4090 -0,9484 -1,4872 -1,9936 -2,4375 -2,7923 -3,0429 -3,1950 -3,2748 -3,3187 -3,3604 -3,4167 -3,4836 -3,5432 -3,5722 -3,5451 -3,4378 -3,2341 -2,9356 -2,5644 -2,1483 -1,7066 -1,2522 -0,7948 -0,3345 0,1405 0,6445 1,1824 1,7418 2,2925 2,7986 3,2311 3,5748 3,8300 4,0104 4,1421 4,2562 4,3728 4,4874 4,5728 4,5929 4,5192 4,3414 4,0745 3,7549 3,4267 3,1306 2,8981 2,7459 2,6681 2,6391 2,6286 2,6172 2,6004 2,5858 2,5928 2,6524 2,7932 3,0187 3,3022 3,5976 3,8525 4,0181 4,0615 3,9774 3,7879 3,5329 3,2585 3,0064 2,8002 2,6440 2,5304 2,4483 2,3839 2,3191 2,2305 2,0972 1,9133 1,6882 1,4359 1,1687 0,9001 0,6471 0,4212 0,2224 0,0455 -0,1077 -0,2268 -0,3045 -0,3439 -0,3530 -0,3372 -0,3008 -0,2511 -0,2024 -0,1763 -0,1975 -0,2854 -0,4477 -0,6811 -0,9752 -1,3143 -1,6780 -2,0394 -2,3667 -2,6338 -2,8305 -2,9632 -3,0502 -3,1141 -3,1720 -3,2338 -3,3050 -3,3827 -3,4527 -3,4977 -3,5050 -3,4667 -3,3864 -3,2816 -3,1737 -3,0796 -3,0141 -2,9925 -3,0265 -3,1189 -3,2643 -3,4523 -3,6665 -3,8838 -4,0827 -4,2537 -4,4006 -4,5359 -4,6748 -4,8238 -4,9731 -5,1002 -5,1787 -5,1932 -5,1531 -5,0892 -5,0331 -5,0027 -5,0022 -5,0289 -5,0719 -5,1071 -5,1011 -5,0267 -4,8729 -4,6460 -4,3646 -4,0532 -3,7369 -3,4387 -3,1734 -2,9435 -2,7487 -2,5969 -2,5013 -2,4713 -2,5057 -2,5926 -2,7095 -2,8250 -2,9081 -2,9486 -2,9662 -2,9881 -3,0208 -3,0503 -3,0628 -3,0547 -3,0280 -2,9863 -2,9301 -2,8526 -2,7461 -2,6178 -2,4913 -2,3929 -2,3412 -2,3442 -2,3948 -2,4696 -2,5393 -2,5853 -2,6096 -2,6278 -2,6530 -2,6909 -2,7454 -2,8183 -2,9065 -3,0033 -3,0985 -3,1767 -3,2250 -3,2364 -3,2075 -3,1414 -3,0535 -2,9713 -2,9221 -2,9104 -2,9066 -2,8653 -2,7547 -2,5708 -2,3321 -2,0663 -1,7964 -1,5350 -1,2919 -1,0761 -0,8881 -0,7163 -0,5435 -0,3580 -0,1622 0,0304 0,2091 0,3735 0,5321 0,6946 0,8660 1,0485 1,2420 1,4368 1,6094 1,7350 1,8060 1,8376 1,8591 1,9003 1,9815 2,1073 2,2611 2,4140 2,5434 2,6441 2,7247 2,7981 2,8723 2,9505 3,0354 3,1345 3,2560 3,3992 3,5457 3,6656 3,7343 3,7495 3,7368 3,7398 3,7992 3,9340 4,1375 4,3835 4,6360 4,8620 5,0454 5,1907 5,3085 5,4065 5,4895 5,5616 5,6265 5,6854 5,7279 5,7225 5,6261 5,4112 5,0858 4,6869 4,2582 3,8363 3,4497 3,1220 2,8674 2,6814 2,5379 2,4073 2,2770 2,1513 2,0375 1,9382 1,8531 1,7801 1,7104 1,6297 1,5309 1,4275 1,3494 1,3292 1,3870 1,5203 1,7043 1,9050 2,0927 2,2440 2,3391 2,3720 2,3641 2,3620 2,4158 2,5575 2,7915 3,1013 3,4628 3,8517 4,2425 4,6111 4,9384 5,2092 5,4094 5,5292 5,5692 5,5372 5,4374 5,2674 5,0240 4,7153 4,3700 4,0305 3,7358 3,5117 3,3685 3,3041 3,3089 3,3694 3,4730 3,6141 3,7945 4,0128 4,2561 4,5014 4,7216 4,8919 4,9963 5,0309 5,0015 4,9214 4,8098 4,6909 4,5900 4,5196 4,4672 4,4016 4,2875 4,0956 3,8133 3,4548 3,0609 2,6867 2,3822 2,1710 2,0447 1,9760 1,9340 1,8951 1,8512 1,8096 1,7841 1,7889 1,8335 1,9147 2,0155 2,1193 2,2180 2,2979 2,3309 2,2891 2,1687 2,0005 1,8376 1,7280 1,6952 1,7410 1,8542 2,0162 2,2017 2,3837 2,5426 2,6661 2,7424 2,7623 2,7282 2,6562 2,5667 2,4710 2,3669 2,2488 2,1228 2,0080 1,9267 1,9001 1,9495 2,0917 2,3289 2,6452 3,0163 3,4225 3,8491 4,2839 4,7229 5,1726 5,6363 6,0990 6,5253 6,8723 7,1070 7,2184 7,2179 7,1346 7,0093 6,8785 6,7490 6,5920 6,3708 6,0721 5,7109 5,3127 4,8959 4,4637 4,0122 3,5422 3,0633 2,5930 2,1540 1,7634 1,4271 1,1473 0,9303 0,7813 0,6964 0,6578 0,6374 0,6093 0,5591 0,4812 0,3756 0,2472 0,1054 -0,0360 -0,1602 -0,2541 -0,3160 -0,3536 -0,3780 -0,4056 -0,4608 -0,5678 -0,7367 -0,9576 -1,2094 -1,4721 -1,7301 -1,9695 -2,1812 -2,3676 -2,5418 -2,7175 -2,9051 -3,1099 -3,3277 -3,5484 -3,7666 -3,9898 -4,2358 -4,5204 -4,8498 -5,2242 -5,6381 -6,0731 -6,4980 -6,8777 -7,1794 -7,3850 -7,5039 -7,5681 -7,6113 -7,6572 -7,7191 -7,7973 -7,8775 -7,9340 -7,9321 -7,8366 -7,6309 -7,3288 -6,9652 -6,5828 -6,2269 -5,9405 -5,7511 -5,6574 -5,6340 -5,6509 -5,6870 -5,7300 -5,7738
F7    -0,5414 -0,6780 -0,8133 -0,9064 -0,9316 -0,8933 -0,8238 -0,7653 -0,7413 -0,7447 -0,7516 -0,7381 -0,6831 -0,5654 -0,3711 -0,1083 0,1878 0,4674 0,6865 0,8203 0,8701 0,8596 0,8187 0,7685 0,7213 0,6857 0,6642 0,6506 0,6325 0,5939 0,5187 0,3950 0,2206 0,0149 -0,1787 -0,3124 -0,3607 -0,3308 -0,2522 -0,1572 -0,0706 -0,0060 0,0337 0,0577 0,0874 0,1480 0,2527 0,3925 0,5356 0,6413 0,6882 0,6951 0,7069 0,7581 0,8525 0,9715 1,0916 1,1916 1,2475 1,2367 1,1545 1,0197 0,8642 0,7212 0,6172 0,5684 0,5808 0,6554 0,7842 0,9435 1,1015 1,2413 1,3729 1,5272 1,7364 2,0120 2,3361 2,6761 2,9995 3,2763 3,4808 3,6032 3,6585 3,6739 3,6696 3,6533 3,6232 3,5716 3,4860 3,3501 3,1489 2,8819 2,5699 2,2424 1,9155 1,5809 1,2194 0,8215 0,3942 -0,0464 -0,4813 -0,8844 -1,2213 -1,4615 -1,5969 -1,6488 -1,6587 -1,6651 -1,6837 -1,7044 -1,7069 -1,6721 -1,5810 -1,4160 -1,1730 -0,8730 -0,5526 -0,2366 0,0743 0,3888 0,7120 1,0508 1,4132 1,7995 2,1995 2,5969 2,9723 3,3061 3,5835 3,7944 3,9316 3,9917 3,9851 3,9404 3,8893 3,8441 3,7912 3,7008 3,5471 3,3204 3,0314 2,7091 2,3981 2,1470 1,9895 1,9310 1,9496 2,0077 2,0688 2,1056 2,1008 2,0504 1,9734 1,9173 1,9401 2,0782 2,3268 2,6422 2,9535 3,1842 3,2828 3,2418 3,0937 2,8901 2,6823 2,5083 2,3834 2,3005 2,2420 2,1900 2,1288 2,0414 1,9087 1,7190 1,4816 1,2256 0,9824 0,7742 0,6151 0,5102 0,4505 0,4138 0,3769 0,3289 0,2753 0,2274 0,1896 0,1612 0,1449 0,1477 0,1742 0,2176 0,2600 0,2800 0,2613 0,1994 0,1011 -0,0214 -0,1590 -0,3082 -0,4656 -0,6217 -0,7663 -0,8973 -1,0221 -1,1559 -1,3149 -1,5033 -1,7098 -1,9155 -2,1021 -2,2568 -2,3785 -2,4724 -2,5372 -2,5720 -2,5858 -2,5909 -2,5931 -2,5961 -2,6094 -2,6453 -2,7106 -2,8051 -2,9252 -3,0622 -3,2002 -3,3246 -3,4306 -3,5215 -3,6027 -3,6830 -3,7726 -3,8794 -4,0028 -4,1289 -4,2414 -4,3407 -4,4465 -4,5770 -4,7317 -4,8950 -5,0512 -5,1900 -5,2989 -5,3631 -5,3707 -5,3164 -5,2018 -5,0314 -4,8096 -4,5441 -4,2525 -3,9539 -3,6562 -3,3638 -3,0939 -2,8770 -2,7416 -2,7003 -2,7433 -2,8400 -2,9458 -3,0194 -3,0445 -3,0355 -3,0160 -2,9960 -2,9744 -2,9562 -2,9531 -2,9715 -3,0077 -3,0462 -3,0614 -3,0288 -2,9429 -2,8192 -2,6822 -2,5557 -2,4573 -2,3920 -2,3519 -2,3229 -2,2926 -2,2596 -2,2347 -2,2317 -2,2613 -2,3301 -2,4352 -2,5635 -2,7024 -2,8461 -2,9904 -3,1286 -3,2538 -3,3609 -3,4516 -3,5362 -3,6298 -3,7418 -3,8593 -3,9414 -3,9430 -3,8451 -3,6614 -3,4236 -3,1645 -2,9074 -2,6664 -2,4542 -2,2827 -2,1534 -2,0524 -1,9574 -1,8501 -1,7255 -1,5897 -1,4492 -1,3047 -1,1579 -1,0166 -0,8900 -0,7794 -0,6768 -0,5760 -0,4835 -0,4128 -0,3716 -0,3552 -0,3487 -0,3339 -0,2931 -0,2123 -0,0892 0,0639 0,2273 0,3820 0,5165 0,6295 0,7257 0,8125 0,8996 0,9962 1,1060 1,2255 1,3466 1,4582 1,5480 1,6117 1,6600 1,7159 1,8010 1,9219 2,0691 2,2243 2,3678 2,4838 2,5655 2,6127 2,6298 2,6328 2,6502 2,7091 2,8235 2,9893 3,1781 3,3389 3,4211 3,3986 3,2741 3,0640 2,7846 2,4530 2,0944 1,7437 1,4362 1,1896 0,9951 0,8332 0,6955 0,5851 0,5018 0,4383 0,3883 0,3476 0,3067 0,2512 0,1708 0,0691 -0,0357 -0,1159 -0,1417 -0,0947 0,0222 0,1902 0,3863 0,5874 0,7698 0,9186 1,0402 1,1583 1,2944 1,4547 1,6301 1,8068 1,9792 2,1539 2,3430 2,5534 2,7794 3,0009 3,1894 3,3213 3,3925 3,4126 3,3867 3,3082 3,1659 2,9578 2,7025 2,4358 2,1987 2,0266 1,9403 1,9417 2,0187 2,1520 2,3216 2,5146 2,7300 2,9702 3,2306 3,4946 3,7325 3,9103 4,0052 4,0153 3,9584 3,8635 3,7623 3,6844 3,6544 3,6812 3,7435 3,7951 3,7851 3,6762 3,4563 3,1425 2,7746 2,4042 2,0796 1,8276 1,6472 1,5209 1,4269 1,3446 1,2615 1,1786 1,1075 1,0620 1,0494 1,0654 1,1014 1,1601 1,2553 1,3872 1,5245 1,6204 1,6418 1,5895 1,4964 1,4034 1,3352 1,2981 1,2904 1,3118 1,3615 1,4320 1,5092 1,5754 1,6129 1,6115 1,5760 1,5228 1,4721 1,4388 1,4238 1,4155 1,4014 1,3765 1,3435 1,3138 1,3055 1,3400 1,4353 1,5971 1,8204 2,0966 2,4153 2,7653 3,1427 3,5515 3,9858 4,4157 4,7947 5,0829 5,2632 5,3409 5,3336 5,2645 5,1620 5,0509 4,9350 4,7900 4,5846 4,3054 3,9616 3,5719 3,1526 2,7123 2,2580 1,8018 1,3566 0,9296 0,5257 0,1484 -0,1992 -0,5062 -0,7524 -0,9194 -1,0030 -1,0187 -0,9963 -0,9691 -0,9630 -0,9967 -1,0830 -1,2258 -1,4197 -1,6525 -1,9067 -2,1613 -2,3917 -2,5703 -2,6745 -2,7066 -2,7028 -2,7145 -2,7792 -2,9071 -3,0899 -3,3139 -3,5640 -3,8221 -4,0736 -4,3162 -4,5548 -4,7880 -5,0063 -5,1988 -5,3541 -5,4661 -5,5467 -5,6274 -5,7414 -5,9030 -6,1068 -6,3433 -6,6045 -6,8755 -7,1338 -7,3557 -7,5204 -7,6195 -7,6684 -7,6969 -7,7278 -7,7710 -7,8280 -7,8952 -7,9651 -8,0260 -8,0594 -8,0428 -7,9631 -7,8255 -7,6456 -7,4381 -7,2138 -6,9840 -6,7616 -6,5543 -6,3633 -6,1939 -6,0579 -5,9680 -5,9298
