Fp1   -2,1773 -2,8688 -4,0253 -5,1331 -5,6853 -5,3762 -4,1833 -2,3333 -0,1819 1,9233 3,7263 5,0732 5,8801 6,1180 5,8344 5,1570 4,2358 3,1911 2,1400 1,2265 0,5622 0,1718 0,0668 0,3347 1,0603 2,1735 3,4457 4,5987 5,3665 5,5192 4,9180 3,5684 1,6233 -0,6455 -2,9045 -4,8571 -6,3329 -7,2968 -7,7793 -7,7882 -7,2784 -6,2103 -4,6285 -2,6786 -0,5966 1,2990 2,6737 3,3147 3,2188 2,5402 1,4674 0,1518 -1,2827 -2,7058 -3,9629 -4,8910 -5,3757 -5,3962 -4,9922 -4,1973 -3,0568 -1,7159 -0,4289 0,5510 1,0910 1,2207 1,0726 0,7530 0,2581 -0,4807 -1,4911 -2,7151 -4,0096 -5,1382 -5,8396 -5,9953 -5,7164 -5,2251 -4,6417 -3,8860 -2,7737 -1,1834 0,8508 3,1411 5,3899 7,2681 8,5375 9,1186 9,0119 8,1652 6,4817 4,0169 1,1502 -1,5080 -3,4256 -4,4198 -4,7005 -4,6927 -4,7844 -5,1462 -5,6591 -5,9677 -5,6862 -4,6691 -3,1160 -1,4361 -0,0396 0,8001 1,0059 0,6722 -0,0263 -0,9277 -1,9510 -3,1400 -4,6267 -6,4927 -8,6556 -10,9109 -13,0715 -15,0446 -16,7917 -18,2385 -19,2391 -19,6221 -19,2578 -18,1093 -16,2770 -14,0284 -11,7556 -9,8437 -8,5365 -7,8794 -7,7417 -7,8948 -8,0943 -8,1168 -7,7936 -7,0921 -6,1833 -5,4105 -5,1577 -5,6940 -7,0572 -9,0248 -11,1947 -13,1078 -14,3436 -14,6041 -13,7920 -12,0460 -9,6912 -7,1104 -4,6201 -2,4353 -0,6992 0,5015 1,1646 1,3732 1,2344 0,8290 0,2034 -0,6309 -1,6860 -2,9554 -4,3532 -5,6700 -6,6033 -6,9049 -6,5665 -5,8707 -5,2430 -5,0349 -5,3661 -6,0946 -6,9186 -7,5213 -7,6829 -7,3575 -6,6906 -5,9584 -5,4727 -5,4919 -6,1431 -7,3859 -9,0248 -10,7516 -12,2423 -13,2829 -13,8200 -13,9252 -13,7382 -13,3993 -12,9698 -12,4104 -11,6573 -10,7343 -9,7989 -9,0967 -8,8703 -9,2449 -10,1283 -11,2198 -12,1632 -12,7319 -12,8995 -12,7668 -12,4344 -11,9372 -11,2766 -10,4784 -9,6188 -8,8272 -8,2591 -8,0067 -7,9973 -8,0099 -7,8412 -7,4615 -7,0147 -6,7048 -6,7002 -7,1077 -7,9549 -9,1348 -10,4109 -11,5627 -12,5249 -13,3684 -14,1953 -15,0541 -15,8925 -16,5711 -16,9311 -16,8783 -16,4479 -15,7770 -14,9986 -14,1903 -13,4107 -12,7229 -12,1523 -11,6310 -11,0155 -10,1886 -9,1534 -8,0450 -7,0751 -6,4484 -6,2910 -6,6273 -7,3934 -8,4516 -9,5857 -10,5219 -11,0444 -11,1304 -10,9337 -10,6182 -10,2359 -9,7660 -9,2195 -8,6911 -8,3254 -8,2131 -8,3066 -8,4477 -8,4756 -8,3097 -7,9466 -7,4093 -6,7414 -6,0371 -5,4356 -5,0857 -5,1042 -5,5223 -6,2570 -7,1375 -7,9395 -8,4012 -8,2961 -7,5757 -6,4323 -5,1739 -4,0411 -3,1568 -2,5970 -2,4343 -2,7339 -3,5523 -4,8962 -6,6350 -8,4931 -10,1761 -11,5233 -12,5565 -13,3950 -14,1012 -14,5724 -14,5849 -13,9534 -12,6610 -10,8807 -8,9004 -7,0206 -5,5014 -4,5341 -4,1833 -4,3736 -4,9622 -5,8040 -6,7713 -7,7660 -8,6912 -9,3839 -9,6191 -9,2305 -8,2416 -6,8850 -5,4939 -4,3369 -3,5110 -2,9571 -2,5521 -2,1864 -1,8018 -1,4013 -1,0092 -0,6088 -0,1483 0,3856 0,9415 1,4700 1,9963 2,5922 3,2500 3,8122 4,0786 3,9836 3,6547 3,3048 3,0453 2,7990 2,4303 1,9390 1,4829 1,2259 1,2071 1,3531 1,5527 1,6833 1,6154 1,2608 0,6238 -0,1790 -0,9274 -1,3827 -1,4181 -1,0582 -0,4329 0,2283 0,6149 0,4966 -0,0585 -0,6300 -0,6446 0,3008 2,2324 4,8436 7,7094 10,4772 12,8894 14,6799 15,5518 15,3289 14,1064 12,2007 9,9397 7,5163 5,0479 2,7265 0,8658 -0,2043 -0,3142 0,4417 1,7575 3,2564 4,6241 5,6799 6,3740 6,7464 6,8711 6,8059 6,5835 6,2510 5,8855 5,5456 5,2301 4,8881 4,4480 3,8672 3,1919 2,5389 1,9938 1,5301 1,0094 0,2817 -0,6445 -1,5093 -1,8949 -1,4541 -0,1517 1,6708 3,5181 5,0361 6,0821 6,6062 6,5605 5,9201 4,7606 3,3091 1,9259 1,0213 0,9145 1,6841 3,1236 4,8739 6,6289 8,2094 9,4505 10,1079 9,9473 8,9109 7,1698 5,0425 2,8589 0,8271 -1,0035 -2,6366 -4,0170 -5,0218 -5,5145 -5,4049 -4,6854 -3,4363 -1,8351 -0,1550 1,3518 2,6454 3,9073 5,2988 6,7666 8,0953 9,0459 9,3978 8,9573 7,6348 5,5351 2,9602 0,3104 -2,0407 -3,8061 -4,7762 -4,8393 -4,0717 -2,7837 -1,4195 -0,3714 0,1798 0,3125 0,2767 0,3289 0,5921 1,0246 1,5011 1,9281 2,3094 2,7023 3,0936 3,3260 3,1633 2,4262 1,0805 -0,7559 -2,8572 -4,9599 -6,8250 -8,2812 -9,2662 -9,8453 -10,1967 -10,5593 -11,1369 -12,0250 -13,2315 -14,7157 -16,3760 -18,0425 -19,5297 -20,6936 -21,4231 -21,5853 -21,0314 -19,7167 -17,8213 -15,7178 -13,7722 -12,1236 -10,6254 -9,0160 -7,1790 -5,2671 -3,5934 -2,4058 -1,7553 -1,5399 -1,6122 -1,8607 -2,2598 -2,8693 -3,7568 -4,8842 -6,0595 -7,0043 -7,4730 -7,3365 -6,6230 -5,5091 -4,2453 -3,0733 -2,1934 -1,7539 -1,8033 -2,2316 -2,7912 -3,2280 -3,4275 -3,4391 -3,3550 -3,1883 -2,8785 -2,4006 -1,8806 -1,6079 -1,8954 -2,8900 -4,4838 -6,3739 -8,2152 -9,7609 -10,9107 -11,6792 -12,1642 -12,5231 -12,8923 -13,2933 -13,6136 -13,6584 -13,2402 -12,2846 -10,8963 -9,3309 -7,8887 -6,8154 -6,2604 -6,2741 -6,8078 -7,7265 -8,8672 -10,1060 -11,3541 -12,4960 -13,3903 -13,9712 -14,3007 -14,4800 -14,5670 -14,5841 -14,5149 -14,2599 -13,6608 -12,6444 -11,3566 -10,1382 -9,3513 -9,1640 -9,4525 -9,9360 -10,4149 -10,8645 -11,3534 -11,9242 -12,5134 -12,9472 -13,0865 -13,0199 -13,0327 -13,3503 -13,9527 -14,6168
Fz    2,1800 1,6389 1,0124 0,4739 0,1852 0,2331 0,6174 1,2732 2,0924 2,9395 3,6833 4,2349 4,5598 4,6665 4,5873 4,3561 3,9856 3,4691 2,8107 2,0566 1,2961 0,6282 0,1320 -0,1484 -0,2181 -0,1305 0,0409 0,2288 0,3743 0,4215 0,3263 0,0788 -0,2907 -0,7357 -1,2253 -1,7498 -2,3012 -2,8557 -3,3762 -3,8191 -4,1333 -4,2723 -4,2235 -4,0219 -3,7401 -3,4727 -3,3153 -3,3249 -3,4893 -3,7390 -3,9929 -4,2059 -4,3816 -4,5416 -4,6843 -4,7713 -4,7521 -4,5996 -4,3175 -3,9198 -3,4256 -2,8778 -2,3456 -1,8940 -1,5506 -1,2964 -1,0778 -0,8321 -0,5220 -0,1599 0,1999 0,4962 0,6937 0,8015 0,8662 0,9381 1,0461 1,2054 1,4361 1,7557 2,1573 2,5985 3,0069 3,2938 3,3863 3,2667 2,9902 2,6632 2,3871 2,1985 2,0543 1,8789 1,6258 1,2955 0,9115 0,4896 0,0316 -0,4532 -0,9300 -1,3433 -1,6352 -1,7606 -1,7024 -1,4881 -1,1873 -0,8884 -0,6819 -0,6450 -0,8030 -1,1059 -1,4562 -1,7684 -2,0248 -2,2884 -2,6544 -3,1721 -3,7995 -4,4270 -4,9481 -5,3174 -5,5495 -5,6761 -5,7090 -5,6358 -5,4303 -5,0620 -4,5088 -3,7764 -2,9108 -1,9929 -1,1204 -0,3827 0,1686 0,5308 0,7366 0,8357 0,8763 0,8744 0,7944 0,5703 0,1555 -0,4384 -1,1419 -1,8584 -2,4995 -2,9928 -3,2671 -3,2500 -2,8846 -2,1591 -1,1354 0,0565 1,2624 2,3480 3,2203 3,8349 4,1974 4,3524 4,3682 4,3305 4,3199 4,3768 4,4893 4,6219 4,7509 4,8774 5,0110 5,1392 5,2086 5,1414 4,8804 4,4243 3,8270 3,1714 2,5368 1,9769 1,5086 1,1114 0,7436 0,3732 -0,0018 -0,3653 -0,7069 -1,0266 -1,3099 -1,5073 -1,5558 -1,4313 -1,1737 -0,8706 -0,6221 -0,5061 -0,5556 -0,7482 -1,0150 -1,2769 -1,4961 -1,6989 -1,9547 -2,3292 -2,8404 -3,4425 -4,0481 -4,5696 -4,9559 -5,2020 -5,3311 -5,3752 -5,3691 -5,3484 -5,3512 -5,4211 -5,5936 -5,8668 -6,1860 -6,4649 -6,6343 -6,6783 -6,6290 -6,5309 -6,4108 -6,2725 -6,1028 -5,8794 -5,5945 -5,2853 -5,0311 -4,9103 -4,9630 -5,1773 -5,4894 -5,8059 -6,0430 -6,1506 -6,1165 -5,9622 -5,7239 -5,4276 -5,0786 -4,6758 -4,2313 -3,7703 -3,3204 -2,9036 -2,5285 -2,1873 -1,8616 -1,5347 -1,2001 -0,8681 -0,5742 -0,3767 -0,3320 -0,4547 -0,7067 -1,0284 -1,3681 -1,6751 -1,8856 -1,9289 -1,7512 -1,3420 -0,7408 -0,0161 0,7573 1,4979 2,1123 2,5102 2,6470 2,5582 2,3405 2,0833 1,8203 1,5433 1,2499 0,9641 0,7047 0,4513 0,1591 -0,1928 -0,5820 -0,9763 -1,3664 -1,7510 -2,1086 -2,4115 -2,6637 -2,9034 -3,1639 -3,4518 -3,7610 -4,0816 -4,3807 -4,5955 -4,6698 -4,5915 -4,3852 -4,0760 -3,6722 -3,1842 -2,6507 -2,1389 -1,7146 -1,4070 -1,1994 -1,0488 -0,9090 -0,7421 -0,5307 -0,2905 -0,0643 0,0963 0,1472 0,0753 -0,0865 -0,2716 -0,4127 -0,4705 -0,4496 -0,3913 -0,3451 -0,3382 -0,3715 -0,4387 -0,5350 -0,6523 -0,7796 -0,9068 -1,0158 -1,0744 -1,0481 -0,9223 -0,7117 -0,4498 -0,1758 0,0605 0,2010 0,2121 0,1118 -0,0486 -0,2192 -0,3684 -0,4766 -0,5229 -0,4761 -0,3005 0,0181 0,4428 0,8894 1,2695 1,5304 1,6636 1,6873 1,6270 1,5131 1,3897 1,3043 1,2841 1,3359 1,4608 1,6425 1,8298 1,9675 2,0613 2,2035 2,5251 3,1088 3,9285 4,8597 5,7533 6,5117 7,1082 7,5504 7,8398 7,9692 7,9374 7,7517 7,4223 6,9615 6,3980 5,7956 5,2449 4,8250 4,5627 4,4312 4,3917 4,4201 4,4911 4,5542 4,5377 4,3853 4,0938 3,7177 3,3402 3,0406 2,8736 2,8534 2,9506 3,1144 3,3007 3,4870 3,6668 3,8277 3,9406 3,9803 3,9482 3,8709 3,7894 3,7532 3,8107 3,9860 4,2449 4,4925 4,6291 4,6084 4,4408 4,1658 3,8369 3,5181 3,2704 3,1341 3,1317 3,2824 3,5966 4,0571 4,6279 5,2737 5,9610 6,6420 7,2370 7,6355 7,7307 7,4696 6,8823 6,0714 5,1685 4,2822 3,4773 2,7937 2,2717 1,9568 1,8887 2,0764 2,4834 3,0425 3,6780 4,3099 4,8687 5,3317 5,7314 6,1118 6,4879 6,8462 7,1636 7,4115 7,5531 7,5570 7,4226 7,1923 6,9388 6,7362 6,6333 6,6443 6,7525 6,9168 7,0858 7,2182 7,2898 7,2913 7,2250 7,1048 6,9516 6,7809 6,5933 6,3851 6,1668 5,9607 5,7767 5,5922 5,3596 5,0382 4,6259 4,1617 3,6984 3,2766 2,9226 2,6539 2,4650 2,3093 2,1133 1,8163 1,3988 0,8866 0,3299 -0,2255 -0,7535 -1,2423 -1,6835 -2,0618 -2,3504 -2,5229 -2,5735 -2,5192 -2,3848 -2,1900 -1,9484 -1,6658 -1,3330 -0,9245 -0,4173 0,1811 0,8217 1,4393 1,9920 2,4811 2,9374 3,3938 3,8637 4,3337 4,7699 5,1292 5,3713 5,4821 5,4918 5,4596 5,4366 5,4463 5,4984 5,6001 5,7360 5,8509 5,8734 5,7662 5,5655 5,3743 5,3077 5,4306 5,7379 6,1803 6,6982 7,2355 7,7365 8,1336 8,3425 8,2927 7,9705 7,4337 6,7854 6,1339 5,5612 5,1098 4,7849 4,5646 4,4126 4,2917 4,1741 4,0423 3,8862 3,7020 3,4857 3,2284 2,9209 2,5655 2,1756 1,7621 1,3264 0,8634 0,3699 -0,1509 -0,6911 -1,2408 -1,7823 -2,2876 -2,7292 -3,0895 -3,3556 -3,5220 -3,6070 -3,6504 -3,6849 -3,7139 -3,7238 -3,7192 -3,7374 -3,8287 -4,0186 -4,2892 -4,5993 -4,9177 -5,2249 -5,4979 -5,7114 -5,8487 -5,9014 -5,8767 -5,8080 -5,7400 -5,6981 -5,6824 -5,6814
F3    0,9492 0,2977 -0,3928 -0,9511 -1,2259 -1,1474 -0,7406 -0,0948 0,6744 1,4505 2,1402 2,6936 3,1046 3,3921 3,5800 3,6725 3,6369 3,4209 3,0000 2,4197 1,7908 1,2349 0,8359 0,6257 0,5894 0,6828 0,8465 1,0080 1,0880 1,0235 0,7875 0,3893 -0,1356 -0,7445 -1,4095 -2,1152 -2,8255 -3,4620 -3,9267 -4,1368 -4,0458 -3,6647 -3,0781 -2,4196 -1,8204 -1,3834 -1,1752 -1,2099 -1,4420 -1,7869 -2,1585 -2,5113 -2,8538 -3,2091 -3,5637 -3,8587 -4,0286 -4,0447 -3,9180 -3,6681 -3,3140 -2,8950 -2,4731 -2,1014 -1,7995 -1,5609 -1,3696 -1,2108 -1,0766 -0,9694 -0,8896 -0,8260 -0,7671 -0,7117 -0,6598 -0,6055 -0,5389 -0,4383 -0,2656 0,0104 0,3797 0,7846 1,1420 1,3675 1,4009 1,2388 0,9524 0,6628 0,4775 0,4289 0,4613 0,4781 0,4029 0,2065 -0,1047 -0,5116 -0,9839 -1,4658 -1,8874 -2,2001 -2,3896 -2,4658 -2,4554 -2,4015 -2,3450 -2,3032 -2,2844 -2,3126 -2,4109 -2,5726 -2,7627 -2,9490 -3,1409 -3,3978 -3,7820 -4,2955 -4,8612 -5,3711 -5,7577 -6,0279 -6,2347 -6,4234 -6,5980 -6,7218 -6,7418 -6,6092 -6,2857 -5,7579 -5,0570 -4,2616 -3,4766 -2,7931 -2,2526 -1,8433 -1,5270 -1,2661 -1,0494 -0,9177 -0,9559 -1,2372 -1,7604 -2,4386 -3,1409 -3,7525 -4,2185 -4,5386 -4,7164 -4,7166 -4,4727 -3,9325 -3,1102 -2,1089 -1,0929 -0,2264 0,3803 0,6943 0,7542 0,6465 0,4847 0,3927 0,4727 0,7596 1,2033 1,7023 2,1590 2,5136 2,7385 2,8151 2,7188 2,4275 1,9473 1,3321 0,6733 0,0626 -0,4459 -0,8460 -1,1706 -1,4720 -1,7898 -2,1289 -2,4751 -2,8304 -3,2207 -3,6656 -4,1404 -4,5654 -4,8407 -4,9018 -4,7532 -4,4680 -4,1575 -3,9247 -3,8266 -3,8648 -3,9955 -4,1618 -4,3363 -4,5372 -4,8108 -5,2017 -5,7242 -6,3431 -6,9726 -7,5005 -7,8349 -7,9389 -7,8251 -7,5381 -7,1490 -6,7440 -6,4048 -6,1918 -6,1310 -6,2102 -6,3901 -6,6258 -6,8907 -7,1819 -7,4958 -7,7968 -8,0155 -8,0792 -7,9458 -7,6253 -7,1905 -6,7697 -6,5022 -6,4729 -6,6769 -7,0329 -7,4250 -7,7544 -7,9697 -8,0526 -7,9982 -7,8168 -7,5358 -7,1818 -6,7692 -6,3183 -5,8719 -5,4797 -5,1728 -4,9579 -4,8214 -4,7280 -4,6236 -4,4525 -4,1825 -3,8231 -3,4273 -3,0821 -2,8811 -2,8841 -3,0905 -3,4487 -3,8833 -4,3112 -4,6471 -4,8161 -4,7706 -4,4975 -4,0152 -3,3672 -2,6215 -1,8733 -1,2366 -0,8127 -0,6464 -0,6955 -0,8569 -1,0415 -1,2240 -1,4228 -1,6425 -1,8498 -2,0096 -2,1339 -2,2815 -2,5078 -2,8235 -3,2074 -3,6482 -4,1452 -4,6781 -5,2031 -5,6836 -6,1027 -6,4402 -6,6608 -6,7469 -6,7300 -6,6634 -6,5703 -6,4370 -6,2478 -6,0034 -5,7043 -5,3347 -4,8821 -4,3721 -3,8729 -3,4608 -3,1801 -3,0286 -2,9688 -2,9463 -2,9018 -2,7888 -2,5967 -2,3551 -2,1151 -1,9303 -1,8361 -1,8326 -1,8897 -1,9732 -2,0632 -2,1526 -2,2392 -2,3219 -2,3981 -2,4650 -2,5251 -2,5831 -2,6361 -2,6748 -2,6907 -2,6757 -2,6168 -2,4962 -2,2998 -2,0301 -1,7082 -1,3676 -1,0497 -0,7959 -0,6311 -0,5564 -0,5561 -0,6013 -0,6561 -0,6991 -0,7329 -0,7656 -0,7915 -0,7984 -0,7872 -0,7801 -0,8092 -0,8923 -1,0168 -1,1585 -1,3130 -1,4945 -1,7035 -1,9057 -2,0439 -2,0575 -1,8976 -1,5528 -1,0792 -0,5834 -0,1450 0,2535 0,7122 1,3190 2,0605 2,8252 3,4853 3,9776 4,3176 4,5524 4,7123 4,8029 4,8217 4,7656 4,6273 4,3980 4,0886 3,7513 3,4688 3,3093 3,2824 3,3429 3,4430 3,5605 3,6743 3,7308 3,6387 3,3017 2,6843 1,8590 0,9850 0,2399 -0,2431 -0,4089 -0,2783 0,0834 0,5933 1,1608 1,6931 2,1067 2,3484 2,4209 2,3912 2,3553 2,3793 2,4659 2,5760 2,6684 2,7118 2,6813 2,5661 2,3742 2,1232 1,8413 1,5799 1,4047 1,3590 1,4355 1,5875 1,7633 1,9273 2,0687 2,2115 2,4077 2,7005 3,0872 3,5070 3,8579 4,0314 3,9623 3,6606 3,1940 2,6353 2,0265 1,3932 0,7801 0,2553 -0,1109 -0,2616 -0,1692 0,1522 0,6566 1,2870 1,9789 2,6578 3,2612 3,7691 4,1990 4,5691 4,8790 5,1197 5,2843 5,3659 5,3582 5,2648 5,1093 4,9335 4,7758 4,6550 4,5711 4,5126 4,4591 4,3894 4,2992 4,2063 4,1373 4,1132 4,1423 4,2095 4,2687 4,2647 4,1731 4,0132 3,8112 3,5598 3,2156 2,7304 2,0944 1,3573 0,6043 -0,0913 -0,6896 -1,1692 -1,5125 -1,7225 -1,8491 -1,9794 -2,2001 -2,5637 -3,0686 -3,6699 -4,3122 -4,9449 -5,5195 -5,9961 -6,3528 -6,5820 -6,6881 -6,6952 -6,6381 -6,5311 -6,3565 -6,0817 -5,6806 -5,1434 -4,4863 -3,7604 -3,0454 -2,4226 -1,9376 -1,5692 -1,2332 -0,8294 -0,2996 0,3443 1,0413 1,7242 2,3387 2,8389 3,1932 3,3998 3,4796 3,4498 3,3197 3,1160 2,8886 2,6714 2,4527 2,1939 1,8795 1,5580 1,3368 1,3226 1,5589 2,0165 2,6283 3,3177 4,0002 4,5849 4,9786 5,0948 4,8827 4,3614 3,6173 2,7733 1,9565 1,2695 0,7659 0,4452 0,2783 0,2337 0,2784 0,3728 0,4738 0,5347 0,5065 0,3469 0,0318 -0,4271 -0,9722 -1,5233 -2,0184 -2,4337 -2,7802 -3,0948 -3,4232 -3,8000 -4,2399 -4,7336 -5,2479 -5,7400 -6,1643 -6,4679 -6,6087 -6,5894 -6,4643 -6,3011 -6,1393 -5,9896 -5,8635 -5,7955 -5,8342 -6,0046 -6,2732 -6,5650 -6,8175 -7,0115 -7,1589 -7,2790 -7,3867 -7,4903 -7,5971 -7,7169 -7,8493 -7,9776 -8,0856 -8,1704
F7    -0,8426 -1,3502 -1,9790 -2,5305 -2,8023 -2,6772 -2,1589 -1,3507 -0,4140 0,4750 1,1771 1,6315 1,8539 1,8964 1,8126 1,6379 1,3800 1,0340 0,6242 0,2326 -0,0297 -0,0859 0,0797 0,4387 0,9295 1,4619 1,9395 2,2809 2,4226 2,3190 1,9559 1,3670 0,6288 -0,1632 -0,9224 -1,5897 -2,1307 -2,5138 -2,6988 -2,6500 -2,3537 -1,8355 -1,1678 -0,4505 0,2191 0,7562 1,0903 1,1870 1,0678 0,7979 0,4540 0,0927 -0,2646 -0,6199 -0,9688 -1,2794 -1,5051 -1,6193 -1,6246 -1,5298 -1,3407 -1,0863 -0,8319 -0,6527 -0,5992 -0,6791 -0,8559 -1,0658 -1,2571 -1,4223 -1,5941 -1,8117 -2,0906 -2,4084 -2,7150 -2,9661 -3,1488 -3,2640 -3,2912 -3,1784 -2,8687 -2,3378 -1,6193 -0,8081 -0,0295 0,6204 1,1167 1,4917 1,7745 1,9372 1,9028 1,6122 1,0887 0,4363 -0,2213 -0,8053 -1,3043 -1,7429 -2,1337 -2,4515 -2,6373 -2,6226 -2,3678 -1,9000 -1,3157 -0,7399 -0,2827 -0,0129 0,0662 0,0145 -0,0831 -0,1665 -0,2373 -0,3670 -0,6541 -1,1481 -1,8042 -2,5172 -3,2020 -3,8422 -4,4706 -5,1088 -5,7201 -6,2126 -6,4824 -6,4570 -6,1184 -5,5121 -4,7380 -3,9163 -3,1496 -2,5034 -2,0011 -1,6310 -1,3630 -1,1572 -0,9782 -0,8234 -0,7416 -0,8120 -1,0978 -1,6078 -2,2917 -3,0639 -3,8340 -4,5117 -4,9872 -5,1346 -4,8558 -4,1373 -3,0790 -1,8657 -0,6949 0,2828 0,9800 1,3696 1,4828 1,3932 1,1846 0,9295 0,6829 0,4747 0,3078 0,1748 0,0830 0,0581 0,1194 0,2517 0,3986 0,4848 0,4561 0,3086 0,0842 -0,1594 -0,3818 -0,5710 -0,7370 -0,9066 -1,1190 -1,4114 -1,8056 -2,3037 -2,8852 -3,5058 -4,0991 -4,5821 -4,8854 -4,9971 -4,9753 -4,9132 -4,8873 -4,9228 -4,9888 -5,0230 -4,9679 -4,8084 -4,5911 -4,4103 -4,3689 -4,5321 -4,8871 -5,3299 -5,7029 -5,8707 -5,7855 -5,5006 -5,1273 -4,7737 -4,5072 -4,3488 -4,2943 -4,3425 -4,4980 -4,7452 -5,0261 -5,2594 -5,3943 -5,4456 -5,4747 -5,5367 -5,6417 -5,7517 -5,8053 -5,7503 -5,5804 -5,3612 -5,2090 -5,2259 -5,4507 -5,8515 -6,3434 -6,8218 -7,2033 -7,4513 -7,5734 -7,5936 -7,5188 -7,3357 -7,0409 -6,6700 -6,2868 -5,9448 -5,6603 -5,4206 -5,2025 -4,9789 -4,7199 -4,4044 -4,0350 -3,6465 -3,3083 -3,1141 -3,1519 -3,4623 -4,0236 -4,7753 -5,6386 -6,5142 -7,2782 -7,7983 -7,9712 -7,7660 -7,2457 -6,5368 -5,7649 -5,0119 -4,3201 -3,7186 -3,2242 -2,8238 -2,4879 -2,2089 -2,0170 -1,9576 -2,0559 -2,3021 -2,6698 -3,1361 -3,6699 -4,2090 -4,6718 -5,0045 -5,2101 -5,3238 -5,3688 -5,3515 -5,2842 -5,1902 -5,0911 -5,0114 -4,9894 -5,0625 -5,2284 -5,4326 -5,6094 -5,7293 -5,7980 -5,8179 -5,7645 -5,6007 -5,3098 -4,9135 -4,4667 -4,0306 -3,6485 -3,3421 -3,1142 -2,9435 -2,7952 -2,6503 -2,5192 -2,4288 -2,4045 -2,4557 -2,5667 -2,7042 -2,8330 -2,9251 -2,9638 -2,9431 -2,8593 -2,7008 -2,4592 -2,1588 -1,8621 -1,6369 -1,5219 -1,5096 -1,5447 -1,5430 -1,4255 -1,1541 -0,7461 -0,2607 0,2222 0,6081 0,8009 0,7479 0,4790 0,0956 -0,2808 -0,5632 -0,7224 -0,7657 -0,7029 -0,5378 -0,2881 -0,0033 0,2412 0,3724 0,3470 0,1639 -0,1441 -0,5285 -0,9396 -1,3311 -1,6662 -1,9198 -2,0644 -2,0658 -1,9202 -1,6906 -1,4740 -1,3154 -1,1543 -0,8576 -0,3192 0,4539 1,3434 2,2017 2,9340 3,5118 3,9247 4,1418 4,1310 3,8970 3,4831 2,9427 2,3202 1,6664 1,0621 0,6114 0,3988 0,4454 0,7079 1,1188 1,6139 2,1235 2,5608 2,8343 2,8832 2,7096 2,3766 1,9743 1,5886 1,2863 1,1065 1,0631 1,1578 1,3830 1,7134 2,1039 2,4930 2,8117 3,0036 3,0426 2,9339 2,7103 2,4342 2,1925 2,0709 2,1042 2,2466 2,4049 2,4934 2,4534 2,2538 1,9018 1,4503 0,9770 0,5537 0,2405 0,0986 0,1763 0,4775 0,9600 1,5624 2,2222 2,8691 3,4062 3,7103 3,6763 3,2735 2,5614 1,6578 0,6962 -0,2114 -0,9909 -1,5933 -1,9795 -2,1157 -1,9803 -1,5838 -0,9853 -0,2753 0,4527 1,1083 1,6194 1,9772 2,2579 2,5718 2,9883 3,5006 4,0345 4,4746 4,7059 4,6627 4,3525 3,8416 3,2241 2,5926 2,0252 1,5832 1,3058 1,1971 1,2188 1,3024 1,3710 1,3680 1,2824 1,1500 1,0297 0,9710 0,9929 1,0832 1,2125 1,3454 1,4433 1,4661 1,3780 1,1553 0,7979 0,3336 -0,1932 -0,7393 -1,2671 -1,7461 -2,1677 -2,5598 -2,9706 -3,4333 -3,9512 -4,5051 -5,0722 -5,6396 -6,2018 -6,7528 -7,2852 -7,7845 -8,2156 -8,5259 -8,6674 -8,6135 -8,3633 -7,9431 -7,4037 -6,7969 -6,1408 -5,4116 -4,5848 -3,6918 -2,8316 -2,1190 -1,6078 -1,2599 -0,9860 -0,7139 -0,4266 -0,1589 0,0300 0,0838 -0,0291 -0,2890 -0,6119 -0,8773 -0,9882 -0,9153 -0,6940 -0,3878 -0,0646 0,2104 0,3857 0,4491 0,4486 0,4814 0,6409 0,9584 1,3857 1,8305 2,2080 2,4637 2,5584 2,4404 2,0482 1,3587 0,4359 -0,5756 -1,5084 -2,2434 -2,7473 -3,0600 -3,2500 -3,3771 -3,4827 -3,5875 -3,6852 -3,7454 -3,7379 -3,6557 -3,5170 -3,3534 -3,1993 -3,0904 -3,0670 -3,1684 -3,4143 -3,7926 -4,2659 -4,7859 -5,3093 -5,8079 -6,2600 -6,6418 -6,9363 -7,1428 -7,2731 -7,3503 -7,4101 -7,4768 -7,5264 -7,4881 -7,3008 -6,9718 -6,5846 -6,2519 -6,0462 -5,9621 -5,9487 -5,9734 -6,0427 -6,1736 -6,3665 -6,6000 -6,8412 -7,0679 -7,2898 -7,5314 -7,7898 -8,0230 -8,1822
