Fp1   -6,2094 -6,2498 -6,0393 -5,4626 -4,5791 -3,5683 -2,5892 -1,6793 -0,7629 0,2751 1,4905 2,7933 3,9559 4,7265 4,9431 4,5760 3,7010 2,4564 1,0208 -0,4169 -1,7108 -2,7555 -3,4162 -3,5223 -2,9911 -1,9378 -0,6293 0,6742 1,8418 2,8707 3,7968 4,6007 5,1671 5,3061 4,8323 3,6816 1,9925 0,0718 -1,7225 -3,0917 -3,8571 -3,9704 -3,4885 -2,5461 -1,3347 -0,0622 1,1170 2,1347 2,9714 3,5959 3,9345 3,8944 3,4332 2,6287 1,6780 0,8122 0,1832 -0,2031 -0,4801 -0,8237 -1,2908 -1,7305 -1,8768 -1,5331 -0,6856 0,5144 1,8454 3,0970 4,1013 4,7709 5,1431 5,3549 5,5390 5,7392 5,9219 6,0515 6,1386 6,2077 6,2336 6,1220 5,7422 4,9699 3,7379 2,1120 0,3369 -1,2329 -2,2801 -2,6305 -2,2732 -1,3426 -0,0865 1,1942 2,2287 2,8392 2,9586 2,6137 1,8914 0,8979 -0,2695 -1,5026 -2,6277 -3,4010 -3,6099 -3,2107 -2,3704 -1,3657 -0,4359 0,2727 0,6604 0,6299 0,1210 -0,8139 -1,9803 -3,1106 -3,9947 -4,5653 -4,8714 -4,9921 -4,9846 -4,8864 -4,7280 -4,5327 -4,3210 -4,1100 -3,8706 -3,4737 -2,7091 -1,4082 0,4119 2,5158 4,5588 6,2432 7,4175 8,0679 8,2221 7,8746 7,0278 5,7947 4,4206 3,1723 2,2089 1,5572 1,1763 1,0084 0,9785 1,0062 1,0606 1,1879 1,4550 1,8656 2,3400 2,7676 3,0607 3,1497 2,9583 2,4245 1,5455 0,4043 -0,8284 -1,9382 -2,7472 -3,1554 -3,1248 -2,6674 -1,8512 -0,7907 0,3815 1,5506 2,6444 3,6055 4,3264 4,6455 4,4420 3,7351 2,6830 1,4893 0,3025 -0,8300 -1,9382 -3,0503 -4,1211 -5,0207 -5,5711 -5,6142 -5,0970 -4,1245 -2,9328 -1,7900 -0,8927 -0,3147 -0,0246 0,0565 0,0112 -0,0920 -0,2177 -0,3767 -0,6175 -1,0029 -1,5785 -2,3369 -3,1985 -4,0417 -4,7698 -5,3504 -5,7766 -6,0028 -5,9515 -5,5896 -4,9655 -4,1542 -3,1942 -2,1190 -1,0391 -0,1531 0,3160 0,1813 -0,6516 -2,1193 -3,9669 -5,7856 -7,1217 -7,6244 -7,1684 -5,8679 -3,9730 -1,7701 0,4212 2,2342 3,3279 3,5189 2,8621 1,6067 0,0753 -1,4301 -2,6538 -3,3742 -3,4183 -2,7570 -1,6119 -0,4107 0,4430 0,7962 0,7773 0,6316 0,5217 0,4589 0,3799 0,2443 0,0563 -0,1694 -0,4295 -0,7121 -0,9552 -1,0275 -0,7771 -0,1327 0,8152 1,8200 2,5796 2,8656 2,6063 1,8922 0,9128 -0,1282 -1,0584 -1,7388 -2,0810 -2,0880 -1,8623 -1,5417 -1,2178 -0,9054 -0,5464 -0,0172 0,8099 1,9349 3,1486 4,1090 4,5217 4,2695 3,4029 2,0677 0,4924 -1,0155 -2,1700 -2,8304 -3,0125 -2,8169 -2,3639 -1,7616 -1,0913 -0,4065 0,2572 0,8538 1,3000 1,5093 1,4834 1,3613 1,3479 1,5696 1,9910 2,4559 2,7883 2,8706 2,6809 2,3082 1,9421 1,8143 2,0914 2,7750 3,6657 4,4289 4,7521 4,5087 3,8213 2,9964 2,3700 2,1381 2,2656 2,5381 2,7056 2,6163 2,2891 1,9143 1,7544 1,9697 2,5068 3,1457 3,6452 3,8697 3,8306 3,6289 3,3621 3,0808 2,7980 2,5165 2,2493 2,0074 1,7688 1,4823 1,1141 0,6834 0,2476 -0,1415 -0,4635 -0,7080 -0,8407 -0,8123 -0,6106 -0,2883 0,0767 0,4447 0,8501 1,3861 2,1299 3,0640 4,0618 4,9384 5,5382 5,8050 5,7789 5,5415 5,1737 4,7397 4,2793 3,8330 3,5050 3,4826 3,9454 4,9325 6,2976 7,7677 9,0349 9,8496 10,0817 9,7085 8,7529 7,2645 5,3680 3,2967 1,3581 -0,1272 -0,8796 -0,7445 0,2121 1,7072 3,3660 4,8444 5,8830 6,3437 6,2379 5,7125 5,0007 4,3481 3,9127 3,6840 3,4886 3,1064 2,4359 1,5933 0,8717 0,5919 0,9354 1,8456 3,0678 4,3105 5,3839 6,2063 6,7464 7,0107 7,0522 6,9314 6,6684 6,2552 5,7098 5,1065 4,5588 4,1664 3,9601 3,8851 3,8384 3,7495 3,6551 3,6869 3,9462 4,3729 4,7619 4,9117 4,7474 4,3477 3,9137 3,6935 3,8556 4,3851 5,0888 5,6908 5,9490 5,7479 5,1263 4,2402 3,3100 2,5661 2,1888 2,2571 2,7214 3,4050 4,0529 4,4331 4,4395 4,1253 3,6506 3,1864 2,8339 2,6066 2,4778 2,4262 2,4255 2,4416 2,4725 2,5570 2,7361 3,0345 3,4447 3,8844 4,2092 4,3005 4,1292 3,7526 3,3001 2,9685 2,9582 3,3514 4,0674 4,9310 5,7555 6,3899 6,7511 6,8352 6,6723 6,2453 5,4616 4,2416 2,6545 0,9531 -0,5426 -1,5963 -2,1088 -2,0783 -1,5692 -0,7182 0,2851 1,2536 2,0327 2,4953 2,5540 2,1889 1,4554 0,4764 -0,5650 -1,4560 -2,0327 -2,2656 -2,2642 -2,1908 -2,1661 -2,2254 -2,3040 -2,2460 -1,8806 -1,1413 -0,1204 0,9746 1,9067 2,4839 2,6200 2,3711 1,9011 1,3986 1,0146 0,8126 0,7337 0,6558 0,5293 0,4396 0,5261 0,8573 1,3967 2,0602 2,7751 3,4922 4,1682 4,7355 5,0933 5,1399 4,8108 4,0888 3,0084 1,6760 0,2802 -0,9492 -1,8220 -2,2579 -2,3135 -2,1544 -1,9772 -1,9176 -1,9995 -2,1465 -2,2425 -2,1957 -1,9687 -1,5998 -1,2242 -1,0325 -1,1537 -1,5795 -2,2170 -2,9781 -3,7769 -4,4898 -4,9848 -5,1879 -5,1259 -4,9268 -4,7599 -4,7297 -4,8134 -4,9014 -4,8974 -4,7885 -4,6496 -4,5940 -4,7043 -4,9843 -5,3625 -5,7279 -5,9770 -6,0616 -6,0177 -5,9571 -6,0089 -6,2192 -6,4986 -6,6863 -6,6596 -6,3690 -5,7987 -4,9368 -3,7895 -2,4187 -0,9720 0,3222 1,2151 1,5415 1,3024 0,6473 -0,2326 -1,1794 -2,0589 -2,7565
Fz    -1,3281 -1,3470 -1,4479 -1,5500 -1,5744 -1,5045 -1,3896 -1,2938 -1,2454 -1,2279 -1,2013 -1,1188 -0,9298 -0,5922 -0,1030 0,4835 1,0784 1,5943 1,9711 2,1910 2,2801 2,2905 2,2713 2,2425 2,1811 2,0432 1,8193 1,5615 1,3420 1,1875 1,0602 0,8997 0,6750 0,3931 0,0771 -0,2453 -0,5426 -0,7865 -0,9672 -1,0993 -1,2011 -1,2640 -1,2514 -1,1392 -0,9514 -0,7443 -0,5648 -0,4298 -0,3345 -0,2670 -0,2107 -0,1394 -0,0204 0,1689 0,4242 0,7079 0,9603 1,1280 1,1925 1,1776 1,1357 1,1252 1,1846 1,3193 1,5101 1,7336 1,9775 2,2391 2,5151 2,7893 3,0240 3,1608 3,1471 2,9656 2,6455 2,2514 1,8600 1,5341 1,3114 1,2066 1,2105 1,2882 1,3809 1,4171 1,3361 1,1114 0,7487 0,2634 -0,3259 -0,9790 -1,6200 -2,1531 -2,4969 -2,6111 -2,5021 -2,2175 -1,8297 -1,4098 -1,0104 -0,6640 -0,3872 -0,1866 -0,0698 -0,0506 -0,1389 -0,3252 -0,5806 -0,8716 -1,1779 -1,5065 -1,8878 -2,3433 -2,8541 -3,3681 -3,8305 -4,1956 -4,4152 -4,4327 -4,2013 -3,7107 -2,9940 -2,1069 -1,1095 -0,0653 0,9648 1,9402 2,8459 3,6788 4,4298 5,0764 5,5884 5,9393 6,1174 6,1303 6,0090 5,8106 5,6090 5,4682 5,4157 5,4353 5,4818 5,5102 5,5037 5,4849 5,4924 5,5462 5,6293 5,6911 5,6655 5,5074 5,2259 4,8781 4,5306 4,2238 3,9615 3,7255 3,4986 3,2796 3,0968 3,0049 3,0487 3,2307 3,5222 3,8928 4,3157 4,7535 5,1525 5,4648 5,6759 5,7940 5,8168 5,7298 5,5320 5,2532 4,9402 4,6261 4,3239 4,0515 3,8471 3,7454 3,7444 3,7966 3,8209 3,7265 3,4515 3,0009 2,4451 1,8796 1,3848 1,0048 0,7442 0,5789 0,4759 0,4104 0,3710 0,3583 0,3806 0,4428 0,5302 0,5930 0,5526 0,3333 -0,0953 -0,6924 -1,3592 -1,9846 -2,4914 -2,8471 -3,0475 -3,0945 -2,9875 -2,7385 -2,3912 -2,0063 -1,6283 -1,2698 -0,9257 -0,5980 -0,3109 -0,1108 -0,0536 -0,1719 -0,4397 -0,7728 -1,0675 -1,2416 -1,2521 -1,0905 -0,7704 -0,3229 0,2085 0,7804 1,3580 1,9116 2,4129 2,8353 3,1554 3,3462 3,3728 3,2082 2,8667 2,4162 1,9499 1,5410 1,2132 0,9472 0,7230 0,5624 0,5301 0,6926 1,0809 1,6751 2,4029 3,1583 3,8371 4,3636 4,6954 4,8200 4,7548 4,5430 4,2360 3,8697 3,4570 3,0033 2,5293 2,0768 1,6883 1,3863 1,1821 1,0988 1,1659 1,3831 1,7034 2,0606 2,4025 2,6951 2,9152 3,0580 3,1469 3,2226 3,3106 3,4030 3,4746 3,5062 3,4811 3,3725 3,1481 2,7900 2,3128 1,7676 1,2266 0,7526 0,3779 0,1127 -0,0421 -0,1025 -0,1009 -0,0572 0,0438 0,2366 0,5448 0,9746 1,5199 2,1581 2,8344 3,4607 3,9379 4,1917 4,1992 3,9930 3,6416 3,2186 2,7851 2,3944 2,0978 1,9302 1,8913 1,9528 2,0785 2,2344 2,3875 2,5063 2,5692 2,5803 2,5669 2,5495 2,5215 2,4641 2,3682 2,2422 2,1049 1,9643 1,8072 1,6175 1,3969 1,1592 0,9222 0,7169 0,5878 0,5650 0,6369 0,7603 0,8910 1,0021 1,0785 1,1093 1,0874 1,0181 0,9260 0,8526 0,8461 0,9458 1,1736 1,5323 1,9990 2,5199 3,0259 3,4588 3,7872 4,0137 4,1782 4,3444 4,5778 4,9278 5,4120 6,0012 6,6228 7,1833 7,5938 7,7954 7,7828 7,6072 7,3466 7,0694 6,8172 6,6052 6,4286 6,2706 6,1163 5,9599 5,8041 5,6563 5,5240 5,4043 5,2775 5,1194 4,9230 4,6980 4,4606 4,2356 4,0596 3,9707 3,9953 4,1357 4,3582 4,5847 4,7003 4,5906 4,2003 3,5708 2,8339 2,1740 1,7764 1,7666 2,1602 2,8546 3,6725 4,4270 4,9868 5,3173 5,4705 5,5268 5,5444 5,5520 5,5657 5,5995 5,6620 5,7463 5,8277 5,8769 5,8837 5,8670 5,8660 5,9243 6,0620 6,2464 6,3986 6,4422 6,3541 6,1794 5,9956 5,8473 5,7148 5,5441 5,3029 5,0062 4,7016 4,4412 4,2592 4,1634 4,1446 4,1865 4,2651 4,3508 4,4215 4,4704 4,4985 4,5035 4,4772 4,4092 4,2925 4,1376 3,9813 3,8693 3,8292 3,8579 3,9291 4,0053 4,0498 4,0369 3,9611 3,8456 3,7454 3,7326 3,8608 4,1309 4,4910 4,8719 5,2227 5,5170 5,7270 5,8048 5,7134 5,4740 5,1665 4,8828 4,6836 4,5900 4,5930 4,6549 4,7056 4,6605 4,4582 4,0839 3,5602 2,9225 2,2015 1,4283 0,6512 -0,0603 -0,6340 -1,0155 -1,1766 -1,1171 -0,8722 -0,5103 -0,1152 0,2385 0,4994 0,6460 0,6893 0,6702 0,6445 0,6550 0,7053 0,7598 0,7798 0,7621 0,7381 0,7422 0,7919 0,9006 1,0876 1,3583 1,6840 2,0149 2,3115 2,5589 2,7608 2,9222 3,0386 3,1034 3,1172 3,0886 3,0399 3,0112 3,0444 3,1606 3,3499 3,5745 3,7793 3,9077 3,9216 3,8120 3,5917 3,2838 2,9159 2,5163 2,1070 1,6957 1,2803 0,8693 0,4989 0,2226 0,0789 0,0692 0,1657 0,3323 0,5364 0,7452 0,9230 1,0354 1,0635 1,0129 0,9068 0,7771 0,6540 0,5503 0,4558 0,3475 0,2026 0,0086 -0,2328 -0,5047 -0,7770 -1,0146 -1,1935 -1,3138 -1,3979 -1,4743 -1,5568 -1,6395 -1,7079 -1,7508 -1,7704 -1,7931 -1,8657 -2,0290 -2,2892 -2,6151 -2,9570 -3,2627 -3,4897 -3,6126 -3,6186 -3,4965 -3,2378 -2,8533 -2,3813 -1,8758 -1,3883 -0,9588 -0,6187 -0,4006 -0,3376 -0,4459 -0,7103 -1,0892 -1,5266 -1,9638
F3    1,5823 1,8209 1,6893 1,2032 0,4287 -0,5289 -1,5428 -2,4998 -3,3226 -3,9611 -4,3595 -4,4349 -4,1085 -3,3660 -2,2875 -1,0237 0,2640 1,4552 2,4862 3,3361 4,0021 4,4768 4,7364 4,7304 4,3847 3,6548 2,6096 1,4434 0,3821 -0,4300 -0,9662 -1,2577 -1,3164 -1,1273 -0,6935 -0,0700 0,6345 1,2723 1,6838 1,7403 1,3963 0,7223 -0,1190 -0,9476 -1,6390 -2,1369 -2,4315 -2,5504 -2,5469 -2,4682 -2,3164 -2,0370 -1,5592 -0,8682 -0,0490 0,7450 1,3770 1,7954 2,0388 2,1809 2,2685 2,3057 2,2889 2,2421 2,2144 2,2528 2,3889 2,6471 3,0348 3,5012 3,9089 4,0770 3,8861 3,3547 2,6228 1,8717 1,2521 0,8529 0,7084 0,8188 1,1575 1,6702 2,2763 2,8640 3,2935 3,4234 3,1465 2,4212 1,3012 -0,0554 -1,4164 -2,5433 -3,2733 -3,5605 -3,4497 -3,0255 -2,3818 -1,6053 -0,7771 0,0073 0,6299 0,9774 0,9872 0,6774 0,1418 -0,4836 -1,0643 -1,5066 -1,7819 -1,9357 -2,0701 -2,2906 -2,6473 -3,1222 -3,6595 -4,1848 -4,6025 -4,7994 -4,6630 -4,1067 -3,1040 -1,7074 -0,0350 1,7543 3,4816 4,9685 6,0618 6,6658 6,7720 6,4575 5,8508 5,0922 4,3035 3,5784 2,9981 2,6445 2,5826 2,8177 3,2659 3,7840 4,2440 4,5898 4,8384 5,0456 5,2713 5,5604 5,9239 6,3099 6,6010 6,6807 6,5115 6,1348 5,6208 5,0399 4,4626 3,9635 3,6215 3,5080 3,6658 4,0851 4,6825 5,3063 5,7955 6,0532 6,0668 5,8806 5,5664 5,2028 4,8504 4,5379 4,2783 4,0987 4,0455 4,1608 4,4448 4,8345 5,2338 5,5850 5,9077 6,2592 6,6531 7,0001 7,1291 6,8785 6,1872 5,1246 3,8632 2,6127 1,5484 0,7695 0,2930 0,0714 0,0271 0,0805 0,1613 0,2311 0,3089 0,4622 0,7555 1,1900 1,6763 2,0542 2,1552 1,8791 1,2422 0,3643 -0,5948 -1,5026 -2,2893 -2,9342 -3,4270 -3,7504 -3,8815 -3,7849 -3,4082 -2,7012 -1,6618 -0,3756 0,9795 2,1681 2,9540 3,1752 2,8104 1,9887 0,9266 -0,1539 -1,0636 -1,6438 -1,7728 -1,4035 -0,5935 0,5173 1,7637 2,9914 4,0530 4,8020 5,1335 5,0409 4,6200 4,0133 3,3472 2,6983 2,0910 1,5098 0,9185 0,2929 -0,3355 -0,8548 -1,0946 -0,8915 -0,1702 0,9989 2,3971 3,7224 4,6979 5,1665 5,1267 4,7066 4,1050 3,5224 3,0911 2,8346 2,6884 2,5672 2,4264 2,2819 2,1843 2,1650 2,2044 2,2569 2,2967 2,3244 2,3348 2,3006 2,1948 2,0247 1,8461 1,7523 1,8413 2,1729 2,7350 3,4412 4,1658 4,7870 5,2075 5,3659 5,2442 4,8679 4,2993 3,6229 2,9189 2,2310 1,5684 0,9419 0,3788 -0,1086 -0,5346 -0,9003 -1,1502 -1,1827 -0,9020 -0,2540 0,7672 2,1108 3,6439 5,1400 6,3122 6,8958 6,7584 5,9715 4,7833 3,5193 2,4723 1,8255 1,6257 1,7980 2,1870 2,6134 2,9255 3,0348 2,9354 2,6978 2,4280 2,2188 2,1228 2,1409 2,2291 2,3368 2,4484 2,5831 2,7443 2,8688 2,8370 2,5528 2,0238 1,3721 0,7769 0,4037 0,3515 0,6202 1,1128 1,6785 2,1741 2,5026 2,6250 2,5623 2,3845 2,1836 2,0483 2,0515 2,2249 2,5251 2,8403 3,0433 3,0533 2,8748 2,5968 2,3453 2,2225 2,2871 2,5763 3,1244 3,9457 5,0075 6,2232 7,4624 8,5692 9,3821 9,7627 9,6493 9,1083 8,3170 7,4736 6,7095 6,0763 5,5975 5,3077 5,2410 5,3990 5,7401 6,1821 6,6096 6,8936 6,9233 6,6359 6,0468 5,2642 4,4610 3,8157 3,4611 3,4500 3,7378 4,2019 4,6951 5,0957 5,3285 5,3498 5,1262 4,6455 3,9514 3,1571 2,4188 1,8934 1,6998 1,8810 2,3745 3,0315 3,6954 4,2816 4,8018 5,3274 5,9178 6,5630 7,1862 7,6940 8,0202 8,1362 8,0436 7,7698 7,3721 6,9420 6,5795 6,3460 6,2426 6,2332 6,2748 6,3294 6,3647 6,3594 6,3154 6,2473 6,1440 5,9558 5,6310 5,1641 4,6171 4,1089 3,7760 3,7189 3,9608 4,4454 5,0552 5,6341 6,0304 6,1576 6,0287 5,7304 5,3678 5,0271 4,7627 4,5929 4,5018 4,4560 4,4281 4,4071 4,3991 4,4250 4,5040 4,6257 4,7394 4,7780 4,7040 4,5535 4,4490 4,5507 4,9578 5,6459 6,4794 7,2576 7,7678 7,8422 7,4209 6,5879 5,5416 4,5126 3,6809 3,1357 2,8872 2,9102 3,1666 3,5941 4,0902 4,5244 4,7722 4,7525 4,4455 3,8780 3,0914 2,1320 1,0679 0,0025 -0,9319 -1,5980 -1,8896 -1,7683 -1,2777 -0,5250 0,3510 1,2102 1,9379 2,4611 2,7542 2,8329 2,7320 2,4857 2,1328 1,7300 1,3421 1,0170 0,7784 0,6462 0,6636 0,8952 1,3817 2,0825 2,8630 3,5485 4,0109 4,2314 4,2902 4,2929 4,3010 4,3171 4,3136 4,2730 4,2027 4,1156 4,0106 3,8838 3,7379 3,5742 3,3968 3,2301 3,1134 3,0727 3,0960 3,1328 3,1228 3,0298 2,8475 2,5829 2,2489 1,8767 1,5223 1,2491 1,1026 1,0925 1,1863 1,3176 1,4071 1,3863 1,2164 0,9022 0,4953 0,0795 -0,2475 -0,3952 -0,3134 -0,0220 0,3859 0,7744 1,0260 1,0943 1,0055 0,8144 0,5679 0,2989 0,0327 -0,2123 -0,4272 -0,6110 -0,7689 -0,9105 -1,0392 -1,1468 -1,2313 -1,3162 -1,4329 -1,5854 -1,7413 -1,8559 -1,8955 -1,8438 -1,6951 -1,4430 -1,0816 -0,6376 -0,1966 0,1241 0,2466 0,1801 0,0119 -0,1493 -0,2427 -0,2861 -0,3427 -0,4652 -0,6615 -0,8957 -1,1128
F7    -2,1864 -2,2790 -2,2863 -2,1344 -1,8083 -1,3771 -0,9507 -0,6077 -0,3626 -0,1819 -0,0233 0,1362 0,3003 0,4676 0,6334 0,7817 0,8812 0,8937 0,7983 0,6157 0,4032 0,2311 0,1682 0,2638 0,5134 0,8501 1,1810 1,4352 1,5850 1,6331 1,5879 1,4538 1,2379 0,9512 0,6059 0,2241 -0,1536 -0,4815 -0,7306 -0,8957 -0,9796 -0,9779 -0,8822 -0,7000 -0,4658 -0,2249 -0,0096 0,1670 0,3025 0,3968 0,4500 0,4667 0,4600 0,4543 0,4842 0,5810 0,7487 0,9582 1,1688 1,3528 1,5040 1,6368 1,7792 1,9592 2,1918 2,4735 2,7871 3,1049 3,3913 3,6090 3,7298 3,7416 3,6473 3,4602 3,2003 2,9009 2,6100 2,3721 2,2057 2,0999 2,0244 1,9373 1,7958 1,5742 1,2789 0,9440 0,6120 0,3172 0,0814 -0,0854 -0,1858 -0,2340 -0,2456 -0,2256 -0,1718 -0,0897 0,0033 0,0874 0,1477 0,1790 0,1955 0,2303 0,3125 0,4431 0,5919 0,7159 0,7831 0,7734 0,6621 0,4147 0,0084 -0,5346 -1,1398 -1,7154 -2,1970 -2,5623 -2,8078 -2,9199 -2,8789 -2,6841 -2,3627 -1,9525 -1,4872 -0,9984 -0,5093 -0,0134 0,5314 1,1730 1,9221 2,7370 3,5456 4,2841 4,9172 5,4300 5,8073 6,0307 6,0984 6,0418 5,9164 5,7702 5,6237 5,4809 5,3522 5,2595 5,2205 5,2337 5,2802 5,3363 5,3751 5,3699 5,3090 5,2005 5,0589 4,8866 4,6723 4,4045 4,0831 3,7229 3,3619 3,0577 2,8589 2,7854 2,8379 3,0144 3,3111 3,7128 4,1859 4,6927 5,2133 5,7313 6,1982 6,5347 6,6742 6,6001 6,3477 5,9767 5,5423 5,0855 4,6385 4,2285 3,8792 3,6097 3,4281 3,3241 3,2685 3,2206 3,1385 2,9936 2,7840 2,5389 2,3027 2,1103 1,9771 1,9006 1,8641 1,8401 1,7971 1,7068 1,5468 1,3000 0,9543 0,5101 -0,0141 -0,5788 -1,1276 -1,6032 -1,9651 -2,1978 -2,3098 -2,3200 -2,2362 -2,0560 -1,7976 -1,5130 -1,2645 -1,0955 -1,0179 -1,0128 -1,0414 -1,0606 -1,0397 -0,9645 -0,8263 -0,6114 -0,3035 0,1003 0,5722 1,0549 1,4801 1,7919 1,9678 2,0269 2,0124 1,9648 1,9140 1,8934 1,9427 2,0803 2,2703 2,4264 2,4621 2,3448 2,1102 1,8292 1,5627 1,3417 1,1771 1,0798 1,0664 1,1450 1,3019 1,5043 1,7172 1,9242 2,1343 2,3617 2,5958 2,7983 2,9259 2,9481 2,8492 2,6279 2,2996 1,8987 1,4750 1,0821 0,7657 0,5602 0,4910 0,5707 0,7913 1,1162 1,4906 1,8773 2,2727 2,6720 3,0261 3,2524 3,2906 3,1467 2,8848 2,5886 2,3287 2,1467 2,0496 2,0117 1,9863 1,9280 1,8143 1,6534 1,4755 1,3193 1,2165 1,1779 1,1924 1,2375 1,2965 1,3742 1,4954 1,6828 1,9348 2,2223 2,5058 2,7503 2,9284 3,0217 3,0327 2,9911 2,9426 2,9261 2,9460 2,9644 2,9296 2,8214 2,6677 2,5193 2,4185 2,3857 2,4114 2,4540 2,4595 2,3932 2,2639 2,1325 2,0829 2,1647 2,3607 2,6080 2,8356 2,9909 3,0558 3,0439 2,9812 2,8903 2,7831 2,6552 2,4932 2,2951 2,0829 1,8915 1,7473 1,6566 1,6070 1,5731 1,5256 1,4483 1,3479 1,2515 1,1899 1,1738 1,1883 1,2145 1,2635 1,3824 1,6206 1,9902 2,4513 2,9295 3,3515 3,6777 3,9107 4,0819 4,2335 4,4041 4,6089 4,8319 5,0470 5,2462 5,4360 5,6117 5,7513 5,8302 5,8324 5,7543 5,6090 5,4217 5,2069 4,9594 4,6745 4,3703 4,0899 3,8860 3,8000 3,8422 3,9841 4,1749 4,3709 4,5394 4,6456 4,6548 4,5471 4,3307 4,0484 3,7659 3,5378 3,3748 3,2360 3,0583 2,8038 2,4905 2,1855 1,9785 1,9475 2,1277 2,4979 2,9908 3,5165 3,9852 4,3339 4,5483 4,6575 4,7014 4,7056 4,6866 4,6667 4,6746 4,7313 4,8337 4,9530 5,0545 5,1202 5,1593 5,2026 5,2824 5,4046 5,5320 5,6041 5,5761 5,4438 5,2393 5,0099 4,7934 4,6080 4,4570 4,3341 4,2245 4,1086 3,9742 3,8234 3,6652 3,5111 3,3785 3,2909 3,2705 3,3221 3,4203 3,5174 3,5708 3,5684 3,5242 3,4563 3,3789 3,3119 3,2776 3,2864 3,3303 3,3889 3,4416 3,4829 3,5257 3,5888 3,6890 3,8356 4,0194 4,2084 4,3634 4,4568 4,4826 4,4628 4,4488 4,4958 4,6163 4,7726 4,9174 5,0282 5,1047 5,1514 5,1660 5,1317 5,0111 4,7522 4,3180 3,7194 3,0205 2,3097 1,6620 1,1176 0,6827 0,3452 0,0882 -0,1066 -0,2581 -0,3814 -0,4841 -0,5713 -0,6529 -0,7382 -0,8185 -0,8625 -0,8351 -0,7177 -0,5173 -0,2631 0,0060 0,2535 0,4516 0,5916 0,6962 0,8085 0,9608 1,1590 1,3944 1,6567 1,9331 2,2117 2,4920 2,7801 3,0712 3,3455 3,5720 3,7141 3,7434 3,6607 3,5049 3,3409 3,2308 3,2097 3,2802 3,4156 3,5719 3,7048 3,7788 3,7674 3,6514 3,4233 3,0928 2,6886 2,2481 1,7993 1,3550 0,9236 0,5222 0,1778 -0,0823 -0,2427 -0,3036 -0,2778 -0,1815 -0,0282 0,1645 0,3650 0,5263 0,5983 0,5485 0,3777 0,1240 -0,1564 -0,4185 -0,6384 -0,8056 -0,9214 -0,9995 -1,0585 -1,1107 -1,1526 -1,1672 -1,1398 -1,0744 -0,9977 -0,9495 -0,9643 -1,0540 -1,2009 -1,3654 -1,5102 -1,6267 -1,7442 -1,9071 -2,1371 -2,4190 -2,7150 -2,9813 -3,1783 -3,2820 -3,2892 -3,2058 -3,0335 -2,7764 -2,4572 -2,1157 -1,7919 -1,5162 -1,3146 -1,2116 -1,2158 -1,3046 -1,4356 -1,5715 -1,6898 -1,7842
