Fp1   -1,5774 -1,2547 -0,7300 -0,0640 0,6505 1,3071 1,7834 1,9417 1,6632 0,9257 -0,1295 -1,2349 -2,1446 -2,7550 -3,1048 -3,3022 -3,4515 -3,6017 -3,7265 -3,7475 -3,5857 -3,1970 -2,5825 -1,7911 -0,9039 -0,0084 0,7966 1,3844 1,6392 1,5295 1,1305 0,5866 0,0599 -0,3069 -0,4191 -0,2477 0,1819 0,8069 1,5274 2,2106 2,7388 3,0679 3,2222 3,2236 3,0529 2,6844 2,1529 1,5808 1,1240 0,8942 0,9192 1,1349 1,4085 1,5953 1,5880 1,3410 0,8871 0,3362 -0,1612 -0,4760 -0,5663 -0,5006 -0,4000 -0,3598 -0,4325 -0,6438 -0,9878 -1,4194 -1,8738 -2,2876 -2,6018 -2,7654 -2,7519 -2,5857 -2,3482 -2,1360 -2,0002 -1,9194 -1,8212 -1,6346 -1,3436 -1,0138 -0,7658 -0,7179 -0,9377 -1,4083 -2,0119 -2,5560 -2,8410 -2,7366 -2,2289 -1,4079 -0,4169 0,5873 1,4542 2,0723 2,4050 2,4882 2,3869 2,1441 1,7478 1,1413 0,2903 -0,7417 -1,7817 -2,6285 -3,1730 -3,4583 -3,6216 -3,7751 -3,9325 -4,0400 -4,0604 -4,0110 -3,9419 -3,9007 -3,9194 -4,0140 -4,1616 -4,2737 -4,2306 -3,9674 -3,5356 -3,0972 -2,8401 -2,8565 -3,0989 -3,4463 -3,7893 -4,0564 -4,1900 -4,1340 -3,8610 -3,3944 -2,8026 -2,1832 -1,6499 -1,3163 -1,2645 -1,5108 -2,0026 -2,6388 -3,2857 -3,7973 -4,0515 -3,9747 -3,5571 -2,8742 -2,0549 -1,1969 -0,3310 0,5398 1,4059 2,2510 3,0695 3,8750 4,6864 5,5020 6,2863 6,9724 7,4811 7,7553 7,7849 7,5972 7,2349 6,7622 6,2792 5,8894 5,6286 5,4335 5,1934 4,8366 4,3706 3,8646 3,4138 3,0947 2,9168 2,8075 2,6566 2,3760 1,9380 1,4035 0,9177 0,6391 0,6499 0,9279 1,3734 1,8523 2,2423 2,4800 2,5903 2,6673 2,8061 3,0394 3,3223 3,5668 3,6854 3,6136 3,3221 2,8258 2,1757 1,4380 0,6937 0,0493 -0,3856 -0,5417 -0,4091 -0,0431 0,4414 0,9216 1,3299 1,6567 1,9063 2,0759 2,1624 2,1691 2,1054 1,9901 1,8471 1,6923 1,5446 1,4494 1,4610 1,5855 1,7713 1,9673 2,1676 2,3981 2,6804 3,0143 3,3773 3,7330 4,0335 4,2135 4,2018 3,9583 3,4982 2,8849 2,2086 1,5575 0,9900 0,5264 0,1662 -0,0763 -0,1544 -0,0255 0,3057 0,7978 1,4042 2,0821 2,7960 3,5073 4,1559 4,6728 4,9997 5,0882 4,9188 4,5420 4,0852 3,7018 3,4969 3,4946 3,6659 3,9749 4,4043 4,9522 5,6043 6,3163 7,0359 7,7264 8,3461 8,8224 9,0747 9,0607 8,7999 8,3660 7,8629 7,3869 6,9903 6,6875 6,4985 6,4731 6,6850 7,1986 8,0104 9,0185 10,0650 11,0043 11,7273 12,1583 12,2729 12,1239 11,8290 11,5053 11,2084 10,9511 10,7594 10,6643 10,6424 10,6023 10,4475 10,1402 9,7041 9,1934 8,6627 8,1482 7,6609 7,1956 6,7494 6,3475 6,0552 5,9418 6,0356 6,3330 6,8293 7,4913 8,2100 8,8248 9,2140 9,3522 9,2869 9,0809 8,7750 8,3855 7,9317 7,4596 7,0313 6,6931 6,4635 6,3483 6,3610 6,5194 6,8134 7,1816 7,5302 7,7655 7,8055 7,5984 7,1666 6,6164 6,0812 5,6648 5,4224 5,3409 5,3273 5,2619 5,0826 4,8224 4,5918 4,5367 4,7637 5,2564 5,8586 6,3556 6,5889 6,5237 6,2491 5,9309 5,7320 5,7352 5,9190 6,2010 6,4991 6,7570 6,9347 7,0032 6,9652 6,8751 6,8234 6,8796 7,0384 7,2200 7,3257 7,3018 7,1734 7,0368 7,0122 7,1795 7,5486 8,0839 8,7278 9,4010 10,0332 10,5945 11,0637 11,3967 11,5524 11,5234 11,3268 10,9915 10,5644 10,1110 9,6841 9,2824 8,8413 8,2934 7,6595 7,0639 6,6497 6,5021 6,6420 7,0424 7,6315 8,3017 8,9334 9,4148 9,6740 9,7324 9,7197 9,7919 10,0138 10,3195 10,5711 10,6356 10,4266 9,9240 9,1795 8,3059 7,4675 6,8435 6,5412 6,5148 6,5818 6,5440 6,3263 6,0228 5,8111 5,8155 6,0395 6,3899 6,7481 7,0351 7,2218 7,2973 7,2484 7,0874 6,8898 6,7642 6,7712 6,8878 7,0534 7,2398 7,4790 7,8238 8,2820 8,8042 9,3408 9,8825 10,4301 10,9645 11,4720 11,9601 12,4187 12,7864 12,9682 12,8854 12,5146 11,9063 11,1794 10,4786 9,9036 9,4705 9,1433 8,8837 8,6701 8,5116 8,4710 8,6441 9,0986 9,8322 10,7720 11,7834 12,6827 13,2930 13,5195 13,3669 12,9059 12,2404 11,4888 10,7573 10,1104 9,5603 9,0765 8,6123 8,1415 7,6790 7,2676 6,9482 6,7366 6,5960 6,4249 6,1004 5,5557 4,8241 4,0288 3,3361 2,8846 2,7132 2,7454 2,8432 2,8729 2,7558 2,5091 2,2504 2,1365 2,2704 2,6479 3,1889 3,8080 4,4406 5,0159 5,4393 5,6227 5,5242 5,1587 4,5946 3,9362 3,2843 2,7031 2,2208 1,8589 1,6551 1,6409 1,7923 2,0190 2,2192 2,3541 2,4750 2,6712 3,0010 3,4848 4,1171 4,8360 5,4995 5,9308 6,0070 5,7196 5,1649 4,4821 3,7931 3,1740 2,6662 2,3032 2,1209 2,1433 2,3637 2,7315 3,1629 3,5761 3,9205 4,1725 4,3063 4,2835 4,0752 3,6964 3,2202 2,7476 2,3561 2,0651 1,8350 1,6030 1,3262 0,9969 0,6382 0,3010 0,0442 -0,1161 -0,2458 -0,4523 -0,7975 -1,2644 -1,7933 -2,3331 -2,8633 -3,3877 -3,9015 -4,3600 -4,6907 -4,8425 -4,8185 -4,6700 -4,4800 -4,3403 -4,3104 -4,3978 -4,5875 -4,8706 -5,2357 -5,6523 -6,0747 -6,4485 -6,7039 -6,7687 -6,6098 -6,2592 -5,7852 -5,2365 -4,6295 -3,9749 -3,2920
Fz    0,3405 0,6110 0,9286 1,2548 1,5582 1,8074 1,9552 1,9387 1,7034 1,2430 0,6290 -0,0157 -0,5883 -1,0536 -1,4291 -1,7419 -2,0028 -2,2048 -2,3288 -2,3521 -2,2628 -2,0625 -1,7610 -1,3800 -0,9637 -0,5690 -0,2471 -0,0361 0,0454 0,0046 -0,1308 -0,3186 -0,5044 -0,6327 -0,6617 -0,5730 -0,3698 -0,0715 0,2852 0,6440 0,9478 1,1706 1,3204 1,4083 1,4258 1,3558 1,2020 1,0034 0,8129 0,6658 0,5686 0,5025 0,4318 0,3233 0,1561 -0,0827 -0,3996 -0,7869 -1,2133 -1,6269 -1,9802 -2,2562 -2,4679 -2,6458 -2,8287 -3,0427 -3,2755 -3,4832 -3,6262 -3,6887 -3,6697 -3,5697 -3,3882 -3,1307 -2,8173 -2,4752 -2,1256 -1,7788 -1,4397 -1,1123 -0,8053 -0,5408 -0,3528 -0,2731 -0,3176 -0,4711 -0,6796 -0,8635 -0,9505 -0,9091 -0,7611 -0,5546 -0,3268 -0,0960 0,1277 0,3397 0,5378 0,7076 0,8161 0,8227 0,6957 0,4215 0,0117 -0,4940 -1,0297 -1,5190 -1,9030 -2,1658 -2,3359 -2,4576 -2,5508 -2,6024 -2,5990 -2,5574 -2,5191 -2,5278 -2,6156 -2,7946 -3,0395 -3,2778 -3,4229 -3,4300 -3,3236 -3,1766 -3,0564 -2,9782 -2,9077 -2,8055 -2,6584 -2,4769 -2,2769 -2,0731 -1,8840 -1,7289 -1,6223 -1,5705 -1,5775 -1,6511 -1,8010 -2,0238 -2,2930 -2,5593 -2,7575 -2,8257 -2,7307 -2,4705 -2,0646 -1,5511 -0,9743 -0,3564 0,3092 1,0349 1,8215 2,6595 3,5346 4,4259 5,3027 6,1281 6,8698 7,5015 7,9970 8,3304 8,4847 8,4566 8,2551 7,9076 7,4684 7,0044 6,5590 6,1303 5,6896 5,2181 4,7210 4,2180 3,7352 3,2962 2,9051 2,5430 2,1871 1,8271 1,4704 1,1506 0,9241 0,8323 0,8724 1,0168 1,2458 1,5479 1,9052 2,2911 2,6792 3,0441 3,3565 3,5808 3,6829 3,6452 3,4823 3,2368 2,9550 2,6679 2,3925 2,1374 1,9050 1,6935 1,4967 1,3083 1,1309 0,9706 0,8227 0,6774 0,5366 0,4079 0,2886 0,1697 0,0582 -0,0144 -0,0076 0,1044 0,3202 0,6083 0,9148 1,1840 1,3822 1,5047 1,5668 1,5879 1,5791 1,5359 1,4444 1,2959 1,0973 0,8695 0,6351 0,4075 0,1867 -0,0350 -0,2575 -0,4600 -0,6027 -0,6434 -0,5626 -0,3809 -0,1560 0,0481 0,2022 0,3233 0,4465 0,5876 0,7304 0,8433 0,9109 0,9404 0,9420 0,9203 0,8800 0,8284 0,7806 0,7695 0,8404 1,0269 1,3264 1,7031 2,1127 2,5213 2,9071 3,2559 3,5586 3,8148 4,0398 4,2586 4,4823 4,6974 4,8772 4,9950 5,0300 4,9791 4,8681 4,7433 4,6433 4,5907 4,6083 4,7287 4,9878 5,4101 5,9897 6,6839 7,4299 8,1633 8,8193 9,3330 9,6620 9,8132 9,8358 9,7844 9,6931 9,5802 9,4540 9,3046 9,1027 8,8189 8,4455 7,9992 7,5112 7,0184 6,5587 6,1649 5,8628 5,6692 5,5880 5,6116 5,7247 5,8998 6,0976 6,2802 6,4165 6,4730 6,4172 6,2458 6,0050 5,7709 5,6003 5,4968 5,4210 5,3273 5,1935 5,0222 4,8226 4,6035 4,3866 4,2181 4,1568 4,2409 4,4595 4,7498 5,0248 5,2115 5,2711 5,2025 5,0428 4,8567 4,7014 4,5971 4,5314 4,4751 4,3924 4,2511 4,0404 3,7834 3,5324 3,3491 3,2793 3,3290 3,4588 3,6048 3,7088 3,7402 3,7042 3,6401 3,6058 3,6478 3,7717 3,9358 4,0725 4,1199 4,0479 3,8723 3,6534 3,4720 3,3962 3,4582 3,6496 3,9286 4,2335 4,4981 4,6753 4,7667 4,8268 4,9228 5,0881 5,3182 5,5907 5,8798 6,1755 6,4826 6,7862 7,0339 7,1670 7,1522 6,9866 6,6942 6,3228 5,9294 5,5569 5,2210 4,9094 4,5995 4,2869 3,9994 3,7761 3,6459 3,6293 3,7392 3,9698 4,2847 4,6213 4,9105 5,1061 5,2102 5,2653 5,3066 5,3216 5,2657 5,1069 4,8401 4,4749 4,0297 3,5349 3,0305 2,5679 2,2058 1,9830 1,8886 1,8604 1,8222 1,7338 1,6207 1,5530 1,5970 1,7767 2,0640 2,3961 2,7076 2,9526 3,1065 3,1630 3,1425 3,1015 3,1083 3,1961 3,3497 3,5313 3,7128 3,8930 4,0937 4,3356 4,6190 4,9295 5,2436 5,5178 5,6969 5,7556 5,7191 5,6384 5,5607 5,5190 5,5270 5,5729 5,6228 5,6384 5,5927 5,4678 5,2512 4,9535 4,6246 4,3328 4,1388 4,0919 4,2262 4,5413 4,9938 5,5116 6,0068 6,3856 6,5770 6,5645 6,3849 6,1018 5,7755 5,4416 5,1063 4,7536 4,3574 3,8977 3,3759 2,8223 2,2909 1,8444 1,5318 1,3633 1,2941 1,2325 1,0786 0,7737 0,3232 -0,2159 -0,7609 -1,2270 -1,5514 -1,7079 -1,7088 -1,5981 -1,4334 -1,2582 -1,0840 -0,8968 -0,6854 -0,4645 -0,2662 -0,1108 0,0001 0,0625 0,0550 -0,0512 -0,2700 -0,5859 -0,9499 -1,2917 -1,5492 -1,6947 -1,7355 -1,6933 -1,5880 -1,4428 -1,2926 -1,1749 -1,1062 -1,0656 -1,0012 -0,8630 -0,6314 -0,3161 0,0538 0,4271 0,7399 0,9471 1,0455 1,0691 1,0644 1,0654 1,0786 1,0816 1,0424 0,9491 0,8184 0,6805 0,5669 0,5065 0,5166 0,5961 0,7277 0,8821 1,0195 1,0976 1,0847 0,9742 0,7848 0,5445 0,2763 -0,0049 -0,2964 -0,6110 -0,9631 -1,3521 -1,7554 -2,1359 -2,4604 -2,7241 -2,9618 -3,2227 -3,5243 -3,8362 -4,1069 -4,3020 -4,4249 -4,5124 -4,6029 -4,7045 -4,7979 -4,8642 -4,9071 -4,9546 -5,0468 -5,2125 -5,4502 -5,7365 -6,0463 -6,3576 -6,6439 -6,8727 -7,0159 -7,0571 -6,9866 -6,7953 -6,4873 -6,0883 -5,6315 -5,1385 -4,6260 -4,1174 -3,6384
F3    0,9211 1,1032 1,3112 1,4896 1,5987 1,6147 1,5156 1,2752 0,8770 0,3475 -0,2246 -0,7229 -1,0753 -1,2925 -1,4364 -1,5648 -1,7037 -1,8448 -1,9501 -1,9651 -1,8493 -1,5938 -1,2172 -0,7663 -0,3161 0,0530 0,2788 0,3281 0,2057 -0,0460 -0,3708 -0,7161 -1,0275 -1,2447 -1,3167 -1,2239 -0,9811 -0,6225 -0,1881 0,2765 0,7273 1,1390 1,4998 1,7831 1,9376 1,9188 1,7311 1,4338 1,1028 0,7912 0,5229 0,2997 0,1123 -0,0464 -0,1826 -0,3175 -0,4912 -0,7423 -1,0760 -1,4520 -1,8121 -2,1178 -2,3552 -2,5328 -2,6867 -2,8617 -3,0716 -3,2912 -3,4861 -3,6300 -3,7004 -3,6756 -3,5416 -3,3042 -2,9954 -2,6601 -2,3328 -2,0221 -1,7122 -1,3774 -1,0109 -0,6456 -0,3448 -0,1715 -0,1591 -0,2924 -0,5078 -0,7174 -0,8384 -0,8232 -0,6785 -0,4454 -0,1648 0,1308 0,4083 0,6396 0,8102 0,9084 0,9123 0,7910 0,5159 0,0786 -0,4898 -1,1182 -1,7157 -2,2022 -2,5369 -2,7333 -2,8480 -2,9478 -3,0688 -3,2041 -3,3260 -3,4147 -3,4708 -3,5129 -3,5668 -3,6508 -3,7527 -3,8203 -3,7912 -3,6440 -3,4224 -3,2177 -3,1132 -3,1274 -3,2098 -3,2893 -3,3200 -3,2874 -3,1895 -3,0332 -2,8453 -2,6690 -2,5441 -2,4917 -2,5150 -2,6076 -2,7585 -2,9488 -3,1491 -3,3152 -3,3894 -3,3181 -3,0799 -2,6891 -2,1814 -1,6026 -0,9930 -0,3659 0,2891 0,9829 1,7135 2,4738 3,2594 4,0634 4,8640 5,6211 6,2871 6,8255 7,2220 7,4798 7,6060 7,5996 7,4533 7,1746 6,8071 6,4207 6,0686 5,7540 5,4417 5,0924 4,6843 4,2183 3,7213 3,2341 2,7798 2,3504 1,9321 1,5303 1,1685 0,8889 0,7531 0,8076 1,0460 1,4245 1,9008 2,4397 2,9993 3,5337 4,0077 4,3975 4,6778 4,8128 4,7658 4,5245 4,1196 3,6143 3,0789 2,5768 2,1633 1,8793 1,7413 1,7371 1,8304 1,9745 2,1284 2,2550 2,3089 2,2504 2,0755 1,8172 1,5172 1,2094 0,9306 0,7309 0,6638 0,7608 1,0141 1,3773 1,7782 2,1418 2,4172 2,5933 2,6937 2,7522 2,7794 2,7444 2,5932 2,2924 1,8591 1,3509 0,8369 0,3751 -0,0029 -0,2929 -0,4998 -0,6163 -0,6218 -0,4979 -0,2465 0,0981 0,4726 0,8132 1,0934 1,3345 1,5781 1,8465 2,1193 2,3478 2,4960 2,5597 2,5496 2,4767 2,3530 2,1929 2,0224 1,8894 1,8579 1,9800 2,2639 2,6701 3,1410 3,6288 4,1025 4,5418 4,9321 5,2645 5,5444 5,7886 6,0111 6,2139 6,3893 6,5207 6,5827 6,5579 6,4598 6,3244 6,1763 6,0228 5,8875 5,8326 5,9440 6,2928 6,8963 7,7028 8,6103 9,4998 10,2554 10,7758 11,0010 10,9465 10,7035 10,3950 10,1199 9,9245 9,8009 9,6975 9,5444 9,2938 8,9444 8,5268 8,0761 7,6207 7,1931 6,8414 6,6285 6,6084 6,7940 7,1498 7,6128 8,1098 8,5592 8,8689 8,9429 8,7026 8,1265 7,2911 6,3711 5,5772 5,0642 4,8694 4,9163 5,0750 5,2355 5,3417 5,3765 5,3393 5,2483 5,1518 5,1185 5,2024 5,4021 5,6507 5,8524 5,9339 5,8672 5,6682 5,3956 5,1340 4,9506 4,8633 4,8529 4,8898 4,9385 4,9536 4,8980 4,7721 4,6225 4,5191 4,5176 4,6308 4,8240 5,0348 5,2016 5,2869 5,2892 5,2398 5,1881 5,1824 5,2487 5,3768 5,5225 5,6292 5,6558 5,5981 5,4942 5,4053 5,3868 5,4693 5,6544 5,9163 6,2056 6,4635 6,6498 6,7718 6,8810 7,0288 7,2282 7,4633 7,7118 7,9539 8,1860 8,4208 8,6523 8,8344 8,9099 8,8442 8,6313 8,2879 7,8468 7,3473 6,8268 6,3155 5,8287 5,3692 4,9522 4,6199 4,4147 4,3537 4,4367 4,6595 5,0034 5,4228 5,8497 6,2133 6,4669 6,6117 6,6910 6,7436 6,7647 6,7209 6,5911 6,3740 6,0710 5,6834 5,2253 4,7326 4,2641 3,8867 3,6398 3,5106 3,4448 3,3855 3,3076 3,2296 3,1928 3,2294 3,3475 3,5272 3,7305 3,9248 4,0973 4,2434 4,3531 4,4214 4,4702 4,5347 4,6261 4,7240 4,8041 4,8648 4,9320 5,0381 5,1914 5,3718 5,5564 5,7302 5,8630 5,9097 5,8569 5,7451 5,6339 5,5676 5,5690 5,6419 5,7694 5,9202 6,0646 6,1801 6,2401 6,2096 6,0748 5,8741 5,6814 5,5630 5,5618 5,6987 5,9637 6,3125 6,6841 7,0117 7,2221 7,2559 7,1054 6,8214 6,4792 6,1392 5,8329 5,5697 5,3406 5,1140 4,8460 4,5110 4,1244 3,7322 3,3844 3,1119 2,9113 2,7370 2,5114 2,1626 1,6672 1,0616 0,4267 -0,1334 -0,5204 -0,6768 -0,6062 -0,3631 -0,0304 0,3075 0,5953 0,8253 1,0215 1,2011 1,3482 1,4242 1,3970 1,2547 0,9963 0,6252 0,1609 -0,3528 -0,8556 -1,2802 -1,5622 -1,6640 -1,5956 -1,4060 -1,1535 -0,8844 -0,6363 -0,4448 -0,3359 -0,3101 -0,3385 -0,3777 -0,3921 -0,3580 -0,2502 -0,0525 0,2095 0,4663 0,6472 0,7201 0,6991 0,6246 0,5392 0,4708 0,4246 0,3892 0,3550 0,3210 0,2866 0,2507 0,2162 0,1872 0,1636 0,1431 0,1225 0,0941 0,0426 -0,0518 -0,2009 -0,3983 -0,6270 -0,8698 -1,1102 -1,3368 -1,5474 -1,7427 -1,9146 -2,0428 -2,1055 -2,0993 -2,0579 -2,0533 -2,1604 -2,4050 -2,7458 -3,1016 -3,3975 -3,6065 -3,7579 -3,8982 -4,0446 -4,1838 -4,3032 -4,4100 -4,5283 -4,6916 -4,9234 -5,2150 -5,5296 -5,8295 -6,0945 -6,3185 -6,4968 -6,6187 -6,6696 -6,6322 -6,4839 -6,2078 -5,8100 -5,3151 -4,7494 -4,1445 -3,5463 -3,0053
F7    0,1974 0,2807 0,4712 0,7078 0,9277 1,0835 1,1354 1,0460 0,7998 0,4321 0,0341 -0,2921 -0,4991 -0,6157 -0,7074 -0,8197 -0,9537 -1,0832 -1,1822 -1,2312 -1,2171 -1,1406 -1,0180 -0,8741 -0,7297 -0,5894 -0,4477 -0,3083 -0,1934 -0,1286 -0,1267 -0,1789 -0,2527 -0,2982 -0,2681 -0,1429 0,0625 0,3158 0,5823 0,8216 0,9908 1,0712 1,0790 1,0312 0,9177 0,7214 0,4611 0,2011 0,0099 -0,0828 -0,0848 -0,0200 0,0832 0,1998 0,3087 0,3822 0,3849 0,2896 0,1015 -0,1390 -0,3888 -0,6318 -0,8733 -1,1286 -1,4187 -1,7517 -2,1009 -2,4148 -2,6495 -2,7803 -2,7983 -2,7095 -2,5326 -2,2953 -2,0368 -1,8011 -1,6222 -1,5164 -1,4800 -1,4857 -1,4958 -1,4889 -1,4705 -1,4606 -1,4768 -1,5209 -1,5713 -1,5937 -1,5674 -1,5047 -1,4397 -1,3851 -1,3106 -1,1757 -0,9645 -0,6852 -0,3653 -0,0626 0,1421 0,1779 0,0102 -0,3516 -0,8575 -1,4290 -1,9783 -2,4271 -2,7225 -2,8534 -2,8570 -2,8016 -2,7469 -2,7163 -2,7042 -2,6989 -2,6942 -2,6870 -2,6794 -2,6800 -2,6863 -2,6673 -2,5816 -2,4198 -2,2294 -2,1011 -2,1197 -2,3111 -2,6285 -2,9862 -3,3085 -3,5537 -3,7078 -3,7791 -3,7934 -3,7677 -3,6858 -3,5209 -3,2769 -2,9945 -2,7254 -2,5085 -2,3574 -2,2577 -2,1714 -2,0552 -1,8828 -1,6496 -1,3547 -0,9843 -0,5116 0,0877 0,8125 1,6232 2,4538 3,2467 3,9786 4,6516 5,2684 5,8248 6,3159 6,7337 7,0571 7,2563 7,3075 7,2044 6,9576 6,5948 6,1673 5,7403 5,3593 5,0270 4,7194 4,4144 4,0997 3,7720 3,4462 3,1554 2,9268 2,7615 2,6413 2,5387 2,4320 2,3354 2,3003 2,3679 2,5351 2,7731 3,0548 3,3540 3,6367 3,8740 4,0593 4,2062 4,3377 4,4729 4,6105 4,7249 4,7862 4,7821 4,7193 4,6146 4,4899 4,3688 4,2658 4,1750 4,0784 3,9670 3,8514 3,7436 3,6321 3,4948 3,3342 3,1780 3,0475 2,9427 2,8620 2,8199 2,8386 2,9303 3,0914 3,3035 3,5287 3,7161 3,8354 3,9045 3,9737 4,0856 4,2468 4,4166 4,5187 4,4879 4,3148 4,0438 3,7391 3,4569 3,2264 3,0456 2,9061 2,8175 2,8009 2,8715 3,0292 3,2524 3,5002 3,7369 3,9637 4,2161 4,5257 4,8811 5,2186 5,4522 5,5334 5,4831 5,3637 5,2365 5,1442 5,1067 5,1277 5,2097 5,3628 5,5916 5,8784 6,1820 6,4579 6,6850 6,8752 7,0560 7,2476 7,4550 7,6697 7,8697 8,0169 8,0671 7,9984 7,8209 7,5554 7,2235 6,8619 6,5200 6,2358 6,0334 5,9410 5,9905 6,2028 6,5804 7,0994 7,6946 8,2677 8,7236 8,9985 9,0684 8,9587 8,7443 8,5216 8,3708 8,3281 8,3814 8,4912 8,6129 8,7030 8,7207 8,6394 8,4634 8,2228 7,9562 7,7052 7,5077 7,3834 7,3246 7,2985 7,2652 7,1991 7,0897 6,9404 6,7836 6,6638 6,5866 6,5113 6,3992 6,2449 6,0564 5,8294 5,5575 5,2538 4,9524 4,7000 4,5466 4,5225 4,6245 4,8318 5,1355 5,5387 6,0257 6,5373 6,9813 7,2778 7,4021 7,3831 7,2705 7,1105 6,9372 6,7676 6,6078 6,4665 6,3532 6,2642 6,1798 6,0808 5,9676 5,8651 5,8075 5,8164 5,8884 6,0020 6,1337 6,2687 6,4049 6,5523 6,7248 6,9308 7,1673 7,4140 7,6242 7,7343 7,7043 7,5546 7,3585 7,2037 7,1560 7,2419 7,4515 7,7522 8,0955 8,4186 8,6595 8,7897 8,8352 8,8591 8,9142 9,0130 9,1430 9,2842 9,4122 9,5133 9,5962 9,6679 9,7105 9,6978 9,6117 9,4384 9,1709 8,8212 8,4194 8,0005 7,5979 7,2390 6,9402 6,7164 6,5916 6,5836 6,6872 6,8833 7,1562 7,4918 7,8648 8,2280 8,5196 8,6932 8,7496 8,7270 8,6542 8,5192 8,2896 7,9556 7,5458 7,1109 6,7047 6,3708 6,1365 6,0182 6,0237 6,1386 6,3152 6,4796 6,5605 6,5305 6,4219 6,2966 6,2055 6,1727 6,1891 6,2114 6,1859 6,0873 5,9289 5,7490 5,6002 5,5372 5,5857 5,7190 5,8717 5,9802 6,0136 5,9776 5,8999 5,8083 5,7227 5,6651 5,6526 5,6716 5,6886 5,6973 5,7314 5,8256 5,9802 6,1595 6,3087 6,3728 6,3189 6,1526 5,9165 5,6673 5,4458 5,2795 5,2071 5,2657 5,4549 5,7356 6,0511 6,3440 6,5756 6,7334 6,8064 6,7612 6,5624 6,2122 5,7621 5,2895 4,8611 4,5131 4,2578 4,0977 4,0224 4,0010 3,9884 3,9473 3,8716 3,7972 3,7820 3,8668 4,0422 4,2401 4,3585 4,3111 4,0656 3,6580 3,1833 2,7605 2,4849 2,3952 2,4648 2,6109 2,7250 2,7211 2,5749 2,3251 2,0341 1,7482 1,4939 1,2928 1,1600 1,0909 1,0571 1,0149 0,9184 0,7417 0,5019 0,2512 0,0445 -0,0835 -0,1212 -0,0727 0,0487 0,2203 0,4118 0,5950 0,7529 0,8852 1,0130 1,1758 1,4091 1,7162 2,0612 2,3823 2,6185 2,7373 2,7414 2,6559 2,5214 2,3902 2,3028 2,2634 2,2477 2,2380 2,2311 2,2174 2,1735 2,0839 1,9626 1,8514 1,7931 1,8036 1,8594 1,9063 1,8857 1,7644 1,5468 1,2655 0,9636 0,6828 0,4597 0,3195 0,2687 0,2933 0,3674 0,4639 0,5574 0,6132 0,5786 0,4088 0,1105 -0,2565 -0,6243 -0,9515 -1,2274 -1,4650 -1,6876 -1,9100 -2,1330 -2,3504 -2,5588 -2,7669 -2,9970 -3,2600 -3,5288 -3,7545 -3,9088 -3,9977 -4,0439 -4,0589 -4,0271 -3,9139 -3,6936 -3,3668 -2,9608 -2,5189 -2,0835 -1,6849 -1,3387 -1,0462 -0,7985
