Fp1   -1,5058 -1,6624 -1,6833 -1,6008 -1,4740 -1,3660 -1,3091 -1,2786 -1,2076 -1,0362 -0,7605 -0,4497 -0,2112 -0,1232 -0,1847 -0,3202 -0,4295 -0,4376 -0,3108 -0,0525 0,2946 0,6566 0,9615 1,1727 1,2964 1,3585 1,3677 1,3053 1,1497 0,9104 0,6500 0,4710 0,4569 0,6102 0,8526 1,0840 1,2325 1,2681 1,1952 1,0322 0,7939 0,4948 0,1613 -0,1721 -0,4711 -0,6954 -0,7932 -0,7202 -0,4639 -0,0568 0,4170 0,8429 1,1229 1,2117 1,1257 0,9334 0,7215 0,5552 0,4622 0,4520 0,5445 0,7653 1,1043 1,4883 1,8052 1,9595 1,9155 1,7079 1,4206 1,1386 0,9068 0,7242 0,5627 0,3863 0,1708 -0,0795 -0,3236 -0,4984 -0,5527 -0,4825 -0,3373 -0,1856 -0,0701 0,0075 0,0708 0,1433 0,2349 0,3462 0,4783 0,6358 0,8199 1,0157 1,1902 1,3120 1,3684 1,3599 1,2943 1,1891 1,0680 0,9477 0,8400 0,7630 0,7375 0,7654 0,8202 0,8576 0,8343 0,7280 0,5546 0,3595 0,1875 0,0663 0,0186 0,0727 0,2405 0,4868 0,7488 0,9830 1,1785 1,3327 1,4433 1,5212 1,5873 1,6579 1,7539 1,9200 2,2145 2,6748 3,2950 4,0287 4,8020 5,5260 6,1011 6,4323 6,4744 6,2816 6,0058 5,8284 5,8785 6,1833 6,6713 7,2165 7,6950 8,0260 8,1791 8,1660 8,0366 7,8671 7,7362 7,7009 7,7733 7,9108 8,0455 8,1299 8,1523 8,1217 8,0500 7,9605 7,9059 7,9524 8,1335 8,4216 8,7409 9,0023 9,1394 9,1308 8,9940 8,7569 8,4402 8,0665 7,6687 7,2722 6,8804 6,4912 6,1197 5,7927 5,5238 5,3030 5,1127 4,9481 4,8195 4,7327 4,6726 4,6069 4,5113 4,3957 4,3023 4,2671 4,2802 4,2914 4,2531 4,1527 4,0088 3,8422 3,6473 3,3943 3,0692 2,7055 2,3703 2,1262 1,9980 1,9674 2,0001 2,0802 2,2093 2,3791 2,5714 2,7931 3,0812 3,4580 3,8950 4,3230 4,6724 4,9191 5,1016 5,2824 5,4867 5,6892 5,8543 5,9708 6,0496 6,1099 6,1781 6,2919 6,4874 6,7677 7,0853 7,3621 7,5366 7,5900 7,5322 7,3776 7,1372 6,8268 6,4848 6,1732 5,9432 5,7999 5,7109 5,6453 5,5902 5,5349 5,4718 5,4174 5,4057 5,4526 5,5445 5,6544 5,7551 5,8316 5,8908 5,9500 6,0182 6,0879 6,1393 6,1516 6,1177 6,0567 6,0146 6,0499 6,2018 6,4602 6,7694 7,0561 7,2473 7,2880 7,1630 6,8906 6,4980 6,0252 5,5364 5,0993 4,7565 4,5263 4,4221 4,4506 4,5944 4,8136 5,0608 5,2934 5,4855 5,6302 5,7286 5,7799 5,7708 5,6717 5,4548 5,1234 4,7246 4,3360 4,0370 3,8730 3,8399 3,9096 4,0621 4,2798 4,5231 4,7313 4,8566 4,8973 4,9039 4,9533 5,1051 5,3668 5,6909 5,9994 6,2137 6,2876 6,2293 6,0901 5,9304 5,7959 5,7109 5,6814 5,7024 5,7696 5,8936 6,0973 6,3859 6,7263 7,0548 7,3039 7,4304 7,4335 7,3575 7,2712 7,2387 7,2944 7,4233 7,5678 7,6748 7,7339 7,7697 7,8070 7,8443 7,8524 7,7965 7,6615 7,4641 7,2511 7,0875 7,0333 7,1183 7,3255 7,5935 7,8406 8,0015 8,0513 8,0059 7,9071 7,8058 7,7471 7,7491 7,7866 7,8023 7,7453 7,6112 7,4480 7,3106 7,2112 7,1251 7,0378 6,9742 6,9800 7,0806 7,2556 7,4407 7,5530 7,5308 7,3649 7,0924 6,7646 6,4237 6,1013 5,8209 5,5931 5,4116 5,2678 5,1680 5,1278 5,1602 5,2808 5,5067 5,8252 6,1725 6,4625 6,6396 6,6951 6,6432 6,5080 6,3238 6,1293 5,9563 5,8218 5,7280 5,6728 5,6559 5,6710 5,6988 5,7091 5,6646 5,5333 5,3128 5,0449 4,7957 4,6160 4,5166 4,4825 4,5081 4,6063 4,7919 5,0689 5,4223 5,8078 6,1514 6,3729 6,4196 6,2813 5,9840 5,5807 5,1371 4,7099 4,3390 4,0606 3,9108 3,9133 4,0688 4,3583 4,7482 5,1917 5,6339 6,0233 6,3128 6,4525 6,3992 6,1315 5,6539 5,0059 4,2834 3,6299 3,1805 3,0048 3,0907 3,3685 3,7449 4,1289 4,4551 4,7050 4,9040 5,0925 5,2968 5,5214 5,7619 6,0106 6,2388 6,3876 6,4007 6,2741 6,0695 5,8766 5,7504 5,6761 5,5988 5,4850 5,3404 5,1823 5,0255 4,8942 4,8178 4,8055 4,8306 4,8451 4,8167 4,7527 4,6812 4,6215 4,5820 4,5571 4,5087 4,3815 4,1469 3,8148 3,4155 2,9924 2,6019 2,3016 2,1346 2,1115 2,1987 2,3373 2,4733 2,5635 2,5752 2,5006 2,3623 2,1984 2,0410 1,9062 1,7932 1,6908 1,5900 1,4939 1,4261 1,4367 1,5827 1,8830 2,3047 2,7995 3,3341 3,8807 4,3953 4,8221 5,1258 5,3139 5,4211 5,4807 5,5186 5,5665 5,6588 5,8090 5,9984 6,1975 6,3910 6,5791 6,7639 6,9370 7,0715 7,1233 7,0488 6,8352 6,5172 6,1620 5,8333 5,5685 5,3820 5,2685 5,1995 5,1329 5,0357 4,9034 4,7588 4,6328 4,5385 4,4581 4,3534 4,1881 3,9470 3,6426 3,3168 3,0395 2,8800 2,8609 2,9402 3,0365 3,0613 2,9431 2,6586 2,2475 1,7832 1,3306 0,9327 0,6176 0,3938 0,2530 0,1915 0,2255 0,3799 0,6694 1,0884 1,6042 2,1578 2,6901 3,1717 3,5963 3,9489 4,2001 4,3339 4,3615 4,3015 4,1579 3,9322 3,6517 3,3789 3,1912 3,1417 3,2248 3,3784 3,5221 3,5929 3,5537 3,3779 3,0448 2,5699 2,0390 1,5884 1,3288 1,2855 1,4059 1,6016 1,7792
Fz    -1,1524 -1,3394 -1,3767 -1,2856 -1,1066 -0,8852 -0,6577 -0,4390 -0,2263 -0,0172 0,1694 0,2871 0,2867 0,1540 -0,0719 -0,3125 -0,4830 -0,5205 -0,3934 -0,1042 0,3035 0,7565 1,1824 1,5302 1,7692 1,8800 1,8500 1,6782 1,3834 1,0135 0,6443 0,3575 0,1979 0,1486 0,1533 0,1605 0,1456 0,1069 0,0559 0,0019 -0,0621 -0,1554 -0,2913 -0,4673 -0,6632 -0,8420 -0,9574 -0,9680 -0,8476 -0,5905 -0,2235 0,1908 0,5740 0,8523 0,9729 0,9216 0,7324 0,4743 0,2227 0,0409 -0,0256 0,0397 0,2065 0,4038 0,5514 0,5935 0,5151 0,3400 0,1158 -0,1057 -0,2845 -0,4000 -0,4571 -0,4840 -0,5145 -0,5714 -0,6532 -0,7333 -0,7825 -0,7978 -0,8080 -0,8472 -0,9191 -0,9876 -1,0035 -0,9423 -0,8140 -0,6436 -0,4529 -0,2529 -0,0463 0,1600 0,3500 0,5071 0,6151 0,6512 0,5927 0,4338 0,1952 -0,0783 -0,3224 -0,4693 -0,4785 -0,3612 -0,1769 -0,0030 0,0965 0,0878 -0,0287 -0,2251 -0,4580 -0,6791 -0,8407 -0,8969 -0,8153 -0,5998 -0,2951 0,0401 0,3626 0,6534 0,9119 1,1447 1,3515 1,5202 1,6448 1,7493 1,8874 2,1212 2,5028 3,0564 3,7595 4,5369 5,2767 5,8621 6,2153 6,3402 6,3324 6,3365 6,4714 6,7752 7,2029 7,6679 8,0933 8,4406 8,7027 8,8810 8,9786 9,0112 9,0135 9,0312 9,0954 9,1991 9,3016 9,3614 9,3621 9,3105 9,2229 9,1250 9,0623 9,0898 9,2405 9,5022 9,8154 10,0916 10,2473 10,2401 10,0765 9,7861 9,3946 8,9261 8,4096 7,8644 7,2899 6,6873 6,0845 5,5286 5,0630 4,7180 4,5112 4,4481 4,5164 4,6774 4,8669 5,0106 5,0517 4,9795 4,8350 4,6786 4,5503 4,4637 4,4246 4,4376 4,4946 4,5657 4,6036 4,5601 4,4178 4,2095 3,9996 3,8411 3,7498 3,7080 3,6956 3,7184 3,7966 3,9327 4,1128 4,3375 4,6236 4,9712 5,3403 5,6614 5,8713 5,9569 5,9737 6,0084 6,1170 6,3026 6,5383 6,7913 7,0307 7,2321 7,3906 7,5306 7,6896 7,8829 8,0842 8,2442 8,3229 8,3070 8,2027 8,0215 7,7751 7,4837 7,1834 6,9169 6,7125 6,5695 6,4620 6,3616 6,2573 6,1546 6,0706 6,0340 6,0710 6,1818 6,3403 6,5136 6,6746 6,8080 6,9131 6,9962 7,0601 7,1032 7,1205 7,1013 7,0356 6,9299 6,8170 6,7434 6,7403 6,7987 6,8770 6,9270 6,9086 6,7951 6,5818 6,2786 5,8961 5,4562 5,0087 4,6151 4,3234 4,1655 4,1622 4,3140 4,5937 4,9586 5,3649 5,7679 6,1191 6,3693 6,4788 6,4373 6,2663 6,0003 5,6756 5,3329 5,0159 4,7606 4,5841 4,4747 4,4011 4,3425 4,3092 4,3241 4,3908 4,4874 4,5885 4,6883 4,8064 4,9736 5,2071 5,4906 5,7782 6,0156 6,1627 6,2119 6,1885 6,1279 6,0505 5,9595 5,8545 5,7441 5,6471 5,5886 5,5997 5,7128 5,9394 6,2523 6,5934 6,9014 7,1354 7,2841 7,3633 7,4050 7,4441 7,5045 7,5832 7,6490 7,6691 7,6412 7,5946 7,5637 7,5591 7,5584 7,5244 7,4319 7,2806 7,0958 6,9241 6,8188 6,8144 6,9094 7,0697 7,2457 7,3968 7,5081 7,5884 7,6584 7,7454 7,8786 8,0711 8,3015 8,5171 8,6596 8,6992 8,6564 8,5819 8,5084 8,4297 8,3285 8,2069 8,0834 7,9671 7,8439 7,6899 7,4947 7,2704 7,0375 6,8073 6,5803 6,3608 6,1658 6,0194 5,9364 5,9156 5,9494 6,0293 6,1392 6,2602 6,3891 6,5387 6,7111 6,8815 7,0168 7,1037 7,1457 7,1421 7,0893 6,9962 6,8898 6,8058 6,7765 6,8214 6,9382 7,0973 7,2483 7,3325 7,2981 7,1175 6,8006 6,3942 5,9669 5,5884 5,3109 5,1564 5,1169 5,1722 5,3042 5,4995 5,7459 6,0239 6,2979 6,5168 6,6307 6,6139 6,4709 6,2254 5,9134 5,5768 5,2498 4,9568 4,7292 4,6108 4,6371 4,8163 5,1314 5,5471 6,0143 6,4757 6,8740 7,1615 7,3105 7,3199 7,2030 6,9684 6,6245 6,2047 5,7722 5,3911 5,0979 4,8998 4,7905 4,7592 4,7887 4,8576 4,9503 5,0601 5,1861 5,3301 5,4939 5,6773 5,8740 6,0619 6,2021 6,2659 6,2672 6,2574 6,2838 6,3467 6,3936 6,3628 6,2381 6,0547 5,8582 5,6774 5,5306 5,4305 5,3752 5,3461 5,3196 5,2820 5,2368 5,1933 5,1535 5,1144 5,0717 5,0089 4,8967 4,7114 4,4474 4,1123 3,7250 3,3210 2,9518 2,6690 2,5004 2,4354 2,4357 2,4574 2,4631 2,4296 2,3553 2,2607 2,1789 2,1399 2,1574 2,2215 2,3033 2,3687 2,3941 2,3793 2,3582 2,3861 2,5009 2,7016 2,9697 3,2976 3,6859 4,1205 4,5634 4,9717 5,3237 5,6189 5,8607 6,0512 6,2008 6,3323 6,4677 6,6085 6,7378 6,8424 6,9303 7,0273 7,1584 7,3254 7,4997 7,6365 7,6972 7,6677 7,5604 7,4011 7,2182 7,0371 6,8695 6,7077 6,5351 6,3425 6,1329 5,9171 5,7049 5,5016 5,3077 5,1222 4,9437 4,7730 4,6141 4,4742 4,3629 4,2822 4,2138 4,1197 3,9572 3,6911 3,3042 2,8168 2,2945 1,8183 1,4433 1,1884 1,0469 0,9889 0,9714 0,9700 1,0005 1,1036 1,3151 1,6455 2,0731 2,5493 3,0169 3,4301 3,7585 3,9808 4,0870 4,0909 4,0261 3,9213 3,7850 3,6174 3,4340 3,2758 3,1970 3,2339 3,3767 3,5724 3,7556 3,8731 3,8923 3,7986 3,5891 3,2820 2,9376 2,6552 2,5251 2,5786 2,7818 3,0600 3,3217
F3    -0,7036 -0,9419 -1,1098 -1,2242 -1,2992 -1,3359 -1,3203 -1,2263 -1,0294 -0,7297 -0,3705 -0,0370 0,1776 0,2248 0,1308 -0,0177 -0,1201 -0,1075 0,0392 0,2922 0,5873 0,8484 1,0203 1,0842 1,0474 0,9275 0,7478 0,5417 0,3509 0,2181 0,1817 0,2619 0,4391 0,6518 0,8282 0,9222 0,9208 0,8368 0,7002 0,5413 0,3716 0,1818 -0,0389 -0,2826 -0,5171 -0,6937 -0,7609 -0,6824 -0,4487 -0,0784 0,3791 0,8478 1,2449 1,5039 1,5920 1,5193 1,3313 1,0861 0,8281 0,5834 0,3767 0,2370 0,1813 0,2033 0,2788 0,3762 0,4666 0,5360 0,5893 0,6410 0,6975 0,7475 0,7657 0,7241 0,6019 0,3927 0,1158 -0,1775 -0,4270 -0,6032 -0,7246 -0,8277 -0,9234 -0,9872 -0,9881 -0,9209 -0,8043 -0,6552 -0,4768 -0,2624 -0,0071 0,2752 0,5434 0,7463 0,8480 0,8388 0,7349 0,5713 0,3818 0,1835 -0,0112 -0,1797 -0,2957 -0,3500 -0,3582 -0,3498 -0,3570 -0,4045 -0,4971 -0,6158 -0,7261 -0,7923 -0,7876 -0,6992 -0,5336 -0,3215 -0,1078 0,0728 0,2120 0,3236 0,4304 0,5528 0,6969 0,8498 0,9965 1,1480 1,3475 1,6490 2,0906 2,6744 3,3536 4,0348 4,6030 4,9569 5,0498 4,9233 4,7074 4,5700 4,6410 4,9575 5,4621 6,0458 6,6034 7,0670 7,4071 7,6197 7,7197 7,7386 7,7185 7,6998 7,7042 7,7230 7,7264 7,6917 7,6186 7,5169 7,3892 7,2448 7,1237 7,0870 7,1789 7,4003 7,7058 8,0164 8,2495 8,3525 8,3119 8,1360 7,8404 7,4539 7,0165 6,5550 6,0722 5,5698 5,0714 4,6120 4,2192 3,9138 3,7141 3,6258 3,6287 3,6783 3,7204 3,7061 3,6065 3,4304 3,2250 3,0457 2,9251 2,8664 2,8542 2,8647 2,8720 2,8508 2,7779 2,6398 2,4518 2,2644 2,1368 2,1016 2,1494 2,2395 2,3332 2,4233 2,5234 2,6351 2,7456 2,8589 3,0065 3,2166 3,4791 3,7443 3,9582 4,1061 4,2259 4,3689 4,5481 4,7318 4,8809 4,9724 4,9951 4,9477 4,8525 4,7641 4,7485 4,8402 5,0186 5,2256 5,4040 5,5227 5,5773 5,5754 5,5226 5,4257 5,3039 5,1819 5,0669 4,9382 4,7645 4,5343 4,2695 4,0113 3,8009 3,6742 3,6523 3,7260 3,8579 4,0039 4,1297 4,2207 4,2860 4,3463 4,4166 4,4986 4,5821 4,6495 4,6861 4,6947 4,7013 4,7444 4,8486 4,9998 5,1499 5,2444 5,2406 5,1179 4,8867 4,5776 4,2240 3,8638 3,5400 3,2806 3,0878 2,9540 2,8816 2,8827 2,9655 3,1263 3,3462 3,5928 3,8293 4,0241 4,1563 4,2189 4,2128 4,1331 3,9712 3,7293 3,4320 3,1197 2,8280 2,5662 2,3220 2,0906 1,8934 1,7604 1,7019 1,7056 1,7635 1,8924 2,1255 2,4829 2,9424 3,4314 3,8485 4,1026 4,1447 3,9865 3,6974 3,3693 3,0758 2,8547 2,7191 2,6757 2,7308 2,8853 3,1337 3,4621 3,8347 4,1875 4,4469 4,5582 4,5048 4,3143 4,0493 3,7855 3,5884 3,4966 3,5089 3,5913 3,7085 3,8505 4,0264 4,2383 4,4594 4,6379 4,7213 4,6785 4,5132 4,2684 4,0155 3,8269 3,7479 3,7836 3,9062 4,0745 4,2537 4,4254 4,5851 4,7379 4,8963 5,0742 5,2710 5,4624 5,6059 5,6572 5,5936 5,4333 5,2253 5,0154 4,8298 4,6840 4,5924 4,5635 4,5892 4,6394 4,6683 4,6369 4,5349 4,3822 4,2113 4,0516 3,9223 3,8272 3,7556 3,6905 3,6201 3,5463 3,4776 3,4122 3,3416 3,2729 3,2332 3,2462 3,3144 3,4275 3,5789 3,7596 3,9449 4,1009 4,2026 4,2429 4,2345 4,2054 4,1870 4,1979 4,2364 4,2820 4,3005 4,2578 4,1359 3,9406 3,6955 3,4315 3,1806 2,9737 2,8299 2,7524 2,7421 2,8071 2,9547 3,1812 3,4638 3,7583 4,0093 4,1699 4,2155 4,1441 3,9700 3,7247 3,4487 3,1721 2,9102 2,6847 2,5378 2,5120 2,6280 2,8799 3,2378 3,6532 4,0709 4,4473 4,7554 4,9798 5,1098 5,1292 5,0148 4,7558 4,3818 3,9613 3,5662 3,2378 2,9801 2,7817 2,6390 2,5574 2,5401 2,5858 2,6924 2,8592 3,0865 3,3699 3,6951 4,0353 4,3462 4,5701 4,6643 4,6346 4,5356 4,4347 4,3649 4,3059 4,2138 4,0681 3,8818 3,6773 3,4792 3,3243 3,2508 3,2740 3,3790 3,5298 3,6846 3,8073 3,8691 3,8498 3,7481 3,5769 3,3402 3,0259 2,6272 2,1602 1,6618 1,1802 0,7691 0,4820 0,3560 0,3919 0,5496 0,7683 0,9886 1,1606 1,2473 1,2323 1,1229 0,9417 0,7136 0,4624 0,2148 0,0017 -0,1472 -0,2135 -0,1941 -0,0888 0,1078 0,3897 0,7285 1,0917 1,4649 1,8427 2,2070 2,5258 2,7790 2,9763 3,1435 3,3003 3,4579 3,6323 3,8434 4,0949 4,3624 4,6056 4,7933 4,9192 5,0008 5,0638 5,1247 5,1838 5,2302 5,2525 5,2471 5,2166 5,1610 5,0769 4,9629 4,8165 4,6266 4,3779 4,0632 3,6919 3,2875 2,8797 2,4917 2,1329 1,8036 1,5054 1,2489 1,0572 0,9652 1,0044 1,1758 1,4325 1,6897 1,8530 1,8443 1,6237 1,2081 0,6691 0,0983 -0,4323 -0,8801 -1,2207 -1,4479 -1,5766 -1,6246 -1,5894 -1,4497 -1,1867 -0,8002 -0,3114 0,2420 0,8137 1,3543 1,8103 2,1288 2,2744 2,2500 2,0998 1,8849 1,6553 1,4422 1,2667 1,1488 1,1087 1,1553 1,2763 1,4448 1,6305 1,8012 1,9209 1,9499 1,8524 1,6210 1,3040 0,9984 0,7991 0,7504 0,8380 1,0128 1,2102
F7    -1,8204 -1,8708 -1,8063 -1,6594 -1,4539 -1,2033 -0,9125 -0,5802 -0,2079 0,1848 0,5480 0,8073 0,8922 0,7751 0,4943 0,1406 -0,1834 -0,3987 -0,4616 -0,3657 -0,1478 0,1219 0,3734 0,5676 0,6961 0,7615 0,7639 0,7058 0,6036 0,4907 0,4098 0,3961 0,4558 0,5571 0,6481 0,6863 0,6524 0,5527 0,4168 0,2808 0,1627 0,0587 -0,0406 -0,1353 -0,2149 -0,2635 -0,2663 -0,2138 -0,0969 0,0989 0,3808 0,7275 1,0854 1,3822 1,5525 1,5690 1,4529 1,2550 1,0297 0,8231 0,6744 0,6082 0,6218 0,6878 0,7694 0,8362 0,8730 0,8833 0,8892 0,9202 0,9917 1,0871 1,1579 1,1487 1,0253 0,7857 0,4618 0,1135 -0,1941 -0,4231 -0,5768 -0,6807 -0,7498 -0,7728 -0,7236 -0,5813 -0,3426 -0,0243 0,3358 0,6914 1,0080 1,2686 1,4586 1,5590 1,5503 1,4208 1,1798 0,8681 0,5388 0,2255 -0,0604 -0,3059 -0,4893 -0,6015 -0,6621 -0,7121 -0,7934 -0,9331 -1,1342 -1,3757 -1,6206 -1,8271 -1,9579 -1,9896 -1,9186 -1,7630 -1,5540 -1,3239 -1,0973 -0,8892 -0,7052 -0,5441 -0,4062 -0,2973 -0,2169 -0,1393 -0,0124 0,2262 0,6267 1,2035 1,9155 2,6642 3,3224 3,7781 3,9742 3,9360 3,7654 3,5976 3,5453 3,6650 3,9552 4,3724 4,8486 5,3123 5,7079 6,0076 6,2090 6,3253 6,3770 6,3872 6,3722 6,3305 6,2477 6,1184 5,9595 5,7958 5,6390 5,4936 5,3800 5,3331 5,3797 5,5228 5,7375 5,9710 6,1606 6,2637 6,2716 6,1935 6,0393 5,8201 5,5548 5,2602 4,9401 4,5979 4,2505 3,9201 3,6272 3,3995 3,2678 3,2379 3,2767 3,3280 3,3390 3,2784 3,1438 2,9631 2,7805 2,6326 2,5323 2,4723 2,4321 2,3845 2,3054 2,1837 2,0202 1,8263 1,6327 1,4843 1,4156 1,4323 1,5077 1,5911 1,6344 1,6223 1,5709 1,5016 1,4310 1,3833 1,3930 1,4843 1,6471 1,8381 2,0096 2,1450 2,2740 2,4438 2,6720 2,9346 3,1942 3,4186 3,5739 3,6253 3,5630 3,4256 3,2871 3,2105 3,2084 3,2443 3,2647 3,2314 3,1371 3,0007 2,8530 2,7261 2,6476 2,6308 2,6615 2,6979 2,6910 2,6179 2,4962 2,3708 2,2907 2,2906 2,3748 2,5119 2,6524 2,7506 2,7727 2,7064 2,5730 2,4204 2,2989 2,2459 2,2829 2,4100 2,6035 2,8255 3,0443 3,2494 3,4468 3,6378 3,8071 3,9238 3,9491 3,8542 3,6412 3,3368 2,9735 2,5911 2,2403 1,9632 1,7727 1,6602 1,6157 1,6342 1,7078 1,8185 1,9438 2,0657 2,1770 2,2772 2,3653 2,4402 2,4999 2,5331 2,5213 2,4538 2,3368 2,1891 2,0233 1,8293 1,5906 1,3208 1,0734 0,9090 0,8565 0,9053 1,0283 1,2082 1,4428 1,7263 2,0280 2,2917 2,4576 2,4885 2,3834 2,1764 1,9208 1,6673 1,4502 1,2858 1,1797 1,1368 1,1642 1,2701 1,4622 1,7405 2,0845 2,4515 2,7925 3,0699 3,2629 3,3697 3,4070 3,4037 3,3890 3,3788 3,3661 3,3264 3,2422 3,1235 3,0068 2,9336 2,9256 2,9731 3,0400 3,0789 3,0557 2,9728 2,8721 2,8110 2,8310 2,9405 3,1157 3,3125 3,4849 3,6050 3,6720 3,7049 3,7328 3,7871 3,8880 4,0295 4,1785 4,2892 4,3277 4,2884 4,1894 4,0504 3,8814 3,6939 3,5139 3,3751 3,2987 3,2750 3,2654 3,2295 3,1535 3,0543 2,9678 2,9330 2,9691 3,0587 3,1591 3,2291 3,2485 3,2209 3,1577 3,0577 2,9136 2,7374 2,5697 2,4581 2,4318 2,4973 2,6435 2,8409 3,0426 3,2021 3,2920 3,3110 3,2805 3,2367 3,2142 3,2300 3,2778 3,3329 3,3588 3,3212 3,2053 3,0257 2,8150 2,6021 2,4018 2,2247 2,0858 2,0037 2,0002 2,0919 2,2799 2,5498 2,8752 3,2124 3,5016 3,6837 3,7230 3,6152 3,3803 3,0582 2,7003 2,3536 2,0565 1,8494 1,7722 1,8413 2,0390 2,3271 2,6615 2,9976 3,2951 3,5252 3,6746 3,7479 3,7600 3,7190 3,6135 3,4236 3,1520 2,8377 2,5362 2,2887 2,1129 2,0125 1,9881 2,0356 2,1430 2,2915 2,4598 2,6310 2,7972 2,9590 3,1238 3,2983 3,4705 3,6022 3,6525 3,6137 3,5196 3,4159 3,3203 3,2106 3,0550 2,8532 2,6392 2,4506 2,3107 2,2353 2,2292 2,2767 2,3498 2,4233 2,4787 2,5003 2,4732 2,3901 2,2604 2,0978 1,8981 1,6379 1,2998 0,8881 0,4226 -0,0690 -0,5473 -0,9612 -1,2595 -1,4120 -1,4247 -1,3365 -1,2025 -1,0776 -1,0053 -1,0097 -1,0900 -1,2210 -1,3657 -1,4896 -1,5706 -1,6039 -1,5971 -1,5601 -1,4940 -1,3817 -1,1978 -0,9367 -0,6238 -0,2929 0,0420 0,3845 0,7313 1,0612 1,3515 1,5964 1,8023 1,9747 2,1165 2,2384 2,3625 2,5113 2,6916 2,8875 3,0749 3,2385 3,3730 3,4760 3,5414 3,5585 3,5141 3,4021 3,2357 3,0490 2,8835 2,7730 2,7307 2,7384 2,7526 2,7254 2,6251 2,4464 2,2116 1,9598 1,7246 1,5163 1,3200 1,1121 0,8805 0,6360 0,4107 0,2446 0,1665 0,1774 0,2455 0,3110 0,3036 0,1718 -0,0941 -0,4638 -0,8886 -1,3236 -1,7301 -2,0687 -2,3056 -2,4273 -2,4377 -2,3405 -2,1352 -1,8309 -1,4554 -1,0464 -0,6342 -0,2349 0,1408 0,4710 0,7157 0,8322 0,8077 0,6773 0,5062 0,3515 0,2381 0,1604 0,1028 0,0620 0,0490 0,0738 0,1348 0,2202 0,3107 0,3811 0,3970 0,3174 0,1198 -0,1631 -0,4454 -0,6365 -0,6940 -0,6315 -0,4946 -0,3368
