Fp1   0,9648 -0,2542 -1,6157 -2,9932 -4,2692 -5,2857 -5,8481 -5,7980 -5,1094 -3,9250 -2,4945 -1,0762 0,1246 0,9929 1,5074 1,6956 1,5906 1,2170 0,5776 -0,3398 -1,4849 -2,6710 -3,6202 -4,0983 -4,0240 -3,4510 -2,4278 -0,9222 1,0464 3,2202 5,1536 6,5222 7,3457 7,8584 8,2203 8,4216 8,3777 7,9861 7,0880 5,4907 3,1213 0,1824 -2,8209 -5,2254 -6,4693 -6,3222 -4,9519 -2,7995 -0,3615 1,9540 3,8532 5,1330 5,6539 5,3581 4,3556 2,9621 1,5827 0,5145 -0,1659 -0,5602 -0,8281 -1,0821 -1,3310 -1,4980 -1,5170 -1,4119 -1,2694 -1,1386 -0,9632 -0,5943 0,1230 1,2211 2,5084 3,6080 4,1534 4,0149 3,3871 2,6588 2,1535 1,9458 1,8764 1,7142 1,3200 0,7074 0,0014 -0,6352 -1,0784 -1,3277 -1,5266 -1,8363 -2,2704 -2,6742 -2,8349 -2,5669 -1,7642 -0,4977 0,9192 2,0366 2,5041 2,2549 1,4938 0,5205 -0,4413 -1,3011 -2,0822 -2,8767 -3,7755 -4,7833 -5,7732 -6,5435 -6,9546 -7,0296 -6,9254 -6,8229 -6,8500 -7,0639 -7,4473 -7,9084 -8,3205 -8,6036 -8,7861 -8,9572 -9,1140 -9,0491 -8,4192 -6,9831 -4,8030 -2,2331 0,2462 2,2101 3,4263 3,9137 3,8982 3,6841 3,4991 3,3990 3,2891 3,0336 2,5442 1,8014 0,8728 -0,0590 -0,7568 -1,0695 -0,9855 -0,5182 0,4281 2,0292 4,3472 7,1586 9,9757 12,2302 13,4808 13,5708 12,6951 11,3046 9,8834 8,7539 7,9991 7,5077 7,1074 6,6998 6,3082 6,0520 6,1095 6,6646 7,8360 9,6431 11,9879 14,6144 17,1393 19,2047 20,5967 21,2114 20,9946 19,9631 18,2339 16,0098 13,5749 11,2927 9,5111 8,3989 7,8926 7,8092 7,9775 8,3022 8,7891 9,5269 10,5968 11,9515 13,3510 14,4314 14,8763 14,5627 13,5930 12,2274 10,7627 9,4330 8,4119 7,8622 7,8989 8,4977 9,5048 10,7564 12,1300 13,4471 14,3792 14,5288 13,6384 11,7378 9,1396 6,3345 3,8607 2,1635 1,4593 1,6879 2,6119 3,9466 5,3927 6,6502 7,5128 7,9504 8,0654 7,9720 7,7172 7,2823 6,6629 5,9521 5,2920 4,7383 4,2411 3,7580 3,3233 3,0065 2,8453 2,8227 2,8779 2,9276 2,8930 2,6968 2,2382 1,4427 0,3985 -0,6070 -1,2574 -1,4175 -1,1787 -0,7541 -0,3462 -0,0508 0,1725 0,4448 0,8546 1,3542 1,7407 1,7606 1,2952 0,4755 -0,3855 -0,9709 -1,0969 -0,7625 -0,1203 0,6161 1,2684 1,7448 2,0421 2,2079 2,2790 2,2383 2,0170 1,5515 0,8704 0,1005 -0,6575 -1,4059 -2,1477 -2,7637 -3,0634 -2,9338 -2,3907 -1,5048 -0,3592 0,9113 2,1145 3,0433 3,4877 3,2751 2,3734 0,9432 -0,7127 -2,2475 -3,3754 -3,9506 -3,9806 -3,5808 -2,9343 -2,2606 -1,7445 -1,4160 -1,0733 -0,3844 0,8473 2,4788 4,0874 5,2597 5,8679 6,0883 6,1778 6,2443 6,1842 5,8007 5,0097 3,9728 3,0547 2,6573 3,0293 4,1469 5,7349 7,4050 8,8390 9,9255 10,7409 11,3903 11,8978 12,2570 12,5352 12,8844 13,4355 14,1662 14,8882 15,3893 15,5939 15,5988 15,5910 15,7221 16,0013 16,2575 16,2169 15,6743 14,6624 13,4931 12,5975 12,2530 12,4259 12,8539 13,2531 13,4670 13,4865 13,3956 13,3112 13,3416 13,5618 14,0001 14,6108 15,2256 15,5614 15,3545 14,5509 13,3760 12,2042 11,3118 10,6799 10,0276 9,0729 7,7748 6,3534 5,1503 4,4716 4,4693 5,0827 6,0525 7,0160 7,6768 7,9731 8,1015 8,3566 8,9148 9,7370 10,6422 11,4526 12,0814 12,5446 12,9201 13,2679 13,5612 13,6971 13,5560 13,0367 12,0965 10,8366 9,5676 8,7253 8,6306 9,2951 10,4491 11,7399 12,9043 13,7969 14,3267 14,4268 14,1002 13,4799 12,7958 12,2297 11,7878 11,3314 10,7593 10,1920 9,9733 10,4654 11,8147 13,8314 16,0305 17,8417 18,8691 19,0162 18,4393 17,4541 16,4473 15,7548 15,5423 15,7716 16,2598 16,7910 17,2148 17,4670 17,5319 17,4151 17,1344 16,7133 16,1791 15,5501 14,8269 14,0471 13,3691 13,0501 13,2985 14,1335 15,3559 16,6511 17,7833 18,7231 19,5810 20,4368 21,2334 21,7976 21,9501 21,6091 20,8156 19,7081 18,4870 17,3407 16,3378 15,3793 14,2857 12,9835 11,6477 10,6714 10,4697 11,2449 12,8505 14,8367 16,6553 17,9085 18,5135 18,6934 18,8224 19,2258 20,0028 20,9242 21,4996 21,2399 19,9560 17,8955 15,6402 13,8201 12,8121 12,6112 12,9433 13,5101 14,1773 14,9922 16,0818 17,5243 19,2411 20,9679 22,3691 23,2051 23,3906 22,9283 21,8390 20,1702 18,0672 15,8144 13,7386 11,9970 10,4762 8,9764 7,5260 6,4653 6,2069 6,9517 8,5998 10,8282 13,2127 15,3079 16,6907 17,0640 16,3988 14,9656 13,2339 11,7296 10,8712 10,8130 11,3918 12,2381 12,9900 13,4569 13,6703 13,8421 14,2317 14,9631 15,9329 16,8879 17,5834 17,8781 17,7236 17,1139 16,0865 14,7828 13,4720 12,4657 11,9773 12,0293 12,4798 13,1589 13,9972 15,0236 16,2376 17,4977 18,5480 19,1624 19,2722 18,9916 18,5305 18,0391 17,5017 16,7774 15,7263 14,3152 12,6813 11,1270 9,9911 9,4510 9,4374 9,7337 10,1363 10,5328 10,8998 11,2838 11,7505 12,2817 12,7021 12,7220 12,1034 10,8472 9,2379 7,6903 6,5456 5,9647 5,9184 6,2273 6,6475 6,9697 7,0891 7,0365 6,9577 7,0184 7,2920 7,7401 8,2807 8,8083 9,1579 9,1611 8,7962 8,2312 7,6788 7,2465 6,9360 6,7245 6,6189 6,6869 7,0597 7,8383 8,9580 10,1656 11,1415 11,6456 11,5909
Fz    0,0635 -0,7277 -1,4960 -2,1633 -2,6835 -3,0290 -3,1800 -3,1312 -2,9028 -2,5323 -2,0544 -1,4966 -0,8906 -0,2737 0,3167 0,8456 1,2863 1,6262 1,8563 1,9583 1,9168 1,7438 1,4820 1,1817 0,8835 0,6304 0,4913 0,5491 0,8394 1,3039 1,8189 2,2760 2,6351 2,9093 3,1102 3,2188 3,1953 2,9906 2,5435 1,8011 0,7731 -0,4335 -1,6284 -2,5907 -3,1442 -3,2304 -2,9333 -2,4272 -1,8837 -1,4143 -1,0722 -0,8802 -0,8531 -0,9976 -1,2859 -1,6331 -1,9244 -2,0767 -2,0757 -1,9625 -1,7983 -1,6306 -1,4738 -1,3200 -1,1756 -1,0786 -1,0688 -1,1484 -1,2697 -1,3531 -1,3227 -1,1503 -0,8795 -0,6128 -0,4696 -0,5278 -0,7786 -1,1406 -1,5264 -1,8943 -2,2442 -2,5818 -2,8872 -3,1115 -3,2023 -3,1374 -2,9432 -2,6918 -2,4780 -2,3745 -2,3944 -2,4959 -2,6136 -2,6800 -2,6422 -2,4877 -2,2674 -2,0780 -2,0081 -2,0916 -2,3076 -2,6142 -2,9720 -3,3519 -3,7430 -4,1521 -4,5865 -5,0293 -5,4331 -5,7414 -5,9224 -5,9890 -5,9866 -5,9691 -5,9905 -6,1075 -6,3577 -6,7215 -7,1136 -7,4294 -7,6107 -7,6611 -7,5915 -7,3696 -6,9407 -6,2874 -5,4541 -4,5222 -3,5763 -2,6896 -1,9213 -1,3115 -0,8670 -0,5530 -0,3100 -0,0849 0,1499 0,3972 0,6326 0,8101 0,8981 0,9216 0,9511 1,0455 1,2236 1,4892 1,8604 2,3635 3,0075 3,7587 4,5304 5,1962 5,6332 5,7836 5,6958 5,4993 5,3266 5,2525 5,2861 5,3993 5,5640 5,7764 6,0557 6,4218 6,8751 7,3921 7,9299 8,4397 8,8880 9,2664 9,5931 9,9058 10,2335 10,5544 10,7878 10,8361 10,6339 10,1763 9,5276 8,8032 8,1212 7,5527 7,1123 6,7897 6,5765 6,4739 6,4977 6,6763 7,0259 7,5192 8,0763 8,5839 8,9246 9,0038 8,7749 8,2629 7,5609 6,7949 6,0901 5,5518 5,2365 5,1310 5,1776 5,3295 5,5763 5,9144 6,2935 6,5966 6,6872 6,4847 5,9998 5,3162 4,5508 3,8223 3,2279 2,8290 2,6525 2,6919 2,8923 3,1541 3,3718 3,4867 3,5103 3,5043 3,5326 3,6271 3,7844 3,9822 4,1839 4,3421 4,4206 4,4200 4,3739 4,3237 4,2940 4,2873 4,2915 4,2902 4,2633 4,1711 3,9450 3,5251 2,9314 2,2870 1,7500 1,4193 1,2949 1,2966 1,3138 1,2677 1,1507 1,0148 0,9232 0,9064 0,9449 0,9853 0,9817 0,9349 0,8979 0,9463 1,1330 1,4504 1,8254 2,1542 2,3512 2,3757 2,2302 1,9458 1,5676 1,1423 0,7162 0,3428 0,0851 -0,0064 0,0729 0,2829 0,5798 0,9517 1,4031 1,9118 2,4207 2,8733 3,2354 3,4761 3,5519 3,4153 3,0321 2,4084 1,6249 0,8370 0,2230 -0,0842 -0,0381 0,3232 0,9058 1,5894 2,2480 2,7696 3,0800 3,1766 3,1468 3,1344 3,2573 3,5312 3,8632 4,1275 4,2591 4,2847 4,2821 4,3164 4,3964 4,4805 4,5313 4,5726 4,6920 4,9878 5,4955 6,1446 6,7849 7,2654 7,5008 7,4905 7,3011 7,0320 6,7880 6,6722 6,7857 7,2107 7,9784 9,0359 10,2351 11,3690 12,2431 12,7417 12,8544 12,6553 12,2516 11,7318 11,1464 10,5246 9,9023 9,3397 8,9126 8,6747 8,6242 8,7129 8,8879 9,1192 9,3966 9,7169 10,0697 10,4286 10,7563 11,0210 11,2013 11,2722 11,1977 10,9540 10,5650 10,1121 9,6975 9,3868 9,1712 8,9818 8,7427 8,4202 8,0421 7,6820 7,4181 7,2887 7,2691 7,2828 7,2406 7,0906 6,8552 6,6281 6,5196 6,5871 6,8029 7,0741 7,2884 7,3630 7,2836 7,1134 6,9547 6,8825 6,8951 6,9229 6,8823 6,7257 6,4626 6,1617 5,9263 5,8405 5,9266 6,1453 6,4269 6,7026 6,9206 7,0490 7,0713 6,9870 6,8270 6,6593 6,5578 6,5554 6,6365 6,7744 6,9664 7,2279 7,5657 7,9656 8,3821 8,7284 8,9016 8,8428 8,5762 8,1944 7,8180 7,5596 7,4926 7,6273 7,9084 8,2385 8,5132 8,6530 8,6141 8,3881 8,0045 7,5244 7,0177 6,5401 6,1232 5,7753 5,5046 5,3454 5,3498 5,5526 5,9452 6,4714 7,0422 7,5712 8,0097 8,3524 8,6164 8,8089 8,9083 8,8795 8,7077 8,4172 8,0641 7,7165 7,4280 7,2127 7,0330 6,8182 6,5106 6,1193 5,7421 5,5257 5,5735 5,8723 6,2977 6,6823 6,8930 6,8805 6,6867 6,4139 6,1629 5,9707 5,7918 5,5405 5,1608 4,6692 4,1472 3,7043 3,4379 3,4023 3,5936 3,9620 4,4446 4,9910 5,5601 6,1051 6,5671 6,8761 6,9618 6,7854 6,3649 5,7586 5,0234 4,1935 3,2921 2,3642 1,4979 0,7963 0,3147 0,0211 -0,1765 -0,3569 -0,5361 -0,6857 -0,7788 -0,8072 -0,7672 -0,6451 -0,4317 -0,1554 0,1173 0,3280 0,4718 0,6013 0,7916 1,0986 1,5378 2,0833 2,6686 3,1988 3,5906 3,8234 3,9533 4,0670 4,2167 4,3909 4,5406 4,6339 4,6778 4,6880 4,6522 4,5373 4,3325 4,0784 3,8536 3,7321 3,7526 3,9181 4,2109 4,5989 5,0310 5,4455 5,7941 6,0630 6,2716 6,4558 6,6456 6,8453 7,0205 7,1017 7,0078 6,6811 6,1206 5,3994 4,6460 3,9928 3,5203 3,2384 3,1146 3,1165 3,2236 3,4095 3,6320 3,8397 3,9751 3,9708 3,7609 3,3130 2,6573 1,8823 1,1007 0,4176 -0,0861 -0,3667 -0,4279 -0,3167 -0,1056 0,1337 0,3554 0,5457 0,7136 0,8744 1,0441 1,2391 1,4625 1,6801 1,8323 1,8844 1,8634 1,8420 1,8964 2,0808 2,4134 2,8648 3,3719 3,8778 4,3502 4,7578 5,0475 5,1624 5,0848 4,8513
F3    0,8452 0,1275 -0,7290 -1,6054 -2,3768 -2,9306 -3,2065 -3,2300 -3,1011 -2,9297 -2,7672 -2,5953 -2,3656 -2,0317 -1,5552 -0,9026 -0,0556 0,9490 1,9793 2,8302 3,3161 3,3611 3,0239 2,4527 1,8099 1,2262 0,8105 0,6644 0,8438 1,3092 1,9264 2,5206 2,9451 3,1288 3,0869 2,8976 2,6531 2,4000 2,0964 1,6358 0,9361 0,0097 -1,0325 -2,0195 -2,7659 -3,1368 -3,1211 -2,8351 -2,4388 -2,0535 -1,7404 -1,5191 -1,3955 -1,3777 -1,4599 -1,5968 -1,7103 -1,7359 -1,6700 -1,5696 -1,5094 -1,5307 -1,6102 -1,6779 -1,6871 -1,6584 -1,6383 -1,6364 -1,6159 -1,5220 -1,3091 -0,9665 -0,5377 -0,1148 0,1889 0,2783 0,1160 -0,2711 -0,8251 -1,4875 -2,1915 -2,8392 -3,3032 -3,4639 -3,2635 -2,7542 -2,0997 -1,5161 -1,1882 -1,2066 -1,5495 -2,1122 -2,7538 -3,3240 -3,6838 -3,7515 -3,5534 -3,2138 -2,8751 -2,6181 -2,4548 -2,3795 -2,4101 -2,5830 -2,9275 -3,4523 -4,1310 -4,8895 -5,6192 -6,2183 -6,6382 -6,9080 -7,1006 -7,2623 -7,3835 -7,4348 -7,4014 -7,2695 -7,0001 -6,5590 -5,9986 -5,4815 -5,1704 -5,0866 -5,0928 -5,0118 -4,7350 -4,2461 -3,5981 -2,8874 -2,2219 -1,6828 -1,2956 -1,0313 -0,8462 -0,7220 -0,6624 -0,6595 -0,6870 -0,7167 -0,7097 -0,5868 -0,2414 0,3841 1,2370 2,1866 3,1042 3,9124 4,5794 5,0815 5,3802 5,4416 5,2696 4,9226 4,5023 4,1227 3,8702 3,7748 3,8095 3,9126 4,0150 4,0618 4,0356 3,9845 4,0289 4,3132 4,9219 5,8255 6,8938 7,9672 8,9374 9,7734 10,4740 11,0006 11,2637 11,1738 10,7032 9,9123 8,9355 7,9366 7,0469 6,3136 5,7143 5,2291 4,8712 4,6551 4,5878 4,7054 5,0771 5,7353 6,6017 7,4879 8,1668 8,4511 8,2538 7,6366 6,8014 5,9946 5,3982 5,0815 5,0080 5,0767 5,1899 5,3055 5,4274 5,5448 5,5894 5,4523 5,0533 4,4054 3,6173 2,8441 2,2335 1,8853 1,8182 1,9740 2,2774 2,6896 3,1955 3,7601 4,3113 4,7582 5,0263 5,0784 4,9116 4,5482 4,0367 3,4513 2,8705 2,3561 1,9666 1,7699 1,8017 2,0136 2,2913 2,5288 2,6724 2,7129 2,6613 2,5230 2,2806 1,9282 1,5385 1,2562 1,1898 1,3204 1,5269 1,6765 1,6898 1,5542 1,3116 1,0381 0,8138 0,6786 0,6078 0,5342 0,4009 0,2065 0,0064 -0,1246 -0,1359 -0,0320 0,1208 0,2234 0,2039 0,0676 -0,1049 -0,2029 -0,1406 0,0969 0,4427 0,7962 1,0928 1,3203 1,4768 1,5398 1,4864 1,3251 1,0953 0,8415 0,5991 0,4016 0,2758 0,2195 0,2007 0,1762 0,1003 -0,0551 -0,2606 -0,4272 -0,4607 -0,3156 0,0045 0,4765 1,0625 1,6915 2,2551 2,6348 2,7593 2,6680 2,5188 2,5061 2,7372 3,1583 3,5960 3,8853 3,9694 3,8907 3,7251 3,5451 3,4104 3,3574 3,4001 3,5468 3,8122 4,2044 4,6900 5,1706 5,5166 5,6505 5,6067 5,5142 5,5200 5,7050 6,0506 6,4877 6,9900 7,6109 8,4246 9,4316 10,5151 11,4804 12,1297 12,3235 12,0190 11,2785 10,2436 9,0991 8,0505 7,2889 6,9271 6,9569 7,2668 7,6983 8,1100 8,4294 8,6578 8,8281 8,9697 9,1078 9,2649 9,4419 9,6056 9,7151 9,7551 9,7240 9,6056 9,3799 9,0526 8,6639 8,2777 7,9552 7,7156 7,5206 7,3025 7,0108 6,6474 6,2748 5,9883 5,8552 5,8575 5,8884 5,8147 5,5551 5,1341 4,6853 4,4003 4,4406 4,8556 5,5463 6,3034 6,9134 7,2693 7,3988 7,3920 7,3093 7,1487 6,8793 6,4866 5,9898 5,4479 4,9744 4,7218 4,8110 5,2496 5,9118 6,5993 7,1358 7,4265 7,4614 7,2850 6,9681 6,6008 6,2838 6,0923 6,0345 6,0554 6,0961 6,1580 6,3063 6,6201 7,1340 7,7966 8,4664 8,9704 9,1907 9,1108 8,8103 8,4378 8,1647 8,1122 8,2909 8,6029 8,9071 9,1014 9,1641 9,1231 8,9914 8,7486 8,3632 7,8066 7,0696 6,1930 5,2802 4,4834 3,9702 3,8753 4,2527 5,0549 6,1378 7,2946 8,3241 9,1009 9,5955 9,8345 9,8432 9,6299 9,2191 8,6788 8,1160 7,6478 7,3407 7,1577 6,9791 6,6842 6,2259 5,6528 5,0903 4,7018 4,6250 4,8833 5,3417 5,7712 5,9762 5,8923 5,6108 5,3278 5,2383 5,4288 5,8250 6,2258 6,4127 6,2627 5,7878 5,1017 4,3605 3,7147 3,2831 3,1390 3,2984 3,7187 4,3159 4,9936 5,6656 6,2594 6,6994 6,8975 6,7842 6,3498 5,6505 4,7812 3,8424 2,9185 2,0779 1,3805 0,8599 0,4881 0,1777 -0,1549 -0,5099 -0,7916 -0,8941 -0,8112 -0,6537 -0,5418 -0,4778 -0,3431 -0,0231 0,4834 1,0718 1,6141 2,0238 2,2719 2,3724 2,3716 2,3435 2,3633 2,4719 2,6701 2,9490 3,3188 3,8019 4,3939 5,0208 5,5451 5,8318 5,8134 5,5040 4,9636 4,2633 3,4932 2,7786 2,2452 1,9643 1,9502 2,2084 2,7546 3,5653 4,5212 5,4265 6,1117 6,5410 6,8232 7,1070 7,4522 7,7827 7,9278 7,7090 7,0233 5,8892 4,4502 2,9498 1,6721 0,8507 0,5883 0,8388 1,4550 2,2555 3,0674 3,7526 4,2359 4,5172 4,6328 4,5905 4,3439 3,8369 3,0777 2,1597 1,2016 0,2810 -0,5657 -1,3002 -1,8595 -2,1762 -2,2113 -1,9641 -1,4749 -0,8369 -0,1851 0,3529 0,7058 0,8741 0,9035 0,8380 0,7040 0,5416 0,4337 0,4817 0,7472 1,2054 1,7405 2,2029 2,5063 2,6845 2,8423 3,0463 3,2702 3,4410 3,5164 3,5123
F7    -2,4411 -2,6684 -2,8644 -3,0163 -3,1095 -3,1226 -3,0425 -2,8762 -2,6468 -2,3776 -2,0777 -1,7429 -1,3759 -0,9991 -0,6427 -0,3250 -0,0500 0,1818 0,3656 0,4978 0,5874 0,6620 0,7506 0,8622 0,9871 1,1221 1,2881 1,5212 1,8395 2,2164 2,5885 2,8927 3,1015 3,2267 3,2841 3,2534 3,0791 2,7068 2,1215 1,3644 0,5266 -0,2703 -0,8985 -1,2568 -1,3083 -1,0972 -0,7296 -0,3303 0,0055 0,2371 0,3670 0,4079 0,3554 0,1908 -0,0819 -0,4032 -0,6748 -0,8161 -0,8074 -0,6868 -0,5212 -0,3678 -0,2439 -0,1370 -0,0434 0,0151 0,0111 -0,0637 -0,1925 -0,3387 -0,4588 -0,5206 -0,5113 -0,4293 -0,2835 -0,0997 0,0907 0,2641 0,4019 0,4788 0,4665 0,3557 0,1733 -0,0287 -0,2058 -0,3454 -0,4607 -0,5699 -0,6875 -0,8191 -0,9554 -1,0795 -1,1727 -1,2078 -1,1541 -1,0050 -0,7994 -0,6095 -0,5040 -0,5239 -0,6884 -0,9988 -1,4233 -1,9006 -2,3764 -2,8251 -3,2372 -3,6001 -3,8931 -4,0932 -4,1905 -4,2004 -4,1557 -4,0916 -4,0446 -4,0471 -4,1036 -4,1748 -4,1977 -4,1287 -3,9792 -3,8091 -3,6671 -3,5362 -3,3483 -3,0500 -2,6443 -2,1773 -1,7086 -1,2923 -0,9573 -0,6939 -0,4623 -0,2193 0,0660 0,4075 0,7970 1,2022 1,5811 1,9018 2,1577 2,3702 2,5691 2,7644 2,9473 3,1209 3,3087 3,5367 3,8141 4,1194 4,3925 4,5554 4,5605 4,4301 4,2605 4,1836 4,2979 4,6138 5,0571 5,5223 5,9272 6,2334 6,4357 6,5525 6,6258 6,7068 6,8288 7,0013 7,2214 7,4834 7,7869 8,1321 8,4938 8,8067 8,9848 8,9662 8,7422 8,3543 7,8828 7,4369 7,1248 7,0033 7,0570 7,2308 7,4728 7,7425 8,0060 8,2492 8,4824 8,7054 8,8729 8,9089 8,7530 8,3922 7,8678 7,2697 6,7133 6,2981 6,0736 6,0320 6,1225 6,2797 6,4567 6,6423 6,8444 7,0474 7,1828 7,1459 6,8562 6,3146 5,5976 4,8054 4,0293 3,3523 2,8407 2,5216 2,3789 2,3726 2,4509 2,5574 2,6431 2,6793 2,6598 2,5907 2,4821 2,3433 2,1851 2,0321 1,9270 1,9063 1,9698 2,0721 2,1428 2,1222 1,9871 1,7542 1,4707 1,2073 1,0358 0,9857 1,0118 1,0245 0,9662 0,8539 0,7498 0,7025 0,7216 0,7817 0,8409 0,8654 0,8455 0,7873 0,6902 0,5321 0,2743 -0,1066 -0,5820 -1,0718 -1,4810 -1,7377 -1,8150 -1,7428 -1,5935 -1,4398 -1,3240 -1,2584 -1,2445 -1,2895 -1,4056 -1,5915 -1,8136 -2,0098 -2,1204 -2,1235 -2,0500 -1,9610 -1,9084 -1,9120 -1,9643 -2,0428 -2,1098 -2,1153 -2,0198 -1,8183 -1,5317 -1,1947 -0,8702 -0,6510 -0,6097 -0,7439 -0,9763 -1,2057 -1,3594 -1,4067 -1,3421 -1,1803 -0,9669 -0,7683 -0,6327 -0,5553 -0,4769 -0,3207 -0,0471 0,3054 0,6337 0,8441 0,9301 0,9714 1,0616 1,2392 1,4690 1,6697 1,7700 1,7602 1,7005 1,6826 1,7770 1,9979 2,3110 2,6710 3,0452 3,3993 3,6818 3,8406 3,8561 3,7644 3,6496 3,6053 3,6948 3,9269 4,2552 4,6091 4,9326 5,2004 5,4061 5,5467 5,6223 5,6379 5,5949 5,4854 5,3120 5,1143 4,9650 4,9243 4,9895 5,0924 5,1505 5,1241 5,0302 4,9118 4,7991 4,6965 4,5948 4,4931 4,4007 4,3113 4,1867 3,9814 3,6859 3,3495 3,0583 2,8793 2,8122 2,7839 2,6918 2,4714 2,1377 1,7723 1,4715 1,2951 1,2500 1,3091 1,4344 1,5829 1,7143 1,8111 1,8898 1,9870 2,1261 2,2928 2,4379 2,5077 2,4791 2,3727 2,2319 2,0900 1,9570 1,8319 1,7164 1,6117 1,5196 1,4621 1,4845 1,6193 1,8546 2,1410 2,4156 2,6210 2,7211 2,7203 2,6616 2,6018 2,5861 2,6370 2,7492 2,8908 3,0127 3,0753 3,0793 3,0661 3,0925 3,2061 3,4213 3,6953 3,9419 4,0856 4,1011 4,0100 3,8641 3,7276 3,6526 3,6598 3,7446 3,8934 4,0862 4,2855 4,4393 4,5061 4,4763 4,3629 4,1793 3,9349 3,6465 3,3438 3,0535 2,7827 2,5322 2,3234 2,1905 2,1508 2,1968 2,3186 2,5235 2,8224 3,2023 3,6112 3,9685 4,1984 4,2617 4,1589 3,9208 3,6086 3,3054 3,0802 2,9475 2,8626 2,7587 2,6015 2,4231 2,3027 2,3062 2,4353 2,6209 2,7575 2,7620 2,6251 2,4213 2,2660 2,2468 2,3714 2,5605 2,6860 2,6477 2,4370 2,1346 1,8573 1,7094 1,7523 1,9834 2,3398 2,7422 3,1386 3,5060 3,8325 4,1099 4,3234 4,4446 4,4531 4,3532 4,1514 3,8280 3,3441 2,6807 1,8791 1,0487 0,3205 -0,2228 -0,5841 -0,8240 -1,0001 -1,1257 -1,1767 -1,1276 -0,9765 -0,7382 -0,4262 -0,0583 0,3238 0,6608 0,9139 1,0892 1,2287 1,3836 1,5880 1,8412 2,1070 2,3346 2,4870 2,5582 2,5745 2,5811 2,6165 2,6905 2,7815 2,8547 2,8852 2,8628 2,7841 2,6411 2,4206 2,1238 1,7958 1,5274 1,4171 1,5198 1,8215 2,2588 2,7558 3,2436 3,6691 4,0056 4,2513 4,4206 4,5378 4,6225 4,6679 4,6375 4,4884 4,2023 3,7986 3,3290 2,8648 2,4794 2,2206 2,0888 2,0421 2,0288 2,0220 2,0264 2,0572 2,1250 2,2310 2,3529 2,4360 2,4067 2,2057 1,8186 1,2900 0,7104 0,1772 -0,2448 -0,5365 -0,7089 -0,7857 -0,8006 -0,7915 -0,7792 -0,7512 -0,6764 -0,5364 -0,3447 -0,1424 0,0135 0,0636 -0,0266 -0,2322 -0,4634 -0,6080 -0,5846 -0,3642 0,0398 0,5855 1,2164 1,8769 2,5151 3,0728 3,4857 3,7069 3,7307 3,5878
