Fp1   -3,9611 -2,9329 -2,0226 -1,3515 -1,0003 -0,9823 -1,2327 -1,6176 -1,9818 -2,2093 -2,2464 -2,0898 -1,7753 -1,3790 -1,0095 -0,7580 -0,6332 -0,5524 -0,4080 -0,1546 0,1597 0,4306 0,5586 0,4965 0,2700 -0,0440 -0,3566 -0,5743 -0,5808 -0,2578 0,4403 1,4345 2,5359 3,5101 4,1608 4,3876 4,1863 3,6293 2,8549 2,0379 1,3334 0,8222 0,4888 0,2502 0,0250 -0,2100 -0,4149 -0,5228 -0,4795 -0,2735 0,0542 0,4316 0,7898 1,0730 1,2282 1,2183 1,0393 0,6940 0,1692 -0,5360 -1,3686 -2,1974 -2,8141 -2,9974 -2,6448 -1,8588 -0,8789 0,0740 0,8851 1,5238 1,9864 2,2653 2,3391 2,1710 1,7521 1,1514 0,5048 -0,0372 -0,3419 -0,3234 0,0078 0,5143 0,9790 1,2117 1,1428 0,8405 0,4509 0,1295 0,0117 0,1928 0,6905 1,4316 2,2999 3,1908 4,0136 4,6803 5,1289 5,3481 5,3603 5,1935 4,8866 4,5029 4,1192 3,7971 3,5599 3,4098 3,3723 3,4912 3,7536 4,0439 4,2023 4,1325 3,8426 3,3943 2,8447 2,2291 1,5777 0,9532 0,4724 0,2574 0,3390 0,6191 0,9332 1,1444 1,1989 1,1077 0,8850 0,5395 0,1386 -0,1694 -0,2345 -0,0011 0,4747 1,0808 1,7236 2,3649 3,0018 3,6236 4,2040 4,7321 5,2224 5,6780 6,0621 6,3193 6,4255 6,4333 6,4647 6,6303 6,9599 7,4144 7,9145 8,3519 8,6173 8,6473 8,4542 8,1215 7,7675 7,4918 7,3392 7,3091 7,3777 7,4846 7,5124 7,3225 6,8307 6,0605 5,1376 4,2388 3,5338 3,1375 3,0652 3,2260 3,4840 3,7261 3,8849 3,9497 3,9631 3,9749 3,9908 3,9547 3,7921 3,5004 3,1857 2,9762 2,9014 2,8677 2,7327 2,3958 1,8570 1,2256 0,6584 0,2633 0,0461 -0,0727 -0,2001 -0,4030 -0,6642 -0,8928 -0,9917 -0,9188 -0,6857 -0,3341 0,0751 0,4974 0,9422 1,4437 1,9954 2,5369 3,0026 3,3727 3,6695 3,9172 4,1280 4,3152 4,4793 4,5808 4,5471 4,3051 3,8128 3,0863 2,2231 1,4018 0,8158 0,5612 0,5794 0,7104 0,8008 0,7800 0,6576 0,4597 0,1735 -0,2303 -0,7347 -1,2730 -1,7757 -2,1843 -2,4407 -2,5081 -2,3959 -2,1406 -1,7772 -1,3359 -0,8337 -0,2692 0,3461 0,9505 1,4416 1,7418 1,8819 2,0021 2,2311 2,5617 2,8693 3,0401 3,0521 2,9397 2,7265 2,4191 2,0399 1,6355 1,2537 0,9256 0,6687 0,4969 0,4173 0,4230 0,4917 0,5796 0,6167 0,5261 0,2688 -0,1104 -0,4829 -0,7002 -0,6730 -0,4133 -0,0265 0,3541 0,6698 0,9888 1,4278 2,0109 2,6285 3,1247 3,3841 3,3537 3,0323 2,4787 1,8332 1,2851 0,9761 0,9314 1,0927 1,4081 1,8807 2,5173 3,2391 3,8731 4,2386 4,2334 3,8622 3,2308 2,5207 1,9262 1,5726 1,4729 1,5551 1,7221 1,8883 1,9919 1,9946 1,8711 1,6169 1,2815 0,9875 0,9005 1,1471 1,7467 2,6185 3,6341 4,6524 5,5344 6,1838 6,5983 6,8552 7,0390 7,2062 7,4037 7,6629 7,9486 8,1389 8,0917 7,7364 7,1130 6,3577 5,6599 5,1954 5,0594 5,2275 5,5607 5,8678 6,0092 5,9678 5,8285 5,7029 5,6745 5,7866 6,0352 6,3597 6,6860 7,0022 7,3608 7,8033 8,3097 8,8159 9,2450 9,5059 9,4834 9,0811 8,3170 7,3809 6,5693 6,1188 6,0675 6,2733 6,5663 6,8829 7,2703 7,7879 8,4191 9,0564 9,5271 9,6466 9,3076 8,5500 7,5329 6,4381 5,3947 4,4754 3,7310 3,2034 2,9025 2,7948 2,8390 3,0169 3,3101 3,6639 4,0137 4,3366 4,6459 4,9478 5,2200 5,4252 5,5242 5,4627 5,1641 4,5749 3,7316 2,7884 1,9761 1,5142 1,5307 2,0306 2,9041 3,9473 4,9212 5,6544 6,1040 6,3209 6,3657 6,2364 5,8569 5,1583 4,1845 3,0939 2,0589 1,1906 0,5451 0,1610 0,0811 0,3348 0,8963 1,6678 2,5184 3,3392 4,0698 4,6905 5,2010 5,6111 5,9351 6,1575 6,2120 6,0450 5,6949 5,2691 4,8469 4,4418 4,0545 3,7285 3,5415 3,5619 3,8112 4,2342 4,7131 5,1330 5,4196 5,5183 5,3908 5,0441 4,5463 4,0126 3,5719 3,3345 3,3570 3,6073 3,9651 4,2858 4,4868 4,5816 4,6417 4,7392 4,9274 5,2407 5,6636 6,0991 6,4058 6,4941 6,3880 6,1987 6,0498 6,0000 6,0041 5,9620 5,8248 5,6297 5,4336 5,2507 5,0504 4,7799 4,4052 3,9501 3,4712 2,9882 2,4594 1,8368 1,1348 0,4487 -0,0755 -0,3038 -0,1916 0,1735 0,6124 0,9533 1,0914 0,9672 0,5385 -0,1829 -1,0790 -1,9446 -2,5786 -2,8755 -2,8590 -2,6640 -2,4797 -2,4671 -2,6882 -3,0887 -3,5181 -3,7741 -3,6947 -3,2513 -2,5513 -1,7650 -1,0567 -0,5406 -0,2524 -0,1437 -0,1136 -0,0595 0,0921 0,3891 0,8637 1,5176 2,2960 3,0849 3,7576 4,2403 4,5255 4,6292 4,5588 4,3078 3,8774 3,3182 2,7467 2,3025 2,0792 2,0805 2,2148 2,3165 2,2057 1,7676 0,9857 -0,0718 -1,2617 -2,3937 -3,3032 -3,9118 -4,2244 -4,2864 -4,1472 -3,8628 -3,5201 -3,2046 -2,9239 -2,6160 -2,2536 -1,8980 -1,6471 -1,5712 -1,6987 -2,0313 -2,5588 -3,2558 -4,0522 -4,8235 -5,4472 -5,8753 -6,1322 -6,2565 -6,2757 -6,2194 -6,1133 -5,9506 -5,6956 -5,3343 -4,8939 -4,4150 -3,9555 -3,6123 -3,4812 -3,6091 -3,9937 -4,5838 -5,2679 -5,8890 -6,2968 -6,4144 -6,2672 -5,9505 -5,5682 -5,1875 -4,8298 -4,4876 -4,1390 -3,7518 -3,2982 -2,8047 -2,3820 -2,1658 -2,2152
Fz    -2,4564 -2,0872 -1,8032 -1,6337 -1,5673 -1,5654 -1,5801 -1,5697 -1,5114 -1,4115 -1,2957 -1,1831 -1,0732 -0,9609 -0,8598 -0,7944 -0,7672 -0,7470 -0,6890 -0,5624 -0,3650 -0,1215 0,1340 0,3767 0,5950 0,7793 0,9164 0,9997 1,0489 1,1054 1,2022 1,3446 1,5131 1,6692 1,7691 1,7827 1,7020 1,5410 1,3357 1,1375 0,9976 0,9412 0,9472 0,9538 0,8924 0,7259 0,4660 0,1633 -0,1168 -0,3180 -0,4151 -0,4220 -0,3762 -0,3173 -0,2784 -0,2783 -0,3160 -0,3833 -0,4775 -0,5967 -0,7292 -0,8459 -0,9030 -0,8633 -0,7288 -0,5470 -0,3756 -0,2362 -0,1053 0,0542 0,2594 0,4968 0,7249 0,8817 0,9137 0,8146 0,6314 0,4406 0,3272 0,3583 0,5483 0,8446 1,1515 1,3776 1,4775 1,4659 1,3985 1,3438 1,3648 1,5071 1,7806 2,1515 2,5648 2,9763 3,3558 3,6739 3,9000 4,0151 4,0181 3,9194 3,7370 3,5005 3,2534 3,0373 2,8742 2,7688 2,7276 2,7603 2,8602 2,9959 3,1253 3,2162 3,2546 3,2389 3,1667 3,0231 2,7892 2,4693 2,0996 1,7238 1,3643 1,0190 0,6767 0,3371 0,0175 -0,2575 -0,4727 -0,6224 -0,6919 -0,6508 -0,4709 -0,1515 0,2720 0,7439 1,2140 1,6566 2,0727 2,4853 2,9283 3,4345 4,0230 4,6865 5,3854 6,0612 6,6581 7,1447 7,5209 7,8076 8,0364 8,2471 8,4688 8,6964 8,8944 9,0165 9,0226 8,8964 8,6569 8,3527 8,0509 7,8288 7,7515 7,8368 8,0360 8,2529 8,3878 8,3800 8,2282 7,9815 7,7076 7,4552 7,2278 6,9947 6,7343 6,4562 6,1860 5,9493 5,7730 5,6813 5,6788 5,7378 5,8080 5,8456 5,8274 5,7364 5,5486 5,2474 4,8455 4,3822 3,9127 3,4998 3,1956 3,0199 2,9548 2,9560 2,9669 2,9395 2,8561 2,7413 2,6447 2,6091 2,6522 2,7651 2,9149 3,0597 3,1738 3,2531 3,3043 3,3409 3,3902 3,4996 3,7176 4,0546 4,4637 4,8615 5,1618 5,3004 5,2547 5,0520 4,7501 4,4031 4,0515 3,7402 3,5198 3,4168 3,4088 3,4387 3,4511 3,4165 3,3390 3,2418 3,1362 3,0122 2,8602 2,6789 2,4725 2,2630 2,0994 2,0383 2,1135 2,3268 2,6592 3,0837 3,5743 4,1082 4,6577 5,1804 5,6153 5,9030 6,0293 6,0425 6,0055 5,9333 5,7966 5,5765 5,2925 4,9811 4,6684 4,3695 4,1058 3,9106 3,8076 3,7901 3,8234 3,8680 3,8964 3,8993 3,8808 3,8442 3,7772 3,6525 3,4450 3,1582 2,8387 2,5519 2,3423 2,2168 2,1524 2,1176 2,1041 2,1413 2,2708 2,5052 2,8174 3,1580 3,4754 3,7293 3,8998 4,0009 4,0888 4,2362 4,4810 4,7983 5,1256 5,4143 5,6557 5,8582 6,0093 6,0745 6,0253 5,8574 5,5855 5,2389 4,8634 4,5122 4,2241 4,0035 3,8203 3,6404 3,4566 3,2908 3,1787 3,1507 3,2126 3,3392 3,4936 3,6577 3,8423 4,0742 4,3822 4,7881 5,2942 5,8670 6,4388 6,9411 7,3362 7,6244 7,8380 8,0290 8,2407 8,4799 8,7131 8,8917 8,9771 8,9479 8,7962 8,5273 8,1663 7,7616 7,3724 7,0413 6,7748 6,5533 6,3636 6,2189 6,1511 6,1939 6,3649 6,6422 6,9569 7,2325 7,4372 7,5920 7,7308 7,8689 8,0003 8,1115 8,1853 8,1941 8,1084 7,9309 7,7210 7,5724 7,5528 7,6541 7,7935 7,8733 7,8455 7,7263 7,5630 7,4028 7,2786 7,1948 7,1208 7,0121 6,8432 6,6178 6,3546 6,0773 5,8215 5,6358 5,5562 5,5718 5,6236 5,6487 5,6228 5,5547 5,4600 5,3640 5,3137 5,3516 5,4762 5,6365 5,7575 5,7613 5,5741 5,1483 4,5048 3,7537 3,0582 2,5685 2,3779 2,5129 2,9407 3,5775 4,2956 4,9461 5,4107 5,6406 5,6489 5,4750 5,1581 4,7275 4,2146 3,6754 3,1869 2,8121 2,5725 2,4517 2,4227 2,4774 2,6299 2,8916 3,2489 3,6669 4,0999 4,4965 4,8106 5,0198 5,1397 5,2227 5,3202 5,4326 5,5190 5,5593 5,5755 5,5937 5,6135 5,6277 5,6550 5,7326 5,8820 6,0896 6,3094 6,4813 6,5569 6,5052 6,3091 5,9842 5,5992 5,2520 5,0156 4,9100 4,9218 5,0344 5,2296 5,4726 5,7144 5,9148 6,0633 6,1738 6,2660 6,3606 6,4799 6,6284 6,7705 6,8474 6,8301 6,7493 6,6662 6,6198 6,6014 6,5672 6,4747 6,3151 6,1097 5,8721 5,5840 5,2084 4,7143 4,1041 3,4320 2,7782 2,1940 1,6834 1,2361 0,8599 0,5868 0,4629 0,5318 0,8053 1,2376 1,7344 2,2000 2,5668 2,7731 2,7532 2,4877 2,0571 1,6150 1,3000 1,1640 1,1550 1,1443 0,9907 0,6185 0,0523 -0,6117 -1,2464 -1,7130 -1,8951 -1,7493 -1,3214 -0,7233 -0,0944 0,4401 0,8080 1,0055 1,0840 1,1184 1,1738 1,2897 1,4868 1,7786 2,1684 2,6364 3,1375 3,6184 4,0340 4,3560 4,5812 4,7265 4,8116 4,8525 4,8660 4,8607 4,8214 4,7103 4,4845 4,1098 3,5719 2,8905 2,1149 1,2994 0,4883 -0,2888 -1,0139 -1,6643 -2,2030 -2,5924 -2,8137 -2,8768 -2,8244 -2,7158 -2,5915 -2,4627 -2,3376 -2,2435 -2,2192 -2,2984 -2,5009 -2,8249 -3,2489 -3,7402 -4,2512 -4,7117 -5,0511 -5,2306 -5,2486 -5,1255 -4,8922 -4,5894 -4,2647 -3,9613 -3,7081 -3,5215 -3,4030 -3,3307 -3,2722 -3,2141 -3,1688 -3,1623 -3,2182 -3,3425 -3,5137 -3,6864 -3,8079 -3,8439 -3,7929 -3,6792 -3,5320 -3,3663 -3,1842 -2,9912 -2,8035 -2,6423 -2,5346 -2,5205 -2,6471 -2,9384 -3,3620
F3    -2,3264 -2,3227 -2,3935 -2,5181 -2,6352 -2,6682 -2,5592 -2,2958 -1,9178 -1,5001 -1,1196 -0,8215 -0,6116 -0,4784 -0,4209 -0,4466 -0,5419 -0,6579 -0,7322 -0,7242 -0,6311 -0,4753 -0,2764 -0,0296 0,2856 0,6733 1,0960 1,4904 1,8089 2,0383 2,1873 2,2718 2,3058 2,2884 2,2026 2,0345 1,7883 1,4862 1,1650 0,8782 0,6850 0,6185 0,6568 0,7310 0,7647 0,7107 0,5626 0,3475 0,1135 -0,0864 -0,2182 -0,2782 -0,2792 -0,2391 -0,1815 -0,1266 -0,0772 -0,0294 0,0097 0,0250 0,0067 -0,0392 -0,0849 -0,0947 -0,0571 -0,0010 0,0300 0,0195 -0,0085 -0,0146 0,0256 0,1127 0,2273 0,3322 0,3893 0,3878 0,3495 0,3207 0,3645 0,5299 0,8061 1,1118 1,3424 1,4302 1,3749 1,2359 1,1016 1,0512 1,1321 1,3576 1,7133 2,1636 2,6662 3,1807 3,6599 4,0450 4,2841 4,3529 4,2538 4,0027 3,6289 3,1907 2,7750 2,4606 2,2831 2,2421 2,3344 2,5593 2,8956 3,2916 3,6797 3,9964 4,1951 4,2491 4,1419 3,8562 3,3844 2,7563 2,0385 1,2989 0,5830 -0,0706 -0,6123 -0,9866 -1,1521 -1,1035 -0,8812 -0,5546 -0,1832 0,2069 0,6085 1,0067 1,3792 1,7167 2,0348 2,3592 2,7019 3,0587 3,4253 3,8147 4,2560 4,7675 5,3361 5,9265 6,4997 7,0164 7,4362 7,7246 7,8746 7,9217 7,9228 7,9196 7,9273 7,9364 7,9141 7,8209 7,6360 7,3656 7,0475 6,7572 6,5945 6,6354 6,8829 7,2575 7,6346 7,9008 7,9950 7,9127 7,6849 7,3482 6,9212 6,4039 5,8102 5,1920 4,6232 4,1720 3,8896 3,8050 3,9123 4,1645 4,4892 4,8186 5,0988 5,2720 5,2709 5,0460 4,5956 3,9708 3,2643 2,5906 2,0512 1,6987 1,5297 1,5081 1,5884 1,7230 1,8681 1,9984 2,1137 2,2256 2,3450 2,4746 2,5976 2,6823 2,7050 2,6660 2,5843 2,4851 2,3976 2,3607 2,4148 2,5702 2,7875 2,9975 3,1368 3,1672 3,0829 2,9102 2,6900 2,4504 2,2075 1,9941 1,8689 1,8799 2,0205 2,2291 2,4234 2,5391 2,5499 2,4621 2,2882 2,0340 1,7093 1,3338 0,9355 0,5598 0,2719 0,1329 0,1762 0,4012 0,7786 1,2594 1,7900 2,3255 2,8302 3,2730 3,6180 3,8337 3,9278 3,9555 3,9659 3,9477 3,8520 3,6604 3,4075 3,1420 2,8876 2,6455 2,4187 2,2226 2,0695 1,9527 1,8528 1,7551 1,6607 1,5868 1,5563 1,5771 1,6221 1,6297 1,5323 1,3033 0,9871 0,6749 0,4470 0,3367 0,3298 0,3890 0,4941 0,6660 0,9454 1,3450 1,8280 2,3273 2,7805 3,1516 3,4341 3,6418 3,7982 3,9212 4,0008 3,9919 3,8502 3,5874 3,2890 3,0664 2,9848 3,0344 3,1573 3,2875 3,3695 3,3748 3,3163 3,2409 3,1925 3,1782 3,1657 3,1148 3,0060 2,8433 2,6492 2,4636 2,3320 2,2835 2,3220 2,4399 2,6319 2,8975 3,2386 3,6545 4,1305 4,6214 5,0586 5,3866 5,5955 5,7201 5,8220 5,9703 6,2155 6,5598 6,9527 7,3166 7,5811 7,6988 7,6447 7,4181 7,0495 6,6009 6,1459 5,7401 5,4050 5,1374 4,9341 4,8053 4,7703 4,8481 5,0492 5,3591 5,7257 6,0817 6,3877 6,6442 6,8660 7,0519 7,1832 7,2494 7,2612 7,2302 7,1474 7,0052 6,8354 6,7077 6,6815 6,7523 6,8430 6,8549 6,7336 6,4941 6,1979 5,9179 5,7099 5,5877 5,5184 5,4527 5,3627 5,2532 5,1471 5,0671 5,0292 5,0468 5,1239 5,2297 5,2952 5,2570 5,1022 4,8637 4,5936 4,3600 4,2394 4,2747 4,4375 4,6394 4,7722 4,7366 4,4551 3,8954 3,1051 2,2230 1,4375 0,9151 0,7501 0,9567 1,4850 2,2364 3,0673 3,8086 4,3185 4,5325 4,4666 4,1811 3,7401 3,1902 2,5761 1,9751 1,4949 1,2237 1,1826 1,3245 1,5778 1,8940 2,2585 2,6666 3,1047 3,5549 3,9994 4,4111 4,7517 4,9861 5,0999 5,1085 5,0437 4,9278 4,7827 4,6628 4,6464 4,7788 5,0369 5,3624 5,7175 6,0929 6,4750 6,8227 7,0752 7,1770 7,0995 6,8430 6,4272 5,8982 5,3374 4,8366 4,4566 4,2130 4,1045 4,1411 4,3334 4,6561 5,0406 5,4121 5,7291 5,9889 6,2090 6,4134 6,6218 6,8248 6,9641 6,9661 6,8144 6,5756 6,3456 6,1819 6,0837 6,0146 5,9398 5,8537 5,7744 5,7076 5,6239 5,4704 5,1906 4,7536 4,1834 3,5471 2,9051 2,2897 1,7276 1,2602 0,9393 0,8169 0,9263 1,2527 1,7179 2,2014 2,5934 2,8303 2,8792 2,7201 2,3729 1,9299 1,5281 1,2729 1,1841 1,1866 1,1405 0,9117 0,4537 -0,1708 -0,8442 -1,4467 -1,8613 -1,9862 -1,7738 -1,2493 -0,4961 0,3645 1,1988 1,8977 2,4064 2,7278 2,9001 2,9679 2,9703 2,9475 2,9452 3,0015 3,1294 3,3143 3,5280 3,7397 3,9233 4,0673 4,1749 4,2545 4,3245 4,4182 4,5606 4,7343 4,8763 4,9033 4,7350 4,3198 3,6639 2,8324 1,9182 1,0131 0,1891 -0,5103 -1,0589 -1,4373 -1,6422 -1,6871 -1,5938 -1,4010 -1,1697 -0,9600 -0,8071 -0,7275 -0,7313 -0,8237 -1,0043 -1,2701 -1,6097 -2,0004 -2,4112 -2,7980 -3,1001 -3,2638 -3,2755 -3,1700 -3,0124 -2,8695 -2,7901 -2,7963 -2,8776 -2,9920 -3,0888 -3,1328 -3,1092 -3,0226 -2,8938 -2,7485 -2,6166 -2,5361 -2,5343 -2,5977 -2,6740 -2,7064 -2,6705 -2,5828 -2,4769 -2,3738 -2,2689 -2,1397 -1,9663 -1,7461 -1,5019 -1,2915 -1,2062 -1,3378 -1,7241 -2,3135
F7    -3,2933 -3,0951 -2,9216 -2,7649 -2,6128 -2,4471 -2,2425 -1,9840 -1,6908 -1,4152 -1,2043 -1,0525 -0,9069 -0,7291 -0,5373 -0,3772 -0,2665 -0,1806 -0,0749 0,0859 0,3006 0,5229 0,6874 0,7577 0,7615 0,7724 0,8486 0,9904 1,1494 1,2655 1,3100 1,3076 1,3164 1,3787 1,4837 1,5688 1,5623 1,4300 1,1920 0,9133 0,6785 0,5554 0,5634 0,6673 0,8013 0,9100 0,9750 1,0060 1,0170 1,0178 1,0235 1,0504 1,0939 1,1218 1,0965 1,0041 0,8684 0,7346 0,6315 0,5535 0,4782 0,3969 0,3230 0,2727 0,2426 0,2093 0,1500 0,0677 -0,0041 -0,0260 0,0102 0,0663 0,0873 0,0466 -0,0375 -0,1129 -0,1219 -0,0224 0,2112 0,5803 1,0459 1,5322 1,9517 2,2355 2,3520 2,3051 2,1244 1,8607 1,5840 1,3671 1,2529 1,2414 1,3106 1,4394 1,6113 1,8065 1,9973 2,1621 2,2906 2,3625 2,3403 2,2098 2,0161 1,8373 1,7287 1,7088 1,7805 1,9314 2,1177 2,2723 2,3341 2,2805 2,1535 2,0397 1,9909 1,9725 1,9041 1,7408 1,5069 1,2620 1,0489 0,8706 0,7042 0,5376 0,3945 0,3251 0,3724 0,5378 0,7716 1,0055 1,1913 1,3130 1,3810 1,4292 1,5083 1,6622 1,9040 2,2192 2,5848 2,9876 3,4339 3,9305 4,4519 4,9401 5,3415 5,6347 5,8260 5,9254 5,9374 5,8691 5,7296 5,5260 5,2795 5,0273 4,8071 4,6576 4,6137 4,6778 4,8124 4,9682 5,1085 5,2087 5,2528 5,2410 5,1952 5,1441 5,1020 5,0632 5,0134 4,9340 4,8004 4,5947 4,3292 4,0472 3,7978 3,6101 3,4824 3,3928 3,3185 3,2451 3,1693 3,1086 3,0927 3,1218 3,1377 3,0635 2,8655 2,5637 2,1962 1,7996 1,4194 1,1122 0,9251 0,8772 0,9576 1,1297 1,3403 1,5378 1,6825 1,7424 1,6924 1,5252 1,2560 0,9187 0,5600 0,2290 -0,0353 -0,2025 -0,2444 -0,1411 0,0984 0,4241 0,7650 1,0639 1,2899 1,4273 1,4726 1,4464 1,3854 1,3134 1,2356 1,1651 1,1322 1,1563 1,2201 1,2698 1,2355 1,0618 0,7380 0,3022 -0,1769 -0,6204 -0,9628 -1,1828 -1,3029 -1,3495 -1,3329 -1,2652 -1,1690 -1,0539 -0,9028 -0,6927 -0,4182 -0,0953 0,2452 0,5674 0,8375 1,0278 1,1313 1,1726 1,1763 1,1249 0,9809 0,7494 0,4811 0,2158 -0,0475 -0,3250 -0,6107 -0,8674 -1,0470 -1,1214 -1,0976 -1,0080 -0,8838 -0,7374 -0,5760 -0,4271 -0,3484 -0,4140 -0,6725 -1,0921 -1,5439 -1,8607 -1,9283 -1,7293 -1,3297 -0,8367 -0,3472 0,0867 0,4523 0,7391 0,9162 0,9596 0,8931 0,7765 0,6624 0,5766 0,5273 0,5140 0,5254 0,5401 0,5570 0,6208 0,7871 1,0580 1,3627 1,6005 1,7014 1,6529 1,4872 1,2510 0,9858 0,7243 0,4928 0,3036 0,1492 0,0162 -0,1019 -0,2016 -0,2610 -0,2407 -0,1108 0,1269 0,4491 0,8339 1,2658 1,7298 2,2012 2,6373 2,9910 3,2346 3,3664 3,4058 3,3828 3,3223 3,2430 3,1738 3,1542 3,2054 3,3108 3,4327 3,5402 3,6200 3,6706 3,6901 3,6749 3,6307 3,5816 3,5560 3,5591 3,5652 3,5398 3,4669 3,3572 3,2334 3,1207 3,0449 3,0235 3,0639 3,1769 3,3759 3,6543 3,9701 4,2648 4,5043 4,6901 4,8238 4,8825 4,8422 4,7180 4,5671 4,4542 4,4184 4,4620 4,5553 4,6509 4,7044 4,6935 4,6264 4,5336 4,4501 4,3950 4,3668 4,3519 4,3342 4,3057 4,2697 4,2377 4,2209 4,2147 4,1867 4,0976 3,9508 3,8057 3,7231 3,7158 3,7625 3,8484 3,9677 4,0914 4,1574 4,1037 3,9021 3,5538 3,0718 2,4887 1,8761 1,3320 0,9415 0,7559 0,7961 1,0612 1,5255 2,1184 2,7239 3,2252 3,5498 3,6733 3,6001 3,3615 3,0200 2,6545 2,3336 2,0987 1,9653 1,9274 1,9622 2,0449 2,1623 2,3093 2,4784 2,6578 2,8439 3,0482 3,2766 3,5090 3,7081 3,8410 3,8970 3,8858 3,8152 3,6944 3,5631 3,4960 3,5564 3,7462 4,0109 4,2927 4,5612 4,7968 4,9681 5,0414 5,0104 4,9060 4,7652 4,5994 4,4052 4,1953 4,0007 3,8544 3,7782 3,7864 3,8935 4,1042 4,3898 4,6879 4,9267 5,0502 5,0344 4,8868 4,6417 4,3632 4,1244 3,9599 3,8533 3,7889 3,7875 3,8765 4,0467 4,2533 4,4434 4,5720 4,6103 4,5542 4,4185 4,2270 4,0035 3,7619 3,5124 3,2741 3,0614 2,8595 2,6363 2,3788 2,1027 1,8387 1,6211 1,4754 1,4150 1,4519 1,5927 1,8188 2,0739 2,2624 2,2667 2,0088 1,5241 0,9688 0,5376 0,3589 0,4343 0,6483 0,8489 0,9508 0,9693 0,9607 0,9598 0,9803 1,0376 1,1521 1,3456 1,6334 2,0080 2,4341 2,8594 3,2321 3,5172 3,7052 3,8037 3,8263 3,7971 3,7617 3,7810 3,9031 4,1318 4,4222 4,7064 4,9274 5,0627 5,1215 5,1205 5,0842 5,0600 5,0995 5,2137 5,3551 5,4367 5,3670 5,0998 4,6695 4,1633 3,6529 3,1552 2,6439 2,0954 1,5280 0,9904 0,5216 0,1459 -0,1095 -0,2292 -0,2321 -0,1509 0,0024 0,2328 0,5286 0,8438 1,1117 1,2656 1,2578 1,0695 0,7093 0,2213 -0,3102 -0,7912 -1,1612 -1,4013 -1,5158 -1,5220 -1,4501 -1,3379 -1,2104 -1,0714 -0,9218 -0,7755 -0,6509 -0,5662 -0,5451 -0,6081 -0,7495 -0,9285 -1,0812 -1,1448 -1,0831 -0,9063 -0,6721 -0,4619 -0,3410 -0,3224 -0,3583 -0,3691 -0,2986 -0,1509 0,0129 0,1012 0,0390 -0,1842 -0,5123 -0,8629
