Fp1   1,1666 0,9262 0,7597 0,6424 0,5611 0,5176 0,5179 0,5621 0,6405 0,7307 0,7948 0,8026 0,7723 0,7751 0,8824 1,1058 1,3838 1,6243 1,7675 1,8194 1,8174 1,7578 1,5629 1,1305 0,4246 -0,4676 -1,3485 -1,9896 -2,2453 -2,1266 -1,7785 -1,3879 -1,1008 -0,9901 -1,0554 -1,2273 -1,3838 -1,4061 -1,2504 -0,9652 -0,6372 -0,3224 -0,0396 0,1740 0,2315 0,0532 -0,3490 -0,8586 -1,3253 -1,6494 -1,8161 -1,8822 -1,9421 -2,0797 -2,3185 -2,6001 -2,8121 -2,8576 -2,7145 -2,4270 -2,0512 -1,6252 -1,1829 -0,7696 -0,4328 -0,2001 -0,0605 0,0342 0,1311 0,2267 0,2643 0,1733 -0,0904 -0,5216 -1,0624 -1,6248 -2,1273 -2,5241 -2,8099 -2,9970 -3,0973 -3,1365 -3,1674 -3,2505 -3,4169 -3,6450 -3,8668 -4,0015 -4,0006 -3,8651 -3,6243 -3,3168 -3,0021 -2,7667 -2,6890 -2,7892 -3,0173 -3,2828 -3,4890 -3,5600 -3,4782 -3,3114 -3,1795 -3,1786 -3,3282 -3,5763 -3,8341 -3,9966 -3,9570 -3,6507 -3,1070 -2,4353 -1,7564 -1,1581 -0,7051 -0,4617 -0,4862 -0,8029 -1,3850 -2,1624 -3,0335 -3,8820 -4,6083 -5,1582 -5,5267 -5,7406 -5,8354 -5,8475 -5,8271 -5,8364 -5,9117 -6,0306 -6,1211 -6,1126 -5,9858 -5,7759 -5,5369 -5,3061 -5,0985 -4,9240 -4,8038 -4,7657 -4,8240 -4,9776 -5,2293 -5,5908 -6,0558 -6,5681 -7,0188 -7,2934 -7,3432 -7,2095 -6,9688 -6,6683 -6,3110 -5,8745 -5,3418 -4,7218 -4,0438 -3,3445 -2,6749 -2,1163 -1,7775 -1,7589 -2,0917 -2,6975 -3,4069 -4,0223 -4,3829 -4,4102 -4,1095 -3,5301 -2,7210 -1,7246 -0,6029 0,5398 1,5794 2,4311 3,0907 3,6095 4,0317 4,3537 4,5306 4,5207 4,3305 4,0200 3,6703 3,3507 3,1115 2,9820 2,9578 2,9960 3,0404 3,0623 3,0744 3,1036 3,1557 3,2131 3,2659 3,3338 3,4380 3,5443 3,5528 3,3637 2,9536 2,3954 1,8293 1,4265 1,3459 1,6649 2,3217 3,1295 3,8483 4,2664 4,2601 3,8226 3,0708 2,2301 1,5739 1,3215 1,5463 2,1408 2,8653 3,4573 3,7313 3,6247 3,1925 2,5662 1,8985 1,3182 0,9154 0,7394 0,7846 0,9750 1,1866 1,3143 1,3308 1,2836 1,2483 1,2839 1,4000 1,5498 1,6596 1,6761 1,5980 1,4748 1,3743 1,3361 1,3425 1,3300 1,2339 1,0346 0,7675 0,4870 0,2281 0,0047 -0,1694 -0,2750 -0,3001 -0,2512 -0,1631 -0,1021 -0,1450 -0,3439 -0,7042 -1,1708 -1,6206 -1,8901 -1,8479 -1,4583 -0,7996 -0,0412 0,6076 0,9650 0,9284 0,4956 -0,2373 -1,0985 -1,8951 -2,4945 -2,8829 -3,1502 -3,4165 -3,7515 -4,1317 -4,4442 -4,5389 -4,3047 -3,7278 -2,9033 -2,0008 -1,2062 -0,6696 -0,4817 -0,6640 -1,1601 -1,8486 -2,5704 -3,1498 -3,4289 -3,3378 -2,9458 -2,4362 -2,0222 -1,8601 -1,9961 -2,3642 -2,8242 -3,2090 -3,3857 -3,3331 -3,1712 -3,0882 -3,2150 -3,5496 -3,9829 -4,3823 -4,6432 -4,6790 -4,4172 -3,8367 -3,0081 -2,1011 -1,3422 -0,9271 -0,9359 -1,3100 -1,8875 -2,4687 -2,8915 -3,0931 -3,1224 -3,1001 -3,1563 -3,3808 -3,8029 -4,3802 -4,9897 -5,4567 -5,6368 -5,4950 -5,1289 -4,7291 -4,4898 -4,5169 -4,7881 -5,1775 -5,5191 -5,6699 -5,5536 -5,1843 -4,6589 -4,1196 -3,7063 -3,5174 -3,5799 -3,8404 -4,1897 -4,5099 -4,7157 -4,7799 -4,7416 -4,6848 -4,6799 -4,7264 -4,7627 -4,7235 -4,5669 -4,2702 -3,8409 -3,3303 -2,8273 -2,4437 -2,2907 -2,4346 -2,8482 -3,4019 -3,9225 -4,2744 -4,4027 -4,3205 -4,0779 -3,7516 -3,4516 -3,3092 -3,4291 -3,8282 -4,4028 -4,9638 -5,3246 -5,3840 -5,1563 -4,7404 -4,2583 -3,8047 -3,4267 -3,1336 -2,9323 -2,8513 -2,9253 -3,1628 -3,5272 -3,9478 -4,3620 -4,7482 -5,1104 -5,4473 -5,7467 -5,9934 -6,1775 -6,3057 -6,4016 -6,4901 -6,5874 -6,6940 -6,7718 -6,7431 -6,5433 -6,1718 -5,6842 -5,1586 -4,6788 -4,3186 -4,1214 -4,0996 -4,2392 -4,4880 -4,7508 -4,9197 -4,9236 -4,7648 -4,5136 -4,2745 -4,1542 -4,2329 -4,5180 -4,9181 -5,2929 -5,5441 -5,6533 -5,6489 -5,5725 -5,4775 -5,4280 -5,4736 -5,6245 -5,8512 -6,1012 -6,3134 -6,4300 -6,4105 -6,2371 -5,9180 -5,4969 -5,0445 -4,6251 -4,2768 -4,0148 -3,8394 -3,7435 -3,7157 -3,7395 -3,8023 -3,9123 -4,0945 -4,3555 -4,6541 -4,9165 -5,0777 -5,1078 -5,0116 -4,8103 -4,5239 -4,1731 -3,7844 -3,3841 -3,0071 -2,7079 -2,5353 -2,4900 -2,5197 -2,5600 -2,5747 -2,5664 -2,5639 -2,6023 -2,7003 -2,8535 -3,0559 -3,3116 -3,6056 -3,8863 -4,1074 -4,2770 -4,4531 -4,7048 -5,0686 -5,5072 -5,9094 -6,1491 -6,1592 -5,9579 -5,6258 -5,2674 -4,9798 -4,8381 -4,8880 -5,1261 -5,4853 -5,8651 -6,1967 -6,4783 -6,7425 -6,9942 -7,1776 -7,1995 -6,9924 -6,5677 -6,0164 -5,4574 -4,9771 -4,6043 -4,3215 -4,0876 -3,8582 -3,6021 -3,3062 -2,9727 -2,6255 -2,3248 -2,1655 -2,2426 -2,6058 -3,2317 -4,0117 -4,7553 -5,2359 -5,2865 -4,8811 -4,1332 -3,2222 -2,3207 -1,5585 -1,0096 -0,6911 -0,5695 -0,5704 -0,6073 -0,6253 -0,6283 -0,6588 -0,7582 -0,9475 -1,2213 -1,5389 -1,8370 -2,0692 -2,2266 -2,3263 -2,3901 -2,4232 -2,3988 -2,2734 -2,0333 -1,7232 -1,4309 -1,2512 -1,2536 -1,4622 -1,8502 -2,3446 -2,8369 -3,2169 -3,4294 -3,5080 -3,5436 -3,6135 -3,7235 -3,7977 -3,7310 -3,4818 -3,1224 -2,8053 -2,6805 -2,8192 -3,1703 -3,5796 -3,8735 -3,9509 -3,8234 -3,5930 -3,3961 -3,3493 -3,5069 -3,8364 -4,2337 -4,5786 -4,7893 -4,8353 -4,7157
Fz    1,5734 1,5894 1,6500 1,7022 1,7080 1,6476 1,5206 1,3459 1,1605 1,0057 0,8998 0,8259 0,7514 0,6517 0,5112 0,3222 0,0960 -0,1332 -0,3239 -0,4469 -0,4951 -0,4871 -0,4652 -0,4761 -0,5436 -0,6530 -0,7551 -0,7854 -0,6924 -0,4680 -0,1649 0,1225 0,3018 0,3162 0,1549 -0,1438 -0,5005 -0,8234 -1,0396 -1,1129 -1,0528 -0,9063 -0,7369 -0,6111 -0,5880 -0,6950 -0,9041 -1,1409 -1,3224 -1,3891 -1,3220 -1,1497 -0,9373 -0,7543 -0,6421 -0,6051 -0,6238 -0,6713 -0,7199 -0,7441 -0,7293 -0,6801 -0,6223 -0,5956 -0,6355 -0,7513 -0,9215 -1,1039 -1,2502 -1,3248 -1,3193 -1,2551 -1,1709 -1,1011 -1,0669 -1,0781 -1,1301 -1,2035 -1,2761 -1,3286 -1,3444 -1,3230 -1,2936 -1,3063 -1,4040 -1,5941 -1,8455 -2,1097 -2,3419 -2,5082 -2,5882 -2,5784 -2,4978 -2,3862 -2,2838 -2,2066 -2,1448 -2,0771 -1,9791 -1,8302 -1,6266 -1,3876 -1,1474 -0,9414 -0,7898 -0,6881 -0,6136 -0,5342 -0,4135 -0,2279 0,0160 0,2812 0,5117 0,6477 0,6459 0,4992 0,2412 -0,0686 -0,3666 -0,6062 -0,7731 -0,8930 -1,0223 -1,2261 -1,5520 -2,0085 -2,5520 -3,0976 -3,5549 -3,8621 -4,0045 -4,0190 -3,9811 -3,9766 -4,0720 -4,2923 -4,6064 -4,9320 -5,1703 -5,2492 -5,1493 -4,9069 -4,5994 -4,3148 -4,1158 -4,0163 -3,9852 -3,9678 -3,9098 -3,7849 -3,6137 -3,4494 -3,3396 -3,3037 -3,3383 -3,4261 -3,5360 -3,6206 -3,6207 -3,4835 -3,1875 -2,7611 -2,2782 -1,8269 -1,4675 -1,2105 -1,0259 -0,8642 -0,6751 -0,4286 -0,1305 0,1861 0,4893 0,7662 1,0218 1,2702 1,5338 1,8426 2,2200 2,6603 3,1224 3,5434 3,8580 4,0198 4,0158 3,8662 3,6128 3,3108 3,0234 2,8077 2,6974 2,6947 2,7695 2,8643 2,9164 2,8862 2,7706 2,5983 2,4158 2,2709 2,1926 2,1734 2,1717 2,1413 2,0614 1,9380 1,7907 1,6542 1,5774 1,5981 1,7159 1,8913 2,0641 2,1712 2,1602 1,9987 1,6847 1,2589 0,8042 0,4253 0,2091 0,1894 0,3402 0,5984 0,8945 1,1696 1,3824 1,5186 1,5904 1,6228 1,6398 1,6552 1,6631 1,6412 1,5673 1,4410 1,2971 1,1945 1,1894 1,3093 1,5344 1,7953 2,0021 2,0938 2,0651 1,9542 1,8091 1,6627 1,5251 1,3857 1,2251 1,0315 0,8067 0,5556 0,2779 -0,0257 -0,3375 -0,6152 -0,8018 -0,8506 -0,7523 -0,5419 -0,2752 -0,0061 0,2147 0,3452 0,3714 0,3160 0,2256 0,1443 0,0883 0,0419 -0,0238 -0,1313 -0,2886 -0,4890 -0,7142 -0,9354 -1,1196 -1,2474 -1,3263 -1,3829 -1,4403 -1,5115 -1,6061 -1,7306 -1,8790 -2,0281 -2,1467 -2,2141 -2,2339 -2,2304 -2,2335 -2,2667 -2,3417 -2,4555 -2,5893 -2,7086 -2,7700 -2,7398 -2,6140 -2,4246 -2,2302 -2,0913 -2,0440 -2,0894 -2,1978 -2,3220 -2,4118 -2,4313 -2,3795 -2,2996 -2,2591 -2,3088 -2,4558 -2,6700 -2,9038 -3,1073 -3,2364 -3,2578 -3,1628 -2,9816 -2,7817 -2,6399 -2,6056 -2,6850 -2,8477 -3,0359 -3,1777 -3,2164 -3,1433 -3,0049 -2,8748 -2,8124 -2,8386 -2,9421 -3,0942 -3,2560 -3,3866 -3,4548 -3,4473 -3,3770 -3,2861 -3,2251 -3,2212 -3,2647 -3,3239 -3,3660 -3,3632 -3,2924 -3,1477 -2,9527 -2,7527 -2,5964 -2,5203 -2,5392 -2,6435 -2,8030 -2,9739 -3,1095 -3,1779 -3,1798 -3,1502 -3,1379 -3,1724 -3,2483 -3,3360 -3,3999 -3,4116 -3,3611 -3,2580 -3,1287 -3,0145 -2,9597 -2,9902 -3,0971 -3,2422 -3,3800 -3,4738 -3,5022 -3,4612 -3,3608 -3,2222 -3,0848 -3,0033 -3,0218 -3,1450 -3,3330 -3,5188 -3,6391 -3,6604 -3,5903 -3,4736 -3,3758 -3,3524 -3,4181 -3,5401 -3,6608 -3,7322 -3,7368 -3,6879 -3,6214 -3,5884 -3,6428 -3,8194 -4,1161 -4,4907 -4,8750 -5,1931 -5,3871 -5,4385 -5,3710 -5,2374 -5,1048 -5,0344 -5,0539 -5,1444 -5,2519 -5,3123 -5,2733 -5,1102 -4,8348 -4,4950 -4,1669 -3,9343 -3,8573 -3,9439 -4,1494 -4,4053 -4,6520 -4,8485 -4,9738 -5,0326 -5,0563 -5,0830 -5,1360 -5,2086 -5,2647 -5,2620 -5,1834 -5,0491 -4,9009 -4,7758 -4,6929 -4,6620 -4,6962 -4,8080 -4,9907 -5,2068 -5,4000 -5,5234 -5,5599 -5,5275 -5,4723 -5,4461 -5,4732 -5,5341 -5,5753 -5,5379 -5,3862 -5,1183 -4,7572 -4,3411 -3,9231 -3,5648 -3,3166 -3,2045 -3,2330 -3,3846 -3,6125 -3,8511 -4,0488 -4,1919 -4,3006 -4,4014 -4,4981 -4,5654 -4,5648 -4,4674 -4,2699 -4,0002 -3,7131 -3,4744 -3,3353 -3,3104 -3,3730 -3,4701 -3,5440 -3,5542 -3,4894 -3,3665 -3,2265 -3,1289 -3,1375 -3,2955 -3,6053 -4,0206 -4,4637 -4,8612 -5,1716 -5,3885 -5,5293 -5,6191 -5,6832 -5,7478 -5,8372 -5,9625 -6,1133 -6,2595 -6,3611 -6,3855 -6,3267 -6,2052 -6,0509 -5,8881 -5,7295 -5,5781 -5,4288 -5,2668 -5,0680 -4,8084 -4,4825 -4,1168 -3,7613 -3,4651 -3,2553 -3,1283 -3,0547 -2,9969 -2,9274 -2,8384 -2,7440 -2,6777 -2,6781 -2,7648 -2,9250 -3,1182 -3,2974 -3,4258 -3,4755 -3,4269 -3,2848 -3,0850 -2,8782 -2,7114 -2,6146 -2,5879 -2,5986 -2,6026 -2,5691 -2,4859 -2,3543 -2,1936 -2,0429 -1,9450 -1,9302 -2,0109 -2,1821 -2,4187 -2,6781 -2,9205 -3,1314 -3,3213 -3,5057 -3,6887 -3,8676 -4,0477 -4,2365 -4,4267 -4,5940 -4,7140 -4,7799 -4,8055 -4,8182 -4,8476 -4,9131 -5,0160 -5,1426 -5,2705 -5,3802 -5,4667 -5,5350 -5,5864 -5,6197 -5,6468 -5,6947 -5,7847 -5,9123 -6,0482 -6,1522 -6,1912 -6,1580 -6,0768 -5,9851 -5,9077 -5,8484 -5,7986 -5,7467 -5,6831 -5,6050
F3    0,8863 0,9693 1,1358 1,3171 1,4555 1,5185 1,4955 1,3901 1,2212 1,0244 0,8354 0,6645 0,4946 0,3032 0,0848 -0,1450 -0,3574 -0,5194 -0,6050 -0,6043 -0,5274 -0,4066 -0,2927 -0,2349 -0,2553 -0,3389 -0,4345 -0,4693 -0,3813 -0,1573 0,1511 0,4515 0,6587 0,7282 0,6525 0,4459 0,1418 -0,2078 -0,5404 -0,8022 -0,9665 -1,0342 -1,0208 -0,9589 -0,9047 -0,9180 -1,0210 -1,1817 -1,3333 -1,4071 -1,3578 -1,1821 -0,9201 -0,6325 -0,3692 -0,1582 -0,0202 0,0245 -0,0260 -0,1400 -0,2698 -0,3858 -0,4920 -0,6137 -0,7730 -0,9721 -1,1996 -1,4392 -1,6677 -1,8573 -1,9839 -2,0351 -2,0143 -1,9407 -1,8510 -1,7946 -1,8079 -1,8867 -1,9898 -2,0580 -2,0366 -1,9027 -1,6814 -1,4303 -1,2087 -1,0594 -1,0103 -1,0762 -1,2488 -1,4881 -1,7354 -1,9418 -2,0902 -2,1920 -2,2625 -2,2997 -2,2875 -2,2110 -2,0709 -1,8861 -1,6839 -1,4821 -1,2878 -1,1085 -0,9485 -0,7991 -0,6468 -0,4830 -0,3050 -0,1137 0,0862 0,2848 0,4633 0,5962 0,6612 0,6494 0,5711 0,4512 0,3157 0,1744 0,0128 -0,1970 -0,4795 -0,8465 -1,2964 -1,8157 -2,3703 -2,8942 -3,3001 -3,5167 -3,5305 -3,4057 -3,2635 -3,2301 -3,3885 -3,7577 -4,2876 -4,8628 -5,3297 -5,5504 -5,4582 -5,0804 -4,5187 -3,9053 -3,3569 -2,9400 -2,6591 -2,4742 -2,3403 -2,2505 -2,2451 -2,3658 -2,5971 -2,8670 -3,1037 -3,2812 -3,4067 -3,4802 -3,4756 -3,3525 -3,0832 -2,6772 -2,1861 -1,6778 -1,1996 -0,7647 -0,3630 0,0276 0,4334 0,8622 1,2819 1,6361 1,8853 2,0240 2,0691 2,0477 1,9975 1,9706 2,0239 2,1937 2,4789 2,8403 3,2129 3,5292 3,7433 3,8366 3,8094 3,6810 3,4981 3,3272 3,2250 3,2125 3,2677 3,3384 3,3718 3,3412 3,2508 3,1257 3,0017 2,9166 2,8944 2,9278 2,9789 2,9968 2,9369 2,7762 2,5223 2,2190 1,9375 1,7394 1,6439 1,6274 1,6468 1,6633 1,6520 1,5979 1,4962 1,3580 1,2130 1,0990 1,0477 1,0753 1,1742 1,3147 1,4601 1,5773 1,6409 1,6391 1,5769 1,4695 1,3401 1,2119 1,0902 0,9591 0,7980 0,6040 0,4086 0,2732 0,2600 0,3957 0,6495 0,9407 1,1805 1,3158 1,3414 1,2826 1,1699 1,0201 0,8332 0,6049 0,3416 0,0611 -0,2195 -0,4979 -0,7866 -1,0941 -1,4051 -1,6764 -1,8496 -1,8776 -1,7517 -1,5067 -1,2015 -0,9001 -0,6635 -0,5332 -0,5195 -0,6112 -0,7845 -1,0047 -1,2360 -1,4526 -1,6349 -1,7626 -1,8219 -1,8203 -1,7916 -1,7810 -1,8174 -1,9013 -2,0141 -2,1315 -2,2327 -2,3075 -2,3624 -2,4221 -2,5216 -2,6895 -2,9306 -3,2203 -3,5193 -3,7940 -4,0230 -4,1924 -4,2971 -4,3464 -4,3578 -4,3365 -4,2657 -4,1256 -3,9197 -3,6816 -3,4615 -3,3038 -3,2265 -3,2129 -3,2230 -3,2190 -3,1844 -3,1224 -3,0496 -2,9927 -2,9795 -3,0222 -3,1200 -3,2740 -3,4832 -3,7257 -3,9563 -4,1223 -4,1848 -4,1370 -4,0102 -3,8547 -3,7118 -3,6029 -3,5338 -3,4942 -3,4572 -3,3991 -3,3247 -3,2728 -3,2913 -3,3989 -3,5696 -3,7579 -3,9274 -4,0598 -4,1556 -4,2248 -4,2722 -4,2995 -4,3204 -4,3611 -4,4411 -4,5575 -4,6893 -4,8141 -4,9074 -4,9380 -4,8867 -4,7649 -4,6042 -4,4376 -4,2944 -4,1993 -4,1616 -4,1632 -4,1623 -4,1157 -4,0070 -3,8595 -3,7290 -3,6763 -3,7321 -3,8770 -4,0540 -4,2028 -4,2931 -4,3337 -4,3489 -4,3511 -4,3434 -4,3291 -4,3085 -4,2765 -4,2325 -4,1932 -4,1865 -4,2310 -4,3226 -4,4338 -4,5265 -4,5774 -4,5974 -4,6192 -4,6624 -4,7135 -4,7375 -4,7058 -4,6135 -4,4744 -4,3108 -4,1516 -4,0343 -3,9986 -4,0657 -4,2174 -4,3975 -4,5451 -4,6299 -4,6642 -4,6971 -4,7907 -4,9799 -5,2454 -5,5296 -5,7703 -5,9195 -5,9504 -5,8635 -5,6867 -5,4697 -5,2774 -5,1726 -5,1885 -5,3176 -5,5167 -5,7199 -5,8597 -5,8898 -5,7960 -5,5997 -5,3554 -5,1416 -5,0309 -5,0513 -5,1720 -5,3287 -5,4555 -5,4969 -5,4199 -5,2317 -4,9813 -4,7383 -4,5679 -4,5049 -4,5341 -4,6069 -4,6839 -4,7584 -4,8453 -4,9579 -5,0960 -5,2540 -5,4314 -5,6227 -5,7997 -5,9173 -5,9427 -5,8776 -5,7556 -5,6248 -5,5341 -5,5174 -5,5748 -5,6619 -5,7010 -5,6144 -5,3587 -4,9381 -4,3962 -3,8004 -3,2328 -2,7821 -2,5180 -2,4667 -2,6102 -2,8959 -3,2452 -3,5767 -3,8418 -4,0443 -4,2269 -4,4321 -4,6663 -4,8904 -5,0384 -5,0473 -4,8882 -4,5813 -4,1901 -3,7989 -3,4835 -3,2838 -3,1927 -3,1681 -3,1589 -3,1223 -3,0307 -2,8822 -2,7156 -2,6102 -2,6518 -2,8836 -3,2818 -3,7684 -4,2533 -4,6757 -5,0110 -5,2532 -5,4050 -5,4809 -5,5062 -5,5110 -5,5255 -5,5738 -5,6648 -5,7835 -5,8842 -5,9071 -5,8171 -5,6269 -5,3845 -5,1450 -4,9506 -4,8223 -4,7547 -4,7129 -4,6379 -4,4697 -4,1863 -3,8300 -3,4878 -3,2369 -3,1024 -3,0551 -3,0401 -3,0112 -2,9489 -2,8531 -2,7351 -2,6203 -2,5449 -2,5356 -2,5909 -2,6868 -2,8053 -2,9441 -3,0911 -3,2164 -3,3033 -3,3644 -3,4195 -3,4707 -3,5020 -3,4875 -3,4009 -3,2256 -2,9621 -2,6251 -2,2420 -1,8632 -1,5610 -1,3959 -1,3823 -1,4896 -1,6702 -1,8825 -2,1049 -2,3407 -2,6085 -2,9180 -3,2513 -3,5637 -3,8058 -3,9501 -4,0025 -3,9931 -3,9610 -3,9453 -3,9785 -4,0744 -4,2179 -4,3728 -4,5015 -4,5864 -4,6420 -4,7029 -4,7944 -4,9105 -5,0156 -5,0686 -5,0542 -4,9998 -4,9566 -4,9577 -4,9971 -5,0408 -5,0535 -5,0160 -4,9329 -4,8324 -4,7488 -4,6917 -4,6406 -4,5721 -4,4793 -4,3642 -4,2287
F7    0,5406 0,5614 0,5896 0,6037 0,6087 0,6204 0,6313 0,6107 0,5473 0,4791 0,4661 0,5329 0,6426 0,7144 0,6621 0,4385 0,0737 -0,3264 -0,6330 -0,7621 -0,7084 -0,5406 -0,3686 -0,2897 -0,3315 -0,4360 -0,5018 -0,4469 -0,2413 0,0977 0,5135 0,9149 1,2025 1,3086 1,2177 0,9587 0,5815 0,1385 -0,3179 -0,7336 -1,0615 -1,2715 -1,3527 -1,3180 -1,2076 -1,0660 -0,9085 -0,7200 -0,4885 -0,2253 0,0438 0,2862 0,4630 0,5357 0,4819 0,3078 0,0546 -0,2083 -0,4047 -0,4856 -0,4522 -0,3499 -0,2462 -0,2097 -0,2784 -0,4296 -0,5950 -0,7085 -0,7408 -0,7079 -0,6572 -0,6357 -0,6620 -0,7256 -0,8111 -0,9152 -1,0359 -1,1600 -1,2781 -1,4027 -1,5567 -1,7526 -1,9844 -2,2292 -2,4541 -2,6207 -2,6905 -2,6388 -2,4706 -2,2182 -1,9218 -1,6105 -1,3011 -1,0144 -0,7816 -0,6295 -0,5662 -0,5869 -0,6784 -0,8174 -0,9752 -1,1290 -1,2691 -1,3940 -1,4923 -1,5378 -1,5081 -1,3915 -1,1746 -0,8399 -0,3868 0,1402 0,6419 0,9986 1,1327 1,0521 0,8297 0,5406 0,2205 -0,1252 -0,4972 -0,8904 -1,2942 -1,6978 -2,0941 -2,4740 -2,8167 -3,0933 -3,2795 -3,3591 -3,3253 -3,1889 -2,9870 -2,7733 -2,5999 -2,5035 -2,4951 -2,5522 -2,6228 -2,6483 -2,5942 -2,4654 -2,2987 -2,1477 -2,0661 -2,0869 -2,2019 -2,3516 -2,4434 -2,4058 -2,2396 -2,0145 -1,8146 -1,6906 -1,6554 -1,7007 -1,8008 -1,8983 -1,9072 -1,7493 -1,4024 -0,9232 -0,4271 -0,0353 0,1749 0,1875 0,0385 -0,1952 -0,4094 -0,5016 -0,4066 -0,1098 0,3709 1,0053 1,7554 2,5800 3,4463 4,3228 5,1582 5,8790 6,4175 6,7311 6,8012 6,6421 6,3187 5,9390 5,6135 5,4178 5,3778 5,4755 5,6691 5,9119 6,1561 6,3538 6,4714 6,5017 6,4546 6,3370 6,1458 5,8827 5,5697 5,2399 4,9215 4,6444 4,4466 4,3594 4,3966 4,5617 4,8431 5,1942 5,5371 5,7926 5,9083 5,8679 5,6861 5,3968 5,0424 4,6688 4,3315 4,1014 4,0430 4,1767 4,4570 4,7851 5,0447 5,1402 5,0264 4,7281 4,3293 3,9333 3,6183 3,4171 3,3127 3,2412 3,1151 2,8777 2,5500 2,2295 2,0422 2,0722 2,3052 2,6341 2,9270 3,0948 3,1150 3,0163 2,8446 2,6307 2,3762 2,0653 1,6910 1,2748 0,8585 0,4789 0,1557 -0,1011 -0,2849 -0,3930 -0,4289 -0,4062 -0,3495 -0,2884 -0,2442 -0,2304 -0,2645 -0,3637 -0,5262 -0,7198 -0,8899 -0,9771 -0,9374 -0,7663 -0,5183 -0,2972 -0,2134 -0,3322 -0,6440 -1,0644 -1,4611 -1,7150 -1,7883 -1,7320 -1,6288 -1,5402 -1,4937 -1,4899 -1,5113 -1,5245 -1,4869 -1,3736 -1,2037 -1,0360 -0,9338 -0,9371 -1,0568 -1,2806 -1,5733 -1,8734 -2,1042 -2,2084 -2,1813 -2,0695 -1,9365 -1,8231 -1,7324 -1,6372 -1,5006 -1,3008 -1,0474 -0,7788 -0,5524 -0,4347 -0,4741 -0,6639 -0,9332 -1,1830 -1,3355 -1,3622 -1,2861 -1,1621 -1,0456 -0,9693 -0,9377 -0,9320 -0,9229 -0,8934 -0,8480 -0,7985 -0,7463 -0,6867 -0,6302 -0,6118 -0,6792 -0,8664 -1,1755 -1,5802 -2,0359 -2,4825 -2,8561 -3,1128 -3,2418 -3,2660 -3,2296 -3,1647 -3,0705 -2,9336 -2,7609 -2,5815 -2,4195 -2,2812 -2,1700 -2,1035 -2,1087 -2,2050 -2,3929 -2,6500 -2,9337 -3,1889 -3,3610 -3,4159 -3,3582 -3,2328 -3,1041 -3,0203 -2,9754 -2,9117 -2,7734 -2,5529 -2,2839 -2,0096 -1,7622 -1,5620 -1,4259 -1,3722 -1,4152 -1,5569 -1,7839 -2,0726 -2,3957 -2,7225 -3,0123 -3,2104 -3,2660 -3,1733 -2,9903 -2,8044 -2,6803 -2,6354 -2,6418 -2,6474 -2,6106 -2,5235 -2,4111 -2,3173 -2,2779 -2,2859 -2,2820 -2,1911 -1,9758 -1,6648 -1,3367 -1,0854 -0,9943 -1,1213 -1,4794 -2,0201 -2,6412 -3,2237 -3,6675 -3,9088 -3,9274 -3,7463 -3,4225 -3,0301 -2,6375 -2,2886 -2,0016 -1,7764 -1,6009 -1,4609 -1,3436 -1,2290 -1,0892 -0,9061 -0,6907 -0,4840 -0,3384 -0,2963 -0,3798 -0,5861 -0,8854 -1,2270 -1,5620 -1,8606 -2,0983 -2,2368 -2,2326 -2,0680 -1,7737 -1,4193 -1,0788 -0,7997 -0,5994 -0,4816 -0,4558 -0,5400 -0,7445 -1,0517 -1,4113 -1,7614 -2,0537 -2,2616 -2,3736 -2,3939 -2,3458 -2,2585 -2,1367 -1,9464 -1,6429 -1,2138 -0,6941 -0,1412 0,3930 0,8640 1,2285 1,4591 1,5541 1,5211 1,3626 1,0863 0,7154 0,2837 -0,1636 -0,5680 -0,8691 -1,0302 -1,0493 -0,9425 -0,7223 -0,3917 0,0466 0,5754 1,1516 1,7126 2,1941 2,5490 2,7580 2,8310 2,7987 2,7016 2,5779 2,4445 2,2844 2,0577 1,7267 1,2722 0,7076 0,0830 -0,5326 -1,0716 -1,4800 -1,7287 -1,8208 -1,7873 -1,6776 -1,5475 -1,4415 -1,3818 -1,3718 -1,4069 -1,4741 -1,5475 -1,5867 -1,5447 -1,3813 -1,0826 -0,6805 -0,2512 0,1254 0,4135 0,6275 0,7996 0,9492 1,0737 1,1542 1,1691 1,1100 0,9875 0,8280 0,6651 0,5302 0,4351 0,3651 0,3024 0,2593 0,2793 0,4076 0,6604 1,0171 1,4356 1,8721 2,2857 2,6350 2,8838 3,0123 3,0246 2,9518 2,8424 2,7350 2,6403 2,5528 2,4768 2,4346 2,4573 2,5705 2,7757 3,0414 3,3112 3,5226 3,6264 3,5981 3,4430 3,1979 2,9219 2,6773 2,5084 2,4256 2,4049 2,4040 2,3833 2,3232 2,2270 2,1126 1,9978 1,8827 1,7444 1,5616 1,3470 1,1465 1,0021 0,9204 0,8740 0,8308 0,7861 0,7702 0,8266 0,9841 1,2419 1,5722 1,9337 2,2831 2,5719 2,7435 2,7529 2,5990 2,3332 2,0382 1,7975 1,6700 1,6694
