Fp1   0,1465 0,3568 0,5205 0,6499 0,7658 0,8788 0,9761 1,0237 0,9789 0,8069 0,5176 0,1954 -0,0305 -0,0645 0,1048 0,4153 0,7681 1,0528 1,1801 1,1317 0,9829 0,8555 0,8340 0,9121 1,0114 1,0482 0,9831 0,8252 0,6089 0,3669 0,1179 -0,1341 -0,4038 -0,7127 -1,0579 -1,3925 -1,6354 -1,7131 -1,6186 -1,4281 -1,2419 -1,1183 -1,0645 -1,0599 -1,0733 -1,0806 -1,0779 -1,0704 -1,0495 -0,9880 -0,8546 -0,6341 -0,3424 -0,0279 0,2370 0,3732 0,3249 0,0978 -0,2315 -0,5521 -0,7818 -0,9055 -0,9639 -1,0166 -1,1062 -1,2362 -1,3776 -1,4959 -1,5686 -1,5828 -1,5196 -1,3448 -1,0308 -0,5973 -0,1217 0,2922 0,5566 0,6225 0,4902 0,2235 -0,0593 -0,2380 -0,2523 -0,1304 0,0322 0,1355 0,1368 0,0607 -0,0357 -0,0863 -0,0236 0,1986 0,5730 1,0200 1,4091 1,6213 1,6033 1,3747 1,0006 0,5524 0,0706 -0,4434 -0,9991 -1,5885 -2,1822 -2,7415 -3,2358 -3,6409 -3,9166 -4,0086 -3,9015 -3,6561 -3,3783 -3,1563 -3,0224 -2,9471 -2,8688 -2,7417 -2,5494 -2,2814 -1,9267 -1,5044 -1,0846 -0,7617 -0,6073 -0,6463 -0,8524 -1,1518 -1,4432 -1,6385 -1,6911 -1,5823 -1,3028 -0,8673 -0,3374 0,1930 0,6402 0,9657 1,1791 1,3188 1,4347 1,5834 1,8107 2,1150 2,4353 2,6938 2,8539 2,9366 2,9829 3,0047 2,9823 2,9100 2,8256 2,7864 2,8272 2,9468 3,1312 3,3829 3,7219 4,1431 4,5803 4,9413 5,1879 5,3599 5,5174 5,6840 5,8516 6,0085 6,1402 6,2268 6,2745 6,3364 6,4754 6,7072 6,9782 7,1950 7,2750 7,1902 6,9869 6,7634 6,6138 6,5709 6,5921 6,6038 6,5660 6,5000 6,4577 6,4673 6,5145 6,5687 6,6052 6,5918 6,4838 6,2627 5,9670 5,6643 5,3995 5,1785 4,9922 4,8400 4,7251 4,6363 4,5381 4,3840 4,1454 3,8288 3,4630 3,0715 2,6578 2,2246 1,8046 1,4667 1,2926 1,3395 1,6032 2,0093 2,4421 2,7785 2,9201 2,8342 2,5768 2,2676 2,0325 1,9392 1,9638 2,0209 2,0303 1,9607 1,8273 1,6702 1,5380 1,4780 1,5301 1,7215 2,0491 2,4572 2,8517 3,1505 3,3198 3,3781 3,3816 3,3847 3,3935 3,3592 3,2154 2,9219 2,4941 2,0052 1,5521 1,2074 0,9970 0,9139 0,9242 0,9682 0,9917 0,9884 0,9996 1,0782 1,2514 1,5003 1,7652 1,9800 2,1061 2,1306 2,0432 1,8472 1,5872 1,3395 1,1719 1,1149 1,1502 1,2233 1,2776 1,2779 1,2163 1,1251 1,0812 1,1648 1,4001 1,7347 2,0755 2,3527 2,5601 2,7305 2,8780 2,9801 3,0113 2,9773 2,9135 2,8574 2,8365 2,8869 3,0511 3,3245 3,6183 3,8142 3,8607 3,8038 3,7395 3,7560 3,9137 4,2541 4,7999 5,5219 6,3131 7,0202 7,5165 7,7482 7,7249 7,4902 7,1154 6,6928 6,3001 5,9673 5,6832 5,4225 5,1578 4,8572 4,4988 4,0995 3,7270 3,4788 3,4443 3,6740 4,1616 4,8383 5,5837 6,2580 6,7450 6,9903 7,0106 6,8743 6,6807 6,5440 6,5624 6,7677 7,0939 7,4018 7,5497 7,4709 7,2072 6,8702 6,5619 6,3238 6,1454 6,0143 5,9576 6,0343 6,2837 6,6874 7,1700 7,6304 7,9849 8,2010 8,2976 8,3078 8,2346 8,0522 7,7500 7,3610 6,9508 6,5935 6,3429 6,2133 6,1925 6,2658 6,4191 6,6260 6,8420 7,0277 7,1854 7,3555 7,5693 7,8157 8,0416 8,1649 8,0961 7,7769 7,2209 6,5347 5,8864 5,4256 5,2097 5,2030 5,3338 5,5372 5,7586 5,9458 6,0515 6,0452 5,9340 5,7707 5,6288 5,5688 5,6248 5,8023 6,0806 6,4330 6,8469 7,3029 7,7358 8,0413 8,1311 7,9752 7,6000 7,0699 6,4815 5,9544 5,5941 5,4407 5,4440 5,4951 5,4938 5,4004 5,2390 5,0664 4,9495 4,9568 5,1376 5,4956 5,9929 6,5832 7,2300 7,8880 8,4715 8,8645 8,9745 8,7767 8,3245 7,7333 7,1464 6,6804 6,3774 6,2068 6,1113 6,0420 5,9754 5,9297 5,9445 6,0227 6,1133 6,1626 6,1552 6,1039 6,0298 5,9637 5,9415 5,9895 6,1196 6,3266 6,5838 6,8618 7,1526 7,4575 7,7601 8,0202 8,1953 8,2690 8,2695 8,2592 8,2904 8,3648 8,4328 8,4362 8,3514 8,1897 7,9599 7,6393 7,1805 6,5506 5,7720 4,9381 4,1878 3,6503 3,3911 3,3952 3,5925 3,8985 4,2350 4,5285 4,7086 4,7155 4,5138 4,1113 3,5719 3,0039 2,5297 2,2502 2,2129 2,3994 2,7432 3,1543 3,5383 3,8300 4,0228 4,1588 4,2949 4,4776 4,7224 4,9966 5,2233 5,3094 5,1902 4,8613 4,3731 3,7999 3,2100 2,6531 2,1677 1,7888 1,5342 1,3913 1,3267 1,3091 1,3254 1,3850 1,5112 1,7224 2,0029 2,2878 2,4851 2,5222 2,3796 2,0913 1,7185 1,3189 0,9307 0,5784 0,2929 0,1227 0,1236 0,3268 0,7151 1,2259 1,7679 2,2432 2,5796 2,7535 2,7786 2,6862 2,5261 2,3696 2,2879 2,3218 2,4705 2,7056 2,9874 3,2652 3,4750 3,5587 3,5002 3,3497 3,2073 3,1621 3,2352 3,3786 3,5183 3,5975 3,5964 3,5312 3,4284 3,2874 3,0747 2,7589 2,3449 1,8798 1,4397 1,1060 0,9356 0,9388 1,0791 1,2961 1,5358 1,7638 1,9630 2,1402 2,3382 2,6157 3,0014 3,4610 3,9054 4,2414 4,4225 4,4605 4,4037 4,3048 4,1912 4,0576 3,8769 3,6251 3,3141 2,9971 2,7261 2,5002 2,2651 1,9687 1,6085 1,2272 0,8905 0,6789
Fz    0,3542 0,2183 0,1604 0,1637 0,1936 0,2225 0,2411 0,2478 0,2369 0,1995 0,1392 0,0782 0,0430 0,0482 0,0970 0,1920 0,3370 0,5270 0,7411 0,9499 1,1266 1,2488 1,2964 1,2539 1,1176 0,9033 0,6439 0,3769 0,1332 -0,0695 -0,2237 -0,3237 -0,3645 -0,3513 -0,3061 -0,2641 -0,2586 -0,3074 -0,4157 -0,5853 -0,8056 -1,0428 -1,2442 -1,3587 -1,3587 -1,2491 -1,0603 -0,8357 -0,6206 -0,4456 -0,3155 -0,2190 -0,1511 -0,1246 -0,1643 -0,2915 -0,5082 -0,7823 -1,0486 -1,2366 -1,3062 -1,2566 -1,1065 -0,8770 -0,5925 -0,2831 0,0220 0,3034 0,5552 0,7762 0,9617 1,1067 1,2102 1,2708 1,2850 1,2608 1,2283 1,2254 1,2754 1,3879 1,5721 1,8376 2,1804 2,5695 2,9444 3,2309 3,3733 3,3620 3,2404 3,0874 2,9821 2,9662 3,0275 3,1035 3,1114 2,9903 2,7269 2,3500 1,9145 1,4860 1,1211 0,8481 0,6623 0,5398 0,4482 0,3475 0,1923 -0,0548 -0,4044 -0,8220 -1,2291 -1,5370 -1,6921 -1,7022 -1,6289 -1,5502 -1,5175 -1,5388 -1,5921 -1,6426 -1,6562 -1,6154 -1,5333 -1,4479 -1,3883 -1,3514 -1,3105 -1,2293 -1,0636 -0,7775 -0,3670 0,1423 0,7202 1,3492 2,0220 2,7297 3,4532 4,1675 4,8532 5,5059 6,1336 6,7417 7,3165 7,8244 8,2301 8,5133 8,6727 8,7248 8,6997 8,6407 8,6106 8,6750 8,8669 9,1687 9,5276 9,8774 10,1559 10,3216 10,3672 10,3170 10,2095 10,0772 9,9440 9,8311 9,7552 9,7211 9,7202 9,7320 9,7319 9,7081 9,6759 9,6760 9,7510 9,9141 10,1363 10,3582 10,5168 10,5744 10,5299 10,4088 10,2473 10,0664 9,8555 9,5880 9,2542 8,8745 8,4886 8,1377 7,8484 7,6271 7,4671 7,3550 7,2714 7,1923 7,0957 6,9644 6,7872 6,5664 6,3276 6,1105 5,9435 5,8285 5,7501 5,6898 5,6312 5,5607 5,4688 5,3508 5,2095 5,0569 4,9122 4,7968 4,7322 4,7318 4,7906 4,8843 4,9861 5,0878 5,2068 5,3667 5,5786 5,8406 6,1428 6,4606 6,7524 6,9715 7,0842 7,0765 6,9493 6,7217 6,4412 6,1738 5,9694 5,8402 5,7663 5,7091 5,6223 5,4678 5,2352 4,9498 4,6568 4,3913 4,1617 3,9571 3,7626 3,5720 3,3888 3,2148 3,0397 2,8533 2,6635 2,4947 2,3617 2,2493 2,1181 1,9343 1,6923 1,4150 1,1389 0,9009 0,7314 0,6464 0,6353 0,6593 0,6713 0,6468 0,5959 0,5458 0,5181 0,5223 0,5603 0,6307 0,7317 0,8659 1,0450 1,2866 1,5991 1,9667 2,3424 2,6600 2,8677 2,9618 2,9862 3,0012 3,0503 3,1468 3,2820 3,4373 3,5914 3,7231 3,8190 3,8757 3,8895 3,8498 3,7531 3,6287 3,5414 3,5606 3,7230 4,0189 4,4022 4,8099 5,1824 5,4716 5,6388 5,6662 5,5765 5,4276 5,2817 5,1789 5,1363 5,1569 5,2280 5,3186 5,3940 5,4400 5,4723 5,5262 5,6335 5,8004 6,0016 6,1949 6,3415 6,4141 6,3953 6,2796 6,0846 5,8592 5,6741 5,5894 5,6244 5,7565 5,9436 6,1489 6,3525 6,5465 6,7295 6,9066 7,0848 7,2630 7,4290 7,5629 7,6461 7,6730 7,6519 7,5972 7,5239 7,4438 7,3588 7,2621 7,1497 7,0300 6,9173 6,8173 6,7247 6,6281 6,5142 6,3736 6,2093 6,0389 5,8918 5,7995 5,7809 5,8359 5,9530 6,1132 6,2855 6,4275 6,4999 6,4846 6,3918 6,2503 6,0902 5,9407 5,8398 5,8245 5,9019 6,0397 6,1913 6,3274 6,4454 6,5552 6,6606 6,7584 6,8500 6,9414 7,0321 7,1101 7,1572 7,1586 7,1185 7,0716 7,0698 7,1490 7,3093 7,5258 7,7674 8,0106 8,2359 8,4162 8,5173 8,5229 8,4540 8,3600 8,2853 8,2443 8,2312 8,2414 8,2740 8,3241 8,3784 8,4168 8,4183 8,3698 8,2723 8,1373 7,9815 7,8327 7,7313 7,7133 7,7889 7,9373 8,1162 8,2804 8,3993 8,4669 8,4944 8,4982 8,4949 8,5008 8,5279 8,5732 8,6136 8,6182 8,5706 8,4805 8,3721 8,2602 8,1325 7,9520 7,6835 7,3260 6,9240 6,5525 6,2922 6,2006 6,2836 6,4878 6,7285 6,9368 7,0848 7,1752 7,2234 7,2486 7,2607 7,2547 7,2225 7,1678 7,1049 7,0488 7,0087 6,9840 6,9638 6,9327 6,8824 6,8171 6,7440 6,6562 6,5284 6,3288 6,0459 5,7066 5,3681 5,0856 4,8829 4,7463 4,6423 4,5388 4,4157 4,2652 4,0912 3,9041 3,7079 3,4998 3,2842 3,0804 2,9138 2,8007 2,7444 2,7435 2,7967 2,8937 3,0088 3,1129 3,1944 3,2626 3,3374 3,4409 3,5841 3,7468 3,8748 3,9076 3,8140 3,6105 3,3527 3,1059 2,9156 2,7940 2,7259 2,6830 2,6400 2,5888 2,5436 2,5299 2,5627 2,6335 2,7162 2,7774 2,7904 2,7458 2,6432 2,4728 2,2143 1,8561 1,4142 0,9379 0,4970 0,1561 -0,0456 -0,0971 -0,0147 0,1613 0,3831 0,6155 0,8408 1,0498 1,2415 1,4288 1,6274 1,8370 2,0390 2,2096 2,3312 2,3973 2,4137 2,3942 2,3548 2,3139 2,2931 2,3132 2,3921 2,5392 2,7407 2,9524 3,1162 3,1862 3,1473 3,0189 2,8484 2,6936 2,5929 2,5440 2,5117 2,4591 2,3741 2,2690 2,1649 2,0794 2,0213 1,9870 1,9641 1,9413 1,9160 1,8881 1,8510 1,7939 1,7133 1,6211 1,5449 1,5186 1,5666 1,6923 1,8781 2,0955 2,3212 2,5450 2,7616 2,9587 3,1170 3,2269 3,3016 3,3616 3,4042 3,3950 3,2968 3,1053 2,8563 2,6098 2,4279 2,3520
F3    0,7993 0,9883 1,2261 1,4331 1,5530 1,5591 1,4459 1,2162 0,8747 0,4454 -0,0008 -0,3624 -0,5657 -0,5986 -0,4983 -0,3243 -0,1329 0,0411 0,1860 0,3026 0,3933 0,4611 0,5204 0,5884 0,6529 0,6671 0,5840 0,3897 0,1139 -0,1757 -0,3913 -0,4597 -0,3564 -0,1197 0,1535 0,3404 0,3543 0,1934 -0,0849 -0,4302 -0,8173 -1,2105 -1,5440 -1,7484 -1,7890 -1,6765 -1,4555 -1,1836 -0,9085 -0,6491 -0,3956 -0,1403 0,0867 0,2188 0,1951 -0,0030 -0,3408 -0,7375 -1,0892 -1,3129 -1,3836 -1,3193 -1,1344 -0,8245 -0,3995 0,0867 0,5535 0,9347 1,2054 1,3819 1,4990 1,5775 1,6085 1,5712 1,4660 1,3324 1,2415 1,2662 1,4447 1,7621 2,1627 2,5786 2,9542 3,2644 3,5090 3,6834 3,7602 3,7116 3,5560 3,3762 3,2731 3,2933 3,3978 3,4920 3,4888 3,3555 3,1167 2,8199 2,5045 2,1935 1,8933 1,5882 1,2456 0,8369 0,3605 -0,1514 -0,6429 -1,0638 -1,3986 -1,6538 -1,8113 -1,8183 -1,6355 -1,2815 -0,8317 -0,3871 -0,0387 0,1573 0,1863 0,0736 -0,1171 -0,2948 -0,3839 -0,3700 -0,2947 -0,2115 -0,1611 -0,1687 -0,2394 -0,3532 -0,4724 -0,5536 -0,5550 -0,4378 -0,1623 0,3086 0,9871 1,8375 2,7766 3,7045 4,5428 5,2486 5,8046 6,2145 6,5112 6,7502 6,9827 7,2396 7,5280 7,8349 8,1453 8,4560 8,7620 9,0409 9,2588 9,3793 9,3724 9,2348 9,0028 8,7404 8,5121 8,3547 8,2652 8,2180 8,1957 8,1925 8,1859 8,1309 8,0060 7,8601 7,8047 7,9524 8,3436 8,9128 9,5235 10,0345 10,3504 10,4384 10,3173 10,0357 9,6541 9,2247 8,7769 8,3203 7,8622 7,4217 7,0332 6,7361 6,5573 6,4987 6,5416 6,6611 6,8311 7,0234 7,1976 7,2881 7,2276 7,0002 6,6625 6,3079 6,0156 5,8223 5,7142 5,6316 5,4938 5,2422 4,8767 4,4589 4,0837 3,8443 3,8007 3,9563 4,2489 4,5724 4,8183 4,9106 4,8266 4,6054 4,3380 4,1302 4,0588 4,1538 4,4085 4,7908 5,2501 5,7257 6,1579 6,4897 6,6637 6,6370 6,4131 6,0513 5,6328 5,2141 4,8112 4,4227 4,0509 3,6987 3,3639 3,0604 2,8357 2,7487 2,8271 3,0528 3,3794 3,7432 4,0695 4,2956 4,4008 4,4102 4,3729 4,3338 4,3157 4,3110 4,2803 4,1644 3,9114 3,5009 2,9572 2,3499 1,7749 1,3204 1,0413 0,9511 1,0236 1,1978 1,3867 1,5037 1,4986 1,3839 1,2316 1,1474 1,2286 1,5257 2,0232 2,6423 3,2670 3,7813 4,0931 4,1401 3,9032 3,4369 2,8688 2,3505 1,9949 1,8400 1,8537 1,9704 2,1339 2,3176 2,5162 2,7234 2,9235 3,1022 3,2674 3,4647 3,7658 4,2247 4,8332 5,5066 6,1096 6,5137 6,6499 6,5191 6,1671 5,6659 5,1116 4,6031 4,2048 3,9317 3,7664 3,6830 3,6636 3,7090 3,8446 4,1088 4,5269 5,0877 5,7303 6,3455 6,8086 7,0349 7,0104 6,7715 6,3659 5,8442 5,2782 4,7618 4,3781 4,1645 4,1137 4,2029 4,4131 4,7235 5,1035 5,5151 5,9219 6,2974 6,6286 6,9172 7,1823 7,4455 7,7018 7,9243 8,1028 8,2471 8,3451 8,3361 8,1495 7,7762 7,2961 6,8301 6,4664 6,2290 6,0975 6,0345 6,0018 5,9753 5,9498 5,9307 5,9260 5,9337 5,9291 5,8812 5,7850 5,6640 5,5518 5,4827 5,4810 5,5395 5,6182 5,6722 5,6778 5,6392 5,5870 5,5692 5,6297 5,7917 6,0663 6,4568 6,9458 7,4850 7,9980 8,3932 8,5923 8,5675 8,3598 8,0613 7,7648 7,5194 7,3344 7,2175 7,1890 7,2529 7,3742 7,4935 7,5548 7,5152 7,3425 7,0294 6,6208 6,2195 5,9531 5,9228 6,1573 6,5943 7,1095 7,5741 7,9000 8,0606 8,0832 8,0251 7,9425 7,8612 7,7670 7,6254 7,4156 7,1587 6,9167 6,7591 6,7222 6,7849 6,8828 6,9574 6,9988 7,0388 7,1157 7,2482 7,4290 7,6262 7,7919 7,8790 7,8496 7,6758 7,3565 6,9385 6,4964 6,0880 5,7335 5,4323 5,1936 5,0465 5,0187 5,1163 5,3238 5,6097 5,9337 6,2482 6,5010 6,6548 6,7071 6,6858 6,6259 6,5497 6,4588 6,3385 6,1626 5,8981 5,5163 5,0138 4,4401 3,8955 3,4845 3,2708 3,2659 3,4449 3,7642 4,1681 4,5895 4,9623 5,2378 5,3901 5,4105 5,2974 5,0406 4,6250 4,0644 3,4203 2,7778 2,2126 1,7729 1,4572 1,1972 0,8928 0,4889 0,0278 -0,3705 -0,5773 -0,5167 -0,1803 0,3915 1,1278 1,9359 2,7103 3,3478 3,7666 3,9268 3,8438 3,5811 3,2195 2,8273 2,4444 2,0862 1,7657 1,5079 1,3302 1,2222 1,1509 1,0728 0,9482 0,7645 0,5479 0,3572 0,2699 0,3486 0,5937 0,9240 1,2148 1,3599 1,3109 1,0816 0,7242 0,3005 -0,1285 -0,4934 -0,7180 -0,7455 -0,5721 -0,2491 0,1424 0,5064 0,7390 0,7604 0,5588 0,1931 -0,2483 -0,6803 -1,0277 -1,2352 -1,2766 -1,1561 -0,9082 -0,5950 -0,2857 -0,0268 0,1761 0,3523 0,5440 0,7920 1,1255 1,5418 1,9948 2,4076 2,6999 2,8153 2,7381 2,4944 2,1327 1,6995 1,2292 0,7490 0,2905 -0,1101 -0,4162 -0,5891 -0,5950 -0,4291 -0,1292 0,2445 0,6420 1,0340 1,3949 1,6905 1,8872 1,9628 1,9059 1,7093 1,3719 0,9161 0,4005 -0,1035 -0,5508 -0,9309 -1,2425 -1,4726 -1,5944 -1,5700 -1,3558 -0,9240 -0,2940 0,4542 1,2001 1,8229 2,2393 2,4233 2,4006 2,2292 1,9842 1,7389 1,5332
F7    0,4208 0,2799 0,1613 0,0788 0,0471 0,0777 0,1696 0,3042 0,4492 0,5662 0,6267 0,6313 0,6072 0,5865 0,5878 0,6158 0,6650 0,7183 0,7542 0,7688 0,7860 0,8328 0,9057 0,9669 0,9707 0,8923 0,7336 0,5150 0,2634 0,0006 -0,2606 -0,5122 -0,7511 -0,9787 -1,1865 -1,3413 -1,3932 -1,3114 -1,1205 -0,8963 -0,7158 -0,6115 -0,5712 -0,5655 -0,5717 -0,5821 -0,5995 -0,6282 -0,6689 -0,7172 -0,7639 -0,7967 -0,8014 -0,7669 -0,6974 -0,6123 -0,5287 -0,4471 -0,3553 -0,2432 -0,1148 0,0131 0,1222 0,1981 0,2326 0,2280 0,1953 0,1455 0,0881 0,0371 0,0125 0,0395 0,1369 0,2998 0,4941 0,6758 0,8177 0,9188 0,9949 1,0729 1,1856 1,3557 1,5743 1,7954 1,9542 2,0008 1,9266 1,7644 1,5674 1,3861 1,2545 1,1826 1,1545 1,1298 1,0565 0,9015 0,6778 0,4386 0,2429 0,1235 0,0751 0,0654 0,0568 0,0238 -0,0455 -0,1558 -0,3086 -0,4983 -0,7011 -0,8773 -0,9971 -1,0592 -1,0819 -1,0866 -1,0928 -1,1093 -1,1242 -1,1157 -1,0738 -1,0058 -0,9301 -0,8721 -0,8573 -0,8956 -0,9682 -1,0348 -1,0521 -0,9848 -0,8058 -0,5057 -0,0976 0,3935 0,9394 1,5003 2,0220 2,4532 2,7661 2,9661 3,0822 3,1513 3,2138 3,3146 3,4907 3,7538 4,0845 4,4476 4,8135 5,1714 5,5179 5,8354 6,0922 6,2651 6,3591 6,4051 6,4404 6,4875 6,5482 6,6142 6,6806 6,7435 6,7905 6,8066 6,7949 6,7810 6,7885 6,8153 6,8381 6,8317 6,7787 6,6732 6,5340 6,4109 6,3641 6,4244 6,5706 6,7426 6,8769 6,9432 6,9558 6,9547 6,9734 7,0101 7,0225 6,9599 6,8073 6,5985 6,3889 6,2151 6,0786 5,9636 5,8616 5,7727 5,6912 5,6034 5,4985 5,3746 5,2367 5,0924 4,9494 4,8149 4,6909 4,5725 4,4507 4,3182 4,1735 4,0247 3,8866 3,7635 3,6427 3,5150 3,3989 3,3374 3,3712 3,5132 3,7386 3,9949 4,2271 4,3972 4,4864 4,4933 4,4327 4,3352 4,2392 4,1719 4,1356 4,1129 4,0829 4,0296 3,9389 3,8026 3,6321 3,4645 3,3473 3,3145 3,3663 3,4648 3,5557 3,6028 3,6022 3,5733 3,5400 3,5079 3,4535 3,3406 3,1482 2,8872 2,5999 2,3426 2,1602 2,0665 2,0437 2,0567 2,0675 2,0407 1,9554 1,8207 1,6772 1,5768 1,5525 1,5980 1,6741 1,7354 1,7528 1,7116 1,5995 1,4124 1,1697 0,9114 0,6790 0,4979 0,3731 0,2944 0,2510 0,2455 0,2985 0,4421 0,7019 1,0762 1,5235 1,9730 2,3558 2,6348 2,8110 2,9059 2,9397 2,9253 2,8764 2,8101 2,7408 2,6751 2,6226 2,6052 2,6445 2,7317 2,8228 2,8780 2,9048 2,9509 3,0577 3,2286 3,4387 3,6638 3,8927 4,1119 4,2877 4,3790 4,3649 4,2538 4,0684 3,8350 3,5912 3,3893 3,2724 3,2508 3,3030 3,3916 3,4782 3,5345 3,5489 3,5265 3,4847 3,4473 3,4386 3,4788 3,5762 3,7163 3,8633 3,9807 4,0514 4,0820 4,0960 4,1238 4,1899 4,3029 4,4504 4,5989 4,7037 4,7291 4,6629 4,5170 4,3208 4,1076 3,9049 3,7305 3,5928 3,5005 3,4754 3,5492 3,7387 4,0250 4,3557 4,6671 4,9054 5,0330 5,0329 4,9120 4,6912 4,3963 4,0583 3,7189 3,4296 3,2411 3,1823 3,2503 3,4227 3,6703 3,9540 4,2189 4,4064 4,4838 4,4676 4,4111 4,3606 4,3281 4,2965 4,2360 4,1147 3,9121 3,6357 3,3284 3,0569 2,8778 2,8136 2,8586 2,9999 3,2221 3,4975 3,7825 4,0236 4,1713 4,2038 4,1422 4,0380 3,9420 3,8870 3,8878 3,9498 4,0781 4,2724 4,5078 4,7247 4,8507 4,8393 4,6898 4,4336 4,1136 3,7859 3,5248 3,4031 3,4525 3,6381 3,8727 4,0621 4,1516 4,1376 4,0451 3,9058 3,7540 3,6262 3,5586 3,5868 3,7409 4,0235 4,3901 4,7575 5,0359 5,1607 5,1088 4,9031 4,6053 4,2911 4,0225 3,8323 3,7233 3,6776 3,6677 3,6701 3,6733 3,6672 3,6300 3,5388 3,3960 3,2312 3,0771 2,9548 2,8773 2,8551 2,8965 3,0039 3,1659 3,3574 3,5513 3,7268 3,8614 3,9244 3,8921 3,7659 3,5725 3,3607 3,1919 3,1091 3,1058 3,1311 3,1277 3,0694 2,9688 2,8505 2,7161 2,5353 2,2735 1,9342 1,5743 1,2771 1,1053 1,0751 1,1601 1,3129 1,4855 1,6393 1,7451 1,7828 1,7432 1,6281 1,4495 1,2277 0,9864 0,7543 0,5676 0,4574 0,4303 0,4621 0,5068 0,5136 0,4570 0,3619 0,2897 0,2943 0,3909 0,5508 0,7169 0,8304 0,8558 0,7882 0,6469 0,4625 0,2672 0,0885 -0,0545 -0,1516 -0,2014 -0,2122 -0,2035 -0,1977 -0,2063 -0,2233 -0,2309 -0,2106 -0,1558 -0,0769 0,0059 0,0752 0,1220 0,1436 0,1407 0,1150 0,0677 0,0017 -0,0723 -0,1338 -0,1597 -0,1387 -0,0764 0,0155 0,1297 0,2560 0,3715 0,4478 0,4657 0,4191 0,3146 0,1759 0,0392 -0,0610 -0,1047 -0,0860 -0,0059 0,1291 0,2983 0,4635 0,5884 0,6641 0,7155 0,7818 0,8892 1,0378 1,2059 1,3627 1,4814 1,5484 1,5670 1,5476 1,4914 1,3852 1,2181 0,9969 0,7435 0,4853 0,2537 0,0841 0,0015 0,0025 0,0595 0,1402 0,2226 0,2945 0,3557 0,4208 0,5091 0,6277 0,7655 0,9004 1,0172 1,1143 1,1962 1,2621 1,3006 1,2894 1,2065 1,0456 0,8247 0,5884 0,3922 0,2695 0,2124 0,1859 0,1590 0,1169 0,0580 -0,0045 -0,0387
