Fp1   -1,4426 -0,7918 -0,3488 -0,1288 -0,0760 -0,0790 -0,0111 0,2251 0,6528 1,1928 1,7073 2,0874 2,2886 2,3258 2,2692 2,1961 2,1252 2,0257 1,8649 1,6228 1,2899 0,8740 0,4080 -0,0457 -0,4116 -0,6426 -0,7575 -0,8205 -0,8742 -0,9362 -1,0534 -1,2775 -1,5708 -1,8097 -1,8885 -1,7795 -1,5137 -1,1494 -0,7590 -0,4174 -0,1850 -0,0924 -0,1287 -0,2382 -0,3526 -0,4465 -0,5453 -0,6775 -0,8481 -1,0563 -1,3156 -1,6514 -2,0771 -2,5501 -2,9538 -3,1599 -3,1143 -2,8452 -2,4115 -1,8763 -1,3123 -0,7952 -0,3884 -0,1475 -0,1177 -0,2881 -0,5676 -0,8368 -1,0136 -1,0683 -1,0122 -0,8858 -0,7408 -0,6153 -0,5165 -0,4128 -0,2346 0,0945 0,6045 1,2585 1,9797 2,6765 3,2424 3,5713 3,6018 3,3532 2,9159 2,4034 1,9104 1,4961 1,1781 0,9348 0,7332 0,5688 0,4625 0,4263 0,4678 0,6197 0,9177 1,3407 1,7817 2,0751 2,0792 1,7660 1,2366 0,6475 0,1199 -0,3062 -0,6633 -1,0154 -1,4083 -1,8335 -2,2258 -2,4876 -2,5288 -2,3129 -1,8858 -1,3479 -0,7863 -0,2457 0,2447 0,6636 1,0357 1,4498 2,0061 2,7400 3,6055 4,5249 5,4390 6,3210 7,1654 7,9588 8,6510 9,1553 9,3804 9,2859 8,9458 8,5617 8,3635 8,4673 8,8262 9,3060 9,7920 10,2435 10,6816 11,1404 11,6195 12,0634 12,3869 12,5264 12,4561 12,1682 11,6740 11,0227 10,2905 9,5553 8,8943 8,3903 8,1050 8,0324 8,0751 8,0721 7,8818 7,4701 6,9178 6,3451 5,8443 5,4682 5,2288 5,0902 4,9896 4,8768 4,7227 4,4979 4,1665 3,7146 3,1841 2,6631 2,2193 1,8523 1,5208 1,1972 0,8762 0,5434 0,1625 -0,2952 -0,8211 -1,3828 -1,9542 -2,5123 -3,0068 -3,3534 -3,4836 -3,4023 -3,1751 -2,8749 -2,5641 -2,2977 -2,0979 -1,9324 -1,7384 -1,4739 -1,1592 -0,8731 -0,6975 -0,6593 -0,7226 -0,8236 -0,9116 -0,9737 -1,0370 -1,1479 -1,3360 -1,5923 -1,8850 -2,1832 -2,4599 -2,6850 -2,8352 -2,9045 -2,8832 -2,7404 -2,4490 -2,0252 -1,5292 -1,0338 -0,5976 -0,2696 -0,1145 -0,2025 -0,5531 -1,0956 -1,7053 -2,2737 -2,7490 -3,1367 -3,4700 -3,7557 -3,9451 -3,9703 -3,8031 -3,4661 -2,9986 -2,4365 -1,8226 -1,2154 -0,6810 -0,2859 -0,0945 -0,1586 -0,4866 -1,0059 -1,5733 -2,0409 -2,3229 -2,4158 -2,3720 -2,2602 -2,1452 -2,0865 -2,1310 -2,2943 -2,5575 -2,8767 -3,1833 -3,3920 -3,4338 -3,2782 -2,9327 -2,4359 -1,8551 -1,2872 -0,8419 -0,5857 -0,4945 -0,4787 -0,4607 -0,4233 -0,3939 -0,4140 -0,5315 -0,7794 -1,1379 -1,5271 -1,8337 -1,9498 -1,8182 -1,4603 -0,9669 -0,4522 -0,0006 0,3569 0,6284 0,8293 0,9542 0,9861 0,9383 0,8647 0,8115 0,7673 0,6657 0,4257 -0,0145 -0,6714 -1,4863 -2,3162 -2,9800 -3,3305 -3,2958 -2,8971 -2,2560 -1,5649 -1,0076 -0,6898 -0,6367 -0,8246 -1,1802 -1,5833 -1,9123 -2,0875 -2,0722 -1,8667 -1,5147 -1,0961 -0,6935 -0,3617 -0,1341 -0,0405 -0,1017 -0,3055 -0,5922 -0,8687 -1,0458 -1,0672 -0,9155 -0,6142 -0,2231 0,1848 0,5500 0,8481 1,1026 1,3693 1,6969 2,0958 2,5287 2,9269 3,2227 3,3759 3,3834 3,2880 3,1765 3,1501 3,2749 3,5394 3,8558 4,1200 4,2798 4,3401 4,3268 4,2883 4,3129 4,4987 4,9088 5,5521 6,3751 7,2730 8,1275 8,8359 9,3051 9,4493 9,2202 8,6483 7,8512 7,0028 6,2786 5,8003 5,5996 5,5983 5,6241 5,4979 5,1303 4,5427 3,8293 3,1146 2,5133 2,0913 1,8480 1,7353 1,6999 1,7167 1,7962 1,9706 2,2695 2,7021 3,2578 3,9153 4,6382 5,3760 6,0794 6,7058 7,2124 7,5598 7,7281 7,7278 7,6008 7,4184 7,2732 7,2414 7,3287 7,4592 7,5192 7,4154 7,1200 6,6854 6,2224 5,8599 5,7025 5,8048 6,1736 6,7740 7,5332 8,3468 9,0889 9,6348 9,9015 9,8772 9,6292 9,2911 9,0126 8,8923 8,9427 9,1158 9,3569 9,6294 9,8991 10,1274 10,2882 10,3805 10,4247 10,4480 10,4580 10,4202 10,2744 9,9744 9,5120 8,9166 8,2358 7,5251 6,8559 6,3106 5,9566 5,8314 5,9391 6,2386 6,6452 7,0685 7,4476 7,7542 7,9724 8,0777 8,0520 7,9191 7,7377 7,5538 7,3737 7,1784 6,9593 6,7349 6,5292 6,3461 6,1640 5,9388 5,6243 5,2094 4,7431 4,3145 4,0106 3,8973 4,0196 4,3892 4,9659 5,6629 6,3691 6,9740 7,3957 7,5946 7,5709 7,3687 7,0689 6,7473 6,4520 6,2174 6,0634 5,9761 5,9106 5,8165 5,6718 5,5165 5,4541 5,5998 6,0204 6,7154 7,6218 8,6226 9,5683 10,3128 10,7631 10,9238 10,9049 10,8640 10,9073 11,0404 11,2114 11,3724 11,4869 11,5095 11,3766 11,0217 10,4089 9,5679 8,6004 7,6549 6,8801 6,3825 6,2125 6,3683 6,7976 7,3959 8,0268 8,5617 8,9010 8,9751 8,7574 8,2861 7,6678 7,0531 6,5877 6,3602 6,3753 6,5843 6,9357 7,3845 7,8694 8,3084 8,6010 8,6288 8,2928 7,5747 6,5533 5,3689 4,1783 3,1231 2,3043 1,7538 1,4359 1,2849 1,2265 1,1724 1,0339 0,7625 0,3689 -0,0987 -0,5895 -1,0693 -1,5105 -1,8725 -2,1188 -2,2560 -2,3278 -2,3711 -2,3850 -2,3222 -2,1099 -1,6994 -1,1105 -0,4290 0,2435 0,8453 1,3647 1,8027 2,1324 2,3009 2,2680 2,0267 1,5898 0,9809 0,2413 -0,5688 -1,3761 -2,0835 -2,5689 -2,7351 -2,5560 -2,0637 -1,3165 -0,3984 0,5719 1,4521 2,1119 2,4756
Fz    -0,9831 -0,4807 -0,0010 0,4505 0,8624 1,2190 1,5054 1,7192 1,8768 2,0016 2,1070 2,1927 2,2468 2,2576 2,2297 2,1786 2,1068 1,9998 1,8458 1,6474 1,4187 1,1791 0,9506 0,7594 0,6292 0,5654 0,5445 0,5304 0,4994 0,4322 0,2936 0,0522 -0,2824 -0,6650 -1,0482 -1,4001 -1,7060 -1,9599 -2,1534 -2,2763 -2,3314 -2,3423 -2,3402 -2,3450 -2,3664 -2,4202 -2,5268 -2,6897 -2,8882 -3,0954 -3,2952 -3,4820 -3,6486 -3,7691 -3,7982 -3,7005 -3,4781 -3,1605 -2,7767 -2,3462 -1,8877 -1,4271 -0,9976 -0,6385 -0,3867 -0,2561 -0,2237 -0,2446 -0,2732 -0,2751 -0,2351 -0,1606 -0,0690 0,0348 0,1696 0,3690 0,6663 1,0794 1,6010 2,1973 2,8185 3,4095 3,9114 4,2662 4,4361 4,4195 4,2450 3,9532 3,5880 3,1927 2,8011 2,4316 2,0951 1,8077 1,5842 1,4251 1,3204 1,2634 1,2473 1,2555 1,2561 1,2022 1,0514 0,8002 0,5002 0,2365 0,0860 0,0850 0,2227 0,4567 0,7362 1,0199 1,2836 1,5225 1,7449 1,9498 2,1133 2,2047 2,2195 2,1898 2,1575 2,1533 2,2042 2,3455 2,6091 2,9997 3,4918 4,0551 4,6803 5,3737 6,1330 6,9286 7,7010 8,3732 8,8758 9,1759 9,3056 9,3630 9,4642 9,6721 9,9672 10,2796 10,5453 10,7372 10,8607 10,9315 10,9568 10,9294 10,8372 10,6796 10,4658 10,2028 9,9007 9,5842 9,2845 9,0273 8,8371 8,7430 8,7615 8,8659 8,9815 9,0153 8,9044 8,6489 8,3059 7,9526 7,6515 7,4377 7,3191 7,2809 7,2962 7,3363 7,3694 7,3553 7,2485 7,0167 6,6629 6,2256 5,7498 5,2621 4,7773 4,3173 3,9061 3,5518 3,2369 2,9273 2,5897 2,2080 1,7880 1,3569 0,9576 0,6329 0,4053 0,2690 0,2058 0,2025 0,2510 0,3399 0,4565 0,5975 0,7720 0,9904 1,2440 1,5003 1,7229 1,8959 2,0242 2,1165 2,1703 2,1664 2,0767 1,8878 1,6232 1,3375 1,0849 0,8986 0,7937 0,7733 0,8238 0,9150 1,0181 1,1272 1,2584 1,4260 1,6254 1,8381 2,0447 2,2273 2,3643 2,4299 2,4066 2,2941 2,1009 1,8334 1,4994 1,1156 0,7044 0,2932 -0,0818 -0,3877 -0,6164 -0,7840 -0,9091 -0,9997 -1,0586 -1,0900 -1,1037 -1,1196 -1,1657 -1,2649 -1,4157 -1,5806 -1,7022 -1,7399 -1,6938 -1,5964 -1,4856 -1,3895 -1,3291 -1,3231 -1,3791 -1,4820 -1,5949 -1,6670 -1,6438 -1,4838 -1,1767 -0,7473 -0,2399 0,2958 0,8069 1,2351 1,5239 1,6449 1,6185 1,5003 1,3431 1,1727 0,9912 0,7861 0,5368 0,2370 -0,0902 -0,4028 -0,6563 -0,8081 -0,8287 -0,7170 -0,5042 -0,2385 0,0362 0,2898 0,5054 0,6736 0,7849 0,8326 0,8227 0,7720 0,6864 0,5462 0,3201 -0,0132 -0,4540 -0,9751 -1,5185 -2,0029 -2,3474 -2,4984 -2,4443 -2,2172 -1,8836 -1,5235 -1,2024 -0,9521 -0,7735 -0,6581 -0,5920 -0,5472 -0,4899 -0,4006 -0,2810 -0,1504 -0,0429 0,0020 -0,0458 -0,1965 -0,4435 -0,7723 -1,1629 -1,5829 -1,9814 -2,2957 -2,4721 -2,4850 -2,3427 -2,0807 -1,7512 -1,4073 -1,0865 -0,8006 -0,5386 -0,2801 -0,0112 0,2710 0,5572 0,8247 1,0489 1,2229 1,3648 1,5079 1,6882 1,9356 2,2680 2,6805 3,1356 3,5804 3,9839 4,3498 4,6984 5,0574 5,4640 5,9531 6,5367 7,1914 7,8585 8,4655 8,9568 9,3017 9,4748 9,4517 9,2339 8,8645 8,4141 7,9555 7,5472 7,2246 6,9903 6,7991 6,5632 6,2013 5,6929 5,0815 4,4343 3,8078 3,2427 2,7689 2,4020 2,1393 1,9698 1,8845 1,8736 1,9184 1,9920 2,0704 2,1484 2,2442 2,3858 2,5931 2,8710 3,2059 3,5669 3,9142 4,2131 4,4506 4,6420 4,8190 5,0114 5,2294 5,4507 5,6274 5,7026 5,6303 5,3966 5,0382 4,6404 4,3088 4,1291 4,1468 4,3783 4,8185 5,4265 6,1173 6,7779 7,3006 7,6166 7,7185 7,6627 7,5453 7,4560 7,4389 7,4868 7,5684 7,6629 7,7690 7,8875 8,0098 8,1237 8,2210 8,2957 8,3386 8,3354 8,2642 8,1049 7,8588 7,5526 7,2201 6,8823 6,5471 6,2266 5,9469 5,7382 5,6166 5,5766 5,5909 5,6175 5,6136 5,5510 5,4217 5,2327 4,9944 4,7174 4,4176 4,1137 3,8172 3,5316 3,2556 2,9892 2,7404 2,5225 2,3411 2,1842 2,0241 1,8297 1,5833 1,2909 0,9771 0,6752 0,4277 0,2823 0,2734 0,4068 0,6630 1,0088 1,4078 1,8269 2,2370 2,6121 2,9371 3,2120 3,4428 3,6365 3,8060 3,9661 4,1191 4,2459 4,3140 4,3028 4,2327 4,1686 4,1855 4,3303 4,6138 5,0216 5,5148 6,0310 6,4986 6,8606 7,0966 7,2362 7,3471 7,4952 7,7101 7,9851 8,2912 8,5847 8,8144 8,9305 8,8941 8,6912 8,3441 7,9069 7,4476 7,0251 6,6765 6,4248 6,2900 6,2842 6,4014 6,6177 6,8970 7,1903 7,4433 7,6180 7,7095 7,7421 7,7510 7,7662 7,8020 7,8496 7,8845 7,8844 7,8342 7,7165 7,5081 7,1859 6,7261 6,1068 5,3215 4,3959 3,3912 2,3844 1,4411 0,6017 -0,1174 -0,7184 -1,2174 -1,6449 -2,0452 -2,4628 -2,9211 -3,4153 -3,9277 -4,4422 -4,9444 -5,4131 -5,8195 -6,1423 -6,3900 -6,5981 -6,7999 -7,0017 -7,1774 -7,2814 -7,2731 -7,1408 -6,9079 -6,6144 -6,2967 -5,9792 -5,6780 -5,4085 -5,1870 -5,0211 -4,9013 -4,8105 -4,7353 -4,6638 -4,5816 -4,4734 -4,3194 -4,0974 -3,7992 -3,4397 -3,0446 -2,6375 -2,2387 -1,8747 -1,5859 -1,4206 -1,4092
F3    -0,7406 -0,2232 0,2508 0,6635 1,0091 1,2926 1,5244 1,7204 1,8939 2,0392 2,1327 2,1561 2,1071 2,0006 1,8702 1,7474 1,6358 1,5201 1,3909 1,2454 1,0813 0,8982 0,7021 0,5085 0,3405 0,2127 0,1132 0,0132 -0,1012 -0,2321 -0,3964 -0,6113 -0,8562 -1,0854 -1,2727 -1,4225 -1,5491 -1,6602 -1,7514 -1,8126 -1,8394 -1,8407 -1,8307 -1,8162 -1,7981 -1,7868 -1,7982 -1,8340 -1,8809 -1,9299 -1,9878 -2,0720 -2,1955 -2,3454 -2,4728 -2,5204 -2,4596 -2,2927 -2,0324 -1,6951 -1,3069 -0,9047 -0,5288 -0,2199 -0,0117 0,0930 0,1349 0,1730 0,2465 0,3594 0,4885 0,5995 0,6631 0,6693 0,6337 0,5959 0,6127 0,7398 1,0023 1,3812 1,8241 2,2601 2,6121 2,8143 2,8378 2,7041 2,4707 2,1990 1,9339 1,6994 1,4990 1,3180 1,1400 0,9678 0,8180 0,6971 0,5993 0,5233 0,4732 0,4446 0,4121 0,3284 0,1494 -0,1247 -0,4362 -0,7011 -0,8545 -0,8765 -0,7917 -0,6527 -0,5150 -0,4142 -0,3574 -0,3227 -0,2671 -0,1501 0,0407 0,2871 0,5651 0,8614 1,1625 1,4495 1,7181 1,9946 2,3184 2,7132 3,1817 3,7216 4,3374 5,0352 5,8117 6,6400 7,4601 8,1862 8,7328 9,0507 9,1654 9,1813 9,2243 9,3618 9,5796 9,8219 10,0436 10,2331 10,4020 10,5606 10,6984 10,7846 10,7887 10,7034 10,5391 10,3047 10,0057 9,6573 9,2849 8,9211 8,6118 8,4090 8,3394 8,3781 8,4514 8,4622 8,3358 8,0624 7,6955 7,3038 6,9332 6,6081 6,3440 6,1473 6,0120 5,9226 5,8529 5,7626 5,6062 5,3570 5,0268 4,6557 4,2720 3,8708 3,4382 2,9856 2,5437 2,1293 1,7283 1,3145 0,8779 0,4279 -0,0210 -0,4511 -0,8287 -1,1023 -1,2297 -1,2066 -1,0654 -0,8527 -0,6170 -0,4028 -0,2359 -0,1131 -0,0100 0,0946 0,1938 0,2511 0,2337 0,1461 0,0273 -0,0784 -0,1468 -0,1840 -0,2211 -0,2927 -0,4085 -0,5426 -0,6525 -0,7094 -0,7088 -0,6636 -0,5961 -0,5277 -0,4569 -0,3542 -0,1867 0,0509 0,3338 0,6263 0,9018 1,1411 1,3189 1,4014 1,3670 1,2249 1,0063 0,7399 0,4415 0,1198 -0,2139 -0,5353 -0,8048 -0,9872 -1,0730 -1,0726 -0,9967 -0,8514 -0,6515 -0,4275 -0,2190 -0,0680 -0,0139 -0,0863 -0,2899 -0,5889 -0,9114 -1,1835 -1,3660 -1,4659 -1,5168 -1,5494 -1,5792 -1,6133 -1,6565 -1,7090 -1,7640 -1,8077 -1,8128 -1,7414 -1,5634 -1,2718 -0,8808 -0,4231 0,0505 0,4734 0,7767 0,9214 0,9240 0,8420 0,7300 0,6130 0,4951 0,3726 0,2361 0,0794 -0,0838 -0,2174 -0,2721 -0,2038 -0,0018 0,2946 0,6105 0,8690 1,0262 1,0825 1,0720 1,0404 1,0172 1,0064 1,0035 1,0090 1,0146 0,9905 0,8954 0,6972 0,3864 -0,0167 -0,4576 -0,8541 -1,1221 -1,2048 -1,0895 -0,8087 -0,4318 -0,0426 0,2898 0,5266 0,6514 0,6598 0,5700 0,4288 0,2909 0,1908 0,1382 0,1265 0,1393 0,1550 0,1551 0,1274 0,0600 -0,0594 -0,2353 -0,4515 -0,6646 -0,8150 -0,8528 -0,7573 -0,5395 -0,2355 0,1021 0,4206 0,6847 0,8834 1,0314 1,1591 1,2951 1,4523 1,6244 1,7929 1,9430 2,0750 2,2052 2,3578 2,5576 2,8225 3,1533 3,5195 3,8596 4,1119 4,2538 4,3058 4,3058 4,3008 4,3496 4,5055 4,7939 5,2078 5,7086 6,2389 6,7440 7,1812 7,5054 7,6653 7,6267 7,3979 7,0286 6,5886 6,1477 5,7623 5,4629 5,2310 4,9934 4,6650 4,2061 3,6404 3,0356 2,4732 2,0224 1,7207 1,5637 1,5145 1,5303 1,5826 1,6587 1,7586 1,8912 2,0706 2,3124 2,6298 3,0217 3,4650 3,9236 4,3606 4,7436 5,0482 5,2675 5,4203 5,5478 5,6960 5,8985 6,1577 6,4311 6,6424 6,7134 6,5940 6,2852 5,8468 5,3797 4,9890 4,7484 4,6902 4,8197 5,1270 5,5814 6,1232 6,6673 7,1235 7,4272 7,5612 7,5627 7,5096 7,4803 7,5087 7,5720 7,6207 7,6232 7,5841 7,5276 7,4774 7,4550 7,4777 7,5523 7,6722 7,8152 7,9403 7,9943 7,9364 7,7595 7,4896 7,1628 6,8080 6,4498 6,1175 5,8442 5,6624 5,5947 5,6406 5,7703 5,9373 6,0957 6,2116 6,2637 6,2375 6,1258 5,9371 5,6904 5,4007 5,0744 4,7136 4,3279 3,9430 3,5890 3,2827 3,0216 2,7896 2,5709 2,3664 2,1967 2,0876 2,0571 2,1165 2,2732 2,5217 2,8380 3,1853 3,5235 3,8147 4,0322 4,1664 4,2258 4,2400 4,2489 4,2791 4,3371 4,4263 4,5491 4,6923 4,8237 4,9072 4,9238 4,8926 4,8732 4,9339 5,1131 5,4113 5,8061 6,2622 6,7344 7,1738 7,5414 7,8265 8,0566 8,2766 8,5079 8,7345 8,9338 9,1015 9,2385 9,3290 9,3367 9,2172 8,9424 8,5248 8,0242 7,5288 7,1208 6,8473 6,7198 6,7329 6,8739 7,1164 7,4150 7,7110 7,9416 8,0546 8,0297 7,8893 7,6891 7,4971 7,3685 7,3264 7,3550 7,4137 7,4641 7,4793 7,4367 7,3144 7,0906 6,7394 6,2364 5,5780 4,7918 3,9306 3,0591 2,2395 1,5159 0,9017 0,3838 -0,0615 -0,4654 -0,8727 -1,3295 -1,8546 -2,4275 -3,0038 -3,5398 -4,0050 -4,3794 -4,6450 -4,7975 -4,8684 -4,9179 -4,9997 -5,1310 -5,2825 -5,3961 -5,4216 -5,3456 -5,1856 -4,9595 -4,6706 -4,3243 -3,9537 -3,6214 -3,3898 -3,2843 -3,2866 -3,3591 -3,4659 -3,5745 -3,6570 -3,6946 -3,6728 -3,5783 -3,4102 -3,1817 -2,9037 -2,5779 -2,2127 -1,8360 -1,4934 -1,2347 -1,0940
F7    -1,1798 -0,7366 -0,4428 -0,3168 -0,3208 -0,3770 -0,3969 -0,3087 -0,0873 0,2255 0,5452 0,8000 0,9552 1,0114 1,0057 0,9865 0,9741 0,9628 0,9454 0,9132 0,8489 0,7340 0,5640 0,3572 0,1504 -0,0193 -0,1376 -0,2133 -0,2553 -0,2763 -0,3193 -0,4330 -0,6108 -0,7871 -0,8931 -0,8933 -0,7849 -0,5891 -0,3458 -0,1051 0,0830 0,1801 0,1743 0,0892 -0,0292 -0,1467 -0,2521 -0,3429 -0,4177 -0,4875 -0,5806 -0,7327 -0,9651 -1,2571 -1,5359 -1,7158 -1,7492 -1,6343 -1,3931 -1,0633 -0,7001 -0,3658 -0,1124 0,0193 0,0046 -0,1392 -0,3465 -0,5402 -0,6673 -0,7046 -0,6553 -0,5469 -0,4201 -0,3099 -0,2328 -0,1814 -0,1211 -0,0055 0,1887 0,4490 0,7408 1,0198 1,2298 1,3101 1,2198 0,9652 0,6020 0,2083 -0,1486 -0,4278 -0,6205 -0,7497 -0,8496 -0,9324 -0,9869 -1,0069 -0,9898 -0,9160 -0,7613 -0,5374 -0,3078 -0,1630 -0,1689 -0,3237 -0,5643 -0,8159 -1,0387 -1,2418 -1,4690 -1,7655 -2,1429 -2,5607 -2,9410 -3,2001 -3,2773 -3,1548 -2,8657 -2,4753 -2,0429 -1,6039 -1,1817 -0,7928 -0,4262 -0,0346 0,4368 1,0087 1,6616 2,3584 3,0634 3,7432 4,3666 4,9014 5,3089 5,5468 5,5844 5,4281 5,1495 4,8848 4,7749 4,8867 5,1886 5,5930 6,0173 6,4197 6,7962 7,1538 7,4850 7,7582 7,9338 7,9900 7,9257 7,7427 7,4453 7,0541 6,6070 6,1492 5,7275 5,3877 5,1615 5,0444 4,9839 4,8949 4,7068 4,4121 4,0671 3,7435 3,4890 3,3268 3,2578 3,2505 3,2483 3,2009 3,0808 2,8774 2,5895 2,2316 1,8446 1,4845 1,1852 0,9348 0,6945 0,4339 0,1421 -0,1851 -0,5539 -0,9618 -1,3869 -1,8019 -2,1928 -2,5544 -2,8687 -3,0966 -3,2008 -3,1759 -3,0503 -2,8682 -2,6808 -2,5349 -2,4452 -2,3835 -2,3045 -2,1837 -2,0363 -1,9102 -1,8521 -1,8745 -1,9568 -2,0692 -2,1920 -2,3189 -2,4517 -2,5935 -2,7407 -2,8818 -3,0095 -3,1269 -3,2390 -3,3409 -3,4227 -3,4771 -3,4910 -3,4381 -3,2950 -3,0646 -2,7768 -2,4722 -2,1877 -1,9571 -1,8240 -1,8369 -2,0144 -2,3180 -2,6695 -2,9955 -3,2584 -3,4603 -3,6216 -3,7492 -3,8214 -3,8079 -3,6980 -3,5034 -3,2377 -2,9059 -2,5201 -2,1169 -1,7524 -1,4830 -1,3514 -1,3797 -1,5609 -1,8491 -2,1686 -2,4442 -2,6294 -2,7166 -2,7277 -2,6938 -2,6412 -2,5900 -2,5592 -2,5644 -2,6134 -2,7030 -2,8108 -2,8938 -2,9040 -2,8074 -2,5971 -2,2938 -1,9388 -1,5862 -1,2929 -1,0927 -0,9731 -0,8897 -0,8095 -0,7346 -0,6883 -0,6957 -0,7794 -0,9516 -1,1966 -1,4639 -1,6796 -1,7731 -1,7101 -1,5064 -1,2176 -0,9139 -0,6510 -0,4524 -0,3138 -0,2211 -0,1709 -0,1715 -0,2195 -0,2866 -0,3420 -0,3836 -0,4448 -0,5740 -0,8075 -1,1478 -1,5512 -1,9339 -2,2035 -2,2941 -2,1801 -1,8799 -1,4632 -1,0401 -0,7177 -0,5556 -0,5615 -0,7107 -0,9527 -1,2151 -1,4281 -1,5437 -1,5352 -1,3989 -1,1655 -0,9000 -0,6738 -0,5347 -0,5010 -0,5706 -0,7252 -0,9315 -1,1432 -1,3096 -1,3931 -1,3805 -1,2794 -1,1098 -0,8961 -0,6594 -0,4156 -0,1720 0,0817 0,3690 0,7056 1,0806 1,4514 1,7540 1,9300 1,9566 1,8568 1,6862 1,5152 1,4088 1,4010 1,4732 1,5650 1,6175 1,6120 1,5650 1,5010 1,4477 1,4437 1,5241 1,7023 1,9688 2,2968 2,6487 2,9849 3,2661 3,4499 3,4946 3,3767 3,1079 2,7403 2,3544 2,0352 1,8400 1,7767 1,7937 1,7941 1,6859 1,4304 1,0474 0,5921 0,1310 -0,2791 -0,6082 -0,8534 -1,0256 -1,1334 -1,1733 -1,1302 -0,9818 -0,7076 -0,2983 0,2369 0,8659 1,5348 2,1850 2,7729 3,2742 3,6736 3,9607 4,1354 4,2123 4,2164 4,1781 4,1349 4,1248 4,1630 4,2243 4,2535 4,2013 4,0597 3,8675 3,6843 3,5643 3,5415 3,6284 3,8225 4,1084 4,4520 4,7989 5,0802 5,2329 5,2283 5,0876 4,8720 4,6619 4,5292 4,5092 4,5903 4,7319 4,8935 5,0493 5,1853 5,2944 5,3748 5,4319 5,4800 5,5391 5,6186 5,6996 5,7410 5,7032 5,5667 5,3349 5,0276 4,6781 4,3355 4,0563 3,8898 3,8667 3,9916 4,2366 4,5480 4,8666 5,1455 5,3544 5,4786 5,5142 5,4698 5,3744 5,2702 5,1871 5,1283 5,0774 5,0169 4,9378 4,8330 4,6930 4,5079 4,2672 3,9629 3,6030 3,2260 2,8926 2,6592 2,5629 2,6238 2,8416 3,1830 3,5813 3,9553 4,2346 4,3800 4,3870 4,2748 4,0800 3,8510 3,6271 3,4265 3,2586 3,1335 3,0577 3,0263 3,0200 3,0153 3,0128 3,0526 3,1911 3,4652 3,8764 4,3912 4,9450 5,4555 5,8460 6,0731 6,1491 6,1438 6,1468 6,2132 6,3413 6,5004 6,6627 6,8081 6,9140 6,9507 6,8853 6,6965 6,3914 6,0142 5,6390 5,3457 5,1897 5,1911 5,3438 5,6208 5,9694 6,3169 6,5901 6,7300 6,6992 6,4928 6,1434 5,7139 5,2841 4,9360 4,7335 4,6980 4,8098 5,0339 5,3351 5,6704 5,9806 6,1885 6,2038 5,9543 5,4261 4,6737 3,7927 2,8901 2,0680 1,4087 0,9483 0,6693 0,5236 0,4538 0,3965 0,2895 0,0928 -0,1967 -0,5525 -0,9359 -1,3132 -1,6586 -1,9455 -2,1540 -2,2876 -2,3696 -2,4216 -2,4456 -2,4135 -2,2755 -1,9975 -1,5951 -1,1284 -0,6657 -0,2477 0,1198 0,4436 0,7179 0,9196 1,0236 1,0141 0,8838 0,6331 0,2731 -0,1724 -0,6630 -1,1332 -1,4979 -1,6876 -1,6769 -1,4754 -1,1089 -0,6201 -0,0793 0,4212 0,7933 0,9841
