Fp1   -1,5716 -1,2202 -0,7179 -0,2106 0,1907 0,4030 0,3864 0,1976 -0,0130 -0,1020 -0,0289 0,1431 0,3139 0,4104 0,4177 0,3751 0,3511 0,4245 0,6611 1,0675 1,5711 2,0605 2,4264 2,5847 2,4901 2,1341 1,5566 0,8551 0,1492 -0,4503 -0,8399 -0,9567 -0,8471 -0,6675 -0,5874 -0,6973 -0,9945 -1,4136 -1,8435 -2,1406 -2,1796 -1,9281 -1,4793 -0,9899 -0,5626 -0,1991 0,1272 0,3884 0,5105 0,4450 0,2101 -0,1511 -0,6195 -1,1717 -1,7260 -2,1551 -2,3434 -2,2166 -1,7541 -1,0189 -0,1576 0,6680 1,3317 1,7311 1,8056 1,5957 1,2423 0,9162 0,7529 0,8250 1,1305 1,5867 2,0431 2,3448 2,4352 2,3946 2,3666 2,4469 2,6114 2,7165 2,5862 2,1393 1,4368 0,6144 -0,2083 -0,9689 -1,6336 -2,1234 -2,2868 -1,9868 -1,2346 -0,2278 0,7529 1,4936 1,9213 2,0748 2,0366 1,8731 1,6106 1,2622 0,8417 0,3386 -0,2775 -1,0305 -1,9276 -2,9317 -3,9332 -4,7851 -5,3587 -5,5559 -5,3201 -4,6962 -3,8726 -3,1302 -2,7198 -2,7717 -3,2947 -4,2158 -5,3766 -6,5157 -7,3485 -7,7338 -7,7339 -7,5085 -7,2028 -6,9106 -6,6636 -6,4379 -6,1875 -5,8827 -5,5334 -5,1950 -4,9416 -4,8146 -4,7893 -4,7778 -4,6596 -4,3222 -3,7092 -2,8555 -1,8738 -0,8937 -0,0075 0,7456 1,3622 1,8685 2,3262 2,8065 3,3678 4,0563 4,8675 5,6966 6,3815 6,8182 7,0382 7,1855 7,4150 7,7996 8,2939 8,7595 9,0545 9,1185 8,9486 8,5244 7,8287 6,9413 6,0455 5,3144 4,8339 4,6448 4,7917 5,2932 6,1089 7,1677 8,3689 9,5228 10,3672 10,7048 10,5078 9,8923 9,0462 8,1764 7,4296 6,8171 6,2578 5,7079 5,2279 4,9379 4,9334 5,2218 5,6939 6,1585 6,4433 6,4903 6,3769 6,2512 6,2276 6,3288 6,5065 6,6810 6,7743 6,7593 6,6754 6,5790 6,4902 6,3880 6,2353 6,0116 5,7347 5,4462 5,1783 4,9506 4,7763 4,6426 4,4883 4,2212 3,7923 3,2720 2,8245 2,5749 2,4981 2,4556 2,3299 2,0994 1,8017 1,4801 1,1751 0,9305 0,7791 0,7348 0,7957 0,9333 1,0975 1,2467 1,3369 1,2862 1,0126 0,5228 -0,0585 -0,5529 -0,8210 -0,8146 -0,5733 -0,1855 0,2461 0,6137 0,8257 0,8555 0,7490 0,5796 0,4170 0,3026 0,2034 0,0169 -0,3235 -0,7533 -1,1091 -1,2396 -1,0994 -0,7723 -0,4015 -0,0993 0,0740 0,0979 0,0054 -0,1190 -0,1743 -0,0731 0,2282 0,7009 1,2517 1,7655 2,1696 2,4900 2,8421 3,3519 4,0849 5,0299 6,0993 7,1234 7,8720 8,1358 7,8243 7,0286 6,0138 5,1078 4,5518 4,4310 4,6988 5,2298 5,8576 6,4207 6,8304 7,1005 7,3077 7,5125 7,6967 7,7856 7,7491 7,6513 7,5824 7,5763 7,6156 7,6807 7,7617 7,8374 7,8822 7,8865 7,8462 7,7649 7,6850 7,6691 7,7235 7,7615 7,6691 7,4203 7,1270 6,9744 7,0951 7,4875 8,0420 8,6240 9,1228 9,4668 9,6287 9,6181 9,4777 9,2903 9,1674 9,1933 9,3530 9,5239 9,5710 9,4614 9,2775 9,1206 9,0117 8,8794 8,6355 8,2505 7,7522 7,1850 6,5890 6,0029 5,4845 5,1112 4,9375 4,9653 5,1647 5,4930 5,8918 6,2809 6,5479 6,5586 6,2291 5,6096 4,8950 4,3524 4,2005 4,5037 5,1603 5,9704 6,7143 7,2109 7,3708 7,2297 6,9169 6,5771 6,3286 6,2611 6,4097 6,7250 7,1028 7,4396 7,6638 7,7493 7,7142 7,6169 7,5569 7,6451 7,9384 8,3883 8,8366 9,0650 8,8927 8,2882 7,4179 6,5614 5,9537 5,6989 5,7724 6,0478 6,3629 6,6112 6,7649 6,8410 6,8862 6,9621 7,0938 7,2395 7,3299 7,3248 7,2324 7,0978 6,9743 6,8791 6,7982 6,7435 6,7314 6,7018 6,5419 6,1738 5,5737 4,7801 3,9296 3,2166 2,7873 2,6942 2,9244 3,4225 4,0875 4,7788 5,3552 5,7368 5,9367 6,0249 6,0685 6,1186 6,2239 6,4135 6,6654 6,9058 7,0325 6,9416 6,5638 5,9139 5,1247 4,4223 4,0254 4,0338 4,4158 5,0622 5,8087 6,4521 6,8167 6,8241 6,5227 6,0808 5,7156 5,5639 5,6005 5,6748 5,6247 5,3886 5,0502 4,7735 4,6779 4,7834 5,0522 5,4116 5,7132 5,7513 5,4033 4,7349 3,9391 3,2046 2,6557 2,3594 2,3184 2,4463 2,5948 2,6446 2,5815 2,4790 2,4258 2,4774 2,6403 2,8718 3,1189 3,3460 3,4887 3,4218 3,0246 2,2697 1,2488 0,1268 -0,9380 -1,8440 -2,5498 -3,0621 -3,4164 -3,6318 -3,6784 -3,5283 -3,2198 -2,8244 -2,3783 -1,8796 -1,3235 -0,7182 -0,0955 0,4523 0,7561 0,6635 0,1865 -0,4751 -1,0926 -1,5652 -1,9106 -2,1774 -2,3956 -2,5479 -2,5586 -2,3485 -1,9066 -1,3036 -0,6466 -0,0276 0,4971 0,9186 1,3050 1,7790 2,4250 3,2185 4,0369 4,7070 5,0723 5,0772 4,7933 4,3510 3,8538 3,3594 2,9116 2,5510 2,2886 2,1162 2,0683 2,2404 2,7200 3,4961 4,4255 5,2727 5,7996 5,8621 5,4607 4,7033 3,7282 2,6699 1,6636 0,8310 0,2523 -0,0428 -0,0651 0,1411 0,5013 0,9180 1,2763 1,4715 1,4731 1,3517 1,2146 1,1440 1,2050 1,4640 1,9649 2,6852 3,5155 4,2914 4,8530 5,0952 4,9846 4,5431 3,8200 2,8811 1,8069 0,6990 -0,3276 -1,1812 -1,8059 -2,1424 -2,1284 -1,7723 -1,1971 -0,5940 -0,1408 0,0641 0,0431 -0,0731 -0,1295 -0,0325 0,2307 0,6097 0,9978 1,2621 1,3112 1,1226 0,7235 0,1996 -0,2947 -0,5931
Fz    -0,6252 -0,3259 0,0169 0,3123 0,4963 0,5416 0,4583 0,2983 0,1393 0,0460 0,0408 0,1000 0,1703 0,1982 0,1622 0,0844 0,0153 0,0054 0,0825 0,2398 0,4405 0,6399 0,7991 0,8853 0,8714 0,7411 0,5017 0,1938 -0,1163 -0,3552 -0,4686 -0,4530 -0,3646 -0,2889 -0,2916 -0,3879 -0,5475 -0,7153 -0,8238 -0,8047 -0,6196 -0,2992 0,0494 0,2912 0,3423 0,2098 -0,0389 -0,3326 -0,6250 -0,8899 -1,1163 -1,3145 -1,5109 -1,7145 -1,8878 -1,9645 -1,8944 -1,6668 -1,3109 -0,8959 -0,5125 -0,2298 -0,0734 -0,0418 -0,1113 -0,2266 -0,3163 -0,3214 -0,2112 0,0119 0,3143 0,6392 0,9118 1,0579 1,0440 0,9010 0,7101 0,5636 0,5122 0,5297 0,5386 0,4809 0,3593 0,2121 0,0633 -0,0934 -0,2618 -0,4002 -0,4254 -0,2708 0,0557 0,4679 0,8527 1,1283 1,2749 1,3301 1,3564 1,3941 1,4412 1,4778 1,4877 1,4453 1,3087 1,0385 0,6226 0,0903 -0,4896 -1,0334 -1,4654 -1,7220 -1,7710 -1,6543 -1,5043 -1,4819 -1,6830 -2,1040 -2,6821 -3,3416 -3,9956 -4,5336 -4,8519 -4,9165 -4,7813 -4,5365 -4,2543 -3,9724 -3,6958 -3,4069 -3,0887 -2,7469 -2,4106 -2,1144 -1,8778 -1,6976 -1,5522 -1,4032 -1,1977 -0,8826 -0,4254 0,1646 0,8353 1,5222 2,1829 2,8085 3,4068 3,9883 4,5704 5,1813 5,8543 6,6126 7,4385 8,2481 8,9155 9,3410 9,5062 9,4777 9,3674 9,2854 9,3030 9,4295 9,6231 9,8274 9,9878 10,0508 9,9817 9,7891 9,5218 9,2350 8,9667 8,7463 8,6033 8,5493 8,5639 8,6131 8,6649 8,6767 8,5928 8,3763 8,0367 7,6251 7,2179 6,8986 6,7166 6,6483 6,6222 6,5916 6,5754 6,6383 6,8413 7,1960 7,6411 8,0599 8,3361 8,4149 8,3290 8,1745 8,0516 8,0131 8,0567 8,1378 8,1912 8,1671 8,0489 7,8385 7,5500 7,2192 6,8974 6,6334 6,4620 6,3926 6,4055 6,4650 6,5268 6,5340 6,4288 6,1830 5,8203 5,4129 5,0531 4,8087 4,6918 4,6640 4,6709 4,6740 4,6545 4,6000 4,5072 4,3935 4,2901 4,2197 4,1776 4,1271 4,0209 3,8316 3,5548 3,1966 2,7774 2,3442 1,9665 1,7105 1,6067 1,6405 1,7654 1,9231 2,0640 2,1616 2,2149 2,2428 2,2746 2,3347 2,4328 2,5626 2,6928 2,7660 2,7398 2,6350 2,5288 2,5007 2,5810 2,7379 2,9081 3,0420 3,1195 3,1414 3,1246 3,1023 3,1250 3,2550 3,5420 3,9908 4,5559 5,1641 5,7491 6,2822 6,7796 7,2754 7,7968 8,3574 8,9490 9,5261 10,0132 10,3392 10,4627 10,3898 10,1893 9,9674 9,8081 9,7428 9,7678 9,8611 9,9820 10,0794 10,1242 10,1297 10,1341 10,1637 10,2119 10,2530 10,2821 10,3264 10,4119 10,5343 10,6662 10,7764 10,8387 10,8378 10,7776 10,6755 10,5431 10,3881 10,2305 10,0929 9,9665 9,8051 9,5670 9,2649 8,9784 8,8180 8,8625 9,1104 9,4863 9,8917 10,2460 10,4976 10,6245 10,6333 10,5556 10,4387 10,3348 10,2843 10,2896 10,3073 10,2841 10,2037 10,0918 9,9837 9,8921 9,8015 9,6868 9,5354 9,3449 9,1091 8,8182 8,4726 8,0979 7,7466 7,4776 7,3330 7,3270 7,4429 7,6376 7,8554 8,0332 8,1054 8,0295 7,8173 7,5411 7,3121 7,2369 7,3693 7,6901 8,1231 8,5667 8,9259 9,1386 9,1980 9,1509 9,0671 9,0061 9,0051 9,0742 9,1930 9,3166 9,3877 9,3582 9,2210 9,0191 8,8240 8,7081 8,7238 8,8793 9,1217 9,3431 9,4142 9,2398 8,8113 8,2236 7,6325 7,1778 6,9333 6,8933 6,9827 7,0974 7,1573 7,1299 7,0276 6,9019 6,8229 6,8369 6,9351 7,0658 7,1628 7,1671 7,0477 6,8126 6,4940 6,1410 5,8249 5,6080 5,4907 5,4184 5,3321 5,1953 5,0054 4,8035 4,6506 4,5843 4,6136 4,7391 4,9505 5,2108 5,4611 5,6429 5,7246 5,7180 5,6681 5,6231 5,6175 5,6777 5,8206 6,0393 6,2948 6,5204 6,6382 6,5884 6,3608 6,0109 5,6478 5,3861 5,2948 5,3833 5,6176 5,9267 6,2130 6,3843 6,3872 6,2242 5,9550 5,6751 5,4680 5,3571 5,2966 5,2109 5,0537 4,8428 4,6406 4,5006 4,4354 4,4333 4,4782 4,5348 4,5424 4,4553 4,2850 4,0828 3,8929 3,7393 3,6414 3,6139 3,6478 3,7074 3,7526 3,7609 3,7300 3,6734 3,6203 3,6055 3,6464 3,7371 3,8598 3,9802 4,0381 3,9692 3,7462 3,3938 2,9700 2,5336 2,1281 1,7828 1,5079 1,2921 1,1244 1,0159 0,9770 0,9848 1,0011 1,0169 1,0590 1,1584 1,3231 1,5308 1,7235 1,8118 1,7121 1,4082 0,9762 0,5348 0,1726 -0,0736 -0,2002 -0,2237 -0,1674 -0,0476 0,1210 0,3168 0,5253 0,7576 1,0456 1,4157 1,8729 2,4127 3,0286 3,6928 4,3395 4,8798 5,2344 5,3660 5,3058 5,1472 4,9949 4,9134 4,9120 4,9619 5,0200 5,0396 4,9871 4,8738 4,7694 4,7607 4,8846 5,0909 5,2627 5,2775 5,0693 4,6635 4,1671 3,7099 3,3827 3,2143 3,1848 3,2471 3,3496 3,4489 3,5089 3,5026 3,4200 3,2667 3,0581 2,8262 2,6207 2,4909 2,4733 2,5953 2,8708 3,2814 3,7668 4,2375 4,6115 4,8440 4,9275 4,8739 4,6975 4,4014 3,9720 3,3980 2,7064 1,9769 1,3101 0,7844 0,4434 0,2960 0,3082 0,4054 0,5010 0,5268 0,4541 0,3042 0,1417 0,0433 0,0573 0,1829 0,3741 0,5589 0,6713 0,6809 0,5963 0,4512 0,3021 0,2216 0,2644
F3    -0,4725 -0,2060 0,0242 0,1217 0,0812 -0,0423 -0,1848 -0,2909 -0,3241 -0,2761 -0,1625 -0,0200 0,0946 0,1317 0,0898 0,0170 -0,0276 -0,0060 0,0938 0,2587 0,4569 0,6562 0,8315 0,9474 0,9493 0,7876 0,4575 0,0149 -0,4442 -0,8202 -1,0521 -1,1402 -1,1263 -1,0586 -0,9762 -0,9021 -0,8420 -0,7842 -0,6912 -0,5013 -0,1636 0,3069 0,8035 1,1700 1,2961 1,1822 0,9149 0,5918 0,2700 -0,0345 -0,3266 -0,6261 -0,9595 -1,3223 -1,6572 -1,8843 -1,9501 -1,8453 -1,5923 -1,2377 -0,8449 -0,4766 -0,1854 -0,0114 0,0479 0,0615 0,1297 0,3189 0,6342 1,0399 1,4898 1,9224 2,2371 2,3214 2,1275 1,7137 1,2151 0,7780 0,4821 0,2936 0,1098 -0,1345 -0,4117 -0,6462 -0,7923 -0,8635 -0,8996 -0,9050 -0,8254 -0,5998 -0,2370 0,1736 0,5308 0,7946 0,9844 1,1346 1,2684 1,3856 1,4577 1,4517 1,3452 1,1082 0,7067 0,1321 -0,5893 -1,3979 -2,1991 -2,8869 -3,3714 -3,5842 -3,5025 -3,2094 -2,9060 -2,8088 -3,0171 -3,4835 -4,0910 -4,7273 -5,2817 -5,6195 -5,6315 -5,3342 -4,8779 -4,4378 -4,1181 -3,9341 -3,8377 -3,7566 -3,6368 -3,4695 -3,2799 -3,0870 -2,8821 -2,6518 -2,4129 -2,1997 -2,0080 -1,7715 -1,4087 -0,8886 -0,2473 0,4422 1,1030 1,6729 2,1141 2,4329 2,6937 2,9981 3,4468 4,1072 4,9721 5,9289 6,7977 7,4219 7,7496 7,8607 7,9106 8,0285 8,2462 8,4955 8,6760 8,7344 8,6761 8,5264 8,3087 8,0473 7,7590 7,4357 7,0624 6,6673 6,3311 6,1269 6,0700 6,1377 6,2971 6,4887 6,6295 6,6641 6,5837 6,3895 6,0835 5,7121 5,3682 5,1166 4,9535 4,8645 4,8953 5,1413 5,6685 6,4334 7,2638 7,9253 8,2393 8,1681 7,8170 7,3728 7,0079 6,8050 6,7456 6,7452 6,7130 6,6153 6,4832 6,3511 6,2178 6,0747 5,9324 5,8126 5,7321 5,6917 5,6795 5,6874 5,7117 5,7331 5,7067 5,5752 5,2984 4,8899 4,4297 4,0275 3,7617 3,6537 3,6898 3,8351 4,0230 4,1658 4,1984 4,1113 3,9470 3,7730 3,6396 3,5429 3,4350 3,2686 3,0168 2,6708 2,2580 1,8544 1,5547 1,4259 1,4830 1,6905 1,9801 2,2711 2,4984 2,6321 2,6754 2,6527 2,5978 2,5352 2,4754 2,4313 2,4073 2,3720 2,2868 2,1706 2,1004 2,1478 2,3205 2,5543 2,7670 2,9159 2,9960 3,0053 2,9383 2,8115 2,6818 2,6355 2,7454 3,0384 3,4973 4,0743 4,6977 5,2957 5,8293 6,3036 6,7606 7,2664 7,8738 8,5611 9,2141 9,6823 9,8571 9,7320 9,4209 9,0905 8,8468 8,6975 8,6069 8,5527 8,5280 8,5299 8,5674 8,6640 8,8378 9,0773 9,3283 9,5164 9,6013 9,6061 9,5881 9,5968 9,6586 9,7747 9,9158 10,0268 10,0579 9,9836 9,7861 9,4641 9,0743 8,7168 8,4486 8,2335 7,9880 7,6680 7,3182 7,0530 6,9737 7,0843 7,2999 7,5331 7,7520 7,9687 8,2005 8,4451 8,6798 8,8847 9,0724 9,2809 9,5196 9,7377 9,8625 9,8563 9,7296 9,5215 9,2752 9,0150 8,7427 8,4583 8,1629 7,8423 7,4749 7,0574 6,6258 6,2429 5,9624 5,8137 5,8095 5,9429 6,1772 6,4508 6,6899 6,8149 6,7573 6,5030 6,1266 5,7737 5,5875 5,6408 5,9229 6,3680 6,8845 7,3741 7,7565 7,9954 8,1032 8,1147 8,0630 7,9740 7,8669 7,7569 7,6527 7,5450 7,4159 7,2727 7,1542 7,1151 7,2119 7,4819 7,9176 8,4498 8,9324 9,1618 8,9656 8,3201 7,3857 6,4182 5,6453 5,2033 5,1123 5,2682 5,4987 5,6607 5,6902 5,5932 5,4369 5,3392 5,4190 5,7189 6,1723 6,6358 6,9536 7,0190 6,8014 6,3332 5,7142 5,1182 4,7119 4,5430 4,5492 4,6473 4,7702 4,8625 4,8968 4,8721 4,7856 4,6476 4,5135 4,4583 4,5126 4,6328 4,7321 4,7436 4,6631 4,5355 4,4211 4,3830 4,4798 4,7404 5,1421 5,6129 6,0478 6,3377 6,4082 6,2489 5,9190 5,5296 5,1976 4,9989 4,9667 5,1061 5,3814 5,7076 5,9807 6,1095 6,0367 5,7693 5,3906 5,0155 4,7196 4,5055 4,3269 4,1542 4,0256 4,0241 4,1911 4,4776 4,7873 5,0385 5,1601 5,0795 4,7722 4,3090 3,8134 3,3953 3,1347 3,0818 3,2292 3,4982 3,7699 3,9355 3,9345 3,7752 3,5306 3,2993 3,1417 3,0394 2,9356 2,8099 2,6863 2,5808 2,4747 2,3405 2,1715 1,9759 1,7534 1,4851 1,1369 0,6710 0,0774 -0,5760 -1,1406 -1,4737 -1,5297 -1,3506 -0,9961 -0,5156 0,0308 0,5687 1,0316 1,3557 1,4609 1,2800 0,8340 0,2668 -0,2288 -0,5325 -0,6378 -0,6135 -0,5518 -0,5089 -0,4721 -0,3983 -0,2595 -0,0275 0,3435 0,8786 1,5251 2,1651 2,7063 3,1523 3,5752 4,0291 4,4900 4,8574 5,0073 4,8751 4,5055 4,0238 3,5644 3,2233 3,0473 3,0319 3,1155 3,2098 3,2750 3,3563 3,5282 3,8066 4,1082 4,2750 4,1488 3,6696 2,9300 2,1347 1,4856 1,0861 0,9293 0,9499 1,0781 1,2582 1,4362 1,5547 1,5707 1,4779 1,2960 1,0479 0,7664 0,5145 0,3697 0,3932 0,6258 1,0808 1,7101 2,3933 2,9849 3,3831 3,5667 3,5798 3,4918 3,3612 3,2035 2,9679 2,5660 1,9611 1,2222 0,4750 -0,1707 -0,6354 -0,8683 -0,8768 -0,7410 -0,5788 -0,4962 -0,5582 -0,7689 -1,0645 -1,3451 -1,5243 -1,5462 -1,3888 -1,0838 -0,7192 -0,3987 -0,1992 -0,1461 -0,1929 -0,2344 -0,1788
F7    -1,7377 -1,7282 -1,5500 -1,2085 -0,7753 -0,3511 -0,0191 0,1977 0,3366 0,4423 0,5154 0,5221 0,4425 0,3013 0,1609 0,0900 0,1339 0,2954 0,5255 0,7366 0,8498 0,8419 0,7259 0,5041 0,1850 -0,1635 -0,4226 -0,5020 -0,3930 -0,1376 0,2140 0,5999 0,9387 1,1533 1,2035 1,0991 0,8798 0,5754 0,1877 -0,2728 -0,7464 -1,1451 -1,3949 -1,4353 -1,2162 -0,7515 -0,1740 0,3147 0,5718 0,5798 0,4137 0,1722 -0,0735 -0,2871 -0,4472 -0,5338 -0,5275 -0,4142 -0,1950 0,1003 0,4262 0,7615 1,1064 1,4247 1,6289 1,6338 1,4062 0,9810 0,4513 -0,0635 -0,4622 -0,6917 -0,7328 -0,5634 -0,1626 0,4420 1,1420 1,7616 2,1312 2,1751 1,9283 1,4891 0,9680 0,4493 -0,0237 -0,4441 -0,8232 -1,1558 -1,3893 -1,4402 -1,2649 -0,9221 -0,5487 -0,2640 -0,1069 -0,0486 -0,0400 -0,0589 -0,1175 -0,2156 -0,3145 -0,3843 -0,4517 -0,5861 -0,8450 -1,2211 -1,6525 -2,0978 -2,5663 -3,0614 -3,5254 -3,8533 -3,9558 -3,8213 -3,5399 -3,2765 -3,2112 -3,4741 -4,0919 -4,9683 -5,9213 -6,7669 -7,3711 -7,6466 -7,5585 -7,1425 -6,4786 -5,6278 -4,6093 -3,4546 -2,2888 -1,3407 -0,8319 -0,8227 -1,1706 -1,6338 -2,0114 -2,2085 -2,2100 -2,0387 -1,7369 -1,3371 -0,8382 -0,2314 0,4603 1,1900 1,9159 2,5945 3,1702 3,6027 3,8978 4,1047 4,2903 4,4966 4,7022 4,8554 4,9570 5,0835 5,3051 5,5995 5,8637 5,9871 5,8949 5,5789 5,1385 4,7667 4,6478 4,8460 5,2834 5,8207 6,3535 6,8284 7,2049 7,4550 7,5702 7,5275 7,2946 6,9020 6,4711 6,1385 5,9667 5,9264 5,9276 5,8618 5,6537 5,2999 4,8547 4,3878 3,9737 3,7059 3,6717 3,8961 4,3179 4,8149 5,2496 5,5106 5,5572 5,4417 5,2573 5,0638 4,8809 4,7287 4,6263 4,5622 4,4970 4,3922 4,2312 4,0288 3,8187 3,6240 3,4450 3,2628 3,0422 2,7550 2,4287 2,1605 2,0685 2,2203 2,5770 2,9868 3,2450 3,1853 2,7577 2,0485 1,2248 0,4455 -0,1803 -0,5847 -0,7472 -0,7128 -0,5560 -0,3184 -0,0059 0,3478 0,6381 0,7338 0,5595 0,1257 -0,4875 -1,1445 -1,6832 -1,9659 -1,9234 -1,5890 -1,1011 -0,6438 -0,3514 -0,2442 -0,2443 -0,2514 -0,2017 -0,0767 0,0919 0,2248 0,2496 0,1550 -0,0194 -0,2306 -0,4572 -0,6907 -0,9159 -1,1046 -1,2220 -1,2428 -1,1765 -1,0717 -0,9833 -0,9231 -0,8513 -0,7280 -0,5609 -0,3911 -0,2488 -0,1260 0,0297 0,2976 0,7391 1,3612 2,1123 2,8917 3,5762 4,0653 4,3130 4,3512 4,2937 4,2831 4,4162 4,7099 5,1037 5,4821 5,7136 5,6973 5,4064 4,9004 4,2976 3,7214 3,2579 2,9552 2,8414 2,9047 3,0562 3,1555 3,0973 2,8836 2,6304 2,5057 2,6381 3,0627 3,7267 4,5175 5,2865 5,8825 6,2015 6,2275 6,0351 5,7463 5,4734 5,2970 5,2706 5,4078 5,6601 5,9226 6,0695 6,0071 5,7327 5,3488 5,0037 4,7915 4,7007 4,6484 4,5354 4,2885 3,9319 3,6290 3,5819 3,8585 4,3337 4,7902 5,0722 5,1600 5,1216 5,0269 4,9358 4,9278 5,0704 5,3340 5,5719 5,6170 5,4038 4,9957 4,5108 4,0400 3,6239 3,2669 2,9658 2,7366 2,6112 2,5994 2,6722 2,7938 2,9469 3,1113 3,2434 3,2978 3,2540 3,1148 2,9103 2,7245 2,6986 2,9676 3,5648 4,3887 5,2626 6,0294 6,6066 6,9723 7,1287 7,0998 6,9318 6,6562 6,2728 5,7957 5,2970 4,8730 4,5782 4,4089 4,3252 4,2613 4,1390 3,9095 3,5787 3,1950 2,8388 2,6091 2,5835 2,7748 3,1101 3,4430 3,6128 3,5341 3,2576 2,9520 2,8171 2,9956 3,5075 4,2123 4,8687 5,2851 5,4144 5,3005 4,9760 4,4235 3,6052 2,5459 1,4031 0,4122 -0,2484 -0,5186 -0,4244 -0,0318 0,5784 1,3205 2,1063 2,8558 3,4998 3,9660 4,1958 4,1953 4,0499 3,8566 3,6512 3,4283 3,2059 3,0250 2,9038 2,8422 2,8708 3,0513 3,3985 3,8095 4,1087 4,1736 3,9990 3,6518 3,2108 2,7664 2,4488 2,4010 2,6801 3,1817 3,6840 3,9755 3,9535 3,6426 3,1600 2,6653 2,2961 2,1057 2,0604 2,0983 2,1661 2,2266 2,2894 2,4118 2,6266 2,8930 3,1379 3,3232 3,4535 3,5278 3,5077 3,3446 3,0268 2,5849 2,0643 1,5171 1,0200 0,6739 0,5553 0,6513 0,8426 0,9603 0,8751 0,5570 0,0709 -0,4781 -1,0008 -1,4379 -1,7539 -1,9380 -2,0036 -1,9742 -1,8697 -1,7131 -1,5420 -1,4008 -1,3179 -1,2823 -1,2270 -1,0407 -0,6510 -0,1239 0,3632 0,6600 0,7281 0,6136 0,3752 0,0498 -0,3221 -0,6792 -0,9753 -1,2090 -1,4046 -1,5838 -1,7609 -1,9405 -2,0938 -2,1400 -1,9792 -1,5492 -0,8490 0,0598 1,0568 2,0054 2,8146 3,4547 3,9269 4,2367 4,3869 4,3767 4,2056 3,8875 3,4573 2,9450 2,3405 1,6170 0,8073 0,0331 -0,5607 -0,8905 -0,9526 -0,7816 -0,4176 0,0760 0,5738 0,9019 0,9298 0,6607 0,2268 -0,1981 -0,4756 -0,5139 -0,2497 0,3179 1,0607 1,7444 2,1642 2,2531 2,0659 1,7021 1,2531 0,7890 0,3660 0,0337 -0,1689 -0,2373 -0,2350 -0,2808 -0,4764 -0,8553 -1,3953 -2,0414 -2,6971 -3,2173 -3,4582 -3,3517 -2,9309 -2,2998 -1,5931 -0,9435 -0,4599 -0,2192 -0,2575 -0,5462 -0,9899 -1,4654 -1,8526 -2,0473 -1,9923 -1,7101 -1,2953 -0,8762 -0,5706 -0,4483 -0,5204 -0,7720 -1,1941 -1,7519 -2,3337 -2,7688
