Fp1   -0,2522 -0,9007 -1,7644 -2,6267 -3,2720 -3,5859 -3,5988 -3,4591 -3,3247 -3,2371 -3,1105 -2,8372 -2,3768 -1,7682 -1,1005 -0,4805 -0,0059 0,2559 0,2881 0,1469 -0,0436 -0,1498 -0,1077 0,0518 0,2438 0,3792 0,3961 0,2730 0,0164 -0,3450 -0,7487 -1,1028 -1,3107 -1,2854 -0,9698 -0,3744 0,4011 1,1955 1,8643 2,3717 2,8088 3,2915 3,8347 4,3326 4,6358 4,6226 4,2430 3,5675 2,7880 2,1310 1,7513 1,6762 1,8162 2,0285 2,1739 2,1343 1,8363 1,3054 0,6787 0,1410 -0,1539 -0,1411 0,1290 0,5275 0,9157 1,1870 1,2814 1,1948 0,9735 0,6892 0,4054 0,1448 -0,1223 -0,4453 -0,8421 -1,2764 -1,6739 -1,9576 -2,0900 -2,0868 -1,9816 -1,7910 -1,5255 -1,2000 -0,8176 -0,3738 0,1118 0,5739 0,9065 1,0029 0,8287 0,4657 0,0767 -0,1717 -0,1758 0,0457 0,3145 0,3572 -0,0200 -0,7980 -1,7898 -2,7912 -3,6842 -4,4417 -5,0732 -5,5718 -5,9041 -6,0267 -5,9170 -5,6229 -5,2745 -5,0038 -4,8657 -4,8520 -4,9324 -5,0613 -5,1722 -5,1841 -5,0217 -4,6535 -4,1195 -3,5098 -2,9018 -2,3240 -1,7799 -1,2938 -0,9330 -0,7841 -0,8949 -1,2350 -1,6958 -2,1197 -2,3529 -2,3116 -2,0255 -1,6380 -1,3576 -1,3747 -1,7812 -2,5309 -3,4774 -4,4655 -5,3845 -6,1549 -6,7163 -7,0440 -7,1647 -7,1491 -7,0765 -6,9976 -6,9385 -6,9135 -6,9033 -6,8351 -6,5917 -6,0518 -5,1554 -3,9657 -2,6749 -1,5233 -0,6678 -0,1256 0,1526 0,1980 0,0320 -0,2890 -0,6863 -1,1220 -1,6078 -2,1502 -2,7284 -3,3224 -3,9220 -4,5025 -5,0243 -5,4684 -5,8405 -6,1193 -6,2442 -6,1892 -6,0249 -5,8822 -5,8804 -6,1012 -6,5742 -7,2331 -7,9201 -8,4840 -8,8715 -9,1152 -9,2487 -9,2532 -9,0942 -8,7818 -8,3749 -7,9237 -7,4154 -6,8212 -6,2025 -5,7185 -5,4986 -5,5370 -5,7239 -5,9359 -6,0815 -6,1233 -6,1042 -6,1286 -6,2863 -6,5841 -6,9430 -7,2472 -7,3904 -7,3040 -6,9807 -6,4827 -5,8978 -5,2746 -4,6338 -4,0511 -3,6706 -3,6106 -3,8937 -4,4742 -5,2865 -6,2575 -7,3012 -8,3139 -9,1865 -9,8527 -10,3288 -10,6863 -10,9767 -11,1832 -11,2437 -11,1185 -10,8442 -10,5213 -10,2420 -10,0423 -9,9263 -9,9019 -9,9722 -10,1046 -10,2187 -10,2097 -9,9857 -9,5005 -8,7751 -7,8860 -6,9232 -5,9583 -5,0383 -4,2043 -3,5080 -2,9962 -2,6950 -2,6267 -2,8242 -3,3278 -4,1584 -5,2767 -6,5827 -7,9570 -9,2753 -10,4110 -11,2680 -11,8008 -12,0038 -11,8888 -11,4680 -10,7603 -9,8295 -8,8114 -7,8809 -7,1777 -6,7479 -6,5242 -6,3583 -6,1078 -5,7061 -5,1636 -4,5404 -3,9288 -3,4437 -3,2070 -3,3104 -3,7634 -4,4518 -5,1567 -5,6720 -5,9261 -5,9740 -5,8929 -5,7194 -5,4621 -5,1315 -4,7388 -4,2989 -3,8642 -3,5032 -3,2086 -2,8867 -2,4707 -2,0104 -1,6503 -1,5306 -1,6761 -1,9525 -2,1410 -2,0731 -1,7070 -1,1054 -0,3753 0,3808 1,0906 1,7036 2,1610 2,3878 2,3105 1,8880 1,1612 0,2733 -0,5948 -1,3222 -1,8814 -2,2806 -2,4899 -2,4505 -2,1423 -1,6129 -0,9632 -0,3168 0,2507 0,7684 1,3069 1,8656 2,3675 2,7343 2,9281 2,9540 2,8593 2,7200 2,5944 2,4875 2,3937 2,3666 2,5076 2,8872 3,4895 4,2196 4,9420 5,5335 5,9410 6,1971 6,3573 6,4135 6,2892 5,9320 5,3745 4,7011 3,9907 3,2948 2,6469 2,0865 1,6741 1,4765 1,5403 1,8615 2,3508 2,8427 3,1626 3,2057 2,9796 2,5777 2,0988 1,5958 1,0953 0,6279 0,2182 -0,1476 -0,5190 -0,9265 -1,3452 -1,7302 -2,0651 -2,3590 -2,5977 -2,7093 -2,5964 -2,1956 -1,4983 -0,5417 0,5877 1,7663 2,8874 3,8892 4,7056 5,2223 5,3315 5,0155 4,3466 3,4355 2,4127 1,4248 0,6212 0,1368 0,0434 0,2774 0,6466 0,9562 1,1214 1,1530 1,0977 1,0079 0,9163 0,8230 0,7214 0,6042 0,4292 0,1149 -0,3956 -1,0618 -1,7569 -2,3681 -2,8819 -3,3590 -3,8527 -4,3692 -4,8807 -5,3476 -5,7241 -5,9526 -5,9779 -5,7842 -5,3963 -4,8479 -4,1800 -3,4677 -2,8288 -2,3782 -2,1566 -2,1077 -2,0977 -1,9461 -1,5018 -0,7410 0,2105 1,1506 1,9068 2,4078 2,6702 2,7244 2,5632 2,1716 1,5814 0,8591 0,0653 -0,7274 -1,4129 -1,8933 -2,1198 -2,0866 -1,8105 -1,3261 -0,6928 0,0004 0,6422 1,1129 1,2995 1,1268 0,5938 -0,2322 -1,2508 -2,3490 -3,4147 -4,3663 -5,1697 -5,8331 -6,3909 -6,8699 -7,2571 -7,5171 -7,6419 -7,6671 -7,6276 -7,5068 -7,2567 -6,8852 -6,4949 -6,2136 -6,1012 -6,1376 -6,2727 -6,4611 -6,6810 -6,9461 -7,2696 -7,6145 -7,9020 -8,0534 -8,0171 -7,7790 -7,3561 -6,7689 -6,0356 -5,2171 -4,4378 -3,8421 -3,5480 -3,6110 -3,9975 -4,6005 -5,2936 -5,9849 -6,6297 -7,1780 -7,5356 -7,6318 -7,5379 -7,4857 -7,7310 -8,3825 -9,3401 -10,3562 -11,1528 -11,5259 -11,3900 -10,7882 -9,8886 -8,9445 -8,1928 -7,7411 -7,5551 -7,5498 -7,6679 -7,8817 -8,1514 -8,3951 -8,5164 -8,4654 -8,2650 -7,9920 -7,7425 -7,6017 -7,6186 -7,7874 -8,0469 -8,3136 -8,5412 -8,7544 -9,0037 -9,3007 -9,6232 -9,9643 -10,3326 -10,7152 -11,0805 -11,4106 -11,6908 -11,8716 -11,8725 -11,6473 -11,2498 -10,8147 -10,4693 -10,2687 -10,1952 -10,1896 -10,1730 -10,0506 -9,7258 -9,1344 -8,2854 -7,2802 -6,2850 -5,4594 -4,8949 -4,5988 -4,5113 -4,5254 -4,5227 -4,4370 -4,3022 -4,2333 -4,3473 -4,6775 -5,1439 -5,6093 -5,9648 -6,1619 -6,1875 -6,0522 -5,8179 -5,6145 -5,5977 -5,8609 -6,3663 -6,9447 -7,3673
Fz    -0,7187 -0,9977 -1,3399 -1,6805 -1,9495 -2,0948 -2,0957 -1,9657 -1,7355 -1,4237 -1,0307 -0,5585 -0,0234 0,5429 1,0955 1,5777 1,9310 2,1112 2,1073 1,9490 1,6975 1,4241 1,1825 0,9912 0,8374 0,6956 0,5444 0,3750 0,1887 -0,0087 -0,2095 -0,4026 -0,5669 -0,6658 -0,6578 -0,5217 -0,2771 0,0193 0,2976 0,5115 0,6588 0,7610 0,8203 0,8020 0,6572 0,3563 -0,0878 -0,6066 -1,0892 -1,4273 -1,5581 -1,4820 -1,2504 -0,9340 -0,5962 -0,2918 -0,0681 0,0499 0,0730 0,0378 -0,0163 -0,0719 -0,1411 -0,2489 -0,4100 -0,6226 -0,8709 -1,1295 -1,3734 -1,5885 -1,7724 -1,9324 -2,0837 -2,2410 -2,4026 -2,5466 -2,6440 -2,6766 -2,6467 -2,5732 -2,4716 -2,3383 -2,1605 -1,9323 -1,6559 -1,3407 -1,0079 -0,6953 -0,4561 -0,3460 -0,3929 -0,5754 -0,8323 -1,0875 -1,2765 -1,3760 -1,4279 -1,5286 -1,7717 -2,1921 -2,7636 -3,4347 -4,1532 -4,8659 -5,5075 -6,0027 -6,2875 -6,3301 -6,1413 -5,7809 -5,3427 -4,9042 -4,4928 -4,1016 -3,7160 -3,3186 -2,8877 -2,4034 -1,8577 -1,2607 -0,6392 -0,0280 0,5417 1,0474 1,4690 1,7824 1,9623 1,9900 1,8650 1,6102 1,2657 0,8795 0,4971 0,1461 -0,1805 -0,5285 -0,9609 -1,5213 -2,2094 -2,9814 -3,7755 -4,5398 -5,2350 -5,8203 -6,2538 -6,5101 -6,5920 -6,5325 -6,3800 -6,1756 -5,9485 -5,7189 -5,4868 -5,2204 -4,8642 -4,3667 -3,7164 -2,9655 -2,2228 -1,6146 -1,2337 -1,1168 -1,2631 -1,6571 -2,2629 -3,0145 -3,8357 -4,6700 -5,4857 -6,2557 -6,9496 -7,5474 -8,0473 -8,4548 -8,7720 -9,0004 -9,1409 -9,1830 -9,1088 -8,9221 -8,6626 -8,3862 -8,1422 -7,9683 -7,8879 -7,8922 -7,9388 -7,9864 -8,0309 -8,0973 -8,2022 -8,3332 -8,4642 -8,5783 -8,6730 -8,7453 -8,7757 -8,7462 -8,6746 -8,6099 -8,5845 -8,5830 -8,5613 -8,4794 -8,3133 -8,0590 -7,7459 -7,4313 -7,1670 -6,9714 -6,8333 -6,7292 -6,6361 -6,5385 -6,4344 -6,3368 -6,2614 -6,2086 -6,1705 -6,1641 -6,2436 -6,4700 -6,8789 -7,4779 -8,2541 -9,1749 -10,1843 -11,2028 -12,1413 -12,9329 -13,5570 -14,0321 -14,3876 -14,6400 -14,7852 -14,8082 -14,7006 -14,4680 -14,1233 -13,6849 -13,1837 -12,6626 -12,1626 -11,7054 -11,2877 -10,8898 -10,4889 -10,0673 -9,6251 -9,1859 -8,7793 -8,4250 -8,1350 -7,9221 -7,8008 -7,7815 -7,8674 -8,0592 -8,3579 -8,7685 -9,2990 -9,9432 -10,6703 -11,4289 -12,1508 -12,7615 -13,2075 -13,4733 -13,5724 -13,5226 -13,3296 -12,9935 -12,5327 -11,9975 -11,4579 -10,9789 -10,6000 -10,3196 -10,0963 -9,8746 -9,6146 -9,3017 -8,9458 -8,5826 -8,2724 -8,0815 -8,0523 -8,1798 -8,4058 -8,6341 -8,7735 -8,7843 -8,6832 -8,5109 -8,3032 -8,0811 -7,8519 -7,6107 -7,3535 -7,1014 -6,8952 -6,7502 -6,6409 -6,5404 -6,4592 -6,4408 -6,5247 -6,7052 -6,9179 -7,0728 -7,1065 -7,0048 -6,7872 -6,4883 -6,1477 -5,8044 -5,4924 -5,2472 -5,1113 -5,1269 -5,3167 -5,6613 -6,0981 -6,5481 -6,9475 -7,2529 -7,4276 -7,4361 -7,2617 -6,9255 -6,4818 -6,0012 -5,5522 -5,1708 -4,8392 -4,5144 -4,1749 -3,8272 -3,4853 -3,1650 -2,8843 -2,6591 -2,4968 -2,4016 -2,3807 -2,4307 -2,5169 -2,5824 -2,5836 -2,5185 -2,4288 -2,3763 -2,4094 -2,5373 -2,7333 -2,9676 -3,2379 -3,5603 -3,9310 -4,3140 -4,6706 -4,9836 -5,2504 -5,4641 -5,6084 -5,6695 -5,6488 -5,5602 -5,4224 -5,2656 -5,1375 -5,0890 -5,1451 -5,2912 -5,4875 -5,6951 -5,8902 -6,0593 -6,1912 -6,2876 -6,3767 -6,4999 -6,6746 -6,8788 -7,0764 -7,2467 -7,3819 -7,4694 -7,4811 -7,3828 -7,1545 -6,8006 -6,3453 -5,8227 -5,2700 -4,7192 -4,1955 -3,7334 -3,3856 -3,2002 -3,1895 -3,3269 -3,5669 -3,8610 -4,1680 -4,4561 -4,6983 -4,8744 -4,9865 -5,0630 -5,1348 -5,2186 -5,3283 -5,4831 -5,6988 -5,9840 -6,3409 -6,7575 -7,2057 -7,6587 -8,1106 -8,5708 -9,0364 -9,4809 -9,8774 -10,2224 -10,5290 -10,8051 -11,0454 -11,2409 -11,3857 -11,4699 -11,4692 -11,3491 -11,0866 -10,6827 -10,1558 -9,5363 -8,8766 -8,2548 -7,7478 -7,3859 -7,1371 -6,9278 -6,6734 -6,3128 -5,8418 -5,3168 -4,8263 -4,4463 -4,2095 -4,1132 -4,1533 -4,3412 -4,6873 -5,1757 -5,7668 -6,4136 -7,0629 -7,6573 -8,1519 -8,5227 -8,7556 -8,8363 -8,7556 -8,5258 -8,1945 -7,8406 -7,5552 -7,4224 -7,5013 -7,8109 -8,3288 -8,9986 -9,7371 -10,4522 -11,0756 -11,5795 -11,9668 -12,2517 -12,4426 -12,5320 -12,5078 -12,3744 -12,1551 -11,8730 -11,5366 -11,1484 -10,7310 -10,3363 -10,0181 -9,7965 -9,6511 -9,5461 -9,4540 -9,3663 -9,2936 -9,2494 -9,2293 -9,2098 -9,1598 -9,0489 -8,8549 -8,5702 -8,1958 -7,7383 -7,2262 -6,7183 -6,2884 -6,0064 -5,9223 -6,0458 -6,3392 -6,7360 -7,1722 -7,6075 -8,0190 -8,3857 -8,7052 -9,0263 -9,4399 -10,0174 -10,7579 -11,5888 -12,4056 -13,1163 -13,6635 -14,0241 -14,2069 -14,2570 -14,2472 -14,2456 -14,2855 -14,3680 -14,4852 -14,6301 -14,7905 -14,9419 -15,0463 -15,0646 -14,9787 -14,8012 -14,5712 -14,3452 -14,1803 -14,1131 -14,1440 -14,2416 -14,3632 -14,4811 -14,5902 -14,6934 -14,7850 -14,8512 -14,8796 -14,8636 -14,8021 -14,6963 -14,5446 -14,3346 -14,0408 -13,6361 -13,1196 -12,5363 -11,9568 -11,4356 -10,9902 -10,6085 -10,2659 -9,9426 -9,6314 -9,3338 -9,0526 -8,7925 -8,5689 -8,4143 -8,3672 -8,4496 -8,6481 -8,9196 -9,2124 -9,4866 -9,7284 -9,9505 -10,1800 -10,4407 -10,7373 -11,0485 -11,3365 -11,5624 -11,6958 -11,7180 -11,6280 -11,4466 -11,2126 -10,9737 -10,7731 -10,6296 -10,5190 -10,3835
F3    0,2821 0,0508 -0,2526 -0,5818 -0,8832 -1,1139 -1,2532 -1,3090 -1,3015 -1,2331 -1,0823 -0,8251 -0,4540 0,0152 0,5397 1,0532 1,4776 1,7452 1,8242 1,7334 1,5360 1,3151 1,1360 1,0197 0,9486 0,8906 0,8158 0,7028 0,5394 0,3223 0,0596 -0,2279 -0,5050 -0,7235 -0,8305 -0,7907 -0,6120 -0,3558 -0,1109 0,0627 0,1688 0,2444 0,3005 0,3004 0,1854 -0,0843 -0,5016 -0,9989 -1,4623 -1,7763 -1,8676 -1,7274 -1,4046 -0,9745 -0,5107 -0,0803 0,2574 0,4662 0,5455 0,5263 0,4563 0,3732 0,2815 0,1597 -0,0108 -0,2305 -0,4845 -0,7477 -0,9917 -1,1947 -1,3452 -1,4453 -1,5171 -1,5930 -1,6900 -1,7970 -1,8878 -1,9414 -1,9548 -1,9451 -1,9354 -1,9342 -1,9263 -1,8824 -1,7777 -1,6124 -1,4125 -1,2176 -1,0747 -1,0316 -1,1137 -1,3035 -1,5510 -1,7982 -1,9974 -2,1299 -2,2244 -2,3502 -2,5708 -2,8965 -3,2889 -3,7015 -4,1071 -4,4877 -4,8107 -5,0241 -5,0779 -4,9486 -4,6493 -4,2330 -3,7734 -3,3214 -2,8873 -2,4653 -2,0527 -1,6456 -1,2338 -0,8044 -0,3505 0,1187 0,5725 0,9677 1,2705 1,4711 1,5772 1,6002 1,5453 1,4082 1,1806 0,8641 0,4821 0,0809 -0,2857 -0,5844 -0,8253 -1,0584 -1,3476 -1,7363 -2,2299 -2,8001 -3,4026 -3,9933 -4,5317 -4,9765 -5,2900 -5,4481 -5,4465 -5,3010 -5,0431 -4,7133 -4,3634 -4,0420 -3,7629 -3,4918 -3,1689 -2,7413 -2,1878 -1,5354 -0,8630 -0,2793 0,1263 0,3117 0,2654 -0,0132 -0,5025 -1,1488 -1,8834 -2,6496 -3,4057 -4,1116 -4,7291 -5,2372 -5,6374 -5,9407 -6,1589 -6,3130 -6,4312 -6,5233 -6,5708 -6,5563 -6,4895 -6,4020 -6,3349 -6,3319 -6,4220 -6,5915 -6,7845 -6,9478 -7,0712 -7,1738 -7,2662 -7,3411 -7,3974 -7,4516 -7,5242 -7,6192 -7,7150 -7,7845 -7,8286 -7,8732 -7,9240 -7,9446 -7,8837 -7,7070 -7,4009 -6,9764 -6,4840 -6,0054 -5,6149 -5,3454 -5,1884 -5,1151 -5,0966 -5,1125 -5,1528 -5,2178 -5,3093 -5,4169 -5,5246 -5,6434 -5,8191 -6,1003 -6,5073 -7,0366 -7,6767 -8,4109 -9,2115 -10,0326 -10,8146 -11,5065 -12,0869 -12,5592 -12,9305 -13,1930 -13,3247 -13,3048 -13,1317 -12,8268 -12,4211 -11,9478 -11,4466 -10,9622 -10,5267 -10,1418 -9,7815 -9,4142 -9,0191 -8,5935 -8,1604 -7,7612 -7,4267 -7,1601 -6,9529 -6,8053 -6,7273 -6,7220 -6,7836 -6,9119 -7,1217 -7,4379 -7,8819 -8,4486 -9,0973 -9,7656 -10,3815 -10,8765 -11,2074 -11,3708 -11,3951 -11,3125 -11,1339 -10,8543 -10,4844 -10,0699 -9,6788 -9,3740 -9,1867 -9,0956 -9,0314 -8,9166 -8,7076 -8,4039 -8,0370 -7,6635 -7,3582 -7,1927 -7,2083 -7,4005 -7,7112 -8,0325 -8,2511 -8,3095 -8,2225 -8,0418 -7,8194 -7,5940 -7,3864 -7,1918 -6,9909 -6,7852 -6,6031 -6,4587 -6,3318 -6,2028 -6,0897 -6,0441 -6,1127 -6,2920 -6,5111 -6,6664 -6,6808 -6,5343 -6,2531 -5,8871 -5,4915 -5,1149 -4,7978 -4,5817 -4,5142 -4,6341 -4,9457 -5,4001 -5,9079 -6,3814 -6,7659 -7,0366 -7,1771 -7,1696 -7,0092 -6,7168 -6,3313 -5,8969 -5,4549 -5,0280 -4,6065 -4,1692 -3,7141 -3,2586 -2,8223 -2,4248 -2,0892 -1,8361 -1,6757 -1,6122 -1,6465 -1,7604 -1,9023 -2,0063 -2,0323 -1,9905 -1,9314 -1,9149 -1,9787 -2,1235 -2,3250 -2,5652 -2,8527 -3,2002 -3,5819 -3,9306 -4,1840 -4,3235 -4,3707 -4,3592 -4,3138 -4,2521 -4,1919 -4,1431 -4,0984 -4,0477 -4,0019 -3,9941 -4,0579 -4,2075 -4,4334 -4,7114 -5,0114 -5,2980 -5,5343 -5,7035 -5,8260 -5,9452 -6,0915 -6,2649 -6,4498 -6,6309 -6,7910 -6,9052 -6,9452 -6,8910 -6,7350 -6,4793 -6,1330 -5,7140 -5,2506 -4,7800 -4,3459 -4,0022 -3,8048 -3,7832 -3,9201 -4,1630 -4,4488 -4,7231 -4,9520 -5,1228 -5,2316 -5,2816 -5,2935 -5,3011 -5,3287 -5,3825 -5,4668 -5,5921 -5,7690 -6,0085 -6,3155 -6,6708 -7,0313 -7,3621 -7,6643 -7,9609 -8,2591 -8,5371 -8,7706 -8,9605 -9,1304 -9,3063 -9,5004 -9,7067 -9,9064 -10,0736 -10,1735 -10,1668 -10,0269 -9,7494 -9,3449 -8,8406 -8,2929 -7,7871 -7,4059 -7,1829 -7,0807 -7,0073 -6,8566 -6,5592 -6,1163 -5,5906 -5,0741 -4,6507 -4,3654 -4,2224 -4,2114 -4,3287 -4,5737 -4,9339 -5,3869 -5,9071 -6,4538 -6,9622 -7,3662 -7,6263 -7,7297 -7,6758 -7,4719 -7,1456 -6,7592 -6,4011 -6,1578 -6,0904 -6,2297 -6,5761 -7,1032 -7,7637 -8,4890 -9,1989 -9,8257 -10,3320 -10,7075 -10,9599 -11,1022 -11,1402 -11,0792 -10,9418 -10,7645 -10,5722 -10,3623 -10,1202 -9,8536 -9,6058 -9,4271 -9,3320 -9,2920 -9,2682 -9,2374 -9,1947 -9,1476 -9,1009 -9,0450 -8,9641 -8,8445 -8,6685 -8,4114 -8,0529 -7,5853 -7,0198 -6,4006 -5,8089 -5,3403 -5,0792 -5,0761 -5,3278 -5,7719 -6,3112 -6,8605 -7,3763 -7,8336 -8,1952 -8,4369 -8,6031 -8,8086 -9,1683 -9,7222 -10,4178 -11,1465 -11,7964 -12,2894 -12,5872 -12,6906 -12,6435 -12,5209 -12,3923 -12,2873 -12,2055 -12,1505 -12,1401 -12,1858 -12,2699 -12,3409 -12,3423 -12,2516 -12,0894 -11,9019 -11,7444 -11,6713 -11,7221 -11,9010 -12,1691 -12,4624 -12,7234 -12,9189 -13,0365 -13,0755 -13,0453 -12,9628 -12,8469 -12,7117 -12,5620 -12,3904 -12,1767 -11,8920 -11,5120 -11,0411 -10,5300 -10,0579 -9,6882 -9,4421 -9,3002 -9,2188 -9,1498 -9,0573 -8,9265 -8,7610 -8,5757 -8,3935 -8,2491 -8,1837 -8,2232 -8,3588 -8,5544 -8,7689 -8,9740 -9,1613 -9,3401 -9,5301 -9,7544 -10,0294 -10,3467 -10,6679 -10,9415 -11,1261 -11,1983 -11,1545 -11,0127 -10,8085 -10,5796 -10,3534 -10,1420 -9,9331 -9,6925
