Fp1   1,7345 1,6864 1,6175 1,5805 1,6255 1,7512 1,9075 2,0389 2,1162 2,1401 2,1288 2,1101 2,1093 2,1278 2,1529 2,1868 2,2316 2,2534 2,1906 1,9761 1,5600 0,9607 0,2823 -0,3521 -0,8789 -1,3092 -1,6876 -2,0427 -2,3635 -2,6023 -2,6952 -2,6024 -2,3402 -1,9739 -1,5874 -1,2542 -1,0160 -0,8720 -0,7906 -0,7436 -0,7298 -0,7661 -0,8694 -1,0482 -1,2982 -1,6001 -1,9226 -2,2190 -2,4236 -2,4802 -2,3922 -2,2228 -2,0402 -1,8818 -1,7574 -1,6577 -1,5551 -1,4145 -1,2269 -1,0406 -0,9339 -0,9524 -1,0717 -1,1999 -1,2226 -1,0720 -0,7525 -0,3131 0,1876 0,6902 1,1147 1,3516 1,3050 0,9449 0,3197 -0,4617 -1,2639 -1,9676 -2,5025 -2,8631 -3,0927 -3,2272 -3,2564 -3,1682 -3,0023 -2,8296 -2,7071 -2,6630 -2,6893 -2,7481 -2,8048 -2,8538 -2,9095 -2,9857 -3,0873 -3,2152 -3,3864 -3,6397 -4,0043 -4,4689 -4,9860 -5,4962 -5,9615 -6,3927 -6,8430 -7,3633 -7,9547 -8,5610 -9,1090 -9,5627 -9,9325 -10,2390 -10,4943 -10,7160 -10,9210 -11,1070 -11,2637 -11,3942 -11,5112 -11,6153 -11,6774 -11,6386 -11,4403 -11,0527 -10,4702 -9,7073 -8,8132 -7,8676 -6,9441 -6,0864 -5,3202 -4,6705 -4,1528 -3,7494 -3,4050 -3,0650 -2,7201 -2,4049 -2,1621 -2,0085 -1,9115 -1,7956 -1,5911 -1,2870 -0,9379 -0,6273 -0,4176 -0,3195 -0,2918 -0,2595 -0,1539 0,0472 0,3240 0,6329 0,8998 1,0310 0,9601 0,6829 0,2474 -0,2858 -0,8709 -1,4780 -2,0849 -2,6549 -3,1148 -3,3722 -3,3698 -3,1313 -2,7525 -2,3534 -2,0328 -1,8342 -1,7348 -1,6774 -1,6143 -1,5320 -1,4484 -1,3903 -1,3744 -1,4044 -1,4795 -1,6108 -1,8177 -2,1076 -2,4627 -2,8412 -3,1892 -3,4557 -3,5970 -3,5719 -3,3513 -2,9528 -2,4502 -1,9330 -1,4685 -1,0981 -0,8297 -0,6368 -0,4867 -0,3724 -0,3147 -0,3455 -0,4861 -0,7243 -1,0271 -1,3823 -1,7925 -2,2368 -2,6837 -3,1248 -3,5575 -3,9362 -4,1731 -4,2083 -4,0639 -3,8307 -3,6244 -3,5413 -3,6231 -3,8498 -4,1660 -4,5213 -4,8944 -5,2664 -5,5866 -5,8036 -5,9203 -5,9884 -6,0556 -6,1324 -6,1933 -6,1935 -6,1032 -5,9285 -5,6911 -5,4205 -5,1824 -5,0549 -5,0557 -5,1362 -5,2411 -5,3386 -5,4185 -5,5029 -5,6433 -5,8625 -6,1190 -6,3596 -6,5711 -6,7594 -6,9266 -7,0803 -7,2338 -7,3948 -7,5635 -7,7180 -7,8081 -7,8003 -7,7191 -7,6255 -7,5675 -7,5569 -7,5807 -7,6285 -7,7061 -7,8303 -8,0196 -8,2842 -8,6096 -8,9440 -9,2114 -9,3470 -9,3288 -9,1833 -8,9550 -8,6479 -8,2230 -7,6739 -7,0625 -6,4578 -5,8928 -5,3964 -5,0201 -4,8180 -4,7987 -4,8890 -4,9725 -4,9844 -4,9493 -4,9295 -4,9619 -5,0472 -5,1594 -5,2424 -5,2316 -5,1172 -4,9686 -4,8799 -4,9037 -5,0345 -5,2247 -5,4120 -5,5564 -5,6614 -5,7559 -5,8522 -5,9273 -5,9489 -5,8996 -5,7747 -5,5769 -5,3131 -4,9965 -4,6549 -4,3254 -4,0313 -3,7692 -3,5196 -3,2633 -2,9942 -2,7478 -2,6102 -2,6732 -2,9656 -3,4242 -3,9267 -4,3537 -4,6284 -4,7269 -4,6708 -4,4927 -4,2027 -3,8033 -3,3325 -2,8661 -2,4738 -2,1934 -2,0428 -2,0216 -2,1148 -2,3127 -2,5984 -2,9124 -3,1613 -3,2734 -3,2351 -3,0765 -2,8425 -2,5835 -2,3505 -2,1674 -2,0142 -1,8547 -1,6665 -1,4294 -1,1125 -0,6913 -0,1725 0,3901 0,9067 1,2998 1,5552 1,7296 1,8980 2,0759 2,2036 2,2196 2,1230 1,9615 1,7930 1,6632 1,6034 1,6336 1,7528 1,9350 2,1369 2,3069 2,4047 2,4264 2,4132 2,4274 2,5085 2,6457 2,7900 2,8897 2,9162 2,8790 2,8324 2,8578 3,0130 3,2922 3,6320 3,9405 4,1304 4,1614 4,0625 3,9046 3,7565 3,6599 3,6242 3,6316 3,6472 3,6313 3,5497 3,3736 3,0791 2,6596 2,1458 1,6120 1,1458 0,7987 0,5801 0,4921 0,5428 0,7254 0,9991 1,2932 1,5391 1,7181 1,8734 2,0737 2,3791 2,8159 3,3489 3,8824 4,3039 4,5396 4,5827 4,4696 4,2414 3,9500 3,6732 3,4853 3,4138 3,4316 3,4876 3,5451 3,5915 3,6108 3,5612 3,3878 3,0568 2,5841 2,0372 1,5020 1,0420 0,6927 0,4889 0,4865 0,7446 1,2824 2,0556 2,9649 3,8856 4,7020 5,3441 5,8078 6,1372 6,3775 6,5331 6,5611 6,4173 6,1110 5,6995 5,2447 4,7989 4,3991 4,0422 3,6919 3,3277 2,9623 2,6159 2,3079 2,0623 1,8932 1,7961 1,7556 1,7402 1,7025 1,6172 1,5115 1,4365 1,4114 1,4092 1,3949 1,3552 1,2880 1,1843 1,0313 0,8208 0,5584 0,2630 -0,0534 -0,3977 -0,7809 -1,1939 -1,5991 -1,9494 -2,2238 -2,4377 -2,6174 -2,7725 -2,8984 -2,9886 -3,0425 -3,0746 -3,1033 -3,1240 -3,1098 -3,0422 -2,9282 -2,7939 -2,6629 -2,5314 -2,3671 -2,1334 -1,8174 -1,4461 -1,0778 -0,7734 -0,5725 -0,4863 -0,4997 -0,5848 -0,7105 -0,8412 -0,9408 -0,9851 -0,9724 -0,9215 -0,8550 -0,7906 -0,7439 -0,7294 -0,7604 -0,8474 -0,9879 -1,1676 -1,3708 -1,5823 -1,7790 -1,9273 -1,9931 -1,9644 -1,8633 -1,7335 -1,6193 -1,5499 -1,5407 -1,6140 -1,8063 -2,1431 -2,6104 -3,1560 -3,7162 -4,2486 -4,7433 -5,1969 -5,5802 -5,8527 -5,9999 -6,0432 -6,0262 -5,9866 -5,9269 -5,8194 -5,6565 -5,4746 -5,3130 -5,1691 -5,0098 -4,8092 -4,5640 -4,2854 -3,9924 -3,7150 -3,4919 -3,3470 -3,2691 -3,2242 -3,1666 -3,0333 -2,7683 -2,3661 -1,8798 -1,3952 -1,0098 -0,8090 -0,8301 -1,0417 -1,3668 -1,7283 -2,0667 -2,3315 -2,4805 -2,4964 -2,3950 -2,2151 -1,9931 -1,7351
Fz    1,2709 1,2243 1,1446 1,0959 1,1384 1,2867 1,5111 1,7566 1,9554 2,0518 2,0373 1,9529 1,8536 1,7762 1,7401 1,7490 1,7742 1,7607 1,6604 1,4449 1,1103 0,6974 0,2853 -0,0602 -0,3394 -0,6156 -0,9459 -1,3174 -1,6624 -1,9139 -2,0331 -2,0178 -1,9047 -1,7481 -1,5965 -1,4841 -1,4192 -1,3792 -1,3281 -1,2454 -1,1397 -1,0366 -0,9593 -0,9228 -0,9326 -0,9866 -1,0839 -1,2268 -1,4022 -1,5764 -1,7218 -1,8351 -1,9178 -1,9525 -1,9110 -1,7757 -1,5465 -1,2376 -0,8817 -0,5425 -0,3043 -0,2258 -0,2883 -0,3868 -0,3965 -0,2620 -0,0131 0,2789 0,5417 0,7343 0,8503 0,8779 0,7848 0,5506 0,1937 -0,2288 -0,6427 -0,9890 -1,2443 -1,4181 -1,5416 -1,6416 -1,7114 -1,7270 -1,6885 -1,6228 -1,5594 -1,5101 -1,4618 -1,3897 -1,2855 -1,1620 -1,0342 -0,9204 -0,8522 -0,8589 -0,9505 -1,1195 -1,3445 -1,5975 -1,8519 -2,0822 -2,2756 -2,4517 -2,6561 -2,9273 -3,2789 -3,7031 -4,1715 -4,6434 -5,0900 -5,5048 -5,8826 -6,2108 -6,4742 -6,6530 -6,7322 -6,7196 -6,6482 -6,5665 -6,5127 -6,4762 -6,3971 -6,2081 -5,8598 -5,3240 -4,6151 -3,8042 -2,9964 -2,2930 -1,7652 -1,4364 -1,2745 -1,2068 -1,1543 -1,0718 -0,9628 -0,8557 -0,7717 -0,7136 -0,6621 -0,5781 -0,4225 -0,1912 0,0721 0,3017 0,4491 0,5000 0,4626 0,3559 0,2043 0,0436 -0,0777 -0,1299 -0,1382 -0,1738 -0,3095 -0,5761 -0,9484 -1,3662 -1,7661 -2,1048 -2,3705 -2,5733 -2,7193 -2,7964 -2,7881 -2,6913 -2,5189 -2,3024 -2,0913 -1,9315 -1,8432 -1,8237 -1,8557 -1,9086 -1,9470 -1,9436 -1,8900 -1,8091 -1,7544 -1,7857 -1,9347 -2,1887 -2,5007 -2,8099 -3,0585 -3,1991 -3,1933 -3,0229 -2,7150 -2,3477 -2,0147 -1,7747 -1,6348 -1,5705 -1,5505 -1,5465 -1,5426 -1,5387 -1,5513 -1,6168 -1,7824 -2,0714 -2,4621 -2,9102 -3,3722 -3,8094 -4,1947 -4,5163 -4,7601 -4,8917 -4,8739 -4,7112 -4,4663 -4,2204 -4,0284 -3,9153 -3,8896 -3,9423 -4,0478 -4,1850 -4,3470 -4,5168 -4,6531 -4,7261 -4,7502 -4,7667 -4,8084 -4,8827 -4,9620 -4,9929 -4,9426 -4,8389 -4,7492 -4,7273 -4,7850 -4,8874 -4,9604 -4,9333 -4,7967 -4,6043 -4,4180 -4,2671 -4,1481 -4,0289 -3,8624 -3,6301 -3,3661 -3,1310 -2,9892 -3,0011 -3,2006 -3,5805 -4,0936 -4,6359 -5,0735 -5,3369 -5,4626 -5,5310 -5,6031 -5,7045 -5,8325 -5,9665 -6,0769 -6,1393 -6,1578 -6,1739 -6,2378 -6,3596 -6,4942 -6,5781 -6,5794 -6,5100 -6,3928 -6,2162 -5,9335 -5,5273 -5,0552 -4,6014 -4,2134 -3,9088 -3,7095 -3,6391 -3,6860 -3,7755 -3,8047 -3,7174 -3,5345 -3,3186 -3,1336 -3,0342 -3,0533 -3,1713 -3,3174 -3,4257 -3,4890 -3,5538 -3,6613 -3,7974 -3,9055 -3,9428 -3,9180 -3,8810 -3,8821 -3,9302 -3,9882 -4,0146 -3,9917 -3,9164 -3,7829 -3,5902 -3,3570 -3,1145 -2,8797 -2,6491 -2,4198 -2,2005 -2,0040 -1,8437 -1,7465 -1,7526 -1,8862 -2,1285 -2,4213 -2,6873 -2,8550 -2,8903 -2,8154 -2,6892 -2,5533 -2,3957 -2,1834 -1,9273 -1,6803 -1,4766 -1,3136 -1,1827 -1,0784 -0,9969 -0,9533 -0,9747 -1,0657 -1,1973 -1,3246 -1,4050 -1,4095 -1,3303 -1,1921 -1,0474 -0,9398 -0,8692 -0,8017 -0,7058 -0,5704 -0,3983 -0,1896 0,0590 0,3296 0,5764 0,7566 0,8665 0,9468 1,0507 1,1901 1,3167 1,3700 1,3314 1,2214 1,0733 0,9241 0,8139 0,7786 0,8360 0,9801 1,1782 1,3719 1,5046 1,5578 1,5535 1,5258 1,4988 1,4830 1,4855 1,5176 1,5878 1,6900 1,8105 1,9446 2,0977 2,2708 2,4433 2,5683 2,5966 2,5182 2,3749 2,2296 2,1245 2,0703 2,0612 2,0903 2,1484 2,2174 2,2675 2,2608 2,1650 1,9695 1,6941 1,3859 1,0961 0,8485 0,6400 0,4690 0,3515 0,3117 0,3652 0,5063 0,7055 0,9268 1,1470 1,3554 1,5496 1,7294 1,8806 1,9690 1,9632 1,8613 1,6937 1,4903 1,2583 1,0119 0,7996 0,6766 0,6564 0,7009 0,7528 0,7747 0,7647 0,7382 0,6914 0,5892 0,3932 0,0999 -0,2528 -0,6096 -0,9216 -1,1580 -1,2977 -1,3108 -1,1547 -0,7974 -0,2454 0,4496 1,2046 1,9258 2,5355 3,0008 3,3299 3,5412 3,6347 3,5925 3,4046 3,0928 2,7012 2,2690 1,8263 1,3979 0,9964 0,6264 0,2991 0,0267 -0,1927 -0,3676 -0,5031 -0,6046 -0,6769 -0,7216 -0,7546 -0,8119 -0,9164 -1,0534 -1,1945 -1,3297 -1,4674 -1,6102 -1,7465 -1,8611 -1,9454 -2,0040 -2,0593 -2,1392 -2,2575 -2,4157 -2,6172 -2,8703 -3,1755 -3,5129 -3,8473 -4,1482 -4,4025 -4,6062 -4,7548 -4,8484 -4,8953 -4,9054 -4,8882 -4,8532 -4,8027 -4,7272 -4,6154 -4,4716 -4,3185 -4,1815 -4,0656 -3,9489 -3,7936 -3,5663 -3,2621 -2,9165 -2,5880 -2,3257 -2,1475 -2,0392 -1,9764 -1,9419 -1,9286 -1,9343 -1,9566 -1,9947 -2,0540 -2,1395 -2,2492 -2,3757 -2,5103 -2,6474 -2,7915 -2,9549 -3,1452 -3,3595 -3,5871 -3,8123 -4,0128 -4,1645 -4,2490 -4,2574 -4,1958 -4,0923 -3,9880 -3,9222 -3,9276 -4,0298 -4,2346 -4,5190 -4,8425 -5,1658 -5,4655 -5,7363 -5,9750 -6,1682 -6,3064 -6,4018 -6,4785 -6,5554 -6,6371 -6,7071 -6,7336 -6,6966 -6,6059 -6,4860 -6,3519 -6,2055 -6,0490 -5,8947 -5,7616 -5,6586 -5,5755 -5,4952 -5,4071 -5,3086 -5,1997 -5,0704 -4,8890 -4,6177 -4,2430 -3,7931 -3,3371 -2,9726 -2,7944 -2,8464 -3,0896 -3,4296 -3,7740 -4,0568 -4,2249 -4,2349 -4,0761 -3,7814 -3,4124 -3,0298 -2,6665
F3    0,2683 0,2823 0,3119 0,3941 0,5652 0,8235 1,1340 1,4515 1,7269 1,9158 2,0007 2,0051 1,9742 1,9408 1,9276 1,9626 2,0495 2,1363 2,1410 1,9998 1,6941 1,2600 0,7672 0,2735 -0,2063 -0,6861 -1,1622 -1,5954 -1,9346 -2,1367 -2,1750 -2,0557 -1,8248 -1,5487 -1,2908 -1,1025 -1,0099 -0,9989 -1,0252 -1,0500 -1,0626 -1,0699 -1,0768 -1,0828 -1,0869 -1,0913 -1,1059 -1,1445 -1,2067 -1,2758 -1,3422 -1,4101 -1,4756 -1,5148 -1,4959 -1,3908 -1,1817 -0,8687 -0,4861 -0,1112 0,1609 0,2655 0,2095 0,0792 -0,0155 -0,0202 0,0497 0,1519 0,2534 0,3435 0,4119 0,4147 0,2892 0,0069 -0,3945 -0,8270 -1,1984 -1,4504 -1,5762 -1,6258 -1,6860 -1,8094 -1,9609 -2,0700 -2,1180 -2,1400 -2,1729 -2,2213 -2,2554 -2,2381 -2,1547 -2,0204 -1,8669 -1,7330 -1,6561 -1,6573 -1,7340 -1,8708 -2,0510 -2,2618 -2,4931 -2,7289 -2,9490 -3,1491 -3,3518 -3,5948 -3,9037 -4,2724 -4,6735 -5,0883 -5,5166 -5,9484 -6,3462 -6,6651 -6,8711 -6,9421 -6,8727 -6,6829 -6,4244 -6,1729 -5,9896 -5,8732 -5,7678 -5,6074 -5,3330 -4,8998 -4,3083 -3,6174 -2,9209 -2,3187 -1,8834 -1,6298 -1,5162 -1,4693 -1,4142 -1,3120 -1,1758 -1,0493 -0,9777 -0,9850 -1,0464 -1,0863 -1,0275 -0,8482 -0,5969 -0,3605 -0,2084 -0,1562 -0,1748 -0,2166 -0,2383 -0,2139 -0,1342 -0,0166 0,0798 0,0778 -0,0693 -0,3602 -0,7596 -1,2085 -1,6345 -1,9827 -2,2477 -2,4589 -2,6360 -2,7668 -2,8230 -2,7874 -2,6667 -2,4916 -2,3096 -2,1661 -2,0860 -2,0678 -2,0896 -2,1287 -2,1717 -2,1938 -2,1592 -2,0577 -1,9286 -1,8402 -1,8477 -1,9711 -2,1932 -2,4651 -2,7241 -2,9138 -2,9855 -2,9049 -2,6785 -2,3617 -2,0309 -1,7482 -1,5502 -1,4577 -1,4733 -1,5685 -1,6908 -1,7942 -1,8673 -1,9464 -2,0919 -2,3274 -2,6218 -2,9484 -3,3048 -3,6626 -3,9714 -4,2173 -4,4200 -4,5723 -4,6284 -4,5670 -4,4330 -4,2982 -4,2154 -4,2071 -4,2649 -4,3583 -4,4551 -4,5444 -4,6419 -4,7454 -4,8014 -4,7572 -4,6294 -4,4802 -4,3558 -4,2702 -4,2057 -4,1247 -4,0269 -3,9752 -4,0272 -4,1755 -4,3813 -4,6081 -4,8050 -4,9180 -4,9363 -4,8941 -4,8254 -4,7357 -4,6077 -4,4037 -4,0836 -3,6659 -3,2446 -2,9189 -2,7407 -2,7301 -2,8904 -3,2114 -3,6674 -4,1670 -4,5525 -4,7248 -4,7298 -4,6931 -4,7206 -4,8552 -5,0749 -5,3153 -5,5065 -5,6137 -5,6583 -5,7011 -5,7952 -5,9374 -6,0597 -6,0815 -5,9791 -5,8048 -5,6334 -5,4746 -5,2581 -4,9340 -4,5426 -4,1485 -3,7712 -3,4282 -3,1899 -3,1421 -3,2987 -3,5523 -3,7341 -3,7437 -3,6060 -3,4112 -3,2369 -3,1341 -3,1379 -3,2404 -3,3760 -3,4790 -3,5404 -3,5944 -3,6723 -3,7681 -3,8340 -3,8232 -3,7492 -3,6879 -3,7117 -3,8197 -3,9479 -4,0491 -4,1253 -4,1817 -4,1921 -4,1254 -3,9895 -3,8264 -3,6568 -3,4556 -3,1833 -2,8194 -2,3724 -1,8809 -1,4260 -1,1279 -1,0939 -1,3521 -1,8233 -2,3451 -2,7425 -2,9101 -2,8485 -2,6385 -2,3674 -2,0681 -1,7408 -1,4178 -1,1617 -1,0070 -0,9506 -0,9825 -1,0770 -1,1853 -1,2694 -1,3164 -1,3178 -1,2639 -1,1527 -0,9864 -0,7619 -0,4785 -0,1667 0,0951 0,2182 0,1783 0,0365 -0,1181 -0,2182 -0,2244 -0,1176 0,0977 0,3812 0,6585 0,8648 0,9922 1,0932 1,2342 1,4268 1,6095 1,7126 1,7173 1,6414 1,5110 1,3546 1,2048 1,0921 1,0375 1,0557 1,1526 1,3036 1,4529 1,5535 1,5991 1,6144 1,6299 1,6625 1,7100 1,7531 1,7616 1,7161 1,6344 1,5708 1,5788 1,6747 1,8300 1,9862 2,0838 2,0938 2,0307 1,9358 1,8513 1,8035 1,8042 1,8586 1,9645 2,1059 2,2481 2,3380 2,3230 2,1767 1,9126 1,5873 1,2779 1,0370 0,8739 0,7844 0,7755 0,8561 1,0140 1,2039 1,3619 1,4477 1,4671 1,4531 1,4502 1,4989 1,6027 1,7171 1,7869 1,7900 1,7416 1,6578 1,5337 1,3706 1,2042 1,0868 1,0469 1,0761 1,1402 1,2046 1,2548 1,2862 1,2727 1,1649 0,9224 0,5482 0,1006 -0,3349 -0,6932 -0,9483 -1,0914 -1,1028 -0,9485 -0,6015 -0,0655 0,6198 1,3823 2,1248 2,7531 3,2173 3,5202 3,6830 3,7138 3,6109 3,3866 3,0759 2,7194 2,3441 1,9657 1,5954 1,2377 0,8958 0,5807 0,3027 0,0616 -0,1441 -0,3057 -0,4137 -0,4683 -0,4804 -0,4801 -0,5141 -0,6140 -0,7652 -0,9219 -1,0477 -1,1343 -1,1844 -1,1967 -1,1708 -1,1197 -1,0717 -1,0630 -1,1171 -1,2330 -1,4008 -1,6204 -1,9015 -2,2484 -2,6433 -3,0383 -3,3785 -3,6360 -3,8116 -3,9142 -3,9570 -3,9629 -3,9540 -3,9403 -3,9147 -3,8533 -3,7297 -3,5382 -3,3087 -3,0977 -2,9603 -2,9141 -2,9245 -2,9254 -2,8546 -2,6832 -2,4287 -2,1418 -1,8761 -1,6660 -1,5237 -1,4469 -1,4202 -1,4182 -1,4234 -1,4337 -1,4571 -1,5043 -1,5803 -1,6810 -1,8005 -1,9383 -2,0985 -2,2844 -2,4949 -2,7257 -2,9714 -3,2222 -3,4580 -3,6472 -3,7552 -3,7580 -3,6525 -3,4612 -3,2291 -3,0070 -2,8352 -2,7443 -2,7615 -2,8990 -3,1394 -3,4421 -3,7623 -4,0664 -4,3314 -4,5295 -4,6253 -4,6027 -4,4841 -4,3171 -4,1565 -4,0532 -4,0309 -4,0667 -4,1178 -4,1622 -4,1962 -4,2098 -4,1872 -4,1239 -4,0319 -3,9360 -3,8642 -3,8363 -3,8581 -3,9171 -3,9830 -4,0237 -4,0126 -3,9189 -3,7100 -3,3686 -2,9133 -2,4176 -2,0054 -1,8035 -1,8701 -2,1529 -2,5245 -2,8654 -3,1007 -3,1780 -3,0566 -2,7370 -2,2814 -1,7970 -1,3842 -1,0827
F7    1,5328 1,5699 1,4664 1,2777 1,0953 0,9946 0,9962 1,0802 1,2326 1,4508 1,7047 1,9305 2,0816 2,1508 2,1315 2,0086 1,7949 1,5350 1,2584 0,9303 0,4708 -0,1420 -0,8096 -1,3716 -1,7107 -1,8246 -1,8243 -1,8448 -1,9433 -2,0700 -2,1141 -1,9828 -1,6606 -1,2200 -0,7877 -0,4780 -0,3299 -0,2984 -0,2941 -0,2448 -0,1404 -0,0274 0,0303 -0,0225 -0,2229 -0,5807 -1,0614 -1,5732 -1,9796 -2,1641 -2,1102 -1,9052 -1,6645 -1,4671 -1,3508 -1,3278 -1,3775 -1,4552 -1,5357 -1,6247 -1,7118 -1,7444 -1,6662 -1,4720 -1,2068 -0,9101 -0,5871 -0,2415 0,0981 0,3881 0,5698 0,5750 0,3754 0,0109 -0,4603 -1,0092 -1,6051 -2,1735 -2,6197 -2,8724 -2,8983 -2,7167 -2,3990 -2,0220 -1,6276 -1,2412 -0,9093 -0,6949 -0,6293 -0,6758 -0,7541 -0,7982 -0,7938 -0,7661 -0,7438 -0,7554 -0,8573 -1,1190 -1,5575 -2,0970 -2,5973 -2,9265 -3,0448 -3,0470 -3,0966 -3,2937 -3,6168 -3,9726 -4,2640 -4,4275 -4,4464 -4,3507 -4,2089 -4,0990 -4,0671 -4,1188 -4,2537 -4,4753 -4,7506 -4,9897 -5,0929 -5,0104 -4,7519 -4,3584 -3,8892 -3,4152 -2,9962 -2,6467 -2,3163 -1,9169 -1,4003 -0,8193 -0,2983 0,0545 0,2047 0,1872 0,0800 -0,0195 -0,0297 0,0761 0,2561 0,4207 0,4791 0,3929 0,1922 -0,0566 -0,3013 -0,5227 -0,7035 -0,7958 -0,7589 -0,6283 -0,4956 -0,4073 -0,3288 -0,2320 -0,1646 -0,1865 -0,2938 -0,4619 -0,7122 -1,0774 -1,5246 -1,9404 -2,1913 -2,2021 -1,9942 -1,6681 -1,3509 -1,1420 -1,0768 -1,1087 -1,1294 -1,0393 -0,8019 -0,4274 0,0435 0,5180 0,8733 1,0285 0,9787 0,7778 0,5222 0,3248 0,2420 0,2327 0,2137 0,1260 -0,0582 -0,3296 -0,6226 -0,8473 -0,9423 -0,8864 -0,7007 -0,4407 -0,1522 0,1382 0,3840 0,5247 0,5398 0,4579 0,3078 0,0813 -0,2350 -0,6006 -0,9439 -1,2469 -1,5468 -1,8554 -2,1393 -2,3642 -2,5067 -2,5273 -2,3807 -2,0808 -1,7321 -1,4821 -1,4462 -1,6640 -2,0897 -2,6029 -3,0528 -3,3426 -3,4781 -3,5257 -3,5574 -3,6451 -3,8296 -4,0733 -4,2961 -4,4374 -4,4329 -4,1901 -3,6568 -2,8981 -2,0845 -1,4150 -1,0289 -0,9443 -1,0569 -1,2089 -1,2898 -1,3125 -1,4135 -1,7539 -2,3856 -3,2051 -4,0238 -4,6683 -5,0264 -5,0637 -4,8239 -4,3616 -3,7184 -3,0257 -2,4993 -2,2538 -2,2203 -2,2447 -2,1964 -2,0284 -1,7936 -1,6004 -1,5416 -1,6457 -1,8688 -2,1131 -2,2778 -2,3407 -2,3899 -2,5330 -2,7754 -3,0068 -3,0975 -3,0040 -2,7835 -2,5074 -2,1959 -1,8724 -1,6255 -1,5369 -1,5803 -1,6539 -1,6784 -1,6418 -1,5715 -1,4828 -1,3786 -1,2798 -1,2070 -1,1465 -1,0666 -0,9651 -0,8860 -0,8869 -1,0049 -1,2387 -1,5451 -1,8758 -2,2239 -2,6015 -2,9751 -3,2543 -3,3607 -3,3059 -3,1570 -2,9119 -2,5007 -1,9300 -1,3194 -0,7736 -0,2977 0,1386 0,5104 0,7567 0,8461 0,7695 0,5176 0,1113 -0,3713 -0,8007 -1,0317 -0,9707 -0,6432 -0,2140 0,1026 0,1919 0,0999 -0,0310 -0,0489 0,1495 0,5943 1,2381 1,9698 2,6607 3,2333 3,6707 3,9406 3,9575 3,6528 3,0598 2,3170 1,6031 1,0450 0,6652 0,4092 0,2184 0,0874 0,0969 0,3788 0,9761 1,7503 2,4789 3,0139 3,3314 3,4847 3,5500 3,6014 3,6898 3,8218 3,9702 4,1113 4,2436 4,3725 4,4864 4,5482 4,5117 4,3617 4,1278 3,8570 3,5965 3,3970 3,2958 3,2990 3,4004 3,6047 3,9105 4,2785 4,6447 4,9641 5,2148 5,3690 5,3988 5,3194 5,1975 5,0901 5,0020 4,9280 4,8940 4,9340 5,0566 5,2359 5,4181 5,5503 5,6133 5,6206 5,5985 5,5753 5,5682 5,5677 5,5467 5,4918 5,4259 5,3916 5,4034 5,4290 5,4250 5,3692 5,2515 5,0647 4,8156 4,5346 4,2597 4,0158 3,8219 3,6994 3,6592 3,6992 3,8226 4,0356 4,3111 4,5811 4,7872 4,9172 4,9781 4,9686 4,8946 4,7745 4,6212 4,4524 4,3130 4,2547 4,3005 4,4384 4,6395 4,8684 5,0800 5,2232 5,2584 5,1692 4,9675 4,6953 4,4126 4,1742 4,0067 3,9005 3,8281 3,7793 3,7716 3,8319 3,9727 4,1844 4,4540 4,7825 5,1778 5,6290 6,0871 6,4782 6,7373 6,8277 6,7513 6,5564 6,3123 6,0687 5,8462 5,6477 5,4527 5,2212 4,9272 4,5783 4,1999 3,8223 3,4753 3,1713 2,9047 2,6783 2,5091 2,4161 2,4206 2,5447 2,7829 3,0710 3,3119 3,4420 3,4567 3,3832 3,2544 3,1013 2,9481 2,8066 2,6675 2,5000 2,2753 1,9934 1,6845 1,3829 1,0994 0,8241 0,5519 0,3024 0,1191 0,0467 0,1052 0,2755 0,4957 0,6876 0,8026 0,8314 0,7828 0,6771 0,5593 0,5053 0,5946 0,8553 1,2381 1,6514 2,0105 2,2550 2,3554 2,3207 2,1978 2,0539 1,9454 1,8946 1,8984 1,9464 2,0168 2,0786 2,1145 2,1276 2,1190 2,0763 1,9890 1,8578 1,6892 1,4902 1,2738 1,0678 0,9104 0,8310 0,8356 0,9049 0,9994 1,0807 1,1346 1,1720 1,2120 1,2564 1,2769 1,2328 1,1068 0,9218 0,7244 0,5517 0,4080 0,2617 0,0726 -0,1691 -0,4361 -0,6924 -0,9170 -1,1018 -1,2183 -1,2099 -1,0535 -0,8082 -0,5740 -0,4214 -0,3618 -0,3655 -0,3977 -0,4368 -0,4598 -0,4255 -0,2851 -0,0093 0,3900 0,8555 1,3060 1,6752 1,9451 2,1312 2,2279 2,1974 2,0222 1,7477 1,4619 1,2326 1,0572 0,8785 0,6484 0,3558 0,0041 -0,3995 -0,8242 -1,2035 -1,4510 -1,5007 -1,3434
