Fp1   -3,3449 -3,4118 -3,4068 -3,2804 -3,0281 -2,7044 -2,3901 -2,1164 -1,8368 -1,4992 -1,0993 -0,6515 -0,1523 0,3941 0,9290 1,3595 1,6279 1,7388 1,7272 1,6209 1,4481 1,2701 1,1756 1,2304 1,4297 1,6841 1,8649 1,8871 1,7425 1,4699 1,1259 0,7694 0,4587 0,2616 0,2474 0,4420 0,7887 1,1530 1,3654 1,2975 0,9441 0,4158 -0,1573 -0,6803 -1,0691 -1,2345 -1,1222 -0,7618 -0,2491 0,3268 0,9095 1,4314 1,7987 1,9383 1,8471 1,5978 1,2947 1,0202 0,8175 0,7142 0,7390 0,8915 1,1007 1,2435 1,2087 0,9515 0,5058 -0,0467 -0,6302 -1,2080 -1,7569 -2,2342 -2,6052 -2,8828 -3,1000 -3,2472 -3,2590 -3,0736 -2,6853 -2,1305 -1,4602 -0,7439 -0,0778 0,4399 0,7549 0,8583 0,7432 0,3966 -0,1614 -0,8310 -1,4354 -1,8182 -1,9493 -1,9056 -1,7870 -1,6805 -1,6566 -1,7553 -1,9688 -2,2381 -2,4695 -2,5822 -2,5660 -2,4932 -2,4712 -2,5867 -2,8814 -3,3460 -3,9224 -4,5392 -5,1553 -5,7513 -6,2949 -6,7455 -7,0787 -7,2823 -7,3450 -7,2757 -7,1267 -6,9740 -6,8623 -6,7706 -6,6393 -6,4166 -6,0664 -5,5700 -4,9376 -4,1989 -3,3945 -2,5773 -1,7990 -1,0890 -0,4505 0,1295 0,6810 1,2547 1,9007 2,6223 3,3560 4,0103 4,5208 4,8704 5,0744 5,1450 5,0756 4,8711 4,5680 4,2100 3,8238 3,4249 3,0339 2,6867 2,4181 2,2317 2,1029 1,9989 1,8887 1,7622 1,6270 1,4729 1,2759 1,0336 0,7663 0,5045 0,2781 0,0914 -0,0854 -0,2924 -0,5540 -0,8508 -1,1157 -1,2883 -1,3544 -1,3249 -1,2148 -1,0529 -0,8901 -0,7771 -0,7333 -0,7545 -0,8469 -1,0428 -1,3925 -1,9339 -2,6551 -3,4826 -4,3132 -5,0690 -5,7192 -6,2537 -6,6543 -6,9035 -7,0094 -7,0055 -6,9228 -6,7821 -6,6023 -6,4034 -6,2113 -6,0628 -5,9983 -6,0452 -6,2000 -6,4259 -6,6752 -6,9318 -7,2148 -7,5204 -7,8013 -8,0249 -8,1927 -8,3005 -8,3399 -8,3190 -8,2295 -8,0225 -7,6513 -7,1262 -6,5154 -5,8944 -5,3046 -4,7608 -4,2910 -3,9563 -3,8223 -3,9023 -4,1442 -4,4680 -4,8005 -5,0878 -5,2912 -5,3783 -5,3181 -5,0947 -4,7361 -4,3103 -3,8906 -3,5436 -3,3289 -3,2770 -3,3757 -3,5841 -3,8417 -4,0698 -4,1996 -4,2088 -4,1245 -4,0117 -3,9526 -3,9871 -4,0692 -4,0994 -3,9827 -3,6558 -3,0932 -2,3113 -1,3729 -0,3708 0,5951 1,4234 2,0155 2,3096 2,3294 2,1900 2,0380 1,9724 2,0047 2,0700 2,0757 1,9532 1,6852 1,2986 0,8443 0,4013 0,0906 0,0502 0,3858 1,1248 2,1870 3,4143 4,6353 5,6956 6,4565 6,8032 6,6709 6,0651 5,0503 3,7211 2,2135 0,7266 -0,5251 -1,4079 -1,9237 -2,1720 -2,2460 -2,1781 -1,9966 -1,7759 -1,5912 -1,4552 -1,3094 -1,0602 -0,6460 -0,0941 0,4860 0,9713 1,2960 1,4573 1,4867 1,4470 1,4169 1,4191 1,3749 1,1755 0,8043 0,3793 0,0944 0,1231 0,5274 1,2263 2,0564 2,8568 3,5090 3,9529 4,1900 4,2454 4,1309 3,8551 3,4546 2,9907 2,5076 2,0228 1,5669 1,1956 0,9636 0,8910 0,9401 1,0503 1,2026 1,4136 1,6769 1,9376 2,1234 2,1832 2,0895 1,8078 1,3092 0,6600 0,0556 -0,2897 -0,2834 0,0040 0,4071 0,7597 0,9498 0,9444 0,7794 0,5063 0,1548 -0,2536 -0,6837 -1,0847 -1,3961 -1,5721 -1,6146 -1,5658 -1,4741 -1,3901 -1,3689 -1,4463 -1,6336 -1,9184 -2,2335 -2,4672 -2,5347 -2,4189 -2,1615 -1,8410 -1,5412 -1,3315 -1,2722 -1,4060 -1,7239 -2,1468 -2,5374 -2,7441 -2,6759 -2,3447 -1,8327 -1,2427 -0,6811 -0,2407 0,0276 0,1294 0,1148 0,0421 -0,0575 -0,1829 -0,3439 -0,5524 -0,8215 -1,1438 -1,4611 -1,6833 -1,7343 -1,5660 -1,1833 -0,7116 -0,3934 -0,4502 -0,9555 -1,8350 -2,9274 -4,0298 -4,9413 -5,5039 -5,6227 -5,2842 -4,5807 -3,7068 -2,8971 -2,3306 -2,0787 -2,1166 -2,3446 -2,6176 -2,8230 -2,9632 -3,1393 -3,4445 -3,8770 -4,3397 -4,7021 -4,8662 -4,8002 -4,5476 -4,2149 -3,9233 -3,7559 -3,7367 -3,8440 -4,0370 -4,2660 -4,4605 -4,5391 -4,4663 -4,2934 -4,1334 -4,0968 -4,2289 -4,4832 -4,7576 -4,9529 -5,0026 -4,8839 -4,6309 -4,3266 -4,0599 -3,8893 -3,8341 -3,8714 -3,9478 -4,0156 -4,0591 -4,0901 -4,1266 -4,1865 -4,2838 -4,4102 -4,5402 -4,6567 -4,7620 -4,8819 -5,0507 -5,2712 -5,5083 -5,7282 -5,9166 -6,0769 -6,2542 -6,5464 -7,0487 -7,7898 -8,7409 -9,8640 -11,1009 -12,3187 -13,3303 -13,9926 -14,2590 -14,1505 -13,7146 -13,0132 -12,1201 -11,0989 -9,9891 -8,8142 -7,5886 -6,3344 -5,0896 -3,8757 -2,6722 -1,4500 -0,2118 1,0063 2,1316 3,0415 3,6210 3,8537 3,8033 3,5315 3,0868 2,5349 1,9666 1,4946 1,2280 1,2273 1,4734 1,8720 2,2814 2,5614 2,6429 2,5353 2,2480 1,7583 1,0882 0,3628 -0,2422 -0,5943 -0,6499 -0,4608 -0,1574 0,1063 0,2317 0,2109 0,0915 -0,0622 -0,1462 0,0114 0,5696 1,5351 2,7248 3,8543 4,6460 4,9123 4,6138 3,8555 2,8114 1,6576 0,5471 -0,4142 -1,1803 -1,7441 -2,1254 -2,3963 -2,6723 -3,0527 -3,5824 -4,2322 -4,8964 -5,4558 -5,8500 -6,0730 -6,1274 -5,9916 -5,6255 -5,0141 -4,1838 -3,1678 -2,0056 -0,7904 0,3365 1,2305 1,7628 1,8559 1,5325 0,8967 0,0796 -0,7602 -1,4284 -1,7683 -1,7564 -1,5078 -1,2119 -1,0634 -1,1660 -1,4648 -1,8234 -2,1445 -2,3746 -2,4533 -2,3186 -1,9634 -1,4729 -0,9757 -0,5643 -0,2851 -0,1661 -0,2178 -0,4132
Fz    -3,0152 -2,8746 -2,6996 -2,4851 -2,2321 -1,9626 -1,7066 -1,4731 -1,2460 -1,0072 -0,7457 -0,4577 -0,1546 0,1243 0,3177 0,3790 0,3170 0,1920 0,0663 -0,0351 -0,1161 -0,1826 -0,2296 -0,2403 -0,1947 -0,0887 0,0575 0,2135 0,3559 0,4680 0,5395 0,5761 0,6005 0,6385 0,7118 0,8358 1,0093 1,2043 1,3696 1,4518 1,4268 1,3144 1,1592 1,0107 0,9164 0,9130 1,0090 1,1698 1,3350 1,4642 1,5560 1,6226 1,6654 1,6768 1,6466 1,5659 1,4372 1,2779 1,1073 0,9390 0,7851 0,6572 0,5585 0,4782 0,3988 0,3098 0,2193 0,1524 0,1284 0,1364 0,1417 0,1104 0,0156 -0,1714 -0,4660 -0,8391 -1,2201 -1,5358 -1,7381 -1,8030 -1,7259 -1,5269 -1,2606 -1,0125 -0,8659 -0,8635 -1,0036 -1,2641 -1,6122 -1,9879 -2,2997 -2,4655 -2,4620 -2,3281 -2,1345 -1,9543 -1,8414 -1,8193 -1,8834 -2,0121 -2,1686 -2,2986 -2,3511 -2,3169 -2,2459 -2,2162 -2,2900 -2,4885 -2,7907 -3,1543 -3,5533 -3,9878 -4,4584 -4,9437 -5,4054 -5,8080 -6,1361 -6,4006 -6,6312 -6,8534 -7,0584 -7,1989 -7,2226 -7,0988 -6,8106 -6,3528 -5,7461 -5,0362 -4,2811 -3,5456 -2,8964 -2,3837 -2,0165 -1,7559 -1,5383 -1,3101 -1,0436 -0,7389 -0,4240 -0,1441 0,0670 0,2085 0,3058 0,3853 0,4565 0,5192 0,5719 0,6077 0,6186 0,6071 0,5900 0,5861 0,5969 0,6070 0,6050 0,5864 0,5445 0,4776 0,3925 0,2935 0,1818 0,0649 -0,0419 -0,1199 -0,1551 -0,1534 -0,1445 -0,1621 -0,2134 -0,2585 -0,2247 -0,0539 0,2572 0,6623 1,0981 1,5099 1,8599 2,1325 2,3311 2,4594 2,5069 2,4517 2,2670 1,9376 1,4853 0,9705 0,4571 -0,0189 -0,4453 -0,8133 -1,1170 -1,3695 -1,6031 -1,8509 -2,1309 -2,4427 -2,7685 -3,0806 -3,3566 -3,5923 -3,7987 -3,9853 -4,1510 -4,2908 -4,4080 -4,5217 -4,6561 -4,8177 -4,9907 -5,1490 -5,2584 -5,2846 -5,2226 -5,0986 -4,9325 -4,7244 -4,4853 -4,2512 -4,0601 -3,9269 -3,8393 -3,7721 -3,7100 -3,6569 -3,6185 -3,5864 -3,5454 -3,4843 -3,3908 -3,2490 -3,0481 -2,7897 -2,4818 -2,1298 -1,7486 -1,3789 -1,0807 -0,9105 -0,9009 -1,0500 -1,3242 -1,6661 -2,0056 -2,2850 -2,4898 -2,6493 -2,8027 -2,9774 -3,1844 -3,4092 -3,6117 -3,7412 -3,7502 -3,6083 -3,3109 -2,8751 -2,3360 -1,7431 -1,1502 -0,6095 -0,1714 0,1271 0,2847 0,3441 0,3708 0,4212 0,5232 0,6757 0,8556 1,0239 1,1373 1,1647 1,1001 0,9699 0,8294 0,7435 0,7691 0,9397 1,2506 1,6562 2,0829 2,4427 2,6505 2,6497 2,4266 1,9984 1,3993 0,6818 -0,0791 -0,7895 -1,3576 -1,7277 -1,9061 -1,9499 -1,9205 -1,8539 -1,7749 -1,7164 -1,7091 -1,7590 -1,8377 -1,8939 -1,8872 -1,8152 -1,6992 -1,5557 -1,3932 -1,2275 -1,0792 -0,9478 -0,8073 -0,6452 -0,4936 -0,4045 -0,3954 -0,4239 -0,4134 -0,2994 -0,0642 0,2552 0,5906 0,8739 1,0598 1,1385 1,1256 1,0343 0,8670 0,6383 0,3942 0,2014 0,1145 0,1500 0,2803 0,4471 0,5932 0,6929 0,7567 0,8117 0,8808 0,9660 1,0463 1,0924 1,0843 1,0127 0,8781 0,6953 0,4987 0,3435 0,2901 0,3677 0,5516 0,7794 0,9866 1,1285 1,1841 1,1510 1,0375 0,8564 0,6269 0,3778 0,1392 -0,0646 -0,2166 -0,3108 -0,3542 -0,3534 -0,3120 -0,2508 -0,2091 -0,2192 -0,2960 -0,4379 -0,6124 -0,7624 -0,8391 -0,8114 -0,6667 -0,4308 -0,1710 0,0362 0,1325 0,0872 -0,0961 -0,3729 -0,6653 -0,8857 -0,9719 -0,9112 -0,7342 -0,4947 -0,2564 -0,0776 0,0047 -0,0246 -0,1609 -0,3782 -0,6379 -0,9089 -1,1817 -1,4665 -1,7772 -2,1067 -2,4140 -2,6388 -2,7258 -2,6448 -2,4142 -2,1108 -1,8359 -1,6629 -1,6235 -1,7237 -1,9393 -2,2020 -2,4207 -2,5222 -2,4676 -2,2571 -1,9407 -1,6140 -1,3819 -1,3139 -1,4203 -1,6563 -1,9471 -2,2199 -2,4300 -2,5791 -2,7070 -2,8463 -2,9817 -3,0692 -3,0895 -3,0629 -3,0209 -2,9834 -2,9630 -2,9700 -3,0070 -3,0632 -3,1186 -3,1560 -3,1678 -3,1493 -3,0880 -2,9744 -2,8220 -2,6662 -2,5445 -2,4705 -2,4252 -2,3812 -2,3226 -2,2362 -2,1132 -1,9745 -1,8700 -1,8442 -1,9097 -2,0515 -2,2375 -2,4286 -2,5895 -2,6934 -2,7262 -2,6935 -2,6235 -2,5522 -2,4943 -2,4416 -2,3895 -2,3543 -2,3688 -2,4672 -2,6709 -2,9837 -3,3950 -3,8826 -4,4196 -4,9927 -5,6096 -6,2776 -6,9837 -7,7038 -8,4214 -9,1245 -9,7802 -10,3283 -10,7154 -10,9251 -10,9681 -10,8609 -10,6207 -10,2633 -9,7888 -9,1827 -8,4404 -7,5802 -6,6364 -5,6488 -4,6553 -3,6877 -2,7719 -1,9246 -1,1494 -0,4470 0,1682 0,6704 1,0436 1,2855 1,3983 1,3925 1,2932 1,1403 0,9895 0,9064 0,9401 1,0924 1,3132 1,5260 1,6656 1,7045 1,6418 1,4720 1,1854 0,7976 0,3581 -0,0747 -0,4505 -0,7275 -0,8802 -0,9140 -0,8675 -0,7906 -0,7178 -0,6659 -0,6338 -0,5821 -0,4263 -0,0883 0,4388 1,0870 1,7575 2,3571 2,8173 3,1090 3,2397 3,2331 3,1145 2,9058 2,6267 2,2972 1,9468 1,6084 1,2934 0,9858 0,6654 0,3276 -0,0090 -0,3019 -0,5028 -0,5826 -0,5420 -0,4021 -0,1839 0,1008 0,4421 0,8249 1,2391 1,6792 2,1167 2,4843 2,6947 2,6733 2,3960 1,9000 1,2534 0,5272 -0,1979 -0,8248 -1,2759 -1,5372 -1,6531 -1,6896 -1,7084 -1,7450 -1,7909 -1,8139 -1,7989 -1,7525 -1,6800 -1,5775 -1,4484 -1,3157 -1,2024 -1,1059 -1,0087 -0,9041 -0,8044 -0,7292
F3    -2,7626 -2,7296 -2,6882 -2,6200 -2,5232 -2,4181 -2,3270 -2,2397 -2,1095 -1,8953 -1,5881 -1,2048 -0,7796 -0,3664 -0,0297 0,1881 0,2979 0,3513 0,3913 0,4217 0,4252 0,3940 0,3419 0,3012 0,3034 0,3515 0,4154 0,4599 0,4725 0,4618 0,4477 0,4585 0,5211 0,6517 0,8567 1,1282 1,4305 1,7007 1,8686 1,8855 1,7528 1,5212 1,2563 1,0152 0,8474 0,7946 0,8701 1,0389 1,2369 1,4220 1,5881 1,7343 1,8424 1,8891 1,8653 1,7835 1,6708 1,5513 1,4326 1,3130 1,1984 1,1018 1,0282 0,9620 0,8703 0,7208 0,5048 0,2450 -0,0241 -0,2797 -0,5125 -0,7178 -0,9017 -1,0908 -1,3106 -1,5455 -1,7312 -1,7947 -1,6981 -1,4463 -1,0728 -0,6291 -0,1881 0,1637 0,3615 0,3896 0,2637 0,0030 -0,3669 -0,7848 -1,1486 -1,3656 -1,4117 -1,3295 -1,1918 -1,0709 -1,0179 -1,0532 -1,1695 -1,3412 -1,5278 -1,6790 -1,7605 -1,7823 -1,8039 -1,9012 -2,1279 -2,4945 -2,9645 -3,4756 -3,9774 -4,4450 -4,8619 -5,2103 -5,4768 -5,6608 -5,7788 -5,8635 -5,9538 -6,0736 -6,2105 -6,3131 -6,3225 -6,2021 -5,9403 -5,5464 -5,0504 -4,4908 -3,9050 -3,3317 -2,8067 -2,3537 -1,9748 -1,6447 -1,3192 -0,9593 -0,5507 -0,1072 0,3369 0,7422 1,0847 1,3690 1,6178 1,8415 2,0225 2,1391 2,1874 2,1743 2,1080 2,0000 1,8684 1,7344 1,6112 1,5024 1,4069 1,3171 1,2209 1,1192 1,0231 0,9339 0,8460 0,7645 0,7028 0,6726 0,6785 0,7127 0,7512 0,7629 0,7321 0,6818 0,6711 0,7523 0,9344 1,1898 1,4772 1,7579 2,0004 2,1858 2,3085 2,3614 2,3229 2,1652 1,8669 1,4266 0,8786 0,2918 -0,2601 -0,7296 -1,0990 -1,3679 -1,5459 -1,6545 -1,7275 -1,8014 -1,9006 -2,0294 -2,1763 -2,3233 -2,4590 -2,5907 -2,7408 -2,9229 -3,1217 -3,3040 -3,4514 -3,5866 -3,7556 -3,9786 -4,2335 -4,4846 -4,6968 -4,8346 -4,8851 -4,8628 -4,7698 -4,5804 -4,2826 -3,9100 -3,5209 -3,1587 -2,8373 -2,5581 -2,3311 -2,1716 -2,0812 -2,0411 -2,0291 -2,0335 -2,0458 -2,0539 -2,0447 -2,0031 -1,9098 -1,7479 -1,5212 -1,2603 -1,0125 -0,8287 -0,7512 -0,8044 -0,9903 -1,2844 -1,6302 -1,9560 -2,2122 -2,3901 -2,5065 -2,5910 -2,6771 -2,7754 -2,8594 -2,8836 -2,8037 -2,5884 -2,2270 -1,7307 -1,1331 -0,4884 0,1367 0,6728 1,0572 1,2525 1,2693 1,1732 1,0602 1,0110 1,0564 1,1768 1,3220 1,4331 1,4645 1,4044 1,2781 1,1435 1,0823 1,1730 1,4644 1,9644 2,6317 3,3805 4,1029 4,6947 5,0706 5,1764 4,9941 4,5340 3,8235 2,9116 1,8912 0,9096 0,1271 -0,3580 -0,5576 -0,5692 -0,4953 -0,3904 -0,2857 -0,2214 -0,2290 -0,3037 -0,3965 -0,4319 -0,3533 -0,1611 0,1000 0,3806 0,6481 0,8818 1,0681 1,2153 1,3498 1,4679 1,5054 1,3874 1,1156 0,7967 0,5863 0,6047 0,8855 1,3756 1,9728 2,5630 3,0478 3,3695 3,5139 3,4841 3,2906 2,9653 2,5673 2,1672 1,8238 1,5696 1,4101 1,3309 1,3156 1,3548 1,4359 1,5406 1,6601 1,7974 1,9517 2,1104 2,2543 2,3565 2,3790 2,2825 2,0591 1,7681 1,5284 1,4461 1,5439 1,7584 1,9959 2,1857 2,2964 2,3257 2,2821 2,1677 1,9775 1,7119 1,3836 1,0205 0,6700 0,3890 0,2217 0,1890 0,2814 0,4458 0,6023 0,6880 0,6714 0,5490 0,3624 0,1901 0,0982 0,1189 0,2564 0,4800 0,7275 0,9318 1,0412 1,0285 0,8995 0,6937 0,4768 0,3216 0,2771 0,3485 0,5157 0,7541 1,0296 1,2954 1,5044 1,6228 1,6399 1,5721 1,4537 1,3182 1,1807 1,0275 0,8269 0,5618 0,2606 -0,0089 -0,1713 -0,1757 -0,0250 0,2056 0,3959 0,4409 0,2858 -0,0704 -0,5717 -1,1111 -1,5620 -1,8182 -1,8166 -1,5524 -1,0938 -0,5704 -0,1274 0,1266 0,1462 -0,0509 -0,3926 -0,7764 -1,1165 -1,3879 -1,6191 -1,8365 -2,0232 -2,1354 -2,1444 -2,0537 -1,8845 -1,6695 -1,4589 -1,3089 -1,2535 -1,2889 -1,3850 -1,5086 -1,6328 -1,7288 -1,7646 -1,7304 -1,6592 -1,6097 -1,6303 -1,7306 -1,8736 -2,0021 -2,0700 -2,0421 -1,9003 -1,6699 -1,4154 -1,2031 -1,0751 -1,0456 -1,1006 -1,2097 -1,3412 -1,4677 -1,5720 -1,6515 -1,7154 -1,7763 -1,8364 -1,8888 -1,9322 -1,9753 -2,0352 -2,1322 -2,2802 -2,4845 -2,7462 -3,0590 -3,4073 -3,7875 -4,2223 -4,7380 -5,3409 -6,0257 -6,7907 -7,6230 -8,4669 -9,2277 -9,8162 -10,1825 -10,3167 -10,2391 -9,9936 -9,6277 -9,1657 -8,6057 -7,9407 -7,1707 -6,3057 -5,3688 -4,3889 -3,3933 -2,4116 -1,4775 -0,6221 0,1226 0,7112 1,1033 1,3030 1,3481 1,2637 1,0587 0,7579 0,4182 0,1294 -0,0061 0,0852 0,4099 0,9035 1,4574 1,9642 2,3579 2,6118 2,7007 2,5943 2,2985 1,8829 1,4533 1,1079 0,9115 0,8772 0,9569 1,0611 1,1102 1,0731 0,9627 0,8227 0,7383 0,8270 1,1765 1,7810 2,5440 3,3254 3,9796 4,3869 4,4937 4,3284 3,9663 3,4855 2,9536 2,4294 1,9591 1,5762 1,2971 1,0959 0,8995 0,6295 0,2458 -0,2277 -0,7018 -1,0708 -1,2754 -1,3188 -1,2386 -1,0712 -0,8308 -0,5136 -0,1062 0,4098 1,0361 1,7285 2,3954 2,9172 3,1774 3,1154 2,7608 2,2023 1,5370 0,8642 0,2931 -0,0864 -0,2512 -0,2552 -0,2000 -0,1931 -0,2915 -0,4606 -0,6168 -0,7024 -0,6992 -0,6000 -0,4015 -0,1234 0,1773 0,4343 0,6135 0,7119 0,7305 0,6681 0,5309
F7    -2,5497 -2,4755 -2,4127 -2,3641 -2,3280 -2,2891 -2,2165 -2,0745 -1,8490 -1,5575 -1,2315 -0,9013 -0,5959 -0,3390 -0,1404 0,0111 0,1451 0,2891 0,4484 0,6085 0,7460 0,8306 0,8335 0,7516 0,6209 0,4988 0,4309 0,4251 0,4584 0,5058 0,5546 0,5964 0,6157 0,5874 0,4921 0,3473 0,2116 0,1483 0,1923 0,3454 0,5829 0,8607 1,1278 1,3425 1,4840 1,5580 1,5957 1,6355 1,6927 1,7501 1,7757 1,7509 1,6922 1,6453 1,6494 1,7033 1,7741 1,8375 1,8865 1,9003 1,8330 1,6497 1,3651 1,0422 0,7517 0,5276 0,3564 0,2042 0,0508 -0,1021 -0,2461 -0,3773 -0,4920 -0,5797 -0,6250 -0,6242 -0,6036 -0,6038 -0,6339 -0,6554 -0,6174 -0,4949 -0,2949 -0,0518 0,1796 0,3518 0,4482 0,4797 0,4781 0,4841 0,5237 0,6061 0,7352 0,8916 1,0200 1,0672 1,0242 0,9162 0,7736 0,6166 0,4517 0,2806 0,1101 -0,0532 -0,2118 -0,3755 -0,5611 -0,7937 -1,0896 -1,4419 -1,8320 -2,2447 -2,6610 -3,0564 -3,4177 -3,7520 -4,0678 -4,3591 -4,6138 -4,8245 -4,9865 -5,0901 -5,1108 -5,0033 -4,7211 -4,2612 -3,6795 -3,0516 -2,4303 -1,8437 -1,3101 -0,8438 -0,4517 -0,1274 0,1525 0,4219 0,7094 1,0272 1,3675 1,7044 2,0032 2,2355 2,3901 2,4742 2,5083 2,5242 2,5499 2,5826 2,5874 2,5327 2,4143 2,2477 2,0647 1,9175 1,8602 1,9162 2,0641 2,2525 2,4279 2,5489 2,5939 2,5738 2,5383 2,5525 2,6455 2,7883 2,9331 3,0589 3,1702 3,2755 3,3761 3,4692 3,5551 3,6371 3,7071 3,7381 3,7026 3,5979 3,4447 3,2606 3,0442 2,7793 2,4520 2,0705 1,6647 1,2678 0,9084 0,6099 0,3868 0,2352 0,1225 -0,0131 -0,2384 -0,5844 -1,0297 -1,5202 -1,9926 -2,3909 -2,6841 -2,8749 -2,9941 -3,0825 -3,1722 -3,2756 -3,3880 -3,4950 -3,5772 -3,6175 -3,6112 -3,5604 -3,4663 -3,3400 -3,2051 -3,0767 -2,9484 -2,8102 -2,6679 -2,5367 -2,4238 -2,3252 -2,2306 -2,1359 -2,0523 -1,9965 -1,9741 -1,9791 -2,0041 -2,0420 -2,0816 -2,1097 -2,1165 -2,0886 -2,0061 -1,8601 -1,6719 -1,4920 -1,3765 -1,3652 -1,4712 -1,6707 -1,9106 -2,1402 -2,3282 -2,4600 -2,5367 -2,5756 -2,5931 -2,5880 -2,5500 -2,4778 -2,3799 -2,2604 -2,1134 -1,9346 -1,7339 -1,5344 -1,3671 -1,2600 -1,2248 -1,2543 -1,3286 -1,4188 -1,4899 -1,5132 -1,4809 -1,4008 -1,2772 -1,1006 -0,8568 -0,5477 -0,2014 0,1324 0,3940 0,5241 0,4857 0,2891 -0,0098 -0,3442 -0,6533 -0,8797 -0,9905 -1,0029 -0,9710 -0,9417 -0,9277 -0,9206 -0,9075 -0,8703 -0,8007 -0,7276 -0,7106 -0,7965 -0,9865 -1,2321 -1,4561 -1,5871 -1,5877 -1,4729 -1,3097 -1,1787 -1,1226 -1,1312 -1,1548 -1,1235 -0,9750 -0,6869 -0,2925 0,1338 0,5157 0,8065 0,9884 1,0615 1,0421 0,9595 0,8472 0,7327 0,6285 0,5339 0,4404 0,3348 0,2086 0,0701 -0,0540 -0,1313 -0,1382 -0,0698 0,0541 0,1991 0,3328 0,4311 0,4797 0,4740 0,4077 0,2626 0,0215 -0,2990 -0,6323 -0,8911 -1,0201 -1,0223 -0,9380 -0,8088 -0,6590 -0,4977 -0,3131 -0,0702 0,2577 0,6491 1,0321 1,3174 1,4393 1,3851 1,1984 0,9523 0,7140 0,5200 0,3706 0,2478 0,1349 0,0200 -0,1037 -0,2371 -0,3870 -0,5691 -0,7855 -1,0047 -1,1737 -1,2499 -1,2243 -1,1164 -0,9541 -0,7665 -0,5850 -0,4344 -0,3266 -0,2586 -0,2143 -0,1797 -0,1564 -0,1482 -0,1369 -0,0803 0,0602 0,2886 0,5703 0,8553 1,1015 1,2857 1,4049 1,4638 1,4659 1,4259 1,3684 1,3028 1,2302 1,1809 1,2046 1,3157 1,4726 1,6093 1,6680 1,6121 1,4414 1,1968 0,9375 0,7045 0,5014 0,3128 0,1306 -0,0501 -0,2470 -0,4815 -0,7562 -1,0503 -1,3327 -1,5856 -1,8090 -2,0035 -2,1631 -2,2825 -2,3616 -2,4011 -2,3966 -2,3386 -2,2286 -2,0954 -1,9821 -1,9151 -1,8919 -1,8928 -1,8965 -1,8929 -1,8935 -1,9181 -1,9607 -1,9922 -1,9957 -1,9719 -1,9147 -1,8084 -1,6466 -1,4417 -1,2319 -1,0864 -1,0760 -1,2229 -1,4864 -1,7925 -2,0741 -2,2867 -2,4101 -2,4555 -2,4590 -2,4449 -2,4050 -2,3305 -2,2386 -2,1471 -2,0485 -1,9239 -1,7648 -1,5795 -1,4002 -1,2831 -1,2853 -1,4382 -1,7374 -2,1448 -2,6006 -3,0450 -3,4369 -3,7565 -3,9998 -4,1738 -4,2917 -4,3654 -4,4017 -4,4082 -4,4116 -4,4649 -4,6246 -4,9119 -5,3009 -5,7528 -6,2543 -6,8044 -7,3772 -7,9245 -8,4005 -8,7652 -8,9879 -9,0709 -9,0527 -8,9675 -8,8101 -8,5584 -8,2092 -7,7793 -7,2925 -6,7716 -6,2315 -5,6759 -5,1003 -4,5073 -3,9223 -3,3813 -2,9046 -2,4954 -2,1576 -1,9011 -1,7336 -1,6592 -1,6812 -1,7975 -1,9857 -2,1930 -2,3511 -2,4154 -2,3837 -2,2700 -2,0833 -1,8438 -1,5941 -1,3785 -1,2190 -1,1151 -1,0637 -1,0678 -1,1203 -1,1913 -1,2462 -1,2604 -1,2057 -1,0456 -0,7781 -0,4676 -0,2043 -0,0359 0,0410 0,0440 -0,0207 -0,1466 -0,3026 -0,4314 -0,4751 -0,4124 -0,2820 -0,1588 -0,1118 -0,1888 -0,4088 -0,7514 -1,1711 -1,6220 -2,0600 -2,4403 -2,7311 -2,9309 -3,0699 -3,1866 -3,2910 -3,3552 -3,3386 -3,2034 -2,9175 -2,4776 -1,9379 -1,3962 -0,9377 -0,5984 -0,3787 -0,2774 -0,3077 -0,4761 -0,7516 -1,0714 -1,3759 -1,6299 -1,8204 -1,9528 -2,0499 -2,1392 -2,2390 -2,3487 -2,4429 -2,4864 -2,4634 -2,3785 -2,2457 -2,0965 -1,9840 -1,9599 -2,0422 -2,2024 -2,3828 -2,5258 -2,5894 -2,5575 -2,4461 -2,2875
