Fp1   -0,1685 -0,4806 -0,6471 -0,6446 -0,4928 -0,2325 0,0926 0,4492 0,8092 1,1371 1,3932 1,5471 1,5880 1,5270 1,3891 1,1961 0,9572 0,6715 0,3404 -0,0145 -0,3505 -0,6322 -0,8625 -1,0694 -1,2548 -1,3693 -1,3455 -1,1588 -0,8569 -0,5306 -0,2485 -0,0195 0,1812 0,3570 0,4623 0,4320 0,2371 -0,0949 -0,4998 -0,8975 -1,1952 -1,3031 -1,1772 -0,8521 -0,4160 0,0441 0,4748 0,8568 1,1914 1,4804 1,7187 1,8966 1,9844 1,9273 1,6914 1,3125 0,8864 0,5229 0,3089 0,2810 0,4107 0,6077 0,7461 0,7296 0,5559 0,2973 0,0360 -0,1590 -0,2317 -0,1574 0,0356 0,2651 0,4262 0,4503 0,3436 0,1731 0,0378 0,0466 0,2744 0,7100 1,2593 1,7971 2,2094 2,4141 2,3748 2,1122 1,7085 1,2788 0,9180 0,6696 0,5244 0,4332 0,3323 0,1723 -0,0724 -0,4098 -0,8293 -1,2929 -1,7335 -2,0721 -2,2450 -2,2314 -2,0604 -1,7776 -1,4007 -0,9173 -0,3180 0,3858 1,1737 2,0350 2,9692 3,9710 5,0088 6,0262 6,9864 7,9074 8,8271 9,7511 10,6533 11,4973 12,2442 12,8586 13,3067 13,5519 13,5733 13,3900 13,0540 12,6245 12,1495 11,6500 11,1078 10,4817 9,7524 8,9666 8,2450 7,7314 7,5247 7,6490 8,0539 8,6295 9,2554 9,8647 10,4612 11,0823 11,7452 12,4121 12,9974 13,4216 13,6642 13,7693 13,8020 13,8035 13,7833 13,7462 13,7292 13,8157 14,1038 14,6452 15,4065 16,2858 17,1475 17,8361 18,2008 18,1544 17,7042 16,9152 15,8577 14,5963 13,2110 11,8147 10,5447 9,5312 8,8436 8,4520 8,2678 8,2231 8,2836 8,3914 8,4394 8,3131 7,9447 7,3409 6,5852 5,7978 5,0845 4,5213 4,1537 3,9802 3,9484 3,9779 3,9899 3,9264 3,7530 3,4625 3,0881 2,7115 2,4465 2,3943 2,5992 3,0478 3,6945 4,4718 5,2805 6,0040 6,5607 6,9376 7,1553 7,2247 7,1553 6,9734 6,7058 6,3621 5,9571 5,5356 5,1503 4,8358 4,6177 4,5149 4,5174 4,5800 4,6456 4,6626 4,5824 4,3698 4,0229 3,5695 3,0563 2,5538 2,1470 1,9072 1,8664 2,0019 2,2479 2,5317 2,7997 3,0186 3,1682 3,2324 3,1990 3,0698 2,8663 2,6310 2,4184 2,2756 2,2290 2,2810 2,4042 2,5425 2,6410 2,6809 2,6748 2,6266 2,4974 2,2154 1,7181 0,9979 0,1339 -0,7012 -1,2984 -1,5221 -1,3752 -0,9693 -0,4579 0,0172 0,3595 0,5254 0,5086 0,3241 0,0113 -0,3627 -0,7329 -1,0823 -1,4389 -1,8147 -2,1754 -2,4831 -2,7335 -2,9351 -3,0848 -3,1831 -3,2532 -3,3189 -3,3635 -3,3200 -3,1172 -2,7444 -2,2673 -1,7799 -1,3520 -1,0194 -0,8046 -0,7391 -0,8580 -1,1632 -1,5995 -2,0747 -2,5004 -2,8217 -3,0327 -3,1785 -3,3336 -3,5552 -3,8456 -4,1667 -4,4751 -4,7252 -4,8690 -4,8877 -4,8043 -4,6547 -4,4726 -4,3061 -4,2177 -4,2431 -4,3554 -4,4777 -4,5348 -4,5065 -4,4436 -4,4322 -4,5528 -4,8614 -5,3622 -5,9887 -6,6314 -7,1758 -7,5244 -7,6249 -7,4871 -7,1726 -6,7844 -6,4584 -6,3183 -6,4208 -6,7441 -7,2135 -7,7369 -8,2391 -8,6838 -9,0738 -9,4280 -9,7606 -10,0772 -10,3791 -10,6481 -10,8280 -10,8433 -10,6497 -10,2599 -9,7298 -9,1268 -8,5015 -7,8677 -7,2016 -6,4654 -5,6379 -4,7324 -3,8003 -2,9209 -2,1830 -1,6552 -1,3467 -1,1878 -1,0501 -0,7968 -0,3301 0,3823 1,3010 2,3308 3,3577 4,2784 4,9976 5,4241 5,4984 5,2264 4,6847 3,9977 3,3002 2,7001 2,2551 1,9729 1,8340 1,8210 1,9335 2,1745 2,5241 2,9255 3,2930 3,5403 3,6125 3,4925 3,1816 2,6873 2,0405 1,3116 0,5930 -0,0342 -0,5199 -0,8519 -1,0422 -1,0935 -0,9899 -0,7358 -0,3799 0,0158 0,4124 0,7851 1,1106 1,3793 1,5996 1,7758 1,8870 1,8908 1,7471 1,4407 0,9986 0,4916 0,0056 -0,3857 -0,6208 -0,6488 -0,4583 -0,1060 0,3131 0,7310 1,1367 1,5545 1,9975 2,4388 2,8352 3,1604 3,3976 3,5212 3,5156 3,3981 3,2029 2,9550 2,6693 2,3553 2,0187 1,6725 1,3470 1,0761 0,8824 0,7785 0,7725 0,8692 1,0731 1,3895 1,8119 2,3037 2,7915 3,1835 3,4156 3,4930 3,4813 3,4648 3,5105 3,6458 3,8435 4,0240 4,0923 4,0064 3,8201 3,6570 3,6460 3,8703 4,3479 5,0288 5,8059 6,5487 7,1411 7,5017 7,5968 7,4494 7,1270 6,7090 6,2534 5,7777 5,2740 4,7451 4,2245 3,7637 3,4141 3,2229 3,2261 3,4255 3,7749 4,2110 4,6931 5,2012 5,7035 6,1441 6,4722 6,6894 6,8558 7,0426 7,2813 7,5608 7,8721 8,2401 8,6883 9,1717 9,5731 9,7752 9,7228 9,4275 8,9558 8,4177 7,9363 7,6141 7,5111 7,6218 7,8723 8,1585 8,3936 8,5370 8,5901 8,5700 8,4916 8,3622 8,1782 7,9301 7,6221 7,2897 7,0020 6,8424 6,8705 7,0969 7,4924 8,0028 8,5475 9,0265 9,3569 9,5182 9,5699 9,6151 9,7263 9,9034 10,0995 10,2667 10,3717 10,3908 10,3189 10,1800 10,0090 9,8219 9,6131 9,3714 9,0932 8,7776 8,4131 7,9863 7,5068 7,0064 6,5074 6,0008 5,4657 4,9063 4,3652 3,9058 3,5786 3,3993 3,3601 3,4529 3,6660 3,9650 4,3012 4,6399 4,9681 5,2735 5,5314 5,7105 5,7771 5,7040 5,5022 5,2347 4,9741 4,7542 4,5591 4,3474 4,0903 3,7961 3,5107 3,3019 3,2287 3,3144 3,5465 3,8866 4,2798 4,6658 4,9835 5,1793 5,2351 5,1868 5,0892 4,9633 4,7968 4,5925 4,3879
Fz    -0,7867 -0,7391 -0,6104 -0,4092 -0,1641 0,0842 0,2942 0,4406 0,5203 0,5482 0,5486 0,5359 0,4977 0,4070 0,2483 0,0250 -0,2472 -0,5410 -0,8184 -1,0401 -1,1802 -1,2391 -1,2455 -1,2421 -1,2585 -1,2898 -1,2999 -1,2517 -1,1331 -0,9595 -0,7581 -0,5518 -0,3531 -0,1668 0,0067 0,1708 0,3299 0,4835 0,6255 0,7508 0,8623 0,9683 1,0741 1,1766 1,2665 1,3367 1,3917 1,4518 1,5469 1,6933 1,8797 2,0740 2,2391 2,3476 2,3914 2,3782 2,3132 2,1871 1,9878 1,7233 1,4239 1,1164 0,8010 0,4664 0,1219 -0,1984 -0,4559 -0,6164 -0,6549 -0,5677 -0,3847 -0,1663 0,0175 0,1178 0,1223 0,0501 -0,0570 -0,1448 -0,1655 -0,0978 0,0462 0,2278 0,3986 0,5223 0,5892 0,6183 0,6467 0,7092 0,8188 0,9611 1,0984 1,1862 1,1977 1,1310 0,9943 0,7916 0,5274 0,2191 -0,0982 -0,3795 -0,5834 -0,6910 -0,7164 -0,6921 -0,6449 -0,5816 -0,4927 -0,3643 -0,1879 0,0443 0,3441 0,7188 1,1556 1,6188 2,0641 2,4575 2,7833 3,0488 3,2850 3,5289 3,7933 4,0567 4,2810 4,4328 4,4964 4,4797 4,4124 4,3323 4,2733 4,2584 4,2978 4,3886 4,5204 4,6856 4,8868 5,1294 5,4099 5,7128 6,0092 6,2614 6,4404 6,5454 6,6049 6,6569 6,7238 6,8030 6,8779 6,9353 6,9775 7,0231 7,0919 7,1889 7,3039 7,4265 7,5590 7,7156 7,9092 8,1347 8,3652 8,5638 8,6992 8,7437 8,6672 8,4491 8,0926 7,6215 7,0711 6,4856 5,9120 5,3861 4,9256 4,5341 4,2036 3,9104 3,6219 3,3169 3,0000 2,6922 2,4085 2,1469 1,8897 1,6128 1,3055 0,9850 0,6873 0,4489 0,2932 0,2263 0,2388 0,3118 0,4252 0,5605 0,6975 0,8143 0,8954 0,9381 0,9502 0,9397 0,9156 0,8979 0,9155 0,9840 1,0921 1,2173 1,3532 1,5157 1,7160 1,9388 2,1570 2,3537 2,5202 2,6439 2,7164 2,7488 2,7661 2,7865 2,8115 2,8344 2,8497 2,8546 2,8443 2,8037 2,7096 2,5488 2,3344 2,1014 1,8914 1,7372 1,6541 1,6382 1,6738 1,7415 1,8217 1,8955 1,9484 1,9771 1,9912 2,0058 2,0281 2,0561 2,0895 2,1352 2,1989 2,2735 2,3404 2,3796 2,3739 2,3073 2,1698 1,9657 1,7121 1,4250 1,1104 0,7720 0,4250 0,0978 -0,1760 -0,3660 -0,4511 -0,4268 -0,3114 -0,1415 0,0413 0,1995 0,3011 0,3174 0,2256 0,0199 -0,2775 -0,6184 -0,9524 -1,2510 -1,5026 -1,6925 -1,8002 -1,8194 -1,7687 -1,6824 -1,5979 -1,5476 -1,5530 -1,6210 -1,7400 -1,8777 -1,9847 -2,0170 -1,9616 -1,8409 -1,6935 -1,5536 -1,4430 -1,3743 -1,3500 -1,3574 -1,3724 -1,3776 -1,3748 -1,3817 -1,4204 -1,5059 -1,6369 -1,7928 -1,9401 -2,0505 -2,1176 -2,1540 -2,1782 -2,2076 -2,2554 -2,3232 -2,4042 -2,4958 -2,6051 -2,7376 -2,8881 -3,0460 -3,2004 -3,3430 -3,4761 -3,6177 -3,7953 -4,0290 -4,3109 -4,5954 -4,8194 -4,9380 -4,9457 -4,8717 -4,7599 -4,6466 -4,5558 -4,5132 -4,5529 -4,7015 -4,9620 -5,3094 -5,6966 -6,0685 -6,3843 -6,6293 -6,8095 -6,9380 -7,0212 -7,0561 -7,0323 -6,9344 -6,7469 -6,4656 -6,1066 -5,7064 -5,3086 -4,9439 -4,6174 -4,3098 -3,9876 -3,6177 -3,1825 -2,6906 -2,1718 -1,6641 -1,1967 -0,7761 -0,3799 0,0288 0,4753 0,9538 1,4281 1,8488 2,1734 2,3808 2,4745 2,4745 2,4037 2,2770 2,1036 1,8983 1,6862 1,4957 1,3454 1,2341 1,1439 1,0499 0,9315 0,7810 0,6043 0,4110 0,2055 -0,0081 -0,2178 -0,4063 -0,5621 -0,6856 -0,7852 -0,8648 -0,9192 -0,9419 -0,9342 -0,9006 -0,8454 -0,7746 -0,6986 -0,6322 -0,5952 -0,6052 -0,6558 -0,7061 -0,7038 -0,6197 -0,4530 -0,2202 0,0510 0,3209 0,5471 0,6959 0,7502 0,7118 0,5973 0,4279 0,2270 0,0295 -0,1151 -0,1627 -0,1020 0,0429 0,2367 0,4597 0,7115 0,9908 1,2789 1,5397 1,7258 1,7848 1,6788 1,4093 1,0221 0,5863 0,1665 -0,1924 -0,4697 -0,6651 -0,7880 -0,8512 -0,8708 -0,8644 -0,8485 -0,8423 -0,8668 -0,9290 -1,0108 -1,0794 -1,1123 -1,1154 -1,1172 -1,1405 -1,1774 -1,1906 -1,1365 -0,9927 -0,7705 -0,5084 -0,2571 -0,0617 0,0588 0,1249 0,1834 0,2774 0,4273 0,6362 0,9002 1,2044 1,5184 1,8018 2,0175 2,1465 2,1955 2,1873 2,1377 2,0424 1,8848 1,6551 1,3617 1,0266 0,6746 0,3276 0,0055 -0,2725 -0,4890 -0,6306 -0,6914 -0,6776 -0,6060 -0,4967 -0,3678 -0,2332 -0,1010 0,0234 0,1310 0,2074 0,2425 0,2490 0,2650 0,3302 0,4555 0,6144 0,7556 0,8254 0,7904 0,6552 0,4586 0,2520 0,0820 -0,0172 -0,0310 0,0339 0,1555 0,3035 0,4473 0,5640 0,6449 0,6923 0,7098 0,6918 0,6291 0,5247 0,4018 0,2988 0,2589 0,3153 0,4790 0,7386 1,0687 1,4331 1,7862 2,0811 2,2853 2,3947 2,4352 2,4455 2,4523 2,4598 2,4586 2,4372 2,3894 2,3169 2,2260 2,1212 2,0012 1,8610 1,6965 1,5083 1,3032 1,0863 0,8543 0,5992 0,3193 0,0248 -0,2646 -0,5247 -0,7337 -0,8811 -0,9707 -1,0130 -1,0173 -0,9844 -0,9049 -0,7694 -0,5822 -0,3614 -0,1267 0,1039 0,3073 0,4574 0,5384 0,5497 0,5018 0,4145 0,3119 0,2056 0,0830 -0,0798 -0,2937 -0,5407 -0,7821 -0,9814 -1,1194 -1,1940 -1,2149 -1,1994 -1,1705 -1,1539 -1,1714 -1,2359 -1,3439 -1,4709 -1,5799 -1,6450 -1,6661 -1,6569 -1,6233 -1,5569
F3    -0,0550 -0,1051 -0,0359 0,1627 0,4536 0,7704 1,0439 1,2276 1,3067 1,2934 1,2198 1,1164 0,9888 0,8227 0,6103 0,3627 0,1041 -0,1402 -0,3512 -0,5177 -0,6360 -0,7136 -0,7723 -0,8408 -0,9344 -1,0380 -1,1130 -1,1222 -1,0505 -0,9066 -0,7131 -0,4944 -0,2743 -0,0820 0,0528 0,1149 0,1107 0,0594 -0,0181 -0,1016 -0,1726 -0,2180 -0,2332 -0,2192 -0,1761 -0,0996 0,0185 0,1883 0,4155 0,6916 0,9974 1,3128 1,6118 1,8581 2,0240 2,1046 2,0988 1,9903 1,7599 1,4196 1,0252 0,6415 0,2964 -0,0156 -0,2914 -0,5060 -0,6319 -0,6481 -0,5415 -0,3201 -0,0231 0,2874 0,5474 0,7174 0,7962 0,8106 0,7995 0,8011 0,8400 0,9146 1,0007 1,0652 1,0753 1,0085 0,8697 0,6986 0,5609 0,5189 0,5991 0,7766 0,9838 1,1393 1,1841 1,0932 0,8645 0,5127 0,0753 -0,3855 -0,7957 -1,0885 -1,2215 -1,1916 -1,0372 -0,8157 -0,5763 -0,3518 -0,1626 -0,0140 0,1127 0,2635 0,4978 0,8594 1,3538 1,9505 2,6047 3,2759 3,9321 4,5552 5,1456 5,7057 6,2182 6,6507 6,9745 7,1720 7,2374 7,1785 7,0189 6,7941 6,5436 6,3027 6,0982 5,9457 5,8482 5,8047 5,8236 5,9217 6,1125 6,3961 6,7497 7,1267 7,4737 7,7561 7,9692 8,1295 8,2550 8,3537 8,4291 8,4944 8,5803 8,7263 8,9586 9,2699 9,6238 9,9789 10,3139 10,6341 10,9576 11,2896 11,6042 11,8508 11,9831 11,9740 11,8101 11,4891 11,0219 10,4296 9,7414 9,0030 8,2768 7,6231 7,0805 6,6620 6,3562 6,1264 5,9209 5,6978 5,4416 5,1587 4,8560 4,5265 4,1505 3,7144 3,2358 2,7642 2,3573 2,0613 1,9022 1,8755 1,9462 2,0636 2,1820 2,2690 2,3047 2,2813 2,2066 2,1055 2,0089 1,9336 1,8733 1,8164 1,7659 1,7291 1,6986 1,6607 1,6269 1,6393 1,7351 1,9140 2,1457 2,3910 2,6043 2,7316 2,7331 2,6120 2,4108 2,1797 1,9530 1,7470 1,5671 1,4124 1,2768 1,1494 1,0159 0,8636 0,6873 0,4910 0,2907 0,1147 -0,0109 -0,0757 -0,0847 -0,0531 -0,0052 0,0284 0,0207 -0,0361 -0,1202 -0,1919 -0,2202 -0,1986 -0,1340 -0,0290 0,1178 0,2983 0,4933 0,6808 0,8362 0,9270 0,9207 0,8061 0,6029 0,3481 0,0755 -0,1943 -0,4501 -0,6810 -0,8707 -0,9952 -1,0263 -0,9430 -0,7455 -0,4639 -0,1549 0,1125 0,2751 0,2826 0,1011 -0,2745 -0,8014 -1,3904 -1,9375 -2,3647 -2,6342 -2,7415 -2,7100 -2,5907 -2,4463 -2,3258 -2,2556 -2,2507 -2,3206 -2,4637 -2,6620 -2,8776 -3,0525 -3,1308 -3,0946 -2,9737 -2,8206 -2,6815 -2,5861 -2,5498 -2,5731 -2,6372 -2,7127 -2,7791 -2,8339 -2,8905 -2,9705 -3,0915 -3,2504 -3,4118 -3,5232 -3,5473 -3,4809 -3,3441 -3,1634 -2,9715 -2,8026 -2,6778 -2,6038 -2,5881 -2,6408 -2,7590 -2,9201 -3,0990 -3,2775 -3,4406 -3,5795 -3,7027 -3,8387 -4,0230 -4,2685 -4,5418 -4,7739 -4,8981 -4,8820 -4,7398 -4,5200 -4,2791 -4,0697 -3,9463 -3,9601 -4,1327 -4,4405 -4,8240 -5,2121 -5,5470 -5,8021 -5,9874 -6,1360 -6,2816 -6,4387 -6,5951 -6,7162 -6,7565 -6,6776 -6,4683 -6,1522 -5,7774 -5,3960 -5,0427 -4,7225 -4,4156 -4,0931 -3,7313 -3,3204 -2,8717 -2,4134 -1,9794 -1,5950 -1,2642 -0,9652 -0,6591 -0,3048 0,1192 0,5984 1,0838 1,5149 1,8473 2,0663 2,1813 2,2065 2,1465 1,9982 1,7634 1,4609 1,1271 0,8026 0,5159 0,2804 0,0996 -0,0297 -0,1133 -0,1554 -0,1623 -0,1478 -0,1279 -0,1153 -0,1185 -0,1444 -0,1980 -0,2824 -0,3936 -0,5139 -0,6159 -0,6749 -0,6785 -0,6316 -0,5566 -0,4857 -0,4516 -0,4804 -0,5851 -0,7500 -0,9229 -1,0367 -1,0441 -0,9322 -0,7187 -0,4421 -0,1499 0,1143 0,3171 0,4390 0,4800 0,4554 0,3814 0,2732 0,1633 0,1080 0,1593 0,3275 0,5809 0,8777 1,1880 1,4886 1,7500 1,9375 2,0282 2,0161 1,8990 1,6774 1,3735 1,0373 0,7257 0,4741 0,2869 0,1434 0,0149 -0,1152 -0,2450 -0,3642 -0,4651 -0,5458 -0,6152 -0,6910 -0,7867 -0,8984 -1,0059 -1,0869 -1,1367 -1,1721 -1,2078 -1,2315 -1,2077 -1,1047 -0,9142 -0,6550 -0,3659 -0,0948 0,1204 0,2744 0,3985 0,5386 0,7279 0,9761 1,2782 1,6228 1,9878 2,3373 2,6305 2,8349 2,9371 2,9482 2,8914 2,7808 2,6075 2,3489 1,9920 1,5534 1,0818 0,6436 0,3011 0,0925 0,0230 0,0690 0,1931 0,3597 0,5462 0,7430 0,9480 1,1602 1,3785 1,6025 1,8256 2,0285 2,1815 2,2621 2,2746 2,2536 2,2393 2,2484 2,2702 2,2786 2,2415 2,1327 1,9495 1,7173 1,4769 1,2731 1,1460 1,1148 1,1687 1,2785 1,4115 1,5405 1,6467 1,7190 1,7547 1,7573 1,7267 1,6545 1,5348 1,3790 1,2207 1,1073 1,0810 1,1684 1,3808 1,7115 2,1266 2,5665 2,9626 3,2614 3,4445 3,5324 3,5638 3,5726 3,5775 3,5819 3,5774 3,5476 3,4739 3,3427 3,1497 2,8993 2,6003 2,2602 1,8903 1,5136 1,1533 0,8183 0,5057 0,2117 -0,0631 -0,3181 -0,5592 -0,7981 -1,0385 -1,2633 -1,4416 -1,5482 -1,5720 -1,5110 -1,3706 -1,1686 -0,9324 -0,6870 -0,4530 -0,2564 -0,1290 -0,0932 -0,1492 -0,2775 -0,4431 -0,6030 -0,7279 -0,8193 -0,9004 -0,9900 -1,0830 -1,1514 -1,1644 -1,1096 -0,9979 -0,8565 -0,7184 -0,6147 -0,5667 -0,5826 -0,6616 -0,7916 -0,9387 -1,0540 -1,1038 -1,0915 -1,0445 -0,9832 -0,9115
F7    0,2260 0,2640 0,3673 0,5439 0,7791 1,0348 1,2656 1,4430 1,5605 1,6217 1,6318 1,5929 1,5013 1,3537 1,1533 0,9091 0,6446 0,4054 0,2431 0,1840 0,2150 0,2914 0,3530 0,3470 0,2520 0,0816 -0,1345 -0,3699 -0,6055 -0,8240 -1,0077 -1,1402 -1,2102 -1,2207 -1,2002 -1,1931 -1,2298 -1,3113 -1,4121 -1,4923 -1,5094 -1,4315 -1,2524 -1,0013 -0,7260 -0,4611 -0,2172 0,0100 0,2294 0,4462 0,6610 0,8711 1,0583 1,1853 1,2244 1,1865 1,1168 1,0691 1,0775 1,1355 1,1996 1,2120 1,1280 0,9434 0,7035 0,4732 0,2984 0,2018 0,1957 0,2804 0,4336 0,6076 0,7420 0,7950 0,7669 0,6947 0,6294 0,6143 0,6666 0,7737 0,9094 1,0509 1,1789 1,2718 1,3150 1,3171 1,3079 1,3094 1,3148 1,3018 1,2581 1,1845 1,0832 0,9487 0,7649 0,5108 0,1731 -0,2382 -0,6846 -1,1161 -1,4951 -1,8062 -2,0491 -2,2212 -2,3067 -2,2758 -2,0937 -1,7326 -1,1823 -0,4598 0,3879 1,2919 2,1787 2,9849 3,6727 4,2406 4,7052 5,0755 5,3551 5,5578 5,7047 5,8187 5,9207 6,0202 6,1099 6,1766 6,2102 6,2012 6,1422 6,0342 5,8838 5,6974 5,4825 5,2523 5,0272 4,8346 4,7084 4,6811 4,7684 4,9564 5,2097 5,4911 5,7759 6,0624 6,3721 6,7298 7,1372 7,5704 8,0016 8,4100 8,7749 9,0733 9,2920 9,4401 9,5489 9,6556 9,7873 9,9576 10,1690 10,4091 10,6456 10,8287 10,9060 10,8505 10,6733 10,3948 10,0170 9,5386 8,9855 8,4108 7,8692 7,3976 6,9997 6,6369 6,2585 5,8464 5,4158 4,9819 4,5466 4,1071 3,6615 3,2136 2,7824 2,3942 2,0646 1,8004 1,6080 1,4891 1,4305 1,4019 1,3664 1,3023 1,2110 1,1045 0,9938 0,8936 0,8325 0,8474 0,9627 1,1749 1,4589 1,7795 2,0863 2,3161 2,4185 2,3796 2,2110 1,9308 1,5681 1,1730 0,8016 0,4883 0,2404 0,0549 -0,0692 -0,1337 -0,1446 -0,1139 -0,0598 -0,0075 0,0175 -0,0042 -0,0820 -0,2061 -0,3412 -0,4505 -0,5314 -0,6165 -0,7379 -0,8951 -1,0527 -1,1649 -1,1966 -1,1320 -0,9839 -0,7910 -0,5952 -0,4276 -0,3097 -0,2502 -0,2383 -0,2482 -0,2552 -0,2464 -0,2243 -0,2070 -0,2217 -0,2867 -0,3953 -0,5183 -0,6220 -0,6940 -0,7590 -0,8654 -1,0507 -1,3143 -1,6143 -1,8772 -2,0313 -2,0501 -1,9699 -1,8613 -1,7848 -1,7625 -1,7805 -1,8170 -1,8663 -1,9381 -2,0360 -2,1475 -2,2550 -2,3550 -2,4592 -2,5809 -2,7272 -2,9030 -3,1073 -3,3229 -3,5259 -3,7091 -3,8832 -4,0459 -4,1579 -4,1599 -4,0224 -3,7818 -3,5242 -3,3325 -3,2436 -3,2500 -3,3291 -3,4622 -3,6283 -3,7976 -3,9407 -4,0397 -4,0902 -4,0989 -4,0817 -4,0588 -4,0466 -4,0493 -4,0591 -4,0680 -4,0765 -4,0852 -4,0857 -4,0642 -4,0028 -3,8791 -3,6799 -3,4214 -3,1449 -2,8884 -2,6633 -2,4503 -2,2195 -1,9717 -1,7588 -1,6505 -1,6912 -1,8920 -2,2348 -2,6760 -3,1604 -3,6287 -4,0177 -4,2758 -4,3858 -4,3685 -4,2765 -4,1821 -4,1504 -4,2171 -4,3864 -4,6375 -4,9325 -5,2305 -5,4989 -5,7171 -5,8782 -5,9913 -6,0766 -6,1491 -6,2089 -6,2451 -6,2478 -6,2185 -6,1656 -6,0846 -5,9525 -5,7476 -5,4666 -5,1207 -4,7248 -4,2920 -3,8291 -3,3423 -2,8520 -2,3961 -2,0120 -1,7145 -1,4871 -1,2910 -1,0843 -0,8387 -0,5436 -0,2056 0,1521 0,4976 0,8015 1,0348 1,1634 1,1600 1,0233 0,7811 0,4826 0,1946 -0,0149 -0,1060 -0,0807 0,0325 0,1951 0,3644 0,5033 0,5963 0,6459 0,6491 0,5903 0,4583 0,2588 0,0075 -0,2799 -0,5834 -0,8728 -1,1147 -1,2904 -1,4063 -1,4886 -1,5571 -1,6021 -1,5879 -1,4874 -1,3121 -1,1013 -0,8863 -0,6746 -0,4575 -0,2285 0,0020 0,2066 0,3513 0,4061 0,3578 0,2213 0,0359 -0,1520 -0,3064 -0,4078 -0,4469 -0,4186 -0,3237 -0,1793 -0,0122 0,1616 0,3496 0,5769 0,8595 1,1778 1,4842 1,7336 1,8920 1,9283 1,8248 1,5982 1,2969 0,9782 0,6882 0,4529 0,2776 0,1506 0,0512 -0,0413 -0,1424 -0,2622 -0,4007 -0,5357 -0,6188 -0,6003 -0,4691 -0,2660 -0,0584 0,0953 0,1681 0,1699 0,1328 0,0938 0,0874 0,1401 0,2565 0,4123 0,5677 0,6984 0,8170 0,9608 1,1669 1,4577 1,8358 2,2768 2,7255 3,1131 3,3840 3,5091 3,4861 3,3358 3,0947 2,7997 2,4704 2,1044 1,6958 1,2569 0,8255 0,4523 0,1809 0,0342 0,0147 0,1115 0,3035 0,5632 0,8644 1,1894 1,5253 1,8505 2,1312 2,3367 2,4591 2,5189 2,5502 2,5824 2,6401 2,7542 2,9557 3,2408 3,5496 3,7947 3,9086 3,8659 3,6857 3,4198 3,1248 2,8446 2,6117 2,4437 2,3374 2,2741 2,2319 2,1978 2,1735 2,1697 2,1929 2,2361 2,2831 2,3245 2,3678 2,4336 2,5431 2,7075 2,9229 3,1750 3,4435 3,6995 3,9057 4,0325 4,0767 4,0635 4,0352 4,0341 4,0764 4,1428 4,2052 4,2553 4,3018 4,3489 4,3813 4,3734 4,3151 4,2243 4,1243 4,0159 3,8840 3,7169 3,5084 3,2577 2,9788 2,6996 2,4433 2,2127 1,9967 1,7898 1,6052 1,4711 1,4114 1,4259 1,4948 1,5968 1,7178 1,8444 1,9582 2,0423 2,0887 2,0928 2,0462 1,9427 1,7862 1,5912 1,3828 1,1879 1,0183 0,8679 0,7228 0,5713 0,4112 0,2511 0,1078 0,0063 -0,0260 0,0261 0,1550 0,3317 0,5177 0,6801 0,7998 0,8696 0,8930 0,8838 0,8533 0,7985 0,7120 0,5999 0,4856
