Fp1   -1,5088 -1,4836 -1,4344 -1,3600 -1,2614 -1,1508 -1,0499 -0,9690 -0,8933 -0,7960 -0,6644 -0,5104 -0,3609 -0,2380 -0,1398 -0,0402 0,0880 0,2554 0,4591 0,6996 0,9868 1,3297 1,7217 2,1385 2,5457 2,9037 3,1725 3,3154 3,3010 3,1143 2,7759 2,3431 1,8756 1,4041 0,9369 0,4856 0,0790 -0,2461 -0,4710 -0,6185 -0,7452 -0,9090 -1,1430 -1,4511 -1,8162 -2,2084 -2,5952 -2,9568 -3,2941 -3,6164 -3,9243 -4,2050 -4,4413 -4,6224 -4,7489 -4,8318 -4,8888 -4,9431 -5,0157 -5,1128 -5,2178 -5,2942 -5,3021 -5,2259 -5,0912 -4,9481 -4,8332 -4,7451 -4,6474 -4,4907 -4,2411 -3,8973 -3,4905 -3,0677 -2,6701 -2,3160 -1,9963 -1,6852 -1,3612 -1,0182 -0,6546 -0,2643 0,1518 0,5737 0,9665 1,2973 1,5482 1,7173 1,8081 1,8233 1,7707 1,6724 1,5637 1,4784 1,4282 1,3963 1,3611 1,3245 1,3106 1,3419 1,4259 1,5586 1,7288 1,9162 2,0903 2,2146 2,2551 2,1885 2,0141 1,7598 1,4714 1,1954 0,9659 0,7971 0,6830 0,6018 0,5252 0,4333 0,3250 0,2175 0,1387 0,1188 0,1878 0,3750 0,7000 1,1548 1,6986 2,2819 2,8759 3,4793 4,1007 4,7422 5,4000 6,0662 6,7180 7,3111 7,7935 8,1285 8,3104 8,3626 8,3248 8,2377 8,1278 7,9986 7,8364 7,6253 7,3622 7,0563 6,7171 6,3460 5,9377 5,4811 4,9668 4,3985 3,7946 3,1812 2,5931 2,0753 1,6700 1,3990 1,2617 1,2408 1,3034 1,4021 1,4887 1,5348 1,5466 1,5570 1,5946 1,6584 1,7202 1,7433 1,6990 1,5778 1,3915 1,1671 0,9361 0,7201 0,5184 0,3107 0,0764 -0,1878 -0,4673 -0,7392 -0,9878 -1,2167 -1,4447 -1,6950 -1,9925 -2,3617 -2,8183 -3,3645 -3,9946 -4,6962 -5,4397 -6,1776 -6,8662 -7,4863 -8,0403 -8,5393 -8,9902 -9,3862 -9,7101 -9,9501 -10,1131 -10,2261 -10,3280 -10,4451 -10,5667 -10,6537 -10,6707 -10,6046 -10,4636 -10,2658 -10,0341 -9,7961 -9,5751 -9,3746 -9,1798 -8,9751 -8,7515 -8,5041 -8,2333 -7,9469 -7,6547 -7,3627 -7,0723 -6,7871 -6,5230 -6,3073 -6,1592 -6,0700 -6,0059 -5,9297 -5,8196 -5,6742 -5,5136 -5,3760 -5,3063 -5,3433 -5,5052 -5,7812 -6,1427 -6,5615 -7,0173 -7,4933 -7,9752 -8,4513 -8,9131 -9,3561 -9,7807 -10,1861 -10,5665 -10,9105 -11,2060 -11,4474 -11,6395 -11,7925 -11,9125 -11,9991 -12,0514 -12,0731 -12,0708 -12,0477 -12,0012 -11,9255 -11,8144 -11,6608 -11,4589 -11,2095 -10,9150 -10,5741 -10,1904 -9,7834 -9,3855 -9,0307 -8,7421 -8,5230 -8,3582 -8,2183 -8,0645 -7,8638 -7,6114 -7,3359 -7,0816 -6,8841 -6,7547 -6,6803 -6,6357 -6,5981 -6,5572 -6,5166 -6,4834 -6,4574 -6,4346 -6,4231 -6,4500 -6,5460 -6,7158 -6,9266 -7,1289 -7,2891 -7,4046 -7,5010 -7,6105 -7,7516 -7,9263 -8,1296 -8,3535 -8,5873 -8,8208 -9,0490 -9,2759 -9,5063 -9,7300 -9,9176 -10,0382 -10,0804 -10,0577 -9,9961 -9,9121 -9,7981 -9,6301 -9,3949 -9,1074 -8,8012 -8,5086 -8,2511 -8,0388 -7,8746 -7,7594 -7,6914 -7,6651 -7,6691 -7,6888 -7,7069 -7,6997 -7,6373 -7,4985 -7,2851 -7,0171 -6,7155 -6,3968 -6,0802 -5,7877 -5,5324 -5,3072 -5,0841 -4,8212 -4,4777 -4,0372 -3,5243 -3,0039 -2,5632 -2,2813 -2,2012 -2,3185 -2,5911 -2,9606 -3,3671 -3,7527 -4,0685 -4,2941 -4,4516 -4,5924 -4,7600 -4,9599 -5,1631 -5,3291 -5,4273 -5,4506 -5,4216 -5,3852 -5,3853 -5,4449 -5,5648 -5,7358 -5,9534 -6,2217 -6,5434 -6,9031 -7,2687 -7,6078 -7,9011 -8,1431 -8,3352 -8,4829 -8,5945 -8,6757 -8,7310 -8,7676 -8,7938 -8,8130 -8,8220 -8,8099 -8,7636 -8,6763 -8,5534 -8,4060 -8,2378 -8,0422 -7,8142 -7,5620 -7,3043 -7,0599 -6,8387 -6,6409 -6,4588 -6,2803 -6,0902 -5,8722 -5,6156 -5,3201 -4,9967 -4,6664 -4,3572 -4,0896 -3,8658 -3,6781 -3,5242 -3,4021 -3,2959 -3,1835 -3,0634 -2,9639 -2,9196 -2,9413 -3,0053 -3,0663 -3,0878 -3,0642 -3,0174 -2,9773 -2,9671 -3,0010 -3,0855 -3,2187 -3,3939 -3,6096 -3,8716 -4,1878 -4,5634 -4,9969 -5,4785 -5,9928 -6,5227 -7,0444 -7,5243 -7,9297 -8,2463 -8,4805 -8,6437 -8,7382 -8,7551 -8,6874 -8,5497 -8,3851 -8,2493 -8,1840 -8,1946 -8,2449 -8,2769 -8,2412 -8,1098 -7,8709 -7,5264 -7,0952 -6,6059 -6,0858 -5,5538 -5,0171 -4,4736 -3,9208 -3,3673 -2,8383 -2,3695 -1,9942 -1,7257 -1,5493 -1,4322 -1,3468 -1,2930 -1,2981 -1,3931 -1,5840 -1,8402 -2,1071 -2,3427 -2,5479 -2,7620 -3,0330 -3,3849 -3,8000 -4,2264 -4,6123 -4,9385 -5,2200 -5,4791 -5,7205 -5,9322 -6,0993 -6,2089 -6,2464 -6,1928 -6,0347 -5,7816 -5,4709 -5,1492 -4,8465 -4,5644 -4,2837 -3,9810 -3,6442 -3,2776 -2,8941 -2,5063 -2,1204 -1,7339 -1,3447 -0,9631 -0,6116 -0,3172 -0,1041 0,0135 0,0309 -0,0491 -0,2180 -0,4646 -0,7761 -1,1311 -1,4950 -1,8328 -2,1322 -2,4139 -2,7160 -3,0693 -3,4830 -3,9422 -4,4111 -4,8424 -5,1919 -5,4350 -5,5683 -5,5941 -5,5111 -5,3228 -5,0501 -4,7305 -4,4027 -4,0919 -3,8056 -3,5389 -3,2843 -3,0392 -2,8062 -2,5853 -2,3681 -2,1415 -1,8965 -1,6377 -1,3860 -1,1658 -0,9919 -0,8666 -0,7803 -0,7141 -0,6529 -0,5915 -0,5322 -0,4853 -0,4699 -0,5058 -0,6016 -0,7479 -0,9244 -1,1165 -1,3198 -1,5301 -1,7422 -1,9595 -2,2031 -2,5096 -2,9156 -3,4321 -4,0306 -4,6581 -5,2611 -5,7949 -6,2264 -6,5457 -6,7749 -6,9532 -7,1039 -7,2165 -7,2654 -7,2383 -7,1452 -7,0065 -6,8384 -6,6504
Fz    -2,6147 -2,7920 -2,9664 -3,1358 -3,2827 -3,3840 -3,4239 -3,3942 -3,2892 -3,1113 -2,8796 -2,6255 -2,3796 -2,1602 -1,9643 -1,7696 -1,5493 -1,2834 -0,9579 -0,5617 -0,0893 0,4534 1,0435 1,6447 2,2183 2,7295 3,1509 3,4632 3,6525 3,7134 3,6598 3,5291 3,3673 3,2089 3,0689 2,9466 2,8332 2,7182 2,5860 2,4068 2,1420 1,7618 1,2624 0,6694 0,0275 -0,6154 -1,2209 -1,7703 -2,2732 -2,7632 -3,2784 -3,8386 -4,4318 -5,0194 -5,5537 -5,9958 -6,3277 -6,5563 -6,7092 -6,8199 -6,9114 -6,9883 -7,0402 -7,0534 -7,0181 -6,9273 -6,7748 -6,5558 -6,2664 -5,9036 -5,4736 -4,9974 -4,5046 -4,0188 -3,5474 -3,0818 -2,6058 -2,1073 -1,5875 -1,0593 -0,5354 -0,0213 0,4784 0,9481 1,3594 1,6810 1,8935 1,9947 1,9953 1,9131 1,7687 1,5829 1,3768 1,1698 0,9753 0,8013 0,6582 0,5617 0,5212 0,5307 0,5749 0,6397 0,7132 0,7794 0,8145 0,7911 0,6864 0,4938 0,2300 -0,0634 -0,3355 -0,5477 -0,6875 -0,7676 -0,8157 -0,8625 -0,9307 -1,0327 -1,1721 -1,3388 -1,5043 -1,6253 -1,6530 -1,5427 -1,2621 -0,8050 -0,1973 0,5165 1,2934 2,1014 2,9161 3,7161 4,4836 5,2074 5,8783 6,4822 7,0019 7,4247 7,7475 7,9740 8,1124 8,1731 8,1622 8,0779 7,9166 7,6801 7,3784 7,0259 6,6284 6,1733 5,6322 4,9755 4,1961 3,3248 2,4192 1,5389 0,7316 0,0314 -0,5433 -0,9934 -1,3348 -1,5850 -1,7561 -1,8578 -1,9029 -1,9062 -1,8749 -1,8080 -1,7101 -1,6009 -1,5079 -1,4518 -1,4370 -1,4493 -1,4618 -1,4476 -1,3925 -1,3038 -1,2140 -1,1710 -1,2156 -1,3577 -1,5711 -1,8095 -2,0342 -2,2337 -2,4228 -2,6310 -2,8910 -3,2305 -3,6655 -4,2008 -4,8321 -5,5406 -6,2869 -7,0230 -7,7164 -8,3605 -8,9637 -9,5318 -10,0580 -10,5224 -10,9035 -11,1912 -11,3925 -11,5286 -11,6283 -11,7109 -11,7739 -11,8005 -11,7755 -11,6891 -11,5342 -11,3090 -11,0216 -10,6898 -10,3374 -9,9890 -9,6668 -9,3832 -9,1351 -8,9072 -8,6813 -8,4435 -8,1849 -7,8986 -7,5776 -7,2200 -6,8352 -6,4454 -6,0744 -5,7324 -5,4106 -5,0899 -4,7556 -4,4080 -4,0645 -3,7545 -3,5103 -3,3625 -3,3318 -3,4187 -3,6044 -3,8646 -4,1831 -4,5529 -4,9716 -5,4330 -5,9222 -6,4192 -6,9112 -7,3957 -7,8737 -8,3448 -8,8128 -9,2900 -9,7864 -10,2920 -10,7708 -11,1738 -11,4594 -11,6045 -11,6088 -11,4945 -11,2996 -11,0642 -10,8192 -10,5787 -10,3433 -10,1083 -9,8673 -9,6108 -9,3331 -9,0390 -8,7443 -8,4671 -8,2193 -8,0021 -7,8061 -7,6133 -7,4014 -7,1555 -6,8822 -6,6122 -6,3839 -6,2221 -6,1282 -6,0825 -6,0510 -5,9955 -5,8874 -5,7158 -5,4846 -5,2078 -4,9114 -4,6340 -4,4193 -4,3003 -4,2849 -4,3557 -4,4853 -4,6533 -4,8518 -5,0811 -5,3391 -5,6131 -5,8834 -6,1330 -6,3551 -6,5558 -6,7478 -6,9404 -7,1360 -7,3358 -7,5408 -7,7457 -7,9351 -8,0905 -8,2002 -8,2612 -8,2704 -8,2200 -8,1028 -7,9212 -7,6941 -7,4579 -7,2580 -7,1350 -7,1096 -7,1762 -7,3106 -7,4840 -7,6731 -7,8595 -8,0236 -8,1407 -8,1844 -8,1318 -7,9723 -7,7147 -7,3834 -7,0059 -6,6039 -6,1940 -5,7872 -5,3839 -4,9694 -4,5155 -3,9938 -3,3955 -2,7400 -2,0684 -1,4293 -0,8696 -0,4283 -0,1276 0,0350 0,0867 0,0672 0,0160 -0,0322 -0,0513 -0,0350 -0,0040 0,0059 -0,0342 -0,1346 -0,2907 -0,4878 -0,7058 -0,9268 -1,1442 -1,3640 -1,5980 -1,8553 -2,1441 -2,4755 -2,8644 -3,3232 -3,8507 -4,4232 -5,0012 -5,5478 -6,0424 -6,4792 -6,8618 -7,1996 -7,5018 -7,7695 -7,9967 -8,1777 -8,3114 -8,4006 -8,4495 -8,4634 -8,4525 -8,4314 -8,4121 -8,3974 -8,3797 -8,3462 -8,2876 -8,2034 -8,1008 -7,9882 -7,8689 -7,7399 -7,5953 -7,4310 -7,2444 -7,0270 -6,7607 -6,4268 -6,0220 -5,5697 -5,1154 -4,7062 -4,3698 -4,1096 -3,9103 -3,7411 -3,5636 -3,3522 -3,1095 -2,8626 -2,6437 -2,4723 -2,3462 -2,2448 -2,1459 -2,0438 -1,9530 -1,8943 -1,8807 -1,9127 -1,9825 -2,0806 -2,2052 -2,3675 -2,5887 -2,8881 -3,2743 -3,7434 -4,2851 -4,8887 -5,5407 -6,2177 -6,8883 -7,5267 -8,1227 -8,6755 -9,1816 -9,6277 -9,9897 -10,2421 -10,3762 -10,4109 -10,3803 -10,3114 -10,2102 -10,0679 -9,8746 -9,6258 -9,3175 -8,9462 -8,5162 -8,0436 -7,5518 -7,0657 -6,6061 -6,1800 -5,7764 -5,3738 -4,9549 -4,5182 -4,0802 -3,6692 -3,3148 -3,0344 -2,8295 -2,6950 -2,6345 -2,6655 -2,8068 -3,0600 -3,4000 -3,7815 -4,1601 -4,5154 -4,8544 -5,1957 -5,5500 -5,9089 -6,2471 -6,5402 -6,7837 -6,9945 -7,1906 -7,3758 -7,5408 -7,6731 -7,7620 -7,7966 -7,7655 -7,6652 -7,5095 -7,3253 -7,1351 -6,9452 -6,7481 -6,5303 -6,2790 -5,9876 -5,6595 -5,3067 -4,9491 -4,6091 -4,3016 -4,0287 -3,7882 -3,5874 -3,4460 -3,3908 -3,4446 -3,6159 -3,8949 -4,2555 -4,6638 -5,0865 -5,4945 -5,8634 -6,1777 -6,4370 -6,6565 -6,8572 -7,0531 -7,2445 -7,4188 -7,5596 -7,6576 -7,7082 -7,7054 -7,6394 -7,5004 -7,2820 -6,9861 -6,6279 -6,2337 -5,8315 -5,4450 -5,0904 -4,7734 -4,4884 -4,2269 -3,9877 -3,7749 -3,5860 -3,4057 -3,2125 -2,9934 -2,7535 -2,5154 -2,3124 -2,1757 -2,1180 -2,1291 -2,1872 -2,2726 -2,3766 -2,5050 -2,6728 -2,8901 -3,1514 -3,4377 -3,7282 -4,0097 -4,2775 -4,5308 -4,7731 -5,0174 -5,2890 -5,6220 -6,0482 -6,5791 -7,1992 -7,8769 -8,5811 -9,2843 -9,9624 -10,5983 -11,1847 -11,7171 -12,1791 -12,5411 -12,7781 -12,8910 -12,9091 -12,8735 -12,8184 -12,7608
F3    -2,4300 -2,4850 -2,4899 -2,4419 -2,3415 -2,1953 -2,0165 -1,8157 -1,5917 -1,3388 -1,0636 -0,7902 -0,5485 -0,3580 -0,2139 -0,0880 0,0541 0,2376 0,4783 0,7859 1,1621 1,5933 2,0467 2,4799 2,8549 3,1452 3,3342 3,4111 3,3639 3,1855 2,8918 2,5282 2,1478 1,7853 1,4554 1,1635 0,9127 0,7030 0,5226 0,3398 0,1101 -0,2028 -0,6108 -1,0974 -1,6242 -2,1436 -2,6167 -3,0298 -3,3995 -3,7596 -4,1376 -4,5394 -4,9497 -5,3430 -5,6964 -5,9989 -6,2535 -6,4730 -6,6732 -6,8631 -7,0363 -7,1692 -7,2300 -7,1985 -7,0822 -6,9119 -6,7218 -6,5282 -6,3231 -6,0828 -5,7856 -5,4236 -5,0069 -4,5599 -4,1097 -3,6713 -3,2407 -2,8050 -2,3607 -1,9193 -1,4941 -1,0874 -0,6953 -0,3205 0,0230 0,3151 0,5377 0,6788 0,7346 0,7115 0,6279 0,5103 0,3871 0,2825 0,2097 0,1696 0,1581 0,1754 0,2242 0,3021 0,3999 0,5078 0,6195 0,7293 0,8250 0,8856 0,8865 0,8083 0,6491 0,4311 0,1915 -0,0356 -0,2328 -0,3997 -0,5449 -0,6780 -0,8052 -0,9286 -1,0457 -1,1449 -1,2049 -1,1994 -1,1015 -0,8870 -0,5415 -0,0729 0,4887 1,1082 1,7627 2,4414 3,1359 3,8372 4,5407 5,2448 5,9392 6,5951 7,1710 7,6286 7,9451 8,1166 8,1565 8,0905 7,9477 7,7484 7,5014 7,2102 6,8813 6,5244 6,1417 5,7206 5,2380 4,6723 4,0225 3,3193 2,6149 1,9591 1,3867 0,9166 0,5554 0,2979 0,1300 0,0318 -0,0175 -0,0363 -0,0375 -0,0255 0,0074 0,0770 0,1923 0,3405 0,4891 0,6019 0,6576 0,6595 0,6306 0,5991 0,5846 0,5888 0,5905 0,5553 0,4563 0,2888 0,0679 -0,1839 -0,4496 -0,7242 -1,0107 -1,3162 -1,6545 -2,0463 -2,5084 -3,0452 -3,6519 -4,3155 -5,0045 -5,6729 -6,2853 -6,8354 -7,3401 -7,8209 -8,2862 -8,7230 -9,1037 -9,4044 -9,6189 -9,7638 -9,8742 -9,9849 -10,1052 -10,2167 -10,2900 -10,2998 -10,2308 -10,0841 -9,8797 -9,6508 -9,4281 -9,2264 -9,0437 -8,8678 -8,6830 -8,4756 -8,2404 -7,9828 -7,7147 -7,4471 -7,1860 -6,9325 -6,6878 -6,4576 -6,2471 -6,0511 -5,8540 -5,6406 -5,4065 -5,1598 -4,9202 -4,7157 -4,5804 -4,5480 -4,6397 -4,8519 -5,1601 -5,5336 -5,9449 -6,3705 -6,7925 -7,1979 -7,5766 -7,9242 -8,2470 -8,5587 -8,8705 -9,1855 -9,4989 -9,8027 -10,0871 -10,3379 -10,5359 -10,6639 -10,7120 -10,6811 -10,5825 -10,4358 -10,2632 -10,0829 -9,9027 -9,7162 -9,5105 -9,2773 -9,0137 -8,7186 -8,3977 -8,0685 -7,7563 -7,4864 -7,2758 -7,1283 -7,0346 -6,9747 -6,9172 -6,8292 -6,6956 -6,5314 -6,3749 -6,2635 -6,2100 -6,1951 -6,1792 -6,1244 -6,0128 -5,8476 -5,6420 -5,4107 -5,1734 -4,9612 -4,8110 -4,7505 -4,7824 -4,8821 -5,0110 -5,1364 -5,2456 -5,3482 -5,4616 -5,5940 -5,7415 -5,8930 -6,0365 -6,1639 -6,2756 -6,3785 -6,4811 -6,5883 -6,6956 -6,7900 -6,8569 -6,8907 -6,8975 -6,8882 -6,8657 -6,8151 -6,7122 -6,5445 -6,3268 -6,0930 -5,8768 -5,7012 -5,5781 -5,5129 -5,5076 -5,5601 -5,6609 -5,7908 -5,9223 -6,0227 -6,0613 -6,0167 -5,8860 -5,6862 -5,4429 -5,1759 -4,8943 -4,6033 -4,3084 -4,0091 -3,6913 -3,3297 -2,9000 -2,3937 -1,8248 -1,2288 -0,6591 -0,1804 0,1468 0,2871 0,2442 0,0563 -0,2226 -0,5380 -0,8411 -1,0939 -1,2815 -1,4201 -1,5453 -1,6858 -1,8472 -2,0157 -2,1711 -2,2991 -2,3995 -2,4897 -2,5967 -2,7418 -2,9322 -3,1663 -3,4440 -3,7704 -4,1516 -4,5843 -5,0493 -5,5184 -5,9686 -6,3882 -6,7712 -7,1110 -7,4037 -7,6522 -7,8609 -8,0313 -8,1613 -8,2465 -8,2832 -8,2704 -8,2113 -8,1116 -7,9802 -7,8293 -7,6713 -7,5111 -7,3430 -7,1582 -6,9544 -6,7372 -6,5148 -6,2923 -6,0702 -5,8485 -5,6295 -5,4162 -5,2043 -4,9813 -4,7336 -4,4556 -4,1577 -3,8663 -3,6119 -3,4139 -3,2780 -3,1992 -3,1625 -3,1419 -3,1112 -3,0613 -3,0061 -2,9660 -2,9489 -2,9435 -2,9280 -2,8879 -2,8310 -2,7835 -2,7706 -2,8002 -2,8643 -2,9506 -3,0522 -3,1731 -3,3298 -3,5439 -3,8321 -4,2022 -4,6503 -5,1608 -5,7111 -6,2775 -6,8345 -7,3533 -7,8125 -8,2107 -8,5623 -8,8775 -9,1483 -9,3507 -9,4614 -9,4771 -9,4220 -9,3346 -9,2493 -9,1804 -9,1145 -9,0175 -8,8529 -8,5988 -8,2537 -7,8358 -7,3748 -6,9004 -6,4348 -5,9930 -5,5809 -5,1944 -4,8227 -4,4569 -4,0968 -3,7541 -3,4466 -3,1894 -2,9869 -2,8356 -2,7316 -2,6798 -2,6959 -2,7957 -2,9798 -3,2279 -3,5086 -3,8017 -4,1114 -4,4594 -4,8665 -5,3359 -5,8434 -6,3426 -6,7883 -7,1605 -7,4648 -7,7122 -7,9041 -8,0374 -8,1125 -8,1320 -8,0938 -7,9940 -7,8363 -7,6395 -7,4306 -7,2296 -7,0398 -6,8495 -6,6392 -6,3893 -6,0889 -5,7396 -5,3526 -4,9453 -4,5370 -4,1433 -3,7744 -3,4423 -3,1657 -2,9680 -2,8697 -2,8798 -2,9924 -3,1894 -3,4458 -3,7372 -4,0448 -4,3537 -4,6486 -4,9173 -5,1618 -5,4022 -5,6629 -5,9537 -6,2667 -6,5833 -6,8802 -7,1330 -7,3201 -7,4279 -7,4521 -7,3918 -7,2440 -7,0071 -6,6901 -6,3175 -5,9235 -5,5431 -5,2060 -4,9315 -4,7249 -4,5786 -4,4765 -4,3948 -4,3052 -4,1835 -4,0176 -3,8123 -3,5875 -3,3705 -3,1873 -3,0568 -2,9828 -2,9528 -2,9501 -2,9631 -2,9890 -3,0369 -3,1262 -3,2730 -3,4772 -3,7207 -3,9797 -4,2388 -4,4924 -4,7373 -4,9729 -5,2099 -5,4744 -5,7996 -6,2137 -6,7252 -7,3185 -7,9632 -8,6248 -9,2670 -9,8553 -10,3677 -10,8022 -11,1674 -11,4628 -11,6705 -11,7688 -11,7515 -11,6342 -11,4450 -11,2123 -10,9582
F7    -1,1367 -1,1775 -1,1476 -1,0437 -0,8902 -0,7275 -0,5923 -0,4995 -0,4349 -0,3646 -0,2607 -0,1196 0,0407 0,2005 0,3569 0,5255 0,7262 0,9669 1,2423 1,5431 1,8579 2,1649 2,4293 2,6173 2,7160 2,7367 2,7007 2,6211 2,4931 2,2998 2,0323 1,7050 1,3441 0,9680 0,5832 0,1928 -0,1926 -0,5514 -0,8654 -1,1379 -1,3922 -1,6536 -1,9377 -2,2473 -2,5693 -2,8721 -3,1187 -3,2893 -3,3917 -3,4500 -3,4864 -3,5115 -3,5240 -3,5176 -3,4913 -3,4580 -3,4440 -3,4795 -3,5842 -3,7545 -3,9619 -4,1628 -4,3155 -4,3958 -4,4079 -4,3822 -4,3546 -4,3387 -4,3120 -4,2344 -4,0805 -3,8527 -3,5664 -3,2344 -2,8675 -2,4812 -2,0920 -1,7101 -1,3381 -0,9765 -0,6287 -0,3021 -0,0058 0,2485 0,4479 0,5839 0,6567 0,6718 0,6331 0,5445 0,4192 0,2841 0,1740 0,1238 0,1606 0,2929 0,5054 0,7675 1,0444 1,3044 1,5263 1,7073 1,8596 1,9929 2,1014 2,1686 2,1781 2,1151 1,9639 1,7146 1,3727 0,9640 0,5318 0,1230 -0,2281 -0,5066 -0,7134 -0,8576 -0,9468 -0,9798 -0,9455 -0,8295 -0,6270 -0,3434 0,0158 0,4481 0,9467 1,4994 2,0926 2,7111 3,3390 3,9654 4,5886 5,2097 5,8182 6,3860 6,8741 7,2481 7,4918 7,6110 7,6271 7,5730 7,4867 7,3976 7,3121 7,2132 7,0772 6,8886 6,6405 6,3323 5,9723 5,5734 5,1505 4,7228 4,3079 3,9127 3,5401 3,2034 2,9262 2,7297 2,6207 2,5862 2,5977 2,6259 2,6538 2,6813 2,7223 2,7938 2,8984 3,0146 3,1061 3,1405 3,1024 2,9974 2,8468 2,6762 2,5048 2,3388 2,1697 1,9820 1,7690 1,5364 1,2888 1,0206 0,7209 0,3845 0,0234 -0,3343 -0,6671 -0,9824 -1,3143 -1,7081 -2,2025 -2,8104 -3,5038 -4,2204 -4,8936 -5,4796 -5,9700 -6,3863 -6,7578 -7,0972 -7,3960 -7,6447 -7,8474 -8,0240 -8,2041 -8,4132 -8,6536 -8,9032 -9,1286 -9,2983 -9,3894 -9,3937 -9,3216 -9,1990 -9,0545 -8,9063 -8,7581 -8,6027 -8,4275 -8,2240 -7,9994 -7,7763 -7,5825 -7,4404 -7,3636 -7,3548 -7,4050 -7,5011 -7,6293 -7,7705 -7,8991 -7,9917 -8,0304 -8,0075 -7,9364 -7,8547 -7,8103 -7,8417 -7,9657 -8,1767 -8,4563 -8,7851 -9,1497 -9,5437 -9,9626 -10,3952 -10,8199 -11,2131 -11,5592 -11,8513 -12,0859 -12,2606 -12,3776 -12,4497 -12,4958 -12,5247 -12,5294 -12,4968 -12,4226 -12,3152 -12,1915 -12,0702 -11,9660 -11,8861 -11,8237 -11,7502 -11,6238 -11,4132 -11,1079 -10,7189 -10,2784 -9,8363 -9,4474 -9,1595 -9,0029 -8,9799 -9,0623 -9,1983 -9,3248 -9,3862 -9,3530 -9,2317 -9,0575 -8,8723 -8,7020 -8,5499 -8,4073 -8,2667 -8,1264 -7,9847 -7,8395 -7,6971 -7,5830 -7,5404 -7,6134 -7,8231 -8,1474 -8,5245 -8,8807 -9,1628 -9,3533 -9,4693 -9,5500 -9,6389 -9,7715 -9,9679 -10,2246 -10,5144 -10,7993 -11,0455 -11,2292 -11,3381 -11,3733 -11,3469 -11,2761 -11,1856 -11,1108 -11,0862 -11,1206 -11,1858 -11,2338 -11,2250 -11,1450 -10,9986 -10,8005 -10,5745 -10,3572 -10,1934 -10,1163 -10,1256 -10,1881 -10,2582 -10,2983 -10,2868 -10,2163 -10,0902 -9,9197 -9,7174 -9,4933 -9,2591 -9,0332 -8,8384 -8,6940 -8,6082 -8,5732 -8,5625 -8,5323 -8,4309 -8,2177 -7,8873 -7,4820 -7,0793 -6,7623 -6,5912 -6,5912 -6,7538 -7,0483 -7,4314 -7,8537 -8,2692 -8,6458 -8,9711 -9,2473 -9,4776 -9,6547 -9,7610 -9,7803 -9,7079 -9,5574 -9,3640 -9,1795 -9,0562 -9,0297 -9,1131 -9,3025 -9,5826 -9,9274 -10,3005 -10,6649 -11,0008 -11,3110 -11,6091 -11,9014 -12,1775 -12,4124 -12,5786 -12,6626 -12,6780 -12,6634 -12,6591 -12,6837 -12,7314 -12,7832 -12,8186 -12,8256 -12,8052 -12,7633 -12,6970 -12,5897 -12,4181 -12,1653 -11,8353 -11,4544 -11,0601 -10,6876 -10,3609 -10,0848 -9,8453 -9,6161 -9,3709 -9,0957 -8,7907 -8,4651 -8,1313 -7,7991 -7,4743 -7,1626 -6,8746 -6,6219 -6,4087 -6,2327 -6,1001 -6,0326 -6,0499 -6,1469 -6,2865 -6,4128 -6,4845 -6,5038 -6,5127 -6,5625 -6,6860 -6,8896 -7,1546 -7,4419 -7,7062 -7,9192 -8,0853 -8,2384 -8,4256 -8,6881 -9,0442 -9,4858 -9,9878 -10,5142 -11,0199 -11,4613 -11,8160 -12,0889 -12,2962 -12,4440 -12,5209 -12,5137 -12,4303 -12,3098 -12,2100 -12,1801 -12,2349 -12,3458 -12,4572 -12,5140 -12,4759 -12,3173 -12,0274 -11,6113 -11,0893 -10,4987 -9,8879 -9,3015 -8,7694 -8,3048 -7,9107 -7,5890 -7,3467 -7,1915 -7,1199 -7,1101 -7,1285 -7,1433 -7,1372 -7,1069 -7,0564 -6,9916 -6,9207 -6,8580 -6,8310 -6,8787 -7,0332 -7,3005 -7,6551 -8,0506 -8,4407 -8,7997 -9,1291 -9,4445 -9,7579 -10,0699 -10,3723 -10,6500 -10,8801 -11,0346 -11,0835 -11,0010 -10,7773 -10,4291 -9,9988 -9,5452 -9,1243 -8,7637 -8,4514 -8,1550 -7,8510 -7,5315 -7,1944 -6,8348 -6,4518 -6,0616 -5,7013 -5,4107 -5,2046 -5,0654 -4,9600 -4,8626 -4,7682 -4,6951 -4,6752 -4,7332 -4,8656 -5,0432 -5,2340 -5,4251 -5,6310 -5,8823 -6,2057 -6,6113 -7,0875 -7,5978 -8,0849 -8,4884 -8,7691 -8,9208 -8,9604 -8,9092 -8,7838 -8,5959 -8,3557 -8,0768 -7,7803 -7,4936 -7,2419 -7,0386 -6,8813 -6,7520 -6,6219 -6,4623 -6,2599 -6,0221 -5,7697 -5,5225 -5,2875 -5,0597 -4,8376 -4,6337 -4,4691 -4,3583 -4,2973 -4,2626 -4,2265 -4,1766 -4,1222 -4,0861 -4,0936 -4,1636 -4,3090 -4,5393 -4,8539 -5,2349 -5,6565 -6,1037 -6,5794 -7,0894 -7,6249 -8,1596 -8,6602 -9,0961 -9,4429 -9,6869 -9,8313 -9,8999 -9,9304 -9,9532 -9,9734 -9,9770 -9,9514 -9,8953 -9,8110 -9,6951 -9,5449
