Fp1   -0,1443 0,1916 0,3174 0,2040 -0,1475 -0,6953 -1,3590 -2,0370 -2,6251 -3,0138 -3,0879 -2,7668 -2,0654 -1,1130 -0,1031 0,7865 1,4495 1,8616 2,0533 2,0755 1,9814 1,8201 1,6293 1,4282 1,2160 0,9798 0,7133 0,4315 0,1674 -0,0380 -0,1465 -0,1550 -0,1117 -0,0792 -0,0838 -0,1114 -0,1473 -0,1984 -0,2635 -0,2916 -0,2045 0,0315 0,3638 0,6815 0,8705 0,8519 0,5925 0,1072 -0,5442 -1,2720 -1,9779 -2,5611 -2,9245 -2,9983 -2,7694 -2,2922 -1,6757 -1,0479 -0,5020 -0,0508 0,3636 0,8128 1,3298 1,8877 2,4086 2,7914 2,9379 2,7754 2,2871 1,5448 0,6968 -0,1007 -0,7537 -1,2371 -1,5580 -1,7293 -1,7706 -1,7156 -1,6014 -1,4488 -1,2558 -1,0059 -0,6816 -0,2737 0,2132 0,7573 1,3111 1,7900 2,0884 2,1249 1,8858 1,4348 0,8912 0,3882 0,0179 -0,2018 -0,3050 -0,3348 -0,3298 -0,3253 -0,3425 -0,3812 -0,4232 -0,4341 -0,3754 -0,2367 -0,0517 0,1189 0,2124 0,1746 -0,0392 -0,4597 -1,0838 -1,8553 -2,6757 -3,4407 -4,0733 -4,5317 -4,8010 -4,8937 -4,8579 -4,7591 -4,6377 -4,4804 -4,2353 -3,8572 -3,3428 -2,7205 -2,0118 -1,2238 -0,3783 0,4727 1,2644 1,9472 2,5022 2,9366 3,2659 3,5128 3,7215 3,9515 4,2527 4,6497 5,1363 5,6864 6,2833 6,9385 7,6783 8,5231 9,4680 10,4560 11,3692 12,0690 12,4596 12,5197 12,2859 11,8238 11,2133 10,5312 9,8320 9,1645 8,6030 8,2320 8,0886 8,1291 8,2525 8,3521 8,3543 8,2236 7,9441 7,5122 6,9556 6,3525 5,8067 5,3901 5,1152 4,9535 4,8537 4,7422 4,5377 4,1866 3,6858 3,0718 2,4042 1,7537 1,1848 0,7521 0,5060 0,4648 0,5818 0,7765 0,9969 1,2287 1,4561 1,6323 1,6982 1,6299 1,4620 1,2559 1,0490 0,8334 0,5699 0,2110 -0,2706 -0,8476 -1,4318 -1,9176 -2,2375 -2,3696 -2,3024 -2,0216 -1,5448 -0,9505 -0,3620 0,0954 0,3257 0,2807 -0,0216 -0,5021 -1,0607 -1,6027 -2,0354 -2,2784 -2,2994 -2,1301 -1,8570 -1,6052 -1,4993 -1,5946 -1,8308 -2,0631 -2,1463 -1,9985 -1,6109 -1,0248 -0,3160 0,4142 1,0590 1,5369 1,8178 1,9309 1,9543 1,9833 2,0840 2,2572 2,4441 2,5625 2,5328 2,2903 1,8008 1,0887 0,2486 -0,5751 -1,2177 -1,5218 -1,3794 -0,7756 0,1989 1,3688 2,5224 3,4820 4,1584 4,5552 4,7392 4,8114 4,8688 4,9590 5,0605 5,0997 4,9942 4,7086 4,2806 3,8007 3,3780 3,1129 3,0781 3,3042 3,7582 4,3378 4,9090 5,3626 5,6317 5,6825 5,5222 5,2173 4,8908 4,6843 4,6934 4,9102 5,2305 5,5206 5,6956 5,7550 5,7563 5,7521 5,7551 5,7484 5,7076 5,6108 5,4409 5,1946 4,8890 4,5510 4,2048 3,8771 3,6058 3,4349 3,4054 3,5421 3,8373 4,2474 4,7153 5,2004 5,6824 6,1345 6,5065 6,7522 6,8617 6,8596 6,7871 6,6857 6,5790 6,4608 6,2962 6,0369 5,6529 5,1597 4,6186 4,1133 3,7255 3,5166 3,5166 3,7322 4,1501 4,7135 5,3038 5,7793 6,0476 6,0976 5,9733 5,7392 5,4694 5,2429 5,1163 5,0843 5,0838 5,0529 4,9899 4,9582 5,0392 5,2789 5,6722 6,1780 6,7284 7,2289 7,5736 7,6779 7,5142 7,1398 6,6861 6,2963 6,0618 6,0123 6,1475 6,4523 6,8833 7,3537 7,7425 7,9322 7,8652 7,5757 7,1652 6,7466 6,3988 6,1543 6,0193 6,0024 6,1179 6,3616 6,6895 7,0174 7,2416 7,2786 7,0988 6,7354 6,2834 5,8876 5,6880 5,7412 5,9934 6,3227 6,6012 6,7473 6,7520 6,6545 6,4933 6,2846 6,0240 5,6995 5,3160 4,9124 4,5492 4,2863 4,1628 4,1855 4,3402 4,6207 5,0313 5,5569 6,1438 6,7173 7,2152 7,6003 7,8449 7,9189 7,8057 7,5171 7,0820 6,5258 5,8697 5,1477 4,4166 3,7484 3,2162 2,8861 2,8149 3,0363 3,5409 4,2703 5,1227 5,9665 6,6751 7,1781 7,4866 7,6651 7,7720 7,8142 7,7521 7,5504 7,2196 6,8039 6,3457 5,8788 5,4449 5,1031 4,9190 4,9419 5,1802 5,5949 6,1110 6,6413 7,1181 7,5107 7,8159 8,0355 8,1559 8,1446 7,9828 7,6968 7,3363 6,9305 6,4943 6,0755 5,7652 5,6436 5,7104 5,8716 5,9902 5,9435 5,6622 5,1722 4,6146 4,1991 4,0933 4,3108 4,6842 4,9572 4,9273 4,5243 3,7990 2,8794 1,9100 0,9837 0,1160 -0,7188 -1,5320 -2,3024 -2,9973 -3,5989 -4,1091 -4,5297 -4,8389 -4,9957 -4,9714 -4,7644 -4,3820 -3,8303 -3,1350 -2,3611 -1,5992 -0,9321 -0,4036 -0,0014 0,3302 0,6531 1,0060 1,4078 1,8850 2,4822 3,2332 4,1325 5,1488 6,2550 7,4259 8,6068 9,6877 10,5247 11,0144 11,1618 11,0743 10,8903 10,7144 10,5957 10,5427 10,5511 10,6170 10,7275 10,8475 10,9315 10,9480 10,8816 10,7059 10,3621 9,7786 8,9319 7,9019 6,8725 6,0650 5,6389 5,6239 5,9216 6,3537 6,7118 6,8116 6,5567 5,9684 5,1508 4,2336 3,3423 2,5812 2,0077 1,6279 1,4218 1,3700 1,4584 1,6626 1,9279 2,1687 2,2922 2,2269 1,9415 1,4443 0,7645 -0,0636 -1,0016 -2,0076 -3,0361 -4,0400 -4,9702 -5,7570 -6,2939 -6,4647 -6,2119 -5,5907 -4,7638 -3,9399 -3,2907 -2,9075 -2,8189 -3,0247 -3,5029 -4,1943 -4,9972 -5,7877 -6,4596 -6,9549 -7,2587 -7,3753 -7,3157 -7,1075 -6,8173 -6,5446 -6,3669 -6,2833 -6,2190 -6,0817 -5,8187 -5,4367 -4,9724 -4,4525 -3,8955
Fz    -0,9061 -0,7991 -0,7621 -0,8048 -0,9103 -1,0369 -1,1412 -1,1994 -1,2096 -1,1770 -1,1003 -0,9705 -0,7830 -0,5429 -0,2666 0,0192 0,2836 0,5070 0,6882 0,8400 0,9852 1,1512 1,3560 1,5889 1,8052 1,9414 1,9478 1,8160 1,5814 1,3077 1,0636 0,8973 0,8184 0,8031 0,8181 0,8317 0,8082 0,7140 0,5381 0,3016 0,0410 -0,2182 -0,4723 -0,7294 -0,9945 -1,2686 -1,5561 -1,8648 -2,1970 -2,5432 -2,8764 -3,1528 -3,3245 -3,3588 -3,2505 -3,0262 -2,7400 -2,4591 -2,2358 -2,0817 -1,9652 -1,8343 -1,6456 -1,3816 -1,0520 -0,6858 -0,3205 0,0093 0,2836 0,5003 0,6662 0,7808 0,8326 0,8172 0,7526 0,6713 0,5976 0,5331 0,4636 0,3784 0,2793 0,1709 0,0508 -0,0895 -0,2535 -0,4345 -0,6245 -0,8263 -1,0494 -1,2928 -1,5368 -1,7536 -1,9183 -2,0117 -2,0234 -1,9593 -1,8395 -1,6889 -1,5326 -1,3894 -1,2666 -1,1630 -1,0759 -0,9976 -0,9133 -0,8096 -0,6833 -0,5392 -0,3872 -0,2390 -0,1110 -0,0306 -0,0317 -0,1367 -0,3493 -0,6605 -1,0508 -1,4878 -1,9272 -2,3218 -2,6366 -2,8596 -2,9990 -3,0678 -3,0709 -3,0060 -2,8729 -2,6736 -2,4069 -2,0767 -1,7056 -1,3296 -0,9785 -0,6621 -0,3684 -0,0661 0,2844 0,7116 1,2210 1,8001 2,4272 3,0750 3,7083 4,2869 4,7860 5,2125 5,5959 5,9660 6,3405 6,7239 7,1118 7,5019 7,9002 8,3122 8,7267 9,1135 9,4374 9,6704 9,7994 9,8351 9,8145 9,7839 9,7739 9,7913 9,8266 9,8639 9,8868 9,8815 9,8364 9,7426 9,5986 9,4126 9,1987 8,9729 8,7497 8,5347 8,3159 8,0666 7,7615 7,3990 7,0045 6,6107 6,2389 5,8979 5,5887 5,3108 5,0632 4,8315 4,5823 4,2901 3,9675 3,6540 3,3746 3,1149 2,8348 2,5076 2,1477 1,7952 1,4797 1,2056 0,9651 0,7538 0,5743 0,4355 0,3508 0,3236 0,3305 0,3315 0,3086 0,2838 0,2971 0,3753 0,5193 0,7070 0,9015 1,0650 1,1706 1,2064 1,1749 1,1006 1,0350 1,0377 1,1453 1,3514 1,6064 1,8359 1,9743 1,9937 1,9097 1,7668 1,6196 1,5166 1,4916 1,5584 1,7098 1,9201 2,1544 2,3751 2,5404 2,6109 2,5662 2,4192 2,2078 1,9731 1,7485 1,5635 1,4445 1,4068 1,4511 1,5633 1,7152 1,8735 2,0219 2,1750 2,3645 2,6161 2,9357 3,3005 3,6613 3,9662 4,1916 4,3500 4,4744 4,5979 4,7380 4,8879 5,0212 5,1124 5,1579 5,1821 5,2228 5,3096 5,4534 5,6443 5,8534 6,0464 6,1985 6,2969 6,3328 6,3002 6,2003 6,0386 5,8231 5,5654 5,2853 5,0145 4,7918 4,6504 4,6073 4,6602 4,7909 4,9761 5,1924 5,4118 5,6048 5,7516 5,8430 5,8726 5,8381 5,7479 5,6224 5,4825 5,3388 5,1903 5,0343 4,8789 4,7451 4,6608 4,6532 4,7411 4,9289 5,2038 5,5364 5,8845 6,2018 6,4486 6,6001 6,6521 6,6217 6,5402 6,4374 6,3277 6,2069 6,0581 5,8638 5,6141 5,3083 4,9602 4,6052 4,2934 4,0677 3,9488 3,9358 4,0096 4,1392 4,2972 4,4731 4,6657 4,8605 5,0223 5,1130 5,1175 5,0552 4,9621 4,8644 4,7753 4,7082 4,6825 4,7195 4,8378 5,0523 5,3696 5,7762 6,2317 6,6748 7,0408 7,2837 7,3920 7,3874 7,3039 7,1699 7,0113 6,8632 6,7676 6,7522 6,8103 6,8975 6,9494 6,9106 6,7586 6,5138 6,2296 5,9637 5,7488 5,5853 5,4582 5,3521 5,2529 5,1466 5,0237 4,8820 4,7299 4,5868 4,4792 4,4364 4,4860 4,6341 4,8461 5,0627 5,2352 5,3408 5,3730 5,3347 5,2366 5,0997 4,9544 4,8276 4,7279 4,6482 4,5787 4,5160 4,4635 4,4297 4,4242 4,4562 4,5283 4,6254 4,7109 4,7425 4,6986 4,5919 4,4566 4,3224 4,2000 4,0869 3,9766 3,8667 3,7635 3,6784 3,6236 3,6151 3,6710 3,7997 3,9906 4,2177 4,4485 4,6524 4,8050 4,8927 4,9223 4,9249 4,9410 5,0013 5,1139 5,2596 5,4051 5,5313 5,6511 5,7970 5,9910 6,2259 6,4724 6,7005 6,8916 7,0338 7,1140 7,1195 7,0463 6,9037 6,7146 6,5187 6,3711 6,3231 6,3941 6,5539 6,7355 6,8706 6,9233 6,8930 6,7970 6,6545 6,4807 6,2873 6,0883 5,8955 5,7094 5,5208 5,3174 5,0924 4,8549 4,6334 4,4626 4,3612 4,3109 4,2538 4,1213 3,8726 3,5027 3,0262 2,4700 1,8702 1,2570 0,6386 0,0060 -0,6455 -1,2989 -1,9197 -2,4748 -2,9486 -3,3380 -3,6357 -3,8248 -3,8896 -3,8203 -3,6103 -3,2577 -2,7744 -2,1903 -1,5498 -0,9008 -0,2796 0,3016 0,8528 1,3919 1,9278 2,4529 2,9518 3,4112 3,8233 4,1879 4,5190 4,8464 5,2039 5,6081 6,0419 6,4613 6,8251 7,1259 7,3956 7,6844 8,0323 8,4506 8,9212 9,4076 9,8733 10,2873 10,6170 10,8294 10,9138 10,8994 10,8338 10,7421 10,6146 10,4327 10,2005 9,9500 9,7257 9,5638 9,4813 9,4758 9,5284 9,6005 9,6410 9,6059 9,4716 9,2283 8,8753 8,4309 7,9362 7,4362 6,9547 6,4891 6,0214 5,5309 5,0044 4,4437 3,8639 3,2801 2,6956 2,1064 1,5143 0,9278 0,3568 -0,1949 -0,7376 -1,2935 -1,8847 -2,5221 -3,1985 -3,8853 -4,5404 -5,1214 -5,5931 -5,9310 -6,1308 -6,2170 -6,2423 -6,2710 -6,3547 -6,5148 -6,7435 -7,0141 -7,2893 -7,5315 -7,7104 -7,8061 -7,8108 -7,7318 -7,5876 -7,4048 -7,2177 -7,0609 -6,9502 -6,8719 -6,7933 -6,6860 -6,5389 -6,3544 -6,1358 -5,8836
F3    -0,9090 -0,7305 -0,6035 -0,5404 -0,5117 -0,4596 -0,3380 -0,1410 0,1008 0,3403 0,5361 0,6639 0,7212 0,7293 0,7233 0,7300 0,7535 0,7858 0,8221 0,8657 0,9265 1,0159 1,1347 1,2600 1,3433 1,3308 1,1964 0,9588 0,6676 0,3781 0,1391 -0,0125 -0,0616 -0,0206 0,0816 0,2078 0,3095 0,3364 0,2600 0,0814 -0,1810 -0,5032 -0,8585 -1,2154 -1,5405 -1,8101 -2,0220 -2,1895 -2,3245 -2,4266 -2,4810 -2,4666 -2,3734 -2,2135 -2,0136 -1,8016 -1,6032 -1,4421 -1,3359 -1,2889 -1,2929 -1,3357 -1,4056 -1,4874 -1,5604 -1,6043 -1,6031 -1,5399 -1,3973 -1,1704 -0,8766 -0,5558 -0,2543 -0,0033 0,1873 0,3152 0,3740 0,3583 0,2758 0,1499 0,0069 -0,1397 -0,2941 -0,4697 -0,6754 -0,9039 -1,1358 -1,3522 -1,5400 -1,6848 -1,7700 -1,7876 -1,7448 -1,6547 -1,5276 -1,3746 -1,2116 -1,0559 -0,9228 -0,8230 -0,7641 -0,7573 -0,8179 -0,9512 -1,1438 -1,3665 -1,5815 -1,7482 -1,8330 -1,8225 -1,7331 -1,6115 -1,5226 -1,5262 -1,6591 -1,9314 -2,3246 -2,7924 -3,2699 -3,6886 -3,9936 -4,1623 -4,2111 -4,1811 -4,1137 -4,0341 -3,9469 -3,8363 -3,6726 -3,4304 -3,1078 -2,7229 -2,2961 -1,8406 -1,3602 -0,8454 -0,2708 0,3865 1,1223 1,9009 2,6683 3,3674 3,9518 4,3990 4,7194 4,9509 5,1364 5,3035 5,4620 5,6123 5,7575 5,9179 6,1307 6,4283 6,8148 7,2630 7,7301 8,1717 8,5497 8,8394 9,0332 9,1342 9,1522 9,1065 9,0215 8,9124 8,7767 8,6009 8,3767 8,1119 7,8255 7,5324 7,2372 6,9440 6,6660 6,4138 6,1762 5,9219 5,6281 5,3049 4,9897 4,7121 4,4720 4,2490 4,0230 3,7869 3,5432 3,2913 3,0204 2,7204 2,3939 2,0521 1,7020 1,3383 0,9490 0,5357 0,1266 -0,2434 -0,5631 -0,8438 -1,0934 -1,2994 -1,4356 -1,4840 -1,4517 -1,3763 -1,3167 -1,3281 -1,4305 -1,5984 -1,7783 -1,9152 -1,9722 -1,9408 -1,8397 -1,7028 -1,5660 -1,4582 -1,3905 -1,3426 -1,2664 -1,1120 -0,8571 -0,5197 -0,1503 0,1915 0,4610 0,6387 0,7238 0,7254 0,6616 0,5640 0,4764 0,4418 0,4855 0,6068 0,7869 0,9972 1,1970 1,3388 1,3894 1,3486 1,2474 1,1269 1,0195 0,9509 0,9501 1,0511 1,2845 1,6587 2,1409 2,6600 3,1364 3,5105 3,7533 3,8678 3,8842 3,8410 3,7633 3,6603 3,5428 3,4345 3,3628 3,3448 3,3837 3,4682 3,5769 3,6937 3,8297 4,0225 4,3060 4,6811 5,1104 5,5271 5,8572 6,0500 6,1002 6,0354 5,8867 5,6792 5,4397 5,1948 4,9566 4,7171 4,4605 4,1867 3,9228 3,7148 3,6041 3,6040 3,6919 3,8233 3,9513 4,0406 4,0813 4,0916 4,1006 4,1321 4,2015 4,3165 4,4736 4,6527 4,8157 4,9137 4,9050 4,7758 4,5515 4,2902 4,0633 3,9319 3,9274 4,0463 4,2584 4,5196 4,7833 5,0024 5,1347 5,1566 5,0787 4,9418 4,7970 4,6862 4,6344 4,6435 4,6927 4,7476 4,7739 4,7524 4,6864 4,5945 4,4948 4,3987 4,3190 4,2752 4,2883 4,3756 4,5477 4,7949 5,0751 5,3242 5,4835 5,5279 5,4778 5,3817 5,2824 5,1976 5,1234 5,0495 4,9774 4,9296 4,9399 5,0361 5,2294 5,5074 5,8261 6,1143 6,3027 6,3586 6,2933 6,1404 5,9310 5,6872 5,4295 5,1805 4,9629 4,7948 4,6871 4,6405 4,6396 4,6549 4,6593 4,6436 4,6131 4,5711 4,5086 4,4075 4,2589 4,0766 3,8935 3,7435 3,6434 3,5956 3,5998 3,6544 3,7527 3,8860 4,0404 4,1894 4,2994 4,3475 4,3284 4,2486 4,1198 3,9551 3,7726 3,6004 3,4704 3,4062 3,4160 3,4934 3,6257 3,8013 4,0090 4,2363 4,4695 4,6874 4,8517 4,9139 4,8434 4,6479 4,3737 4,0863 3,8429 3,6743 3,5864 3,5712 3,6181 3,7176 3,8609 4,0407 4,2548 4,5003 4,7628 5,0154 5,2253 5,3604 5,3953 5,3174 5,1360 4,8937 4,6604 4,5001 4,4416 4,4722 4,5468 4,6157 4,6600 4,7012 4,7759 4,9041 5,0782 5,2719 5,4560 5,6094 5,7181 5,7725 5,7661 5,6933 5,5479 5,3331 5,0761 4,8314 4,6638 4,6194 4,7066 4,8977 5,1478 5,4135 5,6607 5,8611 5,9860 6,0056 5,8993 5,6709 5,3506 4,9840 4,6204 4,3043 4,0696 3,9347 3,8942 3,9129 3,9326 3,8916 3,7504 3,5091 3,1997 2,8553 2,4850 2,0802 1,6353 1,1516 0,6275 0,0519 -0,5845 -1,2716 -1,9733 -2,6357 -3,2051 -3,6431 -3,9325 -4,0755 -4,0851 -3,9749 -3,7524 -3,4208 -2,9819 -2,4411 -1,8194 -1,1557 -0,4913 0,1485 0,7575 1,3425 1,9126 2,4709 3,0131 3,5289 4,0024 4,4168 4,7635 5,0480 5,2899 5,5136 5,7364 5,9641 6,1978 6,4430 6,7123 7,0231 7,3901 7,8156 8,2800 8,7455 9,1728 9,5305 9,7895 9,9204 9,9153 9,8088 9,6630 9,5298 9,4317 9,3702 9,3342 9,3018 9,2467 9,1500 9,0069 8,8271 8,6299 8,4302 8,2265 8,0064 7,7567 7,4632 7,1111 6,6984 6,2453 5,7823 5,3268 4,8719 4,3953 3,8763 3,3111 2,7227 2,1518 1,6311 1,1694 0,7598 0,3930 0,0583 -0,2579 -0,5680 -0,8807 -1,2034 -1,5446 -1,9163 -2,3332 -2,8103 -3,3594 -3,9779 -4,6349 -5,2739 -5,8424 -6,3220 -6,7294 -7,0869 -7,3934 -7,6219 -7,7456 -7,7609 -7,6915 -7,5772 -7,4547 -7,3410 -7,2361 -7,1397 -7,0558 -6,9872 -6,9349 -6,8993 -6,8728 -6,8315 -6,7434 -6,5850 -6,3521 -6,0566 -5,7161 -5,3446
F7    -2,2294 -1,6977 -1,1075 -0,5578 -0,1440 0,0795 0,1135 0,0066 -0,1653 -0,3255 -0,4089 -0,3582 -0,1260 0,3025 0,8862 1,5283 2,1030 2,4962 2,6483 2,5802 2,3815 2,1604 1,9877 1,8707 1,7588 1,5686 1,2354 0,7662 0,2428 -0,2248 -0,5461 -0,6773 -0,6400 -0,5140 -0,3842 -0,2980 -0,2777 -0,3421 -0,4946 -0,7095 -0,9451 -1,1615 -1,3310 -1,4449 -1,5135 -1,5549 -1,5843 -1,6126 -1,6485 -1,6911 -1,7228 -1,7167 -1,6544 -1,5386 -1,3982 -1,2873 -1,2679 -1,3759 -1,5949 -1,8558 -2,0629 -2,1346 -2,0395 -1,7997 -1,4596 -1,0550 -0,6155 -0,1905 0,1490 0,3399 0,3501 0,1748 -0,1715 -0,6484 -1,1814 -1,6727 -2,0327 -2,2141 -2,2183 -2,0709 -1,8054 -1,4747 -1,1578 -0,9312 -0,8276 -0,8231 -0,8655 -0,9147 -0,9573 -0,9971 -1,0470 -1,1240 -1,2379 -1,3831 -1,5425 -1,6919 -1,7983 -1,8272 -1,7613 -1,6075 -1,3887 -1,1402 -0,9072 -0,7390 -0,6779 -0,7378 -0,8868 -1,0631 -1,2122 -1,3135 -1,3863 -1,4834 -1,6664 -1,9701 -2,3901 -2,8939 -3,4338 -3,9580 -4,4192 -4,7757 -4,9951 -5,0622 -4,9763 -4,7488 -4,4084 -3,9995 -3,5658 -3,1293 -2,6899 -2,2521 -1,8399 -1,4706 -1,1292 -0,7838 -0,4137 -0,0119 0,4235 0,8836 1,3491 1,8074 2,2589 2,6946 3,0793 3,3746 3,5805 3,7426 3,9175 4,1431 4,4402 4,8185 5,2680 5,7524 6,2197 6,6230 6,9343 7,1386 7,2276 7,2093 7,1221 7,0307 7,0013 7,0641 7,1867 7,2866 7,2870 7,1775 7,0223 6,9109 6,8944 6,9610 7,0542 7,1020 7,0374 6,8199 6,4515 5,9697 5,4217 4,8453 4,2718 3,7430 3,3151 3,0368 2,9215 2,9367 3,0116 3,0644 3,0348 2,8884 2,6163 2,2533 1,8748 1,5538 1,3169 1,1387 0,9749 0,8081 0,6588 0,5425 0,4293 0,2644 0,0156 -0,3083 -0,6711 -1,0231 -1,3063 -1,4799 -1,5599 -1,6176 -1,7201 -1,8801 -2,0599 -2,2098 -2,2967 -2,3063 -2,2295 -2,0604 -1,8066 -1,5011 -1,2024 -0,9712 -0,8348 -0,7710 -0,7201 -0,6175 -0,4349 -0,2019 0,0156 0,1613 0,2140 0,1824 0,0908 -0,0296 -0,1452 -0,2232 -0,2400 -0,1784 -0,0147 0,2760 0,6920 1,1890 1,6977 2,1567 2,5294 2,7949 2,9390 2,9584 2,8641 2,6796 2,4368 2,1664 1,8891 1,6176 1,3703 1,1795 1,0838 1,1172 1,2983 1,6123 2,0066 2,4169 2,8040 3,1585 3,4800 3,7626 3,9952 4,1732 4,3056 4,4085 4,4940 4,5682 4,6343 4,6922 4,7364 4,7565 4,7462 4,7194 4,7166 4,7838 4,9372 5,1420 5,3229 5,4014 5,3279 5,0891 4,7063 4,2372 3,7686 3,3916 3,1774 3,1685 3,3771 3,7803 4,3086 4,8481 5,2757 5,5065 5,5174 5,3403 5,0416 4,7002 4,3870 4,1486 4,0026 3,9463 3,9715 4,0678 4,2105 4,3567 4,4646 4,5131 4,4988 4,4251 4,3013 4,1470 3,9949 3,8877 3,8696 3,9705 4,1885 4,4857 4,8006 5,0641 5,2121 5,1986 5,0069 4,6507 4,1693 3,6345 3,1571 2,8636 2,8393 3,0760 3,4785 3,9212 4,3044 4,5809 4,7587 4,8820 4,9966 5,1250 5,2654 5,4050 5,5273 5,6088 5,6212 5,5489 5,4054 5,2352 5,1023 5,0725 5,1891 5,4449 5,7690 6,0491 6,1799 6,1023 5,8197 5,3981 4,9458 4,5731 4,3529 4,3107 4,4362 4,6955 5,0377 5,3986 5,7049 5,8869 5,8994 5,7414 5,4615 5,1384 4,8450 4,6222 4,4776 4,3984 4,3646 4,3519 4,3354 4,3034 4,2672 4,2488 4,2571 4,2789 4,2946 4,2962 4,2913 4,2993 4,3448 4,4447 4,5928 4,7615 4,9240 5,0654 5,1707 5,2189 5,1932 5,0965 4,9592 4,8232 4,7109 4,6137 4,5175 4,4292 4,3754 4,3850 4,4727 4,6290 4,8194 4,9996 5,1431 5,2576 5,3754 5,5295 5,7323 5,9674 6,1979 6,3766 6,4531 6,3924 6,2030 5,9438 5,6924 5,5020 5,3882 5,3417 5,3361 5,3298 5,2766 5,1492 4,9589 4,7548 4,6025 4,5554 4,6339 4,8308 5,1349 5,5371 6,0088 6,4873 6,8909 7,1513 7,2419 7,1886 7,0507 6,8856 6,7242 6,5691 6,4127 6,2591 6,1265 6,0268 5,9489 5,8619 5,7243 5,5002 5,1907 4,8570 4,6028 4,5264 4,6808 5,0577 5,5945 6,1946 6,7554 7,1958 7,4713 7,5650 7,4762 7,2257 6,8587 6,4314 5,9928 5,5597 5,0991 4,5550 3,9058 3,1945 2,5074 1,9390 1,5608 1,3927 1,3920 1,4763 1,5629 1,5932 1,5325 1,3629 1,0850 0,7226 0,3186 -0,0820 -0,4489 -0,7607 -0,9915 -1,1145 -1,1138 -0,9858 -0,7331 -0,3630 0,1112 0,6722 1,3031 1,9882 2,7101 3,4448 4,1635 4,8343 5,4167 5,8665 6,1648 6,3447 6,4828 6,6549 6,8880 7,1450 7,3566 7,4786 7,5244 7,5477 7,5982 7,6902 7,8094 7,9427 8,0967 8,2903 8,5346 8,8274 9,1571 9,4982 9,7918 9,9412 9,8487 9,4788 8,8971 8,2467 7,6738 7,2611 7,0148 6,8938 6,8391 6,7878 6,6920 6,5416 6,3584 6,1625 5,9471 5,6898 5,3780 5,0182 4,6360 4,2782 3,9953 3,8077 3,6887 3,5823 3,4323 3,1977 2,8589 2,4291 1,9599 1,5212 1,1634 0,8869 0,6408 0,3559 -0,0137 -0,4708 -0,9779 -1,4762 -1,9194 -2,2927 -2,5973 -2,8269 -2,9684 -3,0193 -2,9980 -2,9377 -2,8772 -2,8523 -2,8849 -2,9693 -3,0737 -3,1670 -3,2410 -3,3055 -3,3680 -3,4200 -3,4409 -3,4208 -3,3811 -3,3656 -3,4120 -3,5326 -3,7116 -3,9105 -4,0775 -4,1602 -4,1150 -3,9124
