Fp1   0,3015 0,1166 0,0652 0,1133 0,1563 0,0976 -0,0926 -0,3898 -0,7548 -1,1281 -1,4102 -1,4908 -1,3082 -0,8797 -0,2889 0,3444 0,8966 1,2795 1,4655 1,4728 1,3338 1,0852 0,7685 0,4139 0,0380 -0,3300 -0,6286 -0,7852 -0,7591 -0,5596 -0,2280 0,1842 0,6199 1,0180 1,3225 1,4915 1,4974 1,3277 0,9919 0,5320 0,0260 -0,4383 -0,8072 -1,0701 -1,2281 -1,2665 -1,1656 -0,9382 -0,6447 -0,3675 -0,1750 -0,1088 -0,1859 -0,3934 -0,6811 -0,9752 -1,2099 -1,3520 -1,3951 -1,3343 -1,1570 -0,8689 -0,5120 -0,1435 0,1997 0,5115 0,7944 1,0351 1,2001 1,2535 1,1904 1,0625 0,9501 0,8995 0,8908 0,8600 0,7503 0,5556 0,3267 0,1496 0,1093 0,2500 0,5460 0,9101 1,2298 1,4140 1,4372 1,3481 1,2228 1,1128 1,0415 1,0115 0,9890 0,9061 0,7083 0,3937 0,0082 -0,3774 -0,6829 -0,8347 -0,7901 -0,5521 -0,1655 0,2998 0,7683 1,1785 1,4969 1,7213 1,8674 1,9389 1,9070 1,7298 1,3979 0,9606 0,4914 0,0397 -0,3701 -0,7136 -0,9630 -1,0994 -1,1228 -1,0377 -0,8332 -0,5019 -0,0778 0,3738 0,7977 1,1635 1,4519 1,6531 1,7776 1,8548 1,9199 2,0091 2,1507 2,3419 2,5420 2,7068 2,8352 2,9753 3,1791 3,4548 3,7624 4,0453 4,2618 4,4025 4,4978 4,6033 4,7587 4,9591 5,1620 5,3131 5,3767 5,3508 5,2467 5,0599 4,7721 4,3736 3,8838 3,3624 2,9039 2,6117 2,5525 2,7164 3,0194 3,3478 3,6090 3,7546 3,7731 3,6744 3,4884 3,2691 3,0870 3,0018 3,0301 3,1366 3,2508 3,3046 3,2775 3,2115 3,1713 3,1970 3,2740 3,3292 3,2719 3,0576 2,7142 2,3123 1,9193 1,5780 1,3091 1,1092 0,9429 0,7534 0,4969 0,1720 -0,1846 -0,5222 -0,7831 -0,9033 -0,8373 -0,5862 -0,1933 0,2819 0,7784 1,2313 1,5769 1,7698 1,7917 1,6598 1,4395 1,2235 1,0934 1,1009 1,2568 1,5202 1,8127 2,0614 2,2353 2,3473 2,4289 2,4989 2,5503 2,5684 2,5537 2,5218 2,4884 2,4651 2,4743 2,5521 2,7221 2,9601 3,1935 3,3431 3,3664 3,2644 3,0630 2,7950 2,4893 2,1577 1,7833 1,3318 0,7927 0,2132 -0,3126 -0,6805 -0,8063 -0,6598 -0,2947 0,1620 0,5669 0,8215 0,9112 0,8984 0,8577 0,8133 0,7497 0,6604 0,5553 0,4359 0,2944 0,1340 -0,0267 -0,1645 -0,2592 -0,2810 -0,1761 0,1190 0,6390 1,3592 2,1902 3,0034 3,6666 4,0704 4,1422 3,8561 3,2497 2,4301 1,5426 0,7216 0,0543 -0,4404 -0,7957 -1,0506 -1,2226 -1,3049 -1,2623 -1,0509 -0,6691 -0,1906 0,2696 0,6277 0,8680 1,0158 1,0840 1,0479 0,8744 0,5807 0,2612 0,0517 0,0552 0,2902 0,6915 1,1397 1,4988 1,6625 1,5908 1,3080 0,8746 0,3696 -0,1155 -0,4949 -0,7094 -0,7390 -0,6064 -0,3646 -0,0784 0,1921 0,4103 0,5727 0,6937 0,7907 0,8890 1,0204 1,1905 1,3475 1,3935 1,2445 0,9027 0,4781 0,1271 -0,0447 -0,0213 0,1537 0,4150 0,6896 0,9106 1,0373 1,0705 1,0556 1,0693 1,1808 1,4079 1,7074 2,0069 2,2419 2,3661 2,3476 2,1842 1,9181 1,6191 1,3532 1,1718 1,1097 1,1682 1,2933 1,3861 1,3582 1,1850 0,9062 0,5851 0,2818 0,0436 -0,1183 -0,2480 -0,4146 -0,6563 -0,9567 -1,2575 -1,4753 -1,5170 -1,3128 -0,8521 -0,1992 0,5112 1,1036 1,4338 1,4591 1,2417 0,8898 0,4968 0,1133 -0,2463 -0,5808 -0,8893 -1,1711 -1,4153 -1,5868 -1,6372 -1,5411 -1,3220 -1,0502 -0,8022 -0,6071 -0,4376 -0,2562 -0,0543 0,1496 0,3318 0,4856 0,6323 0,8081 1,0337 1,3002 1,5744 1,8085 1,9564 1,9955 1,9327 1,7865 1,5805 1,3474 1,1108 0,8579 0,5618 0,2345 -0,0662 -0,2760 -0,3473 -0,2516 0,0127 0,4100 0,8658 1,2807 1,5633 1,6729 1,6369 1,5227 1,3880 1,2643 1,1736 1,1315 1,1338 1,1569 1,1767 1,1803 1,1647 1,1364 1,1164 1,1372 1,2298 1,4125 1,6826 2,0092 2,3385 2,6172 2,8124 2,9161 2,9358 2,8778 2,7465 2,5605 2,3532 2,1504 1,9589 1,7699 1,5628 1,3266 1,0840 0,8845 0,7791 0,8088 0,9930 1,2901 1,5902 1,7903 1,8604 1,8191 1,6767 1,4206 1,0437 0,5777 0,0940 -0,3231 -0,6143 -0,7717 -0,8328 -0,8473 -0,8395 -0,7817 -0,6003 -0,2351 0,2944 0,8780 1,3613 1,6113 1,5735 1,2956 0,8923 0,4807 0,1407 -0,0897 -0,2055 -0,2276 -0,1987 -0,1620 -0,1279 -0,0720 0,0271 0,1489 0,2362 0,2439 0,1812 0,1076 0,0874 0,1454 0,2609 0,3988 0,5433 0,6998 0,8723 1,0585 1,2627 1,4931 1,7356 1,9422 2,0570 2,0541 1,9594 1,8469 1,8084 1,9077 2,1479 2,4713 2,7885 3,0217 3,1352 3,1324 3,0273 2,8268 2,5585 2,3023 2,1608 2,1797 2,3106 2,4572 2,5425 2,5282 2,4061 2,2056 1,9931 1,8370 1,7649 1,7483 1,7186 1,6031 1,3687 1,0349 0,6519 0,2924 0,0619 0,0756 0,4033 1,0192 1,7840 2,4959 2,9912 3,2111 3,1912 3,0027 2,7047 2,3415 1,9658 1,6395 1,4048 1,2670 1,2008 1,1614 1,1036 1,0091 0,8992 0,8182 0,7953 0,8179 0,8353 0,7856 0,6349 0,4107 0,1921 0,0650 0,0812 0,2428 0,5122 0,8269 1,1114 1,2970 1,3437 1,2545 1,0756 0,8758 0,7206 0,6551 0,6833 0,7559 0,7956 0,7425 0,5879 0,3785 0,1923 0,1066
Fz    0,4808 0,2227 0,0857 0,0665 0,1218 0,1864 0,1985 0,1127 -0,0947 -0,4040 -0,7331 -0,9708 -1,0429 -0,9453 -0,7274 -0,4532 -0,1750 0,0684 0,2493 0,3512 0,3721 0,3279 0,2507 0,1726 0,1080 0,0550 0,0100 -0,0208 -0,0267 -0,0024 0,0516 0,1325 0,2375 0,3682 0,5252 0,6888 0,8140 0,8563 0,8025 0,6747 0,5081 0,3244 0,1264 -0,0847 -0,2967 -0,4935 -0,6594 -0,7774 -0,8305 -0,8121 -0,7401 -0,6611 -0,6308 -0,6829 -0,8120 -0,9840 -1,1598 -1,3086 -1,4052 -1,4212 -1,3326 -1,1426 -0,8915 -0,6350 -0,4111 -0,2257 -0,0624 0,0993 0,2700 0,4452 0,6157 0,7848 0,9613 1,1348 1,2680 1,3194 1,2715 1,1426 0,9800 0,8386 0,7522 0,7132 0,6818 0,6211 0,5185 0,3804 0,2327 0,1245 0,1034 0,1833 0,3494 0,5763 0,8221 1,0292 1,1533 1,1837 1,1377 1,0499 0,9621 0,9108 0,9217 1,0096 1,1700 1,3745 1,5843 1,7667 1,8971 1,9549 1,9308 1,8400 1,7197 1,6077 1,5264 1,4784 1,4392 1,3646 1,2223 1,0065 0,7196 0,3602 -0,0568 -0,4630 -0,7321 -0,7408 -0,4409 0,1350 0,9159 1,8171 2,7424 3,5958 4,3083 4,8576 5,2622 5,5613 5,7958 5,9899 6,1402 6,2311 6,2652 6,2762 6,3086 6,3853 6,4988 6,6331 6,7840 6,9570 7,1610 7,4068 7,6980 8,0207 8,3403 8,6098 8,7894 8,8638 8,8383 8,7210 8,5134 8,2149 7,8381 7,4220 7,0321 6,7437 6,6114 6,6420 6,7925 6,9905 7,1568 7,2248 7,1579 6,9587 6,6655 6,3394 6,0502 5,8619 5,8131 5,9025 6,0857 6,2854 6,4251 6,4685 6,4266 6,3316 6,2071 6,0539 5,8522 5,5850 5,2610 4,9140 4,5861 4,3186 4,1466 4,0844 4,1072 4,1493 4,1369 4,0336 3,8503 3,6214 3,3853 3,1798 3,0309 2,9396 2,8819 2,8280 2,7644 2,6921 2,6100 2,5039 2,3476 2,1287 1,8817 1,6744 1,5555 1,5322 1,5859 1,6903 1,8171 1,9423 2,0560 2,1637 2,2748 2,3910 2,5042 2,6005 2,6601 2,6563 2,5583 2,3448 2,0272 1,6631 1,3352 1,1118 1,0149 1,0169 1,0673 1,1282 1,1859 1,2384 1,2758 1,2743 1,2058 1,0516 0,8112 0,5090 0,1911 -0,0886 -0,2911 -0,4125 -0,4841 -0,5502 -0,6384 -0,7407 -0,8117 -0,7851 -0,6121 -0,2961 0,1164 0,5720 1,0263 1,4371 1,7644 1,9802 2,0766 2,0755 2,0314 2,0153 2,0844 2,2625 2,5433 2,9024 3,3041 3,7049 4,0589 4,3229 4,4564 4,4229 4,2041 3,8134 3,2902 2,6927 2,0988 1,5883 1,2164 1,0035 0,9309 0,9440 0,9766 0,9767 0,9140 0,7765 0,5713 0,3270 0,0908 -0,0818 -0,1482 -0,1021 0,0244 0,1893 0,3739 0,5893 0,8466 1,1284 1,3940 1,6013 1,7191 1,7220 1,5885 1,3070 0,8804 0,3290 -0,3024 -0,9441 -1,5093 -1,9089 -2,0763 -1,9888 -1,6645 -1,1468 -0,4930 0,2248 0,9215 1,5254 2,0118 2,3992 2,7103 2,9447 3,0796 3,0882 2,9698 2,7678 2,5466 2,3501 2,1892 2,0592 1,9570 1,8858 1,8544 1,8751 1,9595 2,1102 2,3078 2,5058 2,6523 2,7208 2,7214 2,6909 2,6746 2,6978 2,7502 2,8003 2,8195 2,7937 2,7318 2,6645 2,6161 2,5714 2,4751 2,2744 1,9638 1,5897 1,2208 0,9132 0,6877 0,5231 0,3775 0,2260 0,0805 -0,0220 -0,0382 0,0715 0,3321 0,7347 1,2370 1,7814 2,3024 2,7287 3,0047 3,1196 3,1081 3,0229 2,9039 2,7655 2,6035 2,4150 2,2042 1,9746 1,7283 1,4800 1,2602 1,1056 1,0440 1,0783 1,1832 1,3257 1,4829 1,6409 1,7924 1,9371 2,0715 2,1853 2,2731 2,3363 2,3748 2,3906 2,3979 2,4128 2,4383 2,4680 2,4932 2,5043 2,4989 2,4895 2,4881 2,4852 2,4603 2,4162 2,3795 2,3715 2,4029 2,4889 2,6506 2,8976 3,2112 3,5428 3,8319 4,0353 4,1423 4,1610 4,0972 3,9604 3,7872 3,6330 3,5323 3,4791 3,4413 3,3848 3,2953 3,1900 3,1125 3,1166 3,2441 3,5045 3,8684 4,2798 4,6752 5,0020 5,2269 5,3327 5,3193 5,2035 5,0156 4,7950 4,5770 4,3748 4,1791 3,9766 3,7627 3,5452 3,3472 3,2004 3,1281 3,1380 3,2271 3,3629 3,4651 3,4448 3,2691 2,9723 2,6129 2,2366 1,8714 1,5387 1,2600 1,0526 0,9189 0,8430 0,8039 0,7919 0,8078 0,8571 0,9478 1,0793 1,2286 1,3534 1,4103 1,3770 1,2750 1,1705 1,1401 1,2302 1,4449 1,7611 2,1456 2,5542 2,9199 3,1705 3,2728 3,2572 3,1921 3,1318 3,0882 3,0485 3,0116 2,9923 2,9939 2,9909 2,9513 2,8707 2,7836 2,7403 2,7774 2,9124 3,1496 3,4735 3,8416 4,1986 4,5036 4,7462 4,9468 5,1467 5,3824 5,6546 5,9257 6,1484 6,2919 6,3439 6,3092 6,2182 6,1200 6,0515 6,0259 6,0487 6,1212 6,2201 6,2928 6,2943 6,2256 6,1275 6,0448 6,0080 6,0289 6,0902 6,1461 6,1470 6,0623 5,8826 5,6174 5,2962 4,9643 4,6857 4,5318 4,5449 4,7181 5,0000 5,3067 5,5532 5,6990 5,7623 5,7868 5,7993 5,7912 5,7304 5,5867 5,3482 5,0171 4,5962 4,0873 3,5055 2,8885 2,2920 1,7751 1,3895 1,1670 1,1041 1,1558 1,2530 1,3408 1,4016 1,4416 1,4666 1,4724 1,4482 1,3897 1,3101 1,2270 1,1456 1,0619 0,9817 0,9244 0,9058 0,9300 0,9951 1,0889 1,1764 1,2069 1,1348 0,9350 0,6084 0,1849 -0,2808
F3    0,1712 -0,1152 -0,2856 -0,3168 -0,2281 -0,0572 0,1503 0,3243 0,3697 0,2299 -0,0461 -0,3268 -0,4923 -0,5033 -0,3967 -0,2346 -0,0636 0,0933 0,2304 0,3507 0,4570 0,5511 0,6324 0,6858 0,6810 0,5964 0,4461 0,2752 0,1294 0,0308 -0,0168 -0,0174 0,0222 0,0952 0,1929 0,2875 0,3288 0,2801 0,1566 0,0140 -0,1028 -0,1902 -0,2705 -0,3565 -0,4422 -0,5214 -0,5986 -0,6758 -0,7422 -0,7818 -0,7973 -0,8213 -0,8967 -1,0448 -1,2519 -1,4802 -1,6895 -1,8585 -1,9812 -2,0407 -2,0075 -1,8719 -1,6658 -1,4487 -1,2794 -1,1862 -1,1513 -1,1219 -1,0471 -0,9114 -0,7300 -0,5241 -0,3187 -0,1530 -0,0725 -0,1091 -0,2683 -0,5242 -0,8189 -1,0748 -1,2304 -1,2838 -1,2938 -1,3306 -1,4313 -1,5941 -1,7806 -1,9233 -1,9671 -1,9099 -1,7877 -1,6407 -1,5099 -1,4356 -1,4375 -1,5100 -1,6337 -1,7727 -1,8722 -1,8820 -1,7834 -1,5906 -1,3420 -1,0845 -0,8546 -0,6691 -0,5426 -0,5067 -0,5950 -0,8060 -1,0882 -1,3636 -1,5552 -1,6105 -1,5269 -1,3578 -1,1872 -1,1065 -1,1996 -1,5215 -2,0687 -2,7437 -3,3519 -3,6836 -3,6216 -3,1654 -2,3873 -1,3943 -0,3058 0,7645 1,7212 2,4981 3,0642 3,4270 3,6258 3,7077 3,7062 3,6434 3,5503 3,4742 3,4572 3,5063 3,5944 3,6917 3,7922 3,9096 4,0670 4,2863 4,5688 4,8836 5,1771 5,3944 5,5056 5,5191 5,4608 5,3493 5,1934 4,9992 4,7750 4,5376 4,3197 4,1669 4,1132 4,1557 4,2566 4,3587 4,3964 4,3141 4,0886 3,7388 3,3175 2,8950 2,5394 2,3010 2,2036 2,2453 2,4001 2,6210 2,8575 3,0785 3,2670 3,4002 3,4449 3,3639 3,1248 2,7221 2,1999 1,6411 1,1261 0,7059 0,4077 0,2464 0,2157 0,2741 0,3593 0,4266 0,4628 0,4705 0,4581 0,4422 0,4410 0,4566 0,4677 0,4510 0,4099 0,3705 0,3488 0,3258 0,2537 0,1009 -0,1026 -0,2887 -0,4092 -0,4489 -0,4004 -0,2617 -0,0529 0,1868 0,4277 0,6701 0,9349 1,2402 1,5912 1,9793 2,3764 2,7309 2,9735 3,0384 2,9019 2,6070 2,2425 1,8913 1,5911 1,3377 1,1175 0,9345 0,8143 0,7926 0,8881 1,0776 1,2991 1,4781 1,5551 1,5087 1,3650 1,1774 0,9859 0,7885 0,5499 0,2354 -0,1595 -0,5989 -1,0049 -1,2687 -1,2923 -1,0430 -0,5701 0,0294 0,6588 1,2467 1,7466 2,1303 2,3882 2,5354 2,6167 2,6982 2,8374 3,0587 3,3485 3,6631 3,9416 4,1269 4,1872 4,1308 3,9981 3,8253 3,6177 3,3637 3,0575 2,7103 2,3556 2,0365 1,7853 1,6218 1,5482 1,5386 1,5494 1,5366 1,4611 1,2909 1,0164 0,6671 0,3112 0,0342 -0,0935 -0,0544 0,1052 0,3140 0,5308 0,7569 0,9976 1,2296 1,4155 1,5322 1,5710 1,5237 1,3855 1,1600 0,8486 0,4437 -0,0572 -0,6357 -1,2415 -1,7919 -2,1934 -2,3787 -2,3281 -2,0608 -1,6195 -1,0673 -0,4820 0,0760 0,5941 1,0867 1,5408 1,8993 2,0935 2,0818 1,8801 1,5682 1,2552 1,0209 0,8868 0,8395 0,8668 0,9722 1,1651 1,4445 1,7961 2,1888 2,5582 2,8114 2,8710 2,7202 2,4063 2,0208 1,6618 1,3850 1,1812 1,0106 0,8413 0,6606 0,4800 0,3357 0,2555 0,2120 0,1163 -0,1197 -0,5091 -0,9762 -1,3990 -1,6678 -1,7415 -1,6778 -1,5973 -1,5945 -1,6763 -1,7808 -1,8361 -1,7908 -1,6198 -1,3330 -0,9722 -0,5946 -0,2709 -0,0796 -0,0649 -0,1941 -0,3688 -0,4833 -0,4834 -0,3869 -0,2581 -0,1613 -0,1290 -0,1649 -0,2577 -0,3916 -0,5579 -0,7554 -0,9755 -1,1932 -1,3690 -1,4567 -1,4253 -1,2798 -1,0527 -0,7810 -0,4981 -0,2318 0,0071 0,2221 0,4198 0,6102 0,8048 0,9958 1,1530 1,2532 1,2945 1,2816 1,2229 1,1416 1,0630 0,9798 0,8543 0,6626 0,4144 0,1366 -0,1283 -0,3162 -0,3617 -0,2253 0,0969 0,5741 1,1470 1,7411 2,2796 2,6801 2,8554 2,7555 2,4213 1,9738 1,5412 1,1985 0,9539 0,7786 0,6538 0,5982 0,6510 0,8390 1,1540 1,5509 1,9628 2,3280 2,6131 2,8176 2,9580 3,0417 3,0544 2,9712 2,7856 2,5310 2,2691 2,0518 1,9002 1,8151 1,7904 1,8191 1,8961 2,0131 2,1409 2,2423 2,3079 2,3404 2,2982 2,1119 1,7604 1,2987 0,8105 0,3552 -0,0435 -0,3799 -0,6492 -0,8440 -0,9593 -0,9987 -0,9728 -0,8914 -0,7605 -0,5822 -0,3602 -0,1149 0,1143 0,2849 0,3607 0,3180 0,1692 -0,0269 -0,1906 -0,2574 -0,1940 0,0078 0,3364 0,7493 1,1603 1,4634 1,5901 1,5492 1,4083 1,2357 1,0635 0,9042 0,7879 0,7616 0,8416 0,9797 1,0969 1,1466 1,1427 1,1350 1,1699 1,2759 1,4691 1,7467 2,0733 2,3920 2,6659 2,9026 3,1391 3,4107 3,7220 4,0314 4,2714 4,3917 4,3827 4,2637 4,0692 3,8520 3,6694 3,5473 3,4738 3,4348 3,4319 3,4594 3,4855 3,4787 3,4465 3,4241 3,4317 3,4614 3,4978 3,5283 3,5414 3,5269 3,4754 3,3735 3,2176 3,0308 2,8583 2,7552 2,7645 2,8865 3,0814 3,2989 3,4852 3,5925 3,6172 3,6171 3,6675 3,7967 3,9607 4,0718 4,0473 3,8436 3,4630 2,9422 2,3392 1,7221 1,1499 0,6540 0,2401 -0,0912 -0,3275 -0,4526 -0,4721 -0,4217 -0,3359 -0,2227 -0,0869 0,0384 0,0988 0,0488 -0,1162 -0,3498 -0,5852 -0,7811 -0,9318 -1,0387 -1,0902 -1,0728 -0,9838 -0,8213 -0,5830 -0,2857 0,0187 0,2499 0,3306 0,2184 -0,0770 -0,4980
F7    -0,6004 -0,7834 -0,7931 -0,6690 -0,5254 -0,4686 -0,5278 -0,6691 -0,8505 -1,0349 -1,1719 -1,1973 -1,0541 -0,7262 -0,2634 0,2418 0,7055 1,0755 1,3233 1,4354 1,4178 1,3058 1,1543 1,0127 0,9121 0,8567 0,8142 0,7415 0,6258 0,4866 0,3585 0,2809 0,2804 0,3535 0,4707 0,5838 0,6298 0,5534 0,3469 0,0590 -0,2379 -0,4797 -0,6257 -0,6723 -0,6597 -0,6466 -0,6731 -0,7533 -0,8867 -1,0558 -1,2355 -1,4200 -1,6160 -1,8074 -1,9457 -1,9823 -1,9123 -1,7876 -1,6689 -1,5653 -1,4372 -1,2522 -1,0196 -0,7798 -0,5756 -0,4361 -0,3780 -0,4060 -0,5069 -0,6528 -0,8137 -0,9652 -1,0909 -1,1839 -1,2518 -1,3183 -1,4118 -1,5521 -1,7411 -1,9464 -2,1008 -2,1475 -2,0887 -1,9779 -1,8763 -1,8259 -1,8331 -1,8681 -1,8998 -1,9232 -1,9429 -1,9609 -1,9908 -2,0531 -2,1408 -2,2171 -2,2558 -2,2623 -2,2482 -2,2109 -2,1465 -2,0634 -1,9814 -1,9180 -1,8746 -1,8368 -1,7897 -1,7390 -1,7185 -1,7660 -1,8878 -2,0498 -2,1957 -2,2783 -2,2972 -2,3021 -2,3475 -2,4550 -2,6167 -2,8124 -3,0217 -3,2084 -3,2964 -3,2028 -2,9053 -2,4527 -1,9247 -1,4069 -0,9811 -0,7043 -0,5842 -0,5687 -0,5639 -0,4759 -0,2552 0,0773 0,4374 0,7290 0,9104 1,0165 1,1197 1,2663 1,4443 1,6034 1,7049 1,7513 1,7806 1,8389 1,9512 2,1196 2,3299 2,5435 2,7126 2,8244 2,9016 2,9477 2,9195 2,7701 2,4964 2,1371 1,7516 1,4115 1,1783 1,0675 1,0480 1,0718 1,0970 1,0931 1,0406 0,9296 0,7692 0,6078 0,5215 0,5569 0,6963 0,8887 1,0862 1,2507 1,3621 1,4231 1,4448 1,4374 1,4003 1,3074 1,1208 0,8297 0,4747 0,1315 -0,1419 -0,3444 -0,5214 -0,7260 -0,9838 -1,2823 -1,5837 -1,8468 -2,0508 -2,2047 -2,3219 -2,3841 -2,3455 -2,1753 -1,8907 -1,5426 -1,1830 -0,8554 -0,5981 -0,4366 -0,3799 -0,4122 -0,4904 -0,5826 -0,6902 -0,8069 -0,8903 -0,8882 -0,7708 -0,5314 -0,1807 0,2415 0,6593 0,9866 1,1740 1,2359 1,2321 1,2217 1,2295 1,2532 1,3079 1,4405 1,6747 1,9562 2,1807 2,2785 2,2592 2,1737 2,0534 1,9009 1,7161 1,5103 1,2955 1,0696 0,8115 0,5032 0,1673 -0,1296 -0,3183 -0,3744 -0,3422 -0,3150 -0,3703 -0,5122 -0,6651 -0,7226 -0,6203 -0,3664 -0,0085 0,3950 0,7667 1,0158 1,0833 0,9752 0,7445 0,4516 0,1592 -0,0515 -0,0960 0,0804 0,4926 1,1134 1,8580 2,5829 3,1240 3,3658 3,2947 2,9845 2,5374 2,0401 1,5407 1,0452 0,5439 0,0366 -0,4568 -0,8970 -1,2437 -1,4693 -1,5499 -1,4713 -1,2612 -1,0052 -0,8014 -0,6901 -0,6379 -0,5859 -0,4985 -0,3878 -0,3033 -0,2871 -0,3265 -0,3508 -0,2873 -0,1247 0,0851 0,2789 0,4153 0,4720 0,4417 0,3289 0,1385 -0,1253 -0,4439 -0,7813 -1,0926 -1,3288 -1,4496 -1,4436 -1,3312 -1,1438 -0,9009 -0,6180 -0,3350 -0,1175 -0,0104 -0,0022 -0,0479 -0,1136 -0,1905 -0,2762 -0,3608 -0,4297 -0,4710 -0,4868 -0,4901 -0,4749 -0,4113 -0,2802 -0,0936 0,1194 0,3296 0,5183 0,6783 0,7993 0,8622 0,8577 0,8050 0,7434 0,6926 0,6222 0,4754 0,2188 -0,1385 -0,5519 -0,9457 -1,2293 -1,3330 -1,2550 -1,0804 -0,9340 -0,9074 -1,0238 -1,2493 -1,5201 -1,7801 -2,0128 -2,2479 -2,5213 -2,8165 -3,0593 -3,1796 -3,1584 -3,0197 -2,8002 -2,5207 -2,1788 -1,7740 -1,3414 -0,9502 -0,6673 -0,5267 -0,5279 -0,6474 -0,8586 -1,1432 -1,4839 -1,8594 -2,2508 -2,6359 -2,9736 -3,2096 -3,2978 -3,2240 -3,0256 -2,7795 -2,5453 -2,3231 -2,0824 -1,8200 -1,5712 -1,3710 -1,2170 -1,0790 -0,9424 -0,8314 -0,7778 -0,7746 -0,7778 -0,7415 -0,6402 -0,4842 -0,3328 -0,2581 -0,2881 -0,4097 -0,6197 -0,9281 -1,3106 -1,7037 -2,0454 -2,2802 -2,3343 -2,1350 -1,6753 -1,0568 -0,4548 -0,0241 0,1695 0,1448 -0,0366 -0,2966 -0,5465 -0,7027 -0,7259 -0,6364 -0,4899 -0,3502 -0,2637 -0,2295 -0,2015 -0,1292 0,0038 0,1860 0,3993 0,6150 0,7852 0,8692 0,8685 0,8280 0,8031 0,8241 0,8835 0,9525 1,0090 1,0470 1,0630 1,0506 1,0056 0,9235 0,8005 0,6493 0,5067 0,4159 0,4084 0,4970 0,6463 0,7591 0,7453 0,5976 0,3770 0,1347 -0,1363 -0,4734 -0,8869 -1,3447 -1,7909 -2,1675 -2,4360 -2,5852 -2,6168 -2,5310 -2,3200 -1,9740 -1,5098 -0,9933 -0,5243 -0,2027 -0,0956 -0,2002 -0,4334 -0,6862 -0,8909 -1,0226 -1,0558 -0,9580 -0,7319 -0,4428 -0,1893 -0,0430 -0,0167 -0,0865 -0,2296 -0,4307 -0,6587 -0,8492 -0,9215 -0,8376 -0,6413 -0,4206 -0,2387 -0,1028 0,0132 0,1334 0,2721 0,4373 0,6215 0,7940 0,9141 0,9535 0,9140 0,8416 0,8156 0,9039 1,1237 1,4441 1,8143 2,1859 2,5132 2,7489 2,8553 2,8128 2,6140 2,2696 1,8305 1,3839 1,0138 0,7647 0,6395 0,6241 0,7017 0,8508 1,0509 1,2858 1,5295 1,7361 1,8485 1,8251 1,6680 1,4334 1,1998 1,0144 0,8869 0,8232 0,8366 0,9400 1,1265 1,3379 1,4812 1,5007 1,4162 1,2881 1,1602 1,0379 0,9150 0,8020 0,7157 0,6537 0,5869 0,4709 0,2710 -0,0030 -0,2915 -0,5310 -0,6941 -0,7736 -0,7618 -0,6742 -0,5759 -0,5471 -0,6164 -0,7462 -0,8769 -0,9683 -1,0081 -1,0014 -0,9644 -0,9220 -0,9016 -0,9275 -1,0162 -1,1636 -1,3441 -1,5208 -1,6554 -1,7223 -1,7195 -1,6680 -1,6041 -1,5649 -1,5638 -1,5714 -1,5262
