Fp1   -0,0719 -0,1572 -0,2195 -0,2541 -0,2740 -0,2929 -0,3100 -0,3098 -0,2775 -0,2132 -0,1254 -0,0145 0,1336 0,3347 0,5853 0,8498 1,0722 1,2013 1,2053 1,0736 0,8149 0,4600 0,0649 -0,3001 -0,5786 -0,7511 -0,8332 -0,8577 -0,8559 -0,8466 -0,8346 -0,8159 -0,7866 -0,7481 -0,7100 -0,6792 -0,6407 -0,5596 -0,4094 -0,1910 0,0671 0,3232 0,5448 0,7166 0,8261 0,8586 0,8150 0,7238 0,6362 0,6114 0,6843 0,8366 1,0100 1,1501 1,2258 1,2234 1,1452 1,0134 0,8648 0,7372 0,6562 0,6232 0,6117 0,5821 0,4994 0,3445 0,1244 -0,1298 -0,3852 -0,6223 -0,8364 -1,0358 -1,2302 -1,4139 -1,5692 -1,6881 -1,7808 -1,8605 -1,9326 -1,9989 -2,0627 -2,1321 -2,2219 -2,3486 -2,5212 -2,7395 -2,9978 -3,2798 -3,5501 -3,7604 -3,8729 -3,8813 -3,8125 -3,7121 -3,6234 -3,5679 -3,5475 -3,5627 -3,6183 -3,7135 -3,8394 -3,9822 -4,1207 -4,2266 -4,2722 -4,2427 -4,1474 -4,0146 -3,8706 -3,7276 -3,5893 -3,4637 -3,3668 -3,3143 -3,3148 -3,3603 -3,4143 -3,4221 -3,3466 -3,1949 -3,0085 -2,8401 -2,7349 -2,7145 -2,7636 -2,8389 -2,8999 -2,9350 -2,9564 -2,9792 -3,0123 -3,0597 -3,1245 -3,2156 -3,3537 -3,5643 -3,8553 -4,1946 -4,5158 -4,7497 -4,8573 -4,8445 -4,7457 -4,5908 -4,3917 -4,1519 -3,8824 -3,6013 -3,3222 -3,0454 -2,7683 -2,5032 -2,2723 -2,0879 -1,9494 -1,8458 -1,7516 -1,6262 -1,4254 -1,1166 -0,6889 -0,1607 0,4185 0,9822 1,4674 1,8237 2,0280 2,1046 2,1165 2,1282 2,1767 2,2681 2,3842 2,4909 2,5514 2,5376 2,4443 2,2993 2,1411 1,9783 1,7971 1,6030 1,4269 1,2904 1,1796 1,0578 0,8973 0,6931 0,4554 0,2038 -0,0358 -0,2478 -0,4358 -0,6126 -0,8019 -1,0402 -1,3499 -1,7125 -2,0738 -2,3700 -2,5546 -2,6117 -2,5484 -2,3884 -2,1712 -1,9397 -1,7198 -1,5148 -1,3156 -1,1085 -0,8881 -0,6740 -0,5040 -0,4073 -0,3885 -0,4353 -0,5299 -0,6441 -0,7340 -0,7578 -0,7014 -0,5734 -0,3856 -0,1614 0,0443 0,1625 0,1503 0,0127 -0,1965 -0,3935 -0,5093 -0,5284 -0,4901 -0,4646 -0,5214 -0,6878 -0,9216 -1,1356 -1,2632 -1,3012 -1,2910 -1,2729 -1,2802 -1,3628 -1,5794 -1,9571 -2,4726 -3,0581 -3,6134 -4,0333 -4,2570 -4,3019 -4,2459 -4,1702 -4,1209 -4,1090 -4,1188 -4,1180 -4,0778 -3,9863 -3,8483 -3,6755 -3,4723 -3,2373 -2,9875 -2,7679 -2,6250 -2,5762 -2,6095 -2,7000 -2,8208 -2,9541 -3,1002 -3,2662 -3,4456 -3,6115 -3,7292 -3,7743 -3,7438 -3,6522 -3,5177 -3,3542 -3,1737 -2,9906 -2,8290 -2,7165 -2,6565 -2,6142 -2,5466 -2,4346 -2,2818 -2,1034 -1,9256 -1,7889 -1,7414 -1,8129 -1,9903 -2,2251 -2,4642 -2,6710 -2,8250 -2,9168 -2,9506 -2,9405 -2,9015 -2,8561 -2,8400 -2,8795 -2,9616 -3,0428 -3,0814 -3,0589 -2,9887 -2,9116 -2,8729 -2,8972 -2,9736 -3,0556 -3,0821 -3,0102 -2,8335 -2,5724 -2,2592 -1,9298 -1,6222 -1,3762 -1,2245 -1,1762 -1,2113 -1,2962 -1,3971 -1,4823 -1,5258 -1,5184 -1,4754 -1,4244 -1,3814 -1,3438 -1,3013 -1,2411 -1,1497 -1,0211 -0,8628 -0,6905 -0,5324 -0,4329 -0,4239 -0,4965 -0,6127 -0,7284 -0,8016 -0,8055 -0,7404 -0,6301 -0,5139 -0,4372 -0,4327 -0,5056 -0,6362 -0,7898 -0,9333 -1,0549 -1,1639 -1,2715 -1,3773 -1,4790 -1,5771 -1,6617 -1,7134 -1,7270 -1,7197 -1,7086 -1,6870 -1,6319 -1,5436 -1,4573 -1,4019 -1,3685 -1,3315 -1,2764 -1,2014 -1,1148 -1,0444 -1,0373 -1,1370 -1,3558 -1,6753 -2,0648 -2,4801 -2,8510 -3,0900 -3,1284 -2,9583 -2,6397 -2,2608 -1,8927 -1,5794 -1,3423 -1,1800 -1,0700 -0,9831 -0,9018 -0,8318 -0,7976 -0,8165 -0,8767 -0,9367 -0,9381 -0,8265 -0,5719 -0,1783 0,3146 0,8374 1,3177 1,7096 2,0019 2,2085 2,3568 2,4768 2,5895 2,6963 2,7766 2,8034 2,7627 2,6546 2,4760 2,2165 1,8789 1,5003 1,1442 0,8712 0,7064 0,6252 0,5793 0,5326 0,4617 0,3413 0,1519 -0,1042 -0,3988 -0,6847 -0,9101 -1,0339 -1,0386 -0,9402 -0,7886 -0,6480 -0,5595 -0,5225 -0,5120 -0,5054 -0,4914 -0,4681 -0,4383 -0,4020 -0,3550 -0,2978 -0,2398 -0,1867 -0,1356 -0,0812 -0,0185 0,0522 0,1095 0,1156 0,0517 -0,0529 -0,1291 -0,1074 0,0403 0,2947 0,6094 0,9229 1,1679 1,2961 1,3011 1,2165 1,0943 0,9852 0,9201 0,9009 0,9161 0,9615 1,0333 1,1084 1,1474 1,1220 1,0422 0,9476 0,8721 0,8164 0,7528 0,6538 0,5164 0,3668 0,2489 0,2005 0,2397 0,3750 0,6047 0,8972 1,1985 1,4647 1,6707 1,8043 1,8616 1,8528 1,8135 1,7921 1,8155 1,8727 1,9299 1,9507 1,9060 1,7805 1,5840 1,3536 1,1352 0,9649 0,8657 0,8411 0,8664 0,9014 0,9179 0,9101 0,8845 0,8587 0,8647 0,9303 1,0597 1,2432 1,4709 1,7317 2,0027 2,2401 2,3912 2,4262 2,3614 2,2518 2,1615 2,1318 2,1706 2,2634 2,3758 2,4554 2,4645 2,4132 2,3401 2,2719 2,2166 2,1782 2,1532 2,1167 2,0281 1,8609 1,6220 1,3461 1,0793 0,8587 0,6961 0,5843 0,5191 0,5057 0,5385 0,5887 0,6238 0,6337 0,6318 0,6438 0,7007 0,8285 1,0187 1,2126 1,3372 1,3519 1,2569 1,0793 0,8621 0,6535 0,4977 0,4187 0,4090 0,4325 0,4482 0,4361 0,3953 0,3233 0,2125 0,0605 -0,1228 -0,3170 -0,5050 -0,6882 -0,8759 -1,0667 -1,2515 -1,4237 -1,5679 -1,6448 -1,6080
Fz    -1,4816 -1,4970 -1,4862 -1,4442 -1,3872 -1,3295 -1,2600 -1,1444 -0,9510 -0,6705 -0,3149 0,0929 0,5295 0,9739 1,4024 1,7827 2,0754 2,2386 2,2376 2,0563 1,7149 1,2781 0,8353 0,4568 0,1674 -0,0440 -0,1978 -0,3096 -0,3909 -0,4540 -0,5096 -0,5588 -0,5934 -0,6082 -0,6123 -0,6198 -0,6303 -0,6277 -0,5953 -0,5257 -0,4193 -0,2783 -0,1079 0,0773 0,2537 0,3978 0,4992 0,5705 0,6455 0,7636 0,9480 1,1895 1,4476 1,6693 1,8077 1,8364 1,7580 1,6041 1,4199 1,2430 1,0882 0,9461 0,7966 0,6211 0,4018 0,1218 -0,2167 -0,5833 -0,9407 -1,2675 -1,5561 -1,8019 -1,9995 -2,1463 -2,2478 -2,3170 -2,3686 -2,4159 -2,4696 -2,5360 -2,6155 -2,7076 -2,8159 -2,9483 -3,1126 -3,3164 -3,5618 -3,8338 -4,0939 -4,2877 -4,3648 -4,3062 -4,1401 -3,9300 -3,7412 -3,6098 -3,5370 -3,5100 -3,5214 -3,5713 -3,6584 -3,7746 -3,9014 -4,0101 -4,0700 -4,0645 -4,0003 -3,8996 -3,7854 -3,6740 -3,5742 -3,4912 -3,4320 -3,4087 -3,4393 -3,5329 -3,6654 -3,7809 -3,8256 -3,7818 -3,6766 -3,5616 -3,4830 -3,4612 -3,4855 -3,5239 -3,5419 -3,5219 -3,4701 -3,4120 -3,3797 -3,3939 -3,4593 -3,5853 -3,7994 -4,1313 -4,5803 -5,0958 -5,5911 -5,9848 -6,2336 -6,3386 -6,3227 -6,2031 -5,9881 -5,6933 -5,3525 -5,0091 -4,6925 -4,4010 -4,1176 -3,8402 -3,5852 -3,3658 -3,1755 -2,9919 -2,7871 -2,5295 -2,1877 -1,7468 -1,2240 -0,6622 -0,1109 0,3886 0,8066 1,1254 1,3472 1,5061 1,6573 1,8467 2,0902 2,3774 2,6767 2,9361 3,1010 3,1417 3,0610 2,8866 2,6523 2,3784 2,0742 1,7557 1,4412 1,1359 0,8265 0,4982 0,1532 -0,1859 -0,4901 -0,7332 -0,8979 -0,9915 -1,0510 -1,1217 -1,2405 -1,4341 -1,7108 -2,0466 -2,3856 -2,6655 -2,8441 -2,9069 -2,8580 -2,7185 -2,5293 -2,3355 -2,1592 -1,9959 -1,8336 -1,6602 -1,4646 -1,2502 -1,0434 -0,8869 -0,8238 -0,8798 -1,0507 -1,2970 -1,5540 -1,7611 -1,8871 -1,9267 -1,8879 -1,7944 -1,6901 -1,6244 -1,6298 -1,7051 -1,8095 -1,8798 -1,8682 -1,7762 -1,6594 -1,6008 -1,6696 -1,8846 -2,1980 -2,5161 -2,7515 -2,8660 -2,8702 -2,7970 -2,6934 -2,6287 -2,6800 -2,8963 -3,2806 -3,7966 -4,3742 -4,9211 -5,3579 -5,6527 -5,8197 -5,8896 -5,8891 -5,8377 -5,7443 -5,6063 -5,4182 -5,1790 -4,8910 -4,5556 -4,1715 -3,7477 -3,3229 -2,9669 -2,7570 -2,7377 -2,8960 -3,1755 -3,5119 -3,8568 -4,1815 -4,4728 -4,7244 -4,9247 -5,0510 -5,0750 -4,9831 -4,7902 -4,5259 -4,2126 -3,8612 -3,4856 -3,1158 -2,7909 -2,5305 -2,3202 -2,1364 -1,9728 -1,8353 -1,7287 -1,6636 -1,6653 -1,7726 -2,0156 -2,3849 -2,8261 -3,2653 -3,6340 -3,8842 -4,0024 -4,0127 -3,9581 -3,8763 -3,7926 -3,7241 -3,6761 -3,6353 -3,5791 -3,4951 -3,3892 -3,2888 -3,2316 -3,2454 -3,3390 -3,5002 -3,6880 -3,8371 -3,8820 -3,7874 -3,5613 -3,2423 -2,8770 -2,5133 -2,2049 -2,0001 -1,9212 -1,9585 -2,0803 -2,2450 -2,4094 -2,5392 -2,6187 -2,6545 -2,6651 -2,6634 -2,6482 -2,6061 -2,5131 -2,3405 -2,0743 -1,7265 -1,3304 -0,9353 -0,6030 -0,3822 -0,2796 -0,2624 -0,2827 -0,3002 -0,3035 -0,3159 -0,3707 -0,4836 -0,6461 -0,8380 -1,0380 -1,2256 -1,3778 -1,4751 -1,5186 -1,5347 -1,5585 -1,6110 -1,6924 -1,7897 -1,8818 -1,9437 -1,9575 -1,9209 -1,8410 -1,7215 -1,5612 -1,3758 -1,2075 -1,0969 -1,0516 -1,0508 -1,0636 -1,0593 -1,0231 -0,9715 -0,9501 -1,0096 -1,1799 -1,4563 -1,8033 -2,1621 -2,4615 -2,6353 -2,6434 -2,4891 -2,2163 -1,8807 -1,5227 -1,1663 -0,8305 -0,5332 -0,2883 -0,1024 0,0289 0,1153 0,1620 0,1693 0,1430 0,1029 0,0873 0,1474 0,3305 0,6558 1,0939 1,5751 2,0269 2,4064 2,7056 2,9377 3,1249 3,2917 3,4525 3,5988 3,7029 3,7394 3,7013 3,5893 3,3894 3,0815 2,6782 2,2414 1,8541 1,5798 1,4334 1,3801 1,3623 1,3282 1,2393 1,0688 0,8065 0,4661 0,0882 -0,2690 -0,5431 -0,6862 -0,6837 -0,5624 -0,3786 -0,1941 -0,0500 0,0461 0,1096 0,1609 0,2139 0,2674 0,3062 0,3158 0,2966 0,2594 0,2181 0,1905 0,1971 0,2521 0,3580 0,5022 0,6495 0,7531 0,7870 0,7734 0,7789 0,8770 1,1046 1,4476 1,8544 2,2542 2,5756 2,7676 2,8167 2,7506 2,6225 2,4879 2,3855 2,3311 2,3234 2,3497 2,3789 2,3618 2,2448 1,9991 1,6461 1,2502 0,8770 0,5593 0,2928 0,0553 -0,1647 -0,3529 -0,4768 -0,5070 -0,4290 -0,2419 0,0376 0,3662 0,6914 0,9825 1,2354 1,4529 1,6339 1,7776 1,8933 1,9992 2,1074 2,2107 2,2848 2,3035 2,2490 2,1157 1,9122 1,6615 1,3984 1,1677 1,0149 0,9637 1,0025 1,1012 1,2337 1,3802 1,5228 1,6591 1,8159 2,0300 2,3146 2,6543 3,0198 3,3747 3,6739 3,8709 3,9358 3,8698 3,7083 3,5110 3,3382 3,2240 3,1715 3,1654 3,1769 3,1652 3,1042 3,0055 2,9006 2,8095 2,7362 2,6817 2,6446 2,6069 2,5332 2,3906 2,1674 1,8793 1,5681 1,2850 1,0652 0,9220 0,8564 0,8614 0,9206 1,0127 1,1190 1,2262 1,3263 1,4186 1,5146 1,6325 1,7739 1,9112 2,0081 2,0423 2,0076 1,9098 1,7615 1,5795 1,3897 1,2194 1,0770 0,9476 0,8174 0,6937 0,5939 0,5236 0,4716 0,4200 0,3594 0,2966 0,2413 0,1842 0,1020 -0,0213 -0,1879 -0,3877 -0,5942 -0,7643 -0,8547
F3    -0,7404 -0,7922 -0,8861 -0,9993 -1,1132 -1,1977 -1,2080 -1,1108 -0,9125 -0,6534 -0,3777 -0,1049 0,1824 0,5163 0,8974 1,2782 1,5876 1,7586 1,7417 1,5153 1,1077 0,6086 0,1383 -0,2088 -0,4028 -0,4707 -0,4567 -0,3931 -0,3060 -0,2314 -0,2080 -0,2508 -0,3398 -0,4420 -0,5393 -0,6235 -0,6744 -0,6632 -0,5726 -0,4061 -0,1862 0,0592 0,3115 0,5539 0,7622 0,9082 0,9666 0,9340 0,8507 0,7933 0,8355 1,0054 1,2673 1,5418 1,7450 1,8151 1,7290 1,5155 1,2474 1,0009 0,8109 0,6621 0,5243 0,3837 0,2341 0,0599 -0,1518 -0,3984 -0,6732 -0,9748 -1,3000 -1,6357 -1,9536 -2,2143 -2,3846 -2,4501 -2,4184 -2,3221 -2,2168 -2,1584 -2,1721 -2,2472 -2,3624 -2,5075 -2,6878 -2,9169 -3,1975 -3,5004 -3,7696 -3,9440 -3,9782 -3,8604 -3,6302 -3,3733 -3,1847 -3,1147 -3,1470 -3,2343 -3,3515 -3,5090 -3,7237 -3,9855 -4,2464 -4,4351 -4,4901 -4,3952 -4,1916 -3,9519 -3,7343 -3,5599 -3,4239 -3,3149 -3,2213 -3,1411 -3,1026 -3,1460 -3,2722 -3,4269 -3,5413 -3,5810 -3,5618 -3,5283 -3,5264 -3,5785 -3,6647 -3,7356 -3,7463 -3,6762 -3,5298 -3,3361 -3,1380 -2,9695 -2,8452 -2,7806 -2,8163 -3,0107 -3,3933 -3,9185 -4,4740 -4,9370 -5,2292 -5,3374 -5,2950 -5,1441 -4,9096 -4,6058 -4,2598 -3,9187 -3,6284 -3,4035 -3,2331 -3,1133 -3,0519 -3,0396 -3,0385 -3,0024 -2,8913 -2,6686 -2,3124 -1,8395 -1,3015 -0,7524 -0,2292 0,2407 0,6327 0,9269 1,1182 1,2377 1,3505 1,5102 1,7200 1,9503 2,1694 2,3436 2,4431 2,4600 2,4067 2,3068 2,1779 2,0055 1,7627 1,4606 1,1506 0,8808 0,6614 0,4667 0,2669 0,0542 -0,1585 -0,3515 -0,5167 -0,6747 -0,8641 -1,1014 -1,3686 -1,6478 -1,9420 -2,2486 -2,5322 -2,7455 -2,8620 -2,8752 -2,7752 -2,5549 -2,2448 -1,9152 -1,6268 -1,4056 -1,2600 -1,1851 -1,1498 -1,1106 -1,0446 -0,9691 -0,9315 -0,9765 -1,1190 -1,3373 -1,5815 -1,7959 -1,9378 -1,9766 -1,8937 -1,7015 -1,4552 -1,2377 -1,1225 -1,1347 -1,2368 -1,3542 -1,4199 -1,4071 -1,3399 -1,2820 -1,3109 -1,4792 -1,7770 -2,1297 -2,4465 -2,6708 -2,7879 -2,8025 -2,7404 -2,6687 -2,6760 -2,8178 -3,0951 -3,4758 -3,9061 -4,3127 -4,6295 -4,8325 -4,9380 -4,9774 -4,9823 -4,9821 -4,9940 -5,0119 -5,0082 -4,9473 -4,8026 -4,5592 -4,2025 -3,7313 -3,1950 -2,6990 -2,3591 -2,2441 -2,3516 -2,6287 -3,0061 -3,4186 -3,8199 -4,1891 -4,5138 -4,7672 -4,9033 -4,8811 -4,7023 -4,4176 -4,0878 -3,7440 -3,3842 -2,9979 -2,6002 -2,2392 -1,9525 -1,7295 -1,5375 -1,3656 -1,2263 -1,1376 -1,1192 -1,1985 -1,4148 -1,7974 -2,3159 -2,8656 -3,3225 -3,6061 -3,7004 -3,6406 -3,4846 -3,2788 -3,0458 -2,8061 -2,5976 -2,4591 -2,3966 -2,3808 -2,3762 -2,3697 -2,3809 -2,4400 -2,5630 -2,7553 -3,0091 -3,2812 -3,4967 -3,5815 -3,4915 -3,2256 -2,8162 -2,3113 -1,7696 -1,2641 -0,8646 -0,6095 -0,5018 -0,5242 -0,6425 -0,8029 -0,9448 -1,0303 -1,0632 -1,0720 -1,0785 -1,0934 -1,1211 -1,1420 -1,1030 -0,9510 -0,6743 -0,3084 0,0786 0,4066 0,6172 0,7026 0,7001 0,6646 0,6390 0,6306 0,6159 0,5701 0,4852 0,3641 0,2115 0,0264 -0,1921 -0,4246 -0,6299 -0,7796 -0,8851 -0,9826 -1,0996 -1,2402 -1,3868 -1,5013 -1,5447 -1,5071 -1,4083 -1,2703 -1,0948 -0,8687 -0,6036 -0,3576 -0,1891 -0,1063 -0,0874 -0,1178 -0,1840 -0,2614 -0,3314 -0,4003 -0,4952 -0,6428 -0,8519 -1,1068 -1,3633 -1,5580 -1,6377 -1,5834 -1,4113 -1,1546 -0,8429 -0,4984 -0,1504 0,1568 0,3740 0,4619 0,4046 0,2297 0,0080 -0,1828 -0,2939 -0,3153 -0,2615 -0,1424 0,0525 0,3402 0,7218 1,1685 1,6246 2,0338 2,3684 2,6351 2,8580 3,0610 3,2583 3,4460 3,5970 3,6712 3,6399 3,5070 3,2945 3,0023 2,6084 2,1216 1,6101 1,1669 0,8607 0,7120 0,6976 0,7749 0,8994 1,0180 1,0586 0,9502 0,6642 0,2355 -0,2527 -0,6919 -0,9751 -1,0398 -0,8965 -0,6163 -0,2965 -0,0223 0,1627 0,2621 0,3111 0,3561 0,4280 0,5241 0,6286 0,7418 0,8767 1,0364 1,2041 1,3506 1,4545 1,5233 1,5785 1,6113 1,5754 1,4329 1,2018 0,9627 0,8199 0,8464 1,0505 1,3836 1,7663 2,1146 2,3644 2,4953 2,5357 2,5382 2,5480 2,5866 2,6537 2,7406 2,8360 2,9196 2,9492 2,8631 2,6167 2,2334 1,7977 1,3885 1,0290 0,6973 0,3646 0,0265 -0,2846 -0,5132 -0,6103 -0,5527 -0,3418 -0,0082 0,3791 0,7385 1,0214 1,2244 1,3739 1,5025 1,6271 1,7494 1,8712 1,9907 2,0838 2,1052 2,0174 1,8150 1,5177 1,1553 0,7709 0,4217 0,1579 0,0011 -0,0607 -0,0575 -0,0075 0,0905 0,2318 0,3954 0,5777 0,8125 1,1307 1,5172 1,9282 2,3255 2,6842 2,9834 3,2002 3,3155 3,3280 3,2624 3,1678 3,1023 3,1022 3,1666 3,2737 3,3869 3,4459 3,3979 3,2472 3,0503 2,8667 2,7285 2,6392 2,5800 2,5190 2,4276 2,2912 2,1041 1,8676 1,6021 1,3400 1,1020 0,8937 0,7259 0,6182 0,5775 0,5874 0,6218 0,6631 0,7085 0,7645 0,8404 0,9491 1,0984 1,2743 1,4439 1,5746 1,6444 1,6433 1,5675 1,4196 1,2185 0,9946 0,7695 0,5495 0,3424 0,1725 0,0637 0,0136 -0,0056 -0,0272 -0,0754 -0,1580 -0,2739 -0,4286 -0,6255 -0,8474 -1,0681 -1,2742 -1,4525 -1,5727 -1,6033
F7    0,8264 0,3432 -0,1122 -0,4265 -0,5334 -0,4135 -0,0968 0,3167 0,6808 0,8910 0,9140 0,7519 0,4712 0,2255 0,1592 0,2969 0,5265 0,6734 0,6181 0,3555 -0,0382 -0,4441 -0,7239 -0,7836 -0,6348 -0,3652 -0,0743 0,1498 0,2517 0,2324 0,1353 0,0040 -0,1615 -0,4075 -0,7689 -1,2233 -1,7073 -2,1435 -2,4398 -2,4777 -2,1472 -1,4380 -0,4830 0,5091 1,3541 1,9371 2,2073 2,1531 1,8020 1,2580 0,6976 0,2876 0,0919 0,0490 0,0413 0,0035 -0,0442 -0,0742 -0,1135 -0,1856 -0,2435 -0,2143 -0,0846 0,0784 0,1637 0,0779 -0,1934 -0,5840 -1,0003 -1,3353 -1,4830 -1,4204 -1,2423 -1,0785 -1,0266 -1,1387 -1,3945 -1,6885 -1,8752 -1,8415 -1,5574 -1,0760 -0,5056 0,0258 0,4064 0,5317 0,2815 -0,4001 -1,3917 -2,4362 -3,3016 -3,8701 -4,1212 -4,1170 -3,9811 -3,8000 -3,5598 -3,2205 -2,8096 -2,4237 -2,1632 -2,0853 -2,2024 -2,4827 -2,8370 -3,1277 -3,2356 -3,1462 -2,9538 -2,7763 -2,6744 -2,6444 -2,6675 -2,7464 -2,8885 -3,0449 -3,0826 -2,8733 -2,4154 -1,8342 -1,2856 -0,8861 -0,6993 -0,7401 -0,9583 -1,2422 -1,4791 -1,6157 -1,6758 -1,7218 -1,7851 -1,8459 -1,8782 -1,8822 -1,8839 -1,9178 -1,9787 -1,9949 -1,9032 -1,7361 -1,5900 -1,5383 -1,6146 -1,8175 -2,0729 -2,2399 -2,2019 -1,9385 -1,5075 -0,9866 -0,4548 0,0032 0,3315 0,5392 0,6742 0,7778 0,8720 0,9580 1,0282 1,0899 1,1665 1,2723 1,3883 1,4669 1,4800 1,4702 1,5373 1,7542 2,0996 2,4821 2,8164 3,0680 3,2445 3,3712 3,4660 3,5244 3,5379 3,5131 3,4556 3,3670 3,2698 3,1866 3,1022 2,9927 2,8584 2,6951 2,4940 2,2735 2,0413 1,7591 1,3953 0,9407 0,3765 -0,2842 -0,9520 -1,5065 -1,8645 -2,0255 -2,0752 -2,0930 -2,0633 -1,9342 -1,7050 -1,4012 -1,0505 -0,6981 -0,3809 -0,1122 0,0965 0,2395 0,3099 0,2889 0,1958 0,1089 0,0995 0,1608 0,2029 0,1464 0,0305 -0,0592 -0,1656 -0,4173 -0,8205 -1,2199 -1,4300 -1,3265 -0,8712 -0,1390 0,6826 1,3778 1,8209 2,0038 1,9630 1,7073 1,2243 0,5488 -0,2012 -0,8817 -1,3814 -1,6127 -1,5469 -1,3029 -1,1178 -1,1930 -1,5764 -2,1619 -2,7617 -3,1972 -3,3767 -3,3201 -3,1050 -2,7959 -2,4293 -2,0541 -1,7579 -1,6339 -1,7241 -1,9831 -2,3029 -2,5931 -2,8227 -2,9951 -3,1054 -3,1220 -3,0161 -2,8025 -2,5237 -2,2200 -1,9514 -1,8126 -1,8727 -2,1123 -2,4444 -2,7697 -2,9817 -2,9845 -2,7731 -2,4440 -2,1117 -1,8548 -1,7069 -1,6607 -1,6761 -1,6892 -1,6529 -1,5921 -1,5732 -1,6053 -1,6094 -1,4870 -1,1995 -0,8079 -0,4342 -0,1584 0,0080 0,0512 -0,0520 -0,2820 -0,5774 -0,8699 -1,1069 -1,2653 -1,3585 -1,4213 -1,4811 -1,5549 -1,6648 -1,8088 -1,9065 -1,8301 -1,5121 -1,0004 -0,4221 0,0806 0,4009 0,4991 0,4004 0,1790 -0,0559 -0,2128 -0,2733 -0,2548 -0,1393 0,0996 0,4170 0,7005 0,8651 0,9186 0,9182 0,9009 0,8760 0,8593 0,8808 0,9539 1,0537 1,1342 1,1627 1,1420 1,1078 1,1034 1,1611 1,3039 1,5541 1,9236 2,3620 2,7233 2,8307 2,5783 1,9779 1,1622 0,3415 -0,2815 -0,5729 -0,5103 -0,2042 0,1693 0,4645 0,6072 0,6046 0,5422 0,5231 0,5744 0,6321 0,6266 0,5641 0,5318 0,6392 0,9468 1,4126 1,8789 2,1377 2,0538 1,6600 1,1630 0,8142 0,7311 0,8625 1,0795 1,2265 1,1640 0,8572 0,3925 -0,1077 -0,5419 -0,8281 -0,9085 -0,7794 -0,5044 -0,1838 0,0844 0,2263 0,2115 0,0668 -0,1321 -0,2737 -0,2478 -0,0235 0,3103 0,5972 0,6928 0,5311 0,1738 -0,2418 -0,6250 -0,9454 -1,1719 -1,2641 -1,1847 -0,9130 -0,4746 0,0663 0,6491 1,2289 1,7686 2,2513 2,6816 3,0568 3,3604 3,5843 3,7167 3,7042 3,4767 3,0222 2,4266 1,8455 1,4206 1,1882 1,0737 0,9859 0,8945 0,8099 0,7331 0,6584 0,5956 0,5571 0,5416 0,5228 0,4280 0,1733 -0,2313 -0,6612 -0,9778 -1,0965 -0,9945 -0,7332 -0,4400 -0,2302 -0,1615 -0,2300 -0,3634 -0,4502 -0,4160 -0,2796 -0,1487 -0,1450 -0,2973 -0,5188 -0,7036 -0,8175 -0,8851 -0,9447 -1,0249 -1,1110 -1,1291 -0,9860 -0,6280 -0,0812 0,5476 1,1045 1,4500 1,5296 1,3791 1,0672 0,6660 0,2490 -0,1228 -0,4116 -0,6191 -0,7810 -0,9180 -1,0059 -1,0038 -0,8868 -0,6560 -0,3413 -0,0024 0,2913 0,4807 0,5149 0,3594 0,0237 -0,4199 -0,8324 -1,0704 -1,1026 -1,0193 -0,9130 -0,8016 -0,6490 -0,4391 -0,2469 -0,2036 -0,3691 -0,6543 -0,8804 -0,9283 -0,8417 -0,7720 -0,8247 -0,9732 -1,1156 -1,1728 -1,1171 -0,9630 -0,7691 -0,5927 -0,4217 -0,2134 0,0048 0,1378 0,1152 -0,0486 -0,2675 -0,4331 -0,4638 -0,3354 -0,0736 0,2693 0,6080 0,8224 0,8128 0,5805 0,2677 0,0869 0,1486 0,3850 0,6660 0,9154 1,1099 1,2554 1,3812 1,5170 1,6811 1,8823 2,1029 2,2845 2,3518 2,2525 1,9860 1,6025 1,1723 0,7717 0,4780 0,3253 0,2523 0,1357 -0,0848 -0,3379 -0,5083 -0,5435 -0,4525 -0,2796 -0,1052 -0,0171 -0,0687 -0,2748 -0,6229 -1,0687 -1,5383 -1,9378 -2,1596 -2,1209 -1,8335 -1,4059 -0,9744 -0,6602 -0,5335 -0,5719 -0,6795 -0,7592 -0,7790 -0,7947 -0,9010 -1,1440 -1,4769 -1,8055 -2,0593 -2,2133 -2,2823 -2,3338 -2,4791 -2,8042 -3,2913 -3,8116 -4,2197 -4,4723 -4,6396 -4,7778 -4,8256 -4,6760
