Fp1   -0,4157 -0,5452 -0,7752 -1,1138 -1,5351 -1,9752 -2,3573 -2,6274 -2,7750 -2,8238 -2,8080 -2,7625 -2,7306 -2,7633 -2,9024 -3,1606 -3,5117 -3,8911 -4,2104 -4,3829 -4,3499 -4,0960 -3,6550 -3,0994 -2,5127 -1,9586 -1,4576 -0,9833 -0,4866 0,0628 0,6507 1,2249 1,7285 2,1373 2,4701 2,7650 3,0520 3,3472 3,6569 3,9790 4,2992 4,5939 4,8378 5,0052 5,0721 5,0316 4,9070 4,7443 4,5959 4,5047 4,4872 4,5259 4,5771 4,5905 4,5282 4,3838 4,1918 4,0154 3,9236 3,9703 4,1748 4,5043 4,8774 5,2001 5,4090 5,4927 5,4886 5,4588 5,4553 5,4987 5,5805 5,6743 5,7512 5,8005 5,8388 5,8887 5,9484 5,9848 5,9589 5,8562 5,6957 5,5093 5,3185 5,1352 4,9734 4,8503 4,7785 4,7584 4,7735 4,7965 4,8018 4,7728 4,6958 4,5586 4,3604 4,1272 3,9119 3,7688 3,7218 3,7595 3,8561 3,9911 4,1498 4,3142 4,4622 4,5739 4,6363 4,6411 4,5799 4,4467 4,2464 3,9956 3,7134 3,4127 3,0962 2,7571 2,3841 1,9758 1,5549 1,1662 0,8508 0,6214 0,4591 0,3301 0,1998 0,0425 -0,1483 -0,3559 -0,5490 -0,6970 -0,7818 -0,8009 -0,7685 -0,7156 -0,6801 -0,6863 -0,7306 -0,7869 -0,8304 -0,8570 -0,8824 -0,9260 -0,9933 -1,0698 -1,1342 -1,1771 -1,2064 -1,2351 -1,2672 -1,2933 -1,2927 -1,2458 -1,1441 -0,9907 -0,7955 -0,5709 -0,3278 -0,0768 0,1731 0,4256 0,7060 1,0521 1,4928 2,0324 2,6516 3,3123 3,9624 4,5479 5,0275 5,3831 5,6227 5,7673 5,8303 5,8112 5,7081 5,5317 5,3092 5,0790 4,8809 4,7389 4,6492 4,5852 4,5145 4,4087 4,2543 4,0642 3,8689 3,6932 3,5427 3,4118 3,2939 3,1820 3,0671 2,9408 2,7956 2,6206 2,3987 2,1067 1,7259 1,2592 0,7391 0,2167 -0,2616 -0,6683 -0,9929 -1,2357 -1,4054 -1,5162 -1,5784 -1,5885 -1,5321 -1,3990 -1,1906 -0,9219 -0,6268 -0,3606 -0,1836 -0,1328 -0,2003 -0,3323 -0,4521 -0,4954 -0,4392 -0,3051 -0,1252 0,0920 0,3568 0,6658 0,9864 1,2719 1,4842 1,6033 1,6289 1,5762 1,4624 1,3035 1,1233 0,9588 0,8470 0,8027 0,8106 0,8378 0,8553 0,8467 0,7996 0,7011 0,5530 0,3914 0,2773 0,2567 0,3271 0,4392 0,5237 0,5253 0,4291 0,2621 0,0679 -0,1202 -0,2894 -0,4380 -0,5602 -0,6423 -0,6676 -0,6248 -0,5148 -0,3525 -0,1612 0,0290 0,1787 0,2443 0,1950 0,0246 -0,2497 -0,6039 -1,0241 -1,5016 -2,0121 -2,5092 -2,9453 -3,2951 -3,5537 -3,7216 -3,7972 -3,7802 -3,6812 -3,5323 -3,3832 -3,2784 -3,2330 -3,2240 -3,2045 -3,1294 -2,9796 -2,7754 -2,5718 -2,4321 -2,3897 -2,4252 -2,4803 -2,4950 -2,4347 -2,3003 -2,1308 -1,9909 -1,9378 -1,9888 -2,1183 -2,2790 -2,4226 -2,5129 -2,5331 -2,4825 -2,3709 -2,2183 -2,0564 -1,9199 -1,8330 -1,8061 -1,8387 -1,9162 -2,0026 -2,0452 -1,9934 -1,8210 -1,5393 -1,1898 -0,8242 -0,4858 -0,1970 0,0456 0,2560 0,4369 0,5760 0,6641 0,7094 0,7357 0,7705 0,8322 0,9223 1,0297 1,1361 1,2091 1,1929 1,0261 0,6868 0,2268 -0,2438 -0,6132 -0,8187 -0,8547 -0,7465 -0,5197 -0,1897 0,2270 0,6994 1,1863 1,6477 2,0490 2,3667 2,5966 2,7595 2,8959 3,0536 3,2653 3,5236 3,7806 3,9833 4,1074 4,1613 4,1654 4,1341 4,0718 3,9787 3,8539 3,6951 3,5056 3,3013 3,1004 2,9060 2,7073 2,4982 2,2898 2,1071 1,9757 1,9102 1,9108 1,9642 2,0491 2,1449 2,2356 2,3111 2,3718 2,4283 2,4914 2,5622 2,6321 2,6964 2,7587 2,8240 2,8958 2,9793 3,0779 3,1887 3,3101 3,4519 3,6330 3,8622 4,1248 4,3980 4,6702 4,9348 5,1709 5,3435 5,4202 5,3893 5,2658 5,0778 4,8474 4,5910 4,3372 4,1290 3,9979 3,9390 3,9210 3,9154 3,9122 3,9124 3,9165 3,9237 3,9363 3,9596 3,9972 4,0497 4,1191 4,2111 4,3261 4,4551 4,5904 4,7310 4,8724 5,0007 5,1022 5,1718 5,2111 5,2188 5,1883 5,1122 4,9854 4,8102 4,6072 4,4164 4,2801 4,2233 4,2457 4,3281 4,4483 4,5946 4,7614 4,9356 5,0931 5,2116 5,2839 5,3091 5,2715 5,1454 4,9249 4,6397 4,3425 4,0820 3,8824 3,7449 3,6635 3,6386 3,6788 3,7891 3,9496 4,1101 4,2129 4,2238 4,1535 4,0545 3,9881 3,9805 4,0046 3,9958 3,8924 3,6674 3,3341 2,9324 2,5071 2,0846 1,6714 1,2720 0,8997 0,5751 0,3187 0,1457 0,0619 0,0607 0,1298 0,2613 0,4423 0,6389 0,8050 0,9100 0,9504 0,9377 0,8812 0,7888 0,6810 0,5919 0,5501 0,5603 0,6017 0,6416 0,6473 0,5968 0,4877 0,3356 0,1609 -0,0249 -0,2239 -0,4435 -0,6854 -0,9379 -1,1682 -1,3254 -1,3685 -1,2912 -1,1162 -0,8708 -0,5761 -0,2501 0,0911 0,4398 0,7951 1,1567 1,5235 1,8949 2,2718 2,6596 3,0615 3,4627 3,8288 4,1315 4,3749 4,5926 4,8197 5,0639 5,3014 5,4909 5,5891 5,5631 5,4016 5,1152 4,7215 4,2325 3,6620 3,0405 2,4108 1,8138 1,2859 0,8598 0,5587 0,3901 0,3435 0,3944 0,5160 0,6835 0,8660 1,0209 1,1044 1,0885 0,9698 0,7621 0,4803 0,1337 -0,2641 -0,6867 -1,1032 -1,4869 -1,8129 -2,0606 -2,2286 -2,3402 -2,4310 -2,5294 -2,6430 -2,7594 -2,8608 -2,9359 -2,9785 -2,9842 -2,9487 -2,8663 -2,7392 -2,5901 -2,4523 -2,3411 -2,2355
Fz    -1,6029 -1,9053 -2,2571 -2,6649 -3,1115 -3,5492 -3,9198 -4,1823 -4,3295 -4,3806 -4,3655 -4,3193 -4,2861 -4,3163 -4,4514 -4,7049 -5,0471 -5,4038 -5,6728 -5,7543 -5,5813 -5,1386 -4,4674 -3,6520 -2,7912 -1,9660 -1,2142 -0,5214 0,1597 0,8678 1,5977 2,3016 2,9232 3,4353 3,8498 4,2007 4,5244 4,8494 5,1938 5,5622 5,9427 6,3081 6,6243 6,8553 6,9691 6,9553 6,8398 6,6748 6,5165 6,4053 6,3526 6,3382 6,3189 6,2447 6,0819 5,8363 5,5577 5,3213 5,2023 5,2575 5,5057 5,9068 6,3672 6,7798 7,0694 7,2128 7,2343 7,1882 7,1321 7,1030 7,1109 7,1449 7,1883 7,2365 7,2980 7,3748 7,4438 7,4640 7,4025 7,2561 7,0490 6,8081 6,5448 6,2639 5,9829 5,7339 5,5488 5,4426 5,4054 5,4074 5,4122 5,3848 5,2938 5,1160 4,8487 4,5210 4,1923 3,9271 3,7643 3,7048 3,7256 3,8000 3,9088 4,0367 4,1666 4,2804 4,3638 4,4094 4,4107 4,3606 4,2599 4,1167 3,9385 3,7261 3,4768 3,1868 2,8513 2,4717 2,0696 1,6838 1,3461 1,0619 0,8117 0,5670 0,3016 -0,0010 -0,3390 -0,6899 -1,0205 -1,3016 -1,5209 -1,6851 -1,8148 -1,9400 -2,0899 -2,2769 -2,4839 -2,6702 -2,7948 -2,8425 -2,8303 -2,7914 -2,7513 -2,7163 -2,6792 -2,6341 -2,5823 -2,5294 -2,4792 -2,4270 -2,3582 -2,2566 -2,1155 -1,9397 -1,7389 -1,5187 -1,2732 -0,9897 -0,6555 -0,2582 0,2182 0,7888 1,4574 2,2081 3,0083 3,8143 4,5761 5,2456 5,7888 6,1963 6,4823 6,6683 6,7650 6,7726 6,6934 6,5403 6,3369 6,1150 5,9086 5,7365 5,5862 5,4230 5,2132 4,9346 4,5845 4,1851 3,7748 3,3866 3,0385 2,7385 2,4896 2,2874 2,1184 1,9653 1,8113 1,6387 1,4250 1,1416 0,7673 0,3055 -0,2120 -0,7413 -1,2461 -1,7046 -2,1047 -2,4380 -2,6991 -2,8835 -2,9819 -2,9762 -2,8488 -2,6008 -2,2564 -1,8565 -1,4545 -1,1143 -0,8921 -0,8123 -0,8544 -0,9621 -1,0670 -1,1156 -1,0926 -1,0222 -0,9349 -0,8307 -0,6838 -0,4766 -0,2211 0,0478 0,2857 0,4485 0,5098 0,4737 0,3662 0,2174 0,0585 -0,0739 -0,1437 -0,1344 -0,0603 0,0438 0,1447 0,2212 0,2571 0,2352 0,1519 0,0371 -0,0522 -0,0672 -0,0020 0,1008 0,1737 0,1594 0,0411 -0,1545 -0,3819 -0,6024 -0,7938 -0,9431 -1,0384 -1,0700 -1,0343 -0,9348 -0,7828 -0,5964 -0,3988 -0,2181 -0,0902 -0,0532 -0,1351 -0,3451 -0,6742 -1,1044 -1,6196 -2,2011 -2,8137 -3,4032 -3,9170 -4,3269 -4,6290 -4,8278 -4,9262 -4,9249 -4,8316 -4,6731 -4,4936 -4,3392 -4,2367 -4,1814 -4,1398 -4,0693 -3,9432 -3,7725 -3,6060 -3,5004 -3,4808 -3,5245 -3,5802 -3,6013 -3,5644 -3,4727 -3,3581 -3,2754 -3,2761 -3,3784 -3,5595 -3,7708 -3,9551 -4,0623 -4,0625 -3,9507 -3,7437 -3,4805 -3,2155 -3,0001 -2,8647 -2,8172 -2,8491 -2,9351 -3,0328 -3,0922 -3,0708 -2,9499 -2,7405 -2,4727 -2,1777 -1,8776 -1,5836 -1,2948 -1,0076 -0,7311 -0,4854 -0,2835 -0,1204 0,0241 0,1753 0,3512 0,5526 0,7621 0,9472 1,0600 1,0373 0,8194 0,3897 -0,1909 -0,7967 -1,2953 -1,6024 -1,6951 -1,5928 -1,3291 -0,9360 -0,4471 0,0931 0,6333 1,1298 1,5548 1,8994 2,1753 2,4096 2,6366 2,8931 3,2052 3,5644 3,9247 4,2343 4,4679 4,6289 4,7321 4,7881 4,8024 4,7791 4,7178 4,6107 4,4525 4,2555 4,0440 3,8338 3,6235 3,4035 3,1698 2,9292 2,6954 2,4828 2,3036 2,1674 2,0791 2,0398 2,0438 2,0781 2,1276 2,1813 2,2322 2,2744 2,3033 2,3203 2,3332 2,3522 2,3897 2,4588 2,5625 2,6909 2,8372 3,0126 3,2434 3,5464 3,9106 4,3086 4,7163 5,1118 5,4645 5,7348 5,8866 5,9026 5,7942 5,5902 5,3157 4,9902 4,6456 4,3304 4,0864 3,9253 3,8346 3,7991 3,8123 3,8714 3,9690 4,0929 4,2308 4,3702 4,4984 4,6073 4,7041 4,8117 4,9531 5,1361 5,3540 5,5927 5,8313 6,0432 6,2041 6,3008 6,3319 6,2977 6,1956 6,0291 5,8148 5,5807 5,3618 5,1939 5,1047 5,1070 5,1957 5,3504 5,5460 5,7659 6,0007 6,2360 6,4467 6,6070 6,7046 6,7379 6,6973 6,5643 6,3369 6,0480 5,7538 5,5035 5,3188 5,1991 5,1371 5,1300 5,1823 5,2961 5,4543 5,6161 5,7338 5,7789 5,7637 5,7412 5,7702 5,8696 6,0005 6,0866 6,0558 5,8752 5,5565 5,1420 4,6794 4,2025 3,7275 3,2638 2,8192 2,4003 2,0163 1,6843 1,4259 1,2555 1,1772 1,1892 1,2777 1,4053 1,5199 1,5782 1,5586 1,4579 1,2837 1,0595 0,8282 0,6382 0,5174 0,4594 0,4336 0,4086 0,3677 0,3132 0,2609 0,2282 0,2214 0,2312 0,2366 0,2156 0,1561 0,0649 -0,0240 -0,0548 0,0214 0,2182 0,5150 0,8789 1,2800 1,6930 2,1007 2,4999 2,9004 3,3172 3,7613 4,2340 4,7276 5,2348 5,7474 6,2403 6,6683 6,9948 7,2226 7,3925 7,5502 7,7164 7,8820 8,0173 8,0797 8,0237 7,8151 7,4443 6,9249 6,2806 5,5411 4,7475 3,9480 3,1882 2,5109 1,9586 1,5644 1,3375 1,2620 1,3086 1,4495 1,6592 1,9030 2,1288 2,2784 2,3079 2,1983 1,9510 1,5800 1,1075 0,5680 0,0086 -0,5229 -0,9909 -1,3723 -1,6554 -1,8476 -1,9781 -2,0868 -2,2089 -2,3610 -2,5366 -2,7128 -2,8589 -2,9425 -2,9413 -2,8524 -2,6872 -2,4698 -2,2408 -2,0426 -1,8924 -1,7678
F3    -1,6601 -1,8503 -2,0916 -2,3983 -2,7548 -3,1055 -3,3761 -3,5178 -3,5378 -3,4876 -3,4247 -3,3915 -3,4187 -3,5329 -3,7509 -4,0647 -4,4314 -4,7797 -5,0283 -5,1100 -4,9885 -4,6640 -4,1723 -3,5785 -2,9576 -2,3659 -1,8137 -1,2608 -0,6527 0,0318 0,7618 1,4765 2,1244 2,6938 3,2088 3,6972 4,1669 4,6110 5,0208 5,3905 5,7161 5,9979 6,2390 6,4287 6,5346 6,5269 6,4091 6,2220 6,0266 5,8821 5,8199 5,8314 5,8790 5,9160 5,8986 5,8020 5,6392 5,4655 5,3628 5,4114 5,6549 6,0680 6,5598 7,0211 7,3755 7,6013 7,7243 7,7924 7,8446 7,8972 7,9496 7,9889 7,9960 7,9665 7,9268 7,9184 7,9627 8,0397 8,0965 8,0777 7,9551 7,7364 7,4538 7,1510 6,8727 6,6548 6,5159 6,4544 6,4496 6,4715 6,4908 6,4771 6,3937 6,2077 5,9115 5,5394 5,1631 4,8567 4,6557 4,5510 4,5200 4,5559 4,6692 4,8691 5,1458 5,4632 5,7674 6,0013 6,1180 6,0922 5,9256 5,6405 5,2674 4,8349 4,3642 3,8699 3,3635 2,8623 2,4030 2,0403 1,8171 1,7305 1,7282 1,7349 1,6791 1,5151 1,2412 0,9022 0,5664 0,2925 0,1074 0,0036 -0,0538 -0,1147 -0,2216 -0,3829 -0,5697 -0,7416 -0,8778 -0,9844 -1,0755 -1,1551 -1,2123 -1,2294 -1,1966 -1,1239 -1,0384 -0,9689 -0,9281 -0,9068 -0,8779 -0,8078 -0,6637 -0,4205 -0,0747 0,3458 0,7925 1,2196 1,6021 1,9478 2,2936 2,6859 3,1619 3,7398 4,4134 5,1428 5,8562 6,4749 6,9466 7,2606 7,4391 7,5104 7,4908 7,3880 7,2166 7,0043 6,7795 6,5605 6,3594 6,1868 6,0469 5,9330 5,8307 5,7172 5,5697 5,3825 5,1704 4,9507 4,7308 4,5121 4,2958 4,0802 3,8611 3,6380 3,4105 3,1643 2,8670 2,4819 1,9919 1,4178 0,8173 0,2635 -0,1858 -0,5089 -0,7197 -0,8528 -0,9440 -1,0191 -1,0901 -1,1489 -1,1683 -1,1166 -0,9703 -0,7216 -0,3939 -0,0521 0,2174 0,3481 0,3269 0,2012 0,0559 -0,0281 -0,0148 0,0780 0,2135 0,3749 0,5660 0,7846 1,0085 1,2068 1,3569 1,4512 1,4987 1,5176 1,5196 1,5024 1,4590 1,3915 1,3164 1,2536 1,2134 1,1965 1,1986 1,2098 1,2106 1,1777 1,1049 1,0219 0,9836 1,0257 1,1323 1,2477 1,3111 1,2840 1,1669 0,9978 0,8259 0,6848 0,5883 0,5442 0,5670 0,6752 0,8769 1,1575 1,4760 1,7736 1,9940 2,1035 2,0918 1,9626 1,7293 1,4158 1,0543 0,6715 0,2754 -0,1365 -0,5572 -0,9680 -1,3535 -1,7068 -2,0138 -2,2417 -2,3522 -2,3228 -2,1660 -1,9369 -1,7153 -1,5652 -1,5052 -1,5070 -1,5167 -1,4832 -1,3851 -1,2455 -1,1235 -1,0816 -1,1430 -1,2726 -1,4017 -1,4706 -1,4525 -1,3598 -1,2413 -1,1655 -1,1837 -1,3016 -1,4822 -1,6701 -1,8119 -1,8705 -1,8356 -1,7234 -1,5642 -1,3885 -1,2188 -1,0716 -0,9638 -0,9153 -0,9424 -1,0386 -1,1594 -1,2300 -1,1779 -0,9721 -0,6368 -0,2289 0,1955 0,5973 0,9545 1,2593 1,5103 1,7004 1,8180 1,8633 1,8607 1,8552 1,8921 1,9915 2,1401 2,3057 2,4535 2,5450 2,5270 2,3427 1,9739 1,4764 0,9665 0,5642 0,3455 0,3315 0,5040 0,8292 1,2746 1,8063 2,3764 2,9235 3,3898 3,7381 3,9640 4,0981 4,1946 4,3146 4,5124 4,8177 5,2104 5,6204 5,9693 6,2166 6,3653 6,4352 6,4439 6,4035 6,3213 6,1961 6,0216 5,8019 5,5588 5,3151 5,0724 4,8144 4,5272 4,2173 3,9145 3,6557 3,4617 3,3316 3,2571 3,2395 3,2898 3,4102 3,5811 3,7746 3,9727 4,1689 4,3561 4,5206 4,6486 4,7342 4,7811 4,8044 4,8290 4,8791 4,9694 5,1040 5,2817 5,5007 5,7498 6,0033 6,2362 6,4418 6,6273 6,7956 6,9396 7,0499 7,1231 7,1625 7,1629 7,0967 6,9340 6,6814 6,3879 6,1040 5,8441 5,5939 5,3520 5,1539 5,0519 5,0794 5,2331 5,4766 5,7579 6,0301 6,2640 6,4481 6,5808 6,6622 6,6970 6,7062 6,7238 6,7713 6,8414 6,9085 6,9508 6,9560 6,9145 6,8184 6,6649 6,4518 6,1786 5,8633 5,5537 5,3112 5,1817 5,1756 5,2726 5,4440 5,6694 5,9325 6,2121 6,4820 6,7191 6,9083 7,0314 7,0590 6,9708 6,7772 6,5191 6,2518 6,0242 5,8629 5,7762 5,7658 5,8275 5,9477 6,1009 6,2455 6,3289 6,3113 6,1889 6,0045 5,8355 5,7578 5,8035 5,9410 6,0875 6,1493 6,0649 5,8213 5,4460 4,9867 4,4890 3,9897 3,5213 3,1114 2,7788 2,5347 2,3854 2,3301 2,3534 2,4289 2,5345 2,6532 2,7585 2,8186 2,8205 2,7825 2,7368 2,7012 2,6751 2,6542 2,6345 2,6011 2,5227 2,3681 2,1302 1,8353 1,5359 1,2901 1,1399 1,0962 1,1396 1,2280 1,3123 1,3557 1,3488 1,3169 1,3095 1,3685 1,5032 1,6960 1,9253 2,1757 2,4320 2,6790 2,9135 3,1492 3,4071 3,7034 4,0445 4,4301 4,8589 5,3243 5,7988 6,2310 6,5746 6,8229 7,0115 7,1851 7,3633 7,5366 7,6816 7,7697 7,7711 7,6614 7,4248 7,0472 6,5125 5,8237 5,0252 4,1925 3,4028 2,7219 2,2030 1,8780 1,7436 1,7619 1,8833 2,0696 2,2933 2,5189 2,7024 2,8109 2,8385 2,7983 2,6972 2,5194 2,2353 1,8326 1,3365 0,8013 0,2876 -0,1540 -0,4953 -0,7415 -0,9290 -1,1016 -1,2833 -1,4704 -1,6432 -1,7811 -1,8687 -1,8928 -1,8406 -1,7021 -1,4734 -1,1667 -0,8197 -0,4840 -0,1934 0,0575
F7    0,3913 0,3917 0,2386 -0,0826 -0,5339 -1,0289 -1,4647 -1,7613 -1,8902 -1,8726 -1,7501 -1,5674 -1,3828 -1,2726 -1,3100 -1,5381 -1,9575 -2,5214 -3,1358 -3,6782 -4,0294 -4,1078 -3,8975 -3,4559 -2,8869 -2,2952 -1,7460 -1,2515 -0,7891 -0,3370 0,1012 0,4992 0,8331 1,1070 1,3550 1,6199 1,9299 2,2885 2,6779 3,0684 3,4244 3,7121 3,9081 4,0001 3,9856 3,8798 3,7236 3,5683 3,4519 3,3887 3,3722 3,3796 3,3786 3,3393 3,2453 3,1010 2,9299 2,7625 2,6270 2,5502 2,5560 2,6488 2,7996 2,9547 3,0649 3,1157 3,1410 3,2065 3,3685 3,6396 3,9853 4,3402 4,6335 4,8221 4,9060 4,9065 4,8377 4,6985 4,4865 4,2159 3,9197 3,6336 3,3805 3,1736 3,0275 2,9615 2,9930 3,1209 3,3092 3,4929 3,6106 3,6358 3,5784 3,4653 3,3237 3,1791 3,0606 2,9924 2,9785 3,0022 3,0452 3,1019 3,1767 3,2695 3,3674 3,4511 3,5079 3,5388 3,5505 3,5423 3,5019 3,4103 3,2512 3,0176 2,7145 2,3548 1,9565 1,5469 1,1658 0,8556 0,6401 0,5142 0,4514 0,4167 0,3667 0,2524 0,0436 -0,2504 -0,5883 -0,9217 -1,2093 -1,4160 -1,5182 -1,5169 -1,4386 -1,3167 -1,1747 -1,0251 -0,8819 -0,7697 -0,7195 -0,7557 -0,8821 -1,0733 -1,2828 -1,4643 -1,5869 -1,6377 -1,6158 -1,5220 -1,3521 -1,1081 -0,8122 -0,5033 -0,2204 0,0112 0,1828 0,2962 0,3604 0,4001 0,4678 0,6349 0,9567 1,4411 2,0514 2,7271 3,4003 4,0074 4,4983 4,8457 5,0517 5,1398 5,1326 5,0402 4,8686 4,6383 4,3947 4,2004 4,1111 4,1456 4,2756 4,4430 4,5856 4,6513 4,6089 4,4596 4,2370 3,9860 3,7358 3,4930 3,2537 3,0147 2,7809 2,5663 2,3802 2,2106 2,0253 1,7883 1,4791 1,1071 0,7098 0,3320 -0,0018 -0,2984 -0,5800 -0,8599 -1,1308 -1,3709 -1,5588 -1,6820 -1,7372 -1,7270 -1,6539 -1,5248 -1,3649 -1,2203 -1,1451 -1,1787 -1,3231 -1,5343 -1,7397 -1,8726 -1,9011 -1,8310 -1,6762 -1,4321 -1,0878 -0,6594 -0,2046 0,2016 0,5017 0,6750 0,7405 0,7386 0,6992 0,6302 0,5389 0,4501 0,3912 0,3660 0,3525 0,3237 0,2615 0,1545 -0,0094 -0,2363 -0,4996 -0,7253 -0,8233 -0,7407 -0,4921 -0,1569 0,1485 0,3164 0,2985 0,1198 -0,1551 -0,4713 -0,8127 -1,1929 -1,6222 -2,0746 -2,4827 -2,7654 -2,8662 -2,7680 -2,4846 -2,0547 -1,5455 -1,0423 -0,6267 -0,3608 -0,2836 -0,4133 -0,7485 -1,2628 -1,8976 -2,5713 -3,2059 -3,7460 -4,1556 -4,4132 -4,5185 -4,4946 -4,3774 -4,2082 -4,0309 -3,8791 -3,7635 -3,6749 -3,5986 -3,5239 -3,4460 -3,3740 -3,3382 -3,3764 -3,5008 -3,6742 -3,8249 -3,8864 -3,8260 -3,6552 -3,4326 -3,2433 -3,1526 -3,1690 -3,2500 -3,3378 -3,3912 -3,3947 -3,3502 -3,2652 -3,1495 -3,0225 -2,9173 -2,8676 -2,8896 -2,9786 -3,1178 -3,2825 -3,4352 -3,5241 -3,4996 -3,3458 -3,0973 -2,8163 -2,5552 -2,3368 -2,1554 -1,9875 -1,8089 -1,6181 -1,4447 -1,3245 -1,2627 -1,2249 -1,1605 -1,0360 -0,8562 -0,6594 -0,4927 -0,4007 -0,4317 -0,6317 -1,0088 -1,5014 -1,9935 -2,3755 -2,5994 -2,6845 -2,6754 -2,5939 -2,4285 -2,1633 -1,8059 -1,3828 -0,9228 -0,4560 -0,0205 0,3428 0,6090 0,7856 0,9112 1,0339 1,1810 1,3439 1,4967 1,6297 1,7595 1,9066 2,0598 2,1713 2,1877 2,0824 1,8618 1,5561 1,2072 0,8545 0,5234 0,2262 -0,0244 -0,2030 -0,2776 -0,2314 -0,0803 0,1286 0,3353 0,4909 0,5786 0,6165 0,6422 0,6932 0,7866 0,9089 1,0256 1,1045 1,1371 1,1372 1,1199 1,0950 1,0722 1,0607 1,0692 1,1167 1,2379 1,4644 1,7939 2,1767 2,5431 2,8426 3,0555 3,1762 3,2014 3,1315 2,9765 2,7555 2,4882 2,1908 1,8861 1,6099 1,3963 1,2546 1,1699 1,1279 1,1312 1,1864 1,2793 1,3719 1,4238 1,4189 1,3769 1,3425 1,3611 1,4580 1,6263 1,8277 2,0130 2,1536 2,2452 2,2885 2,2792 2,2205 2,1297 2,0294 1,9356 1,8520 1,7705 1,6744 1,5487 1,3971 1,2489 1,1417 1,1029 1,1399 1,2410 1,3839 1,5460 1,7050 1,8406 1,9437 2,0221 2,0924 2,1538 2,1685 2,0787 1,8541 1,5262 1,1812 0,9095 0,7509 0,6806 0,6432 0,5994 0,5516 0,5314 0,5618 0,6312 0,6975 0,7104 0,6427 0,5145 0,3806 0,2877 0,2398 0,2008 0,1281 0,0024 -0,1702 -0,3719 -0,5890 -0,8231 -1,0861 -1,3825 -1,7017 -2,0228 -2,3218 -2,5793 -2,7850 -2,9356 -3,0274 -3,0542 -3,0217 -2,9628 -2,9182 -2,9024 -2,8974 -2,8769 -2,8225 -2,7216 -2,5617 -2,3343 -2,0502 -1,7485 -1,4778 -1,2702 -1,1393 -1,0949 -1,1484 -1,3063 -1,5630 -1,9016 -2,3043 -2,7517 -3,2107 -3,6323 -3,9622 -4,1565 -4,1994 -4,1123 -3,9359 -3,7034 -3,4342 -3,1476 -2,8682 -2,6082 -2,3539 -2,0801 -1,7722 -1,4322 -1,0670 -0,6768 -0,2615 0,1621 0,5588 0,8951 1,1602 1,3732 1,5671 1,7617 1,9522 2,1148 2,2200 2,2486 2,2031 2,1028 1,9620 1,7734 1,5185 1,1848 0,7674 0,2708 -0,2778 -0,8277 -1,3190 -1,6990 -1,9373 -2,0337 -2,0126 -1,9057 -1,7459 -1,5767 -1,4594 -1,4496 -1,5643 -1,7781 -2,0524 -2,3595 -2,6832 -3,0136 -3,3464 -3,6764 -3,9880 -4,2641 -4,5039 -4,7190 -4,9142 -5,0813 -5,2028 -5,2580 -5,2371 -5,1563 -5,0528 -4,9627 -4,9042 -4,8725 -4,8518 -4,8316 -4,8105 -4,7867 -4,7392
