Fp1   -3,2016 -2,7640 -2,0130 -1,2936 -0,8725 -0,8016 -0,9403 -1,0731 -1,0462 -0,8391 -0,5144 -0,1339 0,2396 0,5374 0,7608 1,0065 1,3522 1,7406 2,0347 2,1983 2,3532 2,6487 3,1569 3,8736 4,7130 5,5336 6,2288 6,7121 6,8394 6,4816 5,6432 4,4309 2,9706 1,3980 -0,1334 -1,4779 -2,5301 -3,2481 -3,6568 -3,8205 -3,8161 -3,7291 -3,6508 -3,6614 -3,8066 -4,0930 -4,4972 -4,9270 -5,1957 -5,1170 -4,6168 -3,7701 -2,7758 -1,8540 -1,1306 -0,6386 -0,3875 -0,3888 -0,6390 -1,0957 -1,6488 -2,1133 -2,3162 -2,2312 -1,9860 -1,7174 -1,4586 -1,1686 -0,8529 -0,6187 -0,5695 -0,6588 -0,6933 -0,4804 0,0396 0,7655 1,4817 1,9326 1,9356 1,5097 0,8699 0,2434 -0,2735 -0,6646 -0,8979 -0,9277 -0,7466 -0,4103 -0,0059 0,4134 0,8283 1,1902 1,4097 1,4263 1,2568 0,9742 0,6534 0,3251 -0,0114 -0,3416 -0,6430 -0,9177 -1,1970 -1,5118 -1,8508 -2,1719 -2,4697 -2,8005 -3,2290 -3,7326 -4,1503 -4,2655 -3,9876 -3,4642 -2,9908 -2,7972 -2,9271 -3,2606 -3,5834 -3,7064 -3,5955 -3,3534 -3,0981 -2,9044 -2,7958 -2,6987 -2,4262 -1,8031 -0,8299 0,3505 1,6365 3,0297 4,5399 6,0900 7,5131 8,6276 9,3071 9,4983 9,2360 8,6566 7,9330 7,1473 6,2635 5,2738 4,3110 3,5537 3,0628 2,7515 2,4956 2,2309 1,9476 1,6638 1,4334 1,3220 1,3299 1,3506 1,2536 1,0140 0,7398 0,5871 0,6535 0,9062 1,2004 1,3768 1,3520 1,1599 0,9509 0,9149 1,1327 1,5117 1,8912 2,1700 2,3243 2,3694 2,3471 2,3132 2,3042 2,3342 2,4021 2,4681 2,4665 2,3560 2,1246 1,7593 1,2332 0,5352 -0,2890 -1,1434 -1,9168 -2,5162 -2,9156 -3,1897 -3,4984 -4,0173 -4,8149 -5,7655 -6,6086 -7,1219 -7,2510 -7,1169 -6,9183 -6,7999 -6,7991 -6,8970 -7,0493 -7,1901 -7,3002 -7,4560 -7,7462 -8,1606 -8,5820 -8,8712 -8,9691 -8,9045 -8,7134 -8,4267 -8,1072 -7,7966 -7,4487 -6,9660 -6,2764 -5,3841 -4,3805 -3,3950 -2,5203 -1,7971 -1,2503 -0,9080 -0,7940 -0,9083 -1,2028 -1,5744 -1,9066 -2,1246 -2,2161 -2,2275 -2,2254 -2,2119 -2,0987 -1,8092 -1,3633 -0,8424 -0,3426 0,0464 0,2994 0,4611 0,5469 0,5112 0,3337 0,0659 -0,2107 -0,4281 -0,5635 -0,6489 -0,7113 -0,7320 -0,6854 -0,5748 -0,4345 -0,3112 -0,2072 -0,0396 0,2950 0,8002 1,3844 1,9918 2,6510 3,3912 4,1754 4,8968 5,4015 5,5509 5,3216 4,8242 4,2018 3,5645 3,0248 2,7002 2,6444 2,8207 3,1529 3,5743 4,0203 4,4081 4,6749 4,8348 4,9479 5,0344 5,0487 4,9230 4,6252 4,1964 3,7024 3,1507 2,5236 1,8716 1,3003 0,8673 0,5357 0,2584 0,0711 0,0465 0,1805 0,3752 0,5402 0,6807 0,8695 1,1746 1,6372 2,2724 3,0581 3,9334 4,7985 5,5243 6,0048 6,2076 6,1522 5,8637 5,3840 4,7960 4,2063 3,7293 3,4692 3,4410 3,5060 3,4679 3,2521 2,9386 2,6455 2,4224 2,2178 1,9307 1,5193 1,0606 0,7026 0,5539 0,6181 0,8228 1,0831 1,3391 1,5690 1,7936 2,0466 2,3234 2,5759 2,7551 2,8219 2,7360 2,4879 2,1258 1,7129 1,2779 0,8258 0,3871 0,0409 -0,1346 -0,1275 0,0143 0,2302 0,4605 0,6377 0,7086 0,6575 0,4857 0,1994 -0,1584 -0,4940 -0,7055 -0,7317 -0,5861 -0,3643 -0,1783 -0,0741 -0,0406 -0,0617 -0,1190 -0,1858 -0,2571 -0,3548 -0,4763 -0,5744 -0,6186 -0,6430 -0,7130 -0,8617 -1,0826 -1,3778 -1,7556 -2,1648 -2,5026 -2,7091 -2,8154 -2,8968 -2,9936 -3,0858 -3,1265 -3,0717 -2,9126 -2,7136 -2,5819 -2,5746 -2,6435 -2,6751 -2,5880 -2,3896 -2,1629 -2,0508 -2,2003 -2,6148 -3,1319 -3,6158 -4,0740 -4,5742 -5,1394 -5,7104 -6,1630 -6,3814 -6,3310 -6,0637 -5,6655 -5,1984 -4,6972 -4,2222 -3,8714 -3,7417 -3,9057 -4,3837 -5,1035 -5,9127 -6,6487 -7,2010 -7,5323 -7,6755 -7,7002 -7,6558 -7,5593 -7,4399 -7,3573 -7,3741 -7,5415 -7,8742 -8,2898 -8,5973 -8,5978 -8,2405 -7,6814 -7,1336 -6,6770 -6,2586 -5,8226 -5,4001 -5,1011 -5,0254 -5,1884 -5,5397 -6,0339 -6,6585 -7,3770 -8,0746 -8,6061 -8,8734 -8,8461 -8,5593 -8,0855 -7,4824 -6,8086 -6,1696 -5,6603 -5,3011 -5,0828 -5,0065 -5,0774 -5,3225 -5,7947 -6,5238 -7,4695 -8,5224 -9,5426 -10,4267 -11,1655 -11,8130 -12,3853 -12,7938 -12,8792 -12,5464 -11,8842 -11,1140 -10,4242 -9,8974 -9,5666 -9,4562 -9,5371 -9,7068 -9,8841 -10,0943 -10,4142 -10,8581 -11,3423 -11,7462 -11,9767 -11,9631 -11,6535 -11,0596 -10,2593 -9,3581 -8,5003 -7,8401 -7,4113 -7,0884 -6,7174 -6,2223 -5,6102 -4,9598 -4,4022 -4,0591 -3,9514 -3,9567 -3,8788 -3,5933 -3,1345 -2,6336 -2,2010 -1,8720 -1,6171 -1,3767 -1,0805 -0,6665 -0,1484 0,3481 0,6654 0,7114 0,4767 0,0056 -0,6382 -1,3793 -2,1235 -2,8084 -3,4676 -4,1690 -4,9048 -5,5889 -6,1358 -6,5266 -6,8027 -6,9877 -7,0425 -6,9016 -6,5254 -5,9451 -5,3064 -4,8393 -4,7249 -4,9886 -5,5271 -6,1981 -6,8884 -7,5426 -8,1271 -8,5613 -8,7063 -8,4537 -7,8575 -7,1469 -6,5567 -6,1744 -5,9645 -5,8596 -5,7871 -5,6810 -5,5019 -5,2439 -4,9501 -4,7044 -4,5535 -4,4653 -4,3783 -4,2418 -4,0032 -3,6011 -2,9965 -2,2465 -1,5458 -1,1366 -1,1400 -1,4924 -2,0419 -2,6616 -3,2914 -3,9233 -4,5506 -5,1385 -5,6367 -5,9983 -6,2037 -6,2553 -6,1475 -5,8604 -5,3602 -4,6216 -3,7127
Fz    -2,5941 -2,5657 -2,3867 -2,1841 -2,0690 -2,0789 -2,1739 -2,2771 -2,3259 -2,2982 -2,1968 -2,0233 -1,7857 -1,5087 -1,2131 -0,9056 -0,5986 -0,3287 -0,1368 -0,0238 0,0607 0,1770 0,3607 0,6218 0,9424 1,2849 1,6234 1,9429 2,2110 2,3900 2,4720 2,4724 2,4063 2,2833 2,1176 1,9311 1,7506 1,5982 1,4814 1,3915 1,3100 1,2130 1,0735 0,8686 0,5884 0,2343 -0,1855 -0,6355 -1,0331 -1,2783 -1,3043 -1,1086 -0,7574 -0,3483 0,0442 0,3868 0,6692 0,8818 1,0062 1,0227 0,9415 0,8243 0,7501 0,7490 0,7879 0,8190 0,8233 0,8083 0,7742 0,6963 0,5541 0,3731 0,2203 0,1563 0,1943 0,2947 0,3854 0,3936 0,2826 0,0848 -0,1118 -0,2313 -0,2573 -0,2125 -0,1238 -0,0157 0,0831 0,1405 0,1333 0,0667 -0,0295 -0,1261 -0,2068 -0,2565 -0,2580 -0,2058 -0,1146 -0,0104 0,0886 0,1831 0,2736 0,3392 0,3453 0,2684 0,1129 -0,0996 -0,3610 -0,6883 -1,1043 -1,6033 -2,1328 -2,6163 -3,0063 -3,3185 -3,6072 -3,9080 -4,2138 -4,4863 -4,6698 -4,7206 -4,6439 -4,4865 -4,2954 -4,0934 -3,8773 -3,6148 -3,2490 -2,7355 -2,0867 -1,3572 -0,5854 0,2265 1,0778 1,9304 2,7067 3,3238 3,7280 3,9059 3,8842 3,7232 3,4892 3,2164 2,9014 2,5508 2,2122 1,9355 1,7210 1,5199 1,2822 0,9924 0,6661 0,3353 0,0429 -0,1726 -0,3066 -0,3937 -0,4677 -0,5198 -0,4988 -0,3464 -0,0352 0,4080 0,9144 1,4068 1,8346 2,1941 2,5272 2,8913 3,3142 3,7769 4,2440 4,6938 5,1133 5,4864 5,8009 6,0515 6,2317 6,3360 6,3632 6,3069 6,1595 5,9321 5,6557 5,3597 5,0504 4,7101 4,3130 3,8469 3,3311 2,8141 2,3429 1,9297 1,5443 1,1326 0,6604 0,1516 -0,3218 -0,6964 -0,9647 -1,1745 -1,3887 -1,6460 -1,9523 -2,2880 -2,6084 -2,8523 -2,9839 -3,0240 -3,0210 -2,9905 -2,8889 -2,6512 -2,2532 -1,7278 -1,1326 -0,5309 0,0198 0,4976 0,9284 1,3573 1,8181 2,3170 2,8255 3,2964 3,6923 3,9904 4,1709 4,2205 4,1465 3,9802 3,7722 3,5794 3,4414 3,3605 3,3076 3,2433 3,1419 3,0125 2,8924 2,8138 2,7814 2,7774 2,7688 2,7214 2,6259 2,5008 2,3565 2,1804 1,9603 1,6989 1,4061 1,0946 0,7751 0,4507 0,1275 -0,1758 -0,4400 -0,6578 -0,8334 -0,9694 -1,0494 -1,0419 -0,9331 -0,7588 -0,5834 -0,4410 -0,3153 -0,1733 0,0032 0,2085 0,4123 0,5723 0,6685 0,7210 0,7622 0,8118 0,8909 1,0320 1,2560 1,5532 1,8925 2,2394 2,5555 2,7949 2,9231 2,9397 2,8710 2,7434 2,5740 2,3784 2,1804 2,0123 1,8922 1,7999 1,7000 1,5837 1,4632 1,3367 1,1847 1,0085 0,8544 0,7864 0,8378 0,9938 1,2169 1,4774 1,7599 2,0618 2,3933 2,7692 3,1959 3,6641 4,1420 4,5701 4,8796 5,0246 4,9943 4,8069 4,5056 4,1446 3,7655 3,3923 3,0360 2,6853 2,3025 1,8612 1,3939 0,9845 0,7169 0,6355 0,7367 0,9848 1,3330 1,7311 2,1259 2,4670 2,7164 2,8574 2,8971 2,8587 2,7686 2,6564 2,5548 2,4887 2,4635 2,4657 2,4632 2,4080 2,2589 2,0079 1,6795 1,3136 0,9527 0,6386 0,4073 0,2726 0,2142 0,1914 0,1751 0,1621 0,1611 0,1775 0,2043 0,2157 0,1807 0,0942 -0,0155 -0,1127 -0,1771 -0,2096 -0,2265 -0,2401 -0,2451 -0,2326 -0,2070 -0,1800 -0,1665 -0,1902 -0,2711 -0,3961 -0,5169 -0,5844 -0,5764 -0,4989 -0,3727 -0,2272 -0,1073 -0,0602 -0,0988 -0,1926 -0,2992 -0,3925 -0,4577 -0,4768 -0,4337 -0,3304 -0,1880 -0,0444 0,0490 0,0536 -0,0220 -0,1226 -0,1814 -0,1612 -0,0731 0,0306 0,0753 -0,0010 -0,1964 -0,4431 -0,6681 -0,8377 -0,9492 -1,0124 -1,0408 -1,0455 -1,0377 -1,0346 -1,0498 -1,0753 -1,0725 -0,9934 -0,8262 -0,6181 -0,4533 -0,4113 -0,5285 -0,7783 -1,0859 -1,3714 -1,5866 -1,7241 -1,8098 -1,8803 -1,9541 -2,0285 -2,1044 -2,1906 -2,2813 -2,3581 -2,4113 -2,4356 -2,4114 -2,3163 -2,1609 -1,9992 -1,8828 -1,8153 -1,7648 -1,7007 -1,6185 -1,5465 -1,5218 -1,5579 -1,6457 -1,7781 -1,9620 -2,1975 -2,4569 -2,6962 -2,8798 -2,9902 -3,0312 -3,0210 -2,9714 -2,8886 -2,7909 -2,7008 -2,6255 -2,5641 -2,5209 -2,5093 -2,5566 -2,6927 -2,9283 -3,2507 -3,6331 -4,0430 -4,4514 -4,8438 -5,2171 -5,5613 -5,8465 -6,0292 -6,0891 -6,0633 -6,0228 -6,0124 -6,0290 -6,0514 -6,0631 -6,0416 -5,9549 -5,7984 -5,6246 -5,5123 -5,5052 -5,5836 -5,6893 -5,7656 -5,7746 -5,7009 -5,5584 -5,3811 -5,2020 -5,0527 -4,9586 -4,9122 -4,8723 -4,7994 -4,6797 -4,5257 -4,3708 -4,2571 -4,2114 -4,2232 -4,2420 -4,2072 -4,0893 -3,9052 -3,6922 -3,4754 -3,2611 -3,0444 -2,8165 -2,5675 -2,2922 -2,0084 -1,7584 -1,5733 -1,4495 -1,3663 -1,3101 -1,2749 -1,2475 -1,2009 -1,1219 -1,0378 -0,9892 -0,9879 -1,0170 -1,0576 -1,1058 -1,1640 -1,2219 -1,2567 -1,2480 -1,1817 -1,0537 -0,8896 -0,7498 -0,6936 -0,7409 -0,8721 -1,0461 -1,2174 -1,3566 -1,4549 -1,4993 -1,4536 -1,2911 -1,0539 -0,8526 -0,7902 -0,8977 -1,1439 -1,4774 -1,8439 -2,1922 -2,4865 -2,7107 -2,8661 -2,9653 -3,0201 -3,0384 -3,0320 -3,0119 -2,9745 -2,9005 -2,7689 -2,5835 -2,3926 -2,2730 -2,2806 -2,4178 -2,6490 -2,9339 -3,2411 -3,5389 -3,7876 -3,9532 -4,0247 -4,0115 -3,9348 -3,8168 -3,6619 -3,4521 -3,1600 -2,7721 -2,3144
F3    -2,7729 -2,4671 -2,0501 -1,6656 -1,4317 -1,3787 -1,4409 -1,5114 -1,5131 -1,4326 -1,2955 -1,1228 -0,9236 -0,7090 -0,4864 -0,2532 -0,0152 0,1953 0,3360 0,3947 0,4015 0,4034 0,4489 0,5811 0,8103 1,1045 1,4260 1,7410 1,9994 2,1567 2,2087 2,1785 2,0850 1,9348 1,7319 1,4872 1,2239 0,9698 0,7391 0,5308 0,3435 0,1801 0,0404 -0,0892 -0,2343 -0,4240 -0,6788 -0,9863 -1,2849 -1,4851 -1,5041 -1,3020 -0,9172 -0,4560 -0,0258 0,3128 0,5443 0,6785 0,7284 0,6967 0,5956 0,4776 0,4143 0,4372 0,5160 0,5953 0,6368 0,6278 0,5559 0,3956 0,1390 -0,1641 -0,4193 -0,5480 -0,5380 -0,4474 -0,3707 -0,3953 -0,5582 -0,8155 -1,0618 -1,2073 -1,2330 -1,1717 -1,0635 -0,9393 -0,8244 -0,7399 -0,6941 -0,6744 -0,6606 -0,6498 -0,6498 -0,6455 -0,5940 -0,4618 -0,2543 -0,0119 0,2231 0,4310 0,5897 0,6478 0,5490 0,2794 -0,1130 -0,5491 -0,9698 -1,3609 -1,7390 -2,1241 -2,5148 -2,8829 -3,1984 -3,4692 -3,7387 -4,0353 -4,3438 -4,6200 -4,8061 -4,8522 -4,7520 -4,5462 -4,2873 -4,0105 -3,7259 -3,4158 -3,0427 -2,5752 -2,0165 -1,3944 -0,7212 0,0162 0,8238 1,6637 2,4549 3,1151 3,5983 3,8968 4,0290 4,0362 3,9713 3,8639 3,7055 3,4939 3,2737 3,1025 2,9947 2,9148 2,8171 2,6793 2,5007 2,2954 2,0969 1,9403 1,8219 1,6962 1,5362 1,3847 1,3305 1,4414 1,7223 2,1186 2,5485 2,9400 3,2533 3,4870 3,6737 3,8604 4,0769 4,3191 4,5728 4,8407 5,1335 5,4502 5,7809 6,1118 6,4163 6,6571 6,8030 6,8360 6,7542 6,5756 6,3319 6,0522 5,7462 5,3981 4,9819 4,4839 3,9181 3,3283 2,7692 2,2746 1,8316 1,3868 0,8957 0,3775 -0,0879 -0,4266 -0,6331 -0,7738 -0,9389 -1,1914 -1,5468 -1,9759 -2,4069 -2,7467 -2,9378 -2,9959 -2,9787 -2,9203 -2,7932 -2,5340 -2,1113 -1,5552 -0,9299 -0,3068 0,2537 0,7354 1,1722 1,6116 2,0788 2,5664 3,0383 3,4505 3,7745 3,9960 4,1028 4,0892 3,9736 3,8015 3,6303 3,5128 3,4802 3,5267 3,6053 3,6468 3,5950 3,4425 3,2336 3,0289 2,8708 2,7756 2,7316 2,7046 2,6743 2,6556 2,6625 2,6764 2,6632 2,5914 2,4334 2,1813 1,8554 1,4886 1,1172 0,7717 0,4646 0,1931 -0,0461 -0,2428 -0,3673 -0,3791 -0,2544 -0,0187 0,2630 0,5407 0,8067 1,0733 1,3469 1,6216 1,8726 2,0627 2,1757 2,2370 2,2842 2,3378 2,4136 2,5385 2,7363 3,0074 3,3312 3,6777 4,0084 4,2739 4,4366 4,4942 4,4694 4,3793 4,2266 4,0131 3,7545 3,4828 3,2238 2,9716 2,7109 2,4506 2,2065 1,9677 1,7099 1,4438 1,2289 1,1333 1,1846 1,3620 1,6261 1,9434 2,2949 2,6783 3,0999 3,5582 4,0409 4,5325 5,0076 5,4204 5,7223 5,8868 5,9119 5,8169 5,6440 5,4385 5,2168 4,9638 4,6510 4,2441 3,7094 3,0504 2,3434 1,7174 1,2915 1,1278 1,2250 1,5433 2,0275 2,6021 3,1691 3,6338 3,9420 4,0924 4,1153 4,0400 3,8799 3,6507 3,3894 3,1429 2,9435 2,7979 2,6852 2,5619 2,3888 2,1541 1,8674 1,5436 1,2077 0,9041 0,6851 0,5797 0,5716 0,6124 0,6582 0,6901 0,7040 0,6947 0,6498 0,5497 0,3855 0,1846 0,0033 -0,1117 -0,1465 -0,1177 -0,0598 -0,0066 0,0235 0,0244 -0,0013 -0,0413 -0,0872 -0,1504 -0,2451 -0,3537 -0,4289 -0,4307 -0,3545 -0,2276 -0,0849 0,0414 0,1089 0,0752 -0,0546 -0,2169 -0,3422 -0,4042 -0,4146 -0,3897 -0,3376 -0,2684 -0,1971 -0,1447 -0,1418 -0,2089 -0,3283 -0,4473 -0,5109 -0,4963 -0,4269 -0,3583 -0,3590 -0,4814 -0,7130 -0,9758 -1,1964 -1,3539 -1,4625 -1,5431 -1,6114 -1,6729 -1,7307 -1,7933 -1,8692 -1,9489 -1,9957 -1,9653 -1,8511 -1,7035 -1,5987 -1,5917 -1,6883 -1,8421 -1,9777 -2,0373 -2,0146 -1,9439 -1,8731 -1,8429 -1,8693 -1,9410 -2,0438 -2,1697 -2,2989 -2,4095 -2,5058 -2,6056 -2,7023 -2,7646 -2,7751 -2,7536 -2,7250 -2,6767 -2,5686 -2,3774 -2,1254 -1,8731 -1,6783 -1,5632 -1,5256 -1,5682 -1,7048 -1,9380 -2,2361 -2,5434 -2,8119 -3,0216 -3,1841 -3,3271 -3,4667 -3,5976 -3,7109 -3,7996 -3,8518 -3,8603 -3,8309 -3,7846 -3,7606 -3,8015 -3,9340 -4,1703 -4,5160 -4,9620 -5,4807 -6,0374 -6,5943 -7,1020 -7,4978 -7,7237 -7,7668 -7,6821 -7,5558 -7,4436 -7,3550 -7,2881 -7,2473 -7,2154 -7,1379 -6,9706 -6,7388 -6,5255 -6,4008 -6,3664 -6,3660 -6,3353 -6,2335 -6,0471 -5,7943 -5,5177 -5,2637 -5,0739 -4,9723 -4,9348 -4,8941 -4,7934 -4,6209 -4,3953 -4,1408 -3,8818 -3,6411 -3,4241 -3,2059 -2,9435 -2,6163 -2,2562 -1,9251 -1,6668 -1,4854 -1,3458 -1,1905 -0,9675 -0,6538 -0,2832 0,0595 0,3013 0,4262 0,4536 0,4051 0,2976 0,1534 0,0006 -0,1544 -0,3438 -0,6029 -0,9225 -1,2566 -1,5619 -1,8194 -2,0232 -2,1609 -2,2111 -2,1570 -1,9890 -1,7108 -1,3678 -1,0561 -0,8670 -0,8281 -0,9110 -1,0714 -1,2716 -1,4872 -1,6969 -1,8525 -1,8714 -1,6956 -1,3763 -1,0667 -0,9081 -0,9458 -1,1515 -1,4703 -1,8271 -2,1465 -2,3900 -2,5537 -2,6475 -2,6911 -2,7032 -2,6895 -2,6456 -2,5587 -2,4097 -2,1819 -1,8764 -1,5269 -1,2126 -1,0408 -1,0841 -1,3262 -1,6858 -2,0913 -2,5117 -2,9266 -3,2960 -3,5705 -3,7166 -3,7313 -3,6423 -3,4825 -3,2609 -2,9638 -2,5786 -2,1168 -1,6217
F7    -2,7782 -2,8400 -2,8373 -2,7525 -2,5796 -2,3140 -1,9552 -1,5182 -1,0404 -0,5749 -0,1697 0,1501 0,3805 0,5246 0,5885 0,5863 0,5427 0,4931 0,4789 0,5373 0,6920 0,9380 1,2256 1,4784 1,6454 1,7302 1,7712 1,8106 1,8777 1,9711 2,0480 2,0508 1,9519 1,7680 1,5360 1,2877 1,0451 0,8251 0,6334 0,4495 0,2286 -0,0691 -0,4481 -0,8761 -1,3039 -1,6749 -1,9279 -2,0137 -1,9157 -1,6567 -1,3021 -0,9501 -0,6897 -0,5590 -0,5415 -0,5901 -0,6548 -0,6934 -0,6700 -0,5634 -0,3801 -0,1513 0,0850 0,2967 0,4607 0,5588 0,5678 0,4656 0,2527 -0,0361 -0,3489 -0,6509 -0,9401 -1,2246 -1,5006 -1,7414 -1,9024 -1,9520 -1,9001 -1,7975 -1,7110 -1,6792 -1,6844 -1,6817 -1,6488 -1,5938 -1,5276 -1,4458 -1,3360 -1,1923 -1,0148 -0,7968 -0,5377 -0,2668 -0,0284 0,1558 0,2907 0,3864 0,4486 0,4822 0,4900 0,4738 0,4350 0,3674 0,2531 0,0734 -0,1774 -0,4865 -0,8289 -1,1663 -1,4474 -1,6366 -1,7374 -1,7806 -1,8068 -1,8596 -1,9683 -2,1285 -2,2953 -2,4104 -2,4472 -2,4198 -2,3421 -2,2021 -1,9827 -1,6865 -1,3285 -0,9214 -0,4708 0,0239 0,5637 1,1425 1,7454 2,3478 2,9161 3,4181 3,8386 4,1811 4,4520 4,6409 4,7195 4,6728 4,5243 4,3152 4,0776 3,8385 3,6296 3,4755 3,3778 3,3192 3,2820 3,2553 3,2307 3,2067 3,2022 3,2514 3,3639 3,5004 3,6095 3,6790 3,7396 3,8301 3,9624 4,1154 4,2657 4,4179 4,6053 4,8556 5,1521 5,4428 5,6872 5,8795 6,0444 6,2267 6,4618 6,7414 7,0123 7,2056 7,2599 7,1300 6,8037 6,3245 5,7851 5,2826 4,8755 4,5681 4,3233 4,0977 3,8731 3,6504 3,4175 3,1429 2,8015 2,3911 1,9262 1,4273 0,9201 0,4338 -0,0042 -0,3733 -0,6667 -0,8969 -1,0916 -1,2920 -1,5490 -1,8945 -2,3078 -2,7194 -3,0506 -3,2435 -3,2706 -3,1430 -2,9059 -2,6113 -2,2954 -1,9709 -1,6278 -1,2507 -0,8425 -0,4284 -0,0359 0,3275 0,6673 0,9755 1,2237 1,3806 1,4321 1,3840 1,2640 1,1268 1,0256 0,9667 0,9149 0,8495 0,7902 0,7680 0,7901 0,8399 0,8925 0,9311 0,9677 1,0400 1,1772 1,3787 1,6162 1,8479 2,0382 2,1720 2,2522 2,2875 2,2827 2,2312 2,1144 1,9154 1,6392 1,3248 1,0365 0,8313 0,7296 0,7247 0,8143 1,0061 1,2887 1,6103 1,9064 2,1488 2,3540 2,5477 2,7372 2,9160 3,0798 3,2377 3,4093 3,5994 3,7835 3,9370 4,0704 4,2178 4,3992 4,5996 4,7666 4,8301 4,7512 4,5487 4,2695 3,9549 3,6384 3,3473 3,0990 2,8994 2,7413 2,6105 2,5007 2,4130 2,3365 2,2437 2,1090 1,9274 1,7189 1,5108 1,3238 1,1869 1,1474 1,2427 1,4754 1,8246 2,2584 2,7300 3,1873 3,5994 3,9630 4,2790 4,5314 4,6954 4,7512 4,6891 4,5193 4,2753 3,9792 3,6154 3,1636 2,6551 2,1780 1,8224 1,6312 1,6030 1,7114 1,9104 2,1410 2,3483 2,4981 2,5808 2,6021 2,5804 2,5596 2,6046 2,7607 3,0162 3,3071 3,5609 3,7372 3,8336 3,8729 3,8846 3,8880 3,8849 3,8610 3,7927 3,6681 3,5036 3,3306 3,1651 2,9953 2,7985 2,5714 2,3402 2,1387 1,9859 1,8848 1,8332 1,8342 1,8951 2,0074 2,1289 2,1975 2,1671 2,0297 1,8094 1,5466 1,2847 1,0628 0,9153 0,8674 0,9209 1,0402 1,1698 1,2721 1,3371 1,3657 1,3529 1,2830 1,1435 0,9483 0,7379 0,5592 0,4427 0,3933 0,3998 0,4423 0,4939 0,5303 0,5364 0,5187 0,5192 0,5907 0,7454 0,9475 1,1450 1,2906 1,3473 1,2933 1,1274 0,8724 0,5688 0,2649 0,0105 -0,1518 -0,2068 -0,1811 -0,1252 -0,0833 -0,0845 -0,1458 -0,2688 -0,4333 -0,6026 -0,7425 -0,8318 -0,8540 -0,7989 -0,6807 -0,5390 -0,4183 -0,3519 -0,3550 -0,4181 -0,5150 -0,6236 -0,7374 -0,8690 -1,0475 -1,2969 -1,6064 -1,9313 -2,2232 -2,4588 -2,6404 -2,7757 -2,8626 -2,8945 -2,8714 -2,7921 -2,6423 -2,4118 -2,1223 -1,8246 -1,5732 -1,3999 -1,2930 -1,2060 -1,1039 -0,9989 -0,9341 -0,9386 -1,0097 -1,1351 -1,3151 -1,5508 -1,8241 -2,1050 -2,3754 -2,6392 -2,9029 -3,1509 -3,3428 -3,4365 -3,4145 -3,2974 -3,1398 -3,0100 -2,9658 -3,0431 -3,2431 -3,5272 -3,8372 -4,1241 -4,3617 -4,5465 -4,6900 -4,8047 -4,9015 -4,9987 -5,1215 -5,2904 -5,5156 -5,7965 -6,1188 -6,4483 -6,7253 -6,8762 -6,8529 -6,6629 -6,3609 -6,0224 -5,7149 -5,4711 -5,2893 -5,1613 -5,0801 -5,0176 -4,9173 -4,7278 -4,4369 -4,0684 -3,6569 -3,2338 -2,8286 -2,4648 -2,1490 -1,8658 -1,5927 -1,3283 -1,0995 -0,9383 -0,8593 -0,8531 -0,8873 -0,9180 -0,9042 -0,8159 -0,6403 -0,3827 -0,0568 0,3146 0,6944 1,0419 1,3311 1,5671 1,7827 2,0016 2,2139 2,3964 2,5270 2,5789 2,5308 2,3850 2,1603 1,8757 1,5513 1,2105 0,8702 0,5420 0,2424 -0,0071 -0,1952 -0,3271 -0,4111 -0,4434 -0,4180 -0,3488 -0,2690 -0,2128 -0,2079 -0,2658 -0,3688 -0,4780 -0,5590 -0,5931 -0,5735 -0,5066 -0,4160 -0,3314 -0,2708 -0,2380 -0,2303 -0,2416 -0,2634 -0,2921 -0,3293 -0,3789 -0,4513 -0,5591 -0,6925 -0,8155 -0,8955 -0,9267 -0,9286 -0,9319 -0,9544 -0,9918 -1,0365 -1,0884 -1,1413 -1,1820 -1,2071 -1,2260 -1,2504 -1,2924 -1,3697 -1,4985 -1,6796 -1,8975 -2,1261 -2,3347 -2,4997 -2,6155 -2,6888 -2,7169 -2,6816 -2,5756
