Fp1   -2,0886 -2,1765 -2,1812 -2,0884 -1,8868 -1,5808 -1,2095 -0,8460 -0,5700 -0,4327 -0,4349 -0,5307 -0,6502 -0,7281 -0,7259 -0,6385 -0,4817 -0,2780 -0,0544 0,1585 0,3393 0,4858 0,6107 0,7333 0,8713 1,0296 1,1910 1,3220 1,3894 1,3754 1,2878 1,1628 1,0534 1,0075 1,0463 1,1488 1,2502 1,2708 1,1598 0,9197 0,5956 0,2516 -0,0513 -0,2714 -0,3925 -0,4190 -0,3732 -0,2882 -0,1906 -0,0912 0,0068 0,0995 0,1754 0,2143 0,2053 0,1684 0,1419 0,1497 0,1922 0,2611 0,3501 0,4630 0,6135 0,8102 1,0457 1,2977 1,5266 1,6770 1,7067 1,6160 1,4439 1,2431 1,0591 0,9220 0,8502 0,8566 0,9442 1,0995 1,2990 1,5167 1,7230 1,8849 1,9756 1,9871 1,9350 1,8527 1,7740 1,7117 1,6504 1,5607 1,4245 1,2533 1,0761 0,9139 0,7762 0,6716 0,6103 0,5978 0,6298 0,6819 0,7045 0,6426 0,4717 0,2084 -0,1121 -0,4638 -0,8416 -1,2603 -1,7379 -2,2744 -2,8414 -3,3848 -3,8441 -4,1826 -4,4032 -4,5345 -4,6075 -4,6469 -4,6710 -4,6915 -4,7117 -4,7186 -4,6812 -4,5617 -4,3376 -4,0177 -3,6391 -3,2439 -2,8526 -2,4574 -2,0396 -1,5878 -1,1018 -0,5872 -0,0517 0,4941 1,0344 1,5512 2,0346 2,4872 2,9184 3,3333 3,7216 4,0585 4,3289 4,5480 4,7458 4,9344 5,1026 5,2452 5,3874 5,5730 5,8288 6,1434 6,4758 6,7757 6,9945 7,0864 7,0194 6,7925 6,4386 6,0119 5,5749 5,1869 4,8879 4,6872 4,5640 4,4754 4,3723 4,2211 4,0208 3,8056 3,6209 3,4914 3,4133 3,3687 3,3329 3,2658 3,1157 2,8531 2,5035 2,1338 1,7991 1,5087 1,2396 0,9735 0,7156 0,4820 0,2777 0,0912 -0,0992 -0,3190 -0,5843 -0,8885 -1,2024 -1,4879 -1,7155 -1,8752 -1,9739 -2,0270 -2,0505 -2,0514 -2,0291 -1,9897 -1,9573 -1,9667 -2,0478 -2,2127 -2,4488 -2,7200 -2,9791 -3,1857 -3,3163 -3,3590 -3,3057 -3,1612 -2,9596 -2,7568 -2,6026 -2,5200 -2,5043 -2,5307 -2,5630 -2,5691 -2,5360 -2,4671 -2,3782 -2,2985 -2,2612 -2,2885 -2,3873 -2,5527 -2,7797 -3,0650 -3,3897 -3,7103 -3,9813 -4,1836 -4,3281 -4,4450 -4,5717 -4,7355 -4,9287 -5,1026 -5,1939 -5,1675 -5,0412 -4,8723 -4,7166 -4,5997 -4,5195 -4,4628 -4,4162 -4,3763 -4,3463 -4,3164 -4,2617 -4,1739 -4,0807 -4,0191 -3,9984 -3,9918 -3,9570 -3,8668 -3,7291 -3,5797 -3,4531 -3,3645 -3,3138 -3,2948 -3,2936 -3,2927 -3,2914 -3,3164 -3,4000 -3,5442 -3,7046 -3,8067 -3,7903 -3,6528 -3,4543 -3,2706 -3,1451 -3,0810 -3,0617 -3,0666 -3,0816 -3,1048 -3,1425 -3,1990 -3,2719 -3,3535 -3,4335 -3,4992 -3,5362 -3,5358 -3,5024 -3,4498 -3,3919 -3,3403 -3,3064 -3,2990 -3,3154 -3,3417 -3,3610 -3,3599 -3,3279 -3,2548 -3,1320 -2,9550 -2,7219 -2,4271 -2,0664 -1,6543 -1,2317 -0,8452 -0,5139 -0,2211 0,0608 0,3426 0,6170 0,8720 1,0994 1,2993 1,4792 1,6477 1,8068 1,9452 2,0372 2,0539 1,9790 1,8238 1,6285 1,4463 1,3178 1,2515 1,2291 1,2338 1,2609 1,3000 1,3274 1,3262 1,3023 1,2784 1,2757 1,2966 1,3237 1,3375 1,3364 1,3379 1,3626 1,4219 1,5168 1,6397 1,7778 1,9155 2,0387 2,1435 2,2380 2,3252 2,3891 2,4077 2,3752 2,3121 2,2602 2,2629 2,3386 2,4671 2,6073 2,7296 2,8304 2,9285 3,0515 3,2175 3,4230 3,6469 3,8637 4,0535 4,2037 4,3073 4,3611 4,3624 4,3050 4,1884 4,0318 3,8693 3,7283 3,6160 3,5244 3,4429 3,3656 3,2948 3,2406 3,2170 3,2448 3,3547 3,5738 3,8976 4,2820 4,6592 4,9592 5,1366 5,1941 5,1811 5,1645 5,1918 5,2708 5,3813 5,4981 5,6041 5,6919 5,7626 5,8176 5,8498 5,8491 5,8194 5,7899 5,8059 5,9045 6,0858 6,3040 6,5007 6,6528 6,7833 6,9384 7,1605 7,4687 7,8473 8,2517 8,6303 8,9396 9,1565 9,2930 9,3939 9,5102 9,6664 9,8508 10,0363 10,2084 10,3712 10,5325 10,6900 10,8260 10,9093 10,9147 10,8435 10,7237 10,5902 10,4722 10,3882 10,3418 10,3276 10,3360 10,3457 10,3255 10,2560 10,1451 10,0148 9,8823 9,7496 9,6081 9,4604 9,3337 9,2653 9,2694 9,3200 9,3669 9,3761 9,3524 9,3247 9,3148 9,3244 9,3394 9,3418 9,3201 9,2717 9,1961 9,0860 8,9207 8,6698 8,3123 7,8568 7,3437 6,8274 6,3484 5,9126 5,4942 5,0585 4,5900 4,1064 3,6512 3,2704 2,9936 2,8286 2,7698 2,8061 2,9213 3,0950 3,3146 3,5843 3,9163 4,3171 4,7813 5,2944 5,8357 6,3812 6,9044 7,3780 7,7793 8,0950 8,3273 8,4921 8,6077 8,6948 8,7950 8,9696 9,2627 9,6699 10,1397 10,5932 10,9520 11,1710 11,2532 11,2370 11,1739 11,1094 11,0624 11,0162 10,9337 10,7770 10,5181 10,1541 9,7255 9,3052 8,9619 8,7261 8,5767 8,4571 8,3074 8,0850 7,7660 7,3456 6,8377 6,2702 5,6824 5,1294 4,6747 4,3668 4,2265 4,2502 4,4118 4,6645 4,9615 5,2754 5,5931 5,8982 6,1678 6,3837 6,5394 6,6354 6,6747 6,6602 6,5874 6,4434 6,2224 5,9360 5,6071 5,2572 4,8998 4,5355 4,1543 3,7503 3,3326 2,9209 2,5306 2,1643 1,8181 1,4939 1,1974 0,9209 0,6356 0,3131 -0,0480 -0,4145 -0,7343 -0,9631 -1,0803 -1,0833 -0,9738 -0,7609 -0,4677 -0,1244 0,2401 0,5934 0,9003 1,1368 1,3032 1,4300 1,5755 1,7985
Fz    -3,8455 -3,8542 -3,7496 -3,5441 -3,2582 -2,9177 -2,5533 -2,2048 -1,9186 -1,7317 -1,6536 -1,6599 -1,7006 -1,7197 -1,6784 -1,5665 -1,3920 -1,1667 -0,9049 -0,6322 -0,3849 -0,1892 -0,0389 0,1012 0,2672 0,4719 0,7040 0,9433 1,1779 1,4090 1,6433 1,8819 2,1139 2,3181 2,4707 2,5519 2,5471 2,4476 2,2575 2,0036 1,7385 1,5246 1,4074 1,3954 1,4685 1,5981 1,7546 1,9071 2,0337 2,1271 2,1836 2,1936 2,1417 2,0118 1,7990 1,5278 1,2553 1,0502 0,9635 1,0082 1,1548 1,3508 1,5503 1,7282 1,8793 2,0113 2,1331 2,2466 2,3473 2,4286 2,4817 2,4958 2,4611 2,3721 2,2340 2,0713 1,9263 1,8428 1,8484 1,9424 2,0890 2,2265 2,2868 2,2162 1,9951 1,6503 1,2456 0,8515 0,5111 0,2256 -0,0306 -0,2846 -0,5526 -0,8377 -1,1217 -1,3636 -1,5189 -1,5626 -1,4980 -1,3551 -1,1840 -1,0389 -0,9633 -0,9868 -1,1261 -1,3776 -1,7187 -2,1253 -2,5838 -3,0850 -3,6126 -4,1340 -4,6029 -4,9757 -5,2324 -5,3879 -5,4883 -5,5857 -5,7074 -5,8432 -5,9566 -6,0050 -5,9557 -5,7952 -5,5319 -5,1891 -4,7911 -4,3554 -3,8958 -3,4304 -2,9840 -2,5807 -2,2297 -1,9153 -1,6008 -1,2390 -0,7891 -0,2348 0,4045 1,0751 1,7023 2,2144 2,5716 2,7805 2,8857 2,9497 3,0318 3,1670 3,3597 3,5975 3,8690 4,1673 4,4789 4,7813 5,0574 5,3041 5,5213 5,6971 5,8073 5,8281 5,7466 5,5644 5,3011 4,9923 4,6825 4,4152 4,2216 4,1086 4,0557 4,0267 3,9905 3,9351 3,8651 3,7910 3,7300 3,7058 3,7377 3,8245 3,9371 4,0280 4,0566 4,0056 3,8761 3,6750 3,4160 3,1309 2,8645 2,6471 2,4732 2,3103 2,1227 1,8877 1,6023 1,2826 0,9602 0,6704 0,4389 0,2759 0,1822 0,1502 0,1569 0,1698 0,1657 0,1341 0,0660 -0,0542 -0,2436 -0,5094 -0,8352 -1,1774 -1,4810 -1,7030 -1,8233 -1,8406 -1,7615 -1,6027 -1,4037 -1,2239 -1,1148 -1,0978 -1,1662 -1,2944 -1,4382 -1,5405 -1,5492 -1,4379 -1,2193 -0,9455 -0,6887 -0,5132 -0,4552 -0,5127 -0,6556 -0,8447 -1,0442 -1,2232 -1,3600 -1,4455 -1,4825 -1,4830 -1,4623 -1,4298 -1,3822 -1,3057 -1,1888 -1,0408 -0,9002 -0,8203 -0,8392 -0,9574 -1,1426 -1,3464 -1,5208 -1,6352 -1,6803 -1,6538 -1,5549 -1,4047 -1,2553 -1,1644 -1,1608 -1,2335 -1,3474 -1,4629 -1,5529 -1,6086 -1,6344 -1,6394 -1,6354 -1,6400 -1,6771 -1,7723 -1,9400 -2,1726 -2,4394 -2,6951 -2,8910 -2,9852 -2,9514 -2,7944 -2,5560 -2,2949 -2,0599 -1,8809 -1,7733 -1,7365 -1,7515 -1,7891 -1,8186 -1,8096 -1,7418 -1,6208 -1,4832 -1,3823 -1,3604 -1,4258 -1,5509 -1,6894 -1,7954 -1,8352 -1,7902 -1,6545 -1,4325 -1,1428 -0,8189 -0,5027 -0,2324 -0,0344 0,0841 0,1355 0,1424 0,1267 0,1046 0,0851 0,0722 0,0744 0,1109 0,2088 0,3884 0,6475 0,9590 1,2867 1,6071 1,9174 2,2238 2,5291 2,8269 3,0949 3,2885 3,3542 3,2596 3,0193 2,6941 2,3668 2,1114 1,9691 1,9397 1,9979 2,1167 2,2734 2,4493 2,6332 2,8224 3,0101 3,1736 3,2786 3,2934 3,2033 3,0182 2,7735 2,5176 2,2950 2,1332 2,0413 2,0151 2,0470 2,1316 2,2611 2,4195 2,5810 2,7139 2,7968 2,8313 2,8413 2,8657 2,9406 3,0755 3,2476 3,4214 3,5719 3,6901 3,7768 3,8363 3,8729 3,8953 3,9201 3,9689 4,0575 4,1865 4,3419 4,5006 4,6405 4,7472 4,8176 4,8585 4,8804 4,8910 4,8898 4,8722 4,8398 4,7998 4,7612 4,7349 4,7334 4,7671 4,8420 4,9618 5,1286 5,3383 5,5706 5,7821 5,9226 5,9682 5,9377 5,8722 5,8077 5,7630 5,7435 5,7423 5,7408 5,7189 5,6716 5,6128 5,5606 5,5231 5,4990 5,4846 5,4807 5,4952 5,5371 5,6056 5,6925 5,7972 5,9309 6,1069 6,3244 6,5576 6,7692 6,9443 7,0958 7,2350 7,3534 7,4371 7,4875 7,5228 7,5662 7,6360 7,7445 7,8978 8,0924 8,3100 8,5176 8,6775 8,7597 8,7520 8,6636 8,5178 8,3383 8,1397 7,9288 7,7172 7,5322 7,4084 7,3622 7,3797 7,4302 7,4827 7,5098 7,4916 7,4231 7,3142 7,1831 7,0467 6,9114 6,7692 6,6065 6,4160 6,2040 5,9857 5,7764 5,5807 5,3896 5,1866 4,9633 4,7335 4,5258 4,3638 4,2540 4,1851 4,1306 4,0554 3,9283 3,7343 3,4809 3,1918 2,8901 2,5808 2,2513 1,8912 1,5125 1,1470 0,8305 0,5901 0,4396 0,3843 0,4242 0,5480 0,7278 0,9282 1,1268 1,3265 1,5531 1,8393 2,2062 2,6496 3,1364 3,6087 3,9994 4,2586 4,3748 4,3720 4,2959 4,2018 4,1489 4,1930 4,3709 4,6832 5,0905 5,5256 5,9146 6,2023 6,3773 6,4771 6,5623 6,6799 6,8406 7,0155 7,1516 7,1983 7,1264 6,9292 6,6247 6,2627 5,9109 5,6250 5,4289 5,3129 5,2423 5,1708 5,0509 4,8419 4,5193 4,0833 3,5614 3,0066 2,4909 2,0868 1,8432 1,7694 1,8325 1,9685 2,1086 2,2084 2,2572 2,2621 2,2345 2,1882 2,1436 2,1220 2,1304 2,1513 2,1500 2,0947 1,9704 1,7838 1,5579 1,3192 1,0842 0,8598 0,6543 0,4834 0,3651 0,3114 0,3229 0,3839 0,4612 0,5154 0,5223 0,4801 0,3957 0,2735 0,1226 -0,0302 -0,1472 -0,2025 -0,1944 -0,1366 -0,0420 0,0823 0,2282 0,3857 0,5534 0,7442 0,9715 1,2277 1,4781 1,6773 1,7929 1,8200 1,7770
F3    -1,5282 -1,4836 -1,4191 -1,3342 -1,2220 -1,0756 -0,8996 -0,7145 -0,5503 -0,4338 -0,3800 -0,3863 -0,4297 -0,4759 -0,4974 -0,4869 -0,4539 -0,4116 -0,3683 -0,3301 -0,3025 -0,2830 -0,2534 -0,1867 -0,0622 0,1251 0,3607 0,6121 0,8409 1,0189 1,1369 1,2072 1,2565 1,3111 1,3810 1,4538 1,4992 1,4809 1,3709 1,1605 0,8669 0,5320 0,2065 -0,0696 -0,2693 -0,3741 -0,3837 -0,3259 -0,2457 -0,1841 -0,1668 -0,1994 -0,2699 -0,3578 -0,4420 -0,5066 -0,5467 -0,5674 -0,5693 -0,5409 -0,4729 -0,3707 -0,2525 -0,1367 -0,0330 0,0591 0,1406 0,2057 0,2443 0,2510 0,2271 0,1774 0,1068 0,0218 -0,0673 -0,1440 -0,1879 -0,1827 -0,1240 -0,0233 0,0921 0,1866 0,2303 0,2091 0,1294 0,0184 -0,0880 -0,1626 -0,1953 -0,1897 -0,1522 -0,0835 0,0185 0,1526 0,3125 0,4869 0,6563 0,8013 0,9146 0,9938 1,0212 0,9643 0,7941 0,4994 0,0914 -0,3971 -0,9254 -1,4646 -2,0033 -2,5395 -3,0713 -3,5891 -4,0712 -4,4902 -4,8256 -5,0749 -5,2537 -5,3832 -5,4745 -5,5254 -5,5294 -5,4810 -5,3758 -5,2103 -4,9851 -4,7084 -4,3918 -4,0413 -3,6554 -3,2310 -2,7710 -2,2876 -1,7948 -1,2981 -0,7923 -0,2689 0,2725 0,8180 1,3477 1,8496 2,3254 2,7830 3,2248 3,6435 4,0293 4,3768 4,6806 4,9271 5,0999 5,1955 5,2320 5,2409 5,2492 5,2653 5,2815 5,2821 5,2489 5,1649 5,0245 4,8395 4,6334 4,4312 4,2520 4,1050 3,9873 3,8875 3,7874 3,6654 3,5061 3,3086 3,0829 2,8447 2,6106 2,3926 2,1973 2,0276 1,8803 1,7446 1,6046 1,4501 1,2879 1,1369 1,0126 0,9170 0,8413 0,7758 0,7143 0,6514 0,5767 0,4773 0,3447 0,1785 -0,0129 -0,2156 -0,4149 -0,5988 -0,7629 -0,9098 -1,0401 -1,1522 -1,2517 -1,3489 -1,4466 -1,5438 -1,6502 -1,7865 -1,9704 -2,2027 -2,4653 -2,7301 -2,9697 -3,1638 -3,2994 -3,3685 -3,3692 -3,3113 -3,2211 -3,1307 -3,0564 -2,9894 -2,9113 -2,8114 -2,6882 -2,5454 -2,3908 -2,2363 -2,0954 -1,9825 -1,9109 -1,8887 -1,9144 -1,9785 -2,0743 -2,2047 -2,3713 -2,5615 -2,7515 -2,9202 -3,0572 -3,1673 -3,2658 -3,3624 -3,4485 -3,4984 -3,4836 -3,3921 -3,2398 -3,0607 -2,8834 -2,7177 -2,5633 -2,4232 -2,3051 -2,2191 -2,1738 -2,1683 -2,1921 -2,2363 -2,3016 -2,3873 -2,4779 -2,5458 -2,5661 -2,5287 -2,4404 -2,3220 -2,1999 -2,0966 -2,0238 -1,9799 -1,9570 -1,9508 -1,9684 -2,0268 -2,1387 -2,2949 -2,4605 -2,5873 -2,6332 -2,5850 -2,4677 -2,3230 -2,1751 -2,0231 -1,8575 -1,6769 -1,4926 -1,3292 -1,2160 -1,1701 -1,1849 -1,2307 -1,2690 -1,2719 -1,2339 -1,1668 -1,0877 -1,0103 -0,9431 -0,8923 -0,8608 -0,8453 -0,8355 -0,8193 -0,7897 -0,7469 -0,6947 -0,6315 -0,5400 -0,3918 -0,1662 0,1343 0,4800 0,8228 1,1147 1,3280 1,4658 1,5584 1,6491 1,7707 1,9281 2,0967 2,2403 2,3334 2,3748 2,3850 2,3935 2,4211 2,4682 2,5162 2,5396 2,5232 2,4735 2,4180 2,3919 2,4178 2,4936 2,5984 2,7035 2,7755 2,7854 2,7263 2,6192 2,4958 2,3797 2,2823 2,2115 2,1772 2,1920 2,2647 2,3929 2,5583 2,7297 2,8732 2,9680 3,0173 3,0450 3,0775 3,1279 3,1903 3,2458 3,2746 3,2683 3,2340 3,1940 3,1744 3,1892 3,2368 3,3159 3,4333 3,5959 3,7994 4,0268 4,2536 4,4588 4,6304 4,7617 4,8465 4,8796 4,8636 4,8121 4,7406 4,6558 4,5561 4,4393 4,3076 4,1653 4,0190 3,8841 3,7876 3,7574 3,8061 3,9230 4,0751 4,2237 4,3446 4,4369 4,5153 4,5949 4,6775 4,7463 4,7765 4,7593 4,7101 4,6546 4,6103 4,5827 4,5720 4,5746 4,5757 4,5515 4,4841 4,3728 4,2302 4,0747 3,9298 3,8231 3,7803 3,8155 3,9223 4,0712 4,2256 4,3646 4,4894 4,6145 4,7570 4,9266 5,1222 5,3363 5,5575 5,7657 5,9376 6,0635 6,1541 6,2306 6,3122 6,4084 6,5185 6,6381 6,7624 6,8841 6,9927 7,0778 7,1294 7,1377 7,0951 6,9973 6,8462 6,6575 6,4612 6,2926 6,1809 6,1394 6,1600 6,2148 6,2667 6,2822 6,2408 6,1393 5,9857 5,7953 5,5938 5,4115 5,2675 5,1612 5,0744 4,9802 4,8581 4,7040 4,5280 4,3435 4,1621 3,9939 3,8475 3,7305 3,6480 3,5985 3,5686 3,5316 3,4550 3,3171 3,1168 2,8696 2,5940 2,3014 1,9941 1,6672 1,3154 0,9467 0,5906 0,2886 0,0750 -0,0339 -0,0405 0,0386 0,1779 0,3449 0,5069 0,6448 0,7638 0,8915 1,0625 1,3052 1,6340 2,0465 2,5210 3,0161 3,4822 3,8828 4,2062 4,4624 4,6727 4,8598 5,0424 5,2346 5,4437 5,6645 5,8805 6,0713 6,2187 6,3110 6,3540 6,3761 6,4161 6,5008 6,6315 6,7801 6,8963 6,9258 6,8302 6,5986 6,2543 5,8548 5,4674 5,1362 4,8708 4,6571 4,4693 4,2794 4,0644 3,8157 3,5407 3,2538 2,9673 2,6943 2,4551 2,2726 2,1622 2,1274 2,1580 2,2336 2,3319 2,4415 2,5623 2,6948 2,8296 2,9481 3,0330 3,0761 3,0787 3,0452 2,9797 2,8842 2,7547 2,5846 2,3756 2,1412 1,8966 1,6499 1,3990 1,1331 0,8367 0,5013 0,1352 -0,2390 -0,5951 -0,9133 -1,1815 -1,3986 -1,5786 -1,7458 -1,9184 -2,0932 -2,2433 -2,3322 -2,3299 -2,2241 -2,0221 -1,7470 -1,4347 -1,1242 -0,8424 -0,5989 -0,3932 -0,2223 -0,0823 0,0320 0,1310 0,2357 0,3691
F7    -0,6383 -0,6868 -0,6368 -0,4955 -0,2847 -0,0323 0,2325 0,4811 0,6868 0,8255 0,8822 0,8563 0,7592 0,6108 0,4371 0,2665 0,1280 0,0420 0,0067 -0,0060 -0,0276 -0,0651 -0,0958 -0,0846 -0,0049 0,1431 0,3248 0,4860 0,5804 0,5914 0,5396 0,4714 0,4308 0,4342 0,4688 0,5029 0,4986 0,4243 0,2693 0,0491 -0,1993 -0,4329 -0,6227 -0,7674 -0,8879 -1,0080 -1,1421 -1,2912 -1,4431 -1,5766 -1,6709 -1,7080 -1,6739 -1,5617 -1,3686 -1,0966 -0,7654 -0,4203 -0,1129 0,1226 0,2760 0,3573 0,3902 0,4000 0,4030 0,4059 0,4098 0,4181 0,4408 0,4892 0,5593 0,6276 0,6608 0,6292 0,5161 0,3278 0,0992 -0,1120 -0,2434 -0,2554 -0,1516 0,0253 0,2212 0,3965 0,5368 0,6493 0,7525 0,8664 1,0031 1,1603 1,3262 1,4918 1,6470 1,7661 1,8134 1,7699 1,6509 1,5023 1,3821 1,3285 1,3372 1,3715 1,3967 1,3999 1,3803 1,3324 1,2416 1,0917 0,8771 0,6056 0,2909 -0,0555 -0,4221 -0,7956 -1,1627 -1,5135 -1,8412 -2,1403 -2,4062 -2,6343 -2,8156 -2,9309 -2,9554 -2,8753 -2,6961 -2,4350 -2,1038 -1,6983 -1,2028 -0,6133 0,0426 0,7113 1,3395 1,8893 2,3380 2,6788 2,9263 3,1149 3,2869 3,4798 3,7161 3,9983 4,3101 4,6237 4,9123 5,1655 5,3901 5,5963 5,7880 5,9669 6,1397 6,3187 6,5169 6,7363 6,9597 7,1540 7,2796 7,2987 7,1849 6,9340 6,5670 6,1248 5,6625 5,2379 4,8964 4,6600 4,5236 4,4602 4,4339 4,4124 4,3791 4,3400 4,3138 4,3099 4,3208 4,3274 4,3007 4,2056 4,0151 3,7284 3,3751 3,0025 2,6533 2,3507 2,0990 1,8931 1,7219 1,5620 1,3800 1,1507 0,8728 0,5668 0,2622 -0,0095 -0,2177 -0,3382 -0,3638 -0,3142 -0,2332 -0,1711 -0,1656 -0,2280 -0,3396 -0,4664 -0,5813 -0,6783 -0,7710 -0,8816 -1,0253 -1,2022 -1,3997 -1,5995 -1,7834 -1,9334 -2,0295 -2,0579 -2,0250 -1,9565 -1,8790 -1,8018 -1,7179 -1,6178 -1,5006 -1,3786 -1,2690 -1,1812 -1,1140 -1,0639 -1,0310 -1,0189 -1,0372 -1,1015 -1,2299 -1,4328 -1,7009 -2,0054 -2,3130 -2,5991 -2,8496 -3,0599 -3,2363 -3,3905 -3,5275 -3,6352 -3,6890 -3,6717 -3,5916 -3,4828 -3,3886 -3,3422 -3,3609 -3,4464 -3,5837 -3,7444 -3,8927 -3,9886 -3,9974 -3,9129 -3,7689 -3,6201 -3,5091 -3,4492 -3,4250 -3,4073 -3,3707 -3,3032 -3,2042 -3,0794 -2,9394 -2,8009 -2,6807 -2,5867 -2,5174 -2,4719 -2,4519 -2,4549 -2,4699 -2,4808 -2,4726 -2,4441 -2,4191 -2,4341 -2,5092 -2,6356 -2,7864 -2,9299 -3,0413 -3,1139 -3,1604 -3,1992 -3,2332 -3,2430 -3,2013 -3,1002 -2,9609 -2,8226 -2,7266 -2,7052 -2,7685 -2,9000 -3,0642 -3,2166 -3,3133 -3,3258 -3,2517 -3,1082 -2,9142 -2,6818 -2,4204 -2,1446 -1,8783 -1,6468 -1,4656 -1,3377 -1,2580 -1,2159 -1,1881 -1,1351 -1,0152 -0,8097 -0,5356 -0,2325 0,0610 0,3286 0,5781 0,8216 1,0537 1,2501 1,3827 1,4335 1,3970 1,2826 1,1133 0,9192 0,7219 0,5245 0,3200 0,1150 -0,0599 -0,1698 -0,1946 -0,1312 0,0085 0,1927 0,3730 0,4993 0,5364 0,4736 0,3271 0,1299 -0,0859 -0,2983 -0,4949 -0,6690 -0,8121 -0,9070 -0,9311 -0,8736 -0,7486 -0,5912 -0,4408 -0,3195 -0,2199 -0,1085 0,0561 0,2974 0,5983 0,9032 1,1500 1,3062 1,3801 1,4060 1,4186 1,4332 1,4446 1,4392 1,4063 1,3441 1,2613 1,1746 1,1006 1,0460 1,0029 0,9548 0,8873 0,7958 0,6869 0,5739 0,4718 0,3894 0,3255 0,2756 0,2406 0,2273 0,2463 0,3112 0,4333 0,6089 0,8114 1,0023 1,1489 1,2386 1,2817 1,3012 1,3153 1,3274 1,3283 1,3078 1,2626 1,1981 1,1315 1,0910 1,1053 1,1917 1,3534 1,5848 1,8777 2,2221 2,5996 2,9741 3,2974 3,5341 3,6824 3,7707 3,8427 3,9404 4,0834 4,2586 4,4336 4,5762 4,6653 4,6981 4,6944 4,6837 4,6840 4,6940 4,7041 4,7119 4,7306 4,7857 4,9014 5,0819 5,3023 5,5172 5,6808 5,7657 5,7683 5,7026 5,5908 5,4547 5,3084 5,1605 5,0175 4,8795 4,7398 4,5944 4,4485 4,3122 4,1975 4,1162 4,0793 4,0960 4,1691 4,2901 4,4400 4,5957 4,7328 4,8291 4,8696 4,8505 4,7781 4,6635 4,5138 4,3304 4,1195 3,8940 3,6636 3,4298 3,1900 2,9395 2,6708 2,3804 2,0802 1,8003 1,5738 1,4117 1,2896 1,1560 0,9637 0,7006 0,3978 0,1112 -0,1060 -0,2232 -0,2399 -0,1794 -0,0798 0,0195 0,0944 0,1496 0,2123 0,3150 0,4866 0,7498 1,1163 1,5790 2,1073 2,6512 3,1531 3,5628 3,8530 4,0303 4,1321 4,2098 4,3134 4,4779 4,7137 5,0031 5,3119 5,6003 5,8343 6,0002 6,1150 6,2165 6,3434 6,5189 6,7380 6,9661 7,1521 7,2449 7,2067 7,0285 6,7370 6,3773 5,9875 5,5892 5,1903 4,7888 4,3806 3,9673 3,5605 3,1793 2,8399 2,5462 2,2973 2,1011 1,9769 1,9428 2,0055 2,1585 2,3795 2,6339 2,8887 3,1242 3,3283 3,4882 3,5925 3,6410 3,6472 3,6254 3,5761 3,4848 3,3300 3,0956 2,7804 2,4010 1,9860 1,5677 1,1764 0,8366 0,5612 0,3480 0,1837 0,0497 -0,0789 -0,2340 -0,4377 -0,6820 -0,9351 -1,1694 -1,3818 -1,5868 -1,7949 -2,0011 -2,1919 -2,3525 -2,4661 -2,5143 -2,4871 -2,3890 -2,2333 -2,0291 -1,7811 -1,5006 -1,2108 -0,9405 -0,7152 -0,5406 -0,3913 -0,2217
