Fp1   -3,2998 -2,4216 -1,5017 -0,5674 0,3904 1,3721 2,3089 3,0777 3,5743 3,7214 3,4163 2,5556 1,1572 -0,5708 -2,2813 -3,5900 -4,1915 -3,9817 -3,1121 -1,8993 -0,6250 0,6030 1,8074 2,9876 4,0095 4,6400 4,6913 4,1387 3,1247 1,8637 0,5359 -0,7239 -1,7571 -2,3722 -2,4490 -2,0487 -1,3954 -0,7320 -0,2021 0,1404 0,2881 0,2893 0,2254 0,1241 -0,0801 -0,4978 -1,2085 -2,1855 -3,2465 -4,1019 -4,5234 -4,5089 -4,2640 -4,0139 -3,8336 -3,6325 -3,2886 -2,8017 -2,3327 -2,0949 -2,2096 -2,6718 -3,3859 -4,1743 -4,8321 -5,2651 -5,5290 -5,6835 -5,6759 -5,3970 -4,8005 -3,9753 -3,1309 -2,4856 -2,1403 -2,0403 -2,0517 -2,0648 -2,0321 -1,9620 -1,9289 -2,0594 -2,4533 -3,0960 -3,8536 -4,5480 -5,0277 -5,1921 -4,9880 -4,4196 -3,5675 -2,5678 -1,5602 -0,6793 -0,0901 0,0187 -0,4676 -1,4750 -2,7255 -3,8524 -4,5530 -4,6841 -4,2777 -3,4874 -2,4847 -1,3828 -0,2486 0,8356 1,7463 2,3617 2,6362 2,6278 2,4459 2,1603 1,7634 1,2502 0,7335 0,4118 0,3840 0,5360 0,6506 0,6037 0,4185 0,1709 -0,0845 -0,2934 -0,3942 -0,3791 -0,3028 -0,2035 -0,0606 0,1542 0,4198 0,6681 0,8099 0,7426 0,3578 -0,4268 -1,6100 -3,0511 -4,4808 -5,6055 -6,2454 -6,3956 -6,1590 -5,6422 -4,9100 -3,9850 -2,8914 -1,7359 -0,7157 -0,0115 0,3230 0,3767 0,2969 0,1687 -0,0217 -0,3030 -0,6259 -0,8913 -1,0644 -1,2275 -1,5095 -1,9492 -2,4075 -2,6531 -2,5695 -2,2581 -1,9578 -1,8968 -2,1791 -2,7312 -3,3222 -3,6747 -3,6160 -3,1262 -2,2551 -1,0761 0,2736 1,5825 2,6113 3,1791 3,2751 3,0984 2,9554 3,0913 3,5701 4,2212 4,6836 4,5776 3,7118 2,1749 0,2860 -1,4987 -2,6889 -2,9194 -2,1130 -0,4973 1,5298 3,5423 5,1881 6,2685 6,7476 6,6821 6,1570 5,2697 4,1476 2,9795 2,0213 1,5284 1,6364 2,2779 3,2124 4,1433 4,8305 5,1499 5,1018 4,7683 4,2479 3,6118 2,9094 2,1992 1,5523 1,0147 0,5506 0,0330 -0,6547 -1,4871 -2,2895 -2,8559 -3,0699 -2,9411 -2,5342 -1,8600 -0,8768 0,3846 1,7314 2,8700 3,5597 3,7310 3,5050 3,1256 2,8743 2,9865 3,5270 4,3008 4,9578 5,2271 5,0489 4,5444 3,9295 3,4481 3,3169 3,6427 4,3418 5,1722 5,8928 6,4014 6,7361 6,9707 7,1021 7,0275 6,6414 5,9688 5,1881 4,5050 4,0181 3,7141 3,5713 3,6314 3,9389 4,4419 4,9826 5,3631 5,4290 5,1611 4,7153 4,3324 4,1639 4,1719 4,1845 4,0514 3,7724 3,5001 3,4200 3,6090 3,9900 4,4116 4,7449 4,9155 4,9146 4,8029 4,6779 4,5982 4,5178 4,3128 3,8967 3,3014 2,6274 1,9253 1,1674 0,3360 -0,4974 -1,2018 -1,6798 -1,8923 -1,8098 -1,4322 -0,8765 -0,3698 -0,1037 -0,1078 -0,2904 -0,5699 -0,9202 -1,3323 -1,7889 -2,2577 -2,7029 -3,1247 -3,5646 -4,0419 -4,5046 -4,8534 -4,9799 -4,7790 -4,1858 -3,2318 -2,0645 -0,9207 -0,0489 0,4161 0,5350 0,5124 0,5339 0,6241 0,6348 0,3540 -0,3583 -1,5008 -2,9386 -4,4464 -5,7710 -6,7075 -7,1552 -7,1376 -6,7860 -6,2802 -5,7541 -5,2299 -4,6385 -3,9191 -3,1163 -2,3864 -1,8933 -1,6979 -1,7701 -2,0661 -2,5316 -3,0354 -3,3541 -3,2500 -2,5772 -1,3672 0,1457 1,6168 2,7446 3,3399 3,3110 2,6755 1,5682 0,1591 -1,4489 -3,2113 -5,0374 -6,7136 -7,9443 -8,4844 -8,2545 -7,3735 -6,0981 -4,7108 -3,4617 -2,5824 -2,2540 -2,4987 -3,1235 -3,8333 -4,4312 -4,9032 -5,3356 -5,8219 -6,4391 -7,2081 -8,0369 -8,7426 -9,1610 -9,2302 -8,9561 -8,3289 -7,3338 -6,0450 -4,6608 -3,4267 -2,5474 -2,1572 -2,3025 -2,9253 -3,8839 -4,9994 -6,1036 -7,0834 -7,8797 -8,4606 -8,8359 -9,0594 -9,1543 -9,0725 -8,7663 -8,2571 -7,6348 -7,0347 -6,5977 -6,4146 -6,5207 -6,9511 -7,7856 -9,0987 -10,8239 -12,6777 -14,2610 -15,2415 -15,4553 -14,9070 -13,7245 -12,0977 -10,2388 -8,3806 -6,7654 -5,5700 -4,8231 -4,4299 -4,3010 -4,4362 -4,8726 -5,6084 -6,6288 -7,9371 -9,4822 -11,0706 -12,3943 -13,1759 -13,3188 -12,9283 -12,1984 -11,3010 -10,3598 -9,4667 -8,6810 -8,0073 -7,3923 -6,7757 -6,1615 -5,6435 -5,3638 -5,4303 -5,8434 -6,4805 -7,1507 -7,6874 -8,0337 -8,2714 -8,5543 -8,9844 -9,5418 -10,1117 -10,5577 -10,8063 -10,8982 -10,9199 -10,8696 -10,6158 -9,9660 -8,7543 -6,9338 -4,6783 -2,3830 -0,5121 0,5712 0,7049 -0,0046 -1,2035 -2,4529 -3,4165 -3,9585 -4,1527 -4,2203 -4,3914 -4,7515 -5,1762 -5,4005 -5,1928 -4,5197 -3,5708 -2,6310 -1,9285 -1,5597 -1,4613 -1,4581 -1,4259 -1,4156 -1,5700 -1,9362 -2,3970 -2,7893 -3,0710 -3,3505 -3,7542 -4,3086 -4,9395 -5,5044 -5,8049 -5,6340 -4,8674 -3,5447 -1,8891 -0,2513 1,0021 1,6098 1,5124 0,8746 0,0016 -0,7927 -1,2800 -1,3657 -1,0927 -0,6016 -0,1067 0,1172 -0,1682 -1,0020 -2,1648 -3,3163 -4,2149 -4,8178 -5,2018 -5,4085 -5,3558 -4,8687 -3,7904 -2,1148 -0,0572 2,0160 3,7334 4,8196 5,1555 4,8324 4,1366 3,4080 2,8695 2,5696 2,4259 2,2778 1,9400 1,3088 0,4652 -0,3506 -0,9102 -1,1604 -1,2144 -1,2089 -1,1969 -1,1675 -1,1315 -1,1591 -1,3403 -1,7152 -2,2395 -2,8201 -3,3696 -3,8330 -4,2197 -4,6246 -5,1718 -5,9250 -6,8603 -7,9178 -9,0633 -10,2766 -11,4764 -12,5005 -13,1777 -13,4061 -13,1685 -12,5178 -11,5825 -10,5714 -9,7190 -9,1790 -8,9328
Fz    -5,0022 -4,9716 -4,8587 -4,6434 -4,3185 -3,8935 -3,4024 -2,8963 -2,4178 -1,9861 -1,6037 -1,2681 -0,9747 -0,7172 -0,4873 -0,2679 -0,0280 0,2657 0,6349 1,0840 1,5991 2,1542 2,7211 3,2657 3,7385 4,0855 4,2731 4,2945 4,1600 3,8952 3,5343 3,1057 2,6220 2,0860 1,5046 0,8926 0,2681 -0,3403 -0,8801 -1,2880 -1,5158 -1,5400 -1,3633 -1,0227 -0,5896 -0,1479 0,2340 0,5186 0,6975 0,7902 0,8290 0,8238 0,7485 0,5738 0,3043 -0,0195 -0,3494 -0,6570 -0,9391 -1,1970 -1,4164 -1,5721 -1,6405 -1,6015 -1,4441 -1,1847 -0,8658 -0,5276 -0,1942 0,1141 0,3817 0,6095 0,8093 0,9811 1,1030 1,1452 1,0863 0,9224 0,6702 0,3652 0,0521 -0,2243 -0,4332 -0,5674 -0,6343 -0,6442 -0,6068 -0,5342 -0,4358 -0,3088 -0,1446 0,0481 0,2355 0,3766 0,4383 0,3949 0,2366 -0,0114 -0,2923 -0,5444 -0,7100 -0,7292 -0,5606 -0,2198 0,2152 0,6380 0,9548 1,1128 1,1071 0,9627 0,7114 0,3850 0,0171 -0,3609 -0,7312 -1,0871 -1,4138 -1,6805 -1,8524 -1,9033 -1,8175 -1,5876 -1,2315 -0,8142 -0,4295 -0,1436 0,0327 0,1193 0,1412 0,1297 0,1157 0,1084 0,0902 0,0337 -0,0856 -0,2895 -0,5923 -0,9869 -1,4389 -1,8927 -2,2843 -2,5661 -2,7293 -2,8049 -2,8436 -2,8985 -3,0066 -3,1696 -3,3545 -3,5139 -3,6022 -3,5873 -3,4592 -3,2250 -2,8977 -2,4973 -2,0617 -1,6362 -1,2422 -0,8659 -0,4874 -0,1097 0,2440 0,5565 0,8358 1,1050 1,3747 1,6350 1,8763 2,1079 2,3498 2,6139 2,8954 3,1730 3,4107 3,5755 3,6673 3,7198 3,7679 3,8247 3,8837 3,9321 3,9628 3,9831 4,0181 4,0981 4,2371 4,4169 4,5931 4,7193 4,7723 4,7646 4,7386 4,7417 4,7942 4,8729 4,9262 4,9115 4,8206 4,6770 4,5193 4,3857 4,3017 4,2687 4,2595 4,2276 4,1363 3,9945 3,8552 3,7668 3,7245 3,6738 3,5533 3,3295 2,9971 2,5681 2,0685 1,5323 0,9921 0,4723 -0,0076 -0,4242 -0,7511 -0,9742 -1,1116 -1,2207 -1,3644 -1,5558 -1,7474 -1,8755 -1,9043 -1,8381 -1,7088 -1,5551 -1,4109 -1,3100 -1,2824 -1,3366 -1,4522 -1,5849 -1,6751 -1,6645 -1,5130 -1,2081 -0,7767 -0,2890 0,1770 0,5794 0,9179 1,2144 1,4909 1,7580 2,0208 2,2855 2,5537 2,8163 3,0565 3,2556 3,3972 3,4701 3,4662 3,3836 3,2368 3,0643 2,9227 2,8724 2,9545 3,1684 3,4733 3,8156 4,1439 4,3999 4,5230 4,4808 4,2962 4,0441 3,8185 3,6957 3,7110 3,8521 4,0694 4,3028 4,5128 4,6965 4,8800 5,0967 5,3636 5,6624 5,9415 6,1479 6,2698 6,3423 6,4072 6,4686 6,4877 6,4202 6,2610 6,0479 5,8206 5,5908 5,3554 5,1228 4,9209 4,7892 4,7575 4,8256 4,9679 5,1509 5,3386 5,4955 5,6042 5,6722 5,7128 5,7208 5,6740 5,5500 5,3489 5,1200 4,9534 4,9224 5,0295 5,2098 5,3890 5,5319 5,6479 5,7691 5,9227 6,1188 6,3607 6,6458 6,9511 7,2347 7,4569 7,5935 7,6332 7,5774 7,4385 7,2326 6,9751 6,6825 6,3734 6,0716 5,8129 5,6348 5,5442 5,5052 5,4683 5,4050 5,3146 5,2221 5,1764 5,2343 5,4355 5,7868 6,2614 6,8103 7,3668 7,8486 8,1804 8,3338 8,3406 8,2662 8,1743 8,1077 8,0769 8,0581 8,0077 7,8820 7,6555 7,3404 6,9886 6,6661 6,4216 6,2766 6,2344 6,2877 6,4142 6,5725 6,7153 6,8073 6,8379 6,8232 6,7914 6,7615 6,7361 6,7131 6,7042 6,7311 6,7944 6,8574 6,8734 6,8152 6,6757 6,4614 6,1908 5,8899 5,5911 5,3315 5,1377 5,0120 4,9399 4,9053 4,8926 4,8811 4,8422 4,7412 4,5508 4,2749 3,9576 3,6644 3,4506 3,3436 3,3440 3,4320 3,5711 3,7213 3,8540 3,9490 3,9838 3,9442 3,8426 3,7074 3,5598 3,4146 3,2883 3,1857 3,0830 2,9399 2,7392 2,5153 2,3382 2,2604 2,2844 2,3719 2,4778 2,5799 2,6804 2,7812 2,8633 2,8935 2,8435 2,6986 2,4542 2,1146 1,7029 1,2646 0,8484 0,4906 0,2214 0,0657 0,0260 0,0805 0,2050 0,3871 0,6166 0,8729 1,1327 1,3825 1,6135 1,8060 1,9288 1,9551 1,8802 1,7289 1,5416 1,3529 1,1813 1,0254 0,8681 0,6900 0,4836 0,2608 0,0548 -0,0857 -0,1229 -0,0562 0,0854 0,2712 0,4804 0,7030 0,9443 1,2212 1,5482 1,9245 2,3225 2,6828 2,9347 3,0339 2,9740 2,7780 2,4980 2,2084 1,9799 1,8583 1,8597 1,9685 2,1411 2,3245 2,4762 2,5730 2,6144 2,6210 2,6235 2,6410 2,6654 2,6694 2,6312 2,5494 2,4330 2,2806 2,0805 1,8386 1,5924 1,3929 1,2766 1,2493 1,2882 1,3607 1,4422 1,5203 1,5976 1,6921 1,8261 2,0076 2,2240 2,4529 2,6673 2,8284 2,8881 2,8164 2,6231 2,3479 2,0374 1,7374 1,4864 1,3058 1,1989 1,1533 1,1356 1,1002 1,0191 0,9050 0,7992 0,7392 0,7410 0,8006 0,9062 1,0580 1,2794 1,6095 2,0752 2,6608 3,3084 3,9489 4,5231 4,9849 5,3033 5,4658 5,4757 5,3450 5,0911 4,7345 4,2977 3,8092 3,3119 2,8635 2,5231 2,3211 2,2316 2,1796 2,0826 1,8936 1,6233 1,3249 1,0554 0,8420 0,6757 0,5247 0,3531 0,1396 -0,1100 -0,3676 -0,6069 -0,8291 -1,0644 -1,3486 -1,7027 -2,1348 -2,6498 -3,2479 -3,9194 -4,6360 -5,3425 -5,9682 -6,4560 -6,7788 -6,9390 -6,9645 -6,8999 -6,7889
F3    -4,3450 -4,3149 -4,2199 -4,0328 -3,7422 -3,3617 -2,9337 -2,5151 -2,1450 -1,8304 -1,5555 -1,2989 -1,0402 -0,7583 -0,4375 -0,0791 0,2987 0,6783 1,0610 1,4650 1,9074 2,3905 2,8959 3,3890 3,8226 4,1427 4,3066 4,2964 4,1244 3,8317 3,4672 3,0547 2,5789 2,0037 1,3117 0,5252 -0,3058 -1,1127 -1,8054 -2,2951 -2,5330 -2,5135 -2,2512 -1,7791 -1,1600 -0,4791 0,1783 0,7336 1,1130 1,2688 1,2008 0,9400 0,5225 -0,0129 -0,6155 -1,2232 -1,7745 -2,2215 -2,5376 -2,7142 -2,7511 -2,6607 -2,4740 -2,2254 -1,9309 -1,5906 -1,2050 -0,7873 -0,3746 -0,0253 0,2140 0,3425 0,4058 0,4651 0,5536 0,6524 0,7044 0,6515 0,4617 0,1335 -0,2980 -0,7520 -1,1266 -1,3532 -1,4248 -1,3858 -1,3036 -1,2309 -1,1757 -1,1022 -0,9684 -0,7677 -0,5322 -0,3035 -0,1115 0,0224 0,0829 0,0629 -0,0392 -0,2156 -0,4345 -0,6377 -0,7676 -0,7991 -0,7500 -0,6633 -0,5799 -0,5226 -0,5084 -0,5590 -0,6751 -0,8143 -0,9205 -0,9706 -0,9882 -1,0119 -1,0606 -1,1250 -1,1790 -1,1973 -1,1721 -1,1134 -1,0355 -0,9429 -0,8279 -0,6746 -0,4734 -0,2406 -0,0165 0,1582 0,2594 0,2701 0,1687 -0,0594 -0,4029 -0,8249 -1,2718 -1,6790 -1,9837 -2,1404 -2,1325 -1,9832 -1,7595 -1,5602 -1,4881 -1,6204 -1,9792 -2,5120 -3,1000 -3,5959 -3,8653 -3,8247 -3,4654 -2,8537 -2,1070 -1,3641 -0,7516 -0,3455 -0,1499 -0,1163 -0,1757 -0,2573 -0,3032 -0,2780 -0,1590 0,0707 0,4095 0,8231 1,2605 1,6907 2,1110 2,5137 2,8696 3,1557 3,3775 3,5546 3,7023 3,8258 3,9157 3,9550 3,9300 3,8336 3,6748 3,4887 3,3275 3,2390 3,2577 3,4085 3,7025 4,1234 4,6212 5,1237 5,5572 5,8621 5,9958 5,9353 5,6846 5,2733 4,7473 4,1736 3,6468 3,2612 3,0678 3,0640 3,2102 3,4433 3,6897 3,8909 4,0200 4,0746 4,0564 3,9616 3,7987 3,6075 3,4384 3,3049 3,1598 2,9238 2,5433 2,0262 1,4323 0,8367 0,2935 -0,1661 -0,5137 -0,7307 -0,8207 -0,7970 -0,6711 -0,4641 -0,2116 0,0382 0,2207 0,2666 0,1378 -0,1509 -0,5395 -0,9380 -1,2439 -1,3695 -1,2680 -0,9503 -0,4805 0,0556 0,5755 1,0098 1,3189 1,5053 1,6087 1,6962 1,8467 2,1250 2,5569 3,1094 3,6869 4,1691 4,4782 4,6106 4,6091 4,5203 4,3757 4,2047 4,0595 4,0100 4,1005 4,3150 4,5831 4,8113 4,9323 4,9352 4,8420 4,6629 4,4057 4,1130 3,8595 3,7126 3,7085 3,8523 4,1232 4,4807 4,8753 5,2584 5,5926 5,8630 6,0761 6,2431 6,3620 6,4142 6,3783 6,2565 6,0902 5,9395 5,8404 5,7784 5,7047 5,5837 5,4266 5,2768 5,1710 5,1115 5,0651 4,9929 4,8977 4,8399 4,8839 5,0304 5,2131 5,3478 5,3726 5,2576 5,0082 4,6623 4,2655 3,8484 3,4277 3,0200 2,6573 2,3977 2,3119 2,4416 2,7614 3,1879 3,6333 4,0507 4,4323 4,7847 5,1146 5,4253 5,7142 5,9607 6,1214 6,1447 6,0027 5,7210 5,3763 5,0652 4,8648 4,8019 4,8464 4,9365 5,0151 5,0522 5,0519 5,0421 5,0480 5,0725 5,1004 5,1101 5,0855 5,0320 4,9852 5,0031 5,1414 5,4290 5,8574 6,3850 6,9432 7,4440 7,7990 7,9452 7,8614 7,5796 7,1927 6,8308 6,5981 6,5250 6,5761 6,6835 6,7767 6,8140 6,8012 6,7757 6,7750 6,8140 6,8864 6,9819 7,0877 7,1751 7,2075 7,1696 7,0853 7,0036 6,9641 6,9692 6,9811 6,9434 6,8165 6,6009 6,3246 6,0174 5,7137 5,4671 5,3369 5,3567 5,5144 5,7528 5,9965 6,1843 6,2775 6,2514 6,0954 5,8252 5,4874 5,1526 4,8917 4,7448 4,7088 4,7596 4,8721 5,0124 5,1320 5,1865 5,1580 5,0608 4,9303 4,8044 4,7127 4,6672 4,6537 4,6368 4,5798 4,4569 4,2550 3,9723 3,6223 3,2464 2,9208 2,7282 2,7113 2,8571 3,1168 3,4230 3,6979 3,8681 3,8851 3,7486 3,5157 3,2754 3,0975 3,0059 2,9832 2,9786 2,9180 2,7328 2,4030 1,9752 1,5329 1,1598 0,9314 0,9019 1,0648 1,3390 1,6148 1,8184 1,9356 1,9904 2,0131 2,0260 2,0428 2,0693 2,1000 2,1106 2,0601 1,9108 1,6546 1,3269 0,9860 0,6681 0,3711 0,0857 -0,1679 -0,3379 -0,3658 -0,2178 0,0976 0,5290 0,9957 1,4170 1,7451 1,9795 2,1555 2,3048 2,4226 2,4733 2,4178 2,2326 1,9268 1,5507 1,1709 0,8370 0,5813 0,4469 0,4996 0,7994 1,3437 2,0363 2,7240 3,2760 3,6285 3,7692 3,7084 3,4637 3,0636 2,5662 2,0568 1,6087 1,2510 0,9686 0,7170 0,4471 0,1382 -0,1778 -0,4190 -0,4831 -0,2905 0,1704 0,8247 1,5397 2,1772 2,6393 2,8977 2,9849 2,9488 2,8202 2,6187 2,3757 2,1487 1,9963 1,9289 1,8953 1,8201 1,6467 1,3592 0,9869 0,5871 0,2262 -0,0227 -0,0954 0,0178 0,2512 0,5070 0,7111 0,8361 0,9022 0,9606 1,0515 1,1719 1,2975 1,4251 1,5754 1,7662 1,9950 2,2492 2,5288 2,8490 3,2150 3,5900 3,8971 4,0633 4,0563 3,8808 3,5608 3,1368 2,6765 2,2750 2,0214 1,9521 2,0258 2,1497 2,2384 2,2414 2,1229 1,8510 1,4178 0,8634 0,2708 -0,2741 -0,7332 -1,1227 -1,4684 -1,7627 -1,9765 -2,0978 -2,1437 -2,1438 -2,1348 -2,1697 -2,3194 -2,6445 -3,1571 -3,8224 -4,6005 -5,4698 -6,4099 -7,3671 -8,2385 -8,8986 -9,2622 -9,3335 -9,1953
F7    -2,1411 -1,9912 -1,8715 -1,8227 -1,8464 -1,9031 -1,9398 -1,9168 -1,8124 -1,6258 -1,3846 -1,1375 -0,9250 -0,7603 -0,6345 -0,5221 -0,3734 -0,1231 0,2756 0,8147 1,4288 2,0308 2,5552 2,9712 3,2595 3,3935 3,3536 3,1477 2,8125 2,4048 1,9874 1,6144 1,3220 1,1252 1,0115 0,9328 0,8129 0,5819 0,2132 -0,2697 -0,8083 -1,3163 -1,6964 -1,8804 -1,8591 -1,6732 -1,3879 -1,0729 -0,7877 -0,5659 -0,4168 -0,3450 -0,3640 -0,4871 -0,7100 -1,0049 -1,3319 -1,6573 -1,9652 -2,2530 -2,5143 -2,7326 -2,8855 -2,9454 -2,8843 -2,6932 -2,3871 -1,9951 -1,5600 -1,1416 -0,7933 -0,5370 -0,3718 -0,3002 -0,3349 -0,4742 -0,6814 -0,8952 -1,0649 -1,1811 -1,2728 -1,3841 -1,5568 -1,8160 -2,1505 -2,5075 -2,8152 -3,0179 -3,0899 -3,0279 -2,8468 -2,5857 -2,3020 -2,0481 -1,8602 -1,7606 -1,7496 -1,7897 -1,8193 -1,7880 -1,6665 -1,4335 -1,0832 -0,6533 -0,2207 0,1375 0,3822 0,5140 0,5446 0,4722 0,2914 0,0207 -0,2891 -0,5790 -0,8166 -1,0043 -1,1567 -1,2836 -1,3980 -1,5280 -1,7058 -1,9448 -2,2339 -2,5516 -2,8702 -3,1438 -3,3161 -3,3552 -3,2710 -3,0923 -2,8443 -2,5494 -2,2390 -1,9567 -1,7489 -1,6441 -1,6342 -1,6808 -1,7490 -1,8345 -1,9558 -2,1270 -2,3390 -2,5550 -2,7145 -2,7479 -2,5991 -2,2483 -1,7344 -1,1561 -0,6334 -0,2570 -0,0564 0,0032 -0,0020 0,0041 0,0591 0,1598 0,2989 0,4876 0,7313 0,9968 1,2203 1,3499 1,3826 1,3596 1,3294 1,3238 1,3603 1,4494 1,5928 1,7783 1,9826 2,1762 2,3304 2,4328 2,5033 2,5835 2,7081 2,8866 3,1016 3,3219 3,5288 3,7291 3,9398 4,1614 4,3690 4,5168 4,5487 4,4239 4,1451 3,7624 3,3506 2,9863 2,7333 2,6250 2,6517 2,7719 2,9369 3,1065 3,2497 3,3404 3,3570 3,2909 3,1524 2,9710 2,7915 2,6704 2,6569 2,7642 2,9569 3,1702 3,3420 3,4329 3,4260 3,3208 3,1285 2,8679 2,5657 2,2601 1,9959 1,8068 1,6973 1,6437 1,6046 1,5280 1,3651 1,0957 0,7390 0,3410 -0,0446 -0,3644 -0,5691 -0,6220 -0,5127 -0,2639 0,0807 0,4744 0,8746 1,2486 1,5826 1,8829 2,1701 2,4705 2,7931 3,1107 3,3825 3,5968 3,7799 3,9713 4,1939 4,4440 4,6999 4,9345 5,1213 5,2479 5,3355 5,4283 5,5551 5,7022 5,8206 5,8548 5,7739 5,5951 5,3844 5,2275 5,1850 5,2638 5,4254 5,6166 5,7904 5,9087 5,9510 5,9237 5,8541 5,7748 5,7153 5,6960 5,7180 5,7512 5,7393 5,6280 5,4065 5,1265 4,8778 4,7364 4,7251 4,8161 4,9630 5,1314 5,3076 5,4828 5,6287 5,6945 5,6311 5,4296 5,1398 4,8422 4,5956 4,4122 4,2715 4,1413 3,9948 3,8256 3,6468 3,4805 3,3553 3,2973 3,3080 3,3559 3,3969 3,4028 3,3646 3,2746 3,1221 2,9050 2,6461 2,4056 2,2703 2,3081 2,5186 2,8246 3,1111 3,2814 3,2979 3,1938 3,0500 2,9542 2,9713 3,1251 3,3916 3,7120 4,0224 4,2811 4,4725 4,5965 4,6514 4,6252 4,5026 4,2798 3,9775 3,6467 3,3642 3,2055 3,2041 3,3350 3,5428 3,7753 3,9953 4,1794 4,3162 4,3943 4,3978 4,3259 4,2109 4,1098 4,0714 4,1043 4,1765 4,2537 4,3358 4,4517 4,6259 4,8560 5,1149 5,3691 5,5895 5,7446 5,7970 5,7213 5,5241 5,2418 4,9226 4,6142 4,3662 4,2278 4,2195 4,3064 4,4090 4,4474 4,3838 4,2371 4,0574 3,8843 3,7302 3,6011 3,5264 3,5560 3,7095 3,9390 4,1600 4,3043 4,3351 4,2385 4,0263 3,7479 3,4879 3,3329 3,3304 3,4774 3,7384 4,0620 4,3875 4,6595 4,8407 4,9074 4,8417 4,6372 4,3108 3,9051 3,4779 3,0849 2,7722 2,5758 2,5154 2,5867 2,7698 3,0305 3,3122 3,5471 3,6913 3,7371 3,6945 3,5765 3,3981 3,1740 2,9065 2,5837 2,2033 1,8023 1,4503 1,2047 1,0835 1,0728 1,1473 1,2864 1,4861 1,7474 2,0518 2,3598 2,6301 2,8363 2,9682 3,0258 3,0167 2,9552 2,8506 2,6968 2,4853 2,2208 1,9134 1,5662 1,1872 0,8137 0,5189 0,3819 0,4448 0,6944 1,0792 1,5356 1,9970 2,3945 2,6669 2,7814 2,7396 2,5663 2,2990 1,9901 1,7100 1,5368 1,5271 1,6856 1,9569 2,2481 2,4694 2,5657 2,5292 2,3946 2,2200 2,0672 1,9877 2,0093 2,1295 2,3283 2,5903 2,9066 3,2574 3,5969 3,8509 3,9342 3,7952 3,4519 2,9849 2,5014 2,0963 1,8188 1,6641 1,5875 1,5266 1,4257 1,2642 1,0726 0,9215 0,8831 0,9929 1,2370 1,5637 1,9069 2,2075 2,4190 2,5135 2,4990 2,4226 2,3460 2,3157 2,3470 2,4240 2,5142 2,5894 2,6378 2,6699 2,7162 2,8080 2,9545 3,1420 3,3484 3,5491 3,7160 3,8232 3,8612 3,8426 3,7931 3,7360 3,6857 3,6485 3,6299 3,6432 3,6995 3,7817 3,8412 3,8282 3,7179 3,5082 3,2108 2,8590 2,5143 2,2482 2,1157 2,1453 2,3484 2,7251 3,2519 3,8696 4,4903 5,0167 5,3684 5,5093 5,4619 5,2912 5,0666 4,8297 4,5847 4,3050 3,9530 3,5160 3,0384 2,6207 2,3722 2,3468 2,5202 2,8167 3,1431 3,4073 3,5388 3,5058 3,3133 2,9927 2,5915 2,1592 1,7400 1,3727 1,0810 0,8523 0,6351 0,3666 0,0094 -0,4402 -0,9696 -1,5639 -2,2046 -2,8659 -3,5046 -4,0489 -4,4145 -4,5521 -4,4806 -4,2739 -4,0244 -3,8133 -3,6939
