Fp1   -3,3101 -2,9845 -2,6948 -2,4425 -2,2239 -2,0412 -1,8999 -1,8074 -1,7707 -1,7818 -1,8065 -1,7979 -1,7253 -1,5923 -1,4271 -1,2635 -1,1315 -1,0549 -1,0409 -1,0727 -1,1174 -1,1403 -1,1116 -1,0110 -0,8366 -0,6103 -0,3660 -0,1256 0,1153 0,3770 0,6763 1,0186 1,4024 1,8198 2,2541 2,6794 3,0606 3,3556 3,5265 3,5490 3,4200 3,1590 2,8021 2,3930 1,9771 1,5963 1,2841 1,0557 0,8977 0,7687 0,6181 0,4101 0,1419 -0,1550 -0,4343 -0,6604 -0,8142 -0,8868 -0,8762 -0,7911 -0,6531 -0,4892 -0,3175 -0,1438 0,0311 0,2097 0,3998 0,6094 0,8370 1,0732 1,3122 1,5536 1,7866 1,9850 2,1257 2,2066 2,2456 2,2632 2,2664 2,2450 2,1817 2,0688 1,9157 1,7379 1,5391 1,3067 1,0277 0,7091 0,3839 0,0984 -0,1103 -0,2312 -0,2802 -0,2901 -0,3065 -0,3842 -0,5716 -0,8932 -1,3426 -1,8845 -2,4657 -3,0381 -3,5752 -4,0734 -4,5434 -4,9964 -5,4311 -5,8344 -6,1909 -6,4847 -6,7034 -6,8471 -6,9287 -6,9641 -6,9647 -6,9303 -6,8462 -6,6925 -6,4595 -6,1449 -5,7399 -5,2294 -4,6101 -3,8972 -3,1228 -2,3347 -1,5883 -0,9270 -0,3766 0,0483 0,3458 0,5359 0,6548 0,7366 0,8085 0,8966 1,0226 1,1887 1,3714 1,5295 1,6143 1,5895 1,4588 1,2730 1,0965 0,9723 0,9173 0,9304 0,9962 1,0923 1,2041 1,3270 1,4553 1,5751 1,6677 1,7182 1,7194 1,6710 1,5794 1,4605 1,3415 1,2581 1,2483 1,3491 1,5875 1,9602 2,4215 2,8987 3,3199 3,6311 3,8024 3,8322 3,7483 3,5992 3,4376 3,3057 3,2290 3,2191 3,2756 3,3848 3,5206 3,6541 3,7605 3,8226 3,8414 3,8443 3,8723 3,9538 4,0900 4,2544 4,4026 4,4893 4,4832 4,3735 4,1686 3,8883 3,5572 3,2007 2,8393 2,4879 2,1563 1,8498 1,5751 1,3462 1,1809 1,0958 1,1003 1,1809 1,2877 1,3492 1,3063 1,1391 0,8735 0,5678 0,2833 0,0606 -0,0802 -0,1318 -0,1082 -0,0528 -0,0224 -0,0615 -0,1938 -0,4248 -0,7414 -1,1105 -1,4922 -1,8647 -2,2364 -2,6250 -3,0247 -3,4004 -3,7049 -3,8945 -3,9398 -3,8384 -3,6163 -3,3116 -2,9585 -2,5825 -2,2029 -1,8376 -1,5029 -1,2049 -0,9428 -0,7261 -0,5825 -0,5484 -0,6516 -0,8944 -1,2443 -1,6429 -2,0247 -2,3385 -2,5644 -2,7132 -2,8056 -2,8525 -2,8516 -2,8019 -2,7210 -2,6468 -2,6161 -2,6363 -2,6733 -2,6651 -2,5534 -2,3145 -1,9691 -1,5707 -1,1836 -0,8655 -0,6561 -0,5707 -0,6013 -0,7218 -0,8899 -1,0534 -1,1662 -1,2013 -1,1520 -1,0353 -0,8939 -0,7834 -0,7405 -0,7634 -0,8262 -0,9109 -1,0230 -1,1810 -1,3950 -1,6499 -1,8989 -2,0766 -2,1379 -2,0899 -1,9770 -1,8403 -1,7002 -1,5681 -1,4553 -1,3679 -1,2985 -1,2337 -1,1672 -1,1032 -1,0451 -0,9887 -0,9262 -0,8516 -0,7652 -0,6757 -0,5908 -0,5081 -0,4205 -0,3278 -0,2419 -0,1798 -0,1463 -0,1238 -0,0814 0,0005 0,1118 0,2149 0,2642 0,2312 0,1176 -0,0531 -0,2499 -0,4392 -0,5918 -0,6957 -0,7638 -0,8259 -0,9090 -1,0212 -1,1506 -1,2692 -1,3427 -1,3506 -1,2964 -1,1974 -1,0716 -0,9319 -0,7837 -0,6301 -0,4829 -0,3709 -0,3403 -0,4346 -0,6622 -0,9819 -1,3170 -1,5802 -1,7029 -1,6589 -1,4699 -1,1887 -0,8723 -0,5572 -0,2522 0,0488 0,3480 0,6361 0,8981 1,1198 1,2909 1,4093 1,4838 1,5281 1,5525 1,5619 1,5623 1,5739 1,6312 1,7645 1,9758 2,2385 2,5190 2,7899 3,0266 3,2075 3,3183 3,3457 3,2759 3,1041 2,8468 2,5537 2,3011 2,1522 2,1229 2,1832 2,2833 2,3790 2,4479 2,4904 2,5228 2,5694 2,6519 2,7729 2,9133 3,0509 3,1740 3,2820 3,3839 3,4943 3,6212 3,7589 3,8998 4,0485 4,2149 4,3927 4,5501 4,6461 4,6547 4,5696 4,3953 4,1418 3,8281 3,4895 3,1729 2,9171 2,7404 2,6522 2,6637 2,7776 2,9672 3,1790 3,3625 3,4981 3,5938 3,6610 3,6984 3,6953 3,6430 3,5412 3,3979 3,2253 3,0372 2,8480 2,6745 2,5325 2,4324 2,3804 2,3819 2,4478 2,5884 2,7978 3,0510 3,3160 3,5635 3,7723 3,9310 4,0393 4,1130 4,1819 4,2709 4,3809 4,4879 4,5623 4,5915 4,5896 4,5905 4,6326 4,7432 4,9200 5,1235 5,2926 5,3767 5,3573 5,2435 5,0485 4,7760 4,4245 3,9913 3,4741 2,8848 2,2637 1,6680 1,1392 0,6812 0,2626 -0,1593 -0,6141 -1,1021 -1,5869 -2,0001 -2,2647 -2,3256 -2,1673 -1,8038 -1,2633 -0,5902 0,1502 0,8781 1,5156 2,0031 2,3088 2,4320 2,4030 2,2824 2,1484 2,0702 2,0859 2,1952 2,3716 2,5873 2,8315 3,1003 3,3875 3,6909 4,0109 4,3343 4,6325 4,8784 5,0571 5,1662 5,2181 5,2399 5,2646 5,3168 5,4013 5,5051 5,6091 5,6957 5,7460 5,7371 5,6430 5,4454 5,1588 4,8336 4,5234 4,2529 4,0170 3,7990 3,5878 3,3862 3,2115 3,0894 3,0371 3,0482 3,0936 3,1422 3,1847 3,2362 3,3182 3,4471 3,6352 3,8831 4,1662 4,4330 4,6209 4,6784 4,5769 4,3095 3,8823 3,3109 2,6254 1,8714 1,1054 0,3858 -0,2361 -0,7194 -1,0370 -1,1887 -1,2050 -1,1310 -1,0055 -0,8559 -0,7045 -0,5740 -0,4896 -0,4691 -0,5102 -0,5912 -0,6844 -0,7669 -0,8231 -0,8421 -0,8111 -0,7177 -0,5626 -0,3708 -0,1853 -0,0434 0,0432 0,0856 0,1010 0,1014 0,0953 0,1011 0,1515 0,2736 0,4719 0,7356 1,0515 1,3970 1,7349 2,0306 2,2716
Fz    -3,9436 -3,8429 -3,8152 -3,8491 -3,9036 -3,9308 -3,8979 -3,7985 -3,6478 -3,4662 -3,2681 -3,0567 -2,8263 -2,5696 -2,2859 -1,9850 -1,6864 -1,4139 -1,1857 -1,0071 -0,8717 -0,7629 -0,6542 -0,5123 -0,3097 -0,0379 0,2898 0,6488 1,0166 1,3813 1,7406 2,0962 2,4504 2,7994 3,1300 3,4248 3,6687 3,8455 3,9318 3,9030 3,7522 3,5013 3,1972 2,8982 2,6580 2,5072 2,4427 2,4318 2,4278 2,3856 2,2737 2,0786 1,8018 1,4561 1,0639 0,6552 0,2668 -0,0565 -0,2685 -0,3368 -0,2572 -0,0513 0,2479 0,6067 0,9889 1,3560 1,6744 1,9238 2,0968 2,1969 2,2402 2,2528 2,2641 2,2978 2,3679 2,4814 2,6433 2,8517 3,0877 3,3121 3,4768 3,5417 3,4876 3,3172 3,0466 2,6960 2,2922 1,8734 1,4866 1,1768 0,9713 0,8646 0,8205 0,7924 0,7438 0,6549 0,5165 0,3214 0,0653 -0,2437 -0,5812 -0,9169 -1,2329 -1,5340 -1,8439 -2,1847 -2,5590 -2,9483 -3,3239 -3,6567 -3,9223 -4,1089 -4,2212 -4,2764 -4,2968 -4,3021 -4,3003 -4,2864 -4,2497 -4,1769 -4,0520 -3,8602 -3,5961 -3,2623 -2,8665 -2,4247 -1,9588 -1,4845 -1,0063 -0,5279 -0,0619 0,3694 0,7445 1,0573 1,3220 1,5634 1,7994 2,0327 2,2522 2,4341 2,5460 2,5615 2,4841 2,3545 2,2298 2,1612 2,1862 2,3279 2,5877 2,9438 3,3606 3,7994 4,2243 4,6042 4,9169 5,1578 5,3407 5,4881 5,6226 5,7663 5,9431 6,1768 6,4859 6,8794 7,3542 7,8924 8,4610 9,0191 9,5279 9,9543 10,2756 10,4866 10,6044 10,6633 10,7026 10,7511 10,8188 10,8967 10,9636 10,9974 10,9850 10,9251 10,8246 10,6938 10,5410 10,3704 10,1832 9,9838 9,7878 9,6205 9,5036 9,4426 9,4242 9,4255 9,4198 9,3757 9,2597 9,0488 8,7407 8,3556 7,9280 7,4925 7,0722 6,6798 6,3258 6,0243 5,7890 5,6182 5,4871 5,3588 5,2047 5,0182 4,8139 4,6128 4,4292 4,2669 4,1213 3,9835 3,8412 3,6799 3,4917 3,2812 3,0572 2,8218 2,5689 2,2930 1,9976 1,6967 1,4058 1,1356 0,8978 0,7131 0,6095 0,6103 0,7199 0,9197 1,1809 1,4828 1,8172 2,1823 2,5751 2,9827 3,3788 3,7308 4,0104 4,1975 4,2803 4,2550 4,1242 3,8995 3,6059 3,2796 2,9577 2,6629 2,3917 2,1234 1,8467 1,5731 1,3253 1,1219 0,9715 0,8715 0,8142 0,7987 0,8374 0,9477 1,1386 1,4036 1,7238 2,0752 2,4374 2,7974 3,1443 3,4620 3,7271 3,9175 4,0253 4,0611 4,0469 4,0047 3,9462 3,8672 3,7514 3,5832 3,3648 3,1215 2,8872 2,6820 2,5040 2,3366 2,1619 1,9740 1,7901 1,6464 1,5725 1,5700 1,6181 1,6932 1,7749 1,8453 1,8920 1,9117 1,9077 1,8810 1,8249 1,7328 1,6139 1,4951 1,4075 1,3719 1,3933 1,4617 1,5582 1,6621 1,7524 1,8115 1,8322 1,8230 1,8069 1,8135 1,8668 1,9732 2,1140 2,2499 2,3420 2,3725 2,3480 2,2873 2,2110 2,1366 2,0776 2,0469 2,0613 2,1363 2,2761 2,4689 2,6929 2,9258 3,1512 3,3582 3,5395 3,6927 3,8181 3,9173 3,9948 4,0537 4,0916 4,0984 4,0602 3,9683 3,8291 3,6613 3,4851 3,3149 3,1576 3,0155 2,8948 2,8099 2,7790 2,8171 2,9334 3,1299 3,4012 3,7337 4,1064 4,4915 4,8601 5,1902 5,4759 5,7284 5,9646 6,1900 6,3927 6,5523 6,6532 6,6895 6,6627 6,5770 6,4407 6,2695 6,0816 5,8909 5,7043 5,5269 5,3698 5,2522 5,1968 5,2228 5,3356 5,5202 5,7401 5,9455 6,0888 6,1425 6,1063 6,0001 5,8529 5,6926 5,5429 5,4246 5,3552 5,3417 5,3784 5,4538 5,5583 5,6873 5,8387 6,0096 6,1926 6,3738 6,5317 6,6383 6,6658 6,5989 6,4443 6,2296 5,9941 5,7751 5,5951 5,4590 5,3592 5,2824 5,2160 5,1559 5,1100 5,0939 5,1183 5,1754 5,2413 5,2945 5,3313 5,3620 5,3944 5,4263 5,4514 5,4674 5,4775 5,4873 5,5013 5,5228 5,5537 5,5945 5,6490 5,7291 5,8531 6,0354 6,2763 6,5594 6,8583 7,1493 7,4166 7,6473 7,8285 7,9557 8,0361 8,0778 8,0772 8,0226 7,9087 7,7526 7,5955 7,4894 7,4759 7,5741 7,7757 8,0433 8,3192 8,5471 8,6952 8,7632 8,7699 8,7343 8,6631 8,5486 8,3745 8,1293 7,8218 7,4810 7,1403 6,8199 6,5185 6,2172 5,8904 5,5211 5,1142 4,6987 4,3177 4,0103 3,7979 3,6817 3,6541 3,7042 3,8104 3,9341 4,0303 4,0623 4,0130 3,8839 3,6934 3,4788 3,2950 3,1992 3,2288 3,3910 3,6704 4,0468 4,5109 5,0578 5,6678 6,3011 6,9083 7,4396 7,8542 8,1350 8,2894 8,3347 8,2901 8,1844 8,0603 7,9636 7,9275 7,9637 8,0659 8,2200 8,4080 8,6076 8,7961 8,9574 9,0881 9,1983 9,3015 9,3998 9,4835 9,5432 9,5763 9,5839 9,5684 9,5357 9,4976 9,4659 9,4456 9,4370 9,4414 9,4640 9,5116 9,5839 9,6661 9,7347 9,7716 9,7685 9,7166 9,5987 9,3931 9,0854 8,6735 8,1645 7,5731 6,9226 6,2419 5,5600 4,9037 4,2948 3,7487 3,2763 2,8829 2,5648 2,3112 2,1066 1,9298 1,7568 1,5708 1,3705 1,1731 1,0116 0,9212 0,9261 1,0362 1,2482 1,5448 1,9006 2,2883 2,6812 3,0528 3,3812 3,6593 3,8964 4,1082 4,3060 4,4914 4,6617 4,8235 5,0003 5,2239 5,5192 5,8981 6,3601 6,8861 7,4366 7,9667 8,4429
F3    -3,5712 -3,4830 -3,4235 -3,3919 -3,3719 -3,3456 -3,2997 -3,2283 -3,1330 -3,0209 -2,8985 -2,7635 -2,6014 -2,3941 -2,1326 -1,8247 -1,4940 -1,1721 -0,8884 -0,6639 -0,5102 -0,4239 -0,3805 -0,3404 -0,2651 -0,1315 0,0670 0,3265 0,6378 0,9882 1,3602 1,7329 2,0867 2,4083 2,6923 2,9411 3,1572 3,3326 3,4425 3,4540 3,3478 3,1369 2,8689 2,6082 2,4101 2,2976 2,2562 2,2453 2,2176 2,1382 1,9939 1,7920 1,5495 1,2819 0,9945 0,6858 0,3628 0,0522 -0,2057 -0,3743 -0,4347 -0,3901 -0,2587 -0,0717 0,1276 0,2960 0,4108 0,4790 0,5285 0,5933 0,7001 0,8575 1,0541 1,2685 1,4831 1,6940 1,9100 2,1400 2,3783 2,6010 2,7733 2,8590 2,8309 2,6775 2,4015 2,0190 1,5638 1,0835 0,6267 0,2326 -0,0729 -0,2813 -0,4017 -0,4549 -0,4645 -0,4537 -0,4484 -0,4770 -0,5642 -0,7218 -0,9421 -1,2059 -1,4997 -1,8299 -2,2172 -2,6720 -3,1768 -3,6930 -4,1818 -4,6152 -4,9759 -5,2569 -5,4618 -5,5987 -5,6740 -5,6871 -5,6297 -5,4916 -5,2675 -4,9586 -4,5702 -4,1136 -3,6074 -3,0723 -2,5246 -1,9786 -1,4491 -0,9495 -0,4908 -0,0858 0,2496 0,4996 0,6537 0,7139 0,7007 0,6516 0,6076 0,5967 0,6304 0,7019 0,7832 0,8361 0,8400 0,8058 0,7621 0,7405 0,7691 0,8624 1,0113 1,1928 1,3878 1,5857 1,7777 1,9521 2,0980 2,2156 2,3185 2,4254 2,5494 2,6945 2,8637 3,0674 3,3233 3,6483 4,0512 4,5248 5,0417 5,5591 6,0288 6,4076 6,6680 6,8030 6,8268 6,7714 6,6763 6,5762 6,4956 6,4455 6,4195 6,3981 6,3613 6,2989 6,2125 6,1115 6,0056 5,8996 5,7914 5,6764 5,5546 5,4300 5,3072 5,1927 5,0953 5,0234 4,9781 4,9465 4,9036 4,8216 4,6808 4,4728 4,1961 3,8494 3,4354 2,9758 2,5137 2,1008 1,7798 1,5671 1,4432 1,3632 1,2812 1,1714 1,0351 0,8920 0,7643 0,6637 0,5900 0,5329 0,4744 0,3957 0,2874 0,1533 0,0013 -0,1656 -0,3472 -0,5403 -0,7382 -0,9375 -1,1432 -1,3600 -1,5815 -1,7895 -1,9619 -2,0775 -2,1227 -2,0964 -2,0054 -1,8562 -1,6560 -1,4144 -1,1414 -0,8485 -0,5526 -0,2733 -0,0288 0,1636 0,2881 0,3333 0,2940 0,1708 -0,0258 -0,2717 -0,5330 -0,7801 -1,0008 -1,1983 -1,3782 -1,5424 -1,6925 -1,8319 -1,9630 -2,0864 -2,1967 -2,2752 -2,2902 -2,2097 -2,0152 -1,7090 -1,3158 -0,8765 -0,4319 -0,0099 0,3730 0,7036 0,9670 1,1501 1,2457 1,2565 1,1981 1,0997 0,9966 0,9148 0,8564 0,8031 0,7352 0,6457 0,5374 0,4103 0,2554 0,0629 -0,1632 -0,4008 -0,6118 -0,7524 -0,7954 -0,7498 -0,6529 -0,5451 -0,4542 -0,3965 -0,3780 -0,3943 -0,4347 -0,4898 -0,5593 -0,6469 -0,7479 -0,8462 -0,9258 -0,9794 -1,0077 -1,0152 -1,0036 -0,9719 -0,9228 -0,8681 -0,8219 -0,7889 -0,7587 -0,7121 -0,6331 -0,5232 -0,4053 -0,3111 -0,2598 -0,2478 -0,2568 -0,2674 -0,2656 -0,2447 -0,2078 -0,1644 -0,1182 -0,0659 -0,0081 0,0428 0,0690 0,0641 0,0401 0,0178 0,0103 0,0185 0,0389 0,0700 0,1116 0,1608 0,2097 0,2459 0,2568 0,2387 0,2014 0,1557 0,1014 0,0313 -0,0619 -0,1845 -0,3355 -0,5001 -0,6507 -0,7520 -0,7664 -0,6626 -0,4279 -0,0731 0,3686 0,8485 1,3161 1,7393 2,1134 2,4531 2,7738 3,0746 3,3338 3,5246 3,6356 3,6758 3,6628 3,6127 3,5407 3,4608 3,3803 3,3010 3,2258 3,1609 3,1136 3,0903 3,0976 3,1431 3,2351 3,3777 3,5642 3,7731 3,9736 4,1353 4,2382 4,2755 4,2524 4,1810 4,0792 3,9736 3,8940 3,8611 3,8782 3,9343 4,0147 4,1113 4,2265 4,3664 4,5324 4,7165 4,9014 5,0599 5,1566 5,1570 5,0453 4,8346 4,5624 4,2738 4,0027 3,7655 3,5699 3,4229 3,3310 3,3007 3,3414 3,4637 3,6678 3,9330 4,2197 4,4820 4,6845 4,8105 4,8554 4,8195 4,7122 4,5598 4,4030 4,2819 4,2161 4,1977 4,1992 4,1885 4,1476 4,0866 4,0371 4,0342 4,0993 4,2317 4,4127 4,6185 4,8286 5,0221 5,1747 5,2696 5,3104 5,3142 5,2956 5,2623 5,2250 5,2054 5,2331 5,3313 5,5010 5,7232 5,9713 6,2160 6,4249 6,5709 6,6424 6,6409 6,5696 6,4249 6,2010 5,8998 5,5325 5,1162 4,6751 4,2404 3,8423 3,4983 3,2063 2,9435 2,6733 2,3621 1,9993 1,6059 1,2251 0,9027 0,6714 0,5436 0,5196 0,5965 0,7639 0,9924 1,2345 1,4398 1,5722 1,6179 1,5858 1,5073 1,4303 1,4053 1,4673 1,6279 1,8802 2,2100 2,6062 3,0596 3,5545 4,0686 4,5802 5,0671 5,5045 5,8711 6,1545 6,3488 6,4539 6,4789 6,4448 6,3818 6,3209 6,2820 6,2695 6,2783 6,2984 6,3137 6,3030 6,2504 6,1588 6,0554 5,9775 5,9452 5,9512 5,9707 5,9742 5,9369 5,8494 5,7266 5,6048 5,5215 5,4916 5,5043 5,5388 5,5816 5,6306 5,6883 5,7509 5,8058 5,8369 5,8289 5,7678 5,6423 5,4482 5,1909 4,8780 4,5097 4,0798 3,5875 3,0425 2,4613 1,8627 1,2677 0,7023 0,1985 -0,2128 -0,5133 -0,7028 -0,7974 -0,8282 -0,8352 -0,8530 -0,8989 -0,9702 -1,0476 -1,1013 -1,0959 -0,9974 -0,7888 -0,4797 -0,1009 0,3084 0,7066 1,0526 1,3141 1,4793 1,5608 1,5861 1,5834 1,5735 1,5742 1,6112 1,7183 1,9231 2,2342 2,6462 3,1499 3,7284 4,3435 4,9381 5,4570
F7    -2,6556 -2,6217 -2,5906 -2,5588 -2,5257 -2,4976 -2,4771 -2,4522 -2,4045 -2,3237 -2,2127 -2,0849 -1,9586 -1,8465 -1,7459 -1,6426 -1,5261 -1,3991 -1,2705 -1,1432 -1,0124 -0,8718 -0,7198 -0,5571 -0,3817 -0,1873 0,0321 0,2762 0,5353 0,7951 1,0451 1,2849 1,5256 1,7821 2,0636 2,3687 2,6826 2,9751 3,2033 3,3221 3,3026 3,1468 2,8890 2,5821 2,2748 1,9952 1,7477 1,5185 1,2852 1,0342 0,7755 0,5335 0,3261 0,1531 -0,0003 -0,1525 -0,3088 -0,4534 -0,5597 -0,6057 -0,5824 -0,4950 -0,3615 -0,2125 -0,0872 -0,0171 -0,0067 -0,0310 -0,0496 -0,0233 0,0742 0,2475 0,4758 0,7224 0,9543 1,1562 1,3316 1,4939 1,6527 1,8051 1,9359 2,0227 2,0433 1,9791 1,8153 1,5454 1,1810 0,7562 0,3190 -0,0824 -0,4105 -0,6483 -0,8036 -0,8990 -0,9563 -0,9924 -1,0239 -1,0684 -1,1427 -1,2617 -1,4356 -1,6673 -1,9497 -2,2689 -2,6101 -2,9564 -3,2818 -3,5560 -3,7585 -3,8896 -3,9684 -4,0236 -4,0794 -4,1442 -4,2128 -4,2741 -4,3127 -4,3110 -4,2498 -4,1082 -3,8713 -3,5457 -3,1625 -2,7598 -2,3660 -1,9949 -1,6467 -1,3109 -0,9746 -0,6316 -0,2831 0,0657 0,4029 0,7060 0,9480 1,1085 1,1844 1,1939 1,1713 1,1473 1,1278 1,0958 1,0336 0,9393 0,8250 0,7131 0,6324 0,6044 0,6263 0,6759 0,7323 0,7885 0,8468 0,9059 0,9583 0,9976 1,0222 1,0312 1,0233 1,0022 0,9802 0,9760 1,0085 1,0935 1,2439 1,4643 1,7428 2,0451 2,3217 2,5268 2,6393 2,6661 2,6279 2,5451 2,4341 2,3100 2,1901 2,0886 2,0024 1,9117 1,8001 1,6707 1,5419 1,4343 1,3576 1,3049 1,2577 1,2005 1,1313 1,0563 0,9775 0,8929 0,8039 0,7182 0,6467 0,5997 0,5811 0,5806 0,5751 0,5401 0,4599 0,3288 0,1493 -0,0657 -0,2927 -0,5043 -0,6758 -0,7970 -0,8865 -0,9824 -1,1137 -1,2817 -1,4658 -1,6395 -1,7869 -1,9082 -2,0112 -2,0980 -2,1640 -2,2076 -2,2364 -2,2651 -2,3074 -2,3710 -2,4607 -2,5822 -2,7401 -2,9375 -3,1788 -3,4626 -3,7738 -4,0882 -4,3822 -4,6349 -4,8288 -4,9508 -4,9932 -4,9550 -4,8498 -4,7074 -4,5610 -4,4321 -4,3240 -4,2272 -4,1341 -4,0503 -3,9937 -3,9830 -4,0276 -4,1250 -4,2614 -4,4132 -4,5520 -4,6572 -4,7267 -4,7720 -4,8002 -4,8073 -4,7941 -4,7780 -4,7839 -4,8278 -4,9089 -5,0066 -5,0861 -5,1132 -5,0666 -4,9427 -4,7543 -4,5270 -4,2913 -4,0722 -3,8837 -3,7312 -3,6200 -3,5553 -3,5364 -3,5529 -3,5895 -3,6282 -3,6490 -3,6354 -3,5854 -3,5147 -3,4403 -3,3691 -3,3081 -3,2786 -3,3132 -3,4378 -3,6536 -3,9332 -4,2286 -4,4833 -4,6517 -4,7199 -4,7067 -4,6376 -4,5265 -4,3863 -4,2392 -4,1097 -4,0126 -3,9506 -3,9156 -3,8904 -3,8524 -3,7845 -3,6901 -3,5902 -3,5073 -3,4495 -3,4084 -3,3711 -3,3384 -3,3290 -3,3629 -3,4401 -3,5346 -3,6073 -3,6266 -3,5860 -3,5051 -3,4135 -3,3343 -3,2771 -3,2412 -3,2237 -3,2242 -3,2435 -3,2807 -3,3340 -3,4040 -3,4961 -3,6146 -3,7545 -3,9013 -4,0333 -4,1254 -4,1596 -4,1334 -4,0588 -3,9573 -3,8561 -3,7822 -3,7550 -3,7825 -3,8657 -4,0063 -4,1985 -4,4164 -4,6192 -4,7727 -4,8617 -4,8882 -4,8650 -4,8073 -4,7295 -4,6431 -4,5508 -4,4437 -4,3100 -4,1434 -3,9427 -3,7095 -3,4516 -3,1879 -2,9432 -2,7374 -2,5755 -2,4496 -2,3501 -2,2727 -2,2165 -2,1777 -2,1456 -2,1035 -2,0344 -1,9302 -1,8012 -1,6744 -1,5754 -1,5146 -1,4881 -1,4869 -1,5012 -1,5192 -1,5252 -1,5041 -1,4518 -1,3786 -1,3001 -1,2205 -1,1271 -0,9976 -0,8135 -0,5681 -0,2722 0,0444 0,3385 0,5671 0,7026 0,7408 0,6989 0,6071 0,4997 0,4047 0,3397 0,3179 0,3493 0,4277 0,5230 0,5925 0,6025 0,5410 0,4189 0,2608 0,0957 -0,0518 -0,1655 -0,2371 -0,2644 -0,2496 -0,1931 -0,0916 0,0556 0,2389 0,4425 0,6496 0,8438 1,0059 1,1132 1,1462 1,1005 0,9932 0,8535 0,7074 0,5682 0,4407 0,3311 0,2488 0,1949 0,1548 0,1078 0,0458 -0,0225 -0,0805 -0,1159 -0,1219 -0,0914 -0,0153 0,1100 0,2751 0,4598 0,6452 0,8228 0,9918 1,1532 1,3063 1,4432 1,5492 1,6121 1,6300 1,6135 1,5816 1,5526 1,5364 1,5375 1,5612 1,6096 1,6703 1,7107 1,6902 1,5786 1,3679 1,0718 0,7195 0,3448 -0,0245 -0,3690 -0,6794 -0,9587 -1,2246 -1,5023 -1,8053 -2,1191 -2,4027 -2,6099 -2,7096 -2,6966 -2,5882 -2,4145 -2,2103 -2,0069 -1,8217 -1,6569 -1,5071 -1,3680 -1,2401 -1,1228 -1,0060 -0,8717 -0,7059 -0,5051 -0,2704 -0,0011 0,3077 0,6564 1,0278 1,3871 1,7047 1,9726 2,1985 2,3907 2,5549 2,6995 2,8345 2,9657 3,0912 3,2049 3,3012 3,3759 3,4291 3,4724 3,5275 3,6085 3,7063 3,7949 3,8482 3,8501 3,7941 3,6760 3,4887 3,2287 2,9051 2,5427 2,1782 1,8509 1,5945 1,4277 1,3485 1,3379 1,3741 1,4464 1,5582 1,7150 1,9113 2,1298 2,3496 2,5499 2,7098 2,8105 2,8384 2,7872 2,6545 2,4365 2,1295 1,7397 1,2871 0,7950 0,2797 -0,2512 -0,7897 -1,3146 -1,7874 -2,1652 -2,4199 -2,5447 -2,5521 -2,4676 -2,3216 -2,1446 -1,9637 -1,7964 -1,6439 -1,4947 -1,3344 -1,1557 -0,9585 -0,7413 -0,4990 -0,2362 0,0199 0,2262 0,3483 0,3812 0,3515 0,3019 0,2673 0,2626 0,2930 0,3672 0,4944 0,6742 0,8962 1,1455 1,4042 1,6533 1,8780 2,0675
