Fp1   -0,0470 0,2415 0,4728 0,5585 0,4173 0,0262 -0,5510 -1,1919 -1,7758 -2,2193 -2,4663 -2,4740 -2,2249 -1,7505 -1,1320 -0,4657 0,1812 0,7762 1,2901 1,6786 1,8934 1,9058 1,7285 1,4291 1,1166 0,8967 0,8234 0,8835 1,0140 1,1343 1,1745 1,0923 0,8828 0,5850 0,2719 0,0126 -0,1737 -0,3215 -0,4755 -0,6542 -0,8423 -0,9960 -1,0587 -0,9912 -0,7972 -0,5170 -0,2075 0,0772 0,3048 0,4642 0,5441 0,5299 0,4176 0,2219 -0,0256 -0,2857 -0,5199 -0,6966 -0,8043 -0,8629 -0,9094 -0,9611 -0,9989 -0,9915 -0,9264 -0,8196 -0,7158 -0,6725 -0,7232 -0,8455 -0,9608 -0,9676 -0,8038 -0,5019 -0,1723 0,0832 0,2366 0,3207 0,3780 0,4301 0,4802 0,5317 0,6011 0,7059 0,8440 0,9842 1,0848 1,1317 1,1492 1,1705 1,2081 1,2540 1,2975 1,3388 1,3830 1,4246 1,4514 1,4659 1,4888 1,5330 1,5806 1,5921 1,5276 1,3593 1,0742 0,6721 0,1708 -0,3762 -0,8780 -1,2466 -1,4542 -1,5405 -1,5623 -1,5534 -1,5282 -1,5007 -1,4917 -1,5259 -1,6220 -1,7791 -1,9687 -2,1367 -2,2220 -2,1848 -2,0219 -1,7581 -1,4223 -1,0318 -0,6040 -0,1823 0,1569 0,3352 0,3248 0,1850 0,0332 -0,0339 0,0122 0,1568 0,3814 0,6646 0,9634 1,2232 1,4061 1,5145 1,5931 1,7062 1,9026 2,1913 2,5527 2,9772 3,4908 4,1365 4,9286 5,8211 6,7161 7,5062 8,1243 8,5595 8,8318 8,9578 8,9456 8,8087 8,5711 8,2588 7,9013 7,5449 7,2543 7,0934 7,0993 7,2591 7,5127 7,7881 8,0324 8,1991 8,2307 8,0899 7,8051 7,4671 7,1866 7,0620 7,1488 7,4244 7,7869 8,1113 8,3199 8,4126 8,4451 8,4696 8,4790 8,4098 8,1975 7,8282 7,3458 6,8179 6,2979 5,8097 5,3528 4,9208 4,5248 4,2007 3,9801 3,8496 3,7477 3,6061 3,3832 3,0673 2,6760 2,2566 1,8641 1,5301 1,2530 1,0109 0,7704 0,4994 0,1923 -0,1191 -0,3902 -0,5924 -0,7206 -0,7868 -0,8132 -0,8191 -0,8167 -0,8159 -0,8218 -0,8249 -0,7934 -0,6809 -0,4552 -0,1351 0,2043 0,4742 0,6219 0,6391 0,5446 0,3812 0,2159 0,1159 0,1220 0,2454 0,4729 0,7675 1,0826 1,3848 1,6530 1,8628 1,9822 1,9758 1,8194 1,5254 1,1522 0,7706 0,4171 0,0834 -0,2499 -0,5821 -0,8910 -1,1546 -1,3683 -1,5363 -1,6521 -1,6958 -1,6543 -1,5396 -1,3836 -1,2256 -1,1076 -1,0575 -1,0604 -1,0560 -0,9734 -0,7736 -0,4743 -0,1519 0,0763 0,1000 -0,1135 -0,4903 -0,9084 -1,2865 -1,6217 -1,9703 -2,3972 -2,9215 -3,4951 -4,0244 -4,4089 -4,5826 -4,5468 -4,3717 -4,1735 -4,0692 -4,1114 -4,2482 -4,3562 -4,3264 -4,1283 -3,8207 -3,5127 -3,3000 -3,2243 -3,2796 -3,4357 -3,6458 -3,8489 -3,9879 -4,0341 -3,9859 -3,8460 -3,6178 -3,3351 -3,0755 -2,9220 -2,9031 -2,9736 -3,0585 -3,1145 -3,1447 -3,1663 -3,1806 -3,1685 -3,1055 -2,9833 -2,8189 -2,6334 -2,4321 -2,2193 -2,0205 -1,8729 -1,7884 -1,7328 -1,6521 -1,5145 -1,3203 -1,0916 -0,8694 -0,6997 -0,5992 -0,5307 -0,4172 -0,2002 0,1052 0,4366 0,7636 1,1024 1,4685 1,8502 2,2188 2,5467 2,8183 3,0233 3,1433 3,1590 3,0678 2,8883 2,6526 2,3883 2,0993 1,7698 1,3900 0,9825 0,6059 0,3312 0,2075 0,2477 0,4404 0,7645 1,1917 1,6860 2,2079 2,7144 3,1451 3,4173 3,4594 3,2625 2,8882 2,4294 1,9763 1,6005 1,3429 1,2099 1,1900 1,2781 1,4799 1,7825 2,1360 2,4822 2,7816 2,9961 3,0747 2,9879 2,7732 2,5210 2,3102 2,1651 2,0654 1,9714 1,8434 1,6752 1,5193 1,4503 1,5035 1,6599 1,8769 2,1183 2,3585 2,5740 2,7408 2,8366 2,8451 2,7626 2,5992 2,3663 2,0813 1,7901 1,5644 1,4589 1,4722 1,5499 1,6277 1,6813 1,7356 1,8310 1,9879 2,1969 2,4289 2,6481 2,8159 2,8998 2,8854 2,7774 2,5999 2,3941 2,1992 2,0306 1,8784 1,7254 1,5691 1,4246 1,3080 1,2256 1,1860 1,2096 1,3198 1,5237 1,7995 2,0992 2,3708 2,5758 2,7004 2,7482 2,7183 2,6047 2,4130 2,1571 1,8479 1,4960 1,1231 0,7750 0,5294 0,4687 0,6270 0,9719 1,4322 1,9215 2,3544 2,6757 2,8800 2,9951 3,0453 3,0342 2,9631 2,8609 2,7916 2,8263 3,0041 3,3135 3,6939 4,0514 4,3003 4,4031 4,3648 4,1947 3,8911 3,4709 3,0093 2,6261 2,4246 2,4397 2,6218 2,8627 3,0517 3,1273 3,0786 2,9046 2,5916 2,1370 1,5674 0,9235 0,2509 -0,3760 -0,8478 -1,0642 -0,9813 -0,6247 -0,0830 0,5104 1,0118 1,3072 1,3471 1,1691 0,8829 0,6113 0,4252 0,3161 0,2133 0,0362 -0,2394 -0,5501 -0,7794 -0,8231 -0,6261 -0,1799 0,4808 1,2809 2,1271 2,9298 3,6127 4,1214 4,4305 4,5470 4,5169 4,4209 4,3408 4,3102 4,3008 4,2592 4,1599 4,0297 3,9305 3,9176 4,0070 4,1711 4,3676 4,5593 4,7038 4,7519 4,6816 4,5352 4,4058 4,3672 4,4281 4,5555 4,7135 4,8707 5,0008 5,0902 5,1281 5,0786 4,8886 4,5434 4,1062 3,6881 3,3754 3,1838 3,0738 2,9965 2,9349 2,9114 2,9615 3,0975 3,2853 3,4520 3,5262 3,4826 3,3586 3,2250 3,1333 3,0883 3,0633 3,0246 2,9450 2,8071 2,6004 2,3123 1,9227 1,4163 0,8122 0,1802 -0,3767 -0,7620 -0,9187 -0,8549 -0,6525 -0,4260 -0,2580 -0,1697 -0,1412 -0,1436 -0,1679
Fz    -0,2051 -0,0089 0,1373 0,1659 0,0158 -0,3339 -0,8440 -1,4317 -2,0090 -2,5036 -2,8551 -3,0227 -2,9982 -2,8007 -2,4636 -2,0251 -1,5244 -1,0028 -0,5011 -0,0518 0,3265 0,6232 0,8320 0,9638 1,0598 1,1713 1,3181 1,4719 1,5826 1,6122 1,5476 1,3899 1,1484 0,8577 0,5892 0,4201 0,3843 0,4582 0,5872 0,7170 0,8138 0,8671 0,8790 0,8525 0,7935 0,7161 0,6387 0,5766 0,5392 0,5253 0,5210 0,5115 0,4881 0,4375 0,3388 0,1815 -0,0139 -0,1985 -0,3295 -0,4087 -0,4781 -0,5733 -0,6908 -0,7974 -0,8564 -0,8491 -0,7881 -0,7076 -0,6344 -0,5698 -0,4936 -0,3769 -0,1981 0,0334 0,2651 0,4264 0,4755 0,4179 0,2823 0,0907 -0,1464 -0,4178 -0,7050 -0,9830 -1,2272 -1,4278 -1,5899 -1,7128 -1,7791 -1,7689 -1,6757 -1,5081 -1,2850 -1,0346 -0,7843 -0,5432 -0,3039 -0,0639 0,1547 0,3006 0,3068 0,1160 -0,2907 -0,8812 -1,5811 -2,3025 -2,9752 -3,5572 -4,0169 -4,3234 -4,4626 -4,4462 -4,2964 -4,0347 -3,6905 -3,3089 -2,9445 -2,6458 -2,4425 -2,3374 -2,3062 -2,3024 -2,2734 -2,1811 -2,0138 -1,7797 -1,4904 -1,1464 -0,7448 -0,3052 0,1179 0,4570 0,6793 0,8238 0,9801 1,2194 1,5498 1,9335 2,3270 2,7047 3,0554 3,3718 3,6488 3,8940 4,1368 4,4165 4,7564 5,1536 5,5948 6,0808 6,6303 7,2547 7,9330 8,6181 9,2603 9,8203 10,2762 10,6344 10,9254 11,1758 11,3861 11,5311 11,5718 11,4762 11,2468 10,9363 10,6259 10,3802 10,2168 10,1130 10,0355 9,9670 9,9121 9,8700 9,8126 9,7032 9,5319 9,3195 9,0991 8,9055 8,7666 8,6866 8,6460 8,6287 8,6418 8,7045 8,8314 9,0152 9,2082 9,3192 9,2458 8,9261 8,3672 7,6338 6,8230 6,0352 5,3409 4,7595 4,2746 3,8660 3,5174 3,1973 2,8587 2,4685 2,0290 1,5701 1,1298 0,7429 0,4369 0,2196 0,0683 -0,0669 -0,2421 -0,4948 -0,8247 -1,1956 -1,5575 -1,8668 -2,0920 -2,2138 -2,2277 -2,1465 -2,0016 -1,8416 -1,7158 -1,6457 -1,6064 -1,5413 -1,3996 -1,1672 -0,8698 -0,5504 -0,2459 0,0197 0,2334 0,3977 0,5341 0,6774 0,8534 1,0575 1,2593 1,4282 1,5485 1,6153 1,6259 1,5795 1,4762 1,3113 1,0756 0,7742 0,4422 0,1295 -0,1330 -0,3504 -0,5553 -0,7814 -1,0372 -1,3003 -1,5375 -1,7234 -1,8427 -1,8833 -1,8358 -1,6988 -1,4803 -1,1993 -0,8924 -0,6074 -0,3797 -0,2140 -0,0907 0,0058 0,0603 0,0220 -0,1757 -0,5813 -1,1856 -1,9097 -2,6446 -3,3092 -3,8718 -4,3373 -4,7237 -5,0410 -5,2834 -5,4381 -5,4996 -5,4763 -5,3851 -5,2442 -5,0798 -4,9254 -4,7988 -4,6833 -4,5459 -4,3707 -4,1727 -3,9907 -3,8715 -3,8525 -3,9462 -4,1367 -4,3820 -4,6164 -4,7648 -4,7725 -4,6250 -4,3414 -3,9586 -3,5250 -3,1021 -2,7581 -2,5414 -2,4463 -2,4083 -2,3452 -2,2119 -2,0179 -1,7998 -1,5858 -1,3815 -1,1823 -0,9955 -0,8478 -0,7622 -0,7341 -0,7368 -0,7523 -0,7867 -0,8518 -0,9410 -1,0320 -1,1045 -1,1463 -1,1548 -1,1411 -1,1250 -1,1130 -1,0769 -0,9561 -0,7002 -0,3190 0,1318 0,6127 1,1179 1,6424 2,1737 2,7100 3,2591 3,8121 4,3280 4,7465 5,0117 5,0818 4,9364 4,5879 4,0785 3,4618 2,7948 2,1444 1,5819 1,1588 0,8895 0,7553 0,7225 0,7628 0,8640 1,0254 1,2483 1,5331 1,8684 2,2124 2,4937 2,6478 2,6630 2,5819 2,4660 2,3719 2,3434 2,3943 2,4925 2,5755 2,5913 2,5306 2,4165 2,2745 2,1290 2,0164 1,9723 2,0014 2,0804 2,1903 2,3264 2,4801 2,6256 2,7339 2,7903 2,7979 2,7828 2,7971 2,8929 3,0827 3,3330 3,5902 3,8099 3,9687 4,0630 4,0949 4,0575 3,9323 3,6992 3,3468 2,8821 2,3468 1,8239 1,4077 1,1541 1,0539 1,0462 1,0619 1,0697 1,0854 1,1413 1,2594 1,4462 1,6918 1,9689 2,2393 2,4661 2,6161 2,6548 2,5590 2,3373 2,0281 1,6802 1,3406 1,0497 0,8385 0,7264 0,7126 0,7700 0,8597 0,9562 1,0571 1,1694 1,2908 1,4018 1,4774 1,5092 1,5187 1,5359 1,5583 1,5439 1,4460 1,2471 0,9623 0,6270 0,2863 -0,0048 -0,1887 -0,2314 -0,1507 -0,0047 0,1463 0,2617 0,3250 0,3516 0,3844 0,4707 0,6396 0,8915 1,2027 1,5432 1,8942 2,2530 2,6256 3,0128 3,3913 3,7090 3,9160 4,0013 3,9892 3,9017 3,7346 3,4810 3,1747 2,8906 2,6987 2,6281 2,6577 2,7258 2,7570 2,6994 2,5428 2,3018 1,9860 1,5970 1,1424 0,6381 0,1097 -0,3989 -0,8318 -1,1424 -1,3059 -1,3247 -1,2364 -1,1013 -0,9705 -0,8655 -0,7838 -0,7066 -0,6045 -0,4546 -0,2563 -0,0375 0,1472 0,2395 0,2191 0,1323 0,0770 0,1534 0,4203 0,8810 1,4928 2,1879 2,8979 3,5639 4,1359 4,5744 4,8569 4,9811 4,9704 4,8778 4,7710 4,6992 4,6750 4,6887 4,7305 4,7976 4,8905 5,0101 5,1521 5,3069 5,4678 5,6315 5,7802 5,8745 5,8756 5,7784 5,6208 5,4570 5,3278 5,2574 5,2575 5,3211 5,4270 5,5563 5,6898 5,7851 5,7829 5,6514 5,4144 5,1225 4,8074 4,4766 4,1340 3,7912 3,4725 3,2169 3,0607 3,0143 3,0558 3,1421 3,2283 3,2894 3,3266 3,3526 3,3704 3,3681 3,3278 3,2336 3,0766 2,8531 2,5523 2,1511 1,6232 0,9533 0,1558 -0,7042 -1,5137 -2,1527 -2,5436 -2,6818 -2,6325 -2,4913 -2,3304 -2,1723 -2,0062 -1,8158 -1,6009
F3    -0,5188 -0,1409 0,2193 0,4894 0,5833 0,4535 0,1209 -0,3449 -0,8638 -1,3604 -1,7541 -1,9640 -1,9384 -1,6838 -1,2691 -0,7932 -0,3367 0,0601 0,3847 0,6334 0,8048 0,8966 0,9121 0,8739 0,8247 0,8076 0,8387 0,8974 0,9424 0,9371 0,8610 0,7025 0,4587 0,1561 -0,1386 -0,3512 -0,4520 -0,4647 -0,4308 -0,3817 -0,3301 -0,2671 -0,1698 -0,0227 0,1619 0,3427 0,4655 0,4898 0,4113 0,2474 0,0122 -0,2806 -0,6108 -0,9595 -1,3170 -1,6795 -2,0351 -2,3512 -2,5881 -2,7348 -2,8202 -2,8804 -2,9214 -2,9202 -2,8516 -2,7096 -2,5173 -2,3164 -2,1400 -1,9935 -1,8552 -1,6880 -1,4669 -1,2174 -1,0125 -0,9148 -0,9257 -0,9922 -1,0554 -1,0890 -1,1004 -1,1060 -1,1107 -1,1044 -1,0728 -1,0124 -0,9355 -0,8532 -0,7609 -0,6494 -0,5230 -0,4025 -0,3106 -0,2565 -0,2341 -0,2284 -0,2201 -0,1931 -0,1474 -0,1130 -0,1435 -0,2827 -0,5378 -0,8814 -1,2721 -1,6794 -2,0934 -2,5075 -2,8917 -3,1950 -3,3829 -3,4606 -3,4513 -3,3768 -3,2641 -3,1500 -3,0681 -3,0374 -3,0590 -3,1141 -3,1712 -3,2012 -3,1943 -3,1588 -3,1031 -3,0230 -2,9038 -2,7292 -2,4931 -2,2125 -1,9312 -1,7018 -1,5434 -1,4060 -1,1938 -0,8443 -0,3772 0,1323 0,6114 1,0180 1,3355 1,5621 1,7046 1,7794 1,8164 1,8531 1,9170 2,0162 2,1613 2,3927 2,7726 3,3418 4,0869 4,9410 5,8055 6,5802 7,1976 7,6472 7,9670 8,2060 8,3908 8,5213 8,5781 8,5363 8,3949 8,2059 8,0587 8,0295 8,1454 8,3788 8,6640 8,9324 9,1433 9,2764 9,3084 9,2202 9,0236 8,7619 8,4915 8,2716 8,1538 8,1500 8,2163 8,2888 8,3323 8,3463 8,3405 8,3114 8,2316 8,0596 7,7625 7,3381 6,8194 6,2585 5,7018 5,1748 4,6778 4,1981 3,7355 3,3115 2,9418 2,6039 2,2461 1,8329 1,3665 0,8672 0,3604 -0,1178 -0,5260 -0,8420 -1,0740 -1,2554 -1,4330 -1,6523 -1,9304 -2,2395 -2,5238 -2,7346 -2,8486 -2,8709 -2,8346 -2,7925 -2,8002 -2,8951 -3,0782 -3,3103 -3,5225 -3,6377 -3,6022 -3,4126 -3,1170 -2,7836 -2,4667 -2,1995 -1,9985 -1,8587 -1,7532 -1,6542 -1,5536 -1,4600 -1,3837 -1,3294 -1,2960 -1,2784 -1,2744 -1,2911 -1,3426 -1,4455 -1,6113 -1,8290 -2,0531 -2,2238 -2,3125 -2,3441 -2,3738 -2,4443 -2,5574 -2,6788 -2,7656 -2,7848 -2,7138 -2,5455 -2,2966 -2,0017 -1,6976 -1,4167 -1,1922 -1,0485 -0,9779 -0,9338 -0,8573 -0,7151 -0,5241 -0,3507 -0,2890 -0,4143 -0,7297 -1,1572 -1,5930 -1,9700 -2,2772 -2,5427 -2,8077 -3,1028 -3,4278 -3,7444 -3,9941 -4,1347 -4,1638 -4,1109 -4,0264 -3,9694 -3,9717 -4,0044 -3,9961 -3,8932 -3,7003 -3,4737 -3,2837 -3,1770 -3,1610 -3,2171 -3,3203 -3,4423 -3,5501 -3,6164 -3,6289 -3,5845 -3,4802 -3,3216 -3,1449 -3,0238 -3,0352 -3,1987 -3,4511 -3,6911 -3,8476 -3,9036 -3,8767 -3,7900 -3,6589 -3,4969 -3,3285 -3,1878 -3,0968 -3,0484 -3,0173 -2,9842 -2,9431 -2,8884 -2,8036 -2,6735 -2,5012 -2,3067 -2,1188 -1,9714 -1,8921 -1,8836 -1,9102 -1,9016 -1,7925 -1,5747 -1,2868 -0,9502 -0,5472 -0,0592 0,4986 1,0788 1,6296 2,1207 2,5373 2,8587 3,0606 3,1337 3,0925 2,9702 2,7996 2,5903 2,3307 2,0140 1,6587 1,3063 1,0040 0,7856 0,6676 0,6606 0,7763 1,0183 1,3697 1,7946 2,2463 2,6638 2,9700 3,1020 3,0579 2,9002 2,7142 2,5734 2,5270 2,5908 2,7438 2,9402 3,1388 3,3273 3,5109 3,6859 3,8417 3,9752 4,0775 4,1181 4,0639 3,9144 3,7047 3,4710 3,2283 2,9836 2,7459 2,5185 2,3123 2,1681 2,1333 2,2130 2,3642 2,5292 2,6617 2,7331 2,7357 2,6803 2,5776 2,4235 2,2026 1,8963 1,4901 0,9981 0,4894 0,0662 -0,1963 -0,2892 -0,2575 -0,1530 0,0106 0,2532 0,5819 0,9644 1,3444 1,6735 1,9259 2,0896 2,1582 2,1322 2,0137 1,8096 1,5462 1,2653 1,0067 0,8015 0,6691 0,6114 0,6131 0,6441 0,6712 0,6801 0,6883 0,7324 0,8459 1,0375 1,2839 1,5432 1,7781 1,9736 2,1285 2,2275 2,2390 2,1443 1,9555 1,7074 1,4351 1,1636 0,9219 0,7594 0,7289 0,8444 1,0685 1,3389 1,5902 1,7713 1,8719 1,9292 1,9962 2,1018 2,2380 2,3767 2,4990 2,6137 2,7504 2,9361 3,1737 3,4285 3,6325 3,7205 3,6672 3,4869 3,2046 2,8348 2,3972 1,9544 1,6049 1,4270 1,4307 1,5518 1,6841 1,7301 1,6450 1,4382 1,1302 0,7199 0,2011 -0,4097 -1,0719 -1,7277 -2,3004 -2,7021 -2,8600 -2,7403 -2,3637 -1,8101 -1,2023 -0,6670 -0,2943 -0,1168 -0,1082 -0,2005 -0,3157 -0,4005 -0,4485 -0,5041 -0,6308 -0,8490 -1,0978 -1,2638 -1,2471 -1,0017 -0,5325 0,1200 0,8955 1,7292 2,5569 3,3138 3,9410 4,3886 4,6249 4,6566 4,5436 4,3788 4,2385 4,1488 4,0976 4,0645 4,0409 4,0317 4,0473 4,0917 4,1598 4,2466 4,3476 4,4400 4,4797 4,4275 4,2877 4,1155 3,9773 3,9128 3,9364 4,0456 4,2137 4,3952 4,5502 4,6498 4,6563 4,5301 4,2734 3,9514 3,6508 3,4228 3,2626 3,1242 2,9526 2,7212 2,4506 2,1885 1,9779 1,8340 1,7402 1,6641 1,5844 1,5051 1,4424 1,4076 1,4063 1,4379 1,4901 1,5451 1,5879 1,5983 1,5373 1,3517 1,0000 0,4834 -0,1388 -0,7611 -1,2674 -1,5711 -1,6496 -1,5545 -1,3802 -1,2068 -1,0682 -0,9616 -0,8754 -0,8145
F7    0,2920 0,5441 0,7357 0,7839 0,6231 0,2447 -0,2865 -0,8585 -1,3655 -1,7374 -1,9269 -1,8926 -1,6152 -1,1292 -0,5250 0,0935 0,6594 1,1503 1,5571 1,8597 2,0266 2,0292 1,8628 1,5681 1,2356 0,9695 0,8335 0,8229 0,8801 0,9304 0,9127 0,7865 0,5345 0,1815 -0,1981 -0,5206 -0,7548 -0,9297 -1,0876 -1,2428 -1,3747 -1,4410 -1,3982 -1,2309 -0,9702 -0,6765 -0,4124 -0,2288 -0,1495 -0,1648 -0,2511 -0,3893 -0,5684 -0,7809 -1,0162 -1,2580 -1,4885 -1,6907 -1,8573 -1,9992 -2,1340 -2,2628 -2,3669 -2,4328 -2,4645 -2,4776 -2,5015 -2,5731 -2,7074 -2,8674 -2,9624 -2,8873 -2,5929 -2,1348 -1,6433 -1,2272 -0,9071 -0,6359 -0,3677 -0,0979 0,1498 0,3652 0,5691 0,7894 1,0302 1,2658 1,4654 1,6268 1,7700 1,8951 1,9681 1,9487 1,8227 1,6138 1,3692 1,1345 0,9460 0,8337 0,8114 0,8593 0,9260 0,9519 0,8931 0,7318 0,4686 0,1106 -0,3218 -0,7756 -1,1645 -1,4087 -1,4902 -1,4635 -1,4049 -1,3607 -1,3469 -1,3774 -1,4798 -1,6814 -1,9846 -2,3551 -2,7283 -3,0213 -3,1524 -3,0723 -2,7890 -2,3616 -1,8666 -1,3678 -0,9174 -0,5652 -0,3536 -0,3025 -0,3895 -0,5348 -0,6305 -0,6075 -0,4670 -0,2455 0,0276 0,3221 0,5872 0,7739 0,8708 0,9081 0,9317 0,9739 1,0405 1,1170 1,1944 1,3001 1,5093 1,9099 2,5399 3,3484 4,2138 5,0096 5,6665 6,1820 6,5753 6,8470 6,9843 6,9850 6,8674 6,6634 6,4135 6,1716 6,0056 5,9860 6,1615 6,5279 7,0194 7,5422 8,0092 8,3368 8,4402 8,2788 7,9036 7,4446 7,0601 6,8925 7,0175 7,3917 7,8555 8,2132 8,3369 8,2227 7,9700 7,6931 7,4316 7,1394 6,7559 6,2844 5,8001 5,3870 5,0730 4,8205 4,5677 4,2781 3,9636 3,6746 3,4580 3,3108 3,1740 2,9753 2,6673 2,2375 1,7128 1,1557 0,6337 0,1886 -0,1647 -0,4316 -0,6434 -0,8449 -1,0512 -1,2280 -1,3308 -1,3496 -1,3079 -1,2411 -1,1810 -1,1467 -1,1453 -1,1801 -1,2491 -1,3307 -1,3752 -1,3212 -1,1337 -0,8362 -0,5102 -0,2578 -0,1589 -0,2521 -0,5269 -0,9116 -1,2910 -1,5638 -1,6820 -1,6436 -1,4744 -1,2198 -0,9277 -0,6290 -0,3425 -0,0914 0,0973 0,1994 0,1995 0,1088 -0,0248 -0,1472 -0,2442 -0,3438 -0,4749 -0,6384 -0,8077 -0,9443 -1,0179 -1,0217 -0,9708 -0,8869 -0,7920 -0,7108 -0,6681 -0,6838 -0,7713 -0,9240 -1,0984 -1,2241 -1,2380 -1,1191 -0,9015 -0,6616 -0,4996 -0,5032 -0,6874 -0,9729 -1,2530 -1,4810 -1,6874 -1,9381 -2,2840 -2,7294 -3,2277 -3,7004 -4,0603 -4,2408 -4,2247 -4,0560 -3,8356 -3,6859 -3,6771 -3,7722 -3,8583 -3,8339 -3,6741 -3,4369 -3,2168 -3,0842 -3,0617 -3,1427 -3,3073 -3,5212 -3,7396 -3,9209 -4,0349 -4,0594 -3,9745 -3,7734 -3,4921 -3,2232 -3,0750 -3,0999 -3,2640 -3,4934 -3,7422 -4,0015 -4,2575 -4,4677 -4,5777 -4,5528 -4,3978 -4,1478 -3,8355 -3,4783 -3,1023 -2,7657 -2,5359 -2,4337 -2,4088 -2,3779 -2,2799 -2,0939 -1,8344 -1,5511 -1,3106 -1,1502 -1,0478 -0,9395 -0,7754 -0,5681 -0,3623 -0,1584 0,0888 0,4027 0,7504 1,0701 1,3190 1,4950 1,6194 1,7131 1,7855 1,8298 1,8247 1,7490 1,5885 1,3316 0,9691 0,5097 -0,0025 -0,4813 -0,8205 -0,9365 -0,7988 -0,4306 0,1097 0,7465 1,4038 2,0198 2,5516 2,9582 3,1848 3,1856 2,9736 2,6318 2,2690 1,9721 1,7868 1,7158 1,7316 1,8002 1,9096 2,0786 2,3273 2,6458 3,0007 3,3535 3,6475 3,7994 3,7476 3,5181 3,2165 2,9476 2,7456 2,5726 2,3585 2,0442 1,6286 1,1945 0,8640 0,7118 0,7266 0,8444 1,0022 1,1580 1,2791 1,3342 1,3019 1,1839 1,0099 0,8261 0,6668 0,5465 0,4809 0,4955 0,6010 0,7701 0,9409 1,0513 1,0821 1,0669 1,0609 1,1078 1,2282 1,4246 1,6820 1,9617 2,2055 2,3557 2,3796 2,2922 2,1505 2,0148 1,9149 1,8485 1,8005 1,7623 1,7352 1,7196 1,7097 1,7026 1,7070 1,7405 1,8178 1,9365 2,0766 2,2140 2,3338 2,4380 2,5356 2,6182 2,6624 2,6500 2,5662 2,3917 2,1117 1,7285 1,2802 0,8651 0,6182 0,6305 0,8996 1,3519 1,8825 2,3821 2,7653 2,9934 3,0682 3,0063 2,8253 2,5629 2,2972 2,1323 2,1482 2,3582 2,7100 3,1081 3,4401 3,6182 3,6180 3,4666 3,1929 2,8017 2,3068 1,7799 1,3458 1,1216 1,1522 1,3825 1,6873 1,9442 2,0878 2,1021 1,9793 1,7039 1,2739 0,7163 0,0732 -0,6115 -1,2699 -1,7904 -2,0538 -1,9906 -1,6082 -0,9863 -0,2537 0,4363 0,9342 1,1393 1,0520 0,7775 0,4630 0,2186 0,0696 -0,0400 -0,1972 -0,4478 -0,7498 -0,9936 -1,0687 -0,9134 -0,5208 0,0688 0,7811 1,5375 2,2753 2,9441 3,4961 3,8890 4,1069 4,1844 4,2031 4,2473 4,3457 4,4594 4,5232 4,4990 4,4003 4,2785 4,1905 4,1652 4,1899 4,2364 4,2863 4,3204 4,3090 4,2382 4,1418 4,0883 4,1229 4,2329 4,3710 4,4918 4,5646 4,5776 4,5346 4,4322 4,2350 3,8903 3,3878 2,8034 2,2723 1,9045 1,7235 1,6771 1,6934 1,7285 1,7780 1,8595 1,9824 2,1194 2,2031 2,1655 1,9890 1,7274 1,4782 1,3194 1,2661 1,2860 1,3428 1,4121 1,4695 1,4831 1,4144 1,2216 0,8731 0,3814 -0,1749 -0,6796 -1,0339 -1,1921 -1,1712 -1,0456 -0,9128 -0,8426 -0,8498 -0,9036 -0,9567 -0,9817
