Fp1   -1,6445 -1,0884 -0,6123 -0,2607 -0,0644 -0,0281 -0,1258 -0,2994 -0,4756 -0,5968 -0,6313 -0,5653 -0,4099 -0,2091 -0,0204 0,1200 0,2059 0,2367 0,2060 0,1428 0,1463 0,3241 0,6866 1,1306 1,5199 1,7545 1,7795 1,5789 1,1827 0,6678 0,1288 -0,3570 -0,7425 -1,0092 -1,1714 -1,2671 -1,3324 -1,3731 -1,3478 -1,1849 -0,8418 -0,3509 0,1917 0,6734 1,0085 1,1666 1,1643 1,0175 0,7157 0,2612 -0,2813 -0,7858 -1,1167 -1,2002 -1,0690 -0,8330 -0,5935 -0,3821 -0,1803 0,0246 0,2184 0,3773 0,4832 0,5260 0,5016 0,4050 0,2252 -0,0420 -0,3770 -0,7290 -1,0271 -1,2037 -1,2162 -1,0568 -0,7477 -0,3273 0,1540 0,6279 1,0258 1,3148 1,5004 1,5805 1,5172 1,2791 0,9101 0,5401 0,3263 0,3714 0,6639 1,0789 1,4468 1,6312 1,5732 1,3071 0,9441 0,6099 0,3709 0,2116 0,0717 -0,0946 -0,2840 -0,4614 -0,6157 -0,7843 -1,0198 -1,3425 -1,7171 -2,0622 -2,2931 -2,3671 -2,2976 -2,1325 -1,9086 -1,6252 -1,2694 -0,8606 -0,4557 -0,1202 0,0933 0,1578 0,0952 -0,0151 -0,0608 0,0467 0,3152 0,6772 1,0588 1,4229 1,7479 1,9983 2,1363 2,1552 2,0978 2,0480 2,0865 2,2425 2,4910 2,7898 3,1110 3,4486 3,8004 4,1444 4,4375 4,6339 4,7059 4,6605 4,5373 4,3817 4,2231 4,0859 4,0061 4,0098 4,0840 4,1935 4,3227 4,4879 4,7184 5,0363 5,4381 5,8807 6,2805 6,5457 6,6282 6,5552 6,4186 6,3301 6,3709 6,5680 6,8887 7,2455 7,5332 7,6817 7,6640 7,4727 7,1224 6,6609 6,1507 5,6524 5,2316 4,9497 4,8230 4,8026 4,7998 4,7322 4,5600 4,3020 4,0236 3,7999 3,6764 3,6411 3,6244 3,5330 3,2987 2,9144 2,4391 1,9561 1,5141 1,1129 0,7374 0,3815 0,0432 -0,2799 -0,5803 -0,8443 -1,0775 -1,3072 -1,5638 -1,8791 -2,2870 -2,7976 -3,3750 -3,9563 -4,4874 -4,9439 -5,3254 -5,6307 -5,8428 -5,9460 -5,9583 -5,9447 -5,9915 -6,1598 -6,4602 -6,8717 -7,3701 -7,9201 -8,4514 -8,8657 -9,0858 -9,1123 -9,0291 -8,9421 -8,9140 -8,9484 -9,0044 -9,0150 -8,9139 -8,6703 -8,3094 -7,9006 -7,5244 -7,2417 -7,0778 -7,0269 -7,0698 -7,1837 -7,3333 -7,4628 -7,5125 -7,4462 -7,2700 -7,0290 -6,7856 -6,5924 -6,4778 -6,4514 -6,5272 -6,7329 -7,0754 -7,5108 -7,9823 -8,4681 -8,9613 -9,4255 -9,7968 -10,0111 -10,0193 -9,7923 -9,3297 -8,6680 -7,8813 -7,0686 -6,3333 -5,7682 -5,4442 -5,3960 -5,6102 -6,0228 -6,5335 -7,0441 -7,4902 -7,8411 -8,0832 -8,2215 -8,2939 -8,3616 -8,4628 -8,5685 -8,5986 -8,4890 -8,2390 -7,8989 -7,5146 -7,0967 -6,6426 -6,1697 -5,7194 -5,3488 -5,1154 -5,0514 -5,1421 -5,3281 -5,5355 -5,7233 -5,9028 -6,1101 -6,3711 -6,6872 -7,0389 -7,3984 -7,7350 -8,0074 -8,1688 -8,1928 -8,0881 -7,8890 -7,6428 -7,3934 -7,1574 -6,9156 -6,6449 -6,3650 -6,1526 -6,1051 -6,2774 -6,6398 -7,0898 -7,5076 -7,8080 -7,9502 -7,9255 -7,7577 -7,5005 -7,2068 -6,9026 -6,6108 -6,3795 -6,2665 -6,2925 -6,4135 -6,5396 -6,5798 -6,4873 -6,2898 -6,0749 -5,9290 -5,8942 -5,9719 -6,1441 -6,3800 -6,6297 -6,8372 -6,9730 -7,0510 -7,1176 -7,2274 -7,4127 -7,6614 -7,9129 -8,0854 -8,1221 -8,0087 -7,7598 -7,4086 -7,0009 -6,5815 -6,1828 -5,8213 -5,4997 -5,2035 -4,8995 -4,5470 -4,1310 -3,6862 -3,2781 -2,9530 -2,7063 -2,4979 -2,3022 -2,1438 -2,0750 -2,1201 -2,2611 -2,4736 -2,7446 -3,0496 -3,3394 -3,5612 -3,6826 -3,6925 -3,5896 -3,3765 -3,0563 -2,6424 -2,1779 -1,7347 -1,3769 -1,1317 -0,9936 -0,9463 -0,9742 -1,0602 -1,1773 -1,3002 -1,4215 -1,5353 -1,6103 -1,6014 -1,4838 -1,2715 -1,0248 -0,8393 -0,7922 -0,8876 -1,0582 -1,2124 -1,2782 -1,2222 -1,0448 -0,7726 -0,4589 -0,1705 0,0501 0,2110 0,3505 0,4938 0,6338 0,7487 0,8307 0,8908 0,9324 0,9279 0,8316 0,6105 0,2632 -0,1785 -0,6549 -1,0910 -1,4172 -1,5867 -1,5779 -1,3831 -1,0031 -0,4611 0,1805 0,8346 1,4281 1,9235 2,3190 2,6424 2,9227 3,1493 3,2649 3,2033 2,9301 2,4611 1,8615 1,2127 0,5676 -0,0533 -0,6199 -1,0599 -1,2918 -1,2933 -1,1179 -0,8500 -0,5708 -0,3458 -0,2073 -0,1490 -0,1427 -0,1546 -0,1666 -0,1970 -0,2860 -0,4474 -0,6421 -0,8013 -0,8782 -0,8811 -0,8676 -0,9185 -1,1133 -1,5027 -2,0786 -2,7626 -3,4321 -3,9782 -4,3534 -4,5774 -4,7036 -4,7793 -4,8344 -4,9057 -5,0497 -5,3078 -5,6584 -6,0132 -6,2589 -6,3119 -6,1557 -5,8459 -5,4805 -5,1499 -4,8982 -4,7177 -4,5644 -4,3823 -4,1495 -3,9213 -3,7995 -3,8429 -4,0217 -4,2478 -4,4232 -4,4788 -4,3919 -4,1663 -3,8072 -3,3320 -2,7863 -2,2297 -1,7148 -1,2862 -0,9787 -0,8040 -0,7469 -0,7772 -0,8609 -0,9628 -1,0384 -1,0367 -0,9298 -0,7354 -0,4978 -0,2469 0,0253 0,3487 0,7385 1,1772 1,6172 1,9913 2,2401 2,3435 2,3296 2,2538 2,1680 2,1047 2,0841 2,1255 2,2381 2,3955 2,5223 2,5266 2,3691 2,1094 1,8693 1,7273 1,6469 1,5208 1,2742 0,9154 0,5120 0,1458 -0,1262 -0,2861 -0,3491 -0,3586 -0,3880 -0,5154 -0,7680 -1,0920 -1,3936 -1,6037 -1,6920 -1,6398 -1,4305 -1,0768 -0,6435 -0,2192 0,1456 0,4592 0,7577 1,0643 1,3694 1,6361 1,8325 1,9553 2,0148 2,0063 1,8963 1,6336 1,1861 0,5867 -0,0559 -0,6095 -0,9941 -1,2155 -1,3406 -1,4415
Fz    -1,7131 -1,4236 -1,0547 -0,6751 -0,3550 -0,1471 -0,0761 -0,1283 -0,2492 -0,3559 -0,3629 -0,2215 0,0429 0,3345 0,5381 0,5837 0,4781 0,2902 0,1085 0,0098 0,0448 0,2241 0,5091 0,8249 1,0861 1,2231 1,2037 1,0381 0,7630 0,4240 0,0693 -0,2544 -0,5091 -0,6758 -0,7663 -0,8177 -0,8650 -0,9151 -0,9353 -0,8646 -0,6533 -0,3066 0,1081 0,4944 0,7709 0,9010 0,8894 0,7501 0,4894 0,1267 -0,2811 -0,6442 -0,8721 -0,9151 -0,7809 -0,5125 -0,1523 0,2694 0,7174 1,1359 1,4568 1,6263 1,6279 1,4814 1,2146 0,8394 0,3648 -0,1676 -0,6793 -1,0984 -1,4048 -1,6241 -1,7842 -1,8833 -1,8908 -1,7686 -1,4985 -1,0976 -0,6062 -0,0701 0,4591 0,9169 1,2410 1,4014 1,4175 1,3342 1,1760 0,9321 0,5912 0,1855 -0,2126 -0,5348 -0,7456 -0,8387 -0,8323 -0,7768 -0,7488 -0,8212 -1,0301 -1,3627 -1,7693 -2,1948 -2,6201 -3,0788 -3,6307 -4,3101 -5,0920 -5,8974 -6,6248 -7,1843 -7,5236 -7,6422 -7,5749 -7,3534 -6,9894 -6,4889 -5,8699 -5,1695 -4,4421 -3,7453 -3,1211 -2,5928 -2,1738 -1,8675 -1,6589 -1,5107 -1,3751 -1,2205 -1,0427 -0,8582 -0,6953 -0,5841 -0,5342 -0,5182 -0,4820 -0,3703 -0,1440 0,2051 0,6441 1,1143 1,5604 1,9441 2,2391 2,4248 2,4868 2,4257 2,2677 2,0566 1,8317 1,6224 1,4562 1,3578 1,3444 1,4302 1,6266 1,9317 2,3188 2,7376 3,1349 3,4781 3,7600 3,9894 4,1838 4,3620 4,5384 4,7285 4,9608 5,2700 5,6707 6,1398 6,6191 7,0271 7,2716 7,2780 7,0293 6,5899 6,0826 5,6328 5,3173 5,1408 5,0497 4,9726 4,8557 4,6725 4,4161 4,0885 3,6945 3,2519 2,8052 2,4172 2,1398 1,9930 1,9639 2,0175 2,1100 2,1979 2,2403 2,2007 2,0506 1,7710 1,3648 0,8769 0,3901 -0,0173 -0,3076 -0,4762 -0,5338 -0,5150 -0,4842 -0,5153 -0,6587 -0,9199 -1,2608 -1,6226 -1,9491 -2,1961 -2,3368 -2,3742 -2,3558 -2,3641 -2,4772 -2,7330 -3,1260 -3,6234 -4,1714 -4,6878 -5,0777 -5,2782 -5,2825 -5,1271 -4,8631 -4,5300 -4,1479 -3,7374 -3,3409 -3,0189 -2,8201 -2,7552 -2,7937 -2,8796 -2,9555 -2,9828 -2,9532 -2,8846 -2,8136 -2,7812 -2,8050 -2,8609 -2,8956 -2,8590 -2,7291 -2,5222 -2,2826 -2,0568 -1,8746 -1,7483 -1,6886 -1,7141 -1,8403 -2,0692 -2,3912 -2,7812 -3,1868 -3,5308 -3,7317 -3,7350 -3,5375 -3,1883 -2,7678 -2,3593 -2,0227 -1,7810 -1,6244 -1,5313 -1,4846 -1,4730 -1,4849 -1,5075 -1,5296 -1,5484 -1,5705 -1,6000 -1,6316 -1,6670 -1,7349 -1,8721 -2,0755 -2,2765 -2,3703 -2,2759 -1,9782 -1,5298 -1,0217 -0,5474 -0,1839 0,0182 0,0499 -0,0522 -0,2327 -0,4455 -0,6628 -0,8692 -1,0577 -1,2310 -1,3921 -1,5268 -1,6009 -1,5847 -1,4805 -1,3198 -1,1414 -0,9825 -0,8837 -0,8836 -1,0033 -1,2353 -1,5400 -1,8466 -2,0654 -2,1286 -2,0319 -1,8338 -1,6118 -1,4171 -1,2594 -1,1240 -0,9998 -0,8896 -0,7963 -0,7144 -0,6406 -0,5802 -0,5413 -0,5307 -0,5547 -0,6149 -0,6965 -0,7561 -0,7292 -0,5665 -0,2692 0,1126 0,5116 0,8696 1,1489 1,3277 1,3855 1,3070 1,1066 0,8456 0,6162 0,4982 0,5182 0,6335 0,7501 0,7662 0,6269 0,3596 0,0645 -0,1416 -0,1921 -0,0925 0,1067 0,3440 0,5608 0,7152 0,8007 0,8480 0,9049 1,0117 1,1887 1,4339 1,7224 2,0108 2,2575 2,4412 2,5616 2,6278 2,6565 2,6749 2,7097 2,7673 2,8214 2,8150 2,6875 2,4188 2,0497 1,6615 1,3408 1,1545 1,1388 1,2904 1,5616 1,8697 2,1207 2,2356 2,1757 1,9597 1,6516 1,3286 1,0518 0,8545 0,7436 0,7069 0,7280 0,8074 0,9655 1,2145 1,5263 1,8295 2,0332 2,0692 1,9338 1,6916 1,4366 1,2433 1,1389 1,1051 1,0978 1,0674 0,9736 0,7963 0,5421 0,2363 -0,0854 -0,3784 -0,5908 -0,6839 -0,6546 -0,5363 -0,3785 -0,2236 -0,0949 0,0030 0,0688 0,0905 0,0506 -0,0550 -0,2147 -0,4156 -0,6498 -0,9054 -1,1579 -1,3749 -1,5256 -1,5860 -1,5414 -1,3976 -1,1882 -0,9607 -0,7504 -0,5712 -0,4191 -0,2781 -0,1308 0,0252 0,1697 0,2684 0,2884 0,2107 0,0432 -0,1772 -0,4051 -0,6098 -0,7770 -0,9046 -1,0043 -1,0955 -1,1876 -1,2719 -1,3326 -1,3638 -1,3785 -1,3991 -1,4295 -1,4336 -1,3519 -1,1447 -0,8245 -0,4598 -0,1557 -0,0208 -0,1340 -0,5161 -1,1197 -1,8437 -2,5678 -3,1982 -3,7043 -4,1120 -4,4528 -4,7247 -4,9083 -5,0042 -5,0385 -5,0386 -5,0194 -4,9836 -4,9267 -4,8423 -4,7228 -4,5655 -4,3760 -4,1580 -3,9011 -3,5885 -3,2143 -2,7908 -2,3458 -1,9238 -1,5792 -1,3594 -1,2886 -1,3581 -1,5270 -1,7376 -1,9394 -2,0975 -2,1856 -2,1878 -2,1119 -1,9891 -1,8462 -1,6806 -1,4682 -1,1965 -0,8850 -0,5780 -0,3237 -0,1530 -0,0653 -0,0265 0,0118 0,0897 0,2304 0,4383 0,6895 0,9303 1,1031 1,1816 1,1870 1,1741 1,2042 1,3227 1,5544 1,9118 2,3966 2,9863 3,6312 4,2688 4,8336 5,2523 5,4506 5,3782 5,0338 4,4718 3,7806 3,0442 2,3172 1,6259 0,9762 0,3589 -0,2308 -0,7670 -1,2002 -1,4952 -1,6521 -1,6985 -1,6769 -1,6303 -1,5859 -1,5545 -1,5443 -1,5686 -1,6394 -1,7603 -1,9186 -2,0863 -2,2359 -2,3506 -2,4162 -2,4081 -2,2863 -2,0089 -1,5615 -0,9741 -0,3111 0,3467 0,9167 1,3284 1,5372 1,5313 1,3269 0,9633 0,5012 0,0139 -0,4358 -0,8129 -1,1042 -1,3011
F3    -3,1644 -2,8858 -2,1963 -1,2767 -0,3441 0,4193 0,8907 1,0228 0,8730 0,6029 0,4143 0,4556 0,7554 1,2146 1,6502 1,8744 1,7791 1,3728 0,7565 0,0839 -0,4781 -0,8007 -0,8324 -0,5983 -0,1811 0,2966 0,6992 0,9227 0,9400 0,8171 0,6769 0,6311 0,7300 0,9509 1,1984 1,3314 1,2227 0,8174 0,1629 -0,6009 -1,3015 -1,7989 -2,0089 -1,9120 -1,5760 -1,1389 -0,7472 -0,5139 -0,5025 -0,7042 -1,0347 -1,3691 -1,5910 -1,6444 -1,5560 -1,3921 -1,1839 -0,9085 -0,5411 -0,1071 0,3202 0,6637 0,8833 0,9697 0,9059 0,6561 0,1957 -0,4549 -1,2244 -2,0011 -2,6637 -3,1251 -3,3491 -3,3202 -3,0170 -2,4308 -1,6163 -0,7130 0,1125 0,7465 1,1515 1,3432 1,3718 1,3076 1,2178 1,1371 1,0445 0,8726 0,5619 0,1251 -0,3457 -0,7355 -0,9707 -1,0439 -0,9992 -0,8962 -0,7891 -0,7317 -0,7759 -0,9521 -1,2536 -1,6371 -2,0481 -2,4565 -2,8770 -3,3620 -3,9531 -4,6239 -5,2672 -5,7338 -5,9047 -5,7718 -5,4576 -5,1370 -4,9239 -4,8131 -4,7043 -4,4719 -4,0284 -3,3601 -2,5363 -1,6974 -1,0080 -0,5821 -0,4263 -0,4453 -0,5036 -0,4973 -0,3838 -0,1667 0,1286 0,4727 0,8373 1,1889 1,4898 1,7168 1,8771 1,9974 2,0906 2,1505 2,1773 2,1925 2,2190 2,2514 2,2508 2,1810 2,0488 1,8949 1,7525 1,6310 1,5436 1,5398 1,7083 2,1299 2,8086 3,6517 4,5141 5,2497 5,7527 5,9946 6,0213 5,9006 5,6791 5,3772 5,0104 4,6197 4,2942 4,1551 4,3001 4,7561 5,4831 6,3983 7,3805 8,2729 8,9209 9,2253 9,1666 8,7969 8,2176 7,5409 6,8454 6,1591 5,4809 4,8067 4,1345 3,4581 2,7677 2,0722 1,4287 0,9429 0,7333 0,8801 1,3853 2,1645 3,0730 3,9346 4,5514 4,7383 4,3948 3,5560 2,3744 1,0557 -0,2086 -1,2864 -2,1087 -2,6367 -2,8444 -2,7439 -2,4097 -1,9667 -1,5462 -1,2377 -1,0748 -1,0620 -1,1943 -1,4500 -1,7884 -2,1705 -2,5867 -3,0565 -3,5885 -4,1458 -4,6615 -5,0935 -5,4504 -5,7582 -6,0256 -6,2535 -6,4456 -6,6008 -6,7112 -6,7691 -6,7597 -6,6440 -6,3690 -5,9066 -5,2879 -4,6080 -3,9952 -3,5574 -3,3472 -3,3667 -3,5866 -3,9549 -4,3881 -4,7707 -4,9817 -4,9393 -4,6348 -4,1401 -3,5781 -3,0772 -2,7385 -2,6186 -2,7259 -3,0266 -3,4532 -3,9080 -4,2775 -4,4835 -4,5377 -4,5281 -4,5400 -4,6006 -4,6885 -4,7640 -4,7771 -4,6626 -4,3572 -3,8455 -3,1971 -2,5526 -2,0658 -1,8507 -1,9481 -2,3038 -2,7784 -3,2047 -3,4666 -3,5480 -3,5180 -3,4614 -3,4153 -3,3701 -3,3247 -3,3125 -3,3460 -3,3469 -3,1776 -2,7648 -2,1749 -1,5705 -1,1111 -0,8861 -0,9025 -1,0984 -1,3671 -1,5879 -1,6702 -1,6037 -1,4706 -1,4048 -1,5316 -1,9108 -2,4882 -3,0925 -3,5088 -3,5888 -3,3183 -2,7995 -2,1814 -1,6048 -1,1823 -0,9901 -1,0566 -1,3545 -1,8131 -2,3446 -2,8594 -3,2693 -3,4878 -3,4456 -3,1227 -2,5687 -1,8956 -1,2547 -0,7980 -0,6289 -0,7664 -1,1455 -1,6417 -2,1033 -2,3982 -2,4645 -2,3291 -2,0835 -1,8248 -1,5879 -1,3155 -0,9040 -0,2968 0,4586 1,2300 1,8619 2,2440 2,3444 2,1842 1,7983 1,2284 0,5400 -0,1722 -0,8002 -1,2433 -1,4307 -1,3500 -1,0670 -0,7139 -0,4287 -0,2752 -0,2178 -0,1823 -0,1254 -0,0480 0,0292 0,0861 0,1155 0,1215 0,1074 0,0785 0,0600 0,0956 0,2152 0,4055 0,6208 0,8290 1,0464 1,3225 1,6909 2,1514 2,6857 3,2571 3,8005 4,2293 4,4443 4,3444 3,8718 3,0711 2,1017 1,1789 0,4965 0,1715 0,2150 0,5371 0,9984 1,4713 1,8692 2,1397 2,2503 2,1937 2,0069 1,7648 1,5378 1,3576 1,2212 1,1252 1,0935 1,1653 1,3483 1,5866 1,7780 1,8233 1,6775 1,3819 1,0481 0,7974 0,7035 0,7774 0,9841 1,2686 1,5710 1,8273 1,9628 1,9026 1,6054 1,1025 0,5101 -0,0030 -0,2897 -0,3047 -0,1241 0,1241 0,3564 0,5701 0,8057 1,0902 1,4112 1,7305 1,9987 2,1409 2,0457 1,6097 0,8170 -0,2198 -1,2939 -2,1762 -2,6736 -2,6702 -2,1713 -1,3234 -0,3652 0,4736 1,0586 1,3810 1,5280 1,6059 1,6664 1,6983 1,6651 1,5317 1,2798 0,9276 0,5267 0,1256 -0,2529 -0,6048 -0,9378 -1,2645 -1,5791 -1,8441 -2,0128 -2,0586 -1,9825 -1,8104 -1,5840 -1,3381 -1,0735 -0,7530 -0,3270 0,2196 0,8159 1,2833 1,3908 0,9713 0,0247 -1,2619 -2,5848 -3,6568 -4,3411 -4,6940 -4,8827 -5,0512 -5,2447 -5,4328 -5,5601 -5,5544 -5,3494 -4,9594 -4,5032 -4,1193 -3,8687 -3,7199 -3,5939 -3,4183 -3,1681 -2,8748 -2,5897 -2,3400 -2,1226 -1,9308 -1,7764 -1,6854 -1,6763 -1,7474 -1,8800 -2,0400 -2,1804 -2,2732 -2,3438 -2,4416 -2,5814 -2,7396 -2,8916 -3,0072 -3,0098 -2,7832 -2,2477 -1,4323 -0,4746 0,4399 1,1599 1,6274 1,8721 1,9432 1,8651 1,6680 1,4119 1,1516 0,8956 0,6045 0,2444 -0,1372 -0,4048 -0,4280 -0,1718 0,3147 0,9723 1,7620 2,6442 3,5653 4,4597 5,2437 5,8189 6,1047 6,0617 5,6785 4,9676 3,9915 2,8702 1,7473 0,7523 -0,0240 -0,5551 -0,8742 -1,0251 -1,0324 -0,9257 -0,7696 -0,6497 -0,6187 -0,6512 -0,6584 -0,5677 -0,3965 -0,2427 -0,2089 -0,3414 -0,6222 -0,9991 -1,4104 -1,7818 -2,0277 -2,0824 -1,9241 -1,5739 -1,0919 -0,5629 -0,0576 0,4015 0,8316 1,2517 1,6521 1,9928 2,2154 2,2674 2,1303 1,8266 1,4027 0,9054 0,3764 -0,1348
F7    -1,9335 -1,3683 -0,7667 -0,1987 0,2743 0,5973 0,7204 0,6260 0,3653 0,0553 -0,1676 -0,2104 -0,0697 0,1736 0,4134 0,5789 0,6514 0,6404 0,5674 0,4826 0,4675 0,5844 0,8183 1,0792 1,2581 1,2779 1,1144 0,8032 0,4301 0,0971 -0,1187 -0,1940 -0,1607 -0,0881 -0,0573 -0,1324 -0,3354 -0,6363 -0,9557 -1,1921 -1,2743 -1,1980 -1,0115 -0,7742 -0,5311 -0,3091 -0,1297 -0,0283 -0,0465 -0,1879 -0,3962 -0,5888 -0,6991 -0,7009 -0,6203 -0,5215 -0,4594 -0,4406 -0,4348 -0,4173 -0,3875 -0,3537 -0,3160 -0,2707 -0,2265 -0,2170 -0,2900 -0,4714 -0,7371 -1,0184 -1,2332 -1,3164 -1,2380 -1,0071 -0,6553 -0,2181 0,2584 0,7086 1,0725 1,3272 1,4727 1,4922 1,3454 1,0211 0,5956 0,2254 0,0642 0,1755 0,5052 0,9235 1,2863 1,4765 1,4362 1,1894 0,8303 0,4654 0,1512 -0,1216 -0,3899 -0,6587 -0,8722 -0,9560 -0,9019 -0,8028 -0,7932 -0,9589 -1,2986 -1,7464 -2,2140 -2,6183 -2,9050 -3,0646 -3,1171 -3,0747 -2,9325 -2,6933 -2,3854 -2,0521 -1,7313 -1,4365 -1,1552 -0,8747 -0,6019 -0,3468 -0,1019 0,1498 0,4166 0,6865 0,9285 1,1048 1,1980 1,2375 1,2947 1,4425 1,7100 2,0678 2,4535 2,8065 3,0854 3,2756 3,3937 3,4768 3,5639 3,6782 3,8136 3,9415 4,0265 4,0240 3,8829 3,5881 3,2005 2,8333 2,5913 2,5345 2,6788 3,0130 3,5102 4,1264 4,8005 5,4621 6,0403 6,4706 6,7040 6,7296 6,5975 6,4109 6,2800 6,2781 6,4233 6,6824 6,9939 7,2988 7,5466 7,6814 7,6511 7,4380 7,0703 6,6133 6,1508 5,7507 5,4384 5,2086 5,0529 4,9629 4,9142 4,8666 4,7822 4,6419 4,4495 4,2220 3,9736 3,7131 3,4527 3,2106 3,0036 2,8293 2,6523 2,4216 2,1099 1,7307 1,3228 0,9353 0,6131 0,3707 0,1899 0,0526 -0,0469 -0,1287 -0,2420 -0,4469 -0,7792 -1,2243 -1,7188 -2,1891 -2,5905 -2,9099 -3,1441 -3,2936 -3,3786 -3,4495 -3,5663 -3,7640 -4,0405 -4,3795 -4,7736 -5,2109 -5,6478 -6,0147 -6,2530 -6,3541 -6,3644 -6,3472 -6,3396 -6,3410 -6,3330 -6,3017 -6,2357 -6,1191 -5,9485 -5,7532 -5,5869 -5,5008 -5,5206 -5,6386 -5,8197 -6,0141 -6,1654 -6,2196 -6,1417 -5,9301 -5,6147 -5,2412 -4,8562 -4,5068 -4,2525 -4,1594 -4,2651 -4,5492 -4,9319 -5,3088 -5,6094 -5,8284 -5,9947 -6,1189 -6,1783 -6,1393 -5,9843 -5,7212 -5,3802 -5,0025 -4,6264 -4,2785 -3,9859 -3,7963 -3,7713 -3,9414 -4,2743 -4,6950 -5,1378 -5,5750 -5,9962 -6,3662 -6,6159 -6,6864 -6,5813 -6,3633 -6,0903 -5,7626 -5,3438 -4,8292 -4,2727 -3,7549 -3,3391 -3,0472 -2,8610 -2,7476 -2,6912 -2,7078 -2,8260 -3,0524 -3,3530 -3,6658 -3,9402 -4,1708 -4,3858 -4,6036 -4,8139 -5,0033 -5,1797 -5,3546 -5,5066 -5,5829 -5,5435 -5,4036 -5,2350 -5,1204 -5,1022 -5,1718 -5,2901 -5,3994 -5,4362 -5,3680 -5,2189 -5,0491 -4,9100 -4,8192 -4,7697 -4,7481 -4,7411 -4,7338 -4,7121 -4,6675 -4,5979 -4,4990 -4,3632 -4,2005 -4,0516 -3,9583 -3,9274 -3,9349 -3,9519 -3,9528 -3,9177 -3,8471 -3,7597 -3,6715 -3,5935 -3,5485 -3,5719 -3,6879 -3,8840 -4,1194 -4,3611 -4,6020 -4,8486 -5,1005 -5,3416 -5,5404 -5,6512 -5,6238 -5,4276 -5,0739 -4,6200 -4,1538 -3,7610 -3,4909 -3,3429 -3,2716 -3,2059 -3,0780 -2,8441 -2,4906 -2,0371 -1,5344 -1,0477 -0,6314 -0,3130 -0,0916 0,0461 0,1041 0,0762 -0,0372 -0,2359 -0,5405 -0,9755 -1,5188 -2,0827 -2,5502 -2,8246 -2,8517 -2,6249 -2,1872 -1,6271 -1,0543 -0,5663 -0,2230 -0,0373 0,0139 -0,0374 -0,1679 -0,3642 -0,6153 -0,9047 -1,2007 -1,4551 -1,6133 -1,6345 -1,5130 -1,2835 -1,0042 -0,7407 -0,5574 -0,4927 -0,5378 -0,6440 -0,7469 -0,7894 -0,7420 -0,6080 -0,4104 -0,1859 0,0126 0,1301 0,1497 0,1195 0,1250 0,2268 0,4255 0,6815 0,9556 1,2228 1,4597 1,6377 1,7297 1,7206 1,6123 1,4174 1,1549 0,8477 0,5180 0,1890 -0,1060 -0,3215 -0,4071 -0,3195 -0,0361 0,4322 1,0302 1,6712 2,2696 2,7611 3,1064 3,2956 3,3451 3,2725 3,0757 2,7441 2,2821 1,7173 1,0975 0,4895 -0,0264 -0,3815 -0,5427 -0,5178 -0,3594 -0,1639 -0,0287 0,0144 0,0085 0,0149 0,0618 0,1314 0,1712 0,1353 0,0365 -0,0472 -0,0288 0,1141 0,3094 0,4291 0,3576 0,0394 -0,5001 -1,1593 -1,8038 -2,3322 -2,7129 -2,9668 -3,1292 -3,2316 -3,3011 -3,3600 -3,4312 -3,5440 -3,7258 -3,9802 -4,2717 -4,5295 -4,6691 -4,6265 -4,3864 -3,9844 -3,4837 -2,9513 -2,4444 -1,9979 -1,6168 -1,2951 -1,0551 -0,9557 -1,0420 -1,2991 -1,6633 -2,0649 -2,4483 -2,7635 -2,9532 -2,9605 -2,7654 -2,4098 -1,9761 -1,5440 -1,1647 -0,8514 -0,5880 -0,3578 -0,1676 -0,0410 0,0097 0,0056 -0,0024 0,0390 0,1649 0,3947 0,7328 1,1571 1,6177 2,0541 2,4106 2,6447 2,7394 2,7115 2,6039 2,4710 2,3667 2,3285 2,3702 2,4953 2,7046 2,9742 3,2372 3,4025 3,3952 3,1915 2,8367 2,4241 2,0277 1,6467 1,2365 0,7841 0,3378 -0,0253 -0,2484 -0,3269 -0,3042 -0,2380 -0,1745 -0,1465 -0,1663 -0,2148 -0,2555 -0,2644 -0,2395 -0,1869 -0,1122 -0,0280 0,0287 -0,0027 -0,1695 -0,4552 -0,7674 -0,9785 -0,9984 -0,8288 -0,5529 -0,2664 -0,0149 0,2116 0,4392 0,6656 0,8488 0,9371 0,9149 0,8200 0,7120 0,6135 0,4823 0,2440 -0,1416
