Fp1   -0,2991 -0,4797 -0,6319 -0,7531 -0,8592 -0,9772 -1,1272 -1,3007 -1,4608 -1,5612 -1,5593 -1,4292 -1,1806 -0,8573 -0,5193 -0,2301 -0,0395 0,0373 0,0228 -0,0377 -0,0889 -0,0789 0,0194 0,1851 0,3524 0,4486 0,4327 0,3109 0,1302 -0,0380 -0,1156 -0,0451 0,1799 0,5090 0,8587 1,1433 1,3045 1,3363 1,2807 1,1964 1,1271 1,0847 1,0501 0,9913 0,8815 0,7073 0,4714 0,1888 -0,1246 -0,4560 -0,7880 -1,1018 -1,3950 -1,6850 -1,9893 -2,3068 -2,6183 -2,8936 -3,0953 -3,1852 -3,1404 -2,9647 -2,6925 -2,3867 -2,1195 -1,9369 -1,8424 -1,8132 -1,8231 -1,8544 -1,9002 -1,9586 -2,0265 -2,0996 -2,1805 -2,2789 -2,3925 -2,4901 -2,5175 -2,4179 -2,1578 -1,7478 -1,2425 -0,7143 -0,2245 0,1900 0,5227 0,7938 1,0369 1,2849 1,5544 1,8252 2,0402 2,1387 2,0961 1,9383 1,7196 1,4860 1,2576 1,0416 0,8494 0,6945 0,5859 0,5228 0,4904 0,4592 0,3920 0,2547 0,0287 -0,2780 -0,6269 -0,9654 -1,2599 -1,5104 -1,7348 -1,9477 -2,1545 -2,3627 -2,5957 -2,8858 -3,2473 -3,6623 -4,0933 -4,5011 -4,8520 -5,1194 -5,2789 -5,3088 -5,2066 -4,9947 -4,7045 -4,3552 -3,9502 -3,4969 -3,0215 -2,5531 -2,0989 -1,6367 -1,1308 -0,5539 0,0925 0,7692 1,4162 1,9886 2,4645 2,8244 3,0423 3,1062 3,0354 2,8635 2,6176 2,3255 2,0239 1,7435 1,5016 1,3132 1,1939 1,1473 1,1588 1,2126 1,3087 1,4476 1,5998 1,7069 1,7174 1,6216 1,4514 1,2556 1,0813 0,9660 0,9243 0,9496 1,0297 1,1455 1,2623 1,3429 1,3633 1,3192 1,2254 1,1065 0,9780 0,8396 0,6858 0,5144 0,3240 0,1123 -0,1160 -0,3455 -0,5570 -0,7332 -0,8602 -0,9301 -0,9445 -0,9130 -0,8502 -0,7782 -0,7219 -0,6928 -0,6764 -0,6435 -0,5734 -0,4575 -0,2913 -0,0808 0,1508 0,3790 0,6033 0,8489 1,1379 1,4583 1,7645 2,0108 2,1825 2,2934 2,3592 2,3857 2,3844 2,3878 2,4333 2,5282 2,6389 2,7152 2,7184 2,6354 2,4784 2,2730 2,0401 1,7870 1,5084 1,1886 0,8117 0,3818 -0,0742 -0,5274 -0,9684 -1,4056 -1,8432 -2,2622 -2,6249 -2,8978 -3,0644 -3,1252 -3,0984 -3,0165 -2,9166 -2,8344 -2,7964 -2,8097 -2,8673 -2,9637 -3,0966 -3,2621 -3,4541 -3,6616 -3,8700 -4,0715 -4,2629 -4,4327 -4,5622 -4,6332 -4,6324 -4,5601 -4,4342 -4,2725 -4,0767 -3,8429 -3,5802 -3,3108 -3,0641 -2,8690 -2,7399 -2,6711 -2,6485 -2,6653 -2,7303 -2,8616 -3,0653 -3,3204 -3,5892 -3,8337 -4,0187 -4,1131 -4,1002 -3,9877 -3,8083 -3,6078 -3,4177 -3,2367 -3,0434 -2,8182 -2,5513 -2,2402 -1,8906 -1,5239 -1,1847 -0,9274 -0,7816 -0,7250 -0,6996 -0,6589 -0,6014 -0,5617 -0,5745 -0,6475 -0,7636 -0,9005 -1,0486 -1,2150 -1,4106 -1,6361 -1,8866 -2,1645 -2,4785 -2,8239 -3,1682 -3,4578 -3,6353 -3,6561 -3,5041 -3,1956 -2,7725 -2,2897 -1,8030 -1,3660 -1,0281 -0,8165 -0,7159 -0,6740 -0,6338 -0,5655 -0,4738 -0,3830 -0,3134 -0,2680 -0,2371 -0,2110 -0,1898 -0,1792 -0,1679 -0,1197 0,0013 0,2031 0,4657 0,7524 1,0155 1,2064 1,2960 1,2888 1,2197 1,1350 1,0720 1,0489 1,0608 1,0742 1,0380 0,9116 0,6904 0,4067 0,1113 -0,1438 -0,3167 -0,3964 -0,4156 -0,4343 -0,5022 -0,6347 -0,8128 -1,0024 -1,1775 -1,3233 -1,4253 -1,4677 -1,4431 -1,3588 -1,2307 -1,0741 -0,8965 -0,6959 -0,4586 -0,1656 0,1882 0,5774 0,9545 1,2745 1,5117 1,6591 1,7208 1,7078 1,6395 1,5398 1,4368 1,3677 1,3664 1,4439 1,5857 1,7596 1,9241 2,0489 2,1324 2,1914 2,2390 2,2806 2,3221 2,3669 2,4121 2,4538 2,4976 2,5607 2,6539 2,7633 2,8608 2,9206 2,9271 2,8768 2,7719 2,6097 2,3909 2,1427 1,9138 1,7447 1,6454 1,5950 1,5540 1,4827 1,3470 1,1140 0,7629 0,3064 -0,2068 -0,7097 -1,1351 -1,4254 -1,5391 -1,4634 -1,2239 -0,8730 -0,4657 -0,0411 0,3790 0,7841 1,1755 1,5722 1,9957 2,4397 2,8624 3,2085 3,4433 3,5704 3,6228 3,6347 3,6238 3,5960 3,5548 3,4991 3,4156 3,2805 3,0692 2,7737 2,4120 2,0232 1,6533 1,3339 1,0632 0,8091 0,5403 0,2606 0,0069 -0,1879 -0,3176 -0,3903 -0,4080 -0,3643 -0,2599 -0,1134 0,0429 0,1783 0,2806 0,3644 0,4587 0,5828 0,7424 0,9468 1,2133 1,5383 1,8764 2,1590 2,3295 2,3626 2,2651 2,0655 1,8008 1,5069 1,2170 0,9522 0,7074 0,4592 0,1957 -0,0603 -0,2559 -0,3377 -0,2795 -0,0940 0,1732 0,4651 0,7332 0,9483 1,1056 1,2243 1,3316 1,4423 1,5542 1,6597 1,7506 1,8118 1,8237 1,7857 1,7335 1,7193 1,7755 1,9112 2,1250 2,4007 2,7080 3,0234 3,3380 3,6438 3,9291 4,1858 4,4059 4,5747 4,6751 4,6910 4,6119 4,4433 4,2109 3,9480 3,6807 3,4181 3,1558 2,8907 2,6306 2,3953 2,2096 2,0918 2,0424 2,0379 2,0376 2,0063 1,9354 1,8463 1,7732 1,7369 1,7282 1,7175 1,6732 1,5700 1,3960 1,1647 0,9043 0,6306 0,3454 0,0577 -0,2144 -0,4588 -0,6770 -0,8818 -1,0907 -1,3114 -1,5296 -1,7047 -1,7794 -1,7088 -1,4923 -1,1729 -0,8148 -0,4755 -0,1826 0,0684 0,2874 0,4725 0,6316 0,8062 1,0477 1,3644 1,7045 1,9943 2,1872 2,2718 2,2456 2,1016 1,8384 1,4708 1,0277 0,5443 0,0582 -0,3929 -0,7827 -1,1122 -1,4083 -1,7004
Fz    0,0258 -0,0770 -0,1712 -0,2379 -0,2853 -0,3371 -0,4123 -0,5067 -0,5920 -0,6341 -0,6033 -0,4776 -0,2556 0,0340 0,3349 0,5752 0,6954 0,6790 0,5561 0,3859 0,2323 0,1401 0,1186 0,1390 0,1517 0,1127 -0,0013 -0,1887 -0,4205 -0,6381 -0,7643 -0,7367 -0,5488 -0,2597 0,0377 0,2580 0,3538 0,3292 0,2336 0,1405 0,1131 0,1697 0,2795 0,3941 0,4762 0,5004 0,4478 0,3092 0,0939 -0,1691 -0,4471 -0,7272 -1,0207 -1,3420 -1,6868 -2,0296 -2,3353 -2,5707 -2,7095 -2,7324 -2,6269 -2,3931 -2,0566 -1,6739 -1,3136 -1,0267 -0,8354 -0,7444 -0,7536 -0,8598 -1,0485 -1,2916 -1,5611 -1,8439 -2,1402 -2,4500 -2,7577 -3,0265 -3,1991 -3,2099 -3,0141 -2,6119 -2,0476 -1,3933 -0,7278 -0,1189 0,3931 0,8068 1,1543 1,4827 1,8270 2,1803 2,4917 2,7049 2,7996 2,7976 2,7389 2,6546 2,5557 2,4470 2,3478 2,2884 2,2880 2,3412 2,4156 2,4595 2,4224 2,2769 2,0258 1,6991 1,3440 1,0036 0,6905 0,3853 0,0589 -0,3078 -0,7200 -1,1803 -1,6987 -2,2826 -2,9170 -3,5624 -4,1715 -4,7061 -5,1441 -5,4772 -5,7006 -5,8031 -5,7735 -5,6103 -5,3241 -4,9349 -4,4724 -3,9743 -3,4734 -2,9805 -2,4847 -1,9657 -1,4026 -0,7776 -0,0843 0,6563 1,3936 2,0684 2,6289 3,0266 3,2192 3,1970 3,0028 2,7121 2,3957 2,0999 1,8462 1,6312 1,4325 1,2341 1,0530 0,9324 0,9101 1,0054 1,2228 1,5400 1,8930 2,1935 2,3712 2,4001 2,2943 2,0941 1,8614 1,6676 1,5684 1,5896 1,7297 1,9572 2,2137 2,4350 2,5760 2,6180 2,5650 2,4351 2,2493 2,0222 1,7577 1,4565 1,1296 0,8010 0,4989 0,2460 0,0559 -0,0657 -0,1178 -0,1055 -0,0417 0,0541 0,1519 0,2126 0,2059 0,1360 0,0423 -0,0257 -0,0321 0,0410 0,1965 0,4235 0,7026 1,0147 1,3479 1,6947 2,0425 2,3683 2,6516 2,8927 3,1140 3,3332 3,5411 3,7095 3,8201 3,8791 3,9036 3,9062 3,8899 3,8483 3,7647 3,6211 3,4143 3,1623 2,8884 2,5990 2,2790 1,9041 1,4584 0,9451 0,3829 -0,2059 -0,8081 -1,4205 -2,0371 -2,6295 -3,1463 -3,5371 -3,7789 -3,8833 -3,8856 -3,8310 -3,7651 -3,7261 -3,7364 -3,7977 -3,8945 -4,0062 -4,1194 -4,2347 -4,3637 -4,5160 -4,6887 -4,8724 -5,0581 -5,2394 -5,4107 -5,5585 -5,6536 -5,6640 -5,5736 -5,3846 -5,1153 -4,8024 -4,4915 -4,2150 -3,9789 -3,7704 -3,5714 -3,3703 -3,1711 -2,9949 -2,8732 -2,8336 -2,8856 -3,0150 -3,1881 -3,3575 -3,4725 -3,4994 -3,4363 -3,3136 -3,1802 -3,0766 -3,0074 -2,9379 -2,8202 -2,6207 -2,3295 -1,9526 -1,5038 -1,0126 -0,5301 -0,1167 0,1859 0,3771 0,4869 0,5425 0,5477 0,4946 0,3850 0,2363 0,0685 -0,1068 -0,2922 -0,5090 -0,7871 -1,1429 -1,5665 -2,0313 -2,5043 -2,9447 -3,3061 -3,5523 -3,6660 -3,6415 -3,4804 -3,1968 -2,8167 -2,3699 -1,8864 -1,4000 -0,9529 -0,5887 -0,3377 -0,2035 -0,1617 -0,1748 -0,2155 -0,2771 -0,3651 -0,4839 -0,6271 -0,7773 -0,9167 -1,0293 -1,0884 -1,0583 -0,9132 -0,6530 -0,3041 0,0842 0,4487 0,7326 0,9054 0,9696 0,9509 0,8821 0,7933 0,7069 0,6288 0,5452 0,4333 0,2805 0,0958 -0,0944 -0,2642 -0,3991 -0,4918 -0,5385 -0,5439 -0,5277 -0,5200 -0,5486 -0,6260 -0,7465 -0,8943 -1,0497 -1,1922 -1,3054 -1,3760 -1,3919 -1,3434 -1,2252 -1,0370 -0,7809 -0,4544 -0,0527 0,4127 0,9008 1,3602 1,7556 2,0716 2,3005 2,4375 2,4869 2,4636 2,3873 2,2860 2,1998 2,1634 2,1864 2,2532 2,3387 2,4237 2,5088 2,6155 2,7663 2,9630 3,1867 3,4138 3,6288 3,8269 4,0089 4,1755 4,3257 4,4541 4,5482 4,5969 4,5996 4,5617 4,4859 4,3706 4,2109 4,0076 3,7839 3,5846 3,4489 3,3874 3,3725 3,3452 3,2400 3,0097 2,6310 2,1082 1,4769 0,7984 0,1473 -0,4008 -0,7807 -0,9461 -0,8858 -0,6411 -0,2945 0,0691 0,3987 0,6869 0,9584 1,2522 1,6065 2,0434 2,5515 3,0800 3,5563 3,9128 4,1128 4,1638 4,1105 4,0105 3,9103 3,8327 3,7758 3,7188 3,6312 3,4862 3,2749 3,0102 2,7199 2,4320 2,1571 1,8826 1,5886 1,2703 0,9507 0,6692 0,4580 0,3286 0,2743 0,2861 0,3622 0,5007 0,6889 0,9065 1,1306 1,3407 1,5310 1,7160 1,9165 2,1386 2,3737 2,6081 2,8262 3,0093 3,1355 3,1825 3,1350 2,9935 2,7780 2,5247 2,2774 2,0721 1,9134 1,7683 1,5962 1,3852 1,1642 0,9901 0,9256 1,0134 1,2546 1,6062 2,0021 2,3795 2,6940 2,9243 3,0710 3,1485 3,1733 3,1588 3,1172 3,0549 2,9662 2,8451 2,7109 2,6122 2,5979 2,6896 2,8854 3,1719 3,5229 3,9026 4,2806 4,6386 4,9639 5,2480 5,4954 5,7229 5,9418 6,1444 6,3082 6,4094 6,4360 6,3870 6,2629 6,0676 5,8186 5,5515 5,3045 5,0978 4,9332 4,8139 4,7476 4,7250 4,7107 4,6617 4,5545 4,4014 4,2464 4,1381 4,0961 4,0954 4,0857 4,0214 3,8712 3,6201 3,2771 2,8683 2,4133 1,9224 1,4155 0,9290 0,4977 0,1364 -0,1638 -0,4204 -0,6361 -0,7886 -0,8401 -0,7522 -0,5073 -0,1277 0,3265 0,7822 1,1855 1,5221 1,8102 2,0716 2,3150 2,5449 2,7752 3,0227 3,2901 3,5540 3,7663 3,8805 3,8790 3,7684 3,5571 3,2525 2,8698 2,4325 1,9715 1,5241 1,1183 0,7528 0,4009 0,0403 -0,3278
F3    -0,0554 -0,2977 -0,5231 -0,6947 -0,8098 -0,8905 -0,9636 -1,0321 -1,0667 -1,0288 -0,8885 -0,6280 -0,2562 0,1792 0,6008 0,9235 1,0843 1,0671 0,9033 0,6554 0,3976 0,1929 0,0704 0,0147 -0,0207 -0,0796 -0,1813 -0,3249 -0,4918 -0,6347 -0,6797 -0,5688 -0,3054 0,0439 0,3857 0,6364 0,7501 0,7307 0,6260 0,5082 0,4425 0,4494 0,4994 0,5425 0,5374 0,4599 0,3035 0,0775 -0,1933 -0,4671 -0,7028 -0,8917 -1,0660 -1,2682 -1,5122 -1,7750 -2,0159 -2,2007 -2,3139 -2,3548 -2,3245 -2,2184 -2,0385 -1,8134 -1,5871 -1,3864 -1,2184 -1,0983 -1,0556 -1,1152 -1,2752 -1,5017 -1,7541 -2,0102 -2,2667 -2,5273 -2,7872 -3,0226 -3,1893 -3,2332 -3,1172 -2,8455 -2,4621 -2,0244 -1,5821 -1,1692 -0,8027 -0,4787 -0,1770 0,1310 0,4696 0,8326 1,1731 1,4358 1,6025 1,7005 1,7720 1,8353 1,8709 1,8444 1,7494 1,6229 1,5179 1,4711 1,4865 1,5300 1,5467 1,4923 1,3439 1,1017 0,7952 0,4671 0,1388 -0,1955 -0,5441 -0,8984 -1,2442 -1,5921 -1,9893 -2,4872 -3,0921 -3,7566 -4,4195 -5,0405 -5,5938 -6,0431 -6,3341 -6,4205 -6,3022 -6,0311 -5,6786 -5,2958 -4,9055 -4,5234 -4,1638 -3,8218 -3,4635 -3,0440 -2,5328 -1,9206 -1,2175 -0,4614 0,2854 0,9683 1,5566 2,0209 2,3181 2,4184 2,3393 2,1366 1,8716 1,5934 1,3365 1,1166 0,9293 0,7725 0,6719 0,6694 0,7891 1,0326 1,3905 1,8315 2,2829 2,6489 2,8611 2,9093 2,8278 2,6650 2,4740 2,3148 2,2389 2,2715 2,4056 2,5963 2,7705 2,8660 2,8606 2,7660 2,6076 2,4059 2,1658 1,8776 1,5305 1,1314 0,7119 0,3178 -0,0035 -0,2147 -0,3103 -0,3273 -0,3209 -0,3284 -0,3582 -0,4063 -0,4750 -0,5731 -0,6979 -0,8184 -0,8829 -0,8511 -0,7175 -0,5031 -0,2351 0,0616 0,3709 0,6920 1,0310 1,3880 1,7538 2,1104 2,4311 2,6907 2,8811 3,0119 3,0989 3,1587 3,2161 3,3048 3,4472 3,6241 3,7787 3,8541 3,8221 3,6848 3,4713 3,2219 2,9625 2,6938 2,3960 2,0366 1,5903 1,0594 0,4686 -0,1548 -0,7887 -1,4137 -2,0067 -2,5289 -2,9273 -3,1645 -3,2421 -3,1954 -3,0727 -2,9196 -2,7753 -2,6694 -2,6149 -2,6107 -2,6533 -2,7433 -2,8841 -3,0781 -3,3199 -3,5852 -3,8330 -4,0299 -4,1710 -4,2759 -4,3723 -4,4757 -4,5782 -4,6535 -4,6717 -4,6100 -4,4612 -4,2395 -3,9718 -3,6834 -3,4027 -3,1631 -2,9843 -2,8605 -2,7761 -2,7265 -2,7228 -2,7833 -2,9177 -3,1180 -3,3622 -3,6181 -3,8413 -3,9828 -4,0136 -3,9403 -3,7966 -3,6220 -3,4363 -3,2306 -2,9835 -2,6806 -2,3211 -1,9136 -1,4740 -1,0309 -0,6305 -0,3268 -0,1536 -0,1024 -0,1299 -0,1896 -0,2582 -0,3374 -0,4327 -0,5362 -0,6286 -0,6957 -0,7491 -0,8338 -0,9999 -1,2612 -1,5862 -1,9350 -2,2861 -2,6206 -2,9066 -3,1081 -3,1941 -3,1408 -2,9428 -2,6213 -2,2183 -1,7837 -1,3594 -0,9667 -0,6125 -0,3037 -0,0475 0,1543 0,3042 0,4012 0,4368 0,4028 0,3031 0,1568 -0,0022 -0,1313 -0,2003 -0,2061 -0,1576 -0,0577 0,1023 0,3371 0,6477 1,0012 1,3402 1,6141 1,7994 1,8988 1,9317 1,9219 1,8849 1,8263 1,7413 1,6159 1,4367 1,2048 0,9361 0,6518 0,3738 0,1287 -0,0511 -0,1451 -0,1646 -0,1548 -0,1733 -0,2596 -0,4139 -0,6052 -0,7983 -0,9727 -1,1231 -1,2492 -1,3408 -1,3759 -1,3300 -1,1821 -0,9201 -0,5521 -0,0994 0,4188 0,9735 1,5059 1,9491 2,2667 2,4565 2,5324 2,5130 2,4188 2,2706 2,0874 1,8995 1,7602 1,7235 1,8118 2,0098 2,2757 2,5582 2,8251 3,0796 3,3367 3,5879 3,8035 3,9625 4,0666 4,1282 4,1615 4,1891 4,2412 4,3295 4,4297 4,5005 4,5152 4,4728 4,3883 4,2726 4,1191 3,9178 3,6848 3,4605 3,2806 3,1573 3,0776 3,0098 2,9172 2,7646 2,5129 2,1270 1,6005 0,9712 0,3165 -0,2691 -0,7029 -0,9269 -0,9201 -0,7182 -0,4049 -0,0643 0,2616 0,5731 0,8893 1,2355 1,6396 2,1145 2,6330 3,1324 3,5508 3,8580 4,0528 4,1488 4,1694 4,1431 4,0921 4,0313 3,9758 3,9373 3,9093 3,8617 3,7551 3,5608 3,2763 2,9262 2,5419 2,1404 1,7287 1,3228 0,9590 0,6792 0,5029 0,4149 0,3825 0,3869 0,4392 0,5584 0,7400 0,9554 1,1707 1,3640 1,5396 1,7261 1,9515 2,2169 2,4999 2,7748 3,0171 3,2013 3,3081 3,3284 3,2561 3,0889 2,8405 2,5454 2,2496 1,9917 1,7777 1,5760 1,3496 1,0922 0,8350 0,6341 0,5478 0,6076 0,7968 1,0587 1,3298 1,5694 1,7640 1,9177 2,0440 2,1554 2,2487 2,3067 2,3163 2,2788 2,2056 2,1102 2,0158 1,9669 2,0081 2,1478 2,3642 2,6368 2,9494 3,2831 3,6276 3,9845 4,3500 4,7094 5,0485 5,3577 5,6264 5,8466 6,0170 6,1423 6,2284 6,2706 6,2478 6,1410 5,9560 5,7274 5,4949 5,2770 5,0756 4,9010 4,7720 4,6897 4,6276 4,5457 4,4163 4,2469 4,0768 3,9482 3,8799 3,8548 3,8287 3,7573 3,6163 3,4062 3,1527 2,8837 2,5983 2,2755 1,9103 1,5253 1,1507 0,8047 0,4881 0,1958 -0,0595 -0,2401 -0,3031 -0,2206 0,0117 0,3701 0,8071 1,2612 1,6757 2,0255 2,3225 2,5818 2,7918 2,9332 3,0181 3,0924 3,1996 3,3461 3,4918 3,5761 3,5567 3,4236 3,1797 2,8312 2,3946 1,8990 1,3797 0,8764 0,4285 0,0569 -0,2560 -0,5587 -0,8999
F7    0,3709 -0,3846 -1,1663 -1,7751 -2,0700 -2,0591 -1,8928 -1,7200 -1,5861 -1,4736 -1,3481 -1,1478 -0,8127 -0,3507 0,1457 0,5615 0,8371 0,9695 0,9555 0,7834 0,4797 0,1234 -0,1925 -0,3995 -0,4729 -0,4462 -0,3989 -0,4055 -0,4859 -0,5686 -0,5045 -0,1791 0,3843 1,0505 1,6631 2,1052 2,3148 2,2748 2,0132 1,6171 1,2034 0,8457 0,5621 0,3594 0,2407 0,1849 0,1399 0,0474 -0,1076 -0,2851 -0,4457 -0,5977 -0,7687 -0,9599 -1,1567 -1,3463 -1,5088 -1,6466 -1,8218 -2,1017 -2,4693 -2,8113 -2,9971 -2,9793 -2,8019 -2,5151 -2,1633 -1,8509 -1,7121 -1,8093 -2,0857 -2,3960 -2,6127 -2,7197 -2,7927 -2,9100 -3,0767 -3,2036 -3,1483 -2,7948 -2,1332 -1,2829 -0,4299 0,2584 0,6758 0,7977 0,6992 0,5218 0,3985 0,4159 0,6065 0,9266 1,2500 1,4207 1,3336 0,9967 0,5190 0,0189 -0,4591 -0,9336 -1,3992 -1,7755 -1,9554 -1,8687 -1,4983 -0,9041 -0,2541 0,2231 0,3532 0,0951 -0,4728 -1,2182 -1,9932 -2,6680 -3,1843 -3,5385 -3,7253 -3,7744 -3,7959 -3,9021 -4,1131 -4,3865 -4,7002 -5,0645 -5,4654 -5,8246 -6,0296 -6,0072 -5,7754 -5,4325 -5,0869 -4,7937 -4,5684 -4,4309 -4,4035 -4,4797 -4,5968 -4,6300 -4,4398 -3,9459 -3,1732 -2,2528 -1,3642 -0,6228 -0,0169 0,5177 0,9919 1,3533 1,5478 1,5745 1,4943 1,3802 1,2536 1,0795 0,8213 0,4995 0,2088 0,0495 0,0374 0,1192 0,2419 0,3684 0,4636 0,5064 0,5223 0,5757 0,6963 0,8337 0,9140 0,9170 0,8781 0,8474 0,8572 0,8946 0,9019 0,8228 0,6367 0,3580 0,0209 -0,3483 -0,7419 -1,1274 -1,4321 -1,6263 -1,7702 -1,9326 -2,0998 -2,1857 -2,1287 -1,9788 -1,8684 -1,8977 -2,0656 -2,3157 -2,6153 -2,9544 -3,2889 -3,5245 -3,5565 -3,3415 -2,9431 -2,4970 -2,1318 -1,9109 -1,8145 -1,7604 -1,6560 -1,4580 -1,2124 -1,0316 -1,0085 -1,1345 -1,2950 -1,3540 -1,2613 -1,0942 -0,9722 -0,9138 -0,8243 -0,6431 -0,4343 -0,3039 -0,2877 -0,3426 -0,4192 -0,5327 -0,7577 -1,1464 -1,6701 -2,2521 -2,8141 -3,2748 -3,5785 -3,7462 -3,8542 -3,9568 -4,0533 -4,1221 -4,1635 -4,2053 -4,2756 -4,3794 -4,5016 -4,6187 -4,7089 -4,7599 -4,7688 -4,7528 -4,7495 -4,7752 -4,8071 -4,8335 -4,8708 -4,9151 -4,9388 -4,9484 -4,9939 -5,1076 -5,2553 -5,3600 -5,3648 -5,2675 -5,1158 -4,9816 -4,9211 -4,9334 -4,9555 -4,9105 -4,7834 -4,6426 -4,5758 -4,6172 -4,7367 -4,8761 -5,0092 -5,1744 -5,4225 -5,7480 -6,1095 -6,4885 -6,8816 -7,2346 -7,4326 -7,3917 -7,1424 -6,8072 -6,5118 -6,3178 -6,2100 -6,1266 -6,0058 -5,8004 -5,4748 -5,0137 -4,4366 -3,8062 -3,2163 -2,7592 -2,4967 -2,4434 -2,5677 -2,7994 -3,0474 -3,2378 -3,3454 -3,3908 -3,4276 -3,5189 -3,6960 -3,9396 -4,2160 -4,5161 -4,8299 -5,1108 -5,3040 -5,3751 -5,2985 -5,0617 -4,6902 -4,2530 -3,8478 -3,5534 -3,3731 -3,2446 -3,0969 -2,8718 -2,5318 -2,0808 -1,5740 -1,1204 -0,8459 -0,7964 -0,8826 -0,9510 -0,8935 -0,6836 -0,3639 -0,0200 0,2637 0,4222 0,4163 0,2828 0,1406 0,0994 0,1857 0,3584 0,5597 0,7535 0,9202 1,0264 1,0372 0,9574 0,8226 0,6537 0,4522 0,2233 -0,0142 -0,2396 -0,4552 -0,6881 -0,9476 -1,1974 -1,4014 -1,5864 -1,8190 -2,1049 -2,3595 -2,4943 -2,4863 -2,3664 -2,1832 -1,9802 -1,7947 -1,6695 -1,6375 -1,6724 -1,6872 -1,6174 -1,4709 -1,2840 -1,0822 -0,9006 -0,7988 -0,8261 -0,9769 -1,2036 -1,4545 -1,6733 -1,7929 -1,7735 -1,6299 -1,3999 -1,1018 -0,7229 -0,2528 0,2601 0,7025 0,9636 0,9933 0,8017 0,4497 0,0399 -0,3210 -0,5686 -0,6897 -0,6804 -0,5031 -0,1229 0,4174 0,9979 1,4879 1,8000 1,9018 1,8042 1,5334 1,1074 0,5427 -0,1226 -0,8092 -1,4060 -1,8358 -2,1072 -2,2778 -2,3919 -2,4816 -2,5937 -2,7698 -3,0065 -3,2478 -3,4122 -3,4350 -3,2948 -3,0135 -2,6559 -2,3152 -2,0546 -1,8718 -1,7357 -1,6249 -1,5160 -1,3625 -1,1010 -0,6770 -0,0903 0,5709 1,1698 1,6235 1,9459 2,1890 2,3729 2,4673 2,4278 2,2502 1,9800 1,6731 1,3610 1,0423 0,7037 0,3553 0,0333 -0,2326 -0,4503 -0,6736 -0,9690 -1,3489 -1,7319 -1,9989 -2,0930 -2,0510 -1,9562 -1,8791 -1,8398 -1,8120 -1,7605 -1,6836 -1,6281 -1,6494 -1,7573 -1,9026 -2,0090 -2,0211 -1,9230 -1,7276 -1,4707 -1,1978 -0,9364 -0,6992 -0,5120 -0,4191 -0,4722 -0,7145 -1,1421 -1,6696 -2,1701 -2,5616 -2,8402 -3,0428 -3,2065 -3,3471 -3,4472 -3,4702 -3,3893 -3,1965 -2,9237 -2,6667 -2,5349 -2,5638 -2,6890 -2,7965 -2,8043 -2,7088 -2,5477 -2,3360 -2,0691 -1,7602 -1,4270 -1,0632 -0,6757 -0,3274 -0,0881 0,0374 0,0968 0,1429 0,2230 0,3776 0,6211 0,9308 1,2476 1,4872 1,5715 1,4721 1,2263 0,9146 0,6207 0,3903 0,2230 0,1000 0,0052 -0,0577 -0,0572 0,0376 0,2139 0,4029 0,5127 0,4855 0,3275 0,0801 -0,2105 -0,4984 -0,7517 -0,9571 -1,1156 -1,2593 -1,4373 -1,6466 -1,8148 -1,8590 -1,7477 -1,5318 -1,3319 -1,2687 -1,3840 -1,6421 -2,0001 -2,4449 -2,9613 -3,5041 -4,0151 -4,4484 -4,7723 -4,9616 -5,0023 -4,8967 -4,6495 -4,2588 -3,7387 -3,1466 -2,5689 -2,0829 -1,7450 -1,5832 -1,5570 -1,5568 -1,4855 -1,3165 -1,0753 -0,8106 -0,5817 -0,4643 -0,5548 -0,9236 -1,5485 -2,3176 -3,0904 -3,7481 -4,2200 -4,5012 -4,6648 -4,8398 -5,1329
