Fp1   -0,9132 -0,5831 -0,3442 -0,2053 -0,1501 -0,0781 0,1800 0,7319 1,5059 2,2730 2,7759 2,8525 2,4740 1,7027 0,6423 -0,5775 -1,8066 -2,8711 -3,5815 -3,7902 -3,4728 -2,7404 -1,7693 -0,7295 0,2464 1,0729 1,7156 2,1847 2,5052 2,6628 2,5767 2,1484 1,3409 0,2149 -1,0880 -2,3713 -3,4044 -3,9584 -3,8737 -3,1384 -1,9136 -0,4809 0,8580 1,8689 2,4265 2,5029 2,1407 1,4621 0,6900 0,0857 -0,1892 -0,1601 0,0042 0,1420 0,2480 0,4686 0,9362 1,6270 2,3642 2,9132 3,0763 2,7697 2,0641 1,1456 0,2165 -0,5800 -1,1792 -1,5779 -1,8011 -1,8779 -1,8314 -1,6601 -1,3201 -0,7499 0,0633 1,0355 2,0022 2,7888 3,2867 3,4847 3,4427 3,2494 2,9953 2,7615 2,6166 2,6098 2,7576 3,0280 3,3430 3,6025 3,7223 3,6742 3,4998 3,2826 3,1088 3,0494 3,1451 3,3879 3,7235 4,0791 4,3842 4,5797 4,6302 4,5300 4,2724 3,8161 3,1133 2,1804 1,1207 0,0636 -0,9149 -1,8043 -2,6065 -3,2962 -3,8284 -4,1622 -4,2669 -4,1237 -3,7441 -3,1775 -2,4953 -1,7778 -1,1019 -0,5128 -0,0047 0,4641 0,9336 1,4037 1,8348 2,1941 2,4961 2,7946 3,1497 3,5884 4,0691 4,4804 4,6871 4,5900 4,1657 3,4787 2,6634 1,8795 1,2629 0,8967 0,8009 0,9310 1,1995 1,5270 1,8826 2,2828 2,7590 3,3232 3,9503 4,5882 5,1982 5,7753 6,3063 6,7188 6,9156 6,8695 6,6675 6,4645 6,4105 6,5912 6,9827 7,4486 7,7923 7,8392 7,5144 6,8791 6,0908 5,3248 4,7209 4,3596 4,2548 4,3639 4,6133 4,9096 5,1383 5,1952 5,0472 4,7580 4,4540 4,2419 4,1267 3,9983 3,6981 3,1082 2,2179 1,1361 0,0360 -0,9288 -1,6760 -2,1843 -2,4506 -2,4609 -2,2000 -1,7001 -1,0778 -0,4925 -0,0446 0,2795 0,5516 0,8115 1,0369 1,1567 1,0694 0,7012 0,0920 -0,5878 -1,1290 -1,4056 -1,4272 -1,2978 -1,1354 -1,0163 -0,9606 -0,9376 -0,8894 -0,7738 -0,6012 -0,4327 -0,3420 -0,3805 -0,5641 -0,8587 -1,1651 -1,3415 -1,2730 -0,9438 -0,4539 0,0337 0,3630 0,4323 0,2183 -0,2296 -0,8221 -1,4635 -2,0819 -2,6594 -3,2168 -3,7491 -4,1875 -4,4288 -4,3929 -4,0565 -3,4672 -2,7560 -2,1199 -1,7555 -1,7802 -2,1952 -2,9068 -3,7870 -4,7248 -5,6317 -6,4255 -7,0362 -7,4188 -7,5527 -7,4289 -7,0465 -6,4229 -5,6070 -4,6848 -3,7825 -3,0545 -2,6424 -2,6271 -2,9998 -3,6611 -4,4462 -5,1697 -5,6895 -5,9739 -6,1128 -6,2319 -6,3747 -6,4666 -6,3810 -6,0375 -5,4655 -4,8038 -4,2450 -3,9543 -4,0097 -4,3986 -5,0318 -5,7517 -6,3790 -6,7955 -6,9800 -6,9742 -6,8355 -6,6203 -6,3847 -6,1746 -6,0156 -5,9251 -5,9322 -6,0794 -6,4015 -6,8946 -7,5038 -8,1406 -8,7021 -9,0702 -9,1243 -8,7932 -8,0986 -7,1383 -6,0414 -4,9489 -4,0055 -3,3225 -2,9442 -2,8646 -3,0566 -3,4474 -3,8815 -4,1709 -4,2141 -4,0671 -3,9082 -3,9330 -4,2485 -4,8211 -5,5004 -6,0965 -6,4748 -6,6279 -6,6732 -6,7609 -6,9618 -7,2235 -7,4148 -7,4213 -7,2292 -6,9308 -6,6338 -6,3471 -5,9711 -5,4114 -4,6928 -3,9588 -3,3748 -3,0501 -3,0381 -3,3542 -3,9595 -4,7403 -5,5229 -6,1226 -6,4094 -6,3604 -6,0628 -5,6717 -5,3464 -5,1836 -5,1804 -5,2576 -5,3117 -5,2753 -5,1632 -5,0581 -5,0309 -5,0825 -5,1692 -5,2648 -5,3768 -5,5135 -5,6484 -5,7183 -5,6625 -5,4715 -5,1975 -4,9245 -4,7311 -4,6662 -4,7467 -4,9759 -5,3570 -5,8846 -6,5266 -7,2185 -7,8681 -8,3694 -8,6366 -8,6222 -8,3031 -7,6921 -6,8727 -5,9812 -5,1468 -4,4623 -3,9930 -3,7896 -3,8778 -4,2313 -4,7615 -5,3484 -5,8987 -6,3757 -6,7668 -7,0283 -7,0718 -6,8096 -6,2191 -5,3761 -4,4425 -3,6244 -3,1007 -2,9438 -3,1013 -3,4485 -3,8545 -4,2336 -4,5754 -4,9254 -5,3218 -5,7382 -6,0743 -6,2039 -6,0427 -5,5867 -4,9172 -4,1875 -3,5779 -3,2215 -3,1456 -3,2798 -3,5330 -3,8555 -4,2242 -4,6031 -4,9408 -5,1943 -5,3497 -5,4381 -5,5346 -5,7289 -6,0760 -6,5620 -7,1057 -7,5827 -7,8753 -7,9437 -7,8475 -7,6731 -7,4583 -7,1932 -6,8687 -6,5189 -6,2296 -6,0998 -6,1747 -6,3889 -6,5637 -6,4756 -5,9658 -5,0301 -3,8365 -2,6517 -1,7289 -1,2435 -1,2878 -1,8468 -2,7633 -3,7791 -4,6435 -5,1930 -5,3749 -5,2429 -4,9246 -4,5616 -4,2652 -4,1144 -4,1705 -4,4665 -4,9797 -5,6292 -6,3092 -6,9332 -7,4618 -7,8959 -8,2437 -8,5079 -8,7092 -8,8702 -8,9605 -8,9022 -8,6509 -8,2571 -7,8504 -7,5659 -7,4722 -7,5451 -7,6963 -7,8259 -7,8547 -7,7271 -7,4216 -6,9798 -6,5101 -6,1404 -5,9428 -5,8894 -5,8839 -5,8428 -5,7496 -5,6374 -5,5330 -5,4221 -5,2600 -5,0065 -4,6500 -4,2084 -3,7282 -3,2857 -2,9757 -2,8845 -3,0516 -3,4509 -4,0163 -4,6815 -5,3786 -6,0104 -6,4515 -6,5798 -6,3241 -5,7178 -4,9152 -4,1258 -3,5227 -3,1898 -3,1203 -3,2680 -3,6169 -4,1784 -4,9231 -5,7616 -6,5892 -7,3115 -7,8554 -8,2091 -8,4341 -8,5972 -8,6930 -8,6656 -8,5117 -8,3378 -8,2969 -8,4608 -8,7468 -8,9643 -8,9414 -8,6358 -8,1554 -7,6775 -7,3430 -7,2060 -7,2484 -7,4294 -7,7286 -8,1445 -8,6436 -9,1319 -9,5110 -9,7613 -9,9442 -10,1347 -10,3729 -10,6613 -10,9814 -11,3140 -11,6547 -12,0129 -12,4023 -12,8346 -13,3066 -13,7809 -14,1751 -14,3708 -14,2588 -13,8097 -13,1033 -12,2811 -11,4751 -10,7708 -10,2138 -9,8442 -9,7120 -9,8504 -10,2401 -10,8046 -11,4302 -11,9885 -12,3661 -12,4957 -12,3692
Fz    -0,5714 -0,4587 -0,3579 -0,2608 -0,1828 -0,1488 -0,1674 -0,2314 -0,3338 -0,4702 -0,6282 -0,7835 -0,9106 -0,9941 -1,0293 -1,0148 -0,9530 -0,8530 -0,7245 -0,5719 -0,3965 -0,1990 0,0193 0,2579 0,5171 0,7933 1,0704 1,3221 1,5191 1,6363 1,6631 1,6092 1,4973 1,3529 1,1931 1,0138 0,7898 0,4988 0,1499 -0,2080 -0,5054 -0,6859 -0,7333 -0,6737 -0,5574 -0,4317 -0,3244 -0,2433 -0,1804 -0,1186 -0,0464 0,0275 0,0744 0,0658 -0,0018 -0,1008 -0,1944 -0,2610 -0,2980 -0,3128 -0,3124 -0,2998 -0,2708 -0,2180 -0,1421 -0,0551 0,0290 0,0989 0,1457 0,1626 0,1466 0,0986 0,0296 -0,0320 -0,0481 0,0099 0,1538 0,3843 0,6926 1,0518 1,4171 1,7447 2,0139 2,2320 2,4207 2,6016 2,7860 2,9669 3,1213 3,2196 3,2364 3,1624 3,0081 2,7971 2,5579 2,3217 2,1196 1,9757 1,9005 1,8851 1,9034 1,9196 1,8932 1,7815 1,5470 1,1636 0,6191 -0,0848 -0,9308 -1,8851 -2,8979 -3,9067 -4,8424 -5,6392 -6,2495 -6,6536 -6,8491 -6,8344 -6,6131 -6,2030 -5,6304 -4,9229 -4,1120 -3,2334 -2,3175 -1,3841 -0,4486 0,4613 1,2976 2,0042 2,5391 2,8886 3,0672 3,1057 3,0361 2,8832 2,6656 2,4011 2,1113 1,8211 1,5603 1,3659 1,2735 1,3034 1,4542 1,7012 2,0017 2,3160 2,6279 2,9429 3,2689 3,6053 3,9415 4,2555 4,5167 4,7023 4,8128 4,8706 4,9110 4,9784 5,1146 5,3418 5,6555 6,0258 6,3980 6,6994 6,8602 6,8359 6,6198 6,2435 5,7632 5,2384 4,7105 4,1935 3,6834 3,1731 2,6560 2,1325 1,6214 1,1609 0,7899 0,5298 0,3788 0,3139 0,2980 0,2910 0,2574 0,1729 0,0300 -0,1648 -0,4021 -0,6761 -0,9778 -1,2922 -1,6041 -1,8983 -2,1564 -2,3652 -2,5323 -2,6835 -2,8455 -3,0297 -3,2269 -3,4089 -3,5392 -3,5909 -3,5584 -3,4490 -3,2687 -3,0200 -2,7103 -2,3607 -2,0123 -1,7225 -1,5478 -1,5151 -1,6068 -1,7741 -1,9591 -2,1046 -2,1624 -2,1055 -1,9385 -1,6964 -1,4329 -1,1980 -1,0214 -0,9123 -0,8625 -0,8470 -0,8311 -0,7900 -0,7260 -0,6620 -0,6164 -0,5928 -0,5892 -0,6041 -0,6342 -0,6837 -0,7690 -0,9021 -1,0687 -1,2319 -1,3572 -1,4321 -1,4675 -1,4869 -1,5176 -1,5869 -1,7139 -1,8981 -2,1149 -2,3264 -2,4962 -2,5997 -2,6365 -2,6426 -2,6783 -2,7866 -2,9635 -3,1659 -3,3412 -3,4507 -3,4786 -3,4344 -3,3470 -3,2576 -3,2076 -3,2230 -3,3041 -3,4294 -3,5687 -3,6989 -3,8202 -3,9533 -4,1167 -4,3079 -4,5105 -4,7083 -4,8828 -5,0092 -5,0681 -5,0665 -5,0412 -5,0333 -5,0600 -5,1027 -5,1185 -5,0679 -4,9342 -4,7181 -4,4283 -4,0851 -3,7263 -3,4047 -3,1719 -3,0566 -3,0556 -3,1451 -3,2979 -3,4883 -3,6882 -3,8630 -3,9753 -3,9992 -3,9369 -3,8162 -3,6673 -3,5013 -3,3092 -3,0779 -2,8074 -2,5143 -2,2246 -1,9635 -1,7537 -1,6203 -1,5814 -1,6274 -1,7173 -1,8016 -1,8505 -1,8674 -1,8815 -1,9227 -1,9986 -2,0892 -2,1598 -2,1775 -2,1329 -2,0523 -1,9856 -1,9741 -2,0264 -2,1171 -2,2057 -2,2570 -2,2451 -2,1511 -1,9717 -1,7271 -1,4441 -1,1280 -0,7645 -0,3490 0,0903 0,5000 0,8258 1,0293 1,0918 1,0253 0,8810 0,7278 0,6169 0,5671 0,5713 0,6076 0,6551 0,7084 0,7763 0,8662 0,9736 1,0833 1,1745 1,2273 1,2276 1,1641 1,0244 0,8035 0,5205 0,2256 -0,0207 -0,1840 -0,2795 -0,3614 -0,4865 -0,6786 -0,9210 -1,1763 -1,4132 -1,6203 -1,8034 -1,9717 -2,1224 -2,2408 -2,3140 -2,3438 -2,3428 -2,3178 -2,2652 -2,1893 -2,1100 -2,0495 -2,0246 -2,0507 -2,1409 -2,2958 -2,4915 -2,6783 -2,7999 -2,8241 -2,7605 -2,6479 -2,5202 -2,3852 -2,2257 -2,0154 -1,7407 -1,4173 -1,0910 -0,8177 -0,6340 -0,5440 -0,5284 -0,5581 -0,6028 -0,6370 -0,6410 -0,5974 -0,4986 -0,3584 -0,2061 -0,0676 0,0490 0,1527 0,2540 0,3485 0,4143 0,4300 0,3925 0,3124 0,1979 0,0503 -0,1251 -0,3076 -0,4604 -0,5530 -0,5834 -0,5777 -0,5681 -0,5744 -0,6026 -0,6536 -0,7260 -0,8185 -0,9334 -1,0756 -1,2371 -1,3936 -1,5219 -1,6140 -1,6681 -1,6762 -1,6258 -1,5064 -1,3107 -1,0380 -0,7007 -0,3259 0,0471 0,3746 0,6185 0,7570 0,7827 0,6909 0,4879 0,2127 -0,0699 -0,2996 -0,4417 -0,4912 -0,4678 -0,4050 -0,3464 -0,3512 -0,4871 -0,8050 -1,3127 -1,9674 -2,6936 -3,4167 -4,0852 -4,6722 -5,1670 -5,5684 -5,8826 -6,1268 -6,3231 -6,4810 -6,5968 -6,6692 -6,7013 -6,6843 -6,5930 -6,4027 -6,1052 -5,7109 -5,2430 -4,7306 -4,2031 -3,6903 -3,2277 -2,8594 -2,6290 -2,5563 -2,6156 -2,7406 -2,8562 -2,9088 -2,8729 -2,7366 -2,4938 -2,1462 -1,7058 -1,1938 -0,6444 -0,1064 0,3632 0,7143 0,9160 0,9613 0,8639 0,6480 0,3343 -0,0581 -0,4984 -0,9404 -1,3316 -1,6277 -1,8084 -1,8854 -1,8931 -1,8711 -1,8568 -1,8776 -1,9438 -2,0593 -2,2356 -2,4827 -2,7965 -3,1619 -3,5613 -3,9742 -4,3783 -4,7523 -5,0772 -5,3359 -5,5204 -5,6389 -5,7177 -5,7966 -5,9102 -6,0663 -6,2400 -6,3868 -6,4684 -6,4720 -6,4133 -6,3267 -6,2544 -6,2346 -6,2858 -6,4004 -6,5511 -6,7038 -6,8290 -6,9131 -6,9633 -7,0012 -7,0516 -7,1354 -7,2678 -7,4602 -7,7181 -8,0320 -8,3689 -8,6805 -8,9236 -9,0754 -9,1324 -9,1046 -9,0125 -8,8839 -8,7503 -8,6429 -8,5828 -8,5719 -8,5923 -8,6157 -8,6173 -8,5879 -8,5348 -8,4728 -8,4106 -8,3428 -8,2545 -8,1336 -7,9755 -7,7800
F3    -0,7618 -0,5988 -0,3897 -0,1750 -0,0264 -0,0057 -0,1195 -0,3219 -0,5499 -0,7470 -0,8712 -0,9045 -0,8609 -0,7818 -0,7155 -0,6966 -0,7408 -0,8513 -1,0155 -1,1923 -1,3119 -1,2985 -1,1026 -0,7225 -0,2016 0,3900 0,9794 1,5084 1,9357 2,2345 2,3978 2,4413 2,3954 2,2896 2,1349 1,9117 1,5842 1,1358 0,5961 0,0391 -0,4454 -0,7930 -0,9880 -1,0539 -1,0273 -0,9380 -0,7999 -0,6093 -0,3489 -0,0071 0,3947 0,7924 1,0952 1,2205 1,1346 0,8693 0,4983 0,0982 -0,2737 -0,5805 -0,8017 -0,9349 -0,9923 -0,9892 -0,9343 -0,8276 -0,6663 -0,4560 -0,2214 -0,0036 0,1582 0,2457 0,2661 0,2458 0,2205 0,2277 0,3066 0,4948 0,8065 1,2096 1,6284 1,9794 2,2189 2,3665 2,4899 2,6598 2,9073 3,2085 3,5057 3,7451 3,8986 3,9652 3,9612 3,9106 3,8376 3,7585 3,6702 3,5519 3,3796 3,1375 2,8207 2,4339 1,9873 1,4894 0,9391 0,3202 -0,3933 -1,2168 -2,1367 -3,1134 -4,0983 -5,0356 -5,8458 -6,4319 -6,7221 -6,7055 -6,4237 -5,9421 -5,3351 -4,6728 -3,9976 -3,3222 -2,6535 -2,0075 -1,4018 -0,8379 -0,2951 0,2521 0,8071 1,3468 1,8399 2,2610 2,5871 2,7904 2,8434 2,7358 2,4867 2,1457 1,7782 1,4385 1,1599 0,9711 0,9006 0,9609 1,1378 1,3978 1,7099 2,0654 2,4725 2,9352 3,4431 3,9758 4,5060 4,9933 5,3867 5,6516 5,7957 5,8618 5,9040 5,9732 6,1028 6,2934 6,5210 6,7603 6,9898 7,1802 7,2888 7,2706 7,0982 6,7763 6,3448 5,8667 5,4009 4,9733 4,5717 4,1632 3,7192 3,2400 2,7645 2,3557 2,0722 1,9417 1,9488 2,0379 2,1310 2,1566 2,0750 1,8837 1,6089 1,2923 0,9678 0,6396 0,2854 -0,1187 -0,5759 -1,0602 -1,5229 -1,9141 -2,2066 -2,4015 -2,5113 -2,5419 -2,4917 -2,3647 -2,1824 -1,9910 -1,8438 -1,7632 -1,7230 -1,6742 -1,5846 -1,4617 -1,3520 -1,3253 -1,4401 -1,6994 -2,0352 -2,3421 -2,5229 -2,5077 -2,2561 -1,7670 -1,0866 -0,3089 0,4369 1,0184 1,3383 1,3495 1,0562 0,5178 -0,1538 -0,8242 -1,3838 -1,7775 -1,9931 -2,0346 -1,9128 -1,6483 -1,2744 -0,8466 -0,4462 -0,1554 -0,0187 -0,0241 -0,1241 -0,2774 -0,4751 -0,7357 -1,0827 -1,5272 -2,0523 -2,6015 -3,0886 -3,4270 -3,5576 -3,4576 -3,1496 -2,7138 -2,2767 -1,9609 -1,8373 -1,9147 -2,1593 -2,5166 -2,9240 -3,3226 -3,6705 -3,9509 -4,1682 -4,3279 -4,4166 -4,4078 -4,2869 -4,0713 -3,8150 -3,5893 -3,4552 -3,4447 -3,5677 -3,8252 -4,2035 -4,6599 -5,1340 -5,5834 -5,9987 -6,3811 -6,7129 -6,9473 -7,0198 -6,8774 -6,5072 -5,9412 -5,2458 -4,5100 -3,8356 -3,3203 -3,0336 -2,9975 -3,1894 -3,5594 -4,0436 -4,5634 -5,0257 -5,3394 -5,4505 -5,3685 -5,1550 -4,8814 -4,5932 -4,3109 -4,0555 -3,8588 -3,7406 -3,6794 -3,6120 -3,4648 -3,1985 -2,8417 -2,4788 -2,1952 -2,0300 -1,9754 -2,0096 -2,1210 -2,3014 -2,5281 -2,7634 -2,9697 -3,1217 -3,2106 -3,2472 -3,2578 -3,2702 -3,2987 -3,3384 -3,3695 -3,3672 -3,3099 -3,1780 -2,9551 -2,6451 -2,2856 -1,9270 -1,5892 -1,2473 -0,8658 -0,4434 -0,0289 0,3002 0,4674 0,4171 0,1396 -0,3027 -0,7923 -1,2132 -1,4979 -1,6366 -1,6603 -1,6072 -1,4925 -1,3085 -1,0484 -0,7299 -0,4042 -0,1428 -0,0041 -0,0100 -0,1525 -0,4094 -0,7432 -1,0954 -1,3970 -1,5931 -1,6662 -1,6416 -1,5726 -1,5164 -1,5150 -1,5846 -1,7117 -1,8615 -1,9972 -2,0952 -2,1483 -2,1691 -2,1916 -2,2591 -2,4017 -2,6154 -2,8581 -3,0744 -3,2281 -3,3118 -3,3392 -3,3427 -3,3727 -3,4798 -3,6844 -3,9547 -4,2106 -4,3551 -4,3232 -4,1148 -3,7835 -3,3945 -2,9926 -2,5972 -2,2161 -1,8637 -1,5705 -1,3758 -1,3004 -1,3202 -1,3759 -1,4147 -1,4173 -1,3874 -1,3256 -1,2197 -1,0557 -0,8365 -0,5872 -0,3431 -0,1337 0,0260 0,1321 0,1836 0,1780 0,1139 0,0006 -0,1426 -0,3101 -0,5302 -0,8456 -1,2698 -1,7612 -2,2286 -2,5713 -2,7308 -2,7154 -2,5810 -2,3901 -2,1847 -1,9859 -1,8094 -1,6773 -1,6189 -1,6557 -1,7828 -1,9721 -2,1956 -2,4326 -2,6559 -2,8226 -2,8846 -2,8073 -2,5759 -2,1943 -1,6865 -1,1013 -0,5118 -0,0005 0,3640 0,5476 0,5517 0,3961 0,1183 -0,2126 -0,5093 -0,6998 -0,7490 -0,6626 -0,4861 -0,2954 -0,1770 -0,2118 -0,4604 -0,9483 -1,6544 -2,5117 -3,4287 -4,3256 -5,1564 -5,9009 -6,5436 -7,0559 -7,4038 -7,5814 -7,6218 -7,5670 -7,4440 -7,2700 -7,0618 -6,8293 -6,5722 -6,2897 -5,9953 -5,7189 -5,4872 -5,2949 -5,1035 -4,8747 -4,6053 -4,3330 -4,1141 -3,9878 -3,9465 -3,9366 -3,8899 -3,7594 -3,5345 -3,2328 -2,8827 -2,5060 -2,1062 -1,6744 -1,2124 -0,7527 -0,3528 -0,0661 0,0875 0,1238 0,0703 -0,0609 -0,2822 -0,6109 -1,0362 -1,5072 -1,9500 -2,2964 -2,5134 -2,6136 -2,6397 -2,6385 -2,6481 -2,6891 -2,7614 -2,8623 -3,0032 -3,2012 -3,4632 -3,7790 -4,1186 -4,4401 -4,7137 -4,9357 -5,1191 -5,2810 -5,4402 -5,6174 -5,8352 -6,1194 -6,4884 -6,9283 -7,3767 -7,7379 -7,9261 -7,9070 -7,7036 -7,3703 -6,9711 -6,5715 -6,2295 -5,9888 -5,8829 -5,9384 -6,1640 -6,5353 -6,9917 -7,4567 -7,8733 -8,2219 -8,5136 -8,7710 -9,0150 -9,2542 -9,4794 -9,6661 -9,7857 -9,8133 -9,7351 -9,5600 -9,3236 -9,0763 -8,8694 -8,7443 -8,7191 -8,7808 -8,8896 -8,9917 -9,0373 -9,0019 -8,8919 -8,7361 -8,5684 -8,4068 -8,2416 -8,0476 -7,8104 -7,5443
F7    -1,1839 -0,8949 -0,6230 -0,3940 -0,2371 -0,1675 -0,1621 -0,1784 -0,1982 -0,2347 -0,3059 -0,4156 -0,5573 -0,7198 -0,8868 -1,0401 -1,1680 -1,2569 -1,2730 -1,1732 -0,9458 -0,6299 -0,2891 0,0258 0,2934 0,5123 0,6859 0,8205 0,9289 1,0269 1,1217 1,2045 1,2550 1,2570 1,2134 1,1376 1,0264 0,8601 0,6413 0,4146 0,2388 0,1490 0,1468 0,2052 0,2710 0,2787 0,1787 -0,0371 -0,3234 -0,5981 -0,7873 -0,8658 -0,8602 -0,8170 -0,7616 -0,6846 -0,5736 -0,4504 -0,3667 -0,3763 -0,5166 -0,7904 -1,1459 -1,4788 -1,6774 -1,6828 -1,5109 -1,2239 -0,8904 -0,5686 -0,3065 -0,1369 -0,0596 -0,0325 0,0067 0,1043 0,2748 0,5029 0,7529 0,9854 1,1747 1,3181 1,4354 1,5590 1,7229 1,9496 2,2385 2,5583 2,8537 3,0695 3,1782 3,1941 3,1551 3,0866 2,9908 2,8610 2,6942 2,4888 2,2414 1,9545 1,6468 1,3442 1,0529 0,7538 0,4231 0,0415 -0,4114 -0,9579 -1,6098 -2,3557 -3,1580 -3,9609 -4,7057 -5,3491 -5,8737 -6,2728 -6,5208 -6,5668 -6,3720 -5,9475 -5,3460 -4,6309 -3,8542 -3,0436 -2,2005 -1,3158 -0,3998 0,4951 1,2872 1,9081 2,3340 2,5831 2,6959 2,7160 2,6743 2,5836 2,4432 2,2490 2,0039 1,7248 1,4473 1,2269 1,1200 1,1577 1,3389 1,6395 2,0148 2,4085 2,7779 3,1098 3,4135 3,7061 4,0006 4,2911 4,5423 4,7072 4,7655 4,7426 4,6956 4,6839 4,7444 4,8916 5,1311 5,4535 5,8132 6,1299 6,3169 6,3133 6,1060 5,7356 5,2826 4,8414 4,4883 4,2527 4,1138 4,0194 3,9080 3,7316 3,4739 3,1537 2,8155 2,5095 2,2645 2,0725 1,8970 1,6935 1,4231 1,0611 0,6118 0,1181 -0,3584 -0,7741 -1,1154 -1,3896 -1,6161 -1,8120 -1,9774 -2,1059 -2,2077 -2,3091 -2,4307 -2,5722 -2,7169 -2,8459 -2,9467 -3,0176 -3,0607 -3,0645 -3,0002 -2,8432 -2,5955 -2,2904 -1,9851 -1,7429 -1,6044 -1,5701 -1,6090 -1,6818 -1,7552 -1,8015 -1,8025 -1,7599 -1,6944 -1,6309 -1,5797 -1,5272 -1,4494 -1,3349 -1,1892 -1,0208 -0,8300 -0,6164 -0,3961 -0,2067 -0,0866 -0,0526 -0,1013 -0,2251 -0,4192 -0,6819 -1,0137 -1,4066 -1,8273 -2,2218 -2,5417 -2,7616 -2,8748 -2,8953 -2,8653 -2,8432 -2,8734 -2,9700 -3,1218 -3,3040 -3,4857 -3,6401 -3,7602 -3,8692 -4,0035 -4,1762 -4,3554 -4,4779 -4,4832 -4,3448 -4,0862 -3,7676 -3,4509 -3,1800 -2,9878 -2,9009 -2,9312 -3,0662 -3,2703 -3,5012 -3,7336 -3,9699 -4,2263 -4,5072 -4,7981 -5,0701 -5,2829 -5,3955 -5,3829 -5,2510 -5,0445 -4,8420 -4,7274 -4,7440 -4,8678 -5,0285 -5,1551 -5,1992 -5,1376 -4,9769 -4,7543 -4,5251 -4,3431 -4,2409 -4,2238 -4,2779 -4,3851 -4,5273 -4,6815 -4,8193 -4,9113 -4,9330 -4,8761 -4,7505 -4,5717 -4,3450 -4,0605 -3,7060 -3,2901 -2,8535 -2,4525 -2,1310 -1,9161 -1,8288 -1,8752 -2,0175 -2,1750 -2,2705 -2,2810 -2,2458 -2,2305 -2,2793 -2,3950 -2,5504 -2,7110 -2,8481 -2,9501 -3,0298 -3,1195 -3,2503 -3,4262 -3,6128 -3,7646 -3,8587 -3,8968 -3,8848 -3,8267 -3,7318 -3,6095 -3,4523 -3,2411 -2,9756 -2,6946 -2,4609 -2,3215 -2,2827 -2,3159 -2,3765 -2,4211 -2,4251 -2,3958 -2,3640 -2,3603 -2,3953 -2,4521 -2,4957 -2,4950 -2,4379 -2,3239 -2,1530 -1,9268 -1,6609 -1,3942 -1,1827 -1,0796 -1,1202 -1,3111 -1,6183 -1,9700 -2,2914 -2,5383 -2,6992 -2,7827 -2,8150 -2,8348 -2,8748 -2,9514 -3,0692 -3,2259 -3,4125 -3,6149 -3,8152 -3,9936 -4,1348 -4,2370 -4,3066 -4,3447 -4,3463 -4,3093 -4,2396 -4,1573 -4,0936 -4,0753 -4,1018 -4,1390 -4,1404 -4,0729 -3,9313 -3,7436 -3,5644 -3,4476 -3,4124 -3,4250 -3,4203 -3,3450 -3,1896 -2,9906 -2,8075 -2,6845 -2,6246 -2,5931 -2,5458 -2,4529 -2,3098 -2,1338 -1,9523 -1,7884 -1,6578 -1,5705 -1,5279 -1,5211 -1,5405 -1,5855 -1,6674 -1,8092 -2,0319 -2,3314 -2,6773 -3,0358 -3,3804 -3,6852 -3,9237 -4,0718 -4,1173 -4,0735 -3,9802 -3,8826 -3,8059 -3,7464 -3,6816 -3,5883 -3,4608 -3,3189 -3,1966 -3,1169 -3,0841 -3,0998 -3,1733 -3,3017 -3,4489 -3,5574 -3,5795 -3,4880 -3,2659 -2,9079 -2,4367 -1,9138 -1,4240 -1,0417 -0,8060 -0,7261 -0,8026 -1,0239 -1,3461 -1,6990 -2,0189 -2,2697 -2,4442 -2,5561 -2,6254 -2,6677 -2,7081 -2,7971 -2,9966 -3,3425 -3,8231 -4,3910 -4,9927 -5,5855 -6,1388 -6,6323 -7,0500 -7,3749 -7,5989 -7,7314 -7,7919 -7,8042 -7,7957 -7,7922 -7,8050 -7,8191 -7,7959 -7,6920 -7,4830 -7,1740 -6,7897 -6,3572 -5,9030 -5,4658 -5,1025 -4,8697 -4,7890 -4,8260 -4,9086 -4,9709 -4,9813 -4,9298 -4,8014 -4,5756 -4,2444 -3,8171 -3,3143 -2,7657 -2,2122 -1,7059 -1,3048 -1,0539 -0,9689 -1,0419 -1,2696 -1,6625 -2,2150 -2,8723 -3,5426 -4,1349 -4,5858 -4,8677 -4,9862 -4,9640 -4,8305 -4,6277 -4,4063 -4,2124 -4,0883 -4,0750 -4,1946 -4,4373 -4,7666 -5,1363 -5,5102 -5,8733 -6,2228 -6,5473 -6,8167 -6,9968 -7,0758 -7,0818 -7,0690 -7,0817 -7,1301 -7,1929 -7,2362 -7,2381 -7,2092 -7,1855 -7,2035 -7,2819 -7,4173 -7,5854 -7,7482 -7,8733 -7,9497 -7,9821 -7,9817 -7,9687 -7,9725 -8,0199 -8,1260 -8,2969 -8,5360 -8,8455 -9,2216 -9,6431 -10,0692 -10,4543 -10,7648 -10,9852 -11,1111 -11,1343 -11,0385 -10,8152 -10,4838 -10,0879 -9,6752 -9,2813 -8,9312 -8,6491 -8,4624 -8,3931 -8,4443 -8,5889 -8,7759 -8,9519 -9,0780 -9,1288 -9,0868
