Fp1   -1,2692 -1,2274 -1,1235 -0,9320 -0,6694 -0,3825 -0,1309 0,0260 0,0385 -0,1164 -0,4151 -0,7856 -1,1339 -1,3756 -1,4516 -1,3463 -1,1062 -0,8257 -0,6015 -0,4898 -0,4921 -0,5628 -0,6279 -0,6100 -0,4536 -0,1467 0,2699 0,7205 1,1288 1,4386 1,6237 1,6954 1,6914 1,6512 1,5985 1,5358 1,4496 1,3282 1,1751 1,0010 0,8122 0,6123 0,4036 0,1814 -0,0565 -0,2884 -0,4659 -0,5370 -0,4730 -0,2854 -0,0205 0,2729 0,5698 0,8641 1,1410 1,3579 1,4642 1,4414 1,3248 1,1890 1,1200 1,1919 1,4478 1,8796 2,4200 2,9584 3,3892 3,6619 3,7850 3,7892 3,6955 3,5101 3,2398 2,9118 2,5760 2,2876 2,0819 1,9592 1,8910 1,8407 1,7790 1,6896 1,5756 1,4638 1,3992 1,4259 1,5620 1,7887 2,0636 2,3491 2,6304 2,9107 3,2017 3,5179 3,8581 4,1886 4,4586 4,6308 4,6953 4,6641 4,5640 4,4258 4,2638 4,0656 3,8145 3,5221 3,2269 2,9652 2,7546 2,5970 2,4791 2,3735 2,2493 2,0825 1,8511 1,5350 1,1264 0,6388 0,1096 -0,4001 -0,8188 -1,0926 -1,2062 -1,1771 -1,0327 -0,7977 -0,5001 -0,1817 0,1104 0,3346 0,4580 0,4654 0,3652 0,1740 -0,0988 -0,4360 -0,7893 -1,0868 -1,2673 -1,3087 -1,2326 -1,0956 -0,9727 -0,9304 -0,9978 -1,1599 -1,3722 -1,5838 -1,7636 -1,9090 -2,0247 -2,0963 -2,0956 -2,0052 -1,8295 -1,5965 -1,3564 -1,1641 -1,0555 -1,0345 -1,0678 -1,0921 -1,0337 -0,8301 -0,4446 0,1192 0,8058 1,5283 2,2177 2,8481 3,4152 3,9054 4,2901 4,5444 4,6648 4,6687 4,5852 4,4478 4,2897 4,1444 4,0455 4,0172 4,0571 4,1344 4,2080 4,2425 4,2112 4,1019 3,9259 3,7078 3,4719 3,2492 3,0855 3,0217 3,0639 3,1770 3,3051 3,3905 3,3852 3,2564 2,9910 2,5997 2,1165 1,5859 1,0462 0,5174 0,0010 -0,5061 -0,9926 -1,4267 -1,7638 -1,9652 -2,0175 -1,9361 -1,7506 -1,4938 -1,2001 -0,9001 -0,6151 -0,3559 -0,1200 0,1036 0,3143 0,4889 0,5989 0,6397 0,6401 0,6431 0,6882 0,8025 0,9858 1,1995 1,3847 1,4893 1,4789 1,3333 1,0541 0,6790 0,2820 -0,0559 -0,2811 -0,3817 -0,3824 -0,3276 -0,2574 -0,1975 -0,1666 -0,1859 -0,2750 -0,4456 -0,7042 -1,0550 -1,4927 -1,9919 -2,5114 -3,0059 -3,4272 -3,7152 -3,8073 -3,6684 -3,3104 -2,7857 -2,1722 -1,5591 -1,0339 -0,6664 -0,4930 -0,5144 -0,7096 -1,0476 -1,4808 -1,9402 -2,3458 -2,6328 -2,7725 -2,7734 -2,6747 -2,5386 -2,4197 -2,3275 -2,2336 -2,1229 -2,0259 -1,9941 -2,0579 -2,2106 -2,4249 -2,6752 -2,9385 -3,1786 -3,3415 -3,3722 -3,2436 -2,9821 -2,6618 -2,3620 -2,1244 -1,9506 -1,8262 -1,7425 -1,7029 -1,7205 -1,8073 -1,9532 -2,1164 -2,2430 -2,3018 -2,2993 -2,2643 -2,2201 -2,1734 -2,1191 -2,0528 -1,9774 -1,9014 -1,8320 -1,7777 -1,7501 -1,7577 -1,7974 -1,8495 -1,8772 -1,8436 -1,7364 -1,5737 -1,3842 -1,1899 -1,0141 -0,8897 -0,8413 -0,8674 -0,9439 -1,0390 -1,1262 -1,1923 -1,2358 -1,2594 -1,2684 -1,2674 -1,2487 -1,1901 -1,0699 -0,8854 -0,6614 -0,4423 -0,2732 -0,1817 -0,1725 -0,2292 -0,3285 -0,4544 -0,5958 -0,7296 -0,8175 -0,8183 -0,7063 -0,4881 -0,2033 0,0972 0,3776 0,6262 0,8506 1,0685 1,2926 1,5158 1,7184 1,8904 2,0427 2,1946 2,3625 2,5635 2,8134 3,1004 3,3760 3,5822 3,6820 3,6615 3,5182 3,2572 2,8938 2,4601 2,0065 1,5865 1,2393 0,9877 0,8426 0,7953 0,8169 0,8766 0,9562 1,0413 1,1137 1,1582 1,1702 1,1555 1,1259 1,0931 1,0651 1,0506 1,0570 1,0777 1,0887 1,0703 1,0294 0,9978 1,0117 1,0981 1,2713 1,5281 1,8414 2,1690 2,4711 2,7203 2,8993 2,9954 2,9988 2,9138 2,7738 2,6350 2,5450 2,5217 2,5679 2,6944 2,9134 3,2088 3,5227 3,7783 3,9210 3,9461 3,8941 3,8244 3,7902 3,8224 3,9194 4,0544 4,1961 4,3204 4,4164 4,4930 4,5756 4,6929 4,8608 5,0711 5,2902 5,4681 5,5544 5,5190 5,3691 5,1505 4,9282 4,7620 4,6913 4,7298 4,8589 5,0293 5,1830 5,2788 5,3009 5,2505 5,1374 4,9766 4,7911 4,6112 4,4655 4,3739 4,3483 4,3976 4,5303 4,7492 5,0435 5,3867 5,7436 6,0839 6,3948 6,6762 6,9161 7,0795 7,1370 7,1035 7,0353 6,9930 7,0058 7,0560 7,0876 7,0378 6,8723 6,5989 6,2581 5,8988 5,5506 5,2115 4,8578 4,4643 4,0175 3,5221 2,9955 2,4575 1,9271 1,4269 0,9749 0,5769 0,2406 -0,0052 -0,1252 -0,1131 -0,0017 0,1568 0,3157 0,4471 0,5375 0,5727 0,5353 0,4235 0,2645 0,1033 -0,0165 -0,0609 -0,0083 0,1436 0,3740 0,6459 0,9109 1,1157 1,2193 1,2093 1,1009 0,9257 0,7228 0,5387 0,4174 0,3806 0,4171 0,4954 0,5765 0,6210 0,6034 0,5315 0,4504 0,4272 0,5226 0,7591 1,1035 1,4859 1,8424 2,1422 2,3776 2,5447 2,6436 2,6990 2,7676 2,9129 3,1686 3,5183 3,9055 4,2631 4,5455 4,7432 4,8678 4,9223 4,8829 4,7141 4,4003 3,9597 3,4349 2,8821 2,3577 1,8943 1,4853 1,1019 0,7284 0,3742 0,0580 -0,2140 -0,4499 -0,6569 -0,8315 -0,9583 -1,0100 -0,9612 -0,8197 -0,6417 -0,5094 -0,4855 -0,5845 -0,7785 -1,0172 -1,2471 -1,4270 -1,5299 -1,5321 -1,4093 -1,1497 -0,7667 -0,2993 0,1987 0,6710 1,0688 1,3568 1,5170 1,5538
Fz    -0,4859 -0,4937 -0,4676 -0,3734 -0,2140 -0,0482 0,0355 -0,0320 -0,2775 -0,6889 -1,2132 -1,7540 -2,1988 -2,4566 -2,4771 -2,2605 -1,8662 -1,4005 -0,9745 -0,6576 -0,4598 -0,3467 -0,2603 -0,1359 0,0716 0,3606 0,6862 0,9963 1,2599 1,4650 1,6095 1,7022 1,7621 1,8070 1,8389 1,8378 1,7727 1,6261 1,4046 1,1245 0,8062 0,4873 0,2166 0,0212 -0,1079 -0,1946 -0,2550 -0,2914 -0,2884 -0,2119 -0,0252 0,2860 0,7021 1,1713 1,6169 1,9564 2,1377 2,1702 2,1229 2,0943 2,1713 2,3986 2,7673 3,2175 3,6562 3,9843 4,1320 4,0892 3,9050 3,6545 3,4028 3,1905 3,0405 2,9653 2,9640 3,0163 3,0857 3,1271 3,1012 2,9883 2,7856 2,4986 2,1526 1,8115 1,5626 1,4746 1,5680 1,8164 2,1696 2,5801 3,0152 3,4501 3,8641 4,2423 4,5731 4,8467 5,0649 5,2467 5,4105 5,5576 5,6757 5,7444 5,7284 5,5876 5,3153 4,9598 4,5947 4,2767 4,0306 3,8538 3,7135 3,5521 3,3194 2,9942 2,5710 2,0466 1,4300 0,7542 0,0798 -0,5120 -0,9442 -1,1769 -1,2260 -1,1538 -1,0412 -0,9551 -0,9268 -0,9550 -1,0312 -1,1518 -1,3052 -1,4640 -1,6024 -1,7180 -1,8284 -1,9428 -2,0391 -2,0746 -2,0178 -1,8750 -1,6910 -1,5264 -1,4344 -1,4443 -1,5523 -1,7252 -1,9192 -2,0975 -2,2433 -2,3628 -2,4654 -2,5347 -2,5306 -2,4225 -2,2138 -1,9392 -1,6425 -1,3581 -1,1102 -0,9150 -0,7687 -0,6336 -0,4450 -0,1380 0,3261 0,9444 1,6705 2,4320 3,1655 3,8360 4,4235 4,9021 5,2372 5,4052 5,4143 5,3032 5,1211 4,9122 4,7109 4,5439 4,4334 4,3922 4,4124 4,4643 4,5111 4,5197 4,4638 4,3320 4,1320 3,8773 3,5763 3,2425 2,9080 2,6097 2,3631 2,1545 1,9557 1,7395 1,4846 1,1749 0,7959 0,3383 -0,1940 -0,7789 -1,3815 -1,9697 -2,5292 -3,0608 -3,5632 -4,0200 -4,3982 -4,6584 -4,7719 -4,7304 -4,5450 -4,2420 -3,8604 -3,4426 -3,0251 -2,6296 -2,2533 -1,8767 -1,4944 -1,1340 -0,8360 -0,6172 -0,4569 -0,3158 -0,1560 0,0467 0,2853 0,5125 0,6601 0,6710 0,5151 0,1909 -0,2686 -0,7897 -1,2724 -1,6283 -1,8120 -1,8265 -1,7108 -1,5252 -1,3328 -1,1878 -1,1282 -1,1680 -1,2983 -1,5023 -1,7718 -2,1090 -2,5149 -2,9734 -3,4472 -3,8900 -4,2539 -4,4873 -4,5391 -4,3807 -4,0219 -3,5110 -2,9262 -2,3594 -1,8928 -1,5792 -1,4332 -1,4404 -1,5776 -1,8238 -2,1511 -2,5132 -2,8479 -3,0974 -3,2283 -3,2388 -3,1587 -3,0423 -2,9373 -2,8462 -2,7345 -2,5833 -2,4240 -2,3175 -2,3086 -2,4038 -2,5848 -2,8303 -3,1159 -3,4016 -3,6302 -3,7440 -3,7141 -3,5626 -3,3550 -3,1622 -3,0229 -2,9349 -2,8741 -2,8208 -2,7741 -2,7532 -2,7856 -2,8816 -3,0154 -3,1365 -3,2050 -3,2112 -3,1639 -3,0674 -2,9189 -2,7222 -2,4978 -2,2819 -2,1154 -2,0277 -2,0272 -2,1021 -2,2243 -2,3556 -2,4571 -2,4935 -2,4440 -2,3149 -2,1390 -1,9526 -1,7791 -1,6384 -1,5566 -1,5495 -1,6079 -1,7047 -1,8096 -1,9032 -1,9872 -2,0785 -2,1902 -2,3165 -2,4349 -2,5109 -2,5068 -2,3962 -2,1786 -1,8854 -1,5684 -1,2804 -1,0648 -0,9480 -0,9313 -0,9953 -1,1168 -1,2709 -1,4203 -1,5175 -1,5210 -1,4108 -1,1976 -0,9216 -0,6311 -0,3563 -0,1011 0,1487 0,4115 0,6889 0,9543 1,1685 1,3147 1,4159 1,5186 1,6676 1,8965 2,2172 2,5980 2,9652 3,2410 3,3773 3,3605 3,1996 2,9156 2,5377 2,1098 1,6919 1,3392 1,0778 0,9053 0,8043 0,7469 0,6987 0,6360 0,5550 0,4609 0,3567 0,2428 0,1176 -0,0229 -0,1773 -0,3335 -0,4738 -0,5811 -0,6464 -0,6758 -0,6887 -0,7015 -0,7133 -0,7071 -0,6642 -0,5726 -0,4220 -0,2046 0,0747 0,3937 0,7229 1,0351 1,3033 1,4994 1,6004 1,6043 1,5433 1,4749 1,4489 1,4854 1,5875 1,7641 2,0255 2,3591 2,7154 3,0225 3,2224 3,3041 3,3064 3,2906 3,3084 3,3814 3,4981 3,6302 3,7546 3,8639 3,9691 4,0985 4,2855 4,5510 4,8922 5,2791 5,6604 5,9745 6,1639 6,1932 6,0630 5,8117 5,5026 5,2069 4,9871 4,8807 4,8844 4,9541 5,0281 5,0566 5,0140 4,8965 4,7142 4,4881 4,2508 4,0422 3,8980 3,8412 3,8850 4,0378 4,3025 4,6714 5,1230 5,6251 6,1409 6,6364 7,0895 7,4865 7,8022 7,9971 8,0516 8,0008 7,9208 7,8798 7,9014 7,9550 7,9704 7,8710 7,6114 7,1943 6,6635 6,0806 5,4973 4,9372 4,3960 3,8514 3,2769 2,6584 2,0036 1,3358 0,6845 0,0765 -0,4749 -0,9724 -1,4138 -1,7724 -2,0127 -2,1230 -2,1297 -2,0844 -2,0372 -2,0133 -2,0116 -2,0250 -2,0514 -2,0861 -2,1155 -2,1255 -2,1088 -2,0631 -1,9883 -1,8865 -1,7580 -1,5982 -1,4091 -1,2132 -1,0455 -0,9371 -0,9031 -0,9408 -1,0309 -1,1399 -1,2309 -1,2864 -1,3151 -1,3367 -1,3688 -1,4307 -1,5377 -1,6825 -1,8230 -1,8904 -1,8186 -1,5820 -1,2156 -0,7936 -0,3827 -0,0140 0,3095 0,5938 0,8495 1,1023 1,3940 1,7649 2,2282 2,7541 3,2769 3,7263 4,0607 4,2797 4,4067 4,4551 4,4092 4,2375 3,9245 3,4872 2,9693 2,4249 1,9011 1,4188 0,9655 0,5144 0,0556 -0,3953 -0,8157 -1,1958 -1,5389 -1,8502 -2,1319 -2,3761 -2,5528 -2,6218 -2,5740 -2,4533 -2,3361 -2,2926 -2,3640 -2,5576 -2,8476 -3,1805 -3,4949 -3,7381 -3,8697 -3,8629 -3,7123 -3,4351 -3,0645 -2,6450 -2,2275 -1,8638 -1,5980 -1,4589 -1,4533
F3    -1,3187 -0,6851 0,1014 0,9811 1,8195 2,4269 2,6383 2,4010 1,7790 0,8659 -0,2620 -1,4858 -2,5948 -3,3485 -3,5899 -3,3221 -2,7072 -1,9940 -1,4108 -1,0761 -0,9662 -0,9594 -0,9221 -0,7672 -0,4727 -0,0725 0,3833 0,8615 1,3303 1,7277 1,9842 2,0736 2,0252 1,8952 1,7316 1,5433 1,2985 0,9673 0,5514 0,0673 -0,4452 -0,8874 -1,1379 -1,1384 -0,9148 -0,5376 -0,0947 0,3131 0,5979 0,7463 0,8558 1,0754 1,4926 2,0717 2,6698 3,1166 3,3269 3,3528 3,3212 3,3378 3,4549 3,6803 3,9662 4,2064 4,2822 4,1244 3,7603 3,3179 2,9480 2,7332 2,6811 2,7785 3,0257 3,4196 3,9077 4,3645 4,6111 4,4939 4,0038 3,3020 2,5822 1,9354 1,3622 0,8690 0,5248 0,4249 0,6135 1,0519 1,6491 2,3035 2,9207 3,4326 3,8250 4,1242 4,3464 4,4946 4,5962 4,6966 4,8138 4,9331 5,0378 5,1052 5,0924 4,9788 4,8088 4,6430 4,4783 4,2579 3,9622 3,6354 3,3071 2,9540 2,5640 2,1670 1,7809 1,3835 0,9617 0,5456 0,1874 -0,0560 -0,1244 0,0225 0,3680 0,8193 1,2310 1,4753 1,5153 1,4019 1,1913 0,8976 0,5334 0,1501 -0,1917 -0,4700 -0,6998 -0,8907 -1,0232 -1,0665 -1,0006 -0,8285 -0,5933 -0,3846 -0,3011 -0,3823 -0,5840 -0,8265 -1,0503 -1,2263 -1,3482 -1,4295 -1,4872 -1,5106 -1,4579 -1,2872 -0,9912 -0,6133 -0,2358 0,0551 0,1966 0,1657 -0,0017 -0,2136 -0,3550 -0,3222 -0,0403 0,5096 1,2571 2,0603 2,7815 3,3483 3,7536 4,0157 4,1527 4,1880 4,1578 4,0983 4,0346 3,9843 3,9659 4,0042 4,1266 4,3413 4,6171 4,8914 5,1027 5,2116 5,1982 5,0628 4,8270 4,5193 4,1634 3,7951 3,4759 3,2711 3,2109 3,2730 3,3976 3,5107 3,5352 3,3963 3,0391 2,4565 1,6994 0,8556 0,0120 -0,7753 -1,4883 -2,1276 -2,6866 -3,1451 -3,4794 -3,6761 -3,7345 -3,6546 -3,4333 -3,0832 -2,6452 -2,1698 -1,6938 -1,2380 -0,8159 -0,4422 -0,1405 0,0572 0,1322 0,1076 0,0457 0,0132 0,0532 0,1760 0,3493 0,5009 0,5513 0,4531 0,2038 -0,1650 -0,6014 -1,0426 -1,4212 -1,6784 -1,7807 -1,7235 -1,5208 -1,1992 -0,7931 -0,3449 0,0928 0,4599 0,6997 0,7722 0,6602 0,3653 -0,0948 -0,6853 -1,3644 -2,0927 -2,8205 -3,4688 -3,9438 -4,1788 -4,1579 -3,9072 -3,4784 -2,9392 -2,3702 -1,8552 -1,4595 -1,2170 -1,1430 -1,2440 -1,4994 -1,8415 -2,1636 -2,3574 -2,3574 -2,1717 -1,8845 -1,6208 -1,4758 -1,4617 -1,5264 -1,6221 -1,7422 -1,9043 -2,1171 -2,3703 -2,6437 -2,9173 -3,1708 -3,3762 -3,4947 -3,4819 -3,3097 -2,9965 -2,6139 -2,2466 -1,9485 -1,7350 -1,5961 -1,5076 -1,4459 -1,4077 -1,4127 -1,4761 -1,5861 -1,7123 -1,8293 -1,9246 -1,9880 -2,0046 -1,9585 -1,8408 -1,6583 -1,4413 -1,2365 -1,0847 -1,0129 -1,0371 -1,1569 -1,3457 -1,5537 -1,7189 -1,7852 -1,7276 -1,5645 -1,3397 -1,0968 -0,8756 -0,7134 -0,6298 -0,6155 -0,6418 -0,6765 -0,6976 -0,7062 -0,7245 -0,7804 -0,8905 -1,0443 -1,1947 -1,2715 -1,2189 -1,0274 -0,7422 -0,4429 -0,2047 -0,0726 -0,0621 -0,1665 -0,3629 -0,6199 -0,8948 -1,1288 -1,2600 -1,2468 -1,0809 -0,7878 -0,4205 -0,0457 0,2774 0,5188 0,6892 0,8291 0,9768 1,1432 1,3194 1,5037 1,7106 1,9565 2,2492 2,5977 3,0070 3,4436 3,8266 4,0764 4,1658 4,1138 3,9465 3,6717 3,2885 2,8131 2,2920 1,7876 1,3550 1,0333 0,8451 0,7910 0,8456 0,9647 1,0951 1,1854 1,1997 1,1277 0,9846 0,8064 0,6424 0,5358 0,5065 0,5572 0,6815 0,8504 1,0041 1,0812 1,0550 0,9383 0,7688 0,6018 0,5043 0,5355 0,7208 1,0487 1,4880 1,9988 2,5292 3,0156 3,3943 3,6216 3,6950 3,6488 3,5205 3,3317 3,1104 2,9204 2,8452 2,9364 3,1766 3,4912 3,7975 4,0480 4,2377 4,3804 4,4874 4,5609 4,5913 4,5681 4,4980 4,4082 4,3345 4,3142 4,3813 4,5595 4,8512 5,2282 5,6327 5,9938 6,2493 6,3619 6,3252 6,1664 5,9353 5,6818 5,4458 5,2601 5,1427 5,0888 5,0815 5,1103 5,1705 5,2511 5,3275 5,3695 5,3570 5,2888 5,1805 5,0592 4,9604 4,9229 4,9798 5,1445 5,4059 5,7370 6,1043 6,4720 6,8053 7,0690 7,2234 7,2391 7,1330 6,9832 6,8946 6,9452 7,1481 7,4409 7,7118 7,8573 7,8296 7,6353 7,3066 6,8803 6,3873 5,8464 5,2666 4,6560 4,0248 3,3875 2,7658 2,1822 1,6533 1,1897 0,7900 0,4372 0,1227 -0,1268 -0,2689 -0,2912 -0,2231 -0,1111 0,0067 0,1128 0,1946 0,2194 0,1420 -0,0519 -0,3238 -0,6080 -0,8502 -1,0172 -1,0898 -1,0630 -0,9458 -0,7508 -0,4906 -0,1875 0,1230 0,3966 0,5899 0,6748 0,6549 0,5684 0,4624 0,3561 0,2368 0,0891 -0,0864 -0,2823 -0,4919 -0,6962 -0,8515 -0,8969 -0,7804 -0,4891 -0,0699 0,3865 0,7929 1,1007 1,2957 1,3819 1,3835 1,3603 1,4043 1,6043 1,9990 2,5542 3,1749 3,7463 4,1814 4,4532 4,5859 4,6140 4,5440 4,3549 4,0295 3,5811 3,0562 2,5197 2,0286 1,6087 1,2460 0,9028 0,5506 0,1877 -0,1676 -0,4949 -0,7835 -1,0327 -1,2461 -1,4218 -1,5380 -1,5587 -1,4691 -1,3098 -1,1693 -1,1354 -1,2542 -1,5203 -1,8881 -2,2883 -2,6450 -2,8836 -2,9367 -2,7607 -2,3545 -1,7711 -1,1078 -0,4693 0,0711 0,4798 0,7472 0,8711 0,8571
F7    0,7236 -0,2788 -1,4021 -2,3995 -3,0556 -3,2564 -3,0400 -2,5865 -2,1048 -1,6707 -1,1955 -0,5876 0,0776 0,6043 0,8723 0,9135 0,8218 0,6701 0,5006 0,3175 0,0801 -0,2406 -0,5923 -0,8456 -0,8437 -0,4817 0,1910 0,9794 1,6989 2,2797 2,7254 3,0405 3,2016 3,1734 2,9508 2,5765 2,1142 1,6216 1,1650 0,8191 0,5952 0,4001 0,1076 -0,3535 -0,9679 -1,6259 -2,1413 -2,3062 -1,9874 -1,2579 -0,4173 0,2162 0,5322 0,6303 0,6645 0,6910 0,6157 0,2987 -0,2738 -0,9582 -1,5712 -1,9518 -1,9297 -1,3659 -0,2658 1,1803 2,6614 3,8662 4,6064 4,8535 4,6502 4,0105 2,9281 1,4814 -0,0787 -1,3556 -1,9528 -1,7047 -0,8377 0,1771 0,9722 1,4593 1,7302 1,8839 1,9507 1,9200 1,7931 1,6029 1,3993 1,2496 1,2446 1,4475 1,8423 2,3773 3,0143 3,6751 4,2028 4,4550 4,4137 4,1574 3,7709 3,3239 2,8659 2,3778 1,8067 1,2059 0,7759 0,6945 0,9414 1,3609 1,8396 2,3287 2,7575 3,0366 3,1198 3,0005 2,6612 2,0808 1,2875 0,3656 -0,5774 -1,4295 -2,0834 -2,4351 -2,3805 -1,8639 -0,9733 0,0499 0,9561 1,6049 1,9340 1,9205 1,6046 1,0813 0,4558 -0,1702 -0,6863 -0,9923 -1,0532 -0,9179 -0,6562 -0,2994 0,1205 0,4982 0,6903 0,6370 0,4113 0,1449 -0,0746 -0,2384 -0,3696 -0,4680 -0,5131 -0,4953 -0,4148 -0,2662 -0,0550 0,1766 0,3641 0,4688 0,5068 0,5386 0,6373 0,8667 1,2753 1,8805 2,6429 3,4738 4,2874 5,0372 5,7047 6,2707 6,7048 6,9802 7,0948 7,0704 6,9371 6,7280 6,4820 6,2410 6,0436 5,9179 5,8709 5,8865 5,9387 6,0013 6,0455 6,0442 5,9837 5,8645 5,6991 5,5185 5,3667 5,2726 5,2335 5,2265 5,2276 5,2179 5,1811 5,1027 4,9704 4,7727 4,4980 4,1418 3,7135 3,2346 2,7302 2,2224 1,7349 1,3023 0,9744 0,8007 0,8038 0,9683 1,2522 1,5959 1,9311 2,2012 2,3774 2,4566 2,4586 2,4163 2,3523 2,2626 2,1336 1,9743 1,8233 1,7267 1,7214 1,8322 2,0613 2,3794 2,7405 3,1025 3,4248 3,6515 3,7204 3,6039 3,3373 2,9974 2,6567 2,3541 2,0929 1,8571 1,6334 1,4168 1,2012 0,9744 0,7230 0,4360 0,1054 -0,2697 -0,6713 -1,0549 -1,3597 -1,5375 -1,5674 -1,4459 -1,1806 -0,7960 -0,3295 0,1800 0,6898 1,1450 1,4785 1,6267 1,5593 1,2961 0,8867 0,3865 -0,1469 -0,6551 -1,0913 -1,4335 -1,6751 -1,8034 -1,7999 -1,6670 -1,4377 -1,1500 -0,8340 -0,5273 -0,2858 -0,1632 -0,1825 -0,3269 -0,5565 -0,8331 -1,1268 -1,4029 -1,6113 -1,6974 -1,6287 -1,4214 -1,1365 -0,8378 -0,5558 -0,2985 -0,0843 0,0510 0,0763 -0,0166 -0,2086 -0,4462 -0,6432 -0,7191 -0,6509 -0,4867 -0,3137 -0,2125 -0,2312 -0,3736 -0,5994 -0,8426 -1,0388 -1,1391 -1,1210 -0,9948 -0,7963 -0,5645 -0,3213 -0,0683 0,2005 0,4808 0,7534 0,9946 1,1827 1,2864 1,2640 1,0931 0,7981 0,4425 0,1004 -0,1665 -0,3217 -0,3573 -0,2897 -0,1518 0,0223 0,2184 0,4493 0,7306 1,0533 1,3794 1,6587 1,8536 1,9555 1,9778 1,9336 1,8167 1,6079 1,3107 0,9804 0,7089 0,5806 0,6321 0,8401 1,1427 1,4835 1,8406 2,2163 2,6104 3,0073 3,3791 3,6907 3,9122 4,0374 4,0891 4,1028 4,1117 4,1497 4,2506 4,4261 4,6523 4,8836 5,0683 5,1556 5,1053 4,9029 4,5695 4,1583 3,7382 3,3667 3,0667 2,8323 2,6500 2,5108 2,4194 2,4030 2,4967 2,7048 2,9832 3,2590 3,4606 3,5373 3,4705 3,2755 2,9962 2,6943 2,4274 2,2269 2,1024 2,0687 2,1603 2,4146 2,8416 3,4111 4,0616 4,7123 5,2721 5,6600 5,8317 5,7862 5,5526 5,1804 4,7353 4,2997 3,9705 3,8322 3,9092 4,1470 4,4568 4,7832 5,1259 5,5028 5,8994 6,2587 6,5156 6,6376 6,6349 6,5447 6,4151 6,2923 6,2055 6,1637 6,1642 6,1956 6,2346 6,2595 6,2685 6,2815 6,3220 6,4016 6,5222 6,6806 6,8589 7,0163 7,1053 7,1073 7,0530 7,0100 7,0441 7,1838 7,4059 7,6408 7,7980 7,8013 7,6193 7,2759 6,8351 6,3712 5,9480 5,6169 5,4199 5,3825 5,4992 5,7356 6,0513 6,4216 6,8333 7,2645 7,6749 8,0221 8,2928 8,5112 8,7019 8,8479 8,9058 8,8580 8,7318 8,5737 8,4208 8,2876 8,1621 8,0135 7,8148 7,5723 7,3329 7,1535 7,0565 7,0143 6,9702 6,8669 6,6633 6,3416 5,9015 5,3492 4,7045 4,0146 3,3468 2,7667 2,3295 2,0810 2,0481 2,2174 2,5304 2,8993 3,2290 3,4374 3,4687 3,3021 2,9667 2,5517 2,1845 1,9756 1,9753 2,1755 2,5361 3,0019 3,5033 3,9623 4,3015 4,4603 4,4206 4,2226 3,9475 3,6808 3,4915 3,4306 3,5265 3,7646 4,0750 4,3570 4,5191 4,5028 4,2957 3,9375 3,5142 3,1338 2,8922 2,8378 2,9572 3,1969 3,5028 3,8366 4,1628 4,4398 4,6364 4,7544 4,8280 4,8995 4,9953 5,1172 5,2515 5,3876 5,5292 5,6905 5,8799 6,0800 6,2413 6,3059 6,2439 6,0572 5,7622 5,3870 4,9720 4,5478 4,1088 3,6260 3,0920 2,5509 2,0830 1,7575 1,5994 1,5897 1,6851 1,8427 2,0410 2,2743 2,5210 2,7195 2,7850 2,6621 2,3656 1,9721 1,5770 1,2492 1,0120 0,8578 0,7810 0,7979 0,9430 1,2495 1,7261 2,3347 2,9859 3,5677 3,9952 4,2381 4,3117
