Fp1   0,0227 -0,0395 -0,0374 0,0151 0,0467 -0,0400 -0,3098 -0,7464 -1,2292 -1,5683 -1,6089 -1,3280 -0,8453 -0,3694 -0,1189 -0,2221 -0,6441 -1,2294 -1,8282 -2,3645 -2,7826 -2,9709 -2,7732 -2,0949 -1,0017 0,2902 1,5212 2,4819 3,0513 3,2120 3,0411 2,6637 2,2096 1,7932 1,5026 1,3798 1,3946 1,4396 1,3698 1,0617 0,4789 -0,2752 -0,9810 -1,4121 -1,4471 -1,1018 -0,4866 0,2549 0,9898 1,6358 2,1874 2,6843 3,1369 3,4847 3,6369 3,5505 3,2808 2,9741 2,7806 2,7284 2,6954 2,5241 2,1450 1,6047 1,0379 0,6157 0,4729 0,6516 1,0905 1,6631 2,2529 2,8042 3,2993 3,7082 3,9754 4,0439 3,8776 3,4785 2,9247 2,3997 2,1209 2,1861 2,5047 2,8853 3,1698 3,2947 3,2724 3,1379 2,9176 2,6428 2,3659 2,1497 2,0502 2,1079 2,3452 2,7642 3,3284 3,9350 4,4153 4,5907 4,3515 3,6925 2,6925 1,4727 0,1477 -1,2164 -2,6002 -3,9777 -5,2377 -6,1536 -6,4735 -6,0801 -5,0764 -3,7262 -2,3168 -1,0594 -0,0654 0,6508 1,1541 1,5282 1,8093 1,9835 2,0382 1,9999 1,9321 1,9038 1,9488 2,0513 2,1732 2,2917 2,4221 2,6124 2,8996 3,2645 3,6544 4,0617 4,5458 5,1524 5,8310 6,4566 6,9333 7,2633 7,5234 7,7838 8,0303 8,1405 7,9458 7,3596 6,4808 5,5730 4,9315 4,7385 4,9802 5,4644 5,9376 6,2204 6,2668 6,1407 5,9723 5,9156 6,0965 6,5587 7,2325 7,9475 8,4929 8,6890 8,4321 7,7076 6,5884 5,2193 3,7828 2,4541 1,3592 0,5591 0,0843 -0,0245 0,2678 0,9345 1,8679 2,9275 3,9921 4,9626 5,7555 6,3164 6,6091 6,5866 6,2063 5,4804 4,4892 3,3409 2,1368 0,9751 -0,0456 -0,8625 -1,4884 -2,0064 -2,5141 -3,0640 -3,6501 -4,2337 -4,7575 -5,1386 -5,2782 -5,0929 -4,5662 -3,8032 -3,0267 -2,4821 -2,3197 -2,5358 -2,9954 -3,5120 -3,9356 -4,1946 -4,2679 -4,1451 -3,8458 -3,4660 -3,1596 -3,0544 -3,1664 -3,3746 -3,4859 -3,3365 -2,8538 -2,0772 -1,1481 -0,2432 0,5286 1,1751 1,7619 2,2959 2,6663 2,7023 2,2794 1,3959 0,1978 -1,0577 -2,0978 -2,7388 -2,9432 -2,7958 -2,4246 -1,9366 -1,4039 -0,8821 -0,4377 -0,1517 -0,0650 -0,0940 -0,0222 0,3854 1,2104 2,2619 3,1315 3,4343 3,0442 2,1252 0,9715 -0,1789 -1,2037 -2,0407 -2,6502 -3,0485 -3,3388 -3,6753 -4,1809 -4,8801 -5,6764 -6,3816 -6,7945 -6,7803 -6,3022 -5,4174 -4,2714 -3,0930 -2,1501 -1,6469 -1,6042 -1,8306 -2,0410 -2,0283 -1,7484 -1,2880 -0,7859 -0,3738 -0,1402 -0,0928 -0,1489 -0,1999 -0,2052 -0,2254 -0,3786 -0,7624 -1,3829 -2,1362 -2,8547 -3,3849 -3,6474 -3,6539 -3,4726 -3,1727 -2,8196 -2,5084 -2,3426 -2,3508 -2,4535 -2,5378 -2,5581 -2,5580 -2,6114 -2,7480 -2,9139 -2,9964 -2,9010 -2,6148 -2,2055 -1,7737 -1,3917 -1,0667 -0,7632 -0,4607 -0,1806 0,0440 0,2075 0,3348 0,4602 0,6079 0,7817 0,9649 1,1299 1,2515 1,3108 1,2963 1,2265 1,1834 1,2991 1,6876 2,3816 3,3125 4,3182 5,1874 5,7303 5,8222 5,4051 4,5055 3,2779 1,9970 0,9562 0,3327 0,1233 0,1816 0,2988 0,2741 -0,0184 -0,5736 -1,2505 -1,8406 -2,1816 -2,2332 -2,0501 -1,6954 -1,1876 -0,5128 0,3308 1,2857 2,2177 2,9472 3,3079 3,2021 2,6239 1,6476 0,4068 -0,9333 -2,1945 -3,1957 -3,7956 -3,9618 -3,7787 -3,3742 -2,8513 -2,2818 -1,7208 -1,1918 -0,6655 -0,0904 0,5270 1,0650 1,3293 1,1758 0,6155 -0,1755 -0,9467 -1,5111 -1,8280 -1,9814 -2,0914 -2,2195 -2,3170 -2,2503 -1,9008 -1,2580 -0,4280 0,4224 1,1276 1,5866 1,8219 1,9639 2,1495 2,4320 2,7814 3,1501 3,5263 3,9168 4,2903 4,5571 4,6031 4,3469 3,7883 3,0105 2,1262 1,2299 0,4114 -0,2134 -0,5151 -0,3981 0,1576 1,0728 2,1765 3,2638 4,1734 4,8163 5,1462 5,1320 4,7710 4,1220 3,3182 2,5376 1,9436 1,6287 1,5927 1,7653 2,0579 2,4196 2,8503 3,3469 3,8288 4,1376 4,1303 3,7601 3,0826 2,2251 1,3435 0,5691 -0,0071 -0,3059 -0,2504 0,1920 0,9565 1,8768 2,7422 3,3789 3,6988 3,7068 3,4844 3,1352 2,7084 2,1916 1,5852 0,9685 0,4943 0,3143 0,4820 0,9106 1,4259 1,8674 2,1572 2,2984 2,3152 2,1822 1,8184 1,1642 0,2587 -0,7701 -1,7767 -2,6477 -3,3094 -3,7228 -3,8751 -3,7555 -3,3353 -2,5866 -1,5328 -0,2822 0,9844 2,0654 2,8036 3,1312 3,0726 2,7063 2,1254 1,4386 0,7856 0,3106 0,1054 0,1731 0,4359 0,7774 1,0900 1,3032 1,3835 1,3208 1,1312 0,8739 0,6437 0,5368 0,6158 0,8935 1,3515 1,9720 2,7289 3,5320 4,2006 4,5286 4,4043 3,8833 3,1521 2,4140 1,7950 1,3145 0,9120 0,5105 0,0708 -0,3987 -0,8513 -1,2173 -1,4515 -1,5851 -1,7116 -1,9241 -2,2714 -2,7395 -3,2490 -3,6875 -3,9707 -4,0950 -4,1459 -4,2355 -4,4165 -4,6710 -4,9706 -5,3070 -5,6657 -6,0047 -6,2585 -6,3461 -6,2005 -5,8247 -5,3083 -4,7761 -4,3166 -3,9528 -3,6617 -3,4195 -3,2510 -3,2413 -3,4953 -4,0700 -4,9176 -5,8762 -6,7160 -7,2208 -7,2871 -6,9823 -6,4843 -5,9616 -5,5176 -5,2029 -5,0314 -4,9842 -5,0172 -5,0703 -5,0819 -5,0291 -4,9696 -5,0193 -5,2758 -5,7534 -6,3755 -7,0175 -7,5666 -7,9595 -8,1774 -8,2047 -8,0081 -7,5733 -6,9468 -6,2206 -5,4867 -4,8157
Fz    0,1176 -0,0431 -0,1381 -0,1344 -0,0268 0,1450 0,3173 0,4455 0,5222 0,5569 0,5475 0,4828 0,3634 0,2090 0,0458 -0,1059 -0,2375 -0,3533 -0,4617 -0,5614 -0,6338 -0,6499 -0,5897 -0,4575 -0,2831 -0,1109 0,0127 0,0536 0,0061 -0,1003 -0,2137 -0,2838 -0,2835 -0,2220 -0,1365 -0,0626 -0,0137 0,0177 0,0476 0,0876 0,1354 0,1766 0,1931 0,1753 0,1342 0,1023 0,1170 0,2001 0,3482 0,5428 0,7640 0,9944 1,2120 1,3873 1,4950 1,5316 1,5232 1,5165 1,5580 1,6710 1,8478 2,0593 2,2709 2,4579 2,6153 2,7569 2,9056 3,0790 3,2734 3,4592 3,5954 3,6482 3,5952 3,4273 3,1587 2,8331 2,5076 2,2294 2,0290 1,9211 1,9007 1,9424 2,0139 2,0924 2,1674 2,2361 2,3031 2,3783 2,4735 2,6022 2,7767 2,9999 3,2604 3,5414 3,8326 4,1289 4,4189 4,6678 4,8103 4,7693 4,4942 3,9871 3,2962 2,4894 1,6309 0,7710 -0,0573 -0,8401 -1,5718 -2,2355 -2,7986 -3,2321 -3,5324 -3,7222 -3,8327 -3,8889 -3,9034 -3,8658 -3,7385 -3,4777 -3,0623 -2,4980 -1,8049 -1,0091 -0,1437 0,7474 1,6128 2,4123 3,1271 3,7500 4,2756 4,7087 5,0670 5,3620 5,5919 5,7590 5,8779 5,9630 6,0209 6,0609 6,0990 6,1475 6,2107 6,2965 6,4178 6,5770 6,7575 6,9368 7,0986 7,2297 7,3129 7,3312 7,2691 7,1139 6,8635 6,5398 6,1910 5,8776 5,6541 5,5508 5,5631 5,6609 5,8075 5,9635 6,0809 6,1091 6,0152 5,7927 5,4550 5,0248 4,5323 4,0128 3,4990 3,0125 2,5721 2,2052 1,9383 1,7815 1,7266 1,7564 1,8508 1,9887 2,1454 2,2898 2,3818 2,3729 2,2213 1,9185 1,4973 1,0100 0,5016 0,0008 -0,4782 -0,9292 -1,3457 -1,7220 -2,0630 -2,3847 -2,7024 -3,0182 -3,3180 -3,5796 -3,7895 -3,9530 -4,0847 -4,1969 -4,2991 -4,4042 -4,5224 -4,6505 -4,7689 -4,8463 -4,8444 -4,7262 -4,4654 -4,0559 -3,5183 -2,8987 -2,2559 -1,6448 -1,1035 -0,6486 -0,2787 0,0206 0,2719 0,4989 0,7152 0,9199 1,1029 1,2585 1,3885 1,4883 1,5452 1,5634 1,5770 1,6278 1,7397 1,9168 2,1519 2,4291 2,7237 3,0109 3,2770 3,5188 3,7303 3,8973 4,0059 4,0487 4,0204 3,9150 3,7326 3,4853 3,1908 2,8598 2,4887 2,0719 1,6223 1,1776 0,7845 0,4706 0,2301 0,0365 -0,1362 -0,3028 -0,4678 -0,6325 -0,8045 -0,9972 -1,2167 -1,4481 -1,6568 -1,8034 -1,8550 -1,7946 -1,6299 -1,3912 -1,1237 -0,8804 -0,7064 -0,6119 -0,5630 -0,5094 -0,4207 -0,2992 -0,1690 -0,0575 0,0165 0,0494 0,0530 0,0472 0,0469 0,0510 0,0411 -0,0026 -0,0766 -0,1483 -0,1776 -0,1428 -0,0486 0,0856 0,2381 0,3940 0,5464 0,6910 0,8167 0,9095 0,9652 0,9950 1,0128 1,0231 1,0277 1,0403 1,0890 1,1995 1,3704 1,5686 1,7518 1,8956 2,0039 2,1079 2,2505 2,4635 2,7510 3,0894 3,4439 3,7904 4,1245 4,4499 4,7638 5,0553 5,3110 5,5162 5,6541 5,7077 5,6667 5,5396 5,3563 5,1547 4,9673 4,8140 4,6970 4,6033 4,5225 4,4586 4,4218 4,4129 4,4187 4,4217 4,4091 4,3648 4,2639 4,0856 3,8281 3,5060 3,1380 2,7434 2,3506 1,9978 1,7177 1,5255 1,4188 1,3910 1,4423 1,5791 1,7973 2,0657 2,3237 2,5012 2,5482 2,4549 2,2445 1,9549 1,6314 1,3179 1,0453 0,8285 0,6707 0,5646 0,4949 0,4457 0,4093 0,3885 0,3924 0,4311 0,5131 0,6446 0,8275 1,0518 1,2928 1,5204 1,7127 1,8659 1,9921 2,1050 2,2083 2,2989 2,3741 2,4407 2,5243 2,6646 2,8908 3,1990 3,5562 3,9211 4,2602 4,5558 4,8070 5,0212 5,2004 5,3403 5,4423 5,5219 5,5994 5,6811 5,7534 5,7951 5,7887 5,7227 5,5932 5,4071 5,1800 4,9300 4,6772 4,4496 4,2799 4,1949 4,2039 4,2939 4,4329 4,5837 4,7190 4,8252 4,8945 4,9196 4,8960 4,8233 4,7078 4,5595 4,3873 4,1963 3,9948 3,7977 3,6225 3,4803 3,3707 3,2844 3,2054 3,1138 2,9954 2,8532 2,7084 2,5928 2,5358 2,5508 2,6342 2,7789 2,9876 3,2703 3,6275 4,0312 4,4241 4,7426 4,9444 5,0207 4,9933 4,9000 4,7665 4,5943 4,3763 4,1161 3,8291 3,5334 3,2461 2,9815 2,7487 2,5495 2,3782 2,2218 2,0615 1,8759 1,6438 1,3454 0,9674 0,5103 -0,0042 -0,5279 -0,9930 -1,3364 -1,5245 -1,5545 -1,4372 -1,1835 -0,8053 -0,3235 0,2310 0,8275 1,4472 2,0784 2,7043 3,2950 3,8128 4,2263 4,5203 4,6967 4,7729 4,7792 4,7437 4,6806 4,5969 4,5057 4,4314 4,4047 4,4518 4,5821 4,7839 5,0359 5,3187 5,6167 5,9160 6,2043 6,4668 6,6830 6,8342 6,9109 6,9096 6,8295 6,6750 6,4555 6,1826 5,8713 5,5430 5,2226 4,9300 4,6716 4,4408 4,2235 3,9972 3,7308 3,3982 2,9959 2,5431 2,0735 1,6247 1,2223 0,8701 0,5540 0,2476 -0,0799 -0,4457 -0,8418 -1,2485 -1,6497 -2,0343 -2,3856 -2,6706 -2,8450 -2,8829 -2,8011 -2,6473 -2,4654 -2,2773 -2,0918 -1,9223 -1,7940 -1,7389 -1,7868 -1,9559 -2,2424 -2,6120 -3,0065 -3,3649 -3,6425 -3,8233 -3,9203 -3,9591 -3,9560 -3,9160 -3,8490 -3,7793 -3,7362 -3,7396 -3,7945 -3,8930 -4,0207 -4,1638 -4,3114 -4,4537 -4,5790 -4,6724 -4,7163 -4,6972 -4,6135 -4,4705 -4,2674 -3,9928 -3,6369 -3,2043 -2,7178 -2,2152 -1,7418
F3    -0,3654 -0,5295 -0,5666 -0,4397 -0,1372 0,2925 0,7506 1,1333 1,3718 1,4415 1,3525 1,1389 0,8472 0,5255 0,2130 -0,0690 -0,3207 -0,5580 -0,7980 -1,0398 -1,2555 -1,4017 -1,4477 -1,3936 -1,2683 -1,1137 -0,9639 -0,8327 -0,7137 -0,5917 -0,4572 -0,3126 -0,1659 -0,0266 0,0902 0,1638 0,1816 0,1611 0,1516 0,2016 0,3249 0,4989 0,6829 0,8296 0,8987 0,8769 0,7869 0,6757 0,5942 0,5831 0,6637 0,8332 1,0619 1,2977 1,4911 1,6215 1,6970 1,7330 1,7368 1,7122 1,6760 1,6645 1,7146 1,8392 2,0224 2,2296 2,4234 2,5789 2,6900 2,7676 2,8343 2,9080 2,9825 3,0240 2,9944 2,8798 2,6967 2,4790 2,2593 2,0559 1,8702 1,6969 1,5352 1,3911 1,2752 1,1995 1,1693 1,1786 1,2240 1,3206 1,4877 1,7208 1,9893 2,2657 2,5539 2,8854 3,2893 3,7516 4,1904 4,4745 4,4776 4,1280 3,4306 2,4602 1,3379 0,1940 -0,8768 -1,8481 -2,7456 -3,5906 -4,3597 -4,9958 -5,4494 -5,7042 -5,7676 -5,6534 -5,3793 -4,9651 -4,4254 -3,7780 -3,0541 -2,2869 -1,4967 -0,6944 0,1054 0,8805 1,6086 2,2764 2,8780 3,4044 3,8438 4,1994 4,5005 4,7839 5,0698 5,3575 5,6286 5,8533 6,0103 6,1079 6,1794 6,2522 6,3310 6,4126 6,5036 6,6116 6,7307 6,8468 6,9530 7,0496 7,1374 7,2153 7,2686 7,2568 7,1264 6,8482 6,4509 6,0228 5,6776 5,5018 5,5172 5,6879 5,9520 6,2408 6,4833 6,6173 6,6042 6,4333 6,1151 5,6765 5,1653 4,6547 4,2324 3,9742 3,9130 4,0162 4,1910 4,3271 4,3510 4,2515 4,0692 3,8666 3,6897 3,5382 3,3619 3,0817 2,6334 2,0146 1,2947 0,5796 -0,0340 -0,4903 -0,7882 -0,9762 -1,1279 -1,3083 -1,5498 -1,8488 -2,1767 -2,4946 -2,7647 -2,9607 -3,0800 -3,1505 -3,2315 -3,3979 -3,7049 -4,1513 -4,6718 -5,1660 -5,5405 -5,7358 -5,7287 -5,5255 -5,1535 -4,6501 -4,0518 -3,3833 -2,6521 -1,8535 -0,9906 -0,0939 0,7700 1,5109 2,0466 2,3277 2,3445 2,1259 1,7378 1,2782 0,8551 0,5500 0,3974 0,3971 0,5298 0,7560 1,0175 1,2620 1,4669 1,6399 1,8086 2,0100 2,2797 2,6385 3,0819 3,5852 4,1205 4,6563 5,1324 5,4391 5,4347 5,0165 4,2097 3,1816 2,1549 1,2992 0,6789 0,2669 -0,0122 -0,2435 -0,4893 -0,7639 -1,0371 -1,2681 -1,4375 -1,5561 -1,6517 -1,7486 -1,8498 -1,9312 -1,9576 -1,9051 -1,7671 -1,5489 -1,2684 -0,9588 -0,6769 -0,5101 -0,5460 -0,8039 -1,1977 -1,5825 -1,8400 -1,9251 -1,8540 -1,6666 -1,4059 -1,1224 -0,8753 -0,7104 -0,6338 -0,6147 -0,6183 -0,6293 -0,6458 -0,6683 -0,7003 -0,7490 -0,8183 -0,9054 -1,0021 -1,0951 -1,1703 -1,2262 -1,2801 -1,3518 -1,4387 -1,5093 -1,5181 -1,4299 -1,2387 -0,9676 -0,6547 -0,3385 -0,0550 0,1718 0,3478 0,5105 0,7054 0,9666 1,3052 1,6969 2,0823 2,3907 2,5789 2,6597 2,6991 2,7796 2,9634 3,2778 3,7132 4,2231 4,7288 5,1408 5,3926 5,4696 5,4120 5,2954 5,1990 5,1648 5,1631 5,1062 4,9176 4,5964 4,2156 3,8667 3,6065 3,4453 3,3549 3,2785 3,1521 2,9300 2,5971 2,1686 1,6808 1,1757 0,6918 0,2729 -0,0263 -0,1559 -0,0954 0,1402 0,5129 0,9751 1,4700 1,9249 2,2578 2,4076 2,3653 2,1768 1,9121 1,6321 1,3774 1,1676 1,0034 0,8694 0,7332 0,5553 0,3139 0,0258 -0,2631 -0,5087 -0,6872 -0,7881 -0,8023 -0,7273 -0,5735 -0,3648 -0,1333 0,0848 0,2591 0,3845 0,4847 0,5840 0,6852 0,7846 0,8956 1,0466 1,2657 1,5660 1,9344 2,3305 2,7108 3,0547 3,3601 3,6163 3,8008 3,8975 3,9119 3,8714 3,8150 3,7764 3,7652 3,7583 3,7164 3,6180 3,4757 3,3225 3,1926 3,1138 3,1032 3,1623 3,2815 3,4464 3,6442 3,8665 4,1011 4,3165 4,4640 4,5070 4,4453 4,3149 4,1673 4,0470 3,9771 3,9532 3,9478 3,9266 3,8656 3,7588 3,6167 3,4616 3,3186 3,2000 3,0956 2,9781 2,8198 2,6110 2,3720 2,1458 1,9730 1,8721 1,8410 1,8677 1,9405 2,0521 2,2015 2,3980 2,6559 2,9737 3,3198 3,6424 3,8906 4,0314 4,0643 4,0228 3,9477 3,8561 3,7430 3,6039 3,4401 3,2487 3,0211 2,7545 2,4575 2,1478 1,8426 1,5500 1,2627 0,9580 0,6058 0,1835 -0,3043 -0,8211 -1,3138 -1,7256 -2,0041 -2,1142 -2,0501 -1,8322 -1,4918 -1,0558 -0,5442 0,0186 0,5952 1,1450 1,6445 2,0957 2,5128 2,8975 3,2271 3,4713 3,6153 3,6660 3,6498 3,6091 3,5847 3,5936 3,6269 3,6667 3,7046 3,7469 3,8085 3,9055 4,0523 4,2572 4,5163 4,8050 5,0803 5,3016 5,4544 5,5541 5,6299 5,7051 5,7790 5,8199 5,7767 5,6038 5,2879 4,8601 4,3788 3,9035 3,4750 3,1084 2,7978 2,5246 2,2595 1,9635 1,6037 1,1725 0,6950 0,2260 -0,1648 -0,4232 -0,5454 -0,5914 -0,6690 -0,8841 -1,2766 -1,7957 -2,3431 -2,8379 -3,2484 -3,5791 -3,8375 -4,0137 -4,0921 -4,0733 -3,9770 -3,8258 -3,6343 -3,4105 -3,1602 -2,8918 -2,6259 -2,4047 -2,2872 -2,3267 -2,5422 -2,9074 -3,3615 -3,8285 -4,2420 -4,5673 -4,7971 -4,9266 -4,9414 -4,8363 -4,6417 -4,4219 -4,2474 -4,1636 -4,1773 -4,2641 -4,3887 -4,5251 -4,6644 -4,8028 -4,9260 -5,0091 -5,0340 -5,0021 -4,9240 -4,7947 -4,5874 -4,2732 -3,8425 -3,3148 -2,7409 -2,1926
F7    0,5904 0,6263 0,6700 0,7028 0,6932 0,5882 0,3430 -0,0246 -0,4160 -0,7089 -0,8390 -0,8263 -0,7361 -0,6329 -0,5591 -0,5330 -0,5548 -0,6199 -0,7259 -0,8600 -0,9807 -1,0234 -0,9380 -0,7215 -0,4163 -0,0897 0,1846 0,3437 0,3551 0,2265 0,0072 -0,2251 -0,3962 -0,4647 -0,4256 -0,2970 -0,1104 0,1033 0,3209 0,5162 0,6554 0,7180 0,7117 0,6674 0,6285 0,6355 0,7120 0,8552 1,0387 1,2310 1,4153 1,5859 1,7274 1,8072 1,7954 1,6895 1,5245 1,3675 1,2863 1,3095 1,4146 1,5521 1,6772 1,7713 1,8471 1,9382 2,0784 2,2735 2,4783 2,6112 2,6066 2,4541 2,1918 1,8761 1,5645 1,3065 1,1264 1,0142 0,9466 0,9110 0,9052 0,9242 0,9635 1,0295 1,1296 1,2512 1,3602 1,4217 1,4284 1,4119 1,4273 1,5247 1,7308 2,0447 2,4456 2,9019 3,3672 3,7672 4,0010 3,9720 3,6291 2,9832 2,0955 1,0563 -0,0364 -1,0940 -2,0472 -2,8579 -3,5181 -4,0241 -4,3620 -4,5294 -4,5538 -4,4829 -4,3649 -4,2367 -4,1126 -3,9735 -3,7741 -3,4741 -3,0635 -2,5571 -1,9764 -1,3373 -0,6529 0,0578 0,7672 1,4510 2,0934 2,6775 3,1879 3,6279 4,0175 4,3731 4,7056 5,0314 5,3655 5,7026 6,0206 6,3054 6,5616 6,7987 7,0152 7,1976 7,3192 7,3411 7,2376 7,0309 6,7900 6,5847 6,4440 6,3534 6,2767 6,1819 6,0593 5,9265 5,8204 5,7823 5,8426 6,0081 6,2578 6,5490 6,8275 7,0351 7,1180 7,0391 6,7932 6,4134 5,9495 5,4406 4,9152 4,3996 3,9123 3,4616 3,0628 2,7569 2,5982 2,6238 2,8318 3,1789 3,5894 3,9709 4,2370 4,3296 4,2291 3,9446 3,4998 2,9325 2,2961 1,6452 1,0169 0,4260 -0,1251 -0,6425 -1,1426 -1,6460 -2,1676 -2,7102 -3,2625 -3,7964 -4,2663 -4,6261 -4,8550 -4,9604 -4,9533 -4,8412 -4,6553 -4,4651 -4,3501 -4,3552 -4,4694 -4,6380 -4,7881 -4,8476 -4,7543 -4,4669 -3,9847 -3,3598 -2,6836 -2,0557 -1,5485 -1,1819 -0,9248 -0,7206 -0,5174 -0,2846 -0,0126 0,2927 0,6130 0,9229 1,1925 1,3807 1,4435 1,3672 1,1876 0,9744 0,8057 0,7436 0,8072 0,9627 1,1524 1,3351 1,5059 1,6887 1,9080 2,1588 2,3967 2,5563 2,5867 2,4866 2,3115 2,1402 2,0212 1,9372 1,8146 1,5775 1,2029 0,7357 0,2559 -0,1690 -0,5084 -0,7590 -0,9269 -1,0242 -1,0733 -1,1097 -1,1803 -1,3276 -1,5635 -1,8525 -2,1286 -2,3287 -2,4116 -2,3617 -2,1896 -1,9307 -1,6400 -1,3782 -1,1831 -1,0389 -0,8837 -0,6616 -0,3644 -0,0269 0,2938 0,5333 0,6409 0,6104 0,4951 0,3825 0,3402 0,3734 0,4256 0,4183 0,2965 0,0487 -0,2998 -0,7033 -1,1088 -1,4616 -1,7085 -1,8088 -1,7540 -1,5737 -1,3151 -1,0228 -0,7365 -0,4924 -0,3134 -0,2034 -0,1502 -0,1231 -0,0710 0,0559 0,2652 0,5078 0,7103 0,8197 0,8326 0,7959 0,7756 0,8215 0,9521 1,1530 1,3834 1,6035 1,8072 2,0243 2,2871 2,5978 2,9232 3,2152 3,4397 3,5888 3,6698 3,6894 3,6500 3,5592 3,4435 3,3416 3,2730 3,2240 3,1692 3,0943 2,9927 2,8509 2,6497 2,3879 2,0966 1,8190 1,5800 1,3829 1,2219 1,0836 0,9482 0,8099 0,6926 0,6266 0,6096 0,5982 0,5396 0,4079 0,2193 0,0255 -0,1083 -0,1363 -0,0623 0,0548 0,1330 0,1078 -0,0485 -0,3219 -0,6594 -0,9994 -1,3063 -1,5640 -1,7500 -1,8373 -1,8223 -1,7408 -1,6434 -1,5546 -1,4632 -1,3464 -1,1878 -0,9789 -0,7280 -0,4705 -0,2579 -0,1311 -0,1053 -0,1673 -0,2842 -0,4212 -0,5505 -0,6507 -0,7075 -0,7089 -0,6325 -0,4457 -0,1271 0,3114 0,8231 1,3423 1,8072 2,1818 2,4675 2,6848 2,8414 2,9283 2,9466 2,9249 2,9109 2,9446 3,0330 3,1484 3,2470 3,2904 3,2601 3,1587 2,9972 2,7851 2,5417 2,3117 2,1538 2,1195 2,2365 2,4909 2,8165 3,1209 3,3311 3,4175 3,3863 3,2618 3,0765 2,8691 2,6805 2,5389 2,4443 2,3697 2,2842 2,1719 2,0375 1,9019 1,7945 1,7428 1,7567 1,8155 1,8766 1,9037 1,8854 1,8256 1,7304 1,6071 1,4708 1,3478 1,2712 1,2692 1,3547 1,5240 1,7615 2,0422 2,3310 2,5923 2,8013 2,9432 3,0012 2,9553 2,7986 2,5530 2,2649 1,9829 1,7329 1,5077 1,2778 1,0148 0,7091 0,3717 0,0193 -0,3405 -0,7028 -1,0507 -1,3626 -1,6347 -1,8830 -2,1143 -2,3111 -2,4459 -2,4979 -2,4539 -2,3060 -2,0552 -1,7118 -1,2910 -0,8122 -0,2984 0,2353 0,7871 1,3512 1,8954 2,3690 2,7321 2,9754 3,1201 3,2085 3,2869 3,3845 3,4988 3,6049 3,6766 3,6995 3,6690 3,5901 3,4852 3,3959 3,3666 3,4281 3,5958 3,8694 4,2222 4,5985 4,9316 5,1647 5,2651 5,2310 5,0882 4,8779 4,6394 4,3947 4,1400 3,8555 3,5294 3,1746 2,8233 2,5098 2,2529 2,0409 1,8317 1,5736 1,2342 0,8132 0,3351 -0,1637 -0,6443 -1,0738 -1,4343 -1,7219 -1,9423 -2,1087 -2,2418 -2,3660 -2,5070 -2,6869 -2,9131 -3,1631 -3,3867 -3,5351 -3,5872 -3,5432 -3,4056 -3,1776 -2,8745 -2,5332 -2,2151 -1,9961 -1,9402 -2,0684 -2,3491 -2,7199 -3,1199 -3,5064 -3,8527 -4,1401 -4,3578 -4,5088 -4,6114 -4,6893 -4,7586 -4,8185 -4,8559 -4,8588 -4,8213 -4,7414 -4,6276 -4,5041 -4,4021 -4,3423 -4,3215 -4,3124 -4,2825 -4,2151 -4,1094 -3,9666 -3,7759 -3,5126 -3,1520 -2,6965 -2,1927 -1,7177 -1,3414
