Fp1   0,7147 1,1028 1,4104 1,5985 1,6401 1,5271 1,2885 0,9837 0,6751 0,4095 0,2165 0,1107 0,0789 0,0650 -0,0069 -0,1766 -0,4144 -0,6343 -0,7392 -0,6701 -0,4356 -0,1153 0,1763 0,3565 0,4234 0,4349 0,4535 0,5185 0,6511 0,8532 1,0969 1,3256 1,4738 1,4913 1,3569 1,0886 0,7437 0,3919 0,0743 -0,2146 -0,5086 -0,8384 -1,2171 -1,6467 -2,1126 -2,5646 -2,9270 -3,1434 -3,2082 -3,1586 -3,0367 -2,8568 -2,6168 -2,3379 -2,0619 -1,8105 -1,5657 -1,2950 -0,9843 -0,6548 -0,3646 -0,1817 -0,1405 -0,2248 -0,3897 -0,5919 -0,7991 -0,9833 -1,1268 -1,2332 -1,3195 -1,4027 -1,4990 -1,6194 -1,7467 -1,8234 -1,7822 -1,5943 -1,2860 -0,9143 -0,5345 -0,2036 0,0050 0,0319 -0,1278 -0,4249 -0,7750 -1,0792 -1,2525 -1,2562 -1,1154 -0,9008 -0,6864 -0,5223 -0,4385 -0,4576 -0,5855 -0,7994 -1,0649 -1,3667 -1,7150 -2,1274 -2,5977 -3,0775 -3,4923 -3,7777 -3,9007 -3,8559 -3,6620 -3,3640 -3,0121 -2,6266 -2,1751 -1,5758 -0,7387 0,3758 1,7358 3,2547 4,8151 6,2932 7,5858 8,6257 9,3844 9,8736 10,1366 10,2188 10,1365 9,8622 9,3441 8,5552 7,5229 6,3117 4,9952 3,6546 2,3810 1,2494 0,2940 -0,4768 -1,0535 -1,4272 -1,6135 -1,6619 -1,6395 -1,6084 -1,6208 -1,7233 -1,9483 -2,2863 -2,6727 -3,0224 -3,2759 -3,4187 -3,4773 -3,5045 -3,5535 -3,6396 -3,7237 -3,7482 -3,6952 -3,5976 -3,5033 -3,4457 -3,4361 -3,4696 -3,5449 -3,6712 -3,8436 -4,0315 -4,1925 -4,2792 -4,2460 -4,0724 -3,7754 -3,3926 -2,9488 -2,4477 -1,9031 -1,3563 -0,8516 -0,4146 -0,0591 0,2018 0,3588 0,4113 0,3656 0,2336 0,0334 -0,2136 -0,4860 -0,7662 -1,0469 -1,3298 -1,6124 -1,8818 -2,1213 -2,3127 -2,4331 -2,4581 -2,3702 -2,1619 -1,8337 -1,4059 -0,9419 -0,5417 -0,2861 -0,1911 -0,2276 -0,3702 -0,6155 -0,9622 -1,3876 -1,8430 -2,2684 -2,6187 -2,8834 -3,0766 -3,2102 -3,2917 -3,3550 -3,4797 -3,7478 -4,1733 -4,6872 -5,1858 -5,5765 -5,7952 -5,8085 -5,6003 -5,1659 -4,5424 -3,8259 -3,1287 -2,5219 -2,0224 -1,6109 -1,2483 -0,8890 -0,5021 -0,0883 0,3177 0,6666 0,9205 1,0629 1,0969 1,0345 0,8877 0,6796 0,4647 0,3167 0,2914 0,3990 0,6071 0,8667 1,1386 1,4026 1,6516 1,8858 2,1074 2,3179 2,5101 2,6546 2,7029 2,6215 2,4316 2,2067 2,0243 1,9213 1,8826 1,8645 1,8359 1,8008 1,7886 1,8196 1,8677 1,8642 1,7564 1,5585 1,3432 1,1933 1,1503 1,1846 1,2095 1,1385 0,9424 0,6616 0,3697 0,1244 -0,0502 -0,1476 -0,1756 -0,1701 -0,1850 -0,2629 -0,4254 -0,6808 -1,0109 -1,3524 -1,6280 -1,8034 -1,8917 -1,9144 -1,8864 -1,8195 -1,7140 -1,5593 -1,3542 -1,1169 -0,8744 -0,6490 -0,4583 -0,3152 -0,2159 -0,1369 -0,0540 0,0381 0,1299 0,2198 0,3271 0,4829 0,7098 1,0077 1,3536 1,7106 2,0370 2,2972 2,4759 2,5750 2,5998 2,5601 2,4879 2,4477 2,5259 2,7908 3,2474 3,8307 4,4387 4,9719 5,3598 5,5700 5,6037 5,4868 5,2512 4,9106 4,4587 3,9020 3,2839 2,6708 2,1094 1,6091 1,1665 0,7852 0,4691 0,2233 0,0642 0,0094 0,0589 0,1905 0,3706 0,5692 0,7634 0,9278 1,0368 1,0843 1,0897 1,0751 1,0467 0,9993 0,9286 0,8342 0,7212 0,6100 0,5379 0,5414 0,6325 0,7899 0,9765 1,1647 1,3480 1,5266 1,6820 1,7726 1,7638 1,6627 1,5164 1,3765 1,2689 1,1950 1,1502 1,1441 1,2051 1,3528 1,5576 1,7335 1,7862 1,6747 1,4256 1,1029 0,7756 0,4978 0,2966 0,1736 0,1119 0,0790 0,0338 -0,0566 -0,1951 -0,3545 -0,5152 -0,6950 -0,9220 -1,1865 -1,4287 -1,5712 -1,5645 -1,4060 -1,1337 -0,8065 -0,4693 -0,1350 0,1711 0,3602 0,3004 -0,0940 -0,7718 -1,5383 -2,1514 -2,4428 -2,3822 -2,0714 -1,6810 -1,3589 -1,1792 -1,1652 -1,3272 -1,6539 -2,0900 -2,5457 -2,9318 -3,1975 -3,3505 -3,4479 -3,5569 -3,6998 -3,8234 -3,8369 -3,6909 -3,4176 -3,0912 -2,7543 -2,3940 -1,9992 -1,6163 -1,3295 -1,2008 -1,2351 -1,3784 -1,5361 -1,6118 -1,5519 -1,3651 -1,0968 -0,7859 -0,4572 -0,1513 0,0462 0,0189 -0,3055 -0,8726 -1,5188 -2,0791 -2,4527 -2,6035 -2,5568 -2,3820 -2,1594 -1,9627 -1,8473 -1,8306 -1,8814 -1,9363 -1,9437 -1,8998 -1,8335 -1,7521 -1,6143 -1,3597 -0,9516 -0,3831 0,3277 1,1370 2,0012 2,8952 3,7752 4,5526 5,1405 5,5134 5,7049 5,7629 5,7345 5,6900 5,7192 5,8726 6,1173 6,3555 6,4722 6,3684 5,9847 5,3323 4,5016 3,6139 2,7726 2,0592 1,5323 1,1914 0,9516 0,6796 0,2608 -0,3483 -1,0831 -1,7729 -2,2180 -2,2953 -2,0115 -1,4747 -0,8346 -0,2518 0,1323 0,2488 0,1341 -0,1012 -0,3548 -0,6030 -0,8891 -1,2512 -1,6880 -2,1858 -2,7310 -3,2814 -3,7706 -4,1773 -4,5766 -5,0918 -5,7845 -6,6029 -7,4379 -8,2033 -8,8387 -9,2690 -9,4205 -9,2811 -8,9164 -8,4401 -7,9776 -7,6092 -7,3016 -6,9226 -6,3464 -5,5280 -4,5090 -3,4121 -2,4041 -1,6187 -1,1058 -0,8302 -0,6979 -0,6397 -0,6937 -0,9450 -1,4008 -1,9980 -2,6981 -3,4960 -4,3555 -5,2024 -5,9899 -6,7212 -7,3930 -7,9603 -8,3681 -8,5954 -8,6686 -8,6289 -8,4780 -8,1755 -7,6964 -7,0611 -6,3023 -5,4365 -4,4958 -3,5637 -2,7500 -2,1574 -1,8790 -1,9609 -2,3390 -2,8476 -3,2892 -3,5044 -3,4340 -3,1523
Fz    -0,3794 -0,1551 0,0729 0,2927 0,4837 0,6222 0,7052 0,7525 0,7842 0,8063 0,8206 0,8344 0,8483 0,8417 0,7845 0,6658 0,5068 0,3547 0,2650 0,2781 0,4014 0,5980 0,7982 0,9397 1,0041 1,0102 0,9838 0,9417 0,8962 0,8584 0,8321 0,8060 0,7576 0,6651 0,5177 0,3202 0,0935 -0,1381 -0,3663 -0,6025 -0,8641 -1,1620 -1,4956 -1,8546 -2,2162 -2,5404 -2,7780 -2,8949 -2,8926 -2,8034 -2,6614 -2,4798 -2,2645 -2,0379 -1,8319 -1,6600 -1,5059 -1,3404 -1,1433 -0,9163 -0,6843 -0,4840 -0,3470 -0,2906 -0,3161 -0,4113 -0,5558 -0,7263 -0,9008 -1,0582 -1,1764 -1,2435 -1,2706 -1,2766 -1,2555 -1,1716 -0,9977 -0,7455 -0,4564 -0,1766 0,0563 0,2094 0,2544 0,1805 -0,0011 -0,2621 -0,5526 -0,8011 -0,9369 -0,9263 -0,7947 -0,6100 -0,4405 -0,3270 -0,2829 -0,3083 -0,3900 -0,4991 -0,6059 -0,7024 -0,8087 -0,9593 -1,1771 -1,4516 -1,7416 -1,9969 -2,1839 -2,2967 -2,3506 -2,3671 -2,3578 -2,3159 -2,2104 -1,9856 -1,5867 -0,9975 -0,2469 0,6105 1,5097 2,3818 3,1654 3,8172 4,3178 4,6724 4,8984 5,0052 4,9834 4,8131 4,4823 4,0061 3,4218 2,7651 2,0590 1,3271 0,6024 -0,0866 -0,7274 -1,3108 -1,8146 -2,2097 -2,4837 -2,6545 -2,7645 -2,8639 -2,9972 -3,1925 -3,4509 -3,7406 -4,0027 -4,1805 -4,2475 -4,2161 -4,1277 -4,0397 -4,0072 -4,0567 -4,1660 -4,2789 -4,3449 -4,3429 -4,2766 -4,1622 -4,0203 -3,8762 -3,7618 -3,7066 -3,7190 -3,7859 -3,8803 -3,9601 -3,9778 -3,9089 -3,7616 -3,5591 -3,3153 -3,0348 -2,7315 -2,4304 -2,1488 -1,8923 -1,6729 -1,5151 -1,4406 -1,4520 -1,5331 -1,6551 -1,7872 -1,9087 -2,0171 -2,1251 -2,2503 -2,4042 -2,5846 -2,7779 -2,9719 -3,1620 -3,3448 -3,5097 -3,6331 -3,6790 -3,6124 -3,4228 -3,1443 -2,8496 -2,6126 -2,4742 -2,4449 -2,5280 -2,7218 -3,0048 -3,3358 -3,6727 -3,9864 -4,2661 -4,5171 -4,7491 -4,9627 -5,1512 -5,3196 -5,4998 -5,7355 -6,0446 -6,3988 -6,7424 -7,0230 -7,2062 -7,2729 -7,2117 -7,0186 -6,7111 -6,3373 -5,9559 -5,6039 -5,2863 -4,9894 -4,6957 -4,3889 -4,0610 -3,7221 -3,4030 -3,1441 -2,9831 -2,9480 -3,0462 -3,2588 -3,5481 -3,8631 -4,1370 -4,2998 -4,3085 -4,1697 -3,9293 -3,6411 -3,3432 -3,0530 -2,7752 -2,5115 -2,2660 -2,0396 -1,8277 -1,6307 -1,4626 -1,3388 -1,2538 -1,1804 -1,0949 -0,9947 -0,8967 -0,8264 -0,8028 -0,8253 -0,8727 -0,9182 -0,9536 -0,9978 -1,0747 -1,1866 -1,3131 -1,4321 -1,5389 -1,6540 -1,8149 -2,0500 -2,3548 -2,6939 -3,0254 -3,3234 -3,5809 -3,7999 -3,9891 -4,1686 -4,3591 -4,5622 -4,7615 -4,9433 -5,1008 -5,2175 -5,2738 -5,2742 -5,2488 -5,2249 -5,2120 -5,2043 -5,1839 -5,1286 -5,0295 -4,8977 -4,7523 -4,6081 -4,4763 -4,3662 -4,2793 -4,2083 -4,1438 -4,0772 -3,9979 -3,8896 -3,7329 -3,5116 -3,2198 -2,8675 -2,4840 -2,1144 -1,8081 -1,6033 -1,5148 -1,5328 -1,6263 -1,7428 -1,8141 -1,7728 -1,5717 -1,2013 -0,6986 -0,1358 0,4020 0,8389 1,1251 1,2479 1,2314 1,1193 0,9457 0,7147 0,4092 0,0211 -0,4304 -0,9107 -1,3931 -1,8622 -2,2958 -2,6618 -2,9366 -3,1169 -3,2108 -3,2332 -3,2071 -3,1613 -3,1215 -3,1021 -3,1074 -3,1441 -3,2226 -3,3394 -3,4660 -3,5639 -3,6084 -3,5987 -3,5466 -3,4631 -3,3542 -3,2206 -3,0571 -2,8605 -2,6430 -2,4333 -2,2603 -2,1318 -2,0315 -1,9381 -1,8454 -1,7668 -1,7199 -1,7069 -1,7127 -1,7234 -1,7412 -1,7799 -1,8444 -1,9079 -1,9147 -1,8211 -1,6368 -1,4250 -1,2666 -1,2204 -1,3062 -1,5070 -1,7763 -2,0561 -2,3045 -2,5107 -2,6888 -2,8610 -3,0440 -3,2408 -3,4377 -3,6075 -3,7291 -3,8020 -3,8368 -3,8382 -3,7987 -3,7071 -3,5643 -3,3863 -3,1977 -3,0229 -2,8675 -2,7123 -2,5471 -2,4059 -2,3575 -2,4596 -2,7133 -3,0521 -3,3765 -3,6023 -3,6920 -3,6629 -3,5685 -3,4652 -3,3955 -3,3979 -3,5096 -3,7428 -4,0676 -4,4233 -4,7475 -5,0045 -5,1996 -5,3690 -5,5494 -5,7453 -5,9142 -5,9922 -5,9414 -5,7771 -5,5448 -5,2761 -4,9737 -4,6374 -4,2924 -3,9862 -3,7655 -3,6547 -3,6458 -3,7022 -3,7730 -3,8121 -3,7956 -3,7238 -3,6057 -3,4502 -3,2761 -3,1270 -3,0647 -3,1304 -3,3060 -3,5210 -3,6971 -3,7791 -3,7467 -3,6226 -3,4594 -3,3169 -3,2525 -3,3077 -3,4831 -3,7325 -3,9882 -4,2007 -4,3549 -4,4541 -4,4917 -4,4450 -4,2955 -4,0460 -3,7122 -3,3128 -2,8675 -2,3902 -1,8904 -1,3949 -0,9588 -0,6327 -0,4201 -0,2784 -0,1606 -0,0382 0,1106 0,3030 0,5258 0,7240 0,8258 0,7753 0,5443 0,1320 -0,4290 -1,0734 -1,7249 -2,3177 -2,7961 -3,1166 -3,2690 -3,2923 -3,2569 -3,2331 -3,2682 -3,3652 -3,4770 -3,5289 -3,4573 -3,2350 -2,8798 -2,4587 -2,0836 -1,8673 -1,8595 -2,0260 -2,2892 -2,5878 -2,9119 -3,2871 -3,7282 -4,2210 -4,7445 -5,2835 -5,8150 -6,3072 -6,7477 -7,1649 -7,6077 -8,0971 -8,5986 -9,0530 -9,4258 -9,7092 -9,8849 -9,9140 -9,7709 -9,4706 -9,0678 -8,6354 -8,2319 -7,8694 -7,5132 -7,1127 -6,6286 -6,0495 -5,4092 -4,7823 -4,2422 -3,8215 -3,5098 -3,2743 -3,1006 -3,0251 -3,1056 -3,3625 -3,7734 -4,3067 -4,9281 -5,5901 -6,2452 -6,8747 -7,4824 -8,0565 -8,5580 -8,9523 -9,2372 -9,4392 -9,5817 -9,6510 -9,6018 -9,4018 -9,0590 -8,6026 -8,0549 -7,4375 -6,7925 -6,1790 -5,6597 -5,2911 -5,0981 -5,0536 -5,0934 -5,1379 -5,1103 -4,9694 -4,7357
F3    0,1678 0,2665 0,3465 0,4193 0,4901 0,5468 0,5714 0,5566 0,5046 0,4171 0,3022 0,1822 0,0749 -0,0290 -0,1514 -0,2940 -0,4316 -0,5289 -0,5568 -0,5024 -0,3733 -0,2006 -0,0278 0,1209 0,2629 0,4369 0,6635 0,9320 1,2093 1,4479 1,5912 1,5871 1,4139 1,0953 0,6892 0,2626 -0,1222 -0,4203 -0,6192 -0,7367 -0,8063 -0,8656 -0,9479 -1,0699 -1,2198 -1,3558 -1,4286 -1,4107 -1,3085 -1,1515 -0,9654 -0,7493 -0,4957 -0,2311 -0,0162 0,1015 0,1273 0,1109 0,1105 0,1640 0,2742 0,4093 0,5206 0,5681 0,5414 0,4603 0,3587 0,2666 0,1996 0,1594 0,1408 0,1301 0,1089 0,0715 0,0449 0,0740 0,1760 0,3181 0,4424 0,5033 0,4883 0,4121 0,2983 0,1673 0,0283 -0,1172 -0,2554 -0,3483 -0,3521 -0,2502 -0,0703 0,1325 0,3109 0,4444 0,5259 0,5442 0,4941 0,3951 0,2817 0,1750 0,0682 -0,0620 -0,2307 -0,4245 -0,6004 -0,7069 -0,7156 -0,6392 -0,5184 -0,3910 -0,2682 -0,1329 0,0514 0,3334 0,7551 1,3269 2,0284 2,8237 3,6635 4,4811 5,2069 5,7919 6,2130 6,4659 6,5613 6,5153 6,3387 6,0368 5,6205 5,1128 4,5423 3,9317 3,2975 2,6609 2,0502 1,4914 1,0028 0,5971 0,2846 0,0686 -0,0611 -0,1285 -0,1628 -0,1921 -0,2414 -0,3270 -0,4463 -0,5737 -0,6694 -0,7045 -0,6853 -0,6540 -0,6662 -0,7647 -0,9626 -1,2314 -1,4990 -1,6828 -1,7395 -1,6825 -1,5563 -1,4039 -1,2517 -1,1097 -0,9824 -0,8771 -0,8034 -0,7732 -0,7925 -0,8417 -0,8783 -0,8719 -0,8239 -0,7487 -0,6472 -0,5078 -0,3296 -0,1322 0,0639 0,2476 0,4061 0,5160 0,5544 0,5127 0,3980 0,2241 0,0028 -0,2587 -0,5557 -0,8825 -1,2308 -1,5920 -1,9543 -2,2991 -2,6035 -2,8466 -3,0132 -3,0951 -3,0853 -2,9706 -2,7441 -2,4282 -2,0835 -1,7866 -1,5916 -1,5130 -1,5439 -1,6763 -1,8975 -2,1764 -2,4661 -2,7218 -2,9147 -3,0387 -3,1101 -3,1546 -3,1860 -3,2005 -3,1964 -3,1969 -3,2446 -3,3671 -3,5544 -3,7696 -3,9694 -4,1169 -4,1887 -4,1773 -4,0864 -3,9291 -3,7236 -3,4826 -3,2097 -2,9054 -2,5719 -2,2071 -1,8046 -1,3685 -0,9268 -0,5257 -0,2139 -0,0331 -0,0110 -0,1465 -0,4071 -0,7446 -1,1032 -1,4183 -1,6306 -1,7160 -1,6992 -1,6313 -1,5522 -1,4726 -1,3847 -1,2843 -1,1803 -1,0870 -1,0079 -0,9298 -0,8331 -0,7063 -0,5476 -0,3577 -0,1374 0,1018 0,3275 0,4897 0,5401 0,4612 0,2820 0,0633 -0,1342 -0,2728 -0,3393 -0,3334 -0,2635 -0,1500 -0,0268 0,0657 0,0891 0,0139 -0,1690 -0,4374 -0,7479 -1,0642 -1,3723 -1,6685 -1,9439 -2,1912 -2,4150 -2,6182 -2,7825 -2,8833 -2,9247 -2,9362 -2,9360 -2,9196 -2,8893 -2,8685 -2,8795 -2,9223 -2,9760 -3,0131 -3,0178 -2,9995 -2,9838 -2,9853 -2,9989 -3,0179 -3,0462 -3,0865 -3,1285 -3,1529 -3,1411 -3,0803 -2,9627 -2,7790 -2,5197 -2,1834 -1,7844 -1,3550 -0,9427 -0,5979 -0,3627 -0,2658 -0,3149 -0,4861 -0,7212 -0,9451 -1,0873 -1,0905 -0,9253 -0,6072 -0,1941 0,2367 0,6120 0,8810 1,0235 1,0475 0,9778 0,8374 0,6320 0,3513 -0,0123 -0,4480 -0,9281 -1,4224 -1,8981 -2,3127 -2,6257 -2,8221 -2,9163 -2,9383 -2,9234 -2,9036 -2,8940 -2,8917 -2,8871 -2,8751 -2,8599 -2,8503 -2,8470 -2,8406 -2,8246 -2,8046 -2,7931 -2,7946 -2,7945 -2,7617 -2,6671 -2,5057 -2,3066 -2,1216 -1,9992 -1,9650 -2,0149 -2,1187 -2,2321 -2,3163 -2,3577 -2,3676 -2,3609 -2,3378 -2,2925 -2,2320 -2,1791 -2,1519 -2,1325 -2,0631 -1,8889 -1,6130 -1,3071 -1,0635 -0,9347 -0,9210 -0,9946 -1,1199 -1,2662 -1,4206 -1,5884 -1,7759 -1,9730 -2,1543 -2,2975 -2,3960 -2,4545 -2,4869 -2,5113 -2,5360 -2,5502 -2,5284 -2,4459 -2,2993 -2,1130 -1,9256 -1,7722 -1,6639 -1,5755 -1,4777 -1,3873 -1,3795 -1,5433 -1,9074 -2,3985 -2,8774 -3,2229 -3,3848 -3,3811 -3,2706 -3,1263 -3,0143 -2,9825 -3,0584 -3,2407 -3,4907 -3,7442 -3,9435 -4,0626 -4,1140 -4,1433 -4,2008 -4,2972 -4,3864 -4,4093 -4,3494 -4,2409 -4,1272 -4,0172 -3,8794 -3,6746 -3,3911 -3,0541 -2,7152 -2,4406 -2,2954 -2,3147 -2,4752 -2,6954 -2,8728 -2,9311 -2,8477 -2,6524 -2,4085 -2,1963 -2,0988 -2,1685 -2,3831 -2,6556 -2,9009 -3,0739 -3,1587 -3,1529 -3,0634 -2,9111 -2,7429 -2,6213 -2,5935 -2,6681 -2,8110 -2,9623 -3,0705 -3,1128 -3,0800 -2,9530 -2,7114 -2,3616 -1,9429 -1,5061 -1,0919 -0,7128 -0,3561 -0,0203 0,2562 0,4195 0,4577 0,4260 0,4047 0,4436 0,5597 0,7636 1,0540 1,3937 1,7096 1,9160 1,9386 1,7386 1,3363 0,8062 0,2301 -0,3320 -0,8236 -1,1843 -1,3932 -1,5050 -1,6247 -1,8458 -2,2035 -2,6503 -3,0615 -3,2932 -3,2646 -2,9894 -2,5454 -2,0425 -1,6120 -1,3756 -1,3881 -1,6093 -1,9319 -2,2485 -2,5120 -2,7385 -2,9655 -3,2328 -3,5934 -4,0921 -4,6997 -5,2957 -5,7616 -6,0919 -6,3878 -6,7440 -7,1635 -7,5838 -7,9476 -8,2227 -8,3753 -8,3677 -8,1873 -7,8629 -7,4648 -7,0969 -6,8507 -6,7319 -6,6486 -6,4870 -6,1814 -5,7302 -5,1902 -4,6487 -4,1675 -3,7471 -3,3401 -2,8940 -2,4137 -2,0092 -1,8467 -2,0188 -2,4862 -3,1509 -3,9374 -4,7826 -5,6058 -6,3363 -6,9462 -7,4307 -7,7829 -8,0100 -8,1527 -8,2663 -8,3706 -8,4132 -8,3026 -7,9842 -7,4680 -6,7897 -5,9807 -5,0918 -4,2140 -3,4463 -2,8616 -2,5155 -2,4485 -2,6434 -2,9948 -3,3444 -3,5505 -3,5562 -3,4166
F7    -0,5405 -0,6071 -0,6055 -0,5238 -0,3720 -0,1868 -0,0157 0,1049 0,1528 0,1116 -0,0197 -0,2175 -0,4523 -0,7096 -0,9786 -1,2330 -1,4378 -1,5668 -1,6067 -1,5580 -1,4304 -1,2341 -0,9720 -0,6314 -0,1914 0,3478 0,9413 1,5075 1,9576 2,2193 2,2506 2,0568 1,7060 1,3140 0,9913 0,7940 0,7220 0,7434 0,8104 0,8637 0,8408 0,6946 0,4113 0,0223 -0,3932 -0,7345 -0,9280 -0,9557 -0,8416 -0,6205 -0,3176 0,0509 0,4606 0,8692 1,2332 1,5300 1,7582 1,9227 2,0284 2,0851 2,1035 2,0804 1,9949 1,8271 1,5878 1,3304 1,1281 1,0281 1,0250 1,0816 1,1669 1,2650 1,3638 1,4617 1,5842 1,7603 1,9690 2,1297 2,1562 2,0057 1,6879 1,2553 0,7915 0,3822 0,0722 -0,1508 -0,3188 -0,4361 -0,4736 -0,4088 -0,2561 -0,0547 0,1587 0,3599 0,5327 0,6660 0,7588 0,8209 0,8543 0,8407 0,7538 0,5754 0,3061 -0,0257 -0,3637 -0,6414 -0,8064 -0,8366 -0,7360 -0,5175 -0,2011 0,1828 0,6079 1,0737 1,5948 2,1708 2,7824 3,4097 4,0341 4,6273 5,1581 5,6072 5,9604 6,1974 6,2957 6,2420 6,0420 5,7259 5,3404 4,9282 4,5146 4,1141 3,7502 3,4577 3,2598 3,1493 3,0955 3,0638 3,0262 2,9634 2,8672 2,7429 2,5929 2,3998 2,1378 1,8061 1,4416 1,1042 0,8516 0,7163 0,6870 0,7135 0,7404 0,7402 0,7101 0,6535 0,5770 0,4932 0,4113 0,3316 0,2518 0,1752 0,1151 0,0929 0,1312 0,2416 0,4128 0,6082 0,7814 0,9042 0,9794 1,0246 1,0510 1,0580 1,0425 1,0104 0,9773 0,9637 0,9863 1,0447 1,1137 1,1517 1,1218 1,0125 0,8457 0,6646 0,5115 0,4042 0,3198 0,2004 -0,0173 -0,3738 -0,8718 -1,4723 -2,1038 -2,6818 -3,1364 -3,4355 -3,5837 -3,6030 -3,5237 -3,3875 -3,2414 -3,1242 -3,0636 -3,0831 -3,2069 -3,4457 -3,7755 -4,1372 -4,4603 -4,6872 -4,7851 -4,7495 -4,6053 -4,3989 -4,1762 -3,9611 -3,7530 -3,5510 -3,3762 -3,2565 -3,1936 -3,1580 -3,1146 -3,0458 -2,9637 -2,9076 -2,9130 -2,9754 -3,0480 -3,0700 -2,9908 -2,7813 -2,4374 -1,9821 -1,4613 -0,9370 -0,4765 -0,1376 0,0454 0,0563 -0,1130 -0,4491 -0,8974 -1,3694 -1,7763 -2,0546 -2,1721 -2,1362 -2,0011 -1,8508 -1,7591 -1,7584 -1,8371 -1,9646 -2,1213 -2,2998 -2,4841 -2,6426 -2,7389 -2,7456 -2,6576 -2,4950 -2,2939 -2,0978 -1,9499 -1,8822 -1,9137 -2,0522 -2,2869 -2,5822 -2,8808 -3,1148 -3,2242 -3,1776 -2,9859 -2,7029 -2,4093 -2,1826 -2,0693 -2,0754 -2,1721 -2,3065 -2,4260 -2,5116 -2,5834 -2,6747 -2,8062 -2,9804 -3,1852 -3,3877 -3,5292 -3,5554 -3,4603 -3,2840 -3,0716 -2,8546 -2,6685 -2,5652 -2,5881 -2,7339 -2,9455 -3,1441 -3,2713 -3,3135 -3,2914 -3,2306 -3,1464 -3,0530 -2,9738 -2,9356 -2,9542 -3,0180 -3,0857 -3,1090 -3,0619 -2,9505 -2,8007 -2,6447 -2,5138 -2,4330 -2,4153 -2,4597 -2,5550 -2,6822 -2,8155 -2,9241 -2,9847 -2,9956 -2,9751 -2,9421 -2,9073 -2,8733 -2,8339 -2,7823 -2,7223 -2,6692 -2,6396 -2,6423 -2,6793 -2,7497 -2,8504 -2,9762 -3,1228 -3,2887 -3,4798 -3,7054 -3,9577 -4,1980 -4,3737 -4,4519 -4,4372 -4,3652 -4,2831 -4,2283 -4,2145 -4,2361 -4,2810 -4,3406 -4,4128 -4,4988 -4,5934 -4,6804 -4,7370 -4,7475 -4,7188 -4,6778 -4,6422 -4,5971 -4,5097 -4,3680 -4,2069 -4,0988 -4,1117 -4,2649 -4,5220 -4,8132 -5,0564 -5,1702 -5,1011 -4,8516 -4,4792 -4,0679 -3,6989 -3,4342 -3,3121 -3,3387 -3,4710 -3,6223 -3,7058 -3,6812 -3,5668 -3,4057 -3,2232 -3,0194 -2,7900 -2,5404 -2,2971 -2,1122 -2,0472 -2,1398 -2,3676 -2,6488 -2,8927 -3,0553 -3,1471 -3,2034 -3,2499 -3,2875 -3,3013 -3,2693 -3,1697 -3,0056 -2,8223 -2,6926 -2,6818 -2,8134 -3,0506 -3,3139 -3,5258 -3,6492 -3,7005 -3,7345 -3,8034 -3,9217 -4,0668 -4,2038 -4,3008 -4,3427 -4,3403 -4,3221 -4,3134 -4,3198 -4,3195 -4,2804 -4,1873 -4,0506 -3,8991 -3,7702 -3,6960 -3,6844 -3,7072 -3,7108 -3,6537 -3,5359 -3,3924 -3,2620 -3,1702 -3,1267 -3,1207 -3,1203 -3,0890 -3,0038 -2,8669 -2,7080 -2,5732 -2,4982 -2,4831 -2,4956 -2,5071 -2,5214 -2,5639 -2,6491 -2,7600 -2,8551 -2,8993 -2,9018 -2,9194 -3,0064 -3,1682 -3,3693 -3,5723 -3,7562 -3,9139 -4,0509 -4,1847 -4,3293 -4,4775 -4,6038 -4,6723 -4,6318 -4,4245 -4,0336 -3,5145 -2,9712 -2,5032 -2,1665 -1,9667 -1,8729 -1,8434 -1,8446 -1,8456 -1,8130 -1,7198 -1,5452 -1,2781 -0,9337 -0,5506 -0,1696 0,1709 0,4326 0,5975 0,6880 0,7576 0,8503 0,9669 1,0519 1,0105 0,7643 0,3054 -0,2988 -0,9424 -1,5222 -1,9616 -2,2230 -2,3221 -2,3229 -2,3006 -2,3066 -2,3615 -2,4599 -2,5647 -2,6180 -2,5985 -2,5587 -2,5694 -2,6450 -2,7551 -2,8894 -3,0785 -3,3636 -3,7628 -4,2531 -4,7747 -5,2610 -5,6774 -6,0290 -6,3363 -6,6122 -6,8570 -7,0622 -7,2178 -7,3132 -7,3394 -7,3097 -7,2711 -7,2690 -7,2961 -7,2871 -7,1840 -6,9928 -6,7576 -6,5143 -6,3063 -6,1986 -6,2296 -6,3711 -6,5541 -6,7148 -6,8161 -6,8376 -6,7572 -6,5601 -6,2653 -5,9177 -5,5556 -5,2185 -4,9763 -4,8964 -4,9729 -5,1229 -5,2742 -5,4309 -5,6310 -5,8646 -6,0626 -6,1510 -6,1041 -5,9532 -5,7500 -5,5201 -5,2584 -4,9567 -4,6135 -4,2242 -3,7966 -3,3761 -3,0210 -2,7487 -2,5288 -2,3160 -2,0713 -1,7791 -1,4785 -1,2641 -1,2239 -1,3792 -1,6903 -2,0857
