Fp1   -1,1975 -1,1375 -1,0488 -0,9462 -0,8264 -0,6879 -0,5492 -0,4413 -0,3822 -0,3601 -0,3381 -0,2659 -0,0983 0,1806 0,5431 0,9352 1,3063 1,6232 1,8672 2,0328 2,1289 2,1726 2,1756 2,1346 2,0404 1,8947 1,7172 1,5389 1,3849 1,2566 1,1308 0,9793 0,7856 0,5440 0,2512 -0,0954 -0,4898 -0,9075 -1,3089 -1,6497 -1,8908 -2,0136 -2,0364 -2,0060 -1,9622 -1,9088 -1,8211 -1,6701 -1,4410 -1,1430 -0,8098 -0,4769 -0,1584 0,1450 0,4209 0,6459 0,8129 0,9512 1,1105 1,3234 1,5807 1,8382 2,0402 2,1463 2,1475 2,0606 1,9139 1,7429 1,5853 1,4676 1,3958 1,3589 1,3401 1,3269 1,3162 1,3109 1,3044 1,2679 1,1645 0,9743 0,7002 0,3582 -0,0228 -0,3942 -0,6986 -0,8986 -0,9956 -1,0188 -1,0017 -0,9701 -0,9439 -0,9394 -0,9638 -1,0058 -1,0346 -1,0192 -0,9497 -0,8388 -0,7068 -0,5709 -0,4388 -0,3062 -0,1688 -0,0367 0,0696 0,1380 0,1662 0,1451 0,0482 -0,1562 -0,4837 -0,9193 -1,4190 -1,9281 -2,4072 -2,8467 -3,2630 -3,6822 -4,1231 -4,5839 -5,0382 -5,4454 -5,7665 -5,9764 -6,0671 -6,0396 -5,8999 -5,6678 -5,3835 -5,0897 -4,8069 -4,5279 -4,2359 -3,9282 -3,6228 -3,3379 -3,0698 -2,7945 -2,4870 -2,1378 -1,7570 -1,3611 -0,9499 -0,4950 0,0384 0,6539 1,3143 1,9711 2,5991 3,2076 3,8239 4,4629 5,1048 5,6959 6,1695 6,4739 6,6004 6,5964 6,5403 6,4911 6,4597 6,4196 6,3348 6,1786 5,9368 5,6074 5,2066 4,7688 4,3344 3,9357 3,5949 3,3250 3,1266 2,9859 2,8812 2,7950 2,7209 2,6552 2,5821 2,4724 2,3007 2,0610 1,7668 1,4410 1,1050 0,7750 0,4610 0,1691 -0,0933 -0,3150 -0,4856 -0,6029 -0,6783 -0,7393 -0,8226 -0,9578 -1,1592 -1,4290 -1,7567 -2,1102 -2,4380 -2,6945 -2,8658 -2,9724 -3,0488 -3,1183 -3,1797 -3,2200 -3,2383 -3,2543 -3,2941 -3,3692 -3,4622 -3,5333 -3,5431 -3,4713 -3,3203 -3,1090 -2,8648 -2,6154 -2,3859 -2,1984 -2,0708 -2,0120 -2,0150 -2,0569 -2,1055 -2,1282 -2,1037 -2,0273 -1,9075 -1,7599 -1,6048 -1,4677 -1,3747 -1,3410 -1,3541 -1,3749 -1,3628 -1,2982 -1,1879 -1,0621 -0,9632 -0,9216 -0,9338 -0,9634 -0,9606 -0,8906 -0,7500 -0,5627 -0,3604 -0,1690 -0,0088 0,1026 0,1542 0,1428 0,0720 -0,0474 -0,2005 -0,3711 -0,5379 -0,6736 -0,7521 -0,7590 -0,6974 -0,5864 -0,4485 -0,2919 -0,1088 0,1080 0,3515 0,6088 0,8766 1,1596 1,4515 1,7274 1,9583 2,1280 2,2336 2,2801 2,2822 2,2583 2,2180 2,1589 2,0743 1,9623 1,8310 1,6947 1,5588 1,4154 1,2590 1,0935 0,9154 0,7062 0,4535 0,1750 -0,0801 -0,2553 -0,3235 -0,3071 -0,2612 -0,2424 -0,2893 -0,4152 -0,6115 -0,8557 -1,1187 -1,3678 -1,5649 -1,6694 -1,6552 -1,5250 -1,3098 -1,0562 -0,8105 -0,6036 -0,4513 -0,3693 -0,3797 -0,4942 -0,6902 -0,9048 -1,0599 -1,0972 -1,0036 -0,8157 -0,6007 -0,4192 -0,2947 -0,2081 -0,1183 0,0076 0,1767 0,3775 0,5924 0,7981 0,9669 1,0764 1,1210 1,1150 1,0884 1,0734 1,0882 1,1270 1,1661 1,1808 1,1555 1,0861 0,9841 0,8820 0,8332 0,8955 1,1020 1,4393 1,8473 2,2455 2,5678 2,7829 2,8904 2,9059 2,8505 2,7513 2,6416 2,5540 2,5071 2,4942 2,4881 2,4587 2,3885 2,2817 2,1666 2,0865 2,0756 2,1355 2,2374 2,3423 2,4192 2,4485 2,4139 2,3022 2,1181 1,8886 1,6374 1,3674 1,0833 0,8178 0,6201 0,5241 0,5363 0,6506 0,8603 1,1474 1,4693 1,7691 1,9990 2,1366 2,1863 2,1618 2,0710 1,9209 1,7304 1,5329 1,3699 1,2768 1,2617 1,2999 1,3517 1,3821 1,3755 1,3488 1,3489 1,4200 1,5664 1,7496 1,9091 1,9849 1,9369 1,7650 1,5094 1,2255 0,9601 0,7522 0,6439 0,6711 0,8448 1,1443 1,5278 1,9425 2,3293 2,6429 2,8733 3,0366 3,1422 3,1729 3,0956 2,8984 2,6136 2,2979 1,9920 1,7069 1,4426 1,2084 1,0235 0,9051 0,8616 0,8904 0,9796 1,1140 1,2785 1,4559 1,6259 1,7711 1,8879 1,9930 2,1178 2,2846 2,4810 2,6648 2,7960 2,8615 2,8736 2,8536 2,8143 2,7535 2,6630 2,5394 2,3841 2,1989 1,9883 1,7604 1,5248 1,2907 1,0613 0,8304 0,5851 0,3139 0,0145 -0,3064 -0,6430 -0,9928 -1,3479 -1,6958 -2,0388 -2,4013 -2,8065 -3,2484 -3,6892 -4,0853 -4,4118 -4,6617 -4,8354 -4,9444 -5,0184 -5,0896 -5,1669 -5,2267 -5,2300 -5,1491 -4,9856 -4,7664 -4,5242 -4,2759 -4,0163 -3,7289 -3,3974 -3,0065 -2,5447 -2,0129 -1,4315 -0,8393 -0,2829 0,2001 0,5914 0,8909 1,1063 1,2416 1,3006 1,3019 1,2832 1,2854 1,3376 1,4569 1,6492 1,9052 2,2017 2,5071 2,7844 3,0021 3,1454 3,2158 3,2256 3,1952 3,1476 3,0995 3,0540 3,0022 2,9336 2,8480 2,7553 2,6608 2,5534 2,4122 2,2208 1,9796 1,7133 1,4641 1,2753 1,1760 1,1685 1,2217 1,2829 1,2988 1,2306 1,0639 0,8105 0,5032 0,1829 -0,1188 -0,3919 -0,6454 -0,9022 -1,1944 -1,5482 -1,9664 -2,4274 -2,9011 -3,3607 -3,7829 -4,1533 -4,4812 -4,8049 -5,1690 -5,5899 -6,0477 -6,5102 -6,9631 -7,4143 -7,8727 -8,3284 -8,7544 -9,1234 -9,4151 -9,6090 -9,6871 -9,6547 -9,5540 -9,4412 -9,3475 -9,2687 -9,1841 -9,0672 -8,8849 -8,6118 -8,2482 -7,8184 -7,3537 -6,8747 -6,3905 -5,9139 -5,4674
Fz    0,6571 0,6323 0,7384 0,9490 1,2398 1,5886 1,9589 2,2937 2,5309 2,6295 2,5905 2,4597 2,3044 2,1747 2,0850 2,0214 1,9612 1,8901 1,8066 1,7101 1,5911 1,4347 1,2303 0,9751 0,6748 0,3480 0,0297 -0,2409 -0,4474 -0,6114 -0,7768 -0,9788 -1,2269 -1,5053 -1,7863 -2,0472 -2,2816 -2,4952 -2,6956 -2,8853 -3,0543 -3,1746 -3,2056 -3,1091 -2,8648 -2,4813 -1,9929 -1,4442 -0,8764 -0,3237 0,1845 0,6252 0,9883 1,2814 1,5270 1,7492 1,9603 2,1667 2,3812 2,6175 2,8737 3,1225 3,3202 3,4323 3,4600 3,4401 3,4167 3,4097 3,4021 3,3534 3,2240 2,9958 2,6787 2,3067 1,9277 1,5889 1,3142 1,0896 0,8755 0,6398 0,3796 0,1153 -0,1288 -0,3357 -0,4940 -0,5971 -0,6468 -0,6532 -0,6315 -0,6003 -0,5772 -0,5735 -0,5904 -0,6170 -0,6327 -0,6176 -0,5614 -0,4651 -0,3398 -0,2023 -0,0662 0,0662 0,1991 0,3275 0,4285 0,4673 0,4115 0,2407 -0,0488 -0,4435 -0,9180 -1,4426 -1,9865 -2,5245 -3,0526 -3,5912 -4,1646 -4,7751 -5,3992 -6,0000 -6,5389 -6,9809 -7,2994 -7,4852 -7,5513 -7,5249 -7,4350 -7,3095 -7,1748 -7,0399 -6,8784 -6,6371 -6,2731 -5,7854 -5,2119 -4,5951 -3,9596 -3,3232 -2,7148 -2,1718 -1,7146 -1,3245 -0,9519 -0,5495 -0,1032 0,3656 0,8312 1,2934 1,7767 2,3089 2,9035 3,5536 4,2345 4,9118 5,5521 6,1302 6,6319 7,0509 7,3835 7,6222 7,7583 7,7864 7,7024 7,5019 7,1851 6,7677 6,2892 5,8064 5,3741 5,0265 4,7740 4,6103 4,5168 4,4633 4,4106 4,3171 4,1501 3,8970 3,5680 3,1887 2,7915 2,4084 2,0639 1,7674 1,5123 1,2832 1,0658 0,8518 0,6392 0,4328 0,2422 0,0727 -0,0865 -0,2632 -0,4880 -0,7742 -1,1107 -1,4701 -1,8166 -2,1090 -2,3104 -2,4034 -2,4013 -2,3411 -2,2666 -2,2092 -2,1772 -2,1628 -2,1606 -2,1826 -2,2580 -2,4140 -2,6486 -2,9197 -3,1655 -3,3363 -3,4113 -3,3890 -3,2709 -3,0628 -2,7865 -2,4861 -2,2168 -2,0237 -1,9278 -1,9267 -1,9962 -2,0895 -2,1520 -2,1458 -2,0615 -1,9164 -1,7481 -1,6019 -1,5132 -1,4932 -1,5266 -1,5800 -1,6154 -1,6033 -1,5331 -1,4172 -1,2850 -1,1670 -1,0845 -1,0470 -1,0521 -1,0907 -1,1584 -1,2553 -1,3730 -1,4887 -1,5779 -1,6262 -1,6341 -1,6168 -1,5965 -1,5889 -1,6002 -1,6283 -1,6595 -1,6699 -1,6395 -1,5655 -1,4614 -1,3476 -1,2437 -1,1618 -1,1063 -1,0795 -1,0831 -1,1133 -1,1544 -1,1789 -1,1587 -1,0795 -0,9470 -0,7822 -0,6145 -0,4737 -0,3796 -0,3411 -0,3613 -0,4380 -0,5615 -0,7164 -0,8844 -1,0494 -1,2082 -1,3803 -1,5960 -1,8722 -2,2016 -2,5620 -2,9295 -3,2820 -3,5944 -3,8393 -4,0004 -4,0855 -4,1236 -4,1491 -4,1836 -4,2286 -4,2733 -4,3084 -4,3287 -4,3285 -4,2964 -4,2200 -4,0981 -3,9490 -3,8036 -3,6920 -3,6347 -3,6370 -3,6879 -3,7677 -3,8580 -3,9410 -3,9937 -3,9925 -3,9227 -3,7845 -3,5914 -3,3676 -3,1413 -2,9379 -2,7783 -2,6756 -2,6293 -2,6292 -2,6656 -2,7338 -2,8314 -2,9579 -3,1147 -3,2991 -3,4923 -3,6530 -3,7277 -3,6755 -3,4904 -3,2082 -2,8923 -2,6051 -2,3807 -2,2192 -2,1008 -1,9986 -1,8862 -1,7458 -1,5784 -1,4073 -1,2729 -1,2198 -1,2709 -1,4089 -1,5847 -1,7460 -1,8570 -1,8989 -1,8650 -1,7605 -1,6084 -1,4492 -1,3254 -1,2622 -1,2620 -1,3124 -1,3936 -1,4839 -1,5685 -1,6468 -1,7331 -1,8433 -1,9793 -2,1302 -2,2843 -2,4349 -2,5729 -2,6877 -2,7859 -2,8989 -3,0584 -3,2674 -3,4931 -3,6829 -3,7865 -3,7733 -3,6449 -3,4394 -3,2151 -3,0200 -2,8794 -2,8023 -2,7900 -2,8377 -2,9315 -3,0478 -3,1562 -3,2278 -3,2433 -3,2007 -3,1217 -3,0451 -3,0073 -3,0226 -3,0798 -3,1489 -3,1941 -3,1879 -3,1187 -2,9903 -2,8218 -2,6488 -2,5110 -2,4320 -2,4091 -2,4289 -2,4864 -2,5768 -2,6724 -2,7227 -2,6835 -2,5409 -2,3150 -2,0482 -1,7871 -1,5632 -1,3851 -1,2525 -1,1759 -1,1784 -1,2804 -1,4788 -1,7361 -1,9979 -2,2234 -2,3956 -2,5085 -2,5593 -2,5523 -2,5005 -2,4222 -2,3409 -2,2829 -2,2637 -2,2756 -2,2898 -2,2756 -2,2189 -2,1287 -2,0295 -1,9492 -1,9116 -1,9352 -2,0242 -2,1519 -2,2588 -2,2799 -2,1814 -1,9750 -1,7066 -1,4328 -1,2024 -1,0509 -0,9980 -1,0438 -1,1685 -1,3418 -1,5381 -1,7493 -1,9823 -2,2384 -2,4999 -2,7373 -2,9293 -3,0767 -3,2010 -3,3286 -3,4810 -3,6783 -3,9376 -4,2580 -4,6099 -4,9493 -5,2468 -5,5015 -5,7262 -5,9257 -6,0913 -6,2115 -6,2811 -6,2984 -6,2666 -6,2001 -6,1220 -6,0489 -5,9815 -5,9067 -5,8019 -5,6386 -5,3907 -5,0421 -4,5892 -4,0415 -3,4196 -2,7544 -2,0861 -1,4581 -0,9043 -0,4404 -0,0648 0,2309 0,4478 0,5791 0,6255 0,6063 0,5530 0,5040 0,5018 0,5801 0,7448 0,9730 1,2245 1,4576 1,6434 1,7767 1,8762 1,9765 2,1083 2,2787 2,4703 2,6551 2,8086 2,9131 2,9555 2,9228 2,8036 2,5944 2,3051 1,9561 1,5745 1,1933 0,8498 0,5821 0,4181 0,3587 0,3753 0,4272 0,4772 0,4937 0,4487 0,3230 0,1128 -0,1684 -0,4985 -0,8527 -1,2040 -1,5288 -1,8201 -2,0874 -2,3446 -2,6051 -2,8900 -3,2293 -3,6473 -4,1456 -4,7045 -5,3009 -5,9188 -6,5433 -7,1531 -7,7286 -8,2666 -8,7780 -9,2652 -9,7042 -10,0561 -10,2981 -10,4388 -10,5086 -10,5422 -10,5693 -10,6136 -10,6909 -10,8042 -10,9436 -11,0869 -11,1949 -11,2095 -11,0750 -10,7694 -10,3196 -9,7870 -9,2344 -8,7015 -8,2000 -7,7264
F3    0,5363 0,7330 0,9973 1,2705 1,4967 1,6425 1,6939 1,6484 1,5170 1,3321 1,1488 1,0323 1,0289 1,1417 1,3333 1,5521 1,7582 1,9319 2,0667 2,1579 2,1991 2,1876 2,1263 2,0192 1,8661 1,6655 1,4210 1,1421 0,8360 0,5006 0,1306 -0,2713 -0,6936 -1,1243 -1,5583 -1,9943 -2,4252 -2,8313 -3,1840 -3,4549 -3,6174 -3,6470 -3,5335 -3,2939 -2,9681 -2,6020 -2,2341 -1,8861 -1,5583 -1,2362 -0,9039 -0,5554 -0,1982 0,1515 0,4791 0,7769 1,0418 1,2786 1,4974 1,7000 1,8677 1,9698 1,9821 1,9016 1,7511 1,5674 1,3808 1,2021 1,0235 0,8316 0,6194 0,3909 0,1557 -0,0750 -0,2862 -0,4578 -0,5755 -0,6461 -0,6963 -0,7556 -0,8436 -0,9728 -1,1529 -1,3839 -1,6470 -1,9105 -2,1442 -2,3271 -2,4442 -2,4880 -2,4614 -2,3740 -2,2363 -2,0567 -1,8420 -1,6051 -1,3722 -1,1785 -1,0516 -0,9978 -0,9979 -1,0159 -1,0213 -1,0070 -0,9881 -0,9877 -1,0246 -1,1110 -1,2543 -1,4593 -1,7288 -2,0574 -2,4245 -2,8010 -3,1700 -3,5365 -3,9145 -4,3125 -4,7315 -5,1664 -5,6037 -6,0215 -6,3962 -6,7110 -6,9583 -7,1313 -7,2123 -7,1800 -7,0303 -6,7826 -6,4646 -6,0966 -5,6946 -5,2845 -4,8979 -4,5488 -4,2245 -3,9040 -3,5753 -3,2340 -2,8722 -2,4718 -2,0118 -1,4841 -0,9109 -0,3418 0,1742 0,6241 1,0380 1,4654 1,9436 2,4803 3,0528 3,6194 4,1353 4,5670 4,9011 5,1435 5,3055 5,3919 5,4047 5,3514 5,2450 5,0951 4,9019 4,6615 4,3792 4,0706 3,7522 3,4357 3,1326 2,8547 2,6049 2,3707 2,1349 1,8948 1,6669 1,4713 1,3099 1,1640 1,0106 0,8361 0,6413 0,4396 0,2508 0,0891 -0,0444 -0,1589 -0,2663 -0,3723 -0,4713 -0,5521 -0,6127 -0,6694 -0,7437 -0,8448 -0,9678 -1,1077 -1,2625 -1,4247 -1,5798 -1,7185 -1,8459 -1,9742 -2,1129 -2,2645 -2,4228 -2,5724 -2,6943 -2,7771 -2,8248 -2,8524 -2,8681 -2,8653 -2,8330 -2,7729 -2,6991 -2,6209 -2,5308 -2,4125 -2,2571 -2,0715 -1,8725 -1,6724 -1,4731 -1,2722 -1,0697 -0,8716 -0,6939 -0,5629 -0,5026 -0,5223 -0,6145 -0,7590 -0,9242 -1,0658 -1,1349 -1,0965 -0,9469 -0,7160 -0,4569 -0,2306 -0,0865 -0,0423 -0,0823 -0,1704 -0,2677 -0,3466 -0,3975 -0,4253 -0,4357 -0,4299 -0,4104 -0,3874 -0,3743 -0,3823 -0,4155 -0,4670 -0,5229 -0,5654 -0,5722 -0,5218 -0,4072 -0,2427 -0,0596 0,1058 0,2261 0,2963 0,3320 0,3576 0,3975 0,4772 0,6222 0,8483 1,1443 1,4651 1,7483 1,9459 2,0429 2,0559 2,0156 1,9466 1,8558 1,7376 1,5869 1,4102 1,2258 1,0518 0,8877 0,7085 0,4838 0,2002 -0,1351 -0,5042 -0,8898 -1,2728 -1,6237 -1,9055 -2,0975 -2,2102 -2,2756 -2,3227 -2,3647 -2,3996 -2,4218 -2,4321 -2,4370 -2,4397 -2,4324 -2,4011 -2,3380 -2,2518 -2,1625 -2,0904 -2,0486 -2,0430 -2,0752 -2,1517 -2,2849 -2,4785 -2,7091 -2,9266 -3,0762 -3,1230 -3,0620 -2,9177 -2,7302 -2,5335 -2,3427 -2,1550 -1,9606 -1,7587 -1,5681 -1,4228 -1,3515 -1,3625 -1,4409 -1,5544 -1,6621 -1,7220 -1,7023 -1,5953 -1,4232 -1,2312 -1,0692 -0,9696 -0,9379 -0,9612 -1,0207 -1,0917 -1,1388 -1,1244 -1,0265 -0,8487 -0,6199 -0,3826 -0,1763 -0,0222 0,0792 0,1399 0,1741 0,1901 0,1874 0,1636 0,1223 0,0731 0,0263 -0,0105 -0,0351 -0,0542 -0,0792 -0,1188 -0,1757 -0,2488 -0,3347 -0,4255 -0,5089 -0,5776 -0,6390 -0,7095 -0,7956 -0,8859 -0,9653 -1,0307 -1,0863 -1,1341 -1,1736 -1,2042 -1,2202 -1,2038 -1,1327 -0,9987 -0,8162 -0,6118 -0,4141 -0,2480 -0,1310 -0,0731 -0,0773 -0,1405 -0,2525 -0,3966 -0,5520 -0,7020 -0,8428 -0,9839 -1,1333 -1,2866 -1,4279 -1,5312 -1,5680 -1,5288 -1,4365 -1,3325 -1,2590 -1,2510 -1,3277 -1,4766 -1,6503 -1,7930 -1,8756 -1,9000 -1,8747 -1,7955 -1,6555 -1,4634 -1,2429 -1,0204 -0,8140 -0,6246 -0,4329 -0,2213 -0,0031 0,1724 0,2472 0,1922 0,0288 -0,1870 -0,4017 -0,5849 -0,7241 -0,8132 -0,8498 -0,8336 -0,7673 -0,6602 -0,5306 -0,4028 -0,2979 -0,2254 -0,1817 -0,1559 -0,1394 -0,1282 -0,1193 -0,1090 -0,0955 -0,0770 -0,0499 -0,0116 0,0306 0,0576 0,0506 0,0038 -0,0725 -0,1602 -0,2468 -0,3338 -0,4326 -0,5509 -0,6838 -0,8184 -0,9480 -1,0789 -1,2251 -1,3981 -1,6039 -1,8439 -2,1187 -2,4287 -2,7687 -3,1288 -3,5043 -3,8968 -4,2979 -4,6777 -4,9942 -5,2180 -5,3487 -5,4078 -5,4231 -5,4220 -5,4294 -5,4600 -5,5076 -5,5474 -5,5514 -5,5013 -5,3899 -5,2198 -5,0035 -4,7592 -4,5034 -4,2479 -3,9981 -3,7453 -3,4658 -3,1316 -2,7289 -2,2686 -1,7829 -1,3071 -0,8643 -0,4620 -0,0985 0,2258 0,5059 0,7441 0,9563 1,1614 1,3724 1,5985 1,8457 2,1118 2,3886 2,6641 2,9192 3,1280 3,2701 3,3437 3,3665 3,3640 3,3514 3,3272 3,2808 3,2061 3,1052 2,9815 2,8271 2,6214 2,3453 1,9986 1,6030 1,1921 0,8026 0,4717 0,2370 0,1247 0,1319 0,2210 0,3388 0,4358 0,4699 0,4072 0,2298 -0,0548 -0,4128 -0,7975 -1,1672 -1,4966 -1,7826 -2,0448 -2,3119 -2,5999 -2,9053 -3,2176 -3,5335 -3,8534 -4,1718 -4,4787 -4,7720 -5,0597 -5,3460 -5,6239 -5,8875 -6,1511 -6,4492 -6,8118 -7,2400 -7,7065 -8,1743 -8,6105 -8,9861 -9,2779 -9,4788 -9,6010 -9,6634 -9,6770 -9,6476 -9,5851 -9,4952 -9,3667 -9,1778 -8,9175 -8,5964 -8,2345 -7,8405 -7,4087 -6,9379 -6,4452
F7    -1,0300 -1,1495 -1,2425 -1,3171 -1,3620 -1,3462 -1,2418 -1,0480 -0,7923 -0,5100 -0,2207 0,0835 0,4270 0,8241 1,2603 1,6997 2,1045 2,4483 2,7168 2,9024 2,9990 3,0022 2,9091 2,7144 2,4109 2,0011 1,5124 0,9994 0,5222 0,1178 -0,2044 -0,4429 -0,5972 -0,6796 -0,7229 -0,7670 -0,8356 -0,9240 -1,0087 -1,0692 -1,1004 -1,1130 -1,1294 -1,1784 -1,2833 -1,4509 -1,6652 -1,8916 -2,0916 -2,2395 -2,3266 -2,3530 -2,3190 -2,2234 -2,0619 -1,8300 -1,5283 -1,1633 -0,7503 -0,3242 0,0631 0,3635 0,5509 0,6262 0,6165 0,5634 0,5048 0,4628 0,4413 0,4309 0,4165 0,3836 0,3257 0,2465 0,1566 0,0676 -0,0162 -0,1049 -0,2200 -0,3832 -0,6065 -0,8921 -1,2348 -1,6179 -2,0049 -2,3481 -2,6078 -2,7609 -2,7985 -2,7235 -2,5488 -2,2951 -1,9904 -1,6667 -1,3546 -1,0797 -0,8598 -0,7046 -0,6167 -0,5922 -0,6182 -0,6761 -0,7502 -0,8364 -0,9362 -1,0457 -1,1550 -1,2586 -1,3604 -1,4668 -1,5754 -1,6706 -1,7298 -1,7421 -1,7254 -1,7216 -1,7714 -1,8968 -2,1031 -2,3841 -2,7166 -3,0582 -3,3587 -3,5819 -3,7204 -3,7899 -3,8126 -3,8091 -3,7970 -3,7813 -3,7487 -3,6779 -3,5566 -3,3907 -3,1980 -2,9869 -2,7465 -2,4626 -2,1368 -1,7854 -1,4278 -1,0734 -0,7158 -0,3399 0,0596 0,4691 0,8687 1,2494 1,6141 1,9694 2,3250 2,6938 3,0821 3,4759 3,8355 4,1096 4,2619 4,2917 4,2306 4,1205 4,0006 3,9056 3,8635 3,8822 3,9418 4,0015 4,0200 3,9707 3,8480 3,6654 3,4507 3,2366 3,0486 2,8935 2,7567 2,6099 2,4267 2,1930 1,9084 1,5847 1,2499 0,9489 0,7305 0,6252 0,6296 0,7062 0,7962 0,8438 0,8187 0,7220 0,5745 0,4000 0,2161 0,0303 -0,1598 -0,3618 -0,5841 -0,8316 -1,0975 -1,3523 -1,5475 -1,6443 -1,6480 -1,6113 -1,6071 -1,6901 -1,8731 -2,1270 -2,4039 -2,6625 -2,8799 -3,0452 -3,1446 -3,1575 -3,0697 -2,8885 -2,6445 -2,3763 -2,1146 -1,8806 -1,6894 -1,5488 -1,4551 -1,3948 -1,3511 -1,3106 -1,2614 -1,1902 -1,0872 -0,9529 -0,7974 -0,6412 -0,5130 -0,4388 -0,4275 -0,4645 -0,5174 -0,5525 -0,5508 -0,5107 -0,4443 -0,3745 -0,3250 -0,3028 -0,2926 -0,2695 -0,2153 -0,1314 -0,0396 0,0299 0,0587 0,0492 0,0167 -0,0202 -0,0434 -0,0363 0,0162 0,1268 0,2974 0,5131 0,7470 0,9685 1,1515 1,2808 1,3557 1,3845 1,3788 1,3566 1,3445 1,3684 1,4414 1,5617 1,7217 1,9111 2,1125 2,3018 2,4567 2,5619 2,6126 2,6182 2,5973 2,5613 2,5076 2,4301 2,3328 2,2325 2,1524 2,1104 2,1028 2,1007 2,0671 1,9815 1,8450 1,6705 1,4749 1,2803 1,1188 1,0240 1,0072 1,0427 1,0808 1,0755 1,0033 0,8694 0,6987 0,5190 0,3490 0,1986 0,0735 -0,0200 -0,0769 -0,0972 -0,0859 -0,0517 -0,0031 0,0563 0,1269 0,2026 0,2643 0,2903 0,2785 0,2545 0,2575 0,3153 0,4272 0,5622 0,6762 0,7383 0,7451 0,7194 0,7012 0,7335 0,8464 1,0461 1,3138 1,6053 1,8566 2,0042 2,0128 1,8905 1,6835 1,4558 1,2663 1,1494 1,1088 1,1294 1,1927 1,2834 1,3896 1,5071 1,6433 1,8133 2,0309 2,2930 2,5700 2,8137 2,9823 3,0625 3,0687 3,0244 2,9491 2,8584 2,7678 2,6896 2,6299 2,5888 2,5631 2,5467 2,5299 2,5022 2,4617 2,4227 2,4047 2,4117 2,4253 2,4241 2,4023 2,3697 2,3382 2,3153 2,3077 2,3182 2,3356 2,3396 2,3201 2,2837 2,2398 2,1875 2,1205 2,0419 1,9672 1,9134 1,8862 1,8790 1,8807 1,8816 1,8732 1,8423 1,7707 1,6524 1,5126 1,4071 1,3985 1,5211 1,7563 2,0390 2,2884 2,4404 2,4679 2,3901 2,2618 2,1410 2,0611 2,0253 2,0160 2,0067 1,9784 1,9340 1,8955 1,8794 1,8775 1,8694 1,8528 1,8516 1,8934 1,9841 2,1080 2,2450 2,3858 2,5334 2,6931 2,8584 3,0074 3,1160 3,1726 3,1882 3,1941 3,2198 3,2680 3,3171 3,3453 3,3443 3,3156 3,2613 3,1802 3,0707 2,9375 2,7973 2,6779 2,6099 2,6144 2,6921 2,8256 2,9891 3,1509 3,2740 3,3232 3,2825 3,1664 3,0161 2,8792 2,7849 2,7340 2,7101 2,6972 2,6850 2,6609 2,6072 2,5105 2,3716 2,2067 2,0352 1,8670 1,7028 1,5425 1,3864 1,2320 1,0694 0,8749 0,6169 0,2762 -0,1402 -0,6048 -1,0779 -1,5123 -1,8670 -2,1286 -2,3236 -2,5072 -2,7312 -3,0145 -3,3329 -3,6287 -3,8324 -3,8885 -3,7793 -3,5380 -3,2367 -2,9523 -2,7313 -2,5764 -2,4514 -2,3007 -2,0771 -1,7596 -1,3527 -0,8762 -0,3577 0,1728 0,6844 1,1470 1,5376 1,8515 2,1094 2,3458 2,5827 2,8149 3,0224 3,1889 3,3107 3,3978 3,4742 3,5682 3,6972 3,8619 4,0454 4,2192 4,3571 4,4505 4,5094 4,5539 4,5997 4,6487 4,6927 4,7240 4,7436 4,7620 4,7954 4,8541 4,9296 4,9907 4,9949 4,9070 4,7153 4,4372 4,1101 3,7786 3,4795 3,2279 3,0169 2,8334 2,6680 2,5125 2,3567 2,1943 2,0281 1,8666 1,7113 1,5506 1,3692 1,1568 0,9057 0,6122 0,2864 -0,0456 -0,3562 -0,6325 -0,8821 -1,1293 -1,4083 -1,7524 -2,1747 -2,6545 -3,1446 -3,6012 -4,0091 -4,3821 -4,7411 -5,0933 -5,4319 -5,7467 -6,0250 -6,2436 -6,3729 -6,3967 -6,3266 -6,1929 -6,0230 -5,8333 -5,6328 -5,4217 -5,1865 -4,9080 -4,5765 -4,2007 -3,8022 -3,4054 -3,0322 -2,7006 -2,4222
