Fp1   -1,5148 -1,4487 -1,3908 -1,3262 -1,2204 -1,0470 -0,8069 -0,5242 -0,2249 0,0748 0,3592 0,6053 0,7884 0,8840 0,8734 0,7645 0,6043 0,4615 0,3922 0,4164 0,5186 0,6724 0,8607 1,0792 1,3231 1,5610 1,7266 1,7490 1,5938 1,2814 0,8834 0,5037 0,2442 0,1596 0,2277 0,3606 0,4435 0,3808 0,1354 -0,2592 -0,7231 -1,1579 -1,4730 -1,6179 -1,6037 -1,4826 -1,3075 -1,1143 -0,9255 -0,7604 -0,6425 -0,5925 -0,6116 -0,6734 -0,7390 -0,7854 -0,8172 -0,8418 -0,8491 -0,8232 -0,7695 -0,7216 -0,7157 -0,7567 -0,8151 -0,8556 -0,8714 -0,8904 -0,9519 -1,0782 -1,2673 -1,5143 -1,8196 -2,1631 -2,4950 -2,7649 -2,9443 -3,0186 -2,9758 -2,8158 -2,5663 -2,2814 -2,0175 -1,8118 -1,6831 -1,6445 -1,7097 -1,8876 -2,1679 -2,5131 -2,8640 -3,1582 -3,3499 -3,4212 -3,3785 -3,2502 -3,0870 -2,9492 -2,8732 -2,8465 -2,8276 -2,7902 -2,7377 -2,6845 -2,6458 -2,6402 -2,6841 -2,7785 -2,9085 -3,0591 -3,2330 -3,4473 -3,7123 -4,0148 -4,3191 -4,5860 -4,8006 -4,9800 -5,1457 -5,2973 -5,4206 -5,5070 -5,5574 -5,5765 -5,5751 -5,5681 -5,5653 -5,5696 -5,5802 -5,5871 -5,5641 -5,4779 -5,2974 -4,9869 -4,5087 -3,8527 -3,0621 -2,2228 -1,4246 -0,7249 -0,1377 0,3613 0,8186 1,2866 1,8106 2,4166 3,1000 3,8238 4,5295 5,1553 5,6552 6,0142 6,2468 6,3823 6,4563 6,5073 6,5578 6,5999 6,6161 6,6058 6,5825 6,5518 6,5034 6,4208 6,2983 6,1446 5,9753 5,8032 5,6259 5,4192 5,1598 4,8573 4,5534 4,2926 4,1009 3,9862 3,9579 4,0370 4,2348 4,5284 4,8583 5,1490 5,3454 5,4430 5,4833 5,5210 5,5928 5,7013 5,8183 5,9043 5,9278 5,8816 5,7965 5,7363 5,7590 5,8759 6,0548 6,2557 6,4447 6,5852 6,6369 6,5731 6,4005 6,1630 5,9269 5,7537 5,6718 5,6613 5,6572 5,5787 5,3785 5,0710 4,7130 4,3608 4,0457 3,7811 3,5779 3,4471 3,3896 3,3856 3,3973 3,3893 3,3502 3,2880 3,2079 3,1060 2,9729 2,7906 2,5291 2,1603 1,6810 1,1281 0,5777 0,1218 -0,1662 -0,2611 -0,1918 -0,0237 0,1695 0,3266 0,4114 0,4099 0,3152 0,1195 -0,1810 -0,5821 -1,0712 -1,6240 -2,1980 -2,7319 -3,1576 -3,4180 -3,4816 -3,3551 -3,0748 -2,6833 -2,2163 -1,7073 -1,1842 -0,6550 -0,1087 0,4534 0,9860 1,4081 1,6553 1,7185 1,6271 1,4073 1,0812 0,6949 0,3125 -0,0224 -0,3005 -0,5305 -0,7293 -0,9251 -1,1476 -1,4039 -1,6670 -1,8928 -2,0444 -2,1069 -2,0962 -2,0566 -2,0399 -2,0749 -2,1527 -2,2433 -2,3179 -2,3547 -2,3335 -2,2393 -2,0737 -1,8564 -1,6068 -1,3242 -0,9919 -0,6028 -0,1804 0,2231 0,5559 0,7996 0,9717 1,1034 1,2216 1,3460 1,4876 1,6423 1,7890 1,9010 1,9654 1,9924 2,0055 2,0249 2,0566 2,0925 2,1209 2,1408 2,1575 2,1627 2,1296 2,0321 1,8720 1,6873 1,5288 1,4247 1,3736 1,3650 1,3877 1,4216 1,4438 1,4504 1,4635 1,5098 1,5913 1,6851 1,7668 1,8224 1,8464 1,8407 1,8140 1,7779 1,7447 1,7303 1,7523 1,8226 1,9406 2,0936 2,2629 2,4237 2,5511 2,6362 2,6912 2,7324 2,7639 2,7784 2,7664 2,7229 2,6500 2,5582 2,4583 2,3480 2,2202 2,0890 1,9911 1,9577 2,0004 2,1185 2,3041 2,5384 2,7922 3,0357 3,2549 3,4544 3,6358 3,7734 3,8244 3,7688 3,6337 3,4764 3,3517 3,2934 3,3105 3,3871 3,4896 3,5776 3,6132 3,5751 3,4661 3,3014 3,0944 2,8606 2,6272 2,4261 2,2785 2,1978 2,1952 2,2698 2,3978 2,5381 2,6485 2,7056 2,7032 2,6297 2,4628 2,1985 1,8736 1,5445 1,2375 0,9319 0,6005 0,2581 -0,0430 -0,2556 -0,3635 -0,3701 -0,2811 -0,1081 0,1253 0,3872 0,6423 0,8600 1,0222 1,1220 1,1667 1,1899 1,2388 1,3412 1,4851 1,6251 1,7081 1,6987 1,5806 1,3561 1,0526 0,7145 0,3858 0,1025 -0,1163 -0,2737 -0,3757 -0,4119 -0,3721 -0,2738 -0,1482 -0,0058 0,1644 0,3685 0,5982 0,8437 1,0896 1,3010 1,4318 1,4512 1,3544 1,1615 0,9232 0,7179 0,6210 0,6670 0,8369 1,0778 1,3323 1,5525 1,7056 1,7811 1,7919 1,7627 1,7196 1,6822 1,6572 1,6394 1,6183 1,5802 1,5108 1,3998 1,2397 1,0213 0,7411 0,4170 0,0901 -0,1930 -0,4052 -0,5524 -0,6658 -0,7866 -0,9571 -1,2077 -1,5352 -1,9002 -2,2491 -2,5412 -2,7622 -2,9257 -3,0602 -3,1866 -3,3072 -3,4123 -3,4905 -3,5393 -3,5698 -3,5923 -3,6055 -3,6136 -3,6363 -3,6843 -3,7325 -3,7250 -3,6069 -3,3595 -3,0162 -2,6440 -2,2948 -1,9733 -1,6543 -1,3254 -1,0060 -0,7319 -0,5243 -0,3718 -0,2442 -0,1122 0,0465 0,2460 0,4892 0,7642 1,0446 1,2968 1,4991 1,6592 1,8096 1,9796 2,1713 2,3560 2,4942 2,5667 2,5932 2,6221 2,7047 2,8746 3,1276 3,4041 3,6072 3,6709 3,6135 3,5144 3,4517 3,4686 3,5751 3,7538 3,9651 4,1620 4,3084 4,3933 4,4292 4,4301 4,3906 4,2920 4,1221 3,8871 3,6047 3,2907 2,9587 2,6333 2,3586 2,1833 2,1268 2,1660 2,2619 2,3869 2,5164 2,6051 2,5886 2,4197 2,1007 1,6850 1,2543 0,8860 0,6218 0,4591 0,3662 0,3059 0,2512 0,1911 0,1256 0,0525 -0,0388 -0,1653 -0,3400 -0,5623 -0,8241 -1,1236 -1,4633 -1,8366 -2,2155 -2,5462 -2,7659 -2,8273 -2,7170 -2,4588
Fz    -1,3180 -1,2557 -1,1946 -1,1443 -1,0920 -1,0165 -0,9010 -0,7392 -0,5354 -0,3031 -0,0663 0,1451 0,3055 0,3997 0,4213 0,3757 0,2878 0,1976 0,1390 0,1272 0,1625 0,2401 0,3537 0,4954 0,6520 0,7978 0,8975 0,9237 0,8683 0,7418 0,5714 0,4037 0,2978 0,2971 0,3993 0,5524 0,6776 0,7009 0,5830 0,3336 0,0065 -0,3155 -0,5492 -0,6476 -0,6202 -0,5162 -0,3920 -0,2913 -0,2352 -0,2213 -0,2380 -0,2793 -0,3430 -0,4188 -0,4868 -0,5319 -0,5527 -0,5518 -0,5269 -0,4770 -0,4104 -0,3467 -0,3069 -0,3017 -0,3286 -0,3816 -0,4600 -0,5665 -0,6996 -0,8450 -0,9804 -1,0957 -1,2033 -1,3195 -1,4454 -1,5723 -1,6901 -1,7855 -1,8427 -1,8521 -1,8207 -1,7718 -1,7312 -1,7124 -1,7172 -1,7454 -1,8011 -1,8878 -1,9984 -2,1116 -2,2013 -2,2508 -2,2585 -2,2301 -2,1708 -2,0862 -1,9891 -1,9011 -1,8398 -1,8000 -1,7569 -1,6944 -1,6235 -1,5707 -1,5593 -1,6023 -1,7047 -1,8659 -2,0803 -2,3377 -2,6267 -2,9341 -3,2433 -3,5376 -3,8044 -4,0406 -4,2576 -4,4767 -4,7125 -4,9631 -5,2201 -5,4790 -5,7373 -5,9875 -6,2154 -6,4000 -6,5168 -6,5489 -6,4943 -6,3592 -6,1468 -5,8545 -5,4739 -4,9860 -4,3668 -3,6098 -2,7418 -1,8141 -0,8793 0,0258 0,8821 1,6828 2,4332 3,1489 3,8466 4,5329 5,2056 5,8617 6,4997 7,1177 7,7103 8,2664 8,7716 9,2107 9,5740 9,8597 10,0667 10,1922 10,2435 10,2477 10,2389 10,2341 10,2256 10,1952 10,1328 10,0430 9,9399 9,8376 9,7369 9,6205 9,4755 9,3184 9,1891 9,1261 9,1471 9,2454 9,3959 9,5692 9,7395 9,8853 9,9867 10,0279 10,0088 9,9548 9,9067 9,9018 9,9597 10,0732 10,2072 10,3116 10,3414 10,2775 10,1376 9,9698 9,8244 9,7275 9,6814 9,6800 9,7088 9,7375 9,7250 9,6376 9,4678 9,2364 8,9770 8,7169 8,4653 8,2140 7,9417 7,6257 7,2612 6,8722 6,5003 6,1851 5,9504 5,8031 5,7357 5,7300 5,7584 5,7887 5,7943 5,7624 5,6943 5,5966 5,4730 5,3257 5,1589 4,9739 4,7637 4,5167 4,2289 3,9151 3,6122 3,3666 3,2095 3,1416 3,1360 3,1527 3,1543 3,1171 3,0357 2,9158 2,7631 2,5752 2,3419 2,0497 1,6912 1,2759 0,8352 0,4166 0,0691 -0,1684 -0,2741 -0,2493 -0,1154 0,1007 0,3775 0,6996 1,0562 1,4449 1,8674 2,3118 2,7418 3,1067 3,3680 3,5177 3,5659 3,5195 3,3855 3,1881 2,9656 2,7485 2,5504 2,3744 2,2161 2,0617 1,8962 1,7209 1,5617 1,4519 1,4072 1,4146 1,4408 1,4451 1,3937 1,2747 1,1037 0,9127 0,7348 0,5991 0,5281 0,5297 0,5921 0,6908 0,8077 0,9422 1,1059 1,3063 1,5334 1,7577 1,9451 2,0789 2,1662 2,2237 2,2637 2,2935 2,3193 2,3425 2,3578 2,3581 2,3433 2,3229 2,3120 2,3235 2,3597 2,4110 2,4642 2,5104 2,5403 2,5367 2,4810 2,3693 2,2195 2,0667 1,9485 1,8878 1,8832 1,9154 1,9550 1,9710 1,9455 1,8885 1,8366 1,8277 1,8735 1,9585 2,0618 2,1727 2,2890 2,4109 2,5348 2,6498 2,7389 2,7894 2,8080 2,8246 2,8740 2,9743 3,1182 3,2794 3,4280 3,5472 3,6378 3,7131 3,7877 3,8675 3,9499 4,0314 4,1114 4,1908 4,2663 4,3275 4,3672 4,3953 4,4305 4,4823 4,5486 4,6289 4,7301 4,8590 5,0120 5,1783 5,3540 5,5450 5,7496 5,9402 6,0735 6,1176 6,0720 5,9641 5,8301 5,7010 5,5991 5,5343 5,4995 5,4715 5,4233 5,3428 5,2401 5,1328 5,0266 4,9133 4,7846 4,6381 4,4738 4,2998 4,1365 4,0046 3,9126 3,8557 3,8197 3,7894 3,7520 3,6897 3,5809 3,4183 3,2214 3,0231 2,8398 2,6561 2,4425 2,1906 1,9276 1,7002 1,5506 1,5047 1,5707 1,7404 1,9919 2,2926 2,6000 2,8708 3,0752 3,2016 3,2526 3,2446 3,2021 3,1433 3,0730 2,9853 2,8763 2,7529 2,6264 2,5025 2,3802 2,2487 2,0910 1,8990 1,6831 1,4681 1,2895 1,1899 1,1986 1,3114 1,4970 1,7183 1,9433 2,1440 2,3011 2,4108 2,4804 2,5157 2,5178 2,4845 2,4105 2,2926 2,1448 2,0013 1,8975 1,8480 1,8424 1,8574 1,8733 1,8807 1,8782 1,8678 1,8529 1,8366 1,8221 1,8116 1,8037 1,7939 1,7800 1,7608 1,7308 1,6818 1,6059 1,4957 1,3457 1,1606 0,9598 0,7709 0,6162 0,5048 0,4324 0,3791 0,3087 0,1827 -0,0147 -0,2663 -0,5370 -0,7986 -1,0451 -1,2915 -1,5575 -1,8483 -2,1526 -2,4568 -2,7567 -3,0585 -3,3684 -3,6763 -3,9558 -4,1878 -4,3752 -4,5302 -4,6515 -4,7184 -4,7019 -4,5825 -4,3671 -4,0915 -3,7996 -3,5177 -3,2484 -2,9829 -2,7140 -2,4417 -2,1739 -1,9206 -1,6858 -1,4632 -1,2361 -0,9829 -0,6887 -0,3561 -0,0024 0,3528 0,6968 1,0253 1,3401 1,6410 1,9212 2,1698 2,3781 2,5452 2,6806 2,8023 2,9294 3,0744 3,2380 3,4024 3,5368 3,6228 3,6722 3,7123 3,7624 3,8287 3,9125 4,0127 4,1258 4,2445 4,3586 4,4583 4,5370 4,5883 4,6031 4,5747 4,5037 4,3979 4,2609 4,0832 3,8527 3,5783 3,2992 3,0696 2,9296 2,8870 2,9222 3,0004 3,0764 3,1006 3,0342 2,8673 2,6240 2,3496 2,0918 1,8846 1,7400 1,6486 1,5834 1,5067 1,3849 1,2056 0,9790 0,7214 0,4411 0,1385 -0,1837 -0,5139 -0,8369 -1,1467 -1,4483 -1,7522 -2,0639 -2,3734 -2,6550 -2,8745 -2,9979 -3,0032
F3    -0,9533 -0,9307 -0,9038 -0,8773 -0,8454 -0,7969 -0,7222 -0,6184 -0,4869 -0,3322 -0,1659 -0,0061 0,1322 0,2411 0,3131 0,3409 0,3294 0,2999 0,2765 0,2730 0,2939 0,3436 0,4272 0,5451 0,6867 0,8252 0,9235 0,9511 0,8963 0,7662 0,5840 0,3900 0,2358 0,1639 0,1828 0,2618 0,3422 0,3610 0,2815 0,1070 -0,1249 -0,3551 -0,5228 -0,5960 -0,5862 -0,5283 -0,4536 -0,3813 -0,3193 -0,2689 -0,2339 -0,2284 -0,2659 -0,3435 -0,4429 -0,5462 -0,6451 -0,7337 -0,8049 -0,8555 -0,8897 -0,9186 -0,9544 -1,0029 -1,0626 -1,1335 -1,2242 -1,3429 -1,4836 -1,6251 -1,7438 -1,8348 -1,9189 -2,0237 -2,1620 -2,3297 -2,5116 -2,6816 -2,8059 -2,8583 -2,8354 -2,7584 -2,6587 -2,5628 -2,4909 -2,4607 -2,4832 -2,5558 -2,6584 -2,7573 -2,8180 -2,8231 -2,7775 -2,6988 -2,6044 -2,5081 -2,4251 -2,3715 -2,3513 -2,3421 -2,3077 -2,2333 -2,1439 -2,0849 -2,0905 -2,1667 -2,2974 -2,4598 -2,6340 -2,8082 -2,9811 -3,1552 -3,3298 -3,5014 -3,6654 -3,8194 -3,9699 -4,1310 -4,3131 -4,5161 -4,7354 -4,9683 -5,2115 -5,4571 -5,6918 -5,8945 -6,0381 -6,1035 -6,0906 -6,0079 -5,8561 -5,6249 -5,3006 -4,8688 -4,3194 -3,6588 -2,9172 -2,1404 -1,3726 -0,6406 0,0504 0,7090 1,3508 1,9930 2,6442 3,2977 3,9396 4,5621 5,1642 5,7431 6,2872 6,7767 7,1911 7,5190 7,7636 7,9363 8,0416 8,0761 8,0470 7,9842 7,9246 7,8881 7,8711 7,8590 7,8394 7,8066 7,7619 7,7102 7,6507 7,5709 7,4624 7,3425 7,2503 7,2228 7,2765 7,4008 7,5650 7,7347 7,8866 8,0132 8,1145 8,1890 8,2398 8,2828 8,3392 8,4228 8,5352 8,6657 8,7922 8,8849 8,9141 8,8651 8,7519 8,6133 8,4905 8,4050 8,3603 8,3530 8,3722 8,3925 8,3788 8,3012 8,1506 7,9390 7,6869 7,4103 7,1188 6,8160 6,4961 6,1481 5,7718 5,3889 5,0340 4,7386 4,5230 4,3939 4,3442 4,3528 4,3873 4,4139 4,4080 4,3613 4,2817 4,1826 4,0723 3,9535 3,8242 3,6751 3,4921 3,2653 2,9961 2,7040 2,4294 2,2191 2,1003 2,0667 2,0858 2,1153 2,1195 2,0789 1,9884 1,8493 1,6645 1,4343 1,1536 0,8144 0,4160 -0,0235 -0,4666 -0,8645 -1,1724 -1,3608 -1,4199 -1,3617 -1,2157 -1,0139 -0,7752 -0,5032 -0,1945 0,1565 0,5544 0,9915 1,4372 1,8425 2,1627 2,3764 2,4782 2,4615 2,3243 2,0886 1,8013 1,5111 1,2538 1,0502 0,9022 0,7873 0,6707 0,5360 0,3984 0,2884 0,2270 0,2160 0,2369 0,2536 0,2268 0,1372 -0,0019 -0,1557 -0,2838 -0,3508 -0,3350 -0,2381 -0,0868 0,0831 0,2499 0,4149 0,5914 0,7865 0,9907 1,1802 1,3310 1,4348 1,5034 1,5554 1,6005 1,6404 1,6754 1,7031 1,7164 1,7097 1,6875 1,6655 1,6615 1,6836 1,7255 1,7722 1,8117 1,8422 1,8648 1,8723 1,8516 1,7990 1,7304 1,6767 1,6702 1,7248 1,8292 1,9528 2,0533 2,0863 2,0278 1,8966 1,7495 1,6465 1,6134 1,6393 1,7023 1,7896 1,9006 2,0399 2,2064 2,3845 2,5489 2,6799 2,7771 2,8613 2,9582 3,0809 3,2239 3,3681 3,4919 3,5812 3,6331 3,6539 3,6545 3,6429 3,6227 3,5978 3,5771 3,5719 3,5874 3,6175 3,6558 3,7082 3,7867 3,8910 4,0092 4,1335 4,2666 4,4137 4,5713 4,7284 4,8788 5,0271 5,1731 5,2964 5,3634 5,3510 5,2629 5,1255 4,9714 4,8269 4,7098 4,6282 4,5735 4,5209 4,4425 4,3259 4,1815 4,0285 3,8799 3,7437 3,6328 3,5616 3,5318 3,5295 3,5351 3,5298 3,4999 3,4389 3,3457 3,2228 3,0749 2,9033 2,7040 2,4798 2,2491 2,0386 1,8594 1,6927 1,5082 1,2975 1,0839 0,9015 0,7742 0,7143 0,7309 0,8310 1,0150 1,2715 1,5718 1,8727 2,1287 2,3073 2,4024 2,4357 2,4405 2,4400 2,4375 2,4179 2,3643 2,2744 2,1587 2,0305 1,9012 1,7719 1,6309 1,4683 1,2876 1,1020 0,9309 0,8040 0,7528 0,7909 0,9088 1,0867 1,2981 1,5070 1,6743 1,7761 1,8134 1,8030 1,7656 1,7176 1,6639 1,5979 1,5182 1,4424 1,3990 1,4064 1,4609 1,5423 1,6277 1,7008 1,7521 1,7792 1,7862 1,7788 1,7618 1,7404 1,7169 1,6905 1,6599 1,6238 1,5752 1,5006 1,3866 1,2249 1,0149 0,7677 0,5079 0,2622 0,0475 -0,1292 -0,2654 -0,3673 -0,4575 -0,5664 -0,7103 -0,8816 -1,0590 -1,2275 -1,3905 -1,5668 -1,7734 -2,0115 -2,2727 -2,5528 -2,8538 -3,1777 -3,5184 -3,8527 -4,1424 -4,3623 -4,5215 -4,6476 -4,7529 -4,8208 -4,8204 -4,7271 -4,5397 -4,2813 -3,9833 -3,6673 -3,3433 -3,0194 -2,7059 -2,4120 -2,1451 -1,9059 -1,6845 -1,4622 -1,2158 -0,9260 -0,5871 -0,2131 0,1712 0,5441 0,8930 1,2128 1,5026 1,7626 1,9912 2,1878 2,3554 2,5039 2,6501 2,8119 2,9985 3,2058 3,4184 3,6135 3,7678 3,8759 3,9561 4,0318 4,1134 4,2044 4,3086 4,4258 4,5485 4,6664 4,7683 4,8469 4,9025 4,9364 4,9413 4,9022 4,8074 4,6556 4,4494 4,1863 3,8703 3,5280 3,2041 2,9370 2,7406 2,6068 2,5213 2,4723 2,4436 2,4067 2,3263 2,1774 1,9592 1,6966 1,4296 1,1967 1,0188 0,8935 0,8006 0,7099 0,5924 0,4352 0,2461 0,0385 -0,1823 -0,4187 -0,6732 -0,9430 -1,2207 -1,4997 -1,7794 -2,0676 -2,3707 -2,6798 -2,9705 -3,2117 -3,3731 -3,4336
F7    -1,7969 -1,7437 -1,5893 -1,3525 -1,0693 -0,7782 -0,5049 -0,2631 -0,0635 0,0787 0,1512 0,1638 0,1551 0,1766 0,2693 0,4472 0,6935 0,9648 1,2021 1,3550 1,4034 1,3551 1,2231 1,0178 0,7639 0,5107 0,3164 0,2246 0,2419 0,3276 0,4119 0,4422 0,4133 0,3538 0,2930 0,2446 0,2081 0,1732 0,1228 0,0351 -0,1078 -0,2972 -0,4927 -0,6540 -0,7682 -0,8408 -0,8765 -0,8784 -0,8529 -0,8098 -0,7619 -0,7222 -0,6956 -0,6720 -0,6337 -0,5721 -0,4933 -0,4111 -0,3439 -0,3185 -0,3646 -0,4931 -0,6776 -0,8627 -0,9984 -1,0753 -1,1315 -1,2227 -1,3799 -1,5931 -1,8267 -2,0489 -2,2448 -2,4136 -2,5621 -2,7031 -2,8533 -3,0184 -3,1767 -3,2835 -3,2933 -3,1843 -2,9709 -2,6995 -2,4349 -2,2491 -2,2033 -2,3145 -2,5347 -2,7721 -2,9437 -3,0143 -2,9999 -2,9498 -2,9169 -2,9246 -2,9602 -3,0017 -3,0348 -3,0400 -2,9874 -2,8624 -2,6822 -2,4746 -2,2522 -2,0151 -1,7694 -1,5417 -1,3763 -1,3214 -1,4088 -1,6313 -1,9365 -2,2500 -2,5102 -2,6903 -2,7993 -2,8652 -2,9099 -2,9463 -2,9991 -3,1135 -3,3326 -3,6665 -4,0754 -4,4749 -4,7715 -4,9144 -4,9135 -4,8111 -4,6474 -4,4451 -4,2023 -3,8945 -3,4975 -3,0138 -2,4800 -1,9511 -1,4737 -1,0620 -0,6969 -0,3480 0,0111 0,4023 0,8364 1,3010 1,7683 2,2167 2,6382 3,0306 3,3932 3,7265 4,0304 4,3005 4,5282 4,6963 4,7740 4,7337 4,5867 4,3948 4,2390 4,1706 4,1849 4,2293 4,2376 4,1683 4,0218 3,8291 3,6261 3,4320 3,2505 3,0836 2,9400 2,8399 2,8162 2,9052 3,1270 3,4633 3,8545 4,2289 4,5420 4,7913 5,0025 5,2013 5,3903 5,5538 5,6772 5,7545 5,7853 5,7790 5,7549 5,7293 5,7061 5,6823 5,6543 5,6207 5,5876 5,5695 5,5700 5,5651 5,5135 5,3804 5,1572 4,8643 4,5437 4,2447 4,0095 3,8573 3,7707 3,7014 3,5993 3,4386 3,2211 2,9687 2,7169 2,5081 2,3737 2,3157 2,3096 2,3212 2,3212 2,3005 2,2742 2,2603 2,2561 2,2436 2,2007 2,1019 1,9244 1,6629 1,3333 0,9646 0,5936 0,2587 -0,0105 -0,2021 -0,3243 -0,4031 -0,4680 -0,5371 -0,6180 -0,7181 -0,8479 -1,0121 -1,2012 -1,3969 -1,5849 -1,7613 -1,9311 -2,1021 -2,2749 -2,4330 -2,5464 -2,5963 -2,5907 -2,5542 -2,5043 -2,4405 -2,3463 -2,1989 -1,9789 -1,6800 -1,3133 -0,9088 -0,5080 -0,1502 0,1290 0,2940 0,3202 0,2105 -0,0081 -0,2966 -0,6058 -0,8757 -1,0560 -1,1402 -1,1723 -1,2105 -1,2920 -1,4262 -1,6010 -1,7868 -1,9504 -2,0767 -2,1736 -2,2520 -2,3098 -2,3309 -2,2913 -2,1689 -1,9614 -1,7005 -1,4398 -1,2234 -1,0619 -0,9319 -0,7908 -0,5963 -0,3309 -0,0191 0,2823 0,5261 0,7100 0,8667 1,0227 1,1745 1,2995 1,3762 1,3934 1,3556 1,2879 1,2326 1,2339 1,3158 1,4671 1,6447 1,7917 1,8583 1,8224 1,6992 1,5350 1,3852 1,2866 1,2464 1,2534 1,2947 1,3636 1,4555 1,5571 1,6432 1,6920 1,7013 1,6828 1,6418 1,5699 1,4639 1,3424 1,2336 1,1533 1,1040 1,0842 1,0880 1,1053 1,1303 1,1680 1,2292 1,3146 1,4092 1,4920 1,5532 1,6041 1,6700 1,7681 1,8888 1,9990 2,0609 2,0537 1,9900 1,9108 1,8613 1,8604 1,8909 1,9180 1,9132 1,8583 1,7495 1,6108 1,4894 1,4262 1,4414 1,5398 1,7122 1,9404 2,2073 2,4906 2,7510 2,9399 3,0255 3,0072 2,9033 2,7286 2,4895 2,1978 1,8844 1,5992 1,3913 1,2840 1,2678 1,3129 1,3797 1,4296 1,4418 1,4268 1,4200 1,4609 1,5713 1,7368 1,9075 2,0312 2,0909 2,1075 2,1101 2,1046 2,0673 1,9665 1,7891 1,5479 1,2665 0,9556 0,6048 0,2047 -0,2218 -0,6229 -0,9520 -1,1883 -1,3248 -1,3563 -1,2850 -1,1300 -0,9211 -0,6819 -0,4246 -0,1601 0,0945 0,3316 0,5706 0,8383 1,1292 1,3900 1,5400 1,5104 1,2805 0,8867 0,4016 -0,1045 -0,5940 -1,0545 -1,4624 -1,7616 -1,8849 -1,7965 -1,5172 -1,1168 -0,6868 -0,3089 -0,0343 0,1174 0,1544 0,1109 0,0374 -0,0205 -0,0373 -0,0095 0,0432 0,0778 0,0501 -0,0500 -0,1915 -0,3260 -0,4116 -0,4154 -0,3142 -0,1096 0,1572 0,4147 0,5980 0,6771 0,6603 0,5871 0,5114 0,4691 0,4568 0,4469 0,4155 0,3542 0,2620 0,1371 -0,0256 -0,2330 -0,4913 -0,7979 -1,1304 -1,4476 -1,7035 -1,8639 -1,9205 -1,9012 -1,8643 -1,8730 -1,9683 -2,1529 -2,3965 -2,6553 -2,8938 -3,0912 -3,2387 -3,3456 -3,4425 -3,5623 -3,7166 -3,8886 -4,0487 -4,1799 -4,2956 -4,4293 -4,6012 -4,7891 -4,9326 -4,9692 -4,8709 -4,6583 -4,3863 -4,1123 -3,8693 -3,6557 -3,4451 -3,2021 -2,9062 -2,5721 -2,2396 -1,9392 -1,6717 -1,4107 -1,1220 -0,7913 -0,4439 -0,1364 0,0741 0,1653 0,1686 0,1562 0,1999 0,3384 0,5713 0,8684 1,1843 1,4802 1,7416 1,9731 2,1777 2,3428 2,4456 2,4816 2,4861 2,5158 2,6041 2,7381 2,8836 3,0140 3,1138 3,1776 3,2116 3,2255 3,2257 3,2217 3,2233 3,2238 3,1918 3,0889 2,8966 2,6221 2,2839 1,9074 1,5352 1,2250 1,0237 0,9424 0,9578 1,0364 1,1471 1,2554 1,3222 1,3184 1,2409 1,1133 0,9702 0,8399 0,7282 0,6181 0,4849 0,3097 0,0813 -0,2012 -0,5189 -0,8303 -1,0894 -1,2740 -1,3980 -1,4949 -1,5890 -1,6850 -1,7755 -1,8561 -1,9376 -2,0363 -2,1492 -2,2520 -2,3268 -2,3823 -2,4444
