Fp1   -1,6390 -1,1268 -0,6348 -0,2454 -0,0001 0,1133 0,1508 0,1781 0,2351 0,3210 0,4131 0,5056 0,6225 0,7862 0,9693 1,0733 0,9609 0,5309 -0,1990 -1,0760 -1,8994 -2,5379 -2,9645 -3,2099 -3,3116 -3,2885 -3,1388 -2,8579 -2,4498 -1,9202 -1,2838 -0,5726 0,1833 0,9620 1,7136 2,3391 2,7357 2,8742 2,8160 2,6406 2,3750 2,0197 1,6135 1,2369 0,9611 0,7985 0,6971 0,6006 0,5039 0,4251 0,3515 0,2555 0,1448 0,0612 0,0398 0,0882 0,1889 0,3251 0,5022 0,7273 0,9685 1,1524 1,2078 1,1090 0,8812 0,5873 0,3167 0,1472 0,0743 -0,0216 -0,3083 -0,8809 -1,7047 -2,6524 -3,5612 -4,2737 -4,6781 -4,7307 -4,4499 -3,9006 -3,1600 -2,2795 -1,2719 -0,1292 1,1281 2,4026 3,5336 4,3596 4,7584 4,6467 3,9812 2,7845 1,1709 -0,6514 -2,4154 -3,8691 -4,8640 -5,4032 -5,6149 -5,6580 -5,6197 -5,4796 -5,1604 -4,6066 -3,8241 -2,8879 -1,9470 -1,1877 -0,7407 -0,6118 -0,6958 -0,8556 -1,0139 -1,1945 -1,4759 -1,9076 -2,4850 -3,1970 -4,0599 -5,0954 -6,2890 -7,5699 -8,8121 -9,8569 -10,5655 -10,8933 -10,9342 -10,8811 -10,9249 -11,1607 -11,5550 -11,9797 -12,2827 -12,3544 -12,1478 -11,6540 -10,8850 -9,8720 -8,6533 -7,2622 -5,7342 -4,1188 -2,4897 -0,9336 0,4799 1,7210 2,8002 3,7402 4,5268 5,1073 5,4525 5,5824 5,5219 5,2787 4,8683 4,3177 3,6361 2,8157 1,8740 0,8802 -0,0614 -0,8538 -1,4485 -1,8559 -2,1090 -2,2260 -2,2109 -2,0665 -1,7996 -1,4226 -0,9686 -0,5334 -0,2878 -0,3944 -0,8874 -1,6431 -2,4571 -3,1469 -3,6116 -3,8516 -3,9568 -4,0415 -4,1555 -4,2707 -4,3477 -4,3895 -4,4442 -4,5809 -4,8456 -5,2249 -5,6502 -6,0312 -6,2886 -6,3727 -6,2745 -6,0300 -5,7134 -5,4115 -5,1925 -5,0868 -5,0618 -4,9993 -4,7394 -4,1943 -3,4409 -2,6925 -2,1583 -1,9155 -1,9031 -2,0096 -2,1503 -2,2846 -2,3934 -2,4697 -2,5421 -2,6876 -2,9900 -3,4709 -4,0597 -4,6240 -5,0280 -5,1699 -4,9750 -4,3946 -3,4594 -2,3352 -1,2805 -0,5205 -0,1553 -0,1712 -0,4886 -0,9827 -1,5056 -1,9377 -2,2267 -2,3799 -2,4261 -2,3883 -2,2677 -2,0487 -1,7280 -1,3234 -0,8717 -0,4518 -0,1884 -0,1905 -0,4693 -0,9111 -1,3407 -1,6382 -1,8134 -1,9849 -2,3082 -2,9165 -3,8709 -5,1211 -6,5084 -7,8153 -8,8454 -9,5045 -9,8047 -9,7887 -9,4717 -8,8600 -8,0150 -7,0923 -6,2967 -5,7764 -5,5460 -5,4999 -5,4986 -5,4525 -5,3515 -5,2407 -5,1595 -5,0920 -4,9754 -4,7473 -4,3863 -3,9196 -3,3943 -2,8447 -2,3059 -1,8495 -1,5654 -1,4896 -1,5576 -1,6370 -1,6028 -1,3941 -1,0230 -0,5490 -0,0494 0,4040 0,7539 0,9611 1,0102 0,9176 0,7331 0,5371 0,4273 0,4727 0,6670 0,9282 1,1386 1,1981 1,0809 0,8603 0,6708 0,6175 0,6982 0,8092 0,8278 0,6805 0,3526 -0,1293 -0,7190 -1,3674 -2,0242 -2,6329 -3,1378 -3,4935 -3,6640 -3,6209 -3,3534 -2,8865 -2,2848 -1,6326 -1,0066 -0,4608 -0,0331 0,2473 0,3572 0,2821 0,0422 -0,2991 -0,6846 -1,1105 -1,6101 -2,1998 -2,8364 -3,4041 -3,7396 -3,6935 -3,2096 -2,3716 -1,3748 -0,4303 0,3272 0,8677 1,2355 1,5013 1,7131 1,8715 1,9574 1,9766 1,9552 1,9066 1,8284 1,7335 1,6637 1,6586 1,7227 1,8270 1,9134 1,8969 1,6990 1,3094 0,8240 0,4019 0,1648 0,1489 0,3288 0,6345 0,9697 1,2635 1,5053 1,7148 1,8884 1,9839 1,9512 1,7691 1,4536 1,0455 0,6072 0,2178 -0,0574 -0,1933 -0,1993 -0,1137 0,0054 0,1237 0,2684 0,5070 0,8928 1,4386 2,1251 2,8988 3,6535 4,2322 4,4898 4,3932 4,0657 3,7151 3,5079 3,4938 3,6211 3,7962 3,9168 3,8783 3,6082 3,1329 2,6001 2,2182 2,1517 2,4383 2,9889 3,6571 4,3101 4,8637 5,2893 5,5883 5,7598 5,8042 5,7387 5,5900 5,3796 5,1155 4,7900 4,4040 4,0084 3,6882 3,4794 3,3166 3,0714 2,6385 2,0141 1,3260 0,7781 0,5293 0,5948 0,8536 1,1451 1,3565 1,4472 1,4323 1,3574 1,2689 1,1882 1,1139 1,0551 1,0506 1,1426 1,3480 1,6733 2,1442 2,7860 3,5694 4,3939 5,1155 5,5837 5,6867 5,3903 4,7371 3,8138 2,7218 1,5577 0,3973 -0,7056 -1,7055 -2,5593 -3,2342 -3,7097 -3,9730 -4,0196 -3,8601 -3,5236 -3,0408 -2,4293 -1,7208 -1,0110 -0,4404 -0,0957 0,0434 0,0448 -0,0445 -0,1885 -0,3338 -0,4346 -0,4986 -0,5885 -0,7798 -1,1258 -1,6485 -2,3275 -3,0901 -3,8301 -4,4588 -4,9430 -5,3013 -5,5709 -5,7730 -5,9021 -5,9491 -5,9251 -5,8414 -5,6674 -5,3512 -4,8979 -4,3861 -3,8885 -3,4076 -2,9014 -2,3472 -1,7572 -1,1490 -0,5507 -0,0207 0,3950 0,7219 1,0414 1,4407 1,9796 2,6533 3,3808 4,0515 4,5710 4,8814 4,9832 4,9372 4,8188 4,6702 4,5013 4,3287 4,1966 4,1454 4,1690 4,2265 4,2713 4,2380 4,0357 3,5933 2,9112 2,0738 1,2179 0,4721 -0,0856 -0,4413 -0,6607 -0,8802 -1,2369 -1,7837 -2,4676 -3,1825 -3,8284 -4,3279 -4,6139 -4,6379 -4,4017 -3,9702 -3,4455 -2,9392 -2,5629 -2,4120 -2,5093 -2,7606 -2,9995 -3,0915 -3,0006 -2,7851 -2,5485 -2,3700 -2,2531 -2,1347 -1,9414 -1,6306 -1,1895 -0,6220 0,0476 0,7658 1,4608 2,0678 2,5425 2,8659 3,0445 3,1097 3,1207 3,1480 3,2281 3,3348 3,3942 3,3207 3,0664 2,6749 2,2694 1,9537 1,7301 1,5297 1,3109 1,1050
Fz    -1,5344 -1,3737 -1,2015 -1,0432 -0,8980 -0,7421 -0,5440 -0,2799 0,0570 0,4500 0,8592 1,2363 1,5414 1,7471 1,8323 1,7698 1,5265 1,0868 0,4907 -0,1584 -0,7415 -1,1828 -1,4652 -1,6158 -1,6851 -1,7211 -1,7455 -1,7514 -1,7118 -1,5853 -1,3334 -0,9437 -0,4347 0,1525 0,7546 1,2908 1,6875 1,9089 1,9647 1,8841 1,6867 1,3880 1,0267 0,6604 0,3347 0,0605 -0,1753 -0,3760 -0,5267 -0,6266 -0,7050 -0,7851 -0,8481 -0,8517 -0,7771 -0,6471 -0,5091 -0,3984 -0,3198 -0,2677 -0,2567 -0,3180 -0,4668 -0,6810 -0,9145 -1,1215 -1,2684 -1,3436 -1,3761 -1,4431 -1,6284 -1,9556 -2,3692 -2,7812 -3,1188 -3,3338 -3,3998 -3,3125 -3,0897 -2,7643 -2,3647 -1,8976 -1,3488 -0,7011 0,0327 0,7869 1,4580 1,9400 2,1445 2,0061 1,4988 0,6575 -0,4139 -1,5614 -2,6185 -3,4452 -3,9653 -4,1876 -4,1929 -4,0797 -3,9086 -3,6845 -3,3786 -2,9626 -2,4316 -1,8192 -1,2056 -0,6935 -0,3531 -0,1846 -0,1342 -0,1439 -0,1999 -0,3427 -0,6272 -1,0674 -1,6291 -2,2737 -2,9920 -3,7933 -4,6760 -5,6071 -6,5155 -7,3080 -7,9061 -8,2860 -8,4947 -8,6227 -8,7535 -8,9228 -9,1103 -9,2605 -9,3171 -9,2456 -9,0287 -8,6513 -8,1005 -7,3729 -6,4721 -5,4080 -4,2072 -2,9187 -1,6107 -0,3561 0,7940 1,8283 2,7642 3,6157 4,3628 4,9634 5,3985 5,6835 5,8333 5,8433 5,7044 5,4122 4,9621 4,3555 3,6214 2,8211 2,0271 1,3030 0,6890 0,1929 -0,2072 -0,5485 -0,8601 -1,1422 -1,3716 -1,5239 -1,5936 -1,6186 -1,6872 -1,8875 -2,2344 -2,6572 -3,0521 -3,3427 -3,5107 -3,6000 -3,6997 -3,8925 -4,1929 -4,5440 -4,8770 -5,1568 -5,3865 -5,5923 -5,8003 -6,0112 -6,1939 -6,3050 -6,3130 -6,2081 -5,9970 -5,6974 -5,3392 -4,9634 -4,6156 -4,3369 -4,1399 -3,9815 -3,7765 -3,4649 -3,0760 -2,7183 -2,4954 -2,4331 -2,4831 -2,5784 -2,6727 -2,7423 -2,7734 -2,7645 -2,7440 -2,7736 -2,9125 -3,1713 -3,5031 -3,8331 -4,0916 -4,2271 -4,1982 -3,9744 -3,5651 -3,0483 -2,5472 -2,1642 -1,9403 -1,8724 -1,9360 -2,0815 -2,2333 -2,3170 -2,2945 -2,1768 -2,0079 -1,8341 -1,6772 -1,5341 -1,4003 -1,2789 -1,1788 -1,1281 -1,1741 -1,3476 -1,6251 -1,9284 -2,1687 -2,3064 -2,3825 -2,4962 -2,7586 -3,2540 -4,0050 -4,9464 -5,9371 -6,8132 -7,4533 -7,8200 -7,9426 -7,8629 -7,6038 -7,1844 -6,6547 -6,1136 -5,6816 -5,4387 -5,3785 -5,4159 -5,4415 -5,3810 -5,2264 -5,0210 -4,8107 -4,6054 -4,3835 -4,1240 -3,8301 -3,5276 -3,2379 -2,9577 -2,6811 -2,4337 -2,2655 -2,2028 -2,2153 -2,2332 -2,1925 -2,0662 -1,8668 -1,6322 -1,4040 -1,2093 -1,0573 -0,9519 -0,9001 -0,9017 -0,9351 -0,9555 -0,9124 -0,7789 -0,5698 -0,3355 -0,1453 -0,0584 -0,0874 -0,1776 -0,2334 -0,1886 -0,0615 0,0646 0,1090 0,0368 -0,1487 -0,4247 -0,7589 -1,1157 -1,4602 -1,7596 -1,9891 -2,1365 -2,1954 -2,1548 -2,0031 -1,7463 -1,4169 -1,0627 -0,7281 -0,4448 -0,2352 -0,1140 -0,0893 -0,1636 -0,3242 -0,5414 -0,7963 -1,1008 -1,4769 -1,9233 -2,3991 -2,8241 -3,0918 -3,1081 -2,8414 -2,3478 -1,7440 -1,1541 -0,6606 -0,2828 0,0076 0,2468 0,4454 0,5839 0,6437 0,6379 0,6022 0,5604 0,5104 0,4483 0,3897 0,3626 0,3925 0,4952 0,6616 0,8426 0,9659 0,9824 0,9059 0,8045 0,7480 0,7697 0,8605 0,9756 1,0567 1,0742 1,0449 1,0031 0,9663 0,9303 0,8808 0,8009 0,6738 0,4886 0,2532 0,0040 -0,2058 -0,3272 -0,3291 -0,2080 0,0095 0,2812 0,5744 0,8756 1,1805 1,4845 1,7790 2,0446 2,2401 2,3023 2,1783 1,8772 1,4886 1,1350 0,9009 0,8006 0,7974 0,8402 0,8787 0,8622 0,7551 0,5698 0,3746 0,2659 0,3206 0,5528 0,9135 1,3336 1,7595 2,1578 2,5061 2,7850 2,9785 3,0828 3,1078 3,0691 2,9782 2,8384 2,6430 2,3864 2,0901 1,8065 1,5803 1,4121 1,2581 1,0552 0,7644 0,4102 0,0769 -0,1458 -0,2230 -0,1829 -0,0760 0,0656 0,2329 0,4250 0,6387 0,8627 1,0681 1,2113 1,2660 1,2507 1,2153 1,2082 1,2642 1,4148 1,6869 2,0753 2,5226 2,9295 3,1829 3,1935 2,9293 2,4193 1,7265 0,9212 0,0675 -0,7833 -1,5926 -2,3216 -2,9226 -3,3487 -3,5689 -3,5769 -3,3949 -3,0714 -2,6666 -2,2300 -1,7951 -1,3974 -1,0916 -0,9329 -0,9297 -1,0274 -1,1565 -1,2828 -1,4013 -1,5102 -1,6120 -1,7271 -1,8867 -2,1142 -2,4226 -2,8235 -3,3219 -3,8972 -4,4962 -5,0558 -5,5349 -5,9244 -6,2304 -6,4502 -6,5624 -6,5452 -6,4019 -6,1567 -5,8249 -5,4110 -4,9424 -4,4799 -4,0798 -3,7552 -3,4766 -3,1990 -2,8784 -2,4756 -1,9817 -1,4413 -0,9189 -0,4425 0,0068 0,4690 0,9776 1,5312 2,0840 2,5693 2,9270 3,1164 3,1351 3,0218 2,8257 2,5758 2,2877 1,9905 1,7302 1,5339 1,3793 1,2158 1,0022 0,7065 0,2980 -0,2330 -0,8575 -1,5155 -2,1376 -2,6689 -3,0791 -3,3594 -3,5331 -3,6610 -3,8129 -4,0263 -4,2955 -4,5872 -4,8612 -5,0837 -5,2331 -5,3016 -5,2966 -5,2349 -5,1310 -4,9983 -4,8647 -4,7741 -4,7547 -4,7856 -4,8107 -4,7839 -4,6981 -4,5818 -4,4760 -4,4068 -4,3674 -4,3226 -4,2302 -4,0578 -3,7880 -3,4225 -2,9871 -2,5296 -2,1038 -1,7503 -1,4871 -1,3104 -1,1976 -1,1129 -1,0184 -0,9006 -0,7931 -0,7582 -0,8475 -1,0795 -1,4278 -1,8115 -2,1234 -2,2987 -2,3554 -2,3577 -2,3452 -2,3065
F3    -1,0394 -1,4064 -1,6790 -1,7728 -1,6414 -1,3053 -0,8538 -0,3981 -0,0081 0,3025 0,5379 0,6907 0,7516 0,7335 0,6760 0,6282 0,6238 0,6673 0,7472 0,8569 0,9841 1,0939 1,1365 1,0531 0,7774 0,2655 -0,4513 -1,2556 -1,9938 -2,5350 -2,7937 -2,7267 -2,3334 -1,6596 -0,7945 0,1404 1,0143 1,7205 2,2037 2,4544 2,4861 2,3277 2,0191 1,5934 1,0724 0,4911 -0,0932 -0,6301 -1,1120 -1,5664 -2,0034 -2,3742 -2,5887 -2,5810 -2,3570 -1,9856 -1,5571 -1,1564 -0,8556 -0,7063 -0,7263 -0,8787 -1,0655 -1,1670 -1,1147 -0,9341 -0,7173 -0,5604 -0,5243 -0,6313 -0,8646 -1,1585 -1,4173 -1,5721 -1,6238 -1,6322 -1,6698 -1,7867 -2,0009 -2,2916 -2,5883 -2,7846 -2,7786 -2,5107 -1,9870 -1,2829 -0,5213 0,1583 0,6319 0,8222 0,7185 0,3709 -0,1357 -0,7147 -1,3057 -1,8810 -2,4271 -2,9229 -3,3312 -3,6042 -3,7090 -3,6581 -3,5013 -3,2885 -3,0481 -2,7910 -2,5214 -2,2474 -1,9815 -1,7277 -1,4784 -1,2311 -1,0103 -0,8698 -0,8663 -1,0229 -1,3192 -1,7190 -2,2071 -2,7971 -3,5180 -4,3842 -5,3571 -6,3413 -7,2275 -7,9338 -8,4197 -8,6850 -8,7592 -8,6820 -8,4894 -8,2160 -7,9104 -7,6259 -7,3719 -7,0920 -6,7118 -6,1886 -5,5057 -4,6543 -3,6456 -2,5275 -1,3822 -0,3029 0,6492 1,4653 2,1590 2,7248 3,1410 3,4002 3,5315 3,5996 3,6856 3,8589 4,1389 4,4661 4,7143 4,7456 4,4756 3,9083 3,1242 2,2436 1,3855 0,6283 -0,0084 -0,5473 -1,0238 -1,4623 -1,8683 -2,2368 -2,5679 -2,8668 -3,1294 -3,3311 -3,4301 -3,3894 -3,2119 -2,9636 -2,7618 -2,7227 -2,9032 -3,2759 -3,7552 -4,2561 -4,7325 -5,1668 -5,5501 -5,8828 -6,1683 -6,3869 -6,5004 -6,4944 -6,3976 -6,2545 -6,0961 -5,9396 -5,8061 -5,7161 -5,6704 -5,6507 -5,6295 -5,5687 -5,4225 -5,1588 -4,7836 -4,3429 -3,8965 -3,4929 -3,1612 -2,9162 -2,7713 -2,7438 -2,8365 -3,0175 -3,2296 -3,4191 -3,5605 -3,6621 -3,7500 -3,8489 -3,9768 -4,1401 -4,3203 -4,4736 -4,5664 -4,6120 -4,6531 -4,7023 -4,7128 -4,6137 -4,3570 -3,9351 -3,3784 -2,7480 -2,1234 -1,5920 -1,2261 -1,0557 -1,0609 -1,1980 -1,4346 -1,7541 -2,1372 -2,5505 -2,9456 -3,2614 -3,4420 -3,4703 -3,3881 -3,2802 -3,2421 -3,3509 -3,6476 -4,1315 -4,7655 -5,4698 -6,1171 -6,5734 -6,7793 -6,7878 -6,7095 -6,6259 -6,5527 -6,4630 -6,3394 -6,2039 -6,0996 -6,0524 -6,0516 -6,0453 -5,9559 -5,7308 -5,3879 -4,9958 -4,6043 -4,2098 -3,7922 -3,3783 -3,0546 -2,9041 -2,9340 -3,0693 -3,2038 -3,2551 -3,1865 -2,9992 -2,7233 -2,4143 -2,1341 -1,9216 -1,7783 -1,6793 -1,5932 -1,5002 -1,4055 -1,3407 -1,3372 -1,3851 -1,4199 -1,3598 -1,1618 -0,8491 -0,5080 -0,2607 -0,2119 -0,3909 -0,7271 -1,0671 -1,2350 -1,1225 -0,7513 -0,2540 0,2167 0,5667 0,7650 0,8029 0,6764 0,3983 0,0064 -0,4551 -0,9554 -1,4641 -1,9223 -2,2498 -2,3905 -2,3471 -2,1789 -1,9724 -1,8041 -1,7239 -1,7590 -1,9080 -2,1235 -2,3204 -2,4201 -2,3979 -2,2975 -2,2081 -2,2114 -2,3265 -2,4979 -2,6367 -2,6756 -2,5988 -2,4455 -2,2909 -2,2097 -2,2312 -2,3129 -2,3566 -2,2711 -2,0392 -1,7306 -1,4515 -1,2759 -1,2134 -1,2223 -1,2457 -1,2526 -1,2635 -1,3276 -1,4613 -1,6089 -1,6638 -1,5310 -1,1754 -0,6304 0,0176 0,6516 1,1552 1,4426 1,4754 1,2604 0,8370 0,2710 -0,3494 -0,9329 -1,4121 -1,7609 -1,9960 -2,1641 -2,3177 -2,4901 -2,6748 -2,8164 -2,8340 -2,6660 -2,3014 -1,7821 -1,1807 -0,5673 0,0110 0,5372 1,0083 1,3991 1,6476 1,6948 1,5444 1,2719 0,9741 0,7233 0,5552 0,4695 0,4249 0,3501 0,1829 -0,0841 -0,3927 -0,6513 -0,7897 -0,7916 -0,6864 -0,5142 -0,3033 -0,0759 0,1436 0,3437 0,5468 0,8041 1,1588 1,6079 2,1052 2,5905 3,0107 3,3254 3,5099 3,5564 3,4671 3,2392 2,8669 2,3650 1,7783 1,1632 0,5754 0,0679 -0,3286 -0,6294 -0,8858 -1,1434 -1,4116 -1,6699 -1,8897 -2,0372 -2,0716 -1,9619 -1,7001 -1,2933 -0,7624 -0,1657 0,4004 0,8550 1,1843 1,4210 1,5791 1,6314 1,5543 1,3697 1,1334 0,8932 0,6630 0,4250 0,1519 -0,1652 -0,5031 -0,8211 -1,0963 -1,3465 -1,6232 -1,9781 -2,4287 -2,9447 -3,4572 -3,8862 -4,1749 -4,3135 -4,3396 -4,3067 -4,2515 -4,1940 -4,1449 -4,0979 -4,0345 -3,9382 -3,8012 -3,6312 -3,4558 -3,3101 -3,2197 -3,1945 -3,2251 -3,2827 -3,3347 -3,3731 -3,4285 -3,5525 -3,7852 -4,1370 -4,5889 -5,1055 -5,6445 -6,1570 -6,5907 -6,9069 -7,0908 -7,1435 -7,0681 -6,8725 -6,5768 -6,2084 -5,8044 -5,4320 -5,1795 -5,0899 -5,1046 -5,0852 -4,8963 -4,4760 -3,8489 -3,0916 -2,2822 -1,4669 -0,6598 0,1324 0,8825 1,5306 2,0016 2,2442 2,2623 2,1197 1,9078 1,6907 1,4792 1,2546 1,0022 0,7168 0,3982 0,0474 -0,3426 -0,7917 -1,3261 -1,9567 -2,6525 -3,3370 -3,9224 -4,3585 -4,6622 -4,8949 -5,1091 -5,3217 -5,5262 -5,7102 -5,8614 -5,9647 -5,9989 -5,9540 -5,8685 -5,8362 -5,9532 -6,2488 -6,6552 -7,0376 -7,2625 -7,2566 -7,0274 -6,6511 -6,2355 -5,8724 -5,6080 -5,4485 -5,3698 -5,3154 -5,2169 -5,0423 -4,8144 -4,5708 -4,3175 -4,0339 -3,7158 -3,4035 -3,1631 -3,0404 -3,0231 -3,0387 -2,9929 -2,8201 -2,5087 -2,1044 -1,7072 -1,4379 -1,3717 -1,5078 -1,8075 -2,2353 -2,7437 -3,2416 -3,6027 -3,7250 -3,5983 -3,3110 -2,9805
F7    -2,4936 -2,1799 -1,8004 -1,4227 -1,0931 -0,8216 -0,5827 -0,3419 -0,0911 0,1342 0,2828 0,3351 0,3145 0,2580 0,1847 0,0858 -0,0584 -0,2532 -0,4730 -0,6614 -0,7562 -0,7362 -0,6439 -0,5603 -0,5586 -0,6633 -0,8324 -0,9813 -1,0265 -0,9158 -0,6399 -0,2248 0,2888 0,8580 1,4251 1,9044 2,2068 2,2934 2,1990 1,9923 1,7227 1,4219 1,1308 0,8896 0,7073 0,5555 0,3801 0,1258 -0,2288 -0,6558 -1,0898 -1,4440 -1,6325 -1,6093 -1,3910 -1,0418 -0,6393 -0,2417 0,1224 0,4414 0,7029 0,8867 0,9719 0,9509 0,8435 0,7074 0,6171 0,6168 0,6937 0,7942 0,8584 0,8476 0,7446 0,5380 0,2286 -0,1453 -0,5079 -0,7785 -0,8969 -0,8270 -0,5538 -0,0842 0,5518 1,3049 2,1022 2,8391 3,3978 3,6912 3,6936 3,4273 2,9281 2,2382 1,4248 0,5853 -0,1745 -0,7709 -1,1718 -1,4148 -1,5881 -1,7689 -1,9680 -2,1292 -2,1775 -2,0694 -1,8062 -1,4255 -0,9981 -0,6151 -0,3431 -0,1840 -0,0870 0,0056 0,1214 0,2446 0,3291 0,3354 0,2611 0,1238 -0,0793 -0,3732 -0,7731 -1,2597 -1,7799 -2,2732 -2,7059 -3,0813 -3,4226 -3,7508 -4,0690 -4,3582 -4,5918 -4,7525 -4,8375 -4,8540 -4,8032 -4,6636 -4,3939 -3,9514 -3,3042 -2,4495 -1,4318 -0,3354 0,7449 1,7381 2,6230 3,4293 4,2031 4,9608 5,6630 6,2273 6,5812 6,7045 6,6271 6,4085 6,1220 5,8246 5,5311 5,2252 4,8932 4,5335 4,1509 3,7670 3,4241 3,1514 2,9415 2,7763 2,6644 2,6346 2,6996 2,8394 3,0106 3,1433 3,1429 2,9355 2,5217 1,9699 1,3691 0,7950 0,2957 -0,1224 -0,4901 -0,8388 -1,1644 -1,4363 -1,6348 -1,7737 -1,8962 -2,0553 -2,2880 -2,5901 -2,9163 -3,2043 -3,3984 -3,4631 -3,3973 -3,2369 -3,0366 -2,8429 -2,6802 -2,5609 -2,4930 -2,4661 -2,4419 -2,3795 -2,2747 -2,1679 -2,1075 -2,1062 -2,1371 -2,1666 -2,1855 -2,2062 -2,2311 -2,2404 -2,2234 -2,2093 -2,2501 -2,3758 -2,5709 -2,7868 -2,9688 -3,0729 -3,0691 -2,9463 -2,7283 -2,4801 -2,2825 -2,1883 -2,2046 -2,3095 -2,4713 -2,6586 -2,8468 -3,0248 -3,2004 -3,3983 -3,6404 -3,9167 -4,1750 -4,3463 -4,3838 -4,2783 -4,0626 -3,8184 -3,6608 -3,6834 -3,9061 -4,2670 -4,6626 -4,9996 -5,2266 -5,3474 -5,4188 -5,5225 -5,7246 -6,0453 -6,4557 -6,8941 -7,2934 -7,6071 -7,8101 -7,8800 -7,7932 -7,5438 -7,1653 -6,7338 -6,3404 -6,0446 -5,8472 -5,7040 -5,5622 -5,3968 -5,2283 -5,1065 -5,0655 -5,0959 -5,1561 -5,1962 -5,1681 -5,0297 -4,7618 -4,3899 -3,9829 -3,6228 -3,3739 -3,2688 -3,2991 -3,4107 -3,5220 -3,5605 -3,4915 -3,3207 -3,0837 -2,8365 -2,6429 -2,5544 -2,5934 -2,7483 -2,9720 -3,1926 -3,3390 -3,3667 -3,2677 -3,0663 -2,8130 -2,5697 -2,3753 -2,2167 -2,0414 -1,8058 -1,5264 -1,2866 -1,1887 -1,2982 -1,6223 -2,1138 -2,6860 -3,2468 -3,7346 -4,1362 -4,4728 -4,7555 -4,9522 -5,0079 -4,8966 -4,6481 -4,3275 -3,9945 -3,6801 -3,4008 -3,1898 -3,1000 -3,1738 -3,4107 -3,7547 -4,1174 -4,4347 -4,7076 -4,9917 -5,3583 -5,8499 -6,4434 -7,0391 -7,4922 -7,6771 -7,5483 -7,1539 -6,5967 -5,9862 -5,4055 -4,8933 -4,4459 -4,0480 -3,7025 -3,4271 -3,2343 -3,1172 -3,0551 -3,0367 -3,0726 -3,1774 -3,3467 -3,5543 -3,7643 -3,9468 -4,0931 -4,2146 -4,3175 -4,3785 -4,3538 -4,2150 -3,9742 -3,6790 -3,3889 -3,1540 -3,0017 -2,9380 -2,9599 -3,0678 -3,2652 -3,5456 -3,8834 -4,2406 -4,5805 -4,8733 -5,0918 -5,2150 -5,2382 -5,1816 -5,0855 -4,9838 -4,8686 -4,6889 -4,3929 -3,9722 -3,4610 -2,9102 -2,3763 -1,9300 -1,6602 -1,6494 -1,9265 -2,4383 -3,0723 -3,7140 -4,2829 -4,7261 -5,0051 -5,1032 -5,0356 -4,8351 -4,5278 -4,1263 -3,6464 -3,1253 -2,6135 -2,1433 -1,7037 -1,2504 -0,7421 -0,1755 0,3997 0,8975 1,2336 1,3593 1,2694 0,9853 0,5314 -0,0706 -0,7893 -1,5710 -2,3421 -3,0330 -3,5960 -4,0078 -4,2659 -4,3798 -4,3564 -4,1947 -3,9022 -3,5142 -3,0934 -2,6995 -2,3572 -2,0582 -1,7886 -1,5475 -1,3443 -1,1923 -1,1068 -1,0956 -1,1438 -1,2087 -1,2389 -1,2027 -1,0948 -0,9269 -0,7234 -0,5232 -0,3762 -0,3338 -0,4316 -0,6743 -1,0330 -1,4569 -1,8974 -2,3267 -2,7421 -3,1610 -3,6027 -4,0603 -4,4889 -4,8314 -5,0569 -5,1737 -5,2148 -5,2109 -5,1717 -5,0901 -4,9629 -4,8063 -4,6517 -4,5175 -4,3883 -4,2350 -4,0517 -3,8598 -3,6870 -3,5548 -3,4806 -3,4818 -3,5717 -3,7502 -3,9986 -4,2863 -4,5843 -4,8705 -5,1278 -5,3522 -5,5666 -5,8129 -6,1111 -6,4266 -6,6924 -6,8598 -6,9132 -6,8484 -6,6670 -6,3944 -6,0735 -5,7349 -5,3888 -5,0430 -4,7059 -4,3677 -3,9984 -3,5830 -3,1485 -2,7449 -2,4047 -2,1236 -1,8661 -1,5852 -1,2517 -0,8773 -0,5097 -0,2134 -0,0462 -0,0263 -0,1197 -0,2747 -0,4633 -0,6821 -0,9311 -1,1987 -1,4603 -1,6925 -1,9001 -2,1326 -2,4699 -2,9782 -3,6662 -4,4742 -5,2922 -5,9986 -6,5059 -6,7858 -6,8596 -6,7890 -6,6736 -6,6232 -6,7040 -6,9084 -7,1708 -7,4120 -7,5808 -7,6714 -7,7139 -7,7488 -7,8014 -7,8731 -7,9502 -8,0154 -8,0602 -8,0881 -8,0945 -8,0495 -7,9120 -7,6651 -7,3377 -6,9936 -6,6990 -6,4834 -6,3285 -6,1920 -6,0355 -5,8369 -5,5969 -5,3379 -5,0912 -4,8759 -4,6862 -4,4983 -4,2875 -4,0440 -3,7741 -3,4901 -3,2062 -2,9452 -2,7388 -2,6181 -2,6067 -2,7042 -2,8654 -3,0127 -3,0872 -3,0875 -3,0557 -3,0332 -3,0379
