Fp1   -3,1075 -2,8273 -2,5438 -2,2397 -1,8279 -1,1978 -0,3419 0,5988 1,4334 2,0320 2,3376 2,3352 2,0814 1,7402 1,5028 1,4695 1,6200 1,8720 2,1678 2,4965 2,8312 3,0840 3,1544 3,0111 2,7168 2,3812 2,0958 1,8854 1,7022 1,4736 1,1511 0,7209 0,2191 -0,2772 -0,7393 -1,2338 -1,8251 -2,4825 -3,1085 -3,6063 -3,8982 -3,9261 -3,6739 -3,1851 -2,5512 -1,9017 -1,3691 -1,0057 -0,7509 -0,4933 -0,1440 0,3157 0,8078 1,1927 1,3591 1,2942 1,1087 0,9921 1,0969 1,4609 2,0272 2,6890 3,3107 3,7571 3,9388 3,8306 3,4739 3,0009 2,5991 2,3842 2,3402 2,3859 2,4382 2,4270 2,3097 2,0931 1,8349 1,5798 1,2782 0,8282 0,2011 -0,5379 -1,3039 -2,0136 -2,5746 -2,9112 -2,9978 -2,8670 -2,5997 -2,2911 -2,0044 -1,7632 -1,5911 -1,5397 -1,6541 -1,9096 -2,2102 -2,4613 -2,6162 -2,6538 -2,5660 -2,4121 -2,3393 -2,4768 -2,8174 -3,2336 -3,5785 -3,7769 -3,8613 -3,9197 -4,0289 -4,2746 -4,7633 -5,5191 -6,3866 -7,1125 -7,5404 -7,6958 -7,7102 -7,7192 -7,8075 -7,9781 -8,1620 -8,2810 -8,2893 -8,1641 -7,9084 -7,5754 -7,2464 -6,9584 -6,6543 -6,1946 -5,4214 -4,2427 -2,6960 -0,9633 0,6840 1,9939 2,8102 3,0922 2,9295 2,5271 2,1178 1,8624 1,8206 1,9660 2,1870 2,3154 2,2176 1,8863 1,4652 1,1813 1,2198 1,6323 2,3378 3,1833 4,0095 4,7028 5,2120 5,5245 5,6197 5,4440 4,9529 4,1825 3,2632 2,3803 1,7224 1,4138 1,4427 1,6464 1,7985 1,7328 1,4137 0,9385 0,4737 0,1372 -0,0844 -0,3131 -0,6956 -1,3171 -2,1431 -3,0427 -3,8824 -4,5854 -5,1242 -5,4927 -5,6774 -5,6483 -5,3877 -4,9163 -4,2666 -3,4680 -2,6018 -1,8306 -1,3070 -1,0577 -0,9918 -1,0198 -1,1430 -1,4241 -1,8930 -2,5021 -3,1548 -3,7450 -4,1878 -4,4395 -4,4896 -4,3286 -3,9299 -3,2857 -2,4391 -1,4776 -0,5337 0,2370 0,7184 0,8655 0,6955 0,2663 -0,3491 -1,0630 -1,7510 -2,2824 -2,6074 -2,8047 -3,0171 -3,3122 -3,5997 -3,7029 -3,5151 -3,0871 -2,5857 -2,1937 -2,0176 -2,0324 -2,1026 -2,0541 -1,7503 -1,1692 -0,4503 0,1841 0,5777 0,6889 0,5399 0,1752 -0,3419 -0,9136 -1,4259 -1,8068 -2,0410 -2,1407 -2,1321 -2,0478 -1,9053 -1,7051 -1,4794 -1,3306 -1,3674 -1,5845 -1,8222 -1,8825 -1,6881 -1,2944 -0,7781 -0,1846 0,4541 1,1097 1,7467 2,3134 2,7712 3,1347 3,4578 3,7721 4,0506 4,2417 4,3156 4,2784 4,1607 3,9744 3,6756 3,1940 2,4798 1,5234 0,3929 -0,7316 -1,6149 -2,1011 -2,2033 -2,0599 -1,8158 -1,5499 -1,2714 -0,9423 -0,5308 -0,0890 0,2455 0,3440 0,1720 -0,1839 -0,5534 -0,7931 -0,8718 -0,8312 -0,7133 -0,5543 -0,3988 -0,2787 -0,1822 -0,0788 0,0085 -0,0043 -0,1870 -0,5537 -1,0841 -1,7406 -2,4602 -3,1352 -3,6301 -3,8586 -3,8378 -3,6484 -3,3637 -3,0150 -2,6014 -2,1371 -1,6887 -1,3390 -1,1244 -1,0310 -1,0342 -1,1079 -1,2126 -1,3109 -1,3902 -1,4562 -1,5244 -1,6305 -1,8213 -2,1199 -2,5266 -3,0273 -3,5437 -3,9248 -4,0607 -3,9826 -3,8226 -3,6842 -3,5786 -3,4847 -3,4081 -3,3504 -3,2629 -3,0785 -2,7900 -2,4700 -2,2060 -2,0462 -2,0006 -2,0459 -2,1230 -2,1732 -2,1783 -2,1485 -2,0908 -1,9940 -1,8239 -1,5410 -1,1373 -0,6420 -0,1043 0,4040 0,7876 0,9647 0,9165 0,6865 0,3219 -0,1571 -0,7212 -1,2916 -1,7659 -2,1078 -2,3820 -2,6649 -2,9526 -3,1763 -3,2667 -3,1887 -2,9409 -2,5601 -2,1350 -1,7793 -1,5645 -1,4740 -1,4205 -1,3169 -1,1443 -0,9573 -0,8564 -0,9518 -1,2900 -1,8132 -2,4092 -2,9661 -3,3727 -3,5264 -3,3969 -3,0890 -2,7936 -2,6466 -2,6526 -2,7183 -2,7126 -2,5386 -2,2090 -1,8648 -1,7141 -1,9136 -2,4685 -3,2343 -3,9965 -4,5454 -4,7427 -4,5789 -4,1682 -3,6868 -3,2988 -3,0859 -3,0347 -3,0932 -3,2126 -3,3678 -3,5701 -3,8347 -4,1352 -4,3941 -4,5326 -4,5422 -4,4801 -4,3971 -4,2948 -4,1447 -3,9355 -3,7070 -3,5382 -3,4939 -3,5729 -3,7137 -3,8473 -3,9345 -3,9613 -3,9292 -3,8710 -3,8555 -3,9473 -4,1617 -4,4475 -4,6925 -4,7636 -4,5882 -4,2139 -3,7778 -3,4002 -3,1154 -2,8871 -2,6411 -2,3130 -1,9467 -1,7233 -1,8408 -2,3811 -3,2830 -4,3941 -5,5468 -6,6032 -7,4484 -7,9904 -8,1944 -8,0970 -7,7861 -7,3862 -7,0360 -6,8350 -6,7970 -6,8601 -6,9556 -7,0837 -7,3209 -7,7475 -8,3737 -9,1338 -9,9180 -10,6070 -11,1266 -11,4825 -11,7240 -11,8939 -12,0229 -12,1338 -12,2119 -12,1679 -11,8911 -11,3669 -10,6864 -9,9414 -9,1678 -8,3702 -7,5484 -6,7017 -5,8226 -4,8927 -3,9095 -2,9426 -2,1259 -1,5457 -1,1634 -0,8591 -0,5218 -0,1155 0,3338 0,7870 1,1753 1,3639 1,2167 0,7078 -0,0566 -0,9156 -1,7350 -2,4360 -3,0015 -3,4728 -3,9114 -4,3415 -4,7336 -5,0217 -5,1355 -5,0511 -4,8145 -4,5113 -4,2148 -3,9549 -3,7300 -3,5457 -3,4186 -3,3422 -3,2825 -3,2213 -3,1938 -3,2742 -3,5182 -3,9154 -4,3935 -4,8570 -5,2314 -5,5024 -5,7144 -5,9047 -6,0418 -6,0445 -5,8730 -5,6125 -5,4672 -5,6250 -6,0989 -6,7284 -7,3129 -7,7054 -7,8437 -7,7621 -7,5521 -7,2747 -6,8913 -6,2921 -5,4019 -4,2524 -2,9791 -1,7781 -0,8451 -0,3334 -0,3488 -0,9128 -1,8877 -2,9968 -3,9800 -4,7214 -5,2213 -5,4905 -5,5201 -5,3392 -5,0206 -4,6011 -4,0575 -3,3733 -2,5910 -1,8009 -1,0947 -0,5296 -0,1114 0,2053 0,4797 0,7192 0,8520
Fz    -0,9815 -0,9621 -0,8837 -0,7434 -0,5316 -0,2432 0,0954 0,4218 0,6713 0,8097 0,8325 0,7480 0,5815 0,3844 0,2093 0,0812 0,0018 -0,0301 -0,0029 0,1019 0,2825 0,4944 0,6659 0,7448 0,7323 0,6714 0,6125 0,5871 0,6011 0,6474 0,7168 0,7983 0,8788 0,9374 0,9255 0,7771 0,4657 0,0320 -0,4494 -0,9129 -1,3128 -1,6124 -1,7780 -1,7864 -1,6357 -1,3537 -0,9870 -0,5713 -0,1153 0,3839 0,9175 1,4513 1,9230 2,2581 2,4067 2,3788 2,2542 2,1489 2,1530 2,2968 2,5599 2,8918 3,2276 3,5005 3,6546 3,6544 3,4941 3,2104 2,8727 2,5432 2,2554 2,0293 1,8799 1,8113 1,8176 1,8957 2,0475 2,2584 2,4741 2,6206 2,6533 2,5744 2,4141 2,2142 2,0187 1,8598 1,7516 1,6913 1,6612 1,6361 1,6004 1,5542 1,4973 1,4138 1,2840 1,1090 0,9160 0,7389 0,6026 0,5272 0,5279 0,5921 0,6661 0,6865 0,6228 0,4847 0,2999 0,0891 -0,1495 -0,4344 -0,7886 -1,2406 -1,8186 -2,5196 -3,2859 -4,0279 -4,6786 -5,2213 -5,6726 -6,0554 -6,3859 -6,6637 -6,8721 -6,9933 -7,0191 -6,9444 -6,7664 -6,4914 -6,1380 -5,7274 -5,2704 -4,7588 -4,1704 -3,4862 -2,7125 -1,8911 -1,0870 -0,3609 0,2435 0,6982 1,0015 1,1876 1,3128 1,4285 1,5684 1,7452 1,9439 2,1313 2,2852 2,4187 2,5779 2,8173 3,1683 3,6224 4,1399 4,6735 5,1851 5,6553 6,0814 6,4648 6,7965 7,0514 7,1979 7,2195 7,1307 6,9820 6,8462 6,7843 6,8106 6,8858 6,9454 6,9417 6,8713 6,7741 6,7021 6,6744 6,6601 6,5982 6,4304 6,1296 5,7150 5,2391 4,7544 4,2917 3,8627 3,4754 3,1472 2,9078 2,7856 2,7916 2,9178 3,1398 3,4101 3,6561 3,8107 3,8527 3,8086 3,7206 3,6189 3,5203 3,4370 3,3750 3,3294 3,2954 3,2790 3,2914 3,3369 3,4139 3,5255 3,6793 3,8789 4,1136 4,3484 4,5317 4,6233 4,6110 4,5080 4,3436 4,1462 3,9347 3,7305 3,5610 3,4330 3,3120 3,1468 2,9286 2,7197 2,6107 2,6486 2,8038 2,9969 3,1458 3,1999 3,1512 3,0253 2,8674 2,7283 2,6386 2,5854 2,5279 2,4318 2,2746 2,0338 1,6935 1,2628 0,7865 0,3312 -0,0481 -0,3239 -0,4924 -0,5657 -0,5665 -0,5170 -0,4318 -0,3276 -0,2384 -0,2071 -0,2553 -0,3607 -0,4738 -0,5543 -0,5837 -0,5524 -0,4555 -0,2948 -0,0761 0,1868 0,4680 0,7377 0,9733 1,1609 1,2847 1,3230 1,2617 1,1074 0,8858 0,6384 0,4105 0,2257 0,0766 -0,0611 -0,2070 -0,3555 -0,4652 -0,4699 -0,3186 -0,0141 0,3909 0,8347 1,2753 1,6884 2,0526 2,3340 2,4805 2,4433 2,2097 1,8157 1,3407 0,8889 0,5469 0,3520 0,2970 0,3520 0,4748 0,6188 0,7478 0,8530 0,9457 1,0286 1,0919 1,1360 1,1748 1,2123 1,2299 1,2003 1,1090 0,9630 0,7826 0,5924 0,4220 0,3051 0,2665 0,3083 0,4042 0,5087 0,5837 0,6211 0,6371 0,6461 0,6499 0,6467 0,6360 0,6159 0,5811 0,5226 0,4273 0,2877 0,1105 -0,0949 -0,3256 -0,5614 -0,7501 -0,8421 -0,8337 -0,7639 -0,6711 -0,5633 -0,4351 -0,2957 -0,1657 -0,0572 0,0284 0,0829 0,0853 0,0167 -0,1282 -0,3351 -0,5646 -0,7575 -0,8613 -0,8530 -0,7410 -0,5520 -0,3098 -0,0181 0,3278 0,7133 1,1030 1,4627 1,7722 2,0195 2,1941 2,2928 2,3230 2,2872 2,1736 1,9758 1,7186 1,4536 1,2251 1,0478 0,9261 0,8747 0,9100 1,0297 1,2075 1,4083 1,6060 1,7829 1,9263 2,0374 2,1344 2,2379 2,3492 2,4452 2,4924 2,4589 2,3197 2,0711 1,7361 1,3502 0,9513 0,5852 0,2996 0,1155 0,0063 -0,0829 -0,1914 -0,3224 -0,4500 -0,5317 -0,5254 -0,4133 -0,2151 0,0197 0,2414 0,4292 0,5909 0,7460 0,9185 1,1286 1,3727 1,6141 1,7991 1,8869 1,8757 1,8011 1,7079 1,6278 1,5701 1,5210 1,4587 1,3714 1,2653 1,1579 1,0603 0,9755 0,9078 0,8651 0,8503 0,8549 0,8597 0,8408 0,7785 0,6681 0,5208 0,3478 0,1505 -0,0695 -0,2983 -0,5171 -0,7170 -0,9044 -1,0937 -1,2908 -1,4758 -1,6090 -1,6590 -1,6273 -1,5478 -1,4642 -1,4070 -1,3879 -1,3954 -1,4032 -1,4081 -1,4489 -1,5704 -1,7840 -2,0684 -2,3902 -2,7189 -3,0315 -3,3076 -3,5281 -3,6878 -3,8045 -3,9128 -4,0537 -4,2589 -4,5339 -4,8541 -5,1814 -5,4933 -5,8019 -6,1415 -6,5365 -6,9808 -7,4418 -7,8667 -8,1905 -8,3660 -8,3917 -8,3012 -8,1327 -7,9148 -7,6650 -7,3834 -7,0463 -6,6285 -6,1417 -5,6308 -5,1342 -4,6699 -4,2530 -3,9016 -3,6229 -3,3988 -3,1894 -2,9578 -2,7029 -2,4637 -2,2801 -2,1592 -2,0821 -2,0268 -1,9834 -1,9478 -1,9110 -1,8686 -1,8335 -1,8202 -1,8212 -1,8078 -1,7535 -1,6523 -1,5176 -1,3739 -1,2503 -1,1682 -1,1258 -1,1008 -1,0627 -0,9822 -0,8439 -0,6535 -0,4320 -0,1956 0,0561 0,3286 0,6120 0,8816 1,1206 1,3267 1,4983 1,6239 1,6828 1,6567 1,5425 1,3570 1,1316 0,8997 0,6773 0,4549 0,2160 -0,0368 -0,2764 -0,4760 -0,6437 -0,8320 -1,0991 -1,4540 -1,8436 -2,1899 -2,4321 -2,5475 -2,5520 -2,4814 -2,3647 -2,2076 -1,9980 -1,7285 -1,4110 -1,0755 -0,7614 -0,5046 -0,3361 -0,2876 -0,3798 -0,5921 -0,8601 -1,1110 -1,2990 -1,4086 -1,4369 -1,3808 -1,2409 -1,0195 -0,7077 -0,2942 0,2093 0,7584 1,2912 1,7512 2,1051 2,3518 2,5208 2,6537 2,7750 2,8777
F3    -1,5586 -1,6270 -1,6403 -1,5714 -1,3923 -1,0894 -0,6927 -0,2774 0,0729 0,3053 0,4057 0,3901 0,3036 0,2079 0,1433 0,1138 0,1147 0,1557 0,2602 0,4490 0,7182 1,0238 1,2929 1,4611 1,5096 1,4678 1,3871 1,3075 1,2430 1,1950 1,1685 1,1671 1,1812 1,1782 1,0923 0,8475 0,4241 -0,1103 -0,6511 -1,1197 -1,4766 -1,7031 -1,7873 -1,7262 -1,5335 -1,2448 -0,9069 -0,5500 -0,1725 0,2440 0,7082 1,1959 1,6424 1,9637 2,0959 2,0318 1,8435 1,6578 1,5809 1,6487 1,8379 2,0986 2,3736 2,6074 2,7497 2,7607 2,6245 2,3684 2,0544 1,7409 1,4639 1,2447 1,0925 1,0012 0,9584 0,9661 1,0413 1,1835 1,3435 1,4424 1,4260 1,2877 1,0535 0,7683 0,4894 0,2690 0,1340 0,0772 0,0657 0,0625 0,0534 0,0525 0,0751 0,1125 0,1418 0,1509 0,1473 0,1427 0,1384 0,1330 0,1309 0,1222 0,0672 -0,0734 -0,2960 -0,5575 -0,8126 -1,0435 -1,2662 -1,5160 -1,8286 -2,2373 -2,7671 -3,4114 -4,1150 -4,7912 -5,3692 -5,8312 -6,1980 -6,4926 -6,7227 -6,8838 -6,9701 -6,9902 -6,9636 -6,8980 -6,7791 -6,5900 -6,3295 -6,0080 -5,6332 -5,2034 -4,7048 -4,1134 -3,4135 -2,6230 -1,7961 -1,0015 -0,3051 0,2420 0,6229 0,8650 1,0180 1,1267 1,2217 1,3142 1,3878 1,4136 1,3842 1,3368 1,3424 1,4674 1,7347 2,1189 2,5760 3,0689 3,5692 4,0555 4,5184 4,9515 5,3350 5,6327 5,8097 5,8506 5,7687 5,6129 5,4559 5,3534 5,3117 5,2915 5,2399 5,1230 4,9446 4,7476 4,5850 4,4764 4,3927 4,2799 4,0925 3,8180 3,4868 3,1562 2,8712 2,6403 2,4455 2,2691 2,1167 2,0194 2,0116 2,1096 2,3057 2,5693 2,8435 3,0542 3,1433 3,1032 2,9725 2,8066 2,6557 2,5550 2,5170 2,5288 2,5640 2,6014 2,6302 2,6447 2,6405 2,6198 2,5954 2,5853 2,6057 2,6617 2,7310 2,7691 2,7472 2,6732 2,5817 2,5102 2,4757 2,4693 2,4836 2,5289 2,6070 2,6793 2,6845 2,6018 2,4877 2,4345 2,4911 2,6275 2,7678 2,8418 2,8138 2,6859 2,4867 2,2659 2,0887 2,0057 2,0155 2,0727 2,1235 2,1171 2,0012 1,7386 1,3340 0,8431 0,3489 -0,0800 -0,4109 -0,6444 -0,8051 -0,9216 -1,0038 -1,0410 -1,0274 -0,9856 -0,9609 -0,9921 -1,0839 -1,2120 -1,3489 -1,4669 -1,5275 -1,4890 -1,3208 -1,0139 -0,5922 -0,1160 0,3374 0,7063 0,9658 1,1147 1,1468 1,0536 0,8423 0,5386 0,1837 -0,1748 -0,5052 -0,8047 -1,0893 -1,3710 -1,6373 -1,8457 -1,9380 -1,8686 -1,6311 -1,2558 -0,7835 -0,2508 0,3007 0,8109 1,2003 1,3869 1,3200 1,0064 0,5085 -0,0658 -0,5853 -0,9502 -1,1327 -1,1559 -1,0576 -0,8822 -0,6799 -0,4902 -0,3240 -0,1752 -0,0469 0,0531 0,1371 0,2285 0,3264 0,3886 0,3596 0,2143 -0,0210 -0,2878 -0,5274 -0,6950 -0,7618 -0,7151 -0,5628 -0,3395 -0,1018 0,0978 0,2366 0,3184 0,3452 0,3106 0,2171 0,0776 -0,0963 -0,2953 -0,5076 -0,7202 -0,9189 -1,0941 -1,2560 -1,4299 -1,6170 -1,7789 -1,8780 -1,9165 -1,9298 -1,9475 -1,9688 -1,9752 -1,9569 -1,9156 -1,8522 -1,7656 -1,6673 -1,5846 -1,5469 -1,5722 -1,6565 -1,7620 -1,8283 -1,8094 -1,6998 -1,5313 -1,3448 -1,1498 -0,9102 -0,5868 -0,1900 0,2261 0,6054 0,9130 1,1312 1,2493 1,2700 1,2114 1,0786 0,8507 0,5170 0,1214 -0,2524 -0,5441 -0,7462 -0,8684 -0,9035 -0,8389 -0,6877 -0,4972 -0,3203 -0,1808 -0,0770 -0,0073 0,0310 0,0529 0,0733 0,0865 0,0742 0,0270 -0,0578 -0,1901 -0,3792 -0,6194 -0,8924 -1,1650 -1,3855 -1,5026 -1,5015 -1,4190 -1,3196 -1,2581 -1,2608 -1,3204 -1,3957 -1,4304 -1,3831 -1,2432 -1,0337 -0,7996 -0,5818 -0,4044 -0,2760 -0,1797 -0,0710 0,0838 0,2720 0,4465 0,5675 0,6317 0,6607 0,6671 0,6461 0,5867 0,4773 0,3089 0,0774 -0,2092 -0,5258 -0,8430 -1,1389 -1,3920 -1,5744 -1,6629 -1,6574 -1,5869 -1,4998 -1,4452 -1,4513 -1,5198 -1,6464 -1,8311 -2,0571 -2,2760 -2,4376 -2,5318 -2,5957 -2,6850 -2,8300 -3,0081 -3,1627 -3,2477 -3,2551 -3,2117 -3,1512 -3,0950 -3,0541 -3,0218 -2,9764 -2,9220 -2,9079 -2,9837 -3,1585 -3,4055 -3,6821 -3,9467 -4,1718 -4,3444 -4,4609 -4,5312 -4,5838 -4,6563 -4,7786 -4,9624 -5,2000 -5,4675 -5,7351 -5,9882 -6,2447 -6,5436 -6,9108 -7,3420 -7,8138 -8,2876 -8,6967 -8,9710 -9,0840 -9,0563 -8,9254 -8,7302 -8,5042 -8,2639 -8,0006 -7,6971 -7,3544 -6,9871 -6,5944 -6,1625 -5,6954 -5,2274 -4,7992 -4,4212 -4,0631 -3,6850 -3,2857 -2,9143 -2,6248 -2,4331 -2,3212 -2,2652 -2,2555 -2,2898 -2,3533 -2,4251 -2,5001 -2,5846 -2,6759 -2,7543 -2,7977 -2,7988 -2,7679 -2,7251 -2,6953 -2,7004 -2,7456 -2,8164 -2,8852 -2,9203 -2,8947 -2,7966 -2,6308 -2,4042 -2,1127 -1,7542 -1,3497 -0,9340 -0,5300 -0,1431 0,2204 0,5416 0,7879 0,9210 0,9127 0,7653 0,5224 0,2476 -0,0200 -0,2865 -0,5713 -0,8659 -1,1292 -1,3222 -1,4519 -1,5808 -1,7795 -2,0619 -2,3729 -2,6278 -2,7565 -2,7337 -2,5899 -2,3865 -2,1726 -1,9596 -1,7327 -1,4831 -1,2241 -0,9843 -0,7927 -0,6653 -0,6054 -0,6201 -0,7221 -0,9035 -1,1220 -1,3207 -1,4565 -1,5098 -1,4768 -1,3599 -1,1705 -0,9263 -0,6351 -0,2976 0,0690 0,4237 0,7209 0,9335 1,0607 1,1247 1,1596 1,1945 1,2350 1,2607
F7    -1,6317 -1,5963 -1,5766 -1,5502 -1,4860 -1,3534 -1,1385 -0,8633 -0,5700 -0,2849 -0,0075 0,2622 0,4983 0,6655 0,7604 0,8187 0,8799 0,9694 1,1042 1,2892 1,5063 1,7185 1,8798 1,9431 1,8705 1,6518 1,3222 0,9579 0,6383 0,4046 0,2494 0,1397 0,0459 -0,0427 -0,1204 -0,1784 -0,2231 -0,2785 -0,3628 -0,4712 -0,5855 -0,6945 -0,8002 -0,9049 -0,9936 -1,0351 -0,9995 -0,8688 -0,6365 -0,3215 0,0175 0,3020 0,4828 0,5770 0,6587 0,8034 1,0273 1,2814 1,5038 1,6665 1,7713 1,8253 1,8345 1,8093 1,7670 1,7280 1,7105 1,7234 1,7607 1,7929 1,7756 1,6726 1,4772 1,2253 0,9851 0,8223 0,7671 0,8092 0,9074 1,0082 1,0692 1,0752 1,0375 0,9753 0,8936 0,7924 0,6879 0,6094 0,5786 0,6000 0,6534 0,6939 0,6745 0,5771 0,4258 0,2696 0,1516 0,0914 0,0829 0,1005 0,1167 0,1108 0,0612 -0,0523 -0,2281 -0,4428 -0,6713 -0,8903 -1,0863 -1,2773 -1,5088 -1,8219 -2,2252 -2,6882 -3,1616 -3,6117 -4,0306 -4,4167 -4,7608 -5,0521 -5,2793 -5,4272 -5,4865 -5,4605 -5,3515 -5,1550 -4,8663 -4,4876 -4,0350 -3,5440 -3,0541 -2,5797 -2,1037 -1,6018 -1,0683 -0,5175 0,0344 0,5782 1,1073 1,6124 2,0743 2,4627 2,7474 2,9127 2,9624 2,9176 2,8107 2,6855 2,5971 2,5944 2,6952 2,8825 3,1228 3,3864 3,6516 3,8947 4,0936 4,2480 4,3848 4,5417 4,7471 4,9960 5,2366 5,4070 5,4850 5,4866 5,4285 5,3184 5,1738 5,0211 4,8692 4,6954 4,4658 4,1684 3,8297 3,5086 3,2689 3,1492 3,1494 3,2344 3,3474 3,4254 3,4209 3,3233 3,1627 2,9831 2,8188 2,6978 2,6505 2,7007 2,8571 3,1089 3,4193 3,7308 3,9886 4,1596 4,2327 4,2150 4,1310 4,0188 3,9209 3,8648 3,8483 3,8458 3,8225 3,7450 3,5999 3,4041 3,1857 2,9590 2,7244 2,4733 2,1937 1,8810 1,5469 1,2183 0,9294 0,7112 0,5904 0,5851 0,6845 0,8412 0,9961 1,1083 1,1625 1,1651 1,1346 1,0916 1,0550 1,0339 1,0192 0,9939 0,9513 0,9010 0,8625 0,8521 0,8681 0,8860 0,8707 0,8057 0,7095 0,6173 0,5472 0,4894 0,4274 0,3567 0,2780 0,1852 0,0733 -0,0587 -0,2165 -0,4036 -0,6061 -0,7964 -0,9483 -1,0501 -1,1096 -1,1401 -1,1441 -1,1127 -1,0403 -0,9387 -0,8328 -0,7437 -0,6860 -0,6746 -0,7106 -0,7582 -0,7551 -0,6590 -0,4801 -0,2622 -0,0485 0,1292 0,2492 0,3048 0,2957 0,2077 0,0156 -0,2878 -0,6737 -1,0921 -1,4876 -1,8025 -1,9938 -2,0603 -2,0390 -1,9726 -1,8855 -1,7814 -1,6602 -1,5352 -1,4260 -1,3447 -1,2954 -1,2770 -1,2810 -1,3021 -1,3420 -1,3877 -1,3990 -1,3343 -1,1876 -0,9940 -0,8024 -0,6470 -0,5426 -0,4883 -0,4695 -0,4740 -0,5075 -0,5876 -0,7217 -0,8908 -1,0556 -1,1868 -1,2909 -1,3998 -1,5346 -1,6826 -1,8117 -1,8998 -1,9412 -1,9316 -1,8571 -1,7053 -1,4863 -1,2402 -1,0167 -0,8476 -0,7380 -0,6763 -0,6447 -0,6274 -0,6237 -0,6547 -0,7452 -0,8955 -1,0720 -1,2261 -1,3270 -1,3723 -1,3736 -1,3494 -1,3246 -1,3177 -1,3313 -1,3627 -1,4138 -1,4826 -1,5522 -1,5976 -1,6027 -1,5742 -1,5311 -1,4795 -1,4095 -1,3073 -1,1547 -0,9277 -0,6124 -0,2226 0,2002 0,5973 0,9091 1,1031 1,1953 1,2341 1,2527 1,2401 1,1683 1,0360 0,8603 0,6488 0,4049 0,1468 -0,0992 -0,3166 -0,5010 -0,6520 -0,7667 -0,8434 -0,8926 -0,9377 -0,9920 -1,0369 -1,0358 -0,9758 -0,8820 -0,7883 -0,7092 -0,6438 -0,5934 -0,5661 -0,5735 -0,6258 -0,7211 -0,8337 -0,9186 -0,9277 -0,8358 -0,6619 -0,4626 -0,2996 -0,2116 -0,2107 -0,2829 -0,3773 -0,4206 -0,3702 -0,2449 -0,0960 0,0305 0,1100 0,1476 0,1734 0,2157 0,2931 0,4198 0,5882 0,7519 0,8561 0,8848 0,8627 0,8154 0,7436 0,6389 0,5113 0,3845 0,2687 0,1568 0,0487 -0,0450 -0,1271 -0,2182 -0,3373 -0,4911 -0,6743 -0,8765 -1,0913 -1,3159 -1,5467 -1,7773 -1,9957 -2,1873 -2,3387 -2,4335 -2,4586 -2,4277 -2,3852 -2,3728 -2,4028 -2,4643 -2,5392 -2,6127 -2,6749 -2,7147 -2,7262 -2,7099 -2,6640 -2,5891 -2,4963 -2,3929 -2,2808 -2,1780 -2,1144 -2,1001 -2,1136 -2,1237 -2,1180 -2,1161 -2,1554 -2,2590 -2,4184 -2,5985 -2,7559 -2,8626 -2,9211 -2,9572 -3,0005 -3,0726 -3,1882 -3,3547 -3,5707 -3,8352 -4,1591 -4,5536 -5,0083 -5,4858 -5,9350 -6,3089 -6,5782 -6,7375 -6,8037 -6,7955 -6,7104 -6,5358 -6,2686 -5,9074 -5,4497 -4,9058 -4,3009 -3,6647 -3,0267 -2,4137 -1,8516 -1,3729 -1,0100 -0,7680 -0,6114 -0,4846 -0,3496 -0,2061 -0,0792 0,0105 0,0609 0,0838 0,0965 0,1165 0,1519 0,1937 0,2217 0,2136 0,1522 0,0362 -0,1182 -0,2812 -0,4172 -0,5023 -0,5426 -0,5688 -0,6103 -0,6776 -0,7663 -0,8618 -0,9425 -0,9824 -0,9549 -0,8446 -0,6579 -0,4143 -0,1310 0,1763 0,4779 0,7273 0,8750 0,8920 0,7947 0,6385 0,4818 0,3645 0,3107 0,3355 0,4432 0,6136 0,7908 0,9008 0,8954 0,7744 0,5692 0,3210 0,0638 -0,1940 -0,4618 -0,7318 -0,9654 -1,1173 -1,1600 -1,0856 -0,9023 -0,6341 -0,3151 0,0113 0,2927 0,4830 0,5547 0,4948 0,3087 0,0313 -0,2750 -0,5441 -0,7387 -0,8599 -0,9276 -0,9553 -0,9451 -0,8960 -0,8099 -0,6940 -0,5658 -0,4488 -0,3611 -0,3105 -0,2942 -0,3110 -0,3699 -0,4703 -0,5775 -0,6341 -0,5970
