Fp1   1,2221 0,9281 0,7005 0,6011 0,6489 0,8204 1,0677 1,3382 1,5832 1,7595 1,8434 1,8456 1,8042 1,7603 1,7375 1,7322 1,7176 1,6630 1,5588 1,4230 1,2815 1,1496 1,0235 0,8814 0,6992 0,4694 0,1952 -0,1277 -0,4992 -0,8921 -1,2626 -1,5859 -1,8716 -2,1457 -2,4182 -2,6605 -2,8104 -2,8112 -2,6479 -2,3445 -1,9405 -1,4835 -1,0302 -0,6423 -0,3806 -0,2926 -0,3964 -0,6727 -1,0628 -1,4758 -1,8139 -2,0007 -1,9965 -1,8028 -1,4623 -1,0458 -0,6317 -0,2912 -0,0679 0,0362 0,0524 0,0221 -0,0269 -0,0978 -0,2173 -0,4050 -0,6452 -0,8972 -1,1280 -1,3270 -1,4926 -1,6198 -1,6975 -1,7092 -1,6392 -1,4821 -1,2503 -0,9705 -0,6728 -0,3895 -0,1590 -0,0081 0,0756 0,1396 0,2311 0,3716 0,5589 0,7786 1,0123 1,2523 1,5129 1,8214 2,1847 2,5652 2,8911 3,0923 3,1317 3,0063 2,7362 2,3678 1,9617 1,5568 1,1577 0,7647 0,4004 0,1029 -0,1057 -0,2420 -0,3466 -0,4431 -0,5235 -0,5718 -0,5869 -0,5828 -0,5736 -0,5637 -0,5511 -0,5414 -0,5534 -0,6087 -0,7200 -0,8840 -1,0907 -1,3377 -1,6296 -1,9568 -2,2705 -2,4970 -2,5856 -2,5315 -2,3602 -2,1115 -1,8374 -1,5890 -1,4031 -1,3016 -1,2821 -1,3004 -1,2839 -1,1733 -0,9531 -0,6525 -0,3266 -0,0340 0,1836 0,3155 0,3770 0,3887 0,3679 0,3431 0,3601 0,4721 0,7298 1,1643 1,7697 2,5023 3,2972 4,0901 4,8313 5,4779 5,9933 6,3748 6,6725 6,9586 7,2833 7,6628 8,0880 8,5283 8,9322 9,2503 9,4710 9,6279 9,7718 9,9371 10,1298 10,3419 10,5585 10,7464 10,8568 10,8564 10,7440 10,5378 10,2593 9,9352 9,6048 9,3125 9,0867 8,9251 8,7998 8,6686 8,4907 8,2417 7,9078 7,4691 6,9123 6,2625 5,5846 4,9512 4,4131 3,9911 3,6811 3,4612 3,2983 3,1533 2,9808 2,7229 2,3179 1,7369 1,0149 0,2458 -0,4567 -1,0054 -1,3657 -1,5524 -1,6088 -1,5862 -1,5312 -1,4825 -1,4818 -1,5725 -1,7722 -2,0527 -2,3592 -2,6399 -2,8626 -3,0114 -3,0707 -3,0171 -2,8304 -2,5107 -2,0794 -1,5730 -1,0496 -0,5975 -0,3095 -0,2308 -0,3270 -0,5037 -0,6553 -0,7022 -0,6049 -0,3683 -0,0266 0,3883 0,8594 1,3788 1,9460 2,5646 3,2231 3,8781 4,4651 4,9349 5,2795 5,5300 5,7328 5,9149 6,0639 6,1445 6,1263 5,9976 5,7685 5,4629 5,1067 4,7247 4,3382 3,9591 3,5836 3,1972 2,7867 2,3448 1,8650 1,3495 0,8274 0,3493 -0,0393 -0,3165 -0,4837 -0,5554 -0,5511 -0,4968 -0,4349 -0,4277 -0,5383 -0,7969 -1,1825 -1,6397 -2,1069 -2,5398 -2,9261 -3,2829 -3,6261 -3,9434 -4,2076 -4,4089 -4,5543 -4,6446 -4,6794 -4,6762 -4,6624 -4,6550 -4,6576 -4,6689 -4,6840 -4,6888 -4,6562 -4,5585 -4,3882 -4,1638 -3,9212 -3,6909 -3,4780 -3,2667 -3,0412 -2,7948 -2,5299 -2,2596 -2,0065 -1,7924 -1,6213 -1,4744 -1,3285 -1,1743 -1,0070 -0,8008 -0,5086 -0,0982 0,4193 1,0000 1,5981 2,1836 2,7397 3,2575 3,7341 4,1651 4,5355 4,8235 5,0174 5,1273 5,1863 5,2470 5,3680 5,5838 5,8870 6,2448 6,6177 6,9618 7,2401 7,4410 7,5783 7,6676 7,7072 7,6805 7,5790 7,4246 7,2718 7,1774 7,1629 7,2108 7,2924 7,3872 7,4798 7,5449 7,5436 7,4429 7,2376 6,9481 6,6026 6,2226 5,8175 5,3959 4,9793 4,5943 4,2532 3,9525 3,6904 3,4838 3,3575 3,3062 3,2760 3,1936 3,0075 2,7020 2,2929 1,8206 1,3336 0,8661 0,4340 0,0450 -0,3020 -0,6247 -0,9403 -1,2331 -1,4585 -1,5822 -1,6061 -1,5580 -1,4689 -1,3677 -1,2847 -1,2334 -1,1917 -1,1119 -0,9470 -0,6623 -0,2345 0,3435 1,0494 1,8215 2,5707 3,2138 3,6999 4,0104 4,1424 4,0943 3,8673 3,4830 2,9972 2,4999 2,0948 1,8620 1,8301 1,9800 2,2618 2,6054 2,9348 3,1937 3,3725 3,5084 3,6504 3,8214 4,0087 4,1780 4,2950 4,3440 4,3341 4,2964 4,2800 4,3312 4,4566 4,6038 4,6856 4,6339 4,4402 4,1547 3,8529 3,5909 3,3817 3,2027 3,0148 2,7798 2,4786 2,1270 1,7745 1,4790 1,2818 1,2016 1,2424 1,3963 1,6412 1,9389 2,2352 2,4632 2,5587 2,4867 2,2559 1,9102 1,5079 1,0989 0,7056 0,3263 -0,0381 -0,3713 -0,6537 -0,8738 -1,0229 -1,0896 -1,0714 -0,9909 -0,8875 -0,7856 -0,6747 -0,5196 -0,2892 0,0166 0,3580 0,6786 0,9321 1,0781 1,0816 0,9466 0,7348 0,5284 0,3729 0,2552 0,1217 -0,0836 -0,3797 -0,7454 -1,1441 -1,5364 -1,8740 -2,1064 -2,1970 -2,1274 -1,8931 -1,5069 -1,0130 -0,4850 -0,0026 0,3764 0,6359 0,8067 0,9468 1,1120 1,3324 1,6076 1,9250 2,2767 2,6536 3,0310 3,3723 3,6415 3,8137 3,8944 3,9393 4,0422 4,2846 4,6882 5,2090 5,7690 6,2965 6,7372 7,0432 7,1758 7,1293 6,9409 6,6639 6,3350 5,9728 5,5889 5,1967 4,8288 4,5497 4,4359 4,5341 4,8251 5,2130 5,5544 5,7239 5,6741 5,4354 5,0611 4,5902 4,0561 3,4975 2,9495 2,4387 1,9899 1,6213 1,3267 1,0781 0,8428 0,5932 0,3131 0,0062 -0,3104 -0,6246 -0,9338 -1,2250 -1,4566 -1,5677 -1,5062 -1,2593 -0,8641 -0,3943 0,0664 0,4564 0,7650 1,0236 1,2510 1,4099 1,4253 1,2374 0,8435 0,3025 -0,2919 -0,8414 -1,2584 -1,4839 -1,5062 -1,3583 -1,0983 -0,7838 -0,4515 -0,1232 0,1668 0,3696 0,4518 0,4152 0,2982
Fz    -1,2379 -1,0590 -0,8289 -0,5083 -0,0935 0,3883 0,9007 1,4103 1,8849 2,2956 2,6230 2,8579 2,9903 3,0074 2,9018 2,6823 2,3739 2,0098 1,6219 1,2383 0,8814 0,5637 0,2810 0,0106 -0,2759 -0,5932 -0,9372 -1,2975 -1,6611 -2,0096 -2,3193 -2,5665 -2,7288 -2,7847 -2,7165 -2,5184 -2,2020 -1,7959 -1,3388 -0,8681 -0,4149 -0,0109 0,3057 0,4946 0,5249 0,3888 0,1107 -0,2595 -0,6650 -1,0563 -1,3970 -1,6609 -1,8308 -1,9012 -1,8817 -1,7971 -1,6828 -1,5791 -1,5228 -1,5410 -1,6426 -1,8126 -2,0223 -2,2543 -2,5177 -2,8337 -3,2092 -3,6277 -4,0619 -4,4841 -4,8638 -5,1647 -5,3501 -5,3983 -5,3156 -5,1361 -4,9081 -4,6770 -4,4750 -4,3191 -4,2157 -4,1593 -4,1235 -4,0677 -3,9574 -3,7799 -3,5427 -3,2649 -2,9663 -2,6581 -2,3393 -2,0052 -1,6569 -1,3054 -0,9762 -0,7068 -0,5300 -0,4622 -0,4998 -0,6129 -0,7594 -0,9140 -1,0721 -1,2306 -1,3781 -1,5039 -1,6085 -1,7033 -1,7958 -1,8742 -1,9166 -1,9194 -1,9090 -1,9279 -2,0133 -2,1810 -2,4200 -2,7018 -2,9952 -3,2771 -3,5324 -3,7501 -3,9273 -4,0771 -4,2251 -4,3853 -4,5357 -4,6259 -4,6147 -4,4966 -4,2989 -4,0717 -3,8762 -3,7589 -3,7344 -3,7960 -3,9217 -4,0676 -4,1754 -4,1982 -4,1204 -3,9658 -3,7858 -3,6314 -3,5300 -3,4797 -3,4543 -3,4165 -3,3307 -3,1658 -2,8946 -2,4922 -1,9367 -1,2168 -0,3412 0,6629 1,7561 2,8905 4,0112 5,0581 5,9775 6,7474 7,3896 7,9495 8,4706 8,9804 9,4852 9,9647 10,3800 10,7014 10,9335 11,1037 11,2286 11,3000 11,3067 11,2653 11,2233 11,2233 11,2754 11,3630 11,4634 11,5597 11,6441 11,7168 11,7780 11,8146 11,7951 11,6803 11,4414 11,0744 10,6040 10,0731 9,5140 8,9259 8,2875 7,5931 6,8685 6,1556 5,4886 4,8844 4,3375 3,8199 3,2932 2,7299 2,1175 1,4414 0,6790 -0,1760 -1,0899 -1,9931 -2,8136 -3,5047 -4,0479 -4,4460 -4,7217 -4,9133 -5,0581 -5,1810 -5,3026 -5,4501 -5,6441 -5,8780 -6,1204 -6,3370 -6,5067 -6,6188 -6,6609 -6,6156 -6,4678 -6,2145 -5,8657 -5,4440 -4,9922 -4,5740 -4,2526 -4,0576 -3,9669 -3,9237 -3,8742 -3,7901 -3,6687 -3,5249 -3,3694 -3,1861 -2,9363 -2,5810 -2,0912 -1,4516 -0,6712 0,2076 1,1177 1,9885 2,7641 3,4168 3,9467 4,3588 4,6480 4,8120 4,8628 4,8184 4,6902 4,4815 4,1965 3,8492 3,4553 3,0195 2,5348 1,9930 1,4036 0,7977 0,2114 -0,3263 -0,7869 -1,1393 -1,3623 -1,4601 -1,4657 -1,4288 -1,3972 -1,4054 -1,4765 -1,6331 -1,8989 -2,2850 -2,7801 -3,3536 -3,9616 -4,5565 -5,1099 -5,6213 -6,0977 -6,5320 -6,9134 -7,2517 -7,5708 -7,8794 -8,1664 -8,4216 -8,6422 -8,8293 -8,9931 -9,1547 -9,3334 -9,5212 -9,6741 -9,7365 -9,6787 -9,5103 -9,2654 -8,9782 -8,6697 -8,3521 -8,0337 -7,7156 -7,3914 -7,0522 -6,6876 -6,2856 -5,8355 -5,3280 -4,7595 -4,1455 -3,5234 -2,9275 -2,3640 -1,8196 -1,2788 -0,7185 -0,1063 0,5751 1,3092 2,0571 2,7814 3,4606 4,0881 4,6642 5,1963 5,7005 6,1975 6,7051 7,2271 7,7428 8,2142 8,6108 8,9199 9,1396 9,2781 9,3576 9,4079 9,4495 9,4818 9,4886 9,4587 9,4057 9,3688 9,3882 9,4744 9,6028 9,7367 9,8502 9,9309 9,9641 9,9210 9,7715 9,5052 9,1304 8,6592 8,0988 7,4544 6,7383 5,9725 5,1760 4,3585 3,5381 2,7590 2,0785 1,5348 1,1258 0,8074 0,5122 0,1782 -0,2298 -0,7127 -1,2407 -1,7757 -2,2963 -2,7969 -3,2680 -3,6950 -4,0757 -4,4154 -4,7016 -4,9094 -5,0351 -5,1053 -5,1525 -5,1909 -5,2206 -5,2386 -5,2343 -5,1828 -5,0509 -4,8096 -4,4409 -3,9416 -3,3247 -2,6181 -1,8608 -1,1005 -0,3834 0,2601 0,8131 1,2524 1,5391 1,6369 1,5444 1,3082 1,0138 0,7628 0,6425 0,6983 0,9241 1,2687 1,6544 2,0060 2,2813 2,4868 2,6607 2,8387 3,0353 3,2507 3,4772 3,6963 3,8763 3,9865 4,0167 3,9849 3,9292 3,8866 3,8668 3,8401 3,7566 3,5812 3,3142 2,9836 2,6219 2,2512 1,8872 1,5444 1,2317 0,9524 0,7137 0,5300 0,4105 0,3522 0,3513 0,4102 0,5229 0,6628 0,7916 0,8754 0,8852 0,7987 0,6137 0,3485 0,0252 -0,3406 -0,7386 -1,1663 -1,6236 -2,0991 -2,5718 -3,0264 -3,4493 -3,8130 -4,0752 -4,2019 -4,1919 -4,0757 -3,8925 -3,6744 -3,4464 -3,2290 -3,0411 -2,8940 -2,7809 -2,6872 -2,6147 -2,5814 -2,5888 -2,6051 -2,5949 -2,5577 -2,5312 -2,5665 -2,6943 -2,8978 -3,1193 -3,2992 -3,4064 -3,4370 -3,3994 -3,3059 -3,1710 -3,0104 -2,8372 -2,6577 -2,4696 -2,2670 -2,0437 -1,7916 -1,5013 -1,1671 -0,7925 -0,3914 0,0156 0,4158 0,8152 1,2263 1,6485 2,0634 2,4439 2,7658 3,0251 3,2505 3,4880 3,7730 4,1166 4,5097 4,9284 5,3421 5,7228 6,0392 6,2515 6,3330 6,2981 6,1882 6,0351 5,8479 5,6266 5,3779 5,1218 4,8896 4,7097 4,5922 4,5186 4,4408 4,2902 4,0107 3,5994 3,1071 2,5903 2,0804 1,5974 1,1592 0,7663 0,3984 0,0391 -0,3116 -0,6515 -0,9844 -1,3179 -1,6642 -2,0397 -2,4539 -2,8975 -3,3421 -3,7484 -4,0708 -4,2628 -4,2904 -4,1456 -3,8473 -3,4323 -2,9442 -2,4266 -1,9192 -1,4463 -1,0094 -0,6069 -0,2679 -0,0584 -0,0473 -0,2572 -0,6415 -1,1133 -1,5886 -1,9980 -2,2869 -2,4278 -2,4244 -2,3008 -2,0893 -1,8217 -1,5296 -1,2490 -1,0107 -0,8245 -0,6822 -0,5715
F3    1,1867 1,0969 1,0551 1,0988 1,2368 1,4550 1,7277 2,0207 2,2910 2,4900 2,5836 2,5702 2,4735 2,3178 2,1174 1,8819 1,6194 1,3351 1,0360 0,7351 0,4433 0,1621 -0,1163 -0,4085 -0,7284 -1,0722 -1,4267 -1,7870 -2,1481 -2,4847 -2,7558 -2,9326 -3,0145 -3,0209 -2,9704 -2,8627 -2,6769 -2,3951 -2,0229 -1,5832 -1,1023 -0,6087 -0,1361 0,2744 0,5764 0,7326 0,7302 0,5853 0,3432 0,0778 -0,1342 -0,2479 -0,2552 -0,1668 -0,0096 0,1721 0,3295 0,4242 0,4380 0,3726 0,2443 0,0819 -0,0802 -0,2206 -0,3432 -0,4692 -0,6179 -0,7986 -1,0168 -1,2732 -1,5501 -1,8079 -1,9968 -2,0746 -2,0269 -1,8776 -1,6782 -1,4854 -1,3417 -1,2676 -1,2637 -1,3101 -1,3654 -1,3807 -1,3214 -1,1795 -0,9669 -0,7053 -0,4161 -0,1084 0,2224 0,5813 0,9599 1,3290 1,6422 1,8524 1,9320 1,8786 1,7147 1,4903 1,2604 1,0484 0,8469 0,6501 0,4685 0,3172 0,1985 0,0947 -0,0198 -0,1547 -0,2998 -0,4431 -0,5838 -0,7220 -0,8452 -0,9286 -0,9501 -0,9072 -0,8195 -0,7220 -0,6541 -0,6470 -0,7188 -0,8777 -1,1202 -1,4189 -1,7128 -1,9259 -2,0071 -1,9504 -1,7827 -1,5505 -1,3097 -1,1046 -0,9561 -0,8727 -0,8523 -0,8678 -0,8700 -0,8147 -0,6842 -0,4858 -0,2387 0,0326 0,2995 0,5402 0,7491 0,9310 1,0973 1,2788 1,5220 1,8708 2,3523 2,9666 3,6852 4,4641 5,2568 6,0162 6,7009 7,2802 7,7391 8,0906 8,3781 8,6518 8,9429 9,2597 9,5957 9,9332 10,2460 10,5108 10,7211 10,8872 11,0201 11,1171 11,1714 11,1976 11,2293 11,2837 11,3469 11,3980 11,4289 11,4387 11,4285 11,4065 11,3865 11,3770 11,3684 11,3272 11,2061 10,9655 10,5909 10,0959 9,5010 8,8110 8,0286 7,1887 6,3568 5,5891 4,9037 4,2866 3,7143 3,1700 2,6439 2,1295 1,6233 1,1176 0,5920 0,0250 -0,5832 -1,2001 -1,7728 -2,2520 -2,6103 -2,8461 -2,9780 -3,0347 -3,0430 -3,0242 -3,0098 -3,0483 -3,1764 -3,3903 -3,6547 -3,9256 -4,1625 -4,3309 -4,4032 -4,3597 -4,1961 -3,9271 -3,5761 -3,1628 -2,7134 -2,2794 -1,9311 -1,7175 -1,6309 -1,6098 -1,5777 -1,4798 -1,2973 -1,0405 -0,7225 -0,3374 0,1376 0,7240 1,4310 2,2452 3,1223 3,9928 4,7849 5,4487 5,9676 6,3584 6,6589 6,8969 7,0712 7,1650 7,1655 7,0698 6,8838 6,6149 6,2684 5,8589 5,4139 4,9572 4,4921 4,0036 3,4760 2,9061 2,3034 1,6916 1,1120 0,6147 0,2363 -0,0147 -0,1546 -0,2132 -0,2267 -0,2359 -0,2883 -0,4331 -0,7076 -1,1198 -1,6427 -2,2241 -2,8073 -3,3500 -3,8370 -4,2730 -4,6579 -4,9719 -5,1947 -5,3335 -5,4169 -5,4647 -5,4855 -5,4989 -5,5341 -5,6082 -5,7167 -5,8417 -5,9604 -6,0430 -6,0478 -5,9375 -5,7066 -5,3873 -5,0309 -4,6819 -4,3660 -4,0920 -3,8527 -3,6227 -3,3695 -3,0730 -2,7281 -2,3330 -1,8818 -1,3718 -0,8123 -0,2272 0,3600 0,9496 1,5665 2,2277 2,9184 3,6038 4,2522 4,8412 5,3555 5,7920 6,1616 6,4789 6,7500 6,9761 7,1678 7,3469 7,5399 7,7715 8,0562 8,3842 8,7177 9,0152 9,2521 9,4158 9,4962 9,4962 9,4388 9,3480 9,2266 9,0584 8,8311 8,5576 8,2797 8,0463 7,8816 7,7811 7,7350 7,7392 7,7819 7,8269 7,8182 7,7071 7,4778 7,1451 6,7371 6,2787 5,7809 5,2458 4,6841 4,1179 3,5682 3,0513 2,5871 2,1994 1,9016 1,6778 1,4855 1,2829 1,0457 0,7606 0,4218 0,0413 -0,3521 -0,7298 -1,0720 -1,3664 -1,6132 -1,8301 -2,0300 -2,1919 -2,2745 -2,2565 -2,1492 -1,9749 -1,7491 -1,4921 -1,2412 -1,0291 -0,8487 -0,6532 -0,3875 -0,0137 0,4852 1,1047 1,8158 2,5660 3,2904 3,9303 4,4467 4,8236 5,0604 5,1581 5,1140 4,9343 4,6535 4,3454 4,1084 4,0245 4,1210 4,3668 4,6921 5,0084 5,2342 5,3300 5,3189 5,2677 5,2429 5,2750 5,3523 5,4333 5,4695 5,4282 5,3044 5,1176 4,9017 4,6934 4,5149 4,3581 4,1899 3,9792 3,7186 3,4236 3,1233 2,8432 2,5881 2,3448 2,0980 1,8390 1,5658 1,2868 1,0259 0,8145 0,6759 0,6189 0,6404 0,7316 0,8841 1,0879 1,3218 1,5476 1,7145 1,7749 1,7047 1,5139 1,2387 0,9181 0,5764 0,2296 -0,0947 -0,3629 -0,5611 -0,6961 -0,7680 -0,7582 -0,6486 -0,4444 -0,1714 0,1476 0,5044 0,8947 1,3019 1,6913 2,0193 2,2567 2,3999 2,4519 2,4091 2,2845 2,1266 1,9909 1,8961 1,8077 1,6587 1,3952 1,0225 0,6038 0,2132 -0,0991 -0,3079 -0,4074 -0,4085 -0,3341 -0,2100 -0,0611 0,0865 0,2089 0,2954 0,3516 0,3931 0,4380 0,5084 0,6262 0,7977 1,0077 1,2397 1,4959 1,7886 2,1180 2,4614 2,7781 3,0223 3,1726 3,2666 3,3938 3,6364 4,0182 4,5043 5,0345 5,5525 6,0093 6,3548 6,5473 6,5839 6,5111 6,3894 6,2494 6,0835 5,8724 5,6159 5,3479 5,1263 5,0073 5,0232 5,1653 5,3709 5,5353 5,5614 5,4170 5,1414 4,7977 4,4337 4,0823 3,7655 3,4910 3,2566 3,0663 2,9309 2,8508 2,8068 2,7624 2,6713 2,4949 2,2245 1,8827 1,5045 1,1254 0,7859 0,5357 0,4230 0,4728 0,6712 0,9747 1,3357 1,7132 2,0728 2,3937 2,6702 2,8889 3,0089 2,9717 2,7369 2,3180 1,7865 1,2352 0,7419 0,3611 0,1225 0,0242 0,0353 0,1108 0,2103 0,3145 0,4186 0,5042 0,5363 0,4921 0,3774 0,2231
F7    2,0051 1,5292 1,1525 0,9477 0,9252 1,0430 1,2409 1,4637 1,6587 1,7733 1,7790 1,6922 1,5602 1,4327 1,3408 1,2845 1,2354 1,1623 1,0578 0,9387 0,8240 0,7135 0,5832 0,4020 0,1628 -0,1061 -0,3734 -0,6406 -0,9247 -1,2167 -1,4803 -1,6892 -1,8551 -2,0145 -2,1863 -2,3395 -2,4061 -2,3291 -2,1041 -1,7726 -1,3879 -1,0011 -0,6594 -0,4015 -0,2536 -0,2304 -0,3295 -0,5211 -0,7464 -0,9392 -1,0550 -1,0769 -0,9965 -0,8073 -0,5165 -0,1521 0,2435 0,6209 0,9362 1,1638 1,2975 1,3471 1,3331 1,2702 1,1608 1,0113 0,8526 0,7301 0,6698 0,6618 0,6776 0,6931 0,7010 0,7134 0,7607 0,8770 1,0784 1,3540 1,6713 1,9783 2,2121 2,3349 2,3673 2,3723 2,4031 2,4703 2,5561 2,6450 2,7363 2,8424 2,9899 3,2136 3,5300 3,9127 4,2938 4,5895 4,7365 4,7149 4,5470 4,2837 3,9788 3,6573 3,3143 2,9502 2,5974 2,3063 2,1024 1,9527 1,7850 1,5528 1,2733 1,0007 0,7810 0,6337 0,5589 0,5524 0,6112 0,7230 0,8595 0,9882 1,0892 1,1575 1,1866 1,1521 1,0197 0,7791 0,4745 0,1931 0,0169 -0,0139 0,0987 0,3221 0,6042 0,8909 1,1385 1,3107 1,3907 1,4083 1,4356 1,5441 1,7669 2,0879 2,4571 2,8162 3,1183 3,3395 3,4809 3,5573 3,5874 3,5994 3,6325 3,7334 3,9540 4,3351 4,8754 5,5221 6,1972 6,8356 7,3963 7,8471 8,1645 8,3674 8,5261 8,7123 8,9560 9,2556 9,6048 9,9855 10,3478 10,6274 10,7941 10,8694 10,9010 10,9267 10,9629 11,0168 11,0923 11,1746 11,2260 11,2062 11,0901 10,8690 10,5518 10,1731 9,7909 9,4688 9,2517 9,1484 9,1236 9,1021 8,9990 8,7622 8,3793 7,8493 7,1769 6,3961 5,5803 4,8171 4,1729 3,6730 3,2978 2,9987 2,7260 2,4537 2,1778 1,8881 1,5501 1,1278 0,6273 0,1135 -0,3234 -0,6228 -0,7815 -0,8368 -0,8349 -0,8133 -0,7949 -0,7922 -0,8243 -0,9245 -1,1132 -1,3699 -1,6411 -1,8748 -2,0421 -2,1338 -2,1401 -2,0388 -1,8060 -1,4362 -0,9508 -0,3878 0,1948 0,7078 1,0507 1,1685 1,0938 0,9317 0,8039 0,8047 0,9781 1,3095 1,7489 2,2551 2,8122 3,4140 4,0586 4,7522 5,4867 6,2104 6,8386 7,3053 7,5979 7,7507 7,8181 7,8422 7,8362 7,8022 7,7467 7,6731 7,5776 7,4587 7,3193 7,1578 6,9658 6,7316 6,4421 6,0842 5,6481 5,1277 4,5204 3,8381 3,1219 2,4365 1,8451 1,3903 1,0902 0,9428 0,9332 1,0322 1,1858 1,3090 1,3098 1,1368 0,8024 0,3590 -0,1380 -0,6473 -1,1492 -1,6416 -2,1161 -2,5428 -2,8949 -3,1768 -3,4052 -3,5711 -3,6479 -3,6251 -3,5089 -3,3067 -3,0346 -2,7281 -2,4294 -2,1618 -1,9160 -1,6659 -1,3990 -1,1295 -0,8923 -0,7177 -0,6025 -0,5066 -0,3771 -0,1743 0,1143 0,4691 0,8410 1,1702 1,4198 1,5973 1,7417 1,8940 2,0835 2,3355 2,6693 3,0767 3,5144 3,9344 4,3134 4,6467 4,9286 5,1518 5,3238 5,4666 5,6002 5,7295 5,8479 5,9444 6,0113 6,0599 6,1226 6,2285 6,3859 6,5939 6,8441 7,1041 7,3211 7,4503 7,4760 7,4075 7,2616 7,0503 6,7857 6,4989 6,2446 6,0735 6,0002 6,0073 6,0681 6,1506 6,2139 6,2137 6,1146 5,9047 5,6051 5,2599 4,9135 4,5937 4,3090 4,0564 3,8295 3,6147 3,3894 3,1374 2,8741 2,6550 2,5432 2,5501 2,6108 2,6272 2,5313 2,3091 1,9917 1,6397 1,3199 1,0745 0,9159 0,8436 0,8498 0,9050 0,9697 1,0359 1,1338 1,2891 1,4901 1,7001 1,8889 2,0426 2,1564 2,2347 2,2945 2,3612 2,4647 2,6409 2,9243 3,3304 3,8387 4,3910 4,9128 5,3467 5,6661 5,8635 5,9352 5,8782 5,6935 5,3980 5,0389 4,6984 4,4702 4,4108 4,5122 4,7256 4,9933 5,2539 5,4436 5,5197 5,4857 5,3894 5,2878 5,2110 5,1524 5,0835 4,9794 4,8357 4,6648 4,4914 4,3592 4,3190 4,3886 4,5237 4,6291 4,6113 4,4400 4,1638 3,8700 3,6282 3,4596 3,3369 3,2048 3,0106 2,7344 2,4058 2,0943 1,8723 1,7780 1,8083 1,9358 2,1262 2,3509 2,5926 2,8402 3,0720 3,2459 3,3162 3,2561 3,0675 2,7823 2,4497 2,1145 1,8115 1,5739 1,4282 1,3797 1,4143 1,5143 1,6656 1,8461 2,0144 2,1251 2,1628 2,1593 2,1783 2,2853 2,5119 2,8326 3,1811 3,4851 3,6816 3,7300 3,6404 3,4778 3,3170 3,1896 3,0710 2,9049 2,6449 2,2863 1,8622 1,4122 0,9666 0,5566 0,2235 0,0121 -0,0366 0,1079 0,4463 0,9270 1,4517 1,9136 2,2411 2,4226 2,4995 2,5294 2,5515 2,5779 2,6091 2,6529 2,7240 2,8257 2,9432 3,0579 3,1549 3,2198 3,2480 3,2668 3,3390 3,5340 3,8865 4,3773 4,9481 5,5285 6,0507 6,4549 6,7026 6,7941 6,7670 6,6653 6,5114 6,3125 6,0773 5,8273 5,6081 5,4932 5,5607 5,8504 6,3256 6,8702 7,3344 7,6053 7,6531 7,5139 7,2310 6,8282 6,3317 5,7884 5,2492 4,7536 4,3374 4,0337 3,8493 3,7538 3,6958 3,6249 3,5126 3,3622 3,1891 2,9893 2,7447 2,4620 2,1903 1,9949 1,9214 1,9793 2,1410 2,3493 2,5321 2,6334 2,6539 2,6525 2,6819 2,7239 2,7002 2,5364 2,2116 1,7652 1,2699 0,8054 0,4432 0,2314 0,1799 0,2636 0,4386 0,6627 0,9159 1,1895 1,4479 1,6212 1,6507 1,5313 1,3158
