Fp1   -1,5865 -1,7792 -1,8312 -1,7091 -1,4184 -1,0100 -0,5541 -0,1060 0,3004 0,6350 0,8620 0,9497 0,8889 0,7049 0,4520 0,1972 0,0058 -0,0719 -0,0197 0,1342 0,3326 0,5168 0,6514 0,7316 0,7660 0,7543 0,6801 0,5229 0,2835 -0,0017 -0,2745 -0,4765 -0,5598 -0,4922 -0,2552 0,1578 0,7197 1,3419 1,8826 2,1953 2,1799 1,8166 1,1709 0,3634 -0,4709 -1,2131 -1,7778 -2,1228 -2,2536 -2,2136 -2,0564 -1,8225 -1,5443 -1,2521 -0,9649 -0,6921 -0,4514 -0,2779 -0,2091 -0,2545 -0,3791 -0,5154 -0,5898 -0,5516 -0,4058 -0,2107 -0,0325 0,0909 0,1488 0,1448 0,0894 -0,0076 -0,1420 -0,3086 -0,4824 -0,6092 -0,6263 -0,5103 -0,3103 -0,1320 -0,0865 -0,2460 -0,6236 -1,1701 -1,7838 -2,3435 -2,7428 -2,9015 -2,7730 -2,3687 -1,7674 -1,0878 -0,4519 0,0320 0,2774 0,2449 -0,0253 -0,4155 -0,7818 -1,0152 -1,0817 -1,0265 -0,9427 -0,9179 -0,9914 -1,1441 -1,3172 -1,4484 -1,5100 -1,5240 -1,5420 -1,6101 -1,7524 -1,9738 -2,2552 -2,5469 -2,7781 -2,8765 -2,7902 -2,5159 -2,1049 -1,6365 -1,1798 -0,7784 -0,4564 -0,2287 -0,1015 -0,0570 -0,0312 0,0730 0,3307 0,7530 1,2906 1,8572 2,3564 2,7145 2,9046 2,9470 2,8896 2,7727 2,6041 2,3734 2,0897 1,7922 1,5329 1,3594 1,3074 1,3952 1,6149 1,9232 2,2469 2,5062 2,6430 2,6336 2,4928 2,2701 2,0308 1,8374 1,7418 1,7633 1,8521 1,9014 1,8282 1,6436 1,4420 1,3326 1,3736 1,5465 1,7806 1,9982 2,1402 2,1781 2,1225 2,0056 1,8524 1,6735 1,4746 1,2639 1,0554 0,8670 0,7192 0,6312 0,6084 0,6300 0,6654 0,7055 0,7740 0,9115 1,1564 1,5281 2,0062 2,5137 2,9297 3,1285 3,0186 2,5664 1,8046 0,8308 -0,2099 -1,1540 -1,8539 -2,2168 -2,2361 -1,9749 -1,5122 -0,9073 -0,2080 0,5239 1,1974 1,7109 2,0052 2,1020 2,0831 2,0254 1,9570 1,8648 1,7232 1,5124 1,2276 0,8794 0,4868 0,0730 -0,3391 -0,7364 -1,1096 -1,4325 -1,6539 -1,7189 -1,6008 -1,3227 -0,9483 -0,5435 -0,1506 0,1956 0,4420 0,5250 0,4118 0,1344 -0,2220 -0,5712 -0,8620 -1,0744 -1,2141 -1,3188 -1,4505 -1,6572 -1,9410 -2,2644 -2,5620 -2,7439 -2,7127 -2,4054 -1,8404 -1,1336 -0,4485 0,0882 0,4358 0,6350 0,7697 0,9184 1,1092 1,3036 1,4227 1,4025 1,2355 0,9700 0,6742 0,3959 0,1484 -0,0722 -0,2625 -0,4052 -0,4781 -0,4714 -0,4005 -0,3073 -0,2523 -0,2969 -0,4781 -0,7932 -1,1963 -1,6061 -1,9389 -2,1464 -2,2147 -2,1391 -1,9215 -1,5880 -1,2055 -0,8777 -0,7066 -0,7418 -0,9622 -1,2963 -1,6510 -1,9335 -2,0695 -2,0302 -1,8571 -1,6519 -1,5190 -1,5039 -1,5824 -1,7043 -1,8391 -1,9784 -2,1006 -2,1550 -2,0883 -1,8806 -1,5588 -1,1922 -0,8807 -0,7312 -0,8207 -1,1562 -1,6592 -2,1884 -2,5884 -2,7443 -2,6219 -2,2759 -1,8175 -1,3624 -0,9873 -0,7170 -0,5366 -0,4109 -0,2999 -0,1790 -0,0637 -0,0165 -0,1151 -0,4017 -0,8491 -1,3581 -1,7808 -1,9786 -1,8962 -1,5863 -1,1636 -0,7483 -0,4374 -0,2888 -0,3055 -0,4367 -0,6113 -0,7751 -0,9009 -0,9782 -1,0049 -0,9925 -0,9740 -0,9794 -0,9983 -0,9947 -0,9619 -0,9369 -0,9617 -1,0444 -1,1476 -1,2111 -1,1985 -1,1308 -1,0738 -1,0934 -1,2190 -1,4370 -1,7005 -1,9460 -2,1175 -2,1820 -2,1261 -1,9504 -1,6710 -1,3216 -0,9442 -0,5795 -0,2699 -0,0722 -0,0531 -0,2629 -0,7034 -1,3070 -1,9494 -2,4984 -2,8657 -3,0302 -3,0307 -2,9357 -2,8040 -2,6633 -2,5233 -2,4007 -2,3198 -2,2899 -2,2949 -2,3121 -2,3308 -2,3510 -2,3791 -2,4228 -2,4816 -2,5473 -2,6241 -2,7370 -2,9058 -3,1200 -3,3445 -3,5347 -3,6474 -3,6548 -3,5559 -3,3639 -3,0824 -2,7103 -2,2773 -1,8651 -1,5886 -1,5466 -1,7758 -2,2297 -2,7877 -3,2972 -3,6396 -3,7739 -3,7278 -3,5569 -3,3168 -3,0523 -2,7964 -2,5727 -2,3975 -2,2899 -2,2793 -2,3918 -2,6249 -2,9404 -3,2829 -3,6011 -3,8567 -4,0299 -4,1250 -4,1640 -4,1769 -4,2069 -4,3075 -4,5071 -4,7812 -5,0662 -5,2969 -5,4297 -5,4305 -5,2550 -4,8659 -4,2765 -3,5678 -2,8624 -2,2792 -1,8987 -1,7458 -1,7889 -1,9572 -2,1691 -2,3525 -2,4558 -2,4549 -2,3523 -2,1726 -1,9644 -1,8003 -1,7434 -1,8063 -1,9552 -2,1540 -2,3918 -2,6771 -3,0160 -3,3889 -3,7369 -3,9785 -4,0544 -3,9616 -3,7492 -3,4876 -3,2361 -3,0328 -2,9075 -2,8915 -3,0157 -3,3028 -3,7500 -4,3120 -4,9070 -5,4496 -5,8875 -6,2096 -6,4222 -6,5197 -6,4743 -6,2493 -5,8239 -5,2180 -4,4950 -3,7381 -3,0273 -2,4325 -2,0039 -1,7552 -1,6644 -1,6867 -1,7573 -1,8080 -1,8122 -1,8108 -1,8780 -2,0627 -2,3545 -2,6930 -3,0123 -3,2788 -3,4902 -3,6481 -3,7443 -3,7676 -3,7081 -3,5578 -3,3197 -3,0175 -2,6900 -2,3741 -2,0984 -1,8935 -1,7922 -1,8049 -1,8980 -2,0120 -2,0966 -2,1174 -2,0437 -1,8541 -1,5633 -1,2318 -0,9361 -0,7275 -0,6174 -0,5814 -0,5706 -0,5343 -0,4490 -0,3331 -0,2388 -0,2247 -0,3180 -0,4970 -0,7077 -0,8919 -1,0059 -1,0384 -1,0326 -1,0778 -1,2518 -1,5660 -1,9623 -2,3481 -2,6477 -2,8500 -3,0206 -3,2557 -3,6075 -4,0371 -4,4318 -4,6709 -4,6857 -4,4803 -4,1192 -3,6936 -3,2892 -2,9742 -2,8014 -2,8059 -2,9903 -3,3104 -3,6863 -4,0444 -4,3541 -4,6293 -4,9040 -5,2042 -5,5276 -5,8430 -6,0991 -6,2365 -6,2031 -5,9617 -5,4981 -4,8513 -4,1328 -3,4934 -3,0543
Fz    0,0212 0,0746 0,1644 0,2649 0,3355 0,3372 0,2521 0,0930 -0,1033 -0,2960 -0,4547 -0,5645 -0,6238 -0,6387 -0,6207 -0,5877 -0,5557 -0,5259 -0,4853 -0,4203 -0,3257 -0,2038 -0,0606 0,0924 0,2381 0,3600 0,4493 0,5035 0,5256 0,5205 0,4879 0,4230 0,3326 0,2439 0,1901 0,1905 0,2458 0,3442 0,4665 0,5839 0,6571 0,6478 0,5364 0,3295 0,0560 -0,2426 -0,5245 -0,7575 -0,9288 -1,0475 -1,1298 -1,1793 -1,1828 -1,1212 -0,9825 -0,7738 -0,5253 -0,2823 -0,0895 0,0257 0,0614 0,0349 -0,0284 -0,1055 -0,1854 -0,2708 -0,3675 -0,4744 -0,5807 -0,6677 -0,7170 -0,7235 -0,7005 -0,6689 -0,6419 -0,6186 -0,5893 -0,5485 -0,5016 -0,4619 -0,4475 -0,4813 -0,5831 -0,7582 -0,9915 -1,2562 -1,5236 -1,7587 -1,9180 -1,9688 -1,9132 -1,7876 -1,6415 -1,5184 -1,4459 -1,4322 -1,4628 -1,5051 -1,5298 -1,5372 -1,5583 -1,6279 -1,7609 -1,9485 -2,1706 -2,4046 -2,6273 -2,8190 -2,9720 -3,0942 -3,2018 -3,3100 -3,4332 -3,5828 -3,7534 -3,9156 -4,0263 -4,0459 -3,9517 -3,7467 -3,4618 -3,1435 -2,8377 -2,5813 -2,4030 -2,3211 -2,3334 -2,4090 -2,4898 -2,5075 -2,4078 -2,1719 -1,8209 -1,4032 -0,9728 -0,5678 -0,1989 0,1470 0,4905 0,8434 1,2001 1,5468 1,8769 2,1962 2,5176 2,8505 3,1926 3,5269 3,8252 4,0570 4,2002 4,2498 4,2189 4,1317 4,0161 3,9018 3,8184 3,7951 3,8583 4,0215 4,2680 4,5507 4,8169 5,0331 5,1861 5,2744 5,3063 5,2940 5,2437 5,1513 5,0084 4,8149 4,5910 4,3751 4,2045 4,0994 4,0641 4,0924 4,1692 4,2717 4,3741 4,4532 4,4909 4,4726 4,3892 4,2409 4,0395 3,8084 3,5762 3,3653 3,1841 3,0270 2,8822 2,7401 2,6030 2,4895 2,4298 2,4537 2,5766 2,7914 3,0693 3,3689 3,6515 3,8989 4,1137 4,2999 4,4494 4,5490 4,5934 4,5907 4,5608 4,5279 4,5084 4,5036 4,5031 4,4905 4,4526 4,3853 4,2916 4,1739 4,0337 3,8754 3,7058 3,5339 3,3694 3,2198 3,0860 2,9631 2,8454 2,7300 2,6244 2,5494 2,5315 2,5882 2,7156 2,8881 3,0727 3,2454 3,3965 3,5273 3,6462 3,7619 3,8717 3,9570 3,9946 3,9742 3,9055 3,8074 3,6982 3,5952 3,5148 3,4660 3,4448 3,4352 3,4158 3,3732 3,3172 3,2842 3,3180 3,4441 3,6567 3,9228 4,1936 4,4195 4,5656 4,6239 4,6110 4,5514 4,4644 4,3645 4,2648 4,1775 4,1131 4,0771 4,0673 4,0765 4,0988 4,1350 4,1906 4,2705 4,3775 4,5153 4,6834 4,8709 5,0672 5,2763 5,5103 5,7686 6,0237 6,2243 6,3190 6,2835 6,1315 5,9060 5,6637 5,4570 5,3211 5,2713 5,3038 5,3960 5,5138 5,6269 5,7230 5,8046 5,8710 5,9061 5,8881 5,8060 5,6656 5,4847 5,2864 5,0908 4,9102 4,7511 4,6189 4,5232 4,4791 4,5029 4,6028 4,7752 5,0044 5,2604 5,4954 5,6592 5,7269 5,7136 5,6618 5,6222 5,6379 5,7289 5,8795 6,0445 6,1717 6,2249 6,1914 6,0788 5,9128 5,7313 5,5677 5,4397 5,3565 5,3263 5,3520 5,4228 5,5174 5,6106 5,6785 5,7041 5,6886 5,6553 5,6401 5,6669 5,7271 5,7879 5,8212 5,8187 5,7878 5,7455 5,7108 5,7022 5,7412 5,8458 6,0134 6,2121 6,3941 6,5157 6,5469 6,4736 6,3005 6,0547 5,7787 5,5212 5,3299 5,2433 5,2813 5,4375 5,6844 5,9847 6,3014 6,6023 6,8599 7,0480 7,1414 7,1295 7,0301 6,8840 6,7350 6,6098 6,5152 6,4475 6,4002 6,3639 6,3293 6,2945 6,2653 6,2452 6,2266 6,1939 6,1319 6,0283 5,8709 5,6540 5,3921 5,1182 4,8629 4,6422 4,4682 4,3584 4,3278 4,3735 4,4740 4,5974 4,7121 4,7965 4,8459 4,8680 4,8680 4,8422 4,7843 4,6930 4,5744 4,4438 4,3270 4,2517 4,2325 4,2665 4,3453 4,4662 4,6258 4,8089 4,9867 5,1278 5,2120 5,2345 5,1977 5,1040 4,9562 4,7606 4,5294 4,2802 4,0323 3,8047 3,6134 3,4666 3,3603 3,2771 3,1921 3,0910 2,9818 2,8853 2,8160 2,7757 2,7638 2,7867 2,8555 2,9760 3,1421 3,3324 3,5138 3,6559 3,7462 3,7920 3,8110 3,8228 3,8461 3,8929 3,9665 4,0615 4,1657 4,2592 4,3180 4,3272 4,2918 4,2316 4,1636 4,0939 4,0201 3,9367 3,8378 3,7232 3,6012 3,4805 3,3605 3,2318 3,0861 2,9254 2,7653 2,6275 2,5271 2,4604 2,4037 2,3258 2,2076 2,0527 1,8830 1,7223 1,5813 1,4564 1,3416 1,2370 1,1517 1,1003 1,0927 1,1264 1,1922 1,2803 1,3759 1,4555 1,4943 1,4780 1,4123 1,3296 1,2750 1,2777 1,3340 1,4162 1,4895 1,5251 1,5085 1,4390 1,3246 1,1777 1,0167 0,8630 0,7314 0,6275 0,5546 0,5169 0,5145 0,5448 0,6124 0,7297 0,9029 1,1169 1,3361 1,5226 1,6540 1,7262 1,7510 1,7557 1,7753 1,8285 1,9032 1,9674 1,9898 1,9538 1,8659 1,7575 1,6752 1,6595 1,7255 1,8593 2,0296 2,2045 2,3578 2,4636 2,4931 2,4203 2,2301 1,9227 1,5168 1,0519 0,5807 0,1466 -0,2306 -0,5523 -0,8364 -1,1094 -1,3914 -1,6799 -1,9468 -2,1527 -2,2672 -2,2780 -2,1888 -2,0171 -1,7925 -1,5507 -1,3280 -1,1585 -1,0712 -1,0809 -1,1804 -1,3434 -1,5413 -1,7604 -2,0008 -2,2589 -2,5152 -2,7415 -2,9144 -3,0194 -3,0497 -3,0088 -2,9085 -2,7621 -2,5863 -2,4051 -2,2456 -2,1281
F3    0,2070 0,2710 0,3071 0,2999 0,2403 0,1300 -0,0199 -0,1884 -0,3477 -0,4682 -0,5222 -0,4923 -0,3830 -0,2213 -0,0464 0,0995 0,1837 0,2007 0,1714 0,1236 0,0774 0,0458 0,0382 0,0566 0,0932 0,1410 0,1998 0,2696 0,3419 0,3997 0,4187 0,3746 0,2617 0,1005 -0,0738 -0,2220 -0,3093 -0,3146 -0,2389 -0,1081 0,0352 0,1517 0,2189 0,2257 0,1653 0,0380 -0,1453 -0,3646 -0,5975 -0,8241 -1,0245 -1,1748 -1,2519 -1,2402 -1,1335 -0,9410 -0,6914 -0,4253 -0,1816 0,0117 0,1389 0,1964 0,1882 0,1221 0,0087 -0,1367 -0,2939 -0,4453 -0,5790 -0,6837 -0,7496 -0,7770 -0,7776 -0,7679 -0,7611 -0,7612 -0,7655 -0,7743 -0,7944 -0,8322 -0,8888 -0,9648 -1,0598 -1,1686 -1,2820 -1,3969 -1,5171 -1,6344 -1,7180 -1,7354 -1,6834 -1,5896 -1,4927 -1,4241 -1,4006 -1,4230 -1,4792 -1,5523 -1,6333 -1,7302 -1,8654 -2,0598 -2,3138 -2,6020 -2,8859 -3,1299 -3,3143 -3,4425 -3,5422 -3,6545 -3,8085 -4,0033 -4,2137 -4,4074 -4,5504 -4,6091 -4,5591 -4,3953 -4,1309 -3,7947 -3,4232 -3,0509 -2,7057 -2,4135 -2,2015 -2,0882 -2,0683 -2,1078 -2,1533 -2,1491 -2,0510 -1,8369 -1,5157 -1,1288 -0,7345 -0,3861 -0,1142 0,0818 0,2304 0,3716 0,5354 0,7314 0,9528 1,1855 1,4151 1,6317 1,8307 2,0112 2,1720 2,3088 2,4157 2,4899 2,5338 2,5531 2,5575 2,5621 2,5832 2,6318 2,7107 2,8143 2,9274 3,0251 3,0807 3,0770 3,0105 2,8893 2,7281 2,5400 2,3343 2,1245 1,9285 1,7612 1,6306 1,5383 1,4772 1,4355 1,4059 1,3886 1,3859 1,3976 1,4210 1,4492 1,4686 1,4592 1,4017 1,2835 1,1011 0,8645 0,5985 0,3328 0,0883 -0,1271 -0,3131 -0,4699 -0,5914 -0,6614 -0,6558 -0,5559 -0,3632 -0,1031 0,1836 0,4543 0,6794 0,8572 1,0084 1,1503 1,2748 1,3559 1,3729 1,3236 1,2238 1,0961 0,9577 0,8202 0,6958 0,5986 0,5377 0,5134 0,5157 0,5255 0,5220 0,4891 0,4179 0,3053 0,1517 -0,0411 -0,2694 -0,5246 -0,7914 -1,0497 -1,2746 -1,4401 -1,5277 -1,5346 -1,4731 -1,3633 -1,2241 -1,0712 -0,9192 -0,7810 -0,6628 -0,5624 -0,4761 -0,4047 -0,3519 -0,3190 -0,3051 -0,3130 -0,3496 -0,4174 -0,5079 -0,6038 -0,6891 -0,7586 -0,8190 -0,8779 -0,9296 -0,9517 -0,9203 -0,8283 -0,6858 -0,5121 -0,3319 -0,1702 -0,0417 0,0569 0,1411 0,2221 0,2968 0,3533 0,3802 0,3711 0,3256 0,2486 0,1496 0,0404 -0,0612 -0,1317 -0,1510 -0,1148 -0,0353 0,0668 0,1682 0,2471 0,2942 0,3219 0,3566 0,4224 0,5254 0,6483 0,7595 0,8279 0,8370 0,7920 0,7159 0,6365 0,5759 0,5481 0,5599 0,6081 0,6768 0,7431 0,7938 0,8370 0,8877 0,9438 0,9817 0,9729 0,8997 0,7611 0,5712 0,3551 0,1436 -0,0332 -0,1535 -0,2104 -0,2100 -0,1619 -0,0742 0,0452 0,1852 0,3279 0,4455 0,5104 0,5151 0,4847 0,4659 0,5034 0,6230 0,8200 1,0574 1,2816 1,4462 1,5295 1,5352 1,4811 1,3928 1,2989 1,2186 1,1514 1,0869 1,0227 0,9685 0,9359 0,9305 0,9515 0,9931 1,0480 1,1157 1,2083 1,3446 1,5325 1,7535 1,9718 2,1580 2,2969 2,3814 2,4116 2,3969 2,3548 2,3100 2,2882 2,3009 2,3384 2,3802 2,4081 2,4065 2,3589 2,2582 2,1184 1,9694 1,8425 1,7615 1,7415 1,7916 1,9130 2,0973 2,3265 2,5787 2,8337 3,0738 3,2755 3,4101 3,4608 3,4374 3,3708 3,2927 3,2165 3,1350 3,0338 2,9032 2,7433 2,5686 2,4116 2,3097 2,2815 2,3172 2,3884 2,4647 2,5195 2,5276 2,4700 2,3493 2,1902 2,0216 1,8621 1,7275 1,6404 1,6223 1,6770 1,7871 1,9248 2,0629 2,1793 2,2583 2,2881 2,2578 2,1601 1,9997 1,7970 1,5801 1,3760 1,2135 1,1230 1,1234 1,2139 1,3839 1,6221 1,9100 2,2167 2,5039 2,7398 2,9092 3,0120 3,0522 3,0306 2,9474 2,8075 2,6202 2,3958 2,1423 1,8694 1,5925 1,3320 1,1063 0,9251 0,7887 0,6974 0,6573 0,6728 0,7365 0,8312 0,9417 1,0617 1,1884 1,3184 1,4446 1,5534 1,6266 1,6548 1,6483 1,6342 1,6403 1,6823 1,7633 1,8786 2,0177 2,1628 2,2917 2,3836 2,4249 2,4152 2,3680 2,3011 2,2270 2,1534 2,0879 2,0332 1,9791 1,9050 1,7929 1,6346 1,4312 1,1906 0,9268 0,6619 0,4253 0,2455 0,1392 0,1022 0,1097 0,1305 0,1426 0,1403 0,1319 0,1294 0,1340 0,1301 0,0974 0,0270 -0,0697 -0,1642 -0,2230 -0,2248 -0,1670 -0,0638 0,0588 0,1702 0,2471 0,2813 0,2791 0,2597 0,2489 0,2656 0,3101 0,3658 0,4064 0,4057 0,3479 0,2321 0,0701 -0,1162 -0,2979 -0,4487 -0,5544 -0,6137 -0,6311 -0,6135 -0,5725 -0,5198 -0,4546 -0,3598 -0,2189 -0,0388 0,1490 0,3081 0,4167 0,4716 0,4861 0,4868 0,5035 0,5497 0,6157 0,6788 0,7163 0,7141 0,6786 0,6404 0,6368 0,6868 0,7800 0,8833 0,9656 1,0195 1,0541 1,0673 1,0320 0,9118 0,6848 0,3533 -0,0613 -0,5225 -0,9872 -1,4216 -1,8119 -2,1604 -2,4787 -2,7833 -3,0851 -3,3758 -3,6250 -3,7981 -3,8763 -3,8594 -3,7582 -3,5930 -3,3887 -3,1683 -2,9524 -2,7616 -2,6153 -2,5282 -2,5034 -2,5315 -2,6006 -2,7085 -2,8593 -3,0438 -3,2313 -3,3849 -3,4819 -3,5141 -3,4798 -3,3853 -3,2457 -3,0791 -2,9042 -2,7443 -2,6219 -2,5492
F7    -0,3410 -0,3439 -0,3526 -0,3433 -0,2884 -0,1783 -0,0293 0,1262 0,2588 0,3566 0,4248 0,4750 0,5154 0,5491 0,5709 0,5579 0,4787 0,3239 0,1241 -0,0641 -0,1871 -0,2167 -0,1578 -0,0433 0,0774 0,1549 0,1553 0,0676 -0,0925 -0,2861 -0,4596 -0,5592 -0,5489 -0,4300 -0,2430 -0,0417 0,1353 0,2730 0,3722 0,4344 0,4534 0,4224 0,3409 0,2115 0,0395 -0,1635 -0,3776 -0,5760 -0,7348 -0,8404 -0,8835 -0,8494 -0,7302 -0,5414 -0,3214 -0,1138 0,0523 0,1705 0,2440 0,2698 0,2425 0,1688 0,0709 -0,0221 -0,0844 -0,1010 -0,0718 -0,0135 0,0481 0,0952 0,1244 0,1368 0,1306 0,1040 0,0607 0,0135 -0,0211 -0,0372 -0,0445 -0,0614 -0,1109 -0,2211 -0,4151 -0,6927 -1,0242 -1,3605 -1,6453 -1,8236 -1,8571 -1,7495 -1,5543 -1,3468 -1,1828 -1,0781 -1,0152 -0,9633 -0,8990 -0,8238 -0,7656 -0,7599 -0,8268 -0,9617 -1,1431 -1,3456 -1,5523 -1,7572 -1,9567 -2,1438 -2,3140 -2,4730 -2,6345 -2,8096 -3,0033 -3,2133 -3,4201 -3,5795 -3,6340 -3,5385 -3,2820 -2,8984 -2,4558 -2,0236 -1,6519 -1,3732 -1,2047 -1,1337 -1,1109 -1,0721 -0,9696 -0,7863 -0,5336 -0,2438 0,0371 0,2623 0,4011 0,4525 0,4466 0,4301 0,4431 0,4994 0,5844 0,6685 0,7242 0,7381 0,7150 0,6732 0,6383 0,6329 0,6671 0,7362 0,8266 0,9227 1,0093 1,0714 1,0983 1,0893 1,0494 0,9888 0,9289 0,8949 0,8942 0,9102 0,9217 0,9228 0,9182 0,9051 0,8673 0,7841 0,6473 0,4762 0,3091 0,1793 0,1028 0,0816 0,1078 0,1692 0,2544 0,3502 0,4392 0,5047 0,5398 0,5479 0,5312 0,4801 0,3768 0,2097 -0,0153 -0,2743 -0,5331 -0,7593 -0,9302 -1,0343 -1,0735 -1,0688 -1,0601 -1,0876 -1,1667 -1,2786 -1,3903 -1,4783 -1,5325 -1,5496 -1,5267 -1,4585 -1,3406 -1,1798 -0,9991 -0,8293 -0,6987 -0,6329 -0,6514 -0,7568 -0,9322 -1,1525 -1,3983 -1,6584 -1,9219 -2,1683 -2,3731 -2,5244 -2,6317 -2,7147 -2,7896 -2,8651 -2,9388 -2,9994 -3,0376 -3,0561 -3,0698 -3,0967 -3,1449 -3,2029 -3,2454 -3,2517 -3,2209 -3,1669 -3,1013 -3,0274 -2,9472 -2,8693 -2,8091 -2,7883 -2,8327 -2,9603 -3,1660 -3,4161 -3,6611 -3,8551 -3,9659 -3,9748 -3,8791 -3,6972 -3,4701 -3,2533 -3,0973 -3,0303 -3,0475 -3,1085 -3,1525 -3,1284 -3,0134 -2,8172 -2,5777 -2,3480 -2,1773 -2,0932 -2,0956 -2,1669 -2,2860 -2,4340 -2,5916 -2,7356 -2,8400 -2,8885 -2,8884 -2,8702 -2,8663 -2,8900 -2,9348 -2,9867 -3,0338 -3,0680 -3,0952 -3,1368 -3,2052 -3,2821 -3,3319 -3,3347 -3,3052 -3,2814 -3,2936 -3,3417 -3,4016 -3,4409 -3,4283 -3,3480 -3,2157 -3,0725 -2,9563 -2,8794 -2,8264 -2,7722 -2,7110 -2,6703 -2,6943 -2,8124 -3,0193 -3,2743 -3,5200 -3,7056 -3,8024 -3,8101 -3,7566 -3,6893 -3,6587 -3,6961 -3,7995 -3,9380 -4,0732 -4,1757 -4,2258 -4,2102 -4,1270 -3,9891 -3,8150 -3,6164 -3,3998 -3,1734 -2,9463 -2,7300 -2,5448 -2,4213 -2,3860 -2,4416 -2,5619 -2,7044 -2,8248 -2,8844 -2,8621 -2,7630 -2,6133 -2,4524 -2,3262 -2,2761 -2,3214 -2,4515 -2,6356 -2,8356 -3,0107 -3,1210 -3,1346 -3,0415 -2,8680 -2,6673 -2,4888 -2,3589 -2,2800 -2,2369 -2,2088 -2,1772 -2,1255 -2,0406 -1,9213 -1,7823 -1,6475 -1,5410 -1,4896 -1,5238 -1,6620 -1,8902 -2,1656 -2,4383 -2,6670 -2,8255 -2,8975 -2,8727 -2,7513 -2,5567 -2,3343 -2,1330 -1,9838 -1,8972 -1,8767 -1,9238 -2,0274 -2,1572 -2,2794 -2,3780 -2,4607 -2,5398 -2,6144 -2,6678 -2,6795 -2,6343 -2,5281 -2,3764 -2,2156 -2,0877 -2,0177 -2,0028 -2,0240 -2,0665 -2,1250 -2,2003 -2,2998 -2,4333 -2,5982 -2,7730 -2,9328 -3,0652 -3,1703 -3,2505 -3,3062 -3,3355 -3,3308 -3,2779 -3,1680 -3,0140 -2,8491 -2,7089 -2,6162 -2,5781 -2,5895 -2,6386 -2,7112 -2,7896 -2,8467 -2,8455 -2,7554 -2,5728 -2,3279 -2,0718 -1,8541 -1,7088 -1,6517 -1,6849 -1,8053 -2,0081 -2,2817 -2,6025 -2,9380 -3,2562 -3,5318 -3,7441 -3,8750 -3,9126 -3,8574 -3,7256 -3,5500 -3,3769 -3,2530 -3,2014 -3,2036 -3,2110 -3,1821 -3,1095 -3,0172 -2,9404 -2,9029 -2,9020 -2,9080 -2,8829 -2,8041 -2,6728 -2,5045 -2,3159 -2,1197 -1,9244 -1,7383 -1,5749 -1,4544 -1,3901 -1,3792 -1,4121 -1,4869 -1,6076 -1,7691 -1,9515 -2,1354 -2,3160 -2,4963 -2,6702 -2,8206 -2,9356 -3,0207 -3,0911 -3,1559 -3,2116 -3,2512 -3,2798 -3,3183 -3,3902 -3,5053 -3,6535 -3,8115 -3,9569 -4,0791 -4,1807 -4,2662 -4,3277 -4,3417 -4,2805 -4,1302 -3,8996 -3,6111 -3,2866 -2,9507 -2,6384 -2,3870 -2,2188 -2,1356 -2,1210 -2,1485 -2,1961 -2,2573 -2,3431 -2,4764 -2,6765 -2,9386 -3,2273 -3,4911 -3,6829 -3,7729 -3,7572 -3,6606 -3,5196 -3,3586 -3,1836 -2,9949 -2,7930 -2,5752 -2,3384 -2,0923 -1,8634 -1,6818 -1,5648 -1,5174 -1,5377 -1,6110 -1,7017 -1,7674 -1,7877 -1,7744 -1,7534 -1,7448 -1,7567 -1,7812 -1,7978 -1,7849 -1,7323 -1,6425 -1,5273 -1,4070 -1,3085 -1,2568 -1,2658 -1,3348 -1,4512 -1,5993 -1,7753 -1,9897 -2,2491 -2,5410 -2,8457 -3,1512 -3,4523 -3,7452 -4,0270 -4,2954 -4,5429 -4,7520 -4,9000 -4,9717 -4,9682 -4,9052 -4,8069 -4,6995 -4,6043 -4,5365 -4,5105 -4,5368 -4,6097 -4,6964 -4,7461 -4,7238 -4,6408 -4,5529 -4,5260 -4,5970 -4,7614 -4,9883 -5,2313 -5,4278 -5,5113 -5,4343 -5,1860 -4,7997 -4,3479 -3,9217 -3,6042
