Fp1   -3,6930 -3,7008 -3,7492 -3,7924 -3,7756 -3,6486 -3,3887 -3,0143 -2,5791 -2,1519 -1,7920 -1,5235 -1,3262 -1,1560 -0,9740 -0,7577 -0,5003 -0,2093 0,1019 0,4271 0,7715 1,1435 1,5459 1,9672 2,3742 2,7216 2,9762 3,1279 3,1784 3,1363 3,0226 2,8625 2,6635 2,4157 2,1205 1,8078 1,5160 1,2623 1,0415 0,8436 0,6671 0,5176 0,3900 0,2563 0,0800 -0,1518 -0,4186 -0,6824 -0,9027 -1,0505 -1,1225 -1,1459 -1,1612 -1,1967 -1,2576 -1,3326 -1,4081 -1,4774 -1,5397 -1,5972 -1,6587 -1,7394 -1,8512 -1,9960 -2,1682 -2,3530 -2,5227 -2,6375 -2,6571 -2,5553 -2,3274 -1,9821 -1,5285 -0,9817 -0,3880 0,1629 0,5688 0,7696 0,7786 0,6622 0,4884 0,2945 0,0901 -0,1237 -0,3390 -0,5356 -0,6909 -0,7910 -0,8290 -0,7990 -0,6984 -0,5379 -0,3466 -0,1648 -0,0290 0,0409 0,0441 -0,0114 -0,1198 -0,2816 -0,5139 -0,8497 -1,3001 -1,8240 -2,3534 -2,8363 -3,2420 -3,5469 -3,7379 -3,8283 -3,8532 -3,8439 -3,8111 -3,7526 -3,6626 -3,5378 -3,3859 -3,2307 -3,0972 -2,9845 -2,8571 -2,6648 -2,3647 -1,9376 -1,4039 -0,8295 -0,3059 0,0785 0,2583 0,2040 -0,0726 -0,5169 -1,0383 -1,5307 -1,9135 -2,1658 -2,3202 -2,4315 -2,5503 -2,6999 -2,8653 -3,0143 -3,1207 -3,1665 -3,1426 -3,0569 -2,9379 -2,8324 -2,7924 -2,8453 -2,9690 -3,1017 -3,1880 -3,2221 -3,2498 -3,3331 -3,5075 -3,7650 -4,0626 -4,3407 -4,5419 -4,6309 -4,6053 -4,4840 -4,2851 -4,0246 -3,7274 -3,4271 -3,1579 -2,9428 -2,7858 -2,6790 -2,6234 -2,6445 -2,7803 -3,0531 -3,4613 -3,9940 -4,6350 -5,3448 -6,0591 -6,7183 -7,2959 -7,8110 -8,3235 -8,9002 -9,5661 -10,2799 -10,9521 -11,4907 -11,8432 -12,0051 -12,0033 -11,8774 -11,6615 -11,3697 -10,9979 -10,5366 -9,9876 -9,3793 -8,7736 -8,2467 -7,8559 -7,6184 -7,5179 -7,5299 -7,6395 -7,8397 -8,1192 -8,4641 -8,8602 -9,2810 -9,6810 -10,0165 -10,2711 -10,4574 -10,5977 -10,7079 -10,7913 -10,8369 -10,8221 -10,7266 -10,5483 -10,3066 -10,0329 -9,7560 -9,4945 -9,2627 -9,0769 -8,9503 -8,8789 -8,8335 -8,7654 -8,6298 -8,4177 -8,1675 -7,9445 -7,8132 -7,8164 -7,9565 -8,1854 -8,4178 -8,5623 -8,5544 -8,3751 -8,0459 -7,6069 -7,0965 -6,5525 -6,0237 -5,5632 -5,2063 -4,9569 -4,7994 -4,7132 -4,6664 -4,6110 -4,4997 -4,3095 -4,0514 -3,7663 -3,5157 -3,3674 -3,3654 -3,5008 -3,7139 -3,9240 -4,0641 -4,1054 -4,0652 -3,9931 -3,9420 -3,9420 -3,9864 -4,0336 -4,0293 -3,9409 -3,7760 -3,5783 -3,4126 -3,3365 -3,3673 -3,4813 -3,6436 -3,8304 -4,0211 -4,1803 -4,2628 -4,2391 -4,1086 -3,8826 -3,5672 -3,1744 -2,7393 -2,3100 -1,9270 -1,6132 -1,3769 -1,2193 -1,1398 -1,1376 -1,2097 -1,3499 -1,5443 -1,7682 -1,9838 -2,1425 -2,1978 -2,1279 -1,9456 -1,6844 -1,3789 -1,0547 -0,7377 -0,4708 -0,3103 -0,2967 -0,4284 -0,6555 -0,8989 -1,0901 -1,2061 -1,2677 -1,3084 -1,3443 -1,3587 -1,3111 -1,1716 -0,9531 -0,7079 -0,4974 -0,3628 -0,3168 -0,3500 -0,4455 -0,5961 -0,8070 -1,0708 -1,3516 -1,6030 -1,7983 -1,9427 -2,0666 -2,2018 -2,3528 -2,4919 -2,5828 -2,6087 -2,5792 -2,5121 -2,4131 -2,2800 -2,1220 -1,9578 -1,7996 -1,6463 -1,4844 -1,2981 -1,0852 -0,8669 -0,6771 -0,5357 -0,4305 -0,3219 -0,1671 0,0524 0,3213 0,5999 0,8425 1,0110 1,0846 1,0695 0,9964 0,9058 0,8326 0,7942 0,7865 0,7896 0,7840 0,7644 0,7407 0,7324 0,7623 0,8472 0,9836 1,1444 1,2999 1,4367 1,5538 1,6428 1,6861 1,6766 1,6286 1,5603 1,4757 1,3708 1,2521 1,1399 1,0543 0,9960 0,9381 0,8485 0,7241 0,5982 0,5115 0,4728 0,4482 0,3902 0,2697 0,0849 -0,1435 -0,3769 -0,5737 -0,7080 -0,7776 -0,7992 -0,8077 -0,8457 -0,9354 -1,0650 -1,2018 -1,3165 -1,3950 -1,4326 -1,4234 -1,3552 -1,2095 -0,9692 -0,6364 -0,2459 0,1470 0,4971 0,7831 0,9925 1,1114 1,1363 1,0854 0,9921 0,8848 0,7753 0,6707 0,5940 0,5818 0,6564 0,8062 0,9863 1,1331 1,1902 1,1391 1,0063 0,8332 0,6427 0,4420 0,2462 0,0829 -0,0291 -0,0949 -0,1404 -0,2002 -0,3021 -0,4533 -0,6360 -0,8113 -0,9275 -0,9398 -0,8375 -0,6531 -0,4447 -0,2700 -0,1654 -0,1350 -0,1529 -0,1797 -0,1793 -0,1299 -0,0276 0,1165 0,2788 0,4196 0,4857 0,4272 0,2230 -0,1025 -0,4931 -0,9006 -1,3090 -1,7188 -2,1232 -2,5049 -2,8443 -3,1255 -3,3388 -3,4840 -3,5692 -3,6090 -3,6282 -3,6549 -3,6975 -3,7376 -3,7548 -3,7517 -3,7511 -3,7714 -3,8022 -3,8031 -3,7289 -3,5578 -3,3012 -2,9937 -2,6752 -2,3784 -2,1201 -1,8947 -1,6793 -1,4470 -1,1780 -0,8707 -0,5437 -0,2208 0,0888 0,3910 0,6897 0,9693 1,2027 1,3725 1,4774 1,5195 1,4881 1,3649 1,1425 0,8327 0,4660 0,0897 -0,2417 -0,4821 -0,6050 -0,6145 -0,5497 -0,4655 -0,4033 -0,3709 -0,3460 -0,3037 -0,2415 -0,1798 -0,1513 -0,1940 -0,3445 -0,6184 -0,9921 -1,4183 -1,8618 -2,3184 -2,8055 -3,3361 -3,8950 -4,4378 -4,9205 -5,3313 -5,6893 -6,0196 -6,3318 -6,6072 -6,8032 -6,8818 -6,8344 -6,6789 -6,4461 -6,1744 -5,9039 -5,6712 -5,5100 -5,4444 -5,4733 -5,5709 -5,7027 -5,8349 -5,9345 -5,9773 -5,9546 -5,8734 -5,7584 -5,6522 -5,5962 -5,6045 -5,6555 -5,7065 -5,7206 -5,6917 -5,6456 -5,6185 -5,6319 -5,6839 -5,7630 -5,8663 -6,0027 -6,1737 -6,3536 -6,5002 -6,5827
Fz    -2,5953 -2,5961 -2,6263 -2,6167 -2,5006 -2,2361 -1,8249 -1,3188 -0,8029 -0,3661 -0,0715 0,0673 0,0861 0,0452 0,0043 0,0150 0,1104 0,2867 0,5072 0,7333 0,9510 1,1661 1,3786 1,5666 1,6937 1,7334 1,6841 1,5621 1,3890 1,1907 0,9987 0,8418 0,7353 0,6757 0,6482 0,6379 0,6325 0,6238 0,6092 0,5826 0,5305 0,4423 0,3089 0,1104 -0,1670 -0,4991 -0,8237 -1,0731 -1,2057 -1,2246 -1,1804 -1,1502 -1,1939 -1,3221 -1,5002 -1,6745 -1,7987 -1,8546 -1,8552 -1,8313 -1,8170 -1,8384 -1,9057 -2,0159 -2,1559 -2,2982 -2,4041 -2,4396 -2,3883 -2,2552 -2,0609 -1,8252 -1,5516 -1,2377 -0,9046 -0,6031 -0,3803 -0,2461 -0,1801 -0,1697 -0,2299 -0,3777 -0,5988 -0,8517 -1,0875 -1,2579 -1,3279 -1,2944 -1,1800 -1,0081 -0,7945 -0,5613 -0,3462 -0,1846 -0,0846 -0,0238 0,0268 0,0736 0,0937 0,0507 -0,0954 -0,3785 -0,7948 -1,2894 -1,7898 -2,2391 -2,5891 -2,7922 -2,8266 -2,7271 -2,5706 -2,4277 -2,3363 -2,3081 -2,3375 -2,4003 -2,4552 -2,4610 -2,3986 -2,2721 -2,0900 -1,8496 -1,5329 -1,1222 -0,6329 -0,1208 0,3496 0,7288 0,9739 1,0396 0,8960 0,5612 0,1171 -0,3199 -0,6609 -0,8846 -1,0198 -1,1116 -1,2068 -1,3354 -1,4972 -1,6773 -1,8595 -2,0145 -2,0991 -2,0806 -1,9630 -1,7920 -1,6346 -1,5426 -1,5236 -1,5425 -1,5499 -1,5199 -1,4666 -1,4326 -1,4629 -1,5755 -1,7473 -1,9276 -2,0638 -2,1224 -2,1006 -2,0204 -1,9074 -1,7791 -1,6412 -1,4836 -1,2866 -1,0371 -0,7410 -0,4279 -0,1487 0,0324 0,0580 -0,1012 -0,4426 -0,9421 -1,5613 -2,2441 -2,9201 -3,5272 -4,0382 -4,4786 -4,9227 -5,4482 -6,0774 -6,7635 -7,4268 -7,9872 -8,3777 -8,5573 -8,5274 -8,3325 -8,0345 -7,6812 -7,2950 -6,8852 -6,4617 -6,0484 -5,6923 -5,4492 -5,3510 -5,3851 -5,5093 -5,6835 -5,8914 -6,1373 -6,4269 -6,7576 -7,1214 -7,4935 -7,8185 -8,0353 -8,1218 -8,1028 -8,0211 -7,9100 -7,7796 -7,6127 -7,3825 -7,0763 -6,7021 -6,2872 -5,8771 -5,5243 -5,2707 -5,1404 -5,1414 -5,2665 -5,4849 -5,7364 -5,9436 -6,0444 -6,0267 -5,9335 -5,8394 -5,8212 -5,9215 -6,1135 -6,3073 -6,4048 -6,3492 -6,1390 -5,8165 -5,4433 -5,0713 -4,7217 -4,3959 -4,1036 -3,8649 -3,6860 -3,5500 -3,4398 -3,3475 -3,2537 -3,1221 -2,9230 -2,6531 -2,3316 -1,9891 -1,6679 -1,4253 -1,3148 -1,3493 -1,4842 -1,6413 -1,7522 -1,7943 -1,7997 -1,8292 -1,9302 -2,1134 -2,3529 -2,5977 -2,7891 -2,8835 -2,8679 -2,7614 -2,6010 -2,4156 -2,2115 -1,9892 -1,7687 -1,5881 -1,4769 -1,4338 -1,4310 -1,4391 -1,4382 -1,4053 -1,3119 -1,1484 -0,9344 -0,6941 -0,4365 -0,1623 0,1168 0,3661 0,5397 0,6072 0,5655 0,4277 0,2066 -0,0845 -0,4136 -0,7169 -0,9156 -0,9543 -0,8280 -0,5800 -0,2805 0,0003 0,2105 0,3164 0,3040 0,1876 0,0125 -0,1592 -0,2725 -0,3043 -0,2803 -0,2634 -0,3119 -0,4379 -0,5975 -0,7199 -0,7572 -0,7127 -0,6272 -0,5420 -0,4750 -0,4227 -0,3740 -0,3205 -0,2704 -0,2540 -0,3009 -0,4136 -0,5746 -0,7671 -0,9763 -1,1861 -1,3781 -1,5277 -1,6056 -1,5940 -1,5066 -1,3937 -1,3130 -1,2904 -1,3134 -1,3566 -1,3990 -1,4213 -1,4008 -1,3164 -1,1647 -0,9726 -0,7846 -0,6330 -0,5198 -0,4151 -0,2661 -0,0289 0,2933 0,6474 0,9621 1,1805 1,2785 1,2693 1,1968 1,1113 1,0416 0,9894 0,9366 0,8493 0,6905 0,4446 0,1338 -0,1866 -0,4478 -0,5943 -0,6071 -0,5045 -0,3161 -0,0580 0,2603 0,6132 0,9456 1,1901 1,3025 1,2818 1,1568 0,9639 0,7362 0,4981 0,2636 0,0431 -0,1563 -0,3390 -0,5109 -0,6622 -0,7687 -0,8099 -0,7871 -0,7229 -0,6391 -0,5469 -0,4587 -0,3914 -0,3502 -0,3172 -0,2647 -0,1857 -0,1143 -0,1224 -0,2741 -0,5675 -0,9233 -1,2399 -1,4535 -1,5508 -1,5445 -1,4512 -1,2749 -1,0004 -0,6162 -0,1476 0,3413 0,7806 1,1259 1,3612 1,4816 1,4846 1,3754 1,1714 0,9029 0,6092 0,3278 0,0878 -0,0791 -0,1341 -0,0523 0,1564 0,4424 0,7290 0,9430 1,0499 1,0660 1,0327 0,9782 0,9104 0,8338 0,7581 0,6926 0,6393 0,5859 0,5021 0,3512 0,1153 -0,1878 -0,5104 -0,7922 -0,9776 -1,0296 -0,9402 -0,7411 -0,4985 -0,2769 -0,1079 0,0113 0,1016 0,1901 0,3011 0,4472 0,6295 0,8370 1,0348 1,1629 1,1612 1,0040 0,7147 0,3398 -0,0912 -0,5742 -1,0998 -1,6339 -2,1288 -2,5420 -2,8429 -3,0130 -3,0527 -2,9830 -2,8413 -2,6781 -2,5433 -2,4562 -2,3980 -2,3423 -2,2824 -2,2284 -2,1860 -2,1389 -2,0526 -1,9076 -1,7269 -1,5615 -1,4500 -1,3946 -1,3704 -1,3416 -1,2632 -1,0847 -0,7692 -0,3158 0,2279 0,7766 1,2447 1,5850 1,7998 1,9242 2,0016 2,0707 2,1569 2,2573 2,3333 2,3274 2,2036 1,9745 1,6828 1,3678 1,0553 0,7644 0,5167 0,3364 0,2344 0,1975 0,2084 0,2654 0,3746 0,5351 0,7379 0,9732 1,2350 1,5099 1,7550 1,8956 1,8699 1,6764 1,3591 0,9591 0,4969 -0,0117 -0,5413 -1,0525 -1,5001 -1,8589 -2,1425 -2,3879 -2,6235 -2,8554 -3,0652 -3,2098 -3,2410 -3,1342 -2,8970 -2,5619 -2,1813 -1,8176 -1,5314 -1,3677 -1,3379 -1,4168 -1,5664 -1,7560 -1,9600 -2,1531 -2,3143 -2,4298 -2,4947 -2,5204 -2,5423 -2,6139 -2,7805 -3,0457 -3,3603 -3,6499 -3,8545 -3,9491 -3,9443 -3,8715 -3,7634 -3,6542 -3,5941 -3,6413 -3,8181 -4,0730 -4,3035 -4,4248
F3    -2,3847 -2,5274 -2,6726 -2,7211 -2,5967 -2,2759 -1,7931 -1,2241 -0,6645 -0,2115 0,0643 0,1558 0,1220 0,0457 -0,0085 -0,0018 0,0806 0,2274 0,4130 0,6175 0,8334 1,0627 1,3031 1,5291 1,6954 1,7689 1,7493 1,6528 1,4918 1,2845 1,0648 0,8630 0,6901 0,5469 0,4366 0,3638 0,3279 0,3252 0,3526 0,3933 0,4076 0,3564 0,2285 0,0390 -0,1848 -0,4100 -0,6024 -0,7276 -0,7633 -0,7230 -0,6606 -0,6470 -0,7291 -0,9031 -1,1187 -1,3131 -1,4531 -1,5568 -1,6735 -1,8399 -2,0530 -2,2788 -2,4783 -2,6280 -2,7235 -2,7699 -2,7699 -2,7152 -2,5895 -2,3903 -2,1417 -1,8732 -1,5970 -1,3182 -1,0627 -0,8763 -0,7842 -0,7595 -0,7479 -0,7252 -0,7142 -0,7447 -0,8132 -0,8887 -0,9403 -0,9490 -0,9168 -0,8717 -0,8429 -0,8286 -0,7990 -0,7300 -0,6277 -0,5191 -0,4232 -0,3397 -0,2617 -0,1943 -0,1627 -0,2064 -0,3711 -0,6922 -1,1632 -1,7175 -2,2542 -2,6810 -2,9318 -2,9694 -2,8014 -2,4967 -2,1646 -1,9030 -1,7664 -1,7756 -1,9327 -2,2091 -2,5240 -2,7656 -2,8505 -2,7518 -2,4776 -2,0460 -1,4797 -0,8145 -0,1130 0,5435 1,0869 1,4794 1,7002 1,7288 1,5486 1,1718 0,6680 0,1546 -0,2645 -0,5584 -0,7658 -0,9497 -1,1605 -1,4166 -1,6995 -1,9725 -2,1977 -2,3380 -2,3611 -2,2529 -2,0273 -1,7389 -1,4791 -1,3315 -1,3155 -1,3767 -1,4347 -1,4411 -1,4043 -1,3749 -1,4087 -1,5294 -1,7220 -1,9595 -2,2153 -2,4511 -2,6203 -2,6910 -2,6586 -2,5408 -2,3657 -2,1621 -1,9569 -1,7697 -1,6034 -1,4475 -1,2959 -1,1610 -1,0733 -1,0714 -1,1965 -1,4883 -1,9659 -2,6002 -3,3142 -4,0182 -4,6506 -5,2024 -5,7134 -6,2368 -6,7958 -7,3745 -7,9359 -8,4301 -8,7936 -8,9700 -8,9416 -8,7331 -8,3847 -7,9295 -7,3875 -6,7698 -6,0909 -5,3913 -4,7494 -4,2559 -3,9687 -3,8899 -3,9769 -4,1700 -4,4188 -4,7009 -5,0144 -5,3600 -5,7347 -6,1184 -6,4549 -6,6760 -6,7583 -6,7407 -6,6858 -6,6362 -6,6004 -6,5584 -6,4751 -6,3157 -6,0598 -5,7169 -5,3376 -5,0005 -4,7754 -4,6952 -4,7584 -4,9449 -5,2157 -5,5043 -5,7325 -5,8493 -5,8554 -5,7962 -5,7390 -5,7526 -5,8764 -6,0904 -6,3218 -6,4856 -6,5204 -6,4032 -6,1506 -5,8090 -5,4300 -5,0494 -4,6909 -4,3818 -4,1478 -3,9906 -3,8786 -3,7713 -3,6437 -3,4818 -3,2685 -2,9876 -2,6391 -2,2494 -1,8645 -1,5368 -1,3175 -1,2427 -1,3061 -1,4474 -1,5840 -1,6551 -1,6453 -1,5847 -1,5302 -1,5343 -1,6175 -1,7584 -1,9096 -2,0280 -2,0904 -2,0900 -2,0426 -1,9935 -1,9837 -2,0095 -2,0287 -2,0013 -1,9219 -1,8197 -1,7301 -1,6733 -1,6559 -1,6699 -1,6825 -1,6464 -1,5322 -1,3394 -1,0797 -0,7703 -0,4402 -0,1290 0,1164 0,2512 0,2568 0,1539 -0,0144 -0,2058 -0,3876 -0,5308 -0,6051 -0,5875 -0,4821 -0,3197 -0,1423 0,0161 0,1388 0,2180 0,2395 0,1909 0,0826 -0,0551 -0,1882 -0,2864 -0,3295 -0,3259 -0,3159 -0,3469 -0,4353 -0,5431 -0,5985 -0,5489 -0,3903 -0,1550 0,1126 0,3705 0,5840 0,7271 0,7842 0,7462 0,6024 0,3513 0,0215 -0,3353 -0,6721 -0,9609 -1,1888 -1,3484 -1,4333 -1,4419 -1,3848 -1,2832 -1,1614 -1,0401 -0,9293 -0,8274 -0,7319 -0,6430 -0,5560 -0,4576 -0,3372 -0,2059 -0,1061 -0,0913 -0,1844 -0,3497 -0,5016 -0,5404 -0,4002 -0,0852 0,3350 0,7613 1,1029 1,3015 1,3456 1,2692 1,1282 0,9700 0,8251 0,7109 0,6222 0,5298 0,4085 0,2641 0,1323 0,0610 0,0913 0,2383 0,4806 0,7814 1,1156 1,4666 1,8076 2,0898 2,2513 2,2445 2,0667 1,7657 1,4139 1,0763 0,7997 0,6168 0,5467 0,5824 0,6842 0,8057 0,9199 1,0189 1,0994 1,1522 1,1575 1,0968 0,9706 0,8019 0,6218 0,4534 0,3110 0,2066 0,1478 0,1152 0,0461 -0,1359 -0,4538 -0,8457 -1,2077 -1,4613 -1,5790 -1,5710 -1,4660 -1,2827 -1,0044 -0,6010 -0,0787 0,5024 1,0616 1,5346 1,8769 2,0578 2,0654 1,9107 1,6290 1,2777 0,9246 0,6241 0,4095 0,3060 0,3356 0,5047 0,7905 1,1384 1,4785 1,7554 1,9494 2,0698 2,1326 2,1421 2,0986 2,0138 1,9048 1,7718 1,5940 1,3464 1,0163 0,6103 0,1583 -0,2905 -0,6812 -0,9715 -1,1388 -1,1694 -1,0477 -0,7775 -0,4072 -0,0195 0,3029 0,5111 0,6135 0,6683 0,7441 0,8789 1,0635 1,2473 1,3616 1,3538 1,2105 0,9515 0,6124 0,2251 -0,1966 -0,6574 -1,1589 -1,6727 -2,1396 -2,5010 -2,7239 -2,7980 -2,7267 -2,5275 -2,2390 -1,9210 -1,6346 -1,4063 -1,2234 -1,0708 -0,9603 -0,9131 -0,9214 -0,9389 -0,9154 -0,8377 -0,7375 -0,6655 -0,6566 -0,7121 -0,8082 -0,9095 -0,9638 -0,9007 -0,6584 -0,2172 0,3820 1,0456 1,6649 2,1593 2,5025 2,7185 2,8534 2,9465 3,0210 3,0808 3,1018 3,0439 2,8887 2,6600 2,3987 2,1331 1,8775 1,6446 1,4559 1,3395 1,3048 1,3238 1,3550 1,3818 1,4104 1,4467 1,4916 1,5503 1,6320 1,7326 1,8158 1,8203 1,7067 1,4942 1,2349 0,9566 0,6439 0,2645 -0,1918 -0,6943 -1,1796 -1,5833 -1,8773 -2,0853 -2,2597 -2,4386 -2,6201 -2,7695 -2,8461 -2,8236 -2,6934 -2,4658 -2,1750 -1,8715 -1,6032 -1,4028 -1,2848 -1,2458 -1,2735 -1,3613 -1,5099 -1,7186 -1,9698 -2,2206 -2,4178 -2,5310 -2,5757 -2,6079 -2,6923 -2,8593 -3,0882 -3,3238 -3,5034 -3,5783 -3,5354 -3,4094 -3,2681 -3,1810 -3,1961 -3,3310 -3,5619 -3,8202 -4,0200 -4,1005
F7    -1,9229 -1,9628 -2,0384 -2,0905 -2,0645 -1,9239 -1,6607 -1,3025 -0,9109 -0,5645 -0,3268 -0,2151 -0,1976 -0,2229 -0,2471 -0,2393 -0,1812 -0,0703 0,0853 0,2768 0,4967 0,7357 0,9788 1,1985 1,3573 1,4304 1,4221 1,3559 1,2543 1,1367 1,0243 0,9300 0,8483 0,7644 0,6719 0,5802 0,5032 0,4479 0,4143 0,3928 0,3654 0,3205 0,2578 0,1734 0,0580 -0,0836 -0,2247 -0,3285 -0,3660 -0,3362 -0,2765 -0,2452 -0,2863 -0,4047 -0,5715 -0,7438 -0,8845 -0,9793 -1,0387 -1,0866 -1,1458 -1,2303 -1,3434 -1,4794 -1,6266 -1,7690 -1,8865 -1,9556 -1,9569 -1,8880 -1,7649 -1,6037 -1,4028 -1,1526 -0,8665 -0,5936 -0,3914 -0,2847 -0,2562 -0,2777 -0,3399 -0,4477 -0,5988 -0,7787 -0,9613 -1,1059 -1,1725 -1,1479 -1,0468 -0,8905 -0,6939 -0,4702 -0,2410 -0,0335 0,1371 0,2714 0,3684 0,4075 0,3558 0,1913 -0,0911 -0,4856 -0,9657 -1,4774 -1,9594 -2,3660 -2,6638 -2,8232 -2,8347 -2,7319 -2,5838 -2,4525 -2,3663 -2,3282 -2,3341 -2,3723 -2,4149 -2,4283 -2,3941 -2,3083 -2,1600 -1,9222 -1,5616 -1,0645 -0,4630 0,1677 0,7414 1,1864 1,4479 1,4878 1,2938 0,8957 0,3771 -0,1426 -0,5632 -0,8532 -1,0480 -1,2091 -1,3867 -1,5985 -1,8283 -2,0481 -2,2351 -2,3655 -2,4110 -2,3532 -2,2013 -1,9987 -1,8122 -1,6966 -1,6609 -1,6651 -1,6567 -1,6160 -1,5734 -1,5863 -1,6991 -1,9139 -2,1927 -2,4831 -2,7388 -2,9212 -3,0047 -2,9866 -2,8851 -2,7287 -2,5446 -2,3513 -2,1600 -1,9795 -1,8177 -1,6821 -1,5873 -1,5594 -1,6262 -1,8028 -2,0912 -2,4892 -2,9851 -3,5391 -4,0866 -4,5690 -4,9601 -5,2754 -5,5637 -5,8766 -6,2328 -6,6131 -6,9799 -7,2898 -7,4980 -7,5698 -7,4998 -7,3182 -7,0690 -6,7751 -6,4262 -6,0001 -5,4930 -4,9407 -4,4203 -4,0206 -3,7966 -3,7434 -3,8100 -3,9376 -4,0918 -4,2681 -4,4715 -4,7045 -4,9708 -5,2649 -5,5507 -5,7772 -5,9216 -6,0064 -6,0741 -6,1526 -6,2395 -6,3068 -6,3213 -6,2620 -6,1240 -5,9183 -5,6743 -5,4362 -5,2491 -5,1479 -5,1548 -5,2769 -5,4937 -5,7500 -5,9700 -6,0921 -6,0988 -6,0219 -5,9255 -5,8822 -5,9411 -6,0986 -6,2966 -6,4537 -6,4987 -6,3931 -6,1424 -5,7913 -5,3935 -4,9844 -4,5833 -4,2159 -3,9148 -3,6961 -3,5487 -3,4504 -3,3798 -3,3079 -3,1966 -3,0168 -2,7690 -2,4814 -2,1948 -1,9543 -1,8078 -1,7888 -1,8868 -2,0439 -2,1850 -2,2550 -2,2408 -2,1719 -2,1002 -2,0722 -2,1103 -2,2083 -2,3364 -2,4577 -2,5463 -2,5951 -2,6202 -2,6613 -2,7531 -2,8927 -3,0460 -3,1828 -3,2958 -3,3904 -3,4643 -3,5045 -3,4995 -3,4425 -3,3174 -3,0985 -2,7762 -2,3759 -1,9455 -1,5328 -1,1732 -0,8900 -0,7030 -0,6281 -0,6622 -0,7793 -0,9457 -1,1355 -1,3302 -1,5074 -1,6343 -1,6804 -1,6412 -1,5407 -1,4104 -1,2703 -1,1278 -0,9919 -0,8887 -0,8535 -0,9059 -1,0329 -1,1926 -1,3296 -1,4026 -1,4105 -1,3928 -1,3983 -1,4492 -1,5217 -1,5627 -1,5303 -1,4183 -1,2455 -1,0390 -0,8264 -0,6378 -0,5048 -0,4515 -0,4903 -0,6269 -0,8522 -1,1310 -1,4158 -1,6721 -1,8854 -2,0535 -2,1779 -2,2536 -2,2683 -2,2147 -2,1045 -1,9701 -1,8464 -1,7462 -1,6591 -1,5722 -1,4839 -1,3998 -1,3225 -1,2466 -1,1659 -1,0872 -1,0324 -1,0210 -1,0487 -1,0786 -1,0523 -0,9243 -0,6988 -0,4277 -0,1753 0,0131 0,1188 0,1415 0,0957 0,0037 -0,1156 -0,2489 -0,3838 -0,5158 -0,6525 -0,8001 -0,9481 -1,0677 -1,1215 -1,0772 -0,9242 -0,6799 -0,3744 -0,0318 0,3298 0,6855 0,9962 1,2145 1,3059 1,2678 1,1281 0,9280 0,7059 0,4907 0,2986 0,1364 -0,0015 -0,1343 -0,2755 -0,4110 -0,5050 -0,5278 -0,4842 -0,4158 -0,3718 -0,3805 -0,4454 -0,5512 -0,6686 -0,7636 -0,8114 -0,8077 -0,7790 -0,7879 -0,9078 -1,1674 -1,5253 -1,9006 -2,2201 -2,4407 -2,5486 -2,5494 -2,4441 -2,2110 -1,8277 -1,3123 -0,7333 -0,1801 0,2741 0,5845 0,7286 0,7041 0,5336 0,2657 -0,0360 -0,3124 -0,5278 -0,6718 -0,7418 -0,7309 -0,6367 -0,4736 -0,2771 -0,0957 0,0297 0,0867 0,0962 0,0926 0,0955 0,1023 0,1053 0,1022 0,0889 0,0516 -0,0349 -0,2008 -0,4660 -0,8171 -1,2006 -1,5433 -1,7855 -1,9027 -1,9016 -1,8048 -1,6478 -1,4802 -1,3478 -1,2721 -1,2461 -1,2419 -1,2196 -1,1425 -0,9966 -0,7957 -0,5743 -0,3778 -0,2493 -0,2158 -0,2813 -0,4285 -0,6305 -0,8729 -1,1623 -1,5104 -1,9112 -2,3336 -2,7316 -3,0585 -3,2739 -3,3514 -3,2890 -3,1195 -2,9083 -2,7254 -2,6029 -2,5266 -2,4708 -2,4298 -2,4143 -2,4251 -2,4365 -2,4133 -2,3443 -2,2554 -2,1897 -2,1759 -2,2104 -2,2643 -2,2972 -2,2599 -2,1017 -1,7897 -1,3266 -0,7555 -0,1504 0,4064 0,8528 1,1638 1,3475 1,4282 1,4336 1,3898 1,3117 1,1910 1,0036 0,7386 0,4198 0,0915 -0,2051 -0,4403 -0,5964 -0,6678 -0,6613 -0,5997 -0,5199 -0,4501 -0,3916 -0,3290 -0,2500 -0,1561 -0,0604 0,0216 0,0748 0,0755 -0,0114 -0,2060 -0,4852 -0,7994 -1,1205 -1,4633 -1,8589 -2,3165 -2,8053 -3,2655 -3,6415 -3,9134 -4,1031 -4,2547 -4,4090 -4,5808 -4,7496 -4,8751 -4,9229 -4,8774 -4,7451 -4,5543 -4,3453 -4,1552 -4,0089 -3,9166 -3,8713 -3,8562 -3,8566 -3,8622 -3,8616 -3,8408 -3,7866 -3,6931 -3,5708 -3,4509 -3,3767 -3,3838 -3,4779 -3,6299 -3,7948 -3,9392 -4,0495 -4,1271 -4,1811 -4,2230 -4,2632 -4,3137 -4,3882 -4,4894 -4,5922 -4,6513 -4,6306
