Fp1   0,5256 0,5908 0,6381 0,6391 0,5841 0,4767 0,3437 0,2358 0,2002 0,2569 0,3817 0,5021 0,5415 0,4780 0,3453 0,1855 0,0156 -0,1654 -0,3481 -0,4907 -0,5404 -0,4815 -0,3520 -0,2139 -0,1212 -0,1102 -0,2007 -0,3905 -0,6404 -0,8762 -1,0211 -1,0353 -0,9382 -0,7922 -0,6518 -0,5315 -0,4186 -0,2949 -0,1525 -0,0032 0,1368 0,2631 0,3765 0,4731 0,5492 0,6021 0,6160 0,5449 0,3281 -0,0601 -0,5777 -1,1270 -1,5927 -1,8818 -1,9549 -1,8428 -1,6306 -1,4057 -1,2070 -1,0257 -0,8557 -0,7271 -0,6887 -0,7740 -0,9836 -1,2851 -1,6206 -1,9246 -2,1513 -2,2950 -2,3769 -2,4087 -2,3808 -2,2923 -2,1742 -2,0675 -1,9796 -1,8739 -1,7087 -1,4837 -1,2395 -1,0223 -0,8665 -0,7970 -0,8258 -0,9339 -1,0650 -1,1521 -1,1563 -1,0768 -0,9299 -0,7405 -0,5583 -0,4478 -0,4417 -0,5197 -0,6338 -0,7416 -0,8236 -0,8754 -0,8970 -0,8979 -0,8921 -0,8871 -0,8874 -0,8867 -0,8519 -0,7410 -0,5428 -0,2749 0,0520 0,4415 0,8764 1,3076 1,6845 1,9830 2,2127 2,4103 2,6187 2,8525 3,0804 3,2444 3,2963 3,2122 2,9856 2,6330 2,1992 1,7356 1,2815 0,8656 0,5029 0,1859 -0,1094 -0,4014 -0,6890 -0,9574 -1,1949 -1,3963 -1,5472 -1,6151 -1,5649 -1,3811 -1,0817 -0,7225 -0,3890 -0,1744 -0,1451 -0,3128 -0,6335 -1,0300 -1,4171 -1,7205 -1,8948 -1,9465 -1,9292 -1,8990 -1,8793 -1,8765 -1,9089 -2,0023 -2,1634 -2,3678 -2,5691 -2,7180 -2,7804 -2,7498 -2,6482 -2,5136 -2,3799 -2,2524 -2,0993 -1,8800 -1,5864 -1,2543 -0,9408 -0,6966 -0,5451 -0,4699 -0,4287 -0,3841 -0,3224 -0,2448 -0,1489 -0,0337 0,0849 0,1847 0,2608 0,3296 0,4098 0,4985 0,5678 0,5928 0,5729 0,5204 0,4368 0,3102 0,1332 -0,0734 -0,2520 -0,3389 -0,3156 -0,2193 -0,1036 -0,0038 0,0638 0,0907 0,0714 0,0099 -0,0816 -0,2008 -0,3534 -0,5259 -0,6806 -0,7776 -0,7867 -0,6897 -0,4911 -0,2227 0,0735 0,3727 0,6756 0,9987 1,3534 1,7259 2,0687 2,3257 2,4729 2,5279 2,5170 2,4512 2,3416 2,2214 2,1416 2,1460 2,2496 2,4228 2,5937 2,6865 2,6733 2,5890 2,4968 2,4423 2,4361 2,4619 2,4872 2,4693 2,3616 2,1307 1,7815 1,3687 0,9723 0,6500 0,4097 0,2184 0,0289 -0,1953 -0,4635 -0,7570 -1,0345 -1,2299 -1,2643 -1,0904 -0,7284 -0,2565 0,2277 0,6471 0,9686 1,2019 1,3725 1,4930 1,5655 1,5996 1,6141 1,6169 1,5864 1,4841 1,2854 0,9945 0,6406 0,2678 -0,0861 -0,4112 -0,7215 -1,0298 -1,3260 -1,5684 -1,6962 -1,6733 -1,5273 -1,3383 -1,1920 -1,1463 -1,2175 -1,3748 -1,5571 -1,7029 -1,7655 -1,7214 -1,5846 -1,4001 -1,2116 -1,0411 -0,9024 -0,8261 -0,8507 -0,9882 -1,2094 -1,4592 -1,6783 -1,8188 -1,8582 -1,8081 -1,7060 -1,5907 -1,4786 -1,3576 -1,2027 -0,9987 -0,7482 -0,4618 -0,1549 0,1453 0,3962 0,5535 0,5930 0,5261 0,4012 0,2816 0,2141 0,2150 0,2732 0,3627 0,4579 0,5355 0,5728 0,5601 0,5117 0,4565 0,4276 0,4552 0,5547 0,7090 0,8626 0,9392 0,8834 0,6921 0,4069 0,0828 -0,2283 -0,4753 -0,6068 -0,5838 -0,4018 -0,1074 0,2102 0,4568 0,5762 0,5704 0,4906 0,4155 0,4217 0,5395 0,7254 0,8918 0,9680 0,9312 0,7923 0,5838 0,3628 0,1907 0,0971 0,0803 0,1304 0,2324 0,3560 0,4711 0,5736 0,6776 0,7966 0,9524 1,1804 1,5014 1,8852 2,2486 2,4966 2,5761 2,4922 2,2794 1,9800 1,6657 1,4370 1,3567 1,4008 1,4858 1,5247 1,4647 1,3033 1,0802 0,8512 0,6607 0,5331 0,4788 0,4994 0,5911 0,7566 0,9986 1,2890 1,5577 1,7253 1,7475 1,6267 1,3906 1,0864 0,7863 0,5615 0,4495 0,4603 0,5827 0,7820 1,0081 1,2063 1,3265 1,3380 1,2415 1,0708 0,8809 0,7203 0,6082 0,5446 0,5398 0,6210 0,8039 1,0677 1,3666 1,6542 1,8933 2,0586 2,1383 2,1322 2,0615 1,9905 2,0047 2,1508 2,4064 2,6920 2,9094 2,9963 2,9523 2,8167 2,6374 2,4569 2,3063 2,1944 2,0948 1,9630 1,7820 1,5762 1,3819 1,2296 1,1492 1,1561 1,2288 1,3246 1,4304 1,5739 1,7777 2,0273 2,2934 2,5541 2,7802 2,9232 2,9423 2,8441 2,6867 2,5488 2,4940 2,5491 2,6993 2,8997 3,1032 3,2893 3,4700 3,6578 3,8349 3,9671 4,0348 4,0315 3,9530 3,8102 3,6432 3,5117 3,4674 3,5257 3,6574 3,8050 3,9010 3,8830 3,7258 3,4666 3,1790 2,9253 2,7387 2,6277 2,5768 2,5513 2,5193 2,4660 2,3913 2,3084 2,2434 2,2276 2,2776 2,3743 2,4706 2,5310 2,5594 2,5804 2,6143 2,6744 2,7593 2,8339 2,8445 2,7568 2,5825 2,3856 2,2511 2,2300 2,3194 2,4852 2,6875 2,8984 3,1079 3,3112 3,4983 3,6621 3,8057 3,9303 4,0292 4,0946 4,1275 4,1458 4,1791 4,2458 4,3403 4,4413 4,5197 4,5535 4,5401 4,4889 4,4188 4,3743 4,4075 4,5293 4,6976 4,8499 4,9295 4,8953 4,7430 4,5196 4,3004 4,1499 4,0947 4,1188 4,1752 4,2045 4,1515 3,9888 3,7390 3,4708 3,2693 3,1951 3,2572 3,4160 3,6150 3,8161 4,0024 4,1577 4,2703 4,3675 4,5210 4,7888 5,1608 5,5720 5,9512 6,2452 6,4102 6,4116 6,2425 5,9329 5,5269 5,0534 4,5265 3,9641 3,3964 2,8560 2,3683 1,9579 1,6687 1,5599 1,6721
Fz    -0,4132 -0,3423 -0,2521 -0,1856 -0,1773 -0,2412 -0,3458 -0,4302 -0,4572 -0,4332 -0,3922 -0,3784 -0,4224 -0,5219 -0,6507 -0,7798 -0,8869 -0,9529 -0,9572 -0,8838 -0,7333 -0,5303 -0,3114 -0,1114 0,0384 0,1091 0,0827 -0,0368 -0,2173 -0,4076 -0,5552 -0,6195 -0,5763 -0,4264 -0,1966 0,0758 0,3586 0,6283 0,8609 1,0287 1,1204 1,1556 1,1674 1,1773 1,1888 1,2019 1,2166 1,2175 1,1677 1,0308 0,7939 0,4743 0,1145 -0,2313 -0,5142 -0,7045 -0,7974 -0,8054 -0,7427 -0,6287 -0,5030 -0,4190 -0,4182 -0,5131 -0,6874 -0,9067 -1,1269 -1,3022 -1,4022 -1,4264 -1,4011 -1,3621 -1,3335 -1,3152 -1,2918 -1,2529 -1,1964 -1,1155 -1,0006 -0,8527 -0,6841 -0,5093 -0,3448 -0,2135 -0,1412 -0,1410 -0,1973 -0,2686 -0,3090 -0,2904 -0,2072 -0,0764 0,0601 0,1510 0,1648 0,1012 -0,0213 -0,1820 -0,3631 -0,5423 -0,6941 -0,8080 -0,8988 -0,9947 -1,1187 -1,2710 -1,4248 -1,5418 -1,5959 -1,5812 -1,5001 -1,3546 -1,1545 -0,9244 -0,6949 -0,4934 -0,3334 -0,2080 -0,0968 0,0138 0,1162 0,1816 0,1730 0,0682 -0,1204 -0,3473 -0,5633 -0,7466 -0,9031 -1,0424 -1,1624 -1,2564 -1,3232 -1,3643 -1,3788 -1,3646 -1,3281 -1,2851 -1,2461 -1,2010 -1,1224 -0,9841 -0,7816 -0,5394 -0,3045 -0,1310 -0,0590 -0,0989 -0,2326 -0,4266 -0,6390 -0,8247 -0,9516 -1,0188 -1,0570 -1,1039 -1,1815 -1,2931 -1,4315 -1,5849 -1,7404 -1,8874 -2,0165 -2,1119 -2,1489 -2,1041 -1,9691 -1,7596 -1,5138 -1,2687 -1,0382 -0,8211 -0,6236 -0,4592 -0,3379 -0,2692 -0,2615 -0,3027 -0,3471 -0,3394 -0,2488 -0,0717 0,1808 0,4714 0,7300 0,8808 0,8862 0,7652 0,5769 0,3814 0,2150 0,0916 0,0147 -0,0247 -0,0546 -0,1126 -0,2238 -0,3829 -0,5541 -0,6890 -0,7568 -0,7629 -0,7380 -0,7132 -0,7054 -0,7186 -0,7483 -0,7833 -0,8115 -0,8277 -0,8335 -0,8288 -0,8097 -0,7724 -0,7166 -0,6457 -0,5605 -0,4485 -0,2837 -0,0386 0,2981 0,7133 1,1705 1,6162 1,9910 2,2490 2,3753 2,3880 2,3218 2,2110 2,0883 1,9909 1,9543 1,9959 2,1028 2,2352 2,3433 2,3902 2,3652 2,2839 2,1779 2,0796 2,0099 1,9735 1,9614 1,9539 1,9192 1,8181 1,6232 1,3425 1,0175 0,6915 0,3859 0,1018 -0,1708 -0,4422 -0,7138 -0,9719 -1,1888 -1,3276 -1,3546 -1,2532 -1,0342 -0,7346 -0,4065 -0,1006 0,1473 0,3198 0,4119 0,4249 0,3646 0,2434 0,0795 -0,1081 -0,3047 -0,5018 -0,6958 -0,8833 -1,0580 -1,2140 -1,3501 -1,4658 -1,5561 -1,6135 -1,6335 -1,6147 -1,5558 -1,4601 -1,3456 -1,2433 -1,1815 -1,1749 -1,2204 -1,2961 -1,3701 -1,4189 -1,4363 -1,4276 -1,4011 -1,3608 -1,3032 -1,2231 -1,1264 -1,0372 -0,9870 -0,9942 -1,0546 -1,1460 -1,2364 -1,2939 -1,2991 -1,2523 -1,1704 -1,0812 -1,0154 -0,9955 -1,0301 -1,1138 -1,2259 -1,3316 -1,3973 -1,4116 -1,3911 -1,3669 -1,3667 -1,4000 -1,4584 -1,5255 -1,5856 -1,6275 -1,6482 -1,6521 -1,6427 -1,6163 -1,5620 -1,4642 -1,3139 -1,1213 -0,9093 -0,6943 -0,4813 -0,2777 -0,1075 -0,0099 -0,0207 -0,1505 -0,3701 -0,6185 -0,8347 -0,9854 -1,0652 -1,0782 -1,0263 -0,9148 -0,7632 -0,6063 -0,4824 -0,4145 -0,3958 -0,3864 -0,3356 -0,2183 -0,0520 0,1170 0,2430 0,3064 0,3143 0,2885 0,2593 0,2551 0,2878 0,3515 0,4274 0,4874 0,5025 0,4686 0,4208 0,4051 0,4454 0,5489 0,7199 0,9507 1,2077 1,4397 1,6020 1,6817 1,6942 1,6499 1,5394 1,3736 1,2112 1,1087 1,0666 1,0395 0,9781 0,8577 0,6832 0,4750 0,2516 0,0263 -0,1874 -0,3731 -0,5207 -0,6274 -0,6893 -0,7056 -0,6930 -0,6809 -0,6924 -0,7334 -0,8052 -0,9205 -1,0935 -1,3153 -1,5519 -1,7602 -1,8994 -1,9485 -1,9201 -1,8510 -1,7831 -1,7439 -1,7303 -1,7187 -1,6885 -1,6353 -1,5731 -1,5335 -1,5416 -1,5785 -1,5840 -1,5087 -1,3473 -1,1212 -0,8517 -0,5579 -0,2645 -0,0010 0,2031 0,3280 0,3808 0,3937 0,3982 0,4077 0,4168 0,4120 0,3895 0,3578 0,3233 0,2875 0,2570 0,2409 0,2339 0,2083 0,1348 0,0154 -0,1077 -0,1734 -0,1367 0,0014 0,1840 0,3210 0,3388 0,2290 0,0462 -0,1475 -0,3206 -0,4658 -0,5909 -0,7138 -0,8450 -0,9706 -1,0625 -1,0992 -1,0698 -0,9640 -0,7750 -0,5177 -0,2382 0,0060 0,1799 0,2895 0,3562 0,3781 0,3391 0,2420 0,1045 -0,0579 -0,2306 -0,3956 -0,5315 -0,6171 -0,6439 -0,6248 -0,5867 -0,5664 -0,6104 -0,7543 -0,9861 -1,2403 -1,4360 -1,5220 -1,5021 -1,4295 -1,3683 -1,3470 -1,3466 -1,3292 -1,2729 -1,1896 -1,1116 -1,0614 -1,0390 -1,0407 -1,0713 -1,1315 -1,2062 -1,2684 -1,2903 -1,2625 -1,2068 -1,1576 -1,1350 -1,1329 -1,1222 -1,0693 -0,9598 -0,8011 -0,6077 -0,3940 -0,1731 0,0373 0,2059 0,2993 0,3083 0,2562 0,1863 0,1414 0,1399 0,1744 0,2401 0,3423 0,4712 0,5959 0,6861 0,7218 0,6875 0,5767 0,3973 0,1671 -0,0869 -0,3348 -0,5633 -0,7845 -1,0170 -1,2638 -1,5091 -1,7272 -1,8873 -1,9653 -1,9598 -1,8935 -1,7967 -1,6985 -1,6265 -1,6025 -1,6288 -1,6821 -1,7220 -1,7059 -1,6073 -1,4357 -1,2338 -1,0506 -0,9170 -0,8410 -0,8185 -0,8394 -0,8756 -0,8789 -0,8041 -0,6302 -0,3678 -0,0585 0,2347 0,4491 0,5474 0,5274 0,4173 0,2593 0,0830 -0,1034 -0,2940 -0,4685 -0,6003 -0,6717 -0,6824 -0,6480 -0,5905 -0,5279
F3    0,2953 0,3755 0,4599 0,5197 0,5353 0,4949 0,4106 0,3138 0,2275 0,1545 0,0766 -0,0437 -0,2364 -0,4917 -0,7620 -0,9904 -1,1345 -1,1768 -1,1187 -0,9715 -0,7601 -0,5257 -0,3088 -0,1378 -0,0362 -0,0261 -0,1172 -0,2927 -0,5043 -0,6904 -0,8024 -0,8185 -0,7397 -0,5843 -0,3811 -0,1578 0,0669 0,2758 0,4430 0,5457 0,5960 0,6421 0,7220 0,8278 0,9208 0,9760 1,0016 1,0105 0,9925 0,9244 0,7918 0,5967 0,3499 0,0669 -0,2275 -0,5042 -0,7433 -0,9285 -1,0384 -1,0623 -1,0272 -0,9900 -0,9989 -1,0664 -1,1728 -1,2893 -1,3926 -1,4624 -1,4841 -1,4622 -1,4260 -1,4188 -1,4702 -1,5668 -1,6605 -1,7097 -1,7024 -1,6449 -1,5499 -1,4309 -1,2932 -1,1329 -0,9504 -0,7641 -0,6053 -0,4987 -0,4481 -0,4363 -0,4366 -0,4251 -0,3877 -0,3201 -0,2319 -0,1458 -0,0857 -0,0637 -0,0794 -0,1277 -0,2011 -0,2877 -0,3725 -0,4484 -0,5242 -0,6168 -0,7343 -0,8642 -0,9776 -1,0403 -1,0313 -0,9569 -0,8436 -0,7120 -0,5668 -0,4109 -0,2595 -0,1343 -0,0432 0,0278 0,0960 0,1626 0,2133 0,2282 0,1928 0,1091 -0,0010 -0,1069 -0,1915 -0,2672 -0,3665 -0,5105 -0,6914 -0,8857 -1,0717 -1,2292 -1,3347 -1,3678 -1,3241 -1,2220 -1,0954 -0,9763 -0,8833 -0,8195 -0,7775 -0,7494 -0,7330 -0,7318 -0,7515 -0,7989 -0,8810 -0,9995 -1,1430 -1,2884 -1,4128 -1,5050 -1,5685 -1,6176 -1,6664 -1,7155 -1,7519 -1,7669 -1,7688 -1,7768 -1,8019 -1,8333 -1,8438 -1,8058 -1,7042 -1,5479 -1,3700 -1,2028 -1,0535 -0,9094 -0,7587 -0,6003 -0,4476 -0,3367 -0,3155 -0,3993 -0,5393 -0,6531 -0,6794 -0,5925 -0,3935 -0,1192 0,1483 0,3073 0,2897 0,1013 -0,1873 -0,4858 -0,7226 -0,8522 -0,8574 -0,7574 -0,6083 -0,4830 -0,4411 -0,5045 -0,6507 -0,8238 -0,9627 -1,0360 -1,0508 -1,0365 -1,0244 -1,0357 -1,0758 -1,1363 -1,2028 -1,2625 -1,3044 -1,3159 -1,2873 -1,2200 -1,1251 -1,0151 -0,8913 -0,7362 -0,5225 -0,2315 0,1308 0,5304 0,9183 1,2487 1,4923 1,6394 1,6984 1,6880 1,6274 1,5313 1,4154 1,3096 1,2603 1,3090 1,4639 1,6937 1,9471 2,1704 2,3195 2,3726 2,3347 2,2266 2,0758 1,9134 1,7668 1,6489 1,5504 1,4347 1,2564 1,0036 0,7122 0,4326 0,1939 0,0011 -0,1572 -0,3001 -0,4422 -0,5822 -0,7027 -0,7777 -0,7777 -0,6793 -0,4824 -0,2210 0,0494 0,2764 0,4295 0,5007 0,4930 0,4105 0,2609 0,0597 -0,1696 -0,4011 -0,6107 -0,7794 -0,9021 -0,9865 -1,0442 -1,0843 -1,1108 -1,1169 -1,0907 -1,0303 -0,9504 -0,8789 -0,8455 -0,8689 -0,9512 -1,0770 -1,2207 -1,3642 -1,5039 -1,6392 -1,7594 -1,8500 -1,9084 -1,9440 -1,9662 -1,9754 -1,9658 -1,9312 -1,8762 -1,8228 -1,8029 -1,8375 -1,9203 -2,0238 -2,1140 -2,1612 -2,1483 -2,0748 -1,9549 -1,8169 -1,6988 -1,6364 -1,6536 -1,7537 -1,9084 -2,0604 -2,1520 -2,1579 -2,0922 -1,9929 -1,8980 -1,8272 -1,7826 -1,7576 -1,7424 -1,7276 -1,7088 -1,6895 -1,6766 -1,6691 -1,6465 -1,5744 -1,4315 -1,2323 -1,0146 -0,7998 -0,5764 -0,3228 -0,0449 0,2057 0,3457 0,3020 0,0682 -0,2776 -0,6264 -0,9072 -1,0991 -1,2048 -1,2343 -1,2001 -1,1160 -1,0027 -0,8888 -0,7962 -0,7246 -0,6502 -0,5422 -0,3865 -0,1970 -0,0140 0,1124 0,1559 0,1304 0,0753 0,0347 0,0381 0,0875 0,1589 0,2159 0,2198 0,1442 0,0067 -0,1246 -0,1844 -0,1534 -0,0396 0,1461 0,3843 0,6402 0,8777 1,0846 1,2762 1,4581 1,5783 1,5441 1,3271 1,0231 0,7584 0,5804 0,4703 0,4022 0,3597 0,3242 0,2664 0,1525 -0,0381 -0,2929 -0,5610 -0,7747 -0,8776 -0,8457 -0,6990 -0,4948 -0,2949 -0,1341 -0,0181 0,0440 0,0082 -0,1733 -0,4854 -0,8427 -1,1459 -1,3300 -1,3906 -1,3787 -1,3531 -1,3429 -1,3496 -1,3578 -1,3441 -1,2915 -1,2027 -1,1158 -1,1047 -1,2271 -1,4518 -1,6717 -1,8020 -1,8266 -1,7572 -1,5986 -1,3628 -1,0846 -0,8121 -0,5949 -0,4699 -0,4322 -0,4387 -0,4540 -0,4750 -0,5124 -0,5673 -0,6297 -0,6922 -0,7544 -0,8111 -0,8443 -0,8323 -0,7702 -0,6789 -0,5915 -0,5259 -0,4603 -0,3337 -0,0918 0,2515 0,6028 0,8319 0,8371 0,6152 0,2656 -0,0952 -0,4031 -0,6449 -0,8402 -1,0186 -1,1855 -1,3104 -1,3585 -1,3194 -1,1968 -0,9945 -0,7240 -0,4191 -0,1380 0,0611 0,1655 0,2281 0,3069 0,3850 0,3998 0,3284 0,1917 0,0172 -0,1687 -0,3413 -0,4820 -0,5767 -0,6206 -0,6208 -0,5920 -0,5697 -0,6265 -0,8281 -1,1543 -1,4981 -1,7541 -1,8813 -1,8951 -1,8389 -1,7585 -1,6757 -1,5803 -1,4549 -1,3084 -1,1859 -1,1395 -1,1786 -1,2579 -1,3286 -1,3858 -1,4556 -1,5570 -1,6821 -1,8024 -1,8921 -1,9425 -1,9565 -1,9402 -1,8964 -1,8195 -1,7016 -1,5450 -1,3575 -1,1371 -0,8709 -0,5554 -0,2191 0,0764 0,2679 0,3303 0,2874 0,1952 0,1182 0,0986 0,1424 0,2476 0,4267 0,6781 0,9629 1,2193 1,3809 1,3909 1,2312 0,9417 0,6013 0,2844 0,0277 -0,1790 -0,3753 -0,5963 -0,8503 -1,1218 -1,3792 -1,5811 -1,6943 -1,7144 -1,6622 -1,5649 -1,4451 -1,3236 -1,2258 -1,1768 -1,1864 -1,2371 -1,2872 -1,2948 -1,2451 -1,1496 -1,0322 -0,9198 -0,8355 -0,7961 -0,8082 -0,8554 -0,8984 -0,8944 -0,8134 -0,6444 -0,4087 -0,1633 0,0268 0,1259 0,1443 0,1256 0,1131 0,1135 0,0965 0,0309 -0,0878 -0,2393 -0,3893 -0,5034 -0,5680 -0,5957 -0,6068
F7    0,8741 0,9286 0,9819 0,9759 0,8601 0,6227 0,3127 0,0374 -0,0960 -0,0608 0,0869 0,2763 0,4534 0,5764 0,6191 0,5659 0,4047 0,1530 -0,1167 -0,3008 -0,3233 -0,1883 0,0174 0,1818 0,2260 0,1199 -0,1240 -0,4623 -0,8345 -1,1637 -1,3679 -1,3972 -1,2691 -1,0594 -0,8543 -0,7095 -0,6354 -0,5927 -0,5086 -0,3299 -0,0757 0,1760 0,3536 0,4435 0,4849 0,5144 0,5191 0,4520 0,2746 -0,0218 -0,4146 -0,8507 -1,2491 -1,5283 -1,6442 -1,6070 -1,4679 -1,2883 -1,1107 -0,9581 -0,8554 -0,8348 -0,9149 -1,0841 -1,3074 -1,5427 -1,7484 -1,8952 -1,9766 -2,0075 -2,0097 -1,9993 -1,9832 -1,9682 -1,9640 -1,9808 -2,0240 -2,0768 -2,0958 -2,0421 -1,9137 -1,7342 -1,5262 -1,3113 -1,1205 -0,9797 -0,8836 -0,7947 -0,6701 -0,4885 -0,2557 0,0008 0,2266 0,3514 0,3308 0,1735 -0,0772 -0,3779 -0,6945 -0,9905 -1,2290 -1,3810 -1,4241 -1,3537 -1,2018 -1,0287 -0,8908 -0,8276 -0,8629 -0,9850 -1,1302 -1,2248 -1,2422 -1,2042 -1,1462 -1,0904 -1,0336 -0,9508 -0,8133 -0,6151 -0,3890 -0,1858 -0,0406 0,0331 0,0359 -0,0111 -0,0619 -0,0707 -0,0176 0,0874 0,2206 0,3583 0,4727 0,5280 0,4944 0,3669 0,1629 -0,0925 -0,3681 -0,6180 -0,7868 -0,8345 -0,7585 -0,5968 -0,4216 -0,3202 -0,3560 -0,5291 -0,7786 -1,0197 -1,1810 -1,2211 -1,1406 -0,9946 -0,8788 -0,8761 -1,0192 -1,2991 -1,6810 -2,1039 -2,4968 -2,8086 -3,0136 -3,0962 -3,0473 -2,8824 -2,6500 -2,4094 -2,2054 -2,0667 -2,0111 -2,0465 -2,1659 -2,3374 -2,5004 -2,5730 -2,4796 -2,2025 -1,8082 -1,3982 -1,0407 -0,7609 -0,5680 -0,4675 -0,4514 -0,4845 -0,5193 -0,5326 -0,5392 -0,5726 -0,6553 -0,7858 -0,9448 -1,1136 -1,2904 -1,4856 -1,6941 -1,8807 -2,0054 -2,0548 -2,0464 -2,0116 -1,9755 -1,9464 -1,9225 -1,9019 -1,8762 -1,8175 -1,6875 -1,4729 -1,2145 -0,9909 -0,8689 -0,8659 -0,9431 -1,0307 -1,0771 -1,0767 -1,0497 -1,0086 -0,9479 -0,8486 -0,6936 -0,4901 -0,2731 -0,0902 0,0231 0,0658 0,0727 0,0923 0,1630 0,2923 0,4438 0,5550 0,5757 0,4860 0,2872 0,0002 -0,3287 -0,6411 -0,8896 -1,0522 -1,1344 -1,1568 -1,1392 -1,0980 -1,0555 -1,0376 -1,0591 -1,1148 -1,1848 -1,2447 -1,2784 -1,2892 -1,2948 -1,3055 -1,3122 -1,3026 -1,2727 -1,2165 -1,1237 -0,9935 -0,8333 -0,6559 -0,4878 -0,3688 -0,3329 -0,3884 -0,5102 -0,6517 -0,7685 -0,8315 -0,8257 -0,7560 -0,6548 -0,5679 -0,5250 -0,5301 -0,5696 -0,6216 -0,6729 -0,7324 -0,8192 -0,9342 -1,0504 -1,1274 -1,1364 -1,0834 -1,0129 -0,9825 -1,0233 -1,1208 -1,2218 -1,2633 -1,2098 -1,0792 -0,9357 -0,8584 -0,9092 -1,1081 -1,4238 -1,7924 -2,1459 -2,4290 -2,6041 -2,6633 -2,6371 -2,5729 -2,4964 -2,3999 -2,2716 -2,1247 -1,9923 -1,9048 -1,8779 -1,9117 -1,9926 -2,0994 -2,2124 -2,3233 -2,4298 -2,5181 -2,5610 -2,5386 -2,4547 -2,3347 -2,2074 -2,0913 -1,9920 -1,9056 -1,8228 -1,7321 -1,6193 -1,4787 -1,3275 -1,1996 -1,1253 -1,1278 -1,2295 -1,4450 -1,7677 -2,1667 -2,5931 -2,9804 -3,2450 -3,3183 -3,2070 -3,0004 -2,7939 -2,6286 -2,5077 -2,4178 -2,3335 -2,2437 -2,1794 -2,1921 -2,3049 -2,4926 -2,6968 -2,8464 -2,8805 -2,7819 -2,5922 -2,3833 -2,2131 -2,1122 -2,0937 -2,1631 -2,3166 -2,5294 -2,7468 -2,9008 -2,9417 -2,8602 -2,6975 -2,5447 -2,4938 -2,5702 -2,7417 -2,9742 -3,2349 -3,4691 -3,6166 -3,6687 -3,6987 -3,7988 -3,9680 -4,0742 -3,9507 -3,5643 -3,0657 -2,6491 -2,4196 -2,4071 -2,6152 -3,0156 -3,5304 -4,0437 -4,4332 -4,6009 -4,5081 -4,2075 -3,8458 -3,5987 -3,5689 -3,7323 -3,9782 -4,2056 -4,3972 -4,5884 -4,7708 -4,8680 -4,8258 -4,7011 -4,6235 -4,6849 -4,8725 -5,0601 -5,0813 -4,8661 -4,4882 -4,0764 -3,7353 -3,5358 -3,5031 -3,5860 -3,6513 -3,5416 -3,2026 -2,7546 -2,3889 -2,2093 -2,2134 -2,3655 -2,6210 -2,9104 -3,1529 -3,2903 -3,2950 -3,1654 -2,9345 -2,6438 -2,2947 -1,8605 -1,3533 -0,8505 -0,4521 -0,2311 -0,2218 -0,4203 -0,7908 -1,2857 -1,8550 -2,4401 -2,9792 -3,4301 -3,7949 -4,1271 -4,4824 -4,8408 -5,0782 -5,0103 -4,5307 -3,7544 -2,9613 -2,3812 -2,0750 -1,9703 -1,9481 -1,9229 -1,8806 -1,8570 -1,8946 -2,0232 -2,2574 -2,5844 -2,9569 -3,2992 -3,5231 -3,5552 -3,3868 -3,0867 -2,7136 -2,2534 -1,7085 -1,1801 -0,8056 -0,6737 -0,8071 -1,1678 -1,6777 -2,2594 -2,8513 -3,3948 -3,8340 -4,1038 -4,1035 -3,7511 -3,1048 -2,3628 -1,7164 -1,2612 -1,0275 -1,0227 -1,2439 -1,6766 -2,2796 -2,9667 -3,6108 -4,0677 -4,2217 -4,0675 -3,7361 -3,3858 -3,0810 -2,7926 -2,4693 -2,0866 -1,6592 -1,2301 -0,8536 -0,5790 -0,4442 -0,4684 -0,6312 -0,8764 -1,1544 -1,4461 -1,7381 -1,9945 -2,1612 -2,1974 -2,0967 -1,8788 -1,5795 -1,2623 -1,0103 -0,8801 -0,8650 -0,9138 -0,9864 -1,0790 -1,1935 -1,3114 -1,4058 -1,4566 -1,4574 -1,4257 -1,3934 -1,3782 -1,3769 -1,3817 -1,3856 -1,3806 -1,3567 -1,3054 -1,2424 -1,2273 -1,3299 -1,5706 -1,9023 -2,2375 -2,4986 -2,6618 -2,7427 -2,7467 -2,6510 -2,4322 -2,1115 -1,7672 -1,4882 -1,3236 -1,2786 -1,3304 -1,4425 -1,5744 -1,6887 -1,7544 -1,7535 -1,6766 -1,5181 -1,2901 -1,0294 -0,7729 -0,5480 -0,3888 -0,3267 -0,3584 -0,4538 -0,5945 -0,7852 -1,0258 -1,2805 -1,4835 -1,5816 -1,5730 -1,5033 -1,4241 -1,3537 -1,2766
