Fp1   -0,9199 -0,5994 -0,2106 0,1422 0,3570 0,3610 0,1510 -0,1815 -0,4956 -0,6985 -0,8067 -0,9043 -1,0444 -1,1987 -1,2921 -1,2653 -1,1082 -0,8580 -0,5699 -0,2833 -0,0102 0,2524 0,4960 0,6860 0,7886 0,8123 0,8049 0,8000 0,7818 0,7154 0,6021 0,4819 0,3845 0,2886 0,1284 -0,1577 -0,5780 -1,0506 -1,3949 -1,4106 -1,0228 -0,3484 0,3794 0,9444 1,2450 1,3201 1,2968 1,2972 1,3761 1,5167 1,6600 1,7467 1,7449 1,6556 1,5102 1,3457 1,1591 0,9036 0,5511 0,1324 -0,2960 -0,6993 -1,0668 -1,3799 -1,5986 -1,7023 -1,7413 -1,8084 -1,9416 -2,0784 -2,1321 -2,0989 -2,0743 -2,1896 -2,5476 -3,1856 -4,0448 -4,9526 -5,6950 -6,1561 -6,3513 -6,3287 -6,1181 -5,7730 -5,4009 -5,1354 -5,0751 -5,2377 -5,5677 -5,9912 -6,4786 -7,0482 -7,7072 -8,4105 -9,0733 -9,5930 -9,8495 -9,7210 -9,1627 -8,2796 -7,2883 -6,4231 -5,9010 -5,9017 -6,4716 -7,4288 -8,4317 -9,1837 -9,5646 -9,5953 -9,3541 -8,9310 -8,3950 -7,7659 -7,0254 -6,1676 -5,2299 -4,2722 -3,3655 -2,6136 -2,1162 -1,8733 -1,7655 -1,6582 -1,5231 -1,4618 -1,6167 -2,0620 -2,7720 -3,6598 -4,6035 -5,4440 -6,0259 -6,2823 -6,2701 -6,1206 -5,9568 -5,8388 -5,7637 -5,7011 -5,6325 -5,5826 -5,6273 -5,8540 -6,2804 -6,7945 -7,1787 -7,2141 -6,7907 -5,9419 -4,8155 -3,6306 -2,6075 -1,8711 -1,3991 -1,0751 -0,7923 -0,4951 -0,1482 0,2707 0,7427 1,2137 1,6313 1,9569 2,1672 2,2839 2,3973 2,6395 3,1199 3,8529 4,7291 5,5813 6,2857 6,7758 7,0015 6,9388 6,6386 6,2393 5,9078 5,7375 5,6920 5,6553 5,5320 5,2998 5,0041 4,7258 4,5344 4,4448 4,4151 4,3620 4,1710 3,7400 3,0486 2,1800 1,2739 0,4625 -0,1558 -0,5177 -0,5921 -0,3628 0,1692 0,9314 1,7421 2,3745 2,6636 2,5457 2,0233 1,1361 -0,0300 -1,3291 -2,5838 -3,6410 -4,3952 -4,7876 -4,8108 -4,5099 -3,9679 -3,2741 -2,4997 -1,7223 -1,0531 -0,5924 -0,3657 -0,3420 -0,4900 -0,7872 -1,2011 -1,7031 -2,2998 -3,0298 -3,9070 -4,8758 -5,8380 -6,6952 -7,3515 -7,7278 -7,8096 -7,6554 -7,3471 -6,9669 -6,6242 -6,4435 -6,4753 -6,6481 -6,8577 -7,0728 -7,3118 -7,5594 -7,7389 -7,7352 -7,4492 -6,8773 -6,1422 -5,4319 -4,8983 -4,5971 -4,5088 -4,5784 -4,7240 -4,8652 -4,9775 -5,0831 -5,1797 -5,1994 -5,0375 -4,6122 -3,9111 -3,0092 -2,0574 -1,2431 -0,7442 -0,6931 -1,1348 -1,9790 -3,0044 -3,9395 -4,5539 -4,7009 -4,3322 -3,5054 -2,3757 -1,1787 -0,1851 0,3868 0,4494 0,0495 -0,6789 -1,5547 -2,3885 -3,0361 -3,4427 -3,6542 -3,7843 -3,9534 -4,2308 -4,5842 -4,8624 -4,8636 -4,4673 -3,7155 -2,7767 -1,8444 -1,0528 -0,4534 -0,0519 0,1568 0,2171 0,2594 0,4613 0,9315 1,6435 2,4707 3,2609 3,8954 4,3134 4,4894 4,4179 4,1473 3,8016 3,5372 3,4511 3,5111 3,5911 3,5978 3,5428 3,5014 3,5422 3,7003 3,9768 4,3359 4,7227 5,1186 5,5688 6,1318 6,8003 7,4725 7,9950 8,2385 8,1878 7,9991 7,9503 8,2911 9,0950 10,2071 11,3231 12,1651 12,6252 12,7559 12,6655 12,4515 12,1998 11,9943 11,9073 11,9684 12,1392 12,3437 12,5401 12,7383 12,9498 13,1529 13,3001 13,3270 13,1562 12,7284 12,0497 11,2134 10,3706 9,6684 9,1876 8,9231 8,8242 8,8351 8,8945 8,9381 8,9366 8,9245 8,9865 9,2223 9,6944 10,3691 11,1210 11,8051 12,2978 12,4899 12,3125 11,8113 11,1626 10,5811 10,2085 10,0745 10,1293 10,3033 10,5350 10,7568 10,8900 10,8886 10,7864 10,6921 10,7246 10,9276 11,2461 11,5808 11,8354 11,9205 11,7742 11,4038 10,8998 10,3953 9,9844 9,6708 9,4035 9,1542 8,9541 8,8814 9,0192 9,4018 9,9764 10,6016 11,1023 11,3708 11,4148 11,2880 10,9878 10,4534 9,6505 8,6226 7,4916 6,4453 5,6779 5,2795 5,1787 5,2017 5,1761 4,9935 4,6255 4,1256 3,6206 3,2662 3,1638 3,2967 3,5530 3,8066 3,9665 3,9950 3,9248 3,8281 3,7359 3,5922 3,2930 2,7676 2,0373 1,2126 0,4399 -0,1586 -0,5209 -0,6485 -0,5855 -0,3814 -0,0741 0,2858 0,6145 0,8237 0,8735 0,7946 0,6747 0,6276 0,7481 1,0577 1,4911 1,9441 2,3295 2,5931 2,7052 2,6445 2,3865 1,9258 1,3180 0,6915 0,2176 0,0558 0,2938 0,8958 1,6918 2,4439 2,9680 3,2181 3,2682 3,2224 3,1448 3,0551 2,9656 2,9134 2,9514 3,0959 3,2773 3,3461 3,1388 2,5522 1,5808 0,3208 -1,0620 -2,4071 -3,6240 -4,6766 -5,5199 -6,0979 -6,4159 -6,5549 -6,5778 -6,4782 -6,2600 -6,0037 -5,8011 -5,6800 -5,6186 -5,5672 -5,4329 -5,1211 -4,6233 -4,0350 -3,5081 -3,1998 -3,2122 -3,5302 -4,0119 -4,4650 -4,7584 -4,8511 -4,7297 -4,3766 -3,8127 -3,1308 -2,4713 -1,9744 -1,7467 -1,8391 -2,2314 -2,8289 -3,4737 -3,9892 -4,2646 -4,3168 -4,2443 -4,0955 -3,7987 -3,2502 -2,4499 -1,5248 -0,6310 0,1518 0,8383 1,4722 2,0613 2,5525 2,8465 2,8587 2,5878 2,1212 1,5778 1,0535 0,5936 0,1752 -0,2798 -0,8420 -1,5116 -2,2049 -2,7998 -3,2100 -3,4011 -3,3418 -2,9988 -2,3858 -1,5709 -0,6297 0,3621 1,2697 1,8858 2,0393 1,7125 1,0433 0,2401 -0,5159 -1,1398 -1,6407 -2,0510 -2,3571 -2,4928 -2,3893 -2,0385 -1,5248 -1,0029 -0,6363 -0,5380 -0,7462 -1,2255 -1,8778 -2,5697 -3,1790 -3,6438 -3,9982
Fz    -0,3883 -0,4852 -0,5372 -0,5614 -0,5827 -0,6232 -0,6943 -0,7890 -0,8783 -0,9225 -0,8924 -0,7827 -0,6071 -0,3877 -0,1542 0,0542 0,1952 0,2353 0,1688 0,0365 -0,0873 -0,1372 -0,0910 0,0286 0,1822 0,3430 0,4981 0,6312 0,7170 0,7387 0,7052 0,6435 0,5673 0,4592 0,2886 0,0403 -0,2695 -0,5859 -0,8189 -0,8824 -0,7495 -0,4696 -0,1273 0,2093 0,5132 0,7913 1,0566 1,3018 1,4961 1,6035 1,6092 1,5360 1,4334 1,3506 1,3190 1,3435 1,3974 1,4355 1,4207 1,3368 1,1800 0,9529 0,6769 0,4027 0,1973 0,1017 0,1004 0,1438 0,1989 0,2633 0,3344 0,3831 0,3578 0,2103 -0,0795 -0,4874 -0,9410 -1,3349 -1,5798 -1,6586 -1,6248 -1,5451 -1,4571 -1,3738 -1,3075 -1,2796 -1,3127 -1,4177 -1,5918 -1,8252 -2,1167 -2,4770 -2,9027 -3,3484 -3,7325 -3,9723 -4,0134 -3,8423 -3,4980 -3,0745 -2,6906 -2,4491 -2,4219 -2,6518 -3,1331 -3,7827 -4,4562 -5,0147 -5,3770 -5,5248 -5,4863 -5,3195 -5,0927 -4,8625 -4,6627 -4,5104 -4,4090 -4,3382 -4,2582 -4,1412 -3,9883 -3,8057 -3,5821 -3,2993 -2,9640 -2,6196 -2,3220 -2,1002 -1,9389 -1,7897 -1,5931 -1,2937 -0,8524 -0,2655 0,4148 1,0869 1,6489 2,0511 2,3055 2,4585 2,5549 2,6150 2,6365 2,6161 2,5713 2,5524 2,6402 2,9143 3,3996 4,0448 4,7517 5,4177 5,9705 6,3932 6,7157 6,9712 7,1688 7,3150 7,4432 7,5960 7,7864 7,9955 8,2009 8,3882 8,5416 8,6497 8,7327 8,8471 9,0564 9,3935 9,8404 10,3333 10,7867 11,1197 11,2803 11,2694 11,1445 10,9900 10,8723 10,8080 10,7662 10,7051 10,6055 10,4745 10,3352 10,2196 10,1537 10,1342 10,1267 10,0769 9,9234 9,6189 9,1556 8,5651 7,8962 7,1983 6,5184 5,9010 5,3863 5,0158 4,8343 4,8607 5,0560 5,3334 5,5955 5,7582 5,7571 5,5550 5,1509 4,5862 3,9402 3,3123 2,8003 2,4759 2,3612 2,4329 2,6497 2,9725 3,3623 3,7686 4,1306 4,4017 4,5705 4,6510 4,6638 4,6260 4,5468 4,4237 4,2378 3,9588 3,5698 3,0950 2,5961 2,1448 1,8054 1,6229 1,6019 1,6999 1,8561 2,0160 2,1256 2,1330 2,0233 1,8412 1,6594 1,5258 1,4490 1,4244 1,4569 1,5612 1,7460 1,9960 2,2716 2,5311 2,7528 2,9374 3,0856 3,1843 3,2157 3,1712 3,0568 2,9055 2,7792 2,7448 2,8438 3,0761 3,4044 3,7711 4,1192 4,4010 4,5754 4,6020 4,4495 4,1251 3,6975 3,2861 3,0174 2,9764 3,1849 3,6050 4,1540 4,7216 5,1967 5,5055 5,6337 5,6094 5,4714 5,2634 5,0408 4,8604 4,7540 4,7113 4,6920 4,6603 4,6083 4,5644 4,5949 4,7752 5,1379 5,6366 6,1594 6,5857 6,8502 6,9600 6,9607 6,8989 6,8231 6,8043 6,9191 7,1954 7,5889 8,0166 8,4009 8,6897 8,8599 8,9041 8,8211 8,6251 8,3540 8,0612 7,7984 7,5996 7,4829 7,4653 7,5590 7,7559 8,0227 8,3065 8,5464 8,6971 8,7527 8,7566 8,7841 8,8991 9,1094 9,3631 9,5871 9,7285 9,7843 9,8183 9,9421 10,2539 10,7780 11,4441 12,1169 12,6618 13,0078 13,1585 13,1584 13,0608 12,9162 12,7718 12,6709 12,6433 12,6917 12,7974 12,9443 13,1281 13,3435 13,5705 13,7704 13,8924 13,8922 13,7568 13,5184 13,2444 13,0094 12,8607 12,7986 12,7856 12,7776 12,7489 12,7023 12,6637 12,6679 12,7363 12,8660 13,0409 13,2434 13,4501 13,6339 13,7801 13,8892 13,9620 13,9966 14,0035 14,0047 14,0105 14,0109 13,9916 13,9430 13,8575 13,7322 13,5728 13,3847 13,1689 12,9345 12,7126 12,5458 12,4562 12,4383 12,4857 12,6040 12,7848 12,9884 13,1663 13,2880 13,3428 13,3238 13,2197 13,0268 12,7667 12,4930 12,2786 12,1865 12,2334 12,3701 12,5011 12,5394 12,4567 12,2851 12,0719 11,8356 11,5662 11,2568 10,9237 10,5999 10,3201 10,1072 9,9627 9,8676 9,7943 9,7206 9,6295 9,4968 9,2918 9,0037 8,6621 8,3178 8,0056 7,7323 7,4892 7,2620 7,0425 6,8503 6,7305 6,7099 6,7600 6,8112 6,8033 6,7209 6,5961 6,4849 6,4321 6,4494 6,5197 6,6200 6,7381 6,8635 6,9728 7,0357 7,0336 6,9663 6,8485 6,7081 6,5827 6,5040 6,4725 6,4541 6,4131 6,3379 6,2314 6,0982 5,9448 5,7794 5,6123 5,4666 5,3816 5,3982 5,5353 5,7795 6,0859 6,3799 6,5728 6,6027 6,4678 6,2193 5,9262 5,6444 5,4018 5,2008 5,0298 4,8700 4,6946 4,4734 4,1808 3,7991 3,3200 2,7506 2,1257 1,5100 0,9733 0,5614 0,2931 0,1775 0,2164 0,3842 0,6236 0,8799 1,1269 1,3452 1,5030 1,5786 1,5881 1,5776 1,5962 1,6797 1,8418 2,0700 2,3310 2,5811 2,7798 2,9162 3,0234 3,1594 3,3697 3,6517 3,9491 4,1861 4,3123 4,3195 4,2263 4,0558 3,8209 3,5206 3,1468 2,6979 2,1995 1,7218 1,3666 1,2171 1,2908 1,5443 1,9224 2,3946 2,9506 3,5709 4,2105 4,8113 5,3260 5,7320 6,0322 6,2421 6,3658 6,3856 6,2833 6,0640 5,7582 5,4055 5,0398 4,6782 4,3139 3,9199 3,4741 2,9800 2,4662 1,9754 1,5449 1,2010 0,9736 0,8941 0,9723 1,1963 1,5529 2,0188 2,5183 2,9150 3,0776 2,9626 2,6331 2,2063 1,7844 1,4195 1,1227 0,8977 0,7616 0,7367 0,8238 0,9863 1,1576 1,2628 1,2435 1,0762 0,7760 0,3877 -0,0308 -0,4256 -0,7594 -1,0160 -1,2043
F3    -1,8060 -1,5400 -1,2576 -1,0168 -0,8600 -0,8076 -0,8435 -0,9087 -0,9209 -0,8193 -0,6042 -0,3333 -0,0804 0,1002 0,1825 0,1626 0,0513 -0,1307 -0,3422 -0,5084 -0,5387 -0,3680 0,0114 0,5371 1,0891 1,5330 1,7665 1,7417 1,4674 1,0138 0,5111 0,1067 -0,1060 -0,1280 -0,0355 0,0703 0,1113 0,0656 -0,0210 -0,0689 -0,0303 0,0737 0,1816 0,2466 0,2698 0,2937 0,3679 0,5132 0,7080 0,9000 1,0328 1,0724 1,0202 0,9037 0,7533 0,5807 0,3765 0,1412 -0,0817 -0,2217 -0,2316 -0,1064 0,1317 0,4432 0,7724 1,0479 1,1908 1,1463 0,9212 0,5813 0,2054 -0,1581 -0,4958 -0,8119 -1,1133 -1,4031 -1,6690 -1,8681 -1,9498 -1,9083 -1,7880 -1,6353 -1,4718 -1,3086 -1,1720 -1,1211 -1,2314 -1,5470 -2,0438 -2,6385 -3,2387 -3,7782 -4,2061 -4,4709 -4,5412 -4,4253 -4,1434 -3,7025 -3,1259 -2,4855 -1,8844 -1,4270 -1,2165 -1,3436 -1,8418 -2,6460 -3,6113 -4,5788 -5,4207 -6,0488 -6,4220 -6,5482 -6,4606 -6,1909 -5,7656 -5,2196 -4,6011 -3,9587 -3,3369 -2,7929 -2,3926 -2,1716 -2,1118 -2,1633 -2,2799 -2,4352 -2,6149 -2,8090 -3,0115 -3,2153 -3,3877 -3,4500 -3,3036 -2,8928 -2,2417 -1,4425 -0,6127 0,1540 0,8143 1,3647 1,8071 2,1185 2,2573 2,2024 1,9927 1,7326 1,5617 1,6091 1,9511 2,5964 3,4921 4,5263 5,5423 6,3861 6,9638 7,2534 7,2756 7,0847 6,7779 6,4680 6,2366 6,1259 6,1552 6,3181 6,5721 6,8582 7,1318 7,3753 7,5971 7,8174 8,0482 8,2894 8,5357 8,7694 8,9537 9,0549 9,0680 9,0106 8,8915 8,6898 8,3706 7,9287 7,4227 6,9645 6,6722 6,6173 6,7865 7,0825 7,3692 7,5227 7,4586 7,1486 6,6333 6,0130 5,4103 4,9299 4,6415 4,5681 4,6805 4,9262 5,2647 5,6571 6,0428 6,3514 6,5304 6,5428 6,3513 5,9235 5,2546 4,3851 3,4072 2,4597 1,6985 1,2432 1,1370 1,3425 1,7664 2,2970 2,8315 3,2835 3,5893 3,7293 3,7364 3,6652 3,5565 3,4348 3,3182 3,2143 3,1035 2,9349 2,6575 2,2655 1,8087 1,3625 0,9980 0,7668 0,6862 0,7364 0,8824 1,0826 1,2689 1,3584 1,3173 1,1913 1,0605 0,9764 0,9426 0,9347 0,9291 0,9214 0,9213 0,9329 0,9422 0,9307 0,9069 0,9140 0,9968 1,1661 1,3952 1,6297 1,8083 1,9023 1,9393 1,9807 2,0816 2,2762 2,5808 2,9862 3,4436 3,8675 4,1538 4,1996 3,9405 3,4029 2,7168 2,0645 1,6092 1,4539 1,6322 2,1194 2,8450 3,6947 4,5214 5,1896 5,6227 5,8086 5,7807 5,6092 5,3881 5,2023 5,0882 5,0169 4,9241 4,7613 4,5204 4,2312 3,9552 3,7734 3,7559 3,9271 4,2593 4,6993 5,1952 5,6941 6,1319 6,4492 6,6329 6,7392 6,8559 7,0270 7,2246 7,3938 7,5088 7,5839 7,6477 7,7117 7,7639 7,7865 7,7670 7,6904 7,5261 7,2310 6,7860 6,2381 5,6943 5,2690 5,0384 5,0311 5,2423 5,6505 6,2256 6,9258 7,6941 8,4583 9,1322 9,6268 9,8754 9,8610 9,6367 9,3283 9,0965 9,0707 9,2988 9,7396 10,2902 10,8347 11,2927 11,6274 11,8152 11,8327 11,6848 11,4325 11,1759 10,9959 10,9094 10,8847 10,8920 10,9269 10,9909 11,0764 11,1781 11,2947 11,4104 11,4916 11,5138 11,4867 11,4469 11,4276 11,4342 11,4483 11,4544 11,4567 11,4667 11,4875 11,5184 11,5667 11,6387 11,7320 11,8374 11,9415 12,0360 12,1320 12,2452 12,3665 12,4683 12,5405 12,5989 12,6564 12,7018 12,7110 12,6627 12,5386 12,3221 11,9994 11,5601 11,0156 10,4325 9,9348 9,6467 9,6136 9,7792 10,0393 10,2987 10,4893 10,5814 10,5999 10,6102 10,6689 10,7770 10,8743 10,8781 10,7361 10,4560 10,1072 9,7883 9,5713 9,4657 9,4195 9,3580 9,2454 9,1095 8,9965 8,9125 8,8196 8,6818 8,4968 8,2932 8,1155 8,0043 7,9681 7,9706 7,9475 7,8330 7,5836 7,1959 6,7159 6,2323 5,8418 5,6054 5,5266 5,5642 5,6611 5,7579 5,8010 5,7652 5,6584 5,4905 5,2461 4,8977 4,4449 3,9355 3,4596 3,1249 3,0076 3,1117 3,3768 3,7271 4,1134 4,5101 4,8818 5,1787 5,3683 5,4492 5,4355 5,3526 5,2456 5,1621 5,1187 5,0900 5,0284 4,8922 4,6634 4,3523 3,9909 3,6172 3,2648 2,9746 2,8009 2,7867 2,9407 3,2373 3,6133 3,9665 4,1945 4,2543 4,1806 4,0433 3,8963 3,7559 3,6122 3,4537 3,2865 3,1334 3,0177 2,9473 2,9026 2,8348 2,6811 2,3937 1,9669 1,4394 0,8593 0,2487 -0,3789 -0,9703 -1,4327 -1,6992 -1,7735 -1,7020 -1,5304 -1,2965 -1,0301 -0,7360 -0,3990 -0,0161 0,3976 0,8210 1,2165 1,5270 1,7105 1,7628 1,6997 1,5453 1,3426 1,1535 1,0392 1,0421 1,1867 1,4850 1,9218 2,4280 2,8779 3,1358 3,1152 2,8054 2,2628 1,5837 0,8742 0,2384 -0,2216 -0,4154 -0,2960 0,1071 0,6992 1,3770 2,0653 2,7090 3,2563 3,6650 3,9257 4,0699 4,1457 4,1763 4,1403 3,9930 3,7087 3,3065 2,8406 2,3660 1,9167 1,5088 1,1382 0,7814 0,4172 0,0494 -0,2900 -0,5554 -0,7142 -0,7572 -0,6860 -0,5138 -0,2674 0,0375 0,4065 0,8288 1,2319 1,4891 1,4897 1,2119 0,7391 0,2049 -0,2845 -0,6910 -1,0280 -1,3100 -1,5168 -1,6021 -1,5330 -1,3251 -1,0547 -0,8349 -0,7649 -0,8852 -1,1653 -1,5212 -1,8491 -2,0709 -2,1633 -2,1491 -2,0780
F7    -0,7366 -0,7637 -0,7719 -0,7644 -0,7568 -0,7714 -0,8249 -0,9175 -1,0269 -1,1154 -1,1451 -1,0936 -0,9592 -0,7593 -0,5258 -0,2940 -0,0898 0,0739 0,1939 0,2777 0,3367 0,3765 0,3989 0,4130 0,4369 0,4910 0,5866 0,7144 0,8444 0,9430 0,9963 1,0120 0,9980 0,9430 0,8254 0,6367 0,3968 0,1473 -0,0662 -0,2110 -0,2769 -0,2732 -0,2158 -0,1177 0,0119 0,1658 0,3379 0,5144 0,6633 0,7416 0,7204 0,6025 0,4164 0,2044 0,0129 -0,1205 -0,1830 -0,1850 -0,1470 -0,0931 -0,0519 -0,0495 -0,0896 -0,1449 -0,1764 -0,1640 -0,1209 -0,0756 -0,0412 -0,0090 0,0315 0,0703 0,0778 0,0257 -0,0922 -0,2562 -0,4287 -0,5665 -0,6393 -0,6449 -0,6101 -0,5716 -0,5534 -0,5631 -0,6038 -0,6801 -0,7902 -0,9222 -1,0604 -1,1930 -1,3143 -1,4261 -1,5371 -1,6549 -1,7716 -1,8589 -1,8827 -1,8301 -1,7272 -1,6304 -1,5956 -1,6530 -1,8062 -2,0448 -2,3446 -2,6554 -2,8998 -3,0033 -2,9359 -2,7274 -2,4449 -2,1586 -1,9251 -1,7897 -1,7820 -1,9061 -2,1382 -2,4328 -2,7369 -3,0062 -3,2091 -3,3151 -3,2901 -3,1125 -2,7925 -2,3728 -1,9091 -1,4490 -1,0218 -0,6413 -0,3132 -0,0313 0,2301 0,5060 0,8103 1,1199 1,3946 1,6097 1,7684 1,8937 2,0100 2,1271 2,2405 2,3443 2,4404 2,5411 2,6708 2,8586 3,1179 3,4340 3,7727 4,0930 4,3591 4,5557 4,6900 4,7759 4,8255 4,8598 4,9151 5,0249 5,1951 5,4009 5,6030 5,7647 5,8635 5,9029 5,9138 5,9378 6,0037 6,1137 6,2453 6,3640 6,4378 6,4492 6,3994 6,3071 6,1995 6,1064 6,0549 6,0608 6,1214 6,2183 6,3200 6,3833 6,3742 6,2967 6,1933 6,1145 6,0933 6,1360 6,2159 6,2793 6,2680 6,1476 5,9222 5,6276 5,3093 5,0052 4,7415 4,5380 4,4097 4,3577 4,3622 4,3852 4,3809 4,3090 4,1488 3,9050 3,6074 3,3064 3,0573 2,8945 2,8162 2,7898 2,7717 2,7349 2,6866 2,6566 2,6690 2,7271 2,8166 2,9134 2,9904 3,0236 2,9957 2,8997 2,7439 2,5467 2,3216 2,0695 1,7855 1,4707 1,1375 0,8089 0,5110 0,2611 0,0609 -0,0955 -0,2036 -0,2494 -0,2327 -0,1832 -0,1464 -0,1474 -0,1667 -0,1554 -0,0686 0,1157 0,3964 0,7490 1,1269 1,4726 1,7380 1,9042 1,9852 2,0085 1,9883 1,9216 1,8005 1,6191 1,3790 1,1019 0,8296 0,6072 0,4669 0,4245 0,4802 0,6169 0,8024 1,0008 1,1842 1,3374 1,4573 1,5463 1,6063 1,6390 1,6563 1,6860 1,7612 1,8987 2,0889 2,3054 2,5179 2,7007 2,8382 2,9231 2,9469 2,9037 2,8070 2,6943 2,6109 2,5850 2,6174 2,6919 2,7900 2,8996 3,0189 3,1538 3,3073 3,4669 3,6038 3,6898 3,7164 3,6918 3,6295 3,5476 3,4735 3,4404 3,4766 3,5912 3,7696 3,9846 4,2073 4,4125 4,5812 4,6978 4,7491 4,7311 4,6540 4,5383 4,4097 4,2929 4,2083 4,1744 4,2087 4,3215 4,5047 4,7218 4,9157 5,0389 5,0789 5,0548 4,9961 4,9283 4,8720 4,8479 4,8780 4,9768 5,1463 5,3838 5,6833 6,0223 6,3534 6,6182 6,7770 6,8328 6,8269 6,8077 6,7999 6,7954 6,7664 6,6881 6,5608 6,4144 6,2917 6,2275 6,2420 6,3394 6,5032 6,6975 6,8791 7,0130 7,0817 7,0861 7,0382 6,9555 6,8567 6,7616 6,6898 6,6576 6,6676 6,7059 6,7559 6,8094 6,8679 6,9367 7,0166 7,0974 7,1546 7,1586 7,0988 7,0015 6,9115 6,8563 6,8345 6,8325 6,8382 6,8390 6,8188 6,7612 6,6510 6,4802 6,2592 6,0176 5,7900 5,5997 5,4562 5,3621 5,3175 5,3163 5,3426 5,3799 5,4220 5,4716 5,5291 5,5915 5,6546 5,7110 5,7481 5,7515 5,7136 5,6411 5,5561 5,4883 5,4694 5,5235 5,6478 5,7998 5,9152 5,9421 5,8641 5,6982 5,4750 5,2225 4,9661 4,7278 4,5177 4,3332 4,1693 4,0282 3,9219 3,8675 3,8750 3,9374 4,0283 4,1102 4,1497 4,1281 4,0408 3,8908 3,6881 3,4537 3,2181 3,0138 2,8722 2,8235 2,8836 3,0313 3,2063 3,3378 3,3808 3,3343 3,2310 3,1111 3,0033 2,9239 2,8829 2,8848 2,9261 2,9994 3,0973 3,2066 3,3088 3,3955 3,4760 3,5698 3,6929 3,8442 3,9994 4,1221 4,1805 4,1572 4,0558 3,8993 3,7144 3,5183 3,3228 3,1425 2,9914 2,8752 2,7925 2,7351 2,6851 2,6182 2,5178 2,3794 2,2095 2,0241 1,8435 1,6848 1,5561 1,4585 1,3868 1,3281 1,2639 1,1763 1,0508 0,8722 0,6269 0,3151 -0,0391 -0,3958 -0,7138 -0,9583 -1,1052 -1,1447 -1,0820 -0,9358 -0,7323 -0,4966 -0,2498 -0,0101 0,2078 0,3975 0,5627 0,7166 0,8778 1,0615 1,2668 1,4698 1,6338 1,7335 1,7779 1,8072 1,8658 1,9744 2,1227 2,2756 2,3909 2,4409 2,4242 2,3624 2,2846 2,2062 2,1168 1,9948 1,8376 1,6781 1,5753 1,5833 1,7191 1,9470 2,1945 2,3941 2,5174 2,5787 2,6108 2,6398 2,6762 2,7188 2,7628 2,8048 2,8444 2,8800 2,9050 2,9103 2,8879 2,8338 2,7513 2,6520 2,5471 2,4344 2,2992 2,1299 1,9265 1,6935 1,4316 1,1404 0,8303 0,5303 0,2761 0,0878 -0,0327 -0,0844 -0,0621 0,0240 0,1266 0,1721 0,1041 -0,0791 -0,3305 -0,5895 -0,8090 -0,9640 -1,0461 -1,0516 -0,9799 -0,8454 -0,6810 -0,5267 -0,4148 -0,3602 -0,3582 -0,3936 -0,4546 -0,5378 -0,6471 -0,7897 -0,9671 -1,1668
