Fp1   0,2606 0,6532 0,9891 1,2747 1,5530 1,8817 2,2562 2,5685 2,6586 2,4066 1,7914 0,8980 -0,1085 -1,0289 -1,6811 -1,9496 -1,8330 -1,4583 -1,0247 -0,7044 -0,5757 -0,6224 -0,7672 -0,9088 -0,9582 -0,8641 -0,6157 -0,2300 0,2561 0,7779 1,2355 1,5119 1,5160 1,2253 0,7050 0,0743 -0,5688 -1,1790 -1,7129 -2,0806 -2,1829 -1,9879 -1,5498 -0,9775 -0,3999 0,0729 0,3757 0,4792 0,3884 0,1605 -0,1020 -0,2986 -0,3775 -0,3396 -0,2151 -0,0554 0,0625 0,0507 -0,1468 -0,5172 -0,9770 -1,4079 -1,7067 -1,8200 -1,7515 -1,5445 -1,2586 -0,9566 -0,6941 -0,5026 -0,3774 -0,2875 -0,2191 -0,2092 -0,3099 -0,5334 -0,8527 -1,2314 -1,6214 -1,9456 -2,1105 -2,0508 -1,7633 -1,2985 -0,7289 -0,1315 0,4208 0,8739 1,2025 1,4061 1,4994 1,4992 1,4036 1,1867 0,8322 0,3786 -0,0769 -0,4167 -0,5438 -0,4034 0,0125 0,6574 1,4333 2,2218 2,9099 3,3830 3,5352 3,3178 2,7709 2,0023 1,1494 0,3576 -0,2409 -0,5744 -0,6705 -0,6227 -0,5238 -0,4469 -0,4552 -0,5708 -0,7382 -0,8587 -0,8848 -0,8757 -0,9491 -1,1892 -1,6033 -2,1240 -2,6216 -2,9432 -2,9831 -2,7392 -2,3195 -1,8952 -1,6267 -1,5942 -1,7672 -2,0344 -2,2682 -2,3726 -2,3064 -2,0809 -1,7196 -1,2226 -0,5808 0,1882 1,0233 1,8330 2,5359 3,0967 3,5208 3,8056 3,8940 3,7017 3,2089 2,5141 1,7925 1,2011 0,8186 0,6558 0,6918 0,8918 1,2033 1,5597 1,9074 2,2161 2,4592 2,6016 2,6219 2,5442 2,4475 2,4261 2,5145 2,6514 2,7317 2,6867 2,5320 2,3647 2,3024 2,3984 2,6261 2,9444 3,3428 3,8171 4,3406 4,8799 5,4134 5,9261 6,4040 6,8306 7,1727 7,3788 7,4059 7,2411 6,8991 6,4184 5,8616 5,3145 4,8812 4,6535 4,6734 4,9311 5,3853 5,9756 6,6140 7,1648 7,4655 7,4187 7,0660 6,5530 6,0249 5,5453 5,0941 4,6279 4,1418 3,6690 3,2423 2,8729 2,5454 2,2234 1,8751 1,4894 1,0581 0,5674 0,0197 -0,5558 -1,1172 -1,6151 -2,0015 -2,2575 -2,4008 -2,4638 -2,4847 -2,4997 -2,5112 -2,4698 -2,3181 -2,0647 -1,7969 -1,6156 -1,5712 -1,6567 -1,8412 -2,1064 -2,4544 -2,8785 -3,3262 -3,6923 -3,8580 -3,7563 -3,4088 -2,9052 -2,3572 -1,8663 -1,4941 -1,2540 -1,1352 -1,1183 -1,1583 -1,1704 -1,0508 -0,7221 -0,1671 0,5700 1,4057 2,2404 2,9762 3,5282 3,8337 3,8667 3,6542 3,2809 2,8662 2,5246 2,3305 2,3077 2,4341 2,6478 2,8602 2,9790 2,9361 2,7149 2,3512 1,8926 1,3606 0,7623 0,1284 -0,4751 -0,9643 -1,2523 -1,2735 -1,0293 -0,6140 -0,1810 0,1265 0,2301 0,1352 -0,0757 -0,2799 -0,3836 -0,3695 -0,2795 -0,1687 -0,0853 -0,0662 -0,1294 -0,2747 -0,5053 -0,8365 -1,2709 -1,7684 -2,2358 -2,5471 -2,5947 -2,3546 -1,9088 -1,3872 -0,8660 -0,3230 0,3050 1,0432 1,8521 2,6304 3,2346 3,5388 3,5044 3,1962 2,7316 2,2186 1,7388 1,3639 1,1609 1,1696 1,3655 1,6493 1,8886 1,9911 1,9597 1,8837 1,8742 1,9958 2,2354 2,5052 2,6747 2,6270 2,3142 1,7791 1,1352 0,5318 0,1342 0,0908 0,4609 1,1595 1,9947 2,7712 3,3698 3,7590 3,9477 3,9222 3,6260 3,0097 2,0942 0,9718 -0,2422 -1,4383 -2,4984 -3,2717 -3,5939 -3,3672 -2,6327 -1,5488 -0,3047 0,9352 2,0267 2,8266 3,2164 3,1519 2,6863 1,9515 1,1137 0,3289 -0,2869 -0,6753 -0,8462 -0,8675 -0,8166 -0,7256 -0,5787 -0,3620 -0,0925 0,1997 0,4898 0,7486 0,9277 0,9819 0,9168 0,7982 0,7018 0,6645 0,6858 0,7594 0,8956 1,1209 1,4599 1,9059 2,4018 2,8513 3,1616 3,2900 3,2582 3,1193 2,9127 2,6633 2,4061 2,1915 2,0887 2,2046 2,6586 3,5012 4,6545 5,9209 7,0439 7,8004 8,0848 7,9272 7,4380 6,7271 5,8593 4,8646 3,7837 2,7075 1,7872 1,1874 0,9961 1,1707 1,5731 2,0387 2,4199 2,6083 2,5563 2,2884 1,8752 1,3864 0,8713 0,3748 -0,0556 -0,3890 -0,6270 -0,7887 -0,8841 -0,9080 -0,8469 -0,6834 -0,4188 -0,0948 0,2241 0,4718 0,5688 0,4359 0,0615 -0,4506 -0,9181 -1,1797 -1,1632 -0,8722 -0,3494 0,3423 1,1423 2,0142 2,9378 3,8735 4,7409 5,4411 5,8955 6,0616 5,9368 5,5627 5,0128 4,3678 3,6973 3,0583 2,5063 2,1018 1,8887 1,8635 1,9789 2,1767 2,4177 2,6872 2,9606 3,1623 3,1852 2,9746 2,5843 2,1355 1,7154 1,3270 0,9376 0,5549 0,2392 0,0504 -0,0013 0,0476 0,1506 0,2822 0,4367 0,6064 0,7697 0,8975 0,9615 0,9541 0,9278 0,9902 1,2370 1,7048 2,3754 3,1789 4,0018 4,7278 5,2818 5,6307 5,7485 5,6039 5,2130 4,6846 4,1853 3,8637 3,7932 3,9546 4,2652 4,6297 4,9754 5,2659 5,5009 5,7014 5,8829 6,0443 6,1781 6,2667 6,2736 6,1604 5,9169 5,5641 5,1553 4,7887 4,5873 4,6384 4,9517 5,4559 6,0254 6,5318 6,8943 7,1105 7,2629 7,4831 7,8724 8,4192 8,9736 9,3144 9,2614 8,7468 7,8261 6,6596 5,4639 4,4373 3,7006 3,2774 3,1052 3,0774 3,0962 3,0984 3,0468 2,9082 2,6430 2,2245 1,6675 1,0344 0,4070 -0,1597 -0,6710 -1,1888 -1,7754 -2,4135 -2,9849 -3,3359 -3,3701 -3,1024 -2,6507 -2,1827 -1,8564 -1,7737 -1,9566 -2,3498 -2,8540 -3,3839 -3,9055 -4,4164 -4,9036 -5,3283 -5,6468
Fz    0,3669 0,4202 0,4388 0,3954 0,2935 0,1651 0,0432 -0,0570 -0,1350 -0,1931 -0,2330 -0,2575 -0,2705 -0,2743 -0,2641 -0,2334 -0,1851 -0,1303 -0,0775 -0,0282 0,0134 0,0345 0,0233 -0,0163 -0,0633 -0,0896 -0,0694 0,0128 0,1543 0,3368 0,5378 0,7336 0,8904 0,9660 0,9328 0,7952 0,5783 0,3106 0,0215 -0,2569 -0,4925 -0,6542 -0,7212 -0,7044 -0,6476 -0,5935 -0,5516 -0,5043 -0,4317 -0,3289 -0,2086 -0,0939 -0,0093 0,0277 0,0156 -0,0300 -0,0915 -0,1649 -0,2552 -0,3590 -0,4599 -0,5439 -0,6164 -0,6944 -0,7848 -0,8774 -0,9566 -1,0114 -1,0413 -1,0601 -1,0937 -1,1629 -1,2617 -1,3544 -1,3915 -1,3328 -1,1707 -0,9398 -0,6968 -0,4866 -0,3240 -0,1979 -0,0809 0,0568 0,2283 0,4224 0,6120 0,7751 0,9077 1,0172 1,1108 1,1963 1,2895 1,4113 1,5778 1,7908 2,0296 2,2569 2,4367 2,5466 2,5762 2,5249 2,4049 2,2407 2,0605 1,8880 1,7409 1,6331 1,5766 1,5781 1,6350 1,7334 1,8445 1,9247 1,9344 1,8659 1,7474 1,6230 1,5341 1,5088 1,5521 1,6373 1,7120 1,7200 1,6283 1,4369 1,1653 0,8410 0,4979 0,1663 -0,1430 -0,4339 -0,7019 -0,9246 -1,0786 -1,1547 -1,1540 -1,0750 -0,9116 -0,6692 -0,3789 -0,0812 0,2048 0,4864 0,7777 1,0872 1,4126 1,7339 2,0201 2,2564 2,4575 2,6480 2,8355 3,0110 3,1586 3,2487 3,2381 3,0927 2,8153 2,4518 2,0734 1,7533 1,5443 1,4616 1,4843 1,5810 1,7340 1,9386 2,1907 2,4791 2,7787 3,0497 3,2514 3,3637 3,4008 3,4072 3,4412 3,5582 3,7938 4,1509 4,6030 5,1057 5,6118 6,0810 6,4783 6,7673 6,9224 6,9570 6,9231 6,8792 6,8659 6,9020 6,9868 7,1059 7,2424 7,3830 7,5182 7,6435 7,7633 7,8964 8,0751 8,3295 8,6624 9,0342 9,3738 9,6088 9,6923 9,6121 9,3834 9,0377 8,6160 8,1598 7,6960 7,2313 6,7654 6,2953 5,8081 5,2877 4,7390 4,1957 3,6980 3,2626 2,8716 2,4899 2,0966 1,7010 1,3268 0,9890 0,6824 0,3813 0,0507 -0,3290 -0,7457 -1,1650 -1,5557 -1,9091 -2,2418 -2,5806 -2,9466 -3,3485 -3,7754 -4,1872 -4,5255 -4,7393 -4,8020 -4,7159 -4,5117 -4,2385 -3,9459 -3,6680 -3,4185 -3,1916 -2,9724 -2,7497 -2,5154 -2,2577 -1,9660 -1,6391 -1,2816 -0,9006 -0,5044 -0,0958 0,3336 0,7926 1,2736 1,7523 2,2043 2,6164 2,9827 3,2953 3,5455 3,7262 3,8342 3,8766 3,8677 3,8181 3,7358 3,6410 3,5581 3,4913 3,4149 3,2914 3,0925 2,8083 2,4468 2,0248 1,5585 1,0576 0,5292 -0,0142 -0,5521 -1,0619 -1,5236 -1,9164 -2,2194 -2,4211 -2,5261 -2,5479 -2,5024 -2,4092 -2,2906 -2,1676 -2,0585 -1,9785 -1,9300 -1,8942 -1,8399 -1,7379 -1,5692 -1,3291 -1,0341 -0,7203 -0,4236 -0,1584 0,0885 0,3453 0,6314 0,9384 1,2339 1,4838 1,6702 1,7950 1,8751 1,9419 2,0388 2,2114 2,4942 2,8945 3,3820 3,8961 4,3713 4,7692 5,0928 5,3672 5,6055 5,7891 5,8725 5,8096 5,5808 5,2031 4,7252 4,2156 3,7442 3,3680 3,1322 3,0715 3,1851 3,4116 3,6465 3,7981 3,8301 3,7593 3,6191 3,4348 3,2248 3,0082 2,7987 2,5945 2,3789 2,1341 1,8566 1,5677 1,3132 1,1477 1,1103 1,2060 1,4045 1,6576 1,9202 2,1553 2,3333 2,4343 2,4497 2,3842 2,2627 2,1314 2,0338 1,9797 1,9409 1,8781 1,7688 1,6166 1,4431 1,2709 1,1166 0,9879 0,8757 0,7541 0,6033 0,4319 0,2786 0,1908 0,1971 0,2917 0,4405 0,6069 0,7760 0,9565 1,1602 1,3796 1,5861 1,7558 1,8950 2,0390 2,2259 2,4704 2,7557 3,0520 3,3432 3,6330 3,9285 4,2267 4,5181 4,7938 5,0465 5,2717 5,4723 5,6558 5,8294 6,0030 6,1953 6,4303 6,7237 7,0665 7,4217 7,7373 7,9585 8,0395 7,9595 7,7283 7,3717 6,9150 6,3775 5,7794 5,1522 4,5377 3,9788 3,5140 3,1704 2,9499 2,8199 2,7212 2,5880 2,3639 2,0144 1,5374 0,9627 0,3355 -0,3039 -0,9280 -1,5171 -2,0500 -2,5007 -2,8453 -3,0686 -3,1581 -3,0994 -2,8886 -2,5424 -2,0904 -1,5608 -0,9777 -0,3651 0,2514 0,8519 1,4243 1,9601 2,4521 2,8944 3,2836 3,6179 3,8984 4,1363 4,3536 4,5730 4,8113 5,0785 5,3751 5,6924 6,0188 6,3366 6,6127 6,7990 6,8489 6,7383 6,4764 6,0948 5,6296 5,1093 4,5551 3,9889 3,4399 2,9408 2,5149 2,1663 1,8818 1,6397 1,4173 1,2014 0,9979 0,8307 0,7323 0,7324 0,8430 1,0467 1,3044 1,5796 1,8576 2,1481 2,4700 2,8298 3,2149 3,6057 3,9865 4,3490 4,6911 5,0096 5,2894 5,5026 5,6168 5,6046 5,4564 5,1953 4,8733 4,5446 4,2454 3,9935 3,7928 3,6371 3,5221 3,4586 3,4698 3,5729 3,7664 4,0320 4,3395 4,6547 4,9556 5,2393 5,5080 5,7564 5,9847 6,2169 6,4892 6,8127 7,1613 7,5058 7,8460 8,2013 8,5793 8,9648 9,3329 9,6632 9,9403 10,1495 10,2745 10,3018 10,2294 10,0688 9,8365 9,5475 9,2187 8,8770 8,5561 8,2789 8,0393 7,7967 7,4934 7,0864 6,5705 5,9717 5,3261 4,6670 4,0175 3,3851 2,7636 2,1444 1,5260 0,9166 0,3343 -0,1953 -0,6492 -1,0260 -1,3597 -1,7092 -2,1222 -2,6057 -3,1310 -3,6579 -4,1468 -4,5639 -4,8924 -5,1409 -5,3310 -5,4802 -5,5972 -5,6841 -5,7387 -5,7611 -5,7629
F3    0,3857 0,3298 0,3070 0,2795 0,2239 0,1407 0,0447 -0,0480 -0,1231 -0,1669 -0,1670 -0,1157 -0,0160 0,1141 0,2516 0,3764 0,4697 0,5170 0,5183 0,4882 0,4395 0,3731 0,2827 0,1667 0,0367 -0,0807 -0,1512 -0,1493 -0,0734 0,0559 0,2095 0,3599 0,4782 0,5291 0,4883 0,3626 0,1796 -0,0338 -0,2566 -0,4686 -0,6520 -0,7890 -0,8618 -0,8659 -0,8201 -0,7505 -0,6649 -0,5513 -0,3975 -0,2052 0,0085 0,2164 0,3882 0,5007 0,5481 0,5391 0,4814 0,3729 0,2139 0,0264 -0,1464 -0,2721 -0,3593 -0,4479 -0,5645 -0,6985 -0,8188 -0,9014 -0,9419 -0,9536 -0,9569 -0,9628 -0,9650 -0,9470 -0,8908 -0,7828 -0,6237 -0,4351 -0,2530 -0,1079 -0,0078 0,0614 0,1276 0,2205 0,3554 0,5232 0,6986 0,8616 1,0056 1,1244 1,2042 1,2381 1,2424 1,2548 1,3183 1,4619 1,6818 1,9351 2,1579 2,2916 2,3027 2,1921 1,9939 1,7592 1,5329 1,3435 1,2096 1,1438 1,1506 1,2216 1,3324 1,4429 1,5045 1,4730 1,3321 1,1102 0,8713 0,6848 0,5992 0,6297 0,7509 0,9012 1,0040 0,9988 0,8693 0,6442 0,3682 0,0824 -0,1765 -0,3856 -0,5549 -0,7201 -0,9096 -1,1258 -1,3537 -1,5700 -1,7418 -1,8285 -1,7943 -1,6268 -1,3485 -1,0047 -0,6334 -0,2527 0,1299 0,5104 0,8837 1,2320 1,5250 1,7446 1,9097 2,0604 2,2188 2,3795 2,5205 2,6014 2,5675 2,3790 2,0387 1,5957 1,1316 0,7387 0,4889 0,4080 0,4828 0,6882 0,9995 1,3868 1,8119 2,2332 2,6083 2,8946 3,0608 3,1081 3,0788 3,0399 3,0563 3,1740 3,4144 3,7719 4,2146 4,6893 5,1363 5,5095 5,7836 5,9443 5,9897 5,9450 5,8632 5,8027 5,8058 5,8902 6,0490 6,2563 6,4763 6,6726 6,8198 6,9117 6,9583 6,9825 7,0183 7,1017 7,2496 7,4418 7,6259 7,7401 7,7419 7,6220 7,4013 7,1197 6,8220 6,5362 6,2521 5,9284 5,5233 5,0161 4,4069 3,7201 3,0131 2,3609 1,8191 1,3967 1,0589 0,7529 0,4401 0,1143 -0,2052 -0,4982 -0,7614 -1,0110 -1,2707 -1,5510 -1,8335 -2,0808 -2,2651 -2,3965 -2,5230 -2,7001 -2,9637 -3,3257 -3,7730 -4,2589 -4,7067 -5,0370 -5,2012 -5,1954 -5,0566 -4,8431 -4,6078 -4,3751 -4,1362 -3,8660 -3,5469 -3,1832 -2,7909 -2,3820 -1,9628 -1,5399 -1,1205 -0,7124 -0,3256 0,0339 0,3718 0,7020 1,0353 1,3745 1,7191 2,0700 2,4206 2,7474 3,0194 3,2174 3,3456 3,4298 3,5016 3,5797 3,6684 3,7750 3,9114 4,0715 4,2164 4,2897 4,2437 4,0551 3,7278 3,2832 2,7483 2,1528 1,5311 0,9213 0,3579 -0,1367 -0,5536 -0,8887 -1,1340 -1,2809 -1,3309 -1,2972 -1,2018 -1,0746 -0,9490 -0,8543 -0,8135 -0,8408 -0,9298 -1,0473 -1,1463 -1,1864 -1,1428 -1,0080 -0,7993 -0,5589 -0,3347 -0,1528 -0,0050 0,1415 0,3128 0,5004 0,6664 0,7743 0,8131 0,7987 0,7704 0,7852 0,8997 1,1464 1,5268 2,0162 2,5673 3,1185 3,6083 3,9993 4,2931 4,5146 4,6820 4,7858 4,7916 4,6664 4,4058 4,0396 3,6210 3,2107 2,8619 2,6118 2,4889 2,5112 2,6563 2,8350 2,9230 2,8342 2,5656 2,1824 1,7730 1,4112 1,1402 0,9684 0,8729 0,8083 0,7243 0,5850 0,3803 0,1293 -0,1224 -0,3183 -0,4118 -0,3789 -0,2228 0,0275 0,3300 0,6406 0,9156 1,1135 1,2040 1,1784 1,0646 0,9260 0,8279 0,7914 0,7869 0,7715 0,7252 0,6543 0,5736 0,4967 0,4394 0,4158 0,4158 0,4030 0,3516 0,2768 0,2224 0,2270 0,3005 0,4213 0,5457 0,6305 0,6571 0,6441 0,6345 0,6637 0,7364 0,8369 0,9558 1,0988 1,2724 1,4682 1,6625 1,8353 1,9901 2,1526 2,3452 2,5679 2,8009 3,0188 3,2051 3,3646 3,5230 3,7059 3,9222 4,1730 4,4659 4,8138 5,2164 5,6436 6,0412 6,3580 6,5650 6,6513 6,6182 6,4780 6,2440 5,9196 5,5079 5,0320 4,5375 4,0717 3,6670 3,3467 3,1344 3,0408 3,0390 3,0612 3,0267 2,8748 2,5826 2,1632 1,6521 1,0874 0,5001 -0,0837 -0,6392 -1,1443 -1,5759 -1,9064 -2,1101 -2,1706 -2,0869 -1,8804 -1,5908 -1,2545 -0,8892 -0,5038 -0,1132 0,2663 0,6308 0,9904 1,3601 1,7495 2,1550 2,5550 2,9127 3,1921 3,3815 3,5028 3,5983 3,7111 3,8711 4,0886 4,3598 4,6748 5,0143 5,3397 5,5919 5,7070 5,6454 5,4153 5,0620 4,6323 4,1535 3,6415 3,1164 2,6084 2,1485 1,7557 1,4328 1,1698 0,9491 0,7503 0,5567 0,3603 0,1675 0,0039 -0,0891 -0,0773 0,0403 0,2298 0,4498 0,6802 0,9309 1,2237 1,5649 1,9339 2,2911 2,5951 2,8206 2,9715 3,0746 3,1547 3,2163 3,2385 3,1827 3,0216 2,7708 2,4867 2,2273 2,0231 1,8769 1,7757 1,7059 1,6695 1,6865 1,7793 1,9565 2,2126 2,5389 2,9180 3,3154 3,6923 4,0255 4,3077 4,5410 4,7429 4,9514 5,2023 5,4943 5,7897 6,0556 6,2960 6,5429 6,8282 7,1672 7,5551 7,9683 8,3643 8,6887 8,8887 8,9310 8,8148 8,5707 8,2457 7,8860 7,5294 7,2036 6,9199 6,6638 6,4003 6,0873 5,6859 5,1753 4,5670 3,8995 3,2170 2,5533 1,9262 1,3336 0,7567 0,1771 -0,4039 -0,9666 -1,4860 -1,9399 -2,3143 -2,6171 -2,8891 -3,1928 -3,5740 -4,0285 -4,5128 -4,9789 -5,3898 -5,7189 -5,9568 -6,1140 -6,2121 -6,2730 -6,3136 -6,3415 -6,3574 -6,3628 -6,3667
F7    0,2731 0,3593 0,4581 0,5455 0,6065 0,6398 0,6548 0,6659 0,6872 0,7245 0,7615 0,7641 0,7064 0,5909 0,4416 0,2820 0,1213 -0,0401 -0,1924 -0,3118 -0,3798 -0,3979 -0,3804 -0,3409 -0,2869 -0,2217 -0,1499 -0,0821 -0,0334 -0,0140 -0,0215 -0,0414 -0,0602 -0,0787 -0,1097 -0,1635 -0,2397 -0,3295 -0,4184 -0,4880 -0,5165 -0,4877 -0,4088 -0,3201 -0,2770 -0,3148 -0,4215 -0,5426 -0,6139 -0,5977 -0,4958 -0,3356 -0,1529 0,0171 0,1435 0,2061 0,2009 0,1397 0,0466 -0,0463 -0,1072 -0,1195 -0,0895 -0,0338 0,0370 0,1141 0,1769 0,1947 0,1446 0,0251 -0,1427 -0,3232 -0,4809 -0,5947 -0,6580 -0,6721 -0,6476 -0,6089 -0,5863 -0,5962 -0,6288 -0,6540 -0,6364 -0,5488 -0,3839 -0,1544 0,1164 0,3985 0,6543 0,8509 0,9810 1,0700 1,1588 1,2753 1,4179 1,5607 1,6746 1,7481 1,7935 1,8333 1,8801 1,9294 1,9660 1,9712 1,9259 1,8190 1,6574 1,4641 1,2663 1,0897 0,9586 0,8918 0,8897 0,9252 0,9588 0,9674 0,9598 0,9573 0,9673 0,9777 0,9696 0,9237 0,8215 0,6487 0,4025 0,0947 -0,2567 -0,6285 -0,9866 -1,2930 -1,5220 -1,6670 -1,7334 -1,7274 -1,6542 -1,5254 -1,3594 -1,1726 -0,9716 -0,7586 -0,5389 -0,3173 -0,0966 0,1134 0,2878 0,4014 0,4565 0,4913 0,5583 0,6956 0,9132 1,1929 1,4920 1,7527 1,9223 1,9671 1,8775 1,6724 1,4005 1,1275 0,9160 0,8058 0,7996 0,8603 0,9376 1,0093 1,0958 1,2343 1,4458 1,7229 2,0288 2,3066 2,5048 2,6035 2,6190 2,5912 2,5686 2,5959 2,7055 2,9093 3,1932 3,5207 3,8534 4,1696 4,4588 4,7055 4,8917 5,0142 5,0880 5,1305 5,1555 5,1789 5,2198 5,2923 5,3975 5,5240 5,6567 5,7890 5,9235 6,0646 6,2136 6,3682 6,5217 6,6612 6,7667 6,8101 6,7597 6,5943 6,3152 5,9488 5,5411 5,1413 4,7783 4,4507 4,1417 3,8318 3,4982 3,1203 2,7014 2,2718 1,8642 1,4919 1,1487 0,8185 0,4885 0,1615 -0,1409 -0,3917 -0,5799 -0,7181 -0,8334 -0,9515 -1,0875 -1,2446 -1,4197 -1,6167 -1,8516 -2,1352 -2,4520 -2,7612 -3,0190 -3,1965 -3,2817 -3,2725 -3,1733 -2,9956 -2,7607 -2,5005 -2,2496 -2,0322 -1,8556 -1,7122 -1,5888 -1,4746 -1,3599 -1,2326 -1,0804 -0,8958 -0,6761 -0,4215 -0,1325 0,1869 0,5291 0,8844 1,2426 1,5932 1,9332 2,2695 2,6017 2,9096 3,1645 3,3480 3,4578 3,5075 3,5184 3,5074 3,4860 3,4745 3,5025 3,5855 3,7055 3,8135 3,8500 3,7738 3,5862 3,3290 3,0538 2,7908 2,5426 2,3003 2,0554 1,7995 1,5268 1,2456 0,9816 0,7645 0,6100 0,5108 0,4427 0,3797 0,3073 0,2233 0,1308 0,0343 -0,0583 -0,1309 -0,1626 -0,1375 -0,0479 0,1053 0,3094 0,5375 0,7549 0,9303 1,0514 1,1329 1,2038 1,2819 1,3626 1,4298 1,4701 1,4785 1,4599 1,4318 1,4204 1,4527 1,5578 1,7625 2,0743 2,4732 2,9231 3,3898 3,8452 4,2587 4,5927 4,8088 4,8828 4,8140 4,6181 4,3184 3,9493 3,5596 3,1970 2,8930 2,6652 2,5246 2,4706 2,4796 2,5118 2,5348 2,5324 2,4937 2,4017 2,2362 1,9871 1,6659 1,3004 0,9193 0,5454 0,1984 -0,1022 -0,3355 -0,4731 -0,4782 -0,3236 -0,0184 0,3833 0,8057 1,1848 1,4790 1,6629 1,7283 1,6899 1,5816 1,4506 1,3506 1,3278 1,3998 1,5446 1,7111 1,8383 1,8751 1,7973 1,6172 1,3801 1,1477 0,9681 0,8547 0,7922 0,7578 0,7338 0,7129 0,7037 0,7270 0,8009 0,9264 1,0861 1,2564 1,4146 1,5344 1,5899 1,5727 1,5064 1,4402 1,4200 1,4575 1,5311 1,6189 1,7259 1,8734 2,0696 2,3001 2,5461 2,7998 3,0595 3,3222 3,5839 3,8357 4,0620 4,2510 4,4087 4,5615 4,7388 4,9492 5,1722 5,3726 5,5206 5,5949 5,5794 5,4675 5,2669 4,9935 4,6595 4,2747 3,8621 3,4624 3,1162 2,8471 2,6603 2,5500 2,4998 2,4826 2,4659 2,4161 2,3011 2,1023 1,8261 1,4989 1,1517 0,8111 0,4953 0,2153 -0,0196 -0,1992 -0,3133 -0,3509 -0,3059 -0,1910 -0,0356 0,1336 0,3046 0,4764 0,6545 0,8467 1,0572 1,2817 1,5100 1,7290 1,9220 2,0710 2,1667 2,2167 2,2473 2,2960 2,3997 2,5858 2,8639 3,2198 3,6216 4,0326 4,4144 4,7271 4,9348 5,0105 4,9322 4,6863 4,2853 3,7731 3,2092 2,6457 2,1141 1,6317 1,2133 0,8678 0,5939 0,3853 0,2337 0,1230 0,0329 -0,0454 -0,1076 -0,1477 -0,1609 -0,1375 -0,0673 0,0472 0,1874 0,3309 0,4682 0,6087 0,7711 0,9693 1,2013 1,4457 1,6706 1,8550 1,9998 2,1223 2,2404 2,3530 2,4347 2,4559 2,4070 2,2967 2,1377 1,9443 1,7371 1,5402 1,3766 1,2712 1,2536 1,3494 1,5652 1,8801 2,2463 2,6028 2,8978 3,1096 3,2510 3,3521 3,4392 3,5279 3,6331 3,7749 3,9693 4,2161 4,5001 4,8035 5,1154 5,4276 5,7264 5,9885 6,1876 6,3042 6,3343 6,2859 6,1700 5,9954 5,7700 5,5043 5,2179 4,9425 4,7128 4,5499 4,4414 4,3416 4,1950 3,9607 3,6210 3,1778 2,6468 2,0559 1,4446 0,8539 0,3105 -0,1823 -0,6403 -1,0817 -1,5106 -1,9088 -2,2453 -2,4956 -2,6622 -2,7841 -2,9234 -3,1282 -3,4015 -3,7086 -4,0041 -4,2477 -4,4133 -4,5045 -4,5558 -4,6097 -4,6916 -4,8006 -4,9190 -5,0276 -5,1147 -5,1801
