Fp1   -2,0954 -1,6287 -1,1229 -0,6241 -0,1846 0,1499 0,3526 0,4257 0,3957 0,3027 0,1942 0,1144 0,0884 0,1190 0,1941 0,2935 0,3921 0,4600 0,4644 0,3766 0,1831 -0,1099 -0,4818 -0,9000 -1,3168 -1,6773 -1,9424 -2,1026 -2,1698 -2,1628 -2,0964 -1,9731 -1,7802 -1,4994 -1,1236 -0,6720 -0,1845 0,2977 0,7482 1,1577 1,5241 1,8412 2,0984 2,2882 2,4073 2,4491 2,4009 2,2593 2,0499 1,8202 1,6090 1,4255 1,2539 1,0709 0,8603 0,6146 0,3303 0,0097 -0,3336 -0,6778 -1,0022 -1,2964 -1,5648 -1,8161 -2,0381 -2,1929 -2,2452 -2,1883 -2,0417 -1,8420 -1,6315 -1,4432 -1,2899 -1,1606 -1,0271 -0,8604 -0,6512 -0,4148 -0,1805 0,0272 0,1997 0,3422 0,4685 0,5974 0,7420 0,8950 1,0307 1,1241 1,1623 1,1353 1,0287 0,8386 0,5904 0,3320 0,1086 -0,0578 -0,1742 -0,2654 -0,3557 -0,4565 -0,5733 -0,7226 -0,9298 -1,2096 -1,5515 -1,9273 -2,3099 -2,6876 -3,0635 -3,4410 -3,8134 -4,1639 -4,4690 -4,7035 -4,8497 -4,9033 -4,8688 -4,7550 -4,5751 -4,3402 -4,0469 -3,6757 -3,2069 -2,6414 -2,0041 -1,3276 -0,6441 0,0141 0,6227 1,1739 1,6707 2,1088 2,4719 2,7510 2,9691 3,1762 3,4189 3,7135 4,0412 4,3652 4,6530 4,8854 5,0516 5,1473 5,1819 5,1812 5,1751 5,1748 5,1575 5,0746 4,8858 4,5968 4,2653 3,9723 3,7839 3,7335 3,8222 4,0231 4,2893 4,5686 4,8262 5,0528 5,2490 5,4087 5,5230 5,5923 5,6269 5,6374 5,6249 5,5758 5,4642 5,2669 4,9816 4,6330 4,2630 3,9220 3,6626 3,5214 3,4956 3,5440 3,6163 3,6762 3,7005 3,6736 3,5909 3,4639 3,3175 3,1818 3,0818 3,0295 3,0199 3,0320 3,0398 3,0245 2,9773 2,8951 2,7778 2,6252 2,4423 2,2502 2,0814 1,9555 1,8669 1,8001 1,7481 1,7091 1,6668 1,5840 1,4196 1,1516 0,7869 0,3576 -0,0879 -0,5015 -0,8535 -1,1436 -1,3937 -1,6357 -1,9047 -2,2327 -2,6381 -3,1081 -3,5869 -3,9896 -4,2388 -4,2951 -4,1669 -3,9027 -3,5759 -3,2601 -3,0042 -2,8244 -2,7158 -2,6666 -2,6613 -2,6816 -2,7086 -2,7253 -2,7150 -2,6620 -2,5620 -2,4328 -2,2997 -2,1670 -2,0168 -1,8395 -1,6517 -1,4798 -1,3364 -1,2188 -1,1211 -1,0437 -0,9943 -0,9776 -0,9827 -0,9834 -0,9539 -0,8869 -0,8013 -0,7315 -0,7122 -0,7671 -0,8975 -1,0714 -1,2315 -1,3213 -1,3104 -1,2041 -1,0353 -0,8441 -0,6591 -0,4864 -0,3184 -0,1515 0,0103 0,1574 0,2724 0,3334 0,3301 0,2735 0,1851 0,0825 -0,0249 -0,1309 -0,2277 -0,3037 -0,3427 -0,3287 -0,2550 -0,1310 0,0190 0,1646 0,2762 0,3298 0,3138 0,2348 0,1142 -0,0181 -0,1222 -0,1548 -0,0880 0,0745 0,3091 0,5985 0,9405 1,3306 1,7413 2,1204 2,4094 2,5645 2,5675 2,4317 2,1979 1,9144 1,6228 1,3543 1,1250 0,9287 0,7437 0,5533 0,3598 0,1847 0,0549 -0,0126 -0,0141 0,0471 0,1678 0,3458 0,5741 0,8363 1,1095 1,3698 1,6031 1,8162 2,0308 2,2610 2,4973 2,7059 2,8416 2,8699 2,7846 2,6061 2,3706 2,1225 1,9035 1,7412 1,6456 1,6097 1,6143 1,6359 1,6499 1,6334 1,5733 1,4799 1,3890 1,3408 1,3501 1,3937 1,4256 1,4069 1,3267 1,2018 1,0652 0,9498 0,8778 0,8628 0,9161 1,0439 1,2380 1,4729 1,7141 1,9309 2,1098 2,2616 2,4126 2,5819 2,7676 2,9578 3,1468 3,3380 3,5287 3,6987 3,8245 3,9073 3,9786 4,0745 4,2027 4,3343 4,4245 4,4362 4,3516 4,1713 3,9124 3,6057 3,2851 2,9742 2,6820 2,4087 2,1509 1,9071 1,6844 1,4973 1,3612 1,2854 1,2668 1,2946 1,3615 1,4636 1,5927 1,7357 1,8795 2,0134 2,1245 2,1980 2,2268 2,2152 2,1750 2,1192 2,0546 1,9810 1,9032 1,8409 1,8190 1,8522 1,9370 2,0467 2,1310 2,1311 2,0061 1,7503 1,3929 0,9837 0,5779 0,2254 -0,0375 -0,1966 -0,2610 -0,2515 -0,1892 -0,0918 0,0199 0,1146 0,1567 0,1256 0,0268 -0,1137 -0,2591 -0,3665 -0,3952 -0,3256 -0,1746 0,0125 0,1899 0,3325 0,4388 0,5223 0,6037 0,6982 0,8043 0,9052 0,9795 1,0137 1,0057 0,9603 0,8932 0,8410 0,8493 0,9378 1,0766 1,2009 1,2458 1,1729 0,9780 0,6910 0,3640 0,0467 -0,2341 -0,4813 -0,7197 -0,9835 -1,3015 -1,6833 -2,1104 -2,5407 -2,9253 -3,2222 -3,3988 -3,4381 -3,3509 -3,1773 -2,9695 -2,7700 -2,5962 -2,4390 -2,2787 -2,1024 -1,9089 -1,7052 -1,5061 -1,3327 -1,2080 -1,1400 -1,1043 -1,0505 -0,9262 -0,6975 -0,3593 0,0617 0,5139 0,9322 1,2517 1,4300 1,4668 1,3994 1,2822 1,1698 1,1102 1,1348 1,2465 1,4228 1,6322 1,8450 2,0339 2,1777 2,2727 2,3391 2,4048 2,4782 2,5337 2,5257 2,4172 2,2042 1,9160 1,5974 1,2880 1,0166 0,8031 0,6556 0,5641 0,5094 0,4723 0,4272 0,3394 0,1865 -0,0225 -0,2573 -0,4886 -0,7001 -0,8878 -1,0525 -1,1905 -1,2910 -1,3455 -1,3597 -1,3532 -1,3513 -1,3777 -1,4413 -1,5326 -1,6359 -1,7453 -1,8607 -1,9722 -2,0582 -2,1024 -2,1140 -2,1342 -2,2153 -2,3884 -2,6488 -2,9665 -3,2971 -3,5930 -3,8200 -3,9671 -4,0422 -4,0671 -4,0778 -4,1218 -4,2404 -4,4483 -4,7272 -5,0350 -5,3274 -5,5781 -5,7865 -5,9693 -6,1435 -6,3100 -6,4481 -6,5230 -6,4990 -6,3538 -6,0922 -5,7520 -5,3875 -5,0450 -4,7496 -4,5044 -4,2932
Fz    -0,6669 -0,4197 -0,1825 0,0459 0,2562 0,4308 0,5548 0,6230 0,6329 0,5820 0,4796 0,3554 0,2516 0,2018 0,2165 0,2820 0,3689 0,4423 0,4673 0,4103 0,2471 -0,0236 -0,3770 -0,7711 -1,1547 -1,4731 -1,6792 -1,7506 -1,6977 -1,5546 -1,3630 -1,1618 -0,9773 -0,8152 -0,6649 -0,5136 -0,3522 -0,1721 0,0344 0,2676 0,5162 0,7577 0,9649 1,1170 1,2090 1,2492 1,2502 1,2231 1,1828 1,1503 1,1400 1,1439 1,1305 1,0653 0,9283 0,7184 0,4492 0,1447 -0,1694 -0,4743 -0,7627 -1,0398 -1,3221 -1,6285 -1,9652 -2,3177 -2,6604 -2,9722 -3,2435 -3,4708 -3,6502 -3,7755 -3,8406 -3,8405 -3,7678 -3,6132 -3,3729 -3,0624 -2,7186 -2,3881 -2,1091 -1,9019 -1,7661 -1,6850 -1,6342 -1,5925 -1,5452 -1,4825 -1,4018 -1,3123 -1,2282 -1,1571 -1,0928 -1,0186 -0,9164 -0,7779 -0,6098 -0,4289 -0,2557 -0,1116 -0,0214 -0,0075 -0,0764 -0,2122 -0,3865 -0,5752 -0,7668 -0,9637 -1,1818 -1,4430 -1,7616 -2,1357 -2,5461 -2,9652 -3,3674 -3,7364 -4,0643 -4,3484 -4,5871 -4,7757 -4,9029 -4,9529 -4,9131 -4,7796 -4,5536 -4,2374 -3,8366 -3,3622 -2,8259 -2,2307 -1,5707 -0,8481 -0,0874 0,6758 1,4177 2,1316 2,8123 3,4416 3,9898 4,4316 4,7603 4,9932 5,1638 5,3090 5,4562 5,6184 5,7926 5,9598 6,0912 6,1596 6,1530 6,0859 5,9969 5,9321 5,9223 5,9742 6,0776 6,2127 6,3542 6,4778 6,5691 6,6275 6,6641 6,6985 6,7558 6,8606 7,0270 7,2465 7,4826 7,6797 7,7827 7,7606 7,6208 7,4068 7,1799 6,9929 6,8737 6,8209 6,8086 6,7980 6,7545 6,6571 6,5005 6,2949 6,0641 5,8378 5,6433 5,5004 5,4196 5,3980 5,4143 5,4353 5,4297 5,3750 5,2627 5,1027 4,9214 4,7486 4,6060 4,5074 4,4597 4,4620 4,5034 4,5669 4,6375 4,7056 4,7613 4,7878 4,7616 4,6583 4,4614 4,1710 3,8039 3,3835 2,9266 2,4385 1,9165 1,3565 0,7570 0,1217 -0,5351 -1,1848 -1,7876 -2,3019 -2,6924 -2,9380 -3,0374 -3,0120 -2,9021 -2,7533 -2,5987 -2,4545 -2,3277 -2,2237 -2,1461 -2,0940 -2,0584 -2,0265 -1,9907 -1,9513 -1,9129 -1,8805 -1,8521 -1,8095 -1,7222 -1,5663 -1,3376 -1,0494 -0,7246 -0,3907 -0,0765 0,1909 0,3965 0,5490 0,6786 0,8168 0,9750 1,1367 1,2632 1,3149 1,2749 1,1582 1,0057 0,8692 0,7922 0,7966 0,8837 1,0393 1,2392 1,4562 1,6676 1,8595 2,0248 2,1583 2,2571 2,3227 2,3617 2,3894 2,4309 2,5108 2,6355 2,7884 2,9431 3,0825 3,2083 3,3409 3,5101 3,7388 4,0264 4,3435 4,6454 4,8919 5,0603 5,1465 5,1594 5,1113 5,0085 4,8527 4,6543 4,4410 4,2510 4,1192 4,0698 4,1177 4,2654 4,4931 4,7559 4,9941 5,1555 5,2130 5,1651 5,0256 4,8123 4,5411 4,2284 3,8977 3,5735 3,2691 2,9852 2,7203 2,4810 2,2834 2,1481 2,0935 2,1304 2,2547 2,4473 2,6830 2,9366 3,1873 3,4239 3,6439 3,8502 4,0497 4,2486 4,4400 4,5968 4,6789 4,6525 4,5120 4,2837 4,0082 3,7207 3,4466 3,2054 3,0108 2,8694 2,7783 2,7271 2,7022 2,6892 2,6722 2,6339 2,5606 2,4497 2,3105 2,1603 2,0169 1,8904 1,7811 1,6844 1,5996 1,5373 1,5159 1,5495 1,6403 1,7752 1,9243 2,0491 2,1175 2,1123 2,0298 1,8793 1,6860 1,4897 1,3343 1,2551 1,2715 1,3832 1,5706 1,7969 2,0182 2,2031 2,3473 2,4674 2,5810 2,6920 2,7884 2,8501 2,8568 2,7920 2,6482 2,4352 2,1829 1,9240 1,6711 1,4149 1,1438 0,8620 0,5894 0,3491 0,1569 0,0209 -0,0596 -0,0982 -0,1183 -0,1381 -0,1636 -0,1951 -0,2325 -0,2715 -0,3007 -0,3092 -0,2935 -0,2538 -0,1906 -0,1088 -0,0224 0,0478 0,0779 0,0480 -0,0435 -0,1733 -0,3041 -0,4063 -0,4716 -0,5126 -0,5542 -0,6221 -0,7311 -0,8769 -1,0414 -1,2028 -1,3412 -1,4387 -1,4800 -1,4516 -1,3454 -1,1656 -0,9310 -0,6707 -0,4159 -0,1943 -0,0255 0,0836 0,1407 0,1674 0,1929 0,2412 0,3165 0,4024 0,4751 0,5193 0,5353 0,5346 0,5349 0,5566 0,6167 0,7223 0,8693 1,0430 1,2214 1,3814 1,5070 1,6009 1,6857 1,7867 1,9110 2,0446 2,1645 2,2500 2,2884 2,2753 2,2153 2,1217 2,0098 1,8870 1,7515 1,5986 1,4251 1,2290 1,0077 0,7558 0,4655 0,1303 -0,2474 -0,6521 -1,0590 -1,4461 -1,7988 -2,1092 -2,3744 -2,5968 -2,7776 -2,9078 -2,9688 -2,9445 -2,8376 -2,6772 -2,5134 -2,3960 -2,3467 -2,3466 -2,3474 -2,2938 -2,1390 -1,8565 -1,4446 -0,9236 -0,3326 0,2759 0,8512 1,3627 1,8011 2,1691 2,4720 2,7152 2,9024 3,0335 3,1060 3,1222 3,0915 3,0218 2,9173 2,7868 2,6481 2,5246 2,4373 2,3995 2,4123 2,4644 2,5404 2,6329 2,7458 2,8872 3,0592 3,2509 3,4383 3,5897 3,6814 3,7089 3,6820 3,6101 3,4963 3,3420 3,1548 2,9473 2,7288 2,5027 2,2740 2,0576 1,8752 1,7403 1,6461 1,5644 1,4625 1,3226 1,1478 0,9536 0,7508 0,5320 0,2742 -0,0419 -0,4150 -0,8226 -1,2358 -1,6384 -2,0327 -2,4307 -2,8443 -3,2799 -3,7324 -4,1842 -4,6119 -4,9946 -5,3216 -5,5977 -5,8420 -6,0776 -6,3208 -6,5809 -6,8677 -7,1920 -7,5568 -7,9517 -8,3581 -8,7568 -9,1295 -9,4538 -9,7033 -9,8525 -9,8847 -9,7962 -9,5954 -9,2957 -8,9084 -8,4407 -7,8997 -7,2961 -6,6494
F3    -0,8356 -0,6102 -0,3556 -0,0771 0,2048 0,4587 0,6603 0,8051 0,8984 0,9407 0,9329 0,8894 0,8371 0,8010 0,7917 0,8031 0,8158 0,8005 0,7228 0,5533 0,2771 -0,0973 -0,5375 -0,9979 -1,4324 -1,8004 -2,0720 -2,2329 -2,2837 -2,2357 -2,1084 -1,9252 -1,7033 -1,4491 -1,1695 -0,8849 -0,6198 -0,3815 -0,1553 0,0838 0,3542 0,6517 0,9488 1,2137 1,4309 1,6038 1,7411 1,8473 1,9242 1,9729 1,9856 1,9396 1,8058 1,5672 1,2345 0,8442 0,4448 0,0799 -0,2257 -0,4693 -0,6617 -0,8173 -0,9508 -1,0799 -1,2221 -1,3883 -1,5825 -1,8057 -2,0554 -2,3183 -2,5661 -2,7579 -2,8506 -2,8139 -2,6400 -2,3387 -1,9335 -1,4727 -1,0304 -0,6786 -0,4568 -0,3689 -0,3927 -0,4863 -0,6012 -0,7023 -0,7727 -0,8030 -0,7858 -0,7236 -0,6335 -0,5364 -0,4378 -0,3209 -0,1653 0,0343 0,2661 0,5117 0,7508 0,9588 1,1064 1,1695 1,1441 1,0503 0,9245 0,8013 0,6953 0,5913 0,4511 0,2353 -0,0753 -0,4737 -0,9311 -1,4063 -1,8576 -2,2515 -2,5709 -2,8204 -3,0200 -3,1864 -3,3183 -3,3975 -3,4000 -3,3088 -3,1162 -2,8204 -2,4247 -1,9411 -1,3874 -0,7753 -0,1080 0,6025 1,3214 2,0053 2,6291 3,1963 3,7242 4,2186 4,6622 5,0297 5,3154 5,5411 5,7411 5,9479 6,1852 6,4573 6,7450 7,0121 7,2153 7,3177 7,3057 7,2008 7,0557 6,9299 6,8616 6,8574 6,9024 6,9729 7,0404 7,0771 7,0687 7,0216 6,9570 6,8996 6,8735 6,9016 6,9941 7,1340 7,2766 7,3653 7,3576 7,2425 7,0400 6,7850 6,5113 6,2431 5,9953 5,7748 5,5797 5,4026 5,2386 5,0873 4,9466 4,8100 4,6710 4,5318 4,4067 4,3179 4,2866 4,3195 4,3982 4,4868 4,5505 4,5659 4,5214 4,4177 4,2677 4,0883 3,8945 3,7030 3,5331 3,3976 3,2956 3,2187 3,1632 3,1295 3,1116 3,0895 3,0328 2,9118 2,7102 2,4307 2,0855 1,6835 1,2292 0,7288 0,1947 -0,3570 -0,9121 -1,4612 -1,9986 -2,5149 -2,9873 -3,3773 -3,6421 -3,7514 -3,6987 -3,5037 -3,2075 -2,8595 -2,5036 -2,1728 -1,8918 -1,6816 -1,5594 -1,5317 -1,5855 -1,6916 -1,8198 -1,9502 -2,0744 -2,1891 -2,2882 -2,3555 -2,3668 -2,3034 -2,1681 -1,9861 -1,7895 -1,6000 -1,4267 -1,2742 -1,1452 -1,0322 -0,9143 -0,7673 -0,5832 -0,3805 -0,1978 -0,0713 -0,0130 -0,0053 -0,0100 0,0174 0,1093 0,2774 0,5120 0,7867 1,0674 1,3238 1,5358 1,6960 1,8089 1,8863 1,9423 1,9882 2,0307 2,0786 2,1460 2,2454 2,3781 2,5285 2,6732 2,7989 2,9141 3,0472 3,2312 3,4829 3,7924 4,1261 4,4390 4,6863 4,8350 4,8729 4,8093 4,6678 4,4750 4,2552 4,0329 3,8357 3,6908 3,6229 3,6531 3,7966 4,0532 4,3962 4,7738 5,1258 5,4022 5,5737 5,6322 5,5877 5,4610 5,2728 5,0383 4,7709 4,4848 4,1949 3,9164 3,6631 3,4460 3,2731 3,1477 3,0700 3,0382 3,0463 3,0830 3,1403 3,2202 3,3293 3,4704 3,6373 3,8177 4,0016 4,1851 4,3623 4,5142 4,6084 4,6139 4,5211 4,3461 4,1107 3,8318 3,5307 3,2430 3,0087 2,8559 2,7900 2,7935 2,8327 2,8693 2,8729 2,8289 2,7445 2,6465 2,5671 2,5249 2,5164 2,5229 2,5270 2,5245 2,5248 2,5424 2,5858 2,6549 2,7494 2,8712 3,0120 3,1469 3,2481 3,3023 3,3103 3,2777 3,2141 3,1378 3,0696 3,0249 3,0172 3,0658 3,1928 3,4073 3,6949 4,0273 4,3798 4,7318 5,0576 5,3253 5,5071 5,5899 5,5783 5,4853 5,3261 5,1179 4,8770 4,6091 4,3052 3,9533 3,5595 3,1567 2,7888 2,4882 2,2676 2,1285 2,0685 2,0779 2,1377 2,2252 2,3211 2,4116 2,4899 2,5619 2,6438 2,7489 2,8761 3,0134 3,1475 3,2642 3,3434 3,3592 3,2898 3,1314 2,9053 2,6536 2,4257 2,2622 2,1766 2,1471 2,1272 2,0656 1,9266 1,7025 1,4149 1,1014 0,7986 0,5336 0,3192 0,1580 0,0538 0,0178 0,0647 0,2008 0,4096 0,6527 0,8848 1,0708 1,1983 1,2815 1,3525 1,4375 1,5390 1,6381 1,7109 1,7421 1,7269 1,6675 1,5767 1,4813 1,4124 1,3891 1,4120 1,4698 1,5495 1,6438 1,7529 1,8813 2,0355 2,2205 2,4331 2,6550 2,8556 3,0037 3,0779 3,0730 3,0016 2,8881 2,7497 2,5843 2,3775 2,1199 1,8152 1,4787 1,1294 0,7796 0,4317 0,0859 -0,2508 -0,5687 -0,8612 -1,1249 -1,3544 -1,5422 -1,6870 -1,7980 -1,8839 -1,9366 -1,9361 -1,8692 -1,7413 -1,5804 -1,4329 -1,3446 -1,3322 -1,3703 -1,4063 -1,3816 -1,2490 -0,9852 -0,5950 -0,1048 0,4464 1,0139 1,5620 2,0731 2,5397 2,9527 3,2985 3,5621 3,7342 3,8174 3,8291 3,7986 3,7509 3,6859 3,5812 3,4184 3,2072 2,9865 2,8061 2,7018 2,6747 2,6909 2,7051 2,6888 2,6403 2,5760 2,5178 2,4841 2,4847 2,5174 2,5683 2,6190 2,6526 2,6549 2,6120 2,5123 2,3488 2,1224 1,8470 1,5547 1,2932 1,1067 1,0157 1,0088 1,0500 1,0976 1,1229 1,1182 1,0917 1,0561 1,0166 0,9636 0,8770 0,7394 0,5494 0,3214 0,0718 -0,1987 -0,5050 -0,8597 -1,2584 -1,6794 -2,0935 -2,4735 -2,8000 -3,0596 -3,2436 -3,3518 -3,3972 -3,4056 -3,4127 -3,4579 -3,5748 -3,7785 -4,0609 -4,3973 -4,7568 -5,1080 -5,4197 -5,6603 -5,8046 -5,8427 -5,7807 -5,6277 -5,3889 -5,0693 -4,6805 -4,2410 -3,7719 -3,2900 -2,8100
F7    -2,3516 -2,3380 -2,2012 -1,9354 -1,5766 -1,1933 -0,8502 -0,5769 -0,3685 -0,2088 -0,0881 -0,0053 0,0376 0,0424 0,0170 -0,0284 -0,0899 -0,1740 -0,2930 -0,4543 -0,6489 -0,8487 -1,0212 -1,1495 -1,2396 -1,3104 -1,3799 -1,4573 -1,5361 -1,5890 -1,5758 -1,4635 -1,2395 -0,9097 -0,4963 -0,0378 0,4204 0,8402 1,2006 1,5029 1,7683 2,0253 2,2943 2,5789 2,8646 3,1261 3,3383 3,4835 3,5527 3,5434 3,4540 3,2816 3,0263 2,7030 2,3474 2,0045 1,7069 1,4651 1,2755 1,1328 1,0335 0,9691 0,9191 0,8583 0,7750 0,6745 0,5655 0,4495 0,3276 0,2140 0,1361 0,1253 0,2099 0,4092 0,7223 1,1202 1,5513 1,9546 2,2738 2,4716 2,5401 2,4988 2,3848 2,2436 2,1150 2,0169 1,9441 1,8848 1,8333 1,7884 1,7474 1,7050 1,6588 1,6120 1,5710 1,5431 1,5351 1,5488 1,5768 1,6052 1,6210 1,6176 1,5960 1,5611 1,5186 1,4716 1,4172 1,3421 1,2310 1,0824 0,9129 0,7385 0,5564 0,3482 0,1011 -0,1779 -0,4634 -0,7252 -0,9402 -1,0910 -1,1579 -1,1198 -0,9661 -0,7027 -0,3464 0,0854 0,5739 1,0900 1,6004 2,0859 2,5493 3,0004 3,4345 3,8283 4,1602 4,4296 4,6564 4,8628 5,0583 5,2426 5,4167 5,5839 5,7375 5,8621 5,9469 5,9934 6,0101 6,0009 5,9525 5,8398 5,6528 5,4194 5,1979 5,0479 5,0049 5,0730 5,2285 5,4318 5,6397 5,8165 5,9401 6,0053 6,0213 6,0034 5,9659 5,9187 5,8613 5,7831 5,6699 5,5050 5,2724 4,9705 4,6254 4,2783 3,9602 3,6827 3,4455 3,2405 3,0470 2,8376 2,5989 2,3433 2,1022 1,9110 1,7905 1,7353 1,7197 1,7144 1,7004 1,6706 1,6253 1,5709 1,5169 1,4667 1,4117 1,3386 1,2364 1,0953 0,9096 0,6893 0,4629 0,2641 0,1150 0,0213 -0,0265 -0,0517 -0,0857 -0,1570 -0,2787 -0,4458 -0,6397 -0,8372 -1,0214 -1,1872 -1,3373 -1,4751 -1,6033 -1,7292 -1,8665 -2,0295 -2,2240 -2,4402 -2,6515 -2,8218 -2,9188 -2,9267 -2,8511 -2,7154 -2,5525 -2,3952 -2,2662 -2,1679 -2,0812 -1,9811 -1,8576 -1,7217 -1,5950 -1,4935 -1,4156 -1,3456 -1,2708 -1,1953 -1,1351 -1,1012 -1,0937 -1,1074 -1,1390 -1,1862 -1,2454 -1,3129 -1,3869 -1,4650 -1,5388 -1,5931 -1,6116 -1,5879 -1,5337 -1,4772 -1,4470 -1,4569 -1,5046 -1,5814 -1,6748 -1,7611 -1,8079 -1,7909 -1,7107 -1,5892 -1,4468 -1,2884 -1,1073 -0,8992 -0,6770 -0,4745 -0,3263 -0,2461 -0,2243 -0,2419 -0,2820 -0,3326 -0,3865 -0,4413 -0,4972 -0,5559 -0,6205 -0,6899 -0,7537 -0,7968 -0,8089 -0,7879 -0,7427 -0,6937 -0,6642 -0,6635 -0,6806 -0,6955 -0,6964 -0,6832 -0,6597 -0,6262 -0,5777 -0,5039 -0,3881 -0,2091 0,0501 0,3882 0,7756 1,1662 1,5147 1,7832 1,9421 1,9814 1,9199 1,7945 1,6391 1,4763 1,3208 1,1786 1,0478 0,9251 0,8127 0,7188 0,6548 0,6306 0,6504 0,7095 0,7969 0,9022 1,0189 1,1428 1,2708 1,4006 1,5308 1,6607 1,7869 1,8998 1,9863 2,0322 2,0229 1,9495 1,8098 1,6008 1,3247 1,0079 0,7055 0,4777 0,3625 0,3650 0,4654 0,6312 0,8246 1,0065 1,1433 1,2154 1,2248 1,1926 1,1440 1,0937 1,0459 1,0009 0,9575 0,9161 0,8832 0,8706 0,8863 0,9323 1,0104 1,1210 1,2525 1,3759 1,4555 1,4676 1,4163 1,3360 1,2776 1,2860 1,3837 1,5666 1,8101 2,0782 2,3321 2,5373 2,6770 2,7690 2,8611 2,9991 3,1923 3,4031 3,5642 3,6119 3,5163 3,2900 2,9745 2,6176 2,2570 1,9155 1,6056 1,3385 1,1257 0,9725 0,8731 0,8131 0,7764 0,7484 0,7174 0,6795 0,6424 0,6175 0,6103 0,6221 0,6597 0,7332 0,8440 0,9809 1,1307 1,2856 1,4382 1,5749 1,6775 1,7299 1,7293 1,6887 1,6284 1,5673 1,5205 1,4964 1,4906 1,4877 1,4655 1,3989 1,2632 1,0444 0,7456 0,3846 -0,0151 -0,4303 -0,8377 -1,2112 -1,5206 -1,7348 -1,8377 -1,8416 -1,7842 -1,7043 -1,6204 -1,5229 -1,3872 -1,1998 -0,9758 -0,7533 -0,5717 -0,4511 -0,3858 -0,3526 -0,3287 -0,3040 -0,2806 -0,2646 -0,2585 -0,2592 -0,2635 -0,2714 -0,2867 -0,3167 -0,3709 -0,4511 -0,5419 -0,6108 -0,6266 -0,5813 -0,5006 -0,4339 -0,4261 -0,4899 -0,6047 -0,7388 -0,8695 -0,9926 -1,1248 -1,2972 -1,5400 -1,8661 -2,2602 -2,6762 -3,0515 -3,3379 -3,5249 -3,6329 -3,6870 -3,6975 -3,6613 -3,5786 -3,4617 -3,3237 -3,1692 -2,9996 -2,8210 -2,6420 -2,4750 -2,3357 -2,2352 -2,1690 -2,1154 -2,0428 -1,9179 -1,7115 -1,4095 -1,0235 -0,5900 -0,1566 0,2364 0,5716 0,8562 1,1046 1,3189 1,4900 1,6108 1,6831 1,7139 1,7166 1,7126 1,7217 1,7483 1,7767 1,7828 1,7517 1,6838 1,5891 1,4796 1,3649 1,2475 1,1226 0,9861 0,8438 0,7070 0,5822 0,4705 0,3729 0,2904 0,2251 0,1799 0,1458 0,0966 0,0030 -0,1495 -0,3587 -0,6125 -0,8906 -1,1627 -1,3933 -1,5539 -1,6311 -1,6286 -1,5657 -1,4669 -1,3507 -1,2297 -1,1181 -1,0322 -0,9865 -0,9910 -1,0514 -1,1660 -1,3236 -1,5060 -1,6956 -1,8817 -2,0619 -2,2397 -2,4239 -2,6262 -2,8531 -3,0957 -3,3294 -3,5205 -3,6345 -3,6504 -3,5788 -3,4657 -3,3712 -3,3399 -3,3875 -3,5072 -3,6834 -3,9028 -4,1553 -4,4288 -4,7011 -4,9379 -5,1033 -5,1794 -5,1716 -5,0945 -4,9561 -4,7585 -4,5070 -4,2162 -3,9070 -3,6021 -3,3215
