Fp1   0,2202 0,2070 0,2208 0,2704 0,3606 0,4847 0,6131 0,6979 0,7040 0,6421 0,5628 0,5146 0,5103 0,5326 0,5571 0,5671 0,5541 0,5101 0,4231 0,2910 0,1356 -0,0044 -0,0962 -0,1309 -0,1299 -0,1378 -0,1971 -0,3182 -0,4747 -0,6264 -0,7435 -0,8115 -0,8262 -0,7899 -0,7115 -0,6059 -0,4927 -0,3937 -0,3304 -0,3160 -0,3447 -0,3922 -0,4284 -0,4286 -0,3745 -0,2554 -0,0791 0,1227 0,3057 0,4324 0,4864 0,4797 0,4512 0,4557 0,5377 0,7004 0,8987 1,0668 1,1570 1,1574 1,0846 0,9666 0,8285 0,6939 0,5967 0,5763 0,6536 0,8153 1,0248 1,2484 1,4689 1,6728 1,8343 1,9261 1,9387 1,8854 1,7897 1,6682 1,5259 1,3687 1,2137 1,0845 0,9995 0,9592 0,9480 0,9477 0,9447 0,9250 0,8811 0,8326 0,8317 0,9326 1,1580 1,4948 1,9087 2,3462 2,7317 2,9885 3,0807 3,0302 2,8930 2,7261 2,5664 2,4234 2,2870 2,1422 1,9811 1,8085 1,6353 1,4635 1,2844 1,0914 0,8878 0,6789 0,4619 0,2328 0,0077 -0,1759 -0,2820 -0,2946 -0,2242 -0,1114 -0,0143 0,0155 -0,0546 -0,2412 -0,5440 -0,9337 -1,3463 -1,7050 -1,9498 -2,0490 -1,9889 -1,7652 -1,3854 -0,8758 -0,2815 0,3426 0,9449 1,4984 2,0173 2,5363 3,0749 3,6258 4,1712 4,6957 5,1842 5,6181 5,9821 6,2750 6,5074 6,6893 6,8233 6,9117 6,9611 6,9721 6,9310 6,8221 6,6452 6,4209 6,1847 5,9714 5,7957 5,6498 5,5219 5,4117 5,3303 5,2874 5,2815 5,3032 5,3443 5,4050 5,4885 5,5825 5,6569 5,6950 5,7140 5,7483 5,8263 5,9692 6,1924 6,4987 6,8715 7,2696 7,6306 7,8911 8,0105 7,9805 7,8252 7,5916 7,3318 7,0855 6,8717 6,6845 6,4940 6,2512 5,9025 5,4202 4,8293 4,2016 3,6254 3,1789 2,9057 2,7897 2,7534 2,6937 2,5299 2,2266 1,7827 1,2154 0,5661 -0,0915 -0,6716 -1,1152 -1,4104 -1,5802 -1,6548 -1,6493 -1,5632 -1,3976 -1,1707 -0,9147 -0,6608 -0,4319 -0,2440 -0,1069 -0,0259 -0,0022 -0,0234 -0,0553 -0,0565 -0,0021 0,1139 0,2865 0,4980 0,7170 0,9105 1,0591 1,1633 1,2412 1,3204 1,4181 1,5225 1,5991 1,6123 1,5462 1,4135 1,2472 1,0821 0,9390 0,8177 0,6990 0,5579 0,3761 0,1445 -0,1348 -0,4399 -0,7261 -0,9428 -1,0561 -1,0543 -0,9418 -0,7489 -0,5457 -0,4272 -0,4731 -0,7067 -1,0753 -1,4720 -1,7925 -1,9790 -2,0255 -1,9641 -1,8487 -1,7370 -1,6671 -1,6433 -1,6470 -1,6595 -1,6748 -1,6967 -1,7344 -1,8033 -1,9190 -2,0755 -2,2376 -2,3611 -2,4163 -2,3962 -2,3103 -2,1660 -1,9590 -1,6825 -1,3425 -0,9719 -0,6289 -0,3724 -0,2303 -0,1868 -0,1912 -0,1856 -0,1374 -0,0478 0,0665 0,1952 0,3354 0,4809 0,6128 0,7007 0,7154 0,6398 0,4771 0,2560 0,0235 -0,1727 -0,2904 -0,2925 -0,1648 0,0702 0,3703 0,7007 1,0396 1,3728 1,6896 1,9751 2,2056 2,3582 2,4241 2,4096 2,3258 2,1857 2,0123 1,8367 1,6774 1,5277 1,3671 1,1804 0,9722 0,7730 0,6314 0,5873 0,6441 0,7714 0,9295 1,0788 1,1767 1,1914 1,1233 1,0019 0,8598 0,7131 0,5600 0,3912 0,2026 0,0037 -0,1818 -0,3209 -0,3779 -0,3241 -0,1528 0,1092 0,4078 0,6828 0,8955 1,0471 1,1754 1,3279 1,5263 1,7536 1,9739 2,1566 2,2803 2,3275 2,2898 2,1785 2,0233 1,8598 1,7208 1,6361 1,6274 1,6957 1,8253 2,0019 2,2247 2,5000 2,8197 3,1458 3,4254 3,6206 3,7188 3,7230 3,6446 3,4970 3,2906 3,0392 2,7743 2,5436 2,3920 2,3389 2,3717 2,4597 2,5779 2,7191 2,8826 3,0567 3,2206 3,3614 3,4805 3,5909 3,7124 3,8694 4,0834 4,3516 4,6313 4,8541 4,9590 4,9172 4,7397 4,4748 4,1939 3,9663 3,8309 3,7835 3,7935 3,8312 3,8825 3,9479 4,0303 4,1208 4,1998 4,2535 4,2933 4,3508 4,4484 4,5709 4,6649 4,6657 4,5308 4,2684 3,9444 3,6508 3,4540 3,3644 3,3477 3,3610 3,3850 3,4285 3,5087 3,6355 3,8083 4,0160 4,2399 4,4615 4,6705 4,8637 5,0371 5,1840 5,3012 5,3923 5,4618 5,5124 5,5463 5,5656 5,5784 5,6000 5,6403 5,6921 5,7309 5,7232 5,6383 5,4709 5,2643 5,1016 5,0554 5,1404 5,3110 5,4981 5,6471 5,7325 5,7557 5,7338 5,6842 5,6157 5,5256 5,3971 5,2054 4,9348 4,5913 4,1989 3,7905 3,4032 3,0754 2,8397 2,7165 2,7101 2,8058 2,9642 3,1235 3,2276 3,2622 3,2663 3,3027 3,4147 3,6100 3,8741 4,1837 4,5115 4,8285 5,1056 5,3268 5,5124 5,7206 6,0078 6,3972 6,8780 7,4121 7,9342 8,3682 8,6572 8,7820 8,7580 8,6278 8,4527 8,2862 8,1420 8,0006 7,8487 7,7048 7,6077 7,5846 7,6342 7,7376 7,8738 8,0165 8,1278 8,1667 8,1106 7,9716 7,7884 7,6009 7,4391 7,3249 7,2638 7,2347 7,1916 7,0792 6,8626 6,5550 6,2123 5,9023 5,6765 5,5546 5,5189 5,5251 5,5208 5,4598 5,3149 5,0825 4,7773 4,4254 4,0511 3,6633 3,2566 2,8259 2,3750 1,9175 1,4699 1,0417 0,6287 0,2214 -0,1763 -0,5380 -0,8260 -1,0146 -1,1110 -1,1579 -1,2076 -1,2953 -1,4344 -1,6261 -1,8645 -2,1316 -2,3908 -2,5934 -2,7005 -2,7049 -2,6315 -2,5250 -2,4396 -2,4186 -2,4702 -2,5651 -2,6638 -2,7420 -2,7995 -2,8554 -2,9244 -2,9894 -3,0007 -2,9083
Fz    -0,2371 -0,4071 -0,4410 -0,3244 -0,0750 0,2640 0,6242 0,9228 1,0979 1,1426 1,0994 1,0177 0,9198 0,8067 0,6789 0,5433 0,4114 0,2931 0,1905 0,1019 0,0340 0,0011 0,0160 0,0814 0,1798 0,2684 0,2974 0,2443 0,1271 -0,0171 -0,1589 -0,2817 -0,3789 -0,4545 -0,5221 -0,5945 -0,6768 -0,7674 -0,8623 -0,9561 -1,0357 -1,0769 -1,0509 -0,9349 -0,7227 -0,4352 -0,1198 0,1718 0,4090 0,5865 0,7150 0,8143 0,9116 1,0376 1,2072 1,3996 1,5606 1,6354 1,6044 1,4912 1,3468 1,2266 1,1658 1,1673 1,2128 1,2794 1,3460 1,3998 1,4440 1,4959 1,5719 1,6679 1,7551 1,7995 1,7899 1,7445 1,6933 1,6537 1,6199 1,5756 1,5109 1,4289 1,3417 1,2609 1,1966 1,1571 1,1405 1,1308 1,1112 1,0849 1,0768 1,1152 1,2150 1,3770 1,5943 1,8445 2,0789 2,2399 2,3015 2,2843 2,2318 2,1868 2,1763 2,1981 2,2174 2,1829 2,0560 1,8361 1,5541 1,2386 0,8994 0,5428 0,1876 -0,1423 -0,4336 -0,6851 -0,8929 -1,0487 -1,1515 -1,2126 -1,2469 -1,2703 -1,3024 -1,3645 -1,4728 -1,6356 -1,8517 -2,1058 -2,3630 -2,5723 -2,6780 -2,6328 -2,4112 -2,0175 -1,4798 -0,8342 -0,1132 0,6466 1,3966 2,0961 2,7365 3,3305 3,8862 4,4061 4,9026 5,3996 5,9134 6,4375 6,9474 7,4128 7,8033 8,0912 8,2615 8,3219 8,2984 8,2170 8,0938 7,9407 7,7733 7,6089 7,4626 7,3435 7,2475 7,1553 7,0460 6,9184 6,7933 6,6902 6,6083 6,5313 6,4427 6,3419 6,2537 6,2094 6,2166 6,2583 6,3181 6,3973 6,5126 6,6796 6,8991 7,1619 7,4588 7,7751 8,0843 8,3595 8,5843 8,7463 8,8316 8,8348 8,7673 8,6519 8,5101 8,3472 8,1440 7,8602 7,4482 6,8783 6,1651 5,3670 4,5616 3,8248 3,2181 2,7696 2,4574 2,2196 1,9812 1,6784 1,2684 0,7336 0,0935 -0,5876 -1,2192 -1,7254 -2,0783 -2,3002 -2,4333 -2,5074 -2,5313 -2,4962 -2,3794 -2,1553 -1,8120 -1,3655 -0,8608 -0,3569 0,0922 0,4479 0,6925 0,8348 0,9052 0,9397 0,9730 1,0335 1,1309 1,2514 1,3694 1,4629 1,5219 1,5537 1,5778 1,6095 1,6444 1,6554 1,6032 1,4551 1,2048 0,8777 0,5184 0,1723 -0,1303 -0,3814 -0,5883 -0,7626 -0,9227 -1,0979 -1,3097 -1,5426 -1,7486 -1,8865 -1,9501 -1,9615 -1,9569 -1,9804 -2,0711 -2,2495 -2,5141 -2,8376 -3,1693 -3,4544 -3,6516 -3,7409 -3,7293 -3,6525 -3,5626 -3,5023 -3,4819 -3,4815 -3,4763 -3,4581 -3,4363 -3,4249 -3,4338 -3,4660 -3,5082 -3,5285 -3,4928 -3,3847 -3,2150 -3,0138 -2,8023 -2,5747 -2,3130 -2,0097 -1,6814 -1,3713 -1,1276 -0,9717 -0,8826 -0,8086 -0,6957 -0,5152 -0,2684 0,0307 0,3669 0,7154 1,0332 1,2696 1,3931 1,4098 1,3547 1,2684 1,1776 1,0866 0,9838 0,8665 0,7600 0,7036 0,7245 0,8281 1,0050 1,2388 1,5134 1,8200 2,1566 2,5189 2,8886 3,2301 3,4949 3,6365 3,6351 3,5142 3,3268 3,1156 2,8863 2,6176 2,2939 1,9307 1,5707 1,2624 1,0423 0,9226 0,8859 0,8975 0,9204 0,9191 0,8622 0,7359 0,5547 0,3539 0,1684 0,0145 -0,1090 -0,2026 -0,2557 -0,2601 -0,2221 -0,1570 -0,0758 0,0208 0,1435 0,3064 0,5094 0,7346 0,9648 1,2036 1,4706 1,7764 2,1084 2,4371 2,7297 2,9578 3,1029 3,1602 3,1373 3,0466 2,9033 2,7354 2,5891 2,5103 2,5256 2,6415 2,8497 3,1287 3,4467 3,7614 4,0202 4,1803 4,2371 4,2262 4,1951 4,1759 4,1758 4,1886 4,2167 4,2775 4,3793 4,4982 4,5845 4,5934 4,5095 4,3548 4,1757 4,0162 3,8980 3,8200 3,7752 3,7724 3,8439 4,0258 4,3305 4,7354 5,1859 5,6107 5,9455 6,1472 6,1950 6,0934 5,8771 5,6038 5,3331 5,1062 4,9408 4,8390 4,7921 4,7859 4,8082 4,8514 4,9033 4,9418 4,9520 4,9447 4,9469 4,9718 5,0059 5,0175 4,9727 4,8498 4,6573 4,4424 4,2732 4,2064 4,2621 4,4180 4,6204 4,8094 4,9383 4,9829 4,9484 4,8685 4,7931 4,7728 4,8452 5,0249 5,3030 5,6549 6,0484 6,4482 6,8142 7,1080 7,3107 7,4333 7,5035 7,5450 7,5631 7,5439 7,4682 7,3320 7,1542 6,9662 6,7980 6,6769 6,6274 6,6583 6,7469 6,8416 6,8869 6,8493 6,7281 6,5543 6,3822 6,2672 6,2386 6,2832 6,3472 6,3584 6,2611 6,0364 5,6945 5,2591 4,7746 4,3121 3,9470 3,7188 3,6190 3,6118 3,6562 3,7108 3,7411 3,7413 3,7456 3,8041 3,9467 4,1755 4,4811 4,8512 5,2692 5,7114 6,1463 6,5453 6,9071 7,2654 7,6623 8,1239 8,6551 9,2350 9,8085 10,3001 10,6505 10,8379 10,8661 10,7549 10,5463 10,2959 10,0432 9,8000 9,5704 9,3685 9,2149 9,1193 9,0759 9,0819 9,1471 9,2766 9,4517 9,6311 9,7717 9,8470 9,8504 9,7880 9,6807 9,5615 9,4578 9,3738 9,2825 9,1358 8,8951 8,5553 8,1398 7,6863 7,2430 6,8618 6,5779 6,3952 6,2907 6,2272 6,1677 6,0868 5,9742 5,8281 5,6423 5,4047 5,1099 4,7584 4,3392 3,8232 3,1774 2,3888 1,4900 0,5688 -0,2534 -0,8695 -1,2274 -1,3400 -1,2712 -1,1121 -0,9451 -0,8207 -0,7619 -0,7791 -0,8714 -1,0200 -1,1897 -1,3435 -1,4617 -1,5512 -1,6377 -1,7506 -1,9135 -2,1328 -2,3818 -2,6085 -2,7658 -2,8343 -2,8221 -2,7530 -2,6515 -2,5276 -2,3808 -2,2196
F3    -0,2494 -0,2898 -0,2145 -0,0372 0,2081 0,4840 0,7464 0,9386 1,0150 0,9748 0,8626 0,7289 0,5967 0,4640 0,3261 0,1873 0,0570 -0,0593 -0,1666 -0,2724 -0,3717 -0,4450 -0,4722 -0,4409 -0,3534 -0,2356 -0,1315 -0,0767 -0,0811 -0,1375 -0,2352 -0,3602 -0,4905 -0,6044 -0,6894 -0,7420 -0,7618 -0,7496 -0,7078 -0,6397 -0,5450 -0,4178 -0,2508 -0,0427 0,1949 0,4338 0,6352 0,7689 0,8273 0,8225 0,7780 0,7245 0,6973 0,7282 0,8304 0,9812 1,1215 1,1856 1,1399 0,9976 0,8049 0,6190 0,4844 0,4163 0,4069 0,4375 0,4863 0,5352 0,5756 0,6060 0,6212 0,6082 0,5534 0,4555 0,3317 0,2125 0,1318 0,1120 0,1517 0,2287 0,3094 0,3615 0,3672 0,3299 0,2708 0,2165 0,1816 0,1607 0,1395 0,1131 0,0958 0,1159 0,2021 0,3742 0,6342 0,9508 1,2560 1,4769 1,5827 1,6001 1,5903 1,6124 1,6901 1,7969 1,8736 1,8636 1,7420 1,5239 1,2508 0,9632 0,6845 0,4241 0,1859 -0,0306 -0,2328 -0,4256 -0,5977 -0,7254 -0,7930 -0,8009 -0,7617 -0,6988 -0,6476 -0,6480 -0,7310 -0,9113 -1,1877 -1,5392 -1,9174 -2,2535 -2,4785 -2,5395 -2,4091 -2,0912 -1,6183 -1,0343 -0,3764 0,3221 1,0203 1,6791 2,2759 2,8007 3,2499 3,6317 3,9697 4,2931 4,6233 4,9691 5,3334 5,7151 6,1008 6,4596 6,7555 6,9697 7,1065 7,1799 7,2001 7,1757 7,1205 7,0533 6,9891 6,9298 6,8571 6,7400 6,5589 6,3261 6,0840 5,8815 5,7467 5,6826 5,6768 5,7178 5,8052 5,9392 6,1026 6,2645 6,4033 6,5209 6,6369 6,7687 6,9132 7,0517 7,1652 7,2415 7,2789 7,2957 7,3277 7,4037 7,5230 7,6598 7,7811 7,8608 7,8823 7,8332 7,6983 7,4560 7,0820 6,5643 5,9204 5,1943 4,4386 3,7051 3,0445 2,4960 2,0679 1,7323 1,4376 1,1273 0,7576 0,3104 -0,2005 -0,7306 -1,2195 -1,6199 -1,9247 -2,1633 -2,3670 -2,5420 -2,6735 -2,7414 -2,7258 -2,6102 -2,3880 -2,0653 -1,6639 -1,2237 -0,7990 -0,4422 -0,1812 -0,0046 0,1243 0,2365 0,3471 0,4653 0,5969 0,7411 0,8905 1,0371 1,1754 1,3019 1,4121 1,5010 1,5627 1,5834 1,5350 1,3861 1,1264 0,7775 0,3846 0,0028 -0,3204 -0,5621 -0,7292 -0,8486 -0,9532 -1,0719 -1,2103 -1,3365 -1,3976 -1,3605 -1,2345 -1,0592 -0,8891 -0,7863 -0,8025 -0,9583 -1,2379 -1,5913 -1,9442 -2,2242 -2,3872 -2,4277 -2,3734 -2,2709 -2,1700 -2,1100 -2,1041 -2,1381 -2,1902 -2,2487 -2,3154 -2,3970 -2,4945 -2,5992 -2,6884 -2,7282 -2,6891 -2,5627 -2,3694 -2,1486 -1,9292 -1,7111 -1,4813 -1,2390 -1,0085 -0,8333 -0,7562 -0,7917 -0,9100 -1,0435 -1,1147 -1,0714 -0,9035 -0,6300 -0,2828 0,0966 0,4576 0,7532 0,9618 1,0961 1,1885 1,2639 1,3224 1,3411 1,2940 1,1821 1,0469 0,9494 0,9375 1,0304 1,2218 1,4881 1,7961 2,1139 2,4179 2,6938 2,9324 3,1269 3,2689 3,3449 3,3444 3,2778 3,1769 3,0717 2,9679 2,8477 2,6875 2,4811 2,2489 2,0274 1,8547 1,7553 1,7279 1,7481 1,7789 1,7727 1,6797 1,4763 1,1877 0,8770 0,6090 0,4231 0,3345 0,3470 0,4551 0,6349 0,8460 1,0489 1,2203 1,3591 1,4869 1,6330 1,8083 1,9939 2,1609 2,3010 2,4331 2,5816 2,7518 2,9295 3,0970 3,2407 3,3478 3,4063 3,4132 3,3762 3,3058 3,2168 3,1360 3,0945 3,1150 3,2058 3,3595 3,5533 3,7577 3,9399 4,0591 4,0819 4,0108 3,8877 3,7645 3,6730 3,6193 3,5989 3,6166 3,6889 3,8238 4,0016 4,1769 4,2989 4,3327 4,2734 4,1482 3,9994 3,8619 3,7574 3,7047 3,7277 3,8504 4,0835 4,4141 4,8055 5,2031 5,5500 5,8075 5,9600 6,0070 5,9584 5,8366 5,6735 5,5027 5,3516 5,2358 5,1571 5,1094 5,0879 5,0952 5,1381 5,2169 5,3168 5,4155 5,5039 5,5917 5,6867 5,7741 5,8204 5,7935 5,6796 5,4953 5,2904 5,1303 5,0665 5,1173 5,2590 5,4318 5,5675 5,6198 5,5769 5,4581 5,3042 5,1640 5,0801 5,0789 5,1702 5,3529 5,6194 5,9545 6,3348 6,7247 7,0769 7,3482 7,5181 7,5910 7,5902 7,5472 7,4827 7,3984 7,2875 7,1496 6,9933 6,8376 6,7180 6,6754 6,7242 6,8316 6,9345 6,9736 6,9138 6,7508 6,5072 6,2242 5,9438 5,6925 5,4736 5,2726 5,0707 4,8601 4,6481 4,4400 4,2320 4,0285 3,8555 3,7427 3,6983 3,7045 3,7336 3,7585 3,7525 3,6951 3,5867 3,4590 3,3609 3,3303 3,3842 3,5306 3,7755 4,1195 4,5555 5,0619 5,6010 6,1365 6,6515 7,1451 7,6254 8,1107 8,6171 9,1298 9,5992 9,9724 10,2170 10,3163 10,2688 10,1038 9,8755 9,6298 9,3871 9,1573 8,9568 8,8029 8,6954 8,6177 8,5621 8,5427 8,5783 8,6693 8,7948 8,9249 9,0338 9,1052 9,1312 9,1127 9,0621 8,9952 8,9147 8,7948 8,5926 8,2840 7,8826 7,4209 6,9288 6,4399 6,0023 5,6630 5,4447 5,3383 5,3106 5,3171 5,3140 5,2655 5,1455 4,9347 4,6270 4,2372 3,7903 3,2986 2,7523 2,1286 1,4118 0,6175 -0,1897 -0,9054 -1,4298 -1,7190 -1,8039 -1,7699 -1,7103 -1,6806 -1,6870 -1,7148 -1,7575 -1,8217 -1,9125 -2,0212 -2,1297 -2,2245 -2,3078 -2,3933 -2,4918 -2,6053 -2,7254 -2,8307 -2,8945 -2,9029 -2,8627 -2,7962 -2,7302 -2,6806 -2,6416 -2,5954 -2,5340
F7    0,5224 0,3708 0,3089 0,3266 0,3880 0,4599 0,5177 0,5377 0,5023 0,4191 0,3230 0,2462 0,1936 0,1528 0,1171 0,0861 0,0507 -0,0140 -0,1326 -0,3002 -0,4703 -0,5796 -0,5856 -0,4879 -0,3240 -0,1545 -0,0385 -0,0076 -0,0549 -0,1477 -0,2504 -0,3412 -0,4112 -0,4569 -0,4768 -0,4721 -0,4468 -0,4067 -0,3601 -0,3152 -0,2698 -0,2076 -0,1096 0,0290 0,1902 0,3374 0,4336 0,4645 0,4443 0,3997 0,3537 0,3240 0,3258 0,3723 0,4646 0,5818 0,6838 0,7353 0,7317 0,7008 0,6801 0,6936 0,7414 0,8044 0,8567 0,8786 0,8660 0,8305 0,7882 0,7476 0,7086 0,6689 0,6345 0,6185 0,6272 0,6525 0,6798 0,6952 0,6891 0,6629 0,6312 0,6163 0,6361 0,6951 0,7817 0,8744 0,9495 0,9866 0,9767 0,9326 0,8881 0,8830 0,9472 1,0939 1,3162 1,5771 1,8079 1,9394 1,9498 1,8819 1,8116 1,7990 1,8619 1,9786 2,1037 2,1859 2,1861 2,0935 1,9240 1,7030 1,4520 1,1909 0,9408 0,7129 0,4958 0,2634 0,0056 -0,2561 -0,4850 -0,6516 -0,7479 -0,7905 -0,8097 -0,8332 -0,8827 -0,9775 -1,1264 -1,3140 -1,5044 -1,6596 -1,7455 -1,7311 -1,5970 -1,3472 -1,0078 -0,6127 -0,1900 0,2399 0,6564 1,0413 1,3876 1,6959 1,9714 2,2311 2,5071 2,8315 3,2155 3,6416 4,0766 4,4880 4,8517 5,1475 5,3597 5,4866 5,5449 5,5580 5,5450 5,5209 5,4956 5,4708 5,4439 5,4159 5,3852 5,3368 5,2466 5,1011 4,9105 4,7038 4,5123 4,3629 4,2803 4,2869 4,3945 4,5939 4,8513 5,1227 5,3700 5,5685 5,7100 5,8009 5,8508 5,8663 5,8577 5,8454 5,8550 5,9059 6,0001 6,1155 6,2116 6,2476 6,1997 6,0690 5,8762 5,6477 5,4013 5,1389 4,8447 4,4965 4,0839 3,6112 3,0935 2,5609 2,0560 1,6126 1,2341 0,8943 0,5550 0,1888 -0,2050 -0,6007 -0,9607 -1,2528 -1,4609 -1,5859 -1,6407 -1,6456 -1,6232 -1,5925 -1,5636 -1,5332 -1,4870 -1,4092 -1,2908 -1,1302 -0,9320 -0,7068 -0,4766 -0,2729 -0,1205 -0,0220 0,0369 0,0718 0,0961 0,1228 0,1603 0,2102 0,2693 0,3302 0,3821 0,4200 0,4572 0,5189 0,6190 0,7412 0,8418 0,8721 0,8037 0,6385 0,4038 0,1413 -0,1050 -0,3002 -0,4254 -0,4823 -0,4954 -0,5033 -0,5321 -0,5717 -0,5864 -0,5501 -0,4685 -0,3721 -0,3030 -0,3027 -0,3955 -0,5743 -0,8024 -1,0251 -1,1883 -1,2602 -1,2460 -1,1841 -1,1305 -1,1345 -1,2193 -1,3731 -1,5565 -1,7213 -1,8361 -1,8989 -1,9311 -1,9618 -2,0161 -2,1099 -2,2421 -2,3911 -2,5173 -2,5765 -2,5434 -2,4257 -2,2487 -2,0326 -1,7915 -1,5457 -1,3289 -1,1825 -1,1381 -1,1985 -1,3283 -1,4651 -1,5468 -1,5431 -1,4638 -1,3372 -1,1878 -1,0357 -0,9060 -0,8227 -0,7893 -0,7805 -0,7591 -0,7042 -0,6223 -0,5357 -0,4644 -0,4135 -0,3718 -0,3216 -0,2479 -0,1434 -0,0103 0,1383 0,2834 0,4065 0,4933 0,5401 0,5595 0,5730 0,5955 0,6273 0,6623 0,7007 0,7497 0,8105 0,8679 0,8977 0,8831 0,8263 0,7475 0,6731 0,6205 0,5919 0,5857 0,6100 0,6764 0,7768 0,8786 0,9447 0,9487 0,8790 0,7461 0,5888 0,4606 0,4019 0,4220 0,4997 0,5958 0,6710 0,7006 0,6835 0,6484 0,6465 0,7189 0,8673 1,0581 1,2530 1,4296 1,5769 1,6875 1,7592 1,8035 1,8419 1,8899 1,9442 1,9857 1,9865 1,9169 1,7668 1,5645 1,3671 1,2301 1,1849 1,2304 1,3393 1,4785 1,6199 1,7308 1,7752 1,7407 1,6527 1,5592 1,5087 1,5323 1,6321 1,7850 1,9626 2,1474 2,3316 2,5042 2,6401 2,7084 2,6933 2,6043 2,4645 2,2983 2,1326 1,9971 1,9122 1,8840 1,9190 2,0359 2,2551 2,5737 2,9512 3,3236 3,6324 3,8430 3,9470 3,9560 3,8966 3,8057 3,7179 3,6480 3,5863 3,5133 3,4212 3,3233 3,2447 3,2033 3,1990 3,2202 3,2634 3,3400 3,4604 3,6151 3,7739 3,8973 3,9518 3,9279 3,8478 3,7538 3,6902 3,6878 3,7504 3,8502 3,9410 3,9822 3,9537 3,8574 3,7147 3,5630 3,4424 3,3820 3,3938 3,4766 3,6201 3,8056 4,0088 4,2048 4,3713 4,4956 4,5808 4,6436 4,7053 4,7793 4,8621 4,9366 4,9837 4,9934 4,9671 4,9179 4,8703 4,8508 4,8663 4,8936 4,8913 4,8217 4,6628 4,4158 4,1080 3,7858 3,5003 3,2894 3,1678 3,1262 3,1357 3,1551 3,1409 3,0590 2,9001 2,6974 2,5174 2,4151 2,3974 2,4259 2,4474 2,4221 2,3377 2,2095 2,0686 1,9509 1,8870 1,8913 1,9626 2,0976 2,2938 2,5443 2,8381 3,1633 3,5068 3,8588 4,2128 4,5611 4,9047 5,2629 5,6555 6,0699 6,4583 6,7649 6,9512 7,0008 6,9224 6,7514 6,5365 6,3177 6,1158 5,9379 5,7897 5,6798 5,6155 5,5986 5,6289 5,7041 5,8156 5,9485 6,0797 6,1748 6,1981 6,1323 5,9940 5,8279 5,6866 5,6078 5,5966 5,6183 5,6137 5,5298 5,3413 5,0508 4,6774 4,2542 3,8294 3,4534 3,1622 2,9669 2,8527 2,7866 2,7291 2,6446 2,5108 2,3245 2,0970 1,8411 1,5568 1,2305 0,8419 0,3718 -0,1845 -0,7975 -1,3957 -1,8897 -2,2119 -2,3476 -2,3418 -2,2796 -2,2478 -2,2953 -2,4217 -2,5965 -2,7880 -2,9787 -3,1607 -3,3247 -3,4563 -3,5449 -3,5943 -3,6196 -3,6345 -3,6432 -3,6409 -3,6212 -3,5859 -3,5457 -3,5103 -3,4829 -3,4654 -3,4579 -3,4470 -3,4063 -3,3156
