Fp1   -0,3827 -0,0331 0,2902 0,5128 0,5725 0,4455 0,1587 -0,2201 -0,6077 -0,9374 -1,1815 -1,3455 -1,4552 -1,5540 -1,6960 -1,9199 -2,2122 -2,4801 -2,5883 -2,4591 -2,1339 -1,7218 -1,3083 -0,9309 -0,6038 -0,3325 -0,1116 0,0734 0,2471 0,4433 0,6948 1,0194 1,4157 1,8568 2,2721 2,5630 2,6735 2,6296 2,4924 2,2922 2,0261 1,6947 1,3048 0,8551 0,3561 -0,1284 -0,4688 -0,5111 -0,1537 0,5879 1,5732 2,5924 3,4486 4,0101 4,2143 4,0602 3,6180 3,0399 2,5216 2,2217 2,1909 2,3551 2,5715 2,7233 2,7615 2,6801 2,5047 2,3061 2,1827 2,2055 2,3708 2,5954 2,7727 2,8599 2,9078 2,9933 3,1285 3,2404 3,2323 3,0612 2,7671 2,4419 2,1666 1,9722 1,8489 1,7555 1,6173 1,3632 0,9857 0,5489 0,1450 -0,1429 -0,2571 -0,1863 0,0192 0,2739 0,5005 0,6466 0,6817 0,5968 0,4010 0,1120 -0,2508 -0,6640 -1,0959 -1,5122 -1,8949 -2,2590 -2,6468 -3,0932 -3,5915 -4,1099 -4,6350 -5,1772 -5,7401 -6,3093 -6,8683 -7,4017 -7,8870 -8,2982 -8,6071 -8,7808 -8,7893 -8,6256 -8,3202 -7,9348 -7,5260 -7,1057 -6,6475 -6,1336 -5,5781 -5,0086 -4,4395 -3,8623 -3,2636 -2,6550 -2,0956 -1,6946 -1,5617 -1,7235 -2,0913 -2,5195 -2,8732 -3,0430 -2,9511 -2,5762 -1,9676 -1,2345 -0,5034 0,1401 0,6703 1,0893 1,3936 1,5782 1,6578 1,6734 1,6811 1,7439 1,9333 2,3201 2,9322 3,7070 4,5033 5,1685 5,5922 5,7269 5,5911 5,2566 4,8211 4,3831 4,0183 3,7510 3,5573 3,4169 3,3382 3,3239 3,3475 3,3816 3,4290 3,5148 3,6495 3,8090 3,9520 4,0507 4,0981 4,0976 4,0625 4,0158 3,9680 3,9021 3,7972 3,6616 3,5309 3,4286 3,3428 3,2497 3,1371 2,9810 2,7322 2,3761 1,9964 1,7406 1,7040 1,8490 2,0383 2,1499 2,1536 2,0864 1,9928 1,9071 1,8704 1,9391 2,1723 2,5990 3,1760 3,7814 4,2629 4,5085 4,4962 4,2986 4,0384 3,8320 3,7598 3,8629 4,1414 4,5464 4,9766 5,3018 5,4219 5,3255 5,0960 4,8574 4,7063 4,6753 4,7378 4,8337 4,8920 4,8430 4,6358 4,2703 3,8139 3,3782 3,0720 2,9574 3,0187 3,1665 3,2991 3,3699 3,3862 3,3616 3,3028 3,2313 3,1886 3,2110 3,2885 3,3454 3,2936 3,1236 2,9244 2,8014 2,7877 2,8395 2,8925 2,9125 2,9029 2,8843 2,8725 2,8698 2,8748 2,9020 2,9756 3,0940 3,2243 3,3443 3,4641 3,5926 3,7091 3,7895 3,8547 3,9705 4,1771 4,4389 4,6792 4,8376 4,8894 4,8557 4,7949 4,7522 4,7204 4,6567 4,5229 4,3034 4,0219 3,7629 3,6437 3,7245 3,9552 4,2328 4,4934 4,7358 4,9871 5,2610 5,5342 5,7521 5,8512 5,7889 5,5789 5,2954 5,0214 4,7952 4,6173 4,4859 4,4176 4,4360 4,5425 4,7083 4,8988 5,0899 5,2633 5,4016 5,4896 5,5242 5,5295 5,5516 5,6326 5,7968 6,0490 6,3654 6,6933 6,9729 7,1597 7,2292 7,1715 6,9935 6,7335 6,4589 6,2356 6,0919 6,0153 5,9897 6,0149 6,0787 6,1355 6,1341 6,0517 5,8935 5,6851 5,4789 5,3466 5,3362 5,4276 5,5423 5,6026 5,5778 5,4885 5,4036 5,4336 5,6766 6,1415 6,7330 7,3151 7,7811 8,0777 8,1904 8,1271 7,9055 7,5392 7,0352 6,4033 5,6779 4,9297 4,2480 3,7124 3,3813 3,2834 3,3941 3,6251 3,8657 4,0443 4,1361 4,1382 4,0790 4,0331 4,0748 4,2156 4,4047 4,5704 4,6533 4,6196 4,4567 4,1609 3,7372 3,2042 2,6005 1,9919 1,4636 1,0930 0,9237 0,9505 1,1211 1,3546 1,5711 1,7172 1,7752 1,7602 1,7169 1,6978 1,7252 1,7753 1,8050 1,7961 1,7780 1,8070 1,9213 2,1129 2,3322 2,5167 2,6279 2,6600 2,6210 2,5303 2,4281 2,3538 2,3204 2,3243 2,3612 2,4166 2,4534 2,4350 2,3750 2,3486 2,4236 2,5787 2,7163 2,7628 2,7306 2,6742 2,6190 2,5508 2,4490 2,3169 2,2016 2,1904 2,3665 2,7471 3,2541 3,7501 4,1251 4,3600 4,5054 4,5948 4,5864 4,4094 4,0573 3,6046 3,1471 2,7644 2,5113 2,3892 2,3336 2,2732 2,2036 2,1964 2,3403 2,6667 3,1237 3,6104 4,0209 4,2647 4,2869 4,0947 3,7599 3,3935 3,1102 2,9853 3,0161 3,1198 3,1840 3,1266 2,9122 2,5260 1,9573 1,2144 0,3434 -0,5674 -1,4020 -2,0546 -2,4716 -2,6636 -2,6844 -2,5959 -2,4298 -2,1833 -1,8712 -1,5597 -1,3323 -1,2380 -1,2808 -1,4495 -1,7379 -2,1212 -2,5301 -2,8695 -3,0647 -3,0829 -2,9265 -2,6319 -2,2694 -1,9143 -1,6191 -1,4225 -1,3550 -1,4164 -1,5768 -1,8011 -2,0401 -2,2145 -2,2380 -2,0535 -1,6564 -1,1036 -0,4831 0,1368 0,7113 1,1859 1,4938 1,5955 1,5090 1,2970 1,0280 0,7617 0,5628 0,5001 0,6158 0,8972 1,2693 1,6148 1,8333 1,8974 1,8451 1,7273 1,5901 1,4846 1,4487 1,4792 1,5384 1,5767 1,5490 1,4347 1,2550 1,0651 0,9207 0,8344 0,7605 0,6364 0,4402 0,1959 -0,0617 -0,3142 -0,5578 -0,7845 -0,9751 -1,1192 -1,2288 -1,3218 -1,4048 -1,4671 -1,4840 -1,4382 -1,3465 -1,2660 -1,2682 -1,3984 -1,6576 -2,0251 -2,4757 -2,9537 -3,3568 -3,5868 -3,6170 -3,4976 -3,3101 -3,1360 -3,0446 -3,0598 -3,1289 -3,1553 -3,0762 -2,9031 -2,6846 -2,4478 -2,1888 -1,9055 -1,6212 -1,3855 -1,2578 -1,2592 -1,3190 -1,3000 -1,0999
Fz    -0,8328 -0,6175 -0,4351 -0,3305 -0,3412 -0,4761 -0,6995 -0,9401 -1,1245 -1,2151 -1,2228 -1,1877 -1,1529 -1,1527 -1,2101 -1,3336 -1,5078 -1,6813 -1,7840 -1,7710 -1,6469 -1,4473 -1,2097 -0,9639 -0,7334 -0,5318 -0,3615 -0,2147 -0,0737 0,0842 0,2805 0,5354 0,8640 1,2556 1,6537 1,9751 2,1653 2,2325 2,2161 2,1365 1,9904 1,7828 1,5376 1,2828 1,0481 0,8752 0,8114 0,8884 1,1129 1,4706 1,9247 2,4133 2,8644 3,2208 3,4488 3,5331 3,4812 3,3341 3,1577 3,0117 2,9209 2,8661 2,8049 2,7077 2,5741 2,4211 2,2763 2,1774 2,1598 2,2402 2,4082 2,6219 2,8150 2,9290 2,9505 2,9073 2,8236 2,6900 2,4819 2,1962 1,8650 1,5380 1,2510 1,0131 0,8166 0,6398 0,4503 0,2308 0,0034 -0,1828 -0,2889 -0,3051 -0,2412 -0,1099 0,0722 0,2700 0,4281 0,4913 0,4312 0,2542 -0,0064 -0,3047 -0,5982 -0,8553 -1,0558 -1,1969 -1,3008 -1,4129 -1,5889 -1,8709 -2,2668 -2,7578 -3,3231 -3,9431 -4,5922 -5,2450 -5,8798 -6,4678 -6,9726 -7,3594 -7,6017 -7,6863 -7,6210 -7,4329 -7,1626 -6,8640 -6,5934 -6,3835 -6,2201 -6,0522 -5,8314 -5,5447 -5,2118 -4,8581 -4,4994 -4,1481 -3,8288 -3,5843 -3,4546 -3,4414 -3,5010 -3,5717 -3,5963 -3,5236 -3,3152 -2,9642 -2,4981 -1,9655 -1,4141 -0,8692 -0,3283 0,2254 0,7999 1,3786 1,9258 2,4145 2,8485 3,2601 3,6895 4,1580 4,6524 5,1285 5,5380 5,8522 6,0619 6,1636 6,1545 6,0407 5,8497 5,6310 5,4401 5,3142 5,2599 5,2606 5,2921 5,3345 5,3839 5,4554 5,5646 5,7085 5,8649 6,0023 6,0868 6,0902 6,0001 5,8236 5,5861 5,3267 5,0852 4,8865 4,7357 4,6241 4,5352 4,4434 4,3219 4,1599 3,9671 3,7506 3,5039 3,2341 2,9905 2,8433 2,8304 2,9269 3,0695 3,2042 3,3124 3,3981 3,4693 3,5330 3,5978 3,6748 3,7812 3,9381 4,1569 4,4249 4,7051 4,9512 5,1331 5,2550 5,3463 5,4387 5,5551 5,7134 5,9301 6,2126 6,5462 6,8930 7,2085 7,4626 7,6472 7,7727 7,8548 7,8994 7,9044 7,8738 7,8217 7,7574 7,6726 7,5518 7,3982 7,2484 7,1608 7,1802 7,3037 7,4801 7,6523 7,7999 7,9319 8,0497 8,1365 8,1814 8,1985 8,2112 8,2240 8,2169 8,1694 8,0871 8,0012 7,9405 7,9081 7,8856 7,8577 7,8280 7,8111 7,8142 7,8384 7,8914 7,9873 8,1353 8,3288 8,5396 8,7309 8,8850 9,0141 9,1413 9,2813 9,4415 9,6370 9,8912 10,2100 10,5584 10,8726 11,0906 11,1763 11,1322 10,9918 10,7941 10,5664 10,3279 10,0994 9,9053 9,7673 9,7004 9,7127 9,8010 9,9423 10,1044 10,2685 10,4373 10,6181 10,7958 10,9212 10,9328 10,7927 10,5118 10,1558 9,8250 9,6082 9,5390 9,5848 9,6792 9,7644 9,8125 9,8200 9,8001 9,7792 9,7846 9,8244 9,8819 9,9261 9,9258 9,8641 9,7523 9,6274 9,5328 9,4989 9,5349 9,6326 9,7778 9,9560 10,1467 10,3092 10,3871 10,3389 10,1653 9,9017 9,5904 9,2700 8,9829 8,7669 8,6283 8,5377 8,4578 8,3700 8,2771 8,1910 8,1268 8,1042 8,1411 8,2436 8,4059 8,6154 8,8492 9,0755 9,2732 9,4527 9,6440 9,8607 10,0885 10,3068 10,5054 10,6771 10,8067 10,8706 10,8386 10,6738 10,3420 9,8378 9,2036 8,5238 7,8954 7,3946 7,0567 6,8711 6,7891 6,7408 6,6655 6,5384 6,3692 6,1844 6,0138 5,8799 5,7849 5,7101 5,6315 5,5298 5,3921 5,2169 5,0145 4,7899 4,5295 4,2135 3,8384 3,4289 3,0325 2,7023 2,4760 2,3643 2,3508 2,3994 2,4706 2,5375 2,5833 2,5924 2,5602 2,5009 2,4342 2,3711 2,3129 2,2606 2,2212 2,2062 2,2258 2,2814 2,3580 2,4262 2,4579 2,4405 2,3788 2,2969 2,2364 2,2368 2,3146 2,4629 2,6651 2,9011 3,1455 3,3767 3,5907 3,7977 3,9946 4,1523 4,2355 4,2325 4,1610 4,0470 3,9100 3,7751 3,6879 3,7039 3,8662 4,1857 4,6279 5,1157 5,5530 5,8615 6,0139 6,0375 5,9857 5,9001 5,7863 5,6217 5,3861 5,0815 4,7294 4,3683 4,0500 3,8178 3,6815 3,6252 3,6355 3,7132 3,8617 4,0705 4,3117 4,5509 4,7571 4,8988 4,9422 4,8605 4,6504 4,3468 4,0213 3,7494 3,5706 3,4812 3,4588 3,4820 3,5247 3,5466 3,5008 3,3495 3,0778 2,7027 2,2705 1,8339 1,4324 1,0947 0,8457 0,6977 0,6450 0,6638 0,7117 0,7376 0,7060 0,6181 0,5045 0,3912 0,2766 0,1478 0,0057 -0,1323 -0,2465 -0,3242 -0,3634 -0,3743 -0,3779 -0,3976 -0,4496 -0,5428 -0,6756 -0,8309 -0,9871 -1,1339 -1,2689 -1,3774 -1,4238 -1,3631 -1,1661 -0,8383 -0,4139 0,0658 0,5578 1,0135 1,3920 1,6813 1,8989 2,0692 2,2051 2,3148 2,4163 2,5384 2,7105 2,9478 3,2317 3,5054 3,7009 3,7778 3,7419 3,6313 3,4917 3,3623 3,2751 3,2553 3,3143 3,4341 3,5556 3,5984 3,5146 3,3283 3,1131 2,9315 2,7977 2,6873 2,5609 2,3819 2,1339 1,8321 1,5154 1,2225 0,9710 0,7512 0,5398 0,3221 0,1061 -0,0805 -0,2079 -0,2617 -0,2461 -0,1868 -0,1300 -0,1234 -0,1956 -0,3542 -0,5873 -0,8590 -1,1217 -1,3465 -1,5356 -1,6982 -1,8297 -1,9188 -1,9594 -1,9459 -1,8651 -1,7027 -1,4643 -1,1904 -0,9388 -0,7442 -0,5974 -0,4643 -0,3193 -0,1693 -0,0569 -0,0220 -0,0531 -0,0899 -0,0744
F3    0,0997 0,4995 0,7531 0,7681 0,5156 0,0527 -0,4968 -0,9866 -1,2987 -1,3921 -1,3135 -1,1556 -1,0040 -0,9112 -0,9029 -0,9961 -1,1912 -1,4341 -1,6156 -1,6382 -1,4857 -1,2197 -0,9272 -0,6841 -0,5393 -0,5012 -0,5353 -0,5812 -0,5816 -0,5042 -0,3388 -0,0744 0,3093 0,8062 1,3454 1,8145 2,1384 2,3207 2,3988 2,3795 2,2346 1,9429 1,5169 1,0028 0,4819 0,0656 -0,1380 -0,0710 0,2618 0,8109 1,4910 2,1832 2,7684 3,1750 3,3899 3,4317 3,3316 3,1399 2,9257 2,7494 2,6339 2,5556 2,4672 2,3344 2,1490 1,9192 1,6766 1,4847 1,4126 1,4963 1,7174 2,0081 2,2815 2,4751 2,5786 2,6125 2,5783 2,4495 2,2094 1,8811 1,5215 1,1920 0,9215 0,6955 0,4857 0,2792 0,0807 -0,0888 -0,1894 -0,1792 -0,0429 0,1973 0,4991 0,8224 1,1320 1,3793 1,4953 1,4240 1,1668 0,7864 0,3681 -0,0273 -0,3885 -0,7331 -1,0666 -1,3721 -1,6359 -1,8792 -2,1597 -2,5342 -3,0152 -3,5743 -4,1757 -4,7895 -5,3903 -5,9681 -6,5302 -7,0703 -7,5449 -7,8893 -8,0525 -8,0167 -7,7915 -7,3979 -6,8766 -6,3149 -5,8338 -5,5194 -5,3646 -5,2870 -5,1993 -5,0587 -4,8583 -4,5918 -4,2459 -3,8312 -3,4096 -3,0822 -2,9412 -3,0190 -3,2724 -3,6061 -3,9031 -4,0490 -3,9617 -3,6206 -3,0674 -2,3839 -1,6615 -0,9686 -0,3323 0,2498 0,7809 1,2466 1,6222 1,8992 2,1067 2,3079 2,5771 2,9667 3,4676 3,9997 4,4579 4,7720 4,9184 4,8981 4,7260 4,4374 4,0898 3,7500 3,4729 3,2842 3,1794 3,1392 3,1443 3,1802 3,2452 3,3526 3,5141 3,7289 3,9864 4,2619 4,5061 4,6539 4,6514 4,4830 4,1864 3,8475 3,5648 3,4040 3,3735 3,4366 3,5405 3,6274 3,6408 3,5589 3,4129 3,2443 3,0547 2,8276 2,5870 2,4042 2,3409 2,3995 2,5344 2,6990 2,8710 3,0369 3,1793 3,2865 3,3641 3,4275 3,4984 3,6051 3,7669 3,9783 4,2140 4,4386 4,6188 4,7405 4,8077 4,8269 4,8110 4,7975 4,8446 5,0038 5,2889 5,6597 6,0367 6,3416 6,5326 6,6095 6,5892 6,4857 6,3207 6,1431 6,0115 5,9464 5,9079 5,8295 5,6777 5,4898 5,3615 5,3871 5,5875 5,8868 6,1760 6,3969 6,5536 6,6647 6,7279 6,7299 6,6709 6,5694 6,4520 6,3474 6,2901 6,3151 6,4394 6,6437 6,8660 7,0180 7,0261 6,8729 6,6028 6,2944 6,0276 5,8612 5,8260 5,9314 6,1596 6,4513 6,7276 6,9448 7,1134 7,2679 7,4325 7,6185 7,8427 8,1309 8,4848 8,8534 9,1516 9,3073 9,2966 9,1475 8,9128 8,6360 8,3409 8,0450 7,7736 7,5528 7,3968 7,3135 7,3212 7,4358 7,6374 7,8743 8,0977 8,2843 8,4357 8,5610 8,6520 8,6699 8,5638 8,3159 7,9796 7,6634 7,4667 7,4183 7,4685 7,5338 7,5466 7,4772 7,3390 7,1895 7,1097 7,1571 7,3224 7,5353 7,7122 7,7985 7,7844 7,6979 7,5847 7,4870 7,4348 7,4450 7,5242 7,6726 7,8864 8,1475 8,4058 8,5906 8,6535 8,5933 8,4348 8,2026 7,9302 7,6720 7,4736 7,3336 7,2130 7,0771 6,9156 6,7330 6,5367 6,3448 6,1941 6,1257 6,1596 6,2863 6,4734 6,6742 6,8414 6,9580 7,0593 7,2070 7,4357 7,7311 8,0495 8,3424 8,5677 8,7012 8,7470 8,7214 8,6176 8,3957 8,0162 7,4810 6,8454 6,1957 5,6162 5,1671 4,8714 4,7033 4,5980 4,4948 4,3767 4,2629 4,1721 4,1043 4,0527 4,0189 4,0155 4,0509 4,1080 4,1458 4,1367 4,0872 4,0069 3,8689 3,6202 3,2314 2,7347 2,2178 1,7849 1,5133 1,4260 1,4906 1,6399 1,8018 1,9275 1,9981 2,0182 2,0119 2,0073 2,0157 2,0287 2,0353 2,0381 2,0571 2,1132 2,2067 2,3143 2,3980 2,4177 2,3507 2,2020 1,9941 1,7657 1,5825 1,5168 1,6000 1,8084 2,0930 2,4073 2,7107 2,9749 3,2034 3,4228 3,6343 3,7912 3,8402 3,7696 3,6066 3,3820 3,1211 2,8706 2,7090 2,7140 2,9235 3,3168 3,8166 4,3141 4,7072 4,9363 4,9966 4,9279 4,7971 4,6697 4,5642 4,4374 4,2346 3,9419 3,5923 3,2485 2,9826 2,8391 2,8053 2,8349 2,8991 3,0056 3,1735 3,4023 3,6682 3,9458 4,2185 4,4641 4,6305 4,6410 4,4407 4,0534 3,5866 3,1667 2,8680 2,7048 2,6646 2,7226 2,8331 2,9277 2,9286 2,7628 2,3854 1,8147 1,1392 0,4687 -0,1181 -0,5755 -0,8778 -1,0231 -1,0315 -0,9344 -0,7774 -0,6233 -0,5322 -0,5203 -0,5453 -0,5541 -0,5369 -0,5201 -0,5228 -0,5375 -0,5482 -0,5597 -0,6002 -0,6930 -0,8317 -0,9883 -1,1358 -1,2588 -1,3450 -1,3808 -1,3648 -1,3207 -1,2793 -1,2463 -1,1880 -1,0483 -0,7898 -0,4270 -0,0092 0,4219 0,8345 1,1828 1,4243 1,5609 1,6388 1,7035 1,7673 1,8190 1,8511 1,8746 1,9172 2,0097 2,1618 2,3454 2,5078 2,6043 2,6251 2,5918 2,5284 2,4453 2,3597 2,3109 2,3365 2,4319 2,5328 2,5493 2,4376 2,2364 2,0279 1,8662 1,7448 1,6118 1,4024 1,0734 0,6367 0,1635 -0,2555 -0,5628 -0,7627 -0,9137 -1,0859 -1,3114 -1,5633 -1,7730 -1,8793 -1,8695 -1,7758 -1,6502 -1,5461 -1,5024 -1,5369 -1,6600 -1,8714 -2,1303 -2,3569 -2,4868 -2,5147 -2,4789 -2,4209 -2,3660 -2,3201 -2,2716 -2,2018 -2,0985 -1,9646 -1,8278 -1,7360 -1,7228 -1,7728 -1,8233 -1,8031 -1,6860 -1,5138 -1,3579 -1,2516 -1,1702 -1,0690
F7    -1,9806 -2,5998 -2,8379 -2,5630 -1,8290 -0,8590 0,0638 0,7236 1,0374 1,0416 0,8416 0,5542 0,2604 -0,0052 -0,2293 -0,3874 -0,4365 -0,3635 -0,2443 -0,2099 -0,3371 -0,6007 -0,9116 -1,1474 -1,1803 -0,9518 -0,5310 -0,0656 0,3338 0,6440 0,8740 0,9933 0,9344 0,6700 0,2776 -0,0912 -0,3050 -0,3217 -0,1906 -0,0076 0,1537 0,2961 0,4828 0,7599 1,1112 1,4777 1,7872 1,9745 2,0040 1,8900 1,6974 1,5237 1,4597 1,5361 1,6994 1,8603 1,9698 2,0272 2,0205 1,9222 1,7663 1,6665 1,7106 1,8799 2,0911 2,2656 2,3470 2,3077 2,1680 1,9889 1,8388 1,7632 1,7672 1,8158 1,8631 1,8755 1,8374 1,7533 1,6406 1,5109 1,3623 1,1986 1,0617 1,0264 1,1433 1,3790 1,6039 1,6418 1,3691 0,7907 0,0295 -0,7437 -1,3783 -1,7839 -1,9387 -1,8595 -1,5460 -0,9746 -0,1771 0,7003 1,4565 1,9413 2,0995 1,9419 1,5049 0,8505 0,0886 -0,6470 -1,2761 -1,8189 -2,3464 -2,9035 -3,4884 -4,0679 -4,6016 -5,0726 -5,5002 -5,9345 -6,4387 -7,0396 -7,6790 -8,2369 -8,6076 -8,7370 -8,5966 -8,1472 -7,3710 -6,3434 -5,2151 -4,1175 -3,1323 -2,3319 -1,7912 -1,5527 -1,5879 -1,7870 -1,9945 -2,0717 -1,9402 -1,5883 -1,0617 -0,4579 0,0850 0,4286 0,4893 0,2723 -0,1359 -0,6073 -1,0117 -1,2319 -1,1893 -0,8830 -0,3904 0,1950 0,8185 1,4458 2,0215 2,4751 2,7575 2,8661 2,8518 2,8060 2,8216 2,9461 3,1611 3,4107 3,6410 3,7962 3,7993 3,5879 3,2007 2,7985 2,5613 2,5690 2,7723 3,0447 3,2542 3,3109 3,1813 2,8894 2,5054 2,1222 1,8340 1,7194 1,8114 2,0789 2,4496 2,8425 3,1712 3,3424 3,2900 3,0171 2,5942 2,1266 1,7249 1,4720 1,3952 1,4764 1,6829 1,9735 2,2863 2,5424 2,6801 2,6854 2,5921 2,4568 2,3297 2,2392 2,1830 2,1237 2,0218 1,8874 1,7841 1,7739 1,8645 2,0067 2,1282 2,1717 2,1293 2,0623 2,0807 2,2720 2,6283 3,0548 3,4432 3,7143 3,8095 3,6908 3,3609 2,8652 2,2801 1,7108 1,2771 1,0727 1,1258 1,3868 1,7536 2,1225 2,4124 2,5501 2,4832 2,2282 1,8685 1,4858 1,1233 0,8262 0,6721 0,7185 0,9282 1,1803 1,3677 1,4841 1,6198 1,8711 2,2471 2,6459 2,8978 2,8538 2,4784 1,8722 1,2195 0,7167 0,5077 0,6295 1,0070 1,5081 2,0140 2,4628 2,8504 3,1974 3,5154 3,7931 4,0004 4,0930 4,0177 3,7467 3,3195 2,8392 2,4168 2,1079 1,9042 1,7835 1,7590 1,8682 2,1164 2,4409 2,7364 2,9302 3,0348 3,1093 3,1762 3,2042 3,1606 3,0410 2,8467 2,5779 2,2709 2,0166 1,9186 2,0344 2,3407 2,7420 3,1179 3,3775 3,4888 3,4742 3,3733 3,1998 2,9453 2,6291 2,3282 2,1535 2,1824 2,3959 2,6793 2,8948 2,9658 2,9021 2,7655 2,6413 2,6166 2,7310 2,9480 3,2055 3,4871 3,8183 4,1955 4,5404 4,7305 4,6686 4,3397 3,8174 3,2220 2,6680 2,2367 1,9785 1,9211 2,0518 2,3065 2,6114 2,9338 3,2704 3,6046 3,8975 4,1081 4,2053 4,1697 3,9905 3,6735 3,2590 2,8175 2,4285 2,1738 2,1269 2,3169 2,7065 3,2201 3,7839 4,3238 4,7455 4,9554 4,9132 4,6490 4,2256 3,7005 3,1258 2,5619 2,0793 1,7515 1,6238 1,6805 1,8556 2,0704 2,2548 2,3623 2,3775 2,2910 2,0772 1,7155 1,2380 0,7543 0,4195 0,3572 0,5989 1,0709 1,6228 2,0791 2,3062 2,2639 1,9992 1,6024 1,1836 0,8505 0,6494 0,5391 0,4571 0,3836 0,3296 0,3114 0,3460 0,4380 0,5723 0,7283 0,8796 0,9866 1,0185 0,9784 0,9014 0,8365 0,8245 0,8817 0,9938 1,1272 1,2580 1,3877 1,5304 1,6973 1,8816 2,0420 2,1256 2,1174 2,0447 1,9465 1,8695 1,8588 1,9265 2,0473 2,1752 2,2374 2,1319 1,7794 1,2033 0,5529 0,0358 -0,1766 0,0021 0,5592 1,3671 2,1914 2,7751 2,9612 2,7525 2,2751 1,7052 1,2033 0,8712 0,7504 0,8591 1,1994 1,7131 2,2733 2,7537 3,0890 3,2561 3,2389 3,0426 2,7229 2,3805 2,1225 2,0143 2,0426 2,1109 2,0936 1,9222 1,6200 1,2587 0,8998 0,5832 0,3560 0,2851 0,4307 0,7986 1,3016 1,7655 2,0022 1,9081 1,5098 0,9256 0,2862 -0,3297 -0,8946 -1,3676 -1,6671 -1,7416 -1,6432 -1,4928 -1,3848 -1,3423 -1,3573 -1,4513 -1,6807 -2,0766 -2,5892 -3,1059 -3,5260 -3,8093 -3,9736 -4,0748 -4,1667 -4,2437 -4,2328 -4,0595 -3,7127 -3,2476 -2,7421 -2,2499 -1,7911 -1,3863 -1,0792 -0,9154 -0,9251 -1,1312 -1,5375 -2,0920 -2,6829 -3,1942 -3,5636 -3,7835 -3,8573 -3,7745 -3,5333 -3,1708 -2,7546 -2,3512 -2,0028 -1,7207 -1,5001 -1,3368 -1,2163 -1,0853 -0,8543 -0,4632 0,0522 0,5773 0,9938 1,2285 1,2665 1,1431 0,9017 0,5646 0,1621 -0,2437 -0,5959 -0,8823 -1,1147 -1,2770 -1,3154 -1,2010 -0,9950 -0,8326 -0,8487 -1,1215 -1,6471 -2,3163 -2,9221 -3,2444 -3,1700 -2,7484 -2,1508 -1,5763 -1,1697 -0,9719 -0,9185 -0,8990 -0,8428 -0,7636 -0,7458 -0,8976 -1,2888 -1,8967 -2,6035 -3,2557 -3,7422 -4,0317 -4,1413 -4,0893 -3,9024 -3,6517 -3,4469 -3,3911 -3,5452 -3,9143 -4,4399 -5,0256 -5,5875 -6,0587 -6,3523 -6,3746 -6,0982 -5,5875 -4,9352 -4,2080 -3,4633 -2,7757 -2,2203 -1,8461 -1,6621 -1,6362 -1,7188 -1,8717
