Fp1   0,2987 0,5158 0,7082 0,8542 0,9338 0,9468 0,9195 0,8907 0,8868 0,9083 0,9358 0,9451 0,9239 0,8798 0,8322 0,7999 0,7940 0,8150 0,8536 0,8917 0,9147 0,9308 0,9672 1,0427 1,1497 1,2589 1,3359 1,3554 1,3034 1,1726 0,9613 0,6749 0,3283 -0,0512 -0,4243 -0,7488 -0,9956 -1,1624 -1,2792 -1,3943 -1,5453 -1,7323 -1,9258 -2,1005 -2,2591 -2,4237 -2,6123 -2,8303 -3,0788 -3,3653 -3,7020 -4,0816 -4,4595 -4,7696 -4,9598 -5,0162 -4,9716 -4,8961 -4,8648 -4,9197 -5,0554 -5,2316 -5,3980 -5,5160 -5,5652 -5,5377 -5,4344 -5,2612 -5,0249 -4,7355 -4,4094 -4,0657 -3,7180 -3,3714 -3,0226 -2,6639 -2,2917 -1,9080 -1,5093 -1,0859 -0,6412 -0,2053 0,1770 0,4752 0,7016 0,9138 1,1755 1,5098 1,8907 2,2717 2,6189 2,9215 3,1836 3,4094 3,5991 3,7525 3,8623 3,9023 3,8373 3,6498 3,3528 2,9822 2,5816 2,1916 1,8439 1,5579 1,3330 1,1460 0,9602 0,7374 0,4437 0,0621 -0,3929 -0,8784 -1,3431 -1,7455 -2,0653 -2,3081 -2,5006 -2,6697 -2,8163 -2,9061 -2,8866 -2,7234 -2,4258 -2,0361 -1,5959 -1,1153 -0,5676 0,0842 0,8591 1,7535 2,7447 3,7883 4,8266 5,8024 6,6645 7,3712 7,8979 8,2419 8,4140 8,4266 8,2912 8,0290 7,6780 7,2862 6,8993 6,5520 6,2561 5,9830 5,6664 5,2419 4,6916 4,0458 3,3477 2,6318 1,9317 1,2910 0,7530 0,3418 0,0586 -0,1105 -0,1831 -0,1724 -0,0886 0,0524 0,2266 0,4148 0,6063 0,7877 0,9377 1,0420 1,1079 1,1624 1,2367 1,3459 1,4787 1,6044 1,6874 1,6991 1,6248 1,4657 1,2410 0,9911 0,7695 0,6162 0,5351 0,4948 0,4507 0,3727 0,2565 0,1066 -0,0852 -0,3365 -0,6536 -1,0239 -1,4182 -1,7928 -2,1042 -2,3339 -2,4972 -2,6250 -2,7384 -2,8375 -2,9128 -2,9614 -2,9897 -2,9976 -2,9693 -2,8888 -2,7627 -2,6148 -2,4706 -2,3595 -2,3225 -2,3976 -2,5925 -2,8732 -3,1781 -3,4421 -3,6148 -3,6777 -3,6494 -3,5664 -3,4518 -3,3029 -3,1067 -2,8636 -2,5977 -2,3509 -2,1640 -2,0531 -1,9984 -1,9569 -1,8831 -1,7469 -1,5422 -1,2847 -1,0102 -0,7706 -0,6146 -0,5588 -0,5815 -0,6484 -0,7439 -0,8819 -1,0914 -1,3906 -1,7674 -2,1853 -2,6063 -3,0116 -3,4027 -3,7823 -4,1374 -4,4452 -4,6966 -4,9058 -5,0974 -5,2922 -5,5039 -5,7374 -5,9763 -6,1771 -6,2872 -6,2729 -6,1279 -5,8649 -5,5168 -5,1382 -4,7868 -4,4967 -4,2741 -4,1083 -3,9761 -3,8485 -3,7137 -3,5924 -3,5184 -3,5085 -3,5545 -3,6367 -3,7326 -3,8200 -3,8800 -3,9024 -3,8880 -3,8493 -3,8103 -3,8000 -3,8361 -3,9166 -4,0316 -4,1718 -4,3201 -4,4436 -4,5032 -4,4714 -4,3406 -4,1260 -3,8654 -3,6115 -3,4132 -3,2934 -3,2408 -3,2249 -3,2198 -3,2129 -3,1930 -3,1444 -3,0613 -2,9572 -2,8596 -2,7929 -2,7661 -2,7738 -2,8114 -2,8826 -2,9899 -3,1256 -3,2750 -3,4230 -3,5587 -3,6854 -3,8199 -3,9733 -4,1353 -4,2785 -4,3680 -4,3759 -4,3028 -4,1864 -4,0776 -4,0112 -3,9974 -4,0258 -4,0775 -4,1421 -4,2249 -4,3314 -4,4515 -4,5585 -4,6235 -4,6301 -4,5793 -4,4804 -4,3445 -4,1882 -4,0302 -3,8751 -3,7031 -3,4869 -3,2249 -2,9550 -2,7345 -2,6031 -2,5631 -2,5845 -2,6212 -2,6222 -2,5429 -2,3617 -2,0957 -1,7977 -1,5308 -1,3410 -1,2445 -1,2259 -1,2458 -1,2662 -1,2767 -1,2970 -1,3585 -1,4830 -1,6664 -1,8805 -2,0925 -2,2866 -2,4692 -2,6542 -2,8470 -3,0438 -3,2360 -3,4103 -3,5521 -3,6530 -3,7185 -3,7698 -3,8400 -3,9638 -4,1604 -4,4188 -4,6987 -4,9508 -5,1344 -5,2228 -5,2095 -5,1152 -4,9771 -4,8222 -4,6565 -4,4812 -4,3056 -4,1398 -3,9868 -3,8464 -3,7165 -3,5871 -3,4386 -3,2580 -3,0547 -2,8543 -2,6810 -2,5469 -2,4447 -2,3515 -2,2521 -2,1521 -2,0665 -2,0037 -1,9583 -1,9180 -1,8794 -1,8492 -1,8268 -1,7946 -1,7289 -1,6120 -1,4419 -1,2374 -1,0291 -0,8376 -0,6652 -0,5074 -0,3660 -0,2473 -0,1606 -0,1220 -0,1470 -0,2321 -0,3489 -0,4580 -0,5292 -0,5511 -0,5264 -0,4608 -0,3542 -0,2029 -0,0081 0,2154 0,4427 0,6562 0,8541 1,0399 1,2089 1,3433 1,4176 1,4116 1,3272 1,1929 1,0488 0,9284 0,8511 0,8252 0,8519 0,9206 1,0015 1,0539 1,0451 0,9561 0,7712 0,4794 0,0948 -0,3278 -0,7083 -0,9827 -1,1325 -1,1724 -1,1214 -0,9973 -0,8393 -0,7198 -0,7131 -0,8525 -1,1242 -1,4909 -1,9111 -2,3517 -2,7969 -3,2422 -3,6761 -4,0732 -4,4094 -4,6785 -4,8867 -5,0295 -5,0897 -5,0652 -4,9898 -4,9105 -4,8487 -4,7879 -4,6939 -4,5391 -4,3089 -3,9950 -3,5981 -3,1327 -2,6198 -2,0721 -1,4933 -0,8897 -0,2836 0,2911 0,8081 1,2547 1,6228 1,8996 2,0636 2,0886 1,9571 1,6688 1,2391 0,7012 0,1070 -0,4877 -1,0411 -1,5260 -1,9285 -2,2576 -2,5503 -2,8565 -3,2132 -3,6321 -4,0984 -4,5795 -5,0456 -5,4879 -5,9135 -6,3233 -6,6987 -7,0109 -7,2417 -7,3921 -7,4721 -7,4931 -7,4708 -7,4256 -7,3690 -7,3009 -7,2236 -7,1458 -7,0689 -6,9817 -6,8679 -6,7118 -6,5009 -6,2349 -5,9308 -5,6143 -5,3080 -5,0256 -4,7711 -4,5517 -4,3939 -4,3348 -4,3942 -4,5632 -4,8148 -5,1153 -5,4297 -5,7273 -5,9884 -6,2057 -6,3834 -6,5341 -6,6666 -6,7774 -6,8610 -6,9230 -6,9769 -7,0329 -7,0982 -7,1855 -7,3074 -7,4703 -7,6793 -7,9325 -8,2045 -8,4529 -8,6440 -8,7663 -8,8227 -8,8247 -8,7899 -8,7322 -8,6459 -8,5098 -8,3084 -8,0507
Fz    -3,3048 -3,1716 -3,0413 -2,9150 -2,7973 -2,6872 -2,5738 -2,4420 -2,2860 -2,1144 -1,9409 -1,7713 -1,5981 -1,4028 -1,1613 -0,8551 -0,4827 -0,0643 0,3630 0,7538 1,0752 1,3290 1,5510 1,7843 2,0517 2,3413 2,6127 2,8161 2,9130 2,8891 2,7566 2,5434 2,2797 1,9909 1,7003 1,4291 1,1917 0,9924 0,8262 0,6819 0,5503 0,4311 0,3273 0,2302 0,1115 -0,0654 -0,3282 -0,6876 -1,1430 -1,6888 -2,3150 -2,9981 -3,6918 -4,3365 -4,8801 -5,2963 -5,5948 -5,8218 -6,0418 -6,3083 -6,6464 -7,0530 -7,5073 -7,9785 -8,4282 -8,8160 -9,1119 -9,3044 -9,3982 -9,4048 -9,3358 -9,2010 -9,0117 -8,7818 -8,5253 -8,2498 -7,9561 -7,6394 -7,2890 -6,8954 -6,4640 -6,0180 -5,5846 -5,1777 -4,7869 -4,3811 -3,9330 -3,4488 -2,9660 -2,5222 -2,1282 -1,7708 -1,4305 -1,0923 -0,7484 -0,3994 -0,0581 0,2478 0,4874 0,6458 0,7325 0,7710 0,7830 0,7833 0,7815 0,7797 0,7680 0,7218 0,6080 0,3919 0,0434 -0,4495 -1,0663 -1,7569 -2,4605 -3,1266 -3,7258 -4,2479 -4,6917 -5,0535 -5,3172 -5,4546 -5,4402 -5,2724 -4,9799 -4,6045 -4,1770 -3,7005 -3,1525 -2,5066 -1,7545 -0,9097 -0,0024 0,9194 1,7944 2,5628 3,1828 3,6352 3,9199 4,0495 4,0391 3,8997 3,6394 3,2715 2,8223 2,3303 1,8378 1,3787 0,9667 0,5877 0,2058 -0,2144 -0,6835 -1,1827 -1,6815 -2,1514 -2,5629 -2,8809 -3,0708 -3,1124 -3,0064 -2,7690 -2,4236 -1,9940 -1,5027 -0,9734 -0,4289 0,1201 0,6770 1,2459 1,8237 2,4116 3,0237 3,6766 4,3690 5,0694 5,7222 6,2687 6,6668 6,8969 6,9573 6,8594 6,6271 6,2989 5,9222 5,5397 5,1715 4,8073 4,4175 3,9783 3,4848 2,9410 2,3465 1,7001 1,0064 0,2741 -0,4830 -1,2378 -1,9522 -2,5955 -3,1603 -3,6617 -4,1230 -4,5628 -4,9924 -5,4175 -5,8346 -6,2239 -6,5511 -6,7842 -6,9089 -6,9242 -6,8311 -6,6377 -6,3738 -6,0886 -5,8283 -5,6097 -5,4107 -5,1824 -4,8763 -4,4724 -3,9873 -3,4557 -2,9036 -2,3358 -1,7477 -1,1455 -0,5541 -0,0073 0,4714 0,8839 1,2563 1,6217 2,0069 2,4254 2,8754 3,3413 3,7955 4,2034 4,5337 4,7719 4,9227 4,9955 4,9857 4,8694 4,6204 4,2364 3,7486 3,2029 2,6310 2,0343 1,3943 0,7027 -0,0183 -0,7230 -1,3671 -1,9259 -2,3977 -2,7972 -3,1464 -3,4625 -3,7427 -3,9608 -4,0846 -4,0967 -3,9979 -3,7984 -3,5159 -3,1777 -2,8147 -2,4516 -2,1020 -1,7688 -1,4433 -1,1127 -0,7777 -0,4640 -0,2094 -0,0385 0,0471 0,0657 0,0490 0,0331 0,0517 0,1282 0,2664 0,4437 0,6204 0,7590 0,8410 0,8693 0,8589 0,8278 0,7967 0,7898 0,8310 0,9388 1,1228 1,3784 1,6798 1,9816 2,2327 2,3971 2,4643 2,4438 2,3527 2,2154 2,0666 1,9415 1,8528 1,7802 1,6836 1,5255 1,2891 0,9809 0,6182 0,2168 -0,2128 -0,6610 -1,1156 -1,5603 -1,9802 -2,3706 -2,7359 -3,0779 -3,3878 -3,6427 -3,8082 -3,8543 -3,7842 -3,6435 -3,4961 -3,3905 -3,3435 -3,3388 -3,3437 -3,3375 -3,3290 -3,3420 -3,3856 -3,4364 -3,4508 -3,3905 -3,2391 -2,9970 -2,6735 -2,2853 -1,8560 -1,4080 -0,9543 -0,4978 -0,0423 0,3972 0,7955 1,1320 1,4050 1,6364 1,8669 2,1420 2,4938 2,9252 3,4018 3,8624 4,2456 4,5141 4,6631 4,7188 4,7301 4,7490 4,8046 4,8912 4,9781 5,0313 5,0289 4,9600 4,8149 4,5819 4,2559 3,8480 3,3855 2,9023 2,4335 2,0120 1,6624 1,3896 1,1744 0,9812 0,7737 0,5275 0,2355 -0,0917 -0,4285 -0,7431 -1,0068 -1,1973 -1,3010 -1,3199 -1,2709 -1,1724 -1,0374 -0,8793 -0,7174 -0,5721 -0,4584 -0,3818 -0,3362 -0,3023 -0,2517 -0,1595 -0,0160 0,1728 0,3924 0,6270 0,8704 1,1294 1,4081 1,6962 1,9751 2,2297 2,4536 2,6478 2,8145 2,9539 3,0702 3,1773 3,2982 3,4581 3,6720 3,9336 4,2158 4,4842 4,7107 4,8779 4,9794 5,0209 5,0136 4,9662 4,8882 4,7979 4,7185 4,6651 4,6363 4,6204 4,6111 4,6180 4,6634 4,7700 4,9446 5,1679 5,4006 5,6006 5,7370 5,7959 5,7783 5,6878 5,5229 5,2819 4,9741 4,6223 4,2557 3,9034 3,5915 3,3412 3,1650 3,0622 3,0178 3,0099 3,0212 3,0363 3,0298 2,9685 2,8331 2,6354 2,4128 2,2012 2,0149 1,8536 1,7220 1,6275 1,5561 1,4622 1,2928 1,0210 0,6567 0,2356 -0,1986 -0,6082 -0,9690 -1,2710 -1,5120 -1,6933 -1,8227 -1,9160 -1,9874 -2,0344 -2,0359 -1,9697 -1,8330 -1,6388 -1,3976 -1,1082 -0,7646 -0,3619 0,1061 0,6474 1,2642 1,9450 2,6727 3,4355 4,2242 5,0178 5,7762 6,4493 6,9932 7,3772 7,5851 7,6144 7,4748 7,1832 6,7594 6,2232 5,5930 4,8932 4,1562 3,4161 2,7013 2,0323 1,4179 0,8493 0,2995 -0,2634 -0,8545 -1,4611 -2,0517 -2,5937 -3,0734 -3,5051 -3,9183 -4,3310 -4,7352 -5,1043 -5,4089 -5,6255 -5,7388 -5,7440 -5,6522 -5,4881 -5,2800 -5,0550 -4,8402 -4,6529 -4,4871 -4,3169 -4,1136 -3,8583 -3,5477 -3,1966 -2,8356 -2,4997 -2,2166 -1,9985 -1,8418 -1,7413 -1,7108 -1,7776 -1,9544 -2,2229 -2,5469 -2,8931 -3,2452 -3,6069 -3,9916 -4,4043 -4,8340 -5,2599 -5,6588 -6,0091 -6,2967 -6,5185 -6,6805 -6,7921 -6,8680 -6,9319 -7,0078 -7,1075 -7,2305 -7,3642 -7,4847 -7,5672 -7,6047 -7,6106 -7,6033 -7,5924 -7,5777 -7,5496 -7,4877 -7,3685 -7,1798 -6,9331
F3    -1,5964 -1,4236 -1,2303 -1,0350 -0,8645 -0,7380 -0,6565 -0,6070 -0,5774 -0,5640 -0,5666 -0,5795 -0,5876 -0,5667 -0,4905 -0,3424 -0,1244 0,1463 0,4400 0,7156 0,9360 1,0944 1,2178 1,3435 1,4913 1,6516 1,7921 1,8765 1,8810 1,7995 1,6427 1,4298 1,1806 0,9139 0,6512 0,4176 0,2331 0,1009 0,0051 -0,0803 -0,1770 -0,2913 -0,4184 -0,5584 -0,7271 -0,9487 -1,2361 -1,5844 -1,9789 -2,4093 -2,8770 -3,3796 -3,8882 -4,3501 -4,7122 -4,9454 -5,0616 -5,1163 -5,1845 -5,3242 -5,5516 -5,8439 -6,1590 -6,4532 -6,6880 -6,8327 -6,8728 -6,8122 -6,6638 -6,4412 -6,1612 -5,8456 -5,5165 -5,1893 -4,8662 -4,5394 -4,2081 -3,8877 -3,5950 -3,3354 -3,1084 -2,9143 -2,7510 -2,6056 -2,4487 -2,2387 -1,9467 -1,5857 -1,2070 -0,8619 -0,5700 -0,3223 -0,1021 0,1023 0,3013 0,5073 0,7237 0,9262 1,0703 1,1211 1,0744 0,9507 0,7795 0,5880 0,3986 0,2264 0,0695 -0,0978 -0,3175 -0,6309 -1,0642 -1,6167 -2,2539 -2,9181 -3,5508 -4,1093 -4,5756 -4,9544 -5,2645 -5,5209 -5,7155 -5,8104 -5,7551 -5,5225 -5,1301 -4,6253 -4,0502 -3,4142 -2,6937 -1,8591 -0,9040 0,1483 1,2529 2,3499 3,3734 4,2671 4,9965 5,5501 5,9364 6,1774 6,2955 6,3034 6,2053 6,0065 5,7232 5,3852 5,0308 4,6956 4,3992 4,1317 3,8519 3,5093 3,0798 2,5768 2,0294 1,4630 0,9029 0,3871 -0,0369 -0,3321 -0,4862 -0,5051 -0,4005 -0,1854 0,1190 0,4757 0,8387 1,1760 1,4800 1,7539 2,0022 2,2392 2,4939 2,7929 3,1370 3,4931 3,8091 4,0383 4,1565 4,1614 4,0655 3,8882 3,6528 3,3876 3,1248 2,8848 2,6601 2,4199 2,1323 1,7820 1,3708 0,9021 0,3728 -0,2151 -0,8415 -1,4736 -2,0750 -2,6066 -3,0343 -3,3476 -3,5685 -3,7370 -3,8882 -4,0399 -4,1958 -4,3524 -4,4987 -4,6136 -4,6692 -4,6428 -4,5299 -4,3413 -4,0961 -3,8232 -3,5678 -3,3810 -3,2954 -3,3049 -3,3615 -3,3910 -3,3226 -3,1207 -2,8022 -2,4190 -2,0190 -1,6193 -1,2097 -0,7771 -0,3302 0,0941 0,4505 0,7222 0,9335 1,1298 1,3542 1,6347 1,9769 2,3566 2,7225 3,0127 3,1809 3,2160 3,1406 2,9902 2,7876 2,5331 2,2157 1,8370 1,4187 0,9871 0,5526 0,1068 -0,3617 -0,8483 -1,3259 -1,7567 -2,1156 -2,4021 -2,6327 -2,8287 -3,0115 -3,1950 -3,3716 -3,5074 -3,5617 -3,5120 -3,3559 -3,1025 -2,7709 -2,3940 -2,0113 -1,6538 -1,3350 -1,0505 -0,7815 -0,5054 -0,2167 0,0620 0,2939 0,4543 0,5401 0,5669 0,5610 0,5497 0,5553 0,5924 0,6645 0,7637 0,8729 0,9714 1,0428 1,0799 1,0817 1,0509 1,0019 0,9632 0,9681 1,0408 1,1904 1,4093 1,6708 1,9307 2,1398 2,2639 2,2968 2,2559 2,1678 2,0622 1,9700 1,9154 1,8994 1,8962 1,8684 1,7858 1,6335 1,4097 1,1192 0,7737 0,3998 0,0376 -0,2786 -0,5385 -0,7603 -0,9800 -1,2317 -1,5262 -1,8428 -2,1349 -2,3411 -2,4103 -2,3376 -2,1746 -1,9961 -1,8599 -1,7915 -1,7868 -1,8249 -1,8871 -1,9653 -2,0517 -2,1276 -2,1649 -2,1369 -2,0310 -1,8519 -1,6112 -1,3194 -0,9920 -0,6533 -0,3248 -0,0100 0,3026 0,6175 0,9141 1,1561 1,3186 1,4077 1,4568 1,5101 1,6106 1,7934 2,0748 2,4380 2,8327 3,1982 3,4903 3,6931 3,8197 3,9063 3,9920 4,0923 4,1919 4,2599 4,2708 4,2159 4,0994 3,9227 3,6773 3,3546 2,9627 2,5296 2,0911 1,6799 1,3214 1,0321 0,8127 0,6437 0,4892 0,3123 0,0893 -0,1838 -0,4917 -0,8033 -1,0817 -1,2951 -1,4254 -1,4748 -1,4692 -1,4471 -1,4335 -1,4282 -1,4183 -1,3946 -1,3557 -1,3082 -1,2664 -1,2461 -1,2498 -1,2575 -1,2368 -1,1642 -1,0356 -0,8658 -0,6789 -0,4915 -0,3033 -0,1140 0,0608 0,1996 0,2955 0,3621 0,4236 0,5005 0,6069 0,7565 0,9624 1,2294 1,5479 1,8930 2,2272 2,5133 2,7343 2,8994 3,0291 3,1369 3,2254 3,2892 3,3160 3,2951 3,2311 3,1435 3,0541 2,9775 2,9198 2,8826 2,8689 2,8880 2,9539 3,0739 3,2378 3,4171 3,5777 3,6894 3,7310 3,6919 3,5704 3,3673 3,0874 2,7484 2,3863 2,0439 1,7558 1,5413 1,4081 1,3544 1,3642 1,4063 1,4458 1,4599 1,4380 1,3701 1,2436 1,0550 0,8222 0,5820 0,3672 0,1882 0,0406 -0,0771 -0,1644 -0,2441 -0,3754 -0,6233 -1,0145 -1,5257 -2,1023 -2,6813 -3,2126 -3,6731 -4,0616 -4,3805 -4,6240 -4,7869 -4,8761 -4,9042 -4,8747 -4,7806 -4,6233 -4,4272 -4,2249 -4,0312 -3,8369 -3,6235 -3,3746 -3,0752 -2,7102 -2,2710 -1,7625 -1,1969 -0,5843 0,0680 0,7476 1,4280 2,0706 2,6361 3,0936 3,4235 3,6158 3,6638 3,5587 3,2941 2,8745 2,3213 1,6755 0,9899 0,3128 -0,3230 -0,8967 -1,3971 -1,8316 -2,2336 -2,6507 -3,1183 -3,6430 -4,2038 -4,7623 -5,2837 -5,7576 -6,1965 -6,6142 -7,0075 -7,3559 -7,6339 -7,8234 -7,9187 -7,9281 -7,8741 -7,7863 -7,6831 -7,5639 -7,4210 -7,2500 -7,0491 -6,8195 -6,5667 -6,2982 -6,0227 -5,7534 -5,5068 -5,2943 -5,1187 -4,9772 -4,8662 -4,7917 -4,7830 -4,8799 -5,0995 -5,4199 -5,7946 -6,1772 -6,5405 -6,8802 -7,2051 -7,5236 -7,8387 -8,1492 -8,4468 -8,7151 -8,9362 -9,0966 -9,1878 -9,2101 -9,1852 -9,1596 -9,1828 -9,2831 -9,4625 -9,6988 -9,9456 -10,1462 -10,2631 -10,2910 -10,2453 -10,1430 -9,9939 -9,7983 -9,5510 -9,2508 -8,9106 -8,5612
F7    0,3299 0,5179 0,6769 0,7952 0,8647 0,8838 0,8640 0,8292 0,8028 0,7973 0,8165 0,8584 0,9118 0,9582 0,9845 0,9937 1,0026 1,0329 1,0977 1,1903 1,2904 1,3825 1,4613 1,5226 1,5589 1,5611 1,5213 1,4358 1,3041 1,1228 0,8858 0,5925 0,2545 -0,1029 -0,4468 -0,7464 -0,9833 -1,1600 -1,3024 -1,4512 -1,6387 -1,8683 -2,1172 -2,3596 -2,5873 -2,8088 -3,0339 -3,2637 -3,4962 -3,7350 -3,9881 -4,2500 -4,4890 -4,6605 -4,7337 -4,7047 -4,6008 -4,4747 -4,3825 -4,3552 -4,3876 -4,4508 -4,5096 -4,5319 -4,4916 -4,3751 -4,1881 -3,9472 -3,6659 -3,3531 -3,0181 -2,6729 -2,3316 -2,0105 -1,7186 -1,4496 -1,1893 -0,9258 -0,6456 -0,3347 0,0043 0,3443 0,6515 0,9078 1,1227 1,3312 1,5693 1,8486 2,1547 2,4635 2,7544 3,0121 3,2242 3,3826 3,4887 3,5525 3,5795 3,5550 3,4493 3,2412 2,9326 2,5467 2,1149 1,6643 1,2144 0,7795 0,3668 -0,0271 -0,4125 -0,7994 -1,1953 -1,6045 -2,0219 -2,4336 -2,8242 -3,1847 -3,5135 -3,8142 -4,0921 -4,3455 -4,5518 -4,6660 -4,6404 -4,4530 -4,1175 -3,6668 -3,1279 -2,5067 -1,7870 -0,9465 0,0236 1,1113 2,2832 3,4850 4,6507 5,7168 6,6302 7,3543 7,8756 8,2079 8,3835 8,4371 8,3962 8,2809 8,1111 7,9118 7,7111 7,5313 7,3744 7,2098 6,9786 6,6291 6,1553 5,5957 4,9998 4,4040 3,8389 3,3380 2,9304 2,6250 2,4087 2,2588 2,1547 2,0816 2,0277 1,9816 1,9372 1,9004 1,8863 1,9011 1,9324 1,9569 1,9573 1,9296 1,8794 1,8131 1,7323 1,6345 1,5129 1,3608 1,1788 0,9775 0,7734 0,5848 0,4255 0,2956 0,1789 0,0496 -0,1142 -0,3161 -0,5375 -0,7562 -0,9685 -1,1843 -1,4086 -1,6383 -1,8695 -2,0985 -2,3171 -2,5129 -2,6778 -2,8111 -2,9138 -2,9823 -3,0185 -3,0381 -3,0594 -3,0824 -3,0868 -3,0524 -2,9792 -2,8851 -2,7919 -2,7215 -2,6977 -2,7376 -2,8406 -2,9895 -3,1582 -3,3184 -3,4452 -3,5278 -3,5733 -3,5938 -3,5853 -3,5265 -3,3995 -3,2114 -2,9967 -2,8036 -2,6716 -2,6118 -2,6069 -2,6247 -2,6283 -2,5832 -2,4672 -2,2784 -2,0401 -1,8003 -1,6134 -1,5097 -1,4828 -1,5088 -1,5797 -1,7162 -1,9452 -2,2699 -2,6618 -3,0751 -3,4678 -3,8169 -4,1196 -4,3799 -4,5959 -4,7620 -4,8797 -4,9623 -5,0296 -5,1016 -5,1975 -5,3314 -5,4928 -5,6373 -5,7081 -5,6689 -5,5099 -5,2340 -4,8577 -4,4239 -3,9930 -3,6150 -3,3121 -3,0801 -2,8946 -2,7266 -2,5622 -2,4136 -2,3054 -2,2542 -2,2619 -2,3223 -2,4243 -2,5503 -2,6742 -2,7653 -2,8022 -2,7861 -2,7434 -2,7139 -2,7278 -2,7886 -2,8807 -2,9840 -3,0775 -3,1401 -3,1569 -3,1199 -3,0240 -2,8695 -2,6718 -2,4635 -2,2826 -2,1547 -2,0817 -2,0481 -2,0381 -2,0436 -2,0506 -2,0292 -1,9527 -1,8238 -1,6753 -1,5468 -1,4627 -1,4300 -1,4494 -1,5201 -1,6327 -1,7661 -1,8963 -2,0064 -2,0888 -2,1477 -2,1974 -2,2525 -2,3201 -2,3965 -2,4619 -2,4855 -2,4495 -2,3661 -2,2652 -2,1725 -2,1010 -2,0492 -2,0037 -1,9522 -1,8972 -1,8550 -1,8395 -1,8496 -1,8711 -1,8891 -1,8978 -1,9002 -1,9016 -1,9084 -1,9237 -1,9363 -1,9162 -1,8328 -1,6835 -1,5025 -1,3417 -1,2421 -1,2136 -1,2355 -1,2711 -1,2819 -1,2347 -1,1131 -0,9306 -0,7314 -0,5695 -0,4811 -0,4719 -0,5171 -0,5713 -0,5930 -0,5716 -0,5330 -0,5232 -0,5793 -0,7062 -0,8739 -1,0354 -1,1526 -1,2137 -1,2337 -1,2381 -1,2483 -1,2776 -1,3297 -1,3993 -1,4775 -1,5599 -1,6518 -1,7685 -1,9266 -2,1310 -2,3660 -2,5982 -2,7943 -2,9348 -3,0148 -3,0402 -3,0278 -2,9980 -2,9591 -2,9028 -2,8176 -2,7012 -2,5605 -2,4093 -2,2646 -2,1370 -2,0235 -1,9116 -1,7939 -1,6747 -1,5618 -1,4596 -1,3690 -1,2838 -1,1893 -1,0770 -0,9559 -0,8435 -0,7524 -0,6854 -0,6416 -0,6277 -0,6540 -0,7179 -0,7997 -0,8744 -0,9226 -0,9360 -0,9177 -0,8741 -0,8074 -0,7193 -0,6169 -0,5087 -0,3956 -0,2763 -0,1634 -0,0853 -0,0651 -0,1023 -0,1766 -0,2618 -0,3363 -0,3882 -0,4132 -0,4068 -0,3594 -0,2613 -0,1129 0,0748 0,2900 0,5258 0,7694 0,9935 1,1596 1,2348 1,2094 1,1046 0,9612 0,8201 0,7102 0,6446 0,6232 0,6371 0,6703 0,6985 0,6936 0,6365 0,5185 0,3310 0,0634 -0,2798 -0,6617 -1,0169 -1,2818 -1,4237 -1,4428 -1,3555 -1,1863 -0,9813 -0,8152 -0,7640 -0,8695 -1,1311 -1,5164 -1,9752 -2,4590 -2,9381 -3,4029 -3,8493 -4,2674 -4,6434 -4,9701 -5,2474 -5,4698 -5,6200 -5,6861 -5,6807 -5,6306 -5,5496 -5,4300 -5,2578 -5,0278 -4,7429 -4,4022 -4,0045 -3,5579 -3,0787 -2,5790 -2,0638 -1,5412 -1,0339 -0,5730 -0,1802 0,1396 0,3930 0,5885 0,7234 0,7763 0,7180 0,5300 0,2161 -0,1927 -0,6434 -1,0796 -1,4607 -1,7651 -1,9897 -2,1545 -2,3005 -2,4752 -2,7151 -3,0355 -3,4314 -3,8824 -4,3640 -4,8574 -5,3449 -5,7973 -6,1727 -6,4365 -6,5828 -6,6336 -6,6174 -6,5553 -6,4660 -6,3718 -6,2867 -6,2101 -6,1390 -6,0788 -6,0367 -6,0140 -6,0040 -5,9926 -5,9649 -5,9168 -5,8555 -5,7904 -5,7240 -5,6523 -5,5707 -5,4869 -5,4283 -5,4272 -5,4953 -5,6204 -5,7827 -5,9662 -6,1564 -6,3398 -6,5090 -6,6637 -6,8096 -6,9555 -7,1045 -7,2506 -7,3870 -7,5124 -7,6256 -7,7197 -7,7891 -7,8388 -7,8814 -7,9317 -8,0074 -8,1216 -8,2679 -8,4230 -8,5656 -8,6813 -8,7558 -8,7751 -8,7333 -8,6321 -8,4744 -8,2634 -8,0094 -7,7347
