Fp1   -2,9557 -2,7765 -2,6439 -2,5506 -2,4826 -2,4234 -2,3576 -2,2779 -2,1882 -2,0965 -2,0035 -1,8981 -1,7672 -1,6086 -1,4335 -1,2575 -1,0875 -0,9163 -0,7328 -0,5416 -0,3679 -0,2350 -0,1399 -0,0544 0,0612 0,2429 0,5090 0,8567 1,2686 1,7176 2,1657 2,5639 2,8551 2,9865 2,9322 2,7062 2,3558 1,9470 1,5528 1,2408 1,0539 0,9966 1,0365 1,1187 1,1847 1,1960 1,1527 1,0858 1,0271 0,9831 0,9334 0,8476 0,7085 0,5277 0,3386 0,1710 0,0300 -0,0994 -0,2290 -0,3551 -0,4687 -0,5672 -0,6557 -0,7443 -0,8462 -0,9683 -1,1045 -1,2389 -1,3546 -1,4381 -1,4809 -1,4795 -1,4385 -1,3736 -1,3095 -1,2675 -1,2474 -1,2216 -1,1556 -1,0328 -0,8643 -0,6832 -0,5302 -0,4316 -0,3809 -0,3385 -0,2518 -0,0753 0,2243 0,6606 1,2123 1,8171 2,3921 2,8683 3,2107 3,4185 3,5240 3,5881 3,6772 3,8264 4,0227 4,2218 4,3790 4,4682 4,4815 4,4248 4,3182 4,1925 4,0727 3,9636 3,8491 3,7042 3,5100 3,2690 3,0107 2,7725 2,5628 2,3520 2,1077 1,8312 1,5518 1,2932 1,0559 0,8296 0,6130 0,4207 0,2802 0,2209 0,2598 0,3932 0,6035 0,8666 1,1471 1,3978 1,5838 1,7102 1,8160 1,9357 2,0792 2,2432 2,4253 2,6216 2,8224 3,0183 3,2023 3,3658 3,5014 3,6096 3,6915 3,7349 3,7158 3,6210 3,4635 3,2800 3,1193 3,0287 3,0321 3,1158 3,2417 3,3701 3,4634 3,4846 3,4105 3,2393 2,9832 2,6591 2,2920 1,9144 1,5610 1,2631 1,0389 0,8867 0,7897 0,7273 0,6865 0,6702 0,6938 0,7679 0,8903 1,0534 1,2546 1,5001 1,8004 2,1557 2,5467 2,9428 3,3181 3,6580 3,9545 4,2009 4,3906 4,5197 4,5820 4,5591 4,4242 4,1673 3,8126 3,4063 2,9942 2,6078 2,2603 1,9497 1,6715 1,4289 1,2306 1,0829 0,9889 0,9489 0,9559 0,9930 1,0393 1,0760 1,0875 1,0589 0,9737 0,8180 0,5935 0,3271 0,0620 -0,1670 -0,3478 -0,4811 -0,5689 -0,6170 -0,6398 -0,6545 -0,6712 -0,6882 -0,6963 -0,6901 -0,6769 -0,6669 -0,6569 -0,6318 -0,5781 -0,4869 -0,3538 -0,1862 -0,0085 0,1492 0,2661 0,3348 0,3597 0,3532 0,3282 0,2981 0,2846 0,3198 0,4322 0,6301 0,8994 1,2124 1,5373 1,8452 2,1212 2,3695 2,6064 2,8432 3,0760 3,2860 3,4489 3,5424 3,5516 3,4686 3,2912 3,0287 2,7063 2,3587 2,0187 1,7117 1,4486 1,2185 1,0034 0,8052 0,6521 0,5755 0,5852 0,6660 0,7901 0,9286 1,0555 1,1476 1,1857 1,1570 1,0629 0,9245 0,7747 0,6403 0,5315 0,4480 0,3848 0,3236 0,2267 0,0556 -0,1944 -0,4779 -0,7188 -0,8545 -0,8677 -0,7817 -0,6336 -0,4504 -0,2462 -0,0360 0,1600 0,3326 0,4854 0,6184 0,7241 0,8005 0,8519 0,8747 0,8542 0,7753 0,6292 0,4087 0,1158 -0,2242 -0,5689 -0,8812 -1,1474 -1,3779 -1,5904 -1,7897 -1,9615 -2,0833 -2,1410 -2,1347 -2,0733 -1,9651 -1,8170 -1,6425 -1,4684 -1,3269 -1,2412 -1,2146 -1,2268 -1,2380 -1,2036 -1,0906 -0,8912 -0,6274 -0,3384 -0,0507 0,2430 0,5719 0,9577 1,3931 1,8367 2,2272 2,5108 2,6592 2,6698 2,5607 2,3630 2,1116 1,8448 1,6105 1,4607 1,4331 1,5404 1,7706 2,0905 2,4515 2,8008 3,0944 3,3066 3,4349 3,4974 3,5238 3,5403 3,5595 3,5763 3,5721 3,5281 3,4405 3,3162 3,1567 2,9561 2,7079 2,4102 2,0691 1,7050 1,3586 1,0831 0,9224 0,8951 0,9944 1,1949 1,4558 1,7288 1,9680 2,1360 2,2054 2,1623 2,0204 1,8282 1,6566 1,5672 1,5896 1,7213 1,9396 2,2074 2,4767 2,7008 2,8459 2,8982 2,8671 2,7778 2,6556 2,5145 2,3610 2,2005 2,0378 1,8759 1,7156 1,5605 1,4218 1,3146 1,2495 1,2271 1,2349 1,2443 1,2138 1,1058 0,9081 0,6404 0,3457 0,0767 -0,1201 -0,2197 -0,2265 -0,1664 -0,0724 0,0328 0,1458 0,2801 0,4581 0,7043 1,0316 1,4282 1,8632 2,3040 2,7235 3,0956 3,3955 3,6143 3,7736 3,9168 4,0844 4,2908 4,5144 4,7067 4,8180 4,8266 4,7520 4,6457 4,5678 4,5620 4,6416 4,7888 4,9669 5,1376 5,2751 5,3655 5,3978 5,3621 5,2594 5,1049 4,9176 4,7072 4,4725 4,2129 3,9376 3,6603 3,3887 3,1268 2,8814 2,6523 2,4165 2,1284 1,7420 1,2371 0,6346 -0,0046 -0,6004 -1,0888 -1,4437 -1,6735 -1,8087 -1,8932 -1,9703 -2,0613 -2,1549 -2,2116 -2,1806 -2,0258 -1,7466 -1,3768 -0,9681 -0,5714 -0,2223 0,0635 0,2936 0,5008 0,7307 1,0189 1,3728 1,7669 2,1587 2,5152 2,8185 3,0517 3,2050 3,2980 3,3740 3,4693 3,5950 3,7484 3,9312 4,1471 4,3857 4,6146 4,7896 4,8744 4,8612 4,7754 4,6559 4,5271 4,3868 4,2195 4,0251 3,8260 3,6529 3,5315 3,4690 3,4407 3,3978 3,2966 3,1173 2,8629 2,5475 2,1886 1,8097 1,4441 1,1307 0,8996 0,7596 0,7028 0,7134 0,7676 0,8312 0,8770 0,9069 0,9474 1,0245 1,1516 1,3322 1,5601 1,8126 2,0555 2,2568 2,3947 2,4585 2,4528 2,4073 2,3716 2,3913 2,4899 2,6703 2,9180 3,1966 3,4552 3,6516 3,7657 3,7951 3,7503 3,6552 3,5396 3,4236 3,3114 3,1993 3,0826 2,9567 2,8228 2,6932 2,5857 2,5095 2,4604 2,4229 2,3741 2,2855 2,1330 1,9116 1,6406 1,3581 1,1090 0,9275 0,8234 0,7810
Fz    -3,6394 -3,3987 -3,1951 -3,0314 -2,9008 -2,7861 -2,6626 -2,5089 -2,3172 -2,0939 -1,8550 -1,6184 -1,3931 -1,1780 -0,9697 -0,7677 -0,5746 -0,3907 -0,2138 -0,0465 0,0984 0,2086 0,2869 0,3542 0,4422 0,5829 0,7953 1,0751 1,3989 1,7372 2,0605 2,3360 2,5256 2,5961 2,5371 2,3658 2,1159 1,8233 1,5233 1,2553 1,0585 0,9574 0,9482 0,9950 1,0417 1,0415 0,9839 0,8925 0,7969 0,7073 0,6119 0,4902 0,3315 0,1471 -0,0343 -0,1861 -0,3031 -0,3989 -0,4858 -0,5614 -0,6146 -0,6377 -0,6349 -0,6227 -0,6257 -0,6662 -0,7533 -0,8799 -1,0259 -1,1663 -1,2788 -1,3512 -1,3857 -1,4001 -1,4215 -1,4700 -1,5404 -1,5997 -1,6070 -1,5402 -1,4065 -1,2363 -1,0677 -0,9283 -0,8201 -0,7165 -0,5756 -0,3577 -0,0340 0,4074 0,9504 1,5456 2,1217 2,6123 2,9772 3,2113 3,3429 3,4199 3,4860 3,5590 3,6299 3,6788 3,6872 3,6445 3,5504 3,4138 3,2508 3,0800 2,9126 2,7448 2,5616 2,3504 2,1118 1,8610 1,6216 1,4131 1,2331 1,0562 0,8581 0,6362 0,4055 0,1785 -0,0454 -0,2735 -0,5057 -0,7279 -0,9128 -1,0283 -1,0506 -0,9731 -0,8054 -0,5677 -0,2893 -0,0042 0,2632 0,5130 0,7660 1,0427 1,3523 1,6978 2,0778 2,4810 2,8836 3,2579 3,5791 3,8330 4,0210 4,1567 4,2560 4,3253 4,3588 4,3468 4,2858 4,1819 4,0501 3,9095 3,7759 3,6536 3,5355 3,4090 3,2561 3,0530 2,7829 2,4459 2,0545 1,6244 1,1761 0,7330 0,3197 -0,0368 -0,3137 -0,5053 -0,6258 -0,6962 -0,7291 -0,7225 -0,6703 -0,5720 -0,4283 -0,2321 0,0325 0,3842 0,8343 1,3709 1,9550 2,5375 3,0793 3,5561 3,9536 4,2594 4,4625 4,5589 4,5552 4,4607 4,2791 4,0143 3,6780 3,2888 2,8701 2,4500 2,0542 1,6989 1,3960 1,1605 1,0033 0,9187 0,8861 0,8804 0,8797 0,8697 0,8472 0,8175 0,7842 0,7408 0,6733 0,5682 0,4234 0,2520 0,0780 -0,0747 -0,1905 -0,2593 -0,2743 -0,2405 -0,1806 -0,1223 -0,0783 -0,0422 -0,0034 0,0355 0,0550 0,0353 -0,0233 -0,0991 -0,1628 -0,1872 -0,1514 -0,0491 0,1091 0,3008 0,4988 0,6759 0,8125 0,8999 0,9379 0,9346 0,9113 0,9041 0,9522 1,0796 1,2851 1,5483 1,8408 2,1316 2,3933 2,6139 2,7978 2,9522 3,0734 3,1473 3,1578 3,0957 2,9593 2,7485 2,4608 2,0993 1,6784 1,2218 0,7574 0,3134 -0,0910 -0,4527 -0,7783 -1,0695 -1,3197 -1,5199 -1,6646 -1,7566 -1,8107 -1,8529 -1,9106 -1,9998 -2,1217 -2,2694 -2,4344 -2,6076 -2,7803 -2,9468 -3,1024 -3,2379 -3,3426 -3,4175 -3,4822 -3,5605 -3,6566 -3,7450 -3,7836 -3,7385 -3,5986 -3,3726 -3,0783 -2,7338 -2,3555 -1,9642 -1,5811 -1,2171 -0,8759 -0,5690 -0,3099 -0,0974 0,0852 0,2521 0,4048 0,5311 0,6065 0,6005 0,4978 0,3162 0,0980 -0,1159 -0,3050 -0,4713 -0,6248 -0,7668 -0,8849 -0,9609 -0,9836 -0,9532 -0,8772 -0,7637 -0,6220 -0,4681 -0,3264 -0,2228 -0,1761 -0,1908 -0,2507 -0,3200 -0,3576 -0,3356 -0,2501 -0,1211 0,0190 0,1456 0,2576 0,3711 0,5001 0,6416 0,7723 0,8557 0,8562 0,7506 0,5357 0,2341 -0,1102 -0,4489 -0,7378 -0,9350 -1,0041 -0,9268 -0,7076 -0,3679 0,0587 0,5292 0,9953 1,4111 1,7427 1,9786 2,1333 2,2362 2,3127 2,3746 2,4228 2,4514 2,4549 2,4317 2,3771 2,2760 2,1087 1,8637 1,5403 1,1491 0,7170 0,2916 -0,0671 -0,3054 -0,3909 -0,3197 -0,1161 0,1729 0,4928 0,7973 1,0550 1,2474 1,3646 1,4094 1,4047 1,3879 1,3950 1,4483 1,5566 1,7164 1,9059 2,0854 2,2152 2,2736 2,2618 2,1967 2,1015 1,9955 1,8883 1,7838 1,6873 1,6023 1,5236 1,4371 1,3281 1,1928 1,0462 0,9173 0,8342 0,8073 0,8178 0,8229 0,7763 0,6499 0,4416 0,1753 -0,0993 -0,3201 -0,4404 -0,4516 -0,3813 -0,2692 -0,1383 0,0182 0,2275 0,5175 0,9026 1,3742 1,8971 2,4216 2,9050 3,3246 3,6732 3,9517 4,1705 4,3539 4,5318 4,7231 4,9297 5,1385 5,3246 5,4572 5,5153 5,5030 5,4467 5,3794 5,3273 5,3035 5,3054 5,3156 5,3100 5,2707 5,1923 5,0746 4,9178 4,7293 4,5256 4,3194 4,1063 3,8700 3,5958 3,2798 2,9276 2,5494 2,1582 1,7702 1,3971 1,0327 0,6485 0,2058 -0,3184 -0,9089 -1,5124 -2,0602 -2,5005 -2,8186 -3,0328 -3,1785 -3,2936 -3,4033 -3,5089 -3,5898 -3,6130 -3,5443 -3,3638 -3,0812 -2,7367 -2,3848 -2,0743 -1,8337 -1,6664 -1,5511 -1,4476 -1,3132 -1,1208 -0,8718 -0,6010 -0,3604 -0,1920 -0,1133 -0,1207 -0,1914 -0,2828 -0,3455 -0,3448 -0,2691 -0,1216 0,0918 0,3623 0,6678 0,9692 1,2198 1,3845 1,4558 1,4561 1,4186 1,3631 1,2860 1,1762 1,0380 0,8945 0,7753 0,7039 0,6860 0,6997 0,7060 0,6715 0,5786 0,4222 0,2049 -0,0622 -0,3563 -0,6435 -0,8867 -1,0601 -1,1586 -1,1910 -1,1687 -1,1090 -1,0386 -0,9772 -0,9179 -0,8293 -0,6772 -0,4415 -0,1204 0,2697 0,6948 1,1073 1,4599 1,7174 1,8624 1,8980 1,8536 1,7799 1,7277 1,7293 1,7962 1,9218 2,0792 2,2269 2,3253 2,3524 2,3083 2,2120 2,0914 1,9690 1,8531 1,7425 1,6365 1,5363 1,4388 1,3368 1,2270 1,1159 1,0125 0,9184 0,8233 0,7072 0,5463 0,3216 0,0315 -0,3023 -0,6396 -0,9367 -1,1624 -1,3077 -1,3857
F3    -3,3833 -3,1681 -2,9608 -2,7577 -2,5504 -2,3319 -2,0989 -1,8532 -1,6033 -1,3610 -1,1361 -0,9329 -0,7507 -0,5837 -0,4222 -0,2543 -0,0714 0,1287 0,3399 0,5435 0,7110 0,8206 0,8745 0,8994 0,9334 1,0085 1,1377 1,3139 1,5208 1,7431 1,9657 2,1670 2,3120 2,3585 2,2757 2,0576 1,7221 1,3059 0,8615 0,4505 0,1288 -0,0707 -0,1503 -0,1478 -0,1212 -0,1167 -0,1437 -0,1808 -0,2070 -0,2222 -0,2441 -0,2946 -0,3848 -0,5076 -0,6421 -0,7720 -0,9013 -1,0478 -1,2192 -1,3997 -1,5586 -1,6671 -1,7119 -1,7040 -1,6748 -1,6567 -1,6653 -1,6963 -1,7330 -1,7573 -1,7561 -1,7219 -1,6523 -1,5562 -1,4571 -1,3817 -1,3375 -1,3044 -1,2511 -1,1574 -1,0221 -0,8615 -0,7038 -0,5768 -0,4888 -0,4162 -0,3155 -0,1437 0,1307 0,5236 1,0265 1,5971 2,1671 2,6676 3,0532 3,3124 3,4685 3,5685 3,6617 3,7746 3,9051 4,0331 4,1337 4,1864 4,1808 4,1188 4,0152 3,8906 3,7571 3,6059 3,4150 3,1687 2,8738 2,5576 2,2541 1,9825 1,7328 1,4763 1,1965 0,9044 0,6261 0,3787 0,1596 -0,0441 -0,2415 -0,4260 -0,5743 -0,6557 -0,6520 -0,5677 -0,4221 -0,2376 -0,0402 0,1409 0,2882 0,4111 0,5398 0,7031 0,9177 1,1928 1,5285 1,9071 2,2983 2,6723 3,0057 3,2795 3,4805 3,6053 3,6593 3,6492 3,5773 3,4447 3,2617 3,0509 2,8432 2,6705 2,5558 2,5029 2,4995 2,5253 2,5532 2,5478 2,4798 2,3386 2,1280 1,8622 1,5658 1,2669 0,9895 0,7573 0,5926 0,5036 0,4806 0,5038 0,5549 0,6247 0,7112 0,8132 0,9314 1,0754 1,2662 1,5334 1,9013 2,3702 2,9089 3,4683 4,0004 4,4694 4,8519 5,1332 5,3076 5,3824 5,3747 5,2982 5,1546 4,9415 4,6609 4,3215 3,9386 3,5332 3,1224 2,7145 2,3177 1,9471 1,6202 1,3508 1,1491 1,0199 0,9568 0,9424 0,9570 0,9812 0,9953 0,9794 0,9148 0,7905 0,6120 0,3994 0,1779 -0,0321 -0,2172 -0,3668 -0,4719 -0,5309 -0,5548 -0,5614 -0,5627 -0,5603 -0,5511 -0,5398 -0,5408 -0,5652 -0,6077 -0,6513 -0,6790 -0,6782 -0,6418 -0,5724 -0,4814 -0,3813 -0,2826 -0,1949 -0,1243 -0,0733 -0,0455 -0,0418 -0,0502 -0,0429 0,0122 0,1359 0,3327 0,5968 0,9161 1,2718 1,6411 2,0084 2,3694 2,7236 3,0634 3,3688 3,6116 3,7663 3,8167 3,7545 3,5770 3,2900 2,9103 2,4622 1,9759 1,4867 1,0251 0,6046 0,2278 -0,0977 -0,3566 -0,5378 -0,6472 -0,7085 -0,7531 -0,8090 -0,8917 -1,0042 -1,1393 -1,2822 -1,4135 -1,5171 -1,5865 -1,6279 -1,6542 -1,6749 -1,6939 -1,7204 -1,7755 -1,8784 -2,0244 -2,1767 -2,2828 -2,3051 -2,2364 -2,0926 -1,8956 -1,6616 -1,4007 -1,1264 -0,8540 -0,5897 -0,3347 -0,0992 0,1039 0,2753 0,4284 0,5763 0,7214 0,8520 0,9427 0,9617 0,8890 0,7322 0,5207 0,2863 0,0470 -0,1943 -0,4366 -0,6692 -0,8732 -1,0307 -1,1314 -1,1726 -1,1586 -1,0982 -1,0022 -0,8850 -0,7676 -0,6722 -0,6146 -0,6007 -0,6214 -0,6496 -0,6532 -0,6100 -0,5142 -0,3751 -0,2097 -0,0295 0,1714 0,4089 0,6906 1,0047 1,3173 1,5791 1,7409 1,7705 1,6616 1,4379 1,1446 0,8284 0,5288 0,2856 0,1420 0,1333 0,2719 0,5448 0,9179 1,3411 1,7573 2,1151 2,3812 2,5500 2,6454 2,7086 2,7768 2,8684 2,9784 3,0856 3,1683 3,2166 3,2267 3,1865 3,0762 2,8786 2,5855 2,2014 1,7526 1,2914 0,8864 0,5986 0,4643 0,4911 0,6588 0,9230 1,2299 1,5312 1,7916 1,9878 2,1083 2,1568 2,1572 2,1470 2,1572 2,1965 2,2553 2,3174 2,3632 2,3728 2,3332 2,2453 2,1214 1,9783 1,8291 1,6791 1,5287 1,3818 1,2493 1,1406 1,0511 0,9544 0,8161 0,6204 0,3859 0,1584 -0,0129 -0,1048 -0,1336 -0,1465 -0,1962 -0,3198 -0,5295 -0,8094 -1,1151 -1,3875 -1,5813 -1,6843 -1,7127 -1,6906 -1,6289 -1,5179 -1,3377 -1,0740 -0,7246 -0,3027 0,1608 0,6259 1,0604 1,4471 1,7760 2,0404 2,2471 2,4236 2,6049 2,8116 3,0437 3,2876 3,5187 3,7052 3,8243 3,8802 3,9043 3,9368 4,0060 4,1181 4,2594 4,4086 4,5475 4,6641 4,7481 4,7850 4,7606 4,6736 4,5394 4,3780 4,2003 4,0041 3,7803 3,5232 3,2318 2,9079 2,5568 2,1880 1,8088 1,4145 0,9846 0,4950 -0,0590 -0,6511 -1,2282 -1,7300 -2,1161 -2,3806 -2,5479 -2,6587 -2,7553 -2,8641 -2,9806 -3,0737 -3,1019 -3,0330 -2,8592 -2,6066 -2,3273 -2,0764 -1,8924 -1,7883 -1,7528 -1,7513 -1,7332 -1,6511 -1,4799 -1,2270 -0,9317 -0,6513 -0,4326 -0,2951 -0,2355 -0,2331 -0,2513 -0,2528 -0,2188 -0,1503 -0,0514 0,0852 0,2721 0,5072 0,7625 0,9923 1,1534 1,2274 1,2298 1,1969 1,1579 1,1176 1,0668 1,0091 0,9664 0,9632 1,0136 1,1131 1,2342 1,3348 1,3779 1,3466 1,2427 1,0791 0,8733 0,6495 0,4382 0,2698 0,1640 0,1242 0,1418 0,2054 0,3012 0,4098 0,5134 0,6114 0,7236 0,8756 1,0828 1,3466 1,6554 1,9848 2,3021 2,5776 2,7938 2,9458 3,0388 3,0896 3,1268 3,1833 3,2845 3,4421 3,6512 3,8865 4,1082 4,2771 4,3684 4,3771 4,3128 4,1903 4,0215 3,8143 3,5776 3,3239 3,0684 2,8242 2,6011 2,4068 2,2449 2,1097 1,9823 1,8368 1,6503 1,4109 1,1210 0,7994 0,4796 0,2004 -0,0089 -0,1385 -0,1982 -0,2113
F7    -2,3390 -2,1701 -2,0130 -1,8616 -1,7122 -1,5643 -1,4205 -1,2876 -1,1744 -1,0870 -1,0249 -0,9764 -0,9185 -0,8250 -0,6791 -0,4793 -0,2385 0,0225 0,2786 0,4983 0,6470 0,7059 0,6891 0,6425 0,6219 0,6672 0,7869 0,9617 1,1611 1,3570 1,5291 1,6618 1,7361 1,7317 1,6388 1,4640 1,2249 0,9424 0,6429 0,3619 0,1378 -0,0017 -0,0527 -0,0402 -0,0074 0,0074 -0,0083 -0,0421 -0,0787 -0,1161 -0,1675 -0,2508 -0,3746 -0,5284 -0,6868 -0,8280 -0,9521 -1,0797 -1,2277 -1,3889 -1,5361 -1,6423 -1,6945 -1,6957 -1,6638 -1,6229 -1,5904 -1,5698 -1,5546 -1,5366 -1,5100 -1,4709 -1,4167 -1,3505 -1,2862 -1,2432 -1,2289 -1,2282 -1,2129 -1,1588 -1,0557 -0,9081 -0,7328 -0,5511 -0,3739 -0,1933 0,0117 0,2622 0,5738 0,9531 1,3917 1,8638 2,3317 2,7546 3,0980 3,3444 3,5032 3,6086 3,6978 3,7858 3,8613 3,9027 3,8969 3,8458 3,7613 3,6577 3,5470 3,4380 3,3314 3,2154 3,0721 2,8894 2,6707 2,4341 2,2037 1,9908 1,7816 1,5503 1,2884 1,0140 0,7550 0,5307 0,3455 0,1935 0,0658 -0,0435 -0,1296 -0,1732 -0,1510 -0,0536 0,1079 0,3093 0,5197 0,7053 0,8396 0,9154 0,9473 0,9613 0,9863 1,0480 1,1631 1,3365 1,5636 1,8340 2,1292 2,4188 2,6667 2,8427 2,9292 2,9215 2,8255 2,6587 2,4508 2,2414 2,0707 1,9670 1,9371 1,9669 2,0335 2,1182 2,2038 2,2694 2,3003 2,2984 2,2732 2,2300 2,1701 2,0938 2,0048 1,9173 1,8512 1,8168 1,8100 1,8209 1,8404 1,8659 1,8998 1,9427 1,9926 2,0520 2,1307 2,2466 2,4218 2,6687 2,9793 3,3251 3,6687 3,9748 4,2172 4,3790 4,4522 4,4400 4,3537 4,2009 3,9816 3,7009 3,3798 3,0479 2,7307 2,4438 2,1914 1,9682 1,7659 1,5790 1,4022 1,2292 1,0621 0,9159 0,8089 0,7524 0,7504 0,7958 0,8649 0,9198 0,9181 0,8256 0,6314 0,3567 0,0443 -0,2643 -0,5375 -0,7496 -0,8810 -0,9290 -0,9123 -0,8621 -0,8064 -0,7596 -0,7283 -0,7216 -0,7498 -0,8075 -0,8654 -0,8868 -0,8489 -0,7487 -0,5996 -0,4269 -0,2606 -0,1263 -0,0395 -0,0027 -0,0032 -0,0198 -0,0367 -0,0453 -0,0344 0,0120 0,1050 0,2456 0,4323 0,6658 0,9440 1,2555 1,5831 1,9141 2,2448 2,5741 2,8960 3,1966 3,4541 3,6428 3,7410 3,7356 3,6240 3,4198 3,1522 2,8575 2,5707 2,3191 2,1145 1,9494 1,8112 1,7015 1,6370 1,6304 1,6764 1,7541 1,8384 1,9109 1,9611 1,9818 1,9676 1,9194 1,8472 1,7678 1,6962 1,6374 1,5876 1,5446 1,5108 1,4791 1,4227 1,3072 1,1206 0,8891 0,6627 0,4817 0,3580 0,2818 0,2386 0,2228 0,2353 0,2676 0,3019 0,3279 0,3450 0,3486 0,3317 0,2997 0,2712 0,2620 0,2713 0,2849 0,2826 0,2412 0,1441 -0,0062 -0,1888 -0,3809 -0,5703 -0,7540 -0,9249 -1,0663 -1,1595 -1,1968 -1,1841 -1,1345 -1,0619 -0,9752 -0,8764 -0,7659 -0,6496 -0,5385 -0,4447 -0,3748 -0,3198 -0,2532 -0,1452 0,0225 0,2515 0,5274 0,8234 1,1173 1,4069 1,7058 2,0230 2,3520 2,6694 2,9417 3,1373 3,2374 3,2406 3,1614 3,0231 2,8485 2,6599 2,4847 2,3522 2,2843 2,2902 2,3675 2,5039 2,6796 2,8655 3,0254 3,1239 3,1403 3,0771 2,9583 2,8167 2,6798 2,5640 2,4743 2,4067 2,3528 2,2983 2,2218 2,1015 1,9244 1,6908 1,4138 1,1233 0,8654 0,6880 0,6189 0,6595 0,7921 0,9870 1,2075 1,4162 1,5826 1,6902 1,7378 1,7327 1,6848 1,6118 1,5400 1,4917 1,4744 1,4890 1,5410 1,6332 1,7500 1,8564 1,9131 1,8961 1,8049 1,6604 1,4926 1,3298 1,1930 1,0929 1,0270 0,9804 0,9282 0,8426 0,7062 0,5238 0,3240 0,1464 0,0186 -0,0598 -0,1133 -0,1735 -0,2617 -0,3859 -0,5445 -0,7238 -0,8979 -1,0414 -1,1429 -1,2065 -1,2426 -1,2576 -1,2489 -1,2066 -1,1189 -0,9789 -0,7909 -0,5682 -0,3245 -0,0672 0,1979 0,4543 0,6773 0,8529 0,9925 1,1223 1,2619 1,4141 1,5714 1,7221 1,8515 1,9485 2,0170 2,0791 2,1649 2,2952 2,4700 2,6725 2,8808 3,0760 3,2447 3,3759 3,4580 3,4834 3,4554 3,3851 3,2822 3,1475 2,9718 2,7467 2,4775 2,1800 1,8695 1,5568 1,2500 0,9510 0,6489 0,3208 -0,0554 -0,4853 -0,9493 -1,4068 -1,8126 -2,1388 -2,3851 -2,5731 -2,7349 -2,9012 -3,0853 -3,2726 -3,4260 -3,5056 -3,4876 -3,3720 -3,1827 -2,9582 -2,7355 -2,5353 -2,3582 -2,1913 -2,0129 -1,7950 -1,5141 -1,1634 -0,7576 -0,3349 0,0546 0,3750 0,6181 0,7908 0,9077 0,9953 1,0861 1,2000 1,3375 1,4913 1,6615 1,8557 2,0739 2,2966 2,4906 2,6234 2,6800 2,6717 2,6257 2,5632 2,4872 2,3924 2,2841 2,1777 2,0871 2,0197 1,9737 1,9298 1,8525 1,7073 1,4800 1,1804 0,8338 0,4701 0,1200 -0,1854 -0,4186 -0,5652 -0,6299 -0,6305 -0,5867 -0,5185 -0,4464 -0,3823 -0,3206 -0,2411 -0,1260 0,0300 0,2228 0,4445 0,6832 0,9210 1,1359 1,3079 1,4276 1,5008 1,5472 1,5934 1,6606 1,7595 1,8979 2,0846 2,3179 2,5745 2,8172 3,0104 3,1322 3,1785 3,1595 3,0891 2,9783 2,8395 2,6909 2,5513 2,4337 2,3436 2,2796 2,2319 2,1823 2,1098 1,9971 1,8333 1,6142 1,3456 1,0505 0,7649 0,5194 0,3263 0,1822 0,0770 0,0008
