Fp1   -2,0522 -2,2839 -2,4300 -2,4469 -2,3356 -2,1202 -1,8177 -1,4351 -0,9888 -0,5231 -0,0960 0,2487 0,4924 0,6325 0,6747 0,6397 0,5748 0,5396 0,5722 0,6783 0,8387 1,0002 1,0669 0,9370 0,5667 0,0087 -0,6032 -1,1156 -1,4300 -1,5390 -1,5051 -1,4130 -1,3257 -1,2562 -1,1629 -0,9748 -0,6363 -0,1388 0,4743 1,1277 1,7461 2,2696 2,6424 2,8092 2,7443 2,4776 2,0801 1,6377 1,2345 0,9151 0,6450 0,3347 -0,0781 -0,5675 -1,0227 -1,3090 -1,3466 -1,1576 -0,8519 -0,5647 -0,3795 -0,2817 -0,1763 0,0319 0,3563 0,7181 1,0080 1,1587 1,1691 1,0767 0,9191 0,7133 0,4502 0,1102 -0,3038 -0,7480 -1,1530 -1,4495 -1,5766 -1,4890 -1,1905 -0,7669 -0,3528 -0,0539 0,0945 0,1189 0,0900 0,0955 0,1967 0,4076 0,7019 1,0227 1,2956 1,4560 1,4676 1,3132 0,9872 0,5106 -0,0428 -0,5480 -0,8816 -0,9889 -0,9043 -0,7140 -0,4966 -0,2978 -0,1446 -0,0559 -0,0404 -0,1013 -0,2329 -0,4048 -0,5616 -0,6430 -0,6022 -0,4240 -0,1430 0,1660 0,4240 0,5696 0,5549 0,3483 -0,0372 -0,5235 -0,9921 -1,3401 -1,5207 -1,5433 -1,4370 -1,2171 -0,8898 -0,4705 0,0163 0,5524 1,1444 1,8166 2,5659 3,3153 3,9158 4,2085 4,1049 3,6313 2,9175 2,1524 1,5384 1,2399 1,3132 1,6660 2,1043 2,4347 2,5511 2,4728 2,3236 2,2617 2,4006 2,7668 3,2960 3,8538 4,2879 4,4914 4,4314 4,1433 3,7160 3,2742 2,9496 2,8299 2,9129 3,1183 3,3577 3,5839 3,7813 3,9361 4,0298 4,0502 4,0006 3,9046 3,8038 3,7352 3,7024 3,6823 3,6585 3,6420 3,6576 3,7127 3,7879 3,8511 3,8584 3,7394 3,4125 2,8314 2,0164 1,0564 0,0904 -0,7292 -1,2790 -1,4906 -1,3559 -0,9166 -0,2381 0,6185 1,5993 2,6399 3,6498 4,5096 5,0917 5,3058 5,1425 4,6851 4,0715 3,4360 2,8741 2,4306 2,1036 1,8664 1,6823 1,5074 1,3101 1,0908 0,8760 0,7028 0,6129 0,6417 0,8038 1,0882 1,4654 1,8892 2,2979 2,6262 2,8181 2,8411 2,7068 2,4745 2,2241 2,0184 1,8775 1,7851 1,7232 1,6954 1,7117 1,7599 1,7998 1,7741 1,6286 1,3490 0,9948 0,6860 0,5385 0,6019 0,8396 1,1486 1,4111 1,5598 1,6191 1,6799 1,8250 2,0687 2,3492 2,5648 2,6333 2,5363 2,3216 2,0732 1,8666 1,7311 1,6415 1,5369 1,3544 1,0763 0,7658 0,5500 0,5479 0,7873 1,1802 1,5837 1,8944 2,0953 2,2456 2,4464 2,7903 3,3025 3,9093 4,4605 4,7954 4,8169 4,5292 4,0215 3,4206 2,8451 2,3825 2,0878 1,9798 2,0267 2,1533 2,2892 2,4031 2,4920 2,5618 2,6278 2,7141 2,8420 3,0266 3,2739 3,5534 3,7803 3,8547 3,7202 3,3897 2,9429 2,5042 2,1959 2,0816 2,1389 2,2882 2,4615 2,6471 2,8581 3,0669 3,1959 3,1695 2,9651 2,6135 2,1644 1,6579 1,1282 0,6232 0,2065 -0,0608 -0,1400 -0,0332 0,2130 0,5271 0,8380 1,0875 1,2415 1,3016 1,2993 1,2756 1,2642 1,2795 1,3105 1,3422 1,3822 1,4479 1,5296 1,5828 1,5556 1,4210 1,1960 0,9333 0,6964 0,5344 0,4622 0,4532 0,4553 0,4150 0,2928 0,0814 -0,1737 -0,3782 -0,4367 -0,3157 -0,0722 0,1749 0,2995 0,2194 -0,0648 -0,4622 -0,8366 -1,0856 -1,1949 -1,2284 -1,2706 -1,3721 -1,5274 -1,6774 -1,7323 -1,6231 -1,3502 -0,9772 -0,5816 -0,2045 0,1633 0,5433 0,9160 1,2114 1,3459 1,2597 0,9416 0,4391 -0,1551 -0,7371 -1,2152 -1,5204 -1,6224 -1,5552 -1,4152 -1,2962 -1,2133 -1,1151 -0,9667 -0,7999 -0,6851 -0,6655 -0,7217 -0,7978 -0,8495 -0,8602 -0,8183 -0,6963 -0,4678 -0,1567 0,1497 0,3505 0,3914 0,2911 0,1230 -0,0305 -0,1129 -0,0997 0,0049 0,1794 0,3917 0,5872 0,6789 0,5706 0,2126 -0,3459 -0,9643 -1,4771 -1,7589 -1,7450 -1,4296 -0,8734 -0,2103 0,3818 0,7551 0,8709 0,8147 0,7298 0,7338 0,8766 1,1387 1,4507 1,7218 1,8638 1,8080 1,5226 1,0385 0,4623 -0,0568 -0,3889 -0,4686 -0,3089 0,0080 0,3525 0,5881 0,6237 0,4521 0,1428 -0,2025 -0,4860 -0,6292 -0,5888 -0,3709 -0,0247 0,3876 0,8204 1,2436 1,6223 1,9186 2,1091 2,1799 2,1157 1,9031 1,5279 0,9697 0,2261 -0,6488 -1,5436 -2,3288 -2,8994 -3,1907 -3,1799 -2,8977 -2,4393 -1,9468 -1,5636 -1,3905 -1,4707 -1,7971 -2,3185 -2,9399 -3,5386 -3,9977 -4,2357 -4,2212 -3,9729 -3,5321 -2,9291 -2,1790 -1,2961 -0,3133 0,6847 1,5543 2,1447 2,3616 2,1866 1,6736 0,9520 0,1998 -0,4255 -0,8440 -1,0598 -1,1313 -1,1364 -1,1400 -1,1612 -1,1655 -1,0890 -0,8716 -0,4845 0,0523 0,6761 1,3015 1,8313 2,1746 2,2804 2,1670 1,9133 1,6156 1,3446 1,1417 1,0301 1,0130 1,0746 1,2008 1,3844 1,6038 1,8053 1,9235 1,9270 1,8438 1,7348 1,6404 1,5544 1,4466 1,2993 1,1183 0,9355 0,8156 0,8365 1,0347 1,3714 1,7514 2,0673 2,2327 2,2028 1,9928 1,6705 1,3162 0,9855 0,6976 0,4534 0,2695 0,2005 0,3128 0,6244 1,0636 1,4870 1,7403 1,7195 1,4034 0,8370 0,0907 -0,7502 -1,5664 -2,2106 -2,5546 -2,5393 -2,1924 -1,6138 -0,9503 -0,3564 0,0528 0,2278 0,1828 -0,0168 -0,2729 -0,4816 -0,5689 -0,5220 -0,3858 -0,2231 -0,0803 0,0154 0,0442 -0,0094 -0,1421 -0,3060 -0,4043
Fz    0,1221 -0,0246 -0,1832 -0,3233 -0,4256 -0,4845 -0,5038 -0,4952 -0,4763 -0,4640 -0,4665 -0,4806 -0,4953 -0,4954 -0,4629 -0,3790 -0,2283 -0,0086 0,2619 0,5542 0,8397 1,0886 1,2688 1,3596 1,3662 1,3181 1,2532 1,1969 1,1447 1,0628 0,9076 0,6495 0,2922 -0,1187 -0,5057 -0,7902 -0,9285 -0,9264 -0,8255 -0,6767 -0,5187 -0,3716 -0,2439 -0,1446 -0,0887 -0,0967 -0,1881 -0,3680 -0,6138 -0,8834 -1,1408 -1,3708 -1,5695 -1,7287 -1,8335 -1,8691 -1,8309 -1,7333 -1,6142 -1,5197 -1,4733 -1,4635 -1,4621 -1,4475 -1,4120 -1,3607 -1,3105 -1,2816 -1,2867 -1,3295 -1,4119 -1,5415 -1,7260 -1,9581 -2,2083 -2,4378 -2,6160 -2,7245 -2,7495 -2,6827 -2,5310 -2,3206 -2,0872 -1,8632 -1,6667 -1,4998 -1,3557 -1,2347 -1,1518 -1,1264 -1,1686 -1,2762 -1,4395 -1,6441 -1,8735 -2,1132 -2,3547 -2,5888 -2,7949 -2,9385 -2,9868 -2,9296 -2,7910 -2,6198 -2,4670 -2,3681 -2,3379 -2,3719 -2,4586 -2,5952 -2,7883 -3,0406 -3,3487 -3,7065 -4,0976 -4,4878 -4,8334 -5,0933 -5,2378 -5,2606 -5,1875 -5,0684 -4,9530 -4,8651 -4,7948 -4,7138 -4,5981 -4,4422 -4,2594 -4,0696 -3,8921 -3,7437 -3,6295 -3,5297 -3,3977 -3,1800 -2,8468 -2,4086 -1,9104 -1,4115 -0,9621 -0,5899 -0,2980 -0,0640 0,1548 0,4044 0,7066 1,0433 1,3693 1,6438 1,8518 2,0003 2,1009 2,1602 2,1877 2,2052 2,2423 2,3203 2,4451 2,6085 2,7912 2,9704 3,1313 3,2772 3,4301 3,6119 3,8203 4,0249 4,1897 4,2966 4,3472 4,3527 4,3257 4,2767 4,2125 4,1367 4,0486 3,9376 3,7808 3,5558 3,2570 2,9067 2,5521 2,2465 2,0310 1,9274 1,9368 2,0349 2,1762 2,3101 2,4004 2,4368 2,4345 2,4240 2,4335 2,4751 2,5381 2,5963 2,6270 2,6246 2,5974 2,5557 2,5093 2,4717 2,4571 2,4742 2,5263 2,6177 2,7499 2,9116 3,0737 3,1984 3,2533 3,2223 3,1058 2,9169 2,6849 2,4500 2,2439 2,0766 1,9454 1,8515 1,8049 1,8221 1,9175 2,0871 2,2962 2,4913 2,6219 2,6565 2,5902 2,4488 2,2786 2,1277 2,0294 1,9954 2,0191 2,0827 2,1659 2,2523 2,3281 2,3777 2,3869 2,3565 2,3072 2,2667 2,2518 2,2626 2,2892 2,3159 2,3264 2,3151 2,2952 2,2943 2,3400 2,4409 2,5739 2,6932 2,7546 2,7375 2,6499 2,5209 2,3837 2,2611 2,1655 2,1034 2,0741 2,0671 2,0639 2,0466 2,0090 1,9603 1,9180 1,8994 1,9165 1,9742 2,0703 2,1996 2,3562 2,5273 2,6870 2,8031 2,8529 2,8353 2,7725 2,6995 2,6457 2,6204 2,6158 2,6243 2,6511 2,7047 2,7874 2,9009 3,0530 3,2542 3,5105 3,8161 4,1481 4,4696 4,7434 4,9472 5,0772 5,1380 5,1367 5,0842 4,9950 4,8850 4,7756 4,6931 4,6613 4,6909 4,7728 4,8865 5,0185 5,1640 5,3140 5,4512 5,5602 5,6336 5,6656 5,6502 5,5906 5,5054 5,4214 5,3649 5,3584 5,4168 5,5349 5,6793 5,8017 5,8634 5,8512 5,7811 5,6885 5,6116 5,5820 5,6218 5,7361 5,9078 6,1068 6,3056 6,4845 6,6330 6,7523 6,8499 6,9288 6,9831 7,0074 7,0042 6,9813 6,9459 6,9035 6,8582 6,8095 6,7515 6,6810 6,6077 6,5496 6,5139 6,4830 6,4217 6,3021 6,1240 5,9132 5,7055 5,5325 5,4126 5,3417 5,2924 5,2296 5,1295 4,9896 4,8302 4,6918 4,6278 4,6806 4,8540 5,1077 5,3764 5,6000 5,7496 5,8317 5,8708 5,8853 5,8786 5,8398 5,7505 5,5935 5,3643 5,0800 4,7765 4,4954 4,2713 4,1196 4,0296 3,9782 3,9569 3,9744 4,0328 4,1114 4,1783 4,2127 4,2153 4,1999 4,1812 4,1673 4,1576 4,1453 4,1226 4,0824 4,0138 3,9024 3,7427 3,5508 3,3627 3,2143 3,1227 3,0846 3,0849 3,1034 3,1179 3,1093 3,0671 2,9874 2,8646 2,6914 2,4655 2,1961 1,9094 1,6495 1,4667 1,3965 1,4415 1,5709 1,7435 1,9326 2,1354 2,3625 2,6229 2,9119 3,2068 3,4728 3,6741 3,7796 3,7698 3,6485 3,4461 3,2078 2,9708 2,7537 2,5598 2,3867 2,2343 2,1073 2,0135 1,9597 1,9509 1,9882 2,0700 2,1953 2,3643 2,5698 2,7933 3,0054 3,1698 3,2601 3,2747 3,2325 3,1559 3,0575 2,9371 2,7875 2,6011 2,3737 2,1076 1,8149 1,5212 1,2573 1,0389 0,8525 0,6659 0,4511 0,1970 -0,0919 -0,4022 -0,7190 -1,0290 -1,3231 -1,5985 -1,8541 -2,0821 -2,2666 -2,3937 -2,4613 -2,4741 -2,4364 -2,3491 -2,2081 -2,0091 -1,7591 -1,4862 -1,2395 -1,0732 -1,0176 -1,0604 -1,1604 -1,2751 -1,3740 -1,4376 -1,4573 -1,4372 -1,3909 -1,3344 -1,2774 -1,2145 -1,1222 -0,9732 -0,7578 -0,4917 -0,2053 0,0723 0,3214 0,5292 0,6873 0,7961 0,8670 0,9170 0,9617 1,0118 1,0751 1,1601 1,2755 1,4269 1,6188 1,8540 2,1258 2,4140 2,6903 2,9236 3,0904 3,1878 3,2319 3,2425 3,2295 3,1921 3,1257 3,0306 2,9161 2,7989 2,6947 2,6118 2,5534 2,5204 2,5085 2,5036 2,4832 2,4238 2,3089 2,1338 1,9064 1,6459 1,3793 1,1349 0,9372 0,8036 0,7365 0,7167 0,7050 0,6546 0,5287 0,3198 0,0531 -0,2314 -0,4974 -0,7181 -0,8812 -0,9921 -1,0707 -1,1375 -1,1987 -1,2440 -1,2613 -1,2511 -1,2240 -1,1909 -1,1601 -1,1387 -1,1259 -1,1078 -1,0677 -1,0032 -0,9250 -0,8395 -0,7395 -0,6148 -0,4689 -0,3260 -0,2178 -0,1636
F3    -0,1596 -0,2368 -0,3394 -0,4473 -0,5446 -0,6220 -0,6763 -0,7105 -0,7345 -0,7627 -0,8035 -0,8481 -0,8735 -0,8540 -0,7691 -0,6065 -0,3642 -0,0584 0,2746 0,5914 0,8543 1,0359 1,1224 1,1172 1,0414 0,9286 0,8147 0,7255 0,6671 0,6238 0,5687 0,4810 0,3564 0,2132 0,0882 0,0201 0,0250 0,0837 0,1534 0,1935 0,1891 0,1523 0,1034 0,0510 -0,0128 -0,1038 -0,2334 -0,3982 -0,5764 -0,7403 -0,8749 -0,9853 -1,0842 -1,1757 -1,2501 -1,2906 -1,2879 -1,2465 -1,1823 -1,1130 -1,0469 -0,9767 -0,8918 -0,7982 -0,7206 -0,6855 -0,7090 -0,7946 -0,9306 -1,0938 -1,2610 -1,4189 -1,5661 -1,7064 -1,8398 -1,9580 -2,0474 -2,0888 -2,0579 -1,9359 -1,7262 -1,4630 -1,2024 -0,9966 -0,8709 -0,8229 -0,8388 -0,9099 -1,0351 -1,2097 -1,4151 -1,6222 -1,8082 -1,9655 -2,0991 -2,2219 -2,3469 -2,4764 -2,5960 -2,6749 -2,6782 -2,5863 -2,4078 -2,1763 -1,9343 -1,7205 -1,5624 -1,4765 -1,4749 -1,5710 -1,7741 -2,0820 -2,4874 -2,9800 -3,5305 -4,0812 -4,5648 -4,9274 -5,1365 -5,1843 -5,0950 -4,9212 -4,7202 -4,5259 -4,3381 -4,1375 -3,9116 -3,6698 -3,4337 -3,2145 -3,0062 -2,7969 -2,5784 -2,3486 -2,1078 -1,8530 -1,5783 -1,2853 -0,9901 -0,7171 -0,4870 -0,3118 -0,1947 -0,1264 -0,0783 -0,0035 0,1373 0,3453 0,5856 0,8176 1,0169 1,1788 1,3080 1,4048 1,4628 1,4858 1,4958 1,5224 1,5889 1,7042 1,8593 2,0340 2,2122 2,3902 2,5736 2,7638 2,9439 3,0801 3,1432 3,1244 3,0335 2,8886 2,7128 2,5340 2,3792 2,2635 2,1809 2,1015 1,9821 1,7859 1,4983 1,1315 0,7200 0,3053 -0,0719 -0,3718 -0,5642 -0,6447 -0,6355 -0,5699 -0,4792 -0,3838 -0,2882 -0,1834 -0,0613 0,0705 0,1868 0,2597 0,2776 0,2508 0,2018 0,1534 0,1266 0,1373 0,1889 0,2719 0,3791 0,5144 0,6809 0,8638 1,0291 1,1366 1,1597 1,0953 0,9554 0,7510 0,4924 0,1979 -0,1077 -0,3978 -0,6458 -0,8264 -0,9221 -0,9260 -0,8400 -0,6778 -0,4718 -0,2649 -0,0956 0,0093 0,0402 0,0102 -0,0524 -0,1214 -0,1833 -0,2349 -0,2735 -0,2931 -0,2901 -0,2709 -0,2531 -0,2542 -0,2795 -0,3203 -0,3618 -0,3904 -0,3962 -0,3732 -0,3228 -0,2565 -0,1912 -0,1368 -0,0905 -0,0420 0,0191 0,0959 0,1749 0,2288 0,2343 0,1887 0,1090 0,0197 -0,0606 -0,1235 -0,1648 -0,1819 -0,1786 -0,1668 -0,1653 -0,1925 -0,2522 -0,3274 -0,3927 -0,4319 -0,4437 -0,4388 -0,4331 -0,4357 -0,4433 -0,4486 -0,4501 -0,4544 -0,4698 -0,4992 -0,5358 -0,5655 -0,5731 -0,5472 -0,4779 -0,3562 -0,1816 0,0264 0,2347 0,4168 0,5647 0,6847 0,7907 0,8987 1,0211 1,1603 1,3116 1,4688 1,6230 1,7601 1,8712 1,9577 2,0217 2,0598 2,0658 2,0351 1,9695 1,8801 1,7806 1,6830 1,6003 1,5480 1,5380 1,5758 1,6579 1,7708 1,8947 2,0130 2,1205 2,2196 2,3163 2,4221 2,5551 2,7308 2,9430 3,1546 3,3147 3,3849 3,3509 3,2231 3,0321 2,8221 2,6452 2,5525 2,5747 2,7064 2,9131 3,1490 3,3695 3,5407 3,6481 3,7001 3,7209 3,7375 3,7670 3,8118 3,8679 3,9341 4,0085 4,0810 4,1337 4,1488 4,1204 4,0581 3,9796 3,8985 3,8188 3,7375 3,6500 3,5530 3,4447 3,3232 3,1895 3,0527 2,9244 2,8104 2,7099 2,6201 2,5404 2,4727 2,4235 2,4090 2,4499 2,5541 2,7071 2,8773 3,0297 3,1419 3,2105 3,2432 3,2483 3,2326 3,1969 3,1362 3,0474 2,9366 2,8165 2,7020 2,6095 2,5576 2,5521 2,5671 2,5595 2,5105 2,4363 2,3614 2,2982 2,2508 2,2282 2,2485 2,3279 2,4630 2,6239 2,7673 2,8568 2,8751 2,8201 2,6981 2,5175 2,2905 2,0437 1,8183 1,6503 1,5533 1,5234 1,5493 1,6162 1,7056 1,7972 1,8727 1,9166 1,9141 1,8533 1,7323 1,5627 1,3692 1,1869 1,0560 1,0069 1,0438 1,1400 1,2537 1,3580 1,4598 1,5850 1,7478 1,9398 2,1375 2,3135 2,4407 2,4962 2,4679 2,3611 2,2004 2,0228 1,8645 1,7492 1,6808 1,6457 1,6242 1,6014 1,5705 1,5324 1,4968 1,4799 1,4956 1,5500 1,6426 1,7665 1,9062 2,0320 2,1024 2,0832 1,9706 1,7936 1,5963 1,4176 1,2768 1,1747 1,1017 1,0391 0,9598 0,8437 0,6963 0,5411 0,3875 0,2176 0,0032 -0,2711 -0,6026 -0,9714 -1,3444 -1,6876 -1,9766 -2,1982 -2,3471 -2,4268 -2,4451 -2,4109 -2,3370 -2,2447 -2,1613 -2,1097 -2,0929 -2,0847 -2,0454 -1,9486 -1,7976 -1,6276 -1,4919 -1,4344 -1,4685 -1,5781 -1,7286 -1,8730 -1,9634 -1,9721 -1,9021 -1,7761 -1,6219 -1,4617 -1,3049 -1,1438 -0,9595 -0,7377 -0,4818 -0,2110 0,0492 0,2780 0,4610 0,5870 0,6512 0,6617 0,6368 0,5961 0,5539 0,5173 0,4879 0,4697 0,4761 0,5302 0,6528 0,8459 1,0877 1,3407 1,5653 1,7328 1,8376 1,8922 1,9077 1,8805 1,8015 1,6724 1,5101 1,3414 1,1921 1,0762 0,9915 0,9275 0,8739 0,8241 0,7722 0,7050 0,6039 0,4571 0,2670 0,0486 -0,1718 -0,3617 -0,4957 -0,5661 -0,5809 -0,5579 -0,5191 -0,4858 -0,4761 -0,5003 -0,5583 -0,6449 -0,7572 -0,8940 -1,0521 -1,2261 -1,4078 -1,5895 -1,7652 -1,9250 -2,0509 -2,1289 -2,1625 -2,1684 -2,1581 -2,1304 -2,0766 -1,9897 -1,8716 -1,7340 -1,5894 -1,4417 -1,2867 -1,1194 -0,9393 -0,7563 -0,5920 -0,4702 -0,4007
F7    0,1654 0,0942 -0,0183 -0,1788 -0,3870 -0,6306 -0,8761 -1,0676 -1,1540 -1,1273 -1,0248 -0,8922 -0,7545 -0,6191 -0,4932 -0,3831 -0,2779 -0,1493 0,0341 0,2961 0,6332 0,9952 1,2991 1,4694 1,4684 1,3080 1,0450 0,7543 0,4935 0,2795 0,0913 -0,0988 -0,2938 -0,4693 -0,5917 -0,6318 -0,5753 -0,4329 -0,2366 -0,0222 0,1872 0,3821 0,5498 0,6605 0,6790 0,5860 0,3864 0,1130 -0,1743 -0,4101 -0,5541 -0,6048 -0,5844 -0,5132 -0,4018 -0,2687 -0,1468 -0,0705 -0,0654 -0,1461 -0,3025 -0,4863 -0,6252 -0,6606 -0,5776 -0,4120 -0,2363 -0,1209 -0,0943 -0,1366 -0,2099 -0,2933 -0,3963 -0,5414 -0,7315 -0,9360 -1,1086 -1,2146 -1,2423 -1,2002 -1,1118 -1,0168 -0,9623 -0,9702 -1,0196 -1,0665 -1,0715 -1,0114 -0,8861 -0,7192 -0,5506 -0,4262 -0,3898 -0,4682 -0,6629 -0,9563 -1,3166 -1,6949 -2,0272 -2,2507 -2,3263 -2,2493 -2,0501 -1,7875 -1,5286 -1,3253 -1,2013 -1,1534 -1,1650 -1,2229 -1,3227 -1,4616 -1,6392 -1,8545 -2,0866 -2,2949 -2,4516 -2,5609 -2,6378 -2,6802 -2,6714 -2,5991 -2,4683 -2,3016 -2,1285 -1,9691 -1,8259 -1,6957 -1,5755 -1,4600 -1,3426 -1,2157 -1,0619 -0,8587 -0,5999 -0,3090 -0,0276 0,2078 0,3799 0,4816 0,5030 0,4374 0,3020 0,1385 -0,0078 -0,1024 -0,1291 -0,1029 -0,0615 -0,0327 -0,0158 0,0133 0,0880 0,2308 0,4371 0,6794 0,9248 1,1457 1,3236 1,4541 1,5397 1,5802 1,5770 1,5488 1,5320 1,5565 1,6178 1,6817 1,7158 1,7102 1,6712 1,6096 1,5374 1,4656 1,3965 1,3205 1,2280 1,1191 0,9974 0,8609 0,7025 0,5222 0,3324 0,1464 -0,0314 -0,2025 -0,3712 -0,5465 -0,7397 -0,9601 -1,2107 -1,4757 -1,7143 -1,8768 -1,9401 -1,9299 -1,9006 -1,8939 -1,9114 -1,9127 -1,8413 -1,6652 -1,3970 -1,0842 -0,7852 -0,5493 -0,4030 -0,3478 -0,3700 -0,4430 -0,5260 -0,5814 -0,6020 -0,6097 -0,6390 -0,7251 -0,8909 -1,1346 -1,4315 -1,7441 -2,0257 -2,2291 -2,3235 -2,3048 -2,1921 -2,0274 -1,8718 -1,7817 -1,7831 -1,8668 -1,9956 -2,1190 -2,1972 -2,2228 -2,2180 -2,2139 -2,2300 -2,2639 -2,2983 -2,3236 -2,3499 -2,3958 -2,4703 -2,5615 -2,6362 -2,6573 -2,6051 -2,4879 -2,3382 -2,1936 -2,0708 -1,9557 -1,8198 -1,6506 -1,4673 -1,3089 -1,2152 -1,2166 -1,3214 -1,5048 -1,7178 -1,9088 -2,0447 -2,1213 -2,1639 -2,2186 -2,3269 -2,4976 -2,7021 -2,8865 -2,9872 -2,9574 -2,7924 -2,5277 -2,2196 -1,9356 -1,7369 -1,6504 -1,6571 -1,7096 -1,7589 -1,7729 -1,7455 -1,6948 -1,6508 -1,6421 -1,6880 -1,7919 -1,9324 -2,0625 -2,1363 -2,1451 -2,1149 -2,0735 -2,0331 -1,9927 -1,9373 -1,8396 -1,6753 -1,4402 -1,1528 -0,8471 -0,5726 -0,3874 -0,3280 -0,3894 -0,5384 -0,7351 -0,9435 -1,1286 -1,2560 -1,3096 -1,3052 -1,2681 -1,2028 -1,1013 -0,9713 -0,8445 -0,7619 -0,7546 -0,8301 -0,9724 -1,1550 -1,3510 -1,5333 -1,6708 -1,7320 -1,7015 -1,6004 -1,4811 -1,3921 -1,3527 -1,3636 -1,4290 -1,5566 -1,7392 -1,9401 -2,0986 -2,1638 -2,1246 -2,0024 -1,8263 -1,6221 -1,4143 -1,2247 -1,0678 -0,9455 -0,8462 -0,7537 -0,6556 -0,5459 -0,4290 -0,3320 -0,3051 -0,3967 -0,6192 -0,9352 -1,2709 -1,5431 -1,6878 -1,6833 -1,5605 -1,3912 -1,2593 -1,2288 -1,3216 -1,5138 -1,7522 -1,9835 -2,1833 -2,3621 -2,5402 -2,7192 -2,8787 -2,9924 -3,0422 -3,0257 -2,9537 -2,8377 -2,6868 -2,5117 -2,3177 -2,1034 -1,8755 -1,6580 -1,4871 -1,4028 -1,4313 -1,5657 -1,7579 -1,9359 -2,0423 -2,0644 -2,0289 -1,9816 -1,9759 -2,0472 -2,1866 -2,3520 -2,5057 -2,6342 -2,7388 -2,8171 -2,8515 -2,8215 -2,7251 -2,5881 -2,4453 -2,3068 -2,1456 -1,9297 -1,6636 -1,3944 -1,1833 -1,0647 -1,0263 -1,0300 -1,0438 -1,0546 -1,0665 -1,0851 -1,1054 -1,1289 -1,1838 -1,3161 -1,5533 -1,8805 -2,2429 -2,5601 -2,7499 -2,7560 -2,5667 -2,2183 -1,7861 -1,3643 -1,0405 -0,8627 -0,8135 -0,8267 -0,8367 -0,8135 -0,7644 -0,7208 -0,7203 -0,7938 -0,9564 -1,1977 -1,4765 -1,7331 -1,9148 -1,9930 -1,9638 -1,8435 -1,6694 -1,4984 -1,3896 -1,3703 -1,4184 -1,4735 -1,4683 -1,3582 -1,1392 -0,8489 -0,5542 -0,3301 -0,2300 -0,2600 -0,3820 -0,5413 -0,6934 -0,8179 -0,9231 -1,0333 -1,1643 -1,3169 -1,4911 -1,6936 -1,9290 -2,1930 -2,4733 -2,7504 -2,9979 -3,1929 -3,3287 -3,4218 -3,5065 -3,6204 -3,7834 -3,9839 -4,1849 -4,3504 -4,4626 -4,5132 -4,4905 -4,3826 -4,1929 -3,9455 -3,6667 -3,3695 -3,0594 -2,7415 -2,4204 -2,1017 -1,7985 -1,5333 -1,3402 -1,2609 -1,3207 -1,5005 -1,7398 -1,9676 -2,1340 -2,2222 -2,2473 -2,2435 -2,2431 -2,2599 -2,2840 -2,2834 -2,2124 -2,0326 -1,7317 -1,3251 -0,8474 -0,3521 0,0878 0,3998 0,5404 0,5130 0,3621 0,1473 -0,0793 -0,2800 -0,4287 -0,5111 -0,5222 -0,4689 -0,3732 -0,2695 -0,1961 -0,1813 -0,2275 -0,3105 -0,3983 -0,4714 -0,5233 -0,5557 -0,5802 -0,6168 -0,6833 -0,7817 -0,8928 -0,9853 -1,0399 -1,0648 -1,0863 -1,1312 -1,2107 -1,3096 -1,3951 -1,4437 -1,4578 -1,4604 -1,4785 -1,5232 -1,5814 -1,6322 -1,6675 -1,6965 -1,7358 -1,7961 -1,8743 -1,9627 -2,0621 -2,1804 -2,3229 -2,4844 -2,6437 -2,7699 -2,8376 -2,8378 -2,7795 -2,6836 -2,5781 -2,4926 -2,4458 -2,4358 -2,4430 -2,4393 -2,4005 -2,3143 -2,1780 -1,9987 -1,7973 -1,6001 -1,4239 -1,2779 -1,1713 -1,1111 -1,0916
