Fp1   2,8279 2,7221 2,6439 2,5431 2,3852 2,1774 1,9509 1,7328 1,5307 1,3343 1,1308 0,9144 0,6822 0,4331 0,1798 -0,0487 -0,2271 -0,3587 -0,4733 -0,5909 -0,6984 -0,7667 -0,7818 -0,7527 -0,7013 -0,6551 -0,6387 -0,6632 -0,7177 -0,7689 -0,7778 -0,7283 -0,6388 -0,5513 -0,5079 -0,5219 -0,5656 -0,5955 -0,5889 -0,5548 -0,5211 -0,5173 -0,5617 -0,6584 -0,8066 -1,0067 -1,2463 -1,4869 -1,6848 -1,8249 -1,9188 -1,9748 -1,9774 -1,8939 -1,7024 -1,4166 -1,0739 -0,7053 -0,3252 0,0555 0,4079 0,6810 0,8234 0,8083 0,6454 0,3805 0,0822 -0,1864 -0,3942 -0,5475 -0,6714 -0,7885 -0,9153 -1,0632 -1,2348 -1,4250 -1,6234 -1,8140 -1,9779 -2,0996 -2,1701 -2,1887 -2,1663 -2,1252 -2,0869 -2,0562 -2,0180 -1,9535 -1,8565 -1,7290 -1,5745 -1,4104 -1,2843 -1,2645 -1,4022 -1,6979 -2,1047 -2,5679 -3,0538 -3,5515 -4,0657 -4,6100 -5,2002 -5,8513 -6,5689 -7,3259 -8,0488 -8,6429 -9,0374 -9,2081 -9,1693 -8,9524 -8,5832 -8,0645 -7,3766 -6,5020 -5,4534 -4,2847 -3,0727 -1,8831 -0,7536 0,2923 1,2303 2,0413 2,7242 3,3036 3,8242 4,3324 4,8600 5,4241 6,0323 6,6778 7,3365 7,9717 8,5388 8,9963 9,3229 9,5224 9,6141 9,6259 9,5824 9,4859 9,3188 9,0737 8,7744 8,4690 8,2072 8,0153 7,8860 7,7892 7,6927 7,5837 7,4807 7,4144 7,3947 7,4070 7,4343 7,4700 7,5132 7,5636 7,6250 7,6998 7,7729 7,8074 7,7588 7,5877 7,2653 6,7885 6,1981 5,5810 5,0373 4,6365 4,4010 4,3226 4,3855 4,5704 4,8467 5,1669 5,4723 5,7085 5,8409 5,8595 5,7757 5,6119 5,3840 5,0931 4,7412 4,3490 3,9486 3,5666 3,2204 2,9192 2,6631 2,4443 2,2514 2,0699 1,8825 1,6747 1,4397 1,1784 0,8971 0,6079 0,3314 0,0984 -0,0612 -0,1371 -0,1426 -0,0993 -0,0210 0,0960 0,2722 0,5352 0,9100 1,4093 2,0149 2,6648 3,2637 3,7177 3,9747 4,0458 3,9935 3,8973 3,8176 3,7732 3,7399 3,6720 3,5389 3,3471 3,1334 2,9467 2,8319 2,8166 2,9055 3,0823 3,3123 3,5452 3,7277 3,8188 3,7941 3,6423 3,3671 2,9921 2,5690 2,1727 1,8713 1,6894 1,6041 1,5676 1,5249 1,4344 1,2974 1,1648 1,1090 1,1866 1,4123 1,7538 2,1516 2,5480 2,9084 3,2283 3,5245 3,8126 4,0909 4,3365 4,5114 4,5842 4,5602 4,4813 4,3893 4,2991 4,2072 4,1091 4,0063 3,9034 3,8051 3,7151 3,6384 3,5785 3,5292 3,4761 3,4090 3,3308 3,2550 3,2029 3,1963 3,2449 3,3406 3,4658 3,6019 3,7284 3,8203 3,8525 3,8090 3,6894 3,5161 3,3407 3,2269 3,2136 3,2944 3,4351 3,6027 3,7802 3,9601 4,1382 4,3093 4,4584 4,5575 4,5832 4,5381 4,4483 4,3398 4,2206 4,0964 3,9975 3,9743 4,0671 4,2860 4,6164 5,0250 5,4602 5,8559 6,1446 6,2786 6,2502 6,0884 5,8415 5,5639 5,3048 5,0974 4,9560 4,8729 4,8189 4,7631 4,6963 4,6326 4,5944 4,5952 4,6244 4,6528 4,6552 4,6255 4,5698 4,4919 4,3898 4,2686 4,1421 4,0158 3,8807 3,7344 3,5955 3,4962 3,4659 3,5212 3,6602 3,8624 4,0935 4,3106 4,4719 4,5482 4,5263 4,4138 4,2448 4,0709 3,9393 3,8789 3,9032 4,0128 4,1878 4,3870 4,5706 4,7267 4,8751 5,0478 5,2660 5,5285 5,8081 6,0614 6,2490 6,3496 6,3646 6,3160 6,2292 6,1114 5,9532 5,7425 5,4702 5,1359 4,7576 4,3712 4,0205 3,7465 3,5722 3,4909 3,4697 3,4667 3,4526 3,4149 3,3488 3,2538 3,1381 3,0190 2,9152 2,8349 2,7702 2,7102 2,6583 2,6351 2,6611 2,7341 2,8264 2,9118 2,9898 3,0826 3,2070 3,3488 3,4668 3,5199 3,4833 3,3502 3,1283 2,8392 2,5188 2,2142 1,9718 1,8187 1,7466 1,7175 1,6943 1,6689 1,6558 1,6635 1,6837 1,7054 1,7298 1,7622 1,7936 1,8000 1,7592 1,6645 1,5255 1,3598 1,1828 0,9963 0,7872 0,5467 0,2943 0,0755 -0,0664 -0,1161 -0,0953 -0,0476 -0,0121 -0,0026 -0,0080 -0,0046 0,0298 0,1074 0,2155 0,3092 0,3291 0,2304 -0,0023 -0,3564 -0,8030 -1,3099 -1,8424 -2,3590 -2,8118 -3,1495 -3,3365 -3,3815 -3,3394 -3,2795 -3,2565 -3,3026 -3,4291 -3,6274 -3,8697 -4,1225 -4,3699 -4,6226 -4,9057 -5,2468 -5,6609 -6,1329 -6,6198 -7,0739 -7,4637 -7,7796 -8,0303 -8,2355 -8,4182 -8,6038 -8,8203 -9,0867 -9,3913 -9,6817 -9,8803 -9,9209 -9,7765 -9,4636 -9,0221 -8,4929 -7,9119 -7,3063 -6,6860 -6,0458 -5,3799 -4,6919 -3,9966 -3,3205 -2,6995 -2,1685 -1,7488 -1,4476 -1,2672 -1,2026 -1,2318 -1,3138 -1,3965 -1,4289 -1,3802 -1,2554 -1,0961 -0,9654 -0,9176 -0,9714 -1,1127 -1,3161 -1,5528 -1,7868 -1,9815 -2,1180 -2,2097 -2,2973 -2,4330 -2,6654 -3,0224 -3,4935 -4,0286 -4,5624 -5,0488 -5,4781 -5,8638 -6,2119 -6,5016 -6,6913 -6,7464 -6,6678 -6,4950 -6,2855 -6,0896 -5,9395 -5,8523 -5,8365 -5,8976 -6,0418 -6,2756 -6,5928 -6,9613 -7,3370 -7,6925 -8,0198 -8,3083 -8,5326 -8,6569 -8,6416 -8,4606 -8,1273 -7,7063 -7,2866 -6,9400 -6,7051 -6,6012 -6,6406 -6,8168 -7,0896 -7,3990 -7,6914 -7,9349 -8,1231 -8,2719 -8,4023 -8,5168 -8,5919 -8,5868 -8,4615 -8,1990 -7,8151 -7,3460 -6,8349 -6,3343 -5,9040 -5,5969 -5,4441 -5,4411 -5,5428 -5,6809 -5,7919 -5,8361
Fz    1,8898 1,6284 1,3550 1,0825 0,8231 0,5919 0,4046 0,2673 0,1693 0,0852 -0,0128 -0,1430 -0,3056 -0,4793 -0,6301 -0,7297 -0,7721 -0,7736 -0,7546 -0,7205 -0,6618 -0,5683 -0,4409 -0,2913 -0,1386 -0,0034 0,0971 0,1563 0,1820 0,1916 0,1997 0,2086 0,2128 0,2084 0,1972 0,1862 0,1889 0,2196 0,2820 0,3625 0,4323 0,4551 0,3994 0,2490 0,0041 -0,3224 -0,7032 -1,0946 -1,4493 -1,7349 -1,9375 -2,0522 -2,0789 -2,0240 -1,9050 -1,7489 -1,5814 -1,4163 -1,2580 -1,1092 -0,9770 -0,8760 -0,8245 -0,8353 -0,9120 -1,0492 -1,2347 -1,4542 -1,6952 -1,9439 -2,1833 -2,3944 -2,5608 -2,6726 -2,7308 -2,7523 -2,7659 -2,7997 -2,8694 -2,9746 -3,1006 -3,2252 -3,3264 -3,3854 -3,3870 -3,3189 -3,1752 -2,9647 -2,7124 -2,4461 -2,1840 -1,9398 -1,7360 -1,6059 -1,5831 -1,6877 -1,9240 -2,2895 -2,7819 -3,3945 -4,1080 -4,8865 -5,6798 -6,4369 -7,1171 -7,6897 -8,1261 -8,4000 -8,4939 -8,4080 -8,1618 -7,7867 -7,3117 -6,7536 -6,1156 -5,3906 -4,5733 -3,6759 -2,7341 -1,7954 -0,9086 -0,1237 0,5147 0,9874 1,3132 1,5427 1,7401 1,9672 2,2735 2,6899 3,2251 3,8665 4,5868 5,3515 6,1222 6,8594 7,5280 8,0978 8,5445 8,8541 9,0247 9,0644 8,9895 8,8235 8,5924 8,3210 8,0324 7,7479 7,4820 7,2385 7,0162 6,8173 6,6477 6,5078 6,3892 6,2821 6,1801 6,0747 5,9474 5,7773 5,5554 5,2878 4,9900 4,6842 4,3961 4,1458 3,9389 3,7716 3,6436 3,5650 3,5497 3,6052 3,7336 3,9395 4,2292 4,6004 5,0342 5,4950 5,9352 6,3050 6,5650 6,6949 6,6913 6,5595 6,3054 5,9360 5,4645 4,9167 4,3304 3,7479 3,2061 2,7280 2,3210 1,9834 1,7119 1,5038 1,3532 1,2504 1,1854 1,1491 1,1331 1,1326 1,1536 1,2136 1,3318 1,5119 1,7379 1,9880 2,2475 2,5112 2,7799 3,0553 3,3360 3,6151 3,8785 4,1048 4,2694 4,3496 4,3338 4,2327 4,0801 3,9179 3,7765 3,6664 3,5813 3,5073 3,4349 3,3677 3,3206 3,3108 3,3478 3,4291 3,5455 3,6903 3,8605 4,0482 4,2321 4,3797 4,4585 4,4511 4,3623 4,2100 4,0129 3,7889 3,5563 3,3324 3,1335 2,9711 2,8471 2,7560 2,6901 2,6381 2,5872 2,5315 2,4741 2,4240 2,3933 2,3942 2,4338 2,5160 2,6431 2,8093 2,9929 3,1597 3,2775 3,3286 3,3165 3,2643 3,2048 3,1680 3,1695 3,2050 3,2548 3,2922 3,2903 3,2304 3,1116 2,9525 2,7815 2,6272 2,5105 2,4397 2,4155 2,4441 2,5375 2,7018 2,9281 3,1955 3,4780 3,7491 3,9804 4,1417 4,2065 4,1621 4,0185 3,8109 3,5904 3,4054 3,2842 3,2297 3,2247 3,2428 3,2620 3,2778 3,3028 3,3531 3,4378 3,5665 3,7590 4,0388 4,4107 4,8497 5,3134 5,7651 6,1849 6,5659 6,9080 7,2122 7,4746 7,6851 7,8344 7,9183 7,9365 7,8922 7,7934 7,6539 7,4953 7,3459 7,2312 7,1648 7,1462 7,1624 7,1941 7,2222 7,2313 7,2133 7,1698 7,1064 7,0248 6,9242 6,8079 6,6812 6,5474 6,4104 6,2773 6,1590 6,0693 6,0237 6,0372 6,1209 6,2768 6,4940 6,7544 7,0411 7,3385 7,6275 7,8827 8,0766 8,1859 8,1984 8,1162 7,9534 7,7288 7,4622 7,1759 6,9015 6,6798 6,5479 6,5239 6,6027 6,7613 6,9698 7,2021 7,4406 7,6746 7,8929 8,0798 8,2178 8,2971 8,3248 8,3233 8,3166 8,3164 8,3201 8,3163 8,2906 8,2329 8,1431 8,0310 7,9121 7,8040 7,7223 7,6758 7,6677 7,7029 7,7898 7,9352 8,1388 8,3926 8,6793 8,9747 9,2491 9,4678 9,5980 9,6240 9,5564 9,4253 9,2605 9,0789 8,8874 8,6952 8,5235 8,4017 8,3521 8,3776 8,4647 8,5940 8,7420 8,8778 8,9649 8,9705 8,8765 8,6871 8,4291 8,1415 7,8598 7,6033 7,3771 7,1803 7,0075 6,8490 6,6972 6,5552 6,4366 6,3545 6,3109 6,2952 6,2850 6,2490 6,1550 5,9835 5,7349 5,4283 5,0932 4,7652 4,4803 4,2653 4,1325 4,0800 4,0964 4,1646 4,2667 4,3897 4,5298 4,6897 4,8709 5,0665 5,2567 5,4087 5,4841 5,4526 5,3046 5,0538 4,7294 4,3615 3,9726 3,5773 3,1884 2,8242 2,5037 2,2338 2,0051 1,8065 1,6410 1,5310 1,5116 1,6150 1,8557 2,2180 2,6520 3,0801 3,4197 3,6076 3,6141 3,4389 3,0970 2,6092 2,0041 1,3192 0,5985 -0,1099 -0,7541 -1,2872 -1,6777 -1,9146 -2,0037 -1,9589 -1,7943 -1,5212 -1,1495 -0,6936 -0,1764 0,3729 0,9236 1,4494 1,9346 2,3775 2,7862 3,1695 3,5316 3,8703 4,1803 4,4600 4,7168 4,9634 5,2069 5,4453 5,6732 5,8868 6,0861 6,2714 6,4356 6,5591 6,6167 6,5903 6,4745 6,2746 6,0009 5,6681 5,3002 4,9353 4,6205 4,3947 4,2734 4,2462 4,2880 4,3702 4,4652 4,5486 4,6014 4,6093 4,5572 4,4299 4,2207 3,9396 3,6143 3,2850 2,9939 2,7711 2,6267 2,5510 2,5198 2,5038 2,4776 2,4240 2,3325 2,1981 2,0227 1,8180 1,6052 1,4064 1,2322 1,0821 0,9542 0,8510 0,7807 0,7561 0,7857 0,8584 0,9405 0,9920 0,9858 0,9164 0,7935 0,6327 0,4503 0,2638 0,0845 -0,0888 -0,2627 -0,4385 -0,6072 -0,7510 -0,8475 -0,8747 -0,8167 -0,6688 -0,4434 -0,1664 0,1362 0,4460 0,7427 0,9961 1,1751 1,2626 1,2630 1,1999 1,1093 1,0317 1,0007
F3    2,3137 2,1198 1,8998 1,6395 1,3478 1,0602 0,8224 0,6633 0,5756 0,5207 0,4534 0,3443 0,1891 0,0053 -0,1783 -0,3399 -0,4813 -0,6257 -0,7967 -0,9965 -1,2021 -1,3800 -1,4994 -1,5361 -1,4740 -1,3142 -1,0814 -0,8166 -0,5593 -0,3356 -0,1592 -0,0377 0,0299 0,0586 0,0718 0,0926 0,1385 0,2151 0,3123 0,4113 0,4933 0,5410 0,5365 0,4630 0,3070 0,0650 -0,2450 -0,5817 -0,8965 -1,1538 -1,3374 -1,4436 -1,4778 -1,4551 -1,3991 -1,3353 -1,2770 -1,2176 -1,1410 -1,0380 -0,9123 -0,7769 -0,6506 -0,5587 -0,5275 -0,5734 -0,6929 -0,8643 -1,0537 -1,2246 -1,3534 -1,4411 -1,5101 -1,5873 -1,6911 -1,8322 -2,0157 -2,2370 -2,4801 -2,7219 -2,9356 -3,0989 -3,2005 -3,2408 -3,2257 -3,1599 -3,0425 -2,8714 -2,6495 -2,3805 -2,0664 -1,7171 -1,3635 -1,0607 -0,8770 -0,8699 -1,0624 -1,4409 -1,9747 -2,6309 -3,3749 -4,1647 -4,9546 -5,7110 -6,4177 -7,0549 -7,5761 -7,9167 -8,0266 -7,8962 -7,5561 -7,0576 -6,4525 -5,7832 -5,0790 -4,3570 -3,6271 -2,8992 -2,1844 -1,4913 -0,8322 -0,2337 0,2688 0,6538 0,9321 1,1430 1,3342 1,5426 1,7889 2,0881 2,4598 2,9256 3,4942 4,1486 4,8413 5,5056 6,0796 6,5245 6,8228 6,9708 6,9724 6,8387 6,5972 6,3006 6,0154 5,7959 5,6663 5,6178 5,6172 5,6257 5,6206 5,6059 5,6042 5,6276 5,6556 5,6426 5,5422 5,3226 4,9751 4,5232 4,0252 3,5545 3,1679 2,8869 2,7039 2,5979 2,5474 2,5389 2,5721 2,6599 2,8165 3,0418 3,3152 3,6079 3,8971 4,1705 4,4209 4,6388 4,8092 4,9179 4,9647 4,9693 4,9593 4,9456 4,9074 4,8001 4,5817 4,2391 3,7971 3,3090 2,8374 2,4306 2,1088 1,8688 1,6971 1,5737 1,4675 1,3449 1,1891 1,0088 0,8282 0,6731 0,5644 0,5138 0,5175 0,5575 0,6178 0,6993 0,8148 0,9769 1,1964 1,4824 1,8364 2,2445 2,6696 3,0508 3,3146 3,3999 3,2873 3,0175 2,6763 2,3560 2,1206 1,9951 1,9730 2,0263 2,1158 2,2040 2,2654 2,2927 2,2897 2,2631 2,2236 2,1923 2,1953 2,2488 2,3475 2,4618 2,5488 2,5697 2,5038 2,3502 2,1251 1,8611 1,5998 1,3730 1,1888 1,0332 0,8812 0,7124 0,5242 0,3317 0,1606 0,0398 -0,0076 0,0248 0,1222 0,2547 0,3916 0,5144 0,6215 0,7221 0,8244 0,9288 1,0282 1,1159 1,1929 1,2660 1,3386 1,4064 1,4583 1,4807 1,4693 1,4348 1,3967 1,3692 1,3561 1,3530 1,3464 1,3175 1,2542 1,1596 1,0532 0,9687 0,9430 0,9954 1,1159 1,2751 1,4394 1,5797 1,6759 1,7178 1,7012 1,6269 1,5019 1,3429 1,1789 1,0412 0,9475 0,8966 0,8765 0,8727 0,8737 0,8737 0,8671 0,8410 0,7863 0,7225 0,7103 0,8233 1,0951 1,4905 1,9288 2,3347 2,6695 2,9342 3,1580 3,3780 3,6114 3,8429 4,0382 4,1681 4,2169 4,1816 4,0688 3,8950 3,6900 3,4944 3,3461 3,2658 3,2467 3,2549 3,2456 3,1870 3,0734 2,9258 2,7823 2,6828 2,6598 2,7353 2,9142 3,1717 3,4524 3,6873 3,8224 3,8373 3,7445 3,5764 3,3743 3,1791 3,0224 2,9271 2,9145 3,0068 3,2199 3,5518 3,9760 4,4451 4,9022 5,2897 5,5580 5,6756 5,6342 5,4443 5,1324 4,7451 4,3486 4,0119 3,7853 3,6917 3,7311 3,8905 4,1485 4,4751 4,8337 5,1863 5,5023 5,7590 5,9378 6,0248 6,0188 5,9323 5,7852 5,6020 5,4098 5,2294 5,0684 4,9258 4,8034 4,7067 4,6384 4,5930 4,5567 4,5178 4,4803 4,4682 4,5109 4,6246 4,8047 5,0285 5,2627 5,4673 5,5985 5,6195 5,5217 5,3355 5,1193 4,9324 4,8078 4,7467 4,7364 4,7745 4,8753 5,0480 5,2740 5,5142 5,7311 5,8990 5,9990 6,0159 5,9379 5,7602 5,4897 5,1483 4,7703 4,3934 4,0479 3,7511 3,5068 3,3029 3,1169 2,9375 2,7818 2,6885 2,6865 2,7677 2,8858 2,9821 3,0177 2,9887 2,9142 2,8103 2,6718 2,4786 2,2174 1,9008 1,5681 1,2691 1,0440 0,9122 0,8698 0,8937 0,9511 1,0157 1,0782 1,1452 1,2308 1,3414 1,4622 1,5572 1,5825 1,5049 1,3145 1,0222 0,6474 0,2115 -0,2597 -0,7301 -1,1504 -1,4680 -1,6497 -1,7018 -1,6687 -1,6076 -1,5561 -1,5149 -1,4521 -1,3228 -1,0966 -0,7799 -0,4208 -0,0964 0,1090 0,1287 -0,0675 -0,4699 -1,0396 -1,7165 -2,4308 -3,1212 -3,7476 -4,2864 -4,7275 -5,0787 -5,3617 -5,5875 -5,7343 -5,7565 -5,6150 -5,3026 -4,8495 -4,3103 -3,7420 -3,1876 -2,6741 -2,2134 -1,8071 -1,4571 -1,1683 -0,9338 -0,7235 -0,4981 -0,2328 0,0742 0,4059 0,7332 1,0235 1,2533 1,4176 1,5323 1,6271 1,7243 1,8156 1,8612 1,8114 1,6336 1,3262 0,9168 0,4554 0,0103 -0,3436 -0,5457 -0,5707 -0,4390 -0,2125 0,0276 0,2112 0,2998 0,2876 0,1891 0,0221 -0,2053 -0,4919 -0,8304 -1,2028 -1,5784 -1,9112 -2,1469 -2,2477 -2,2152 -2,0869 -1,9162 -1,7554 -1,6480 -1,6230 -1,6875 -1,8271 -2,0128 -2,2093 -2,3829 -2,5168 -2,6256 -2,7460 -2,9061 -3,1032 -3,3044 -3,4593 -3,5201 -3,4638 -3,3059 -3,0915 -2,8720 -2,6879 -2,5704 -2,5427 -2,6061 -2,7290 -2,8630 -2,9730 -3,0534 -3,1236 -3,2112 -3,3313 -3,4751 -3,6142 -3,7142 -3,7473 -3,6999 -3,5706 -3,3612 -3,0782 -2,7475 -2,4178 -2,1409 -1,9487 -1,8428 -1,8006 -1,7884 -1,7726 -1,7283
F7    2,2982 2,3342 2,3964 2,4349 2,4136 2,3306 2,2049 2,0488 1,8518 1,5853 1,2209 0,7505 0,1941 -0,4016 -0,9660 -1,4163 -1,6884 -1,7725 -1,7158 -1,5846 -1,4274 -1,2760 -1,1606 -1,1072 -1,1210 -1,1812 -1,2497 -1,2879 -1,2665 -1,1697 -1,0004 -0,7852 -0,5644 -0,3738 -0,2325 -0,1377 -0,0673 0,0054 0,0939 0,1914 0,2784 0,3323 0,3378 0,2949 0,2151 0,1088 -0,0196 -0,1624 -0,3123 -0,4743 -0,6615 -0,8752 -1,0935 -1,2770 -1,3855 -1,3968 -1,3112 -1,1399 -0,8971 -0,6006 -0,2767 0,0389 0,3070 0,4989 0,6056 0,6326 0,5862 0,4633 0,2538 -0,0441 -0,4130 -0,8207 -1,2344 -1,6252 -1,9675 -2,2479 -2,4720 -2,6505 -2,7790 -2,8391 -2,8201 -2,7360 -2,6184 -2,4913 -2,3567 -2,2016 -2,0122 -1,7840 -1,5264 -1,2590 -1,0067 -0,8035 -0,6932 -0,7164 -0,8871 -1,1799 -1,5453 -1,9391 -2,3364 -2,7258 -3,1025 -3,4689 -3,8366 -4,2239 -4,6457 -5,0948 -5,5318 -5,8992 -6,1475 -6,2520 -6,2176 -6,0749 -5,8633 -5,6033 -5,2817 -4,8646 -4,3275 -3,6810 -2,9698 -2,2438 -1,5334 -0,8561 -0,2387 0,2775 0,6569 0,8956 1,0279 1,1118 1,2080 1,3690 1,6316 2,0083 2,4848 3,0247 3,5702 4,0487 4,4004 4,6072 4,6971 4,7220 4,7267 4,7290 4,7309 4,7449 4,7957 4,8986 5,0466 5,2151 5,3683 5,4667 5,4789 5,3972 5,2450 5,0676 4,9086 4,7925 4,7248 4,6977 4,6953 4,7011 4,7074 4,7148 4,7218 4,7210 4,7002 4,6400 4,5148 4,3092 4,0361 3,7372 3,4661 3,2677 3,1676 3,1740 3,2800 3,4657 3,7056 3,9752 4,2523 4,5176 4,7563 4,9593 5,1202 5,2294 5,2697 5,2210 5,0741 4,8454 4,5719 4,2871 4,0039 3,7188 3,4260 3,1271 2,8352 2,5681 2,3315 2,1083 1,8712 1,6079 1,3346 1,0863 0,8958 0,7819 0,7501 0,7924 0,8852 0,9962 1,1000 1,1896 1,2763 1,3824 1,5336 1,7464 2,0086 2,2709 2,4643 2,5337 2,4692 2,3182 2,1648 2,0909 2,1382 2,2938 2,5011 2,6915 2,8174 2,8678 2,8590 2,8189 2,7767 2,7595 2,7919 2,8914 3,0544 3,2494 3,4260 3,5337 3,5355 3,4109 3,1618 2,8213 2,4528 2,1292 1,8994 1,7640 1,6845 1,6123 1,5107 1,3666 1,1987 1,0529 0,9823 1,0238 1,1793 1,4129 1,6708 1,9126 2,1309 2,3439 2,5672 2,7912 2,9837 3,1146 3,1743 3,1745 3,1404 3,1020 3,0821 3,0873 3,1084 3,1292 3,1351 3,1157 3,0661 2,9943 2,9203 2,8576 2,7973 2,7160 2,5987 2,4543 2,3138 2,2160 2,1916 2,2563 2,4089 2,6265 2,8657 3,0746 3,2087 3,2381 3,1490 2,9461 2,6590 2,3437 2,0666 1,8745 1,7738 1,7383 1,7396 1,7700 1,8400 1,9628 2,1377 2,3374 2,5152 2,6310 2,6765 2,6736 2,6507 2,6225 2,5928 2,5675 2,5605 2,5904 2,6737 2,8123 2,9825 3,1356 3,2169 3,1940 3,0737 2,8981 2,7210 2,5790 2,4810 2,4204 2,3876 2,3711 2,3576 2,3416 2,3346 2,3604 2,4371 2,5647 2,7225 2,8678 2,9463 2,9214 2,7943 2,5957 2,3620 2,1221 1,9024 1,7349 1,6515 1,6689 1,7807 1,9645 2,1950 2,4521 2,7226 2,9937 3,2430 3,4398 3,5578 3,5841 3,5205 3,3814 3,1940 2,9950 2,8227 2,7115 2,6927 2,7952 3,0337 3,3898 3,8076 4,2155 4,5592 4,8233 5,0255 5,1896 5,3187 5,3881 5,3565 5,1906 4,8904 4,5033 4,1133 3,8022 3,6099 3,5280 3,5226 3,5544 3,5904 3,6116 3,6145 3,6088 3,6095 3,6294 3,6758 3,7469 3,8282 3,8885 3,8892 3,8044 3,6370 3,4200 3,2039 3,0349 2,9318 2,8786 2,8419 2,7965 2,7403 2,6906 2,6685 2,6815 2,7193 2,7674 2,8238 2,8965 2,9863 3,0802 3,1598 3,2083 3,2132 3,1658 3,0599 2,8963 2,6860 2,4460 2,1952 1,9545 1,7427 1,5700 1,4412 1,3592 1,3161 1,2889 1,2548 1,2091 1,1633 1,1310 1,1199 1,1325 1,1687 1,2250 1,2898 1,3386 1,3369 1,2547 1,0869 0,8570 0,6000 0,3440 0,1034 -0,1188 -0,3219 -0,4960 -0,6184 -0,6610 -0,6054 -0,4518 -0,2197 0,0499 0,2931 0,4389 0,4359 0,2666 -0,0560 -0,4969 -1,0028 -1,5095 -1,9600 -2,3193 -2,5729 -2,7197 -2,7754 -2,7745 -2,7572 -2,7467 -2,7410 -2,7239 -2,6776 -2,5890 -2,4552 -2,2927 -2,1392 -2,0459 -2,0636 -2,2243 -2,5240 -2,9247 -3,3748 -3,8282 -4,2523 -4,6326 -4,9732 -5,2902 -5,6069 -5,9460 -6,3113 -6,6725 -6,9738 -7,1648 -7,2263 -7,1699 -7,0188 -6,7966 -6,5268 -6,2357 -5,9477 -5,6730 -5,3999 -5,1048 -4,7682 -4,3861 -3,9742 -3,5640 -3,1906 -2,8804 -2,6453 -2,4803 -2,3645 -2,2689 -2,1675 -2,0439 -1,8938 -1,7268 -1,5670 -1,4435 -1,3758 -1,3657 -1,4018 -1,4723 -1,5728 -1,7014 -1,8512 -2,0095 -2,1618 -2,2965 -2,4062 -2,4868 -2,5396 -2,5754 -2,6158 -2,6875 -2,8128 -3,0018 -3,2461 -3,5190 -3,7833 -4,0016 -4,1434 -4,1935 -4,1570 -4,0548 -3,9146 -3,7646 -3,6328 -3,5452 -3,5187 -3,5532 -3,6353 -3,7510 -3,8889 -4,0341 -4,1725 -4,3054 -4,4459 -4,5961 -4,7356 -4,8313 -4,8517 -4,7793 -4,6208 -4,4088 -4,1894 -4,0055 -3,8900 -3,8658 -3,9411 -4,0989 -4,3004 -4,5051 -4,6871 -4,8351 -4,9454 -5,0174 -5,0508 -5,0452 -5,0018 -4,9255 -4,8216 -4,6948 -4,5503 -4,3896 -4,2100 -4,0131 -3,8155 -3,6455 -3,5306 -3,4802 -3,4793 -3,4961 -3,4949 -3,4504
