Fp1   0,0427 0,2108 0,4324 0,7087 0,9687 1,1161 1,0820 0,8474 0,4365 -0,0861 -0,6268 -1,1127 -1,5431 -1,9780 -2,4572 -2,9263 -3,2521 -3,3032 -3,0154 -2,4164 -1,6226 -0,7990 -0,0885 0,4458 0,8210 1,0895 1,2886 1,4317 1,5330 1,6193 1,7116 1,8087 1,8803 1,8756 1,7534 1,5036 1,1324 0,6552 0,1210 -0,3690 -0,6981 -0,8112 -0,7547 -0,6278 -0,4872 -0,3066 -0,0253 0,3852 0,9073 1,4986 2,1052 2,6647 3,1143 3,3993 3,4722 3,2989 2,8923 2,3469 1,8149 1,4247 1,2204 1,1708 1,2094 1,2592 1,2553 1,1780 1,0704 1,0190 1,1052 1,3504 1,6885 2,0033 2,2281 2,4032 2,6084 2,8392 2,9826 2,9221 2,6480 2,2571 1,8612 1,5123 1,2090 0,9416 0,7005 0,4530 0,1461 -0,2409 -0,6470 -0,9389 -0,9750 -0,6761 -0,0714 0,7067 1,4864 2,1302 2,5582 2,7373 2,6873 2,4857 2,2411 2,0408 1,9050 1,7954 1,6805 1,5705 1,4832 1,3948 1,2367 0,9381 0,4617 -0,2101 -1,1007 -2,2171 -3,4976 -4,7991 -5,9446 -6,7712 -7,1492 -6,9952 -6,2848 -5,0629 -3,4533 -1,6561 0,0896 1,5679 2,6405 3,2666 3,4932 3,4340 3,2418 3,0701 3,0205 3,1015 3,2431 3,3599 3,4029 3,3634 3,2430 3,0417 2,7753 2,4814 2,2068 2,0045 1,9348 2,0398 2,3103 2,6851 3,0939 3,4993 3,8953 4,2829 4,6417 4,9070 4,9840 4,8022 4,3696 3,7964 3,2774 3,0255 3,1825 3,7512 4,5865 5,4582 6,1455 6,4977 6,4531 6,0520 5,4370 4,8054 4,3256 4,0627 3,9555 3,8648 3,6680 3,3286 2,8886 2,4296 2,0621 1,9013 1,9910 2,2439 2,4801 2,5374 2,3632 2,0295 1,6742 1,4217 1,3450 1,4651 1,7457 2,0906 2,3777 2,5103 2,4459 2,1965 1,8041 1,2940 0,6643 -0,0536 -0,7454 -1,2454 -1,4225 -1,2448 -0,7839 -0,1761 0,4191 0,8472 0,9837 0,7700 0,2475 -0,4426 -1,1049 -1,5611 -1,7110 -1,5546 -1,1716 -0,6641 -0,0989 0,4952 1,0938 1,6654 2,1794 2,6111 2,9424 3,1547 3,2183 3,0995 2,7734 2,2343 1,5207 0,7460 0,0835 -0,3146 -0,3901 -0,1803 0,2236 0,7040 1,1391 1,4481 1,6185 1,6700 1,6094 1,4443 1,2152 0,9743 0,7264 0,4151 -0,0178 -0,5647 -1,1379 -1,6107 -1,8944 -2,0036 -2,0555 -2,2036 -2,5574 -3,1402 -3,8934 -4,7114 -5,4932 -6,1730 -6,7111 -7,0801 -7,2697 -7,2907 -7,1713 -6,9602 -6,7268 -6,5370 -6,4244 -6,3853 -6,3988 -6,4579 -6,5772 -6,7499 -6,9041 -6,9226 -6,7011 -6,1906 -5,4200 -4,5048 -3,6208 -2,9296 -2,5052 -2,3138 -2,2556 -2,2415 -2,2543 -2,3483 -2,5866 -2,9724 -3,4293 -3,8428 -4,1189 -4,2144 -4,1342 -3,9215 -3,6478 -3,4057 -3,2960 -3,3884 -3,6678 -4,0159 -4,2580 -4,2614 -4,0314 -3,7172 -3,5007 -3,4731 -3,6133 -3,8590 -4,1718 -4,5363 -4,9199 -5,2556 -5,4693 -5,5059 -5,3313 -4,9264 -4,2816 -3,4009 -2,3315 -1,1873 -0,1379 0,6260 0,9420 0,7355 0,0654 -0,8769 -1,8405 -2,6289 -3,1697 -3,5143 -3,7946 -4,1506 -4,6312 -5,1330 -5,4540 -5,4379 -5,0800 -4,5035 -3,8562 -3,2363 -2,6806 -2,1944 -1,7861 -1,4807 -1,3086 -1,2786 -1,3567 -1,4720 -1,5559 -1,5930 -1,6400 -1,7679 -1,9630 -2,0924 -1,9848 -1,5624 -0,9092 -0,2179 0,3303 0,6511 0,7473 0,6552 0,4188 0,0942 -0,2557 -0,5814 -0,8614 -1,0981 -1,3033 -1,4919 -1,6835 -1,8902 -2,1008 -2,2873 -2,4257 -2,4939 -2,4364 -2,1545 -1,5814 -0,7757 0,0838 0,7929 1,2048 1,2566 0,9609 0,3871 -0,3595 -1,1546 -1,8780 -2,4438 -2,8185 -3,0078 -3,0224 -2,8678 -2,5738 -2,2195 -1,9147 -1,7505 -1,7666 -1,9534 -2,2554 -2,5607 -2,7141 -2,5837 -2,1419 -1,4781 -0,7311 -0,0160 0,5916 1,0338 1,2677 1,2750 1,0478 0,5750 -0,1373 -1,0359 -2,0223 -2,9764 -3,7624 -4,2292 -4,2511 -3,8018 -3,0098 -2,1349 -1,4452 -1,0955 -1,1072 -1,4179 -1,9167 -2,4629 -2,9177 -3,1834 -3,2313 -3,1028 -2,8724 -2,6028 -2,3360 -2,1224 -2,0346 -2,1394 -2,4604 -2,9595 -3,5398 -4,0874 -4,5327 -4,8692 -5,1063 -5,2133 -5,1160 -4,7498 -4,1218 -3,3294 -2,5092 -1,7624 -1,1293 -0,6149 -0,2190 0,0555 0,2106 0,2559 0,1982 0,0387 -0,2083 -0,5054 -0,8167 -1,1391 -1,5079 -1,9776 -2,5920 -3,3502 -4,1801 -4,9446 -5,4781 -5,6376 -5,3625 -4,7168 -3,8759 -3,0542 -2,4330 -2,1382 -2,2391 -2,7309 -3,5254 -4,4811 -5,4457 -6,2611 -6,7647 -6,8389 -6,4731 -5,7719 -4,9137 -4,0965 -3,4854 -3,1625 -3,0898 -3,1244 -3,1163 -3,0133 -2,8663 -2,7505 -2,7106 -2,7666 -2,9197 -3,1362 -3,3554 -3,5317 -3,6645 -3,7817 -3,8949 -3,9732 -3,9644 -3,8383 -3,6121 -3,3378 -3,0614 -2,7850 -2,4629 -2,0245 -1,3971 -0,5356 0,5253 1,6379 2,5883 3,2003 3,3995 3,2063 2,6958 1,9703 1,1568 0,3906 -0,2416 -0,7482 -1,2081 -1,7062 -2,2946 -2,9778 -3,6962 -4,3378 -4,7992 -5,0502 -5,1523 -5,2151 -5,3009 -5,3714 -5,3514 -5,2334 -5,0985 -5,0549 -5,1707 -5,4313 -5,7473 -6,0122 -6,1527 -6,1429 -6,0117 -5,8408 -5,7200 -5,6918 -5,7543 -5,9184 -6,2355 -6,7509 -7,4452 -8,2280 -8,9871 -9,6424 -10,1637 -10,5480 -10,7883 -10,8622 -10,7412 -10,4089 -9,8741 -9,1688 -8,3424 -7,4715 -6,6647 -6,0427 -5,7216 -5,8060 -6,3549 -7,3265 -8,5587 -9,7981 -10,7630 -11,2330 -11,1417 -10,6035 -9,8204 -8,9502 -8,0763 -7,2772 -6,6719 -6,3812 -6,4591 -6,8636
Fz    -2,2162 -2,0404 -1,8705 -1,7266 -1,6174 -1,5361 -1,4739 -1,4366 -1,4482 -1,5353 -1,7038 -1,9272 -2,1563 -2,3450 -2,4682 -2,5179 -2,4883 -2,3673 -2,1410 -1,8071 -1,3892 -0,9318 -0,4765 -0,0389 0,3898 0,8227 1,2638 1,7021 2,1088 2,4426 2,6656 2,7574 2,7158 2,5537 2,3027 2,0099 1,7197 1,4559 1,2226 1,0181 0,8476 0,7272 0,6772 0,7109 0,8323 1,0424 1,3384 1,7047 2,1109 2,5172 2,8794 3,1492 3,2771 3,2259 2,9853 2,5727 2,0233 1,3822 0,7038 0,0484 -0,5259 -0,9694 -1,2460 -1,3393 -1,2513 -0,9953 -0,5899 -0,0565 0,5713 1,2376 1,8644 2,3665 2,6761 2,7642 2,6401 2,3370 1,9005 1,3831 0,8377 0,3072 -0,1800 -0,6026 -0,9376 -1,1651 -1,2779 -1,2816 -1,1868 -1,0015 -0,7282 -0,3691 0,0646 0,5448 1,0289 1,4705 1,8326 2,0965 2,2587 2,3197 2,2805 2,1417 1,9041 1,5758 1,1721 0,7039 0,1723 -0,4220 -1,0711 -1,7547 -2,4427 -3,1114 -3,7576 -4,3901 -5,0058 -5,5789 -6,0660 -6,4145 -6,5717 -6,4997 -6,1885 -5,6530 -4,9202 -4,0256 -3,0181 -1,9594 -0,9101 0,0818 0,9814 1,7645 2,4171 2,9301 3,2943 3,5037 3,5658 3,5044 3,3534 3,1431 2,8936 2,6246 2,3671 2,1552 2,0123 1,9451 1,9488 2,0166 2,1469 2,3389 2,5808 2,8463 3,1078 3,3493 3,5618 3,7354 3,8652 3,9557 4,0145 4,0490 4,0689 4,0876 4,1183 4,1648 4,2142 4,2455 4,2456 4,2197 4,1912 4,1882 4,2216 4,2779 4,3327 4,3616 4,3387 4,2415 4,0586 3,7890 3,4413 3,0359 2,6033 2,1807 1,8062 1,5010 1,2614 1,0721 0,9214 0,8020 0,7112 0,6563 0,6503 0,6955 0,7735 0,8497 0,8825 0,8310 0,6635 0,3662 -0,0485 -0,5420 -1,0676 -1,5957 -2,1136 -2,6030 -3,0258 -3,3333 -3,4910 -3,4978 -3,3866 -3,2158 -3,0568 -2,9712 -2,9872 -3,0932 -3,2480 -3,3978 -3,4919 -3,4936 -3,3859 -3,1757 -2,8960 -2,5929 -2,3053 -2,0507 -1,8238 -1,6045 -1,3712 -1,1093 -0,8144 -0,4945 -0,1705 0,1301 0,3862 0,5887 0,7377 0,8451 0,9344 1,0279 1,1294 1,2250 1,2984 1,3415 1,3506 1,3206 1,2443 1,1141 0,9298 0,7061 0,4661 0,2255 -0,0162 -0,2712 -0,5523 -0,8613 -1,1844 -1,4956 -1,7718 -2,0104 -2,2334 -2,4731 -2,7514 -3,0701 -3,4105 -3,7372 -4,0110 -4,2080 -4,3233 -4,3602 -4,3205 -4,2060 -4,0239 -3,7936 -3,5512 -3,3350 -3,1661 -3,0470 -2,9761 -2,9556 -2,9827 -3,0429 -3,1170 -3,1935 -3,2692 -3,3412 -3,4049 -3,4571 -3,4933 -3,5006 -3,4592 -3,3541 -3,1860 -2,9761 -2,7568 -2,5581 -2,3982 -2,2841 -2,2155 -2,1876 -2,1974 -2,2513 -2,3672 -2,5656 -2,8534 -3,2156 -3,6198 -4,0283 -4,4054 -4,7186 -4,9385 -5,0456 -5,0433 -4,9617 -4,8409 -4,7044 -4,5540 -4,3894 -4,2218 -4,0656 -3,9255 -3,7951 -3,6573 -3,4828 -3,2422 -2,9239 -2,5405 -2,1212 -1,7033 -1,3272 -1,0248 -0,8065 -0,6605 -0,5665 -0,5090 -0,4822 -0,4829 -0,5001 -0,5117 -0,5031 -0,4885 -0,5109 -0,6169 -0,8257 -1,1128 -1,4234 -1,7009 -1,9039 -2,0121 -2,0341 -2,0000 -1,9390 -1,8613 -1,7586 -1,6209 -1,4491 -1,2504 -1,0289 -0,7869 -0,5357 -0,3000 -0,1087 0,0190 0,0798 0,0843 0,0514 -0,0005 -0,0548 -0,0930 -0,0978 -0,0642 -0,0051 0,0542 0,0838 0,0585 -0,0322 -0,1772 -0,3452 -0,4953 -0,5919 -0,6206 -0,5947 -0,5454 -0,5016 -0,4791 -0,4831 -0,5087 -0,5374 -0,5450 -0,5195 -0,4676 -0,4042 -0,3417 -0,2857 -0,2394 -0,2073 -0,1939 -0,2007 -0,2277 -0,2771 -0,3535 -0,4583 -0,5823 -0,7085 -0,8197 -0,9036 -0,9564 -0,9852 -0,9990 -0,9978 -0,9695 -0,8943 -0,7518 -0,5290 -0,2286 0,1291 0,5137 0,8919 1,2320 1,5123 1,7256 1,8710 1,9417 1,9248 1,8130 1,6175 1,3681 1,1023 0,8527 0,6379 0,4522 0,2629 0,0226 -0,3030 -0,7109 -1,1578 -1,5819 -1,9295 -2,1656 -2,2782 -2,2822 -2,2125 -2,1056 -1,9895 -1,8847 -1,8035 -1,7485 -1,7176 -1,7118 -1,7339 -1,7833 -1,8563 -1,9454 -2,0329 -2,0894 -2,0873 -2,0178 -1,8933 -1,7324 -1,5455 -1,3327 -1,0970 -0,8535 -0,6191 -0,3992 -0,1947 -0,0180 0,1065 0,1630 0,1606 0,1266 0,0781 0,0047 -0,1202 -0,3172 -0,5922 -0,9404 -1,3482 -1,7926 -2,2444 -2,6720 -3,0464 -3,3494 -3,5750 -3,7249 -3,8076 -3,8392 -3,8400 -3,8292 -3,8240 -3,8408 -3,8962 -4,0076 -4,1892 -4,4445 -4,7573 -5,0892 -5,3866 -5,5953 -5,6761 -5,6147 -5,4188 -5,1098 -4,7150 -4,2640 -3,7840 -3,2995 -2,8332 -2,4024 -2,0133 -1,6647 -1,3578 -1,1015 -0,9029 -0,7551 -0,6379 -0,5330 -0,4355 -0,3474 -0,2632 -0,1695 -0,0543 0,0878 0,2623 0,4845 0,7795 1,1663 1,6345 2,1374 2,6128 3,0075 3,2908 3,4583 3,5278 3,5246 3,4689 3,3719 3,2323 3,0350 2,7612 2,4033 1,9724 1,4924 0,9872 0,4729 -0,0369 -0,5223 -0,9605 -1,3355 -1,6403 -1,8764 -2,0536 -2,1874 -2,2961 -2,4004 -2,5235 -2,6882 -2,9131 -3,2046 -3,5477 -3,9070 -4,2432 -4,5342 -4,7805 -4,9951 -5,1942 -5,3918 -5,5955 -5,8029 -6,0081 -6,2142 -6,4325 -6,6672 -6,9049 -7,1230 -7,3017 -7,4306 -7,5116 -7,5549 -7,5712 -7,5681 -7,5543 -7,5386 -7,5198 -7,4830 -7,4142 -7,3142 -7,1964 -7,0781 -6,9750 -6,8960 -6,8401 -6,7974 -6,7550 -6,7019 -6,6369 -6,5763 -6,5529 -6,5977 -6,7152 -6,8816 -7,0602 -7,2156 -7,3182 -7,3483 -7,2983
F3    -1,6256 -1,3139 -1,0824 -0,9622 -0,9361 -0,9493 -0,9460 -0,9065 -0,8580 -0,8595 -0,9680 -1,2016 -1,5212 -1,8507 -2,1184 -2,2799 -2,3205 -2,2485 -2,0827 -1,8374 -1,5209 -1,1492 -0,7482 -0,3355 0,0901 0,5354 0,9901 1,4162 1,7587 1,9733 2,0496 2,0111 1,8879 1,6921 1,4252 1,1093 0,8015 0,5720 0,4681 0,4984 0,6387 0,8447 1,0622 1,2393 1,3492 1,4088 1,4663 1,5714 1,7525 2,0100 2,3210 2,6481 2,9432 3,1516 3,2190 3,1030 2,7925 2,3217 1,7560 1,1637 0,6037 0,1293 -0,2116 -0,3847 -0,3727 -0,1760 0,1865 0,6823 1,2703 1,8986 2,5009 2,9985 3,3150 3,4010 3,2519 2,9042 2,4223 1,8795 1,3353 0,8222 0,3539 -0,0544 -0,3800 -0,6032 -0,7113 -0,6902 -0,5272 -0,2253 0,1886 0,6722 1,1800 1,6725 2,1148 2,4687 2,6960 2,7772 2,7304 2,6084 2,4725 2,3557 2,2456 2,1044 1,8890 1,5554 1,0727 0,4429 -0,3001 -1,1106 -1,9470 -2,7825 -3,6063 -4,4075 -5,1545 -5,7958 -6,2829 -6,5908 -6,7130 -6,6428 -6,3684 -5,8824 -5,1881 -4,3025 -3,2637 -2,1300 -0,9671 0,1590 1,1846 2,0514 2,7126 3,1431 3,3522 3,3877 3,3249 3,2383 3,1736 3,1373 3,1112 3,0744 3,0168 2,9374 2,8436 2,7603 2,7342 2,8190 3,0514 3,4337 3,9284 4,4638 4,9537 5,3273 5,5479 5,6164 5,5664 5,4529 5,3374 5,2721 5,2842 5,3710 5,5046 5,6404 5,7324 5,7527 5,7046 5,6252 5,5752 5,6157 5,7772 6,0444 6,3641 6,6578 6,8375 6,8333 6,6201 6,2229 5,6965 5,0941 4,4487 3,7860 3,1456 2,5786 2,1235 1,8026 1,6367 1,6503 1,8589 2,2557 2,8066 3,4435 4,0616 4,5273 4,7074 4,5150 3,9443 3,0718 2,0314 0,9777 0,0388 -0,7241 -1,3199 -1,7902 -2,1625 -2,4288 -2,5577 -2,5261 -2,3423 -2,0541 -1,7385 -1,4701 -1,2893 -1,1959 -1,1597 -1,1378 -1,1002 -1,0413 -0,9619 -0,8499 -0,6936 -0,5086 -0,3413 -0,2409 -0,2195 -0,2336 -0,2025 -0,0526 0,2454 0,6662 1,1447 1,6076 2,0057 2,3243 2,5672 2,7457 2,8759 2,9640 2,9907 2,9290 2,7775 2,5652 2,3202 2,0423 1,7097 1,3072 0,8530 0,4035 0,0286 -0,2270 -0,3672 -0,4364 -0,4927 -0,5852 -0,7370 -0,9408 -1,1756 -1,4350 -1,7321 -2,0764 -2,4502 -2,8097 -3,1078 -3,3168 -3,4405 -3,5085 -3,5568 -3,6079 -3,6641 -3,7042 -3,6844 -3,5617 -3,3292 -3,0268 -2,7204 -2,4792 -2,3570 -2,3727 -2,5037 -2,7027 -2,9249 -3,1497 -3,3875 -3,6629 -3,9828 -4,3144 -4,5874 -4,7193 -4,6503 -4,3691 -3,9174 -3,3722 -2,8156 -2,3142 -1,9115 -1,6233 -1,4312 -1,2863 -1,1374 -0,9695 -0,8269 -0,7979 -0,9630 -1,3435 -1,8895 -2,5132 -3,1403 -3,7295 -4,2488 -4,6494 -4,8817 -4,9293 -4,8187 -4,5995 -4,3294 -4,0754 -3,9014 -3,8311 -3,8280 -3,8170 -3,7226 -3,4922 -3,1139 -2,6320 -2,1337 -1,7102 -1,4183 -1,2599 -1,1857 -1,1258 -1,0280 -0,8786 -0,6979 -0,5212 -0,3733 -0,2500 -0,1234 0,0234 0,1629 0,2268 0,1442 -0,1152 -0,5205 -0,9861 -1,4049 -1,6907 -1,8084 -1,7792 -1,6554 -1,4840 -1,2885 -1,0707 -0,8203 -0,5241 -0,1722 0,2356 0,6810 1,1184 1,4815 1,7063 1,7563 1,6365 1,3884 1,0689 0,7302 0,4180 0,1769 0,0415 0,0188 0,0824 0,1858 0,2763 0,3071 0,2522 0,1222 -0,0338 -0,1483 -0,1701 -0,0864 0,0798 0,2893 0,5018 0,6809 0,8021 0,8645 0,8910 0,9026 0,8916 0,8218 0,6575 0,3960 0,0771 -0,2346 -0,4799 -0,6269 -0,6738 -0,6358 -0,5323 -0,3861 -0,2255 -0,0844 -0,0053 -0,0324 -0,1868 -0,4469 -0,7589 -1,0604 -1,2962 -1,4268 -1,4325 -1,3113 -1,0753 -0,7535 -0,3949 -0,0507 0,2510 0,5131 0,7598 1,0203 1,3109 1,6205 1,9134 2,1477 2,2959 2,3479 2,3011 2,1480 1,8707 1,4481 0,8760 0,1826 -0,5762 -1,3368 -2,0412 -2,6388 -3,0836 -3,3346 -3,3664 -3,1826 -2,8246 -2,3658 -1,8930 -1,4818 -1,1808 -1,0120 -0,9827 -1,0965 -1,3520 -1,7345 -2,2082 -2,7101 -3,1520 -3,4424 -3,5241 -3,3955 -3,1027 -2,7142 -2,2982 -1,9021 -1,5411 -1,2071 -0,8874 -0,5785 -0,2925 -0,0565 0,1004 0,1681 0,1640 0,1191 0,0507 -0,0530 -0,2168 -0,4519 -0,7486 -1,0876 -1,4485 -1,8079 -2,1382 -2,4120 -2,6132 -2,7498 -2,8596 -2,9886 -3,1583 -3,3536 -3,5378 -3,6759 -3,7542 -3,7856 -3,8034 -3,8543 -3,9862 -4,2268 -4,5639 -4,9414 -5,2777 -5,4886 -5,5087 -5,3107 -4,9149 -4,3840 -3,7997 -3,2295 -2,7048 -2,2358 -1,8384 -1,5365 -1,3383 -1,2227 -1,1545 -1,1146 -1,1053 -1,1277 -1,1641 -1,1924 -1,2028 -1,1928 -1,1529 -1,0600 -0,8887 -0,6309 -0,3008 0,0798 0,4990 0,9559 1,4427 1,9250 2,3430 2,6391 2,7895 2,8181 2,7834 2,7506 2,7648 2,8308 2,9049 2,9090 2,7640 2,4216 1,8823 1,1962 0,4474 -0,2738 -0,8928 -1,3597 -1,6561 -1,8008 -1,8436 -1,8484 -1,8727 -1,9493 -2,0814 -2,2555 -2,4564 -2,6760 -2,9189 -3,1973 -3,5184 -3,8764 -4,2590 -4,6528 -5,0441 -5,4146 -5,7418 -6,0077 -6,2068 -6,3489 -6,4605 -6,5812 -6,7469 -6,9629 -7,1931 -7,3825 -7,4899 -7,5032 -7,4379 -7,3286 -7,2146 -7,1245 -7,0663 -7,0304 -7,0001 -6,9663 -6,9315 -6,9009 -6,8705 -6,8271 -6,7571 -6,6516 -6,5059 -6,3209 -6,1027 -5,8660 -5,6375 -5,4585 -5,3805 -5,4420 -5,6424 -5,9375 -6,2612 -6,5498 -6,7529 -6,8395 -6,8025
F7    -1,4727 -1,4159 -1,3358 -1,2096 -1,0424 -0,8665 -0,7305 -0,6862 -0,7682 -0,9766 -1,2716 -1,5851 -1,8505 -2,0358 -2,1440 -2,1870 -2,1666 -2,0689 -1,8744 -1,5809 -1,2193 -0,8392 -0,4757 -0,1326 0,2068 0,5581 0,9241 1,2917 1,6318 1,9066 2,0843 2,1536 2,1275 2,0409 1,9409 1,8634 1,8059 1,7295 1,5914 1,3711 1,0782 0,7540 0,4574 0,2409 0,1438 0,1982 0,4118 0,7471 1,1399 1,5370 1,9039 2,2056 2,3979 2,4389 2,3066 2,0100 1,5918 1,1198 0,6687 0,3004 0,0458 -0,0991 -0,1517 -0,1131 0,0320 0,2881 0,6373 1,0518 1,5001 1,9399 2,3172 2,5774 2,6847 2,6387 2,4693 2,2149 1,9039 1,5518 1,1689 0,7683 0,3688 -0,0038 -0,3117 -0,5117 -0,5787 -0,5208 -0,3649 -0,1339 0,1684 0,5512 1,0081 1,4937 1,9360 2,2721 2,4750 2,5533 2,5262 2,4036 2,1896 1,8945 1,5391 1,1529 0,7647 0,3907 0,0332 -0,3174 -0,6883 -1,1167 -1,6293 -2,2313 -2,9136 -3,6599 -4,4461 -5,2342 -5,9637 -6,5466 -6,8797 -6,8808 -6,5270 -5,8619 -4,9676 -3,9299 -2,8196 -1,6934 -0,6028 0,4008 1,2698 1,9735 2,5077 2,8915 3,1547 3,3231 3,4026 3,3823 3,2607 3,0643 2,8336 2,6047 2,4108 2,2877 2,2569 2,3081 2,4095 2,5371 2,6906 2,8857 3,1321 3,4156 3,7079 3,9918 4,2667 4,5325 4,7800 4,9915 5,1472 5,2366 5,2703 5,2805 5,3075 5,3804 5,5016 5,6457 5,7827 5,9007 6,0052 6,1021 6,1875 6,2541 6,2957 6,2996 6,2391 6,0845 5,8195 5,4453 4,9764 4,4439 3,9034 3,4367 3,1241 2,9975 3,0235 3,1290 3,2340 3,2741 3,2231 3,1007 2,9524 2,8146 2,6962 2,5847 2,4605 2,3054 2,1073 1,8567 1,5473 1,1833 0,7762 0,3296 -0,1568 -0,6643 -1,1404 -1,5078 -1,6945 -1,6624 -1,4187 -1,0214 -0,5729 -0,1845 0,0660 0,1517 0,0863 -0,0916 -0,3253 -0,5449 -0,6872 -0,7185 -0,6410 -0,4795 -0,2578 0,0167 0,3468 0,7265 1,1309 1,5193 1,8502 2,1025 2,2840 2,4253 2,5568 2,6842 2,7903 2,8628 2,9100 2,9575 3,0363 3,1589 3,2994 3,4086 3,4499 3,4112 3,2943 3,1065 2,8625 2,5857 2,3004 2,0223 1,7535 1,4820 1,1891 0,8634 0,5150 0,1739 -0,1246 -0,3598 -0,5381 -0,6861 -0,8323 -1,0009 -1,2138 -1,4858 -1,8116 -2,1580 -2,4687 -2,6813 -2,7534 -2,6832 -2,5064 -2,2810 -2,0779 -1,9660 -1,9804 -2,1011 -2,2676 -2,4258 -2,5594 -2,6704 -2,7474 -2,7634 -2,6902 -2,5076 -2,2170 -1,8563 -1,4934 -1,1910 -0,9744 -0,8304 -0,7270 -0,6355 -0,5451 -0,4679 -0,4326 -0,4650 -0,5700 -0,7339 -0,9362 -1,1605 -1,3997 -1,6559 -1,9335 -2,2300 -2,5288 -2,8029 -3,0263 -3,1783 -3,2397 -3,2020 -3,0804 -2,9115 -2,7378 -2,5960 -2,5109 -2,4895 -2,5134 -2,5465 -2,5613 -2,5547 -2,5383 -2,5169 -2,4725 -2,3637 -2,1407 -1,7706 -1,2582 -0,6504 -0,0203 0,5574 1,0274 1,3605 1,5408 1,5562 1,4094 1,1306 0,7725 0,3913 0,0235 -0,3215 -0,6468 -0,9482 -1,2098 -1,4115 -1,5404 -1,5958 -1,5833 -1,5074 -1,3713 -1,1849 -0,9697 -0,7496 -0,5387 -0,3444 -0,1755 -0,0399 0,0598 0,1248 0,1570 0,1624 0,1599 0,1857 0,2735 0,4233 0,5981 0,7555 0,8739 0,9522 0,9915 0,9836 0,9152 0,7804 0,5865 0,3552 0,1210 -0,0773 -0,2106 -0,2705 -0,2664 -0,2158 -0,1345 -0,0326 0,0796 0,1895 0,2958 0,4205 0,5897 0,8064 1,0434 1,2590 1,4132 1,4805 1,4561 1,3568 1,2162 1,0714 0,9409 0,8138 0,6605 0,4554 0,1930 -0,1103 -0,4208 -0,6975 -0,9077 -1,0409 -1,1065 -1,1179 -1,0789 -0,9791 -0,7948 -0,4989 -0,0822 0,4299 0,9811 1,5062 1,9508 2,2832 2,4961 2,5938 2,5778 2,4380 2,1550 1,7178 1,1505 0,5196 -0,0835 -0,5695 -0,8830 -1,0341 -1,0930 -1,1401 -1,2219 -1,3415 -1,4739 -1,5856 -1,6502 -1,6570 -1,6100 -1,5192 -1,3985 -1,2753 -1,1955 -1,2015 -1,3054 -1,4918 -1,7395 -2,0256 -2,3110 -2,5409 -2,6662 -2,6684 -2,5638 -2,3828 -2,1445 -1,8477 -1,4828 -1,0470 -0,5545 -0,0410 0,4439 0,8580 1,1831 1,4162 1,5486 1,5627 1,4502 1,2355 0,9775 0,7365 0,5299 0,3222 0,0649 -0,2531 -0,5953 -0,9173 -1,2061 -1,4752 -1,7327 -1,9675 -2,1552 -2,2665 -2,2785 -2,1910 -2,0379 -1,8747 -1,7553 -1,7242 -1,8173 -2,0480 -2,3951 -2,8106 -3,2411 -3,6410 -3,9767 -4,2232 -4,3593 -4,3693 -4,2484 -4,0057 -3,6582 -3,2238 -2,7206 -2,1764 -1,6348 -1,1408 -0,7165 -0,3534 -0,0351 0,2361 0,4421 0,5716 0,6323 0,6449 0,6347 0,6252 0,6338 0,6671 0,7167 0,7649 0,8013 0,8374 0,9034 1,0337 1,2533 1,5679 1,9636 2,4250 2,9493 3,5263 4,1098 4,6242 4,9963 5,1751 5,1357 4,8785 4,4296 3,8405 3,1839 2,5358 1,9469 1,4278 0,9669 0,5540 0,1824 -0,1581 -0,4772 -0,7703 -1,0098 -1,1515 -1,1579 -1,0286 -0,8156 -0,6087 -0,4972 -0,5353 -0,7288 -1,0410 -1,4104 -1,7758 -2,1002 -2,3833 -2,6563 -2,9597 -3,3180 -3,7251 -4,1492 -4,5552 -4,9237 -5,2478 -5,5160 -5,7054 -5,7942 -5,7780 -5,6786 -5,5408 -5,4108 -5,3142 -5,2550 -5,2251 -5,2068 -5,1735 -5,1041 -5,0010 -4,8865 -4,7785 -4,6801 -4,5884 -4,5020 -4,4205 -4,3407 -4,2531 -4,1449 -4,0136 -3,8762 -3,7653 -3,7110 -3,7170 -3,7618 -3,8244 -3,8941 -3,9581 -4,0004 -4,0110
