Fp1   -0,9056 -1,7252 -2,1200 -2,0541 -1,5608 -0,7432 0,2602 1,3003 2,2231 2,8853 3,1867 3,0947 2,6351 1,8489 0,7711 -0,5249 -1,8741 -3,0535 -3,8842 -4,2861 -4,2667 -3,8977 -3,2865 -2,5463 -1,7811 -1,0545 -0,3577 0,3518 1,0785 1,7810 2,4101 2,9145 3,2187 3,2248 2,8605 2,1426 1,1877 0,1616 -0,7663 -1,4233 -1,6363 -1,3045 -0,5112 0,4617 1,2753 1,6896 1,6102 1,0834 0,3057 -0,3989 -0,7021 -0,4214 0,4277 1,6576 2,9537 3,9633 4,4217 4,2563 3,6174 2,8048 2,1220 1,7728 1,8461 2,3237 3,0665 3,8285 4,3444 4,4492 4,1482 3,6028 3,0543 2,7356 2,7784 3,1273 3,5605 3,8352 3,8207 3,5362 3,1176 2,7289 2,4823 2,4285 2,5748 2,8844 3,2713 3,6062 3,7621 3,6970 3,4895 3,2600 3,0428 2,7706 2,3923 1,9649 1,6251 1,4792 1,4982 1,5260 1,4012 1,0785 0,6699 0,3927 0,4525 0,9252 1,7041 2,5437 3,1888 3,4898 3,4168 3,0269 2,4359 1,7585 1,0642 0,4167 -0,0892 -0,3659 -0,3772 -0,1249 0,3762 1,0812 1,8817 2,6162 3,1549 3,4906 3,7169 3,9158 4,0822 4,1216 3,9007 3,3351 2,4593 1,4193 0,3874 -0,5283 -1,2897 -1,8759 -2,2745 -2,4964 -2,5443 -2,3883 -2,0020 -1,4068 -0,6602 0,1659 0,9604 1,5561 1,7986 1,6354 1,1193 0,3384 -0,6390 -1,7591 -2,9451 -4,0749 -4,9836 -5,4985 -5,4927 -4,9086 -3,7557 -2,1435 -0,3096 1,4583 2,9336 3,9578 4,4048 4,2289 3,5306 2,5192 1,3937 0,2740 -0,7585 -1,5916 -2,0920 -2,1833 -1,9201 -1,4871 -1,1038 -0,8970 -0,8398 -0,8019 -0,6412 -0,2663 0,3208 1,0160 1,6702 2,1778 2,5304 2,8010 3,0741 3,3887 3,7160 3,9575 3,9910 3,7480 3,2558 2,6377 2,0803 1,7634 1,7771 2,0550 2,3716 2,4534 2,1482 1,5091 0,7358 0,0608 -0,3182 -0,2641 0,2620 1,1692 2,2546 3,2640 3,9691 4,2400 4,0747 3,5729 2,8682 2,0659 1,2245 0,3785 -0,4353 -1,1464 -1,6306 -1,7488 -1,4449 -0,8138 -0,0750 0,5303 0,8503 0,8658 0,6447 0,2839 -0,1032 -0,4083 -0,5714 -0,5908 -0,5164 -0,4491 -0,4930 -0,6777 -0,9519 -1,2462 -1,5098 -1,6855 -1,6911 -1,4518 -0,9491 -0,2382 0,5686 1,3410 1,9769 2,4390 2,7528 2,9485 3,0118 2,9007 2,5888 2,0814 1,4049 0,5982 -0,2707 -1,0970 -1,7813 -2,2829 -2,6261 -2,8710 -3,0838 -3,2942 -3,4415 -3,3791 -2,9603 -2,1253 -0,9398 0,3961 1,5888 2,3660 2,5962 2,3157 1,6566 0,7595 -0,2660 -1,3359 -2,3741 -3,3043 -4,0604 -4,5602 -4,6539 -4,1790 -3,1140 -1,6367 -0,0191 1,5091 2,8109 3,8043 4,4192 4,6016 4,3317 3,6380 2,5953 1,3068 -0,0777 -1,3266 -2,1997 -2,5897 -2,5363 -2,1282 -1,4618 -0,6726 0,0773 0,6696 1,0702 1,3079 1,4405 1,5169 1,5361 1,4603 1,2831 1,0563 0,8448 0,6906 0,6104 0,5809 0,5398 0,4409 0,3094 0,2272 0,2782 0,5147 0,9428 1,5076 2,1193 2,7089 3,2332 3,6380 3,8463 3,7830 3,4398 2,9347 2,4572 2,1268 1,9115 1,6830 1,3537 0,9565 0,5717 0,2289 -0,0547 -0,1915 -0,0619 0,3753 1,0331 1,7320 2,2783 2,5301 2,4372 2,0584 1,5317 0,9919 0,4987 0,0505 -0,3190 -0,4845 -0,3037 0,2351 0,9450 1,5441 1,8174 1,6627 1,0606 0,0833 -1,0614 -2,0420 -2,5511 -2,4985 -2,0468 -1,4595 -0,9273 -0,4994 -0,1212 0,2768 0,7085 1,1173 1,4162 1,5501 1,5335 1,4261 1,2568 0,9568 0,4076 -0,3919 -1,2369 -1,8422 -2,0293 -1,7809 -1,1934 -0,4174 0,3936 1,1067 1,5932 1,7251 1,4233 0,7177 -0,2183 -1,0943 -1,6117 -1,6031 -1,1119 -0,3597 0,3735 0,8638 1,0003 0,8071 0,4348 0,1100 0,0417 0,3206 0,8724 1,4940 1,9392 2,0273 1,7412 1,2444 0,7691 0,4491 0,2532 0,0721 -0,1603 -0,4226 -0,6473 -0,7883 -0,8417 -0,8107 -0,6999 -0,5504 -0,4208 -0,3189 -0,1924 0,0095 0,2832 0,5803 0,8495 1,0629 1,2202 1,3390 1,4359 1,5223 1,6147 1,7385 1,8997 2,0375 2,0086 1,6537 0,9338 0,0283 -0,7131 -0,9445 -0,5155 0,4193 1,4586 2,1628 2,2694 1,7952 0,9961 0,2241 -0,2378 -0,3001 -0,0892 0,1782 0,3620 0,4341 0,4135 0,3309 0,2228 0,1162 0,0332 0,0173 0,1416 0,4843 1,0800 1,8738 2,7256 3,4641 3,9511 4,1258 4,0018 3,6205 3,0250 2,2737 1,4407 0,6051 -0,1487 -0,7536 -1,1786 -1,4011 -1,3973 -1,1988 -0,9337 -0,7849 -0,8924 -1,2634 -1,7704 -2,2623 -2,6922 -3,1091 -3,5256 -3,8416 -3,9093 -3,6310 -2,9904 -2,0414 -0,9176 0,1436 0,8564 1,0699 0,9145 0,7019 0,6584 0,7776 0,9142 0,9768 1,0226 1,2000 1,6187 2,2543 2,9472 3,4941 3,7623 3,7383 3,4944 3,1430 2,8141 2,6290 2,6613 2,9101 3,2966 3,7077 4,0690 4,3728 4,6513 4,9530 5,3270 5,7857 6,2955 6,8223 7,3381 7,7544 7,9072 7,6703 7,0743 6,2799 5,4376 4,5960 3,7334 2,8498 2,0340 1,4511 1,2603 1,5150 2,1018 2,7910 3,3885 3,8451 4,2104 4,4929 4,5760 4,2840 3,5457 2,4991 1,4184 0,5377 -0,0635 -0,4498 -0,7423 -1,0221 -1,2776 -1,4353 -1,4397 -1,2904 -1,0203 -0,6695 -0,2752 0,1233 0,4767 0,7436 0,9144 1,0137 1,0843 1,1502 1,1751 1,0742 0,7825 0,3204 -0,2072 -0,6818 -1,0503 -1,3446 -1,6248 -1,8930 -2,0641 -2,0139
Fz    -0,8354 -1,1489 -1,3756 -1,5059 -1,5540 -1,5381 -1,4506 -1,2696 -0,9910 -0,6397 -0,2612 0,0839 0,3256 0,4012 0,2781 -0,0264 -0,4379 -0,8489 -1,1652 -1,3412 -1,3830 -1,3182 -1,1528 -0,8647 -0,4439 0,0839 0,6760 1,2825 1,8345 2,2520 2,4737 2,4743 2,2619 1,8691 1,3505 0,7869 0,2719 -0,1246 -0,3792 -0,5011 -0,5078 -0,4196 -0,2646 -0,0675 0,1705 0,4605 0,7833 1,0750 1,2700 1,3513 1,3512 1,3149 1,2746 1,2444 1,2197 1,1797 1,0933 0,9304 0,6786 0,3578 0,0198 -0,2714 -0,4625 -0,5196 -0,4256 -0,1913 0,1293 0,4493 0,6870 0,8034 0,8184 0,8044 0,8470 0,9836 1,1790 1,3677 1,5075 1,5957 1,6558 1,7201 1,8168 1,9628 2,1540 2,3607 2,5354 2,6223 2,5682 2,3442 1,9674 1,4964 1,0042 0,5583 0,2129 -0,0020 -0,0898 -0,0874 -0,0603 -0,0795 -0,1828 -0,3464 -0,4920 -0,5413 -0,4751 -0,3337 -0,1714 -0,0305 0,0595 0,0746 -0,0043 -0,1724 -0,3857 -0,5892 -0,7599 -0,8974 -0,9892 -1,0056 -0,9248 -0,7526 -0,5243 -0,2983 -0,1430 -0,1144 -0,2254 -0,4211 -0,5903 -0,6204 -0,4577 -0,1348 0,2466 0,5687 0,7526 0,7756 0,6509 0,4018 0,0589 -0,3265 -0,6860 -0,9600 -1,1200 -1,1680 -1,1164 -0,9713 -0,7359 -0,4269 -0,0881 0,2203 0,4550 0,6122 0,7108 0,7621 0,7638 0,7212 0,6588 0,6082 0,5908 0,6157 0,6815 0,7680 0,8383 0,8635 0,8460 0,8151 0,8004 0,8118 0,8366 0,8511 0,8316 0,7641 0,6562 0,5480 0,4991 0,5458 0,6716 0,8342 1,0191 1,2518 1,5598 1,9350 2,3403 2,7342 3,0900 3,4041 3,6807 3,9098 4,0669 4,1357 4,1325 4,1084 4,1141 4,1629 4,2278 4,2654 4,2481 4,1891 4,1336 4,1147 4,1181 4,1001 4,0352 3,9298 3,7978 3,6535 3,5251 3,4492 3,4509 3,5303 3,6611 3,8070 3,9458 4,0791 4,2159 4,3463 4,4374 4,4562 4,3887 4,2461 4,0578 3,8451 3,5959 3,2690 2,8298 2,2894 1,7111 1,1729 0,7178 0,3389 0,0053 -0,3141 -0,6395 -0,9696 -1,2756 -1,5122 -1,6393 -1,6473 -1,5655 -1,4434 -1,3283 -1,2487 -1,1977 -1,1351 -1,0237 -0,8604 -0,6647 -0,4459 -0,1959 0,0887 0,3883 0,6604 0,8643 0,9855 1,0383 1,0517 1,0571 1,0727 1,0964 1,1224 1,1566 1,2110 1,2858 1,3619 1,4129 1,4226 1,3813 1,2715 1,0744 0,7908 0,4543 0,1248 -0,1407 -0,3138 -0,3953 -0,3927 -0,3023 -0,1180 0,1387 0,4035 0,5935 0,6512 0,5736 0,4113 0,2360 0,0998 0,0193 -0,0123 -0,0136 0,0005 0,0429 0,1476 0,3252 0,5390 0,7391 0,9106 1,0750 1,2543 1,4466 1,6226 1,7402 1,7792 1,7639 1,7391 1,7407 1,7966 1,9130 2,0486 2,1351 2,1322 2,0462 1,9059 1,7399 1,5724 1,4145 1,2582 1,0915 0,9137 0,7307 0,5546 0,4221 0,3877 0,4766 0,6571 0,8599 1,0120 1,0681 1,0349 0,9689 0,9407 0,9880 1,0935 1,1949 1,2193 1,1348 0,9827 0,8442 0,7726 0,7648 0,7878 0,8286 0,9185 1,0985 1,3664 1,6632 1,9036 2,0167 1,9696 1,7599 1,4125 1,0064 0,6722 0,5175 0,5535 0,6988 0,8392 0,8918 0,8401 0,7276 0,6315 0,6323 0,7775 1,0556 1,4084 1,7740 2,1160 2,4133 2,6247 2,6799 2,5291 2,1899 1,7209 1,1721 0,5813 0,0033 -0,4757 -0,7701 -0,8480 -0,7471 -0,5435 -0,3076 -0,0769 0,1449 0,3734 0,6344 0,9518 1,3305 1,7570 2,2149 2,6885 3,1481 3,5286 3,7446 3,7532 3,5865 3,3003 2,9203 2,4579 1,9544 1,4862 1,1400 0,9762 0,9955 1,1345 1,3029 1,4298 1,4967 1,5343 1,5844 1,6670 1,7766 1,8861 1,9527 1,9340 1,8053 1,5680 1,2551 0,9354 0,6968 0,6066 0,6796 0,8703 1,0887 1,2361 1,2595 1,1852 1,0946 1,0627 1,1303 1,3127 1,6061 1,9810 2,3865 2,7684 3,0880 3,3314 3,4971 3,5782 3,5654 3,4640 3,2959 3,0904 2,8761 2,6735 2,4923 2,3397 2,2281 2,1669 2,1515 2,1700 2,2156 2,2910 2,4042 2,5513 2,6994 2,7970 2,8082 2,7389 2,6306 2,5337 2,4775 2,4466 2,3841 2,2283 1,9511 1,5693 1,1376 0,7362 0,4448 0,3050 0,3022 0,3921 0,5461 0,7599 1,0245 1,3083 1,5703 1,7786 1,9176 1,9912 2,0231 2,0464 2,0844 2,1412 2,2064 2,2619 2,2887 2,2836 2,2636 2,2452 2,2273 2,1996 2,1631 2,1390 2,1508 2,1855 2,1872 2,0967 1,8857 1,5581 1,1408 0,6765 0,2164 -0,1859 -0,4821 -0,6443 -0,6849 -0,6465 -0,5638 -0,4420 -0,2739 -0,0656 0,1622 0,3851 0,5718 0,6759 0,6562 0,5236 0,3632 0,2878 0,3555 0,5394 0,7721 1,0009 1,2067 1,3910 1,5611 1,7264 1,8943 2,0631 2,2271 2,3854 2,5363 2,6673 2,7640 2,8283 2,8846 2,9686 3,1098 3,3227 3,6075 3,9493 4,3149 4,6630 4,9569 5,1627 5,2547 5,2362 5,1388 4,9976 4,8390 4,6877 4,5726 4,5148 4,5052 4,5005 4,4462 4,3062 4,0799 3,8028 3,5313 3,3140 3,1653 3,0623 2,9653 2,8425 2,6831 2,4864 2,2432 1,9353 1,5618 1,1560 0,7659 0,4274 0,1638 -0,0057 -0,0739 -0,0549 0,0275 0,1599 0,3405 0,5618 0,7919 0,9709 1,0377 0,9679 0,7901 0,5697 0,3729 0,2431 0,1968 0,2178 0,2528 0,2355 0,1269 -0,0706 -0,3250 -0,5937 -0,8467 -1,0841 -1,3289 -1,5973 -1,8733 -2,1098
F3    0,6245 0,2510 -0,1264 -0,4630 -0,7336 -0,9163 -0,9753 -0,8791 -0,6266 -0,2516 0,1848 0,5964 0,8799 0,9374 0,7148 0,2337 -0,4091 -1,0756 -1,6253 -1,9499 -2,0023 -1,7943 -1,3632 -0,7617 -0,0778 0,5742 1,1044 1,4722 1,6680 1,6980 1,5834 1,3583 1,0636 0,7480 0,4648 0,2630 0,1699 0,1654 0,1779 0,1261 -0,0298 -0,2653 -0,5001 -0,6345 -0,5979 -0,3882 -0,0765 0,2394 0,5023 0,7222 0,9317 1,1294 1,2801 1,3578 1,3660 1,3202 1,2273 1,0832 0,8879 0,6562 0,4097 0,1604 -0,0877 -0,3070 -0,4201 -0,3364 -0,0338 0,4066 0,8460 1,1681 1,3327 1,3810 1,4006 1,4716 1,6284 1,8581 2,1167 2,3483 2,5081 2,5825 2,5924 2,5725 2,5367 2,4637 2,3158 2,0606 1,6825 1,2002 0,6783 0,2054 -0,1394 -0,3002 -0,2530 -0,0169 0,3465 0,7520 1,1059 1,3217 1,3495 1,1976 0,9240 0,6000 0,2777 -0,0043 -0,2011 -0,2727 -0,2172 -0,0877 0,0323 0,0866 0,0842 0,0665 0,0515 0,0314 0,0066 -0,0077 0,0003 0,0344 0,0935 0,1592 0,1818 0,0964 -0,1281 -0,4393 -0,7043 -0,7845 -0,6166 -0,2415 0,2144 0,5949 0,7888 0,7806 0,6392 0,4586 0,3004 0,1736 0,0527 -0,0839 -0,2263 -0,3447 -0,4220 -0,4719 -0,5210 -0,5801 -0,6388 -0,6819 -0,6955 -0,6559 -0,5311 -0,3101 -0,0231 0,2770 0,5474 0,7672 0,9302 1,0419 1,1130 1,1353 1,0826 0,9575 0,8232 0,7617 0,8071 0,9283 1,0628 1,1579 1,1909 1,1689 1,1206 1,0867 1,1034 1,1735 1,2562 1,3031 1,3103 1,3310 1,4333 1,6411 1,9146 2,1833 2,4010 2,5809 2,7758 3,0215 3,3011 3,5543 3,7125 3,7355 3,6238 3,4046 3,1248 2,8560 2,6774 2,6406 2,7505 2,9616 3,1912 3,3682 3,4821 3,5655 3,6314 3,6554 3,6135 3,5159 3,4075 3,3390 3,3277 3,3482 3,3612 3,3451 3,2955 3,1977 3,0195 2,7430 2,3894 2,0102 1,6644 1,3883 1,1747 0,9817 0,7615 0,4887 0,1800 -0,1162 -0,3623 -0,5583 -0,7299 -0,9061 -1,1060 -1,3212 -1,5074 -1,6066 -1,5883 -1,4734 -1,3154 -1,1622 -1,0430 -0,9739 -0,9468 -0,9206 -0,8510 -0,7214 -0,5390 -0,3215 -0,0911 0,1281 0,3102 0,4301 0,4776 0,4668 0,4242 0,3760 0,3522 0,3841 0,5006 0,7304 1,0932 1,5796 2,1409 2,6969 3,1633 3,4820 3,6168 3,5289 3,1854 2,5953 1,8270 0,9890 0,1921 -0,4718 -0,9326 -1,1433 -1,0817 -0,7524 -0,2042 0,4545 1,0733 1,5070 1,6698 1,5714 1,3157 1,0530 0,9115 0,9373 1,0717 1,1901 1,1936 1,0754 0,9000 0,7414 0,6532 0,6645 0,7625 0,8879 0,9727 0,9852 0,9458 0,9210 0,9900 1,1888 1,4839 1,8049 2,0848 2,2686 2,3160 2,2213 2,0246 1,7902 1,5723 1,3990 1,2676 1,1464 0,9964 0,7989 0,5615 0,3204 0,1516 0,1526 0,3765 0,7862 1,2711 1,6936 1,9423 1,9800 1,8616 1,6947 1,5660 1,4932 1,4354 1,3507 1,2474 1,1849 1,2299 1,4059 1,6738 1,9584 2,2086 2,4357 2,6911 3,0025 3,3316 3,5903 3,6943 3,5919 3,2506 2,6681 1,9302 1,2153 0,7077 0,5142 0,6358 0,9706 1,3548 1,6464 1,7973 1,8569 1,9112 2,0154 2,1692 2,3376 2,4863 2,5919 2,6208 2,5100 2,1897 1,6569 1,0135 0,3984 -0,0974 -0,4354 -0,5927 -0,5531 -0,3308 0,0108 0,3700 0,6408 0,7495 0,6853 0,5138 0,3630 0,3725 0,6256 1,1133 1,7617 2,4785 3,1708 3,7463 4,1087 4,1721 3,9210 3,4483 2,8872 2,3108 1,7332 1,1804 0,7162 0,4055 0,2744 0,2960 0,4108 0,5712 0,7629 0,9877 1,2355 1,4780 1,6881 1,8658 2,0320 2,1926 2,3191 2,3659 2,3066 2,1704 2,0410 2,0038 2,0893 2,2613 2,4417 2,5373 2,4687 2,2259 1,9071 1,6637 1,5931 1,7012 1,9460 2,2730 2,6217 2,9348 3,1801 3,3605 3,5060 3,6540 3,8284 4,0295 4,2368 4,4141 4,5220 4,5382 4,4687 4,3380 4,1778 4,0225 3,8978 3,8240 3,8291 3,9264 4,0849 4,2420 4,3364 4,3301 4,2195 4,0298 3,8017 3,5826 3,4170 3,3215 3,2536 3,1259 2,8760 2,5176 2,1151 1,7355 1,4343 1,2612 1,2507 1,4038 1,6859 2,0426 2,4198 2,7727 3,0688 3,2987 3,4745 3,6037 3,6742 3,6761 3,6167 3,5162 3,4076 3,3366 3,3355 3,3922 3,4613 3,5050 3,5103 3,4748 3,4016 3,3063 3,2112 3,1207 3,0125 2,8607 2,6669 2,4600 2,2706 2,1047 1,9389 1,7438 1,5137 1,2743 1,0599 0,8798 0,7107 0,5194 0,2948 0,0662 -0,1013 -0,1298 0,0306 0,3593 0,7620 1,1292 1,4071 1,6169 1,8125 2,0242 2,2405 2,4321 2,5808 2,6837 2,7388 2,7438 2,7165 2,6966 2,7143 2,7707 2,8485 2,9243 2,9870 3,0636 3,2092 3,4525 3,7556 4,0418 4,2603 4,4127 4,5317 4,6541 4,8031 4,9731 5,1299 5,2337 5,2583 5,1946 5,0557 4,8816 4,7266 4,6340 4,6157 4,6471 4,6860 4,6925 4,6311 4,4802 4,2586 4,0275 3,8573 3,7917 3,8237 3,8977 3,9408 3,9009 3,7605 3,5219 3,1929 2,7903 2,3425 1,8764 1,4111 0,9709 0,5983 0,3377 0,2015 0,1689 0,2151 0,3243 0,4830 0,6753 0,8741 1,0400 1,1399 1,1645 1,1249 1,0370 0,9131 0,7591 0,5684 0,3228 0,0158 -0,3237 -0,6454 -0,9033 -1,0646 -1,1169 -1,0884 -1,0520 -1,0863 -1,2133 -1,3748
F7    0,3064 -0,1048 -0,3422 -0,3846 -0,2706 -0,0844 0,1004 0,2520 0,3611 0,4087 0,3628 0,2049 -0,0512 -0,3692 -0,7061 -1,0147 -1,2418 -1,3459 -1,3273 -1,2328 -1,1239 -1,0365 -0,9521 -0,8114 -0,5715 -0,2399 0,1514 0,5614 0,9263 1,1788 1,2957 1,3070 1,2564 1,1602 1,0048 0,7767 0,4939 0,2025 -0,0506 -0,2373 -0,3469 -0,3767 -0,3290 -0,2142 -0,0453 0,1670 0,3958 0,5843 0,6774 0,6748 0,6331 0,6156 0,6576 0,7629 0,9060 1,0440 1,1372 1,1521 1,0597 0,8609 0,6145 0,4211 0,3662 0,4741 0,7001 0,9511 1,1223 1,1456 1,0254 0,8375 0,6967 0,7104 0,9288 1,3128 1,7484 2,1028 2,2821 2,2684 2,1143 1,8936 1,6607 1,4509 1,2962 1,2240 1,2418 1,3273 1,4391 1,5372 1,5990 1,6186 1,5943 1,5327 1,4555 1,3837 1,3188 1,2370 1,0906 0,8324 0,4623 0,0569 -0,2527 -0,3466 -0,1731 0,2411 0,8188 1,4557 2,0314 2,4313 2,5804 2,4631 2,1304 1,6847 1,2393 0,8840 0,6723 0,6116 0,6594 0,7432 0,8020 0,8187 0,8069 0,7775 0,7322 0,6822 0,6571 0,6898 0,7862 0,9050 0,9750 0,9387 0,7796 0,5098 0,1517 -0,2551 -0,6425 -0,9373 -1,1034 -1,1569 -1,1438 -1,1079 -1,0738 -1,0460 -1,0112 -0,9490 -0,8624 -0,8009 -0,8401 -1,0222 -1,3146 -1,6307 -1,8886 -2,0443 -2,0787 -1,9814 -1,7567 -1,4284 -1,0258 -0,5756 -0,1076 0,3456 0,7488 1,0653 1,2679 1,3472 1,3116 1,1878 1,0167 0,8338 0,6495 0,4549 0,2412 0,0085 -0,2290 -0,4393 -0,5825 -0,6294 -0,5743 -0,4345 -0,2381 -0,0154 0,2040 0,3920 0,5270 0,6063 0,6497 0,6830 0,7262 0,8006 0,9289 1,1203 1,3584 1,6018 1,8055 1,9459 2,0218 2,0321 1,9648 1,8056 1,5452 1,1842 0,7516 0,3208 -0,0191 -0,2209 -0,2965 -0,2741 -0,1675 0,0095 0,2222 0,4263 0,5879 0,6792 0,6668 0,5156 0,1989 -0,2820 -0,8779 -1,4983 -2,0532 -2,4889 -2,7849 -2,9314 -2,9268 -2,7930 -2,5794 -2,3467 -2,1425 -1,9871 -1,8832 -1,8370 -1,8611 -1,9509 -2,0610 -2,1146 -2,0469 -1,8499 -1,5843 -1,3485 -1,2164 -1,1905 -1,2078 -1,1868 -1,0695 -0,8433 -0,5408 -0,2085 0,1331 0,4868 0,8481 1,1913 1,4749 1,6586 1,7285 1,7012 1,6048 1,4646 1,2979 1,1174 0,9461 0,8144 0,7347 0,6968 0,6900 0,7077 0,7309 0,7293 0,6847 0,6104 0,5504 0,5580 0,6704 0,9040 1,2499 1,6566 2,0223 2,2173 2,1371 1,7687 1,2193 0,6638 0,2367 -0,0421 -0,2421 -0,4392 -0,6628 -0,8876 -1,0445 -1,0648 -0,9401 -0,7343 -0,5280 -0,3556 -0,1928 0,0040 0,2466 0,4875 0,6413 0,6389 0,4629 0,1473 -0,2261 -0,5445 -0,7216 -0,7434 -0,6468 -0,4798 -0,3037 -0,1992 -0,2311 -0,4034 -0,6573 -0,9046 -1,0634 -1,0927 -1,0172 -0,9208 -0,8998 -0,9995 -1,1934 -1,4134 -1,5726 -1,5638 -1,2837 -0,7071 0,0574 0,8199 1,4241 1,7959 1,9117 1,7777 1,4557 1,0653 0,7224 0,4857 0,3602 0,3316 0,3983 0,5571 0,7482 0,8562 0,7972 0,5883 0,3238 0,1147 0,0523 0,1780 0,4453 0,7325 0,9222 0,9708 0,8996 0,7500 0,5611 0,3627 0,1653 -0,0320 -0,2219 -0,3849 -0,4980 -0,5389 -0,4793 -0,2866 0,0514 0,4895 0,9152 1,1901 1,2071 0,9090 0,2997 -0,5341 -1,4347 -2,2282 -2,7820 -3,0355 -3,0056 -2,7676 -2,4149 -2,0238 -1,6594 -1,3860 -1,2332 -1,1582 -1,0663 -0,8828 -0,6129 -0,3316 -0,1078 0,0457 0,1537 0,2329 0,2700 0,2408 0,1341 -0,0472 -0,2939 -0,5831 -0,8683 -1,0828 -1,1707 -1,1162 -0,9488 -0,7263 -0,4937 -0,2534 0,0063 0,2682 0,4915 0,6469 0,7343 0,7712 0,7688 0,7241 0,6317 0,5010 0,3617 0,2550 0,2149 0,2483 0,3339 0,4471 0,5759 0,7068 0,8166 0,8896 0,9308 0,9557 0,9768 0,9959 0,9985 0,9614 0,8842 0,8112 0,8005 0,8743 1,0221 1,2341 1,4966 1,7633 1,9580 2,0150 1,9212 1,7375 1,5776 1,5367 1,6137 1,7162 1,7481 1,6858 1,5828 1,5212 1,5483 1,6539 1,7967 1,9307 2,0178 2,0406 2,0025 1,9015 1,7188 1,4486 1,1185 0,7713 0,4555 0,2326 0,1560 0,2265 0,3882 0,5781 0,7714 0,9782 1,2092 1,4589 1,7107 1,9398 2,1119 2,1963 2,1874 2,1146 2,0374 2,0213 2,0940 2,2250 2,3592 2,4660 2,5402 2,5722 2,5429 2,4454 2,2975 2,1364 2,0030 1,9234 1,9020 1,9179 1,9202 1,8485 1,6746 1,4213 1,1360 0,8499 0,5692 0,2946 0,0301 -0,2117 -0,3921 -0,4441 -0,3124 0,0034 0,4478 0,9379 1,3832 1,6954 1,8084 1,7109 1,4698 1,2112 1,0473 1,0153 1,0897 1,2357 1,4330 1,6754 1,9650 2,2961 2,6381 2,9469 3,1867 3,3412 3,4148 3,4279 3,4066 3,3767 3,3638 3,3785 3,4023 3,4031 3,3626 3,2825 3,1772 3,0782 3,0327 3,0715 3,1839 3,3304 3,4618 3,5296 3,5020 3,3805 3,2062 3,0466 2,9616 2,9706 3,0485 3,1467 3,2234 3,2626 3,2612 3,2068 3,0894 2,9278 2,7563 2,5828 2,3811 2,1231 1,8036 1,4404 1,0744 0,7674 0,5789 0,5351 0,6147 0,7558 0,8787 0,9162 0,8432 0,6859 0,4990 0,3265 0,1702 -0,0131 -0,2780 -0,6390 -1,0442 -1,4007 -1,6263 -1,6736 -1,5291 -1,2240 -0,8514 -0,5495 -0,4384 -0,5512 -0,8210 -1,1306 -1,3848 -1,5514 -1,6444 -1,6792 -1,6427 -1,5005
